Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499)
5.827738572081113e-20,0.8687440270099447,2.418994088208796e-22,1.213875698879667e-22,1.2009601061678118e-30,2.132913686243033e-20,0.0,0.0,9.326118819265434e-18,2.4038341824034736e-33,1.3273301605716839e-44,5.952547672192945e-46,2.6293786229317386e-51,1.1684784793895161e-56,9.973800880840828e-39,5.454665105885595e-33,2.6795966361928934e-30,2.406887526705034e-45,3.8665728441056555e-53,3.176594446502155e-50,3.0245590746907515e-30,3.3129290895938933e-47,1.5927474324869339e-21,1.56279638744428e-59,5.726553214258464e-46,1.4307384260471903e-48,5.625282733330918e-46,3.3836965036919424e-57,1.93400869169395e-73,2.2994520293225868e-73,1.308438389112573e-59,1.6780091569654854e-65,6.722053790230265e-59,2.730945329082364e-72,3.76,0.0,0.5836423790056572,0.9999999999995801,2.1803661702845e-43,8.978990592464117e-44,2.9706539206936124e-14,2.970653920693613e-14,3.4659478688054686e-30,6.1268845126480594e-33,4.1986317855525333e-13,4.845792901666209e-34,4.911018692730189e-35,9.326360718557183e-18,2.072898252632751e-29,4.446133404236193e-32,4.772960604780759e-29,1.7912407624371697e-15,1.5229000421258737e-33,1.2004664337802445e-30,1.7218217432154673e-30,3.881607485862281e-34,3.358255404963842e-31,1.640909920505289e-30,3.6051959502551322e-37,4.98984421124441e-38,1.5927474325025294e-21,3.33212229525841e-50,2.6795969009340753e-30,5.77074207041745e-33,2.300246428248169e-43,4.0419973491197575e-60,1.6113353519561285e-56,1.0675003034908593e-45,2.0702993745779115e-60,1.109350388997505e-64,1.0151156228407168e-68,8.646309217878001e-68,1.144347715929204e-54,5.328259469298505e-51,4.6820373918347e-69,1.4256503177834453e-44,4.174775644780343e-51,3.455124972587089e-45,7.140081572701315e-50,1.5310446656191506e-59,2.1329136861689256e-20,8.768198855061172e-35,5.871154445960562e-49,1.1863657470748477e-44,3.759692373822958e-34,6.1863166152959725e-40
1.1660540340141444e-19,0.8687440270099497,4.840090765011077e-22,2.428806024787104e-22,4.806970217045324e-30,4.2676804686512305e-20,0.0,0.0,1.8660340261304318e-17,9.621601302286996e-33,1.0626712020184695e-43,4.7656575483186756e-45,2.1051020417095703e-50,9.354932686649781e-56,3.9921196008508747e-38,2.1832875690927324e-32,1.0725369775079713e-29,1.9269735120139506e-44,3.095609321057305e-52,2.543207062616602e-49,1.2106118527193525e-29,2.652357674389271e-46,3.1868786594314332e-21,2.5025103942657923e-58,4.584724560867471e-45,1.145751120763546e-47,4.504779719605238e-45,5.420214878012271e-56,6.198531702681754e-72,7.369750740170096e-72,2.0952061927660268e-58,2.687730867004603e-64,1.076731407657284e-57,8.749123856992806e-71,3.76,0.0,0.5836423790056265,0.9999999999991599,1.7456186922064686e-42,7.188652084609627e-43,5.943888774419763e-14,5.943888774419769e-14,1.3872823995463873e-29,2.4523505172106886e-32,8.400911382475266e-13,1.9395800107463874e-33,1.9656873256781722e-34,1.866082426991222e-17,8.296995139000495e-29,1.7796120797489668e-31,1.9104281113306677e-28,3.584037772278588e-15,6.095568960549991e-33,4.804994240934584e-30,6.891774169653114e-30,1.553654570604637e-33,1.3441773485582688e-30,6.56791601659476e-30,1.443017921238887e-36,1.9972380755272126e-37,3.186878659493856e-21,2.6677239091445207e-49,1.0725370834734742e-29,2.3098007268660948e-32,1.8415957908927226e-42,6.4747219411217705e-59,2.5811368832235734e-55,8.548356731263052e-45,3.3159508371592644e-59,1.7764059998949882e-63,1.6255075951123525e-67,1.38453600625041e-66,9.161739850574062e-54,4.2658474358444803e-50,7.497360073535668e-68,1.1413871105783695e-43,3.3423589582103493e-50,2.766200841879793e-44,5.716406733263172e-49,2.4516662698981725e-58,4.267680468354609e-20,3.5095646005687675e-34,4.7004934703848864e-48,9.49813958792713e-44,1.50485675362978e-33,2.4761388474898462e-39
2.332614387626211e-19,0.8687440270099598,9.682286948817841e-22,4.858666676628269e-22,1.9234142236934848e-29,8.537214033467263e-20,0.0,0.0,3.7328783145363746e-17,3.8498937925197874e-32,8.504599290862479e-43,3.813974430071452e-44,1.6847220068301968e-49,7.486789307772972e-55,1.5973678387913702e-37,8.735994140017101e-32,4.2915449540902964e-29,1.5421644561886668e-43,2.4774282820407878e-51,2.035338582636551e-48,4.8440243058394394e-29,2.1226922451533725e-45,6.3751411132895855e-21,4.005646383023746e-57,3.669173040000673e-44,9.170652754248068e-47,3.605646078375579e-44,8.677387486231746e-55,1.9850840540715456e-70,2.36016243973941e-70,3.3536944050051883e-57,4.3027036915398036e-63,1.723733078413933e-56,2.801336495729864e-69,3.76,0.0,0.5836423790055653,0.9999999999983195,1.3970254829282376e-41,5.753106445746815e-42,1.189035848187144e-13,1.1890358481871457e-13,5.550936616724571e-29,9.812596403046227e-32,1.6805470573977958e-12,7.760846462974664e-33,7.86530973045049e-34,3.732975137218366e-17,3.3198787890380234e-28,7.120766549127721e-31,7.644200893066808e-28,7.169631791961041e-15,2.439021568843052e-32,1.9226235758558966e-29,2.7576073628798306e-29,6.216642012451093e-33,5.378460265959789e-30,2.628021917240844e-29,5.773951302495977e-36,7.991553825964193e-37,6.375141113539358e-21,2.1349899029626348e-48,4.291545378090628e-29,9.242211561540802e-32,1.4738363312553005e-41,1.036557999853354e-57,4.132220841923403e-54,6.842028716511392e-44,5.308300371192209e-58,2.8434064786150934e-62,2.601870758724375e-66,2.2161592845651858e-65,7.33217631883041e-53,3.4139745076940602e-49,1.2000658748060922e-66,9.134565791868861e-43,2.674902977798631e-49,2.2138013782669496e-43,4.574862719048622e-48,3.924262671994301e-57,8.53721403228039e-20,1.404282982166873e-33,3.761823352816038e-47,7.601398348373375e-43,6.021387181139251e-33,9.907780716036298e-39
4.665735094850344e-19,0.8687440270099797,1.9366690637240195e-21,9.71838798041577e-22,7.694909346972133e-29,1.7076281163097875e-19,0.0,0.0,7.466566891340932e-17,1.5402082070348301e-31,6.804971578658152e-42,3.051759037403385e-43,1.348034517783377e-48,5.990568956770364e-54,6.390511504977849e-37,3.4949665096960257e-31,1.716897430221102e-28,1.2339658736331396e-42,1.9823190437323933e-50,1.6285801051995882e-47,1.9379251462556436e-28,1.6984763072877627e-44,1.275166602088251e-20,6.410338339493656e-56,2.9358959075395534e-43,7.338380172425995e-46,2.885245961689795e-43,1.388785624416446e-53,6.354756257651235e-69,7.555468550908837e-69,5.36700291726449e-56,6.88619388624283e-62,2.7587434205088062e-55,8.966864607194426e-68,3.76,0.0,0.5836423790054427,0.9999999999966385,1.1178326433682153e-40,4.603359254513772e-41,2.378329789677226e-13,2.3783297896772343e-13,2.2207361016013007e-28,3.925677518906926e-31,3.361458894761225e-12,3.104843941186188e-32,3.146636051533127e-33,7.466760557497193e-17,1.3281676929582128e-27,2.8487704385873656e-30,3.058178117609631e-27,1.4340819831324413e-14,9.757674470818782e-32,7.691746240698941e-29,1.103222509649106e-28,2.487061609388356e-32,2.1517343304032766e-29,1.051379893345892e-28,2.309956497852059e-35,3.19714190975052e-36,1.2751666021881758e-20,1.7083163018075286e-47,1.7168975998490804e-28,3.6974864407331157e-31,1.1792929922489186e-40,1.6589749490820305e-56,6.613475437385844e-53,5.474960626774633e-43,8.495504441656488e-57,4.5503760990508854e-61,4.163840309564482e-65,3.546576374103482e-64,5.8668550667597935e-52,2.7316984377069403e-48,1.9204961069097407e-65,7.309040491498616e-42,2.14032879370085e-48,1.7713774562149735e-42,3.660585256412217e-47,6.2800979057047005e-56,1.7076281158349608e-19,5.61804634267405e-33,3.0100302356802614e-46,6.08227359609421e-42,2.4089469615825288e-32,3.963757447044669e-38
9.33197650929861e-19,0.8687440270100193,3.873554329732019e-21,1.9437830588411455e-21,3.0782142471108013e-28,3.41544154223533e-19,0.0,0.0,1.4933944044920738e-16,6.161334243890112e-31,5.444494176514637e-41,2.4416390727649003e-42,1.078531523279192e-47,4.792910224838515e-53,2.5564126505744143e-36,1.3981003826666673e-30,6.868148657616667e-28,9.872664323705327e-42,1.5860058304625036e-49,1.3029877930073086e-46,7.752331477788736e-28,1.3589100640739305e-43,2.5504715835574823e-20,1.0257584773880278e-54,2.3489397399108686e-42,5.871447416412266e-45,2.3084884445344667e-42,2.222379952930246e-52,2.033920050290571e-67,2.4182218326860545e-67,8.588078271259678e-55,1.1019404827932968e-60,4.4146059624931444e-54,2.869810793035235e-66,3.76,0.0,0.5836423790051976,0.9999999999932766,8.943510265871851e-40,3.683037080009328e-40,4.756917672656386e-13,4.756917672656415e-13,8.883667365468663e-28,1.5703988080713822e-30,6.723282565739649e-12,1.2420386548860456e-31,1.2587568604634235e-32,1.493433139735302e-16,5.313103156222668e-27,1.1396010313192885e-29,1.2233708061585113e-26,2.8683195910045013e-14,3.9033874500262487e-31,3.0769489015592814e-28,4.413249192503619e-28,9.949056109971487e-32,8.607637817853004e-29,4.205861850292796e-28,9.240577997012406e-35,1.278960847563859e-35,2.5504715839572136e-20,1.3667828068722918e-46,6.868149336185689e-28,1.479114947753711e-30,9.435239742368695e-40,2.6547457010722173e-55,1.0583098616630699e-51,4.38050362531175e-42,1.3594586426555568e-55,7.281342435684566e-60,6.662822253682134e-64,5.675099483243296e-63,4.693929702996598e-51,2.1855664603332732e-47,3.0731063738309086e-64,5.847787593408582e-41,1.712425617123823e-47,1.417236520509983e-41,2.928746266790262e-46,1.0049178880571027e-54,3.415441540335869e-19,2.2474014328015707e-32,2.4082528354604224e-45,4.866280892245454e-41,9.636572080073846e-32,1.5856320229504687e-37
1.866445933819514e-18,0.8687440270100991,7.747342975042139e-21,3.887671580608556e-21,1.2313358023269892e-27,6.831068394084093e-19,0.0,0.0,2.9868698351963075e-16,2.4646339842687308e-30,4.355802117662473e-40,1.9534040334861246e-41,8.628685975301105e-47,3.834510223907924e-52,1.0226066744723164e-35,5.5926290959290024e-30,2.747371254180537e-27,7.89850641249755e-41,1.2688649252197898e-48,1.042439720582304e-45,3.1010587741605388e-27,1.0871796613059136e-42,5.101081546298535e-20,1.641297043261228e-53,1.8792410019898085e-41,4.697455262857397e-44,1.8469074328238259e-41,3.5560663079022235e-51,6.50918110263599e-66,7.739064975745688e-66,1.3741624158409663e-53,1.7632243540183137e-59,7.063862769145461e-53,9.184057181541403e-65,3.76,0.0,0.5836423790047074,0.9999999999865528,7.155147878597706e-39,2.946569541842548e-39,9.514093438610675e-13,9.514093438610794e-13,3.55361154135369e-27,6.281850841362879e-30,1.3446929892702753e-11,4.968356783679275e-31,5.035232334326013e-32,2.9869473074257327e-16,2.1253277415761055e-26,4.5585905275916923e-29,4.8936823495387984e-26,5.736794806746166e-14,1.5614185146026851e-30,1.2308296434569267e-27,1.765371509809682e-27,3.979784388993076e-31,3.443195230031022e-28,1.682413197644898e-27,3.696381603956482e-34,5.116051568023857e-35,5.1010815478975224e-20,1.0934781541036065e-45,2.7473715256206995e-27,5.9167005398285015e-30,7.548550134313668e-39,4.2479017727220656e-54,1.6934188197430035e-50,3.5046169595340586e-41,2.1752761811914027e-54,1.1650740470275068e-58,1.0661057838143198e-62,9.080621022322017e-62,3.755322027441053e-50,1.74853650537634e-46,4.917220289659747e-63,4.678452162991819e-40,1.3700055303751338e-46,1.1338430410558849e-40,2.3431082432172794e-45,1.6079504043850858e-53,6.831068386485941e-19,8.989971534943663e-32,1.9266937338126608e-44,3.8932095283075576e-40,3.8547856840771093e-31,6.342786211794395e-37
3.732942499598821e-18,0.8687440270102584,1.5494992718838885e-20,7.775448624816468e-21,4.9254434183319494e-27,1.3662322097772327e-18,0.0,0.0,5.973820696557868e-16,9.85873651400548e-30,3.48472440687397e-39,1.5627603909846016e-40,6.903151309812276e-46,3.067681015559558e-51,4.090509952210787e-35,2.2370971519009688e-29,1.0989708601426827e-26,6.3189551148587566e-40,1.0151160762664906e-47,8.339715714560775e-45,1.2404487467217413e-26,8.697643736032897e-42,1.0202301470990993e-19,2.6261420541580242e-52,1.503428486160911e-40,3.758083146111515e-43,1.4775726185714034e-40,5.689912804363194e-50,2.083039868286975e-64,2.4766216155309204e-64,2.1987157803780787e-52,2.8212546486371695e-58,1.1302575028778176e-51,2.9390043253735915e-63,3.76,0.0,0.583642379003727,0.9999999999731052,5.724254173168333e-38,2.357311585790299e-38,1.902844497050314e-12,1.9028444970503613e-12,1.4214735346536576e-26,2.512791458437995e-29,2.689422448665399e-11,1.9873831471096404e-30,2.014133917335979e-31,5.973975641683659e-16,8.501483920597132e-26,1.8234740393131818e-28,1.9575127651738997e-25,1.1473745238219673e-13,6.245801129779528e-30,4.923418741229875e-27,7.061629703166082e-27,1.5919461489787323e-30,1.3773061120119354e-27,6.729789705740465e-27,1.4785827220887664e-33,2.0464622659276884e-34,1.0202301477387074e-19,8.748032867402643e-45,1.0989709687221646e-26,2.3667283644079085e-29,6.038983446692896e-38,6.796889766307268e-53,2.709568541000617e-49,2.803779188861978e-40,3.4805557677818185e-53,1.8641658808131466e-57,1.7058126313980828e-61,1.452936310289058e-60,3.004328922973883e-49,1.3988629378066631e-45,7.867752522836971e-62,3.742850562182761e-39,1.0960304402049427e-45,9.070959625715504e-40,1.8745310863642712e-44,2.572786075472671e-52,1.3662322067379107e-18,3.596061775426564e-31,1.541391577073504e-43,3.1146415480124416e-39,1.5419456443700949e-30,2.5371661276655944e-36
7.465935631157433e-18,0.8687440270105771,3.099058201913859e-20,1.5551002715924667e-20,1.9701974095357495e-26,2.732482950511165e-18,0.0,0.0,1.1947722419093371e-15,3.943534721292951e-29,2.787812610966449e-38,1.2502232636168544e-39,5.5226484758636685e-45,2.4541739744081766e-50,1.6362206513806802e-34,8.948479632806064e-29,4.395928156674975e-26,5.0552240857398996e-39,8.121025653498662e-47,6.671851752523607e-44,4.9618454614452204e-26,6.958197567980181e-41,2.0404741317217312e-19,4.2018807132198126e-51,1.2027570622936541e-39,3.0065140924331663e-42,1.1820767640835395e-39,9.104025849133532e-49,6.665890644212065e-63,7.925382487241737e-63,3.517989979212478e-51,4.5140840283483267e-57,1.808443573002451e-50,9.40498348799697e-62,3.76,0.0,0.5836423790017661,0.99999999994621,4.5794576878593616e-37,1.8858716493585084e-37,3.805714803422361e-12,3.805714803422551e-12,5.6859519638666e-26,1.0051268071785931e-28,5.3788813434656576e-11,7.949613457163072e-30,8.056617672337468e-31,1.1948032305707776e-15,3.4006281538369064e-25,7.293976191691418e-28,7.830130709468883e-25,2.2947646101127394e-13,2.4983458663495923e-29,1.969387530112736e-26,2.8246806109102625e-26,6.367849413686687e-30,5.509280479927385e-27,2.691943263706395e-26,5.91439104142569e-33,8.185932361274303e-34,2.0404741342801907e-19,6.998509340230045e-44,4.395928591006984e-26,9.467009738294445e-29,4.831244092611487e-37,1.0875221171013776e-51,4.335388386792614e-48,2.243057592008107e-39,5.568980305220785e-52,2.9827033287080567e-56,2.729334904176953e-60,2.3247276467314316e-59,2.4034916481272333e-48,1.1191044802649997e-44,1.2588564022293127e-60,2.9943159735139744e-38,8.768347595283592e-45,7.256853809313457e-39,1.4996426639464745e-43,4.11651006313097e-51,2.732482938353753e-18,1.4384393421100278e-30,1.2331279024534104e-42,2.491742805091758e-38,6.1678453176874534e-30,1.0148767941720186e-35
1.493192189427466e-17,0.8687440270112143,6.19829198705643e-20,3.1102110908910566e-20,7.880829724485534e-26,5.464984431964171e-18,0.0,0.0,2.389552586341389e-15,1.5774219116491003e-28,2.230263322933105e-37,1.0001847271892307e-38,4.41824401656739e-44,1.963350887585911e-49,6.544916102534866e-34,3.579410056110453e-28,1.7583802049428623e-25,4.0442032648654123e-38,6.496860136750625e-46,5.337513074351279e-43,1.984748279529807e-25,5.566591085973497e-40,4.0809620997035603e-19,6.723051875642693e-50,9.622113581737549e-39,2.4052303050897595e-41,9.45668879041231e-39,1.4566573615741363e-47,2.1331110949249346e-61,2.5361533241019702e-61,5.628819744735824e-50,7.222595857205819e-56,2.8935349715919605e-49,3.0096218597322554e-60,3.76,0.0,0.5836423789978444,0.9999999998924196,3.663587890935266e-36,1.5087062710385803e-36,7.611455416140672e-12,7.611455416141431e-12,2.274392341458731e-25,4.0205276710827013e-28,1.0757799037106227e-10,3.179861557265183e-29,3.222663497648974e-30,2.389614561578905e-15,1.3602581742304415e-24,2.9176099854105164e-27,3.132068211491134e-24,4.589544782678565e-13,9.993434294002609e-29,7.877590187567074e-26,1.1298779876005233e-25,2.54715275343242e-29,2.203723391502164e-26,1.0767827802964052e-25,2.3657684404561563e-32,3.274389619605394e-33,4.0809621099374493e-19,5.598840677120132e-43,1.758380378684279e-25,3.7868231378181353e-28,3.865018206416911e-36,1.740051190130974e-50,6.936684319826173e-47,1.7944597571315558e-38,8.910441263591441e-51,4.772355643649792e-55,4.366963575053891e-59,3.7195878509598645e-58,1.9228047048113877e-47,8.95290254559534e-44,2.0141830219686984e-59,2.3954669733373027e-37,7.014719719778862e-44,5.805517473071221e-38,1.1997212457887297e-42,6.5864579713766e-50,5.464984383334274e-18,5.7537866286038566e-30,9.865081856634256e-42,1.9934060646497533e-37,2.467150673708319e-29,4.059527978386091e-35
2.986389442050911e-17,0.8687440270124892,1.2397223257673273e-19,6.220432733796052e-20,3.1523399084871273e-25,1.0929987394810747e-17,0.0,0.0,4.779113274905292e-15,6.309703692560422e-28,1.784215951843633e-36,8.001504457567323e-38,3.534764130831527e-43,1.5706854624238423e-48,2.6179732651281994e-33,1.4317676613431403e-27,7.033538696454756e-25,3.2353722081491726e-37,5.197505229188801e-45,4.270023128089808e-42,7.939013308028722e-25,4.453286080990313e-39,8.161938030613476e-19,1.0756917166058104e-48,7.697713682097509e-38,1.9241918578069393e-40,7.565380903971705e-38,2.3306623482753482e-46,7.908079537896201e-60,9.386378019619875e-60,9.006140192462944e-49,1.1556202945643893e-54,4.6296761579244165e-48,9.63083337984844e-59,3.76,0.0,0.583642378990001,0.9999999997848389,2.9308790102727845e-35,1.2069685961859267e-35,1.522293664147417e-11,1.52229366414772e-11,9.097592404192289e-25,1.6082151526522699e-27,2.1515634040547576e-10,1.27194785825972e-28,1.2890687072435424e-29,4.7792372164083775e-15,5.441046486706132e-24,1.1670506973416952e-26,1.25283046844668e-23,9.179105127747348e-13,3.9973838829464812e-28,3.151044088224884e-25,4.519523415157116e-25,1.0188637184468699e-28,8.814915909964136e-26,4.3071420588971415e-25,9.46309775539556e-32,1.3097591952757784e-32,8.161938071549134e-19,4.479085801620713e-42,7.033539391484024e-25,1.514733092661557e-27,3.0920237350100316e-35,2.784094543270124e-49,1.1098744917887247e-45,1.4355732584231784e-37,1.4256763964376217e-49,7.635793226363609e-54,6.987163816477359e-58,5.951359377089886e-57,1.5382482901228737e-46,7.162365010805654e-43,3.2227029921248335e-58,1.916379232377866e-36,5.611792455405843e-43,4.6444277197816456e-37,9.597798371203107e-42,1.053836623827832e-48,1.0929987200290662e-17,2.301520500411072e-29,7.892089057688745e-41,1.5947295700855893e-36,9.868627776444413e-29,1.6238154440188768e-34
5.972783947297801e-17,0.8687440270150387,2.479694060024322e-19,1.2440876036837434e-19,1.2609375682604696e-24,2.185999332026615e-17,0.0,0.0,9.558234650832318e-15,2.5238846859521287e-27,1.4273748785821e-35,6.4012177017568975e-37,2.8280689888060045e-42,1.2565503814695269e-47,1.0471907706332179e-32,5.7270779095245906e-27,2.813419047600751e-24,2.5883016013731292e-36,4.1580130699263464e-44,3.416023569337479e-41,3.175609361166781e-24,3.562634148936348e-38,1.6323889872218339e-18,1.7211094725120694e-47,6.158180045617703e-37,1.5393565337437376e-39,6.052316672545499e-37,3.729068178300635e-45,2.5414129397294405e-58,3.0163552429329157e-58,1.4409847119414341e-47,1.8489965794548754e-53,7.40749801367314e-47,3.081873629377279e-57,3.76,0.0,0.5836423789743144,0.9999999995696774,2.344706689212156e-34,9.65576306648997e-35,3.0445899091728637e-11,3.0445899091740786e-11,3.6390415105389e-24,6.4328687449479385e-27,4.303130251207123e-10,5.087797907485034e-28,5.156281624820238e-29,9.558482497320196e-15,2.1764213241321802e-23,4.66823860712049e-26,5.011328227913631e-23,1.8358225817633433e-12,1.5989555859315177e-27,1.2604192377369432e-24,1.8078116416216965e-24,4.075460263753731e-28,3.52597078865628e-25,1.7228590015511592e-24,3.785243857474267e-31,5.239043575234367e-32,1.6323890035961184e-18,3.583273909924591e-41,2.8134193256622804e-24,6.058939957928688e-27,2.4736226510284246e-34,4.454561370346642e-48,1.7758031026210053e-44,1.1484607546894974e-36,2.2810867808195138e-48,1.2217288334657646e-52,1.117947950705699e-56,9.522189807908664e-56,1.2306003973863593e-45,5.72993526698332e-42,5.156332702479114e-57,1.533105608795054e-35,4.489440671539101e-42,3.715547626013172e-36,7.678249972974035e-41,1.6861412729043475e-47,2.1859992542184843e-17,9.206093674986426e-29,6.313680863119785e-40,1.275785527609074e-35,3.94745611753647e-28,6.495271019938757e-34
1.194557295779158e-16,0.8687440270201375,4.960379449080369e-19,2.488176271184674e-19,5.0437534917769245e-24,4.372000517022607e-17,0.0,0.0,1.911647739788322e-14,1.0095545159520682e-26,1.141900749236945e-34,5.120985383154545e-36,2.2628624520524602e-41,1.0052412867248978e-46,4.1887668097590714e-32,2.2908326057178597e-26,1.1253683277870334e-23,2.070642809192736e-35,3.3264172724122506e-43,2.732820881279787e-40,1.2702445520333417e-23,2.850109431609562e-37,3.2647793474568194e-18,2.753777313528848e-46,4.9265476336594254e-36,1.2314864491935124e-38,4.841858118890006e-36,5.96651571087909e-44,8.133614080630638e-57,9.653619948996622e-57,2.3055773418605283e-46,2.958398268739194e-52,1.1852009745095099e-45,9.86200672551684e-56,3.76,0.0,0.5836423789429409,0.9999999991393547,1.8757667469337294e-33,7.724616139291216e-34,6.089182399058753e-11,6.089182399063611e-11,1.4556174669367654e-23,2.5731490975609624e-26,8.606263331368323e-10,2.035120460869297e-27,2.062514152674714e-28,1.9116972944155316e-14,8.705690527349461e-23,1.8673205355122906e-25,2.0045325511270378e-22,3.67164671963997e-12,6.3958264066867896e-27,5.0416801542883016e-24,7.231250978449356e-24,1.630185308145447e-27,1.410389165096772e-24,6.891440285772161e-24,1.5140984593306533e-30,2.095618868326016e-31,3.2647794129539987e-18,2.8666211788315476e-40,1.1253684390512905e-23,2.423577430393053e-26,1.9788995781340003e-33,7.127306240880311e-47,2.8412878183135343e-43,9.187694099082636e-36,3.649742202046614e-47,1.9547676082148593e-51,1.7887180247205975e-55,1.5235514743012318e-54,9.844809516657434e-45,4.5840072266849044e-41,8.250137982383745e-56,1.226485314443123e-34,3.591555276711606e-41,2.972440206725581e-35,6.142604351244029e-40,2.69782816382821e-46,4.372000205789886e-17,3.682439784976342e-28,5.0509488380873974e-39,1.0206291454099391e-34,1.5789834409115985e-27,2.5981108475692057e-33
2.389115097877914e-16,0.8687440270303357,9.924717909421135e-19,4.976353633757944e-19,2.017502047659575e-23,8.744002886634285e-17,0.0,0.0,3.8232962872772426e-14,4.038219345233198e-26,9.13520937182493e-34,4.0968017031652713e-35,1.8109395657590136e-40,8.041937050980995e-46,1.6755081077976726e-31,9.163333219302748e-26,4.501474688182519e-23,1.6565148492344312e-34,2.6611417634594204e-42,2.1862575138470677e-39,5.0809798230680465e-23,2.2800883883539172e-36,6.529560035582839e-18,4.4060453532649346e-45,3.9412394772923913e-35,9.85189653353839e-38,3.873488409217232e-35,9.546430081860344e-43,2.6027689751216322e-55,3.089173030032676e-55,3.6889251182519264e-45,4.733441679560858e-51,1.896322591283615e-44,3.155843926791393e-54,3.76,0.0,0.5836423788801941,0.999999998278709,1.500613960837253e-32,6.179695133543118e-33,1.2178367378170503e-10,1.217836737818994e-10,5.822471216776392e-23,1.0292599371113182e-25,1.7212527035117306e-09,8.140484463111141e-27,8.250060764805869e-28,3.8233953377871505e-14,3.4822770746388234e-22,7.46947576026341e-25,8.018132637515972e-22,7.34329499499086e-12,2.558331373229171e-26,2.0166727011394177e-23,2.892501162446369e-23,6.520744635070978e-27,5.6415580772532235e-24,2.7565769090870036e-23,6.0563953922227095e-30,8.382478985011595e-31,6.529560297571642e-18,2.2932976729245986e-39,4.5014751335562855e-23,9.694312054130105e-26,1.5831202327949492e-32,1.1403696319822806e-45,4.546061900696027e-42,7.350157655501996e-35,5.839589295115486e-46,3.127629163664307e-50,2.861949599337604e-54,2.4376829890535165e-53,7.875848990607273e-44,3.667296122239881e-40,1.320022314286235e-54,9.811884837162477e-34,2.8732454077095744e-40,2.3779528890877593e-34,4.914085010072123e-39,4.3165267234079776e-45,8.744001641703001e-17,1.4729763612366542e-27,4.0407612107884573e-38,8.165035651864443e-34,6.315935691478669e-27,1.0392452996026032e-32
3.58367289997667e-16,0.8687440270405336,1.489202405205101e-18,7.464531023903416e-19,4.287192265899674e-23,1.3116005255865714e-16,0.0,0.0,5.734944832844906e-14,8.581216907734753e-26,2.6120991767965873e-33,1.171431299398472e-34,5.179235425446814e-40,2.299492214317989e-45,3.560456312036622e-31,1.9472084739863666e-25,9.565634527517535e-23,4.7365975781639595e-34,7.609216180997907e-42,6.251330670808625e-39,1.0797083133140826e-22,6.519628352257723e-36,9.794340691364912e-18,1.6217174050870863e-44,1.1269482552981355e-34,2.9247822059604254e-37,1.1496167356539008e-34,3.6395768674620644e-42,1.1506579465560138e-54,1.3665877168174145e-54,1.3577695147674742e-44,1.790757714730962e-50,7.19720279443928e-44,1.475907019475061e-53,3.76,0.0,0.5836423788174473,0.9999999974180639,4.2908184639904014e-32,1.7670067340796143e-32,1.8267552356622226e-10,1.8267552356663528e-10,1.2372751755328047e-22,2.187177528107703e-25,2.5818788282293576e-09,1.7298531149530248e-26,1.7531383334674293e-27,5.73509333516337e-14,7.399839118141599e-22,1.5872918363922744e-24,1.703853327757035e-21,1.1014943269939386e-11,5.436454672233227e-26,4.285429887836e-23,6.14656532680886e-23,1.3856585888870805e-26,1.1988311481877684e-23,5.857726359768722e-23,1.2869840867780873e-29,1.7812770752614584e-30,9.794341248091171e-18,6.557398459530616e-39,9.56563547440188e-23,2.0600413939167855e-25,4.5267348191535683e-32,4.3476563455986093e-45,1.7331861641345775e-41,2.1708232492326603e-34,2.2008523135486726e-45,1.1511752836597144e-49,1.0533875303891752e-53,8.972292373890322e-53,2.2520005315309837e-43,1.0486322361082009e-39,4.8585586154895736e-54,2.805585871209539e-33,8.215687067750171e-40,6.799459429508712e-34,1.40512126807564e-38,1.5887686098888604e-44,1.3116002610386477e-16,3.1300750291966485e-27,1.155405393476189e-37,2.3346900152768267e-33,1.342136448182982e-26,2.2083973935829728e-32
