Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706)
2.1604764342863874e-19,0.7049196097696658,3.0007107988476194e-23,6.0995112977928935e-25,1.0738066496638008e-30,1.369730567117873e-22,0.0,0.0,1.2565032262955597e-18,2.4869788585111286e-34,7.971611977085958e-45,2.447922673819225e-46,2.267568907409814e-47,2.706025058446182e-59,6.014710870624875e-41,5.205510215828387e-34,1.5292586084295861e-31,3.0522932345679397e-46,2.547591169379952e-56,1.5863516765992078e-54,3.268423578350628e-32,1.0344917970120182e-49,3.619715992680501e-23,9.067969607588598e-61,2.8535217262255715e-47,4.067468310871674e-51,4.649266615724782e-35,1.168368345593232e-34,7.95307742653289e-69,1.453869692766189e-53,2.243455088472228e-60,1.6390214870477926e-54,1.2667393980794721e-47,6.0007920873170295e-61,3.76,0.0,0.5612989108411344,0.9999999999995444,4.814178885006681e-43,5.494017345156862e-45,4.4356345254375e-15,4.4356345254375e-15,4.3888304198616027e-32,1.6577154683713318e-35,4.55729546520549e-13,9.186853803186323e-36,4.063447202849032e-37,1.256533233393929e-18,3.666976436087048e-30,2.5789475327625146e-34,2.9212288358554758e-30,1.6541338849601303e-16,4.936427939513747e-35,1.0737535089268153e-30,1.6506997025662548e-20,5.1729158666994306e-36,2.68537732862989e-32,1.99468699581225e-31,9.806621864940896e-40,1.0598415831799562e-40,3.6197159927550096e-23,5.503446532522098e-52,1.5292586097930618e-31,8.341438194179563e-33,5.452743885715585e-46,3.7916226011112875e-51,2.70210755540247e-58,4.204689233589743e-47,5.328872959524622e-61,1.1829153288297619e-65,8.391458484829936e-70,8.422690207255913e-66,8.611104836521221e-57,4.227589700493849e-54,5.6813567359585756e-70,5.835587162132532e-45,1.2487289372718697e-51,5.0996453909870575e-45,3.333365511846822e-50,2.6896364342912766e-63,1.369730567001913e-22,4.408207701138962e-35,3.1500293850377656e-51,3.588347876651397e-45,1.207664557626639e-36,1.6626842692549238e-41,4.08402835191111e-55,3.7883534985244213e-31,3.419095916367482e-52,6.097667404536096e-46,3.1809995988124736e-60,2.020677347563835e-57,1.6506997025839998e-20,1.4728784575062459e-68,3.313570253091373e-52,3.975596069488698e-50,4.138472955066988e-54,4.885113453510238e-83,9.165339149195578e-65,6.875933636417151e-49
4.3228299115217636e-19,0.7049196097696664,6.004029296177423e-23,1.2204321910573131e-24,4.2980250195451756e-30,2.7406511694814323e-22,0.0,0.0,2.5140981148199814e-18,9.954396687996851e-34,6.382136663023729e-44,1.959826591615978e-45,1.8154339049076176e-46,2.166465425846602e-58,2.4074518271727922e-40,2.0835606813926358e-33,6.12101979664685e-31,2.4436905125979766e-45,2.03962199072654e-55,1.270045913107047e-53,1.3082212071071301e-31,8.282224529075056e-49,7.242576829733712e-23,1.4520566069997808e-59,2.284552444321337e-46,3.257269562473011e-50,1.8609182801464683e-34,4.676518238078177e-34,1.2735299546298645e-67,1.1639797692068379e-52,3.5929380822604667e-59,1.312546494981748e-53,1.0141617502513507e-46,9.60909955395155e-60,3.76,0.0,0.5612989108411298,0.9999999999990883,3.8542703348647294e-42,4.3985544738590275e-44,8.875122773312345e-15,8.875122773312343e-15,1.7566759299927439e-31,6.635182004488476e-35,9.118550349627538e-13,3.677135684543041e-35,1.6264378466230598e-36,2.5141581550744425e-18,1.467746216042363e-29,1.0322513399591124e-33,1.1692528285421794e-29,3.309704897535296e-16,1.975857646093842e-34,4.297812318108572e-30,3.30283354902845e-20,2.070514448134745e-35,1.074850760940634e-31,7.983946287521852e-31,3.925204425105511e-39,4.2421283619392545e-40,7.24257683003194e-23,4.406103556858971e-51,6.121019802104532e-31,3.338749119022586e-32,4.365510610278027e-45,3.035603614078244e-50,4.3282963128888613e-57,3.366556172689285e-46,8.533813683648046e-60,1.894205751653309e-64,1.3437266842433784e-68,1.3487281198576608e-64,6.894119787706707e-56,3.384643033294883e-53,9.09757303870375e-69,4.672018015332481e-44,9.997424309203511e-51,4.082817115376505e-44,2.668719238192086e-49,4.306922634152944e-62,2.7406511690172916e-22,1.7644318925288154e-34,2.521938860941556e-50,2.872860170391091e-44,4.833805495154488e-36,6.655070159772783e-41,3.270534960386372e-54,1.5163286728243014e-30,2.737355047133329e-51,4.881841566425904e-45,5.093743896398839e-59,1.9488232255342823e-56,3.302833549099478e-20,2.3585245555342534e-67,2.6528724811274555e-51,3.1828948970721097e-49,3.3132949006314307e-53,1.5656877300593095e-81,1.467648736262878e-63,5.504927771120347e-48
8.647536865992516e-19,0.7049196097696676,1.20106682469098e-22,2.4413943136792378e-24,1.7197698515010662e-29,5.482492374210291e-22,0.0,0.0,5.029287891866541e-18,3.983055295410022e-33,5.1076489920332485e-43,1.5684569218535906e-44,1.4528988713635075e-45,1.7338307737591505e-57,9.632943160172076e-40,8.336956688618434e-33,2.4492052183906946e-30,1.9556950974897529e-44,1.6323174925124623e-54,1.0164227267200108e-52,5.234588865462653e-31,6.628296760339604e-48,1.4488298503528037e-22,2.3242362185917268e-58,1.8283362775349575e-45,2.607134265843832e-49,7.44609707896502e-34,1.871216439877863e-33,2.0384816521018575e-66,9.315375725465766e-52,5.751430448323095e-58,1.0505691784963475e-52,8.116376246660993e-46,1.5380828189914287e-58,3.76,0.0,0.5612989108411208,0.999999999998176,3.0845876593277603e-41,3.5201803895619694e-43,1.7754099269061895e-14,1.775409926906189e-14,7.028991894984479e-31,2.6549370741252425e-34,1.8241060108179716e-12,1.4713332429778491e-34,6.507869924539815e-36,5.029407998394961e-18,5.872896691897037e-29,4.13035179992406e-33,4.6785343364616956e-29,6.620846922685487e-16,7.906004258460027e-34,1.7196847432208559e-29,6.607101241748572e-20,8.284754767892775e-35,4.300803101390849e-31,3.194618472122237e-30,1.5705930513664473e-38,1.697403909456926e-39,1.448829850472133e-22,3.5262219498952765e-50,2.4492052205746586e-30,1.3359345396770714e-31,3.4937352559961515e-44,2.429405576131384e-49,6.929216015063619e-56,2.694367356099282e-45,1.3660198644066289e-58,3.0319627979618673e-63,2.1508377920751195e-67,2.158844277260772e-63,5.517391090870322e-55,2.7087442369868734e-52,1.4562041616362672e-67,3.7390343320070544e-43,8.00097787590593e-50,3.2674945435627017e-43,2.1357864684580962e-48,6.893881084860328e-61,5.482492372353125e-22,7.0600258490173175e-34,2.0183175577617296e-49,2.2991612570726394e-43,1.934151830369264e-35,2.662894928936754e-40,2.617753528355136e-53,6.067289800858279e-30,2.1907149471545166e-50,3.9069569444044827e-44,8.153307518620351e-58,2.0895364078595516e-55,6.607101242032774e-20,3.775175282370174e-66,2.1231066252333173e-50,2.547284399015781e-48,2.6516431671270556e-52,5.014127800800298e-80,2.3491947922576924e-62,4.405615276781621e-47
1.7296950774934023e-18,0.70491960976967,2.402395397266564e-22,4.8833185591865965e-24,6.880199252867445e-29,1.0966174783674965e-21,0.0,0.0,1.0059667445950536e-17,1.5934814791471634e-32,4.0868952240747744e-42,1.2550038685338976e-43,1.162539843247332e-44,1.387328048540653e-56,3.853804523864295e-39,3.335325545128911e-32,9.798415700075515e-30,1.564853216418938e-43,1.3061020275858572e-53,8.132926168929876e-52,2.094176402141909e-30,5.303644478243941e-47,2.8979741849868274e-22,3.719534656159788e-57,1.4629468101561816e-44,2.0862349982444298e-48,2.9789236923644995e-33,7.486084221981022e-33,3.2622482140456376e-65,7.45371591111485e-51,9.204472956162755e-57,8.406681885950712e-52,6.494334158741019e-45,2.4614341479801224e-57,3.76,0.0,0.5612989108411027,0.9999999999963515,2.4681387841716483e-40,2.8166791500886567e-42,3.551205226056042e-14,3.551205226056041e-14,2.8120544573802855e-30,1.062147708650398e-33,3.648607958411642e-12,5.886291047040189e-34,2.6035717405732493e-35,1.0059907684873958e-17,2.349541096622573e-28,1.6524111689320807e-32,1.8717183824086623e-28,1.324313097298531e-15,3.162916511718162e-33,6.879858764328026e-29,1.3215636626371732e-19,3.3144413823037984e-34,1.7206012917775673e-30,1.2780554098714284e-29,6.283394912410253e-38,6.790720935866897e-39,2.8979741854642234e-22,2.8215133156601027e-49,9.79841570881424e-30,5.344608065885729e-31,2.7955190253015266e-43,1.94389373731905e-48,1.1089900153809199e-54,2.1559429522780007e-44,2.1861196500348373e-57,4.852127598063783e-62,3.4420407181977325e-66,3.4548566810912873e-62,4.4147511524456836e-54,2.167408780073987e-51,2.330400754197464e-66,2.991795552591344e-42,6.401997940530595e-49,2.6144920811794704e-42,1.7089536748405177e-47,1.1032454191337645e-59,1.0966174776245092e-21,2.824470060826925e-33,1.6149606997004526e-48,1.8396783284884905e-42,7.737866765386951e-35,1.0653313704761449e-39,2.094733177804936e-52,2.42731099852861e-29,1.7529031577956962e-49,3.1261591588050858e-43,1.3047946517012043e-56,2.519924484717857e-54,1.3215636627508721e-19,6.041509580783165e-65,1.6988116800355645e-49,2.0382163565110347e-47,2.1217178409498916e-51,1.6051504685248988e-78,3.759479740555108e-61,3.525161588348524e-46
3.4595778592817033e-18,0.7049196097696747,4.805055672134168e-22,9.767167051255354e-24,2.7523036864630843e-28,2.193353960263214e-21,0.0,0.0,2.012042655408202e-17,6.374444675486398e-32,3.26982662458234e-41,1.004098470564481e-42,9.30120182517271e-44,1.1099678219248431e-55,1.54164727056335e-38,1.3342387995186076e-31,3.919685267959698e-29,1.2520014411605453e-42,1.0449808790762666e-52,6.50695880762324e-51,8.377387369031232e-30,4.243318453555187e-46,5.796262853755515e-22,5.9518608899892e-56,1.1704685751543405e-43,1.6691990753032354e-47,1.1916664560406117e-32,2.994677398340636e-32,5.2201726267331834e-64,5.963538921036979e-50,1.4728904370221944e-55,6.726197009009198e-51,5.195960644354918e-44,3.938695997028968e-56,3.76,0.0,0.5612989108410665,0.9999999999927025,1.9746985100438355e-39,2.2535572782543883e-41,7.102795824355522e-14,7.10279582435552e-14,1.1249133287014447e-29,4.248936616507789e-33,7.297611837131926e-12,2.354708047763065e-33,1.0415134586473391e-34,2.0120907057183815e-17,9.398929279471992e-28,6.610194593054132e-32,7.487482868456715e-28,2.6487699073582704e-15,1.2652695738389544e-32,2.7521674799631777e-28,2.6432707392349717e-19,1.3258844582236867e-33,6.882965307892037e-30,5.112637710922149e-29,2.5135625198206443e-37,2.7165094586937977e-38,5.796262855665251e-22,2.2574249769292118e-48,3.919685271456628e-29,2.1380172194887078e-30,2.236627571086304e-42,1.5552629139509224e-47,1.7746364217318859e-53,1.7249340080163953e-43,3.498181782201451e-56,7.764193949161392e-61,5.507825414785958e-65,5.528342578183429e-61,3.5321362638408987e-53,1.7340946032922785e-50,3.7290205209678783e-65,2.3936636974725017e-41,5.1220846741271756e-48,2.0917922642884498e-41,1.3672927530909812e-46,1.7653722493962135e-58,2.1933539572910245e-21,1.1298799750899502e-32,1.2920912348453037e-47,1.4718824066692967e-41,3.0953986127999136e-34,4.261672313989087e-39,1.675998712747413e-51,9.71003420675717e-29,1.402453044773138e-48,2.501164793628556e-42,2.0878838275196914e-55,3.3730244482004334e-53,2.643270739689805e-19,9.6673988438889e-64,1.3591844774200089e-48,1.6307308159634658e-46,1.6975361289022347e-50,5.137495306276421e-77,6.015789898346072e-60,2.820397045965109e-45
6.919343422858305e-18,0.7049196097696844,9.610388740735118e-22,1.9534864039609024e-23,1.1009662732378019e-27,4.38682692406578e-21,0.0,0.0,4.024194477019896e-17,2.549881625659681e-31,2.615985484396128e-40,8.033169817965588e-42,7.441314711057648e-43,8.88016413062858e-55,6.16684001421609e-38,5.337172367127575e-31,1.5679379069701196e-28,1.0016487026088125e-41,8.360244609500296e-52,5.205814311356923e-50,3.351091304560101e-29,3.394815919731501e-45,1.1592840189295446e-21,9.523461804822909e-55,9.364193131608348e-43,1.335443722837336e-46,4.766859789521959e-32,1.1979197027406707e-31,8.35284337356581e-63,4.771057624769043e-49,2.356764520138585e-54,5.381298249065919e-50,4.156965853127385e-43,6.302234703731881e-55,3.76,0.0,0.5612989108409941,0.9999999999854045,1.5798338051155087e-38,1.8029314103713824e-40,1.4205977020953575e-13,1.420597702095357e-13,4.499836407645686e-29,1.6996438048719255e-32,1.4595619528704254e-11,9.419215464791293e-33,4.166223383306352e-34,4.024290579921093e-17,3.759724694859308e-27,2.6441950093916683e-31,2.995115019311474e-27,5.2976835274768496e-15,5.061284242209153e-32,1.1009117884212249e-27,5.286684891123235e-19,5.303753671893798e-33,2.753298154062101e-29,2.04513830142851e-28,1.0054659194767727e-36,1.0866480091180667e-37,1.15928401969347e-21,1.8060257146165854e-47,1.5679379083698742e-28,8.552416871080898e-30,1.7893870016786047e-41,1.2442698203621496e-46,2.8396201897693635e-52,1.3800190674425345e-42,5.597403137531207e-55,1.2423342181494029e-59,8.812968888574914e-64,8.845828538667284e-60,2.825843145649329e-52,1.3873462465678303e-49,5.966736273501799e-64,1.9150218591186072e-40,4.0978623005034084e-47,1.6735132547685945e-40,1.093886129448474e-45,2.824739270872629e-57,4.386826912176539e-21,4.5197038081631133e-32,1.033722061465564e-46,1.1775618255818875e-40,1.2382098281822338e-33,1.704738302149261e-38,1.3408838476649608e-50,3.884171730857868e-28,1.1220114849523174e-47,2.0010268264578614e-41,3.3407840403795635e-54,4.8696802404204635e-52,5.286684892942641e-19,1.5468625295379756e-62,1.0874089463170538e-47,1.3046512352545572e-45,1.3580944746644214e-49,1.6441647450126054e-75,9.625786610906488e-59,2.256424752467262e-44
1.383887455001151e-17,0.7049196097697034,1.9221104953400026e-21,3.9070258033181057e-23,4.403954691805696e-27,8.773772851715438e-21,0.0,0.0,8.048498120184866e-17,1.019973401719397e-30,2.092838062685433e-39,6.426689528038688e-41,5.953193073587575e-42,7.104299931651093e-54,2.4667861937668244e-37,2.1349123801442213e-30,6.27187922915449e-28,8.013379823561485e-41,6.688355566857085e-51,4.164750522737135e-49,1.3404637936989718e-28,2.7159172000954206e-44,2.3185994852385523e-21,1.5237926399825195e-53,7.491532319807135e-42,1.0683888071551361e-45,1.9067827097822983e-31,4.791776297581003e-31,1.3365344767050133e-61,3.8169366957861867e-48,3.7709350918613043e-53,4.305174893704106e-49,3.325651619921707e-42,1.0083832421518764e-53,3.76,0.0,0.5612989108408494,0.9999999999708084,1.2638970437134193e-37,1.4423793641958415e-39,2.841233941414606e-13,2.8412339414146044e-13,1.7999711781357533e-28,6.798713533888979e-32,2.9191634648375963e-11,3.767762843787889e-32,1.666523277945509e-33,8.048690327289483e-17,1.503920474324244e-26,1.0577071864729603e-30,1.1980703824043592e-26,1.0595510767710405e-14,2.0245548879614e-31,4.403736748108418e-27,1.0573513189670428e-18,2.1215446538943131e-32,1.101341667212791e-28,8.180719641271525e-28,4.02194549542486e-36,4.346680546902263e-37,2.3185994882943162e-21,1.4448548638124023e-46,6.2718792347610265e-28,3.421036343869947e-29,1.431543580069637e-40,9.954401588482808e-46,4.5435537814323505e-51,1.1040439968039946e-41,8.956094830954483e-54,1.987785296330617e-58,1.410110876306977e-62,1.4153783203266393e-58,2.2607281568362306e-51,1.1099108694888776e-48,9.54702069998243e-63,1.532053839323001e-39,3.2783677023707757e-46,1.3388423809696076e-39,8.75129673167473e-45,4.519697774002059e-56,8.773772804157507e-21,1.807918305270223e-31,8.26997280627483e-46,9.420718206963537e-40,4.95294008016213e-33,6.819092025509531e-38,1.0727410366912196e-49,1.5537003025361845e-27,8.976237504478654e-47,1.600859458559509e-40,5.34539039527144e-53,7.369731242756261e-51,1.0573513196948204e-18,2.4750431118502704e-61,8.69963396585387e-47,1.0437532008573503e-44,1.086503130065103e-48,5.261618928424625e-74,1.5401756463791209e-57,1.8051826491716412e-43
2.7677936804317917e-17,0.7049196097697418,3.84427376805821e-21,7.814104608778411e-23,1.7615997966161138e-26,1.7547664707192866e-20,0.0,0.0,1.6097105406281137e-16,4.0799351101026804e-30,1.674290320400929e-38,5.1414144498526935e-40,4.762610982481841e-41,5.683507397966132e-53,9.86724515847679e-37,8.539736377611087e-30,2.5087772116877e-27,6.410779939165945e-40,5.350749756855032e-50,3.33184031203191e-48,5.361909719030519e-28,2.1727595458788535e-43,4.637230414660657e-21,2.4380992239399435e-52,5.993296978799769e-41,8.547246459918064e-45,7.627208429454806e-31,1.9167300149887872e-30,2.1386281117781486e-60,3.0535855929025793e-47,6.03358563280813e-52,3.444194487255195e-48,2.660552871734086e-41,1.6134337396447387e-52,3.76,0.0,0.5612989108405598,0.9999999999416163,1.0111296349597375e-36,1.1539171857027864e-38,5.682506420051653e-13,5.682506420051647e-13,7.19995791021045e-28,2.719513073003084e-31,5.838366383382764e-11,1.5071204706330327e-31,6.666161075839344e-33,1.6097489817878127e-16,6.01574308437645e-26,4.230933094901059e-30,4.792330278291571e-26,2.119116524816311e-14,8.09830194252476e-31,1.7615126182528698e-26,2.1147169765847477e-18,8.486265119167905e-32,4.405411472489962e-28,3.272321142696576e-27,1.608794556190398e-35,1.738689967064004e-36,4.637230426883835e-21,1.155897604839214e-45,2.5087772139362598e-27,1.3684284532180533e-28,1.1452484555607928e-39,7.963626582029433e-45,7.269815040877168e-50,8.832466909553573e-41,1.4329951498067359e-52,3.1804969019995536e-57,2.2562060699240536e-61,2.2646653400672275e-57,1.808603957967395e-50,8.879512781583053e-48,1.5275426942030589e-61,1.2256575974251514e-38,2.622725363754536e-45,1.0710866141608929e-38,7.001120437103643e-44,7.231608390893074e-55,1.75476645169592e-20,7.231746784061714e-31,6.616056795810359e-45,7.536664000250798e-39,1.9811961853426886e-32,2.727664622901637e-37,8.582064234420579e-49,6.2148644310879905e-27,7.180967332944572e-46,1.2807027656182877e-39,8.552733357381496e-52,1.1454152255862393e-49,2.114716979495887e-18,3.960119722667459e-60,6.9600392235594585e-46,8.350243722774699e-44,8.692156379678053e-48,1.6837812082077914e-72,2.4643463552965484e-56,1.4441632580862062e-42
5.5356061312930733e-17,0.7049196097698185,7.688680434235727e-21,1.5628262246682872e-22,7.046435026119087e-26,3.5095448418860153e-20,0.0,0.0,3.2194319977539027e-16,1.63198234467873e-29,1.3394402043466274e-37,4.113158862438573e-39,3.8101113971179735e-40,4.54683290102773e-52,3.946918145246176e-36,3.4159119142682595e-29,1.00351598833813e-26,5.128654380821882e-39,4.2806280883125656e-49,2.6654886294337817e-47,2.144774796507101e-27,1.738217950667578e-42,9.274492260721218e-21,3.900983553742197e-51,4.7946660263253015e-40,6.837852665540614e-44,3.0508988912664837e-30,7.666959039714831e-30,3.422441040588289e-59,2.4428829647705125e-46,9.653808590665848e-51,2.755377504774862e-47,2.1284549284418233e-40,2.5815104260802696e-51,3.76,0.0,0.5612989108399808,0.9999999998832321,8.08908507964041e-36,9.231392260232823e-38,1.136505137731995e-12,1.1365051377319924e-12,2.8799977771713007e-27,1.0878107581721521e-30,1.1676771798916434e-10,6.028512560161462e-31,2.666478114573774e-32,3.219508878246284e-16,2.4063094662399277e-25,1.6924308943552515e-29,1.916941860199384e-25,4.2382474209010907e-14,3.2393372614513955e-30,7.046086310912394e-26,4.229448283453225e-18,3.394523454501057e-31,1.762173543414836e-27,1.308935113369993e-26,6.435210895918013e-35,6.954795733496987e-36,9.274492309614185e-21,9.247235642372898e-45,1.0035159892422965e-26,5.473741616005474e-28,9.162042008196193e-39,6.370956349309922e-44,1.1631806489650269e-48,7.066019441388415e-40,2.2928081945994786e-51,5.0888273518512535e-56,3.609952595373196e-60,3.62358752243109e-56,1.4468917011667923e-49,7.103845092359228e-47,2.444083717132055e-60,9.805318643037317e-38,2.0981928624780862e-44,8.568743724824915e-38,5.600929526161871e-43,1.1570646983426437e-53,3.5095447657921615e-20,2.892713424939176e-30,5.292876895449362e-44,6.029366962411254e-38,7.924825045000269e-32,1.0910714509795959e-36,6.865705931638118e-48,2.4859584166756752e-26,5.744635330176987e-45,1.0245682914202207e-38,1.3684460284355653e-50,1.805670460792507e-48,4.22944829509784e-18,6.336233083550627e-59,5.568463546052194e-45,6.680425047214904e-43,6.953811457993804e-47,6.242531548652464e-71,3.94308799256337e-55,1.1553374614397702e-41
1.1071231033015637e-16,0.7049196097699719,1.5377814249556745e-20,3.1256577630429165e-22,2.8185811781604735e-25,7.019101584504463e-20,0.0,0.0,6.438874911631619e-16,6.527945979672758e-29,1.0715553424931335e-36,3.290541485285284e-38,3.048098164636536e-39,3.6374771161867045e-51,1.578771278545872e-35,1.3663682317515302e-28,4.014074157782561e-26,4.102935671948604e-38,3.4245172419173436e-48,2.1323981309566925e-46,8.579121003862073e-27,1.390578485453041e-41,1.854901590170775e-20,6.241593507239206e-50,3.835744188674707e-39,5.470306085362582e-43,1.2203626614907134e-29,3.066791401993909e-29,5.477667034919362e-58,1.9543121613627044e-45,1.5446150972199106e-49,2.204310907261747e-46,1.7027689962346238e-39,4.13042983832753e-50,3.76,0.0,0.5612989108388228,0.9999999997664636,6.471287263259105e-35,7.385135713080229e-37,2.273014129183336e-12,2.2730141291833248e-12,1.1520020122832167e-26,4.3512540671094364e-30,2.335358094375735e-10,2.4114111686097895e-30,1.0665940557761151e-31,6.4390286645262045e-16,9.625262290144739e-25,6.77013318268374e-29,7.667786931442727e-25,8.476509213047606e-14,1.295738206462055e-29,2.818441691739019e-25,8.458910863722442e-18,1.3578129480060126e-30,7.048712031746555e-27,5.235753758285443e-26,2.57409085658893e-34,2.781925761244606e-35,1.8549016097280114e-20,7.397810352452366e-44,4.014074161437142e-26,2.1895021843765987e-27,7.329655347835992e-38,5.096807845164532e-43,1.8610970201170565e-47,5.6528338216724534e-39,3.6685057898813723e-50,8.142149501515658e-55,5.7759422964232415e-59,5.7980782781616514e-55,1.1575167136399686e-48,5.683401279312942e-46,3.9105459542540808e-59,7.844277674971097e-37,1.6785594636259471e-43,6.855015262394936e-37,4.480756820447922e-42,1.851309400549426e-52,7.01910128012826e-20,1.1570883111673944e-29,4.2343141611621684e-43,4.823507855820671e-37,3.1699380762595163e-31,4.364297321618389e-36,5.492586830764357e-47,9.94385895520438e-26,4.595445721796955e-44,8.196570637173003e-38,2.1895205767387938e-49,2.8674774220579494e-47,8.458910910301019e-18,1.0138009138043256e-57,4.455422658377993e-44,5.344660581203642e-42,5.5631378174514075e-46,2.0062817501514594e-69,6.30930886191358e-54,9.242727102300593e-41
2.2142480836460765e-16,0.7049196097702786,3.075736381207531e-20,6.251320882968704e-22,1.127433904621124e-24,1.4038215070881419e-19,0.0,0.0,1.2877760737891592e-15,2.611181711780828e-28,8.572455452747482e-36,2.6324445052141117e-37,2.438482154426479e-38,2.909986014728884e-50,6.315093187626223e-35,5.465479806236137e-28,1.6056317016662852e-25,3.2823533972111533e-37,2.7396252350234004e-47,1.70592247647783e-45,3.431652765112683e-26,1.1124644372438331e-40,3.709806297914247e-20,9.986565420070655e-49,3.068599882412806e-38,4.376257255592332e-42,4.881456864580409e-29,1.2267181101318433e-28,8.769839692848868e-57,1.5634520342686498e-44,2.4713887223230628e-48,1.7634525070656834e-45,1.3622172200515064e-38,6.608698274396122e-49,3.76,0.0,0.5612989108365067,0.999999999532927,5.177037489635121e-34,5.908117324398992e-36,4.546032112076743e-12,4.546032112076699e-12,4.608013682294818e-26,1.740503814893898e-29,4.670719248853544e-10,9.64565703558875e-30,4.266382427747244e-31,1.2878068210537954e-15,3.850109769221839e-24,2.708370628073487e-28,3.067118664979499e-24,1.695303279724846e-13,5.182959469505467e-29,1.1273781099943598e-24,1.691783589038995e-17,5.431259603091717e-30,2.81948834368775e-26,2.0943041580327275e-25,1.0296376134620745e-33,1.112772033894079e-34,3.7098063761432907e-20,5.918256884625556e-43,1.605631703158444e-25,8.758019632150545e-27,5.863732967950954e-37,4.077496547193298e-42,2.9777609230542673e-46,4.5222742095739786e-38,5.869619133186283e-49,1.3027459446208457e-53,9.241521667635107e-58,9.277963389401105e-54,9.260146140415857e-48,4.5472211194882246e-45,6.256882113640174e-58,6.27543062822363e-36,1.3428498724207708e-42,5.484020255506745e-36,3.58461062238654e-41,2.962099742772338e-51,1.4038213853374943e-19,4.628359118437797e-29,3.387456484843634e-42,3.858811968558202e-36,1.2679768401699349e-30,1.745721483419767e-35,4.3940787271809405e-46,3.977548639759275e-25,3.6759202234172755e-43,6.557266216123464e-37,3.503238398062161e-48,4.5706875371652514e-46,1.691783607670448e-17,1.6220853128123088e-56,3.5653651826914045e-43,4.276222307589235e-41,4.450632289275571e-45,6.4217362759815086e-68,1.0096023884383222e-52,7.394192631464046e-40
4.4284980443351023e-16,0.704919609770892,6.152159066471933e-20,1.2502647295539044e-21,4.5097384837021275e-24,2.8076442048196345e-19,0.0,0.0,2.575553238442973e-15,1.044473348468216e-27,6.857969442071769e-35,2.1059690251159434e-36,1.9507871789242512e-37,2.3279905462987703e-49,2.5260389157711294e-34,2.1861932560483013e-27,6.422530865093782e-25,2.6258846499957844e-36,2.1917136174178236e-46,1.3647412990590839e-44,1.3726619787561423e-25,8.899722076058644e-40,7.419615631585852e-20,1.5978517163575809e-47,2.4548816935924293e-37,3.501015249261364e-41,1.9525839964702945e-28,4.906875476085254e-28,1.4049539676606259e-55,1.250762532456844e-43,3.954225572626942e-47,1.4107638699542728e-44,1.0897745879361538e-37,1.0573925690370924e-47,3.76,0.0,0.5612989108318747,0.9999999990658537,4.141633062035885e-33,4.726497348236193e-35,9.09206807782646e-12,9.092068077826286e-12,1.8432064638118228e-25,6.962019484986268e-29,9.341438859849222e-10,3.8582653441032167e-29,1.7065546798226277e-30,2.5756147196369102e-15,1.540044852819264e-23,1.0836000693779403e-27,1.2268482398879405e-23,3.390607996528146e-13,2.0731851484439085e-28,4.5095153051552895e-24,3.3835685408241224e-17,2.172505946369689e-29,1.127796011167484e-25,8.377221891606923e-25,4.118552764948403e-33,4.451093480974381e-34,7.419615944502223e-20,4.734608736332707e-42,6.422530871305015e-25,3.503209886736654e-26,4.69098983928617e-36,3.262070388241457e-41,4.764419805420727e-45,3.6178219802338126e-37,9.391397633527394e-48,2.0843950198257062e-52,1.4786444193373289e-56,1.4848028099884709e-52,7.408120317571945e-47,3.6385689568339557e-44,1.0011014991589311e-56,5.020346912304661e-35,1.0742811898401023e-41,4.387219314745578e-35,2.867690382261438e-40,4.739363334988035e-50,2.807643717816651e-19,1.8513448152319954e-28,2.7099674070170463e-41,3.087051799665854e-35,5.071910564113415e-30,6.98289305306588e-35,3.515267372179056e-45,1.5910204674170245e-24,2.940031713938811e-42,5.245816829926967e-36,5.605185594010226e-47,7.299278929229319e-45,3.383568615349982e-17,2.5953426350703966e-55,2.8539290923011877e-42,3.4217603834932732e-40,3.560693165356946e-44,2.0554555691932704e-66,1.615721476698974e-51,5.915358461492e-39
