Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980)
4.219566031543613e-06,0.5181392936400028,3.5982543497711714e-09,1.0649722080028483e-10,1.812928315207565e-08,1.3198961150186463e-08,0.0,0.0,9.990316007380098e-08,1.270457276728193e-11,1.5207823364041418e-10,5.366498916725666e-15,6.462860857620202e-17,3.9412685286267926e-32,4.179522078603986e-24,2.856979436611641e-17,2.458723907270085e-10,2.315427874003865e-12,1.351714866192042e-21,6.323047067077771e-24,7.992664788382185e-13,2.1894142116585812e-21,4.506538850438044e-18,2.3931929999807586e-16,1.1885711514759938e-15,7.509863402323288e-14,2.60572729620996e-19,1.186084329688847e-16,9.311304669612045e-19,9.185506980871911e-21,4.870414173731682e-18,1.1016138162406991e-19,2.535515338742718e-15,1.6088765947142857e-16,3.76,0.0,0.7660793557671598,0.9999569725471185,1.0282654081104676e-07,1.2992192565599113e-11,5.365536700557306e-05,5.365552866823081e-05,3.0933044118567387e-15,1.6806554081466078e-19,4.280730905667219e-05,7.845988736790708e-14,2.09419033359193e-12,4.28214055816277e-08,9.694708609170205e-09,7.74044919936002e-08,1.3900612055532463e-08,2.47569454464661e-07,4.35720735246187e-14,1.1826378670407904e-07,1.4077247933446481e-12,5.584199603069147e-16,7.346793353821901e-13,2.145569437688819e-10,3.0313658238902843e-16,4.513289400264119e-17,1.8106714515039394e-12,2.250663218336979e-15,2.547212889643548e-10,3.735709261622521e-10,2.997376195435806e-15,4.905894298309311e-13,3.7167442901438705e-22,6.128534513017358e-13,9.455864554257643e-15,2.290677392695434e-16,2.6981030295228885e-22,1.0863721203574554e-17,8.253673193246819e-20,1.5544623671138745e-17,2.034926339236859e-23,1.741792049991836e-18,6.694011987061883e-21,3.113329646688145e-11,2.6227005705183646e-22,9.42270237954093e-24,4.301433820212315e-17,1.8914063239037702e-11,3.681309077152149e-21,2.5988671949786985e-11,8.013588611353441e-13,1.5654295975098846e-14,1.9040984502620794e-22,1.0177352151536278e-09,3.97977338161758e-20,4.2615423906718684e-14,3.495244056530203e-16,1.7315429674762943e-14,6.277607758949654e-14,4.45010872884609e-26,8.689788349242198e-16,3.279687947485856e-13,3.541489546582348e-17,2.2135775153173815e-23,8.194190747952498e-16,4.65801899146734e-14,5.492135437350476e-15,3.190609646364207e-18,1.1378275575010165e-15,8.727683987552875e-15,1.6516251943970473e-19,2.568690125840177e-16,8.165038375195265e-20,3.436822872789421e-22,7.686477959402906e-23,7.266490569279316e-26,1.177335747369932e-10,5.410468804613787e-16
4.249395547845434e-06,0.5181393293519094,3.629674368251228e-09,1.0748686961742567e-10,1.8225743752470882e-08,1.3433252620680665e-08,0.0,0.0,1.0129103002262313e-07,1.2964232374025485e-11,1.5512224558661268e-10,5.4721096259430475e-15,6.580745215126877e-17,4.0498581634119487e-32,4.260362806514773e-24,2.8979919709554376e-17,2.496088010567005e-10,2.358262167885969e-12,1.3932993086836875e-21,6.4554855196524225e-24,8.106069438925847e-13,2.220783568934232e-21,4.524829006738484e-18,2.4587359283769886e-16,1.2078023303631523e-15,7.699930194425446e-14,2.6370850244818055e-19,1.210914823718615e-16,9.672805252092202e-19,9.521281420334764e-21,4.9458705642484865e-18,1.1197569005512284e-19,2.5805049123054688e-15,1.650261532671606e-16,3.76,0.0,0.7660789732966937,0.9999569696587662,1.0424834191061693e-07,1.3290695368662953e-11,5.4034661249509594e-05,5.4034826124789445e-05,3.1151913322842183e-15,1.6926050867158086e-19,4.280730906418203e-05,7.945359124531128e-14,2.1366633126480704e-12,4.312637435122896e-08,9.769924950555803e-09,7.867671583806133e-08,1.4115863666319833e-08,2.4867856877239227e-07,4.4132748216082224e-14,1.1973337477362707e-07,1.4247004557067241e-12,5.685143817513498e-16,7.463682711180732e-13,2.1627459955937933e-10,3.09977688807905e-16,4.610387704024597e-17,1.8479684496763048e-12,2.3188307352122715e-15,2.586713751821865e-10,3.7625774737080204e-10,3.0633186601988526e-15,5.020157407605851e-13,3.776752292468576e-22,6.257244567015248e-13,9.657910723138943e-15,2.366024246033442e-16,2.785130124108107e-22,1.1128177110507268e-17,8.454754806414779e-20,1.592572479529279e-17,2.0996591007428653e-23,1.7690900471116164e-18,6.798943600568385e-21,3.139149212877196e-11,2.663473590482884e-22,9.683251704041855e-24,4.363068747116064e-17,1.9206973665926646e-11,3.741606706910237e-21,2.6415717282361702e-11,8.129083230709428e-13,1.5885222695587157e-14,1.9353804942511789e-22,1.0303918449309818e-09,4.038489813510625e-20,4.3480451397924553e-14,3.566675937674584e-16,1.7805329663386817e-14,6.321871769901813e-14,4.5994960390218634e-26,8.890115470669183e-16,3.3567847216612533e-13,3.6491435533071176e-17,2.3011991720943878e-23,8.388196525702045e-16,4.803102683451109e-14,5.613958267741372e-15,3.2528827719582925e-18,1.1468635595845683e-15,8.797214365478678e-15,1.7090053535918018e-19,2.588663354744899e-16,8.297661980001092e-20,3.541600440661682e-22,7.851631742159469e-23,7.381334061643533e-26,1.195567057931453e-10,5.572153417287723e-16
4.279225064147255e-06,0.5181393650640049,3.660990828796293e-09,1.0847357295364378e-10,1.8321648757905885e-08,1.3669577558678305e-08,0.0,0.0,1.0268811949039958e-07,1.3227492171617527e-11,1.5820397828785796e-10,5.5793651669776994e-15,6.699786759830344e-17,4.160414967785989e-32,4.3420937981711086e-24,2.939271472878056e-17,2.53369744335404e-10,2.401535672667053e-12,1.4357848306126574e-21,6.589563935573344e-24,8.220272950817678e-13,2.2523760871902666e-21,4.543302604613113e-18,2.5255411717545565e-16,1.2271860308680409e-15,7.893106268253491e-14,2.6685920863405e-19,1.2360926387872493e-16,1.0045328649191516e-18,9.866366658816413e-21,5.021881605074791e-18,1.1380146504146438e-19,2.6258747042258515e-15,1.6923617700319802e-16,3.76,0.0,0.7660785908165995,0.9999569667546765,1.0567766580948554e-07,1.3593714908810749e-11,5.4413955304646575e-05,5.4414123431954434e-05,3.1370782418172823e-15,1.7045547595982757e-19,4.280730882431974e-05,8.045096443381212e-14,2.1796337007572473e-12,4.3430076440713205e-08,9.844851325156977e-09,7.995875933202247e-08,1.4332639697253024e-08,2.4978106228320366e-07,4.469557735604238e-14,1.2120948889136997e-07,1.4417471704270747e-12,5.787258982922802e-16,7.581320679012234e-13,2.1798588623986281e-10,3.1690758341544187e-16,4.708668546116758e-17,1.885702321228565e-12,2.3884444846034868e-15,2.626494726061905e-10,3.7893348648679596e-10,3.1301817185386304e-15,5.136144261947407e-13,3.837325998345489e-22,6.387578321513559e-13,9.862555435023734e-15,2.443139929445145e-16,2.874154971851281e-22,1.1396813237916649e-17,8.659018805245108e-20,1.631312438125435e-17,2.1658536574248278e-23,1.79663250563187e-18,6.904728383510885e-21,3.1648765237972915e-11,2.7045721418042957e-22,9.948829871194449e-24,4.425141063805838e-17,1.950195878148935e-11,3.802430738455347e-21,2.6846057829488173e-11,8.245088097015898e-13,1.6117223085092706e-14,1.9668591997136626e-22,1.043104885940493e-09,4.097479517715728e-20,4.4355561396308816e-14,3.63894759547019e-16,1.830517442650813e-14,6.365953321817563e-14,4.752437437749087e-26,9.093364185777033e-16,3.4350505818784354e-13,3.759216044173263e-17,2.391560012762402e-23,8.585168525083934e-16,4.95155505055473e-14,5.7374953010973354e-15,3.315894299572982e-18,1.1558687213171731e-15,8.866510037389626e-15,1.7678516053460756e-19,2.608560387960356e-16,8.43111296146326e-20,3.648758685986082e-22,8.018805019348088e-23,7.497226600040414e-26,1.2139274854878687e-10,5.737277287717395e-16
4.309054580449076e-06,0.5181394007762881,3.6922025190632206e-09,1.0945728472245621e-10,1.8417001040570535e-08,1.3907929208949974e-08,0.0,0.0,1.0409439268538915e-07,1.3494376127538177e-11,1.6132359921267458e-10,5.688280057639517e-15,6.819984974042319e-17,4.2729504655657136e-32,4.424713887702513e-24,2.980815454101396e-17,2.571550771110931e-10,2.44524875436552e-12,1.479181713709476e-21,6.725286570841248e-24,8.335275323865162e-13,2.284191766576767e-21,4.561959224431733e-18,2.5936218247603366e-16,1.2467219444187285e-15,8.089411098052262e-14,2.7002473360215474e-19,1.2616198436643238e-16,1.0429113949917134e-18,1.0220930759979309e-20,5.0984457739810435e-18,1.1563859287774721e-19,2.671623184730641e-15,1.7351831356891125e-16,3.76,0.0,0.7660782083269276,0.9999569638344611,1.0711446915932905e-07,1.390128065710304e-11,5.479324917096692e-05,5.479342058987874e-05,3.1589651404549446e-15,1.7165044267926954e-19,4.280730880111218e-05,8.1451966774634e-14,2.2231024869971113e-12,4.373250728980488e-08,9.919485978296785e-09,8.125058445755943e-08,1.455093379181756e-08,2.508769745100839e-07,4.526053777902758e-14,1.22692089720107e-07,1.458864180415794e-12,5.890550141879623e-16,7.699700479760492e-13,2.1969075669726398e-10,3.2392635341862466e-16,4.808132412709407e-17,1.923873359144483e-12,2.4595205713617247e-15,2.6665546375774346e-10,3.8159810114166974e-10,3.197970318216715e-15,5.253865019340669e-13,3.898464961288314e-22,6.519541406435578e-13,1.0069808022294946e-14,2.5220474965323737e-16,2.9652028022312137e-22,1.1669655244304932e-17,8.866484790695527e-20,1.6706872078979583e-17,2.233528030394528e-23,1.8244188941294285e-18,7.011359498381485e-21,3.190510773440342e-11,2.7459935841943243e-22,1.0219489079822066e-23,4.487648949015129e-17,1.9799009937533656e-11,3.863781446474158e-21,2.727968084610233e-11,8.361594521004253e-13,1.6350279430095294e-14,1.998532847103196e-22,1.0558740014797323e-09,4.156737995994673e-20,4.5240762821464545e-14,3.712059829118606e-16,1.8815080305309322e-14,6.40985172989805e-14,4.9089787935046493e-26,9.299548638182153e-16,3.5144921807110735e-13,3.871741179152806e-17,2.4847218687053036e-23,8.785123872547518e-16,5.10342635410461e-14,5.862754761763229e-15,3.3796465123699346e-18,1.164842833619524e-15,8.935569386393648e-15,1.8281866033462421e-19,2.6283807597526385e-16,8.565383072452548e-20,3.7583324877387185e-22,8.187999339301077e-23,7.614167565640904e-26,1.2324164916631792e-10,5.905881378028179e-16
4.338884096750896e-06,0.5181394364887584,3.723308274022137e-09,1.1043796049774661e-10,1.8511803465566336e-08,1.4148300739221733e-08,0.0,0.0,1.0550981360620261e-07,1.3764908120115618e-11,1.644812748309339e-10,5.798868796864238e-15,6.941339282286755e-17,4.3874758586707095e-32,4.508221797989259e-24,3.0226214335634076e-17,2.6096465565131716e-10,2.4894017625650634e-12,1.5235002072415353e-21,6.862657589081577e-24,8.451076557874778e-13,2.3162306072436955e-21,4.580798432225263e-18,2.6629909651023843e-16,1.266409760576712e-15,8.288863965386853e-14,2.732049631429435e-19,1.2874984917161704e-16,1.082440306675483e-18,1.0585142798329944e-20,5.175561537600649e-18,1.1748696027139043e-19,2.717748806252095e-15,1.7787314339826272e-16,3.76,0.0,0.7660778258277291,0.9999569608986042,1.0855870883623649e-07,1.4213421911567985e-11,5.517254284845356e-05,5.517271759871437e-05,3.18085202819622e-15,1.728454088297727e-19,4.280730858576196e-05,8.24565584382488e-14,2.267070633448033e-12,4.403366263322826e-08,9.99382724279031e-09,8.255215297214378e-08,1.477073957139345e-08,2.519663447302647e-07,4.5827606504473615e-14,1.2418113815739205e-07,1.476050733499287e-12,5.995022286845592e-16,7.818815354862321e-13,2.213891659778238e-10,3.310340769209994e-16,4.908779677943323e-17,1.9624818217691337e-12,2.532075052993437e-15,2.7068923074474607e-10,3.8425155161695314e-10,3.266689374238332e-15,5.373329748414895e-13,3.9601722309232476e-22,6.653139379538293e-13,1.0279677698889664e-14,2.602769975743937e-16,3.058298808404689e-22,1.1946728525278694e-17,9.077172163891359e-20,1.7107017366265625e-17,2.3027002098055837e-23,1.8524491848265053e-18,7.118830091306689e-21,3.2160511905232864e-11,2.7877352721874106e-22,1.0495281488770898e-23,4.550590575062841e-17,2.009811845579639e-11,3.925659109481853e-21,2.771657351206313e-11,8.478593847912853e-13,1.6584374080020802e-14,2.0303992700797185e-22,1.0686988568546698e-09,4.216260766174617e-20,4.613606377328103e-14,3.786013368774879e-16,1.9335163759672057e-14,6.453566352594571e-14,5.069165893339325e-26,9.50868277312418e-16,3.5951160988855574e-13,3.986753278487308e-17,2.5807473784352222e-23,8.988079511299678e-16,5.258767132565261e-14,5.98974476967944e-15,3.44414165487658e-18,1.173785697497318e-15,9.004390873196191e-15,1.8900330639344308e-19,2.6481240273381356e-16,8.700464122357812e-20,3.8703569248992747e-22,8.359216077412846e-23,7.732156175043547e-26,1.251033536209072e-10,6.078006647192518e-16
4.368713613052717e-06,0.5181394722014148,3.754306974819546e-09,1.1141555747497543e-10,1.8606058890703498e-08,1.4390685243205683e-08,0.0,0.0,1.0693434605240153e-07,1.4039111938004652e-11,1.6767717061975915e-10,5.91114586576898e-15,7.063849052369379e-17,4.5040020262324705e-32,4.592616142706388e-24,3.064686937849468e-17,2.6479833597097974e-10,2.533995030700897e-12,1.5687505266904095e-21,7.001681062663425e-24,8.567676652651991e-13,2.3484926093381763e-21,4.599819779980845e-18,2.7336616524931825e-16,1.2862491671370412e-15,8.491483959856271e-14,2.763997834345699e-19,1.3137306209001735e-16,1.1231440730127492e-18,1.0959172834747975e-20,5.253227351814811e-18,1.1934645436195228e-19,2.7642500039730123e-15,1.8230124444468442e-16,3.76,0.0,0.766077443319055,0.9999569579468215,1.100103419401466e-07,1.4530167796880748e-11,5.555183633708942e-05,5.5552014458612224e-05,3.202738905040122e-15,1.7404037441120037e-19,4.280730853841003e-05,8.346469992245336e-14,2.3115390754595226e-12,4.433353849302162e-08,1.0067873536717486e-08,8.386342641996191e-08,1.499205063671387e-08,2.5304921198662636e-07,4.639676073585332e-14,1.256765953341343e-07,1.4933060824795167e-12,6.100680359907561e-16,7.938658566119228e-13,2.2308107123291992e-10,3.382308230464603e-16,5.010610605562884e-17,2.0015279333141275e-12,2.6061239376626465e-15,2.7475065528871605e-10,3.86893800775929e-10,3.3363437689643134e-15,5.494548428568006e-13,4.0224476120759245e-22,6.788377727002627e-13,1.0492173561271749e-14,2.685330366912837e-16,3.153468143572791e-22,1.2228058213360543e-17,9.291100125961386e-20,1.751360953879261e-17,2.373388152515832e-23,1.880722919984154e-18,7.227133294683406e-21,3.241497037627076e-11,2.829794556191258e-22,1.077625921332178e-23,4.6139641082734654e-17,2.039927562992912e-11,3.988063995581919e-21,2.8156722935942295e-11,8.596077458754935e-13,1.6819489450071846e-14,2.0624567172360386e-22,1.0815791193677014e-09,4.2760433627505416e-20,4.7041471542551174e-14,3.8608088764432703e-16,1.9865541358853094e-14,6.497096590484145e-14,5.233044436706961e-26,9.720780338146451e-16,3.676928845298998e-13,4.104286820862353e-17,2.6796999883025717e-23,9.194052201345007e-16,5.417628198511967e-14,6.118473340625267e-15,3.509381933447966e-18,1.1826971237852011e-15,9.072973034089776e-15,1.9534137631040036e-19,2.667789770686253e-16,8.836347929048433e-20,3.9848672749076693e-22,8.532456438826887e-23,7.851191800824936e-26,1.269778077128479e-10,6.253694047020669e-16
4.398543129354538e-06,0.5181395079142567,3.78519754766472e-09,1.1239003443306336e-10,1.8699770166304607e-08,1.4635075743557496e-08,0.0,0.0,1.0836795363482443e-07,1.431701127969175e-11,1.7091145106939526e-10,6.025125726975854e-15,7.187513596438472e-17,4.6225395239355043e-32,4.677895428359459e-24,3.107009501642997e-17,2.6865597385937433e-10,2.579028876341175e-12,1.6149428524883133e-21,7.142360973837776e-24,8.685075608001273e-13,2.380977773006956e-21,4.6190228059404925e-18,2.8056469276119255e-16,1.3062398502237404e-15,8.697289979839096e-14,2.7960908106298057e-19,1.3403182537625132e-16,1.1650474482471118e-18,1.1343191891906887e-20,5.33144166214464e-18,1.212169627397215e-19,2.8111251963628275e-15,1.8680319215675917e-16,3.76,0.0,0.7660770608009556,0.9999569549795055,1.1146932579426947e-07,1.4851547264075776e-11,5.593112963685746e-05,5.593131116972227e-05,3.22462577098567e-15,1.7523533942341309e-19,4.280730834179031e-05,8.447635205060753e-14,2.356508721914813e-12,4.463213117103025e-08,1.014162336124935e-08,8.518436614294357e-08,1.5214860569285447e-08,2.541256150890965e-07,4.696797785984363e-14,1.2717842261320474e-07,1.5106294851891994e-12,6.207529253375729e-16,8.059223397010868e-13,2.2476643166619134e-10,3.455166520634051e-16,5.113625350551257e-17,2.041011884359982e-12,2.681683182231688e-15,2.788396187511747e-10,3.895248139958857e-10,3.406938352225175e-15,5.617530950128288e-13,4.0852938614686874e-22,6.925261864020521e-13,1.0707304589377955e-14,2.7697516378453455e-16,3.2507359173437357e-22,1.251366917784309e-17,9.508287677914252e-20,1.7926697716472815e-17,2.4456097793804028e-23,1.909240015765035e-18,7.336262229727975e-21,3.266847610351985e-11,2.8721687833636554e-22,1.1062474321661314e-23,4.677767709386272e-17,2.0702472727431422e-11,4.050996375348062e-21,2.8600116158716436e-11,8.714036771537997e-13,1.7055608023927203e-14,2.0947030795178456e-22,1.0945144583057432e-09,4.3360813376794136e-20,4.795699262156958e-14,3.9364469468515123e-16,2.040632977227619e-14,6.540441885171085e-14,5.40066002943404e-26,9.935854883805412e-16,3.759936857050445e-13,4.224376441597997e-17,2.781643953116988e-23,9.403058519512518e-16,5.5800606356056406e-14,6.248948386476277e-15,3.575369516261991e-18,1.1915769328909601e-15,9.14131447901658e-15,2.0183515335257883e-19,2.6873775915814915e-16,8.973026364061437e-20,4.1018990121252275e-22,8.707721461138016e-23,7.971273696266815e-26,1.2886495707958687e-10,6.432984518211615e-16
4.428372645656359e-06,0.5181395436272832,3.815978962738716e-09,1.1336135169705653e-10,1.8792940135019e-08,1.4881465194762428e-08,0.0,0.0,1.0981059978565233e-07,1.459862975302597e-11,1.7418427968904345e-10,6.140822825437023e-15,7.312332172025538e-17,4.7430985834707597e-32,4.764058056323785e-24,3.1495866681197896e-17,2.7253742490649486e-10,2.624503601463749e-12,1.6620873287620419e-21,7.28470121584537e-24,8.803273423726098e-13,2.4136860983941863e-21,4.638407034890053e-18,2.8789598110856936e-16,1.3263814943833884e-15,8.906300733269494e-14,2.8283274304088402e-19,1.3672633974392645e-16,1.2081754671933633e-18,1.1737371929595845e-20,5.410202904121643e-18,1.2309837346324534e-19,2.8583727857047086e-15,1.9137955945469238e-16,3.76,0.0,0.766076678273481,0.9999569519964527,1.1293561794449338e-07,1.517758909029122e-11,5.631042274774067e-05,5.631060773219345e-05,3.2465126260318793e-15,1.7643030386626913e-19,4.280730827541129e-05,8.549147596971811e-14,2.4019804554939124e-12,4.492943724157202e-08,1.0215075298522028e-08,8.651493329151037e-08,1.543916293277162e-08,2.551955926160384e-07,4.7541235445440184e-14,1.2868658158805313e-07,1.528020204542264e-12,6.315573809631099e-16,8.18050315394614e-13,2.2644520848176643e-10,3.5289161550838344e-16,5.217823960753603e-17,2.0809338323555274e-12,2.7587686903407286e-15,2.829560021593428e-10,3.9214455910282145e-10,3.4784779414374995e-15,5.74228711453161e-13,4.148711000031573e-22,7.063797135379387e-13,1.0925079647579445e-14,2.8560567209649495e-16,3.3501271922116234e-22,1.2803586024709254e-17,9.728753620558174e-20,1.8346330835174223e-17,2.5193829729762242e-23,1.938000070392377e-18,7.446210008922303e-21,3.2921022364940295e-11,2.9148552985644776e-22,1.135397883141181e-23,4.74199953395381e-17,2.1007700991534086e-11,4.114456510740727e-21,2.9046740157365704e-11,8.832463242435346e-13,1.7292712356362003e-14,2.127136584007868e-22,1.1075045449284032e-09,4.3963702609448715e-20,4.8882632714709907e-14,4.0129281083426063e-16,2.0957645760444082e-14,6.58360171821394e-14,5.5720581778277e-26,1.0153919764406578e-15,3.8441464994849113e-13,4.347056930855216e-17,2.8866443366801e-23,9.615114859559523e-16,5.746115795570225e-14,6.381177715475451e-15,3.642106533754891e-18,1.2004249545496868e-15,9.20941388965245e-15,2.0848692616053715e-19,2.706887113393982e-16,9.110491314872e-20,4.221487806300465e-22,8.885012017058503e-23,8.092401232927728e-26,1.3076474720744237e-10,6.615918986464954e-16
4.458202161958179e-06,0.5181395793404935,3.846650233126026e-09,1.1432947110146586e-10,1.888557163164335e-08,1.512984648595135e-08,0.0,0.0,1.1126224776821444e-07,1.4883990874775138e-11,1.7749581901266127e-10,6.25825158797681e-15,7.438303983076472e-17,4.865689112225911e-32,4.851102324876853e-24,3.192415989356729e-17,2.76442544528638e-10,2.6704194927282968e-12,1.7101940621303097e-21,7.428705594038012e-24,8.922270099628947e-13,2.4466175856434313e-21,4.6579719784506435e-18,2.9536133024893683e-16,1.346673782674458e-15,9.118534738442292e-14,2.860706568260155e-19,1.394568043660737e-16,1.2525534445702168e-18,1.2141885819953226e-20,5.489509503663006e-18,1.2499057507615767e-19,2.9059911586139366e-15,1.9603091670756216e-16,3.76,0.0,0.7660762957366822,0.9999569489979847,1.144091761587772e-07,1.5508321878544593e-11,5.6689715669722065e-05,5.668990414617371e-05,3.2683994701777707e-15,1.7762526773962417e-19,4.2807308093040946e-05,8.651003314865217e-14,2.447955132934856e-12,4.5225453544273373e-08,1.0288228009561355e-08,8.785508883504777e-08,1.5664951274339462e-08,2.562591829156331e-07,4.811651124310076e-14,1.302010340813317e-07,1.5454775085805387e-12,6.424818821662227e-16,8.302491167459235e-13,2.2811736483372057e-10,3.6035575630993664e-16,5.323206378501397e-17,2.121293902114269e-12,2.8373963105254466e-15,2.870996862311627e-10,3.9475300630686167e-10,3.5509673217223215e-15,5.86882663451331e-13,4.2127015266534283e-22,7.203988816043449e-13,1.114550748562073e-14,2.9442685100085644e-16,3.451666980041936e-22,1.3097833096594276e-17,9.952516554459313e-20,1.8772557651757742e-17,2.594725575001428e-23,1.967002959855636e-18,7.55696973837454e-21,3.3172602752374705e-11,2.957851445184426e-22,1.165082470621962e-23,4.806657732729951e-17,2.131495164303238e-11,4.178444665178486e-21,2.949658184837944e-11,8.951348366911576e-13,1.7530785075746922e-14,2.159755171976548e-22,1.1205490524562178e-09,4.456905721285882e-20,4.981839674898536e-14,4.0902528237482624e-16,2.1519606165966405e-14,6.626575610077218e-14,5.747284282921645e-26,1.0374988138767216e-15,3.929564066249903e-13,4.472363231858402e-17,2.994767012231151e-23,9.830237432268644e-16,5.915845295173049e-14,6.515169032517528e-15,3.709595078647027e-18,1.2092410275810272e-15,9.27727001755678e-15,2.152989884571938e-19,2.7263179802226026e-16,9.248734720811457e-20,4.343669521039622e-22,9.064328817093215e-23,8.214573696671304e-26,1.3267712344301108e-10,6.802538358652597e-16
4.48803167826e-06,0.5181396150538866,3.877210413768232e-09,1.1529435595436572e-10,1.8977667482951683e-08,1.5380212443648214e-08,0.0,0.0,1.1272286068654444e-07,1.5173118070206523e-11,1.8084623060472846e-10,6.3774264239468934e-15,7.565428180963871e-17,4.990320693085805e-32,4.939026431232487e-24,3.235495026692533e-17,2.8037118799331356e-10,2.7167768217439564e-12,1.7592731205127933e-21,7.574377826973348e-24,9.042065635511325e-13,2.4797722348958618e-21,4.6777171353615606e-18,3.0296203793641296e-16,1.3671163967547446e-15,9.334010324845598e-14,2.893227103383788e-19,1.422234168758958e-16,1.298206974296518e-18,1.2556907322621694e-20,5.569359877428072e-18,1.2689345662304135e-19,2.953978686547549e-15,2.007578317113339e-16,3.76,0.0,0.7660759131906086,0.99995694598396,1.158899584265294e-07,1.584377405753885e-11,5.706900840278466e-05,5.7069200411809996e-05,3.2902863034223633e-15,1.7882023104333153e-19,4.2807308011608005e-05,8.753198537622454e-14,2.4944335852934064e-12,4.5520177177070226e-08,1.0361080232253417e-08,8.920479357210947e-08,1.5892219125971218e-08,2.5731642410725155e-07,4.869378318384495e-14,1.317217421435284e-07,1.5630006705161464e-12,6.535269032996669e-16,8.425180793347861e-13,2.2978286577660576e-10,3.679091089118952e-16,5.4297724422249464e-17,2.1620921863075947e-12,2.9175818343730055e-15,2.912705513996615e-10,3.973501281398825e-10,3.624411246025639e-15,5.997159134314566e-13,4.2772656452815315e-22,7.345842111732392e-13,1.1368596739570333e-14,3.0344098567774864e-16,3.5553802386634916e-22,1.3396434472809001e-17,1.01795948799409e-19,1.9205426737199595e-17,2.6716553840629925e-23,1.996248325227893e-18,7.66853452008564e-21,3.342321116367246e-11,3.0011545660128846e-22,1.1953063852401347e-23,4.871740452047709e-17,2.162421588207152e-11,4.2429610949105315e-21,2.9949628091172554e-11,9.07068368080272e-13,1.7769808886469135e-14,2.1925570574576967e-22,1.1336476560589631e-09,4.51768332672439e-20,5.076428888458204e-14,4.168421491275894e-16,2.2092327904706837e-14,6.669363119107371e-14,5.926383634858189e-26,1.0599072971003666e-15,4.0161957793640324e-13,4.600330439133942e-17,3.106078662806689e-23,1.0048442265612403e-15,6.089301013208594e-14,6.650929939446232e-15,3.777837206354009e-18,1.2180249996535505e-15,9.344881682346307e-15,2.222736387598962e-19,2.7456698566400207e-16,9.387748543255806e-20,4.468480212282104e-22,9.245672412181249e-23,8.337790463738581e-26,1.3460203100427755e-10,6.992883519050907e-16
