Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134)
6.412652178684373e-18,0.47883893118220505,8.981007323424857e-27,1.5107628706347624e-31,4.953696226324587e-32,5.734201939302944e-38,0.0,0.0,6.938792631516639e-21,1.2145329872357525e-36,5.296723833703423e-47,8.825523773958736e-49,7.023389726734153e-59,1.4802916826804135e-67,4.2155139159469854e-48,5.051268206947459e-38,1.992690455906579e-35,4.465966462986181e-49,2.3068642603888887e-66,2.699205519431029e-65,3.6307365585918164e-38,2.085654381851827e-57,8.400137659138634e-29,1.2903321912381177e-76,1.651012530096083e-51,6.38324320991897e-59,2.8043949341105e-57,8.237190252055597e-73,2.8762395854171396e-80,2.2726636860870997e-82,2.207698320373626e-64,9.372251692631695e-79,3.2288455168785973e-63,2.1014756265464923e-104,3.76,0.0,0.7106968521218087,0.9999999999996287,3.982770985293981e-43,1.700740040501051e-48,1.0650458073180912e-17,1.0650458073180912e-17,8.584731463528164e-38,2.817857057311706e-43,3.7118634203240395e-13,5.269341390496474e-41,2.910538421697016e-43,6.938801612486283e-21,1.3893317309546708e-32,4.435496554078021e-43,4.031985602165314e-33,4.341722273468907e-20,6.3382830828061595e-40,4.953695701260924e-32,3.862450167016335e-37,1.3454033729100917e-41,3.0893148058318953e-38,1.9646498588592564e-34,1.4535382562743702e-65,8.232979673502738e-55,8.400137664364176e-29,5.2170639812483384e-76,1.9926904559067535e-35,1.5510931627130095e-32,1.2545911031377013e-52,3.3385257576006645e-66,3.2193612145886876e-64
1.2830875731980983e-17,0.47883893118220505,1.7969818339784872e-26,3.0228384119994884e-31,1.982769461005493e-31,2.295175251120571e-37,0.0,0.0,1.388361375359436e-20,4.861297113255931e-36,4.240599701773803e-46,7.065785311757087e-48,5.622982414329457e-58,1.1851334257823975e-66,1.6873041599991675e-47,2.0218236801339506e-37,7.975954924794115e-35,3.575488667582833e-48,1.8468950836985406e-65,2.1610056478402353e-64,1.4532408206912775e-37,1.6697916724863518e-56,1.6807573429503177e-28,4.1355372439146967e-75,1.3218139103431677e-50,5.1117717720892696e-58,2.2457869460104906e-56,1.3194842541875632e-71,9.218398206461095e-79,7.28392688631132e-81,3.535193732199325e-63,1.5642149755161205e-77,5.172164962712908e-62,1.3474191687716672e-102,3.76,0.0,0.7106968521218087,0.9999999999992573,3.1886384834720674e-42,1.361626155150101e-47,2.1310169367971886e-17,2.1310169367971886e-17,3.4361298285357145e-37,1.1278771775679362e-42,7.426951655756949e-13,2.1091097860310594e-40,1.1649739028448945e-42,1.3883631723261878e-20,5.560947626676707e-32,2.8023923195392545e-42,1.613845006632502e-32,8.68721667748695e-20,2.536965037362973e-39,1.982769250859126e-31,1.545986650340576e-36,5.385119753421096e-41,1.236531020988267e-37,7.86371946055516e-34,1.8487366749603282e-64,6.591389742868537e-54,1.680757345041896e-28,1.320435890355425e-74,7.975954924795513e-35,6.208414915809891e-32,1.004435727608792e-51,5.347857576056473e-65,5.15697234726901e-63
2.5667322838574202e-17,0.47883893118220505,3.594744309282984e-26,6.046989810607779e-31,7.933660520697482e-31,9.183691402919308e-37,0.0,0.0,2.777325599776097e-20,1.9451520585756076e-35,3.393768566180001e-45,5.654775679897926e-47,4.5000950487765066e-57,9.484669251435254e-66,6.751414447346909e-47,8.089928258783006e-37,3.191420886130431e-34,2.8614775954923132e-47,1.4780789817416842e-64,1.7294612916598053e-63,5.814856216593548e-37,1.3363408215300397e-55,3.362244493988515e-28,1.3244086537752147e-73,1.0578528544532189e-49,4.0914895109148545e-57,1.797538399929546e-55,2.1124027627676412e-70,2.9521983852926724e-77,2.3326826104389585e-79,5.658612254456531e-62,2.705894847453015e-76,8.280276801617227e-61,8.632598937054208e-101,3.76,0.0,0.7106968521218087,0.9999999999985142,2.551879879063353e-41,1.0897147500971476e-46,4.262959195755383e-17,4.262959195755383e-17,1.3748995060808195e-36,4.512977837533145e-42,1.4857127862659325e-12,8.439186385517624e-40,4.661413267928842e-42,2.777329194460057e-20,2.2251033975412e-31,1.943219758653429e-41,6.457482156943926e-32,1.7378205485493277e-19,1.0151164699425452e-38,7.933659679965799e-31,6.185960341991238e-36,2.154749377230323e-40,4.947734740050223e-37,3.1465120809727646e-33,2.5760032247351557e-63,5.275115052141866e-53,3.3622445023575532e-28,3.666269394101041e-73,3.19142088613155e-34,2.4841746494281653e-31,8.038538506064912e-51,8.561548472694509e-64,8.255954243158758e-62
5.134021705176064e-17,0.47883893118220505,7.190270348021955e-26,1.2095293871340102e-30,3.173980817108734e-30,3.674075202724142e-36,0.0,0.0,5.55525404861389e-20,7.781874841264225e-35,2.7155304849529694e-44,4.524679692597487e-46,3.6007600459176634e-56,7.589176426425743e-65,2.7010053981677946e-46,3.236498080762221e-36,1.2767761672784042e-33,2.2896168307711092e-46,1.1826903268182652e-63,1.383831798413959e-62,2.3263211273350406e-36,1.0692756937393824e-54,6.725218783926065e-28,4.239767156330686e-72,8.464430083124634e-49,3.274020967710551e-56,1.438394345832216e-54,3.380827429211568e-69,9.450733899404696e-76,7.467507174572935e-78,9.055621889786446e-61,4.976517264081941e-75,1.325229443278387e-59,5.52930432270095e-99,3.76,0.0,0.7106968521218087,0.9999999999970282,2.0418916229558057e-40,8.719373658346614e-46,8.526843713671773e-17,8.526843713671773e-17,5.500493289350184e-36,1.8054850018450254e-41,2.9717479220610396e-12,3.3762240799630244e-39,1.8648690064176423e-41,5.5552612386428e-20,8.901862489671731e-31,1.4350397231131685e-40,2.5834133487199265e-31,3.476018310138689e-19,4.061126883905043e-38,3.1739804808633414e-30,2.474786942153875e-35,8.620400849742208e-40,1.979416073041861e-36,1.2588097208368572e-32,3.8158503769771785e-62,4.220893516035276e-52,6.725218817407669e-28,1.0836912111482561e-71,1.2767761672792988e-33,9.938316191997449e-31,6.4320521398520655e-50,1.3702459941384688e-62,1.3213366263533222e-60
1.0268600547813352e-16,0.47883893118220505,1.4381326778019803e-25,2.4191907046870757e-30,1.2696956558966816e-29,1.4697501992719917e-35,0.0,0.0,1.1111110946307357e-19,3.113003275943317e-34,2.1726306626878066e-43,3.620087438913831e-45,2.8808820109191675e-55,6.071917579708375e-64,1.0804900854872495e-45,1.2947045909113303e-35,5.1075203242357714e-33,1.8318673800056648e-45,9.462462116650236e-63,1.107170555331961e-61,9.306041844667341e-36,8.555017778198104e-54,1.3451167315245793e-27,1.3569910592032128e-70,6.772187033163788e-48,2.6195490690722723e-55,1.1508609446054602e-53,5.4101114532010095e-68,3.024826820894483e-74,2.3900700439894126e-76,1.4490469024012713e-59,1.0030702580380531e-73,2.1206752836060272e-58,3.542125014233362e-97,3.76,0.0,0.7106968521218086,0.9999999999940561,1.6336684027300714e-39,6.976161260291714e-45,1.7054612749504552e-16,1.7054612749504552e-16,2.200376372036595e-35,7.222527779079103e-41,5.943817771309841e-12,1.3505995443276955e-38,7.460084465015322e-41,1.1111125326668307e-19,3.561034795920254e-30,1.1002056538990076e-39,1.033449442639564e-30,6.952413833269793e-19,1.6245829637957184e-37,1.269695521469205e-29,9.899953435565914e-35,3.448441179443885e-39,7.918308691403144e-36,5.035648688739773e-32,5.860686990669665e-61,3.377035436697709e-51,1.3451167449183106e-27,3.324543930973638e-70,5.1075203242429284e-33,3.9756500168345605e-30,5.14613029800887e-49,2.192712233563464e-61,2.114445626955798e-59
2.0537758233087925e-16,0.4788389311822051,2.8763457048095126e-25,4.8385153614220525e-30,5.078989288482544e-29,5.879244092796896e-35,0.0,0.0,2.222282474176581e-19,1.2452519800723672e-33,1.7381870442663967e-42,2.896207414246823e-44,2.3048157517863173e-54,4.857764598510069e-63,4.322136169551003e-45,5.179029053588282e-35,2.0430912635745214e-32,1.4655634659701333e-44,7.570394858040246e-62,8.857784920914377e-61,3.722568210325564e-35,6.844339123954468e-53,2.6903064183663754e-27,4.342796343522429e-69,5.418006825302288e-47,2.095772998658587e-54,9.207469461465033e-53,8.656811727964126e-67,9.68039308102431e-73,7.648972614495663e-75,2.318592968186216e-58,2.2665684690860664e-72,3.393327013043136e-57,2.270533156433334e-95,3.76,0.0,0.7106968521218083,0.999999999988112,1.3069967671073335e-38,5.581193955563946e-44,3.41101508211701e-16,3.41101508211701e-16,8.801863537804613e-35,2.8891286670997755e-40,1.1887955780442266e-11,5.402618004735535e-38,2.9841562762932828e-40,2.222285350135938e-19,1.4244718800522997e-29,8.610317346835236e-39,4.133965982641881e-30,1.3905204879341527e-18,6.498596284998728e-37,5.078988751403802e-29,3.960142512443262e-34,1.3794327628036854e-38,3.167452360439467e-35,2.0143414389434467e-31,9.181332371829119e-60,2.701756605581004e-50,2.6903064719434797e-27,1.040927668627428e-68,2.043091263580246e-32,1.5903247155555904e-29,4.117099683192044e-48,3.5085945087710846e-60,3.383358055920945e-58
4.1076073603637076e-16,0.4788389311822052,5.752778722856437e-25,9.677172761426921e-30,2.031637048652888e-28,2.3517487377735375e-34,0.0,0.0,4.444625233296878e-19,4.981109261510974e-33,1.3905826416513631e-41,2.3170208890538055e-43,1.8438975358715272e-53,3.8863038103685353e-62,1.7288896090869084e-44,2.071653732355667e-34,8.172531324184799e-32,1.1724785856564023e-43,6.05656490759186e-61,7.086396115562664e-60,1.4890575791612703e-34,5.4756012515600796e-52,5.380685714361372e-27,1.610080958775434e-67,4.334508339887845e-46,1.6766732057098106e-53,7.366208333903084e-52,1.3851420525345982e-65,3.5889853484641826e-71,2.83584048845366e-73,3.709843081810707e-57,5.7436553418998166e-71,5.429520475067107e-56,1.886071140952098e-93,3.76,0.0,0.710696852121808,0.9999999999762237,1.0456222320992969e-37,4.465061145788356e-43,6.82212269645012e-16,6.82212269645012e-16,3.5208169657792552e-34,1.1556749759061992e-39,2.377622504125026e-11,2.1610911640919356e-37,1.1936876474827916e-39,4.44463098453018e-19,5.69800344252243e-29,6.811718043275706e-38,1.6536200359053746e-29,2.7810786970723114e-18,2.599491400850884e-36,2.031636834339467e-28,1.5840892324659652e-33,5.517844604210763e-38,1.2670067209640181e-34,8.057529681193005e-31,1.4533507157701963e-58,2.1614565880439857e-49,5.380685928674145e-27,3.2942834879450696e-67,8.172531324230594e-32,6.361428270254847e-29,3.293757926388262e-47,5.613955169940168e-59,5.413566519886892e-57
8.215270434473538e-16,0.4788389311822052,1.1505672615077765e-24,1.9354519907732535e-29,8.126630858226112e-28,9.407116678545268e-34,0.0,0.0,8.889310751651902e-19,1.99246397305096e-32,1.1124793155292912e-40,1.853638648105614e-42,1.4751374043932776e-52,3.109079765731478e-61,6.915628520466238e-44,8.286698929465186e-34,3.269045783280296e-31,9.379939735873138e-43,4.8454778574514887e-60,5.669184137738703e-59,5.956290907246489e-34,4.380532964288782e-51,1.0761443995597006e-26,5.174399673875875e-66,3.4676478201424155e-45,1.341362580267889e-52,5.893059767687319e-51,2.2162728047719592e-64,1.1534106424578399e-69,9.113686131027638e-72,5.935824367193054e-56,1.5964592001390257e-69,8.687390562545463e-55,1.2192492228776022e-91,3.76,0.0,0.7106968521218073,0.9999999999524471,8.365077128275527e-37,3.5720913090513715e-42,1.364433792511633e-15,1.364433792511633e-15,1.4083410481311581e-33,4.6227469026086666e-39,4.7552736533069537e-11,8.644452548986307e-37,4.774805972097862e-39,8.889322251142773e-19,2.2792245591828617e-28,5.418759159942737e-37,6.614547428581471e-29,5.562195115043874e-18,1.039807137762156e-35,8.126630005143315e-28,6.336421379587256e-33,2.2071613276386082e-37,5.068078434320979e-34,3.2230446543375225e-30,2.3128307214519054e-57,1.7291857916929376e-48,1.0761444852856786e-26,1.0483008753865064e-65,3.2690457833169326e-31,2.5445971804067755e-28,2.635037613194732e-46,8.982491438340425e-58,8.661854839912993e-56
1.6430596582693198e-15,0.47883893118220533,2.301157182403073e-24,3.8709343586777074e-29,3.2506688731741234e-27,3.762886637225387e-33,0.0,0.0,1.777868178881966e-18,7.969896429452267e-32,8.899887326005661e-40,1.4829196188983662e-41,1.1801199165361289e-51,2.4872782825700875e-60,2.766265265840372e-43,3.314696193830813e-33,1.30762496352942e-30,7.503995885427652e-42,3.8766747735921654e-59,4.535374165058616e-58,2.3825284810728076e-33,3.5044471270069287e-50,2.1522959315050964e-26,1.6560456186681882e-64,2.774134708835496e-44,1.0731030193888606e-51,4.714485043863766e-50,3.5460854661572756e-63,3.6914439629993014e-68,2.9167982682089045e-70,9.497379237657743e-55,4.722242649852485e-68,1.3899951130032112e-53,7.904438719894294e-90,3.76,0.0,0.710696852121806,0.9999999999048942,6.69210140588107e-36,2.857690003234235e-41,2.7288768382448725e-15,2.7288768382448725e-15,5.633392328774761e-33,1.8491081452282748e-38,9.510565139776708e-11,3.457798572148828e-36,1.909937551554811e-38,1.777870477566439e-18,9.116944581324545e-28,4.322761022054647e-36,2.645832427415519e-28,1.1124427949767982e-17,4.159249705645363e-35,3.250668535282976e-27,2.534581437174824e-32,8.828698483889525e-37,2.0272416810109066e-33,1.28922441532397e-29,3.690504617140474e-56,1.3833568411955705e-47,2.1522962744107306e-26,3.3451708261408736e-64,1.3076249635587296e-30,1.0178440390210668e-27,2.1080425990453158e-45,1.4372116830628975e-56,1.385906510544426e-54
3.286124887913252e-15,0.4788389311822055,4.602381593998103e-24,7.741950850059768e-29,1.3002708529234913e-26,1.5051751442457136e-32,0.0,0.0,3.555742386498608e-18,3.1879666793885353e-31,7.11993096972113e-39,1.186339056272182e-40,9.441035187604252e-51,1.9898280667285831e-59,1.106508750487246e-42,1.3258816595177686e-32,5.230513150313298e-30,6.003213828986319e-41,3.101780196219577e-58,3.6283100045463105e-57,9.530138160693571e-33,2.8035659562169353e-49,4.3045984981890825e-26,5.299395845957225e-63,2.2193143374891078e-43,8.584929575422011e-51,3.771602909759739e-49,5.673816172850153e-62,1.1812731852447473e-66,9.333842297530937e-69,1.5195854662613684e-53,1.4492884806257852e-66,2.2240022750028976e-52,5.187807258643685e-88,3.76,0.0,0.7106968521218032,0.9999999998097888,5.35369699710708e-35,2.286158783265941e-40,5.457762929711341e-15,5.457762929711341e-15,2.2533622487597298e-32,7.396451224093989e-38,1.9021104865336465e-10,1.383122918540082e-35,7.639813221548547e-38,3.555746978989335e-18,3.6467870855002284e-27,3.453310243555941e-35,1.0583356613136183e-27,2.2248893614340132e-17,1.6637041129140971e-34,1.30027072044166e-26,1.0138351482139467e-31,3.531494989199559e-36,8.108987315803681e-33,5.156910746004692e-29,5.896787623904496e-55,1.1066887549572185e-46,4.3045998698149315e-26,1.068951902037205e-62,5.230513150547774e-30,4.071386428818814e-27,1.6864390819645633e-44,2.2995491336327064e-55,2.2174513630276834e-53
4.929190117557184e-15,0.4788389311822057,6.903650575397876e-24,1.1613019098014958e-28,2.763077624603189e-26,3.198524045580361e-32,0.0,0.0,5.33361659429834e-18,6.774434261117379e-31,2.0358568103949511e-38,3.3921905632119295e-40,2.6995559678271638e-50,5.689668203115551e-59,2.351332604052517e-42,2.8175003549721934e-32,1.1114848749743262e-29,1.7165451487674673e-40,8.869978282206854e-58,1.0374706673289495e-56,2.0251558739238774e-32,8.016452410348636e-49,6.456900567666378e-26,2.342811889271102e-62,6.345856745921122e-43,2.5486658944484747e-50,1.1194448606830294e-48,2.1631512309582674e-61,5.22229309538238e-66,4.126400293112996e-68,5.593087507841659e-53,6.745757132872691e-66,8.479017204946234e-52,2.6154788647796995e-87,3.76,0.0,0.7106968521218004,0.9999999997146839,1.53082389964858e-34,6.5369902483595706e-40,8.186649021177801e-15,8.186649021177801e-15,4.788397753134283e-32,1.5717470362313845e-37,2.8531601343713145e-10,2.9391383595017406e-35,1.623468263268463e-37,5.3336234769308074e-18,7.749428321834705e-27,9.870711559392028e-35,2.248964960781252e-27,3.3373359274036207e-17,3.5353738837712807e-34,2.7630773470079527e-26,2.154401294100413e-31,7.504443627331823e-36,1.7231610890274985e-32,1.0958443487899695e-28,2.1697507646796438e-54,3.1644405674992124e-46,6.45690348237323e-26,4.880170347280455e-62,1.1114848750413715e-29,8.651702513001378e-27,4.82216542300684e-44,8.767040336190581e-55,8.454029729906876e-53
6.572255347201116e-15,0.47883893118220605,9.204964126602702e-24,1.548413910354325e-28,4.713487200294347e-26,5.456346301889026e-32,0.0,0.0,7.11149080228116e-18,1.1556392388254246e-30,4.2942134387519935e-38,7.1551148539731245e-40,5.6941629655002e-50,1.2001161672962351e-58,4.0110979757974806e-42,4.806325581108294e-32,1.8960631758084302e-29,3.6206921699308856e-40,1.8711254255490314e-57,2.1883270010318316e-56,3.45467902167084e-32,1.6909026769225415e-48,8.609202139937096e-26,8.006035310077236e-62,1.3385255347843014e-42,5.553440143313601e-50,2.4387558282584673e-48,5.82015650670891e-61,1.7846024673307442e-65,1.4101054860864203e-67,1.4185286565205245e-52,2.0908251045507173e-65,2.2813432485809896e-51,1.1148784583785198e-86,3.76,0.0,0.7106968521217977,0.9999999996195794,3.228952315624625e-34,1.378841146785027e-39,1.0915535112644248e-14,1.0915535112644248e-14,8.16844547473999e-32,2.681216545031109e-37,3.804205457510338e-10,5.013826161861169e-35,2.7694577764678244e-37,7.111499971390854e-18,1.3219618153163143e-26,2.081599009209132e-34,3.83647114037943e-27,4.449782492885621e-17,6.030934282870789e-34,4.7134867329204726e-26,3.6751565781136384e-31,1.280172155049434e-35,2.9395112384468194e-32,1.8693822621322976e-28,5.501978660760095e-54,6.674724443986256e-46,8.609207112085624e-26,1.4554609228026416e-61,1.8960631759498484e-29,1.475879223811661e-26,1.0171347746863258e-43,2.358838522249641e-54,2.274615423036153e-52
9.85838580648898e-15,0.4788389311822065,1.3807695831617e-23,2.3226500589557504e-28,9.758680272986063e-26,1.1296809137256018e-31,0.0,0.0,1.0667239218676505e-17,2.3926051759682133e-30,1.1728833749752757e-37,1.9542843920995195e-39,1.5552601243809981e-49,3.2778902097919886e-58,8.30447071198523e-42,9.950888933006098e-32,3.9255594743277643e-29,9.88923651895636e-40,5.111769391280822e-57,5.977002178380047e-56,7.152476854667434e-32,4.618381530430605e-48,1.2913804117565506e-25,4.922715693200704e-61,3.6559299236601177e-42,1.6120101296749264e-49,7.076588183718041e-48,2.3540979179370195e-60,1.0973092332797186e-64,8.670400259409746e-67,4.9606655066465316e-52,1.0225171339843469e-64,9.227285375956263e-51,1.0436046843001757e-85,3.76,0.0,0.7106968521217922,0.9999999994293715,8.819273991790472e-34,3.766044428362321e-39,1.6373307295577114e-14,1.6373307295577114e-14,1.6911732014888232e-31,5.551120292362667e-37,5.706285954046454e-10,1.0380493986735386e-34,5.733851821205178e-37,1.0667252952140259e-17,2.736955059746185e-26,5.684318805619718e-34,7.942929236229827e-27,6.674675622705237e-17,1.2486288187259378e-33,9.758679326673836e-26,7.608947766315684e-31,2.65044198255498e-35,6.085886961246013e-32,3.870319990926096e-28,1.92369817079223e-53,1.8230750403457336e-45,1.2913814411770036e-25,6.38540568135508e-61,3.925559474714022e-29,3.055621578163106e-26,2.7781117218850612e-43,9.540733761315235e-54,9.200030638967965e-52
1.3144516265776843e-14,0.478838931182207,1.8410591435703187e-23,3.0969052414935556e-28,1.65969627456745e-25,1.9213132653326837e-31,0.0,0.0,1.4222987635745143e-17,4.069195624760322e-30,2.4540649604076774e-37,4.0890172592860404e-39,3.2541381742259074e-49,6.858443261748193e-58,1.4123730476072697e-41,1.692385699493312e-31,6.676349938385744e-29,2.069159409590505e-39,1.0697704471377798e-56,1.250589075636918e-55,1.21644924176475e-31,9.663201262265242e-48,1.7218404266788963e-25,1.652571804342697e-60,7.649430186676737e-42,3.525316542772444e-49,1.5472131063161828e-47,6.376671266370692e-60,3.6837040178073165e-64,2.910682540435234e-66,1.2395355365044658e-51,3.196220268167868e-64,2.4994183367620025e-50,4.207162491233365e-85,3.76,0.0,0.7106968521217868,0.9999999992391648,1.845287582818155e-33,7.879826653660722e-39,2.183107947850994e-14,2.183107947850994e-14,2.87624276038836e-31,9.441003520480966e-37,7.608350547286587e-10,1.7654504921025811e-34,9.751846771961521e-37,1.4223005920087234e-17,4.654844685518933e-26,1.1892056585646569e-33,1.3508845162752944e-26,8.899568750731748e-17,2.1235910444245626e-33,1.659696117075665e-25,1.2940829985401235e-30,4.507720671810413e-35,1.0350501933597429e-31,6.58240199350678e-28,4.806260986436715e-53,3.814483754135221e-45,1.7218421774536183e-25,1.8624787659138233e-60,6.676349939193923e-29,5.196813009277779e-26,5.812740453904946e-43,2.584323516108008e-53,2.492026916686664e-51
1.6430646725064707e-14,0.47883893118220744,2.301366264593987e-23,3.8711808182030336e-28,2.535641241884532e-25,2.935366569869571e-31,0.0,0.0,1.777873605353517e-17,6.216812336115725e-30,4.467532258410041e-37,7.443900191403756e-39,5.9240592431525784e-49,1.248553378833226e-57,2.1577868453445183e-41,2.5855829270212403e-31,1.0199955577310019e-28,3.766825956931483e-39,1.9478828562770986e-56,2.276649977943437e-55,1.8584598405609854e-31,1.7591491409298233e-47,2.1523002457007894e-25,4.46605745261116e-60,1.3925497717051406e-41,6.6140346476698884e-49,2.9023426191493145e-47,1.4325151216488657e-59,9.955172135652969e-64,7.866089560553556e-66,2.6298101994649797e-51,8.194332559230505e-64,5.614866671934484e-50,1.3608035071907056e-84,3.76,0.0,0.7106968521217814,0.99999999904896,3.359276113401494e-33,1.4344925814089344e-38,2.7288851661442733e-14,2.7288851661442733e-14,4.394248821777867e-31,1.442372183334222e-36,9.510398101412475e-10,2.6972097636348447e-34,1.4898721445416121e-36,1.777875887431732e-17,7.111551853390882e-26,2.164720438173634e-33,2.0638465902728854e-26,1.1124461876837076e-16,3.2443677362937714e-33,2.53564100666978e-25,1.9770666858621536e-30,6.886798538688456e-35,1.581323037427523e-31,1.005642427627212e-27,1.0196174017996226e-52,6.94412312057388e-45,2.152302920488992e-25,4.526200133537641e-60,1.0199955578781281e-28,7.939556986905483e-26,1.0581873723828913e-42,5.8056043861055515e-53,5.598240536411793e-51
2.3002907643640435e-14,0.4788389311822084,3.222034291543658e-23,5.4197944397101125e-28,4.875948983168099e-25,5.644756759706132e-31,0.0,0.0,2.4890232891324745e-17,1.1954711679467214e-29,1.1795605550198292e-36,1.9654091034554662e-38,1.5641440438916205e-48,3.29654830726582e-57,4.149346754613121e-41,4.971983407461504e-31,1.9614156120827385e-28,9.945531418385987e-39,5.145644268401624e-56,6.011028516655704e-55,3.5737529713714226e-31,4.644673449398383e-47,3.0132192837384125e-25,2.5041821841786707e-59,3.6767429348368604e-41,1.8097621761487817e-48,7.939959656442589e-47,5.555267214509516e-59,5.582007253927309e-63,4.410628803114793e-65,9.634810052543952e-51,4.600183618249553e-63,2.177373521923662e-49,1.2379613410365236e-83,3.76,0.0,0.7106968521217704,0.9999999986685558,8.869481779927103e-33,3.787484392054131e-38,3.820439602730818e-14,3.820439602730818e-14,8.449982359442937e-31,2.7736308765823606e-36,1.3314441022914187e-09,5.186639351489741e-34,2.865016464315454e-36,2.4890264740765257e-17,1.367526413873798e-25,5.714815030691476e-33,3.968704463712414e-26,1.5574248123163504e-16,6.238805153529373e-33,4.875948554938608e-25,3.8018297225498745e-30,1.3243154481254247e-34,3.0408286095329587e-31,1.9338150253487475e-27,3.735046274352659e-52,1.8334537418151826e-44,3.013224427260562e-25,2.34385850347512e-59,1.961415612471195e-28,1.5267488374551985e-25,2.7939274223509886e-42,2.2513392747847263e-52,2.170901894337713e-50
2.9575168562216167e-14,0.47883893118220944,4.1427736414618035e-23,6.968490902848071e-28,7.996544531185417e-25,9.257626659677828e-31,0.0,0.0,3.200172973204435e-17,1.9605698333889938e-29,2.4455247045195345e-36,4.0747846935508156e-38,3.242895107876065e-48,6.83456792324884e-57,6.804916234671007e-41,8.154038074189272e-31,3.2167168666221485e-28,2.0619575123601936e-38,1.0673106145025332e-55,1.2462368316097122e-54,5.860946256639185e-31,9.62957193561293e-47,3.87413752612163e-25,8.369987049428036e-59,7.622809670488841e-41,3.8152769489632285e-48,1.6737077504528877e-46,1.478238845639831e-58,1.865732115946608e-62,1.4742101598736768e-64,2.501833478677627e-50,1.5266521895304772e-62,5.793785774284512e-49,5.359754481059276e-83,3.76,0.0,0.7106968521217594,0.9999999982881586,1.8388658993767227e-32,7.852404551383304e-38,4.911994039317347e-14,4.911994039317347e-14,1.3857944762569292e-30,4.5487477106022876e-36,1.711841474152601e-09,8.506075632340504e-34,4.698690966305593e-36,3.200177055150174e-17,2.242739991046652e-25,1.1847446460170659e-32,6.508665735059969e-26,2.0024034361686978e-16,1.023162540399369e-32,7.996543867290428e-25,6.234991507290645e-30,2.1718871956041777e-34,4.986951544473845e-31,3.1714519360315318e-27,9.69795189228042e-52,3.8012091942945353e-44,3.8741459614830377e-25,7.549641436866378e-59,3.2167168674275154e-28,2.503864295450396e-25,5.79251190351147e-42,5.990601748327854e-52,5.776512146405775e-50
4.271969039936762e-14,0.4788389311822113,5.984466280146215e-23,1.0066132352111192e-27,1.657827003467763e-24,1.9193785744795156e-30,0.0,0.0,4.6224723422272663e-17,4.0646127082908124e-29,7.348095736188918e-36,1.2243544310875399e-37,9.744193091356932e-48,2.053588195994359e-56,1.4107800300723298e-40,1.6904770428487006e-30,6.668830641547777e-28,6.195583869834137e-38,3.2102399354390353e-55,3.744581510811466e-54,1.2150792195534828e-30,2.893408100577102e-46,5.595971624264088e-25,5.5520051248637704e-58,2.2904341982370075e-40,1.1638315330562835e-47,5.1049691362152e-46,6.626179216690675e-58,1.2375830169927148e-61,9.778774989107115e-64,1.1089526677205638e-49,1.0420605592441663e-61,2.596911341707135e-48,6.182182414619513e-82,3.76,0.0,0.7106968521217375,0.9999999975273844,5.525261163445469e-32,2.3594208891307877e-37,7.095102912490353e-14,7.095102912490354e-14,2.8729977151617026e-30,9.430368322598351e-36,2.472615460574669e-09,1.763461776625131e-33,9.741542815187957e-36,4.6224782005864066e-17,4.649601888159856e-25,3.5595343643741485e-32,1.3493630706719032e-25,2.892360681532839e-16,2.121199350923182e-32,1.6578268829480385e-24,1.292625473151875e-29,4.502768917917955e-34,1.0338844294482687e-30,6.574988170916262e-27,4.298281261664441e-51,1.1421536295142992e-43,5.595989112269152e-25,5.046464447826268e-58,6.668830643967671e-28,5.190958994079584e-25,1.7404826155799494e-41,2.685128752282521e-51,2.5891110635098552e-49
