Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944)
8.792116117659468e-07,0.9787621591766771,0.001398795956329839,0.00017531011214607286,0.000517539137719091,0.006809669921835224,0.0,0.0,0.00013682601021594863,5.156321783953009e-07,0.00035786963489187196,1.6570751892407445e-05,2.5250621748883376e-06,2.733498061834016e-11,1.0860691450611118e-08,1.162055743466912e-06,0.00033750116593681386,8.70979867014721e-05,3.9102638564759257e-07,3.2335579978528055e-07,0.0004489866732744416,9.428331410040092e-09,1.1192859708778398e-07,6.067461734653708e-08,1.2675880989878139e-08,0.0002002023722536585,6.392409879946489e-07,4.489576387894665e-06,1.7434309429358306e-08,1.945783072606233e-09,5.049943939640858e-08,7.214449908786442e-10,1.2544024797901658e-07,3.701679062202395e-08,3.76,0.0,0.5511536741047999,0.9954291197207178,0.001465215257222169,7.366907404866088e-05,0.40685281134883977,0.4097907355118219,6.706363815847124e-07,2.6961070723792366e-09,0.0026013495804964324,0.0002803465662438111,0.0004934388149282624,0.00014670143268204268,1.0653625195610932e-05,0.002855827185679697,0.005509993303535713,0.022759816490469018,0.0002326788777636151,0.00027773459051320644,9.149668656773937e-06,7.054089635435258e-08,5.759967101219888e-06,2.94657135379886e-06,1.1905204120778335e-05,3.4186799829038324e-06,0.00011800330405477744,1.6929560882696933e-06,0.0003475090632467379,2.690286856045013e-09,0.00018953903377957277,9.493856970125819e-07,2.239935733051796e-09,4.552395349902087e-05,3.1106009575799087e-09,4.0943139016393664e-10,1.6014040032948222e-14,3.30740947300268e-11,4.5687348510061305e-11,3.603150729354713e-09,3.2469075852332727e-15,4.1383867045587236e-08,7.759574619820893e-13,3.4170021707051537e-10,6.108088876150981e-13,7.407469879161304e-09,1.4125248135830693e-07,3.878579100440956e-08,4.598587300214137e-11,2.963033906851204e-07,4.282415207854528e-06,1.0528514720220432e-10,8.79626393683472e-11,0.0007090868889410483,9.846401099066849e-14,1.2127436708419695e-06,2.1317661192725002e-11,2.0214045310329748e-05,7.323577051614183e-06,1.796249190736025e-07,1.0312491140346437e-07,4.59542493942129e-06,6.375057447953487e-08,2.0499152923596317e-08,5.5614178252706873e-11,2.243916611673765e-06,3.916021013650863e-08,1.6766899929765318e-09,2.750148063004877e-10,6.691536690194294e-10,1.5144757342145006e-08,5.084153808625766e-11,6.882497119531949e-09,1.3283434433294617e-09,5.09436008897932e-12,1.9679238995404187e-13,1.4020154365992802e-06,1.5888953446535742e-06,1.1574800500834073e-10,1.8517786082675598e-06,3.4942611778090326e-12,1.0657692592521377e-10,3.5687138617768254e-14,1.2617731696703053e-13,1.0033484872095891e-11
8.86620936902312e-07,0.9792085962352247,0.0014195630157969007,0.00017927598364754992,0.00052586874525029,0.006949944637199915,0.0,0.0,0.00013816954659752833,5.244493620663512e-07,0.00037173314071655843,1.7202881787225823e-05,2.6361098548398145e-06,2.9066430704345972e-11,1.1364665796155801e-08,1.1967962152330288e-06,0.00034465340324098384,8.982140600079979e-05,4.12508387847723e-07,3.368523365216825e-07,0.0004580109711487016,9.659617249991172e-09,1.1539236206980135e-07,6.342992582643955e-08,1.297165503199787e-08,0.00020813306277827536,6.476255582247629e-07,4.621638627572927e-06,1.8319218309009395e-08,2.0303145209832105e-09,5.219669505271024e-08,7.423638525265423e-10,1.2802287346226884e-07,3.7941553152035786e-08,3.76,0.0,0.5483649135032745,0.9953783807779755,0.0015040023933741706,7.557637248947402e-05,0.4093267097707259,0.4123475030945368,6.747196816129056e-07,2.712565833859816e-09,0.0026012171207095347,0.00028711231322882836,0.0005081705863360064,0.00014825158304170754,1.076382547577606e-05,0.0029120112798293497,0.005617885536428781,0.022896828467331848,0.00023837201634368808,0.00028346230299836805,9.323617620258715e-06,7.203988771279308e-08,5.876677818169983e-06,2.9817963780226892e-06,1.2381508966690758e-05,3.548016779160041e-06,0.00012247783971918298,1.765490385508363e-06,0.0003546035557335614,2.7173956532324957e-09,0.00019561079522726986,9.846027919979007e-07,2.3249138869446593e-09,4.6747807373857865e-05,3.1927538965281614e-09,4.2681719919522323e-10,1.6693198946076852e-14,3.466187423577686e-11,4.796152556124391e-11,3.7070233440704076e-09,3.3844820624975117e-15,4.2604155195240944e-08,7.991618313098884e-13,3.456240105707684e-10,6.288005116628517e-13,7.65244194895903e-09,1.4401724804635235e-07,3.9984128026470716e-08,4.73860790707416e-11,3.097695441037557e-07,4.505566707062381e-06,1.1071089247397511e-10,9.046627153783825e-11,0.0007193212379180916,1.0229957926216276e-13,1.2306049715478042e-06,2.1621333391433142e-11,2.0730700763607264e-05,7.455656293678163e-06,1.893486485944377e-07,1.0482873701519858e-07,4.671986330804339e-06,6.643760526996631e-08,2.1616240683355742e-08,5.6514506138140484e-11,2.2945063340466733e-06,4.003142412487174e-08,1.7132464392119028e-09,2.8473646643434877e-10,6.928605657177084e-10,1.591725139097264e-08,5.137828134638602e-11,7.05523175728034e-09,1.3963705843010647e-09,5.430482248765624e-12,2.0634995250248214e-13,1.4764854966497252e-06,1.6564785793179288e-06,1.2061939430700273e-10,1.9294472013860523e-06,3.6782888369387065e-12,1.1207542973276012e-10,3.7372346314194864e-14,1.3140468786288034e-13,1.052253008252796e-11
8.940302620386773e-07,0.9796533294788496,0.001440440494304658,0.0001832959838028805,0.0005342411286951338,0.007091763650843288,0.0,0.0,0.0001395217250154599,5.333609521520926e-07,0.00038599939526785863,1.7853637824911292e-05,2.751015803601415e-06,3.0890556394812144e-11,1.1887256302336658e-08,1.2322527450169663e-06,0.00035189372659346464,9.260297375439432e-05,4.3499545280087636e-07,3.5079460099981915e-07,0.00046716391478645697,9.895107170762012e-09,1.1893795408342704e-07,6.628505404285947e-08,1.327205907364504e-08,0.00021630706099784808,6.560682781859844e-07,4.756561339719232e-06,1.924104443640459e-08,2.117752614780626e-09,5.393749905604885e-08,7.636864689940522e-10,1.306329976389834e-07,3.8880646913506117e-08,3.76,0.0,0.545587465824522,0.9953266844815815,0.0015434592759557386,7.751499825485542e-05,0.4117865061542716,0.41489189979556396,6.78779714222878e-07,2.7289311699175157e-09,0.002601082160499152,0.00029396718746677926,0.000523177304159435,0.0001497977918170785,1.0873757444492802e-05,0.002968767527565963,0.005726823756723989,0.023033168157981364,0.00024414277300761493,0.00028927242333015926,9.499235687705058e-06,7.356557102829619e-08,5.9945617223093365e-06,3.0170874479995685e-06,1.2871883360013468e-05,3.6809182365842446e-06,0.00012708483324730703,1.8403540384630298e-06,0.0003617784617578303,2.744407438315089e-09,0.00020182660219391797,1.0208944346828326e-06,2.4124295626113503e-09,4.7990824732793756e-05,3.2761395878986505e-09,4.4475267542174384e-10,1.7393798599948273e-14,3.632913672377593e-11,5.033787463691692e-11,3.81308017792205e-09,3.5263949880066463e-15,4.384899744752256e-08,8.228403798014452e-13,3.495519938804265e-10,6.471527156047552e-13,7.903427580715161e-09,1.468088918581093e-07,4.121142583821359e-08,4.8818440456702304e-11,3.237638562661863e-07,4.738405329223851e-06,1.1636893983213256e-10,9.301672799203732e-11,0.0007296262102580412,1.0626454065403478e-13,1.2484873681672173e-06,2.1925094121546233e-11,2.125519191961299e-05,7.588939851247259e-06,1.99494155203684e-07,1.0653847140674784e-07,4.748791681283896e-06,6.92343144332938e-08,2.278307126360529e-08,5.74169549572399e-11,2.3455825521282775e-06,4.091344440462957e-08,1.7502451798011386e-09,2.9470190443595964e-10,7.171640064044072e-10,1.6722050142223617e-08,5.191460236313563e-11,7.23108983823706e-09,1.4672305756323859e-09,5.7858898775258405e-12,2.163004834262577e-13,1.554577715906972e-06,1.7262519910477264e-06,1.256459690288045e-10,2.0097523292479164e-06,3.870356657400953e-12,1.1780950502870575e-10,3.912340195748934e-14,1.368064578035496e-13,1.1031096092129132e-11
9.014395871750426e-07,0.9800963678522826,0.001461426447519613,0.00018737014049724854,0.0005426551878031548,0.00723512489244788,0.0,0.0,0.0001408826929103836,5.423680637449112e-07,0.00040067589822373776,1.8523396579151814e-05,2.8698703604268867e-06,3.2811321767649905e-11,1.24289497712258e-08,1.268431805546932e-06,0.00035922221222208227,9.544326812501508e-05,4.5852593949618783e-07,3.6519323404451924e-07,0.0004764468503305241,1.013485328573876e-08,1.2256657121135425e-07,6.924262213114148e-08,1.3577131570804791e-08,0.00022472946434631377,6.64569123380059e-07,4.8943817942134e-06,2.0200981947383204e-08,2.2081691076113495e-09,5.5722575513005864e-08,7.854155238968352e-10,1.3327041637890134e-07,3.9834119361794823e-08,3.76,0.0,0.5428212835676567,0.9952740208771771,0.0015835904196733637,7.948512968450703e-05,0.41423223625507327,0.41742398297139066,6.8281653843209e-07,2.7452033221231856e-09,0.0026009446738438223,0.00030091089013885427,0.00053846007178722,0.00015133979392505488,1.0983403308729222e-05,0.003026094190516872,0.005836802398995862,0.023168841241165163,0.00024999096104665665,0.00029516565451489347,9.67650927237122e-06,7.511830374077456e-08,6.113609693558558e-06,3.0524413042595365e-06,1.3376569480569903e-05,3.817438532636885e-06,0.0001318269549655423,1.9175931304361694e-06,0.0003690338215695324,2.771317502511385e-09,0.00020818862979036194,1.0582868427635289e-06,2.5025350276286034e-09,4.925300965793961e-05,3.3607566182953786e-09,4.632482957499254e-10,1.8116246698506633e-14,3.8079462043936137e-11,5.2820206795258285e-11,3.921352144443968e-09,3.6727287142616375e-15,4.511859724166075e-08,8.469971724302964e-13,3.534837873382962e-10,6.658684278053863e-13,8.160521616901468e-09,1.4962727087889136e-07,4.2468202734552105e-08,5.028346282777649e-11,3.38302651112543e-07,4.981261403383748e-06,1.222670543462713e-10,9.56142789682191e-11,0.0007400024033120243,1.1036256761339622e-13,1.2663876667600287e-06,2.2228887264905364e-11,2.1787538548474645e-05,7.723416186428713e-06,2.1007458575545438e-07,1.082538398114462e-07,4.825827436956881e-06,7.21456634345173e-08,2.400133942511932e-08,5.832135801192366e-11,2.397138295940921e-06,4.1806277852053996e-08,1.7876863948829502e-09,3.049140537461056e-10,7.420712638707796e-10,1.7560188097408508e-08,5.24504368253733e-11,7.410090749470033e-09,1.5410124966566452e-09,6.1615047769250115e-12,2.266567579485861e-13,1.636439461278734e-06,1.7982615254050642e-06,1.3083086806459199e-10,2.092760034302795e-06,4.070742049592166e-12,1.2378702628237182e-10,4.0942309885503625e-14,1.4238686990146436e-13,1.155977939974957e-11
9.088489123114079e-07,0.9805377202176229,0.001482518884623162,0.0001914984660764479,0.0005511098031936894,0.0073800260695217135,0.0,0.0,0.00014225259804122146,5.5147183841673e-07,0.0004157701906347549,1.9212537887059568e-05,2.9927645179856993e-06,3.4832808338915507e-11,1.2990238326343222e-08,1.3053397383438909e-06,0.000366638920434434,9.834286068428735e-05,4.831392876425307e-07,3.8005901061641265e-07,0.00048586112794801473,1.037890777915686e-08,1.2627941032589108e-07,7.230528604483878e-08,1.388691093797127e-08,0.00023340541300296536,6.731280551417252e-07,5.0351372620680576e-06,2.1200251018774818e-08,2.3016366442208804e-09,5.7552649294521306e-08,8.075536016189733e-10,1.359349155238679e-07,4.08020155773217e-08,3.76,0.0,0.5400663197913972,0.9952203800650377,0.0016244002605707553,8.148694209259262e-05,0.41666393565548254,0.4199438097708236,6.868302129706452e-07,2.7613825308327018e-09,0.0026008046348638975,0.00030794309240575067,0.0005540199142792191,0.00015287732312306207,1.1092745186837788e-05,0.0030839894314497562,0.005947815678695565,0.023303853373382383,0.0002559163680387267,0.0003011426948147729,9.855424170168986e-06,7.669844135740907e-08,6.233812189788411e-06,3.0878546430660605e-06,1.38958085518397e-05,3.957631398456121e-06,0.000136706894687827,1.997253775902756e-06,0.00037636966737761686,2.798121122797812e-09,0.00021469906238393943,1.0968067080897982e-06,2.595282974383423e-09,5.053436037824425e-05,3.446603175864682e-09,4.823145268138932e-10,1.8860950513433617e-14,3.991654701135385e-11,5.541243181246351e-11,4.031870412081604e-09,3.823565501389288e-15,4.641315304071258e-08,8.716361805478189e-13,3.574190066844182e-10,6.849505021980369e-13,8.42381938202952e-09,1.5247223757370683e-07,4.375498326585373e-08,5.1781654980114165e-11,3.5340256987222596e-07,5.234473003685353e-06,1.2841317631972914e-10,9.825918235656163e-11,0.0007504504289692287,1.1459740622942906e-13,1.284302675211389e-06,2.2532656824841443e-11,2.232775945649454e-05,7.859073292274384e-06,2.2110328701004822e-07,1.0997456703735519e-07,4.903080019976448e-06,7.517686100977452e-08,2.527277754909281e-08,5.922754858478781e-11,2.4491664775304955e-06,4.270993019012485e-08,1.8255702171529774e-09,3.153757938800078e-10,7.675894832808835e-10,1.8432720897091103e-08,5.298571986061599e-11,7.592253040881875e-09,1.617807181953625e-09,6.558282386897339e-12,2.374318232293823e-13,1.7222224318795346e-06,1.8725533246005908e-06,1.3617723896904264e-10,2.1785371989321585e-06,4.279729235993493e-12,1.3001604547701773e-10,4.2831114385755186e-14,1.481502162830867e-13,1.2109188198161168e-11
9.236675625841384e-07,0.9814154019584624,0.0015250150141488034,0.00019991759411367653,0.0005681361303608778,0.007674437941611514,0.0,0.0,0.0001450198124918694,5.699740770869742e-07,0.00044724250482736636,2.06505034001137e-05,3.251038622728669e-06,3.919486370207348e-11,1.4173594484439649e-08,1.3813669006039138e-06,0.00038173716507922584,0.00010432219229775016,5.357778192685521e-07,4.112357539599191e-07,0.0005050891275943101,1.0880150864947082e-08,1.3396253279341482e-07,7.875670112950076e-08,1.4520743691857051e-08,0.00025153871343897054,6.904199517319978e-07,5.325602263648911e-06,2.332179575194915e-08,2.4980197912075453e-09,6.13506896759742e-08,8.530666507518866e-10,1.4134424820447965e-07,4.2781247758588924e-08,3.76,0.0,0.5345898627047168,0.9951101275128528,0.0017080733733825565,8.558629580383926e-05,0.421485383867814,0.4249469218041889,6.947883466009991e-07,2.7934630734147974e-09,0.002600516797178792,0.00032227152891517224,0.0005859745250077271,0.0001559378924369323,1.1310445042352517e-05,0.00320147780174674,0.0061729219144681,0.02357191729620908,0.0002679978592350357,0.0003133509700388766,1.0218117983953398e-05,7.994234233544834e-08,6.4776404649701745e-06,3.158846330845939e-06,1.4978904597558499e-05,4.24924726807922e-06,0.00014689108072098934,2.164024165541302e-06,0.0003912829053701473,2.8513900762014724e-09,0.00022817392379820324,1.1773379740026633e-06,2.788919130494848e-09,5.3154522439550164e-05,3.6219756091839214e-09,5.222005937241294e-10,2.0418750555758775e-14,4.3866376100658776e-11,6.094269602906794e-11,4.259771782547817e-09,4.13907650183277e-15,4.907790058986249e-08,9.223762404724265e-13,3.6529816293389527e-10,7.242247660694392e-13,8.969409707476767e-09,1.582413156881609e-07,4.6420684896621824e-08,5.487959864319797e-11,3.8535392525648437e-07,5.77335416905184e-06,1.4148208647795782e-10,1.0369201431583174e-10,0.0007715644964544305,1.234929109926369e-13,1.3201640665466253e-06,2.3139901886125627e-11,2.3431894597589e-05,8.13387944271647e-06,2.445598636516077e-07,1.1343099540293381e-07,5.058181255427425e-06,8.16209417630286e-08,2.7982282352960693e-08,6.104462553788688e-11,2.5546112341551777e-06,4.454970864157989e-08,1.902665975893433e-09,3.3705927764686655e-10,8.204867083760808e-10,2.0285299433794906e-08,5.4054369390511345e-11,7.96613164884119e-09,1.7808069808432622e-09,7.41931989556646e-12,2.6029187522792594e-13,1.9061808227104262e-06,2.028169127271168e-06,1.4736701938971218e-10,2.3586715262649267e-06,4.724680420846282e-12,1.432616796582515e-10,4.682679000100059e-14,1.6024311734274824e-13,1.3272673648221349e-11
9.370043478295958e-07,0.9821996365855561,0.0015636047782189985,0.00020767986402002637,0.0005835869102182694,0.007944647613795043,0.0,0.0,0.00014754235881643855,5.869686822898671e-07,0.00047707286708522615,2.2014835502911993e-05,3.498225489941931e-06,4.350856143444585e-11,1.5310668387073914e-08,1.4523448435674828e-06,0.0003956275787187707,0.00010991198135200562,5.872741907000716e-07,4.410032299355571e-07,0.0005228571291074291,1.1346528506434042e-08,1.4117734579680104e-07,8.49497618253218e-08,1.5107674947288982e-08,0.00026877820746955896,7.061806300608905e-07,5.5974320596994005e-06,2.5378479782846727e-08,2.685945662854065e-09,6.493008987754682e-08,8.954510527331555e-10,1.4630290855491836e-07,4.46122896378697e-08,3.76,0.0,0.5296989590204592,0.9950074600939388,0.0017857431440164945,8.93857588998683e-05,0.42577705597045207,0.4294083749320049,7.018720787724678e-07,2.8220200831407792e-09,0.00260024875792606,0.0003354658688972345,0.0006156899065470977,0.0001586744152394265,1.150515423837791e-05,0.003309141403088621,0.006378993457444452,0.023810970644510647,0.00027913262446821403,0.00032463194066923985,1.0550000466123866e-05,8.295909700744164e-08,6.700929941522522e-06,3.2229082236755494e-06,1.6005856245116297e-05,4.524790073307794e-06,0.0001565555446384622,2.3228614522242737e-06,0.00040498023872302663,2.8989204696164144e-09,0.00024083093240512285,1.2539496469509036e-06,2.972765816256756e-09,5.5578075266477006e-05,3.7839893085480705e-09,5.601540824214386e-10,2.1900952243375642e-14,4.7757468202649515e-11,6.633702754722724e-11,4.472883168903836e-09,4.439258234171265e-15,5.156340591822867e-08,9.697292768534849e-13,3.723971706114803e-10,7.608515802134931e-13,9.482623328789595e-09,1.635228203681795e-07,4.8927820245583116e-08,5.778635202804331e-11,4.16202598415719e-07,6.297315391209828e-06,1.5417557379929643e-10,1.087458316632376e-10,0.000790819249700356,1.320059690267043e-13,1.3524576652365484e-06,2.3685782932797488e-11,2.4452715671178928e-05,8.385113156302288e-06,2.673417110263057e-07,1.1655734069623365e-07,5.198377322619637e-06,8.788821825872413e-08,3.062083354355934e-08,6.268443649472999e-11,2.6510538589791066e-06,4.624254352377838e-08,1.9735662296989205e-09,3.5745569409004935e-10,8.702525193182055e-10,2.208127430901393e-08,5.501360602299446e-11,8.313602507438377e-09,1.938757765215217e-09,8.276928548293e-12,2.824346457543377e-13,2.0867663679668044e-06,2.1764947802203615e-06,1.5802174708120713e-10,2.5309514837791855e-06,5.157548223177005e-12,1.5612732317552519e-10,5.0683270388372174e-14,1.7179637738984458e-13,1.4397033354770202e-11
9.503411330750532e-07,0.9829785425789764,0.0016025064542511118,0.0002156170973150793,0.000599150822646479,0.008219800737152965,0.0,0.0,0.00015009617165046878,6.042954644494409e-07,0.0005083758576953104,2.344801577773348e-05,3.75994116700778e-06,4.8217526798391796e-11,1.651910337777956e-08,1.5257764265473282e-06,0.0004098040236031133,0.00011570245968210135,6.429433328281305e-07,4.724577549380458e-07,0.0005410718145004563,1.1827677830987901e-08,1.4868354035920434e-07,9.152621873008021e-08,1.5710451254186413e-08,0.0002869209524975324,7.221282401041064e-07,5.879349854967705e-06,2.7582781476965546e-08,2.8849257378977895e-09,6.86665455656298e-08,9.391960618855274e-10,1.513455198011365e-07,4.649065714443116e-08,3.76,0.0,0.524843698598708,0.9949014754301193,0.0018656770871358004,9.329045361127542e-05,0.43002381493667396,0.43383099680568465,7.088817076885656e-07,2.8502796437688167e-09,0.0025999720541376183,0.00034894043813951675,0.0006463152420940069,0.0001613922596683076,1.169859686441705e-05,0.0034186140670618443,0.006588317215692646,0.024047969403415814,0.00029051307621702965,0.00033619505919679863,1.0886951380458515e-05,8.607006051608433e-08,6.927792163070282e-06,3.2871094172548485e-06,1.7083648419269188e-05,4.813042548930764e-06,0.00016670918818811537,2.4902600464245962e-06,0.0004189384758382293,2.9460320222664045e-09,0.00025400312269938287,1.334651506824983e-06,3.166011668315733e-09,5.8063422966655186e-05,3.949939875719131e-09,6.001179007632989e-10,2.346154706373562e-14,5.199263489180259e-11,7.215277187869601e-11,4.6937686485673956e-09,4.755299007006363e-15,5.413260951996766e-08,1.0187018211515215e-12,3.795010908448947e-10,7.987061249836857e-13,1.0017439768248637e-08,1.688879168734533e-07,5.1540614271595107e-08,6.080861648026565e-11,4.4914251231273427e-07,6.860446480184081e-06,1.6780421095511114e-10,1.1395648442346634e-10,0.0008103168876843707,1.410241631974566e-13,1.3847494376011132e-06,2.423072351545718e-11,2.5499299285656558e-05,8.639964406944975e-06,2.9179221909109177e-07,1.1969675542652344e-07,5.339063979996978e-06,9.463733778096662e-08,3.346033424567356e-08,6.432744920909033e-11,2.748911941894341e-06,4.797046751316739e-08,2.0459004096741435e-09,3.7870279454825044e-10,9.221023900904032e-10,2.400607384171489e-08,5.5970022214860004e-11,8.671564193704302e-09,2.107963118075766e-09,9.219574287347162e-12,3.0614963271851524e-13,2.282619370148259e-06,2.332939023037903e-06,1.6924880277209388e-10,2.7132810419585013e-06,5.623025730843739e-12,1.6994126689006974e-10,5.4799832152726825e-14,1.8401118801438873e-13,1.559853887778656e-11
9.636779183205106e-07,0.9837521686189913,0.0016417067415374121,0.00022372877269603915,0.0006148206654552506,0.00849987574793985,0.0,0.0,0.0001526821208293554,6.219620689881753e-07,0.000541196725691175,2.495236759783912e-05,4.036734222988318e-06,5.3349904744978174e-11,1.7801931204533933e-08,1.6016932246047132e-06,0.00042426625119349235,0.0001216966916388551,7.030562062414597e-07,5.056667568643911e-07,0.0005597411451157532,1.2323902861731138e-08,1.564879821247531e-07,9.850278214429358e-08,1.632929421747706e-08,0.0003059983061068549,7.382620196276919e-07,6.171571623293192e-06,2.99427784882835e-08,3.0954137095910977e-09,7.256425586953035e-08,9.843128107440204e-10,1.5647046998801473e-07,4.841652752408538e-08,3.76,0.0,0.5200238277024527,0.9947921182271738,0.0019478979800624959,9.730128933977615e-05,0.4342258631126447,0.43821511335296265,7.15817567275826e-07,2.87824311981001e-09,0.002599686541244998,0.00036269220562179424,0.000677853517267575,0.0001640898406093104,1.1890666059103652e-05,0.0035298814586649315,0.006800851496174991,0.024282945680263786,0.00030213701688915615,0.0003480441811168152,1.1228865218881434e-05,8.927720675706777e-08,7.158155958316884e-06,3.3514290222915253e-06,1.8213629602709916e-05,5.114296027365126e-06,0.00017736830976507818,2.6664860588050458e-06,0.0004331575085624446,2.9926968544899145e-09,0.0002677035115888646,1.4196169068992579e-06,3.368977608913528e-09,6.061033470220317e-05,4.119801836363538e-09,6.421517619343888e-10,2.510285727339501e-14,5.659782020756796e-11,7.841634202393622e-11,4.922618803022409e-09,5.087667676475032e-15,5.678646617467527e-08,1.0693132082645017e-12,3.866075153588963e-10,8.378020228357775e-13,1.0574430118681167e-08,1.7433554063189508e-07,5.4262356162640484e-08,6.394945330578745e-11,4.842820266558269e-07,7.465006526030136e-06,1.8242076793674444e-10,1.1932498966639724e-10,0.0008300614624008703,1.5057220649156193e-13,1.4170209260943042e-06,2.4774403026062433e-11,2.6571722116864175e-05,8.898346250195792e-06,3.179958835370875e-07,1.2284762690765894e-07,5.480161584963045e-06,1.0190918298260577e-07,3.651226757945739e-08,6.597269553375851e-11,2.8481403570478e-06,4.9733471795631237e-08,2.119667553811052e-09,4.008150379195793e-10,9.760724449052313e-10,2.606661969354553e-08,5.6923220347119235e-11,9.040091808606435e-09,2.289016576947244e-09,1.0254135763014039e-11,3.3152272689700166e-13,2.4947877326193795e-06,2.4977748344133182e-06,1.8106661800049538e-10,2.906078024690205e-06,6.123027009570445e-12,1.8475701456315982e-10,5.918983521694494e-14,1.9691416080705047e-13,1.6881162004242415e-11
9.770147035659681e-07,0.9845205625082967,0.0016811918495892439,0.00023201418731605563,0.0006305890480830653,0.008784848658991205,0.0,0.0,0.00015530107730744308,6.39976437182749e-07,0.0005755810131173624,2.65302423121686e-05,4.329156439083228e-06,5.893511237921121e-11,1.916221942206947e-08,1.6801250331865697e-06,0.00043901383167809,0.00012789765384822835,7.678961861515987e-07,5.406988955979475e-07,0.0005788730882254373,1.2835506565628589e-08,1.6459748026786329e-07,1.0589648873256414e-07,1.6964424429635643e-08,0.00032604196926659944,7.545810433501699e-07,6.474312462051095e-06,3.2466832349428515e-08,3.3178711769669034e-09,7.662739269473816e-08,1.0308111799077263e-09,1.616760422671363e-07,5.039005336202937e-08,3.76,0.0,0.5152390983299928,0.994679334048902,0.0020324276241208035,0.00010141914159875444,0.43838340169316653,0.44256104840497323,7.226799895438196e-07,2.9059118670972464e-09,0.002599392076915795,0.00037671780997513486,0.0007103068011500627,0.00016676556686701379,1.2081254432897768e-05,0.0036429281812914464,0.007016552294452648,0.02451593130164474,0.0003140019627377714,0.00036018308459403835,1.1575629820715646e-05,9.258247126040717e-08,7.391945593571887e-06,3.415845676422438e-06,1.9397123520513487e-05,5.428833530182338e-06,0.00018854935366160143,2.851803453642211e-06,0.00044763714124483486,3.038887051609532e-09,0.00028194517722250726,1.50902449297291e-06,3.5819879137587686e-09,6.32185130332231e-05,4.2935452464455214e-09,6.863146750516247e-10,2.6827177336524412e-14,6.160027442180173e-11,8.515519811385009e-11,5.159626602407141e-09,5.436827425518487e-15,5.952586470197747e-08,1.1215815238816442e-12,3.9371398755046826e-10,8.78151915631399e-13,1.1154169098066996e-08,1.7986456775834073e-07,5.709640289363464e-08,6.721194433957062e-11,5.217326915185908e-07,8.113339886295602e-06,1.9807991759108442e-10,1.2485221075504755e-10,0.0008500571522707914,1.6067562095161352e-13,1.4492537492872533e-06,2.5316503095486777e-11,2.7670051886271586e-05,9.160166876148886e-06,3.460389283584515e-07,1.2600834264376253e-07,5.621590493985513e-06,1.0974822594159128e-07,3.978852071859835e-08,6.761921008327069e-11,2.948693026938449e-06,5.15315351522194e-08,2.194866189762586e-09,4.238060835322825e-10,1.0321969021920876e-09,2.8270053949645322e-08,5.787279762698995e-11,9.419249987224406e-09,2.4825301904412594e-09,1.138789756614514e-11,3.586426207845055e-13,2.7243684608086654e-06,2.671275215852689e-06,1.9349356540812285e-10,3.1097673416049593e-06,6.659543552080131e-12,2.006299965148822e-10,6.386704956646594e-14,2.1053229519288786e-13,1.82489975865266e-11
