Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70)
9.732686632701535e-11,0.5018043279678834,3.780558861276794e-30,3.485698254724415e-24,1.6863324903998335e-35,1.7926793027737163e-45,0.0,0.0,1.7724659868749047e-26,4.975781392696132e-45,1.2827384756669318e-42,2.8519047798587442e-55,8.625264096734462e-39,2.705030021945535e-73,6.59953699129962e-56,3.100197875853514e-51,1.5833819051233716e-58,8.466194661709496e-54,5.282282709318366e-44,1.1202381599657729e-43,1.3173390709613302e-23,7.91311454672221e-36,5.169227959779849e-56,1.15552465565776e-96,5.3117139915648125e-68,5.356081471693705e-59,5.731873219761309e-50,3.0985506192335617e-80,4.7764452821508535e-120,6.714940327985974e-114,2.7394689158995626e-74,1.0615650557002182e-62,1.587047398004498e-52,2.4805897479688104e-93,3.76,0.0,0.9295904680171632,0.9999946411804234,1.07558366979239e-49,1.0068644312241137e-76,2.64733909707173e-10,2.6473390970722983e-10,3.054736193106501e-23,1.1268151570168896e-28,5.3588195769850994e-06,1.7728440444473644e-26
9.999999999999999e-11,0.5018043279702402,3.9910917700935055e-30,3.581434543043584e-24,1.8291353262800248e-35,1.9978928173406237e-45,0.0,0.0,1.8711663097105907e-26,5.545361822900528e-45,1.4686598552933375e-42,3.2682475173160076e-55,9.612436321163173e-39,3.1734325791187545e-73,7.538374922270914e-56,3.455058439571434e-51,1.862081530312107e-58,9.693429629438252e-54,5.870322151658408e-44,1.215077196392314e-43,1.390695636045628e-23,8.583057723889398e-36,5.918175847492725e-56,1.5135699587992627e-96,6.413710659856609e-68,6.298699944608568e-59,6.387983682111106e-50,3.743277723842719e-80,6.81688299048647e-120,8.791218102304695e-114,3.3947140701035164e-74,1.24836494998796e-62,1.8171176728073265e-52,3.1610864930845526e-93,3.76,0.0,0.9295904680098921,0.9999945134030263,1.2315085801604212e-49,1.2487802493577118e-76,2.7200496604569436e-10,2.7200496604575444e-10,3.224262698568285e-23,1.1895353555845944e-28,5.4865969741717795e-06,1.8715654207167352e-26
1.0715085805132699e-10,0.5018043279702402,4.582328327611044e-30,3.837537129891487e-24,2.2502722977656985e-35,2.633639941982591e-45,0.0,0.0,2.1483428498188004e-26,7.30990059080342e-45,2.0737999708186746e-42,4.626134137088685e-55,1.26705345617199e-38,4.7667313256116007e-73,1.0578089876959413e-55,4.554387614156937e-51,2.8148376304681273e-58,1.3687976358246728e-53,7.680060377637165e-44,1.494750497917931e-43,1.596700267905686e-23,1.0558682682965137e-35,8.35559682181945e-56,2.9918947422772437e-96,1.0366200799178059e-67,9.520965760456364e-59,8.420574117183076e-50,6.0576655726351865e-80,1.637896222660507e-119,1.7368569514427795e-113,5.856316120421705e-74,1.8868972060051234e-62,2.56598378776233e-52,5.845902377962144e-93,3.76,0.0,0.9295904679904414,0.9999941761979103,1.7390357480942998e-49,2.159528544377116e-76,2.9145565505712946e-10,2.914556550571984e-10,3.700101260174277e-23,1.365659173009765e-28,5.823802090070373e-06,2.1488010849018335e-26
1.1697484977563864e-10,0.501804327972597,5.461151922186839e-30,4.189375843663789e-24,2.927714548577746e-35,3.740643475221295e-45,0.0,0.0,2.560337015173232e-26,1.038240038321958e-44,3.2146526454926574e-42,7.195141452729518e-55,1.7995071137909147e-38,7.991618274980739e-73,1.6257071239967727e-55,6.46854608574504e-51,4.759911830975865e-58,2.1219167902846414e-53,1.0795896556430973e-43,1.944593573510862e-43,1.9029048982354137e-23,1.3736428048895182e-35,1.2949919443306463e-55,7.15400173606141e-96,1.9099825388704364e-67,1.609876778732237e-58,1.195977313912243e-49,1.1176825735801952e-79,5.070636612428826e-119,4.154359726471595e-113,1.1738165723567169e-73,3.190269562490741e-62,3.977894238447289e-52,1.2818541051456583e-92,3.76,0.0,0.9295904679637197,0.9999937236862871,2.695926775182391e-49,4.341809088408054e-76,3.181774004063169e-10,3.18177400406399e-10,4.406780950763436e-23,1.627420688309854e-28,6.2763137132632795e-06,2.5608831332931644e-26
1.2679884149995028e-10,0.5018043279749538,6.417031939176936e-30,4.5412144003700466e-24,3.729067355497773e-35,5.1646431968751314e-45,0.0,0.0,3.0084484553453187e-26,1.4334685443086312e-44,4.81023051047217e-42,1.0802466480335351e-54,2.4843699986226046e-38,1.2847834472366284e-72,2.411844035776501e-55,8.930740087078117e-51,7.717108135277445e-58,3.175278531241607e-53,1.4752783363878652e-43,2.476662507084861e-43,2.2359529619499716e-23,1.7495071972052637e-35,1.9374069087295448e-55,1.5969692411374664e-95,3.352263677393707e-67,2.6098431357385594e-58,1.6512326420946504e-49,1.9636923610884523e-79,1.4361403316493117e-118,9.279258372105253e-113,2.2276406227371994e-73,5.171498126117429e-62,5.9527191287921506e-52,2.6417119696760218e-92,3.76,0.0,0.929590467936998,0.999993283311086,4.0343213376112184e-49,8.259883747360651e-76,3.448991457547353e-10,3.448991457548317e-10,5.1746538649556687e-23,1.9120939705123133e-28,6.716688914418087e-06,3.009090162268304e-26
1.3662283322426191e-10,0.5018043279773104,7.449970667408064e-30,4.89305280422272e-24,4.664739130983608e-35,6.9610603560766e-45,0.0,0.0,3.492677143917824e-26,1.9320556713945967e-44,6.984544550166351e-42,1.5737763207141043e-54,3.348266794977526e-38,1.992826796942395e-72,3.4722263164354945e-55,1.2036751547405283e-50,1.2069578907580552e-57,4.610791043355819e-53,1.9681080098091095e-43,3.0978504918201287e-43,2.595844459048819e-23,2.188332390595736e-35,2.8126435153153125e-55,3.3585685703556264e-95,5.643531668485021e-67,4.081484895019471e-58,2.2255361734324188e-49,3.308344059738244e-79,3.7628449863033087e-118,1.9536961468858068e-112,4.032972761775079e-73,8.086993686290716e-62,8.644039815213577e-52,5.1601961205916386e-92,3.76,0.0,0.9295904679102762,0.9999928547468224,5.85830632667748e-49,1.4983866656884203e-75,3.716208911023847e-10,3.7162089110249655e-10,6.003598843226603e-23,2.2196732881443427e-28,7.145253177975161e-06,3.493422145649303e-26
1.562708166728852e-10,0.501804327982024,9.747033386240236e-30,5.596729169656037e-24,6.980674735432982e-35,1.1915171965276014e-44,0.0,0.0,4.569486166195683e-26,3.307024034605285e-44,1.3671286737223508e-41,3.1010009578925306e-54,5.730366278686877e-38,4.388526193164738e-72,6.681616691036961e-55,2.0601922975088471e-50,2.7016038403973525e-57,9.02587046482283e-53,3.3007312686182962e-43,4.635146758095764e-43,3.396157753397235e-23,3.274343027131637e-35,5.503365989100263e-55,1.2946850115585563e-94,1.443951938442441e-66,9.134415503288323e-58,3.809273907809029e-49,8.472682472705971e-79,2.2178766335123946e-117,7.540280676892873e-112,1.1792520472834586e-72,1.809597681703525e-61,1.6921713892848856e-51,1.7328131138899466e-91,3.76,0.0,0.9295904678568327,0.9999920317925284,1.146832755098806e-48,4.3912372456457447e-75,4.2506438179537644e-10,4.250643817955228e-10,7.844221552721513e-23,2.903527108471755e-28,7.968207471921181e-06,4.57046087651498e-26
1.7591880012150847e-10,0.5018043279867376,1.235235828279976e-29,6.300404971459345e-24,9.958794649264986e-35,1.9135707939522242e-44,0.0,0.0,5.790763892514662e-26,5.310976618277129e-44,2.4711737319713117e-41,5.642430222825646e-54,9.201614361362055e-38,8.788183085444307e-72,1.1874898413296427e-54,3.308457348327859e-50,5.49698802602811e-57,1.6316418185592459e-52,5.19476759949129e-43,6.611589412194264e-43,4.3038447812765167e-23,4.6706185414936985e-35,9.944067740864458e-55,4.2380980463684893e-94,3.3063391654144715e-66,1.858310393111738e-57,6.1174305630436485e-49,1.9410756191614588e-78,1.036482279966411e-116,2.4701681176809604e-111,3.038284159906012e-72,3.680868915862764e-61,3.0590939286911346e-51,5.033944404465782e-91,3.76,0.0,0.9295904678033893,0.9999912523898375,2.0732370323175117e-48,1.1327559228999383e-74,4.785078724852921e-10,4.785078724854774e-10,9.927684591878223e-23,3.6789363161854956e-28,8.74761016291131e-06,5.791999138301736e-26
1.9360198522526942e-10,0.5018043279909798,1.496072982898169e-29,6.933712735866049e-24,1.3274099384667125e-34,2.806989844566414e-44,0.0,0.0,7.013434444574472e-26,7.790480597790213e-44,3.9887241307399567e-41,9.161431924837269e-54,1.3495967793633386e-37,1.5392194322367225e-71,1.887986278895975e-54,4.852863391380756e-50,9.764151311017846e-57,2.633861105680782e-52,7.48370460033821e-43,8.811379130870212e-43,5.2125676485333576e-23,6.224714753918138e-35,1.6045459520473003e-54,1.100880122848371e-93,6.46049942607316e-66,3.300428069281613e-57,8.97324900795977e-49,3.793939889161435e-78,3.5536071404307215e-116,6.418231159995749e-111,6.527399670891239e-72,6.536405971500259e-61,4.9382354710885153e-51,1.1897148478303643e-90,3.76,0.0,0.9295904677552901,0.9999905862565216,3.346788723104059e-48,2.4352587098357634e-74,5.266070141035863e-10,5.266070141038105e-10,1.2009635734967694e-22,4.455046590343355e-28,9.413743478912056e-06,7.014930530831468e-26
2.1128517032903036e-10,0.501804327995222,1.7818821567210252e-29,7.567020088564318e-24,1.7253941614134832e-34,3.9818400659285374e-44,0.0,0.0,8.353124390363726e-26,1.1050979928153737e-43,6.174194420106008e-41,1.4264660144480043e-53,1.9142150099457574e-37,2.564389133607022e-71,2.878909097515209e-54,6.883626032640988e-50,1.6494540256986612e-56,4.077333734171978e-52,1.0427364461632806e-42,1.145161889393721e-42,6.208263239943779e-23,8.090017964065163e-35,2.4828792774406322e-54,2.6319706342552186e-93,1.1906432096355775e-65,5.574674124303607e-57,1.2728494929231672e-48,6.99348504668379e-78,1.0988348800343163e-115,1.534209031390832e-110,1.3118648047659654e-71,1.103884626404413e-60,7.644795798062654e-51,2.6082984962635044e-90,3.76,0.0,0.9295904677071909,0.999989951935992,5.1811091901425463e-48,4.8965102148859375e-74,5.74706155719389e-10,5.747061557196558e-10,1.4286811654704956e-22,5.305246224364748e-28,1.0048064008484649e-05,8.354906289774382e-26
2.289683554327913e-10,0.5018043279994642,2.0926646592626023e-29,8.20032704921714e-24,2.19590374933983e-34,5.491813379590356e-44,0.0,0.0,9.80983362312119e-26,1.5241451676680601e-43,9.22712484587436e-41,2.144297040740926e-53,2.63977193875157e-37,4.096781588460782e-71,4.238782798590854e-54,9.493480721725737e-50,2.671461415749729e-56,6.0939553982838614e-52,1.4128058943640215e-42,1.4572417844136946e-42,7.290931555504668e-23,1.029487880770863e-34,3.709357318678906e-54,5.869110602006542e-93,2.089220539779905e-65,9.02761124957569e-57,1.7554698573271797e-48,1.2273206458437513e-77,3.10727984234479e-115,3.420627125584219e-110,2.4930668850762965e-71,1.787356977182244e-60,1.1426138233128023e-50,5.369723476548412e-90,3.76,0.0,0.9295904676590917,0.9999893479089575,7.743845523115246e-48,9.30862643582298e-74,6.228052973326996e-10,6.22805297333013e-10,1.6758517138418035e-22,6.229501837069945e-28,1.0652091043044095e-05,9.811926309739481e-26
2.4665154053655226e-10,0.5018043280037063,2.4284217945310407e-29,8.833633636548344e-24,2.7450106301300044e-34,7.395293615026198e-44,0.0,0.0,1.1383562044654313e-25,2.0523885579844925e-43,1.3383311860224905e-40,3.1282767287813036e-53,3.5542650512993896e-37,6.31522424527203e-71,6.057734058452095e-54,1.2783253008536084e-49,4.174265339452142e-56,8.839612858674801e-52,1.8692147119040677e-42,1.821386498073128e-42,8.460572595212939e-23,1.2867635485422839e-34,5.378395325553936e-54,1.2331810009929145e-92,3.5158926706674634e-65,1.4104244901820497e-56,2.3638362755288027e-48,2.06563291782763e-77,8.136028129279429e-115,7.186365533100745e-110,4.517216429092811e-71,2.792038223694525e-60,1.657463359147895e-50,1.0477442147599608e-89,3.76,0.0,0.9295904676109925,0.9999887727286947,1.1233148332943949e-47,1.6871517840556125e-73,6.70904438943519e-10,6.709044389438825e-10,1.9424059449154736e-22,7.227780057152419e-28,1.122727130574652e-05,1.1385990493898938e-25
2.6433472564031324e-10,0.5018043280079486,2.7891548610482406e-29,9.466939868387724e-24,3.3787870433047923e-34,9.75535680137828e-44,0.0,0.0,1.3074309564760847e-25,2.7073283944093365e-43,1.8917842773282533e-40,4.447559270384292e-53,4.687932199186938e-37,9.439988339225975e-71,8.43791450838044e-54,1.6861856859695222e-49,6.323956499189545e-56,1.2496198408074035e-51,2.4229519072673537e-42,2.2416029174223093e-42,9.717186359065532e-23,1.5836613768099864e-34,7.600068424474822e-54,2.46153302723444e-92,5.707448283305893e-65,2.136513651304017e-56,3.1180961092609674e-48,3.3534445952019694e-77,1.993747529468243e-114,1.434359693294481e-109,7.855174110828944e-71,4.228721679579416e-60,2.343144281949283e-50,1.9519999919617e-89,3.76,0.0,0.9295904675628933,0.9999882250175612,1.5880235489191694e-47,2.9346435513091814e-73,7.190035805518467e-10,7.190035805522642e-10,2.2282748316817715e-22,8.300047523195287e-28,1.177498243907643e-05,1.307709875340975e-25
2.820179107440742e-10,0.5018043280121908,3.1748651518693195e-29,1.0100245761713721e-23,4.10330553934031e-34,1.2639771546805608e-43,0.0,0.0,1.4882076100690314e-25,3.507766179793265e-43,2.614812266188442e-40,6.18279543243937e-53,6.0732503383555555e-37,1.373803374814646e-70,1.1493861734502465e-53,2.184629313514564e-49,9.326395870521985e-56,1.7273620256625772e-51,3.085313128920757e-42,2.7218959180521756e-42,1.10607728470594e-22,1.9230127002434167e-34,1.0501301209281572e-53,4.6990433919109935e-92,8.979024107334333e-65,3.1504950152392975e-56,4.0398936524485205e-48,5.275961793752488e-77,4.612500216776818e-114,2.7380485707203355e-109,1.3179629665433755e-70,6.234663250665402e-60,3.239029267628912e-50,3.493278232461514e-89,3.76,0.0,0.9295904675147941,0.999987703463698,2.195195115601327e-47,4.92498928231605e-73,7.671027221576831e-10,7.671027221581577e-10,2.5333895929394164e-22,9.44627088368756e-28,1.229653630244989e-05,1.4885251006875208e-25
2.997010958478352e-10,0.5018043280164329,3.5855539546019696e-29,1.0733551332693983e-23,4.924638978928129e-34,1.6120999408217496e-43,0.0,0.0,1.6806861576639762e-25,4.473804702508859e-43,3.5436893021137448e-40,8.427137448317347e-53,7.744934267543202e-37,1.9528380116846938e-70,1.535280970215393e-53,2.7861648056855508e-49,1.343311898620176e-55,2.3411808422383027e-51,3.867858520058354e-42,3.2662683654671773e-42,1.2491332059191484e-22,2.307647611636842e-34,1.4227051705981504e-53,8.625835744878593e-92,1.3742144685216657e-64,4.537233008904018e-56,5.152369980794807e-48,8.075038948627137e-77,1.0145114903400387e-113,5.025922994815424e-109,2.1429173452268204e-70,8.977490359995375e-60,4.390124343340421e-50,6.0345478204526726e-89,3.76,0.0,0.9295904674666949,0.9999872068178953,2.9753319429736632e-47,8.009356991911509e-73,8.152018637610279e-10,8.152018637615636e-10,2.857681692423295e-22,1.0666416797040276e-27,1.2793182105191286e-05,1.6810447179840724e-25
3.1738428095159616e-10,0.5018043280206752,4.0212225514257974e-29,1.1366856596723976e-23,5.848860532158137e-34,2.027619521110194e-43,0.0,0.0,1.884866592328033e-25,5.6268480365432664e-43,4.719524645388876e-40,1.12872668939105e-52,9.739935345430488e-37,2.7187582411560518e-70,2.015495578664466e-53,3.504109159676283e-49,1.8947637347392752e-55,3.118271896038296e-51,4.782374394321558e-42,3.878721116424423e-42,1.4008863995458715e-22,2.7403949624522374e-34,1.894149145014434e-53,1.529415763120617e-91,2.0525312371866388e-64,6.399111041989297e-56,6.480162785709544e-48,1.2061275747705923e-76,2.1336432578833625e-113,8.91095670834276e-109,3.3886473291611414e-70,1.2659369700506799e-59,5.847445384666768e-50,1.0103481330144918e-88,3.76,0.0,0.9295904674185957,0.9999867338906079,3.96300961383379e-47,1.2667696273290747e-72,8.633010053618811e-10,8.633010053624813e-10,3.2010828379335973e-22,1.1960451931602654e-27,1.3266109392688977e-05,1.885268720432031e-25
3.3506746605535713e-10,0.5018043280249174,4.4818722191116386e-29,1.2000161568463927e-23,6.882043677643911e-34,2.518720734042962e-43,0.0,0.0,2.1007489077311835e-25,6.989601534034391e-43,6.188564222660339e-40,1.4884447052166648e-52,1.2097440194220277e-36,3.715530184069579e-70,2.6053688991682294e-53,4.352587581670586e-49,2.623214491996819e-55,4.0892339733961406e-51,5.840838346309934e-42,4.563253020245565e-42,1.5613368655858008e-22,3.224082363363135e-34,2.4829183585985596e-53,2.6290993657258547e-91,2.9997333059427293e-64,8.858288329621133e-56,8.049406198857647e-48,1.7627723041182115e-76,4.3113282274195695e-113,1.5317598681033894e-108,5.2272531468323563e-70,1.752143859620433e-59,7.668394951115927e-50,1.6450540796092703e-88,3.76,0.0,0.9295904673704966,0.9999862835491032,5.197132294548554e-47,1.9544038518862374e-72,9.114001469602425e-10,9.114001469609113e-10,3.5635249804658993e-22,1.3328342965678193e-27,1.3716450897472256e-05,2.1011971018351314e-25
3.527506511591181e-10,0.5018043280291595,4.9675042290408225e-29,1.2633466261873952e-23,8.030262201615403e-34,3.094057803828363e-43,0.0,0.0,2.3283330981044905e-25,8.586071820150565e-43,8.002492254238927e-40,1.9355600226992492e-52,1.485886940686482e-36,4.9939962911271976e-70,3.3215781187216086e-53,5.34653332221189e-49,3.571463814029687e-55,5.288269764890513e-51,7.055387662257827e-42,5.3238609201007116e-42,1.7304846040386307e-22,3.761536184799478e-34,3.2096258884115786e-53,4.3956178189221134e-91,4.29935738003917e-64,1.2059095379763393e-55,9.88773061874155e-48,2.5265313300333425e-76,8.404040252794438e-113,2.560880939591706e-108,7.885917315409312e-70,2.384850503399684e-59,9.917139454542258e-50,2.612244450395814e-88,3.76,0.0,0.9295904673223974,0.9999858547147444,6.721188372376221e-47,2.948863053820892e-72,9.594992885561128e-10,9.594992885568533e-10,3.9449403133440103e-22,1.4770056587540667e-27,1.4145285256141078e-05,2.328829856557648e-25
3.704338362628791e-10,0.5018043280334017,5.478119847224341e-29,1.3266770690247527e-23,9.29959019698754e-34,3.7627543718454135e-43,0.0,0.0,2.5676191582009557e-25,1.0441566793212297e-42,1.021873274335654e-39,2.485440949799623e-52,1.8067876263854018e-36,6.612448035565836e-70,4.182154394319948e-53,6.501687514868914e-49,4.789644874507498e-55,6.753386596348449e-51,8.438290843534846e-42,6.16453965426378e-42,1.9083296149040537e-22,4.355581557492416e-34,4.097158884219628e-53,7.167022638078129e-91,6.054532275094634e-64,1.6170567888716148e-55,1.202426254277745e-47,3.558011490874438e-76,1.5858505130096442e-112,4.175369571401974e-108,1.1660196098883062e-69,3.197401539179861e-59,1.266498640058057e-49,4.0553875408127574e-88,3.76,0.0,0.9295904672742982,0.9999854463604061,8.583506143556539e-47,4.3607727129913594e-72,1.0075984301494911e-09,1.0075984301503078e-09,4.345261271356704e-22,1.628555949545004e-27,1.4553639594399022e-05,2.568166979485258e-25
3.8811702136664006e-10,0.501804328037644,6.013720334321934e-29,1.3900074866243308e-23,1.0696102062400262e-33,4.534403528670941e-43,0.0,0.0,2.8186070832588833e-25,1.2582695626955432e-42,1.2900750683763487e-39,3.1552444355778007e-52,2.1770345454798042e-36,8.637203753338581e-70,5.206495451355685e-53,7.834599016343695e-49,6.336018553287441e-55,8.526597071605712e-51,1.0001921998374095e-41,7.08928205734079e-42,2.0948718981817646e-22,5.009042373018221e-34,5.1707955318877865e-53,1.1422865013257345e-90,8.391241580108144e-64,2.13891177114532e-55,1.4489624401383407e-47,4.931250490620127e-76,2.9055955986444915e-112,6.65455007493779e-108,1.6929584703108184e-69,4.228528675486858e-59,1.5990761518156475e-49,6.168061217710739e-88,3.76,0.0,0.929590467226199,0.9999850575080146,1.0837509426773478e-46,6.332190486224949e-72,1.0556975717403782e-09,1.055697571741274e-09,4.76442052989824e-22,1.787481839766827e-27,1.4942491986044632e-05,2.819208465988404e-25
4.0580020647040103e-10,0.5018043280418861,6.574306945661126e-29,1.4533378801915423e-23,1.2225872501225704e-33,5.419067845439103e-43,0.0,0.0,3.0812968689675564e-25,1.5037368771486808e-42,1.6118353014371316e-39,3.964031011121685e-52,2.6014391798694747e-36,1.1143190132640255e-69,6.4153754764637055e-53,9.362624245858988e-49,8.277808253397001e-55,1.0654119645221279e-50,1.1758737822921358e-41,8.102078961474419e-42,2.290111453871456e-22,5.72474128434148e-34,6.458321683887186e-53,1.783224216212879e-90,1.1461929530381178e-63,2.794134003996134e-55,1.7315934390103977e-47,6.73583572004066e-76,5.182474972276631e-112,1.0388140376885595e-107,2.4175599752099193e-69,5.522900162923601e-59,1.9981185807917268e-49,9.207762758587536e-88,3.76,0.0,0.9295904671780998,0.9999846872262064,1.354197312285785e-46,9.043381493699443e-72,1.1037967133287738e-09,1.1037967133297524e-09,5.202351004111926e-22,1.953780001247507e-27,1.5312773794175482e-05,3.0819543118879787e-25
4.23483391574162e-10,0.5018043280461283,7.15988093125617e-29,1.5166682508742345e-23,1.3894976520544702e-33,6.4272794043616444e-43,0.0,0.0,3.355688511435066e-25,1.7834797952421615e-42,1.9947989405670188e-39,4.932882128271552e-52,3.0850358961625444e-36,1.421452631418706e-69,7.830952611705541e-53,1.1103927023462724e-48,1.069207542051545e-54,1.3186579181071177e-50,1.3721256936657852e-41,9.206919197527726e-42,2.4940482819728224e-22,6.505499706357984e-34,7.990147191455014e-53,2.731474495573134e-90,1.544946738464527e-63,3.6086956982088024e-55,2.0536806299146835e-47,9.079234861576242e-76,9.018951612363255e-112,1.5911744246851096e-107,3.4002637321439436e-69,7.131696494727893e-59,2.473125261528099e-49,1.3512607910372445e-87,3.76,0.0,0.9295904671300006,0.9999843346280991,1.6761278792373267e-46,1.272063475885145e-71,1.151895854914678e-09,1.1518958549157427e-09,5.658985848036408e-22,2.127447106818349e-27,1.566537190164028e-05,3.356404513423148e-25
4.41166576677923e-10,0.5018043280503705,7.770443535826971e-29,1.579998599765441e-23,1.5709489430098417e-33,7.570039828924567e-43,0.0,0.0,3.6417820071581727e-25,2.100549616961542e-42,2.44730529176355e-39,6.085019912747478e-52,3.633081817415071e-36,1.7945109778022516e-69,9.476774284709998e-53,1.3077478408109627e-48,1.3666635924064424e-54,1.61792075232856e-50,1.5902041385337394e-41,1.0407789596248697e-41,2.7066823824855543e-22,7.354137816437577e-34,9.799421954195606e-53,4.111694492982834e-90,2.057149783360961e-63,4.612189806313086e-55,2.418734934194502e-47,1.2089348648163966e-75,1.5344745750015019e-111,2.3951391492908395e-107,4.71618778582055e-69,9.113212390854668e-59,3.0344604780045505e-49,1.9521350755140226e-87,3.76,0.0,0.9295904670819014,0.9999839988691647,2.0565670286313706e-46,1.7645222944398098e-71,1.1999949964980904e-09,1.1999949964992456e-09,6.134258453754759e-22,2.3084798303155603e-27,1.600113083582076e-05,3.642559067221221e-25
4.5884976178168396e-10,0.5018043280546127,8.405995998817914e-29,1.6433289279059955e-23,1.7675486841219894e-33,8.858820314167394e-43,0.0,0.0,3.939577352994095e-25,2.4581277696618456e-42,2.978418050923515e-39,7.445929330352694e-52,4.251056695044111e-36,2.2439203188355522e-69,1.1377780580485556e-52,1.53030565362342e-48,1.7301017374673996e-54,1.9692044066464152e-50,1.8313680150204246e-41,1.1708674989416792e-41,2.9280137554093475e-22,8.273474554966886e-34,1.1922151679351618e-52,6.090744308469319e-90,2.708517484792188e-63,5.83815178895583e-55,2.8304167984060924e-47,1.5917295991646144e-75,2.556907134192886e-111,3.5478885103335046e-107,6.457852165105932e-69,1.1533485063720642e-58,3.693391183902276e-49,2.7797196152025417e-87,3.76,0.0,0.9295904670338022,0.9999836791452087,2.503150941397306e-46,2.416361188338691e-71,1.2480941380790114e-09,1.2480941380802602e-09,6.628102450546654e-22,2.4968748465817952e-27,1.632085479190006e-05,3.9404179702694344e-25
4.765329468854449e-10,0.5018043280588549,9.066539554416632e-29,1.706659236287029e-23,1.9799044665747308e-33,1.0305561657031235e-42,0.0,0.0,4.249074546134106e-25,2.859525808081681e-42,3.597955336795729e-39,9.043482755787154e-52,4.944662780921354e-36,2.781202134530011e-69,1.3560305863241748e-52,1.7801246460810717e-48,2.17074573432949e-54,2.3790136304125664e-50,2.096877450324121e-41,1.3113558210972537e-41,3.1580424007438947e-22,9.266327625891725e-34,1.4397313338903867e-52,8.88939236265052e-90,3.529231613409213e-63,7.324395084756927e-55,3.2925361772415953e-47,2.0740441515902864e-75,4.179290263663805e-111,5.177995937695841e-107,8.738265042836757e-69,1.446694869106068e-58,4.4621247241569876e-49,3.905591876576046e-87,3.76,0.0,0.929590466985703,0.9999833746904415,3.024153162078349e-46,3.2699030933280137e-71,1.296193279657441e-09,1.296193279658787e-09,7.1404517040437125e-22,2.6926288314676978e-27,1.66253095590507e-05,4.249981219888557e-25
4.942161319892058e-10,0.5018043280630972,9.752075431572706e-29,1.7699895258523422e-23,2.208623911491978e-33,1.1922674286562394e-42,0.0,0.0,4.570273584078843e-25,3.308185414366506e-42,4.3165197049919256e-39,1.0908066937043542e-51,5.7198246995478355e-36,3.4190317466217404e-69,1.6052078855559925e-52,2.0593439990535078e-48,2.701194242514932e-54,2.8543740348905193e-50,2.3879925048403933e-41,1.4626420098131703e-41,3.396768318488889e-22,1.0335513497259188e-33,1.7266970321726015e-52,1.2796611484385513e-89,4.5544985295754406e-63,9.113360263691474e-55,3.809052516417225e-47,2.6765675505624184e-75,6.710106219542715e-111,7.453752035023429e-107,1.1694402303109461e-68,1.7997115006834674e-58,5.35384655649092e-49,5.419884710708691e-87,3.76,0.0,0.9295904669376038,0.9999830847756461,3.628510166722865e-46,4.376451997631784e-71,1.344292421233379e-09,1.3442924212348261e-09,7.67124031538788e-22,2.895738461833437e-27,1.6915224354374522e-05,4.5712488137081965e-25
5.118993170929667e-10,0.5018043280673392,1.0462604854016298e-28,1.8333197975006627e-23,2.4543146698256686e-33,1.3723038293848203e-42,0.0,0.0,4.903174464615204e-25,3.8076783980658494e-42,5.1455281441011714e-39,1.3072712355099e-51,6.582689320243997e-36,4.171296815554164e-69,1.8882221364681385e-52,2.3701835528904383e-48,3.3355288132192483e-54,3.402852143123637e-50,2.70597202983049e-41,1.625123949248541e-41,3.6441915086440245e-22,1.1483847401759406e-33,2.0576387285807963e-52,1.8186905781259163e-89,5.825152085517712e-63,1.125247785784867e-54,4.384074735486258e-47,3.423295635331405e-75,1.0595927633459622e-110,1.0593252993228129e-106,1.5491112575513401e-68,2.221727994822142e-58,6.382757974165055e-49,7.435131737755715e-87,3.76,0.0,0.9295904668895046,0.9999828087064312,4.325846931724191e-46,5.797757379664712e-71,1.3923915628068256e-09,1.3923915628083771e-09,8.220402620392809e-22,3.106200415550231e-27,1.7191293569336296e-05,4.904220749643701e-25
5.295825021967276e-10,0.5018043280715814,1.1198129040276731e-28,1.8966500520878017e-23,2.717584422242276e-33,1.5720003461718515e-42,0.0,0.0,5.247777185794747e-25,4.361706696112886e-42,6.097242055024935e-39,1.557322498103814e-51,7.539625629364543e-36,5.053155653963079e-69,2.20812458207427e-52,2.71494379132413e-48,4.089425963516649e-54,4.0325754383821848e-50,3.052072665173215e-41,1.799199324108762e-41,3.900311971208993e-22,1.2714143337267104e-33,2.4374144715627552e-52,2.5541162242531136e-89,7.388302936703703e-63,1.3794544876135448e-54,5.021861210586529e-47,4.3419125644351863e-75,1.647478559325125e-110,1.4876540846327414e-106,2.0325481066825267e-68,2.7231256321710878e-58,7.564113831358106e-49,1.0090724989992503e-86,3.76,0.0,0.9295904668414054,0.9999825458215678,5.1265025045626445e-46,7.607650935697191e-71,1.4404907043777807e-09,1.4404907043794402e-09,8.787873188708162e-22,3.3240113715018686e-27,1.7454178432971387e-05,5.2488970258745555e-25
