Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75)
1.8713387374020572e-19,0.7574918940385196,4.219470077522004e-23,4.63563939660394e-25,1.2277383449017515e-30,5.76637131657616e-35,0.0,0.0,1.6512959610016541e-18,4.447739984839084e-34,7.607633699947723e-45,2.153962713433244e-46,4.200242860091299e-53,2.170064351223396e-59,6.260778249600709e-41,5.689044603025439e-34,1.663420972862859e-31,2.4476236677238e-46,2.1344743087825074e-56,1.3455587764102016e-54,3.7089501090689315e-32,9.477514092858183e-50,4.921124743133296e-23,1.0832690689572205e-73,2.4216865619804966e-47,3.4989558018119137e-51,1.407130355245726e-48,2.2911273004408503e-65,8.210077135637137e-75,1.6775363891454114e-75,9.959998429076992e-61,9.469286910575358e-69,9.698916703204318e-60,2.3648840538963305e-97,3.76,0.0,0.9790009552243395,0.9999999999996149,7.660204735866185e-43,8.187539094686094e-45,6.281877748409029e-15,6.281877748409029e-15,4.998213829024581e-32,1.8291686496107442e-35,3.850957469073181e-13,9.812873387315442e-36,4.255976009969907e-37,1.6513381556916755e-18,4.1053770880661074e-30,1.5243255078091304e-39,3.166548275345921e-30,2.315937463633221e-16,5.300917881103095e-35,1.227728504828876e-30,6.883932629421779e-32,5.4686712023185244e-36,1.0774308721674242e-32,2.2019908529189535e-31,1.0539397281350747e-59,5.459734685247559e-50,4.9211247432321966e-23,1.1281297884827189e-71,1.6634209731785068e-31,8.981264628004894e-33,4.679884309364646e-46,1.4836192656275829e-61,2.039813207528005e-58,3.6852224955653e-47,3.7881693132077836e-61,1.9042720201008994e-85,1.4207215547795027e-89,7.622505242466361e-90
3.744303312108547e-19,0.7574918940385204,8.44260670397954e-23,9.275306282062692e-25,4.9141529580707335e-30,2.3080514345284105e-34,0.0,0.0,3.3040265840015897e-18,1.780255108427456e-33,6.090732726933094e-44,1.7244798722703378e-45,3.3627482804338315e-52,1.7373709730110978e-58,2.505942905767796e-40,2.277100448996149e-33,6.658018891592146e-31,1.959587194142666e-45,1.708877306580229e-55,1.0772651784668832e-53,1.484546623921631e-31,7.587774008580972e-49,9.846525007215338e-23,3.4718961934837463e-72,1.9388217386661542e-46,2.8020024195388257e-50,1.126843732687866e-47,3.670069834689202e-64,2.631344089896445e-73,5.3765334846789445e-74,1.5948974412664772e-59,1.516731634044143e-67,1.5536289741820802e-58,1.516186714652397e-95,3.76,0.0,0.9790009552243331,0.9999999999992294,6.13282152110795e-42,6.555009650012096e-44,1.2569213253332694e-14,1.2569213253332694e-14,2.000588103561515e-31,7.321441549344879e-35,7.705260684955008e-13,3.927706663537553e-35,1.703499543869278e-36,3.3041110100255863e-18,1.6432207273428195e-29,6.319063391341711e-39,1.2674445364297867e-29,4.633887036270423e-16,2.1217486115078225e-34,4.914113572136925e-30,2.7553670563428166e-31,2.1888936583890473e-35,4.3125313544982144e-32,8.813701965394567e-31,8.887372919150256e-59,4.371107500597718e-49,9.846525007611198e-23,1.8815360578676067e-70,6.6580188928558875e-31,3.594846436147823e-32,3.7467530174915825e-45,2.3765533369357592e-60,3.267499280502832e-57,2.950640171653504e-46,6.066494212036163e-60,6.34840670852241e-84,4.7363602227057925e-88,2.5411686412023183e-88
7.490232461521526e-19,0.7574918940385221,1.68888818545401e-22,1.855464005369802e-24,1.9663012812905665e-29,9.23521330001877e-34,0.0,0.0,6.609487829998907e-18,7.123339323370103e-33,4.874437279556922e-43,1.3801080024239296e-44,2.6912207360561323e-51,1.390424800922896e-57,1.0027035765082877e-39,9.111367856467333e-33,2.6640748037400372e-30,1.568265313849058e-44,1.367621220442074e-54,8.62139545650418e-53,5.9401202072120015e-31,6.072525286265604e-48,1.9697325535037506e-22,1.111877130383414e-70,1.5516466384041005e-45,2.2427376016963306e-49,9.019309881638368e-47,5.875527028228208e-63,8.426897601272913e-72,1.7218385576790241e-72,2.5528745780634412e-58,2.428088090053439e-66,2.4872491417540187e-57,9.712119403830722e-94,3.76,0.0,0.9790009552243203,0.9999999999984586,4.908121106539968e-41,5.245999921226445e-43,2.5143884263179856e-14,2.5143884263179856e-14,8.004958299609435e-31,2.929530281523572e-34,1.5413867109176759e-12,1.5715942729017697e-34,6.816217090575088e-36,6.609656718645222e-18,6.575023303247591e-29,2.702736277620272e-38,5.071429068637847e-29,9.269786181544692e-16,8.489758151563026e-34,1.966285521788118e-29,1.102505725681105e-30,8.75842580450603e-35,1.7255742749735894e-31,3.526628823955538e-30,7.831987298301931e-58,3.498214469243068e-48,1.969732553662146e-22,3.2510846174857613e-69,2.664074804245964e-30,1.4384068247588704e-31,2.998541128708352e-44,3.804696797317055e-59,5.231039355942252e-56,2.3614974498470895e-45,9.71073166218909e-59,2.19154452750666e-82,1.6350471547823623e-86,8.772412488705715e-87
1.4982090760347486e-18,0.7574918940385253,3.3781439746243175e-22,3.711330759983997e-24,7.866485503642232e-29,3.694687629689389e-33,0.0,0.0,1.3220410321983329e-17,2.8497995733459565e-32,3.900290421086673e-42,1.1042960885497393e-43,2.153385645572302e-50,1.1125510948916084e-56,4.011467227565882e-39,3.6451404390659613e-32,1.0658033956143754e-29,1.2548505253841028e-43,1.094304785802837e-53,6.898426256561743e-52,2.3764348802836154e-30,4.858942857884412e-47,3.9398926589314175e-22,3.5593999516793343e-69,1.2415530600416302e-44,1.7946444588676088e-48,7.217272358624454e-46,9.403576798035294e-62,2.69766311181268e-70,5.51204082605021e-71,4.085430469553611e-57,3.88599567978408e-65,3.980753230058248e-56,6.218486915707734e-92,3.76,0.0,0.9790009552242946,0.9999999999969168,3.927242600423131e-40,4.1975969877328174e-42,5.029322628287353e-14,5.0293226282873536e-14,3.202504570370806e-30,1.1720028720540158e-33,3.0831079927452636e-12,6.2874004523549985e-34,2.7269306849820533e-35,1.3220748135691757e-17,2.630437460912544e-28,1.220723461659731e-37,2.0289018590502748e-28,1.8541584472092693e-15,3.39645608046163e-33,7.866422455381116e-29,4.41074081105518e-30,3.503940640181885e-34,6.903420726000486e-31,1.4108811698221898e-29,7.418019051458787e-57,2.799103076419255e-47,3.939892659565102e-22,5.968327976685381e-68,1.0658033958169912e-29,5.754563932248731e-31,2.3992884861785005e-43,6.0892846218970745e-58,8.372096161253505e-55,1.8895921729242223e-44,1.5540644302738944e-57,8.03252400530443e-81,5.992830789082789e-85,3.215294648190394e-85
2.9965807357999402e-18,0.7574918940385323,6.756658589197714e-22,7.4230642703609e-24,3.1468502953771387e-28,1.477996091694162e-32,0.0,0.0,2.644225530591131e-17,1.1400126047431081e-31,3.1205286074835995e-41,8.83520754386697e-43,1.722872356103879e-49,8.901253866166196e-56,1.6047174847377189e-38,1.458174843273562e-31,4.2635605553137145e-29,1.0039757401775802e-42,8.755269852689105e-53,5.51926501771481e-51,9.506513171025666e-30,3.887523377240888e-46,7.880212869239686e-22,1.139230932191695e-67,9.933367577667e-44,1.435897340497778e-47,5.774547757289625e-45,1.5047911432496174e-60,8.634211714444077e-69,1.7641983263863285e-69,6.537353749325147e-56,6.218438452079127e-64,6.3701290013859156e-55,3.980707300362727e-90,3.76,0.0,0.9790009552242434,0.9999999999938334,3.142092398270262e-39,3.3583964444821374e-41,1.0059191032225821e-13,1.0059191032225826e-13,1.2811060850458484e-29,4.6883930336082135e-33,6.166550544333391e-12,2.5151648676769868e-33,1.0908610520755766e-34,2.6442930969013878e-17,1.0522606182706569e-27,5.999005725980684e-37,8.116267946225234e-28,3.708518105318654e-15,1.358693004017115e-32,3.146825074028673e-28,1.7644399161434212e-29,1.401690330237076e-33,2.7615930313963073e-30,5.643983992249433e-29,7.777136439684886e-56,2.2394950841829524e-46,7.880212871774629e-22,1.1999689219674392e-66,4.2635605561259407e-29,2.3020129122460765e-30,1.919613041666229e-42,9.744271423691304e-57,1.339730069518729e-53,1.51183144044072e-43,2.486781014554617e-56,3.2221769193886854e-79,2.40397178223762e-83,1.2897873942560318e-83
5.993324055330324e-18,0.7574918940385458,1.3513699963275638e-21,1.4846531295708777e-23,1.2587913387483e-27,5.912231009511051e-32,0.0,0.0,5.2885945273603824e-17,4.560235976375474e-31,2.4965414005449937e-40,7.068501586273624e-42,1.378363743406756e-48,7.121341154030519e-55,6.419131136512666e-38,5.832936716044955e-31,1.7054936190960902e-28,8.032187220721987e-42,7.004548909894158e-52,4.415621630265799e-50,3.8027600038977526e-29,3.11016634598283e-45,1.5760853287667958e-21,3.645895736040196e-66,7.947071320121166e-43,1.1487905865310309e-46,4.619930171818057e-44,2.4078413616433426e-59,2.763218137480943e-67,5.645987120398206e-68,1.0460298028708144e-54,9.950182521274157e-63,1.0192945528957268e-53,2.547935097023702e-88,3.76,0.0,0.9790009552241409,0.9999999999876664,2.5137932521431265e-38,2.686844704010871e-40,2.0118927840101696e-13,2.011892784010172e-13,5.124632856344039e-29,1.8754335247044226e-32,1.2333435599241461e-11,1.0061068858827017e-32,4.36362178687305e-34,5.288729663257431e-17,4.2092137460697445e-27,3.292307833154438e-36,3.2466392850362834e-27,7.417237421536564e-15,5.434993167535943e-32,1.2587812498052074e-27,7.058046856878915e-29,5.6069894963211935e-33,1.1046821621745427e-29,2.257685462580215e-28,9.16959679370748e-55,1.791681120987216e-45,1.5760853297808145e-21,2.703848314303677e-65,1.7054936194223515e-28,9.208426335921876e-30,1.5357633382678785e-41,1.559196719293948e-55,2.14372385973794e-52,1.2095282354100698e-42,3.9790719731203484e-55,1.448106832571678e-77,1.080390074699307e-81,5.796546823824576e-82
1.1986810694391092e-17,0.7574918940385728,2.7027831291156038e-21,2.969346536478083e-23,5.035267797929242e-27,2.364945376833512e-31,0.0,0.0,1.0577332520833512e-16,1.824131502680918e-30,1.997280527497501e-39,5.654935491588805e-41,1.102717849506679e-47,5.697208151640649e-54,2.567704695718723e-37,2.3332221552177453e-30,6.822113272224238e-28,6.425902299499725e-41,5.603772956127572e-51,3.532581152749205e-49,1.5211349492074323e-28,2.488192135929461e-44,3.1522134115771434e-21,1.1667437188712816e-64,6.357807961569804e-42,9.190615562984552e-46,3.696060927442649e-43,3.8526879980468095e-58,8.842730683230303e-66,1.8068042789239337e-66,1.6736902477280108e-53,1.5920851758354742e-61,1.6309304171203492e-52,1.630771626770447e-86,3.76,0.0,0.9790009552239359,0.9999999999753326,2.0110823363691754e-37,2.149526783772566e-39,4.0238401455849216e-13,4.023840145584929e-13,2.0498948424650813e-28,7.501886719781954e-32,2.4667205515984845e-11,4.0245094226704835e-32,1.7454842439621935e-33,1.0577602794735993e-16,1.683719752897226e-26,2.0310507732940683e-35,1.298682135664268e-26,1.4834676053968943e-14,2.1740414980380304e-31,5.035227441390346e-27,2.8232761811447313e-28,2.2428414495521338e-32,4.4188185480614756e-29,9.030925583491929e-28,1.2052111137781685e-53,1.4333789189613894e-44,3.152213415633301e-21,6.834456128608242e-64,6.822113273540168e-28,3.683445469013078e-29,1.2286398332898312e-40,2.4948053875715402e-54,3.4300827435796647e-51,9.676478201390888e-42,6.366693024680634e-54,7.302611876943243e-76,5.4482647352729055e-80,2.9231221589505564e-80
2.3973783972512628e-17,0.7574918940386269,5.405628826581532e-21,5.938733357643039e-23,2.014127607875226e-26,9.459916603254077e-31,0.0,0.0,2.1154808507518262e-16,7.296600235561326e-30,1.5978433850314994e-38,4.524002080637626e-40,8.8218583873424e-47,4.557820613987043e-53,1.0270923271402645e-36,9.332983554232018e-30,2.7288730678469804e-27,5.1407828481890645e-40,4.483072878598482e-50,2.826098461837678e-48,6.084601692676504e-28,1.9905773325403534e-43,6.3044695736966146e-21,3.733671235446958e-63,5.086306729447846e-41,7.35260880898334e-45,2.9568954587122455e-42,6.164418695441629e-57,2.8297430425323365e-64,5.78191513471506e-65,2.6779384455649986e-52,2.547385830206792e-60,2.6095359741412885e-51,1.043727217211444e-84,3.76,0.0,0.979000955223526,0.999999999950665,1.6088849631628958e-36,1.7196418352462714e-38,8.047734868732731e-13,8.047734868732763e-13,8.199662738080819e-28,3.0007852089572558e-31,4.933474457718062e-11,1.6098201450884767e-31,6.982008137839963e-33,2.1155349052759022e-16,6.734947515234034e-26,1.3837150615443118e-34,5.194781385388148e-26,2.966955331881993e-14,8.696254454528793e-31,2.0141114651390806e-26,1.1293219593664312e-27,8.971457222162152e-32,1.7675453980819527e-28,3.612406979189503e-27,1.7187908214904482e-52,1.1467167439102666e-43,6.30446958992141e-21,1.8961546029782985e-62,2.7288730683820463e-27,1.4733931714056757e-28,9.82923531734336e-40,3.991761130279846e-53,5.488231931256473e-50,7.74128345584719e-41,1.018685107835456e-52,4.044753324821597e-74,3.017671931676225e-78,1.619051961919888e-78
4.79477305287557e-17,0.7574918940387352,1.0811397949072987e-20,1.187750702937532e-22,8.056551408561924e-26,3.7840169797755895e-30,0.0,0.0,4.230976047984172e-16,2.9186549391905446e-29,1.2782822932183696e-37,3.6192231357949296e-39,7.057546019894686e-46,3.646278129341194e-52,4.108390210655963e-36,3.7332124043826766e-29,1.0915547785887357e-26,4.112650679919229e-39,3.58648167922115e-49,2.260892185056429e-47,2.4338530562943882e-27,1.5924713153326166e-42,1.2608981883930657e-20,1.3841716881343284e-61,4.069069523311304e-40,5.882133604622661e-44,2.3655350538962e-41,9.863184452405616e-56,1.0490775072803185e-62,2.1435434326043646e-63,4.2847287466129297e-51,4.075872232234001e-59,4.1752954037512697e-50,8.807166293517855e-83,3.76,0.0,0.9790009552227062,0.9999999999013297,1.2871156081295221e-35,1.3757216311110955e-37,1.6095524315021565e-12,1.6095524315021699e-12,3.279881743049162e-27,1.2003201850828982e-30,9.866981961040843e-11,6.439313332912914e-31,2.792817569943876e-32,4.231084154906871e-16,2.6939927021609434e-25,1.0105203531266478e-33,2.0779231219174682e-25,5.933930784846683e-14,3.478519473999156e-30,8.056486837637927e-26,4.5173108044062535e-27,3.5886012706119887e-31,7.070217540799828e-28,1.4449701399321998e-26,2.5824247586139434e-51,9.173788381663028e-43,1.2608981948830166e-20,5.6022892407326945e-61,1.0915547788097137e-26,5.893602627262354e-28,7.863434912620228e-39,6.3868758149421484e-52,8.781250259680789e-49,6.193067068572469e-40,1.6299075333022264e-51,2.387383224182051e-72,1.7811566635511874e-76,9.556324434432587e-77
9.589562364124183e-17,0.7574918940389515,2.1623247104295975e-20,2.3755054490450874e-22,3.2226287584324906e-25,1.513635514977124e-29,0.0,0.0,8.461966442030454e-16,1.167464944621961e-28,1.022628868548706e-36,2.8953870910902695e-38,5.64608145714092e-45,2.917031160262159e-51,1.643360268127753e-35,1.49328875504602e-28,4.366230214349753e-26,3.290130300946113e-38,2.8691972070967115e-48,1.808719113723812e-46,9.735436983674941e-27,1.273980831548504e-41,2.5218006448379154e-20,4.448311007753028e-60,3.255265267406548e-39,4.705725528575933e-43,1.8924355180450855e-40,1.5781237637759492e-54,3.371420605145509e-61,6.888705975911253e-62,6.855587762827935e-50,6.521488341223038e-58,6.680502920146744e-49,5.658001608349707e-81,3.76,0.0,0.9790009552210666,0.9999999998026591,1.029695541427414e-34,1.1005805693746763e-36,3.219110320757212e-12,3.219110320757265e-12,1.31195600606925e-26,4.8012929214702e-30,1.9733995732021057e-10,2.575731883989689e-30,1.1171299568225888e-31,8.462182646274253e-16,1.0775998163057967e-24,7.698353073260869e-33,8.311713616592986e-25,1.1867881690754041e-13,1.3914113277519158e-29,3.2226029302764158e-25,1.8069289095777903e-26,1.4354442621024723e-30,2.82809419850814e-27,5.779895248795446e-26,3.9977659662654123e-50,7.339052469640045e-42,2.521800670797784e-20,1.718266731753634e-59,4.366230215289273e-26,2.3574470183704958e-27,6.29076659049534e-38,1.0219047702326725e-50,1.4050062487874303e-47,4.954469689620626e-39,2.6078610829349485e-50,1.4635215677004903e-70,1.0918905518637528e-74,5.858249671914135e-75
1.9179140986621412e-16,0.7574918940393841,4.3248189055715675e-20,4.751014988305814e-22,1.289053142038185e-24,6.054748748960592e-29,0.0,0.0,1.6923947228449375e-15,4.669865715953401e-28,8.18104308249177e-36,2.3163130961184343e-37,4.516916489671456e-44,2.3336283933306913e-50,6.573449467747732e-35,5.973162580750627e-28,1.7464943033975072e-25,2.6321081378572263e-37,2.2953665322169616e-47,1.4469774363360853e-45,3.894179745170734e-26,1.0191861762337467e-40,5.043605535319777e-20,1.4236526429660324e-58,2.604216061953179e-38,3.764587915771233e-42,1.5139514046195243e-39,2.5250263363437445e-53,1.0790009740239117e-59,2.2046850043245927e-60,1.096895777500034e-48,1.0434611870243697e-56,1.0688828884860128e-47,3.621487539722204e-79,3.76,0.0,0.9790009552177873,0.999999999605318,8.23757654911754e-34,8.804657601910714e-36,6.438226099256475e-12,6.438226099256687e-12,5.247830476213959e-26,1.9205195873076712e-29,3.946801833132134e-10,1.030294064000754e-29,4.468526212003737e-31,1.692437959743081e-15,4.310404705886972e-24,6.004357931231667e-32,3.3246896671078466e-24,2.373578350248064e-13,5.565652384974851e-29,1.2890428109859865e-24,7.227724769287624e-26,5.741785176134219e-30,1.1312391098247388e-26,2.3119610313516926e-25,6.2891341213766984e-49,5.87125066878576e-41,5.0436056391593837e-20,5.379307147530901e-58,1.7464943038177995e-25,9.429799841420696e-27,5.032620731510225e-37,1.6350513420050909e-49,2.2480145493383334e-46,3.9635820266498676e-38,4.17258476763741e-49,9.160444290621478e-69,6.83433899673951e-73,3.666783701551554e-73
3.835829823161587e-16,0.7574918940402496,8.650304752255724e-20,9.502034255019437e-22,5.1562158427795146e-24,2.422060231725715e-28,0.0,0.0,3.3847908794592624e-15,1.8679474735291034e-27,6.544839316735638e-35,1.8530518306083847e-36,3.6136072692546885e-43,1.8669041045533027e-49,2.629381488144715e-34,2.3892665235921625e-27,6.985981630157097e-25,2.1056880599904638e-36,1.8363031660606246e-46,1.1575828057435773e-44,1.5576728884056136e-25,8.15349544232608e-40,1.0087215226652151e-19,4.555713362464444e-57,2.0833743704045936e-37,3.0116733857389387e-41,1.2111623201005505e-38,4.0401189748565654e-52,3.4528219842551544e-58,7.055030552866742e-59,1.7550346131097052e-47,1.669606359928301e-55,1.710214556429411e-46,2.3179412766509187e-77,3.76,0.0,0.9790009552112287,0.9999999992106362,6.590066123149636e-33,7.043731282615538e-35,1.2876457656211603e-11,1.2876457656212458e-11,2.0991333482580235e-25,7.682083046585821e-29,7.893604375929124e-10,4.121178878722363e-29,1.787412183358183e-30,3.3848773373431097e-15,1.7241629463080344e-23,4.741756355561304e-31,1.3298767066828012e-23,4.747158712558141e-13,2.226262366908011e-28,5.1561745203313924e-24,2.8910916981798905e-25,2.2967161919997755e-29,4.5249592520014445e-26,9.247849941212385e-25,9.976781170318288e-48,4.697003991997548e-40,1.0087215642010842e-19,1.7023145779359266e-56,6.985981632194142e-25,3.7719221565527816e-26,4.026099560763181e-36,2.6160851077168823e-48,3.596825592473923e-45,3.1708679089627695e-37,6.676140652036767e-48,5.7967333284241233e-67,4.324772794237364e-71,2.320342447881428e-71
5.753745547661032e-16,0.757491894041115,1.2976288055350826e-19,1.4253053709934964e-21,1.0956960709123528e-23,5.147112768626782e-28,0.0,0.0,5.07718703540413e-15,3.9693891228328546e-27,1.871415347961013e-34,5.2985710531715865e-36,1.0332786842613146e-42,5.338179949009131e-49,5.587436750017113e-34,5.0771922711866036e-27,1.4845213703344423e-24,6.020952923308335e-36,5.2506966145960405e-46,3.309963962509075e-44,3.3100555068194125e-25,2.3313905446528444e-39,1.5130824828353175e-19,2.0140465160955333e-56,5.957149684804966e-37,8.940908002978029e-41,3.594811987391708e-38,1.5403045562630604e-51,1.526457963391883e-57,3.1189582351289212e-58,6.459693928786214e-47,6.316582922055229e-55,6.518677769836802e-46,1.1514279004429709e-76,3.76,0.0,0.97900095520467,0.9999999988159545,1.8843473903143964e-32,2.014067293435244e-34,1.931468921312334e-11,1.9314689213125154e-11,4.460658939463627e-25,1.6324429252244904e-28,1.184040494166404e-09,8.757506758729382e-29,3.79825253505096e-30,5.077316702311854e-15,3.663846898672837e-23,1.3513126511537093e-30,2.825988521813648e-23,7.120739074832973e-13,4.730808410534974e-28,1.095687290152931e-23,6.143570937471066e-25,4.880523936634976e-29,9.615540114277759e-26,1.965168470610787e-24,3.6650685686746414e-47,1.3430498303421579e-39,1.5130825710990558e-19,7.852670667654066e-56,1.4845213708195837e-24,8.015335819580227e-26,1.1512130606930354e-35,9.973827092860686e-48,1.3712898710401052e-44,9.169382613336314e-37,2.477531287509971e-47,3.211413591544956e-66,2.395941523923735e-70,1.2854790632438925e-70
9.589576996659923e-16,0.757491894042846,2.1630244487270644e-19,2.375509337265142e-21,3.029277908528435e-23,1.4231922323082424e-27,0.0,0.0,8.461979344616037e-15,1.0974195408498112e-26,8.600331429421095e-34,2.4350268562330423e-35,4.748738472146252e-42,2.4532296959637954e-48,1.5447622309753182e-33,1.403694554892917e-26,4.104265670417573e-24,2.767006813652316e-35,2.4130490314597538e-45,1.5211367735640801e-43,9.151331561724374e-25,1.0714206952146306e-38,2.5218043673229853e-19,3.2479819996493367e-55,2.737685181590114e-36,4.188110954758921e-40,1.6836945516242813e-37,1.2666989591409084e-50,2.461688832061307e-56,5.0298827849895485e-57,4.9701434362295426e-46,4.985490556693577e-54,5.354173653151449e-45,3.63815250881991e-75,3.76,0.0,0.9790009551915528,0.9999999980265918,8.659762302813001e-32,9.25590686300465e-34,3.219115232677325e-11,3.219115232677826e-11,1.2332410355841317e-24,4.513225166847956e-28,1.973399816489348e-09,2.421193479324212e-28,1.0501059347863915e-29,8.462195381724217e-15,1.0129460540723468e-22,6.18611328476253e-30,7.813028422926097e-23,1.1867899799241666e-12,1.3079296145521592e-27,3.0292536341778704e-23,1.6985169238093326e-24,1.349322317889554e-28,2.658414438223433e-25,5.433113732098525e-24,2.812329695083289e-46,6.172159256697755e-39,2.5218046113463033e-19,1.0819014084932667e-54,4.104265672131468e-24,2.2160048172870273e-25,5.290548591074794e-35,8.201840776995349e-47,1.1276604056013301e-43,4.2385960080478295e-36,1.9210408121323475e-46,7.572899555681031e-65,5.649918230042002e-69,3.03131440001244e-69
1.3041825300758925e-15,0.7574918940444039,2.942041257019517e-19,3.230692967730004e-21,5.394246777485199e-23,2.5344806200890483e-27,0.0,0.0,1.1508292420743723e-14,1.9541791820201252e-26,1.935926094892605e-33,5.481221302409461e-35,1.0689587982807108e-41,5.522195788214482e-48,2.7507640615182213e-33,2.4995642395858518e-26,7.308481579256505e-24,6.228504926592835e-35,5.4317844570620973e-45,3.4240638224443383e-43,1.629581118716677e-24,2.4117573805389407e-38,3.429654034401777e-19,1.2045118185740289e-54,6.162502187940861e-36,9.664492251411538e-40,3.884733824131009e-37,3.6944643824109285e-50,9.129184768642401e-56,1.8653344265840069e-56,1.368797053396752e-45,1.3991454126179548e-53,1.559896480567459e-44,1.667875741146677e-74,3.76,0.0,0.9790009551797474,0.9999999973161661,1.9493039255787538e-31,2.083495470885169e-33,4.3779969128917945e-11,4.3779969128926876e-11,2.1960368202899485e-24,8.0367171220543e-28,2.6838225677875206e-09,4.311428511838788e-28,1.8699284725896505e-29,1.1508586152383357e-14,1.8037568810619788e-22,1.3907823031378118e-29,1.3912689588383956e-22,1.6140344451095613e-12,2.3290352744653813e-27,5.394203554264602e-23,3.024555537420704e-24,2.4027443922947197e-28,4.733848699983449e-25,9.674766367926553e-24,7.739592182564327e-46,1.3893469344252948e-38,3.429654468935032e-19,3.715621926309861e-54,7.308481582748292e-24,3.946048051185515e-25,1.1908972506170508e-34,2.3921026435333686e-46,3.288869060367727e-43,9.614943628600669e-36,5.321479297610464e-46,2.9829766066961966e-64,2.2255113388171047e-68,1.1940393600814314e-68
1.6494073604857928e-15,0.7574918940459615,3.7212281941203687e-19,4.085876662578762e-21,8.420495667657441e-23,3.9566700588404646e-27,0.0,0.0,1.4554605494581888e-14,3.0505013999310874e-26,3.6590264459122056e-33,1.0359865253902755e-34,2.0204468591018507e-41,1.0437309847662518e-47,4.293981744915445e-33,3.901855151544064e-26,1.1408643283793282e-23,1.1772280039039827e-34,1.0266488204724176e-44,6.471703697067181e-43,2.5437992232829884e-24,4.5583785707480036e-38,4.337503670826886e-19,3.150860954679221e-54,1.1647530493412928e-35,1.860839657219577e-39,7.4790290190163315e-37,8.453782727482081e-50,2.38808495745244e-55,4.879490547463721e-56,3.082940406194648e-45,3.2035502947453403e-53,3.569397132408633e-44,4.829868336617432e-74,3.76,0.0,0.9790009551679419,0.9999999966057408,3.6843114172589114e-31,3.937942170019308e-33,5.5368785930914246e-11,5.53687859309282e-11,3.42804425793985e-24,1.25454289728665e-27,3.3942446429376195e-09,6.730201020421938e-28,2.91898613991939e-29,1.455497687984385e-14,2.8156899942441394e-22,2.6265439987946466e-29,2.1717905529437913e-22,2.0412789102829033e-12,3.6356570691111e-27,8.420428199075766e-23,4.721373969900813e-24,3.7507195986120137e-28,7.389604791226287e-25,1.5102447302033645e-23,1.7422679121714652e-45,2.625956208952772e-38,4.337504349139454e-19,9.821586308380858e-54,1.1408643289936767e-23,6.159836590197613e-25,2.250873386608921e-34,5.473598979975415e-46,7.525572920979516e-43,1.8279436946049917e-35,1.2047272878516081e-45,9.22504728492089e-64,6.882537109146937e-68,3.6926436768311135e-68
1.994632190895693e-15,0.7574918940475195,4.500575835918843e-19,4.9410604182504885e-21,1.207139362537559e-22,5.6725980562365516e-27,0.0,0.0,1.760091856625736e-14,4.373115862669617e-26,6.115923957731979e-33,1.7316121760861042e-34,3.3771717332302716e-41,1.7445567690179905e-47,6.155735553710378e-33,5.593593379827458e-26,1.6355120744408843e-23,1.967691959393375e-34,1.7160153362993295e-44,1.0817207318553228e-42,3.6467214006477116e-24,7.619156923086993e-38,5.245353278296344e-19,7.263102578600458e-54,1.946840535068679e-35,3.163885167781471e-39,1.2714971777933255e-36,1.6718296462364578e-49,5.5048233504383864e-55,1.124781318704117e-55,5.925331468488313e-45,6.2473483585465535e-53,7.056053428298172e-44,1.281624537075178e-73,3.76,0.0,0.9790009551561365,0.9999999958953163,6.1581868282185254e-31,6.582120997705147e-33,6.695760273277037e-11,6.695760273279037e-11,4.91435056940971e-24,1.7984785368760295e-27,4.1046660793947635e-09,9.648233195924354e-28,4.18458097641334e-29,1.7601367566498648e-14,4.03649653144831e-22,4.387770337677221e-29,3.1134198706756354e-22,2.4685233754448596e-12,5.2119791138820804e-27,1.207129690900419e-22,6.768433222468684e-24,5.376931813961395e-28,1.0593536334771299e-24,2.1650457647260378e-23,3.347391486215525e-45,4.389186208034646e-38,5.245354250706795e-19,2.1891792868124365e-53,1.635512075416258e-23,8.830573775246044e-25,3.7622495077050686e-34,1.0824439330484334e-45,1.488235964633485e-42,3.0720345271430563e-35,2.3261047893257927e-45,2.3008236860161391e-63,1.7165770341441954e-67,9.20984134892349e-68
