Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79)
1.2183574427147066e-09,0.5862132542119073,1.4603560573462826e-22,4.1383674763704216e-19,7.000522202570151e-22,4.504070895826985e-33,0.0,0.0,3.099216275453198e-20,1.2025801518241683e-33,3.1402436573158855e-31,2.516915655872054e-41,1.703800649657876e-28,3.303044127530689e-55,1.1476490490537997e-41,2.33255902885852e-38,6.027472581341519e-38,4.5232071907971845e-39,4.264403846405393e-33,3.935727550521957e-33,5.070039708566057e-17,1.4595947053072888e-26,8.413192545754358e-42,1.2846694165822522e-61,2.314683544617221e-45,2.960228788689663e-38,8.450635854122081e-37,7.840789205532136e-60,4.646822786740018e-78,1.58977224866742e-79,5.878075664940093e-50,3.645002830383775e-42,3.596319170962683e-34,4.138939584347936e-61,3.76,0.0,0.7725177074781328,0.9998685839861392,1.9000805157992638e-31,3.487864909403167e-51,3.506543912888147e-07,3.5065439146631813e-07,7.606733956833288e-17,3.429331147768619e-21,0.00013141601386043068,3.0915618386736034e-20,9.226321938571566e-22
1.244481171762769e-09,0.5862132550085662,1.5237596677673217e-22,4.2271965720222753e-19,7.317780204091549e-22,4.903262172321752e-33,0.0,0.0,3.2335442951734436e-20,1.3090857321588106e-33,3.4911936738352078e-31,2.801101244628571e-41,1.854409755515059e-28,3.697990577793895e-55,1.2572623126566806e-41,2.539032377863189e-38,6.719332143484793e-38,5.039057292805703e-39,4.5673508945950645e-33,4.193738345870968e-33,5.28979180134662e-17,1.5552867523194557e-26,9.349622243134774e-42,1.5297063473600711e-61,2.635919471653931e-45,3.3000164810054145e-38,9.199103723006066e-37,9.09677782408516e-60,5.899878177554424e-78,2.0184615829686e-79,6.837530294950546e-50,4.059502506233961e-42,3.923888442590499e-34,4.8241119803964986e-61,3.76,0.0,0.7725176999594869,0.9998682499440742,2.073160201100884e-31,4.057376186502861e-51,3.5817303718018555e-07,3.581730373651281e-07,7.910977850714183e-17,3.575432821203884e-21,0.00013175005592534688,3.2250639836098024e-20,9.689571028918682e-22
1.2706049008108312e-09,0.5862132558052251,1.5885145706884426e-22,4.3160318766135726e-19,7.642053075438148e-22,5.3284297495369135e-33,0.0,0.0,3.370721948955676e-20,1.4225138485319428e-33,3.8728219227738003e-31,3.110509059308148e-41,2.0147770113747933e-28,4.129903344264816e-55,1.3745491403430693e-41,2.7589150930054166e-38,7.473497656608914e-38,5.6010421510085974e-39,4.884223865495557e-33,4.462758740343113e-33,5.5142057855897254e-17,1.6550626182056107e-26,1.0367413652858393e-41,1.814770600583921e-61,2.993571402296835e-45,3.670403982176072e-38,9.996222112301455e-37,1.0521442724973868e-59,7.453391098796925e-78,2.5499402080159116e-79,7.928494454513117e-50,4.5108123711673454e-42,4.273392600926388e-34,5.6044447395527224e-61,3.76,0.0,0.772517692440841,0.9998679389782371,2.2578310503727876e-31,4.704962544340064e-51,3.656916829982838e-07,3.6569168319080826e-07,8.220187839494065e-17,3.724474944354867e-21,0.00013206102176252727,3.361366913526904e-20,1.0166071189692532e-21
1.2967286298588936e-09,0.586213256601884,1.6546209802285707e-22,4.404873521591003e-19,7.973332600783692e-22,5.7806779248173006e-33,0.0,0.0,3.5107492380833044e-20,1.5431581568364377e-33,4.28709453829858e-31,3.4467962833028756e-41,2.1853137403367794e-28,4.601310345558833e-55,1.4998561863662732e-41,2.992775207527775e-38,8.294094828162627e-38,6.212194904805325e-39,5.2153230524420414e-33,4.743016519015112e-33,5.743281661262506e-17,1.759006827343367e-26,1.1471728878367083e-41,2.145347840017357e-61,3.390877187533144e-45,4.073417513145304e-38,1.0844054719991156e-36,1.2133258390709817e-59,9.370807530412652e-78,3.205913113837537e-79,9.165690402258339e-50,5.0013136750521046e-42,4.645788428288832e-34,6.490713529709832e-61,3.76,0.0,0.7725176849221953,0.9998676494944801,2.4545987755365835e-31,5.439364242912131e-51,3.7321032874310986e-07,3.7321032894335866e-07,8.534312198861971e-17,3.876451112329825e-21,0.0001323505055194405,3.5004693374152967e-20,1.065594364848679e-21
1.3228523589069559e-09,0.5862132573985428,1.72207910812705e-22,4.493721638205189e-19,8.311610753202548e-22,6.261134066778673e-33,0.0,0.0,3.6536261638103615e-20,1.6713184131845227e-33,4.7360596512271585e-31,3.811692633826666e-41,2.366439647513068e-28,5.114850094925699e-55,1.6335373675446e-41,3.2411925172748613e-38,9.185427339174537e-38,6.87567869522021e-39,5.5609484913704636e-33,5.034739331639244e-33,5.977019428332096e-17,1.8672038551617392e-26,1.2667941031069403e-41,2.5275367053077224e-61,3.831286173249133e-45,4.5111707011050436e-38,1.1744708083885912e-36,1.3952284476075547e-59,1.17272297957089e-77,4.012072841193189e-79,1.056513252223511e-49,5.5334856282648405e-42,5.042052706181635e-34,7.494647806231181e-61,3.76,0.0,0.7725176774035497,0.9998673800087824,2.6639796666442545e-31,6.270088561514808e-51,3.8072897441466427e-07,3.807289746227793e-07,8.853299743240202e-17,4.03135493249423e-21,0.0001326199912169609,3.642369964808419e-20,1.115930976217354e-21
1.3489760879550182e-09,0.5862132581952016,1.7908891637683425e-22,4.582576357520125e-19,8.65687970784535e-22,6.770948619454177e-33,0.0,0.0,3.799352727359442e-20,1.8073004739077213e-33,5.221849042439524e-31,4.207002036592947e-41,2.55858281347208e-28,5.673273857948029e-55,1.7759538525799648e-41,3.5047585801646283e-38,1.0151980523802767e-37,7.594789349701639e-39,5.921400031778281e-33,5.3381546927154814e-33,6.215419086765628e-17,1.9797381281694897e-26,1.3961638233030916e-41,2.968102360668393e-61,4.318468177289823e-45,4.985866386579577e-38,1.2700331578570634e-36,1.600026577923845e-59,1.4611250847237389e-77,4.9987269559862516e-79,1.214421054506572e-49,6.109907134602834e-42,5.463182192899089e-34,8.628992474874317e-61,3.76,0.0,0.772517669884904,0.9998671291396424,2.8865005803484894e-31,7.207459216051175e-51,3.882476200129476e-07,3.882476202290702e-07,9.177099820173165e-17,4.1891800244655155e-21,0.00013287086035706022,3.7870675057807456e-20,1.1676291030098861e-21
1.3750998170030806e-09,0.5862132589918605,1.8610513542064662e-22,4.671437810421989e-19,9.009131852393633e-22,7.311295106380906e-33,0.0,0.0,3.947928929920083e-20,1.951416295556625e-33,5.746679794996333e-31,4.634604307891055e-41,2.762179687686513e-28,6.2794478021685565e-55,1.927474053113516e-41,3.78407671571798e-38,1.1198425044907734e-37,8.37295806470303e-39,6.296977403986021e-33,5.65348998156401e-33,6.458480636530233e-17,2.0966940239834687e-26,1.5358627607221912e-41,3.474533462642784e-61,4.856322647152244e-45,5.499798428556269e-38,1.3713117412259975e-36,1.8300736337711967e-59,1.8127030707872836e-77,6.201508356583937e-79,1.392177624121343e-49,6.733258511291043e-42,5.910193602678357e-34,9.907572123318138e-61,3.76,0.0,0.7725176623662585,0.9998668956009943,3.122698929189926e-31,8.262667845381302e-51,3.9576626553796016e-07,3.9576626576223146e-07,9.505662304774651e-17,4.349920020107615e-21,0.00013310439900502652,3.934560670946212e-20,1.2207009104557572e-21
1.4012235460511429e-09,0.5862132597885192,1.9325658841891842e-22,4.760306127627312e-19,9.368359795105499e-22,7.883370134627326e-33,0.0,0.0,4.099354772647509e-20,2.103983934900493e-33,6.312855944964998e-31,5.096456844062822e-41,2.977675081985154e-28,6.936355139205485e-55,2.0884736164234736e-41,4.079762004646599e-38,1.2329620565927865e-37,9.213754086200084e-39,6.6879802827029e-33,5.980972442398164e-33,6.706204077593044e-17,2.218155871356935e-26,1.6864939255384499e-41,4.0551026879225455e-61,5.4489879980076557e-45,6.055353507800374e-38,1.4785300623564276e-36,2.0879127733078797e-59,2.2396641125233757e-77,7.66217732706161e-79,1.591823365414231e-49,7.406323196337416e-42,6.384123586335579e-34,1.1345357872165573e-60,3.76,0.0,0.7725176548476131,0.999866678195617,3.3731226716678018e-31,9.44782760815918e-51,4.0328491098970264e-07,4.032849112222629e-07,9.838937594232945e-17,4.5135685635252735e-21,0.00013332180438245238,4.0848481714569915e-20,1.2751585798859217e-21
1.4273472750992052e-09,0.5862132605851781,2.0054329561819364e-22,4.849181439690618e-19,9.734556370735174e-22,8.488393398762294e-33,0.0,0.0,4.25363025666171e-20,2.2653275489266955e-33,6.922770130952485e-31,5.594596318378617e-41,3.2055221640086547e-28,7.647098259883066e-55,2.259335419672249e-41,4.392441288498932e-38,1.3550619419321435e-37,1.0120887388288927e-38,7.094708346934052e-33,6.320829184397768e-33,6.958589409921198e-17,2.344207950207855e-26,1.8486830223575216e-41,4.7189309649918386e-61,6.100851130751327e-45,6.655012928483128e-38,1.591915907816703e-36,2.3762881688392972e-59,2.756270668904675e-77,9.429524998887269e-79,1.8155632940900856e-49,8.131989443478786e-42,6.886028713320209e-34,1.2958536896316443e-60,3.76,0.0,0.7725176473289677,0.9998664758089947,3.638330303059449e-31,1.0776028931611498e-50,4.1080355636817545e-07,4.108035566091646e-07,1.0176876602373169e-16,4.6801193110581395e-21,0.00013352419100473315,4.2379287190026154e-20,1.331014309326817e-21
1.4534710041472675e-09,0.586213261381837,2.0796527703915258e-22,4.938063877011515e-19,1.0107714644581763e-21,9.127607684766391e-33,0.0,0.0,4.410755383046813e-20,2.435777394839992e-33,7.578905242346166e-31,6.13114038531424e-41,3.4461824506692633e-28,8.414900862874685e-55,2.4404495656105984e-41,4.722753169364263e-38,1.486667027183043e-37,1.1098211350006458e-38,7.517461336286279e-33,6.673287181782828e-33,7.215636633481826e-17,2.4749344916472017e-26,2.0230788455445156e-41,5.47605555614763e-61,6.816557129800214e-45,7.30135441824885e-38,1.7117013465415054e-36,2.698156704222567e-59,3.379137298690394e-77,1.1560388679018486e-78,2.065776788755425e-49,8.913252004953034e-42,7.416985455121713e-34,1.476458466766328e-60,3.76,0.0,0.7725176398103224,0.9998662874036048,3.9188908469538396e-31,1.226139745367425e-50,4.1832220167337917e-07,4.183222019229365e-07,1.0519430754276274e-16,4.849565931274664e-21,0.0001337125963945457,4.39380102580937e-20,1.38828031390732e-21
1.4795947331953299e-09,0.5862132621784957,2.155225524789556e-22,5.026953569841312e-19,1.0487827914897852e-21,9.802278873886371e-33,0.0,0.0,4.5707301528507044e-20,2.6156698300616708e-33,8.283836066263452e-31,6.708289392229555e-41,3.700125801614563e-28,9.243110077326141e-55,2.6322133796490316e-41,5.071348009634831e-38,1.6283221786809065e-37,1.2149725430506793e-38,7.956539103749126e-33,7.038573273887657e-33,7.477345748242065e-17,2.61041967800722e-26,2.2103536733317987e-41,6.337502139241073e-61,7.601019140367565e-45,7.997053926840247e-38,1.8381227294822445e-36,3.0567001183335777e-59,4.1275634839896255e-77,1.4120790345776294e-78,2.3450277166696984e-49,9.753213802323737e-42,7.978090169961798e-34,1.678233997009714e-60,3.76,0.0,0.7725176322916772,0.9998661120135989,4.215383847463919e-31,1.3919154199900897e-50,4.2584084690531427e-07,4.258408471635788e-07,1.086655198095405e-16,5.0219021049657695e-21,0.00013388798640062482,4.55246380463994e-20,1.4469688261017072e-21
1.5318421912914545e-09,0.5862132637718133,2.310430634999696e-22,5.204755242326802e-19,1.126889380289144e-21,1.1263170985387173e-32,0.0,0.0,4.899228626725175e-20,3.005158399191502e-33,9.850853358276366e-31,7.99362742004172e-41,4.24978280944708e-28,1.1094766693984221e-54,3.0493154211017377e-41,5.826046818597007e-38,1.9440643389843786e-37,1.4492068222215367e-38,8.884869233050511e-33,7.808536425613642e-33,8.01474965122991e-17,2.8960024710941215e-26,2.626349228146863e-41,8.422878164198096e-61,9.397265040805796e-45,9.547732689541848e-38,2.1118401397228382e-36,3.897739993420405e-59,6.0940958681996705e-77,2.0848356043665422e-78,3.0018841726550562e-49,1.1622197552297806e-41,9.195228304609567e-34,2.1535621784981828e-60,3.76,0.0,0.7725176172543868,0.9998657967461818,4.858537956564494e-31,1.781857609741626e-50,4.4087813714938006e-07,4.4087813742547405e-07,1.157430588090819e-16,5.375217897007909e-21,0.0001342032538174859,4.8781556321053607e-20,1.568662389986629e-21
1.5788649035779668e-09,0.5862132652057991,2.4547442307348333e-22,5.364802865257423e-19,1.1995576732731755e-21,1.2712408809838246e-32,0.0,0.0,5.204623043474084e-20,3.3914910027283245e-33,1.1455820234763374e-30,9.313128465419696e-41,4.794786409946321e-28,1.3004028571577466e-54,3.4652629386365907e-41,6.574568683438334e-38,2.2684920250782705e-37,1.689711492875987e-38,9.77920920028795e-33,8.547648239247936e-33,8.514356831491931e-17,3.1701450699418365e-26,3.0520304021353763e-41,1.0790138418343027e-60,1.130416859625871e-44,1.1141067693013162e-37,2.3833394697745532e-36,4.817082897072524e-59,8.556149350377311e-77,2.9271060039148875e-78,3.72224135645538e-49,1.35384359337836e-41,1.0405164054780486e-33,2.675733636085024e-60,3.76,0.0,0.7725176037208258,0.9998655491285279,5.497894804812511e-31,2.209500913044259e-50,4.544116981184652e-07,4.5441169841107607e-07,1.2226431732036432e-16,5.703021238435872e-21,0.00013445087147151994,5.180808788563269e-20,1.6831746454237224e-21
1.625887615864479e-09,0.5862132666397849,2.6034443318004567e-22,5.524876015534558e-19,1.2744700249391723e-21,1.429726996419412e-32,0.0,0.0,5.519250319543896e-20,3.8139274401770385e-33,1.3263302416719493e-30,1.0802371416074996e-40,5.390515015434886e-28,1.5166927206663164e-54,3.9222246485016103e-41,7.392979271614678e-38,2.6349084539346452e-37,1.9611696449826603e-38,1.0731114801618966e-32,9.331844727979978e-33,9.029068538729572e-17,3.461012655488885e-26,3.531009579424529e-41,1.3720587225525965e-60,1.3523585405286094e-44,1.2940618263778205e-37,2.6802106624616536e-36,5.916394650971449e-59,1.189225865514037e-76,4.0683845888754486e-78,4.586138661103565e-49,1.5698234617454885e-41,1.1730737364589808e-33,3.3028819881677785e-60,3.76,0.0,0.7725175901872652,0.999865331447218,6.198366036641407e-31,2.7223619838278315e-50,4.6794525885016714e-07,4.679452591597377e-07,1.2892629909107925e-16,6.040089014705379e-21,0.00013466855278151547,5.492483079785406e-20,1.802486855634787e-21
1.6729103281509914e-09,0.5862132680737706,2.7565320149470515e-22,5.684975448141224e-19,1.3516233570148476e-21,1.6025972643574966e-32,0.0,0.0,5.843110459754397e-20,4.2746499219268174e-33,1.5291855539185495e-30,1.2477407054025832e-40,6.040009647319183e-28,1.760772402343549e-54,4.422778952019012e-41,8.285496720169974e-38,3.04726262392671e-37,2.2664771754025262e-38,1.1742344635114365e-32,1.016244395144809e-32,9.558884772751176e-17,3.769094419057001e-26,4.0681081292255686e-41,1.732536501863378e-60,1.6095228892864273e-44,1.496577872446453e-37,3.0039868982710638e-36,7.22413262310803e-59,1.6372488121306362e-76,5.601055791346386e-78,5.616676739636414e-49,1.8123817100534262e-41,1.3179059662952992e-33,4.052018133102471e-60,3.76,0.0,0.7725175766537047,0.9998651400824523,6.963711150247828e-31,3.3341569894795835e-50,4.814788193444885e-07,4.814788196714591e-07,1.3572637685588634e-16,6.386384813226853e-21,0.00013485991754718548,5.813171018019517e-20,1.9266709757419346e-21
1.7199330404375037e-09,0.5862132695077564,2.914008335247905e-22,5.84510191689487e-19,1.431014817782705e-21,1.7906977776467348e-32,0.0,0.0,6.17620346857294e-20,4.775904695888126e-33,1.7561130891051706e-30,1.4355293375975956e-40,6.746398385641831e-28,2.0352143860947606e-54,4.969580219500871e-41,9.256462622262579e-38,3.509742622113346e-37,2.6087046289389766e-38,1.281466160045978e-32,1.1040762559340523e-32,1.0103805533365082e-16,4.094879042158519e-26,4.668424969737058e-41,2.173330831117537e-60,1.906247670059628e-44,1.7237117606079737e-37,3.3562462778216646e-36,8.772248183742263e-59,2.2338774427514874e-76,7.642089478493636e-78,6.839838561056292e-49,2.0838671769629067e-41,1.4757450295112197e-33,4.9422848598204165e-60,3.76,0.0,0.7725175631201444,0.9998649718524821,7.797799660593279e-31,4.060314543457487e-50,4.950123796014317e-07,4.950123799462401e-07,1.4266197240027605e-16,6.741872349143294e-21,0.00013502814751725417,6.142865121172543e-20,2.0557991251378926e-21
1.766955752724016e-09,0.5862132709417419,3.075874326502361e-22,6.005256174513703e-19,1.512641772385451e-21,1.9948989088512235e-32,0.0,0.0,6.518529350129516e-20,5.32000204745772e-33,2.0091906317314637e-30,1.6454129191429374e-40,7.512896246267572e-28,2.342741437468626e-54,5.565358897779388e-41,1.031034203245514e-37,4.0267825117935965e-37,2.991102234817313e-38,1.3949833390730763e-32,1.1968115792847608e-32,1.0663830820379629e-16,4.438854697027872e-26,5.337343813495881e-41,2.7093126592405263e-60,2.2472587535349166e-44,1.977641147379944e-37,3.738611813891571e-36,1.0596498959099553e-58,3.022109605960054e-76,1.033857180451091e-77,8.284749867437107e-49,2.386758161427385e-41,1.647343639681045e-33,5.9951499557288e-60,3.76,0.0,0.7725175495865844,0.9998648239604446,8.704611038545905e-31,4.918130828675801e-50,5.085459396209994e-07,5.085459399840808e-07,1.4973055564446196e-16,7.106515465177744e-21,0.0001351760395548535,6.481557912825373e-20,2.1899435778351155e-21
1.8139784650105282e-09,0.5862132723757277,3.2421310016314667e-22,6.165438972674951e-19,1.5965017922165696e-21,2.216095316457035e-32,0.0,0.0,6.870088108233278e-20,5.9093162994809735e-33,2.290611707706487e-30,1.8793087976618145e-40,8.342805058210322e-28,2.6862305343513845e-54,6.212921638488101e-41,1.145172347398845e-37,4.603069216270409e-37,3.417104940978506e-38,1.5149632916407676e-32,1.2945817486120267e-32,1.1238960633603168e-16,4.8015090471525376e-26,6.080540372737769e-41,3.3575776072552876e-60,2.637692413816011e-44,2.26066787341301e-37,4.1527514231856164e-36,1.27367794731182e-58,4.055669897226066e-76,1.3874281384269221e-77,9.983954935560638e-49,2.723665359179897e-41,1.8334752791848013e-33,7.234610705670118e-60,3.76,0.0,0.7725175360530245,0.9998646939476827,9.688234662369733e-31,5.926933905281043e-50,5.22079499403194e-07,5.220794997849812e-07,1.5692964374462469e-16,7.480278131474451e-21,0.0001353060523165524,6.82924192224887e-20,2.3291767519006837e-21
1.8610011772970405e-09,0.5862132738097133,3.4127793530662673e-22,6.325651062066184e-19,1.6825926437376592e-21,2.4552059509146476e-32,0.0,0.0,7.230879746389932e-20,6.546285812211993e-33,2.6026886658266533e-30,2.1392451978524434e-40,9.239513341101104e-28,3.068716789416197e-54,6.915151443304653e-41,1.2685318947990453e-37,5.24354939954937e-37,3.8903374465885233e-38,1.641583865662392e-32,1.3975180067735445e-32,1.1829194972844047e-16,5.183329247803413e-26,6.903989526021364e-41,4.137703807380803e-60,3.083118222583027e-44,2.5752213427011173e-37,4.600377917855476e-36,1.5237470331552018e-58,5.401280439917169e-76,1.847745646899676e-77,1.1973707694729573e-48,3.097334765903409e-41,2.0349341909038196e-33,8.687409871456963e-60,3.76,0.0,0.7725175225194649,0.9998645796526959,1.0752869779458304e-30,7.108257274796042e-50,5.356130589480182e-07,5.356130593489413e-07,1.6425680021080367e-16,7.86312444543409e-21,0.00013542034730356728,7.185909684420672e-20,2.4735711983186223e-21
1.9080238895835526e-09,0.5862132752436989,3.5878203531287716e-22,6.485893192430237e-19,1.7709122769562037e-21,2.713174060516776e-32,0.0,0.0,7.600904267819685e-20,7.23341298327168e-33,2.9478557548421533e-30,2.427364657450329e-40,1.0206496182798399e-27,3.493397364940091e-54,7.675007824344919e-41,1.4015963944660197e-37,5.95343634443532e-37,4.4146192330125834e-38,1.7750234951239606e-32,1.5057514562166838e-32,1.2434533837910621e-16,5.584801946564627e-26,7.81397244558003e-41,5.072031625684986e-60,3.5895625527747865e-44,2.92386190051295e-37,5.0832489967718574e-36,1.814780678213501e-58,7.141332936151939e-76,2.442993457197678e-77,1.4294278892586437e-48,3.510650547007618e-41,2.252535371715374e-33,1.0383263664984233e-59,3.76,0.0,0.7725175089859055,0.9998644791752506,1.1902825477568832e-30,8.486023113012142e-50,5.491466182554741e-07,5.491466186759611e-07,1.7170963404152377e-16,8.255018631542986e-21,0.00013552082474875817,7.551553740042359e-20,2.623199589513219e-21
1.9550466018700646e-09,0.5862132766776846,3.76725495440578e-22,6.64616611260472e-19,1.8614588137945744e-21,2.9909671971180197e-32,0.0,0.0,7.980161675475317e-20,7.973264247604097e-33,3.3286721961783715e-30,2.745927488405281e-40,1.1247315117140131e-27,3.9636353810727766e-54,8.495526976215885e-41,1.5448617456395527e-37,6.738216828699707e-37,4.993969593623934e-38,1.9154612235896304e-32,1.619413059126066e-32,1.3054977228611248e-16,6.006413283862786e-26,8.817083686329909e-41,6.185966269284393e-60,4.1635326824169173e-44,3.3092842103750768e-37,5.603167236558617e-36,2.1522266963043185e-58,9.377017585987092e-76,3.207785468831395e-77,1.6990279532199293e-48,3.9666378752676146e-41,2.487114567469846e-33,1.2355101903295248e-59,3.76,0.0,0.7725174954523466,0.9998643908448576,1.3142520663885593e-30,1.0086735322379066e-49,5.626801773255643e-07,5.626801777660405e-07,1.7928579887458413e-16,8.655925041196599e-21,0.00013560915514194353,7.926166635556692e-20,2.7781347077641296e-21
2.0020693141565767e-09,0.5862132781116701,3.951084090115766e-22,6.8064705705568725e-19,1.9542305365915002e-21,3.2895772217000625e-32,0.0,0.0,8.368651972060095e-20,8.768470077431383e-33,3.747825252318151e-30,3.0973152632725324e-40,1.2365618001836507e-27,4.482963818292034e-54,9.379821957340903e-41,1.6988361992860947e-37,7.603657999832025e-37,5.632612662726171e-38,2.0630767230843086e-32,1.7386336375715122e-32,1.3690525144754276e-16,6.448648893495658e-26,9.920238236904857e-41,7.508304498840134e-60,4.812041497588438e-44,3.734320630358885e-37,6.161980082394598e-36,2.542098036111326e-58,1.2231972502506497e-75,4.184413970881412e-77,2.01110009929375e-48,4.468465737016468e-41,2.739528269229977e-33,1.46393206640901e-59,3.76,0.0,0.7725174819187878,0.9998643131930209,1.4476484050748537e-30,1.1939682659462776e-49,5.762137361582908e-07,5.762137366191797e-07,1.8698299215369106e-16,9.065808152517469e-21,0.00013568680697831806,8.309740923164511e-20,2.9384494337544188e-21
2.0490920264430888e-09,0.5862132795456557,4.1393086744689266e-22,6.9668073134143275e-19,2.049225876876163e-21,3.610020309786502e-32,0.0,0.0,8.766375160045237e-20,9.621724982207478e-33,4.208133290861962e-30,3.4840343267544194e-40,1.3565138896503741e-27,5.055089414562648e-54,1.0331082878322318e-40,1.864040359798672e-37,8.555814248770243e-37,6.334982443803541e-38,2.218050308748698e-32,1.8635438736563284e-32,1.4341177586148073e-16,6.911993903160291e-26,1.1130678533173456e-40,9.071586655455261e-60,5.542632792109466e-44,4.2019445888652675e-37,6.761579838589491e-36,2.9910156958725494e-58,1.5856523604167376e-75,5.424299835487575e-77,2.3710772195126644e-48,5.019449707567188e-41,3.0106537105658893e-33,1.7276047733884665e-59,3.76,0.0,0.7725174683852292,0.9998642449287942,1.5909354146957685e-30,1.4077152171656945e-49,5.897472947536562e-07,5.897472952353785e-07,1.947989543105893e-16,9.484632570167707e-21,0.00013575507120511696,8.702269160841115e-20,3.1042167353916707e-21
2.096114738729601e-09,0.5862132809796412,4.331929603020522e-22,7.127177087492203e-19,2.1464434045242182e-21,3.9533369567101777e-32,0.0,0.0,9.173331241686793e-20,1.0535787508570804e-32,4.71254884425803e-30,3.9087193324704976e-40,1.4849697940838682e-27,5.683896557498311e-54,1.1352577095846747e-40,2.0410071868901716e-37,9.60103408289368e-37,7.105727837251163e-38,2.3805629499192102e-32,1.9942743096658282e-32,1.5006934552601e-16,7.396932934980574e-26,1.2455981434457246e-40,1.0912475307762962e-59,6.363407165000291e-44,4.7152739600462516e-37,7.403903658938207e-36,3.50625376282573e-58,2.043259269394565e-75,6.989671238708991e-77,2.7849334239069315e-48,5.623054696269963e-41,3.3013888657502884e-33,2.030942119059179e-59,3.76,0.0,0.7725174548516708,0.9998641849172858,1.744587925383173e-30,1.65346532174246e-49,6.032808531116624e-07,6.03280853614637e-07,2.027314679624629e-16,9.91236302515618e-21,0.00013581508271351598,9.103743912351911e-20,3.2755096570114132e-21
2.143137451016113e-09,0.5862132824136267,4.528947753017624e-22,7.287580638316962e-19,2.245881817353825e-21,4.3205919827361914e-32,0.0,0.0,9.58952021904182e-20,1.1513480240296096e-32,5.264161665203932e-30,4.3741368049802e-40,1.6223201232934386e-27,6.373451171777264e-54,1.244764941065748e-40,2.230281997679814e-37,1.0745966998530161e-36,7.949717667719866e-38,2.550796278053457e-32,2.130955348216072e-32,1.5687796043921418e-16,7.903950106034233e-26,1.3904065162755094e-40,1.3072161826797079e-59,7.283048515485071e-44,5.27757443898727e-37,8.090933536858703e-36,4.095786630088815e-58,2.6179359057123495e-75,8.9555000903083e-77,3.25922329200621e-48,6.282897661657972e-41,3.61265244871257e-33,2.378788144254769e-59,3.76,0.0,0.7725174413181126,0.99986413216079,1.9090917465274807e-30,1.9351152328168487e-49,6.168144112323117e-07,6.168144117569552e-07,2.1077835712433718e-16,1.0348964374640534e-20,0.00013586783920926988,9.514157747267314e-20,3.4524013090209016e-21
2.190160163302625e-09,0.5862132838476121,4.730363983739373e-22,7.448018710647438e-19,2.347539931214262e-21,4.712874538043912e-32,0.0,0.0,1.0014942093983816e-19,1.255768979824551e-32,5.866201777724379e-30,4.8831887270632424e-40,1.7689640707736293e-27,7.128004602038697e-54,1.3619722268311989e-40,2.432422468972483e-37,1.1997570353211248e-36,8.872045711200074e-38,2.72893259201278e-32,2.2737172524027345e-32,1.6383762059917703e-16,8.433529028879261e-26,1.5483196205312507e-40,1.559680222121851e-59,8.310851134858538e-44,5.892262916764839e-37,8.824696295318438e-36,4.768338442776587e-58,3.3359768407054384e-75,1.1411728259504923e-76,3.801122951603328e-48,7.002750297150008e-41,3.945383912619174e-33,2.7764477040341414e-59,3.76,0.0,0.7725174277845547,0.999864085782214,2.084943667115092e-30,2.2569319165355693e-49,6.303479691156065e-07,6.30347969662333e-07,2.1893748643620433e-16,1.0794401601724161e-20,0.00013591421778521383,9.933503240976757e-20,3.634964858035785e-21
2.237182875589137e-09,0.5862132852815977,4.936179136830906e-22,7.608492048493356e-19,2.4514166705986535e-21,5.131298107571414e-32,0.0,0.0,1.0449596868217329e-19,1.3671366840319137e-32,6.522042523934384e-30,5.438916152237655e-40,1.925309401563866e-27,7.95199749143451e-54,1.4872295961527972e-40,2.6479986397303837e-37,1.3363116237878855e-36,9.87803572195268e-38,2.915154861084396e-32,2.4226901459500734e-32,1.7094832600398224e-16,8.986152812079797e-26,1.7201996180914623e-40,1.8537983586031154e-59,9.456747393940371e-44,6.562910855479585e-37,9.607263576554682e-36,5.533434823819931e-58,4.228799208435378e-75,1.4465818787046313e-76,4.4184730231085314e-48,7.78654168778899e-41,4.300543449960176e-33,3.2297184569548406e-59,3.76,0.0,0.772517414250997,0.9998640450105061,2.2726514563332275e-30,2.623578381975617e-49,6.438815267615485e-07,6.438815273307706e-07,2.272067604045769e-16,1.124863981524825e-20,0.00013595498949324847,1.0361772974701802e-19,3.823273517541175e-21
