Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136)
3.941669602220108e-09,0.8186738728381185,5.798729961979696e-21,2.316767711161098e-13,7.031169951368286e-24,5.372094287067294e-28,0.0,0.0,4.5623815222618775e-21,4.632927078713652e-44,6.750231897029856e-21,1.0853808574825376e-27,1.0016393590955441e-18,1.7490396850818196e-39,6.3666828873637e-30,4.0512533520540904e-25,2.674456143649889e-35,4.681690053774099e-28,1.5368241948383383e-24,3.616780693383928e-21,3.4919199712727176e-10,3.7134084328945564e-17,8.652901407994415e-28,7.206273795227649e-57,3.268297756408998e-41,5.483229766494807e-35,8.272370635596174e-30,1.9555705607762327e-48,3.5960788017110276e-73,1.9685843818381352e-72,7.468272763018165e-45,3.515602531765733e-35,1.0170152738688323e-32,3.811717082033971e-56,3.76,0.0,0.8945264058881879,0.9999999999998843,1.521503502156913e-28,1.123260874722046e-50,0.0005676280744237706,0.0005676289417836564,1.6874310899840298e-10,2.3270741535834396e-13
4.160641469721106e-09,0.8186784358859204,7.157729896142947e-21,2.445471281862145e-13,9.067290772514685e-24,7.036791486187531e-28,0.0,0.0,5.918240989045404e-21,8.195965031690667e-44,8.833379338439617e-21,1.4223333276407448e-27,1.2420447081863179e-18,2.4115734138955797e-39,8.331986266666809e-30,5.0270193004001295e-25,4.045629082542025e-35,6.132461912724813e-28,1.907704576854686e-24,4.2502559730254896e-21,3.890638917044107e-10,4.363141152193284e-17,1.1299971852662145e-27,1.3389257156549749e-56,5.181632939012568e-41,8.219883426853579e-35,1.1271158239311499e-29,3.1768475647593806e-48,8.624495871235363e-73,4.194019636248458e-72,1.244272161973552e-44,5.232988205121923e-35,1.451958257533318e-32,7.518050788130003e-56,3.76,0.0,0.8944948829304751,0.9999999999998779,1.9929845020850886e-28,1.9901187759853177e-50,0.0005991509798945324,0.0005991519393682347,1.8109138068791153e-10,2.544497420816901e-13
4.379613337222104e-09,0.8186829987732334,8.76318119408789e-21,2.5741748525670495e-13,1.1569819704635322e-23,9.090404102048814e-28,0.0,0.0,7.580934643650843e-21,1.4107488924242245e-43,1.1400666170710121e-20,1.8382214282579694e-27,1.5231579537563813e-18,3.270216963488376e-39,1.0753789335044714e-29,6.168984558822222e-25,6.004602539910102e-35,7.922177927304666e-28,2.3419611360005165e-24,4.953297181595713e-21,4.310904218522084e-10,5.084078701565693e-17,1.4553691291683021e-27,2.4144096373379525e-56,8.038790731603168e-41,1.209376984788969e-34,1.515262861693935e-29,5.0337935595419746e-48,1.9866176652635817e-72,8.631060834493856e-72,2.0230609376843943e-44,7.645592204801881e-35,2.039979066693008e-32,1.4351428603194892e-55,3.76,0.0,0.8944633610836261,0.9999999999998714,2.5746152407379127e-28,3.431270774119729e-50,0.0006306727722992932,0.0006306738282438051,1.934868246763025e-10,2.7674027299737837e-13
4.598585204723102e-09,0.818687561500063,1.064849524640872e-20,2.702878423276555e-13,1.4621628348923946e-23,1.1597304210870184e-27,0.0,0.0,9.600047065450058e-21,2.368431490369733e-43,1.4531621752272634e-20,2.3461694257366294e-27,1.8492893333349218e-18,4.368507823948472e-39,1.3706925749254088e-29,7.494957076907104e-25,8.760410572068758e-35,1.0106941704493962e-27,2.8464281979446785e-24,5.729448767639433e-21,4.752715354385399e-10,5.879826254485758e-17,1.8511305447371583e-27,4.237745435449429e-56,1.2229499829505966e-40,1.7494937368376913e-34,2.0124491821741038e-29,7.798740950954865e-48,4.4121287939224954e-72,1.721561159883981e-71,3.2176099428891026e-44,1.0984240068371722e-34,2.824911584244124e-32,2.6598644662632944e-55,3.76,0.0,0.8944318403476015,0.999999999999865,3.284627310533584e-28,5.772347435923182e-50,0.0006621934516863938,0.0006621946084494622,2.059203371082396e-10,2.9954090435986233e-13
4.8175570722241e-09,0.8186921240664148,1.2850177694111862e-20,2.831581993991507e-13,1.8316602401886436e-23,1.4628576903811253e-27,0.0,0.0,1.2030227541914929e-20,3.88649635957547e-43,1.831395657583528e-20,2.9606825414174693e-27,2.2249572021022573e-18,5.756744172974603e-39,1.727388298618775e-29,9.02363726637471e-25,1.2583104804671465e-34,1.2748708386050447e-27,3.428289177986204e-24,6.582243760104403e-21,5.216071803316204e-10,6.753975128954861e-17,2.3279564054725976e-27,7.257928864671274e-56,1.8277029942852957e-40,2.4922560376748873e-34,2.6432545467505963e-29,1.1838344943862876e-47,9.479332375029698e-72,3.3378891144355914e-71,5.016207770541805e-44,1.5541737372536706e-34,3.8606357179360573e-32,4.799284753275836e-55,3.76,0.0,0.8944003207223624,0.9999999999998586,4.14315356444535e-28,9.496302038958902e-50,0.0006937130181024322,0.0006937142800242991,2.1838455266757716e-10,3.228161518807003e-13
5.036528939725098e-09,0.818696686472295,1.5407973362647654e-20,2.9602855647128684e-13,2.276063952996665e-23,1.8262347989489712e-27,0.0,0.0,1.493142801474714e-20,6.245337302036874e-43,2.284394610962541e-20,3.697716182375376e-27,2.6548868123229466e-18,7.492622824067339e-39,2.1545153928661925e-29,1.0774616066685044e-24,1.781815556566049e-34,1.5915570490152235e-27,4.095076446591017e-24,7.515203805162198e-21,5.700973043998992e-10,7.710102840730329e-17,2.897509569476663e-27,1.215580856113798e-55,2.6875719030471984e-40,3.5009425448526113e-34,3.4365851172872107e-29,1.7639310555098054e-47,1.9758404168297352e-71,6.306868021202425e-71,7.678962897690364e-44,2.1686050422336217e-34,5.212870743265747e-32,8.450198316901313e-55,3.76,0.0,0.8943688022078694,0.9999999999998521,5.1723209251278055e-28,1.5307775243464794e-49,0.000725231471592593,0.0007252328430074076,2.3087351586178783e-10,3.465329752423067e-13
5.255500807226096e-09,0.8187012487177087,1.8365010309579358e-20,3.0889891354417295e-13,2.807269270686596e-23,2.2584111011218757e-27,0.0,0.0,1.8369139646476614e-20,9.844040592390332e-43,2.8226812418039184e-20,4.574745196585924e-27,3.1440090986885868e-18,9.641900811478556e-39,2.661958569573914e-29,1.27683730242307e-24,2.4903535325839583e-34,1.968204319165596e-27,4.8546711958179816e-24,8.531839203190411e-21,6.207418555119687e-10,8.751773156633684e-17,3.572477446385874e-27,1.9946516405975583e-55,3.893700349678167e-40,4.855070162965321e-34,4.4262375930694235e-29,2.583942830611322e-47,4.005517943947424e-71,1.1638891672929658e-70,1.1560660711157315e-43,2.9875627117225023e-34,6.961205077560686e-32,1.4548579543523905e-54,3.76,0.0,0.8943372848040834,0.9999999999998457,6.396342999503879e-28,2.421956661910221e-49,0.0007567488122009167,0.0007567502974378783,2.4338241160078383e-10,3.7066061351766834e-13
5.474472674727094e-09,0.8187058108026619,2.1767942992868175e-20,3.2176927061793163e-13,3.4385858750763623e-23,2.768705359092874e-27,0.0,0.0,2.24146280192647e-20,1.5242281163859522e-42,3.457710358068195e-20,5.61083315395653e-27,3.69745946920376e-18,1.2279080029492164e-38,3.260472574681948e-29,1.5026274383248535e-24,3.4389861344331166e-34,2.4129349054584622e-27,5.7153033060126766e-24,9.635648945385048e-21,6.735407815364899e-10,9.882536147395754e-17,4.366607864793018e-27,3.2120336324203576e-55,5.564546185922691e-40,6.653754822487992e-34,5.651511786927284e-29,3.7264693650505907e-47,7.915018388190874e-71,2.1019086156259464e-70,1.7139612870829286e-43,4.067710351942127e-34,9.201382857999486e-32,2.4536805453100714e-54,3.76,0.0,0.8943057685109654,0.9999999999998392,7.841612502166839e-28,3.7667508383978745e-49,0.0007882650399705199,0.0007882666433547999,2.55907345244198e-10,3.9517043094410005e-13
5.693444542228092e-09,0.81871037272716,2.5667094545413057e-20,3.3463962769270015e-13,4.184851181592303e-23,3.367238306618123e-27,0.0,0.0,2.7145166942138163e-20,2.321430721799694e-42,4.201907087141358e-20,6.826701645646052e-27,4.320576601321865e-18,1.5488114363233732e-38,3.961716523305596e-29,1.7570571187027034e-24,4.696401086993523e-34,2.9345702190892676e-27,6.685551212219107e-24,1.0830120750008757e-20,7.284940303421366e-10,1.1105928240047406e-16,5.294744148736481e-27,5.083414347929607e-55,7.852658214624274e-40,9.019616039038853e-34,7.157873573891806e-29,5.2973355786326325e-47,1.527467901819549e-70,3.721097550799667e-70,2.5053769002148225e-43,5.47856579442639e-34,1.2047868503515463e-31,4.060198645290571e-54,3.76,0.0,0.8942742533284761,0.9999999999998328,9.536793478047506e-28,5.766149566795633e-49,0.0008197801549437715,0.0008197818807972604,2.68445165773398e-10,4.200357725228806e-13
5.91241640972909e-09,0.8187149344912088,3.011659815070246e-20,3.475099847686322e-13,5.0625481560907046e-23,4.064965140465406e-27,0.0,0.0,3.2644270857492665e-20,3.481778429424159e-42,5.068704368254691e-20,8.244799597577054e-27,5.0189012433628765e-18,1.9363138732709438e-38,4.7782879592779345e-29,2.0424397389559196e-24,6.3476660429891944e-34,3.542659183534495e-27,7.774341770390709e-24,1.2118731098544673e-20,7.856015497975521e-10,1.242547227013316e-16,6.372859415341775e-27,7.91687203698168e-55,1.0952818033627946e-39,1.2103290126943747e-33,8.997670126279626e-29,7.430781479587531e-47,2.8837901131089564e-70,6.467714164732276e-70,3.614557164624318e-43,7.3048290642879105e-34,1.5636711204475081e-31,6.601127624073445e-54,3.76,0.0,0.8942427392565766,0.9999999999998264,1.1512913319885201e-27,8.698215253549468e-49,0.0008512941571624363,0.0008512960098043458,2.809933242915171e-10,4.4523182895422565e-13
6.131388277230088e-09,0.8187194960948142,3.5174537529028635e-20,3.6038034184589826e-13,6.089927569398219e-23,4.873707941090102e-27,0.0,0.0,3.9001925861683045e-20,5.1480753116210385e-42,6.072580221805671e-20,9.889372600061972e-27,5.798175021350815e-18,2.400921946643642e-38,5.72375664252364e-29,2.3611767978232204e-24,8.497424068446666e-34,4.247506535298556e-27,8.990950123710913e-24,1.350494527186682e-20,8.448632877713133e-10,1.3844677533860866e-16,7.618090111046025e-27,1.2147110439525794e-54,1.5111763215541556e-39,1.608862194342859e-33,1.123089932305258e-28,1.0295536194515352e-46,5.3344439908260366e-70,1.1052211266604097e-69,5.151727219129963e-43,9.649032340474652e-34,2.01287320259397e-31,1.055779950573756e-53,3.76,0.0,0.8942112262952274,0.9999999999998199,1.3803454584656661e-27,1.2943464062228412e-48,0.0008828070466677876,0.0008828090304151412,2.9354975961945127e-10,4.707355104169163e-13
6.569332012232084e-09,0.8187286188207159,4.7368645653884007e-20,3.861210560052092e-13,8.676351643593194e-23,6.876058045880451e-27,0.0,0.0,5.468656477900235e-20,1.0829053620514742e-41,8.55492663498013e-20,1.3964325598488512e-26,7.623533770928487e-18,3.6094172034736124e-38,8.060726022643857e-29,3.1087596271405056e-24,1.4833057413187446e-33,5.9926436929907894e-27,1.184646142428284e-23,1.658399042946496e-20,9.698492107476748e-10,1.699604156160814e-16,1.0684454345770282e-26,2.748842289565341e-54,2.792982376449774e-39,2.7704431865761778e-33,1.7161059256827806e-28,1.9112549255582488e-46,1.7418352673471914e-69,3.096487886377542e-69,1.0127040266597156e-42,1.640998786814657e-33,3.261200642197995e-31,2.5877085760995434e-53,3.76,0.0,0.8941482037040244,0.999999999999807,1.9474556452044522e-27,2.763297618616804e-48,0.0009458294877016878,0.0009458317466041942,3.186811557161948e-10,5.22581307317565e-13
7.00727574723408e-09,0.8187377409049114,6.27983814127763e-20,4.1186177017239243e-13,1.2130414335594097e-22,9.487430494215793e-27,0.0,0.0,7.50570963452261e-20,2.1737599514962884e-41,1.1787074184757682e-19,1.9284094373976896e-26,9.846558419707821e-18,5.28319591032051e-38,1.1101893770567836e-28,4.02077259884773e-24,2.50880481090446e-33,8.268607772442667e-27,1.5333246932844328e-23,2.0094755825016523e-20,1.1034513822174602e-09,2.058782587544305e-16,1.4655422077385644e-26,5.92525142877112e-54,4.9819990129817334e-39,4.6251659120313104e-33,2.5614271549068123e-28,3.4087418443131913e-46,5.302767007662344e-69,8.205579061098926e-69,1.9134518726789775e-42,2.7063331538318393e-33,5.142423120425154e-31,6.0106651523555e-53,3.76,0.0,0.8940851855545539,0.9999999999997942,2.687053925593077e-27,5.642368582355789e-48,0.001008847478368983,0.0010088500296770706,3.4382948305730245e-10,5.754185530423137e-13
7.445219482236076e-09,0.8187468623474449,8.208476214230595e-20,4.3760248434956813e-13,1.6675240402355235e-22,1.2836900852508724e-26,0.0,0.0,1.010896393263637e-19,4.1854970906423596e-41,1.592622093814646e-19,2.611439940069323e-26,1.2520293106272269e-17,7.553782679706514e-38,1.4994202759874858e-28,5.1195805191099864e-24,4.125897732208367e-33,1.1187920158108137e-26,1.9538032525272536e-23,2.40645641463381e-20,1.2456693851243845e-09,2.464762270232639e-16,1.9713217698112415e-26,1.2227699681318453e-53,8.610915923867002e-39,7.512010663983819e-33,3.7437741606626753e-28,5.868768678569314e-46,1.5141987283674022e-68,2.06764076732797e-68,3.490411600890825e-42,4.3431059867798024e-33,7.915443637617108e-31,1.3302297704071072e-52,3.76,0.0,0.8940221718465026,0.9999999999997813,3.635696973757716e-27,1.1071638355565825e-47,0.0010718610189897786,0.001071863879946401,3.689882325170011e-10,6.291133566734619e-13
7.883163217238071e-09,0.8187559831483624,1.0592520126517871e-19,4.633431985392649e-13,2.2575470261948547e-22,1.7070503725717044e-26,0.0,0.0,1.3388557083711363e-19,7.765804051336142e-41,2.1149789087014655e-19,3.4756369565918326e-26,1.5700883299451988e-17,1.0578075438637154e-37,1.9903304026760427e-28,6.428940183762861e-24,6.617010384220493e-33,1.4877893704291692e-26,2.4553103868791627e-23,2.8520562302917406e-20,1.3965028024092853e-09,2.920281257672968e-16,2.606165180311707e-26,2.427547643220972e-53,1.4469814449170824e-38,1.1904000988414626e-32,5.369524814003366e-28,9.793140397939824e-46,4.0907555019117594e-68,4.986980056542384e-68,6.170225395765999e-42,6.801671803529991e-33,1.192275616307102e-30,2.8203689868958534e-52,3.76,0.0,0.8939591625795575,0.9999999999997684,4.834744488283566e-27,2.0968071871578145e-47,0.0011348701098818942,0.0011348732977247914,3.9415314229880793e-10,6.835497943962869e-13
8.321106952240067e-09,0.8187651033077089,1.3509779364468746e-19,4.890839127444686e-13,3.0142218378804045e-22,2.2352253723253988e-26,0.0,0.0,1.7467859146856284e-19,1.3940024057178703e-40,2.765656484192757e-19,4.55487649163827e-26,1.9447538900275855e-17,1.454120762874511e-37,2.6014574409114625e-28,7.973994617254041e-24,1.0374880111184724e-32,1.9481525591968675e-26,3.047630215912744e-23,3.3489722554670673e-20,1.555951217009886e-09,3.428056596073529e-16,3.392702513976017e-26,4.65597769389833e-53,2.3707795517046777e-38,1.845035488250215e-32,7.570677542852155e-28,1.5892745574668035e-45,1.0528305095481486e-67,1.157810387165522e-67,1.0604950848815182e-41,1.0420429539525976e-32,1.7611058957170543e-30,5.756288632393654e-52,3.76,0.0,0.8938961577534061,0.9999999999997555,6.330648313859654e-27,3.8471343089502693e-47,0.0011978747513615958,0.0011978782833248279,4.193214649005585e-10,7.386275262026334e-13
8.759050687242063e-09,0.8187742228255296,1.7046554813586105e-19,5.148246269686751e-13,3.973829189304139e-22,2.8865162298659664e-26,0.0,0.0,2.248417081018593e-19,2.4291265369209934e-40,3.5667825075186222e-19,5.887020040755449e-26,2.3822497666499933e-17,1.965951288772058e-37,3.3534118464781108e-28,9.781267369984089e-24,1.5937097331431212e-32,2.5158387141820691e-26,3.741101986084493e-23,3.899884363381161e-20,1.7240142118606277e-09,3.9907844852245396e-16,4.3558993305817505e-26,8.658021708505152e-53,3.7966205015155e-38,2.8028598996893165e-32,1.0509254575212646e-27,2.515538789145686e-45,2.5950562208036092e-67,2.5989803464187063e-67,1.7770933550902294e-41,1.5649919491988726e-32,2.5555410262722198e-30,1.1354396794897365e-51,3.76,0.0,0.8938331573677348,0.9999999999997427,8.175240387921188e-27,6.860139233637144e-47,0.0012608749437441381,0.001260878837059074,4.4449142979115116e-10,7.942597108541062e-13
9.196994422244059e-09,0.8187833417018695,2.1298056765462347e-19,5.405653412159445e-13,5.17836670870311e-22,3.681225049581824e-26,0.0,0.0,2.858941348971618e-19,4.120889207169304e-40,4.542845079174096e-19,7.514137063677919e-26,2.88909889581498e-17,2.618358717112484e-37,4.268975484971709e-28,1.1878656872620502e-23,2.4028913144890885e-32,3.208551067083307e-26,4.54661964509458e-23,4.5074551859677717e-20,1.9006913698925473e-09,4.611140438117087e-16,5.523139350358535e-26,1.565589073273318e-52,5.955083025191597e-38,4.1808283243109096e-32,1.4382166317286204e-27,3.892986630061687e-45,6.151075908071587e-67,5.660211660588738e-67,2.9102798005211237e-41,2.308169924469716e-32,3.6487289728182295e-30,2.171656827559687e-51,3.76,0.0,0.8937701614222311,0.9999999999997298,1.0426019520916191e-26,1.1920868905183796e-46,0.0013238706873441371,0.0013238749592400702,4.696618702731376e-10,8.503711852805554e-13
9.634938157246055e-09,0.8187924599367743,2.636881756491045e-19,5.663060554909589e-13,6.676122838291049e-22,4.641755751896981e-26,0.0,0.0,3.5950811070686295e-19,6.82261122395708e-40,5.720802714601293e-19,9.482727556220183e-26,3.472119781100379e-17,3.440144662949148e-37,5.3731986899794745e-28,1.4295430847619465e-23,3.56158278563327e-32,4.0458273391827544e-26,5.475631416556786e-23,5.174330224626373e-20,2.0859822740332076e-09,5.291779439324366e-16,6.924303344475052e-26,2.7597676357919962e-52,9.165203865155339e-38,6.132824690350261e-32,1.942656722824796e-27,5.902921987360546e-45,1.4067823378100948e-66,1.1992839329600165e-66,4.66726424020746e-41,3.3482675608975355e-32,5.1327008831422494e-30,4.0384607469915007e-51,3.76,0.0,0.8937071699165818,0.9999999999997169,1.314643698595191e-26,2.023248833313621e-46,0.0013868619824757916,0.001386866650180336,4.948320056516752e-10,9.068968904828679e-13
9.999999999999999e-09,0.818801577530289,3.130398000715329e-19,5.877630415075953e-13,8.188317490749246e-22,5.58685381128552e-26,0.0,0.0,4.31788584776215e-19,1.0210937086297465e-39,6.878259826992443e-19,1.1421448091178549e-25,4.0214511122596633e-17,4.278208546027268e-37,6.457551416804901e-28,1.6576158958044407e-23,4.8851446765961485e-32,4.869674927736823e-26,6.353062000176564e-23,5.77744427260669e-20,2.247019859403998e-09,5.907119442544069e-16,8.294403723393422e-26,4.348554600558159e-52,1.2954905823483114e-37,8.341496453817141e-32,2.4729714427245826e-27,8.233109605929256e-45,2.7354527233248034e-66,2.2005240186833766e-66,6.818069626864816e-41,4.512381801564847e-32,6.750339238899244e-30,6.641574590439596e-51,3.76,0.0,0.8936546647488237,0.9999999999997061,1.582314282780873e-26,3.092951241465524e-46,0.0014393669681680872,0.0014393719789760789,5.158127585898967e-10,9.5429136451952e-13
1.0072881892248051e-08,0.818801577530289,3.237309888418759e-19,5.920467697990822e-13,8.522276956459548e-22,5.79271451210073e-26,0.0,0.0,4.475156326944857e-19,1.1047188355917519e-39,7.130192996933261e-19,1.1843944718623349e-25,4.138422933900221e-17,4.464177699723762e-37,6.693495746586878e-28,1.706222077697527e-23,5.196763186494795e-32,5.04912784230939e-26,6.54013937496833e-23,5.903137960248213e-20,2.2798865072066632e-09,6.035336102146432e-16,8.591844338744299e-26,4.7526434669099764e-52,1.3862322908501984e-37,8.858955230822071e-32,2.592572772947755e-27,8.785628688051842e-45,3.113321617279758e-66,2.4777675100245363e-66,7.342669597669388e-41,4.7835598483927515e-32,7.122091265731368e-30,7.319194608762973e-51,3.76,0.0,0.8936441828504741,0.999999999999704,1.6406180915471013e-26,3.360541544822565e-46,0.0014498488294530018,0.001449853910192369,5.200013226259613e-10,9.637805164347282e-13
1.0510825627250047e-08,0.8188106944824589,3.9435293729409725e-19,6.17787484146423e-13,1.0779525102608968e-21,7.161009789787401e-26,0.0,0.0,5.519151077825258e-19,1.7526734595365678e-39,8.803239906920444e-19,1.4653817715942248e-25,4.895407345952359e-17,5.727726758679104e-37,8.259738841171603e-28,2.021101642387668e-23,7.473569465584068e-32,6.241923305322195e-26,7.752699020983055e-23,6.696489962533674e-20,2.482403652333437e-09,6.844424824547304e-16,1.0560859325210258e-25,8.01086202632834e-52,2.06329337840329e-37,1.2616631383042798e-31,3.421543873670955e-27,1.2855490107049056e-44,6.68403849184297e-66,5.001304506219826e-66,1.1349408225503277e-40,6.738642369981755e-32,9.758378954337095e-30,1.2954747607731505e-50,3.76,0.0,0.8935812002235951,0.9999999999996911,2.0281459529091204e-26,5.471832123563944e-46,0.001512831228589453,0.0015128367395886434,5.451694930686029e-10,1.020973330360662e-12
1.0948769362252043e-08,0.8188198107933293,4.769032328416202e-19,6.435281985398997e-13,1.3518730691514956e-21,8.7759519576186e-26,0.0,0.0,6.748779235521176e-19,2.7290290001683895e-39,1.0774959856154741e-18,1.7973474526115605e-25,5.750756993550965e-17,7.2728023396924125e-37,1.0104350517817533e-27,2.37751604060676e-23,1.060454606576299e-31,7.649782440660865e-26,9.126418856994523e-23,7.556980998612954e-20,2.6935332923304994e-09,7.721639943906436e-16,1.2869157665697729e-25,1.323792176046239e-51,3.0257873551097844e-37,1.7733681870548985e-31,4.469096439702946e-27,1.8519033117887553e-44,1.395216207892027e-65,9.87873044135396e-66,1.7258511156816442e-40,9.369927798447598e-32,1.3214690837445207e-29,2.2433722767297707e-50,3.76,0.0,0.8935182220356317,0.9999999999996783,2.485528321652644e-26,8.747339432663943e-46,0.0015758091801986857,0.001575815138681613,5.703363056264993e-10,1.078433158565295e-12
1.1824656832256035e-08,0.8188380414913521,6.837354410810608e-19,6.950096274973929e-13,2.0771445393564234e-21,1.2875621985862066e-25,0.0,0.0,9.860826899555306e-19,6.296177780060662e-39,1.5769070537620576e-18,2.64134834470992e-25,7.788692150382345e-17,1.1401398899122261e-36,1.4771662235525614e-27,3.22895960388968e-23,2.0589481873989704e-31,1.1223979542040717e-25,1.2412535573762014e-22,9.489675872859866e-20,3.141628388585553e-09,9.690727337266226e-16,1.8668783971265043e-25,3.435176179890186e-51,6.252751609160707e-37,3.381126607629784e-31,7.412507882685151e-27,3.68550833330334e-44,5.740630857836769e-65,3.6869987932644114e-65,3.8214685109102515e-40,1.7487248271457065e-31,2.3473000661592642e-29,6.367086709857313e-50,3.76,0.0,0.8933922789752013,0.9999999999996525,3.64662998321896e-26,2.1304058629420763e-45,0.0017017517420891525,0.0017017586472073372,6.206653760088917e-10,1.1940130736270343e-12
1.2700544302260027e-08,0.818856269624719,9.572855471271462e-19,7.464910567459347e-13,3.103905299094706e-21,1.8378291420408651e-25,0.0,0.0,1.4022236103169614e-18,1.3719596903109297e-38,2.2452748569214343e-18,3.776409031159367e-25,1.0319259213843885e-16,1.729534153252418e-36,2.1009493900266988e-27,4.2899107363003677e-23,3.83173440863485e-31,1.60217919084397e-25,1.6514400245965105e-22,1.1721649060298978e-19,3.6241684592361923e-09,1.196295801283478e-15,2.635001892913176e-25,8.406330205887617e-51,1.2338438203145415e-36,6.1840362286405845e-31,1.1890425960000517e-26,6.987692790242601e-44,2.17534164132435e-64,1.2929489382549933e-64,8.051497130335566e-40,3.1313050945903066e-31,4.0157739048528964e-29,1.6945406826235539e-49,3.76,0.0,0.8932663536666802,0.9999999999996267,5.205081087305689e-26,4.909131113571801e-45,0.0018276765176312502,0.001827684438268725,6.709877768357713e-10,1.3102812902535383e-12
1.357643177226402e-08,0.8188744951937921,1.3125272857427404e-18,7.979724863771773e-13,4.525413867432776e-21,2.5614908563687857e-25,0.0,0.0,1.9475458159761494e-18,2.833252922558429e-38,3.1217089555914158e-18,5.272046286579914e-25,1.341384279225406e-16,2.5497584294735365e-36,2.917805917919913e-27,5.591860008032735e-23,6.86078397630355e-31,2.233210833207895e-25,2.15567460477325e-22,1.4273064641866437e-19,4.141150167489671e-09,1.45583798831684e-15,3.6319187426053156e-25,1.9365276401806552e-50,2.3326806568680454e-36,1.0892535776619125e-30,1.8517152129480127e-26,1.2685992490484627e-43,7.401597246225413e-64,4.1546917127724104e-64,1.617881187605135e-39,5.402052348237123e-31,6.643493958573738e-29,4.2100600666334106e-49,3.76,0.0,0.8931404461075665,0.999999999999601,7.254607810516044e-26,1.0706761042533665e-44,0.001953583509330913,0.0019535925143646066,7.213032478426968e-10,1.4270612666227254e-12
1.4452319242268011e-08,0.8188927181989328,1.7664756645711157e-18,8.494539165026741e-13,6.454945071645962e-21,3.496410562763899e-25,0.0,0.0,2.649654476669205e-18,5.581265520783224e-38,4.250742760629163e-18,7.208036991815117e-25,1.7148068437350509e-16,3.666131251119181e-36,3.9686601010591205e-27,7.168413060113098e-23,1.1865946910402665e-30,3.04855569061452e-25,2.767311430250412e-22,1.716382785655783e-19,4.692570176496133e-09,1.7496734074681056e-15,4.903144696081328e-25,4.2302371476926787e-50,4.243573990256011e-36,1.8549848045604772e-30,2.8088022174890385e-26,2.21672568379493e-43,2.3239931768185168e-63,1.2475603243146797e-63,3.1151971144549866e-39,9.014622312505173e-31,1.0666415082556487e-28,9.85996790844796e-49,3.76,0.0,0.8930145562953579,0.9999999999995752,9.902439287780111e-26,2.2240073259591495e-44,0.0020794727196934647,0.002079482877993459,7.716117437143576e-10,1.5442220805219981e-12
1.5328206712272003e-08,0.8189109386405026,2.3383152514172025e-18,9.009353472567631e-13,9.028673974574883e-21,4.685563107054636e-25,0.0,0.0,3.539728369141755e-18,1.0556752628752999e-37,5.682678236361005e-18,9.675208750376937e-25,2.1601686410857503e-16,5.1563480320471085e-36,5.299632024091711e-27,9.055272525794333e-23,1.9902171939507547e-30,4.0857552664004176e-25,3.5005839534570477e-22,2.0413588779202317e-19,5.278425149348666e-09,2.079746012300042e-15,6.499251836668719e-25,8.835188270045347e-50,7.46222987548373e-36,3.0660284155163762e-30,4.1619347186927525e-26,3.74631419096252e-43,6.85604573960479e-63,3.5513291717479983e-63,5.7782357686937086e-39,1.4605978998369238e-30,1.6675574096565488e-28,2.198666213717026e-48,3.76,0.0,0.8928886842275533,0.9999999999995495,1.3270279074273273e-25,4.431075661247958e-44,0.0022053441512238435,0.0022053555316534066,8.219132179729791e-10,1.6616644932530337e-12
1.6204094182275995e-08,0.8189291565188631,3.049512058592525e-18,9.52416778799372e-13,1.240848187670574e-20,6.177342275871598e-25,0.0,0.0,4.652706568649263e-18,1.926951119678483e-37,7.473887249799406e-18,1.2776155743781254e-24,2.6858469108049347e-16,7.111745273142245e-36,6.962290962130589e-27,1.1290222037226e-22,3.2480924632126405e-30,5.387104031735123e-25,4.370603597038039e-22,2.404174559006136e-19,5.898711749083384e-09,2.4479700576041397e-15,8.47600393247498e-25,1.7746471034707662e-49,1.2732891743801275e-35,4.934653889510029e-30,6.039030612335336e-26,6.147887438470467e-43,1.9153646048568602e-62,9.641022910266393e-63,1.0369824871393861e-38,2.3051734545342246e-30,2.5457684384008577e-28,4.6984474252117397e-48,3.76,0.0,0.8927628299016516,0.9999999999995237,1.7495174794729754e-25,8.512439821588092e-44,0.002331197806426628,0.002331210477842221,8.722076095083234e-10,1.779313012526057e-12
