Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141)
1.1583613985058975e-09,0.8387252978138583,7.308641723390448e-22,1.9026338305366096e-13,1.9838836873673672e-23,9.745507968851226e-30,0.0,0.0,1.0060667712095892e-22,9.016156883950344e-48,6.709785656303737e-23,1.9677174137855853e-29,3.171313200219564e-20,8.491960540414195e-39,4.645620525593783e-29,2.5452277562058005e-26,5.452495094852089e-35,8.492928344708293e-30,1.9582388820546363e-23,7.646549249321039e-22,8.675990228260568e-11,4.09609712157253e-18,1.7612499996845362e-29,6.285425826315115e-58,2.911082035284191e-41,5.06340811537741e-35,2.4341990795295826e-31,9.42692228935555e-52,4.165227339779316e-73,2.453860531975361e-73,2.384750361626857e-45,3.638145505347012e-39,2.1327592921583053e-32,6.194157592960032e-58,3.76,0.0,0.8509592083517001,0.9982866939151991,2.760160790189663e-30,2.3453484750866448e-51,0.0002599219779937155,0.0002599222244976207,7.289246381495411e-11,9.162864634917757e-14,0.0017133060847057014
1.1926170487735294e-09,0.8387264465117424,7.993239900344073e-22,1.9588714875683847e-13,2.183691640030632e-23,1.1273273184069596e-29,0.0,0.0,1.122805746497873e-22,1.1489895808004917e-47,7.750555447817158e-23,2.2764644227410682e-29,3.5627378013816594e-20,9.94290885996046e-39,5.274759798781142e-29,2.8596663762274793e-26,6.572993042163241e-35,9.824335518566506e-30,2.1548039742024162e-23,8.344165201910522e-22,9.196699818866079e-11,4.469682929470645e-18,2.0363965265540096e-29,8.529175496318007e-58,3.6160281278036636e-41,6.103901465616391e-35,2.8199842485345966e-31,1.2251348270539288e-51,6.24074841181927e-73,3.676244458897603e-73,3.0530514999429246e-45,4.37331602293475e-39,2.4931560592834184e-32,8.643640057115306e-58,3.76,0.0,0.8509515230109082,0.9982783916015979,3.192860246086039e-30,3.088949248650537e-51,0.0002676073099450738,0.0002676075704965667,7.652071476381078e-11,9.677279221741348e-14,0.001721608398304028
1.2268726990411613e-09,0.8387275951992748,8.720838794011078e-22,2.0151086962764314e-13,2.3964161775861734e-23,1.2986851497429913e-29,0.0,0.0,1.2501624012339392e-22,1.4563418163068417e-47,8.916558073519792e-23,2.622805634872372e-29,3.98928557418635e-20,1.1586320202002499e-38,5.965776778258597e-29,3.202362789390637e-26,7.879638568832056e-35,1.1317674659339508e-29,2.3639822111895688e-23,9.082909443037092e-22,9.732582030324539e-11,4.865280109730089e-18,2.3448327333088856e-29,1.1470942958587429e-57,4.462848830089589e-41,7.317242119106425e-35,3.2535921040945933e-31,1.5804206998877024e-51,9.238809132678201e-73,5.441791603908772e-73,3.8802479296672004e-45,5.227784063514953e-39,2.900745430443415e-32,1.194507949314487e-57,3.76,0.0,0.8509438377395256,0.9982707677361231,3.678186360853429e-30,4.0355534712857113e-51,0.00027529257228253094,0.0002752928472379623,8.020174326843506e-11,1.020376606965478e-13,0.001729232263776059
1.2611283493087933e-09,0.8387287438764556,9.492966850351752e-22,2.0713454932968363e-13,2.6224413110238267e-23,1.490269126521429e-29,0.0,0.0,1.3888734902443915e-22,1.8364792878292922e-47,1.0218756226251133e-22,3.010074182304735e-29,4.4529917162778987e-20,1.344069039782315e-38,6.722547889436514e-29,3.5749593277373365e-26,9.396404619153743e-35,1.2987280256183895e-29,2.5861383723880067e-23,9.863952992127817e-22,1.0283636766657307e-10,5.2835141919940284e-18,2.689479720814056e-29,1.529773851193139e-57,5.474602859568275e-41,8.725688740009934e-35,3.7394178334513374e-31,2.0244825303611424e-51,1.3522906414137944e-72,7.964447383399695e-73,4.8977422338942175e-45,6.216379854930902e-39,3.3599994885100385e-32,1.635666810197105e-57,3.76,0.0,0.8509361525375516,0.9982637668774049,4.220797692865294e-30,5.232157758966108e-51,0.0002829777650085745,0.0002829780547224334,8.393369104324268e-11,1.0742180431540116e-13,0.0017362331224915833
1.2953839995764252e-09,0.838729892543285,1.0311177350425117e-21,2.1275819122718583e-13,2.8621498002466715e-23,1.7038182981570727e-29,0.0,0.0,1.5397122945414001e-22,2.304605648097433e-47,1.1668732685032827e-22,3.441794590741142e-29,4.9559481244259825e-20,1.5525639576076382e-38,7.549057192410493e-29,3.9791445040704797e-26,1.1149499108275074e-34,1.484830787082661e-29,2.821635274637364e-23,1.068846629706847e-21,1.0849863931889299e-10,5.725010334096452e-18,3.073422975415429e-29,2.0239056421116002e-57,6.677247664848255e-41,1.0353574988627803e-34,4.2821319157640555e-31,2.5761503591299036e-51,1.9582516590215184e-72,1.1532279091498926e-72,6.141948303749836e-45,7.355235927480297e-39,3.875659762769679e-32,2.2203965922563715e-57,3.76,0.0,0.8509284674049858,0.9982573381146328,4.825619635371652e-30,6.734797328215006e-51,0.00029066288812562666,0.0002906631929506059,8.771476517606823e-11,1.1292379155498974e-13,0.001742661885260774
1.329639649844057e-09,0.8387310411997628,1.1177049093216634e-21,2.1838179840945965e-13,3.115923351161164e-23,1.941168539859312e-29,0.0,0.0,1.703489624271644e-22,2.878711420683701e-47,1.3278707184690434e-22,3.921688116466144e-29,5.500303343413544e-20,1.786194145240733e-38,8.449395673689079e-29,4.416652995149281e-26,1.3167497465702126e-34,1.6916756902512086e-29,3.070833955617124e-23,1.155761923438892e-21,1.1431263430048861e-10,6.190393322281776e-18,3.4999166852561236e-29,2.6574888717246046e-57,8.099901890767818e-41,1.222743256844373e-34,4.88669041864494e-31,3.2575777233768884e-51,2.807112732318449e-72,1.652984356560897e-72,7.654909521744382e-45,8.661855194099744e-39,4.452744682009802e-32,2.9894800539715584e-57,3.76,0.0,0.8509207823418273,0.9982514346972957,5.497851814250588e-30,8.609949178438963e-51,0.00029834794163604645,0.00029834826192310564,9.15432358283219e-11,1.1854220672340296e-13,0.0017485653025950617
1.363895300111689e-09,0.8387321898458897,1.2092187077811367e-21,2.2400537371336446e-13,3.384142806034147e-23,2.204255163652428e-29,0.0,0.0,1.8810548207471681e-22,3.580018615834872e-47,1.506155327010217e-22,4.4536780827949364e-29,6.088262514896454e-20,2.047155235129223e-38,9.427760594237352e-29,4.8892656248967996e-26,1.5481478798132116e-34,1.9209493344432958e-29,3.3340938500912955e-23,1.2472581109452664e-21,1.202783516516766e-10,6.680287571424648e-18,3.9723880423388065e-29,3.464495768279008e-57,9.775122756230037e-41,1.4376117633326001e-34,5.558345510914591e-31,4.0947164740068036e-51,3.9854147295238866e-72,2.346636155689565e-72,9.484971780049038e-45,1.015518018571669e-38,5.096557037205645e-32,3.9936902425425923e-57,3.76,0.0,0.8509130973480755,0.9982460136952193,6.242975482959344e-30,1.093610379132785e-50,0.00030603292554213217,0.00030603326164055865,9.541743401609021e-11,1.2427564982964352e-13,0.0017539863046688458
1.398150950379321e-09,0.8387333384816653,1.3058223184912441e-21,2.2962891974393686e-13,3.667188326345688e-23,2.4951155284080177e-29,0.0,0.0,2.0732967575578228e-22,4.43348624458816e-47,1.7030815135065151e-22,5.0418952159855495e-29,6.722087326242413e-20,2.3377639977027727e-38,1.0488454891515477e-28,5.398809347618775e-26,1.8125165676901782e-34,2.1744272531644827e-29,3.6117729582556205e-23,1.3434520656650747e-21,1.2639579041280537e-10,7.195317125249886e-18,4.494441530377619e-29,4.485930998413422e-57,1.1739198711606299e-40,1.683094055985796e-34,6.3026561973655245e-31,5.117844317470856e-51,5.60688656605217e-72,3.301097489098012e-72,1.1687514370806475e-44,1.185566342065902e-38,5.812691458354243e-32,5.295868095385242e-57,3.76,0.0,0.8509054124237301,0.9982410356863983,7.066760914684388e-30,1.380551997222492e-50,0.00031371783984612307,0.0003137181921035907,9.933574946931152e-11,1.30122736456536e-13,0.0017589643134868352
1.4324066006469528e-09,0.8387344871070896,1.4076816857704581e-21,2.3525243889333447e-13,3.965439567564905e-23,2.815891648889755e-29,0.0,0.0,2.2811448407651833e-22,5.468383732067111e-47,1.920072444577375e-22,5.690682980632088e-29,7.404095959356148e-20,2.660461195009643e-38,1.163588663297396e-28,5.947157231233173e-26,2.113506755738929e-34,2.4539761880469233e-29,3.904228005615623e-23,1.4444606039600334e-21,1.3266494962425425e-10,7.73610565655254e-18,5.069863198483602e-29,5.771042746773748e-57,1.403245774136005e-40,1.962579909166478e-34,7.125499281309918e-31,6.362149345604226e-51,7.819902906014403e-72,4.603659489493746e-72,1.43257418565447e-44,1.378533888898506e-38,6.607041909651881e-32,6.973359250011582e-57,3.76,0.0,0.85089772756879,0.9982364644703267,7.975274791691077e-30,1.7326178271556385e-50,0.0003214026845502021,0.00032140305331282757,1.0329662856625419e-10,1.360820976328031e-13,0.0017635355295557095
1.4666622509145847e-09,0.8387356357221631,1.5149655782062794e-21,2.408759333582323e-13,4.2792758454900313e-23,3.168832803810954e-29,0.0,0.0,2.5055700081779073e-22,6.71893988232e-47,2.1586217148906487e-22,6.404602914556585e-29,8.136663039497568e-20,3.0178144124338096e-38,1.2874568518268907e-28,6.536228440510064e-26,2.455062784012761e-34,2.761556361939097e-29,4.211814594037965e-23,1.5504004851348034e-21,1.3908582832643212e-10,8.303276467418023e-18,5.702624920725998e-29,7.378702232100523e-57,1.6699591677409715e-40,2.2797314864848978e-34,8.033080560687386e-31,7.868376039804433e-51,1.0816705788797241e-71,6.367411700984623e-72,1.7471540100122763e-44,1.5967894634711118e-38,7.485809206822266e-32,9.120860223682508e-57,3.76,0.0,0.8508900427832548,0.9982322668047348,8.974887591874125e-30,2.1623949259843206e-50,0.00032908745965649726,0.0003290878452688953,1.0729857234064635e-10,1.4215237970440618e-13,0.001767733195144848
1.5009179011822166e-09,0.8387367843268857,1.627845656610605e-21,2.464994051557978e-13,4.6090762939821794e-23,3.5562981429055655e-29,0.0,0.0,2.7475857277085557e-22,8.225075744354933e-47,2.420295026431975e-22,7.188439963216578e-29,8.922219584099051e-20,3.412520869947289e-38,1.4209117427348695e-28,7.167988220321613e-26,2.841437458547578e-34,3.099223751145775e-29,4.534887343805712e-23,1.661388411457798e-21,1.4565842555977662e-10,8.897452489442297e-18,6.396888641610679e-29,9.378969763262247e-57,1.9789996888778502e-40,2.6384973325583464e-34,9.031946263504028e-31,9.683537464054206e-51,1.484474420232497e-71,8.737908086087183e-72,2.1206399704674832e-44,1.8428746420753085e-38,8.455508560041887e-32,1.185372954830594e-56,3.76,0.0,0.850882358067124,0.998228412163841,1.007228097251071e-29,2.6844993786460984e-50,0.00033677216516708394,0.0003367725679724198,1.1134013455891109e-10,1.4833224420524006e-13,0.0017715878360359295
1.5351735514498486e-09,0.8387379329212573,1.746496541909598e-21,2.521228561383598e-13,4.955220014064818e-23,3.980759293013476e-29,0.0,0.0,3.0082489948120117e-22,1.0033230474373008e-46,2.706731866234943e-22,8.047207813644835e-29,9.76325295158743e-20,3.847410214261574e-38,1.5644254011550022e-28,7.844447878902131e-26,3.2772074895239764e-34,3.4691323568192073e-29,4.87380002665075e-23,1.777541028182468e-21,1.5238274036475284e-10,9.519256283952087e-18,7.157010607517186e-29,1.1854866838571075e-56,2.3358131712985718e-40,3.0431267052342407e-34,1.0128994728362319e-30,1.186169859470676e-50,2.0220544655283203e-71,1.1901320149766047e-71,2.5622410184747626e-44,2.1195112462847356e-38,9.522977145573487e-32,1.5311825295452537e-56,3.76,0.0,0.8508746734203967,0.9982248725163634,1.1274455151218534e-29,3.315841323071351e-50,0.0003444568010839866,0.0003444572214240268,1.1541991986504886e-10,1.5462036772726997e-13,0.0017751274835105261
1.5694292017174805e-09,0.8387390815052784,1.8710958829680834e-21,2.5774628800687897e-13,5.318086214458939e-23,4.444802963181226e-29,0.0,0.0,3.2886613290058354e-22,1.2197290085015358e-46,3.019647182572432e-22,8.986154227937068e-29,1.0662306790215866e-19,4.3254472931537934e-38,1.7184802324877883e-28,8.567664771118178e-26,3.7672892975877063e-34,3.8735364755027316e-29,5.2289056898345624e-23,1.898974923569045e-21,1.5925877178185264e-10,1.0169310042225054e-17,7.987545584136557e-29,1.490437526017752e-56,2.746389099450588e-40,3.498184249640145e-34,1.1331488335826551e-30,1.4464835973819155e-50,2.734659277994897e-71,1.609435905600025e-71,3.08233282602849e-44,2.429608921993821e-38,1.0695381708924537e-31,1.9663936723184693e-56,3.76,0.0,0.8508669888430723,0.9982216221216789,1.2588736284122052e-29,4.075916865510312e-50,0.0003521413674091806,0.0003521418056243422,1.1953658199078716e-10,1.6101544179019317e-13,0.0017783778781922416
1.6036848519851124e-09,0.8387402300789489,2.0018244243484695e-21,2.633697023233165e-13,5.698054343699224e-23,4.951133548779468e-29,0.0,0.0,3.5899697694729673e-22,1.477962982112594e-46,3.360833059609818e-22,1.0010766376302807e-28,1.1621980986910272e-19,4.849734913158071e-38,1.883568949269098e-28,9.339742281748858e-26,4.3169551899120354e-34,4.314792968828227e-29,5.600556771423869e-23,2.025806628906742e-21,1.6628651885159332e-10,1.0848235585710005e-17,8.893251059952437e-29,1.8642685773923632e-56,3.21729980957036e-40,4.00856501553511e-34,1.2647065696356242e-30,1.7563779117291274e-50,3.673178175586685e-71,2.161629306291898e-71,3.69257237355238e-44,2.7762728229677037e-38,1.1980226202077918e-31,2.5112884542840186e-56,3.76,0.0,0.8508593043351506,0.9982186373426365,1.402278384123047e-29,4.987128869542043e-50,0.0003598258641445939,0.0003598263205739917,1.2368882202869657e-10,1.6751617271070512e-13,0.0017813626572316971
1.6379405022527443e-09,0.8387413786422689,2.1388660740042464e-21,2.689931005219934e-13,6.095504214043463e-23,5.502575734638619e-29,0.0,0.0,3.9133678697473635e-22,1.7852281805408004e-46,3.732160390520822e-22,1.1126776169693958e-28,1.2644931616134602e-19,5.423516581729375e-38,2.060194541506606e-28,1.0162829808776376e-25,4.931849907706857e-34,4.795363532368918e-29,5.98910520697458e-23,2.1581526185363913e-21,1.734659806145172e-10,1.155665436624697e-17,9.87909143580791e-29,2.320472035515064e-56,3.755741474600754e-40,4.579509819549137e-34,1.4083754100529827e-30,2.1239239359101265e-50,4.9016068776353264e-71,2.8843436722630786e-71,4.4060206495296335e-44,3.16281139788046e-38,1.338535945709185e-31,3.190137156252318e-56,3.76,0.0,0.8508516198966304,0.9982158964736676,1.558459797903166e-29,6.075138697032413e-50,0.0003675102912921088,0.0003675107662736014,1.2787538676605588e-10,1.7412128147144704e-13,0.001784103526198032
1.6721961525203762e-09,0.8387425271952383,2.2824079709080697e-21,2.7461648392002106e-13,6.510816117447423e-23,6.102077097204301e-29,0.0,0.0,4.260096691483152e-22,2.149824055875292e-46,4.135580549067018e-22,1.2340165592024808e-28,1.3733870888778834e-19,6.050179234904879e-38,2.2488702502182886e-28,1.1039122746687164e-25,5.6180075469924935e-34,5.317816963649182e-29,6.394902527897474e-23,2.296129309873492e-21,1.8079715611119016e-10,1.2295187466287293e-17,1.0950242200600168e-28,2.874795394400738e-56,4.369576909563736e-40,5.2166209540022875e-34,1.5649982237272136e-30,2.558293206841996e-50,6.500007684583294e-71,3.824654464393742e-71,5.237273822168252e-44,3.5927442799221335e-38,1.491898289813195e-31,4.031867323806675e-56,3.76,0.0,0.8508439355275113,0.9982133795829374,1.728252691030645e-29,7.369251076427382e-50,0.0003751946488535633,0.0003751951427237969,1.3209506707732982e-10,1.8082950358970618e-13,0.001786620416925298
1.7064518027880081e-09,0.8387436757378572,2.4326405526144673e-21,2.802398537268788e-13,6.944370933924339e-23,6.752710705714208e-29,0.0,0.0,4.631445797307992e-22,2.581292002136649e-46,4.573127059642069e-22,1.3657172031996473e-28,1.489156710107307e-19,6.733255951407517e-38,2.4501195439164777e-28,1.197086246978375e-25,6.381868854553437e-34,5.884831429313034e-29,6.81829995182588e-23,2.4398530634316723e-21,1.8828004438220128e-10,1.306445559911357e-17,1.2112094093144994e-28,3.5455563191399883e-56,5.067380234083995e-40,5.925878244085108e-34,1.735459318578855e-30,3.0698798437280737e-50,8.568048692826619e-71,5.041160580397238e-71,6.202603250441514e-44,4.0698102781452755e-38,1.6589658293785448e-31,5.070826597567481e-56,3.76,0.0,0.8508362512277928,0.9982110683674005,1.9125274271167766e-29,8.902834373217587e-50,0.0003828789368307531,0.0003828794499252042,1.3634669637319942e-10,1.8763958898593913e-13,0.0017889316324593975
1.74070745305564e-09,0.8387448242701263,2.589757622757221e-21,2.858632110532104e-13,7.396550232639185e-23,7.457677722398098e-29,0.0,0.0,5.0287542427614015e-22,3.0905776784630774e-46,5.046917265781908e-22,1.5084293614537944e-28,1.6120844583530804e-19,7.476428654059388e-38,2.6644760977920464e-28,1.2960336315507686e-25,7.230298901070116e-34,6.499196731453083e-29,7.259648465336673e-23,2.5894401828465163e-21,1.9591464446816173e-10,1.3865079109059527e-17,1.3370257250253117e-28,4.353993161053393e-56,5.858483428829295e-40,6.7136554552586685e-34,1.920685768689796e-30,3.670433330278929e-50,1.1229218597150888e-70,6.606460506550494e-71,7.320104708889972e-44,4.597975469799911e-38,1.8406315551318108e-31,6.347649990802614e-56,3.76,0.0,0.8508285669974741,0.9982089460196979,2.1121906485329585e-29,1.0713778639227612e-49,0.0003905631552254328,0.000390563687878449,1.406291491041555e-10,1.9455030185218332e-13,0.0017910539801591083
1.774963103323272e-09,0.8387459727920451,2.753956418481442e-21,2.914865569188998e-13,7.867736366106357e-23,8.22031000170275e-29,0.0,0.0,5.45341156731882e-22,3.690211539249293e-46,5.559153997142209e-22,1.6628294531875225e-28,1.7424583649924073e-19,8.283530799299445e-38,2.8924837753651864e-28,1.4009877567773848e-25,8.170605133500422e-34,7.163816573101768e-29,7.719298899394287e-23,2.7450069148997603e-21,2.0370095540970402e-10,1.4697677971729767e-17,1.4730565341060437e-28,5.324654244067605e-56,6.753024822711118e-40,7.5867370528007175e-34,2.1216487699445434e-30,4.373202573960468e-50,1.4635827079295935e-70,8.610089740249689e-71,8.609857207621857e-44,5.181441392975964e-38,2.0378260554368283e-31,7.910243233255827e-56,3.76,0.0,0.8508208828365548,0.9982069971059344,2.328186012561066e-29,1.284499392160058e-49,0.00039824730403931706,0.0003982478565841572,1.4494133931673583e-10,2.0156042052042045e-13,0.001793002893919986
1.8092187535909038e-09,0.8387471213036138,2.925437677810404e-21,2.971098922604881e-13,8.35831255787068e-23,9.04407268854365e-29,0.0,0.0,5.906858784502303e-22,4.394509278767675e-46,6.112127234944557e-22,1.829621037423922e-28,1.8805720546292707e-19,9.158550055531094e-38,3.134696612381138e-28,1.5121865440316398e-25,9.210555808851097e-34,7.881710822886779e-29,8.197601997898725e-23,2.9066694495438143e-21,2.1163897624748133e-10,1.5562871794219396e-17,1.6199079687654104e-28,6.485829252087269e-56,7.761999547776535e-40,8.552335315487734e-34,2.3393650247464535e-30,5.193091943560836e-50,1.8974915749312276e-70,1.1161992809717797e-70,1.0094091796006592e-43,5.824653338936675e-38,2.2515183045425777e-31,9.814894808269048e-56,3.76,0.0,0.8508131987450341,0.9982052074534408,2.5614949272678106e-29,1.5344951418983528e-49,0.00040593138327408283,0.00040593195604295455,1.492822192605534e-10,2.0866873733095126e-13,0.0017947925464107282
1.8434744038585358e-09,0.8387482698048324,3.104405706947174e-21,3.0273321793798415e-13,8.868662984058748e-23,9.932566815585274e-29,0.0,0.0,6.390589371078706e-22,5.219794026480757e-46,6.708215775892753e-22,2.0095353460222354e-28,2.0267247399989932e-19,1.0105630970959576e-37,3.391678802741173e-28,1.629872506004671e-25,1.0358398811542187e-33,8.656017778852508e-29,8.69490847972557e-23,3.0745439199266023e-21,2.1972870602216672e-10,1.6461279815333515e-17,1.778209337203637e-28,7.870026254348931e-56,8.897311998818745e-40,9.618107805461078e-34,2.5748981563749404e-30,6.146830014628186e-50,2.447522123158374e-70,1.4396612963682214e-70,1.1797370745623533e-43,6.532308743585719e-38,2.482716455431377e-31,1.2127530382624268e-55,3.76,0.0,0.8508055147229113,0.9982035640477106,2.8131372871036036e-29,1.8268270181485034e-49,0.00041361539293136967,0.000413615986255467,1.536507780443282e-10,2.1587405850083934e-13,0.001796435952138232
1.877730054126168e-09,0.838749418295701,3.2910684475110875e-21,3.0835653474111883e-13,9.399172849190526e-23,1.088953189955186e-28,0.0,0.0,6.906150255346286e-22,6.1846422652323234e-46,7.349888894560877e-22,2.2033318166793106e-28,2.18122121687659e-19,1.1129077631517419e-37,3.6640046862713464e-28,1.7542927450423632e-25,1.1622880856625005e-33,9.489996431449474e-29,9.211569094648961e-23,3.248746402416699e-21,2.2797014377445235e-10,1.7393520905806538e-17,1.9486135329467837e-28,9.514498121216522e-56,1.0171830334837288e-39,1.0792175196378369e-33,2.82936015354857e-30,7.253151781131134e-50,3.1415350413630094e-70,1.84776934049085e-70,1.3746777515105809e-43,7.30936567756423e-38,2.7324686373777224e-31,1.492512446772633e-55,3.76,0.0,0.8507978307701859,0.9982020549377555,3.08417220822644e-29,2.1676352162489024e-49,0.000421299333012782,0.00042129994722232014,1.5804604033919996e-10,2.2317520399247812e-13,0.0017979450620904454
1.9119857043937998e-09,0.8387505667762202,3.485637543709123e-21,3.139798433950879e-13,9.950228456639182e-23,1.1918848536570427e-28,0.0,0.0,7.455142804510651e-22,7.310155588055924e-46,8.039708004254554e-22,2.4117986258977055e-28,2.3443718589890773e-19,1.2233356309417647e-37,3.9522587381437454e-28,1.8856989514836326e-25,1.3013267081165074e-33,1.0387028725693624e-28,9.74793467353637e-23,3.429392916628727e-21,2.363632885450489e-10,1.8360213568521414e-17,2.1317974428231817e-28,1.1461822306776592e-55,1.159944305958802e-39,1.2083139461998537e-33,3.103912845757948e-30,8.532995121031838e-50,4.0133348256364754e-70,2.3603895886723978e-70,1.5972117906608515e-43,8.161051434521839e-38,3.001863758318276e-31,1.829728535955599e-55,3.76,0.0,0.8507901468868572,0.998200669149198,3.3756987635513335e-29,2.563806854439319e-49,0.00042898320351988977,0.0004289838389441399,1.6246706512765725e-10,2.3057100738233324e-13,0.001799330850645022
1.9462413546614317e-09,0.8387517152463895,3.6883284094422345e-21,3.1960314456582533e-13,1.0522217274120328e-22,1.3024540996547972e-28,0.0,0.0,8.039223811151004e-22,8.620260560745187e-46,8.780328316347118e-22,2.635753221921216e-28,2.516492612931849e-19,1.3423098102820391e-37,4.257035559777287e-28,2.0243474020000094e-25,1.4539361026147674e-33,1.135062182249738e-28,1.0304356173197325e-22,3.61659942544902e-21,2.449081393746849e-10,1.9361975938728636e-17,2.328462353586123e-28,1.3760538207080262e-55,1.3195117718576621e-39,1.3500102427391603e-33,3.3997694099311924e-30,1.000971233333748e-49,5.103786106242379e-70,3.001535567638858e-70,1.8506132830731954e-43,9.092871217149413e-38,3.292032312125073e-31,2.234803068607226e-55,3.76,0.0,0.8507824630729245,0.9981993966044646,3.6888567175257935e-29,3.0230500376818213e-49,0.0004366670044542295,0.0004366676614215521,1.6691294449647935e-10,2.3806031572990833e-13,0.0018006033953758428
1.9804970049290636e-09,0.8387528637062095,3.8993602953466814e-21,3.2522643886484663e-13,1.1115527994581995e-22,1.421077981658458e-28,0.0,0.0,8.66010647877766e-22,1.0142039116875095e-45,9.574500498092276e-22,2.876042857638565e-28,2.697904993089244e-19,1.4703101567047557e-37,4.578939871056972e-28,2.170498957936541e-25,1.621152501130628e-33,1.238441035917437e-28,1.0881184716258271e-22,3.810481835061501e-21,2.536046953041056e-10,2.0399425784265126e-17,2.539334357186959e-28,1.646584654412224e-55,1.497496174996816e-39,1.5052684685003834e-33,3.718195908993783e-30,1.1709297594608762e-49,6.462112288775696e-70,3.8001306414608314e-70,2.138472310384577e-43,1.011061692060096e-37,3.604147190867061e-31,2.719777224732432e-55,3.76,0.0,0.8507747793283875,0.9981982280494998,4.024827260631876e-29,3.5539736684829884e-49,0.0004443507358173061,0.0004443514146551824,1.713828024721424e-10,2.4564198944698413e-13,0.0018017719503379127
2.0147526551966955e-09,0.8387540121556796,4.118956355770434e-21,3.308497268536955e-13,1.1730550592854862e-22,1.54818843934243e-28,0.0,0.0,9.319561406481793e-22,1.1906092079936954e-45,1.0425072328914834e-21,3.133545123455883e-28,2.888936076559365e-19,1.6078335337733466e-37,4.9185865037220145e-28,2.3244190636540437e-25,1.8040700905313974e-33,1.3492158709119683e-28,1.147877162642388e-22,4.011155994973781e-21,2.624529553740736e-10,2.1473180505772917e-17,2.7651647547027065e-28,1.964037547580951e-55,1.6956285527008314e-39,1.675104487784572e-33,4.0605128628834664e-30,1.3660631213853276e-49,8.147402004478211e-70,4.7908924374082484e-70,2.4647186708889725e-43,1.122037601296927e-37,3.939424502139286e-31,3.2985530268400135e-55,3.76,0.0,0.8507670956532453,0.9981971549864712,4.384833743615289e-29,4.16617333262474e-49,0.0004520343976105938,0.00045203509864565674,1.758757938971947e-10,2.533149021671712e-13,0.0018028450133636463
2.0490083054643274e-09,0.8387551605948004,4.347343715684676e-21,3.3647300904802723e-13,1.236767637840915e-22,1.6842325574945503e-28,0.0,0.0,1.0019417572678365e-21,1.394693858394715e-45,1.1334990355181237e-21,3.409168480138615e-28,3.089918498083237e-19,1.7553940746255708e-37,5.276600395784331e-28,2.4863777448727506e-25,2.0038431293815355e-33,1.4677763240667494e-28,1.2097468459472098e-22,4.218737698043454e-21,2.714529186253666e-10,2.258385713691768e-17,3.00673045892232e-28,2.3355018391418274e-55,1.9157667629679405e-39,1.8605899352104902e-33,4.4280968525799026e-30,1.5895741596215298e-49,1.0230351857806379e-69,6.0153559155646e-70,2.833646895787166e-43,1.2428540512514377e-37,4.299124391534376e-31,3.987139870150879e-55,3.76,0.0,0.8507594120474972,0.9981961696119721,4.770142411442062e-29,4.870323600119951e-49,0.00045971798983553656,0.00045971871339360067,1.8039110334616152e-10,2.610779406158224e-13,0.0018038303878598755
2.1175196059995913e-09,0.8387574574419945,4.831421087837767e-21,3.4771955790775285e-13,1.3709809700635967e-22,1.9849873939058982e-28,0.0,0.0,1.1547947324676791e-21,1.9019452733308928e-45,1.334515492840076e-21,4.018569857729983e-28,3.5230956520908696e-19,2.0827710904010275e-37,6.050280215998187e-28,2.83551383356651e-25,2.4588860311618542e-33,1.729879984195967e-28,1.33995994217781e-22,4.655086621994876e-21,2.899079508351167e-10,2.4918442429208448e-17,3.5403058999929937e-28,3.273531691075914e-55,2.4301675533611236e-39,2.2830866509905893e-33,5.244862513327182e-30,2.136289795353739e-49,1.5943134387648606e-69,9.373289465543896e-70,3.718713717419305e-43,1.5167231337863064e-37,5.097057661251474e-31,5.770066226379199e-55,3.76,0.0,0.8507440450441814,0.998194433862734,5.621950153749976e-29,6.603188131908169e-49,0.0004750849655860218,0.0004750857351644008,1.8948555712696816e-10,2.7687000628205533e-13,0.0018055661370923958
