Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72)
2.039786856437249e-09,0.8275382256556024,1.2195322482542187e-08,1.5531967813350093e-11,6.306273952910916e-10,1.0905215840511025e-10,0.0,0.0,1.4513051407276425e-07,6.947979992157676e-13,8.63188210423272e-14,1.670657152625427e-19,2.3278159800642923e-18,3.754901061015476e-30,1.570395629879725e-22,9.47081717716662e-17,1.4079099065808317e-19,1.6931670458086319e-18,4.621497291474043e-22,1.736811826033956e-20,4.618803215250063e-10,5.155680807005694e-17,1.760949527554984e-19,7.273583803890911e-32,2.329838520106095e-25,1.8688838214393016e-17,1.0642989001135356e-15,1.800418618645807e-20,7.710932481858253e-39,7.886060913936528e-29,2.3288719936039697e-26,2.8335402030191618e-24,4.531997744022082e-18,4.0270867822331355e-32,3.76,0.0,0.6407265608868985,0.9978979941120892,2.265883410688759e-12,4.3590713669773547e-23,0.0004968978418721341,0.0004968993554317896,2.936959191840284e-10,5.137830371334918e-13,0.0021018601235599575,9.64436278492397e-14,1.2093840661934524e-14,1.2876792587053837e-07,4.308518673884549e-09,1.6696960890016318e-09,1.0521823006790453e-08,2.6876952374708056e-05,3.18898364244607e-13,6.176534269919157e-10,2.5080755541501337e-10,1.0594267109046856e-13,4.415967978795918e-11,3.978080829207967e-10,7.849080249815541e-19,9.347811800668368e-18
2.0982818887161614e-09,0.8275404669049641,1.2914069967845742e-08,1.6867128241022732e-11,6.677118950001601e-10,1.188006749649607e-10,0.0,0.0,1.492885763845918e-07,7.352025306823672e-13,9.395799082553925e-14,1.865912256214984e-19,2.606557180755538e-18,4.217766247526113e-30,1.6690538759406179e-22,1.0283493829788493e-16,1.5830948131686088e-19,1.8961596486151704e-18,5.093743787293717e-22,1.9003010495451667e-20,4.887479907805443e-10,5.610627575755362e-17,1.9708951231415967e-19,8.901084516968969e-32,2.688830318816854e-25,2.1442221997231773e-17,1.1588933531431309e-15,2.0598644729298736e-20,9.639088427881114e-39,9.286409905205512e-29,2.682029803456433e-26,3.2721784160318417e-24,5.074790200627536e-18,4.981501301873167e-32,3.76,0.0,0.6407119277185792,0.9978961152637457,2.467558948653674e-12,5.037313607456375e-23,0.0005111415370847133,0.0005111431315064508,3.0623833025613836e-10,5.401872836110229e-13,0.0021037347765229834,1.0271373577116397e-13,1.2846022279419578e-14,1.3201917876102064e-07,4.508751672040035e-09,1.802520336713126e-09,1.110893488650484e-08,2.7647369679658425e-05,3.378694311696875e-13,6.535730201075456e-10,2.631958140867627e-10,1.1230091405981389e-13,4.628914503898798e-11,4.1889002854133804e-10,8.763541614528532e-19,1.018188808761999e-17
2.156776920995074e-09,0.8275427081064965,1.365331012529955e-08,1.827770965225634e-11,7.058794161017159e-10,1.2911511291087595e-10,0.0,0.0,1.5344651344609482e-07,7.767484300423592e-13,1.0203502669547479e-13,2.0776816515586243e-19,2.9096152608918763e-18,4.725778478633035e-30,1.7709768742204775e-22,1.1141229418848967e-16,1.7746380287498877e-19,2.1169045936209553e-18,5.602205922722271e-22,2.0745957431092405e-20,5.163750094572535e-10,6.091495617965247e-17,2.1992212223184906e-19,1.0834091736303558e-31,3.0912305854418176e-25,2.451338623313843e-17,1.2589554894258332e-15,2.3475632752325193e-20,1.1974555284136648e-38,1.0884565820018545e-28,3.076780237403953e-26,3.764162084885511e-24,5.66495443561525e-18,6.127239187439764e-32,3.76,0.0,0.6406972948832211,0.9978944877241109,2.6809274875523593e-12,5.798730719725152e-23,0.0005253849059226356,0.0005253865830402483,3.188691567073176e-10,5.670768250839531e-13,0.0021053581198084703,1.0923488195668194e-13,1.3622603394229375e-14,1.3524828789754076e-07,4.711155153437599e-09,1.94143404721367e-09,1.1710635767707798e-08,2.8417768372106642e-05,3.574260593232264e-13,6.905073817610328e-10,2.7577856336831766e-10,1.188411937665661e-13,4.844881977434703e-11,4.40404909561924e-10,9.75501870982372e-19,1.1065396436817453e-17
2.2152719532739864e-09,0.8275449492601972,1.4412997771787545e-08,1.9765764445339967e-11,7.451318910744117e-10,1.400113455496437e-10,0.0,0.0,1.5760432636867218e-07,8.194356697203182e-13,1.1056212685318666e-13,2.3068693123847807e-19,3.2383652912792812e-18,5.282253183192682e-30,1.8761799808475036e-22,1.2045335937704562e-16,1.9836052358837953e-19,2.356411917569248e-18,6.149120667997881e-22,2.2601600711482762e-20,5.447613641461194e-10,6.598993863644212e-17,2.447003701770493e-19,1.3119683047810949e-31,3.540950757938403e-25,2.79292493071066e-17,1.3646413359687162e-15,2.665630755034028e-20,1.478842393423665e-38,1.2701600507312618e-28,3.516694119449416e-26,4.314309285332204e-24,6.305171865153434e-18,7.496077172095313e-32,3.76,0.0,0.6406826623807994,0.9978930778035854,2.9063260892170536e-12,6.650983903530602e-23,0.0005396279484056792,0.0005396297100406886,3.3158283738978794e-10,5.944407631538045e-13,0.002106763843012799,1.1601307337194102e-13,1.4423784662733195e-14,1.384554321946474e-07,4.91560885070126e-09,2.086502867845014e-09,1.2326826350091948e-08,2.9188148452434193e-05,3.7757243980089927e-13,7.284564802870162e-10,2.8855010972086095e-10,1.255633088684621e-13,5.063770178118803e-11,4.6234497966825015e-10,1.0827695000697418e-18,1.1999960090981912e-17
2.273766985552899e-09,0.8275471903660622,1.51930848361822e-08,2.1333336910526726e-11,7.854712494728618e-10,1.5150520900157195e-10,0.0,0.0,1.6176201612838843e-07,8.632642224139941e-13,1.1955148914790423e-13,2.554405359761045e-19,3.594220185416695e-18,5.890669850335777e-30,1.9846782275501828e-22,1.299714667445562e-16,2.211105529845861e-19,2.615720121017504e-18,6.736862290723046e-22,2.457471604596259e-20,5.739070414390162e-10,7.133830509593462e-17,2.715354503218384e-19,1.581072148654765e-31,4.0421445457670155e-25,3.1718208534894114e-17,1.4761070993698516e-15,3.0162695103517935e-20,1.8161715405372654e-38,1.4760121309946088e-28,4.005541465307739e-26,4.927730386778739e-24,6.998197958278012e-18,9.124040358701471e-32,3.76,0.0,0.6406680302112889,0.9978918563303076,3.144092426229365e-12,7.602227316563125e-23,0.0005538706645530678,0.0005538725125152766,3.4437415971295953e-10,6.222684342067106e-13,0.002107981117994502,1.230544698219448e-13,1.5249775153823775e-14,1.416407889270536e-07,5.121996611652983e-09,2.2377889134651203e-09,1.2957408135214489e-08,2.9958509921023077e-05,3.983128795540537e-13,7.674202835108679e-10,3.0150492839577454e-10,1.3246707675877356e-13,5.285482407271524e-11,4.847025832507518e-10,1.1985871093965505e-18,1.2987226369180574e-17
2.3322620178318114e-09,0.827549431424088,1.5993520480207777e-08,2.2982462941214954e-11,8.268994176555556e-10,1.636125000065657e-10,0.0,0.0,1.6591958358374667e-07,9.082340610595166e-13,1.2901531107236218e-13,2.821246494209298e-19,3.978630698485316e-18,6.554675844916258e-30,2.0964863654308517e-22,1.399801744643391e-16,2.4582924157581395e-19,2.8958962181917447e-18,7.367949759003977e-22,2.6670216597831832e-20,6.038120279286771e-10,7.696713020163252e-17,3.0054222841625106e-19,1.8966400322542198e-31,4.599216986767001e-25,3.591017790406831e-17,1.5935091636164165e-15,3.401769335380623e-20,2.218643638954784e-38,1.7084331228396257e-28,4.5472969907799564e-26,5.609837448424438e-24,7.746862250581477e-18,1.1051839811789227e-31,3.76,0.0,0.6406533983746654,0.9978907980414397,3.394564780995391e-12,8.661127951340641e-23,0.0005681130543835007,0.0005681149904715176,3.572382377692432e-10,6.505494049580815e-13,0.002109035207588211,1.3036538331018365e-13,1.610079236312468e-14,1.4480453376350928e-07,5.330206269345931e-09,2.3953508860010074e-09,1.3602283419187607e-08,3.0728852778255734e-05,4.1965180090516123e-13,8.073987587894038e-10,3.146376584340851e-10,1.3955233207273598e-13,5.5099253625905795e-11,5.07470154684006e-10,1.3233966131582429e-18,1.4028867356892257e-17
2.390757050110724e-09,0.8275516724342703,1.681425121532792e-08,2.4715169758610877e-11,8.694183185236259e-10,1.7634897382449836e-10,0.0,0.0,1.7007702949098052e-07,9.54345158801361e-13,1.3896578975861588e-13,3.108376452418017e-19,4.393085425972882e-18,7.278090177389929e-30,2.211618907953524e-22,1.5049327815002598e-16,2.7263648220354295e-19,3.198035787525633e-18,8.045054308588959e-22,2.8893156342038366e-20,6.344763102086683e-10,8.288348128008515e-17,3.3183930862907828e-19,2.2652825499303072e-31,5.216833683309844e-25,4.0536625557058725e-17,1.717004087823e-15,3.82450748689397e-20,2.69667137767298e-38,1.9700089169008624e-28,5.146145635598805e-26,6.3663536395049606e-24,8.554068357117605e-18,1.3325342820640067e-31,3.76,0.0,0.6406387668709042,0.9978898810599187,3.658082044736083e-12,9.836885971474049e-23,0.0005823551179151769,0.0005823571439169156,3.7017049186465384e-10,6.792734680417201e-13,0.0021099479888540195,1.379522773749631e-13,1.6977062232899103e-14,1.4794684079783176e-07,5.540129516231777e-09,2.5592441901755904e-09,1.426135528551989e-08,3.149917702451499e-05,4.4159374104344815e-13,8.483918730498146e-10,3.2794309781629546e-10,1.4681892525918212e-13,5.7370090166509207e-11,5.306402176063697e-10,1.4576519237928192e-18,1.5126580579084004e-17
2.4492520823896364e-09,0.827553913396604,1.7655221015842897e-08,2.6533475649202982e-11,9.130298712697531e-10,1.8973034222515743e-10,0.0,0.0,1.7423435451729653e-07,1.0015974889662488e-12,1.4941512197431688e-13,3.4168064877812187e-19,4.8391108019345765e-18,8.064907228158904e-30,2.3300901732631995e-22,1.615248228126968e-16,3.0165681296232405e-19,3.523263022850239e-18,8.771007170004748e-22,3.1248733391583963e-20,6.658998748733631e-10,8.909441834843366e-17,3.655491020723084e-19,2.6943637112235306e-31,5.899930218062561e-25,4.563061101356816e-17,1.8467486039151634e-15,4.2869488935044244e-20,3.2620010775270793e-38,2.2634970227584417e-28,5.806488103395435e-26,7.203322679129651e-24,9.42279398450681e-18,1.5996077027438974e-31,3.76,0.0,0.6406241356999809,0.9978890864418019,3.9349837163978475e-12,1.1139255508804506e-22,0.0005965968551658215,0.0005965989728589736,3.831666293349041e-10,7.084306376458603e-13,0.0021107384057318995,1.458217664042966e-13,1.7878819177995514e-14,1.510678825775575e-07,5.751661782255182e-09,2.72952104559521e-09,1.4934527598092418e-08,3.2269482660184077e-05,4.641433515021775e-13,8.90399592826726e-10,3.4141619875556216e-10,1.5426672122087693e-13,5.96664649986702e-11,5.542053841996954e-10,1.601819101633506e-18,1.6282089656648734e-17
2.507747114668549e-09,0.827556154311085,1.8516371428315753e-08,2.843938971458308e-11,9.577359911364547e-10,2.0377227156466265e-10,0.0,0.0,1.783915592523759e-07,1.049991025040401e-12,1.603755041194279e-13,3.7475758743579247e-19,5.318271096874742e-18,8.919300425980518e-30,2.451914325930825e-22,1.7308911463020413e-16,3.3301952167514845e-19,3.872730785202748e-18,9.548807457825711e-22,3.3742293292219867e-20,6.980827085179165e-10,9.560699412194556e-17,4.0179789695569196e-19,3.192067172252613e-31,6.653721751864573e-25,5.1226822127078464e-17,1.9828996142619694e-15,4.791646310584791e-20,3.9278427974552925e-38,2.591832596566092e-28,6.532946418579058e-26,8.127118291905864e-24,1.0356090942213042e-17,1.9121769950472867e-31,3.76,0.0,0.6406095048618716,0.9978883977835477,4.225609901486688e-12,1.2578565928624287e-22,0.0006108382661527094,0.0006108404773051944,3.9622262656033696e-10,7.380111451986395e-13,0.0021114228617607235,1.5398061493068196e-13,1.8806306118979318e-14,1.5416783013054511e-07,5.964702116741042e-09,2.9062305953187276e-09,1.5621704994258335e-08,3.30397696856465e-05,4.873053976185156e-13,9.334218842970692e-10,3.5505206312972207e-10,1.618955980352563e-13,6.198753987738117e-11,5.78158354469054e-10,1.7563765091372357e-18,1.7497144946309776e-17
2.5662421469474615e-09,0.8275583951777067,1.9397641677448822e-08,3.0434911633164854e-11,1.0035385891832737e-09,2.184903809452518e-10,0.0,0.0,1.8254864421837677e-07,1.0995257406496742e-12,1.7185913222335032e-13,4.1017524338148487e-19,5.832168415244295e-18,9.845625880209958e-30,2.5771054182118083e-22,1.8520073253199124e-16,3.6685875189031556e-19,4.247620655229173e-18,1.0381630220870157e-21,3.6379332285106936e-20,7.310247977382431e-10,1.0242825402153819e-16,4.407159303169621e-19,3.76746672850099e-31,7.483712805638406e-25,5.736161177114776e-17,2.1256141892611602e-15,5.3412404237344535e-20,4.709009257860622e-38,2.958134464093841e-28,7.330369500888064e-26,9.144453675715593e-24,1.1357085152971054e-17,2.2766925397148922e-31,3.76,0.0,0.6405948743565517,0.9978878008809117,4.5303013108290275e-12,1.4165743568763192e-22,0.000625079350892687,0.0006250816572630793,4.0933471209982917e-10,7.68005435104942e-13,0.002112015561182275,1.6243573690709765e-13,1.9759774522648126e-14,1.572468529897901e-07,6.1791530739412475e-09,3.0894190110291163e-09,1.6322792878056684e-08,3.381003810128611e-05,5.110847579770429e-13,9.77458713312697e-10,3.688459380476315e-10,1.697054457577391e-13,6.433250592200695e-11,6.024919155224644e-10,1.9218149693479656e-18,1.8773524164158e-17
2.624737179226374e-09,0.8275606359964645,2.0298968768501384e-08,3.2522031433451214e-11,1.0504395720624864e-09,2.339002404561016e-10,0.0,0.0,1.8670560987860845e-07,1.150201609542259e-12,1.8387820194243686e-13,4.480433085075642e-19,6.3824426925425174e-18,1.0848425966516705e-29,2.705677430892828e-22,1.97874539601407e-16,4.0331361038063297e-19,4.649142986158347e-18,1.1272834654246402e-21,3.916550053702129e-20,7.647261291309943e-10,1.09565236181292e-16,4.824374612868919e-19,4.4306012652792545e-31,8.395707229060785e-25,6.407303425039064e-17,2.2750495648799573e-15,5.938459903049429e-20,5.622063933803728e-38,3.3657111358017717e-28,8.203838758422106e-26,1.0262390978416123e-23,1.242897666233849e-17,2.700343840078885e-31,3.76,0.0,0.6405802441839976,0.9978872834335742,4.849399259261467e-12,1.5912333960503903e-22,0.0006393201094021945,0.0006393225127401292,4.2249935088151515e-10,7.984041605363826e-13,0.0021125288043136498,1.7119419496528518e-13,2.0739484450178275e-14,1.603051192166335e-07,6.394920602142346e-09,3.2791295948972187e-09,1.7037697413534292e-08,3.4580287907487006e-05,5.354864238377395e-13,1.0225100454306812e-09,3.827932115464766e-10,1.7769616531031273e-13,6.670058256954778e-11,6.271989408506885e-10,2.0986379283186448e-18,2.0113032992892155e-17
2.6832322115052865e-09,0.8275628767673513,2.122028758634684e-08,3.470272927847928e-11,1.0984408418030389e-09,2.5001736949267105e-10,0.0,0.0,1.9086245664503993e-07,1.2020186055736245e-12,1.9644490855786412e-13,4.884744416346493e-19,6.970771692015398e-18,1.1932432865866191e-29,2.8376443138022607e-22,2.1112569429796813e-16,4.425282761220912e-19,5.0785369573249785e-18,1.2225972472776568e-21,4.2106605337778346e-20,7.99186689293538e-10,1.1702497145595326e-16,5.271008458447626e-19,5.192554361874396e-31,9.395818358298232e-25,7.140088143182098e-17,2.4313631401545153e-15,6.586121410561195e-20,6.685478660888031e-38,3.8180668106520713e-28,9.15867369994695e-26,1.1488350780204471e-23,1.3575039647351005e-17,3.191125029251718e-31,3.76,0.0,0.640565614344185,0.9978868347898366,5.1832456642519104e-12,1.783052453828798e-22,0.0006535605416972845,0.0006535630437438444,4.357132293873825e-10,8.291981792759608e-13,0.002112973242851164,1.802631996574235e-13,2.1745704612646733e-14,1.6334279542254218e-07,6.611913936227834e-09,3.4754028782346446e-09,1.7766325518169377e-08,3.535051910463355e-05,5.605154985493664e-13,1.0685758459413465e-09,3.9688940841641837e-10,1.8586766745304453e-13,6.909101656622703e-11,6.522723896071528e-10,2.2873616212094274e-18,2.151750567288346e-17
2.741727243784199e-09,0.827565117490361,2.2161530991271107e-08,3.697897526105929e-11,1.1475442956024281e-09,2.6685723515198253e-10,0.0,0.0,1.9501918488480518e-07,1.2549767026934032e-12,2.0957144697383722e-13,5.315843279162932e-19,7.598871000941321e-18,1.310257205665534e-29,2.973020026059521e-22,2.24969661502216e-16,4.846521107275512e-19,5.537070628217695e-18,1.3244796445503605e-21,4.5208614264603833e-20,8.344064648239376e-10,1.2481448342842715e-16,5.748486130182185e-19,6.065538749258697e-31,1.0490479364942247e-24,7.938671859264683e-17,2.594712474651061e-15,7.287129563208792e-20,7.919801095308508e-38,4.318907365422556e-28,1.0200437567264053e-25,1.2830121578367464e-23,1.479862242425891e-17,3.757904553274273e-31,3.76,0.0,0.64055098483709,0.9978864457258663,5.532183044454552e-12,1.9933167844842552e-22,0.0006678006477936416,0.0006678032502817235,4.4897324176904187e-10,8.603785496187776e-13,0.0021133581006243718,1.8965010868229474e-13,2.2778712433694218e-14,1.6636004678963434e-07,6.830045493585678e-09,3.6782767170356966e-09,1.8508584856390716e-08,3.6120731693110296e-05,5.861771969491591e-13,1.1156560798941047e-09,4.1113018614881863e-10,1.9421987183637806e-13,7.150308099596155e-11,6.777053058880704e-10,2.4885152417808025e-18,2.2988805577206897e-17
2.8002222760631115e-09,0.8275673581654875,2.312262991161666e-08,3.935272920941938e-11,1.1977518256262774e-09,2.844352507012051e-10,0.0,0.0,1.9917579492584892e-07,1.309075874933939e-12,2.2327001171610283e-13,5.774917404079956e-19,8.268494026497162e-18,1.4363965759991527e-29,3.1118185761375543e-22,2.3942222338600074e-16,5.298397703093885e-19,6.026040993028795e-18,1.4333269090237465e-21,4.847765831323788e-20,8.703854423209352e-10,1.3294078841726064e-16,6.258275424802382e-19,7.062985824584323e-31,1.1686453798044802e-24,8.80739199810852e-17,2.765255285891684e-15,8.044476853725379e-20,9.347832366613807e-38,4.872146326409441e-28,1.1334942988431936e-25,1.429586927116695e-23,1.610314745532637e-17,4.41049919335657e-31,3.76,0.0,0.6405363556626895,0.9978861082544669,5.89655451820133e-12,2.2233805237842546e-22,0.0006820404277066009,0.0006820431323612656,4.6227647683346604e-10,8.91936526329996e-13,0.0021136913648278264,1.9936242609703817e-13,2.3838794118939858e-14,1.693570370901069e-07,7.04923077324992e-09,3.887786384510205e-09,1.926438383318658e-08,3.6890925673302e-05,6.12476844749759e-13,1.1637507121211873e-09,4.255113310041969e-10,2.0275270613050157e-13,7.393607434426038e-11,7.034908180128466e-10,2.7026411150025596e-18,2.4528825770808615e-17
2.858717308342024e-09,0.827569598792723,2.4103513433370447e-08,4.182594050289251e-11,1.2490653188153665e-09,3.027667741170699e-10,0.0,0.0,2.0333228706183295e-07,1.3643160964002658e-12,2.375527969307469e-13,6.263186037650836e-19,8.981431991198004e-18,1.5721936338146295e-29,3.2540540618084866e-22,2.544994901108337e-16,5.782513187465682e-19,6.546774035683686e-18,1.5495571527099973e-21,5.192003499557646e-20,9.071236083839303e-10,1.414108954841159e-16,6.801887434984607e-19,8.199640432790891e-31,1.2990846321164586e-24,9.75077040869087e-17,2.9431494467476304e-15,8.861243531681998e-20,1.0994815266363065e-37,5.48191082062651e-28,1.2568257652634341e-25,1.5894146637743932e-23,1.7492111354674894e-17,5.15975259413193e-31,3.76,0.0,0.6405217268209593,0.9978858154592762,6.276703801932233e-12,2.474669110433765e-22,0.0006962798814511635,0.0006962826899899677,4.756202058430535e-10,9.23863556661036e-13,0.002113979951820925,2.0940780151552005e-13,2.4926244731771488e-14,1.7233392870469498e-07,7.269388258172457e-09,4.103964660702676e-09,2.0033631587798677e-08,3.7661101045593595e-05,6.394198779142569e-13,1.2128597072593792e-09,4.400287541963175e-10,2.1146610522820622e-13,7.638931959619833e-11,7.29622137804884e-10,2.930294872517263e-18,2.613948955397498e-17
2.9172123406209365e-09,0.8275718393720605,2.5104108886788143e-08,4.440054789730435e-11,1.3014866566999175e-09,3.2186710669379264e-10,0.0,0.0,2.0748866155639704e-07,1.420697341261344e-12,2.5243199638325285e-13,6.781900600360983e-19,9.739513927904403e-18,1.7182009646258126e-29,3.399740710038484e-22,2.70217910356775e-16,6.30052342333002e-19,7.100624785329514e-18,1.6736112489907589e-21,5.554221140367445e-20,9.446209496129656e-10,1.5023180644123455e-16,7.3808773519445405e-19,9.491661132375074e-31,1.4411113646324386e-24,1.0773516861861192e-16,3.1285529828027098e-15,9.740597446800586e-20,1.2888633319360917e-37,6.152547503825587e-28,1.3906710007496142e-25,1.7633902811059403e-23,1.8969084893154126e-17,6.0176184681745156e-31,3.76,0.0,0.6405070983118757,0.9978855613511073,6.672975208566748e-12,2.748681758923236e-22,0.0007105190090420139,0.0007105219231753266,4.89001871079569e-10,9.561512764248031e-13,0.0021142298507890378,2.1979402929428464e-13,2.6041368275089194e-14,1.752908826402681e-07,7.490439320528092e-09,4.326841919287112e-09,2.0816237987497088e-08,3.843125781037015e-05,6.670118420201805e-13,1.2629830297698535e-09,4.546784881890172e-10,2.2036001051717766e-13,7.886216336720193e-11,7.560925598729035e-10,3.1720456307137835e-18,2.782275099026666e-17
2.975707372899849e-09,0.8275740799034924,2.6124341930143826e-08,4.7078479359734465e-11,1.3550177152209557e-09,3.41751491717278e-10,0.0,0.0,2.1164491864685855e-07,1.4782195837423858e-12,2.6791980345780163e-13,7.332345365193257e-19,1.0544606674390996e-17,1.874991833741094e-29,3.548892916895165e-22,2.8659428168424535e-16,6.854140657847115e-19,7.688977372262902e-18,1.805953749426749e-21,5.935082723995982e-20,9.828774526087093e-10,1.5941051585889202e-16,7.996845280719065e-19,1.0956726168468385e-30,1.5955075666735531e-24,1.1880532518429862e-16,3.321624069689353e-15,1.0685793856548907e-19,1.5060021086090377e-37,6.888628462831214e-28,1.5356894979652385e-25,1.9524492740986527e-23,2.053771300222332e-17,6.997248649749088e-31,3.76,0.0,0.6404924701354154,0.9978853407435998,7.0857136458185824e-12,3.0469939844077904e-22,0.000724757810493534,0.0007247608319248382,5.024190751251039e-10,9.8879150613061e-13,0.002114446248089505,2.305290477069997e-13,2.718447777858037e-14,1.7822805854665235e-07,7.71230812996012e-09,4.556446211623116e-09,2.1612113621432635e-08,3.92013959680169e-05,6.952583916132081e-13,1.3141206439562307e-09,4.694566831025286e-10,2.294343692176604e-13,8.135397506544848e-11,7.828954608929251e-10,3.4284761711791796e-18,2.958059541908286e-17
3.0342024051787616e-09,0.8275763203870109,2.716413663069289e-08,4.986165191232871e-11,1.4096603645585653e-09,3.6243511320341463e-10,0.0,0.0,2.1580105854742264e-07,1.5368827981181344e-12,2.8402841115678995e-13,7.915838156498864e-19,1.1398614867470788e-17,2.0431605121279374e-29,3.7015252875293153e-22,3.036457607311648e-16,7.4451346958315e-19,8.313245084277159e-18,1.9470738161108474e-21,6.335269781354234e-20,1.0218931039724392e-09,1.6895401107284342e-16,8.651437067730549e-19,1.261414538163078e-30,1.7630926790041616e-24,1.307691336736766e-16,3.5225210303997384e-15,1.1700175199974424e-19,1.754278604487018e-37,7.694957089812839e-28,1.6925679719377306e-25,2.1575686644733842e-23,2.220171477682862e-17,8.113086172668848e-31,3.76,0.0,0.640477842291555,0.9978851491456241,7.515264614455831e-12,3.3712601802251017e-22,0.0007389962858198185,0.0007389994162459975,5.158695708153936e-10,1.021776247179309e-12,0.0021146336348496072,2.416209381082825e-13,2.8355895391076067e-14,1.8114561473276172e-07,7.934921564675258e-09,4.79280334815753e-09,2.242116979456354e-08,3.9971515518919146e-05,7.241652895513778e-13,1.366272513980974e-09,4.843596032260938e-10,2.3868913378114003e-13,8.386414608470437e-11,8.100242988910343e-10,3.7001831233051205e-18,3.141503995303051e-17
3.092697437457674e-09,0.827578560822608,2.82234155429345e-08,5.275197148484762e-11,1.4654164689668776e-09,3.8393309469830787e-10,0.0,0.0,2.19957081451972e-07,1.5966869587069706e-12,3.007700121005521e-13,8.533731068846893e-19,1.230348093667e-17,2.2233225976592676e-29,3.857652676291023e-22,3.213898732478349e-16,8.075334086319514e-19,8.974870423409843e-18,2.09748616941931e-21,6.755481700253151e-20,1.0616678903060296e-09,1.788692721917605e-16,9.346345140230874e-19,1.4484978286241815e-30,1.9447247473736526e-24,1.4367953633881036e-16,3.731402332574318e-15,1.2787170839677859e-19,2.0374042402345483e-37,8.576573926246209e-28,1.8620209370081856e-25,2.3797679441847473e-23,2.3964883477261872e-17,9.380963549129065e-31,3.76,0.0,0.6404632147802711,0.9978849826681246,7.961974206508706e-12,3.723216248642305e-22,0.0007532344350346876,0.0007532376761462985,5.293512518230067e-10,1.0550976781190399e-12,0.0021147959001229866,2.5307792408776007e-13,2.955595247752704e-14,1.840437081821122e-07,8.158209125298521e-09,5.035936977254418e-09,2.324331852165329e-08,4.0741616463462324e-05,7.537384063405395e-13,1.419438603880242e-09,4.993836236337157e-10,2.4812426134556494e-13,8.639208902646072e-11,8.374726125270817e-10,3.987777148833079e-18,3.3328133960281346e-17
3.1511924697365866e-09,0.8275808012102754,2.9302099784257795e-08,5.575133277564593e-11,1.5222878866156416e-09,4.062604981383638e-10,0.0,0.0,2.2411298753649272e-07,1.6576320398657249e-12,3.181567985272639e-13,9.187411205529973e-19,1.3261185097449214e-17,2.4161153317721863e-29,4.017290227038338e-22,3.398445239719431e-16,8.746627322046272e-19,9.675325163072332e-18,2.257732050999806e-21,7.196436018230321e-20,1.1022017982119343e-09,1.8916327210465953e-16,1.0083309357231227e-18,1.659215855829231e-30,2.1413015964337765e-24,1.5759149157150577e-16,3.948426585770021e-15,1.3950296773756885e-19,2.3594457181666434e-37,9.538762474456893e-28,2.0447912863491346e-25,2.6201100171124028e-23,2.5831086529988466e-17,1.081820642865233e-30,3.76,0.0,0.6404485876015406,0.9978848379434198,8.426189103426955e-12,4.1046822854109457e-22,0.0007674722581517007,0.0007674756116332345,5.428621438305732e-10,1.0887481509618627e-12,0.0021149364115890866,2.649083706151847e-13,3.078498972013869e-14,1.8692249456778292e-07,8.382102851401364e-09,5.2858686615336684e-09,2.4078472521337004e-08,4.151169880203197e-05,7.839837194617634e-13,1.473618877577323e-09,5.145252268999807e-10,2.5773971324262225e-13,8.893723695026557e-11,8.652340203794546e-10,4.291883128132127e-18,3.5321959532105044e-17
3.209687502015499e-09,0.8275830415500044,3.0400109108052737e-08,5.886161912079052e-11,1.5802764694382197e-09,4.2943232276821325e-10,0.0,0.0,2.2826877696118493e-07,1.7197180159851184e-12,3.3620096229301706e-13,9.878301436411098e-19,1.427374534396692e-17,2.6221979115741885e-29,4.1804534136944586e-22,3.590280063460048e-16,9.460964051612362e-19,1.0416110405543954e-17,2.428380201829112e-21,7.658868711967771e-20,1.1434948142931779e-09,1.9984297648832071e-16,1.08641178715349e-18,1.896062517861011e-30,2.353762024183977e-24,1.7256200737539407e-16,4.173752538710255e-15,1.5193155319469615e-19,2.724850893884545e-37,1.0587054974783105e-27,2.241650874131837e-25,2.879702138685789e-23,2.7804265527432185e-17,1.2443742818714896e-30,3.76,0.0,0.6404339607553398,0.997884712055293,8.908256574188884e-12,4.517565318701955e-22,0.0007817097551841674,0.0007817132227142979,5.564003962570371e-10,1.1227201875614381e-12,0.002115058085461946,2.771207831773823e-13,3.20433572232299e-14,1.8978212826687937e-07,8.606537240619932e-09,5.542617951795452e-09,2.4926545210254015e-08,4.228176253501366e-05,8.149073126913868e-13,1.5288132988947674e-09,5.297809999130033e-10,2.675354545528349e-13,9.149904265120193e-11,8.933022202310654e-10,4.613140348013594e-18,3.739863193576866e-17
