Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529)
4.5396036858414336e-18,0.504180589464734,4.612982550554014e-26,1.948297642125695e-30,1.3965166223334408e-31,1.2182813265116232e-27,0.0,0.0,1.8516020146309448e-20,3.8688288938695445e-36,2.5135157581405734e-46,4.5503546356179217e-48,1.9326208780936076e-53,5.951661248823821e-66,9.594973348736568e-47,3.7774799285123705e-37,1.228704084714056e-34,2.3673572251422246e-48,1.71853689183514e-64,1.9588018663067728e-63,4.741627406539877e-37,6.157006518571462e-56,9.284156237939224e-28,1.4859519010516528e-63,1.3942068661608314e-50,1.9574304498915718e-57,1.0336017028174153e-42,1.807890997311807e-41,3.3890852170166718e-77,1.986500231179647e-62,2.5034423884138564e-63,3.2502120474787976e-61,5.751349254869679e-54,1.2414026791471108e-64,3.76,0.0,0.6972472670007926,0.9999999999995373,8.547356833691895e-43,1.0710416843654523e-47,3.496021455872556e-17,3.496021455872556e-17,1.024542631280309e-36,7.235339996145614e-42,4.62696267081308e-13,5.356659671194815e-40,3.953082153777891e-42,1.8516066276045657e-20,5.080776133711859e-32,1.4981266551055113e-39,8.728429216391843e-33,2.152774362320454e-19,5.886171084534859e-39,1.3963890202047698e-31,2.719312239948705e-25,1.499627510882479e-40,5.068991603999337e-37,8.91703899276681e-34,5.550581678651477e-46,3.207172991339878e-47,9.284156241892817e-28,1.3839102179771668e-56,1.2287040847141804e-34,2.102139064040464e-32,1.174446988782862e-51,2.097060982647687e-49,6.180739391713856e-63,1.6331126912666252e-49,1.050973472192111e-61,1.381618793031063e-68,5.156017726411897e-73,6.141188608565404e-72,4.830973350338357e-62,2.369156740463864e-61,5.385004024048513e-73,1.0956207415795939e-46,1.8586965205720538e-53,4.2689942930237004e-45,7.694779418685292e-52,7.405648786126366e-72,1.2182813256082283e-27,1.2733489254870255e-35,1.0986865973323225e-53,1.7874194016435215e-46,2.256697281968257e-42,9.021206311796703e-46,1.9378624532036708e-62,9.154197397764546e-34,2.55593940889837e-56,5.626606236220166e-50,5.267469819984754e-62,5.362620411875211e-62,2.719312239000321e-25,5.283188828676637e-77,1.19111372022617e-59,1.0082367799300917e-56,7.388695736294945e-61,8.184730044561761e-85,2.580078241228116e-69,2.944260831115392e-52,2.8841681718474966e-52,5.2524488732553526e-51,8.661395025557105e-82
9.083151423538507e-18,0.504180589464734,9.229973429549189e-26,3.898288037850053e-30,5.589705916646423e-31,2.4376211082187668e-27,0.0,0.0,3.704812719109606e-20,1.5485398034556986e-35,2.0123409316776582e-45,3.6430509276339316e-47,1.5472718190618622e-52,4.764947860924256e-65,3.840489860133769e-46,1.5119764100724798e-36,4.918018434095461e-34,1.895325233669859e-47,1.3758754358148642e-63,1.5682325301548647e-62,1.8978866663806737e-36,4.929348938109853e-55,1.857637863359754e-27,2.3794590949816634e-62,1.1162132303605692e-49,1.5675318306033613e-56,4.137100455010322e-42,7.236275489153082e-41,5.529986789672766e-76,1.590408062124473e-61,4.009035550015998e-62,2.6028057094130674e-60,4.604576494147073e-53,1.9885525651479226e-63,3.76,0.0,0.6972472670007926,0.9999999999990742,6.843082625782416e-42,8.574845866856049e-47,6.995080289204602e-17,6.995080289204602e-17,4.100840557681637e-36,2.896021582212761e-41,9.257945214279964e-13,2.1440598541703733e-39,1.5822630850182702e-41,3.704821949047295e-20,2.0336345419265744e-31,5.998755210201873e-39,3.493646380844652e-32,4.307419075952013e-19,2.3560024142032365e-38,5.589195175625148e-31,5.440987044817137e-25,6.002418217876514e-40,2.028917658908146e-36,3.569139444467472e-33,2.2216791937339724e-45,1.2837051965190922e-46,1.8576378649422227e-27,1.107969651111552e-55,4.918018434096389e-34,8.414034587895563e-32,9.402717050647616e-51,1.678923888996005e-48,9.900691512809817e-62,1.307483843078505e-48,1.6829278217361004e-60,2.2123901862607715e-67,8.256346151881692e-72,9.837390192477871e-71,3.8677161085295726e-61,1.8974581007390762e-60,8.62302249947869e-72,8.771627729201596e-46,1.4880875014911221e-52,3.4177911655683306e-44,6.160502273626133e-51,1.1858686910502425e-70,2.4376211046028335e-27,5.096714145003713e-35,8.796173204927225e-53,1.431022348810239e-45,9.032670250678269e-42,3.610833526136158e-45,1.551861649758046e-61,3.664064611795887e-33,2.0462805693092455e-55,4.504706206420461e-49,8.434814721118419e-61,8.58323611482949e-61,5.440987041021129e-25,8.459985616504209e-76,9.543248563514196e-59,8.074982565311973e-56,5.915641032907611e-60,2.6232203030559564e-83,4.132951854957385e-68,2.3571989015088085e-51,2.3090886137304663e-51,4.205152771759946e-50,2.7769187064909466e-80
1.8170246898932653e-17,0.504180589464734,1.8463956761164112e-25,7.798268990315534e-30,2.236610459539702e-30,4.8763006732068044e-27,0.0,0.0,7.411234128067166e-20,6.196176280324909e-35,1.610484336798365e-44,2.9155485938511353e-46,1.2382877033122653e-51,3.813406448916304e-64,1.536696189758452e-45,6.049875072660603e-36,1.9678479751899627e-33,1.5168362133898466e-46,1.101120071230916e-62,1.2550626447527944e-61,7.594018777386181e-36,3.94497727978593e-54,3.716082340221989e-27,3.80868416728238e-61,8.933098242285536e-49,1.2546607897681188e-55,1.655379064264728e-41,2.8954527641867727e-40,9.18142576613979e-75,1.272809807171791e-60,6.417280581156077e-61,2.08329955161794e-59,3.685060658021248e-52,3.1835319366728716e-62,3.76,0.0,0.6972472670007925,0.999999999998148,5.476545853062991e-41,6.8624827641485045e-46,1.3993197955868693e-16,1.3993197955868693e-16,1.6408703802154513e-35,1.1587858569515665e-40,1.851991006849859e-12,8.579032183121305e-39,6.331113497765333e-41,7.411252591880916e-20,8.13718709911e-31,2.4021595561594986e-38,1.397913620841546e-31,8.616708503206687e-19,9.427078491541574e-38,2.236406096631423e-30,1.0884336654508783e-24,2.4017491641494553e-39,8.118313423040905e-36,1.4281206796748062e-32,8.889610637623182e-45,5.1364943826533196e-46,3.716082346553924e-27,8.867124555986861e-55,1.9678479751906777e-33,3.3667098132984696e-31,7.525031318027673e-50,1.3436493704790632e-47,1.5850318995051442e-60,1.0463847204556778e-47,2.6937812746482044e-59,3.541265110798327e-66,1.321553073495908e-70,1.5757393937975087e-69,3.0953483481314295e-60,1.5196510330531934e-59,1.3802451445024299e-70,7.01996798552914e-45,1.1909224501978509e-51,2.735271668739168e-43,4.930274094691157e-50,1.8981621990192113e-69,4.8763006587383594e-27,2.0393495357503067e-34,7.039611806754795e-52,1.1452527959192407e-44,3.614244660023256e-41,1.4448037490657542e-44,1.2421183165582854e-60,1.4661031112340376e-32,1.6376062226435677e-54,3.605134037271755e-48,1.3501196698750903e-59,1.3735611741588796e-59,1.0884336639319809e-24,1.354148652739792e-74,7.648857664883478e-58,6.4671745056551686e-55,4.734617707856141e-59,8.40088111919536e-82,6.620104683906892e-67,1.8864755220507038e-50,1.8479732760321866e-50,3.365400184164173e-49,8.899060490786955e-79
3.6344437849720946e-17,0.5041805894647341,3.6931929718892283e-25,1.559823153931377e-29,8.947898231173625e-30,9.753659809477877e-27,0.0,0.0,1.482407694598323e-19,2.478873982899122e-34,1.2886321582628947e-43,2.332882895761433e-45,9.908183027588329e-51,3.05130454129654e-63,6.147785385376488e-45,2.4203439667849797e-35,7.872673286289872e-33,1.2136994286428928e-45,8.81065861612079e-62,1.004240808097025e-60,3.0381020037605745e-35,3.156581203047085e-53,7.432971284868747e-27,6.095134668566782e-60,7.147835843019742e-48,1.0039828667011698e-54,6.622594174942082e-41,1.1583696462310315e-39,1.574899086222148e-73,1.0184412300401619e-59,1.026990849583681e-59,1.66706180232349e-58,2.948608476633351e-51,5.0951298488612745e-61,3.76,0.0,0.6972472670007924,0.9999999999962956,4.382068761129031e-40,5.4910288623102497e-45,2.798943328919687e-16,2.798943328919687e-16,6.564549974874979e-35,4.635897982133913e-40,3.704383884607535e-12,3.432171505595616e-38,2.5328577881460183e-40,1.4824113877340823e-19,3.255404701242304e-30,9.625213644635225e-38,5.592564749961388e-31,1.7235287357682258e-18,3.771445250679048e-37,8.94708064668605e-30,2.17710358737112e-24,9.608560788320936e-39,3.247854001858109e-35,5.713412654607598e-32,3.556423104950359e-44,2.0549334161838533e-45,7.432971310200611e-27,7.095046872853587e-54,7.872673286295491e-33,1.3469031518020813e-30,6.021168369531794e-49,1.0751236437616374e-46,2.5367882068125093e-59,8.372668686591468e-47,4.310927665250421e-58,5.6671771158758366e-65,2.1149151693950894e-69,2.525268952893043e-68,2.476748943617118e-59,1.2177246532684915e-58,2.2088415137510038e-69,5.617040847669866e-44,9.529192051097288e-51,2.188632918034291e-42,3.944968314174825e-49,3.0376775070626304e-68,9.753659751594673e-27,8.158726087573832e-34,5.632758858466198e-51,9.163762406217385e-44,1.4459332094613107e-40,5.780155842084055e-44,9.939463368096504e-60,5.865367113936564e-32,1.3102695573417553e-53,2.8846549756571368e-47,2.160631032379863e-58,2.197892562904034e-58,2.1771035812945397e-24,2.1670787178276772e-73,6.138425193917986e-57,5.1822985152634635e-54,3.7889048094648705e-58,2.689334578563361e-80,1.0609334329670658e-65,1.5094670391917815e-49,1.4786603621681202e-49,2.6928313652369708e-48,2.8526338068105263e-77
7.269281975129754e-17,0.5041805894647341,7.386790081234191e-25,3.119815921358109e-29,3.57945059166483e-29,1.9508378107200038e-26,0.0,0.0,2.964976258181914e-19,9.916302930604342e-34,1.0310036125308271e-42,1.8664852003434343e-44,7.927299073852258e-50,2.4412754015331368e-62,2.4593142875969503e-44,9.682163759772312e-35,3.149325609802626e-32,9.710517329061817e-45,7.049236260485288e-61,8.034689368225814e-60,1.2153397071087902e-34,2.5255047388258766e-52,1.4866749137851402e-26,9.753207592625308e-59,5.718811631175862e-47,8.032880680599039e-54,2.649253268769269e-40,4.633855692862202e-39,2.857959791749962e-72,8.148303460066485e-59,1.6433661480840392e-58,1.333818429808464e-57,2.359110858124488e-50,8.153390952751158e-60,3.76,0.0,0.6972472670007921,0.9999999999925908,3.505987875793857e-39,4.393240194709111e-44,5.598190395585323e-16,5.598190395585323e-16,2.626033686002876e-34,1.8545101134418974e-39,7.409169267778723e-12,1.3729803362564891e-37,1.0132256779634296e-39,2.964983644743126e-19,1.302267860240786e-29,3.86240876680928e-37,2.2372079662157646e-30,3.447244506649828e-18,1.5087008795731235e-36,3.579123531428241e-29,4.3544434311392514e-24,3.8437372879222366e-38,1.2992473346923469e-34,2.2855510620116452e-31,1.4226850161363846e-43,8.22041220795614e-45,1.486674923918711e-26,5.676576449263181e-53,3.1493256098070786e-32,5.388051088430708e-30,4.817392070228806e-48,8.601805827570836e-46,4.059450706065996e-58,6.698771384715926e-46,6.898186449544065e-57,9.068405854304765e-64,3.3842084935700453e-68,4.05227583302313e-67,1.9815872491982605e-58,9.771091940273621e-58,3.534505684382404e-68,4.49405916418669e-43,7.624082325005396e-50,1.7510725849742067e-41,3.1562742475988145e-48,4.860778463513092e-67,1.9508377875648352e-26,3.263756042801363e-33,4.506634717549677e-50,7.331706014213056e-43,5.784203562111098e-40,2.3122505470742043e-43,7.952577926215599e-59,2.3463377929647155e-31,1.0482124116895786e-52,2.307943102186558e-46,3.457361342194768e-57,3.516783834971333e-57,4.354443406830953e-24,3.467678692069203e-72,4.940292291541199e-56,4.1583557300076357e-53,3.032197794593878e-57,8.607555196658533e-79,1.7024703573886668e-64,1.207688292176326e-48,1.1830421619988558e-48,2.1544694763207126e-47,9.154670476733693e-76
1.453895835544507e-16,0.5041805894647343,1.4773994371121435e-24,6.239802486721305e-29,1.431838498457979e-28,3.9017814803364557e-26,0.0,0.0,5.930113385350609e-19,3.966682577790902e-33,8.248420463790751e-42,1.4932617280055051e-43,6.342140353388319e-49,1.9531130189702505e-61,9.83765738293466e-44,3.873023056909954e-34,1.2597815047468748e-31,7.768782594449618e-44,5.639720893863312e-60,6.428056756709456e-59,4.86155664668762e-34,2.0204997052779857e-51,2.9734304698573294e-26,1.5605925891316812e-57,4.575266497777543e-46,6.426712761420266e-53,1.0597444286914578e-39,1.853617701394413e-38,5.654190937449814e-71,6.518952232309146e-58,2.6295304749766897e-57,1.0671225078284895e-56,1.8873784384999546e-49,1.3046372160069547e-58,3.76,0.0,0.6972472670007915,0.9999999999851813,2.804923454280842e-38,3.514759006475399e-43,1.1196684528916588e-15,1.1196684528916588e-15,1.050456207158745e-33,7.418342297493696e-39,1.4818738544744745e-11,5.492144817754549e-37,4.0530684753359616e-39,5.930128158429466e-19,5.209283407014651e-29,1.554634732904887e-36,8.949196009864725e-30,6.894676048358987e-18,6.035049083603339e-36,1.4317076691798236e-28,8.70912311838611e-24,1.5375576110939275e-37,5.197200813326312e-34,9.142576259559968e-31,5.6909715885513286e-43,3.288306332059001e-44,2.9734305103932626e-26,4.5414767548089895e-52,1.2597815047504197e-31,2.1553081323643396e-29,3.854096615317924e-47,6.88177135165422e-45,6.495592010786553e-57,5.359271692754173e-45,1.1037660092626977e-55,1.4510187397782734e-62,5.415008915120309e-67,6.520563260945868e-66,1.585344990159715e-57,7.862638360553257e-57,5.6554958557482094e-67,3.5954177057224747e-42,6.0995631523162805e-49,1.40092457106211e-40,2.5251391611913197e-47,7.777641127028998e-66,3.90178138771199e-26,1.3055555405204907e-32,3.605478547244048e-49,5.86564326087395e-42,2.313775572921971e-39,9.24937884358658e-43,6.362465857581445e-58,9.385733080173864e-31,8.384453563385545e-52,1.8464421349632528e-45,5.532059511247556e-56,5.626978717833147e-56,8.709123021148957e-24,5.5485681223795634e-71,3.9989610370252364e-55,3.346240658020702e-52,2.4271312750522416e-56,2.754687220484464e-77,2.739465260397356e-63,9.661965004462331e-48,9.464811428703434e-48,1.7236571392681838e-46,2.9454353056388723e-74
2.9078311116075705e-16,0.5041805894647343,2.954844323568528e-24,1.2479779739497797e-28,5.727470518518814e-28,7.803668859857548e-26,0.0,0.0,1.1860387639694059e-18,1.586705312801467e-32,6.59889299895142e-41,1.1946420269746573e-42,5.073832751671721e-48,1.5625274718936333e-60,3.935142962229716e-43,1.5492407090160086e-33,5.039228542011011e-31,6.215173494436402e-43,4.511986470770214e-59,5.142567648600724e-58,1.944662223029873e-33,1.6164381285966426e-50,5.946941523904343e-26,2.497011642563691e-56,3.660300075329163e-45,5.141535250267846e-52,4.239063957788059e-39,7.414621656573626e-38,1.360394149114264e-69,5.215285574582963e-57,4.207364465702196e-56,8.53725376167223e-56,1.5099388389379547e-48,2.0874952803793998e-57,3.76,0.0,0.6972472670007904,0.9999999999703622,2.2439920259499674e-37,2.8118739470097456e-42,2.2393672795579098e-15,2.23936727955791e-15,4.201910231873132e-33,2.967397282258956e-38,2.963787114117377e-11,2.1969026198313795e-36,1.6212610491780843e-38,1.1860417184475162e-18,2.0837557559842033e-28,6.295533883482857e-36,3.5797512339018133e-29,1.378953913156112e-17,2.414068745749338e-35,5.726947191878822e-28,1.7418482491722205e-23,6.150356631882408e-37,2.0789226202981543e-33,3.657104905795684e-30,2.2764349150048498e-42,1.3153554114500145e-43,5.946941686051369e-26,3.6332676498964897e-51,5.039228542039297e-31,8.621407907564105e-29,3.0833504770976365e-46,5.505547762505404e-44,1.039332058645519e-55,4.287519186439159e-44,1.7660705549608274e-54,2.3216890310877942e-61,8.664234308076119e-66,1.0550264371102576e-64,1.2683059877478145e-56,6.362891691530846e-56,9.049020650262529e-66,2.8764019494896943e-41,4.879778726983272e-48,1.1207662576925927e-39,2.0201591046087717e-46,1.2444542278195524e-64,7.803668489351982e-26,5.222328410406231e-32,2.8844506877090903e-48,4.692625989772733e-41,9.255290590172732e-39,3.69982704695923e-42,5.0901350565618353e-57,3.754369615041886e-30,6.705093368809559e-51,1.4771887699816365e-44,8.85152029645812e-55,9.003265610689822e-55,1.741848210276569e-23,8.877934783370162e-70,3.273709855997366e-54,2.708093835296138e-51,1.9437637640954138e-55,1.021294489140176e-75,4.432454373226705e-62,7.729755474111143e-47,7.572068592284775e-47,1.3789580158758061e-45,1.106042056282247e-72
5.815701663733697e-16,0.5041805894647345,5.9097502103970735e-24,2.495975073334049e-28,2.291011511775055e-27,1.5607443780053366e-25,0.0,0.0,2.372093614840519e-18,6.34688581515546e-32,5.279177048474904e-40,9.557318263094928e-42,4.059114434400991e-47,1.2500367630072458e-59,1.5740731557425558e-42,6.197025609854852e-33,2.0157119212289917e-30,4.972197639819304e-42,3.6097962772961754e-58,4.114103233021128e-57,7.778728021533469e-33,1.293165845092387e-49,1.1893963399608913e-25,3.995269424085746e-55,2.928274807813975e-44,4.1132970169431953e-51,1.6956428311687139e-38,2.9658788329463273e-37,3.4703612530890882e-68,4.172277975385997e-56,6.731875683807149e-55,6.829916706421519e-55,1.2079658048062444e-47,3.3400530402735656e-56,3.76,0.0,0.6972472670007882,0.9999999999407239,1.7952149254860365e-36,2.2495258543182987e-41,4.478764932890405e-15,4.478764932890407e-15,1.6807811225099382e-32,1.1869709804165535e-37,5.927611250403889e-11,8.787699844685506e-36,6.485115561465759e-38,2.3720995231258612e-18,8.335107804754837e-28,2.579734541731479e-35,1.4319150594088007e-28,2.757926529710065e-17,9.65637319545959e-35,2.2908021798854494e-27,3.483720123376391e-23,2.460168525219742e-36,8.315775066307098e-33,1.462856841520635e-29,9.10583201168185e-42,5.261524110526897e-43,1.1893964048203602e-25,2.9066486277367484e-50,2.0157119212515943e-30,3.448598223759295e-28,2.4667096547823207e-45,4.404490486140099e-43,1.6629602605588484e-54,3.4300560754261263e-43,2.8257488305979673e-53,3.714749698451072e-60,1.3862950216190405e-64,1.725535544835854e-63,1.0146566582002098e-55,5.206585975899418e-55,1.447860803712946e-64,2.301148087264266e-40,3.9038891204328366e-47,8.966236448723975e-39,1.616146184814026e-45,1.9911520818657497e-63,1.5607442298014719e-25,2.08895261372282e-31,2.3075869525851886e-47,3.75414534211901e-40,3.7021538952833775e-38,1.4799460625239048e-41,4.072174528746374e-56,1.501763122706841e-29,5.359937176668628e-50,1.1817650406396067e-43,1.4162612477380733e-53,1.4405304701927257e-53,3.4837199677922043e-23,1.4204876313372493e-68,2.7381445242150783e-53,2.2161617962157646e-50,1.5582497524599876e-54,3.2821865384235688e-74,7.249454329928218e-61,6.1838777665992335e-46,6.057790320766781e-46,1.1031788231446261e-44,3.639483465307194e-71
1.1631442767985952e-15,0.5041805894647349,1.1819626439717625e-23,4.991975867489933e-28,9.164092649824372e-27,3.121499426506655e-25,0.0,0.0,4.7442033165924376e-18,2.538767238913325e-31,4.223366694368288e-39,7.64600977760622e-41,3.2473109126124766e-46,1.0000352648140174e-58,6.296324315989894e-42,2.478822639336749e-32,8.062888691046619e-30,3.9777814512117085e-41,2.8881169788414794e-57,3.2913025781161184e-56,3.1115070345666113e-32,1.0345388070176591e-48,2.378800622146031e-25,6.392471700400376e-54,2.3426337393543055e-43,3.2906696201285273e-50,6.782605815299457e-38,1.1863575671480688e-36,9.676033605435955e-67,3.3378421860317e-55,1.077107503777434e-53,5.463985589677926e-54,9.663790144804702e-47,5.344133346626693e-55,3.76,0.0,0.6972472670007838,0.9999999998814475,1.436180461426519e-35,1.7996313616057784e-40,8.957560239555368e-15,8.957560239555374e-15,6.723158141400304e-32,4.747908014825234e-37,1.185524999099507e-10,3.5150977943099207e-35,2.594063734456236e-37,4.7442151303593726e-18,3.334060073106312e-27,1.0810956124523615e-34,5.727689367278897e-28,5.515871762472078e-17,3.862568910341232e-34,9.163255325173795e-27,6.967463869932536e-23,9.840730923967836e-36,3.3263269391620426e-32,5.85145711402425e-29,3.6423511084231523e-41,2.1046595028018227e-42,2.378800881585214e-25,2.325332719712169e-49,8.06288869122733e-30,1.3794462895217117e-27,1.9733794311873582e-44,3.523613304248697e-42,2.660756622436712e-53,2.7440611394978333e-42,4.521226851270774e-52,5.943637348851023e-59,2.2180858318949384e-63,2.880784884753205e-62,8.117298651422754e-55,4.3512345009064875e-54,2.316589099873545e-63,1.8409281423034166e-39,3.1231615218749647e-46,7.173031685961995e-38,1.2929241733272193e-44,3.185863581711804e-62,3.121498833687133e-25,8.355852951851703e-31,1.8460789424489106e-46,3.003334089576954e-39,1.4808690893354085e-37,5.919815871320372e-41,3.2577686715476038e-55,6.007083044020633e-29,4.2812685234839246e-49,9.45417641871057e-43,2.2660323767282828e-52,2.304855128957947e-52,6.967463247592651e-23,2.272794671727802e-67,2.3811626403311665e-52,1.8523980545762823e-49,1.251759687793668e-53,1.0504504968286821e-72,1.2103002758354893e-59,4.9471315653817914e-45,4.8463627014216655e-45,8.825472043054429e-44,1.2192344942944018e-69
2.326292497649046e-15,0.5041805894647357,2.3639636721015294e-23,9.984003837922759e-28,3.665646375520647e-26,6.243009781363543e-25,0.0,0.0,9.488422720135038e-18,1.0155094781443087e-30,3.378703370876324e-38,6.117001645346057e-40,2.5978565909325347e-45,8.000304578971158e-58,2.5185358659548176e-41,9.915314072837257e-32,3.225163675342197e-29,3.1822341791284443e-40,2.3109209527452344e-56,2.6330506126588824e-55,1.2446059790243273e-31,8.276334884266045e-48,4.757608814693266e-25,1.0227987169490715e-52,1.8741125391273603e-42,2.6325556689244596e-49,2.713049219751322e-37,4.745442335592666e-36,2.8675044320818307e-65,2.670281670025587e-54,1.723377893439765e-52,4.371220154453593e-53,7.731065232619618e-46,8.550652167304207e-54,3.76,0.0,0.6972472670007748,0.999999999762895,1.1489477761122648e-34,1.4397093595923739e-39,1.7915150852885178e-14,1.79151508528852e-14,2.6892696601971303e-31,1.8991679909931266e-36,2.371048934437269e-10,1.4060426756463916e-34,1.0376315852467285e-36,9.488446336333685e-18,1.3336274154631883e-26,4.71796682391452e-34,2.291081571107577e-27,1.1031762226612526e-16,1.5450314822387247e-33,3.665311450542046e-26,1.3934951355636052e-22,3.936307796558999e-35,1.3305341546329947e-31,2.3405887867349104e-28,1.456943970796007e-40,8.418972653221073e-42,4.757609852452551e-25,1.8602717256818438e-48,3.2251636754867235e-29,5.517799060874363e-27,1.5787082247767514e-43,2.818899017145597e-41,4.257217254881332e-52,2.1952554049439294e-41,7.233985837450611e-51,9.509850125955867e-58,3.548947637185953e-62,4.992985155164953e-61,6.493853737121108e-54,3.7785055796983193e-53,3.7065450160808187e-62,1.4727448810173256e-38,2.4985873394766318e-45,5.73844231454015e-37,1.0343416928213011e-43,5.097397920776152e-61,6.243007410071043e-25,3.342349678272178e-30,1.4768650170762544e-45,2.4026743910659654e-38,5.923491414584705e-37,2.3679335796747756e-40,2.606230484789371e-54,2.402839328002198e-28,3.4143428819801776e-48,7.56336356384407e-42,3.625663243060311e-51,3.6877733034691604e-51,1.3934948866270384e-22,3.6364830718472224e-66,2.2099511034394325e-51,1.6090561722231408e-48,1.0096547274500864e-52,3.3614733035318558e-71,2.0977037711438276e-58,3.957716988357272e-44,3.8772643639329e-44,7.060381122962286e-43,4.24998694743614e-68
3.4894407184994967e-15,0.5041805894647365,3.545990482497227e-23,1.4976058191048428e-27,7.789504364552879e-26,9.364520394080303e-25,0.0,0.0,1.423264212371641e-17,2.1579592551733745e-30,9.660987297748288e-38,1.7491103466770167e-39,7.428252101441435e-45,2.2875886240359637e-57,5.351892328384911e-41,2.1070055667098163e-31,6.853477931823014e-29,9.099207094703172e-40,6.608529230190883e-56,7.528886251348255e-55,2.644789683677003e-31,2.366516288319972e-47,7.136416635417518e-25,3.7645811393650486e-52,5.358794603925736e-42,7.815353724393649e-49,5.765233895440007e-37,1.008407250411506e-35,1.250755153466408e-64,7.635342466111628e-54,6.3863798318997645e-52,1.2977098628943654e-52,2.2106050904951185e-45,3.2594163087505118e-53,3.76,0.0,0.6972472670007658,0.999999999644343,3.285275047533819e-34,4.116672084924773e-39,2.6872741466214875e-14,2.687274146621493e-14,5.714701662714318e-31,4.035734933750518e-36,3.5565690570068196e-10,2.9878428945862273e-34,2.204974173392931e-36,1.423267753381529e-17,2.833960369717848e-26,1.0603748112883492e-33,4.868551976729787e-27,1.6547652689369395e-16,3.283194339206026e-33,7.788792656861947e-26,2.090243883393079e-22,8.364669464508403e-35,2.827387186441576e-31,4.97375487548233e-28,3.096007992587304e-40,1.7890790329746827e-41,7.136418840657519e-25,5.3192185690009735e-48,6.853477932236237e-29,1.172533158404572e-26,4.51412226315339e-43,8.060295535725677e-41,1.6230640426943506e-51,6.277561501301189e-41,2.6627429867110055e-50,3.500258866842871e-57,1.306249156647706e-61,1.9056676318457982e-60,1.856836986729488e-53,1.129285627021701e-52,1.3642540206088214e-61,4.2111298138735553e-38,7.144486911064369e-45,1.640837089763622e-36,2.9575718575984963e-43,1.8761822622488372e-60,9.36451535506767e-25,7.102498375101554e-30,4.222909988981465e-45,6.870152306760681e-38,1.2587428660888914e-36,5.031864396475581e-40,7.737264262138656e-54,5.106037390713691e-28,9.745409164562886e-48,2.1626509151031987e-41,1.3344857716134112e-50,1.357345884953029e-50,2.0902433544025103e-22,1.338468212815869e-65,6.820255343892451e-51,4.809726031469428e-48,2.9026988288068967e-52,1.4860744443443784e-70,8.006297401455574e-58,1.1316605629416856e-43,1.1086828484581447e-43,2.018826397834963e-42,1.9170638168876632e-67
