Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132)
5.593158910682218e-05,0.48517040238941,3.7612066558467375e-10,1.036558011686419e-11,4.13437042371699e-09,2.9691839559824037e-08,0.0,0.0,6.222760166270372e-07,7.377049303161604e-10,4.162239010729602e-09,7.286489470654181e-14,6.625480386631045e-18,2.7906800212872618e-28,6.151308274198322e-25,5.612214894151403e-17,3.970140887658087e-10,1.2357219882973627e-11,1.4641270728249262e-21,2.345232786180076e-24,3.476645845693346e-12,2.5175903425614496e-21,7.719323437181597e-19,4.499342910494458e-15,2.4164047636935287e-15,3.820893958153034e-13,2.134409712104598e-20,4.2979446507850846e-17,8.792502820948029e-17,9.475850235086216e-20,4.227239241489579e-18,1.4758826303210116e-22,3.083551905113646e-15,1.349778866869174e-20,3.76,0.0,0.7404720558375882,0.9999761764597861,4.906414469604547e-07,3.1153734460047285e-10,0.00012137359664473375,0.0001213777790834176,1.4376968841778926e-15,4.000388354845737e-20,2.270797595214184e-05,3.029638136811812e-14,9.33471948842691e-12,1.7694268968988843e-08,1.8698069771127897e-09,4.576327846570089e-07,1.2187686533359738e-07,3.6568487055531136e-08,1.6214060715367558e-14,4.853130900635934e-07,5.019135230284246e-13,2.6201402661414793e-15,3.208397426122877e-13,2.775391604501842e-11,3.6498877877399085e-16,2.3270493425717366e-15,3.402804579885585e-12,2.0491336373471367e-14,7.199149941640603e-10,4.060765392837898e-10,3.2890278407560903e-14,1.181669192900447e-13,4.911377370212748e-22,4.512909156799796e-12,1.6939530120668383e-13,7.492266647299543e-15,4.280301573231901e-21,1.1420787697649375e-20,1.3714512045734793e-21,3.8405748769204427e-16,2.7083746110158833e-22,1.619589351355143e-18,1.733773058820798e-22
5.674963312125672e-05,0.48517055934926434,3.7627181906925986e-10,1.037204436398011e-11,4.134407535803825e-09,3.0184912655266144e-08,0.0,0.0,6.32282733755247e-07,7.615434206331499e-10,4.2930741097266435e-09,7.562357752127954e-14,6.767413536195747e-18,8.743806277483676e-28,7.614630301083963e-25,5.69258064522606e-17,4.001057294663627e-10,1.2679063826708713e-11,1.5098518912865056e-21,2.4446337310762616e-24,3.5790846865891275e-12,2.5917663827231e-21,7.791868756287788e-19,4.6299117699497985e-15,2.450108621991784e-15,3.937439648181752e-13,2.1834239898304864e-20,4.434806465284808e-17,9.113219342208918e-17,9.64184297850816e-20,4.2850004327587364e-18,1.504958861931743e-22,3.131711035212012e-15,1.4145643956536242e-20,3.76,0.0,0.7404702674874645,0.9999761586916226,4.984239295613694e-07,3.198463606379867e-10,0.00012314863301210688,0.0001231529468270432,1.4587244427184742e-15,4.058931433593602e-20,2.270797509651776e-05,3.074276954513329e-14,9.536785442804987e-12,1.7695607050843724e-08,1.8699526281425917e-09,4.6510435991617544e-07,1.238585141000331e-07,3.656844050060302e-08,1.6457546306458e-14,4.928759035841907e-07,5.107079499069905e-13,2.698091967962132e-15,3.2788963528873506e-13,2.7756252342958883e-11,3.710570583081999e-16,2.3673707890146515e-15,3.4597203350312705e-12,2.0899518157841036e-14,7.316193638474406e-10,4.0610711299289797e-10,3.39318360036669e-14,1.233033651981853e-13,5.056828392779297e-22,4.642163271369726e-12,1.7425887848045478e-13,7.644537552423846e-15,4.3670345019892485e-21,1.1650895369847302e-20,1.3987526806649918e-21,3.965564897604047e-16,2.763111883824006e-22,1.6522663695293237e-18,1.784430580199785e-22
5.7828014245937074e-05,0.4851707662602814,3.764710135320723e-10,1.038056466427455e-11,4.134456581441862e-09,3.0835203835029775e-08,0.0,0.0,6.454741878921312e-07,7.935571929217593e-10,4.468640890148907e-09,7.934263083840378e-14,6.955095779938639e-18,9.872432544581709e-30,7.338757905475804e-25,5.798577596694447e-17,4.040816844831967e-10,1.3107042218092013e-11,1.5712576315102575e-21,2.6361690920948784e-24,3.716396571950227e-12,2.691211991144769e-21,7.886881736896057e-19,4.8042258413820925e-15,2.4942717185429284e-15,4.0937775390260863e-13,2.2488236509988734e-20,4.6188669970207957e-17,9.543541289016483e-17,9.85746641217511e-20,4.360653411573556e-18,1.5435979271561398e-22,3.1951973586643847e-15,1.5030857875003466e-20,3.76,0.0,0.7404679100121695,0.9999761352672372,5.086832269910383e-07,3.308968950585294e-10,0.00012548855642315488,0.00012549304652717576,1.4864438052119029e-15,4.136105244270612e-20,2.2707974787723316e-05,3.133134692403529e-14,9.804174833670987e-12,1.7697366788580762e-08,1.870144182593926e-09,4.7495459865183394e-07,1.2647103737461075e-07,3.656837825352564e-08,1.6778783719929252e-14,5.028424346557641e-07,5.22370791969845e-13,2.802603101700573e-15,3.372867262699633e-13,2.7759330494412806e-11,3.79058723393938e-16,2.4205450695224784e-15,3.5347561228889854e-12,2.1437917403458285e-14,7.47049796762189e-10,4.061473202353187e-10,3.532989181565146e-14,1.3028061842976877e-13,5.251818973008702e-22,4.8150798736416645e-12,1.8076563031839833e-13,7.845392348293824e-15,4.481440058552361e-21,1.1954469280084617e-20,1.434764559470191e-21,4.1334013519725945e-16,2.835313072320436e-22,1.6953688611492147e-18,1.852310345226146e-22
5.87985572581494e-05,0.485170952479929,3.766502350771859e-10,1.0388232037561484e-11,4.134500875087738e-09,3.142075831940327e-08,0.0,0.0,6.573466537820176e-07,8.229424378977376e-10,4.629658894867535e-09,8.276999358926041e-14,7.124559968535821e-18,-1.2830218616327154e-29,7.284175231287599e-25,5.894030712401481e-17,4.0756563300397117e-10,1.3495745924777725e-11,1.6276245245855512e-21,2.733698521246458e-24,3.842187038001434e-12,2.782359316900428e-21,7.971818492871357e-19,4.963214858323212e-15,2.533761556583456e-15,4.2371128042585e-13,2.3084487320529953e-20,4.788084206138656e-17,9.938044636073271e-17,1.0048395113266155e-19,4.428269746853591e-18,1.5786746129048765e-22,3.2523359966954457e-15,1.5858419750252936e-20,3.76,0.0,0.7404657882897117,0.9999761141847097,5.179166835341559e-07,3.4093458196159525e-10,0.00012759448110580317,0.00012759913288654058,1.5113911557904127e-15,4.205561463242206e-20,2.270797431383655e-05,3.186119231903487e-14,1.0045776600982975e-11,1.7698946809786746e-08,1.8703161802551577e-09,4.838206710498719e-07,1.288225293701808e-07,3.656832162440077e-08,1.7068154379842516e-14,5.118093010023145e-07,5.329350750059976e-13,2.8983672634451207e-15,3.458448644946321e-13,2.7762099743642747e-11,3.862623580207826e-16,2.4684221801108444e-15,3.6022950944077963e-12,2.192276686139321e-14,7.609383719613159e-10,4.0618342051080633e-10,3.6612487212650945e-14,1.3676299311520994e-13,5.430470678151387e-22,4.9731533215219846e-12,1.8671407292338554e-13,8.026275687348034e-15,4.584469508575302e-21,1.2227905221390599e-20,1.4671955324556834e-21,4.287437961396638e-16,2.900334539876422e-22,1.734185113675941e-18,1.9144731126333233e-22
5.976910027036172e-05,0.4851711386993226,3.7682941201471976e-10,1.0395898743530952e-11,4.1345453382033855e-09,3.200658975632119e-08,0.0,0.0,6.692192652054607e-07,8.528706602076727e-10,4.793525606654806e-09,8.627340086948933e-14,7.294532482125935e-18,8.182147047756963e-29,7.448760798402955e-25,5.989538896745371e-17,4.109624859769373e-10,1.3887705728114318e-11,1.6850387866844667e-21,2.822386235663934e-24,3.970070964690923e-12,2.8750036369110056e-21,8.056223331318481e-19,5.1241743717721135e-15,2.5730105389350578e-15,4.3829442619255965e-13,2.368799128597612e-20,4.9606966222801134e-17,1.0339264429662643e-16,1.0236337646906456e-19,4.495445137277422e-18,1.6140375251058102e-22,3.309475615425309e-15,1.6715772987112298e-20,3.76,0.0,0.7404636665722839,0.9999760931014693,5.271502246141316e-07,3.5105735426340066e-10,0.0001297003997373389,0.00012970521605163782,1.5363384346858158e-15,4.2750174826626065e-20,2.2707973820350623e-05,3.2391157133081486e-14,1.0288243542513235e-11,1.770052354976287e-08,1.8704878266530604e-09,4.926875540356779e-07,1.3117423030561975e-07,3.656826460276422e-08,1.7357768645149913e-14,5.207733150430707e-07,5.435635210281503e-13,2.9957465960609627e-15,3.544984584436991e-13,2.7764868393718347e-11,3.934680173465637e-16,2.5163185097720008e-15,3.66984045993524e-12,2.2407875838089656e-14,7.748280652172014e-10,4.0621944520140414e-10,3.7918153716900466e-14,1.4343990593597092e-13,5.612116686269834e-22,5.1335366213811014e-12,1.9274965079171074e-13,8.20726069622049e-15,4.687556450370238e-21,1.2501540188595916e-20,1.4996446780976522e-21,4.444300739182273e-16,2.965392058109025e-22,1.77302279803094e-18,1.9776510851133838e-22
6.073964328257404e-05,0.4851713249184625,3.7700854918528725e-10,1.0403564929165974e-11,4.1345899889501585e-09,3.2592698078469426e-08,0.0,0.0,6.810920190818101e-07,8.833421270679199e-10,4.960240171160579e-09,8.985290016673717e-14,7.465002138851319e-18,-2.1424721939247617e-30,7.544221406036432e-25,6.085104106575933e-17,4.1427444539552386e-10,1.4282845005598727e-11,1.743503920442133e-21,2.9114680997879833e-24,4.100048347250877e-12,2.9692206300123273e-21,8.1401111915719e-19,5.287080790137961e-15,2.6120210328986004e-15,4.5312752989759837e-13,2.4298750405554985e-20,5.13672351600378e-17,1.0747087374230842e-16,1.0421281423610191e-19,4.5621847777167346e-18,1.6496871360742947e-22,3.3666162799835623e-15,1.760344481479389e-20,3.76,0.0,0.7404615448598881,0.9999760720174686,5.363838506290142e-07,3.6126308413141423e-10,0.00013180631231777073,0.00013181129602157955,1.5612856418982115e-15,4.344473302532124e-20,2.2707973357033162e-05,3.2921241542350705e-14,1.0531542412218916e-11,1.770209722213086e-08,1.8706591450999148e-09,5.015552459941888e-07,1.3352613975796293e-07,3.65682073190604e-08,1.7647626603711746e-14,5.297344775986213e-07,5.542561315188517e-13,3.0947417958773703e-15,3.6324750968111314e-13,2.7767636791465096e-11,4.0067570139359425e-16,2.5642340793285136e-15,3.737392208641852e-12,2.289323124547608e-14,7.88718871796192e-10,4.062553992447596e-10,3.92468983341677e-14,1.5031363774505127e-13,5.796758181742889e-22,5.296220390867464e-12,1.988720098053137e-13,8.38834195960441e-15,4.790697844089233e-21,1.2775366600733589e-20,1.5321111203691718e-21,4.603989118073196e-16,3.0304837332865187e-22,1.8118807933233867e-18,2.0418448574835476e-22
6.268072930699869e-05,0.4851716973559804,3.773667193959992e-10,1.0418896206208377e-11,4.134679901869289e-09,3.37657451538895e-08,0.0,0.0,7.048379426562916e-07,9.459158615248267e-10,5.302209433287669e-09,9.724035296981412e-14,7.807389670332263e-18,8.173546698883388e-31,7.750006515426015e-25,6.276413074054313e-17,4.206521203894384e-10,1.5082368281535896e-11,1.8636008582221875e-21,3.104362620188935e-24,4.366283460910538e-12,3.1621535558749077e-21,8.306397658657358e-19,5.6186431175791606e-15,2.689335956218612e-15,4.835449664983215e-13,2.5542042128981553e-20,5.499097807063828e-17,1.1582090749715375e-16,1.0782150481443419e-19,4.694377153214369e-18,1.7218483103864834e-22,3.4809009412455483e-15,1.9471853394498942e-20,3.76,0.0,0.7404573014501988,0.9999760298473196,5.548513592787288e-07,3.8191526460134797e-10,0.00013601811932535698,0.00013602344637244607,1.6111798412743978e-15,4.48338434361972e-20,2.2707972398077005e-05,3.398176986633466e-14,1.1020512086030239e-11,1.7705236043060546e-08,1.871000871903946e-09,5.192930510283497e-07,1.3823058269121698e-07,3.6568092301656533e-08,1.8228073966669262e-14,5.476482517107644e-07,5.75833851547973e-13,3.2975825826314027e-15,3.810319900460156e-13,2.777317392783425e-11,4.1509714419714037e-16,2.6601230009143397e-15,3.872514818019856e-12,2.386463799163694e-14,8.165038069899048e-10,4.0632711106871485e-10,4.197364992804069e-14,1.6466067102118392e-13,6.175028949450512e-22,5.6284521455717305e-12,2.1137566748971244e-13,8.750775312166404e-15,4.997133917379638e-21,1.3323568655332133e-20,1.5970930387302101e-21,4.931840401904932e-16,3.1607632812751786e-22,1.8896540034784893e-18,2.1732823183305923e-22
6.462181533142334e-05,0.4851720697924823,3.777247738594557e-10,1.0434226738391572e-11,4.1347706989991255e-09,3.493989912613473e-08,0.0,0.0,7.285844019600834e-07,1.010665773884572e-09,5.65555982507039e-09,1.0493270014358384e-13,8.151640177450448e-18,6.696564561248015e-29,7.949236508286302e-25,6.467972317038527e-17,4.267152132488741e-10,1.5893739326690514e-11,1.9879435065996786e-21,3.29752214937269e-24,4.640892340837123e-12,3.36115272001307e-21,8.470795442173905e-19,5.957722163508191e-15,2.7657266242847287e-15,5.149663014684579e-13,2.6814378524241546e-20,5.875361228044844e-17,1.244215434869323e-16,1.1130985168081462e-19,4.824889753854774e-18,1.7951617426920348e-22,3.5951903354314295e-15,2.1467863995002932e-20,3.76,0.0,0.7404530580606565,0.999975987674278,5.733192132269855e-07,4.0287512751516544e-10,0.00014022990212863098,0.0001402355839320415,1.6610737539197886e-15,4.6222945865074414e-20,2.2707971440393748e-05,3.504277866121516e-14,1.1512445466109946e-11,1.7708364538092346e-08,1.8713414979478906e-09,5.370340749932376e-07,1.429358552404013e-07,3.6567977153510676e-08,1.880949716802936e-14,5.655506303335897e-07,5.976682461131616e-13,3.5068951974347596e-15,3.99198317343077e-13,2.7778713196267852e-11,4.295266876115456e-16,2.756089061505155e-15,4.007662850949551e-12,2.4836906701368295e-14,8.442931423516728e-10,4.0639858519508074e-10,4.479279803244085e-14,1.7982231113545919e-13,6.565288318232893e-22,5.9697744998994795e-12,2.2422224976468745e-13,9.113542484365778e-15,5.203759056915983e-21,1.387246486162407e-20,1.6621359569828497e-21,5.270987260444733e-16,3.2911615520506967e-22,1.9674978591264205e-18,2.308790645548009e-22
6.656290135584798e-05,0.4851724422279676,3.7808273490443834e-10,1.0449557225201236e-11,4.134862433620137e-09,3.6115159652510915e-08,0.0,0.0,7.523313758174344e-07,1.0775939927946648e-09,6.020284474891714e-09,1.1293026917230676e-13,8.497678553791246e-18,2.889469706214252e-30,8.155173569165303e-25,6.659795779408715e-17,4.324794701949073e-10,1.6716409607786012e-11,2.11656014854323e-21,3.502349632752632e-24,4.923874948887034e-12,3.56623730760646e-21,8.633416394334642e-19,6.304145275257583e-15,2.8412138759160513e-15,5.473942472174803e-13,2.811577551337441e-20,6.265667948028979e-17,1.3326386219049433e-16,1.1467830522496062e-19,4.953765955571215e-18,1.8696307118058016e-22,3.709484724222544e-15,2.3595695626017467e-20,3.76,0.0,0.7404488146912724,0.9999759454983626,5.917874165195813e-07,4.2412745991468983e-10,0.00014444166072766164,0.00014444770869327173,1.710967379835201e-15,4.7612040311977114e-20,2.2707970482641696e-05,3.610426904576308e-14,1.2007121512690715e-11,1.77114837270809e-08,1.8716811332974022e-09,5.54778307877512e-07,1.4764195477321684e-07,3.656786221206399e-08,1.9391896780181346e-14,5.834416206815575e-07,6.197593242612296e-13,3.722685217902299e-15,4.177465013790912e-13,2.7784256236037407e-11,4.439643311624302e-16,2.8521323504690193e-15,4.142836245123557e-12,2.5809972962455883e-14,8.720868444428811e-10,4.064698451390769e-10,4.770439867834242e-14,1.9581675812591473e-13,6.967541628821359e-22,6.320114134868969e-12,2.3740898936433425e-13,9.476616831856207e-15,5.410558305145532e-21,1.4422017905511288e-20,1.7272356065924946e-21,5.621425136884427e-16,3.421669227390932e-22,2.0454068446204768e-18,2.44837528783761e-22
6.850398738027263e-05,0.485172814662436,3.784406207205192e-10,1.0464888244176934e-11,4.134955137641193e-09,3.7291526456568985e-08,0.0,0.0,7.760788442454116e-07,1.1467026428623143e-09,6.396376496595012e-09,1.2123337017228782e-13,8.845435949965667e-18,-5.182712626452293e-31,8.360511352579454e-25,6.851896674818871e-17,4.379598311863282e-10,1.7549858395667612e-11,2.249479178201071e-21,3.710532759503949e-24,5.215231246916331e-12,3.777389143648684e-21,8.79436658489175e-19,6.6577468836342226e-15,2.91581856939152e-15,5.808315172373268e-13,2.9446248950157776e-20,6.670172188393421e-17,1.4233906086015483e-16,1.179278674770452e-19,5.081048669473952e-18,1.9452582303041974e-22,3.823784301886239e-15,2.585956779327103e-20,3.76,0.0,0.740444571342057,0.9999759033195889,6.10255973411144e-07,4.4565782882686577e-10,0.00014865339512251796,0.00014865982064904724,1.7608607190214522e-15,4.900112677692948e-20,2.2707969524824235e-05,3.716624198614226e-14,1.2504337664495012e-11,1.7714594453822392e-08,1.8720198685660253e-09,5.725257406684796e-07,1.523488789171069e-07,3.6567747652427084e-08,1.9975273293249155e-14,6.013212301075096e-07,6.421070935806897e-13,3.944958225514038e-15,4.3667655049214247e-13,2.778980439748666e-11,4.584100735741503e-16,2.9482529378717637e-15,4.278034945870164e-12,2.678378598435193e-14,8.998848813552983e-10,4.0654091033534455e-10,5.07085078883708e-14,2.1266219730029024e-13,7.381794199125081e-22,6.679398522080961e-12,2.5093314886610045e-13,9.839977347669323e-15,5.61751986900319e-21,1.497219832678111e-20,1.792388623317966e-21,5.983149471129429e-16,3.552278960358248e-22,2.123376611095819e-18,2.5920419906997667e-22
7.044507340469727e-05,0.48517318709588725,3.787984468725366e-10,1.048022029488804e-11,4.135048830829681e-09,3.846899931645134e-08,0.0,0.0,7.998267882548263e-07,1.217993844769611e-09,6.7838289911692686e-09,1.2984229991523044e-13,9.194849117826556e-18,7.917318311588687e-32,8.564770828137626e-25,7.044287558705693e-17,4.4317047459591263e-10,1.839359123398407e-11,2.3867291027452344e-21,3.924397260804766e-24,5.514961196780743e-12,3.994611873533386e-21,8.95374668271217e-19,7.018368195712351e-15,2.9895617083147214e-15,6.152808260590561e-13,3.0805814683839176e-20,7.089028253555569e-17,1.5163848011669638e-16,1.2105999012797128e-19,5.2067805610670456e-18,2.0220471502297213e-22,3.938089221156645e-15,2.82637004750508e-20,3.76,0.0,0.7404403280130196,0.9999758611379718,6.287248882823995e-07,4.674525378670165e-10,0.0001528651053132689,0.00015287191979228363,1.8107537714793593e-15,5.039020525995564e-20,2.2707968566942292e-05,3.822869839526883e-14,1.3003908212437038e-11,1.771769744903187e-08,1.872357781929565e-09,5.902763651845637e-07,1.5705662551667765e-07,3.656763355883943e-08,2.0559627170318686e-14,6.191894660327946e-07,6.647115611905011e-13,4.1737198054744544e-15,4.559884724988362e-13,2.7795358846223967e-11,4.728639140075743e-16,3.0444508833731852e-15,4.413258904488749e-12,2.775830566242452e-14,9.276872224595166e-10,4.0661179760019494e-10,5.380518167731369e-14,2.3037680326678746e-13,7.808051371014302e-22,7.047555910516933e-12,2.6479202018927713e-13,1.020360744513902e-14,5.824634436876061e-21,1.5522982877321082e-20,1.857592352657263e-21,6.356155700654493e-16,3.6829849499000784e-22,2.201403724715742e-18,2.7397967798866797e-22
7.432724545354658e-05,0.4851739319597359,3.795139759455943e-10,1.0510889292024703e-11,4.135239241523736e-09,4.082726252178303e-08,0.0,0.0,8.473240308490283e-07,1.367132369018167e-09,7.592787753200405e-09,1.4797879183233508e-13,9.898410541684703e-18,1.5843342280951757e-30,8.97107151204493e-25,7.42998672388082e-17,4.528360402175013e-10,2.011004455737134e-11,2.6743362161948553e-21,4.370138399224645e-24,6.1395418994363295e-12,4.447273885577529e-21,9.26817604760901e-19,7.760064660185042e-15,3.134549187980514e-15,6.872264235247076e-13,3.361228650289136e-20,7.970413655288581e-17,1.708761929845974e-16,1.2697936540541435e-19,5.4537635665692434e-18,2.1791199972864097e-22,4.166715610152849e-15,3.350962943624666e-20,3.76,0.0,0.7404318414155129,0.9999757767662627,6.656638097669202e-07,5.11783364286923e-10,0.00016128845308273097,0.00016129607961282353,1.910539016213413e-15,5.316833828032613e-20,2.270796665098595e-05,4.0355065154891964e-14,1.4009438358269947e-11,1.7723882879383163e-08,1.8730314242398716e-09,6.257871598300012e-07,1.6647457829229362e-07,3.65674069485429e-08,2.173126881655478e-14,6.548918471302813e-07,7.106906193040632e-13,4.650731040641951e-15,4.957579655942183e-13,2.780649080157619e-11,5.017958897348921e-16,3.2370790770396964e-15,4.683782421736685e-12,2.97093388839408e-14,9.833046996159117e-10,4.067530989391257e-10,6.027644702570858e-14,2.684861856040811e-13,8.696600846384978e-22,7.810206264973972e-12,2.9350320102382674e-13,1.0931624221892424e-14,6.239293301351305e-21,1.6626291454473244e-20,1.9881436109925307e-21,7.135995587478478e-16,3.9446674558176007e-22,2.3576191949024572e-18,3.047595930411279e-22
7.779624693183946e-05,0.4851745975460056,3.801532775624181e-10,1.0538301858754347e-11,4.135412833865441e-09,4.293828289354032e-08,0.0,0.0,8.897676890835158e-07,1.507805318370996e-09,8.354027155725984e-09,1.6522278382853408e-13,1.0532156203225012e-17,9.368884696402272e-31,9.332519129765544e-25,7.775730920549395e-17,4.6068702478002364e-10,2.1674193367924955e-11,2.946274923620858e-21,4.789259993610149e-24,6.725986719320784e-12,4.8723101352055976e-21,9.544729009336062e-19,8.445130208268005e-15,3.2614018776052665e-15,7.549667752185838e-13,3.621868016962854e-20,8.808095046202918e-17,1.8874300404674197e-16,1.3189225763937133e-19,5.6696327455319034e-18,2.323432434914097e-22,4.371029048673429e-15,3.871373829071543e-20,3.76,0.0,0.7404242580952651,0.9999757013645463,6.986726635406188e-07,5.521681884868981e-10,0.00016881524157002942,0.0001688236322057323,1.9997033783912995e-15,5.565077403298928e-20,2.270796493872482e-05,4.225677218756879e-14,1.4914364290147648e-11,1.7729389859127328e-08,1.8736312319925625e-09,6.575293561646043e-07,1.7489296556647516e-07,3.656720617762672e-08,2.2781527153824628e-14,6.867560915162255e-07,7.526449895579562e-13,5.098988408019852e-15,5.325872476192064e-13,2.7816468851105733e-11,5.276761133293333e-16,3.409468628598034e-15,4.925599829463097e-12,3.145486345810033e-14,1.0330172202616902e-09,4.068788980705211e-10,6.637279237806074e-14,3.056610453307393e-13,9.53126154150395e-22,8.521020332028253e-12,3.2026513539378655e-13,1.1582966202541395e-14,6.610279288049146e-21,1.7614074090117963e-20,2.1049553018417534e-21,7.870972588414463e-16,4.178788388730631e-22,2.4973811509211898e-18,3.3365359502969936e-22
8.126524841013235e-05,0.4851752631290199,3.807925717023597e-10,1.0565723679513373e-11,4.1355897111493355e-09,4.505283432988742e-08,0.0,0.0,9.322126099036327e-07,1.65548134819368e-09,9.151444698377368e-09,1.8344776368924705e-13,1.117040499107025e-17,7.010464543195992e-31,9.69235101035761e-25,8.122567842638635e-17,4.678635605538882e-10,2.326465690602994e-11,3.2324868650637765e-21,5.227504936236789e-24,7.33917544495348e-12,5.316739754950712e-21,9.817595576356923e-19,9.150461211296534e-15,3.3858268682881855e-15,8.259810197747651e-13,3.8918234025648125e-20,9.693979711259086e-17,2.0720185522768592e-16,1.3646536980351484e-19,5.881188069862847e-18,2.4714936122228023e-22,4.5753612077397045e-15,4.4430365016305186e-20,3.76,0.0,0.7404166748395745,0.9999756259539385,7.316827299736254e-07,5.93216670940535e-10,0.00017634195275323131,0.00017635114376874606,2.088866824804059e-15,5.813318429265995e-20,2.2707963226261825e-05,4.416003619232663e-14,1.5824580897471853e-11,1.773488086980484e-08,1.8742293437894356e-09,6.892816497854663e-07,1.8331395417083682e-07,3.656700694447305e-08,2.3834913624758545e-14,7.185841240916851e-07,7.954193271758403e-13,5.568055096183571e-15,5.706362976192165e-13,2.7826480850372443e-11,5.535822218797728e-16,3.582106099763923e-15,5.167497352467755e-12,3.3202315936925395e-14,1.0827430635608303e-09,4.070043294904266e-10,7.276563469850458e-14,3.4588959298046376e-13,1.0404345106279905e-21,9.259110093904148e-12,3.480559557486501e-13,1.2235033022737237e-14,6.981677510728033e-21,1.860359692657936e-20,2.2219072528585976e-21,8.641912854092514e-16,4.413169134814047e-22,2.637298080445301e-18,3.638635979953097e-22
8.473424988842524e-05,0.48517592870877624,3.8143191411482363e-10,1.0593156580131256e-11,4.135769902467776e-09,4.717091688008153e-08,0.0,0.0,9.74658709291024e-07,1.810172435195571e-09,9.985000710080665e-09,2.0265523386528422e-13,1.1812920951876018e-17,4.691378952119206e-31,1.0050929687900481e-24,8.470550466706665e-17,4.744245489982915e-10,2.487937414966141e-11,3.533138653533564e-21,5.684901696692355e-24,7.979107858598105e-12,5.780563128826157e-21,1.0087194495049108e-18,9.87535629041449e-15,3.5079424489080338e-15,9.002846967376452e-13,4.1711039056409286e-20,1.0628953739436812e-16,2.2621036855656673e-16,1.407149116949559e-19,6.08865723890505e-18,2.6233177697093083e-22,4.779712633246481e-15,5.068361271869412e-20,3.76,0.0,0.7404090916484707,0.9999755505344983,7.646940354048804e-07,6.348719314296222e-10,0.00018386858663273063,0.000183878614261595,2.178029355456361e-15,6.061556905947642e-20,2.2707961513598218e-05,4.606486200040031e-14,1.6739461646316842e-11,1.7740358582814102e-08,1.874826043684669e-09,7.210440143410061e-07,1.9173753715705866e-07,3.656680917737606e-08,2.4891430706896272e-14,7.503759871439415e-07,8.390136712566498e-13,6.057963119036598e-15,6.099051559169392e-13,2.7836531044346877e-11,5.795142406018858e-16,3.754991844351167e-15,5.409474846324486e-12,3.49516401590384e-14,1.1324820861762e-09,4.071294545944919e-10,7.945529365266607e-14,3.892754698671037e-13,1.1315881992135657e-21,1.002409199302583e-11,3.768611855719312e-13,1.2887801385706265e-14,7.353474895842663e-21,1.959482863665019e-20,2.338995791693318e-21,9.448790309147803e-16,4.647801552217553e-22,2.777365164934114e-18,3.953938570317389e-22
8.820325136671813e-05,0.48517659428527293,3.820713555898225e-10,1.0620602226511085e-11,4.135953434086596e-09,4.929253088022027e-08,0.0,0.0,1.0171059085769317e-06,1.9718905216897345e-09,1.0854655474304696e-08,2.2284668581084431e-13,1.245949117621323e-17,-1.4820655509508655e-31,1.0408957783928487e-24,8.819727479152738e-17,4.80423828141426e-10,2.651645951190762e-11,3.8483979884818325e-21,6.161826548967795e-24,8.645783742515083e-12,6.2637808975919334e-21,1.0353908694694868e-18,1.0619163736138432e-14,3.62786616848701e-15,9.778933622514039e-13,4.459718637912306e-20,1.161390515428943e-16,2.4572850003800305e-16,1.4465788792767318e-19,6.292263766720307e-18,2.778919473423988e-22,4.98408386530003e-15,5.7497589039141e-20,3.76,0.0,0.7404015085219776,0.9999754751062792,7.977066063551723e-07,6.770819846263187e-10,0.00019139514320892117,0.00019140604364405718,2.2671909703528684e-15,6.309792833357694e-20,2.2707959800735232e-05,4.797125436743468e-14,1.7658465899819154e-11,1.7745825434268355e-08,1.875421590662608e-09,7.528164279431685e-07,2.0016370875414265e-07,3.6566612804889486e-08,2.5951080849881635e-14,7.821317228198092e-07,8.834280607686471e-13,6.5687445327617234e-15,6.503938619259234e-13,2.7846623305769273e-11,6.054722023049741e-16,3.92812624275683e-15,5.651532195559215e-12,3.6702797167749636e-14,1.182234151687823e-09,4.072543293682669e-10,8.64420889621354e-14,4.3592233317193356e-13,1.2265902663939058e-21,1.0815589577038828e-11,4.0666661651717754e-13,1.3541255088363257e-14,7.725662353817768e-21,2.058774815030182e-20,2.456218390258656e-21,1.0291578882795955e-15,4.882679981988387e-22,2.917579055912719e-18,4.282488169834916e-22
