Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47)
1.4980086211648098e-09,0.7528430112650417,2.9900338036616056e-10,1.801616041904474e-13,7.601795091883188e-11,1.497178583052281e-12,0.0,0.0,1.7723628256917826e-08,2.9669763897294046e-14,2.779257019421136e-15,1.90330783453663e-23,2.4647034435462677e-21,2.2993991583513355e-34,9.953519309099098e-26,1.361799121439472e-20,6.553964587650228e-23,1.6738388102355863e-21,2.1365095357717156e-25,1.9064734958729623e-24,4.1406076996657115e-12,7.176900485005087e-20,1.2817774507533756e-23,5.366173882394596e-36,2.8734248305631186e-29,4.6404684065398715e-23,1.227922988511865e-18,8.163596088776253e-30,1.9088431738547483e-48,4.176322956702027e-39,2.0062979478736594e-30,3.544306136205482e-27,2.6907849813880618e-20,8.422209014007386e-36,3.76,0.0,0.7894592256740294,0.9990641751337782,1.9388568124939623e-13,7.574555413616032e-27,6.547198567200311e-05,6.547199771105483e-05,3.746403130688069e-12,2.2295975166225877e-15,0.0009358070663485059,1.065627593270691e-15,8.77116384238912e-17,1.7149461256162495e-08,2.751700738052178e-10,2.305845871806881e-11,2.7764905871197925e-10,2.6240619468766823e-06,5.268359177815419e-15,7.603549174624925e-11
1.5281788289809722e-09,0.752843193724124,3.114362296315404e-10,1.9094754660261734e-13,7.911016479003573e-11,1.59052488800618e-12,0.0,0.0,1.8080500879303894e-08,3.0876692256713444e-14,2.950568209156959e-15,2.0624487240663668e-23,2.6692439769039543e-21,2.4483540298437547e-34,1.037505278247935e-25,1.4467831602094394e-20,7.225363177346499e-23,1.812957953563134e-21,2.278249884532404e-25,2.0276173759656526e-24,4.309070887611579e-12,7.618262331197163e-20,1.3882289792433433e-23,6.278909507895788e-36,3.228918732274487e-29,5.1266026683186575e-23,1.3037475288973127e-18,9.02764297706264e-30,2.3639010183989358e-48,4.7103703160656845e-39,2.2173007991898218e-30,3.9065655946780746e-27,2.9139462955767203e-20,9.697721141490514e-36,3.76,0.0,0.7894578803300852,0.9990626870407199,2.0583610164497298e-13,8.515614919479057e-27,6.679054814995016e-05,6.679056065273503e-05,3.87269026456304e-12,2.3148241997924196e-15,0.0009372947994291905,1.1100295006548422e-15,9.157190569726421e-17,1.7483296883258674e-08,2.8575124246218577e-10,2.4440448795993708e-11,2.8881722315649337e-10,2.6769072618781946e-06,5.48302310921368e-15,7.912864562005626e-11
1.5583490367971345e-09,0.752843376182932,3.241319540336392e-10,2.0216687699988874e-13,8.226401558058046e-11,1.6877138715692649e-12,0.0,0.0,1.8437372858708755e-08,3.2107677181320976e-14,3.128778029930777e-15,2.23141467280657e-23,2.8862553980528256e-21,2.6039766296247003e-34,1.0805815663583316e-25,1.5352747674704435e-20,7.950644357113731e-23,1.960580755356144e-21,2.426220486464363e-25,2.1540165611975568e-24,4.480893027378717e-12,8.077314696470841e-20,1.5011796661701815e-23,7.324650430706386e-36,3.6202538779600196e-29,5.652636383094779e-23,1.3826365766196661e-18,9.963692865836146e-30,2.915567142156053e-48,5.300294396013997e-39,2.4457426291512096e-30,4.2974842968712906e-27,3.150699313545085e-20,1.1135972973522433e-35,3.76,0.0,0.78945653498843,0.9990613106712692,2.1826772754885817e-13,9.552083675739765e-27,6.810910837627835e-05,6.810912135077717e-05,4.000226656747157e-12,2.4014408625429303e-15,0.0009386708088401273,1.1553986726656541e-15,9.552077182379437e-17,1.7816691888116567e-08,2.965084421381618e-10,2.5875015301947206e-11,3.0020055157344117e-10,2.7297524251412874e-06,5.701997417144853e-15,8.228346260681336e-11
1.5885192446132968e-09,0.7528435586414659,3.3709103972283923e-10,2.1382852845762727e-13,8.547950329950595e-11,1.788825997092062e-12,0.0,0.0,1.8794244238170866e-08,3.336271850444275e-14,3.3140226514318607e-15,2.4106067927500724e-23,3.1162342884647015e-21,2.7664472864288443e-34,1.1245829167506306e-25,1.627348349722857e-20,8.732984275565678e-23,2.117047552701436e-21,2.5805706102999605e-25,2.2858055652022987e-24,4.6560741148226205e-12,8.554401806716912e-20,1.6208890878268673e-23,8.519668605848798e-36,4.0502550795879744e-29,6.220974995553559e-23,1.464651294661824e-18,1.0976195750330088e-29,3.5819290345817844e-48,5.95069727564065e-39,2.692689681885135e-30,4.7186875315690496e-27,3.4015840821275885e-20,1.2754013937253667e-35,3.76,0.0,0.7894551896490634,0.9990600376353633,2.311900563258197e-13,1.0691541455892333e-26,6.942766635102229e-05,6.94276798051853e-05,4.128981581518776e-12,2.4894368272850988e-15,0.0009399434846451726,1.201739831542214e-15,9.95585570033868e-17,1.814964705235132e-08,3.0744043937043275e-10,2.7363022644828746e-11,3.1179876003843387e-10,2.782597436665975e-06,5.92528412627708e-15,8.549994256085579e-11
1.6186894524294592e-09,0.7528437410997256,3.503139671548592e-10,2.2594144505280007e-13,8.875662797216436e-11,1.8939418753499784e-12,0.0,0.0,1.9151115057817646e-08,3.464181606220248e-14,3.5064382430350636e-15,2.6004346018674263e-23,3.359686902838822e-21,2.9359489597789454e-34,1.169511403777311e-25,1.723078522344794e-20,9.575681233014312e-23,2.2827054146631092e-21,2.7414516089149903e-25,2.423120760732531e-24,4.834614145798875e-12,9.04986769492143e-20,1.7476219308853182e-23,9.881861367036508e-36,4.521909927180645e-29,6.834118578770835e-23,1.549852873671252e-18,1.2069785272010334e-29,4.3840245604556784e-48,6.666461972696122e-39,2.9592516415095563e-30,5.171857045170035e-27,3.667151099188222e-20,1.4570307788726755e-35,3.76,0.0,0.7894538443119856,0.9990588601730027,2.44612585350101e-13,1.1942010414776691e-26,7.074622207421583e-05,7.074623601596342e-05,4.2589250686818886e-12,2.5788014930427617e-15,0.000941120586843206,1.2490577876795016e-15,1.036855864459712e-16,1.848216315336525e-08,3.185460077376156e-10,2.8905329172612016e-11,3.236115651297391e-10,2.835442296452273e-06,6.152885309492694e-15,8.877808532994263e-11
1.6488596602456215e-09,0.7528439235577116,3.638012111244973e-10,2.385145816562024e-13,9.20953896400572e-11,2.003142262805768e-12,0.0,0.0,1.9507985355082204e-08,3.5944969693332706e-14,3.706160973786568e-15,2.801316046724163e-23,3.61712916798168e-21,3.1126672856070075e-34,1.215369055571171e-25,1.8225401099991278e-20,1.0482157969253795e-22,2.4579081454979463e-21,2.9090170246919297e-25,2.5661004186432215e-24,5.0165131161631635e-12,9.564056201274044e-20,1.8816479944014874e-23,1.1430878708612029e-35,5.038374836340793e-29,7.494663647608872e-23,1.6383025320516194e-18,1.3249282734169425e-29,5.3462547832507325e-48,7.452763876439486e-39,3.246582582052535e-30,5.6587317435696924e-27,3.947961309703209e-20,1.660482053795009e-35,3.76,0.0,0.7894524989771963,0.9990577711069379,2.5854481200792187e-13,1.3311971936751145e-26,7.206477554589213e-05,7.206478998311552e-05,4.390027884988211e-12,2.6695243350392455e-15,0.0009422092926837863,1.2973574396905592e-15,1.0790219039254079e-16,1.8814240964570607e-08,3.298239278197053e-10,3.0502787206943675e-11,3.356386839256366e-10,2.8882870045002083e-06,6.3848030879699455e-15,9.211789075529001e-11
1.6790298680617839e-09,0.7528441060154233,3.7755324079930505e-10,2.5155690372612157e-13,9.549578836070553e-11,2.1165080598823235e-12,0.0,0.0,1.986485516490366e-08,3.727217923899979e-14,3.913327012389724e-15,3.0136775251413376e-23,3.889086681697658e-21,3.296790622032865e-34,1.262157854962202e-25,1.9258081470326822e-20,1.1455963950476335e-22,2.643016287880594e-21,3.083422695065083e-25,2.7148847469253857e-24,5.20177102177124e-12,1.009731097327629e-19,2.0232421918463152e-23,1.3188257892540885e-35,5.602981199797612e-29,8.205304971433926e-23,1.7300615160527313e-18,1.451970113473731e-29,6.496845333387895e-48,8.315082425549088e-39,3.5558819237941076e-30,6.181108382941517e-27,4.244586101849849e-20,1.8879112109781353e-35,3.76,0.0,0.7894511536446953,0.9990567637989062,2.729962336999559e-13,1.4810383796329262e-26,7.338332676608354e-05,7.338334170664567e-05,4.522261516016069e-12,2.7615949042825384e-15,0.0009432162404296607,1.3466437744673546e-15,1.1220870412134793e-16,1.91458812555958e-08,3.4127298715848243e-10,3.215624307754623e-11,3.4787983400191326e-10,2.9411315608098095e-06,6.621039631265601e-15,9.551935867163616e-11
1.7092000758779462e-09,0.7528442884728616,3.9157051975318457e-10,2.650773871034298e-13,9.895782420754858e-11,2.2341203092457745e-12,0.0,0.0,2.022172451991258e-08,3.862344454264222e-14,4.128072527191083e-15,3.2379539088986565e-23,4.176094711690454e-21,3.488510095294046e-34,1.309879740374474e-25,2.032957877867652e-20,1.2500777655320926e-22,2.8383971261384692e-21,3.2648268583156638e-25,2.8696159297886742e-24,5.390387858478961e-12,1.0649975465849791e-19,2.172684553161877e-23,1.5177565655573492e-35,6.219241642649786e-29,8.968837386156479e-23,1.8251910998587726e-18,1.5886249216291e-29,7.868360985597575e-48,9.25921303205588e-39,3.8883953961549576e-30,6.740842249585993e-27,4.557607303101529e-20,2.1416431831062142e-35,3.76,0.0,0.7894498083144824,0.9990558321091553,2.8797634784379083e-13,1.6446697631159063e-26,7.470187573482179e-05,7.470189118655783e-05,4.6555981484949096e-12,2.855002827149128e-15,0.000944147569832873,1.3969218672402911e-15,1.1660546794157536e-16,1.9477084792476316e-08,3.528919802182673e-10,3.3866537156426755e-11,3.603347334294866e-10,2.9939759653811153e-06,6.8615971573980376e-15,9.898248890733362e-11
1.7393702836941086e-09,0.7528444709300258,4.058535059999005e-10,2.7908501780809753e-13,1.0248149726986613e-10,2.3560601940988504e-12,0.0,0.0,2.057859345060237e-08,3.99987654498207e-14,4.3505336861666435e-15,3.474588566479483e-23,4.4786981944752606e-21,3.688019645820834e-34,1.358536606703498e-25,2.1440647573853068e-20,1.3620408860056223e-22,3.0444246894963108e-21,3.4533902596878472e-25,3.030438166791262e-24,5.5823636221422575e-12,1.1222392941444432e-19,2.330260226842126e-23,1.7424548296712156e-35,6.890856380984597e-29,9.788157605595466e-23,1.92375258567487e-18,1.7354335533245843e-29,9.49827846101871e-48,1.0291279252263481e-38,4.2454160072561194e-30,7.339847829013115e-27,4.887617176328986e-20,2.424181783520475e-35,3.76,0.0,0.7894484629865578,0.9990549703590076,3.0349465187637487e-13,1.8230876727223982e-26,7.602042245213792e-05,7.602043842285604e-05,4.790010653064398e-12,2.9497378049666143e-15,0.000945008959571201,1.4481968816363268e-15,1.2109282717653298e-16,1.9807852337831504e-08,3.6467970834700794e-10,3.5634503891893064e-11,3.7300310077214607e-10,3.0468202182141702e-06,7.106477932930589e-15,1.0250728128446426e-10
1.799710699326433e-09,0.7528448358435332,4.352184048263714e-10,3.085977149676331e-13,1.0971375547699285e-10,2.613248295626539e-12,0.0,0.0,2.1292330151221575e-08,4.2821573466844294e-14,4.819147606611965e-15,3.986748797428135e-23,5.132919602117649e-21,4.111199089129216e-34,1.4586626491340083e-25,2.378452836517908e-20,1.6100033065205189e-22,3.4899498524578975e-21,3.8526509318459634e-25,3.370942913406366e-24,5.97639191375971e-12,1.2427858929786286e-19,2.670977710744338e-23,2.2806400880586806e-35,8.415926705180374e-29,1.160626856513866e-22,2.1314166127658704e-18,2.0617780718439447e-29,1.371184583355283e-47,1.2645428895274997e-38,5.038392954659286e-30,8.663631977478379e-27,5.60102414384928e-20,3.0866520443832536e-35,3.76,0.0,0.7894457723375725,0.9990534360697291,3.3618381946698017e-13,2.2285351801904833e-26,7.865750913262452e-05,7.865752616462668e-05,5.0619580811740204e-12,3.14314810300599e-15,0.000946542527845332,1.5537587721236544e-15,1.3034073806114894e-16,2.0468082488301046e-08,3.887566093908833e-10,3.934676370958628e-11,3.9897911590971834e-10,3.1525082686657296e-06,7.609218541675352e-15,1.0974185172088954e-10
1.854017073395525e-09,0.7528451642647541,4.625600148447122e-10,3.369155353206813e-13,1.16433588358689e-10,2.8603353479160433e-12,0.0,0.0,2.1934691998110503e-08,4.544436933569398e-14,5.268653667168211e-15,4.4945809459252124e-23,5.780720045939848e-21,4.520707518773088e-34,1.5519918703619402e-25,2.6036968417496977e-20,1.8628559369218146e-22,3.931224773155887e-21,4.2381378299611345e-25,3.69971784978314e-24,6.342504864831851e-12,1.3583773193200854e-19,3.0084048584560754e-23,2.8840018431066517e-35,1.0018993882333744e-28,1.346457245374327e-22,2.330666902420704e-18,2.396063660789411e-29,1.8888451762545467e-47,1.513349824516139e-38,5.8498607643589835e-30,1.0009788204665828e-26,6.307346774899986e-20,3.8105497351696693e-35,3.76,0.0,0.7894433507613098,0.9990522457066014,3.675399584879204e-13,2.6551152945881074e-26,8.103087944549652e-05,8.103089745910085e-05,5.310131504534183e-12,3.32165410265339e-15,0.0009477322418574634,1.6522275588580553e-15,1.3897726003931201e-16,2.106080611888469e-08,4.109910089694423e-10,4.289328912405936e-11,4.230847764525788e-10,3.247626995127874e-06,8.07649433752972e-15,1.1646384772923055e-10
1.908323447464617e-09,0.7528454926850896,4.907693889150288e-10,3.6695190762322706e-13,1.2335312792656638e-10,3.122712745404544e-12,0.0,0.0,2.2577052862315944e-08,4.814510304154159e-14,5.745276080887313e-15,5.049739928839103e-23,6.4879664155856815e-21,4.958605485204224e-34,1.6483779984604751e-25,2.842945141131345e-20,2.146498649240707e-22,4.413120610352344e-21,4.649446465246805e-25,4.050566652775434e-24,6.7195006747951635e-12,1.480901675361089e-19,3.37685273909746e-23,3.6226196991496733e-35,1.1868223015648918e-28,1.5553526296711778e-22,2.5419912159957228e-18,2.7726156456318057e-29,2.5784890182760677e-47,1.8018050697496374e-38,6.763105461049845e-30,1.151573310463974e-26,7.078400120525287e-20,4.6760345850951134e-35,3.76,0.0,0.7894409291924589,0.999051211310548,4.0078753802968993e-13,3.147631903446915e-26,8.340424246421368e-05,8.340426148432825e-05,5.5613983618797765e-12,3.5043029767308796e-15,0.000948765988594788,1.7540107224338078e-15,1.479129074018179e-16,2.165212885711496e-08,4.337537793078532e-10,4.663938409594822e-11,4.4787771845463635e-10,3.3427452299590334e-06,8.557814938585042e-15,1.2338562603790278e-10
1.9626298215337094e-09,0.7528458211045392,5.19849001508208e-10,3.987595800947322e-13,1.3047237526956136e-10,3.4008588089031362e-12,0.0,0.0,2.3219412862746156e-08,5.0923773744363383e-14,6.2498089643109685e-15,5.655121710919385e-23,7.258186250070003e-21,5.426131926586894e-34,1.7478306194384476e-25,3.096645445199204e-20,2.4636581440840403e-22,4.938063018261455e-21,5.087619117586014e-25,4.424408339400167e-24,7.1073793194842534e-12,1.6105584572386308e-19,3.7781697000116157e-23,4.521681576388139e-35,1.3992852373875566e-28,1.7893945968511678e-22,2.765748091950988e-18,3.195365016683762e-29,3.48992129095256e-47,2.134835934771395e-38,7.787507728900896e-30,1.319485689488463e-26,7.918015073500317e-20,5.705638415691139e-35,3.76,0.0,0.7894385076310191,0.9990503124301799,4.3598194816447303e-13,3.713991457539539e-26,8.577759818893426e-05,8.577761824033232e-05,5.815623041390912e-12,3.691037318139323e-15,0.0009496642194458283,1.8591415805310318e-15,1.5714987071951162e-16,2.224205504603356e-08,4.570381737528947e-10,5.058970535070161e-11,4.733563181401331e-10,3.43786297315967e-06,9.053195329621019e-15,1.305071854029979e-10
2.0169361956028016e-09,0.7528461495231041,5.498012713641534e-10,4.3239139205969386e-13,1.3779133164132827e-10,3.6952532019056156e-12,0.0,0.0,2.3861772105749498e-08,5.378038061775027e-14,6.783046429111269e-15,6.31371328029487e-23,8.095008504593579e-21,5.9245590433344875e-34,1.8503589260724943e-25,3.365247701800068e-20,2.817217154625144e-22,5.508548718417812e-21,5.553733044652644e-25,4.822186219597879e-24,7.506140774734483e-12,1.74754695990123e-19,4.2142579948938045e-23,5.610168367449728e-35,1.6424632412688643e-28,2.050786109686236e-22,3.0022963692360548e-18,3.6684855636123496e-29,4.685389981410349e-47,2.517820010790912e-38,8.933024380099993e-30,1.5061221054387268e-26,8.830131764379816e-20,6.924710851756618e-35,3.76,0.0,0.7894360860769899,0.9990495312987899,4.731785793609171e-13,4.3627902651713276e-26,8.815094661981063e-05,8.815096772713646e-05,6.072675874912406e-12,3.881800472993789e-15,0.0009504447011179042,1.9676543829082603e-15,1.6669038991101664e-16,2.283058900305021e-08,4.808375149136012e-10,5.4748850077732754e-11,4.995189567596972e-10,3.5329802247302946e-06,9.5626510115151e-15,1.3782852452817814e-10
2.071242569671894e-09,0.7528464779407841,5.806285621057488e-10,4.679002703351024e-13,1.4530999846036556e-10,4.0063769000536286e-12,0.0,0.0,2.4504130686735516e-08,5.6714922847476586e-14,7.345782581893233e-15,7.02859308472249e-23,9.002163531746262e-21,6.455193188452174e-34,1.955971731558821e-25,3.6492041020861293e-20,3.210218750038521e-22,6.127145562523712e-21,6.048902598763869e-25,5.244868642335782e-24,7.915785016381926e-12,1.8920662773121553e-19,4.687073826730083e-23,6.921296675630233e-35,1.9197963160536424e-28,2.3418549176146275e-22,3.2519951886525123e-18,4.196401850092607e-29,6.242218007389827e-47,2.9566124340824894e-38,1.0210207911073309e-29,1.7129569277604147e-26,9.818799488904062e-20,8.361681580199152e-35,3.76,0.0,0.7894336645303703,0.9990488524806774,5.124328225298367e-13,5.1033533760802124e-26,9.05242877569894e-05,9.052430994476406e-05,6.332432877197788e-12,4.076536532626645e-15,0.0009511228693114714,2.0795843122495443e-15,1.7653675328002687e-16,2.341773502163462e-08,5.051451939745682e-10,5.912135654185614e-11,5.2636402056156e-10,3.6280969846714724e-06,1.008619800270007e-14,1.4534964206825187e-10
2.125548943740986e-09,0.7528468063575802,6.123331828481712e-10,5.053392256629932e-13,1.5302837731012234e-10,4.33471216094403e-12,0.0,0.0,2.514648869158214e-08,5.972739963025408e-14,7.938811524011743e-15,7.80293146900193e-23,9.983483063026846e-21,7.019375760934293e-34,2.0646774826421566e-25,3.9489690862644525e-20,3.6458706359838513e-22,6.79649259557148e-21,6.574281383103118e-25,5.693449742817649e-24,8.336312020263381e-12,2.0443153026524268e-19,5.1986273913561776e-23,8.492999732381958e-35,2.2350035059447104e-28,2.665056965788e-22,3.5152039941631e-18,4.7837972471125394e-29,8.255904299836213e-47,3.4575740364562494e-38,1.1630226332639487e-29,1.941533811142902e-26,1.0888176635623804e-19,1.0048339528002287e-34,3.76,0.0,0.7894312429911602,0.9990482625642064,5.538000690699615e-13,5.945774538797601e-26,9.289762160061183e-05,9.289764489323858e-05,6.5947754967359176e-12,4.275190325586199e-15,0.0009517121356621073,2.1949674849591416e-15,1.8669129657881448e-16,2.4003497372790724e-08,5.299546700178374e-10,6.371170468858403e-11,5.53889900764621e-10,3.723213252983809e-06,1.06238528405766e-14,1.5307053663269287e-10
2.1798553178100784e-09,0.7528471347734919,6.449173888035222e-10,5.44761349187059e-13,1.609464699390549e-10,4.680742494268316e-12,0.0,0.0,2.5788846197858625e-08,6.281781017264523e-14,8.56292735140204e-15,8.639991113505129e-23,1.1042900190687663e-20,7.618484101845796e-34,2.17648427225462e-25,4.264999349110104e-20,4.127549452210821e-22,7.519300119241814e-21,7.131064443676097e-25,6.168950190683197e-24,8.767721762216295e-12,2.2044927285235665e-19,5.750982921592858e-23,1.0368447926728173e-34,2.592097316619959e-28,3.0229798018818285e-22,3.792282534149396e-18,5.435622023503289e-29,1.084375517620301e-46,4.0276003690377827e-38,1.3204883276188625e-29,2.1934667290379353e-26,1.2042530613739864e-19,1.2020129260114197e-34,3.76,0.0,0.7894288214593584,0.9990477498951277,5.973357109137031e-13,6.900957207096864e-26,9.527094815081394e-05,9.52709725725834e-05,6.859590377424299e-12,4.4777074096359734e-15,0.0009522241544188884,2.31384095190553e-15,1.971564021126288e-16,2.458788030634316e-08,5.552594693528747e-10,6.852431674348857e-11,5.820949935331143e-10,3.818329029667955e-06,1.1175632582880245e-14,1.6099120678907386e-10
2.2341616918791707e-09,0.75284746318852,6.783833818805569e-10,5.862198089734907e-13,1.6906427826059566e-10,5.044952632289457e-12,0.0,0.0,2.643120327588069e-08,6.598615369012197e-14,9.218924154423688e-15,9.543127473793717e-23,1.2184449349886992e-20,8.25393239290391e-34,2.2913998516717135e-25,4.5977538452402724e-20,4.658805067224159e-22,8.298349755564966e-21,7.720490504013149e-25,6.672417939151313e-24,9.210014218078788e-12,2.3727970471501044e-19,6.346258731935618e-23,1.259661165083568e-34,2.9953984774649853e-28,3.418345980623324e-22,4.083590862617465e-18,6.157101494917265e-29,1.414912320629667e-46,4.674151624680843e-38,1.4946638388355322e-29,2.470440977029246e-26,1.328623778116024e-19,1.4316465511921446e-34,3.76,0.0,0.7894263999349646,0.9990473043465649,6.430951405729125e-13,7.980656619107363e-26,9.76442674077267e-05,9.764429298282191e-05,7.126769130921004e-12,4.6840340637589386e-15,0.0009526690524585354,2.436242699113943e-15,2.0793449790170253e-16,2.5170888052052896e-08,5.810531848545721e-10,7.356355780555476e-11,6.109776999527366e-10,3.913444314724597e-06,1.1741554809000094e-14,1.6911165106637654e-10
2.288468065948263e-09,0.7528477916026652,7.127333112794506e-10,6.297678465749873e-13,1.7738180435301997e-10,5.427828500648041e-12,0.0,0.0,2.7073559989626768e-08,6.923242940624456e-14,9.907596017717262e-15,1.0515789221264347e-22,1.3412266301142539e-20,8.927172557204448e-34,2.409431642216033e-25,4.94769379415683e-20,5.243364870060971e-22,9.136494510835757e-21,8.343844242342776e-25,7.204928974999314e-24,9.663189363689598e-12,2.5494265505818463e-19,6.986627263752241e-23,1.5232868256249926e-34,3.44955103860756e-28,3.8540164660791775e-22,4.389489340353125e-18,6.953744230225654e-29,1.834633267009571e-46,5.405283451877279e-38,1.6868628018142806e-29,2.7742141474257614e-26,1.4623783372770517e-19,1.6981066287931837e-34,3.76,0.0,0.7894239784179782,0.9990469171193416,6.911337511846167e-13,9.197522931945851e-26,0.00010001757937147646,0.00010001760612397753,7.396208118986732e-12,4.894117280171994e-15,0.0009530556289568203,2.5622116484090817e-15,2.190280569074098e-16,2.5752524820591374e-08,6.073294753088258e-10,7.883373643469345e-11,6.405364260079908e-10,4.008559108154459e-06,1.2321637621249491e-14,1.7743186795816453e-10
2.342774440017355e-09,0.7528481200159277,7.479692740814991e-10,6.754587736371632e-13,1.8589905045917838e-10,5.8298571894945986e-12,0.0,0.0,2.7715916397536085e-08,7.255663655194291e-14,1.062973702007335e-14,1.1561518684768606e-22,1.4730588113068172e-20,9.639695161807731e-34,2.5305867465296665e-25,5.315282685060948e-20,5.885138059189471e-22,1.0036658839766875e-20,9.002458615450008e-25,7.767588069294632e-24,1.0127247174888078e-11,2.734579330895895e-19,7.674315130949341e-23,1.8339655367735566e-34,3.9595378005292062e-28,4.332994031711747e-22,4.710338636027585e-18,7.831350315165482e-29,2.3646382276367307e-46,6.229678665584521e-38,1.8984686203791428e-29,3.1066170759278305e-26,1.6059761428915316e-19,2.0062305163616466e-34,3.76,0.0,0.7894215569083988,0.999046580568146,7.415069365566984e-13,1.056514541028911e-25,0.00010239088404218494,0.00010239091199607367,7.66780824534326e-12,5.1079047563554184e-15,0.0009533915292256741,2.6917876580085766e-15,2.3043959633702904e-16,2.633279480439418e-08,6.340820647654258e-10,8.433910523349003e-11,6.707695825605741e-10,4.103673409958297e-06,1.2915899646087346e-14,1.8595185592558756e-10
2.3970808140864474e-09,0.7528484484283076,7.840933158337136e-10,7.233459685467823e-13,1.9461601898608647e-10,6.251526924944367e-12,0.0,0.0,2.835827255320445e-08,7.595877436488664e-14,1.1386141234313089e-14,1.2683952293162665e-22,1.6143753145386268e-20,1.0393030321912102e-33,2.654871959435296e-25,5.700986281443741e-20,6.588219928543574e-22,1.100183870987196e-20,9.697717230305085e-25,8.361529528794943e-24,1.060218762751417e-11,2.9284532803984423e-19,8.411603166072522e-23,2.198717278859032e-34,4.530696073453632e-28,4.858426658216533e-22,5.046499727254335e-18,8.796019672950105e-29,3.030352444044813e-46,7.156679858456926e-38,2.1309365966124662e-29,3.469554761216746e-26,1.75988747240884e-19,2.3613583404654367e-34,3.76,0.0,0.7894191354062252,0.999046288050024,7.942700912134901e-13,1.209809766526821e-25,0.00010476418141996956,0.00010476421059913373,7.941474756597386e-12,5.325344887101381e-15,0.0009536833962191617,2.8250115230681347e-15,2.4217167703122694e-16,2.6911702178410497e-08,6.613047418980216e-10,9.008386142326818e-11,7.016755853286748e-10,4.198787220136895e-06,1.3524360035290317e-14,1.9467161340020836e-10
2.4513871881555397e-09,0.7528487768398053,8.211074311282447e-10,7.734828731214041e-13,2.0353271250436026e-10,6.69332704085287e-12,0.0,0.0,2.900062850598918e-08,7.943884208893379e-14,1.2177602727179531e-14,1.3886821018746323e-22,1.765620103220414e-20,1.1188748606381845e-33,2.7822937784011307e-25,6.105272625455284e-20,7.356896150689641e-22,1.2035101666067877e-20,1.0431056765985621e-24,8.987917947944855e-24,1.1088010697408378e-11,3.1312460918263166e-19,9.200826466808942e-23,2.6254135432744112e-34,5.1687337658889335e-28,5.433610929139469e-22,5.3983339015977884e-18,9.854160441918642e-29,3.8622831145100895e-46,8.196322921159499e-38,2.3857960916409024e-29,3.865007258072549e-26,1.9245934695829742e-19,2.7693722602708423e-34,3.76,0.0,0.7894167139114572,0.9990460337927387,8.494786104412312e-13,1.3811983946630855e-25,0.00010713747150494356,0.00010713750193318105,8.217117051888024e-12,5.546386756585192e-15,0.0009539370021735364,2.9619249761789054e-15,2.5422690293846256e-16,2.7489251100759952e-08,6.889913593710228e-10,9.607214741450845e-11,7.332528548670795e-10,4.293900538691068e-06,1.4147038467075601e-14,2.0359113878664265e-10
2.505693562224632e-09,0.7528491052504216,8.590135641766091e-10,8.259229893400143e-13,2.1264913374750205e-10,7.155747950909836e-12,0.0,0.0,2.964298430153401e-08,8.299683897364886e-14,1.3004915559239082e-14,1.5173950821550282e-22,1.927247266554514e-20,1.2028461944393504e-33,2.912858413625725e-25,6.528612042054932e-20,8.195647057128594e-22,1.3139586895486674e-20,1.1203969447280626e-24,9.647948961394878e-24,1.1584716360411765e-11,3.3431552585483014e-19,1.004437444286047e-22,3.1228579708724595e-34,5.879745800863744e-28,6.061995424277987e-22,5.7662027575343196e-18,1.1012497410156727e-28,4.896886656255111e-46,9.359371478397128e-38,2.664652718619116e-29,4.295030544693388e-26,2.1005861373827347e-19,3.2367378503146052e-34,3.76,0.0,0.7894142924240942,0.9990458127806,9.071878903333472e-13,1.5723486488553659e-25,0.00010951075429721613,0.00010951078599823908,8.494648500895374e-12,5.7709801304627905e-15,0.0009541573627796971,3.102570687817905e-15,2.666079206749799e-16,2.8065445713307875e-08,7.171358332132757e-10,1.0230805137167395e-10,7.654998165480044e-10,4.389013365621649e-06,1.47839551471752e-14,2.1271043046501505e-10
