Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47)
8.253946511291478e-16,0.7528339514802529,2.5486811344353936e-19,5.407689678317368e-21,2.909602331511261e-23,1.342767511335146e-27,0.0,0.0,9.772813722669424e-15,1.135070731186177e-26,9.010396887343904e-34,1.493308334396995e-46,7.792554361120068e-46,6.648801730930242e-53,3.411186511691021e-38,3.3176871830601345e-39,1.7612424381776764e-48,4.21025156326726e-46,6.948432312078232e-45,5.9277285755351616e-43,1.5830069413552634e-24,2.3410672111763076e-38,3.2296408182751546e-48,5.581184172604526e-80,1.1195204082680338e-60,1.207321340968059e-53,3.087778713539776e-37,1.1054786155953486e-60,3.7743505946632686e-99,7.63903238833615e-76,5.892841014278665e-61,9.338322941161231e-58,5.3915953228231874e-45,6.031888449451061e-79,3.76,0.0,0.78952602742512,0.9999999979590563,6.287038232071334e-32,2.7944372364438266e-58,3.60762406998822e-11,3.607624069988744e-11,2.0779237129772025e-24,9.61110070551095e-28,2.040933908037492e-09,3.969770272702913e-28,1.9449531103343253e-29,9.77306825638721e-15,1.1727161215457292e-22,8.104328947356182e-30,1.0857366679524361e-22,1.4459470154260488e-12,2.0141537373854104e-27,2.9095674778038995e-23
1.10052624037752e-15,0.752833951481917,3.3986455775092825e-19,7.210253232966376e-21,4.963439511964991e-23,2.290791142844583e-27,0.0,0.0,1.3030418752393457e-14,1.9362972240360926e-26,1.900553759915931e-33,3.173024336943133e-46,1.9633819999519024e-45,1.4024249433506863e-52,5.819083330778345e-38,7.229066356904996e-39,4.5845114034053205e-48,1.095740436447065e-45,1.4656324014418922e-44,1.2503296982063866e-42,2.7004237381657203e-24,4.937989015649237e-38,8.406737339887312e-48,2.888036270977237e-79,3.408934283924941e-60,3.689696185868723e-53,6.72669451073831e-37,3.6581369664150015e-60,1.9306981780410434e-98,2.848931905963658e-75,1.794123107052196e-60,2.907956039910072e-57,1.4484991659601112e-44,3.065514980057912e-78,3.76,0.0,0.7895260274128504,0.9999999972787426,1.3261185161376704e-31,8.509094796931535e-58,4.810165596512551e-11,4.8101655965134454e-11,3.544693273743444e-24,1.6395407487985156e-27,2.721244284383797e-09,6.771961391070998e-28,3.3178624820566457e-29,1.303075804651153e-14,2.0005157903302517e-22,1.7094377516085257e-29,1.85213910385379e-22,1.9279294219716707e-12,3.435909482618939e-27,4.963380055983901e-23
1.6507894188742646e-15,0.752833951485245,5.099023532455597e-19,1.081538042441436e-20,1.0276171523881868e-22,4.743440720834613e-27,0.0,0.0,1.9545628806560802e-14,4.0088576395600927e-26,5.191002034036142e-33,8.780855852069384e-46,6.899402080312159e-45,3.830457781588287e-52,1.2047674056691461e-37,2.0983751493015586e-38,1.6824564235835715e-47,4.019994068413661e-45,4.00313721767646e-44,3.4150383603040103e-42,5.59088460344889e-24,1.348718016836554e-37,3.085154241922192e-47,3.8405668320482993e-78,1.553109570475795e-59,1.7689302121023413e-52,1.9518186175222432e-36,2.1336208817776957e-59,2.766014507583564e-97,1.9501301265798356e-74,8.171993430405447e-60,1.4279811432812305e-56,5.834811903168955e-44,4.357870607517107e-77,3.76,0.0,0.789526027388311,0.9999999959181166,3.622041143596588e-31,3.87678020927303e-57,7.215248649517201e-11,7.215248649519057e-11,7.338836508026255e-24,3.394460885950603e-27,4.081863900411506e-09,1.4020486561355611e-27,6.869217457176115e-29,1.9546137527891093e-14,4.141813878391861e-22,4.6690047855094043e-29,3.8346189050226316e-22,2.891894235033285e-12,7.113614478227337e-27,1.0276048429015198e-22
2.201052597371009e-15,0.7528339514885731,6.800105121515826e-19,1.4420507744602083e-20,1.7477076680310746e-22,8.068399786761901e-27,0.0,0.0,2.6060838852453913e-14,6.818017025368215e-26,1.0861312955369604e-32,1.859580523129041e-45,1.7391896185234228e-44,8.014599396687225e-52,2.0489939560645923e-37,4.5889100350622407e-38,4.362746943628696e-47,1.0421818583823443e-44,8.375979063839358e-44,7.145402773781472e-42,9.508630601628454e-24,2.8219693136637375e-37,8.00003629115875e-47,1.761931767694265e-77,4.6649974364072625e-59,5.4724316323716055e-52,4.267302148022667e-36,7.097271894492005e-59,1.3911852230673256e-96,7.400962215399824e-74,2.4541331827090877e-59,4.472722117326709e-56,1.5777801712822927e-43,2.0534741417559696e-76,3.76,0.0,0.7895260273637716,0.9999999945574921,7.5785218608601725e-31,1.1644576331572454e-56,9.620331702452889e-11,9.620331702456041e-11,1.2481437410894403e-23,5.773088820608999e-27,5.4424817354300545e-09,2.3845176068848757e-27,1.1682747291991182e-28,2.6061516854355312e-14,7.044140524049039e-22,9.769119832755821e-29,6.521682520722015e-22,3.855859048048474e-12,1.2098395340120057e-26,1.747686733011279e-22
2.7513157758677536e-15,0.7528339514919012,8.50194060431084e-19,1.8025635202766163e-20,2.670102448596561e-22,1.2328332917100665e-26,0.0,0.0,3.257604888948181e-14,1.04163895926381e-25,1.9772605589227567e-32,3.4275782728642253e-45,3.7221983981534405e-44,1.459027260471505e-51,3.130399979806424e-37,8.609420083492768e-38,9.539070164350998e-47,2.278306647493098e-44,1.5248293811753915e-43,1.3007932944981208e-41,1.4527039242176163e-23,5.137287394999582e-37,1.7491894128983249e-46,6.533100093713376e-77,1.1639862834665518e-58,1.393070007543102e-51,8.004678177984049e-36,1.913333331134846e-58,5.683614993649388e-96,2.2425531672508655e-73,6.122453408064417e-59,1.1484727892554337e-55,3.540784859728127e-43,7.741633112417971e-76,3.76,0.0,0.7895260273392323,0.9999999931968696,1.3796409725758324e-30,2.905513756099984e-56,1.2025414755314694e-10,1.202541475531951e-10,1.9068813830725292e-23,8.819975033425586e-27,6.803097662226807e-09,3.6430041662967626e-27,1.784860972830641e-28,3.2576896014838804e-14,1.0761854825450106e-21,1.778430926241175e-28,9.96365734970896e-22,4.819823861013919e-12,1.848361462521873e-26,2.6700704649188183e-22
3.851842132861243e-15,0.7528339514985573,1.1907920606608247e-18,2.5235890541967685e-20,5.13451237897838e-22,2.3714268750984196e-26,0.0,0.0,4.5606468936385095e-14,2.0030348050334299e-25,5.220551130911896e-32,9.354484570855336e-45,1.3834791159969564e-43,3.852262622674058e-51,6.019648906022107e-37,2.3556943331261236e-37,3.669181785443434e-46,8.76099306940827e-44,4.026093597750416e-43,3.434477994078569e-41,2.7934981680811185e-23,1.3563954071144932e-36,6.728162344126055e-46,8.685920494476062e-76,6.386200495956408e-58,7.734282195606084e-51,2.1897989427000922e-35,1.1276485145668483e-57,1.4459749496537424e-94,2.006442447045216e-72,3.357964621738709e-58,6.4723342631020566e-55,1.3726415189201698e-42,1.044404271695805e-74,3.76,0.0,0.7895260272901536,0.9999999904756307,3.6426591353957375e-30,1.5941289384144328e-55,1.6835580860811998e-10,1.683558086082126e-10,3.666864185123106e-23,1.696049787774064e-26,9.524323671307141e-09,7.005367940655048e-27,3.432229396762891e-28,4.5607653827437813e-14,2.0694663736397724e-21,4.695581930079097e-28,1.9159759670447597e-21,6.747753486792462e-12,3.5543335834747127e-26,5.134450876849568e-22
4.952368489854732e-15,0.7528339515052135,1.5316962571571703e-18,3.244614644218227e-20,8.420587148035742e-22,3.890301544021401e-26,0.0,0.0,5.863688894728214e-14,3.2849719528886853e-25,1.0823509803087123e-31,1.99608307856973e-44,3.615168737977299e-43,7.986705588492586e-51,9.872209881274174e-37,4.9660904496959405e-37,9.746353474534034e-46,2.3268594337085347e-43,8.347273840142677e-43,7.120532904284616e-41,4.581329849287439e-23,2.812147331212813e-36,1.7871728776539705e-45,4.3936194581688563e-75,2.1105400812249312e-57,2.555780937467272e-50,4.6159527388596727e-35,3.8030055015440035e-57,8.761511949707879e-94,8.380769801931937e-72,1.1095966026937034e-57,2.152032409430315e-54,3.652216337227969e-42,5.275760399294597e-74,3.76,0.0,0.789526027241075,0.9999999877543995,7.552144565693555e-30,5.26837902388332e-55,2.1645746966009207e-10,2.16457469660244e-10,6.013646061772006e-23,2.781517063387959e-26,1.2245541930122148e-08,1.148878553777335e-26,5.6288553041713e-28,5.863841096590139e-14,3.3939192820224095e-21,9.735116590408308e-28,3.1421956303072618e-21,8.675683112368976e-12,5.829097967983822e-26,8.420486286854916e-22
7.15342120384171e-15,0.7528339515185256,2.214423110071064e-18,4.6866659927436186e-20,1.7457384787163316e-21,8.070496149607801e-26,0.0,0.0,8.469772886107325e-14,6.810335019904163e-25,3.2521517842671895e-31,6.39377448090864e-44,1.6103632938990726e-42,2.3997744884139874e-50,2.0466863499347412e-36,1.5148117487128533e-36,4.4230624555049714e-45,1.0558200578342335e-42,2.5082308934105707e-42,2.1395142627754595e-40,9.497917066783952e-23,8.449689652669357e-36,8.110363653642243e-45,7.0001260558710895e-74,1.4554886660640143e-56,1.736153134967518e-49,1.4078976724718536e-34,2.601330724254298e-56,2.4054621496669075e-92,9.0175910509289e-71,7.650754531192339e-57,1.4735385448740798e-53,1.637755261924831e-41,8.274281885809786e-73,3.76,0.0,0.7895260271429178,0.9999999823119601,2.269201105684163e-29,3.633250390698728e-54,3.126607917550349e-10,3.1266079175534973e-10,1.246735691380753e-22,5.766581791214718e-26,1.7687955200337266e-08,2.3818309653951936e-26,1.166965957540137e-27,8.469992322070713e-14,7.036201121404982e-21,2.925120665433612e-27,6.514333911726281e-21,1.2531542362916001e-11,1.208476371864503e-25,1.74571756934744e-21
1.1555526631815667e-14,0.7528339515451502,3.583550628209581e-18,7.57076936501815e-20,4.538949532022477e-21,2.101195340961276e-25,0.0,0.0,1.3681940825665012e-13,1.7706986178896548e-24,1.398204817414524e-30,3.1227134861671565e-43,1.1886619783108395e-41,1.0317407013165253e-49,5.321421758412212e-36,6.572898432872858e-36,3.311322184950942e-44,7.90349265928713e-42,1.078474063703195e-41,9.198460872664187e-40,2.469474504214638e-22,3.63279370874494e-35,6.07159805009139e-44,2.5856454643456435e-72,1.950041252512034e-55,2.2462396071423084e-48,6.1086972319705725e-34,3.277931723167956e-55,1.7575744860997172e-90,2.1068964774119167e-69,1.0248989053537233e-55,1.918803156378762e-52,1.1901167498314774e-40,2.953652964325445e-71,3.76,0.0,0.7895260269466031,0.9999999714271746,9.756026547103944e-29,4.867799784685688e-53,5.050674359089145e-10,5.050674359097332e-10,3.241529437781305e-22,1.499320410461583e-25,2.8572688752565438e-08,6.192800890174707e-26,3.0341500712122903e-27,1.3682293964190091e-13,1.8294235182825005e-20,1.2576031991288302e-26,1.6937377044619296e-20,2.024326086158607e-11,3.142058970554641e-25,4.53889517257077e-21
2.0359737487763582e-14,0.752833951598399,6.336500803212455e-18,1.3338978820941866e-19,1.406874509918174e-20,6.531051949758701e-25,0.0,0.0,2.41062765319824e-13,5.48838615545653e-24,7.873459772817964e-30,2.198052640781467e-42,1.2541813952283343e-40,5.8098602397528655e-49,1.6494081637320426e-35,3.716029180600457e-35,3.522077620072754e-43,8.405642866195243e-41,6.074209343268683e-41,5.179763933392348e-39,7.654283832524501e-22,2.0456698165141223e-34,6.457564438556967e-43,1.6790878402887736e-70,3.9981734139234796e-54,4.427332661907422e-47,3.4535187471539606e-33,6.280855715971954e-54,2.3044184599939613e-88,7.899895210718232e-68,2.1011252930763075e-54,3.796993745154626e-51,1.2225668462971846e-39,1.846311969562175e-69,3.76,0.0,0.7895260265539739,0.9999999496579751,5.493736070087531e-28,9.980505818755705e-52,8.898807240726523e-10,8.898807240751896e-10,1.0047285745951592e-21,4.647229322654267e-25,5.0341783913191695e-08,1.919495708613032e-25,9.404649611048067e-27,2.410689401309225e-13,5.670403215378403e-20,7.081710322214361e-26,5.249840406230965e-20,3.5666697849230344e-11,9.738999338155355e-25,1.4068576642509666e-20
3.7968159199659406e-14,0.7528339517048969,1.1901181740227846e-17,2.487540866203394e-19,4.890181488835869e-20,2.2830017488626596e-24,0.0,0.0,4.4954947253447453e-13,1.9077184764769946e-23,5.228267418849315e-29,2.0506000917267849e-41,1.6197098716748248e-39,3.857966754540463e-48,5.733220835249396e-35,2.4708930334217725e-34,4.567190609295521e-42,1.0898170909213772e-39,4.035078621322578e-40,3.4395538509696673e-38,2.6605669765766e-21,1.3584000228060736e-33,8.372512619571465e-42,1.5054564675595458e-68,1.0231004750025252e-52,1.0997591397764784e-45,2.2963256398863698e-32,1.5335439869467822e-52,4.153186886089348e-86,3.827261056050418e-66,5.375811870959023e-53,9.452473912702253e-50,1.543778070390885e-38,1.6086372918281863e-67,3.76,0.0,0.7895260257687153,0.9999999061210642,3.648043172919193e-27,2.553948096673451e-50,1.6595072998240409e-09,1.65950729983286e-09,3.49233497084847e-21,1.6153364684470751e-24,9.387848650760385e-08,6.672011793181774e-25,3.269064304386085e-26,4.4956081169592084e-13,1.970983118253459e-19,4.7025101376860735e-25,1.8248013472494844e-19,6.651357178573548e-11,3.385197001580434e-24,4.890122958382434e-20
7.318500262345105e-14,0.7528339519178923,2.3265666519175153e-17,4.794831273126067e-19,1.8166182808939672e-19,8.576896419801225e-24,0.0,0.0,8.66522859318733e-13,7.08684620136776e-23,3.8007531215130618e-28,2.3525512852020055e-40,2.3252531549511806e-38,2.8046042289432956e-47,2.129801896901241e-34,1.7969513259329665e-33,6.570994755308227e-41,1.5675037204968025e-38,2.935642858859819e-39,2.500425461572971e-37,9.883549328615962e-21,9.875053865380824e-33,1.2042368206598486e-40,1.6056289895883031e-66,2.9274706551199863e-51,3.089551269503572e-44,1.669992820880809e-31,4.270055948013432e-51,8.87658976889854e-84,2.124130732783658e-64,1.5377958698681025e-51,2.6585434555704496e-48,2.1846189440824944e-37,1.6855523275769046e-65,3.76,0.0,0.7895260241981983,0.9999998190531925,2.651989701104505e-26,7.307884253928221e-49,3.198760449022472e-09,3.1987604490552336e-09,1.2973274915218182e-20,6.000677005783886e-24,1.8094594116931218e-07,2.4785380782426956e-24,1.2144641390888554e-25,8.665440371764308e-13,7.3218410117367575e-19,3.41853797312156e-24,6.77881911899427e-19,1.282073195036122e-10,1.2575424096044803e-23,1.8165965555290686e-19
1.4361868947103438e-13,0.7528339523438836,4.6935133032802306e-17,9.409430377835796e-19,6.995572575238119e-19,3.376829130839316e-23,0.0,0.0,1.700469522320936e-12,2.729057160456911e-22,2.8966349230490508e-27,3.107487797832923e-39,3.5229592508365046e-37,2.137460808036758e-46,8.20167341564971e-34,1.369642652900721e-32,9.970555739735873e-40,2.377088330777025e-37,2.240808472772655e-38,1.905626910750655e-36,3.806033359943929e-20,7.525986330150262e-32,1.8262016019429273e-39,1.8744825135128775e-64,8.861061813137994e-50,9.253665465918531e-43,1.2728715863627047e-30,1.2733097654578211e-49,2.07355006661749e-81,1.2648191874901348e-62,4.652169287240039e-50,7.96739738090993e-47,3.2832211080883446e-36,1.9478387868736932e-63,3.76,0.0,0.7895260210571643,0.9999996449412482,2.0211378105347605e-25,2.2120524194380004e-47,6.277266738201953e-09,6.277266738328112e-09,4.9957333267464894e-20,2.3107711357692152e-23,3.55057051403423e-07,9.54454778256633e-24,4.677236967543851e-25,1.700508417559101e-12,2.819533450381142e-18,2.6053262061842123e-23,2.610436487001358e-18,2.5159481431883145e-10,4.842640234940017e-23,6.99548904994586e-19
2.1405237631861767e-13,0.7528339527698749,7.185860252277051e-17,1.4024054570208427e-18,1.5539531234449825e-18,7.637445248786171e-23,0.0,0.0,2.534416037919467e-12,6.0621588312994625e-22,9.076122227040895e-27,1.2512328563394876e-38,1.4735762605109681e-36,6.697402410295537e-46,1.821881685133798e-33,4.2916365310012675e-32,4.1728089257252235e-39,9.944823087879283e-37,7.029701970284247e-38,5.9709626830221416e-36,8.454487686952419e-20,2.358141697647774e-31,7.640124480888497e-39,1.7088509114272776e-63,4.727682590192773e-49,5.069551795619071e-42,3.988408512865234e-30,7.137626290092499e-49,2.011138719034346e-80,8.622454896655296e-62,2.481397608386564e-49,4.365026398369698e-46,1.4237781726357979e-35,1.8028604284837986e-62,3.76,0.0,0.7895260179161303,0.9999994708610322,6.332898023721057e-25,1.1802209868011228e-46,9.355773015091591e-09,9.35577301537183e-09,1.1097001101979463e-19,5.1329752708560914e-23,5.291364334579005e-07,2.1201673821337463e-23,1.0390619283915441e-24,2.534470037196071e-12,6.2631053453303155e-18,8.163324540960717e-23,5.798656230922365e-18,3.74982308306672e-10,1.0757140382509619e-22,1.5539345947993704e-18
3.549197500137843e-13,0.7528339536218571,1.2546760365214497e-16,2.325338349907529e-18,4.2722454390816106e-18,2.184339328534332e-22,0.0,0.0,4.20230862704191e-12,1.6666548219691519e-21,4.134055594426916e-26,9.046465641583005e-38,1.1170445135373602e-35,3.0506106068769205e-45,5.008934290221583e-33,1.9548141120774705e-31,3.167472410964661e-38,7.540608531762186e-36,3.2115491408979047e-37,2.719694280404675e-35,2.3243723914542906e-19,1.0741022034550895e-30,5.793079548142054e-38,7.424650120154609e-62,6.027616512158292e-48,6.587893885279716e-41,1.8166895475729375e-29,9.557481963538996e-48,1.618351198289928e-78,1.9742973451797407e-60,3.1604606564849744e-48,5.673254820817169e-45,1.0946821196575963e-34,8.080327562309274e-61,3.76,0.0,0.7895260116340623,0.9999991227957549,2.884552564559836e-24,1.5048051097581106e-45,1.551278553200135e-08,1.5512785532771795e-08,3.0507404480117207e-19,1.4111787129285896e-22,8.772000427448226e-07,5.828928892748058e-23,2.857222730445462e-24,4.202384994424504e-12,1.721880763810007e-17,3.7182514295139905e-22,1.594206978484595e-17,6.217572938002177e-10,2.957434120325951e-22,4.272194654704359e-18
4.817003863394343e-13,0.7528339543886411,1.7800449741594045e-16,3.1559875507656586e-18,7.869538632884276e-18,4.1471224619748785e-22,0.0,0.0,5.7034114533942406e-12,3.070002976191759e-21,1.0008145219646136e-25,2.7327882309470193e-37,3.427201488932607e-35,7.385280682486308e-45,9.226646207386399e-33,4.732441030474523e-31,9.72498473484259e-38,2.3136902282590065e-35,7.791582887595121e-37,6.584111971177802e-35,4.281528993287948e-19,2.6002955595975496e-30,1.7774942074239314e-37,4.6680668189343276e-61,2.2654848479232504e-47,2.5133576103199396e-40,4.398042562845758e-29,3.782551350848485e-47,1.1262611803246585e-77,9.177141684443426e-60,1.1872897781819416e-47,2.164370630073277e-44,3.428176176887741e-34,5.15684185489411e-60,3.76,0.0,0.7895260059802012,0.9999988096454586,6.983220149937238e-24,5.655943372873575e-45,2.1054096755188892e-08,2.1054096756608046e-08,5.619317248278714e-19,2.599386048806056e-22,1.1903488379624434e-06,1.0736978762341414e-22,5.2638565371761545e-24,5.703499014548701e-12,3.171701064910728e-17,9.001464410823297e-22,2.9365475615789455e-17,8.438547779147748e-10,5.447636557994604e-22,7.86944531508353e-18
6.084810226650842e-13,0.7528339551554254,2.3460452328810984e-16,3.986646490985551e-18,1.2557091062417822e-17,6.814550284436271e-22,0.0,0.0,7.2045138025745945e-12,4.89867497191217e-21,1.978894281940122e-25,6.4984717532097425e-37,8.235130126797692e-35,1.4602896389398784e-44,1.472275541740651e-32,9.357418397507866e-31,2.338503067373732e-37,5.559745913924214e-35,1.5440290776347867e-36,1.3018652484275768e-34,6.831856966807241e-19,5.141519970573654e-30,4.2712776903436235e-37,1.9159104455965458e-60,6.507892798013271e-47,7.316546402576073e-40,8.696193626801279e-29,1.107427966714224e-46,5.017261531803279e-77,3.1722099373221376e-59,3.4087539515220167e-47,6.300521693168823e-44,8.36546173709284e-34,2.140404863641162e-59,3.76,0.0,0.78952600032634,0.9999984965978709,1.3807807353384666e-23,1.6247810789088742e-44,2.6595407938557364e-08,2.6595407940821827e-08,8.966202346294702e-19,4.1476895737084292e-22,1.5033949244972785e-06,1.7132554656732383e-22,8.4006071148215e-24,7.204604090440857e-12,5.0609041953112814e-17,1.7798329186826003e-21,4.685717132148001e-17,1.0659522593486267e-09,8.69256340787969e-22,1.2556942522620799e-17
7.352616589907342e-13,0.7528339559222096,2.9526773883472033e-16,4.8173157411572916e-18,1.8334901963785453e-17,1.0236354002116754e-21,0.0,0.0,8.705615674730202e-12,7.152670671431398e-21,3.443980539696205e-25,1.317706526045241e-36,1.6819603204239315e-34,2.541441049595108e-44,2.1497307679565585e-32,1.6285298550935886e-30,4.779555390605034e-37,1.135565819310014e-34,2.6930714850927275e-36,2.265708134251376e-34,9.975356308829354e-19,8.948071451444256e-30,8.723988330366342e-37,6.453658515635557e-60,1.5386404558457929e-46,1.7492076763823577e-39,1.5134490947360771e-28,2.6893921378163926e-46,1.8492061134417024e-76,8.762268521412925e-59,8.054937254246661e-47,1.506269883699072e-43,1.730964551508438e-33,7.290101600165649e-59,3.76,0.0,0.7895259946724791,0.99999818365296,2.4030499868188296e-23,3.8415080055136117e-44,3.213671908210679e-08,3.2136719085413126e-08,1.3091318204256815e-18,6.056078651478406e-22,1.816338334427126e-06,2.5015658125261216e-22,1.2267799802715414e-23,8.705700222307686e-12,7.389478372680334e-17,3.097522430034735e-21,6.841713381082609e-17,1.2880497381017743e-09,1.2692213988332355e-21,1.8334685605090258e-17
