Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464)
4.297406647537072e-06,0.5628842480012908,1.0102641618923425e-07,3.292437450844199e-09,1.530406594150876e-07,5.346599607499861e-07,0.0,0.0,7.891662943976117e-07,2.0166611072926316e-10,3.9504124100486055e-09,3.7561106020446183e-13,1.7320136581846712e-15,2.7408661747273546e-26,1.277328842858337e-19,7.182893195222654e-14,6.819415494319869e-09,1.895399085669679e-11,2.8071798927967247e-18,5.8362468411334966e-21,4.841029264780175e-11,5.81214933785156e-19,1.0492834852034298e-15,2.6831629900438895e-14,4.856568766671961e-14,1.688345118064691e-11,9.175861988475344e-17,3.7190233676102273e-16,5.205705502751875e-16,6.435426875163188e-18,3.7766325658987615e-16,3.7835218592636265e-20,1.752248071454048e-13,1.6744524096521957e-21,3.76,0.0,0.827781878270025,0.99991230235795,1.0249120091296475e-06,6.207822569577183e-10,0.0003860796042667817,0.00038608395000607723,1.262538625627932e-13,1.439940120335181e-17,8.577697703670486e-05,7.078342015967416e-12,1.6041943401166878e-10,3.094486788388271e-07,1.137282738804526e-07,1.132028637939073e-06,1.915154201155218e-07,3.131933485599207e-06,4.436081328898482e-12,1.0752643567750235e-06,1.0944501115254025e-10,3.9820990454500134e-14,9.594974530636175e-11,5.317490158325477e-09,6.762036184781599e-14,4.223450152169282e-14,1.6443585521395527e-10,4.828384959718659e-13,7.458953313717107e-09,9.42776261549174e-10,3.890334036651714e-13,2.935234368307716e-14,1.2513776586604296e-19,4.9933698742376283e-11,3.1030762465720155e-13
4.435934702339092e-06,0.5628855135879601,1.054457488960059e-07,3.4426731771316273e-09,1.5736230996554356e-07,5.800700233538307e-07,0.0,0.0,8.452274485270416e-07,2.2244234749130067e-10,4.3259763452888905e-09,4.2030925955976584e-13,2.0084396275397815e-15,3.231998188645e-26,1.4425187697238681e-19,7.764242349931705e-14,7.321359564285649e-09,2.1072790078398666e-11,3.2522928461967415e-18,6.420778063795586e-21,5.158151815377405e-11,6.196870177838189e-19,1.1289290545292592e-15,3.072046944715024e-14,5.264782251084947e-14,1.8925817919474735e-11,9.904991278017657e-17,4.320154675633333e-16,6.218609516032163e-16,7.55767615763395e-18,4.1370856940108135e-16,4.154621802119053e-20,1.893326431612131e-13,2.0263197021782366e-21,3.76,0.0,0.8277692454687751,0.9999121781250871,1.092888078083595e-06,6.898576938079031e-10,0.00039852194508841187,0.00039852669656099195,1.3032551131773027e-13,1.486514786814364e-17,8.577696638027673e-05,7.52656143628669e-12,1.7584216293457397e-10,3.212541305442402e-07,1.1831915313529008e-07,1.2226848487178874e-06,2.0618428685268093e-07,3.2038621203050053e-06,4.726786113239062e-12,1.1386667653209645e-06,1.1720414497009592e-10,4.362197232150417e-14,1.0354340034438786e-10,5.543369199135393e-09,7.550908020516169e-14,4.7506885124754966e-14,1.8149555485538098e-10,5.591047431766271e-13,8.032066177022966e-09,9.789137584735942e-10,4.3139541758657844e-13,3.4972933796588836e-14,1.370718638378447e-19,5.5031692940971795e-11,3.4224736372696297e-13
4.574462757141112e-06,0.5628867793708051,1.0983759395563738e-07,3.5921293273131224e-09,1.6161234545161164e-07,6.274173196569485e-07,0.0,0.0,9.033175091366424e-07,2.446835947411958e-10,4.723456183657368e-09,4.685499488113357e-13,2.316753703542164e-15,3.7838553029644504e-26,1.6206974909419528e-19,8.36668155148138e-14,7.839620708991878e-09,2.3345969952001642e-11,3.747403549783929e-18,7.040259769655807e-21,5.4853337759712095e-11,6.593922157940324e-19,1.2118402626137752e-15,3.50050133771554e-14,5.69331141862319e-14,2.112686016090606e-11,1.0659477172545756e-16,4.991214478898625e-16,7.382941673968736e-16,8.822026310515976e-18,4.5178091145531e-16,4.5473316403992084e-20,2.039554259163471e-13,2.4359732145624227e-21,3.76,0.0,0.8277566088521692,0.9999120502426835,1.1627407897533955e-06,7.639171237534908e-10,0.00041096409532862427,0.00041096927560026056,1.3439709770737526e-13,1.5330888213705613e-17,8.577695541076453e-05,7.985044653135052e-12,1.9210633677690336e-10,3.3295564281815956e-07,1.2287408199795584e-07,1.316919309121231e-06,2.2139988979064115e-07,3.274354411898279e-06,5.02463315556948e-12,1.2034811147801223e-06,1.2519680295891085e-10,4.7662952510368325e-14,1.1139760615879468e-10,5.767727721219412e-09,8.395861527071412e-14,5.319311569323422e-14,1.9960192445875883e-10,6.439963258880268e-13,8.626632290951617e-09,1.0147356034694472e-09,4.767208860498758e-13,4.143936252950732e-14,1.497593012638979e-19,6.044276197402404e-11,3.76165883465141e-13
4.712990811943132e-06,0.5628880453480428,1.1419818774994192e-07,3.740667036586387e-09,1.6579116789081248e-07,6.766888565142655e-07,0.0,0.0,9.634200678734473e-07,2.6844370059631905e-10,5.143343037215149e-09,5.204580822826473e-13,2.65919378660172e-15,4.4002875247809085e-26,1.8121246842088103e-19,8.989724344394675e-14,8.373841482841086e-09,2.5778600863854544e-11,4.295744216225035e-18,7.695305086541266e-21,5.822575094008727e-11,7.003305401176129e-19,1.2979704331668746e-15,3.970807056363079e-14,6.142556154099771e-14,2.3491816851120653e-11,1.1438745589534767e-16,5.7370700871874075e-16,8.714542491391127e-16,1.023939025423182e-17,4.919068150086923e-16,4.96200438855581e-20,2.190833631018052e-13,2.910293664297869e-21,3.76,0.0,0.8277439684654594,0.999911918756919,1.2344388442199851e-06,8.431181529248753e-10,0.00042340605491393297,0.0004234116875376103,1.384686217076823e-13,1.579662224296708e-17,8.577694413212909e-05,8.453472211574544e-12,2.0921968544270864e-10,3.445459650773881e-07,1.273898305290785e-07,1.414702697989313e-06,2.3715722133101454e-07,3.3434389925679924e-06,5.329409838454044e-12,1.2696783111012066e-06,1.3341663154071126e-10,5.1950574118109277e-14,1.1950586319185333e-10,5.990384903742404e-09,9.298050696456895e-14,5.930443052476356e-14,2.1876998033440053e-10,7.380982220741342e-13,9.242456785668716e-09,1.0502193527537493e-09,5.251014336955578e-13,4.884450459332238e-14,1.6322100562877142e-19,6.617292316232134e-11,4.1210178476053786e-13
4.8515188667451515e-06,0.562889311517751,1.1852415257101223e-07,3.888161317176561e-09,1.6989924531360645e-07,7.27870072224522e-07,0.0,0.0,1.0255173312680265e-06,2.9377628665926877e-10,5.5861185748927756e-09,5.761556913303469e-13,3.0380396511468977e-15,5.085059794352778e-26,2.017025570653772e-19,9.632874975793482e-14,8.923655444062998e-09,2.8375660471237527e-11,4.900571486908785e-18,8.386493838855348e-21,6.169875716509812e-11,7.425020022126837e-19,1.3872699170922902e-15,4.485257123955224e-14,6.61291669665783e-14,2.6025791440929575e-11,1.224221476477251e-16,6.562663093881172e-16,1.0230157961708906e-15,1.18208594196572e-17,5.341103987612521e-16,5.3989725528674674e-20,2.347063367149358e-13,3.456663196356466e-21,3.76,0.0,0.8277313243554416,0.9999117837149364,1.3079511330317287e-06,9.276148463983958e-10,0.0004358478237708665,0.0004358539327771269,1.425400832946097e-13,1.6262349957091498e-17,8.577693254841451e-05,8.931529934716702e-12,2.2718890895270696e-10,3.5601866317790964e-07,1.3186351762311448e-07,1.5160032954675412e-06,2.534509558507034e-07,3.4111439257627496e-06,5.640906247237656e-12,1.3372298405304543e-06,1.4185724983734852e-10,5.649130598070041e-14,1.278615929313864e-10,6.211178759470782e-09,1.0258528783465464e-13,6.585128579308912e-14,2.390132409974346e-10,8.420051250813895e-13,9.879332159970624e-09,1.0853450811626766e-09,5.76627173540165e-13,5.728753124932512e-14,1.7747736472852453e-19,7.222789425872068e-11,4.5009175885663726e-13
4.990046921547171e-06,0.5628905778778867,1.2281246655905495e-07,4.03449998311289e-09,1.7393710512312848e-07,7.809449995976514e-07,0.0,0.0,1.0895902714037638e-06,3.2073471948169325e-10,6.05225518895749e-09,6.35761836388565e-13,3.455608481082721e-15,5.841832652635701e-26,2.2355916950987433e-19,1.0295630865710511e-13,9.488688678375565e-09,3.114203136899534e-11,5.5651585048541744e-18,9.114373565809188e-21,6.527235589991001e-11,7.859066126981172e-19,1.4796864386083701e-15,5.0461522068482944e-14,7.10479310519753e-14,2.8733750806377305e-11,1.3069297936665453e-16,7.472998577846507e-16,1.1947435392282401e-15,1.3577666539550484e-17,5.784134373360009e-16,5.858548910578506e-20,2.508139583926255e-13,4.082975440915972e-21,3.76,0.0,0.8277186765702497,0.9999116451646868,1.3832467666080002e-06,1.0175576481740174e-09,0.00044828940182601944,0.0004482960117135186,1.466114824441361e-13,1.672807135556695e-17,8.577692066373447e-05,9.418909195416433e-12,2.460197147963752e-10,3.673680547978265e-07,1.362925835889263e-07,1.6207872457487223e-06,2.702754861420744e-07,3.477496717439506e-06,5.958915452244541e-12,1.406107758084154e-06,1.505122733959345e-10,6.12914413647436e-14,1.3645816783003438e-10,6.4299646634116565e-09,1.1278250058489573e-13,7.284335618917615e-14,2.6034377658328647e-10,9.563203120780515e-13,1.0537039722457082e-08,1.1200951829213593e-09,6.313866861949043e-13,6.687403264892785e-14,1.9254822229811181e-19,7.861309915781732e-11,4.90170623200514e-13
5.128574976349191e-06,0.5628918444262992,1.270604358558541e-07,4.179582654172553e-09,1.7790532796880206e-07,8.358964162434343e-07,0.0,0.0,1.1556187647006888e-06,3.4937208528824513e-10,6.5422161585869506e-09,6.993925729743306e-13,3.914250488164616e-15,6.674145882144538e-26,2.4679818982794194e-19,1.0977484830121705e-13,1.0068561193288754e-08,3.40824991583549e-11,6.292787354786606e-18,9.879460559791588e-21,6.894654660395502e-11,8.305443813633069e-19,1.5751654214685105e-15,5.6557963101235e-14,7.618584680175962e-14,3.1620524725692694e-11,1.3919405749326052e-16,8.473134667006008e-16,1.388491657201337e-15,1.5521148725176834e-17,6.248354342951956e-16,6.34102733112601e-20,2.673956200472493e-13,4.797644512108462e-21,3.76,0.0,0.827706025159163,0.9999115031547857,1.4602950988431066e-06,1.1130933154414102e-09,0.00046073078900610195,0.00046073792473236866,1.5068281913227693e-13,1.7193786436300277e-17,8.577690848225869e-05,9.915307140140804e-12,2.657168552398242e-10,3.785891495967922e-07,1.4067476475412116e-07,1.729018799049329e-06,2.876249569521852e-07,3.542524327087912e-06,6.283233753277694e-12,1.4762846762493399e-06,1.593753352733283e-10,6.635709737018158e-14,1.4528893802505643e-10,6.646613989820494e-09,1.2358071873933306e-13,8.028953879446379e-14,2.827722597073043e-10,1.0816545380353684e-12,1.1215350918036252e-08,1.154454187139418e-09,6.894670041478046e-13,7.77161288533004e-14,2.0845287586199283e-19,8.53336738780628e-11,5.323713590803461e-13
5.267103031151211e-06,0.5628931111607436,1.3126566880034025e-07,4.3233198328047815e-09,1.818045420921458e-07,8.927059831051698e-07,0.0,0.0,1.223581719767549e-06,3.797411676511411e-10,7.056455810631121e-09,7.671609301437133e-13,4.4163446296444614e-15,7.585403389789043e-26,2.7143234139115476e-19,1.167792705480481e-13,1.0662888193640086e-08,3.720175087839263e-11,7.086741886405797e-18,1.0682240910074839e-20,7.272132873028968e-11,8.76415317181985e-19,1.6736502871026756e-15,6.316492667242476e-14,8.15468935540713e-14,3.46908058431213e-11,1.4791948377532768e-16,9.568172496987184e-16,1.6062028414945187e-15,1.7662711097298736e-17,6.73393696820094e-16,6.846683578722338e-20,2.8444054014868827e-13,5.609612972235759e-21,3.76,0.0,0.8276933701724336,0.9999113577343866,1.539065749148373e-06,1.214364865807725e-09,0.000473171985237989,0.0004731796722103799,1.54754093335101e-13,1.7659495195708316e-17,8.577689600820375e-05,1.0420426866683505e-11,2.862841644493183e-10,3.8967759377515927e-07,1.4500806993301037e-07,1.8406605344878082e-06,3.0549329585442787e-07,3.606253178535656e-06,6.613660886358076e-12,1.5477337539076705e-06,1.684401045367998e-10,7.1694214955016e-14,1.5434725498306765e-10,6.861012849197653e-09,1.3498757009809217e-13,8.819796063240561e-14,3.0630801727794125e-10,1.2186249585227368e-12,1.191402854898609e-08,1.1884085868701543e-09,7.509536005997095e-13,8.993256974244902e-14,2.2521007652727137e-19,9.23944727674094e-11,5.767251507480248e-13
5.405631085953231e-06,0.5628943780788916,1.354260520060393e-07,4.465632048206099e-09,1.8563541811300768e-07,9.51354372155543e-07,0.0,0.0,1.2934571951730205e-06,4.118944278424562e-10,7.595419677639855e-09,8.391768999577439e-13,4.964294436645845e-15,8.578859070569702e-26,2.9747130474877345e-19,1.2396446839692034e-13,1.1271281247794343e-08,4.050437376538285e-11,7.950300933753277e-18,1.1523171545239518e-20,7.659670172500773e-11,9.235194283288631e-19,1.7750827263326816e-15,7.030539826899925e-14,8.713503069891233e-14,3.794915005793013e-11,1.568633739152257e-16,1.0763246590694753e-15,1.8499071227202916e-15,2.001379117883527e-17,7.241034100205428e-16,7.375776116412491e-20,3.0193780596597556e-13,6.52835878884549e-21,3.76,0.0,0.8276807116611254,0.9999112089530588,1.6195286221395076e-06,1.3215115363138526e-09,0.0004856129904487684,0.0004856212545156092,1.5882530502874586e-13,1.812519762880941e-17,8.577688324582256e-05,1.0933977567759973e-11,3.077245953043639e-10,4.0062961869684035e-07,1.4929075861588523e-07,1.9556735653521572e-06,3.238742416606834e-07,3.668709170540241e-06,6.95000019566953e-12,1.6204286854773725e-06,1.7770030233219726e-10,7.730855950292508e-14,1.6362649224037274e-10,7.073060917475986e-09,1.4700976264342197e-13,9.657598944652015e-14,3.309590828369313e-10,1.367854083973074e-12,1.2632827898797587e-08,1.2219466806973484e-09,8.159303823928278e-13,1.0364882405392299e-13,2.428380304754249e-19,9.980007488723969e-11,6.232614257398931e-13
5.544159140755251e-06,0.5628956451783433,1.3953972819876206e-07,4.606449063169517e-09,1.893986642299926e-07,1.0118213839577018e-06,0.0,0.0,1.3652225077891995e-06,4.458839876558047e-10,8.159544653206112e-09,9.15547436772323e-13,5.5605239622538e-15,9.65760582194367e-26,3.2492184492900205e-19,1.3132534144103073e-13,1.189334935175985e-08,4.399485431328572e-11,8.886731935139351e-18,1.2402681272245625e-20,8.057266502670549e-11,9.718567221990922e-19,1.879402954681486e-15,7.800227938733474e-14,9.295419128652869e-14,4.1399977290835075e-11,1.66019873924405e-16,1.2063515674582721e-15,2.121720473213632e-15,2.2585824222044244e-17,7.769777119240474e-16,7.928546943606616e-20,3.1987641201388376e-13,7.563901312510244e-21,3.76,0.0,0.8276680496769664,0.9999110568606804,1.701653925130322e-06,1.4346687533310178e-09,0.0004980538045657882,0.0004980626720076944,1.6289645418943313e-13,1.8590893729317275e-17,8.577687019939301e-05,1.145567464459173e-11,3.30040255806243e-10,4.1144199331795776e-07,1.5352132077073445e-07,2.0740177278987994e-06,3.4276137053383905e-07,3.729917687170785e-06,7.292058775445417e-12,1.6943436902698892e-06,1.871497157923396e-10,8.32057218725638e-14,1.7312006352406083e-10,7.282670351431094e-09,1.5965311242272204e-13,1.054302473255965e-13,3.567322491150597e-10,1.5299687675310772e-12,1.3371497765118292e-08,1.2550584260552663e-09,8.844796866668798e-13,1.1899715778988774e-13,2.6135440196441657e-19,1.0755479053676761e-10,6.720078961397569e-13
5.682687195557271e-06,0.5628969124566368,1.4360507569599485e-07,4.7457091395343925e-09,1.9309502180407823e-07,1.0740860557968633e-06,0.0,0.0,1.438854332365489e-06,4.817616144897122e-10,8.74925914468021e-09,9.963764652488908e-13,6.207473858461511e-15,1.0824566488591923e-25,3.5378794616912713e-19,1.388568095853792e-13,1.2528699898524278e-08,4.767757760880208e-11,9.899284956590102e-18,1.3321171808781518e-20,8.464921806599748e-11,1.0214272054302612e-18,1.9865499476193984e-15,8.62783523805442e-14,9.900827559961856e-14,4.504757258287484e-11,1.7538317449621742e-16,1.3474153942347639e-15,2.423843199573272e-15,2.5390209623001257e-17,8.320277694242435e-16,8.505222401335386e-20,3.3824529496000343e-13,8.72680630697217e-21,3.76,0.0,0.8276553842722156,0.9999109015073377,1.7854121835983897e-06,1.5539681124296905e-09,0.0005104944275167007,0.000510503925038073,1.6696754079348364e-13,1.9056583489730946e-17,8.577685687321165e-05,1.1985239789281162e-11,3.53232445004789e-10,4.2211198016057436e-07,1.5769845814719512e-07,2.1956517548341527e-06,3.6214811996180644e-07,3.789903607983953e-06,7.639647586020225e-12,1.769453502057316e-06,1.967822100918304e-10,8.939111987088938e-14,1.8282143860692099e-10,7.489764784495837e-09,1.7292257293436869e-13,1.1476662679287568e-13,3.836331205223256e-10,1.705599228258753e-12,1.4129781408165066e-08,1.2877353034779912e-09,9.566822808885813e-13,1.3611670227249013e-13,2.8077631765696573e-19,1.1566266788339556e-10,7.229906005553458e-13
5.8212152503592905e-06,0.5628981799112571,1.4762068941037699e-07,4.883358358089364e-09,1.9672526129429554e-07,1.1381267610848479e-06,0.0,0.0,1.5143287929886127e-06,5.195787084877865e-10,9.364983223313016e-09,1.081764896080879e-12,6.907597590018109e-15,1.2082484979312328e-25,3.840709495347886e-19,1.4655382514379877e-13,1.3176939559879615e-08,5.155682691480023e-11,1.0991187118374402e-17,1.427901880253072e-20,8.882636026507987e-11,1.0722308839260034e-18,2.096461653453647e-15,9.515624728703313e-14,1.0530114475738166e-13,4.8896087483629566e-11,1.8494752356990264e-16,1.5000342772319755e-15,2.758558140022167e-15,2.8438278565073435e-17,8.892628536057312e-16,9.106013951150272e-20,3.570333652498663e-13,1.002819006711776e-20,3.76,0.0,0.8276427154995376,0.9999107429432351,1.8707742547874318e-06,1.6795373673203152e-09,0.0005229348592295077,0.0005229450139501923,1.7103856481733174e-13,1.9522266901421336e-17,8.577684327158627e-05,1.2522401039058812e-11,3.7730168836854223e-10,4.326372945716147e-07,1.6182106697256384e-07,2.320533434626071e-06,3.820278107535418e-07,3.848691317998368e-06,7.992581546149043e-12,1.8457333588464289e-06,2.065917388346993e-10,9.587000009526725e-14,1.9272415713824716e-10,7.694278397226111e-09,1.868222656762204e-13,1.245903089747519e-13,4.116661653169471e-10,1.8953781110633493e-12,1.490741742094979e-08,1.3199701909762896e-09,1.0326173659130665e-12,1.5515351216743332e-13,3.011203721049271e-19,1.2412749966814658e-10,7.762339466142314e-13
5.95974330516131e-06,0.5628994475396453,1.5158536326122614e-07,5.019349988788268e-09,2.0029017851781256e-07,1.2039213007187856e-06,0.0,0.0,1.5916215470633454e-06,5.593862915393769e-10,1.0007128771887295e-08,1.1718106484881372e-12,7.66335779078895e-15,1.3433919848647129e-25,4.157696924033726e-19,1.5441138341569143e-13,1.3837675087762067e-08,5.563678347704951e-11,1.2165637421693923e-17,1.527657283515562e-20,9.31040910373386e-11,1.1242677628807088e-18,2.209075193149156e-15,1.0465841062155689e-13,1.1183661440933668e-13,5.2949541688375624e-11,1.9470723721208501e-16,1.664726290112138e-15,3.1282286816035477e-15,3.174126301085275e-17,9.48690414020269e-16,9.731118983735073e-20,3.7622953570193835e-13,1.1479722662332142e-20,3.76,0.0,0.8276300434118927,0.9999105812186126,1.957711339603546e-06,1.8115004269998474e-09,0.0005353750996326011,0.0005353859390797138,1.7510952623753869e-13,1.99879439547189e-17,8.577682939882565e-05,1.3066892808478058e-11,4.0224777252913835e-10,4.430160670156412e-07,1.6588822193324819e-07,2.4486197577547035e-06,4.023936672122865e-07,3.9063047174720475e-06,8.350679603377857e-12,1.9231589928549006e-06,2.1657235289962697e-10,1.0264744009256726e-13,2.0282184060951585e-10,7.896155056754389e-09,2.0135551160547033e-13,1.3490578349262317e-13,4.408347672231731e-10,2.0999395843488193e-12,1.5704140527453214e-08,1.3517572477676675e-09,1.1123625817521984e-12,1.7626061382002794e-13,3.224026342324879e-19,1.3295282995787457e-10,8.317607537958529e-13
6.09827135996333e-06,0.5629007153392056,1.554980738886255e-07,5.153643907494804e-09,2.037905912111548e-07,1.2714469870051778e-06,0.0,0.0,1.6707078623822576e-06,6.0123499796701e-10,1.0676099629890308e-08,1.2666086786108488e-12,8.477222766028362e-15,1.4881240503366143e-25,4.488806504686587e-19,1.6242453190905135e-13,1.4510514041394345e-08,5.99215265320452e-11,1.3425801969219455e-17,1.6314160410267243e-20,9.748240978700079e-11,1.1775378468053602e-18,2.3243270449926054e-15,1.148070761015753e-13,1.1861844856905283e-13,5.721182488851723e-11,2.0465670897398262e-16,1.8420087052628054e-15,3.535296611902886e-15,3.531026613675808e-17,1.0103161526159431e-15,1.0380721592759733e-19,3.958227473000376e-13,1.3093630343593084e-20,3.76,0.0,0.827617368062431,0.9999104163836696,2.0461949929445684e-06,1.949977360331371e-09,0.000547815148654803,0.00054782670075471,1.791804250308058e-13,2.0453614638998087e-17,8.577681525923592e-05,1.3618455901955215e-11,4.28069779344875e-10,4.5324680817651365e-07,1.6989916134636345e-07,2.579867050896141e-06,4.232388356249999e-07,3.962767231487029e-06,8.713764784891976e-12,2.00170662068558e-06,2.2671820788198244e-10,1.0972835078954735e-13,2.1310820260969155e-10,8.095347520074852e-09,2.1652486325455151e-13,1.4571686976913265e-13,4.711412763071959e-10,2.3199184760780736e-12,1.6519682314239793e-08,1.3830918066662833e-09,1.1959940157582874e-12,1.995980442582667e-13,3.446386546698413e-19,1.4214196091871632e-10,8.895922964290596e-13
6.23679941476535e-06,0.5629019833073124,1.5935796557622317e-07,5.28620605589646e-09,2.072273358713288e-07,1.3406807206943632e-06,0.0,0.0,1.7515626877915414e-06,6.451750667475503e-10,1.1372291736275315e-08,1.3662510130356808e-12,9.35166314298847e-15,1.6426623311418992e-25,4.83398080264048e-19,1.705883783788536e-13,1.519506544583802e-08,6.441503349633789e-11,1.4774809570613152e-17,1.739208492233384e-20,1.0196131590882574e-10,1.2320411395541954e-18,2.4421532093263576e-15,1.256242372739363e-13,1.2565035362963824e-13,6.168669880431366e-11,2.1479041790462107e-16,2.032397301782978e-15,3.982279819551947e-15,3.9156234281120534e-17,1.0741440969386213e-15,1.1054993297644271e-19,4.158019923890924e-13,1.4882697152911847e-20,3.76,0.0,0.8276046895044015,0.9999102484884981,2.136197132587092e-06,2.0950844073700125e-09,0.0005602550062254036,0.0005602672992958529,1.8325126117398755e-13,2.0919278942756233e-17,8.577680085711566e-05,1.4176837506924555e-11,4.547661192408494e-10,4.6332837666700117e-07,1.7385327343649524e-07,2.7142310999251904e-06,4.445564011919975e-07,4.018101819345177e-06,9.081664231401875e-12,2.081352933694992e-06,2.3702357029802046e-10,1.171174791548177e-13,2.235770575557321e-10,8.291816696557291e-09,2.3233213723491184e-13,1.5702673947961557e-13,5.025870589575487e-10,2.555949448657137e-12,1.7353771900415406e-08,1.4139702745127351e-09,1.2835862129648848e-12,2.2533288122290734e-13,3.678434738148379e-19,1.516979595884633e-10,9.497483467107162e-13
6.37532746956737e-06,0.5629032514413175,1.6316433629754387e-07,5.4170079415496964e-09,2.10601264856243e-07,1.4115990616253765e-06,0.0,0.0,1.8341607179187528e-06,6.912563351281761e-10,1.209609326985657e-08,1.4708267867837885e-12,1.0289148671747996e-14,1.8072048933306927e-25,5.193141597232883e-19,1.7889809778192919e-13,1.5890940387105456e-08,6.912118031958608e-11,1.6215747722287093e-17,1.851062760350937e-20,1.0654080878783452e-10,1.2877776443516325e-18,2.562489362944979e-15,1.3713162200054424e-13,1.3293597259531847e-13,6.637779937235974e-11,2.251029353665618e-16,2.2364057178109622e-15,4.4717698574485656e-15,4.3289930459653556e-17,1.1401766717879072e-15,1.1754093793321175e-19,4.361563354659643e-13,1.6860265774186697e-20,3.76,0.0,0.8275920077910648,0.999910077583018,2.2276900467462402e-06,2.2469339968068333e-09,0.0005726946722741978,0.0005727077350166,1.8732203464410236e-13,2.138493685369173e-17,8.577678619674617e-05,1.4741791169917476e-11,4.8233456378901e-10,4.732599491614952e-07,1.7775008363942146e-07,2.8516672625517723e-06,4.6633940351074e-07,4.072330983778809e-06,9.454209215971092e-12,2.1620750885523276e-06,2.4748282269648747e-10,1.2481941105708998e-13,2.3422232807430485e-10,8.485530965503536e-09,2.487784468975471e-13,1.6883793990347915e-13,5.351725468450203e-10,2.8086662127862718e-12,1.820613655043145e-08,1.4443900400740486e-09,1.3752121883514982e-12,2.5363926459251986e-13,3.920316305188411e-19,1.6162366462868162e-10,1.0122472176224604e-12
6.51385552436939e-06,0.5629045197385549,1.6691662480542068e-07,5.546026175195414e-09,2.139132437246665e-07,1.4841782934543282e-06,0.0,0.0,1.918476452403527e-06,7.395282335070194e-10,1.2847884787381567e-08,1.5804222851538504e-12,1.1292145177193227e-14,1.9819302485205112e-25,5.566191266656978e-19,1.8734893823311353e-13,1.6597752548702766e-08,7.404374198467976e-11,1.7751658949486233e-17,1.9670048447925437e-20,1.1122088779907497e-10,1.344747363819243e-18,2.6852710037358368e-15,1.4935066875652359e-13,1.4047887955628894e-13,7.128863906273582e-11,2.35588930762603e-16,2.454544846203639e-15,5.006429382365237e-15,4.7721909488102935e-17,1.2084147694728837e-15,1.2478171672655198e-19,4.568749317488812e-13,1.904023766486072e-20,3.76,0.0,0.8275793229756163,0.999909903716924,2.320646400417204e-06,2.4056347689388034e-09,0.0005851341467315184,0.0005851480082233704,1.913927454183444e-13,2.185058835878024e-17,8.577677128238984e-05,1.5313076758851085e-11,5.107722774968763e-10,4.83040992776695e-07,1.815892428585963e-07,2.9921305713620055e-06,4.885808507216314e-07,4.125476779979965e-06,9.83123514923326e-12,2.2438506979852264e-06,2.580904677874515e-10,1.328385742875715e-13,2.4503805117331115e-10,8.676465544801775e-09,2.658642349741452e-13,1.8115241794792437e-13,5.688972847576298e-10,3.0787007801915376e-12,1.907650223399841e-08,1.4743493888743908e-09,1.470943440816076e-12,2.8469840957894377e-13,4.172171712893891e-19,1.7192169303977875e-10,1.077105805634017e-12
6.65238357917141e-06,0.5629057881963472,1.706143986881733e-07,5.673242042624871e-09,2.171641487975851e-07,1.5583944829130326e-06,0.0,0.0,2.0044842500473803e-06,7.900397814569825e-10,1.3628039359323358e-08,1.6951209888566244e-12,1.2363111661866594e-14,2.166997391237228e-25,5.953014154925369e-19,1.9593622606823095e-13,1.731511869419546e-08,7.918639313939386e-11,1.9385537497817753e-17,2.0870587113198783e-20,1.160015523074206e-10,1.4029503000027697e-18,2.810433577385872e-15,1.623025046903088e-13,1.4828257442862133e-13,7.642260930298377e-11,2.4624317627460462e-16,2.6873222724191927e-15,5.588989484291452e-15,5.246249473810503e-17,1.2788578189125395e-15,1.322736507589821e-19,4.779470436999916e-13,2.1437072507750673e-20,3.76,0.0,0.8275666351111146,0.9999097269396324,2.4150392406007003e-06,2.5712916036094276e-09,0.0005975734295282684,0.000597588119215718,1.9546339347409442e-13,2.231623344434484e-17,8.577675611828798e-05,1.58904604131398e-11,5.400758487809907e-10,4.92671239535035e-07,1.853705166043592e-07,3.135575827991355e-06,5.1127373241756e-07,4.177560824451977e-06,1.021258157248265e-11,2.3266578217086145e-06,2.688411316832236e-10,1.4117924171723785e-13,2.5601838331665e-10,8.864601906939197e-09,2.8358930605080655e-13,1.9397154463753538e-13,6.037599772239719e-10,3.3666827549681695e-12,1.996459413712981e-08,1.5038474244466672e-09,1.5708499686542202e-12,3.1869861207270906e-13,4.434136599181451e-19,1.8259444682391556e-10,1.1443396330937855e-12
