Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923)
7.71185001504534e-05,0.9373833640323741,0.0020111134244253483,0.00036746832077561383,0.0006747995119013413,0.1814749513610047,0.0,0.0,0.0007346356236723484,1.8862820700162157e-05,0.5193760760887389,0.031156937607618757,0.00013467394363347738,1.9609835656222243e-09,2.539597325492248e-07,6.200288014374213e-06,0.005694034982753783,0.005317172163706961,0.00033722384084233,8.973278741497468e-06,0.013314224835950938,3.90142883540311e-07,2.0549469505428535e-06,0.00022645895926591428,4.85588159282987e-07,0.018281968653957644,3.947565058766832e-06,0.0024644698480521744,0.0005020471007220228,2.0658127062930797e-06,2.267997778033022e-06,4.711107453106899e-09,4.203934455250995e-07,2.7628104162542914e-05,3.76,0.0,3.336549006197286e-05,0.5274237597860669,0.2854485629750915,0.033932888605125486,0.08865661509146341,0.7165374247412891,3.667644697266007e-08,8.544447233566395e-11,0.0007919032608342644,0.00012850418137920787,0.000381573153491956,3.0452593971472595e-06,3.815834390415783e-06,0.04419482900910897,0.003569118413248225,0.012904380747539752,0.00010368906863803433,0.005339155940421934,5.933312860497316e-06,3.442248739148505e-05,4.452885950905579e-06,1.144112143766243e-05,0.0001863592520618178,2.406066584909167e-05,0.019311380662998378,5.9177759980909556e-05,0.03491065600174622,6.291712791225789e-11,0.0702642030735167,0.043140020708046525,5.300602470527684e-08,3.69375048587719e-05,2.592984832814984e-09,1.6938907164947643e-08,4.589779510895847e-13,1.6692311623476069e-09,1.7212560677603715e-09,3.196298936952754e-07,7.768616665528804e-14,1.2133276886810162e-07,5.1468735520608125e-12,1.744642403568413e-09,2.429670804716703e-12,1.012263092699798e-06,2.7613003577202947e-08,0.0004848911484187983,2.121540797499536e-09,4.732392498174012e-05,0.005295076406669646,1.7582582916368032e-07,4.3974700524724e-11,0.02013133601489727,5.4300109751352844e-11,6.47129942121496e-06,1.280384970304731e-10,0.00510401353891824,1.98212943835301e-06,2.4883809571697344e-05,1.7150727383498895e-06,5.491143524944727e-05,0.0005041256929832551,0.0004450473109956123,6.708615614419869e-10,2.7353501176225985e-05,2.3829865519609177e-06,5.210327044527549e-08,9.506705641796512e-09,3.068433752168194e-08,2.3137595270554995e-05,8.171470671133976e-11,3.4313106354335256e-09,6.137385558194955e-05
7.740297846548327e-05,0.9375377250138978,0.002017924506463993,0.00036767382395690515,0.000676449556378018,0.18156059380823422,0.0,0.0,0.0007326027125040137,1.8780119750448445e-05,0.5206525241585674,0.031270529270359636,0.00013459208410964102,1.9806551133552683e-09,2.551452493959719e-07,6.219369800425919e-06,0.005698605273266966,0.005305244008957784,0.00033755196724392087,8.986772878153363e-06,0.013324074399835819,3.9153985166138054e-07,2.062304336091022e-06,0.0002267601810327687,4.847504825926081e-07,0.018167392795371176,3.965375292981574e-06,0.0024693073642447026,0.0005023588607806973,2.0699238982358385e-06,2.2720198870644773e-06,4.721566500875371e-09,4.207751806746726e-07,2.7706616406544065e-05,3.76,0.0,3.3254326568308024e-05,0.5263229642568952,0.2861385917055426,0.03395183540434719,0.08814492368211059,0.7172161239763595,3.646477202032299e-08,8.495467656254821e-11,0.0007902504670090548,0.00012832848692077088,0.00038008460489203695,3.0306176596903425e-06,3.8111467256977733e-06,0.044060291202617154,0.0035331738225503014,0.012886585606624167,0.00010351653324058984,0.005332281146411933,5.918077623021445e-06,3.443367534841122e-05,4.441448422260078e-06,1.1442765900034183e-05,0.00018624082045344542,2.40302606152346e-05,0.019260798896538697,5.901046936897016e-05,0.03490396946867586,6.247280520197008e-11,0.07034241002219886,0.043288311687716075,5.268712511109329e-08,3.679023660857825e-05,2.576832087854244e-09,1.6852992473076563e-08,4.566500108743189e-13,1.6613505157399745e-09,1.7157246647229865e-09,3.186147893995125e-07,7.729214300535217e-14,1.2141145021040946e-07,5.151081693955296e-12,1.7408286070329828e-09,2.4316603347436782e-12,1.0133916422289834e-06,2.733872233635339e-08,0.000485019051221659,2.118924492433977e-09,4.724152752805927e-05,0.005295189784066969,1.754334746301045e-07,4.3870113954958136e-11,0.020075136329000036,5.415925386776274e-11,6.479938715172845e-06,1.279205267776746e-10,0.005103569961907264,1.9855191970482215e-06,2.4919225457542768e-05,1.717809371688537e-06,5.4960030979680385e-05,0.0005033947772429461,0.0004451758828659211,6.699435669288759e-10,2.736192833869625e-05,2.3771759974351847e-06,5.1976190516067584e-08,9.499475436397928e-09,3.066199536558775e-08,2.2968671698158165e-05,8.162896878809555e-11,3.415488568837833e-09,6.144829550357998e-05
7.768745678051313e-05,0.9376917293271654,0.002024778908493263,0.00036788386399574827,0.0006781102245133069,0.181645841071014,0.0,0.0,0.0007305791201001304,1.8697917286340537e-05,0.5219261224461255,0.031384308840292904,0.00013451113130899195,2.00059143322475e-09,2.563419419794769e-07,6.2386276119945905e-06,0.0057031471604144035,0.0052933179996382165,0.0003378813113311907,9.000300457511425e-06,0.01333380742177349,3.9293714633366925e-07,2.069710771217709e-06,0.00022706017247289064,4.839146824853206e-07,0.01805327104726853,3.983247436514245e-06,0.0024741073117646524,0.0005026596871289514,2.074025448835972e-06,2.276077026111044e-06,4.7320471089060675e-09,4.211581675344302e-07,2.7784813877050054e-05,3.76,0.0,3.3143231374370046e-05,0.525223480499468,0.28682805054640614,0.033969972104231264,0.08763536931430696,0.7178940477941881,3.6253981123861256e-08,8.446693687179714e-11,0.0007885996427776074,0.00012815332963854635,0.000378602671782506,3.016154691704867e-06,3.8064886743748266e-06,0.0439257068969093,0.003497700336703277,0.012868749647108884,0.0001033446001664055,0.005325444238001677,5.90288806254039e-06,3.444455650594174e-05,4.4300451885552995e-06,1.1444407905659437e-05,0.00018612375743705213,2.4000236437846675e-05,0.019210108816860964,5.884395649477424e-05,0.03489708019783457,6.203376329519737e-11,0.07042000964334533,0.04343648234598417,5.2369513399666016e-08,3.6643619388396293e-05,2.5607806667759893e-09,1.6767575769862868e-08,4.5433556404763703e-13,1.6535277708284848e-09,1.7102287112020376e-09,3.17602716324606e-07,7.690040321587869e-14,1.2149231858772316e-07,5.155382646918579e-12,1.7370205883621245e-09,2.4336936997180057e-12,1.0145114350602902e-06,2.706801378478533e-08,0.00048514528040471093,2.1163502011726027e-09,4.715924390299904e-05,0.00529526421467213,1.7504045376380194e-07,4.3766842446103216e-11,0.020018697086470912,5.401848293909577e-11,6.4885430596493094e-06,1.2780156090317474e-10,0.005102991244052559,1.988938801795682e-06,2.4954782604287438e-05,1.7205372881998077e-06,5.50083960036519e-05,0.0005026649909367915,0.0004452958669972555,6.690225166202368e-10,2.7370045704236837e-05,2.371362248182484e-06,5.184904096181782e-08,9.492248413032665e-09,3.063966441960911e-08,2.2800709752405626e-05,8.154328964060738e-11,3.3997571310523823e-09,6.152186052887594e-05
7.797193509554299e-05,0.937845378908373,0.0020316771138116714,0.0003680984777817787,0.0006797816434575689,0.18173069450046747,0.0,0.0,0.0007285647971436935,1.8616210143737507e-05,0.5231968829414019,0.03149827840280409,0.00013443109371318623,2.0207972776393756e-09,2.575499929660555e-07,6.258063852947432e-06,0.00570766086979666,0.005281394278195267,0.0003382119138819122,9.013862550141526e-06,0.013343424301158495,3.943347735123197e-07,2.077166993465136e-06,0.00022735892964316872,4.830807821464459e-07,0.01793960495687642,4.001181976591752e-06,0.0024788694794928463,0.000502949583738999,2.0781174962761124e-06,2.280169735965565e-06,4.742549529556148e-09,4.215424339857499e-07,2.78626934816178e-05,3.76,0.0,3.3032199804773046e-05,0.524125297327072,0.2875169430190673,0.033987299815779456,0.08712794193246585,0.718571204883671,3.60440701236072e-08,8.3981243712515e-11,0.0007869507713436311,0.00012797871211839732,0.0003771273197398658,3.001868789405275e-06,3.8018603964760358e-06,0.04379107822194607,0.003462691612969999,0.012850872906430237,0.00010317327012414535,0.005318645277465721,5.88774410832272e-06,3.445513299130671e-05,4.418676196798567e-06,1.1446048288860061e-05,0.00018600806659718367,2.3970591305324043e-05,0.01915931068513934,5.8678218069532446e-05,0.03488998949150914,6.159993693725925e-11,0.07049700394424355,0.04358453356510111,5.2053194317051194e-08,3.6497650093252654e-05,2.5448298627661528e-09,1.6682653639552505e-08,4.520345180574519e-13,1.6457624685398554e-09,1.7047680121468934e-09,3.1659368264031966e-07,7.651093162175796e-14,1.2157539359823417e-07,5.159777287452132e-12,1.7332184237233233e-09,2.4357713148200835e-12,1.015622500216964e-06,2.6800829840089942e-08,0.00048526986219780906,2.1138172239619673e-09,4.707707577093842e-05,0.005295299562336027,1.7464676597319227e-07,4.366488836843441e-11,0.019962021127692114,5.387779686082288e-11,6.497112501105679e-06,1.27681603313898e-10,0.00510227744436074,1.992388594565651e-06,2.4990484431622254e-05,1.723256495741287e-06,5.50565313351049e-05,0.0005019363262633681,0.00044540728279717526,6.680984296721296e-10,2.737785277234927e-05,2.365545416332938e-06,5.172182422961621e-08,9.485025340361423e-09,3.06173471930808e-08,2.2633708741858813e-05,8.145767506893341e-11,3.384115726515036e-09,6.15945505250916e-05
7.825641341057286e-05,0.9379986756917389,0.0020386196124006287,0.0003683177027476383,0.0006814639419350054,0.18181515543222612,0.0,0.0,0.0007265596946398422,1.853499518339178e-05,0.5244648176995901,0.031612440065772754,0.00013435197986836538,2.0412786379545457e-09,2.5876958443323454e-07,6.2776808813147876e-06,0.005712146625413719,0.005269472984896221,0.0003385438154097336,9.02746023104457e-06,0.013352925432331556,3.957327396412886e-07,2.0846737481319667e-06,0.0002276564488043991,4.822488044609414e-07,0.017826395999977835,4.019179408144942e-06,0.002483593656725065,0.0005032285547536949,2.0822001793035974e-06,2.2842985612105034e-06,4.753074018769306e-09,4.21928007885342e-07,2.7940252125906094e-05,3.76,0.0,3.292122748238243e-05,0.5230284035087833,0.28820527268026336,0.034003819660679765,0.08662263153048112,0.7192476039204122,3.583503488036326e-08,8.349758758233477e-11,0.0007853038358444607,0.000127804636945011,0.0003756585144926204,2.987758264099623e-06,3.797262050624874e-06,0.0436564072769858,0.0034281413839072966,0.012832955418287361,0.0001030025438246621,0.005311884330317734,5.872645687662081e-06,3.446540691764903e-05,4.407341392499549e-06,1.1447687884120405e-05,0.00018589375163893722,2.3941323245399472e-05,0.0191084047441982,5.8513250836661894e-05,0.034882698630364,6.117126171997319e-11,0.07057339489528437,0.04373246623829294,5.173817241287275e-08,3.635232562731425e-05,2.5289789737971216e-09,1.659822269394832e-08,4.497467810986975e-13,1.6380541548902922e-09,1.6993423748653552e-09,3.155876963273993e-07,7.612371268436059e-14,1.2166069635733872e-07,5.164266556561318e-12,1.7294221884940768e-09,2.4378936266503024e-12,1.0167248661900995e-06,2.6537122990569877e-08,0.00048539282239662017,2.111324872369468e-09,4.699502478171784e-05,0.00529529568686423,1.7425241053823896e-07,4.356425417465705e-11,0.019905111267569425,5.373719548440673e-11,6.505647084733088e-06,1.2756065782859427e-10,0.005101428623789582,1.9958689213989873e-06,2.502633437204596e-05,1.72596700195706e-06,5.51044379686802e-05,0.0005012087751752491,0.0004455101491756744,6.671713247340656e-10,2.7385349062261415e-05,2.3597256114137683e-06,5.159454270964414e-08,9.477806984355027e-09,3.059504618726586e-08,2.2467667848337115e-05,8.137213084613468e-11,3.3685637643052646e-09,6.166636530059637e-05
7.854089172560272e-05,0.9381516216107013,0.0020456069017327286,0.0003685415768627528,0.0006831572502729288,0.18189922518636525,0.0,0.0,0.0007245637639110826,1.845426929081328e-05,0.5257299388409944,0.03172679595991108,0.00013427379837725834,2.062040327048033e-09,2.60000876442084e-07,6.297480726355635e-06,0.005716604649600777,0.005257554257832091,0.00033887705615052625,9.041094579758827e-06,0.013362311204581947,3.971310517351955e-07,2.0922317832728465e-06,0.00022795272642074334,4.814187720177933e-07,0.01771364558100758,4.037240242960385e-06,0.0024882796331450554,0.000503496604485169,2.08627363748201e-06,2.2884640503191574e-06,4.76362083639608e-09,4.2231491696619854e-07,2.8017486713605362e-05,3.76,0.0,3.2810310327764495e-05,0.5219327877691834,0.2888930431220288,0.0340195327712826,0.08611942815183843,0.7199232535667249,3.5626871275447796e-08,8.30159590275218e-11,0.0007836588193506311,0.0001276311066819368,0.0003741962218893499,2.973821436620495e-06,3.792693793203948e-06,0.04352169613059195,0.0033940434573777054,0.012814997212625233,0.00010283242196468034,0.005305161465299742,5.8575927215760245e-06,3.447538038401944e-05,4.396040716445928e-06,1.1449327524438977e-05,0.00018578081637859412,2.391243032059611e-05,0.019057391218536193,5.8349051567073724e-05,0.03487520887343589,6.074767406795645e-11,0.07064918442995889,0.04388028126976171,5.1424452041049516e-08,3.620764289910891e-05,2.5132273020584654e-09,1.651427957006887e-08,4.474722620492654e-13,1.6304023804555543e-09,1.693951608726824e-09,3.1458476517500794e-07,7.573873098061996e-14,1.2174825037361312e-07,5.168851498196443e-12,1.72563195707284e-09,2.4400611314467632e-12,1.0178185609386358e-06,2.6276846295324772e-08,0.0004855141863628544,2.1088724691913073e-09,4.691309257031563e-05,0.005295252444001348,1.738573866124455e-07,4.346494240061597e-11,0.01984797029555207,5.359667861795923e-11,6.514146855837548e-06,1.2743872817368928e-10,0.005100444845241403,1.999380132356347e-06,2.5062335872408013e-05,1.7286688146422507e-06,5.5152116882734445e-05,0.0005004823293773492,0.0004456044845438071,6.662412199929938e-10,2.7392534112870808e-05,2.3539029403709743e-06,5.146719873565619e-08,9.470594107856034e-09,3.057276389397731e-08,2.2302586127225447e-05,8.128666271455983e-11,3.3531006572422055e-09,6.173730460492566e-05
7.882537004063258e-05,0.9383042185960562,0.0020526394858829075,0.0003687701387680911,0.0006848617006368519,0.18198290506593498,0.0,0.0,0.0007225769566047424,1.8374029377750145e-05,0.5269922585568797,0.03184134824100647,0.000134196557927201,2.0830865101490952e-09,2.612440579816569e-07,6.317465891928958e-06,0.005721035162845677,0.005245638232548033,0.00033921167604547894,9.054766682709305e-06,0.013371582001562458,3.98529717508555e-07,2.099841861673091e-06,0.0002282477591768393,4.805907070999473e-07,0.017601355027190683,4.055364995377797e-06,0.0024929271988342393,0.0005037537373966244,2.090338010802927e-06,2.2926667562784034e-06,4.774190245452555e-09,4.227031895088915e-07,2.8094394145945258e-05,3.76,0.0,3.269944455503768e-05,0.5208384387834126,0.28958025797571646,0.03403444029080877,0.08561832189475524,0.7205981624716161,3.541957521282309e-08,8.253634864852312e-11,0.0007820157048584318,0.00012745812392281683,0.00037274040791633394,2.9600566607317502e-06,3.788155782928449e-06,0.04338694681734252,0.003360391723345233,0.01279699831508277,0.00010266290526663172,0.005298476754552999,5.842585144313611e-06,3.448505547397337e-05,4.384774119434214e-06,1.1450968052263205e-05,0.00018566926478324032,2.388391064580337e-05,0.0190062703129301,5.8185617065552e-05,0.03486752145583748,6.032911108042748e-11,0.07072437444105618,0.04402797957591724,5.111203734269925e-08,3.606359882557794e-05,2.4975741535669246e-09,1.643082092961693e-08,4.4521087045499693e-13,1.6228067003034323e-09,1.6885955254001554e-09,3.13584896763567e-07,7.535597120041947e-14,1.218380732059663e-07,5.173532938379401e-12,1.7218478026939791e-09,2.442274205396475e-12,1.0189036118344545e-06,2.6019953435771918e-08,0.00048563397898940963,2.1064593483704587e-09,4.683128075496155e-05,0.005295169684958725,1.734616932070204e-07,4.336695565992078e-11,0.019790600973076146,5.34562460233076e-11,6.5226118581384785e-06,1.2731581807856655e-10,0.0050993261737213675,2.002922582445409e-06,2.5098492398929304e-05,1.7313619411095266e-06,5.5199569042029186e-05,0.0004997569803040973,0.00044569030675383533,6.653081332312037e-10,2.7399407482775115e-05,2.3480775073823675e-06,5.13397945811666e-08,9.463387473215648e-09,3.055050280425813e-08,2.2138462499035926e-05,8.120127640300718e-11,3.3377258227972574e-09,6.180736812170882e-05
7.910984835566244e-05,0.9384564685785314,0.0020597178745993027,0.00036900342757947553,0.0006865774265711616,0.1820661963610611,0.0,0.0,0.0007205992246560959,1.8294272376761202e-05,0.5282517890925859,0.03195609908458507,0.00013412026725175387,2.104422973340515e-09,2.6249932682020653e-07,6.337638937101619e-06,0.00572543838435255,0.005233725042627931,0.00033954771483738156,9.06847762984263e-06,0.013380738202605602,3.999287451510167e-07,2.1075047572538536e-06,0.00022854154392384706,4.797646317175109e-07,0.017489525607784256,4.073554182836232e-06,0.0024975361441820446,0.0005039999580506069,2.09439343927315e-06,2.296907235359973e-06,4.784782512281411e-09,4.2309285358229956e-07,2.8170971322163668e-05,3.76,0.0,3.2588626583941965e-05,0.5197453451875872,0.2902669209030168,0.03404854337030108,0.08511930289879736,0.7212723392748811,3.521314261355546e-08,8.205874708573213e-11,0.0007803744753055699,0.00012728569121239335,0.00037129103880486686,2.9464622898310583e-06,3.7836481729641237e-06,0.04325216134577233,0.0033271801337826905,0.012778958748035203,0.00010249399443374475,0.005291830272745299,5.827622875424638e-06,3.449443425937112e-05,4.37354154108016e-06,1.145261029882174e-05,0.00018555910090796603,2.3855762361302008e-05,0.01895504221742435,5.80229441782243e-05,0.03485963759450094,5.991551047446689e-11,0.07079896679044521,0.044175562082519305,5.080093230027679e-08,3.592019034846342e-05,2.4820188417232148e-09,1.6347843470101725e-08,4.4296251683627656e-13,1.615266676065478e-09,1.6832739395286296e-09,3.125880985336058e-07,7.497541819910501e-14,1.2193018688629938e-07,5.178311832829737e-12,1.7180697970835789e-09,2.4445333115391677e-12,1.0199800458034981e-06,2.5766398563321606e-08,0.0004857522248183846,2.1040848546763034e-09,4.6749590942688733e-05,0.0052950472575617365,1.7306532924060055e-07,4.327029665036414e-11,0.019733006040285862,5.3315897426115966e-11,6.5310421318068805e-06,1.2719193112342045e-10,0.0050980726758287145,2.006496630443237e-06,2.5134807427291948e-05,1.734046387900785e-06,5.524679539032267e-05,0.0004990327191978322,0.00044576763323183363,6.643720817070174e-10,2.740596874459627e-05,2.3422494144085546e-06,5.121233247080314e-08,9.45618783306125e-09,3.052826537853464e-08,2.1975295783823184e-05,8.111597756125366e-11,3.3224386830321003e-09,6.187655548451464e-05
7.93943266706923e-05,0.9386083734881607,0.0020668425848999654,0.0003692414831330431,0.0006883045633365344,0.1821491003448276,0.0,0.0,0.0007186305203806964,1.8214995247984407e-05,0.5295085427665351,0.03207105069325014,0.0001340449352069214,2.1260555223458858e-09,2.6376687029747984e-07,6.358002246637264e-06,0.005729814531886806,0.005221814818955588,0.0003398852120445957,9.08222851780966e-06,0.013389780181203553,4.0132814334244605e-07,2.115221248758223e-06,0.00022883407773670775,4.78940567631174e-07,0.017378158514081973,4.091808333791247e-06,0.0025021062599801507,0.0005042352711372766,2.0984400633803397e-06,2.3011860487826067e-06,4.795397907027075e-09,4.2348393757130294e-07,2.8247215138756733e-05,3.76,0.0,3.247785310392085e-05,0.5186534955643585,0.29095303560697555,0.03406184317111732,0.08462236135874524,0.7219457926043809,3.500756942155657e-08,8.158314503454574e-11,0.0007787351135494817,0.00012711381121549028,0.0003698480811056186,2.933036704786424e-06,3.7791711204702676e-06,0.04311734168913053,0.003294402723859159,0.01276087852953849,0.00010232569025758973,0.005285222097944014,5.812705851978726e-06,3.4503518796354216e-05,4.362342934274695e-06,1.1454255111932067e-05,0.00018545032900947985,2.3827983664052238e-05,0.01890370710225983,5.7861029801385366e-05,0.03485155848186792,5.950681111789362e-11,0.07087296329835406,0.04432302972795731,5.049114068160251e-08,3.577741443545991e-05,2.466560683988183e-09,1.6265343915184693e-08,4.4072711241712607e-13,1.6077818742635065e-09,1.6779866686760165e-09,3.1159437774255164e-07,7.459705695052762e-14,1.2202461426765782e-07,5.183189197491938e-12,1.7142980137937307e-09,2.4468389324032833e-12,1.021047889171009e-06,2.5516136459984937e-08,0.0004858689479223015,2.101748344834445e-09,4.666802472702755e-05,0.005294885005188464,1.7266829345263066e-07,4.3174968181770817e-11,0.01967518820858148,5.3175632497680495e-11,6.539437715506721e-06,1.270670708045141e-10,0.005096684420301483,2.010102639397426e-06,2.5171284452457286e-05,1.7367221612775819e-06,5.5293796844580114e-05,0.0004983095370436907,0.00044583648082935324,6.634330820663788e-10,2.74122174892616e-05,2.336418760423296e-06,5.108481456391608e-08,9.448995950191483e-09,3.050605411015031e-08,2.1813084666678368e-05,8.103077190903214e-11,3.3072386682745826e-09,6.1944866259766e-05
7.967880498572217e-05,0.9387599352487545,0.0020740141420779535,0.00036948434556496103,0.0006900432480343588,0.1822316182776844,0.0,0.0,0.000716670796180854,1.8136194966937543e-05,0.5307625319422936,0.03218620528743994,0.00013397057057337714,2.1479894011838203e-09,2.6504686993260904e-07,6.378558121369465e-06,0.0057341638209806095,0.005209907690703084,0.00034022420684134806,9.096020446716215e-06,0.013398708307008182,4.0272792161606653e-07,2.1229921233184384e-06,0.00022912535783185865,4.781185361794939e-07,0.017267254888183953,4.110127992089581e-06,0.002506637337215318,0.0005044596814131416,2.102478024360588e-06,2.3055037614276125e-06,4.80603670315017e-09,4.238764694055418e-07,2.8323122490018233e-05,3.76,0.0,3.236712097357513e-05,0.5175628784630919,0.2916386058159843,0.03407434086096431,0.08412748750763628,0.7226185310800203,3.480285159656136e-08,8.110953322787699e-11,0.0007770976023976218,0.00012694248636930362,0.00036841150101370336,2.919778291420754e-06,3.7747247741888497e-06,0.04298248979844994,0.003262053582680259,0.012742757674306597,0.00010215799334055152,0.005278652310205805,5.797833980105507e-06,3.45123111306503e-05,4.3511782286182275e-06,1.1455903312704096e-05,0.00018534295328750185,2.380057275771456e-05,0.018852265125376536,5.769987079287938e-05,0.034843285294254296,5.910295194035823e-11,0.0709463657577568,0.04447038345885186,5.018266612194749e-08,3.563526799889105e-05,2.451198996314399e-09,1.6183318985273342e-08,4.3850456832834106e-13,1.600351859540382e-09,1.6727335283799429e-09,3.1060374146314566e-07,7.422087241216377e-14,1.2212137734057303e-07,5.188166035314513e-12,1.7105325169313348e-09,2.449191535028767e-12,1.0221071678697108e-06,2.5269122316596972e-08,0.0004859841720704343,2.0994491812859018e-09,4.658658368274217e-05,0.005294682767594325,1.7227058457204428e-07,4.3080973058603834e-11,0.019617150171113002,5.303545089552484e-11,6.547798648538977e-06,1.269412406007077e-10,0.005095161477244416,2.013740977253336e-06,2.520792698465688e-05,1.7393892676921383e-06,5.534057431348798e-05,0.00049758742463455,0.0004458968660180151,6.62491150787197e-10,2.7418153318635457e-05,2.330585642862758e-06,5.095724298733466e-08,9.44181256373591e-09,3.048387141791703e-08,2.1651827749698984e-05,8.094566497383205e-11,3.2921251982094873e-09,6.201229996722821e-05
7.996328330075203e-05,0.9389111557896457,0.0020812330785169655,0.00036973205566515917,0.0006917936195023221,0.18231375140336734,0.0,0.0,0.0007147200048824541,1.8057868537526964e-05,0.5320137690537142,0.03230156511428667,0.00013389718224380968,2.170229664645854e-09,2.663395199263124e-07,6.399309065288256e-06,0.0057384864655989146,0.005198003784340727,0.00034056473816238805,9.109854519711606e-06,0.013407522943944086,4.0412809020397915e-07,2.130818179753003e-06,0.0002294153816392192,4.772985585208853e-07,0.017156815798034523,4.128513708503346e-06,0.0025111291672123216,0.000504673193727046,2.106507463777131e-06,2.309860942556376e-06,4.816699178169903e-09,4.242704772499854e-07,2.8398690267112113e-05,3.76,0.0,3.225642728875317e-05,0.5164734823802283,0.29232363529879046,0.034086037616807854,0.08363467163229867,0.7232905633114415,3.459898512055774e-08,8.063790245019345e-11,0.0007754619245779826,0.00012677171904876215,0.00036698126512759506,2.9066854387780806e-06,3.7703092825892526e-06,0.042847607590225115,0.003230126879599843,0.012724596192719654,0.00010199090427453826,0.00527212099275725,5.7830071700721044e-06,3.45208132928265e-05,4.340047356777396e-06,1.1457555731914585e-05,0.00018523697806934264,2.3773527878872664e-05,0.01880071642596781,5.7539464079152954e-05,0.03483481918413668,5.870387259971503e-11,0.07101917592111393,0.04461762423419913,4.9875512052548176e-08,3.5493747997377295e-05,2.4359331075501453e-09,1.610176546231979e-08,4.3629479738278443e-13,1.5929762093274284e-09,1.6675143402774733e-09,3.096161966022609e-07,7.384684982790879e-14,1.2222049705895055e-07,5.19324329312681e-12,1.7067733767127361e-09,2.4515915634219705e-12,1.0231579072479686e-06,2.5025311932222258e-08,0.000486097920585371,2.097186741197669e-09,4.6505269371152455e-05,0.005294440380173863,1.71872201156387e-07,4.298831425297343e-11,0.019558894593191906,5.2895352220447115e-11,6.556124968494364e-06,1.2681444388631763e-10,0.005093503918798482,2.017412016433529e-06,2.5244738541854562e-05,1.7420477131860849e-06,5.5387128687161e-05,0.0004968663725058791,0.0004459488047016485,6.615463036747506e-10,2.7423775850835696e-05,2.3247501561324795e-06,5.0829619800588305e-08,9.434638413061305e-09,3.0461719721444045e-08,2.1491523508460233e-05,8.086066228636226e-11,3.2770977076311757e-09,6.207885606134177e-05
