Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925)
5.615412263972947e-20,0.8953565595297497,2.9739062918390756e-22,1.1499539243699753e-22,1.381977639308993e-30,2.097924709539727e-34,0.0,0.0,1.1110501436809398e-17,3.426801808401166e-33,1.4602077474456799e-44,5.9287353017658604e-46,2.8041376711657787e-51,1.2440526681294632e-56,1.1388688610081898e-38,5.811863725147285e-33,3.0599590006800832e-30,2.543903978049567e-45,4.193648994505374e-53,3.5228000576400503e-50,3.54680360186362e-30,3.718944680051881e-47,1.9496095208691644e-21,1.989961661280419e-59,6.087742113580434e-46,1.557107004520378e-48,7.864777953791328e-46,5.694521418719483e-57,2.365676839131426e-73,2.821212377921267e-73,1.3388081657331502e-59,2.1775243775494537e-65,8.820101501826624e-59,1.5173756937961948e-88,3.76,0.0,0.7505759689198664,0.9999999999995968,3.0113110360035226e-43,1.227969772693422e-43,3.6521263999972943e-14,3.6521263999972956e-14,4.065769116732596e-30,7.15986460832316e-33,4.033146649251281e-13,5.546774268460139e-34,5.580041307742863e-35,1.1110798827305074e-17,2.4111747897868576e-29,4.512252648348369e-38,5.372830506527677e-29,2.200030000680586e-15,1.7385566515172484e-33,1.3815159145013844e-30,2.522682880296864e-30,4.415887003739275e-34,4.91761635227091e-31,1.877516811646677e-30,2.1765564944321573e-57,4.113130028423885e-48,1.9496095208903857e-21,2.6172833326671445e-69,3.059959065351201e-30,6.442116916553568e-33,2.46541976459786e-43,5.139518922435077e-60,1.6920369575930727e-56,1.1626354742167917e-45,2.1102644569679047e-60,7.889739406368188e-84,7.214953697593849e-88,7.835495882050466e-87,5.999098317929487e-75,5.00491313036047e-57,3.3316740092417814e-88,1.419918287018519e-44,4.1536969882706144e-51,3.705966951020444e-45,7.114121896038137e-50,1.5656202046574396e-59
1.123570325276255e-19,0.8953565595297559,5.950397419638284e-22,2.3009069399093897e-22,5.531512094916384e-30,8.397167490369594e-34,0.0,0.0,2.22306557853727e-17,1.3716137736849217e-32,1.1690540667790852e-43,4.7465931727672685e-45,2.245015245928421e-50,9.95998572001565e-56,4.558443423015118e-38,2.3262601054446267e-32,1.224781048595231e-29,2.0366699849583567e-44,3.357469117856168e-52,2.82038205935979e-49,1.4196457644401686e-29,2.9774170216164276e-46,3.9009128814493006e-21,3.186531387937733e-58,4.873895298637609e-45,1.2469484729702007e-47,6.298188722915225e-45,9.12183751800887e-56,7.582035669556976e-72,9.041968354491919e-72,2.143837404276922e-58,3.487823328538974e-64,1.4127947341161556e-57,9.726597487262828e-87,3.76,0.0,0.7505759689198288,0.9999999999991931,2.4108798348344716e-42,9.831224763417209e-43,7.307425802948294e-14,7.307425802948298e-14,1.627367216638279e-29,2.865811757858665e-32,8.069797334833926e-13,2.2201552384811165e-33,2.2334707240252534e-34,2.2231250824580283e-17,9.650982861683298e-29,1.8309567375441771e-37,2.150532402637217e-28,4.401971408833377e-15,6.958757415459488e-33,5.529663992382733e-30,1.0097305822265775e-29,1.7675056150310184e-33,1.9683281086544443e-30,7.514960196505272e-30,1.941187619412457e-56,3.2930049818744083e-47,3.900912881534241e-21,4.275640023204554e-68,1.2247810744805818e-29,2.5785256306486367e-32,1.9738348924326338e-42,8.232800104658431e-59,2.7104097193282146e-55,9.310188961774027e-45,3.3799644526056243e-59,2.577080649975532e-82,2.356670684090057e-86,2.5593627089579116e-85,1.0669896528211389e-73,4.0585394620725564e-56,1.0882479355107355e-86,1.1367980006497218e-43,3.325483216275751e-50,2.9670269472855077e-44,5.695623207346618e-49,2.5070321809846086e-58
2.2476285230341757e-19,0.895356559529768,1.1903382908347203e-21,4.602812971018613e-22,2.2133253507922073e-29,3.359961820307897e-33,0.0,0.0,4.4470964482478296e-17,5.48824170441271e-32,9.355985528191195e-43,3.7987171351466957e-44,1.796694619942737e-49,7.971015622474236e-55,1.8239711348181666e-37,9.308070515781287e-32,4.900719545520723e-29,1.6299549735426654e-43,2.686995704301623e-51,2.2571628191709886e-48,5.680432232001627e-29,2.382838515106576e-45,7.803519602574265e-21,5.100525439472022e-57,3.9005975151057077e-44,9.980641729982445e-47,5.041098765929314e-44,1.46034281872215e-54,2.4281521539267156e-70,2.8956859366599672e-70,3.431536014353136e-57,5.583546513242419e-63,2.261735137884729e-56,6.229952428634973e-85,3.76,0.0,0.7505759689197534,0.9999999999983857,1.929436583474478e-41,7.867967720557784e-42,1.461802460884955e-13,1.4618024608849574e-13,6.51158860998809e-29,1.1466979923810332e-31,1.6143098703830112e-12,8.883512840078173e-33,8.936792128001559e-34,4.4472154818630905e-17,3.861650243153835e-28,7.52531471294736e-37,8.60493080861284e-28,8.805854225138508e-15,2.7844093863098766e-32,2.2125858690413285e-29,4.040237563702171e-29,7.072324744160064e-33,7.875876300216353e-30,3.006962947414885e-29,1.8714511719165198e-55,2.635404796925788e-46,7.803519602914136e-21,7.111328953845489e-67,4.9007196490962443e-29,1.0317461207016964e-31,1.5796678026505354e-41,1.318014104888625e-57,4.3391776721522746e-54,7.451794992028455e-44,5.410777774520054e-58,8.567763552768829e-81,7.834988475141781e-85,8.508858477191886e-84,2.04834419460347e-72,3.330601598206144e-55,3.6179896027503097e-85,9.09783896525204e-43,2.6613972553664436e-49,2.374523297740592e-43,4.558229581791581e-48,4.0128841866176335e-57
4.495744918550017e-19,0.8953565595297928,2.380936681820706e-21,9.206625033358624e-22,8.854742634158065e-29,1.3442043497875902e-32,0.0,0.0,8.895158187660535e-17,2.195654054600552e-31,7.48620992385812e-42,3.039550882657762e-43,1.4376288642980993e-48,6.378023579502449e-54,7.297072244827655e-37,3.7238343113812843e-31,1.9606069338568144e-28,1.3042116259668725e-42,2.1500048226137405e-50,1.8060731972843204e-47,2.2725427803338532e-28,1.9066328485641463e-44,1.5608733044682958e-20,8.162501291885715e-56,3.121070649090178e-43,7.986535456342913e-46,4.033898376524298e-43,2.3372277849604776e-53,7.773129335794473e-69,9.269806190105002e-69,5.491574835287897e-56,8.936098467086372e-62,3.61978737860623e-55,3.988747848242283e-83,3.76,0.0,0.7505759689196028,0.999999999996771,1.543842415668681e-40,6.295569595701994e-41,2.9239222220649106e-13,2.923922222064919e-13,2.605059452759658e-28,4.58753865417093e-31,3.2289701433146074e-12,3.553983595676776e-32,3.5752987814041916e-33,8.895396280473291e-17,1.5449115526226541e-27,3.1699241000750537e-36,3.442532642801025e-27,1.7613619857746974e-14,1.1139450643726473e-31,8.851784225545616e-29,1.6163581097959462e-28,2.829390420880139e-32,3.1508633659582486e-29,1.2029809805677954e-28,2.0061996582108492e-54,2.1087242476508503e-45,1.5608733046042668e-20,1.2234093249396103e-65,1.960606975294088e-28,4.127656314935149e-31,1.2639742488670149e-40,2.1094356391116787e-56,6.944702631224501e-53,5.9628938726209865e-43,8.659512794595916e-57,2.944946118232703e-79,2.6930737236120243e-83,2.924699028630351e-82,4.36773009424527e-71,2.7970708834156776e-54,1.2435899249667944e-83,7.279653450202953e-42,2.129522163760417e-48,1.8999794110661934e-42,3.647276219473905e-47,6.4219211818118055e-56
8.9919777095817e-19,0.8953565595298415,4.7621386367694835e-21,1.841424915852493e-21,3.5421853204335564e-28,5.377261678996675e-32,0.0,0.0,1.7791281666452319e-16,8.783331014961635e-31,5.989536600337387e-41,2.431871620519733e-42,1.1502125956192227e-47,5.10290335463296e-53,2.9190664600872203e-36,1.4896549541491542e-30,7.843066011914677e-28,1.0434683701895188e-41,1.7201671919022647e-49,1.444995749258104e-46,9.090910949085722e-28,1.5254511089093914e-43,3.1219159928335414e-20,1.3061330702762553e-54,2.4970935992374952e-42,6.390037292931564e-45,3.227526496485486e-42,3.740107964431347e-52,2.4878882790500334e-67,2.966915890854061e-67,8.787413617091869e-55,1.4299697077073977e-60,5.792468855096423e-54,2.553303785981793e-81,3.76,0.0,0.7505759689193015,0.9999999999935416,1.2351912046325687e-39,5.036933895189617e-40,5.848161744423638e-13,5.848161744423673e-13,1.0421085886428729e-27,1.8351648090868777e-30,6.458290685707234e-12,1.4217091384563365e-31,1.4302359076399586e-32,1.7791757876894016e-16,6.180149155819349e-27,1.39552976657048e-35,1.3771251289194386e-26,3.522915112295668e-14,4.456142903000923e-31,3.5410018606075193e-28,6.465958644352942e-28,1.1318482802060735e-31,1.2604479226259227e-28,4.812315552965191e-28,2.419196422814183e-53,1.687139579250169e-44,3.121915993377469e-20,2.2306433576594523e-64,7.843066177679826e-28,1.651196901609787e-30,1.0112754120206493e-39,3.375587559834679e-55,1.1113139151674622e-51,4.770898317868525e-42,1.3857035402558149e-55,1.0721108367309088e-77,9.804164173931934e-82,1.064739861516694e-80,1.0476513848866078e-69,2.4492229546235752e-53,4.527302642570058e-82,5.824275728236963e-41,1.7037794922820277e-47,1.520127853135416e-41,2.9180980263054617e-46,1.0276119207416126e-54
1.7984443291645068e-18,0.8953565595299394,9.524563238574271e-21,3.682949741080263e-21,1.4169317836156872e-27,2.1509975349676994e-31,0.0,0.0,3.5583528623901333e-16,3.513475370375486e-30,4.7918567568915386e-40,1.945589698967064e-41,9.202142407850136e-47,4.082516501137977e-52,1.1676741014603026e-35,5.9588622840212954e-30,3.1373540643982334e-27,8.348143260025955e-41,1.3761991108495053e-48,1.1560514789040049e-45,3.636512350451852e-27,1.2204188222374396e-42,6.24400136933806e-20,2.0899192096606114e-53,1.9977697161811206e-41,5.112353425493055e-44,2.5821843252524687e-41,5.984607583819984e-51,7.962021599258422e-66,9.495055600922233e-66,1.4060576934393479e-53,2.2881067111273652e-59,9.268597456730563e-53,1.6342760925225282e-79,3.76,0.0,0.7505759689186988,0.9999999999870828,9.881998750739188e-39,4.029738413565111e-39,1.1696640789136354e-12,1.1696640789136498e-12,4.1686039736626955e-27,7.34095794064951e-30,1.2916931756610227e-11,5.6870679625735e-31,5.72117643499574e-32,3.558448106653673e-16,2.47216025400731e-26,6.602043140937673e-35,5.50872466683199e-26,7.04602136533473e-14,1.7825296928752977e-30,1.416458380366446e-27,2.58648870177538e-27,4.527577356302348e-31,5.041996848401872e-28,1.9250045497947402e-27,3.238045738076434e-52,1.349775739233039e-43,6.244001371513858e-20,4.442655480674167e-63,3.1373541307090432e-27,6.60505636440598e-30,8.09058736793777e-39,5.401332557312896e-54,1.7782314678177863e-50,3.816951952926482e-41,2.217270866501796e-54,4.260439126727481e-76,3.8960565647364034e-80,4.231147758649786e-79,2.7923633590254647e-68,2.2976534846663787e-52,1.7990954513828365e-80,4.6596417781195985e-40,1.363088302122162e-46,1.2161600148499251e-40,2.3345892464772457e-45,1.6442627036105053e-53
3.59693744557718e-18,0.8953565595301352,1.9049495209812797e-20,7.365999392313843e-21,5.667842447683085e-27,8.604207903992821e-31,0.0,0.0,7.116802253826119e-16,1.4054187415283342e-29,3.8335763985469856e-39,1.5565087721583857e-40,7.361896352652636e-46,3.2660907470226665e-51,4.670791468803562e-35,2.3835934076354056e-29,1.2549671579719272e-26,6.678673131145697e-40,1.100985464810891e-47,9.248631354991713e-45,1.454634534870293e-26,9.763582324407013e-42,1.24881721214432e-19,3.343955775034807e-52,1.5982537082581374e-40,4.0900121812094696e-43,2.0658127134300535e-40,9.575720015581664e-50,2.547971574633194e-64,3.0385657590942097e-64,2.2497495224027246e-52,3.6610949024335114e-58,1.4830273781081553e-51,1.0459884360276825e-77,3.76,0.0,0.7505759689174936,0.9999999999741651,7.905786651447194e-38,3.223867251453234e-38,2.3393598878542847e-12,2.3393598878543425e-12,1.6674755122662846e-26,2.9364429172473765e-29,2.583421384288717e-11,2.2748734677130244e-30,2.2885171405068315e-31,7.11699274330272e-16,9.88884219522761e-26,3.456645122910272e-34,2.2035346974219244e-25,1.4092233871401322e-13,7.130263837356451e-30,5.6659487957123495e-27,1.0346165292942086e-26,1.811067794440932e-30,2.016839770157403e-27,7.700174856632798e-27,4.6747023016267896e-51,1.0798462223382701e-42,1.2488172130146568e-19,9.903390751012044e-62,1.2549671844984323e-26,2.642076296013555e-29,6.472623526444393e-38,8.64244607264878e-53,2.8452737080033864e-49,3.053654879279813e-40,3.54774954381752e-53,1.8942465160813557e-74,1.7322372997524803e-78,1.881223192169837e-77,8.039300633507798e-67,2.379270628668736e-51,7.999011798122804e-79,3.7278018974483625e-39,1.0904965262372962e-45,9.729511047055302e-40,1.8677157272959525e-44,2.6308872318530534e-52
7.193923678402527e-18,0.8953565595305267,3.809969022280588e-20,1.473209869789317e-20,2.2671600421489656e-26,3.441752342147295e-30,0.0,0.0,1.423370103648282e-15,5.62173215330622e-29,3.0668975164654725e-38,1.2452219046821652e-39,5.889599276880821e-45,2.612903643788258e-50,1.8683356214189183e-34,9.53447061688783e-29,5.0199196954205275e-26,5.343001914193725e-39,8.807988944445854e-47,7.398992894521662e-44,5.81859732938063e-26,7.810958559173213e-41,2.4976513622037906e-19,5.350397270069086e-51,1.2786181402684368e-39,3.2720615227326197e-42,1.6526762724532106e-39,1.5321430318657798e-48,8.153708500799126e-63,9.723647176504589e-63,3.5996450048086454e-51,5.857851232319871e-57,2.3728852337137607e-50,6.694491550028797e-76,3.76,0.0,0.750575968915083,0.9999999999483299,6.324704383099792e-37,2.5791244091595424e-37,4.6787515057280045e-12,4.6787515057282355e-12,6.669969882303696e-26,1.1745891144537212e-28,5.1668777793324885e-11,9.099586437923765e-30,9.154161734213109e-31,1.423408201148284e-15,3.9555771080949675e-25,2.035298061645906e-33,8.814228449145543e-25,2.818465888348839e-13,2.852134548310206e-29,2.2664025732975042e-26,4.1385082099395885e-26,7.244344915607138e-30,8.067441130845732e-27,3.080101272380852e-26,7.074572557244074e-50,8.638872302830182e-42,2.4976513656851743e-19,2.4789510226683616e-60,5.0199198015407596e-26,1.056841266712042e-28,5.178160273665837e-37,1.3828164902396353e-51,4.552520597846842e-48,2.4429612222426612e-39,5.6764921709829766e-52,9.459239910405161e-73,8.650219512781527e-77,9.394205726890092e-76,2.4291687856759737e-65,2.7692161171343506e-50,3.994441626079504e-77,2.9822768994169145e-38,8.724075757915154e-45,7.783701198536221e-39,1.4941903121306852e-43,4.209473095548209e-51
1.438789614405322e-17,0.8953565595313099,7.620140453085789e-20,2.94642973215005e-20,9.06868629676367e-26,1.376735274931444e-29,0.0,0.0,2.846749860093514e-15,2.248704298754028e-28,2.453532572206187e-37,9.961836090701766e-39,4.711727056837116e-44,2.090335377279349e-49,7.4733807227266445e-34,3.8138076420540055e-28,2.0079780898426404e-25,4.274426893924072e-38,7.046434078279934e-46,5.919229439826335e-43,2.3274507697796284e-25,6.248803927136197e-40,4.9953196608765e-19,8.560690047877562e-50,1.0229005806544824e-38,2.6176699304885006e-41,1.3221514587577354e-38,2.451451109224491e-47,2.6092186321632284e-61,3.1116049729779055e-61,5.7594686165312135e-50,9.372641659014303e-56,3.796649517021267e-49,4.2845275681437435e-74,3.76,0.0,0.7505759689102619,0.9999999998966593,5.0597935324131e-36,2.0633117695646605e-36,9.35753474144513e-12,9.357534741446057e-12,2.668001509255346e-25,4.698380347037992e-28,1.0333790480573564e-10,3.6398530893706185e-29,3.661683358877156e-30,2.8468260527371155e-15,1.5822388843194566e-24,1.3362267758150335e-32,3.5257093094547895e-24,5.636950890747805e-13,1.1408596219740914e-28,9.065656403084657e-26,1.6554116987417904e-25,2.89775274055511e-29,3.226992852768428e-26,1.232046773292236e-25,1.0995349415880483e-48,6.911138850503977e-41,4.995319674802107e-19,6.828399267719852e-59,2.0079781323014548e-25,4.227386548842654e-28,4.142552798264322e-36,2.2125264782841314e-50,7.284099011673242e-47,1.954383891804194e-38,9.0824617095203e-51,5.201429850494055e-71,4.756567153152425e-75,5.165668952940161e-74,7.543883822645346e-64,3.60063753855169e-49,2.1964563684778812e-75,2.3858356578186795e-37,6.979302039377127e-44,6.226997884802433e-38,1.1953593386878668e-42,6.735199769320675e-50
2.877584107535461e-17,0.895356559532876,1.5241013027523919e-19,5.892869461851012e-20,3.6274837458084073e-25,5.507173791353034e-29,0.0,0.0,5.693509372639545e-15,8.994840069466588e-28,1.962831881214651e-36,7.96949530198285e-38,3.7694243112277335e-43,1.6722733566561583e-48,2.9893600717872255e-33,1.5255269342446514e-27,8.0319327741441715e-25,3.4195516581030017e-37,5.637165763066013e-45,4.735397601212698e-42,9.309826755184358e-25,4.999057973183197e-39,9.990656252436998e-19,1.3697147581662612e-48,8.183228902026894e-38,2.094144231004844e-40,1.0577253433912167e-37,3.922339563877205e-46,9.673152290854379e-60,1.1503764134504694e-59,9.215179052498919e-49,1.4996290967282065e-54,6.074665741087406e-48,3.1084828420349316e-72,3.76,0.0,0.7505759689006196,0.9999999997933182,4.0478468378735017e-35,1.650654310893302e-35,1.871510121275812e-11,1.871510121276184e-11,1.0672033066755615e-24,1.8793569118762218e-27,2.066761552766986e-10,1.4559449391602202e-28,1.4646771011350284e-29,5.693661747726014e-15,6.3289715798355325e-24,9.521758552678153e-32,1.4102873080093668e-23,1.1273920895471948e-12,4.563450092827481e-28,3.626271782964752e-25,6.621663593944003e-25,1.1591040724334367e-28,1.2908004134517956e-25,4.928199608808302e-25,1.7333383393648165e-47,5.528927481060189e-40,9.99065630813956e-19,2.0084063256661973e-57,8.0319329440639085e-25,1.6909589041739717e-27,3.3140520674384206e-35,3.540058436549701e-49,1.1654610944293249e-45,1.5635130572620786e-37,1.453199785095446e-49,3.056116490920013e-69,2.7947359951441433e-73,3.0351050423236503e-72,2.37732943623262e-62,5.0969276789944855e-48,1.2905348363526972e-73,1.908674158559662e-36,5.583458226473907e-43,4.981613048472649e-37,9.562903014625271e-42,1.0776353872820127e-48
5.755173093795738e-17,0.8953565595360085,3.048487702772224e-19,1.1785748941171026e-19,1.4509953449050832e-24,2.203047267231251e-28,0.0,0.0,1.138702839635387e-14,3.597940602311012e-27,1.5702678340622692e-35,6.375610154242017e-37,3.0155942938331994e-42,1.3378208191278988e-47,1.1957456934714565e-32,6.1021154786704604e-27,3.2127771857203726e-24,2.7356453803182542e-36,4.509742140715748e-44,3.7883237001140014e-41,3.723935437258906e-24,3.9992523103552434e-38,1.998132941241829e-18,2.191547084602909e-47,6.546592797075823e-37,1.6753187021144233e-39,8.461819453518343e-37,6.275757477343187e-45,3.1086529021988424e-58,3.696679872112278e-58,1.4744309829143958e-47,2.399411879880477e-53,9.719486394531651e-47,2.0004254793525773e-70,3.76,0.0,0.750575968881335,0.999999999586636,3.2382822775314298e-34,1.3205254041432038e-34,3.7430234154899075e-11,3.7430234154913945e-11,4.268818566260018e-24,7.517437155283723e-27,4.133526420031911e-10,5.823787167981146e-28,5.858716116016672e-29,1.1387333104948744e-14,2.5315918087364972e-23,7.150182721223514e-31,5.641156386581595e-23,2.2547860904625067e-12,1.8253823578040156e-27,1.4505105573192815e-24,2.6486687729026816e-24,4.636422412902134e-28,5.163208136512073e-25,1.9712823361993217e-24,2.7526071892730597e-46,4.4231485408120124e-39,1.998132963522883e-18,6.144207884798868e-56,3.2127772537555913e-24,6.76384409180682e-27,2.6512455807864497e-34,5.664106343216822e-48,1.864741867351853e-44,1.2508127884491964e-36,2.325124297965808e-48,1.868618336069245e-67,1.7088009824342671e-71,1.8557711637717918e-70,7.548712303282213e-61,7.623808423907014e-47,7.89078880939864e-72,1.5269415429282067e-35,4.466773253897306e-42,3.985296287347441e-36,7.650333652319044e-41,1.7242193553671365e-47
1.1510351066316292e-16,0.8953565595422733,6.098108043349623e-19,2.3571507979484506e-19,5.803985082058469e-24,8.813594269210183e-28,0.0,0.0,2.2774066438271597e-14,1.439177155533143e-26,1.2562151984176642e-34,5.1004990338526965e-36,2.4125578186729136e-41,1.0702576878107127e-46,4.782986969125143e-32,2.4408477292771202e-26,1.2851116839838955e-23,2.188517920420034e-35,3.607800932799407e-43,3.0306612067807134e-40,1.4895751219145023e-23,3.1994042197441896e-37,3.99626756398221e-18,3.50647808419948e-46,5.2372780642003326e-36,1.3402562928715832e-38,6.76946224668314e-36,1.004122312405654e-43,9.949025849021543e-57,1.183093751404415e-56,2.3590914186048872e-46,3.839063844148644e-52,1.5551195190805895e-45,1.280530488102092e-68,3.76,0.0,0.750575968842766,0.9999999991732718,2.5906277488356438e-33,1.0564211012125046e-33,7.486050003724087e-11,7.486050003730036e-11,1.707528441300078e-23,3.0069767329872425e-26,8.26705558594451e-10,2.329516353067802e-27,2.3434881457427403e-28,2.2774675688373958e-14,1.0126373334851445e-22,5.533256048877576e-30,2.2564639744072583e-22,4.509574092175067e-12,7.30153407003843e-27,5.802045915827157e-24,1.059468156647237e-23,1.854570326386402e-27,2.065284501553534e-24,7.88513424651481e-24,4.3875841183708427e-45,3.538521448141525e-38,3.9962676531064815e-18,1.9209154838406543e-54,1.2851117112517905e-23,2.705539256407914e-26,2.120998027842144e-33,9.062580385409514e-47,2.9835899988369243e-43,1.0006511119881547e-35,3.7202023103436346e-47,1.1679807699919565e-65,1.0680868322005044e-69,1.1599506074059298e-68,2.406189088098373e-59,1.1773073148495239e-45,4.9321409387750957e-70,1.2215540618232154e-34,3.573421327756518e-41,3.1882392929991383e-35,6.120271287788094e-40,2.7587531455079424e-46
2.30207070113574e-16,0.895356559554803,1.2200738886726651e-18,4.714302637481363e-19,2.3215947807293302e-23,3.526558506879369e-27,0.0,0.0,4.5548142500063326e-14,5.756710448977388e-26,1.0049725304507878e-33,4.080412143894353e-35,1.930175921444047e-40,8.562068496305188e-46,1.9131963192776634e-31,9.763393908484825e-26,5.140448311189537e-23,1.7508149742100455e-34,2.8862490873200734e-42,2.4245298625489107e-39,5.958302381467453e-23,2.5595243223550112e-36,7.992536772439453e-18,5.610367042916552e-45,4.189823912144318e-35,1.0722055735793464e-37,5.415572472985825e-35,1.606596535132118e-42,3.183703527489679e-55,3.785917849937838e-55,3.774547677173315e-45,6.142507863702936e-51,2.488192584894646e-44,8.195455474855071e-67,3.76,0.0,0.7505759687656279,0.9999999983465433,2.0725029760583858e-32,8.451371852906918e-33,1.49721031794164e-10,1.4972103179440196e-10,6.830115369864409e-23,1.2027910428232916e-25,1.653411164330132e-09,9.318068412874473e-27,9.373957237963006e-28,4.55493603311434e-14,4.0505503509598926e-22,4.3518485193440304e-29,9.025858648099042e-22,9.01915009512793e-12,2.9206145537591e-26,2.320819102266044e-23,4.2378737649278524e-23,7.418285120726752e-27,8.261140103368274e-24,3.154054612039897e-23,7.006864588390931e-44,2.8308181936771094e-37,7.99253712893666e-18,6.074559054198029e-53,5.140448420691472e-23,1.0822159662299388e-25,1.6967990355229878e-32,1.450013667913332e-45,4.7737455040450627e-42,8.005211527575824e-35,5.952325547890219e-46,7.385683875836319e-64,6.754007871807547e-68,7.33490503673245e-67,7.684766113886272e-58,1.8496904574731053e-44,3.1188209631505774e-68,9.772434861273264e-34,2.8587382409398136e-40,2.5505922175545627e-34,4.8962185680948506e-39,4.4140067370560767e-45
3.453106295639851e-16,0.8953565595673327,1.8306759892397204e-18,7.071454508885342e-19,4.9333893844806585e-23,7.495582055602833e-27,0.0,0.0,6.832221853981136e-14,1.2233010843394428e-25,2.8735936012108637e-33,1.1667448315335145e-34,5.519327014437069e-40,2.448217320810248e-45,4.065543914641233e-31,2.0747213829688423e-25,1.0923453596156357e-22,5.006237025635142e-34,8.252883089813515e-42,6.93264073266432e-39,1.2661393744024952e-22,7.318640551917594e-36,1.1988805943873185e-17,2.0649877967577607e-44,1.1980278736164982e-34,3.1831107592370237e-37,1.6072938233225996e-34,6.125149966741849e-42,1.4074832609282892e-54,1.6755118413706317e-54,1.3892843054896258e-44,2.323836235429721e-50,9.44374235088776e-44,4.420173429327384e-66,3.76,0.0,0.7505759686884899,0.9999999975198152,5.926063775255659e-32,2.4165643543718843e-32,2.245815635433266e-10,2.245815635438324e-10,1.4513995685832416e-22,2.555931156902499e-25,2.480116542619037e-09,1.9800897287264323e-26,1.9919663804792646e-27,6.832404444983186e-14,8.607419903088369e-22,1.2388667428782062e-28,1.9179951246038737e-21,1.3528726097608537e-11,6.206306502912661e-26,4.9317410503679094e-23,9.005482285628065e-23,1.576385981416187e-26,1.7554923583864686e-23,6.702366546207547e-23,2.5779016070560325e-43,8.094371519225548e-37,1.1988806701429823e-17,2.810294144378341e-52,1.0923453829480027e-22,2.2997090250556333e-25,4.851785177982334e-32,5.528177810672312e-45,1.8199905473116934e-41,2.3645241893243797e-34,2.2435046126720067e-45,4.10139798286566e-63,3.750617311537038e-67,4.0731995398583854e-66,3.507259080120724e-57,6.780165012038548e-44,1.7319351401025427e-67,2.7943056524672436e-33,8.174205630181577e-40,7.293100048824389e-34,1.4000125843712388e-38,1.6246477321228494e-44
5.755177484648073e-16,0.895356559592392,3.053236255348273e-18,1.1785758379184294e-18,1.3639371968821494e-22,2.0734805342459415e-26,0.0,0.0,1.138703705311326e-13,3.3820680019507536e-25,1.3205969833765096e-32,5.3619522981211135e-34,2.5367906449701702e-39,1.1251107027276089e-44,1.1240043845418718e-30,5.735994805038255e-25,3.0200138488168804e-22,2.300680740696961e-33,3.7927387694750396e-41,3.1859844195218674e-38,3.500503287966744e-22,3.363375611354113e-35,1.998134413864659e-17,1.5888189526338793e-43,5.505691329001886e-34,1.4910363332690715e-36,7.527851265016633e-34,5.036932219711985e-41,2.2698199547419425e-53,2.6953075868281513e-53,1.0689270067509803e-43,1.8339967067021235e-49,7.588160684061802e-43,1.2020671066515877e-64,3.76,0.0,0.7505759685342137,0.9999999958663598,2.7233990255576677e-31,1.1105632825455267e-31,3.7430262701061e-10,3.743026270120083e-10,4.0126926892883946e-22,7.066398191454257e-25,4.133526389410242e-09,5.474366249633961e-26,5.5072035631112165e-27,1.138734105908851e-13,2.3796983725225735e-21,5.664285172612593e-28,5.302692751534966e-21,2.2547878100680713e-11,1.7158613596666024e-25,1.3634814686620596e-22,2.48975098802706e-22,4.35824564465071e-26,4.853419928237722e-23,1.8530072933291157e-22,1.9822832557674334e-42,3.719872750406748e-36,1.998134623306808e-17,3.924683879427619e-51,3.0200139137745896e-22,6.358018793760846e-25,2.2297003911316045e-31,4.546020749370177e-44,1.4966433628660532e-40,1.1048084465977282e-33,1.7646389584407858e-44,9.802781123014068e-62,8.964376947823346e-66,9.735382976315309e-65,4.562710928490101e-56,5.186594819211976e-43,4.1395098432390694e-66,1.2841588994760025e-32,3.7565618481870466e-39,3.351637777763208e-33,6.43393768473363e-38,1.2500176314611165e-43
