Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925)
1.2322546833485203e-07,0.9080724164474341,3.4796850083985074e-05,1.6050259524442605e-06,8.374681620261752e-06,3.158828246920352e-05,0.0,0.0,2.262819299199604e-05,1.2049345689707056e-08,7.994079850000883e-08,6.617154338839272e-09,3.01283203378184e-10,6.177689312834931e-17,1.408431965008763e-12,1.958739208860311e-09,2.2520393366418563e-06,4.00267924719137e-08,1.0887219155281309e-11,1.124579016625207e-11,1.2461350388270786e-05,1.0914573428672985e-10,4.968332139030832e-10,4.14774323387411e-12,7.463115845625383e-11,4.575684279979894e-08,2.95941529691238e-09,1.2746813482715188e-09,1.3710052024121516e-13,5.773681471579957e-14,3.127403713483227e-12,2.4035761877265124e-14,2.958390074635505e-10,5.092257292064356e-16,3.76,0.0,0.672332051146724,0.9969638575965515,2.390786954829282e-06,1.169541193418221e-07,0.07587647049748854,0.07590320776784708,1.7787971745468404e-07,8.683558193537768e-10,0.0030047513498457604,4.386154066021672e-07,1.6482656848421384e-07,4.601140564893371e-06,3.946746319332786e-07,2.140548760772354e-05,3.87995344212556e-05,0.004566319312723532,3.212179456233129e-07,4.762756585454404e-06,2.0193231594188204e-07,2.800099791079273e-09,4.818308305460728e-08,8.04448702990265e-08,6.584023612995805e-10,3.1212469466290387e-10,9.187294464735817e-08,3.421485254945949e-11,2.3398646447652632e-06,7.554147310685675e-11,2.699177717623334e-07,9.598235129641201e-12,1.2077223957820415e-11,2.0709802512794618e-08,1.2677586921532436e-12,6.895208823633947e-15,3.0011628407853723e-19,5.913193453515594e-18,5.712697978807738e-17,7.41626569716868e-12,6.508652352542847e-20,7.599938171152977e-11,9.688395198579692e-16,8.023211658064888e-12,1.0046253331727338e-15,9.354200051063575e-12
1.2658243586685114e-07,0.9083999866246375,3.6166241867972305e-05,1.6889260039414342e-06,8.84540750636727e-06,3.3623026687180555e-05,0.0,0.0,2.3201062850570763e-05,1.2703683084770062e-08,8.768881103486524e-08,7.141964615672317e-09,3.307338032491452e-10,6.921861341978526e-17,1.5082234090630633e-12,2.093673078385307e-09,2.3682176224993977e-06,4.4460479732845606e-08,1.2397203024441329e-11,1.2578549150797797e-11,1.3139882761837305e-05,1.1706360469819174e-10,5.027185649855424e-10,4.5244196756754564e-12,7.867193930508248e-11,5.074021170449055e-08,3.163012858447265e-09,1.3823552047330843e-09,1.5488987250648508e-13,6.425848691922234e-14,3.462678294792592e-12,2.6593204787116264e-14,3.2262882798471254e-10,5.959950952958625e-16,3.76,0.0,0.6703170371018548,0.9969627564131075,2.5993331089034395e-06,1.2555598284055842e-07,0.07782846721457355,0.07785671015618707,1.8248719633828464e-07,8.911167625111753e-10,0.0030047480363852175,4.801396632925358e-07,1.8449948194273127e-07,4.739166392283748e-06,4.058352175736235e-07,2.252502626754167e-05,4.080414650415473e-05,0.00468365607875328,3.515150667716521e-07,5.021024276030611e-06,2.0802085292013425e-07,2.9516085604513748e-09,5.0247572563841335e-08,8.290761090107732e-08,7.374578445603683e-10,3.470747446880703e-10,9.778442833102076e-08,3.899833815136875e-11,2.461229924969686e-06,7.779326088675219e-11,2.9065815337044653e-07,1.0632137802765466e-11,1.2769500116246529e-11,2.3090867228395945e-08,1.4143389249848533e-12,7.871971861584918e-15,3.4238832370672257e-19,6.876222818380314e-18,6.479183537849876e-17,7.988667284573134e-12,7.421554622020798e-20,8.121640950330799e-11,1.0372517107379028e-15,8.2682044324839e-12,1.0738493097852385e-15,1.0181670790817283e-11
1.2993940339885025e-07,0.908726597678089,3.755541585508152e-05,1.7750636145934602e-06,9.328406337704658e-06,3.573146674263427e-05,0.0,0.0,2.3771803701529173e-05,1.3374580294528732e-08,9.600763868152114e-08,7.70257147605517e-09,3.6212711672116267e-10,7.73853890316073e-17,1.6135798820390643e-12,2.236094276150759e-09,2.4878730795990202e-06,4.924915738756441e-08,1.4069008938665165e-11,1.4027587636272864e-11,1.383588423742321e-05,1.25301198513105e-10,5.090013274903106e-10,4.9275527857625975e-12,8.284098532516165e-11,5.611573257725213e-08,3.374015136907761e-09,1.4960119665710088e-09,1.7453169287630142e-13,7.135258358797575e-14,3.8260565579418745e-12,2.934249241057478e-14,3.509333385157592e-10,6.946925846404885e-16,3.76,0.0,0.6683079544721859,0.9969616392202507,2.8197607138922147e-06,1.3456833819411152e-07,0.07977458755323463,0.07980438062023064,1.8708080506755026e-07,9.138091906449293e-10,0.003004744674758904,5.243188606542703e-07,2.0590221507341692e-07,4.878697347838264e-06,4.1707038267326464e-07,2.3676008932485317e-05,4.286790151695124e-05,0.004800631880192287,3.8376620044157393e-07,5.285913866397048e-06,2.141562833445866e-07,3.1069561785162466e-09,5.236249083342461e-08,8.539784684111242e-08,8.238565839918979e-10,3.849919075352653e-10,1.0394865157576262e-07,4.4308985059452775e-11,2.5861970312205757e-06,8.006857671670518e-11,3.124702689219001e-07,1.174946098382759e-11,1.3483098829198624e-11,2.566979180692945e-08,1.5731426044463371e-12,8.957606886271935e-15,3.8934613743073267e-19,7.969917422017056e-18,7.328190785732326e-17,8.58983950939402e-12,8.435238576135554e-20,8.672184004375176e-11,1.109798071790546e-15,8.515835602951581e-12,1.14693773538631e-15,1.1058736539070493e-11
1.3329637093084937e-07,0.9090522526217054,3.896425601591421e-05,1.863468329790427e-06,9.823614069282825e-06,3.791434396812274e-05,0.0,0.0,2.4340428963393565e-05,1.4061972103938466e-08,1.0492898262217717e-07,8.300928746199045e-09,3.955352668832248e-10,8.633616071652372e-17,1.7247912967027633e-12,2.386226789306484e-09,2.6110485359786403e-06,5.441058403881975e-08,1.5915319519879394e-11,1.5599557370420725e-11,1.4549316171836675e-05,1.338607184791314e-10,5.156947070772849e-10,5.3586127041309346e-12,8.714009109328395e-11,6.190370803680245e-08,3.592442650732524e-09,1.6158278961141943e-09,1.9617611185960573e-13,7.905642322881675e-14,4.219223463738748e-12,3.2292534167717015e-14,3.807859018035224e-10,8.065870393620425e-16,3.76,0.0,0.6663047846320655,0.9969605057705003,3.0524005630958276e-06,1.4400146305064927e-07,0.08171484846839361,0.081746236440002,1.9166058366780923e-07,9.364333015313442e-10,0.0030047412642221095,5.712423199473427e-07,2.2913451447750668e-07,5.019707524451569e-06,4.283786245474851e-07,2.4858650115183758e-05,4.4991415876458105e-05,0.0049172477422475885,4.1804030850417895e-07,5.557414954660985e-06,2.20339849055798e-07,3.2661324964268173e-09,5.4528539213320013e-08,8.791511573877697e-08,9.180961340221659e-10,4.2605395139837634e-10,1.1037312420616538e-07,5.0190374834265756e-11,2.714804303541811e-06,8.236697087579259e-11,3.353861493982768e-07,1.2954904270273192e-11,1.4218259222105662e-11,2.845683152677536e-08,1.7448022367446773e-12,1.0161192746319875e-14,4.413783730667325e-19,9.208810055687766e-18,8.266643272196986e-17,9.220527165866889e-12,9.558030079958371e-20,9.252413822958528e-11,1.186612733820433e-15,8.766055956309577e-12,1.224005016446844e-15,1.1987111710056098e-11
1.3665333846284848e-07,0.9093769544581644,4.039264641226877e-05,1.9541704487998924e-06,1.0330966815603017e-05,4.017238660477468e-05,0.0,0.0,2.4906951986234938e-05,1.4765792673740997e-08,1.1448587401111776e-07,8.939047136949387e-09,4.3103177315364385e-10,9.613407795326418e-17,1.842160927382209e-12,2.544297692687036e-09,2.737786405341501e-06,5.996286631509792e-08,1.7949491163310136e-11,1.7301292428509863e-11,1.528014007256944e-05,1.427442343772162e-10,5.228119892035773e-10,5.819134417054393e-12,9.157103821766277e-11,6.812505958536889e-08,3.8183138804096944e-09,1.7419809755802712e-09,2.1998228331135412e-13,8.740898253575834e-14,4.643922054466047e-12,3.545244244179861e-14,4.12219207873447e-10,9.330451507270167e-16,3.76,0.0,0.6643075090273469,0.9969593558133205,3.297583038006631e-06,1.5386568439666495e-07,0.08364926685498446,0.08368229484239668,1.9622657202274295e-07,9.589892922469161e-10,0.0030047378040209166,6.209994015477795e-07,2.5429885474050206e-07,5.162171390338431e-06,4.3975846363103076e-07,2.6073159988243908e-05,4.717529449537584e-05,0.005033504687929662,4.544065953578138e-07,5.8355175681815925e-06,2.26572769814777e-07,3.4291275312958654e-09,5.674640520792156e-08,9.045896212705801e-08,1.0206959405854872e-09,4.704451000788953e-10,1.1706559593281888e-07,5.6688563898375916e-11,2.8470894225278754e-06,8.468800064272172e-11,3.594381850068368e-07,1.425333223561717e-11,1.4975229760899627e-11,3.146243509219449e-08,1.9299618712533584e-12,1.1492325952520397e-14,4.988957164151459e-19,1.0608734483336725e-17,9.301901448274072e-17,9.881477830459453e-12,1.0798725188441043e-19,9.863187867536287e-11,1.267830556752991e-15,9.01881706706588e-12,1.3051669793016877e-15,1.2968533798073324e-11
1.400103059948476e-07,0.9097007061789838,4.1840471295359766e-05,2.0472009592152656e-06,1.0850400928757681e-05,4.250630992789527e-05,0.0,0.0,2.5471386052258165e-05,1.5485975562407595e-08,1.247127063890446e-07,9.618994996625196e-09,4.686916543762897e-10,1.0684675713196031e-16,1.9660057997062826e-12,2.710537284403785e-09,2.8681286942169207e-06,6.592445284264859e-08,2.018557645921599e-11,1.9139807963764226e-11,1.6028317601190776e-05,1.5195369044124657e-10,5.303665737302482e-10,6.31071958079353e-12,9.613559553137255e-11,7.480134028725382e-08,4.051645416578256e-09,1.874650950267155e-09,2.4611874980299616e-13,9.645093596189296e-14,5.101953908913505e-12,3.883153500141074e-14,4.452652896716388e-10,1.075536347462884e-15,3.76,0.0,0.6623161091749451,0.9969581890951172,3.5556380957148756e-06,1.641713758822155e-07,0.0855778595482271,0.0856125730013886,2.0077880987503307e-07,9.814773591715445e-10,0.0030047342933921953,6.736794645736731e-07,2.8150041248191006e-07,5.306063784196892e-06,4.5120844316777927e-07,2.7319744450317368e-05,4.942013094833574e-05,0.0051494037380931616,4.929344709304533e-07,6.120212158911143e-06,2.328562436213744e-07,3.595931467442878e-09,5.901676267016621e-08,9.302893735895061e-08,1.1321977685727409e-09,5.183561094239968e-10,1.2403406286308268e-07,6.385216061608007e-11,2.9830894190974326e-06,8.703123019633847e-11,3.8465911981912e-07,1.5649777417242127e-11,1.5754268432774362e-11,3.469723782696408e-08,2.129276656354205e-12,1.2961136674165244e-14,5.6233156740567905e-19,1.2186917413922258e-17,1.0441782636482446e-16,1.0573441744199976e-11,1.2166604494906277e-19,1.0505375110053177e-10,1.3535873795626262e-15,9.274071285629262e-12,1.3905409544328103e-15,1.4004763170532595e-11
1.433672735268467e-07,0.9100235107645935,4.330761519635972e-05,2.142591477757298e-06,1.1381853067517911e-05,4.491681637680169e-05,0.0,0.0,2.603374437639704e-05,1.6222453747714916e-08,1.3564526756707695e-07,1.0342899095359083e-08,5.085915353624714e-10,1.1854655175264627e-16,2.0966570915446866e-12,2.885179195092481e-09,3.0021170090258826e-06,7.231412832241969e-08,2.263834708493747e-11,2.1122298901187828e-11,1.6793810576711173e-05,1.6149091237735391e-10,5.383720030841653e-10,6.835038358606316e-12,1.0083551928390382e-10,8.19547475385559e-08,4.292452095142458e-09,2.014019370012339e-09,2.747638155936417e-13,1.0622469533397144e-13,5.595179587505517e-12,4.243933738653251e-14,4.799555385389718e-10,1.2356378110441577e-15,3.76,0.0,0.6603305666623961,0.9969570053592383,3.8268952582809796e-06,1.7492895520855263e-07,0.0875006433238983,0.0875370880382359,2.0531733682700185e-07,1.0038976979917137e-09,0.003004730731563592,7.293718285415608e-07,3.1084703907836507e-07,5.451359910621478e-06,4.6272712891797786e-07,2.8598605191298804e-05,5.1726507635835405e-05,0.005264945911476867,5.336935150190775e-07,6.411489598829082e-06,2.391914470346296e-07,3.766534657642669e-09,6.134027199897206e-08,9.56245995200337e-08,1.2531661224176206e-09,5.699843415199693e-10,1.3128677410474227e-07,7.173240232460926e-11,3.122840684129532e-06,8.939623052097005e-11,4.1108204647860634e-07,1.7149443336148128e-11,1.655564292766121e-11,3.817205483093749e-08,2.343412393721577e-12,1.4578304706823756e-14,6.321427148725748e-19,1.396207569163181e-17,1.1694581683273946e-16,1.1297171697641853e-11,1.3671447448111317e-19,1.1179856464213267e-10,1.4440202300562003e-15,9.53177172725226e-12,1.4802458444601345e-15,1.5097582848665797e-11
1.4672424105884583e-07,0.9103453711844139,4.4793963009918136e-05,2.2403741967393253e-06,1.1925260258293393e-05,4.7404595688411415e-05,0.0,0.0,2.6594040106917814e-05,1.6975159647959038e-08,1.4732077096807667e-07,1.1112945434844918e-08,5.508097566372726e-10,1.3131083502366588e-16,2.2344605442651888e-12,3.06846047517414e-09,3.1397925630581833e-06,7.915100771159474e-08,2.5323317169178224e-11,2.325613857949761e-11,1.757658097891293e-05,1.7135761400450805e-10,5.468419850002682e-10,7.393831270624527e-12,1.0567255333150112e-10,8.960813591575951e-08,4.540747120607246e-09,2.1602696289665754e-09,3.061059271916661e-13,1.167744495055793e-13,6.1255190678731086e-12,4.628558525207388e-14,5.163207194645125e-10,1.4150396192471726e-15,3.76,0.0,0.6583508631474198,0.9969558043459719,4.111683603883817e-06,1.861488815769702e-07,0.08941763489859962,0.08945585702168574,2.0984219234124622e-07,1.0262505037036387e-09,0.0030047271177535383,7.881657369685517e-07,3.42449232145306e-07,5.59803533570977e-06,4.743131088788345e-07,2.9909939756703036e-05,5.40949959461647e-05,0.00538013222474285,5.767534429503449e-07,6.709341175467653e-06,2.455795354953618e-07,3.940927624373888e-09,6.371758033949085e-08,9.824551334521534e-08,1.3841886596946924e-09,6.255338366705666e-10,1.3883223845662673e-07,8.038323225497248e-11,3.2663789779883067e-06,9.178257931552578e-11,4.3874040097717426e-07,1.8757707549699916e-11,1.7379630820264554e-11,4.189787411365664e-08,2.573045091960459e-12,1.635507539825582e-14,7.088100094433481e-19,1.5954518784744955e-17,1.306909230753284e-16,1.2053422918427805e-11,1.5323546630230889e-19,1.1887525127268395e-10,1.5392675006011214e-15,9.791872261460897e-12,1.574402178557161e-15,1.6248798277703705e-11
1.5008120859084494e-07,0.9106662903969284,4.629940007122479e-05,2.3405818355952036e-06,1.2480559948744863e-05,4.997032503415366e-05,0.0,0.0,2.71522863260304e-05,1.7744025142813002e-08,1.597778864142813e-07,1.1931380078541998e-08,5.954264871676822e-10,1.4522229523986485e-16,2.3797768835528387e-12,3.26062166356439e-09,3.2811961833660544e-06,8.645453050919462e-08,2.825676713034511e-11,2.5548877345655345e-11,1.8376590951645e-05,1.815554035366552e-10,5.557904107137387e-10,7.988911056190424e-12,1.1064842932641629e-10,9.778503009202407e-08,4.796542178716288e-09,2.3135870037273846e-09,3.4034406149741223e-13,1.2814620404526268e-13,6.6949521712764545e-12,5.0380226663479384e-14,5.543909860776653e-10,1.6155500193209888e-15,3.76,0.0,0.6563769803574869,0.9969545857925484,4.410331759574391e-06,1.9784165319774796e-07,0.09132885093002302,0.09136889696817793,2.143534157412651e-07,1.0485359706163778e-09,0.0030047234511712453,8.501503228397438e-07,3.7642010585845046e-07,5.746065982824049e-06,4.859649930158372e-07,3.1253941611254395e-05,5.65261564153947e-05,0.005494963692514844,6.221840725445445e-07,7.013758587527712e-06,2.52021643650577e-07,4.119101061065818e-09,6.614932178477419e-08,1.0089125013885659e-07,1.5258765976175137e-09,6.852153831908613e-10,1.4667923118043472e-07,8.986137628283794e-11,3.4137394399404273e-06,9.418986090564692e-11,4.676679575001449e-07,2.0480124738359135e-11,1.8226519752502842e-11,4.588584971829788e-08,2.818860520429573e-12,1.8303275519526875e-14,7.928390340084478e-19,1.8186256782156392e-17,1.4574629140826246e-16,1.2842952961419205e-11,1.7133721980016452e-19,1.2629286846896538e-10,1.6394690948472863e-15,1.005432750188998e-11,1.673132155422987e-15,1.746023708810305e-11
1.5343817612284405e-07,0.9109862713497578,4.782381222713476e-05,2.4432475969178674e-06,1.3047690054771047e-05,5.261466915980154e-05,0.0,0.0,2.7708496050505813e-05,1.8528981593833306e-08,1.7305677035146115e-07,1.2800509997829765e-08,6.425238398599507e-10,1.603692443147116e-16,2.5329822490969143e-12,3.4619068408793878e-09,3.4263683175780797e-06,9.424445514496362e-08,3.145576799065365e-11,2.800824110635164e-11,1.919380280607978e-05,1.9208578952587788e-10,5.652313694998418e-10,8.622164548261876e-12,1.1576486690500158e-10,1.0650963781079011e-07,5.059847539397991e-09,2.4741586898771734e-09,3.7768812151505355e-13,1.403878209564004e-13,7.305518980303859e-12,5.473342433946295e-14,5.941958953432835e-10,1.8391008321140992e-15,3.76,0.0,0.6544089000893909,0.9969533494331425,4.723167895475111e-06,2.1001780485807585e-07,0.09323430801721311,0.09327622484204774,2.1885104621208018e-07,1.0707542923549186e-09,0.003004719731016713,9.154145758621686e-07,4.128753601942496e-07,5.895428128480796e-06,4.976814130031064e-07,3.263080020171451e-05,5.9020538885487964e-05,0.005609441327415822,6.700552923625451e-07,7.324733940583237e-06,2.5851888567861055e-07,4.301045833341989e-09,6.863611757874002e-08,1.0356138769798613e-07,1.6788651123372581e-09,7.492465850490537e-10,1.54836800848087e-07,1.0022641945144495e-10,3.5649565974687495e-06,9.661766615846777e-11,4.978988233396738e-07,2.232242982733881e-11,1.9096607616213716e-11,5.01472948485991e-08,3.081553764048368e-12,2.0435329068725298e-14,8.847607712061954e-19,2.0681114275828524e-17,1.62210504987532e-16,1.3666521601355909e-11,1.9113334948826798e-19,1.340606012527735e-10,1.7447665494404321e-15,1.031909279650938e-11,1.776559676657561e-15,1.8733748849278172e-11
1.5679514365484317e-07,0.911305316979733,4.936708590183326e-05,2.5484051265058843e-06,1.3626589001533435e-05,5.5338280527848134e-05,0.0,0.0,2.8262682232299145e-05,1.932995986462078e-08,1.8719909550101476e-07,1.3722703930082214e-08,6.921859896238613e-10,1.768459398355318e-16,2.694468632500048e-12,3.672563669857971e-09,3.575349040636628e-06,1.0254085347055302e-07,3.493820616766279e-11,3.064212984064839e-11,2.0028179023929546e-05,2.0295018648525566e-10,5.751791603680152e-10,9.295554559504849e-12,1.2102357387471054e-10,1.1580686290699595e-07,5.330672150949192e-09,2.6421738369706524e-09,4.183593396195259e-13,1.535490584260937e-13,7.959320248282895e-12,5.935555783729278e-14,6.357644219301188e-10,2.0877529884916458e-15,3.76,0.0,0.6524466042088211,0.9969520949988748,5.0505197202761875e-06,2.226879055478458e-07,0.09513402270082735,0.09517785755572727,2.2333512280085088e-07,1.0929056618632245e-09,0.003004715956480739,9.840473114285455e-07,4.519332491662246e-07,6.046098398341639e-06,5.094610219709935e-07,3.4040701018972085e-05,6.157868266058043e-05,0.005723566140104778,7.204370312134189e-07,7.642259742872915e-06,2.650723556145018e-07,4.486752980259323e-09,7.117857632065956e-08,1.0625551023815131e-07,1.8438137309543259e-09,8.178519273895297e-10,1.633142762589942e-07,1.1154088221023111e-10,3.720064375485081e-06,9.906559239954779e-11,5.294674338762338e-07,2.4290541144071178e-11,1.9990202736002497e-11,5.4693675010769745e-08,3.3618287798583513e-12,2.2764272995157145e-14,9.851322674240778e-19,2.3464850356492494e-17,1.8018781923942826e-16,1.4524890728011721e-11,2.127430258370736e-19,1.4218776371217602e-10,1.855303134144414e-15,1.0586124218195433e-11,1.8848103721919134e-15,2.0071204817163567e-11
1.6015211118684228e-07,0.9116234302129669,5.092910815747296e-05,2.6560884769763067e-06,1.4217195759109551e-05,5.814179946208248e-05,0.0,0.0,2.881485775917709e-05,2.0146890340641122e-08,2.0224807993261323e-07,1.4700393245350265e-08,7.444992938146185e-10,1.9475292100966142e-16,2.8646443228183894e-12,3.892843425250708e-09,3.7281780614613133e-06,1.1136410535184348e-07,3.8722808744973725e-11,3.345861607779799e-11,2.0879682260620695e-05,2.141499202090834e-10,5.856483015002216e-10,1.0011121779706835e-11,1.2642624640022101e-10,1.2570231836691893e-07,5.609023726296093e-09,2.8178235820160777e-09,4.625906883638685e-13,1.6768161060084253e-13,8.658517800851128e-12,6.42572256766261e-14,6.791249722318749e-10,2.3637021993921075e-15,3.76,0.0,0.6504900746499426,0.9969508222178171,5.392714477894753e-06,2.3586255614222133e-07,0.09702801146339327,0.09707381196994587,2.2780568441748233e-07,1.114990271407256e-09,0.003004712126744927,1.0561371412171967e-06,4.937145481309772e-07,6.1980537632786485e-06,5.213024942589806e-07,3.548382565941384e-05,6.420111666147677e-05,0.0058373391393127,7.733992288986563e-07,7.966328901177125e-06,2.7168312767557423e-07,4.676213715541629e-09,7.377729417044007e-08,1.0897320832119962e-07,2.0214067161669127e-09,8.912628399700983e-10,1.72121273421753e-07,1.2387029631491389e-10,3.879096105444525e-06,1.0153324333146898e-10,5.624085476279323e-07,2.6390563612336456e-11,2.0907624052120224e-11,5.953660118164812e-08,3.660397956051198e-12,2.5303772832409188e-14,1.0945372928564945e-18,2.6565284903113008e-17,1.9978840501475752e-16,1.541882424381135e-11,2.362911152523741e-19,1.506838000996418e-10,1.9712239335430534e-15,1.0855378555561822e-11,1.9980116191686645e-15,2.1474497676778626e-11
1.635090787188414e-07,0.9119406139649262,5.25097667501645e-05,2.766332074563363e-06,1.4819449873292125e-05,6.1025854294053866e-05,0.0,0.0,2.9365035455349205e-05,2.0979702948710485e-08,2.182485155511371e-07,1.573607281908252e-08,7.995524148768366e-10,2.1419735886735688e-16,3.0439343592122576e-12,4.123001014914849e-09,3.884894729540136e-06,1.2073489336111525e-07,4.28291692238897e-11,3.646594334405296e-11,2.1748275348423775e-05,2.2568623280698127e-10,5.96653537828216e-10,1.0770986684164596e-11,1.3197456918884808e-10,1.3622233941831537e-07,5.894908822079786e-09,3.001301081493723e-09,5.106272988128324e-13,1.82839147387269e-13,9.405334930149278e-12,6.944924739847857e-14,7.243053980287137e-10,2.669284760899599e-15,3.76,0.0,0.6485392934149774,0.9969495308149973,5.750078945176717e-06,2.4955238713993263e-07,0.09891629072956296,0.0989641048939295,2.322627698352275e-07,1.137008312577958e-09,0.003004708240981705,1.1317724453581296e-06,5.383425202341012e-07,6.3512715354909295e-06,5.332045251722447e-07,3.696035188559138e-05,6.688835957838848e-05,0.005950761331877763,8.290118081674946e-07,8.296934716778624e-06,2.783522565868464e-07,4.869419428806458e-09,7.643285505407815e-08,1.1171407878435355e-07,2.2123534434913397e-09,9.697177585458725e-10,1.81267702594937e-07,1.3728328033701052e-10,4.042084534363081e-06,1.0402022895366487e-10,5.967572413674126e-07,2.862879198385346e-11,2.184920130326228e-11,6.468782301358797e-08,3.977981674116177e-12,2.806813822915106e-14,1.2135869971337604e-18,3.001243150304448e-17,2.2112859965678012e-16,1.634908796387595e-11,2.6190831906949497e-19,1.5955828557813204e-10,2.0926759132142953e-15,1.1126813303972519e-11,2.11629255536675e-15,2.2945541280810092e-11
1.668660462508405e-07,0.9122568711405028,5.4108950181655136e-05,2.879170688771266e-06,1.543329149199251e-05,6.399106151114206e-05,0.0,0.0,2.9913228082102297e-05,2.182832717615115e-08,2.352467959927093e-07,1.68323019088287e-08,8.574364450267645e-10,2.3529342108443584e-16,3.232780990253397e-12,4.3632949934686825e-09,4.04553804144922e-06,1.3067419756766305e-07,4.7277773757849485e-11,3.967252458209051e-11,2.2633921299537943e-05,2.375602874674328e-10,6.082098470528484e-10,1.1577351452718597e-11,1.376702156752733e-10,1.4739399664307725e-07,6.188332911235921e-09,3.1928015419536817e-09,5.627268863889338e-13,1.9907735427660718e-13,1.0202056782109966e-11,7.494266555628144e-14,7.713330097827343e-10,3.006983495729365e-15,3.76,0.0,0.6465942425737891,0.996948220512403,6.12293943053333e-06,2.6376805645627005e-07,0.10079887686636543,0.10084875308559887,2.3670641769128347e-07,1.1589599762942166e-09,0.003004704298354339,1.2110413460985127e-06,5.859428820629375e-07,6.505729364656166e-06,5.451658307407627e-07,3.8470453686192675e-05,6.964092002193365e-05,0.006063833722779714,8.87344647856788e-07,8.634070881505088e-06,2.850807779056645e-07,5.0663616867843645e-09,7.914583086936536e-08,1.1447772467021063e-07,2.4173887709990284e-09,1.0534621842323019e-09,1.9076377538179658e-07,1.5185161473293717e-10,4.209061833739597e-06,1.0652616548319835e-10,6.325489053060955e-07,3.10117141080855e-11,2.28152752091917e-11,7.015922208581231e-08,4.315307874717916e-12,3.107233836701467e-14,1.3429205600627536e-18,3.3838637330426044e-17,2.4433116648190973e-16,1.7316449518464824e-11,2.897313115100858e-19,1.68820926666651e-10,2.2198079728333214e-15,1.1400386656695333e-11,2.2397840880236324e-15,2.448627038510102e-11
1.7357998131483874e-07,0.9128866173296155,5.736244956913914e-05,3.1127736027303485e-06,1.66955009670544e-05,7.016734072966591e-05,0.0,0.0,3.10037088617117e-05,2.3572726352823158e-08,2.7243063624402176e-07,1.9216972852902257e-08,9.820745157520832e-10,2.829343993542309e-16,3.641001890255512e-12,4.87534459805259e-09,4.378758856940767e-06,1.5234373199213153e-07,5.728828489226348e-11,4.671793812213569e-11,2.4456224758195004e-05,2.6232590732366126e-10,6.330367837309654e-10,1.3338809435902179e-11,1.4951011821679994e-10,1.7180425754069033e-07,6.7978149243170665e-09,3.6006625928960995e-09,6.802114028192087e-13,2.350288374002303e-13,1.1954666770733908e-11,8.687898786168034e-14,8.710364026473499e-10,3.7894303723880536e-15,3.76,0.0,0.6427212606879613,0.9969455420806906,6.916451346349433e-06,2.9381966605545686e-07,0.10454703493335744,0.10460118204833094,2.455535545903564e-07,1.2026649316961302e-09,0.003004696239114545,1.3808309923448963e-06,6.905756956901261e-07,6.818277457004108e-06,5.692612321543237e-07,4.159206144937156e-05,7.534397842300946e-05,0.0062889331104199146,1.0124502540147354e-06,9.327910955379805e-06,2.987200460850602e-07,5.471422996605792e-09,8.474625597193401e-08,1.2007178549304772e-07,2.872794218257406e-09,1.237837225705317e-09,2.108472479578704e-07,1.8475771148873126e-10,4.55510890490383e-06,1.1159338675078352e-10,7.086042435632101e-07,3.623857649218551e-11,2.482233186404768e-11,8.211069797228096e-08,5.0521347185952796e-12,3.786350858788359e-14,1.635139986140843e-18,4.2770176487655887e-17,2.9684822056098153e-16,1.93655451649916e-11,3.5257204064031945e-19,1.8855015905144456e-10,2.4917178209282615e-15,1.195378538557821e-11,2.502931438211933e-15,2.778462702739322e-11
