Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435)
1.0743592795584092e-18,0.5751424048168108,7.140743269331371e-25,2.5435130077902374e-28,2.912728014787645e-31,1.7104093583183498e-36,0.0,0.0,8.557444794321661e-20,1.4565635891012378e-35,7.856721233321834e-46,1.7029607320578664e-47,6.217312368015833e-56,2.009709376879407e-63,1.8704149032790459e-44,6.450506594090161e-36,1.6339884418617182e-33,1.0057073912709248e-47,2.324633094429401e-61,2.962779987851827e-60,3.237867132551868e-35,1.2302293092369268e-53,7.535650103132373e-26,4.888253554251122e-75,1.8166022813405137e-49,4.223268398041096e-55,5.157156287372501e-53,3.8111501882699605e-69,1.5738344546393391e-77,5.068830389458165e-79,1.484892354921813e-62,7.0645413751012545e-74,1.8957010674988046e-61,8.565287595493148e-101,3.76,0.0,0.7112175238934942,0.999999999999626,5.338461762027422e-43,8.274414803533611e-47,2.3593231943359856e-16,2.3593231943359856e-16,5.74360321461798e-35,2.0878044500079572e-39,3.74030578577681e-13,2.0768912062408468e-38,3.0107371464146684e-40,8.5575162017236e-20,2.149683023545529e-31,1.368583911561347e-41,3.73304451155998e-32,3.2934099741715275e-18,1.8126122516292625e-37,2.9127259743702023e-31,1.2556214196935924e-34,7.401923187541965e-39,1.4192152096564582e-35,6.0272321674618824e-33,7.000393426834833e-63,7.691971153943354e-53,7.535650103847348e-26,3.2378411634744658e-74,1.6339884418619854e-33,1.0418437623425468e-32,6.0534847271414405e-50,5.132016748093675e-64,2.3635542855819282e-61,9.166749527759038e-49
2.1496519729131332e-18,0.5751424048168108,1.4287691127336198e-24,5.089235848590784e-28,1.1658502847402611e-30,6.846095152181777e-36,0.0,0.0,1.712232437994707e-19,5.830050270667774e-35,6.290154209508654e-45,1.3634040585732857e-46,4.977630329304369e-55,1.6089894906252774e-62,7.486534054364981e-44,2.581883687961398e-35,6.540212064204829e-33,8.05177426120512e-47,1.8611200575086132e-60,2.3720254873222444e-59,1.295990665548035e-34,9.849314794639343e-53,1.507784725111004e-25,1.5666938088357456e-73,1.4543863970063927e-48,3.3820399423982374e-54,4.129901680920304e-52,6.104936800527322e-68,5.0441669697876135e-76,1.6245690104548903e-77,2.3777624406709272e-61,1.1316229372077756e-72,3.0366514395776555e-60,5.491442678431182e-99,3.76,0.0,0.711217523893494,0.9999999999992516,4.2740154229082656e-42,6.624563041246074e-46,4.720696191621002e-16,4.720696191621002e-16,2.298938111492237e-34,8.356658775051638e-39,7.483861170902134e-13,8.312977359575017e-38,1.2050794819831532e-39,1.7122467256735248e-19,8.604334329750142e-31,5.909711588516506e-41,1.4941906640961742e-31,6.589681294975114e-18,7.255172810333621e-37,1.1658494680436394e-30,5.025757922592925e-34,2.9626982759890226e-38,5.680559420195005e-35,2.4124636090089453e-32,6.102343247279045e-62,6.15825397088782e-52,1.5077847253971801e-25,5.627520742546591e-73,6.540212064206237e-33,4.1700901723099403e-32,4.84646855957276e-49,8.220782656623905e-63,3.786087805602636e-60,7.339000923047136e-48
4.3002373596225816e-18,0.5751424048168108,2.8581588768492085e-24,1.018068154267447e-27,4.664919729260447e-30,2.739330016912838e-35,0.0,0.0,3.4252083551188213e-19,2.3327795074809444e-34,5.034035073864801e-44,1.0911376130202967e-45,3.9836171354294823e-54,1.2876805969066557e-61,2.9955887874322107e-43,1.0330897809420385e-34,2.616936727740601e-32,6.443866506812108e-46,1.4894618472895308e-59,1.89834129677823e-58,5.185650768208174e-34,7.882445243344562e-52,3.016224154319002e-25,5.017347715412402e-72,1.163951135284759e-47,2.7070027161893923e-53,3.30559282117937e-51,9.773580053025032e-67,1.6153979520004492e-74,5.202693463727558e-76,3.805968415394253e-60,1.811799058108082e-71,4.86146793952667e-59,3.517629502722113e-97,3.76,0.0,0.7112175238934936,0.9999999999985029,3.420511298852217e-41,5.3016637729183694e-45,9.443442186191034e-16,9.443442186191034e-16,9.198746947119347e-34,3.343752014910006e-38,1.497097189699207e-12,3.3262737592122955e-37,4.8218876380366015e-39,3.4252369366583356e-19,3.4428544982897375e-30,2.7102143617409447e-40,5.978708929819153e-31,1.318222393658053e-17,2.9030141541225517e-36,4.664916461426998e-30,2.0109578042910948e-33,1.1854652230128868e-37,2.272963695200605e-34,9.65299681532248e-32,5.680466953159071e-61,4.9284747957661775e-51,3.0162241554640776e-25,1.0424750615772713e-71,2.616936727741434e-32,1.668579248111845e-31,3.878647788378153e-48,1.3160901949495821e-61,6.061263532012278e-59,5.873442219260536e-47
8.601408133041478e-18,0.5751424048168109,5.716939175138879e-24,2.036357298077222e-27,1.86627165301816e-29,1.0959105499317763e-34,0.0,0.0,6.851160189363181e-19,9.3326370447086e-34,4.0279929049984224e-43,8.730758721052876e-45,3.1874990687079513e-53,1.0303401206748694e-60,1.198430575573785e-42,4.133031830099533e-34,1.0469450957717217e-31,5.1560722529129757e-45,1.1917960494591333e-58,1.5189614617593117e-57,2.074597976582621e-33,6.307153813380115e-51,6.033103011184853e-25,1.6061799336064816e-70,9.313377530414659e-47,2.1661506167410154e-52,2.6451430107235155e-50,1.5642275315865644e-65,5.1712975192441795e-73,1.6655137991803137e-74,6.090788581212574e-59,2.900367787128717e-70,7.780609952780588e-58,2.2522931813067924e-95,3.76,0.0,0.7112175238934926,0.9999999999970054,2.7369287343185866e-40,4.242136526386404e-44,1.888893417533108e-15,1.888893417533108e-15,3.680097761746914e-33,1.3377185377605358e-37,2.9945193172529108e-12,1.3307260975744568e-36,1.929069054794899e-38,6.851217358557884e-19,1.3773659844909185e-29,1.3607551891656065e-39,2.3918728820451214e-30,2.6367309219784352e-17,1.1613946945522748e-35,1.8662703456854624e-29,8.045140674000341e-33,4.742632847017691e-37,9.093334845819565e-34,3.8618272914661327e-31,5.820259100621623e-60,3.943528644179731e-50,6.033103015765905e-25,2.1218210357529156e-70,1.046945095772271e-31,6.675403504314618e-31,3.103507532889603e-47,2.106356488332802e-60,9.700840932967502e-58,4.6996505594305235e-46
1.720374967987927e-17,0.5751424048168112,1.1434502851952196e-23,4.072935605668935e-27,7.465694177868314e-29,4.3840003238811675e-34,0.0,0.0,1.3703063857836422e-18,3.733358642472823e-33,3.222700295011876e-42,6.985270171270732e-44,2.550241556570182e-52,8.243503614942742e-60,4.794112448720692e-42,1.65334728208694e-33,4.188121216645915e-31,4.125249461762952e-44,9.535278023059702e-58,1.2152845513729376e-56,8.299067293025324e-33,5.046202148973712e-50,1.2066860718715985e-24,5.14078185922651e-69,7.45140947844382e-46,1.7331399056272123e-51,2.116381942714526e-49,2.5031281459354167e-64,1.6551391248452614e-71,5.3306873984918543e-73,9.746253144919773e-58,4.643466970775701e-69,1.2450785220181542e-56,1.4418112710221168e-93,3.76,0.0,0.7112175238934907,0.9999999999940106,2.1897508877311663e-39,3.3940314587041715e-43,3.777991815361112e-15,3.777991815361112e-15,1.4721589076919628e-32,5.35130964409487e-37,5.989363501703183e-12,5.323337608626655e-36,7.716904365759719e-38,1.3703178202076687e-18,5.509912339966645e-29,7.65558750794547e-39,9.568270203698455e-30,5.273747978616392e-17,4.645956870783879e-35,7.465688948219687e-29,3.218318179470461e-32,1.8972075566204712e-36,3.637629972378983e-33,1.5448566385666358e-30,6.696879063266987e-59,3.155122470284268e-49,1.2066860737041679e-24,4.846653557128121e-69,4.188121216649841e-31,2.6703787185617083e-30,2.483041772342009e-46,3.370660202632568e-59,1.552360104383847e-56,3.760079198846705e-45
3.440843277355486e-17,0.5751424048168114,2.2869642526514737e-23,8.1460923007411e-27,2.986399188554121e-28,1.7536725668550898e-33,0.0,0.0,2.740687119472102e-18,1.493404224067614e-32,2.578282630896762e-41,5.588481423880365e-43,2.040290381619969e-51,6.595115957835982e-59,1.917723009503837e-41,6.613658231616534e-33,1.675316655746433e-30,3.3003562393249845e-43,7.628591479414441e-57,9.722737961981147e-56,3.319761999358707e-32,4.037153368096822e-49,2.4134376108975956e-24,1.645211183010113e-67,5.961410578369985e-45,1.3865997074464323e-50,1.6932125743226595e-48,4.005297157136838e-63,5.296963522793426e-70,1.7059869032682067e-71,1.5594798207372614e-56,7.437248354736496e-68,1.9922703906753455e-55,9.228951227853736e-92,3.76,0.0,0.7112175238934869,0.9999999999880209,1.751883874693912e-38,2.715354068808821e-42,7.556188611017102e-15,7.556188611017102e-15,5.888875228339227e-32,2.140610958107256e-36,1.1979051587975208e-11,2.1294216899607413e-35,3.0868874622499894e-37,2.7407099887993127e-18,2.204054619357216e-28,4.832130629906949e-38,3.827463821993266e-29,1.0547782091881079e-16,1.858458369395606e-34,2.9863970966957653e-28,1.28737965550882e-31,7.589139199704893e-36,1.455111197843027e-32,6.17967800685786e-30,8.622280033823025e-58,2.5242178044663637e-48,2.4134376182281716e-24,1.2399721205475866e-67,1.6753166557493867e-30,1.0681949515287092e-29,1.9865277212780648e-45,5.393448213177861e-58,2.483956547875776e-55,3.0082068661049295e-44
6.881779896090603e-17,0.5751424048168123,4.5739971159383485e-23,1.6292406010441027e-26,1.1945839792724829e-27,7.014841624015276e-33,0.0,0.0,5.48144858682426e-18,5.973738432566951e-32,2.0626750638917774e-40,4.470891248561052e-42,1.6322714977550641e-50,5.276217978914638e-58,7.671048084441512e-41,2.6455171091327517e-32,6.70140296318176e-30,2.640347657537607e-42,6.103029116858915e-56,7.778374992489731e-55,1.3279318166541542e-31,3.229799355090527e-48,4.826940679028673e-24,5.264933379343489e-66,4.769241662133781e-44,1.109314900517403e-49,1.354612868773008e-47,6.408711795035337e-62,1.6951112631358133e-68,5.4594252007707216e-70,2.4952311673065253e-55,1.1923033083968743e-66,3.187748433969099e-54,5.9072956654933785e-90,3.76,0.0,0.7112175238934793,0.9999999999760415,1.4015403663778534e-37,2.172334817038907e-41,1.5112582202329e-14,1.5112582202329e-14,2.3555979981457603e-31,8.562618026528778e-36,2.395842663000528e-11,8.517860054022144e-35,1.234780194262712e-36,5.481494325534131e-18,8.816397845577306e-28,3.3487371967041575e-37,1.5310166773466987e-28,2.1095850318365536e-16,7.433984721435798e-34,1.1945831425810923e-27,5.149623390393174e-31,3.035717576907012e-35,5.820563211047606e-32,2.4719214938990614e-29,1.212134764251836e-56,2.0194221759292398e-47,4.826940708351572e-24,3.470340173430996e-66,6.70140296320464e-30,4.2728667293846346e-29,1.5892598993206752e-44,8.629830664564564e-57,3.974474537585888e-54,2.4066228953450557e-43
1.3763653133560838e-16,0.575142404816814,9.148082556009613e-23,3.2585034708068535e-26,4.778384524718758e-27,2.8059721047383604e-32,0.0,0.0,1.0962971521429535e-17,2.3895196804831674e-31,1.6501596349039656e-39,3.5767554302022344e-41,1.3058334144009615e-49,4.2210244415771396e-57,3.0684504302330175e-40,1.0582176029455139e-31,2.6805884532288065e-29,2.1123031870970143e-41,4.8824989557050556e-55,6.222773840260669e-54,5.311781300918883e-31,2.583870147125124e-47,9.65394677560716e-24,1.9519035976533065e-64,3.815438607156998e-43,8.874660069526139e-49,1.0837074189234248e-46,1.0254139948954278e-60,6.284414527041105e-67,2.024014103663146e-68,3.992420625740358e-54,1.915088068321772e-65,5.100490142685953e-53,4.9934484582546556e-88,3.76,0.0,0.711217523893464,0.9999999999520828,1.1212455998183072e-36,1.737888478506061e-40,3.022536938495246e-14,3.022536938495246e-14,9.422487698597343e-31,3.425082041789476e-35,4.791717219201035e-11,3.4071786792123592e-34,4.939171722033615e-36,1.096306299720989e-17,3.5265950107512336e-27,2.4721965222614362e-36,6.1241290061768955e-28,4.2191986771154817e-16,2.9736241368116535e-33,4.77838117847096e-27,2.0598703092565542e-30,1.2142994913025098e-34,2.328248968392549e-31,9.887786556742195e-29,1.805466819401467e-55,1.6155569135907976e-46,9.65394689289995e-24,1.03089439713209e-64,2.680588453246811e-29,1.7091640713739024e-28,1.2714230084638817e-43,1.3807979885483473e-55,6.359273501527667e-53,1.9253212745485183e-42
2.752739960850131e-16,0.5751424048168171,1.829633229014253e-22,6.517029721627617e-26,1.911363531052131e-26,1.1224000797945766e-31,0.0,0.0,2.192601739024392e-17,9.558127336907614e-31,1.320135541266596e-38,2.8614212960227818e-40,1.044674080451085e-48,3.3768395331228434e-56,1.2273864009269484e-39,4.232891897657639e-31,1.072240834646359e-28,1.6898525650532013e-40,3.906050690581338e-54,4.978248604706773e-53,2.1247233272760707e-30,2.067108380439936e-46,1.930795881002947e-23,6.272865825541486e-63,3.052368992138947e-42,7.099784922297168e-48,8.66972784621638e-46,1.6406814974602672e-59,2.0196331376837503e-65,6.504609039920044e-67,6.38791358859137e-53,3.087752463401681e-64,8.160858345573851e-52,3.2090083550044443e-86,3.76,0.0,0.7112175238934336,0.9999999999041653,8.970018023994175e-36,1.3903190324944068e-39,6.04509437501981e-14,6.045094375019811e-14,3.769014133959915e-30,1.3700397766207055e-34,9.58346452278071e-11,1.362878402003823e-33,1.9756792985026988e-35,2.19262003333859e-17,1.41064517769353e-26,1.89503866010636e-35,2.449664061193668e-27,8.438425967601481e-16,1.1894557037569814e-32,1.911362192987654e-26,8.239523137340844e-30,4.8572235345970925e-34,9.313043240348768e-31,3.9551347373666524e-28,2.781585957484474e-54,1.2924531995011234e-45,1.9307959279203012e-23,3.1714763740176664e-63,1.0722408346606427e-28,6.836691003381115e-28,1.0171444422328742e-42,2.2092968471108608e-54,1.0174926250538802e-51,1.5402661981782326e-41
5.505489255838225e-16,0.5751424048168235,3.659314717437265e-22,1.3034084268483804e-25,7.645473563345809e-26,4.4896559697814495e-31,0.0,0.0,4.3852109126288035e-17,3.823260657656317e-30,1.0561115660009614e-37,2.289143784315352e-39,8.357435837975269e-48,2.7014795486281843e-55,4.9095579775204634e-39,1.6931610300037085e-30,4.288974243234134e-28,1.3518860436171895e-39,3.124895180443024e-53,3.982610686873736e-52,8.498914922969165e-30,1.6536916053632544e-45,3.861598224393545e-23,2.007594697022492e-61,2.441902428800588e-41,5.679851517024395e-47,6.935809672907706e-45,2.62511571672645e-58,6.463719930283424e-64,2.081762786205151e-65,1.0220694149886229e-51,5.015899050504194e-63,1.3057432640160552e-50,2.0552380964290037e-84,3.76,0.0,0.7112175238933728,0.9999999998083304,7.176035706610735e-35,1.112258525377575e-38,1.2090209248068422e-13,1.2090209248068425e-13,1.5076093950829408e-29,5.480172975430141e-34,1.9166951894660157e-10,5.4515274588225266e-33,7.902741778616024e-35,4.3852474977035894e-17,5.64259504844847e-26,1.4829432503402415e-34,9.798681156751451e-27,1.687688054828605e-15,4.757834907982915e-32,7.645468214605898e-26,3.2958176301615494e-29,1.942895046284968e-33,3.725226768412901e-30,1.5820579165704113e-27,4.364807996412098e-53,1.0339656261638493e-44,3.861598412063436e-23,9.944904966337643e-62,4.288974243347924e-28,2.7346833117375436e-27,8.137179676887289e-42,3.534891006053549e-53,1.627994391110238e-50,1.232216622240957e-40
1.1010987845814414e-15,0.5751424048168364,7.318803860671174e-22,2.6068201543323747e-25,3.0581933105819186e-25,1.7959000578595913e-30,0.0,0.0,8.770429259203766e-17,1.5293062075446624e-29,8.448905054217047e-37,1.8313176732237642e-38,6.6859880258431e-47,2.1611866960137984e-54,1.9638255986674248e-38,6.772652451953368e-30,1.7155918765576208e-27,1.0815104081838883e-38,2.499992423550459e-52,3.186093254861572e-51,3.399570291965246e-29,1.322955238136789e-44,7.723202657199303e-23,6.42434660603321e-60,1.9535248250809316e-40,4.543891978101712e-46,5.548658693358561e-44,4.200237556784506e-57,2.0684044072329465e-62,6.661686096880952e-64,1.6353136368263044e-50,8.266973319560045e-62,2.0891939632149315e-49,1.317072560576133e-82,3.76,0.0,0.711217523893251,0.999999999616661,5.740837075733346e-34,8.898081392494207e-38,2.418043899416355e-13,2.418043899416358e-13,6.03044450802833e-29,2.1920719232498013e-33,3.833389769734314e-10,2.180613745804446e-32,3.1611043205146134e-34,8.770502414952771e-17,2.257040879602525e-25,1.173119475153356e-33,3.919477440681884e-26,3.3753789708505473e-15,1.9031363776775932e-31,3.058191173908525e-25,1.3183287232264345e-28,7.771595598498107e-33,1.490092600939222e-29,6.328239698984839e-27,6.915108829917388e-52,8.271737261204147e-44,7.723203407879796e-23,3.149758127153105e-60,1.7155918766484616e-27,1.0938746802076018e-26,6.509753392490273e-41,5.6558384446500836e-52,2.6047930936442852e-49,9.857747509070783e-40
1.6516486435790601e-15,0.5751424048168492,1.0978419170295143e-21,3.9102326999560264e-25,6.498663210243285e-25,3.816341023971365e-30,0.0,0.0,1.3155647605144874e-16,3.249776906223517e-29,2.4158597081094616e-36,5.236425850290775e-38,1.911780456240736e-46,6.179645318494953e-54,4.1731308263911464e-38,1.4391891431557595e-29,3.645634097848809e-27,3.092444950457901e-38,7.148551153161559e-52,9.110238837036352e-51,7.224089572163126e-29,3.7828265609583987e-44,1.1584806836029638e-22,2.840142408590905e-59,5.585862148594288e-40,1.3489689892886378e-45,1.6469120858322118e-43,1.6013466311703135e-56,9.144210062293044e-62,2.945065133851221e-63,6.019042221882151e-50,3.171528876720045e-61,7.965035318517337e-49,6.540006975235199e-82,3.76,0.0,0.7112175238931292,0.9999999994249918,1.641521225761407e-33,2.5442961157908326e-37,3.627066874025661e-13,3.6270668740256665e-13,1.2814698284649152e-28,4.658154499276023e-33,5.75008145589939e-10,4.633805927363361e-32,6.7173549799448395e-34,1.3155757320721144e-16,4.796213648566331e-25,3.344668935767883e-33,8.328892667696529e-26,5.063069886757518e-15,4.044166306936304e-31,6.498658673960274e-25,2.801449576962149e-28,1.6514656157132173e-32,3.1664479594888714e-29,1.34475143689121e-26,2.539586516827235e-51,2.365200771092729e-43,1.158480843122625e-22,1.437916552327754e-59,3.645634098108415e-27,2.324484512710862e-26,1.861383318841423e-40,2.156289545522932e-51,9.930773524626326e-49,2.8202963978109142e-39
2.202198502576679e-15,0.5751424048168619,1.4638160646311354e-21,5.2136460637462385e-25,1.1085957052944119e-24,6.510311717660125e-30,0.0,0.0,1.754086595045212e-16,5.5437381617161e-29,5.095748871581561e-36,1.1045140784105539e-37,4.032509322600967e-46,1.3034663989509018e-53,7.118871422134883e-38,2.4550877784997208e-29,6.219024086737305e-27,6.522863303923288e-38,1.507866062938042e-51,1.9216136177746782e-50,1.232344933289039e-28,7.979078444703123e-44,1.544641076088457e-22,9.70554067055102e-59,1.1782203468335527e-39,2.9393340263349114e-45,3.5879041554508494e-43,4.3085702951346e-56,3.124828819976534e-61,1.0064099952790692e-62,1.5265597281400736e-49,8.372065027293923e-61,2.1430290214383564e-48,2.7681319138605546e-81,3.76,0.0,0.7112175238930074,0.9999999992333228,3.462444406498031e-33,5.366658509043046e-37,4.836089848634759e-13,4.836089848634768e-13,2.186037023904946e-28,7.946264989996214e-33,7.666770247965614e-10,7.904729283637277e-32,1.1459029026292927e-33,1.7541012215008707e-16,8.181777805335709e-25,7.043529741180262e-33,1.4208113792831803e-25,6.750760802549516e-15,6.898873274919719e-31,1.1085949321095368e-24,4.77894432082395e-28,2.8172081562030863e-32,5.40158875171963e-29,2.29398819171181e-26,6.432568857427462e-51,4.988894475446366e-43,1.5446413482102794e-22,4.308344662263606e-59,6.219024087284724e-27,3.9652978053989875e-26,3.926197334481034e-40,5.801658113148619e-51,2.67194665401102e-48,5.951840051806932e-39
3.3032982205719164e-15,0.5751424048168876,2.1957939703148623e-21,7.820474711596983e-25,2.2952070311223707e-24,1.3479058175815446e-29,0.0,0.0,2.631130263957899e-16,1.1477607897610087e-28,1.3918073558526599e-35,3.0167710518070156e-37,1.10140819804435e-45,3.560171547951092e-53,1.4738721151891603e-37,5.082948151295416e-29,1.2875701881898382e-26,1.781596608437955e-37,4.118617585395667e-51,5.248523863498506e-50,2.5514141410688935e-28,2.1793342446057987e-43,2.3169618014529756e-22,5.967690208009264e-58,3.218085852246793e-39,8.531986805114874e-45,1.0411303994738447e-42,1.7427029279693767e-55,1.9213810828248256e-60,6.188169776256616e-62,5.338454401232801e-49,3.161272881437779e-60,8.667592631086073e-48,2.4988533691610576e-80,3.76,0.0,0.7112175238927638,0.9999999988499858,9.457011550310024e-33,1.4658011954331306e-36,7.254135797852467e-13,7.254135797852487e-13,4.525912264965571e-28,1.6451735048472035e-32,1.1500141039838806e-09,1.6365740976534512e-31,2.3724503814483885e-33,2.6311521976639077e-16,1.6939334866318455e-24,1.9206354072261836e-32,2.941610048575103e-25,1.0126142633863682e-14,1.4283243514730811e-30,2.2952054325934698e-24,9.894199050339702e-28,5.832678719973552e-32,1.118330553529295e-28,4.7494120678805026e-26,2.2463329966675303e-50,1.3626220982121629e-42,2.3169623648467325e-22,1.924076999358383e-58,1.2875701883393091e-26,8.209646724973567e-26,1.0723664898552787e-39,2.3465808218371683e-50,1.080713020587357e-47,1.6272497893401455e-38
4.404397938567154e-15,0.5751424048169131,2.9278182718826336e-21,1.0427306368361535e-24,3.9035464210345584e-24,2.292480657155687e-29,0.0,0.0,3.5081739326374956e-16,1.9520406949586563e-28,2.912126906928628e-35,6.312094743723036e-37,2.304523370281888e-45,7.449070282755088e-53,2.5066705895829456e-37,8.644764062532639e-29,2.1898198860840737e-26,3.727696428029313e-37,8.617842353050177e-51,1.0981668860586827e-49,4.339287661610837e-28,4.559896769218173e-43,3.0892824334216936e-22,2.0033719394764875e-57,6.733312844232503e-39,1.865850383080171e-44,2.2763411619606115e-42,4.720555713628494e-55,6.450139480715126e-60,2.0773889435020712e-61,1.3339345527975085e-48,8.387052846724219e-60,2.3477837233028824e-47,9.86876947634053e-80,3.76,0.0,0.7112175238925202,0.9999999984666496,1.9787233970263935e-32,3.066946788779086e-36,9.672181747069407e-13,9.672181747069444e-13,7.697391221408169e-28,2.7980094635301137e-32,1.5333501189114617e-09,2.7833841790742667e-31,4.0349230380456195e-33,3.5082031696050423e-16,2.880937487846183e-24,4.0147219272068135e-32,5.002908765012319e-25,1.3501524464755056e-14,2.4292058733062426e-30,3.903543706000396e-24,1.68274428674941e-27,9.919869989345473e-32,1.9019875646829359e-28,8.077506825727878e-26,5.60838303963185e-50,2.8510615746244908e-42,3.0892833916069817e-22,5.66044502107243e-58,2.1898198863967603e-26,1.396245987587922e-25,2.2437496799074026e-39,6.356243588928459e-50,2.927351182455089e-47,3.4073413436655083e-38
5.5054976565623915e-15,0.5751424048169387,3.65989228332762e-21,1.303414124914214e-24,5.963737306585046e-24,3.5024640836587084e-29,0.0,0.0,4.3852176010673535e-16,2.9822773125361837e-28,5.301416209874262e-35,1.1490927925520687e-36,4.1953133789875695e-45,1.3560748243083175e-52,3.829626347624785e-37,1.3207246499224747e-28,3.3455502098363487e-26,6.786129336895057e-37,1.5689043931816412e-50,1.9991710155090696e-49,6.62945151725491e-28,8.301118499819192e-43,3.861602965323494e-22,5.414088643293496e-57,1.2257739718443926e-38,3.5005911275077103e-44,4.270117694528576e-42,1.0604705738464906e-54,1.743143266569567e-59,5.614121305155601e-61,2.8300877868640905e-48,1.8757873721163664e-59,5.274184755324779e-47,3.1161344758623695e-79,3.76,0.0,0.7112175238922767,0.9999999980833146,3.6021906413941506e-32,5.583259911902959e-36,1.2090227696285529e-12,1.2090227696285585e-12,1.1759873833836807e-27,4.274726419295393e-32,1.9166849935636737e-09,4.252382376007666e-31,6.164460339155762e-33,4.385254137022711e-16,4.401421800978068e-24,7.303703258850575e-32,7.643314672219779e-25,1.687690629519344e-14,3.711277926105366e-30,5.963733164326464e-24,2.5708532112968175e-27,1.5155336762009916e-31,2.905807431889086e-28,1.234060609348734e-25,1.1891676970094795e-49,5.19024909016867e-42,3.861604429214157e-22,1.3853448411053484e-57,3.345550210405511e-26,2.1331484547546224e-25,4.0846609039122036e-39,1.4279106481525705e-49,6.576195613588714e-47,6.206270350885866e-38
7.707697092552867e-15,0.57514240481699,5.124192558344685e-21,1.8247820886484116e-24,1.1468056238813165e-23,6.735433316646961e-29,0.0,0.0,6.139304937162168e-16,5.734813971941567e-28,1.3997303923121676e-34,3.033943971085811e-36,1.1076983272597273e-44,3.5804373662499146e-52,7.364235442625429e-37,2.5397066171942948e-28,6.433374908090175e-26,1.7917383836833024e-36,4.142763869660284e-50,5.278401630675388e-49,1.2748201193587087e-27,2.1917403301772008e-42,5.406243722640795e-22,3.035756022158998e-56,3.236405118183534e-38,9.57826675671555e-44,1.1681913465265622e-41,4.1124936958366704e-54,9.774050968817626e-59,3.1479172577183004e-60,1.0368563676569641e-47,7.719286849592945e-59,2.0452565057969e-46,2.583113310206717e-78,3.76,0.0,0.7112175238917895,0.9999999973166482,9.510846759659831e-32,1.47414544972491e-35,1.6926319594715267e-12,1.6926319594715372e-12,2.2613815497118275e-27,8.220147482662868e-32,2.6833512504363128e-09,8.17718107004366e-31,1.1854080186783187e-32,6.13935605800352e-16,8.463778629139791e-24,1.9265416259655325e-31,1.4697824189517942e-24,2.3627669954682777e-14,7.136656363030566e-30,1.146804829882953e-23,4.943659906458922e-27,2.914324679115093e-31,5.5877650820860225e-28,2.3730549666349613e-25,4.352336806791171e-49,1.370378986392268e-41,5.406246537650629e-22,7.228315499047667e-57,6.433374909592661e-26,4.101968841333904e-25,1.0784710694591024e-38,5.5372541446775604e-49,2.550154145369609e-46,1.6397162078222899e-37
1.2112095964533817e-14,0.5751424048170924,8.053398392173072e-21,2.8675219429636114e-24,2.797858537261347e-23,1.6434091618914734e-28,0.0,0.0,9.647479606310948e-16,1.3991210008327397e-27,5.412536165865098e-34,1.1731779568549888e-35,4.283397673386957e-44,1.384498069922518e-51,1.7966500898274936e-36,6.196113986245479e-28,1.5695487121030303e-25,6.928368153973609e-36,1.6022641218459626e-49,2.041074416988271e-48,3.1101751701022818e-27,8.47511316490648e-42,8.49552401882867e-22,3.1675006935558522e-55,1.2514666550779246e-37,3.804001382626e-43,4.63890274313877e-41,2.6451815115926753e-53,1.0198219294547654e-57,3.2845286489763214e-59,6.575440894422739e-47,5.823579559409876e-58,1.3154502752579999e-45,4.475545187696055e-77,3.76,0.0,0.7112175238908152,0.9999999957833292,3.677694097478458e-31,5.70028742301455e-35,2.6598503391564764e-12,2.659850339156502e-12,5.5170829012373596e-27,2.0054668838702256e-31,4.216669880007911e-09,1.9949845867116578e-30,2.892057752335156e-32,9.647559844886e-16,2.0649057188473875e-23,7.442547821174437e-31,3.585824132938888e-24,3.7129197268145694e-14,1.741128081095946e-29,2.7978566135056573e-23,1.2061033352673875e-26,7.110105694527513e-31,1.3632455183281736e-27,5.789535666732492e-25,2.7573128175792104e-48,5.29903888098325e-41,8.495530886599306e-22,7.786903782759542e-56,1.5695487126839158e-25,1.0007560522367726e-24,4.170277147183845e-38,3.5613779100841055e-48,1.640160747134744e-45,6.343740628125708e-37
