Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435)
3.811345462732082e-06,0.5752312375821742,4.410300604204005e-07,1.8017015852240876e-08,4.5365904414993783e-07,2.008372723984263e-06,0.0,0.0,1.475103361798568e-06,4.239925197367743e-10,1.3608956596291259e-08,3.8931079870673775e-12,3.037705559778033e-14,5.993590527416391e-24,6.515832676005692e-18,9.25769260324136e-13,2.8103912620965822e-08,8.819853448687973e-11,9.52093300042815e-17,1.901861031351318e-19,3.0541659810371e-10,8.199107503662367e-18,1.4232805844092932e-14,2.2503159046970518e-13,2.46205394678364e-13,1.714820599442229e-10,1.7117032197787147e-15,6.847333236760156e-15,6.184500322609662e-15,9.157904773996089e-17,3.5743456817128365e-15,4.896630544541936e-19,1.0313356520344184e-12,3.903128022347415e-20,3.76,0.0,0.7103703140148286,0.9998689895063986,2.3563267979813646e-06,2.5105327107030116e-09,0.0008364831019971914,0.0008364995330565785,7.276960942636975e-13,1.2599232662889216e-16,0.00012693772224731188,5.794480788357545e-11,1.0497239086377336e-09,7.134309820875037e-07,2.6636596064717434e-07,3.2060306597955433e-06,6.477415992510143e-07,9.31353564287711e-06,3.952913245694741e-11,2.348717141851478e-06,6.33716701279e-10,2.943406489421071e-13,5.925663532699692e-10,1.9669654091424768e-08,7.777460057868629e-13,4.015490818488555e-13,8.828220090190616e-10,4.173528652091903e-12,3.07005977744926e-08,1.2360086507060488e-09,3.695039234447344e-12,1.8933375720206124e-13,2.4219366166858415e-18,3.636417608424222e-10
3.903723231829134e-06,0.5752334008696118,4.588252718329986e-07,1.8774071984020478e-08,4.6566687971485046e-07,2.147136418482146e-06,0.0,0.0,1.55952051845418e-06,4.5750066581176474e-10,1.4590401761896824e-08,4.2734539260219085e-12,3.4303552388664776e-14,6.947719176353553e-24,7.256849545391235e-18,9.900354554689447e-13,2.98189027293551e-08,9.599550026748166e-11,1.0765422814210625e-16,2.05891760956876e-19,3.204001286802782e-10,8.606309589735753e-18,1.5219236553300724e-14,2.515229207992556e-13,2.6343828530178454e-13,1.8804943807548373e-10,1.826627898984905e-15,7.775712237387504e-15,7.142451557013747e-15,1.0427004980036992e-16,3.874981838219015e-15,5.315359686638614e-19,1.0961921843727824e-12,4.547896242060579e-20,3.76,0.0,0.7103496222637664,0.9998687816650602,2.4829633705602523e-06,2.730789668289477e-09,0.0008567449464754067,0.0008567625436618176,7.453346939321154e-13,1.2905414432977563e-16,0.0001269376962470734,6.10520797239378e-11,1.1301533525542226e-09,7.391974766168254e-07,2.7634055752289605e-07,3.4149000709425695e-06,6.886078612613376e-07,9.48912327242861e-06,4.17514496853358e-11,2.454941204116408e-06,6.731764395089871e-10,3.176224158423427e-13,6.320146579374082e-10,2.0449660644028507e-08,8.548600326296438e-13,4.431831707687404e-13,9.576185668276884e-10,4.7054036416923555e-12,3.264344867977918e-08,1.2807936079352501e-09,4.016720851454639e-12,2.1774321898806676e-13,2.620536324068417e-18,3.941966435907797e-10
3.996101000926186e-06,0.5752355647670249,4.7675821577135614e-07,1.9537738173940775e-08,4.776378255899304e-07,2.2914058252012098e-06,0.0,0.0,1.6468220158050055e-06,4.929355202409742e-10,1.5616438538819588e-08,4.679815599578582e-12,3.8617163964848027e-14,8.018407130691015e-24,8.056641404875892e-18,1.0567526651160163e-12,3.1589558777240455e-08,1.0426848733616783e-10,1.213366789432544e-16,2.224441976855396e-19,3.357424348893582e-10,9.023396079582118e-18,1.6246933309521788e-14,2.8034093906235044e-13,2.814892931035333e-13,2.057155857566176e-10,1.94572539993995e-15,8.800896574532235e-15,8.219164921522873e-15,1.1830659823040647e-16,4.192671694831422e-15,5.758438083441581e-19,1.1631115786759848e-12,5.278861756916809e-20,3.76,0.0,0.7103289216526028,0.9998685683042635,2.6129019103476604e-06,2.9642983109531204e-09,0.0008770061956174839,0.0008770250107104624,7.62972774941663e-13,1.3211588850893692e-16,0.00012693766764474462,6.423776968124486e-11,1.214352786229442e-09,7.651055980889267e-07,2.8637665977934385e-07,3.6314852612755e-06,7.309279057648256e-07,9.6627092987514e-06,4.403474247364321e-11,2.5631129229116626e-06,7.139620139306891e-10,3.4222202901670554e-13,6.728728456883594e-10,2.1235487651984306e-08,9.372212445483026e-13,4.878251887648517e-13,1.0365481445715124e-09,5.2885402156070694e-12,3.465568119239024e-08,1.3258270243852576e-09,4.357533140638264e-12,2.496344935032893e-13,2.830762805542359e-18,4.264466537481684e-10
4.088478770023237e-06,0.575237729278218,4.948187371665604e-07,2.03075631657466e-08,4.89569819139321e-07,2.4412215254810474e-06,0.0,0.0,1.737025863528151e-06,5.303656366152516e-10,1.6687926033749822e-08,5.113168373956124e-12,4.334401113031046e-14,9.215440445943204e-24,8.917707903238153e-18,1.1259258152906235e-12,3.341581109474216e-08,1.1303336394539392e-10,1.3634053652695771e-16,2.3986414557385184e-19,3.514435172824251e-10,9.450368254099695e-18,1.7316225756259244e-14,3.1161988099902346e-13,3.0038302805773216e-13,2.2451944452160852e-10,2.068999696861728e-15,9.929893170162108e-15,9.425704572312155e-15,1.3378630303026017e-16,4.527890169235566e-15,6.226601594678408e-19,1.232085547844771e-12,6.10489386008459e-20,3.76,0.0,0.7103082121459162,0.9998683494192515,2.746131916889571e-06,3.211481288875935e-09,0.0008972668490620547,0.0008972869347821024,7.806103377731261e-13,1.3517755960846566e-16,0.00012693764086615749,6.75012991140186e-11,1.302379741074738e-09,7.911427705875272e-07,2.9646915414634734e-07,3.855831952303473e-06,7.747093398101397e-07,9.834316392158677e-06,4.637867191310059e-11,2.673208838879082e-06,7.560720536895187e-10,3.6818155863688685e-13,7.151406236192942e-10,2.202670283914618e-08,1.0250152108765468e-12,5.35592860428642e-13,1.1197093796762384e-09,5.926282628903782e-12,3.6737663825019345e-08,1.3710869383984333e-09,4.7180881504313705e-12,2.853388416764841e-13,3.0529987927691483e-18,4.604376004490773e-10
4.180856539120289e-06,0.5752398944066648,5.129970159989534e-07,2.1083110401166536e-08,5.01460885190644e-07,2.59662101733427e-06,0.0,0.0,1.8301485868191204e-06,5.698603291791121e-10,1.7805715383245155e-08,5.574489308814599e-12,4.851110120450786e-14,1.0549007069827183e-23,9.842534385945773e-18,1.197558196817024e-12,3.529755725879471e-08,1.2230603352265055e-10,1.5275244295896906e-16,2.5817205839111635e-19,3.675033765093256e-10,9.887227397095166e-18,1.8427416169726612e-14,3.454973198236462e-13,3.2014464888765503e-13,2.444999475286504e-10,2.1964521780729753e-15,1.1169974781196806e-14,1.0773813390185506e-14,1.5081020836942894e-16,4.881107029452258e-15,6.720583077558643e-19,1.3031048489069963e-12,7.03550333442683e-20,3.76,0.0,0.7102874937122985,0.9998681250139437,2.882642334315393e-06,3.47276057952279e-09,0.0009175269064463483,0.0009175483164446949,7.982473818686478e-13,1.3823915806060374e-16,0.0001269376132428217,7.084206793731622e-11,1.3942894535762144e-09,8.172968420269193e-07,3.0661309859896075e-07,4.087981975893016e-06,8.199590744874366e-07,1.0003966969733335e-05,4.8782877260500363e-11,2.7852057589541635e-06,7.995043864557641e-10,3.9554305580774564e-13,7.588167993389499e-10,2.2822888330287884e-08,1.1184262132569968e-12,5.866035479788934e-13,1.2071988277018762e-09,6.622081987865052e-12,3.8889731705639554e-08,1.4165521282116186e-09,5.098998928846216e-12,3.2520973333316075e-13,3.2876255807537272e-18,4.962150299931447e-10
4.2732343082173406e-06,0.5752420601555197,5.3128355794867e-07,2.1863957613339197e-08,5.133091333836942e-07,2.7576388176887464e-06,0.0,0.0,1.9262052756915254e-06,6.114896557378697e-10,1.8970649806549135e-08,6.064756523184187e-12,5.414631698806574e-14,1.2029685783287782e-23,1.0833587779000781e-17,1.2716515353097419e-12,3.7234663470625624e-08,1.3210242768530262e-10,1.7066178042586722e-16,2.773881039097054e-19,3.8392201331191616e-10,1.033397479317064e-17,1.9580780089073098e-14,3.821140759873558e-13,3.4079985980554503e-13,2.656959955737602e-10,2.328081765789381e-15,1.2528677695316565e-14,1.2275930017748414e-14,1.694827129655032e-16,5.2527865402835235e-15,7.241111944728526e-19,1.3761593399404246e-12,8.080868719534429e-20,3.76,0.0,0.7102667663242154,0.9998678950938893,3.022421575077331e-06,3.748557244365824e-09,0.0009377863674063028,0.0009378091562547997,8.158839062189981e-13,1.4130068428694128e-16,0.00012693758199920185,7.425945595819092e-11,1.4901348741590599e-09,8.435560722068976e-07,3.1680371753778054e-07,4.327973404816218e-06,8.666833484361607e-07,1.0171683198175518e-05,5.1246977166054567e-11,2.8990807533899006e-06,8.442560778351312e-10,4.243485263290851e-13,8.038993243779936e-10,2.3623640245994135e-08,1.2176370427843474e-12,6.409741048570358e-13,1.2991109204901403e-09,7.37949469250124e-12,4.1112187704756136e-08,1.4622020912477562e-09,5.500879261720828e-12,3.696236578323978e-13,3.535022863567528e-18,5.338242097850845e-10
4.365612077314392e-06,0.5752442265276276,5.496691852877446e-07,2.264969642960575e-08,5.251127555949051e-07,2.924306561766774e-06,0.0,0.0,2.025209632894663e-06,6.55324401564012e-10,2.0183564657480232e-08,6.584948588641791e-12,6.027840461090178e-14,1.366843400159557e-23,1.1893312664328095e-17,1.3482060588736924e-12,3.922696589079256e-08,1.4243849958646758e-10,1.9016061934879072e-16,2.975321571257042e-19,4.006994285177167e-10,1.0790611726562661e-17,2.0776566924132357e-14,4.21614123893704e-13,3.62374905650564e-13,2.881464342502332e-10,2.463885031793022e-15,1.4013799044993085e-14,1.3945205185951266e-14,1.89911483175216e-16,5.643387130445226e-15,7.788913753707386e-19,1.4512380341450886e-12,9.251862709568962e-20,3.76,0.0,0.7102460299578734,0.9998676596574048,3.1654575429703626e-06,4.039291195941454e-09,0.0009580452315766728,0.0009580694547578078,8.3351991139481e-13,1.4436213869700652e-16,0.00012693755306056637,7.775282416898136e-11,1.5899666784600246e-09,8.699091211834457e-07,3.270363970988208e-07,4.575840679620746e-06,9.148877506897763e-07,1.0337486996616239e-05,5.3770570858163624e-11,3.0148111528110427e-06,8.903234693550874e-10,4.546399062328024e-13,8.503853360430597e-10,2.4428568308006797e-08,1.3228288071657522e-12,6.988207353471864e-13,1.39553792958074e-09,8.202180753143183e-12,4.340530353084765e-08,1.5080170235212689e-09,5.9243434212760245e-12,4.189809312236447e-13,3.7955731409527615e-18,5.73310113184591e-10
4.457989846411444e-06,0.5752463935255355,5.681450280079311e-07,2.343993198504835e-08,5.368700234378663e-07,3.0966530996746543e-06,0.0,0.0,2.127174020491525e-06,7.014360642530545e-10,2.144528747545726e-08,7.136043948853242e-12,6.693696032159333e-14,1.5476574581172367e-23,1.3024127544471502e-17,1.4272205634103217e-12,4.1274271932958365e-08,1.5333021757898628e-10,2.1134366270313524e-16,3.186237941158142e-19,4.1783562303368087e-10,1.1257139479443471e-17,2.2015000562046354e-14,4.641444958523418e-13,3.8489656555877395e-13,3.1189003221113507e-10,2.603856308951804e-15,1.5633393759648105e-14,1.5795517303178988e-14,2.122073592509166e-16,6.053361078643993e-15,8.364709806365826e-19,1.5283291512425912e-12,1.0560078661705587e-19,3.76,0.0,0.7102252845930899,0.9998674187125226,3.3117376554556473e-06,4.3453809749170185e-09,0.0009783034985911395,0.0009783292124881644,8.511553970818704e-13,1.4742352168892366e-16,0.00012693752404759263,8.132151598858897e-11,1.6938332808668115e-09,8.963450379459889e-07,3.3730668058543515e-07,4.831614731923894e-06,9.64577242875531e-07,1.0501400039392711e-05,5.635323928308737e-11,3.1323745453034103e-06,9.37702215054186e-10,4.864590382044053e-13,8.982711977436332e-10,2.5237295454554045e-08,1.4341807477389035e-12,7.602588602559759e-13,1.496569934603319e-09,9.093901988705826e-12,4.576932079484095e-08,1.5539777999706501e-09,6.37000592467239e-12,4.737064989370613e-13,4.0696566670001585e-18,6.147174052360421e-10
4.5503676155084955e-06,0.5752485611515025,5.867025151769351e-07,2.4234282546454076e-08,5.485792858395704e-07,3.274704590277307e-06,0.0,0.0,2.2321095051329044e-06,7.498968394809797e-10,2.275663803572304e-08,7.719020364592744e-12,7.415241627912447e-14,1.7465781286561556e-23,1.4228421293507115e-17,1.5086924757385636e-12,4.3376361517547424e-08,1.6479355918429778e-10,2.3430818681372167e-16,3.406822865074105e-19,4.35330597840097e-10,1.173355932969707e-17,2.3296279977264972e-14,5.098551835466492e-13,4.083921452430484e-13,3.3696546049723193e-10,2.7479877987026464e-15,1.7395771175678766e-14,1.7841487282794335e-14,2.364842552156644e-16,6.483154218302264e-15,8.969216784183718e-19,1.6074201663656284e-12,1.2017857195671182e-19,3.76,0.0,0.7102045302131647,0.9998671722711265,3.461248865305109e-06,4.667243536855205e-09,0.0009985611680824145,0.0009985884299695909,8.68790361943692e-13,1.5048483364906236e-16,0.00012693749008927483,8.496485845289225e-11,1.801780850181594e-09,9.228532493934903e-07,3.4761026401905864e-07,5.095323104225384e-06,1.0157561807863548e-06,1.066344375878605e-05,5.899454620123683e-11,3.251748773537981e-06,9.863873167216113e-10,5.198476488165597e-13,9.475525378415062e-10,2.604945746540926e-08,1.5518700662467602e-12,8.254029886670023e-13,1.6022947963652424e-09,1.0058520114019428e-11,4.820445204444016e-08,1.6000659555211344e-09,6.838481302252859e-12,5.342507330644261e-13,4.35764963259109e-18,6.580904292456333e-10
4.642745384605547e-06,0.575250729407509,6.053333665203597e-07,2.5032379144459858e-08,5.602389666823952e-07,3.458484592429811e-06,0.0,0.0,2.340025902052916e-06,8.007796076171088e-10,2.411842839882439e-08,8.33485438331494e-12,8.195602541347641e-14,1.9648063231180004e-23,1.5508549806975626e-17,1.5926179147212499e-12,4.553298828639302e-08,1.7684450535223363e-10,2.5915397889153965e-16,3.6372659660857727e-19,4.531843539844837e-10,1.2219872550218313e-17,2.4620579822068715e-14,5.588990372775882e-13,4.32889467887109e-13,3.634112728908949e-10,2.896269674891475e-15,1.930949132409584e-14,2.0098492587703035e-14,2.6285905280976026e-16,6.933205661993637e-15,9.603146419609509e-19,1.6884978565792927e-12,1.3638312865544513e-19,3.76,0.0,0.7101837668047593,0.9998669203339285,3.613977681584846e-06,5.005294048374548e-09,0.0010188182396823476,0.0010188471077152963,8.86424806553738e-13,1.5354607495034785e-16,0.0001269374587936521,8.868216336796761e-11,1.9138533272533295e-09,9.49423549603187e-07,3.579429918116981e-07,5.36699006632416e-06,1.0684283353408069e-06,1.0823639347728855e-05,6.169403924542199e-11,3.3729119319224673e-06,1.0363731578671316e-09,5.548473276924661e-13,9.982242871093174e-10,2.686470259699753e-08,1.6760717613128413e-12,8.943665957506084e-13,1.7127981343708458e-09,1.1099994723332766e-11,5.0710881769104594e-08,1.6462636659086996e-09,7.330383875144534e-12,6.010902233293816e-13,4.659932480416045e-18,7.034731941695765e-10
4.735123153702599e-06,0.5752528982952673,6.240295842216526e-07,2.5833865215709895e-08,5.7184756251668e-07,3.6480141536341817e-06,0.0,0.0,2.45093181782806e-06,8.541579211478182e-10,2.5531462959403545e-08,8.984520832527541e-12,9.037984540885727e-14,2.2035748685788447e-23,1.6866832842281256e-17,1.6789917502080855e-12,4.7743880779452796e-08,1.8949903500064777e-10,2.8598327156115077e-16,3.8777537307319824e-19,4.713968925756238e-10,1.2716080407603914e-17,2.5988051008939734e-14,6.11431663236247e-13,4.584168638144797e-13,3.9126588725735015e-10,3.048690183875488e-15,2.1383360915379083e-14,2.2582680473059097e-14,2.9145148995931707e-16,7.403947542970416e-15,1.0267205173207178e-18,1.7715483451608722e-12,1.5435360885536999e-19,3.76,0.0,0.710162994357775,0.9998666629119755,3.7699101899967546e-06,5.359945692412511e-09,0.0010390747130220265,0.0010391052462281887,9.04058730960702e-13,1.5660724595302922e-16,0.00012693742869087263,9.247272841241333e-11,2.030092444456774e-09,9.760460893826823e-07,3.683008525511135e-07,5.646636728435103e-06,1.1225969129478367e-06,1.0982007762476613e-05,6.445125093699487e-11,3.4958423637867734e-06,1.0876535364464802e-09,5.914995074126353e-13,1.050280714826907e-09,2.7682691226824152e-08,1.806958474285299e-12,9.672620065904947e-13,1.8281633085197033e-09,1.2222381177197704e-11,5.3288767376449986e-08,1.6925537294713462e-09,7.846327541943135e-12,6.747285608866102e-13,4.9768832684263834e-18,7.509093627873256e-10
4.818263145889946e-06,0.5752548508356032,6.409056794785711e-07,2.6557815701705873e-08,5.82250435283316e-07,3.823522072025103e-06,0.0,0.0,2.55330935294728e-06,9.043934179781749e-10,2.6847666545560497e-08,9.598951289484822e-12,9.851869465498936e-14,2.4370718597921268e-23,1.815799548360209e-17,1.758816379779351e-12,4.977983753171731e-08,2.014173763697048e-10,3.119119402578494e-16,4.102932479699063e-19,4.880949372608151e-10,1.3171128433582951e-17,2.7255792642300784e-14,6.618246738616493e-13,4.822960474615938e-13,4.1757119463063277e-10,3.1893959818335656e-15,2.3394245486270792e-14,2.502666660938336e-14,3.191819386189888e-16,7.845656901937935e-15,1.0891197854129104e-18,1.8479685650523117e-12,1.721585781861743e-19,3.76,0.0,0.7101442914216781,0.9998664265577883,3.912976778648999e-06,5.693665889765288e-09,0.0010573050272097823,0.0010573371102532525,9.199288167233108e-13,1.5936224003790312e-16,0.00012693739647198058,9.594628334593344e-11,2.1383028559562555e-09,1.0000431790631105e-06,3.776412133812098e-07,5.90515635646274e-06,1.1726302853846591e-06,1.11229942335188e-05,6.698169312837935e-11,3.607973070444307e-06,1.1349071338074795e-09,6.259334592484091e-13,1.0983101579192454e-09,2.8420955479635317e-08,1.9306128795294783e-12,1.0363213908576846e-12,1.9362158994737614e-09,1.3305135810003818e-11,5.567006822865103e-08,1.7342800195849464e-09,8.33173886160896e-12,7.472546695010596e-13,5.274985828672272e-18,7.953933742045502e-10
4.901403138077292e-06,0.575256803889725,6.578230168029819e-07,2.7283989445317462e-08,5.926097702930952e-07,4.003714198540327e-06,0.0,0.0,2.6581190804562545e-06,9.567649617348865e-10,2.820659902403266e-08,1.0242281087475725e-11,1.0721098830917094e-13,2.689169666843357e-23,1.951594479905725e-17,1.8406137060098447e-12,5.185927929132894e-08,2.1384919269452554e-10,3.396098091613869e-16,4.3365273436150726e-19,5.050835975536462e-10,1.363419304496406e-17,2.855868432754718e-14,7.152888824220491e-13,5.070542825469376e-13,4.450764050067676e-10,3.3334319807779808e-15,2.554893947079213e-14,2.768126428335885e-14,3.488989523856967e-16,8.304774403744452e-15,1.154066984764168e-18,1.925964064287946e-12,1.9162663169278991e-19,3.76,0.0,0.7101255811556522,0.9998661857790154,4.058616060589853e-06,6.041463964647367e-09,0.0010755348562375804,0.0010755685382514463,9.35798479931905e-13,1.6211717770642362e-16,0.0001269373645434576,9.947806976403536e-11,2.2499476337988378e-09,1.0240681874135308e-06,3.869960665315064e-07,6.170165332665337e-06,1.2238794989753707e-06,1.1262532427545488e-05,6.955813721704646e-11,3.7215024833513544e-06,1.1831985517889751e-09,6.617692979113177e-13,1.147451001990886e-09,2.916094519388092e-08,2.0599422049946283e-12,1.1087355409003162e-12,2.0483298163148927e-09,1.445987635541771e-11,5.8109433208636e-08,1.776055974116485e-09,8.837566739398187e-12,8.261249963229475e-13,5.585543242704952e-18,8.416070403072793e-10
4.984543130264638e-06,0.5752587574583581,6.747763213453291e-07,2.8012150922673765e-08,6.029246138072776e-07,4.188600996250521e-06,0.0,0.0,2.7653649260170227e-06,1.0113275233261338e-09,2.9608831061801535e-08,1.091521543002104e-11,1.1648169956049095e-13,2.9608262852439136e-23,2.09422854099692e-17,1.9243776165155573e-12,5.3981960463406366e-08,2.2680610832395186e-10,3.691562089403413e-16,4.5786676162042365e-19,5.223628743667075e-10,1.410527514614267e-17,2.989678907276134e-14,7.719430321536048e-13,5.327132270977104e-13,4.738091743376636e-10,3.4807859835133315e-15,2.7854357721662115e-14,3.0559891652398014e-14,3.80695279183418e-16,8.781599655583948e-15,1.2216124115669584e-18,2.0055235315357052e-12,2.1287691227613597e-19,3.76,0.0,0.710106863558615,0.9998659405802132,4.206817089758544e-06,6.4036362862725445e-09,0.0010937641998353031,0.0010937995305687956,9.516677217296995e-13,1.6487205919280156e-16,0.00012693733775169422,1.0306755044318614e-10,2.3650527006704603e-09,1.0481146356826203e-06,3.9636277114867676e-07,6.441672911968735e-06,1.2763457957633905e-06,1.1400637140355023e-05,7.218021481584411e-11,3.836415320965698e-06,1.2325221751747457e-09,6.990368272474897e-13,1.1976978303468988e-09,2.990243661108676e-08,2.1950668538039282e-12,1.1845835277805949e-12,2.164561085424605e-09,1.5689749169538738e-11,6.060692451192478e-08,1.8178702771809636e-09,9.36425703559345e-12,9.117658265795956e-13,5.9088324977870595e-18,8.895814296838652e-10
5.067683122451985e-06,0.5752607115420769,6.917604843919825e-07,2.8742071912789306e-08,6.131940544333039e-07,4.378191486915971e-06,0.0,0.0,2.875050121854496e-06,1.0681364876495198e-09,3.1054928414354885e-08,1.1618457262421172e-11,1.2635628508971584e-13,3.253016142044246e-23,2.2438591450294577e-17,2.0101013150361156e-12,5.614762170243321e-08,2.402997341991359e-10,4.0063189635084745e-16,4.829480455663013e-19,5.39932768638606e-10,1.4584375633613568e-17,3.1270155746458274e-14,8.319074092840446e-13,5.592948396298414e-13,5.037970283980967e-10,3.631444756969106e-15,3.031756533380588e-14,3.36764999832154e-14,4.146652353136725e-16,9.276427143293976e-15,1.2918059508170785e-18,2.08663532492398e-12,2.3603448355090086e-19,3.76,0.0,0.7100881386313328,0.9998656909834284,4.357568689412185e-06,6.78047748807667e-09,0.0011119930577325819,0.0011120300875450677,9.675365402236022e-13,1.676268847235361e-16,0.00012693730416144522,1.0671418138907287e-10,2.4836425884371312e-09,1.0721762547386224e-06,4.0573877111478405e-07,6.719686539547591e-06,1.3300300948064409e-06,1.1537323018922188e-05,7.484754993154629e-11,3.9526964582347975e-06,1.2828720791496917e-09,7.377657035008381e-13,1.2490448746098333e-09,3.064521309342885e-08,2.3361053522623297e-12,1.2639434136198882e-12,2.2849642273324136e-09,1.6997957672810573e-11,6.316258883754669e-08,1.8597119792992365e-09,9.912254852470243e-12,1.0046230633142753e-12,6.2451159179554205e-18,9.393473586643069e-10
5.150823114639331e-06,0.5752626661413051,7.087705590728539e-07,2.9473531310009264e-08,6.234172219331109e-07,4.572493296967863e-06,0.0,0.0,2.9871772289396737e-06,1.1272476480117615e-09,3.254545195302543e-08,1.235270703022542e-11,1.3686067370460287e-13,3.566728881343586e-23,2.4006405211897417e-17,2.097777351309903e-12,5.835599051369433e-08,2.54341665287892e-10,4.3411900951112285e-16,5.089090873609935e-19,5.577932813307097e-10,1.5071495395379618e-17,3.2678819414780184e-14,8.953037789046196e-13,5.868213700937817e-13,5.350673541455936e-10,3.7853940822388376e-15,3.294577461028638e-14,3.704557922606258e-14,4.509046280202057e-16,9.789546125420749e-15,1.3646970649879971e-18,2.169287493094666e-12,2.612304877051379e-19,3.76,0.0,0.7100694063763584,0.9998654369928048,4.510859462560172e-06,7.172280374905001e-09,0.0011302214296588515,0.001130260209513881,9.834049349300412e-13,1.7038165451530566e-16,0.00012693727042199248,1.1041741237813574e-10,2.6057404536529163e-09,1.0962469796041274e-06,4.151215928426012e-07,7.004211909457214e-06,1.3849330027301032e-06,1.1672604562890304e-05,7.755975946722526e-11,4.070330925014799e-06,1.3342420455258245e-09,7.779854262144355e-13,1.3014860326491914e-09,3.138906493769517e-08,2.4831742833317907e-12,1.3468921987832375e-12,2.409592255291454e-09,1.8387760895153275e-11,6.577645789396672e-08,1.901570487558517e-09,1.0482004430431312e-11,1.1051626650779506e-12,6.594661516077805e-18,9.909353862105901e-10
5.225649107607943e-06,0.5752644257216065,7.240978192915999e-07,3.013298295237583e-08,6.325778221655769e-07,4.7513983178774386e-06,0.0,0.0,3.090181052017907e-06,1.182462508198146e-09,3.3925367172593004e-08,1.3040620331214441e-11,1.4687490637700152e-13,3.8683017009551814e-23,2.547982476277777e-17,2.178348370505813e-12,6.037980206015264e-08,2.6745777270436896e-10,4.660461441371346e-16,5.330363764002861e-19,5.741162223132988e-10,1.5516760387716182e-17,3.397681375356933e-14,9.553966445449374e-13,6.124217693645835e-13,5.643296777366026e-10,3.926749387952778e-15,3.545831645162282e-14,4.0306027101922744e-14,4.855407729600836e-16,1.0267227221865327e-14,1.4326460261042914e-18,2.2449813532821892e-12,2.85763163502293e-19,3.76,0.0,0.7100525410852073,0.9998652046512039,4.650982562538777e-06,7.53793567479264e-09,0.0011466265486635451,0.0011466669476253035,9.976861288929003e-13,1.728608998420514e-16,0.00012693724268798538,1.1379825393203649e-10,2.7186458966802862e-09,1.1179135650972556e-06,4.2356998541049294e-07,7.265855621645726e-06,1.4353877880807409e-06,1.1793169112768531e-05,8.003879369930947e-11,4.177346792625977e-06,1.381341805030591e-09,8.154820987392897e-13,1.349613243237846e-09,3.2059283158633466e-08,2.6207870830923593e-12,1.4246773611157216e-12,2.5254123596164455e-09,1.9711084492873973e-11,6.817871960110961e-08,1.9392490386379087e-09,1.1013743199117012e-11,1.2026183443685776e-12,6.920818478094239e-18,1.0389475512142754e-09
5.2929925012796934e-06,0.5752660097011814,7.379041806319977e-07,3.072728119679689e-08,6.407892620656242e-07,4.915683069618885e-06,0.0,0.0,3.184577767886548e-06,1.2338232652253202e-09,3.519877565436201e-08,1.3682118839608786e-11,1.5635830761375308e-13,4.155929896228688e-23,2.685736083948834e-17,2.252203591806594e-12,6.223043379432766e-08,2.796569794306212e-10,4.962823891243099e-16,5.5537600493423e-19,5.890081382641581e-10,1.592305376344761e-17,3.516947431200307e-14,1.0120173169852476e-12,6.36145861581317e-13,5.915891382774461e-10,4.056227914456905e-15,3.78434801520143e-14,4.343504848251523e-14,5.184116381764961e-16,1.0710172738241635e-14,1.4957315496770777e-18,2.3141566117647935e-12,3.0943569999089404e-19,3.76,0.0,0.7100373572548375,0.9998649925192544,4.778836714715588e-06,7.87776278993757e-09,0.001161390818857915,0.0011614327110821528,1.0105389101803255e-12,1.7509218229724993e-16,0.00012693721435768802,1.1687948683423524e-10,2.822717738973959e-09,1.1374123076208861e-06,4.3117520679205553e-07,7.505848948619478e-06,1.481641276039126e-06,1.1900723145683743e-05,8.230049416758271e-11,4.274579216299967e-06,1.4244294751441603e-09,8.50299484963447e-13,1.3936769832726291e-09,3.2662965079476676e-08,2.748962239960883e-12,1.497267150556623e-12,2.6326422794665536e-09,2.096290375001772e-11,7.03810793995111e-08,1.9731582897923833e-09,1.1507945778273063e-11,1.296290294380746e-12,7.22389114800616e-18,1.0834594850414508e-09
