Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906)
1.0230684624770009e-19,0.803014234654036,1.3149750132593527e-22,1.7281241928558254e-23,1.4813228509930913e-30,3.501550370985786e-21,0.0,0.0,4.804415402446474e-18,1.23060538669467e-33,1.52414174183659e-44,5.6626074816513e-46,7.951049632666758e-46,1.4370027351066524e-57,1.7289224511997267e-39,2.793896567486022e-33,1.0955229467294654e-30,2.0982342906429582e-45,3.207002333711541e-54,9.253182341207289e-52,6.636579219822827e-31,5.4212240929902026e-48,4.544520277085849e-22,7.454185503532043e-60,2.3634258620941693e-46,2.0295744017930405e-49,4.315166872988601e-33,7.251749291364473e-33,1.8935323738963134e-66,3.5399384002840976e-51,1.2584020470581786e-59,1.0923463869624896e-52,5.512444692548983e-46,2.680586707503506e-59,3.76,0.0,0.6079978180971294,0.9999999999995356,4.20424873540851e-43,4.133409799099156e-44,1.6610519056944088e-14,1.661051905694408e-14,8.029396900741783e-31,7.997594389901325e-34,4.643866645326529e-13,1.303267273351022e-34,9.582876578701271e-36,4.804546899888037e-18,1.2850479204981172e-29,7.528965367569714e-33,2.0268792694550483e-29,8.54516225079573e-16,5.1448560963768576e-34,1.4811465029032706e-30,3.1327944583680947e-19,9.094915609861204e-35,5.163821179223326e-31,8.962343327936042e-31,4.663725935894715e-38,5.876444491354607e-39,4.544520277144878e-22,9.210290407592732e-51,1.0955229649744617e-30,7.868039526976548e-33,3.0034090932745476e-44,3.21936266799645e-46,4.813805143399451e-57,3.379806633580642e-46,1.441597586972272e-60,6.729556874574229e-65,5.599009628867508e-69,5.307943012868033e-64,2.31478471368719e-55,4.455989022882369e-52,3.03881791288801e-69,1.3528480146302382e-44,3.4462448107830454e-51,5.274741372862789e-45,7.153317945007102e-50,8.037072571091805e-61,3.501550370802925e-21,7.917196880684867e-35,7.95687399578951e-50,9.530180265179543e-45,4.976626242748631e-35,1.944656802106622e-40,4.154626310864567e-53,2.2252200601799424e-30,4.0112697475144417e-51,1.2031996992904917e-44,1.5281059782668887e-59,2.2908626360721885e-55,3.1327944584429527e-19,3.942328325290847e-66,4.2106127318268605e-50,3.0176171157850784e-48,4.09462320332182e-52,4.834305470673191e-77,1.9773365916932708e-63,7.412594979495113e-48,5.3491806658111466e-48,8.243906455787095e-47,1.3941012760431285e-73,1.5091904043107438e-62
2.0470257767893423e-19,0.8030142346540384,2.6310930707988678e-22,3.457749796849766e-23,5.92915184274224e-30,7.006142923006389e-21,0.0,0.0,9.613004927741585e-18,4.925628596970823e-33,1.2202401369476126e-43,4.5335291046210554e-45,6.365674284724356e-45,1.1504759473957596e-56,6.920195507551878e-39,1.1182867374409842e-32,4.3849468020919045e-30,1.6798632487898928e-44,2.567551867653559e-53,7.408172210436209e-51,2.656361230388628e-30,4.3402756107129165e-47,9.092988877554716e-22,1.1936408897045345e-58,1.8921777537566416e-45,1.6253013532212065e-48,1.7271913141455598e-32,2.902589576885074e-32,3.0321190452199165e-65,2.8341031542537435e-50,2.015349975609128e-58,8.74763041698706e-52,4.4133075564162655e-45,4.2924314929041355e-58,3.76,0.0,0.6079978180971123,0.9999999999990707,3.36595535154928e-42,3.3092411293766776e-43,3.3235469494475705e-14,3.3235469494475687e-14,3.213851281322359e-30,3.201121989144736e-33,9.291767925604505e-13,5.216465506125249e-34,3.835648001813909e-35,9.613268036809453e-18,5.143540613363169e-29,3.013548378145806e-32,8.112799277591838e-29,1.7097748621704702e-15,2.059283226890637e-33,5.928445990796635e-30,6.268310718868476e-19,3.6403364479618353e-34,2.0668742022125615e-30,3.587272985209957e-30,1.8667057763296444e-37,2.352109242513277e-38,9.092988877790983e-22,7.373832576661886e-50,4.384946875119606e-30,3.149266280923949e-32,2.4045534759167123e-43,2.5774476447207467e-45,7.70485624628459e-56,2.7063662412664862e-45,2.3088602124492733e-59,1.077605896842313e-63,8.96571037997244e-68,8.49962491093256e-63,1.853235258868709e-54,3.5675007908398427e-51,4.86606794909645e-68,1.0831010010862273e-43,2.759091313232499e-50,4.2230003667168953e-44,5.727003879300348e-49,1.2869787651373758e-59,7.006142922274467e-21,3.168942033308363e-34,6.370337317480055e-49,7.629938969513386e-44,1.9919474433180476e-34,7.783695132786732e-40,3.3270705744607247e-52,8.906679331558773e-30,3.2114545639897737e-50,9.632913563512813e-44,2.446960541210817e-58,1.9646753105707114e-54,6.268310719168102e-19,6.312861827662956e-65,3.371050775215543e-49,2.415928635265267e-47,3.278188288610762e-51,1.5494033636720754e-75,3.166314956958644e-62,5.93458315862436e-47,4.282597069134492e-47,6.600137812002804e-46,4.4648826968892495e-72,2.4166709776708255e-61
4.0949404054140254e-19,0.8030142346540436,5.263330930214258e-22,6.917001004908352e-23,2.372433044894978e-29,1.4015328027047828e-20,0.0,0.0,1.923018397832224e-17,1.970893031623284e-32,9.765629654653916e-43,3.628201134197982e-44,5.094474086185452e-44,9.207304112489123e-56,2.7689796008764153e-38,4.474603585596252e-32,1.754549886590719e-29,1.3444011437666632e-43,2.054821835108572e-52,5.928789273476413e-50,1.0628904992288644e-29,3.473539586910224e-46,1.8189926078327566e-21,1.9106027784830698e-57,1.5143172744160813e-44,1.3008981398244228e-47,6.911015027516483e-32,1.1614139105006827e-31,4.85336562754192e-64,2.268143865099254e-49,3.226086193697831e-57,7.001649796706727e-51,3.5319873394127865e-44,6.870685991683926e-57,3.76,0.0,0.6079978180970782,0.9999999999981412,2.693787263792047e-41,2.6483986494135417e-42,6.648537036953712e-14,6.648537036953703e-14,1.285959135886529e-29,1.2808657610540864e-32,1.8587570481424585e-12,2.0872656786967452e-33,1.5347588175126395e-34,1.9230710310458112e-17,2.058086222407364e-28,1.2058119850383684e-31,3.246176452039385e-28,3.420292136352147e-15,8.239815249348705e-33,2.3721506121673104e-29,1.253934323933702e-18,1.456608755449773e-33,8.270189036259835e-30,1.4353764579943136e-29,7.469254601521285e-37,9.411500736935665e-38,1.818992607927295e-21,5.901307119135833e-49,1.754549915811446e-29,1.260116723183605e-31,1.924373573606926e-42,2.0627414547303358e-44,1.2329983454838222e-54,2.166101843180206e-44,3.6960206146219784e-58,1.7248712223334845e-62,1.435097549692875e-66,1.3604936325468643e-61,1.483151442667578e-53,2.8550850937867157e-50,7.788877727521201e-67,8.668099771705187e-43,2.208111595121584e-49,3.3796837491657977e-43,4.583343656425765e-48,2.060004165206642e-58,1.4015328024119187e-20,1.2679895871228274e-33,5.098205930853944e-48,6.106270069464427e-43,7.970384404888873e-34,3.114491928336063e-39,2.6630049292105768e-51,3.563831881331233e-29,2.5701392652317694e-49,7.709258489763478e-43,3.9167304411992794e-57,1.7813643514070995e-53,1.2539343240535914e-18,1.010469025250774e-63,2.6978657218162133e-48,1.9334773218885458e-46,2.62354697084725e-50,4.961974962079678e-74,5.0681663989425816e-61,4.749470167780592e-46,3.4273792330090938e-46,5.2821161651342846e-45,1.4293641630248032e-70,3.8682474134707065e-60
8.190769662663392e-19,0.8030142346540539,1.052781362639048e-21,1.3835503421308333e-22,9.49127701525128e-29,2.803369823513164e-20,0.0,0.0,3.8464542079445305e-17,7.884855494953305e-32,7.813987464368378e-42,2.9031121874999963e-43,4.07635329774292e-43,7.367242204690851e-55,1.1077721459926142e-37,1.7901328028472772e-31,7.019342040500579e-29,1.0757251765513493e-42,1.6441696826621083e-51,4.743932225737695e-49,4.2522541096437145e-29,2.7793594216008467e-45,3.638380047921374e-21,3.0575864844990945e-56,1.2116838972137832e-43,1.040981405108791e-46,2.7648560293301328e-31,4.646411908890419e-31,7.766966715126765e-63,1.814859702259317e-48,5.162959245021966e-56,5.602738373358087e-50,2.826126503924369e-43,1.099533462690925e-55,3.76,0.0,0.6079978180970099,0.999999999996282,2.1554390915133784e-40,2.1191213038443632e-41,1.3298517211965264e-13,1.329851721196523e-13,5.144673908585238e-29,5.124297093494665e-32,3.717917557412124e-12,8.35042186176389e-33,6.140034648961563e-34,3.8465594856978714e-17,8.233685033866071e-28,4.8240339253044125e-31,1.298681959100286e-27,6.841326684715026e-15,3.29646264522031e-32,9.490147100367828e-29,2.508140827814523e-18,5.827383512333519e-33,3.308614136142868e-29,5.742440492720358e-29,2.988188208722765e-36,3.765213137070556e-37,3.6383800482995874e-21,4.721942309473215e-48,7.019342157403588e-29,5.041287430543574e-31,1.5397912384886534e-41,1.6505065663266784e-43,1.9729743901536236e-53,1.7332851094994065e-43,5.915108807775444e-57,2.7603555252083307e-61,2.2966233064648435e-65,2.177233107179528e-60,1.1867464959650042e-52,2.284502222019379e-49,1.2464740196188713e-65,6.935796801524281e-42,1.7668247660272233e-48,2.7042604910910507e-42,3.667371294638211e-47,3.2966773442636074e-57,2.8033698223415165e-20,5.072784013601915e-33,4.0793393425127116e-47,4.885943810912531e-42,3.1886727621535014e-33,1.2459995764529829e-38,2.1309434639914284e-50,1.4257648153278715e-28,2.05650124597522e-48,6.168578097507461e-42,6.268043883175816e-56,1.7598688481027396e-52,2.508140828294159e-18,1.617079451764134e-62,2.1587033902079746e-47,1.5470758821930638e-45,2.099236235783963e-49,1.5884537174052496e-72,8.110717619849643e-60,3.800297744651552e-45,2.742424139587621e-45,4.2264954684918675e-44,4.574928298287669e-69,6.1904552538351595e-59
1.6382428177162124e-18,0.8030142346540743,2.1056806928124703e-21,2.7672508255239564e-22,3.7968197952671823e-28,5.6070438651303e-20,0.0,0.0,7.693325828153847e-17,3.1541988899473727e-31,6.251783531134265e-41,2.322710321062129e-42,3.261392282861716e-42,5.894353393356562e-54,4.4314492240487364e-37,7.16111398963615e-31,2.8079653312192643e-28,8.606618545843555e-42,1.3154606636584624e-50,3.795506161760499e-48,1.701040076261212e-28,2.2236986606174298e-44,7.277154927834798e-21,4.892636068021907e-55,9.694391586048262e-43,8.328903041626957e-46,1.1060324218370615e-30,1.8587160274456097e-30,1.2428416088202523e-61,1.4520256203953974e-47,8.261711999305888e-55,4.4827581893313976e-49,2.2611158790612333e-42,1.759432525854546e-54,3.76,0.0,0.6079978180968735,0.9999999999925636,1.724515002904899e-39,1.6954580139500312e-40,2.659847756198545e-13,2.659847756198533e-13,2.0580370476115126e-28,2.049885658883391e-31,7.436238568374055e-12,3.3404405941742616e-32,2.456213751993676e-33,7.693536394691305e-17,3.293742060864564e-27,1.9297712629385474e-30,5.1951506228875746e-27,1.368339578143889e-14,1.3186923753870177e-31,3.7963677924784404e-28,5.016553834724614e-18,2.3311431188749553e-32,1.3235533660171992e-28,2.2971631423843813e-28,1.1953725637175601e-35,1.506207833320108e-36,7.277154929347776e-21,3.777912530699457e-47,2.807965377985134e-28,2.0166790909123666e-30,1.2319499550960252e-40,1.3205306274649554e-42,3.156900634097502e-52,1.3867895599264477e-42,9.465354907945927e-56,4.417018150538731e-60,3.674971116458243e-64,3.483928506924172e-59,9.494873422587474e-52,1.8277758867195078e-48,1.9945613209502646e-64,5.549164287248006e-41,1.4135940238210825e-47,2.1636138110772616e-41,2.9341756124838237e-46,5.275220361480643e-56,5.607043860443327e-20,2.0292787501492873e-32,3.2637813487610244e-46,3.90912618981797e-41,1.2755729122537855e-32,4.98440395443815e-38,1.7049706074260579e-49,5.703523419954809e-28,1.6453561545631938e-47,4.935331050086386e-41,1.0029890479341008e-54,1.943290324545568e-51,5.0165538366433155e-18,2.5875904386085886e-61,1.7271281500073963e-46,1.2377786424902576e-44,1.6795485300267545e-48,5.084046871086633e-71,1.29784726485679e-58,3.0405268705498744e-44,2.1941476525287494e-44,3.381517421551699e-43,1.4641311516576538e-67,9.90573604223957e-58
3.276574520615959e-18,0.803014234654115,4.211490516912024e-21,5.5346517927627045e-22,1.518789718163348e-27,1.1214391948366063e-19,0.0,0.0,1.5387069068511285e-16,1.2617308961955513e-30,5.00166426140511e-40,1.8582565467034008e-41,2.609237690887426e-41,4.71570658479195e-53,1.772651822693182e-36,2.8645621552765584e-30,1.1232318370534717e-27,6.885621707492508e-41,1.052418529978093e-49,3.036549121404866e-47,6.804437179709839e-28,1.7790433822668609e-43,1.4554704686606398e-20,7.828615886800742e-54,7.755881450707002e-42,6.663543338446621e-45,4.424309714211618e-30,7.435166646252969e-30,1.9886493495631782e-60,1.1616756423598903e-46,1.3219521019113e-53,3.586433572728325e-48,1.8089785782548508e-41,2.8152352388051485e-53,3.76,0.0,0.6079978180966006,0.9999999999851269,1.379677497719056e-38,1.3564308028748033e-39,5.319839826201416e-13,5.319839826201366e-13,8.23248316466806e-28,8.19987628838461e-31,1.487288055998832e-11,1.336230610070749e-31,9.825254826164981e-33,1.5387490211435438e-16,1.31755043522419e-26,7.71940432539441e-30,2.0781448093107428e-26,2.7367533974879056e-14,5.274984148271537e-31,1.5186089096499687e-27,1.0033379845138588e-17,9.324951935491388e-32,5.294428891353666e-28,9.189026472120608e-28,4.7816848196786126e-35,6.025076509422027e-36,1.4554704692658557e-20,3.0224735040938112e-46,1.1232318557612686e-27,8.067044608292418e-30,9.856067522486957e-40,1.0564746544019613e-41,5.0511542808174084e-51,1.1094962395278776e-41,1.514551254879933e-54,7.067588507034771e-59,5.880252859330622e-63,5.574572793687816e-58,7.596259325270039e-51,1.462291047557621e-47,3.1914604279269923e-63,4.439542173201044e-40,1.1309289074288194e-46,1.7309732198243269e-40,2.3474519253930342e-45,8.440781893118579e-55,1.121439192961741e-19,8.117445301182474e-32,2.6111490395575016e-45,3.1274494151067343e-40,5.102499270875372e-32,1.9938427219912673e-37,1.3640628283187132e-48,2.2815022030148278e-27,1.3163457222316052e-46,3.9484522785077904e-40,1.6048641022169868e-53,2.41116522437784e-50,1.003337985281371e-17,4.140355603975456e-60,1.3817704510014522e-45,9.902705940921063e-44,1.3437027411448868e-47,1.627054212633475e-69,2.0766626067492242e-57,2.4325369722516927e-43,1.755401490550393e-43,2.7053423594578895e-42,4.6854662514948743e-66,1.5849983816125025e-56
6.553237926415452e-18,0.8030142346541967,8.423154820121963e-21,1.1069453729050217e-21,6.0752824751486866e-27,2.242908811484356e-19,0.0,0.0,3.077455554898139e-16,5.0470262670067264e-30,4.001426386196503e-39,1.4866406449943753e-40,2.087439700057307e-40,3.7726548283618416e-52,7.090751579407042e-36,1.1458481741081043e-29,4.4930187584498614e-27,5.5086281177915135e-40,8.419548711311838e-49,2.429297026389422e-46,2.7218302478022535e-27,1.4232684881089976e-42,2.910980419992861e-20,1.2526103967645706e-52,6.204852435436183e-41,5.331003292648188e-44,1.7697598918931e-29,2.974127165208249e-29,3.1819250913931895e-59,9.29362572355349e-46,2.1151859104458635e-52,2.8692376872978373e-47,1.447217213604638e-40,4.504490943848867e-52,3.76,0.0,0.6079978180960547,0.9999999999702535,1.1037681970639985e-37,1.0851703995549749e-38,1.0639823966202491e-12,1.0639823966202293e-12,3.293060257056411e-27,3.280017245512163e-30,2.974616442197846e-11,5.345031191592151e-31,3.9301819108375215e-32,3.0775397839952753e-16,5.270308960609487e-26,3.087828687462524e-29,8.312748359346343e-26,5.4735810361729106e-14,2.110036593004234e-30,6.0745592260547545e-27,2.0067031852341718e-17,3.7300566824247654e-31,2.117814639960921e-27,3.675685369638312e-27,1.9127128394649544e-34,2.410079648213068e-35,2.9109804224137735e-20,2.4180361944177545e-45,4.493018833288078e-27,3.22688348986684e-29,7.885041174889818e-39,8.451997850132421e-41,8.08193741015725e-50,8.876228271673131e-41,2.423357579251813e-53,1.1308429179103855e-57,9.408643819884766e-62,8.919554980150293e-57,6.077151676537698e-50,1.1698620793931136e-46,5.106466516714937e-62,3.551718028149445e-39,9.04764603633119e-46,1.3848114439894901e-39,1.8780061136590978e-44,1.3505594489798422e-53,2.242908803984742e-19,3.247044181292389e-31,2.0889688236344137e-44,2.502018917192782e-39,2.041041233207874e-31,7.975533232102682e-37,1.0912848048437012e-47,9.126194485421236e-27,1.0530988693026765e-45,3.1588367995368975e-39,2.5678478632329662e-52,3.2993451486177017e-49,2.0067031883042825e-17,6.624738450014334e-59,1.1054463376693302e-44,7.922363524475589e-43,1.0749879158976017e-46,5.206828244399907e-68,3.322749023341122e-56,1.9460757689002034e-42,1.404354585114681e-42,2.164325252471376e-41,1.4993886496835582e-64,2.5360619010890996e-55
1.3106564738014438e-17,0.80301423465436,1.684666204658516e-20,2.213905760886533e-21,2.4301377109241356e-26,4.485848044782243e-19,0.0,0.0,6.154952850894251e-16,2.0188310434010687e-29,3.201179100192782e-38,1.1893268244332495e-39,1.6699715795455015e-39,3.018159703530026e-51,2.836329505681499e-35,4.583439318426779e-29,1.797225785171571e-26,4.4069547956167565e-39,6.735719910626928e-48,1.9434607946091857e-45,1.0887431744027525e-26,1.1386283034005919e-41,5.822000320968907e-20,2.004202117991092e-51,4.963940856188374e-40,4.26487049142452e-43,7.079111582188628e-29,1.1896629662010397e-28,5.0911615623847026e-58,7.43498880526581e-45,3.384347494031002e-51,2.295426510580458e-46,1.157787511597261e-39,7.20727716176565e-51,3.76,0.0,0.607997818094963,0.9999999999405066,8.830250373963745e-37,8.681466224938448e-38,2.127979224618598e-12,2.1279792246185194e-12,1.3172374973013346e-26,1.3120202430754294e-29,5.949273166100516e-11,2.1380342307492087e-30,1.5720887727996688e-31,6.155121307710359e-16,2.1081450252149427e-25,1.2351473477244636e-28,3.325133167485224e-25,1.0947236313530811e-13,8.440232268865978e-30,2.4298484080829432e-26,4.0134335812248696e-17,1.492037866653778e-30,8.471344705013102e-27,1.470289103300197e-26,7.650929165252178e-34,9.640416749357968e-35,5.82200033065266e-20,1.9344519087720147e-44,1.797225815111566e-26,1.2907665225356192e-28,6.308107802415449e-38,6.7616785268874015e-40,1.2931172144830827e-48,7.101085931405284e-40,3.877432563092128e-52,1.8093716699469832e-56,1.5054021443892978e-60,1.4271506801972747e-55,4.8617789926727986e-49,9.359031287339994e-46,8.170450218661799e-61,2.841408122767415e-38,7.238202769257152e-45,1.1078623008068057e-38,1.5024227172903166e-43,2.160922595119242e-52,4.485848014783479e-19,1.2988308844194747e-30,1.6711949062795222e-43,2.001638885267299e-38,8.164247981257687e-31,3.190245810611018e-36,8.730416676549951e-47,3.650514929163991e-26,8.424847664789481e-45,2.52709942968705e-38,4.1086088128819265e-51,4.832120957888294e-48,4.013433593505438e-17,1.0599719530304545e-57,8.843735470537188e-44,6.33798320338853e-42,8.600008707685306e-46,1.6662258069815858e-66,5.3164799637193554e-55,1.5568790910714342e-41,1.1234970963367689e-41,1.7314807396481015e-40,4.7981067814639753e-63,4.057750624126219e-54
2.621321836121241e-17,0.8030142346546862,3.36943909796847e-20,4.427826539745603e-21,9.72060028681039e-26,8.971726511387568e-19,0.0,0.0,1.2309947442494839e-15,8.075365246749234e-29,2.560958476588893e-37,9.514674152739948e-39,1.3359851919629337e-38,2.414542125097482e-50,1.1345375898300183e-34,1.8333850498785964e-28,7.188939701085859e-26,3.525584757132458e-38,5.388609508419881e-47,1.5547780355215699e-44,4.3549948482701335e-26,9.109080476255407e-41,1.1644040116167417e-19,3.206743771861616e-50,3.971176243611187e-39,3.4119241883049854e-42,2.8316590371094637e-28,4.758676054496231e-28,8.145963663458534e-57,5.948026321217731e-44,5.414996015904817e-50,1.8363557985390846e-45,9.26235505807584e-39,1.1531716783150074e-49,3.76,0.0,0.6079978180927796,0.9999999998810128,7.064242219227587e-36,6.94521418858932e-37,4.255972880607831e-12,4.255972880607514e-12,5.268976747255437e-26,5.248107651922452e-29,1.1898586419924435e-10,8.55218046067054e-30,6.288387206254393e-31,1.2310284347187006e-15,8.432622957694706e-25,4.940640985821796e-28,1.3300600309934818e-24,2.1894546868198169e-13,3.3761101099474774e-29,9.719443067474278e-26,8.026894351406553e-17,5.968181949342995e-30,3.3885550931665984e-26,5.881186317453498e-26,3.0603872144586855e-33,3.856186384527044e-34,1.1644040154902625e-19,1.547570702732768e-43,7.18893982088168e-26,5.163092320733393e-28,5.046516185123998e-37,5.409374920026132e-39,2.068993275299628e-47,5.6809100236340194e-39,6.203940380292478e-51,2.8950130587040242e-55,2.408658716310251e-59,2.2834675623929754e-54,3.889446197499136e-48,7.487307187566897e-45,1.3072803142997924e-59,2.273139952742608e-37,5.790596636968005e-44,8.862950960268862e-38,1.2019452992844464e-42,3.4574981320312866e-51,8.971726391391904e-19,5.195349958568818e-30,1.3369638805242792e-42,1.6013206043272142e-37,3.265715800639437e-30,1.2761048667501312e-35,6.984388743881619e-46,1.4602133986918057e-25,6.739848885895642e-44,2.0216915381964715e-37,6.573815857973573e-50,7.373922139784948e-47,8.026894400529075e-17,1.695966940558187e-56,7.07512606087636e-43,5.070444115008032e-41,6.880053098166582e-45,5.331987848313178e-65,8.506466581987857e-54,1.2455106621110515e-40,8.98803161998631e-41,1.3851927931371329e-39,1.5354042554727363e-61,6.492442230182888e-53
5.242652560760835e-17,0.8030142346553395,6.739270676657532e-20,8.855668109048064e-21,3.8882500043005197e-25,1.7943483444636437e-18,0.0,0.0,2.4619936624129474e-15,3.2301543131592905e-28,2.0487728596076478e-36,7.611766862210391e-38,1.0687913256695395e-37,1.9316394863530417e-49,4.538162036444595e-34,7.333558829111738e-28,2.875583189853405e-25,2.820476173903074e-37,4.310902963694233e-46,1.2438263969609774e-43,1.7420023694472083e-25,7.28728599595478e-40,2.3288119679550104e-19,5.130806329941626e-49,3.176950410972446e-38,2.7295515120122557e-41,1.1326664966943333e-27,1.903475251226775e-27,1.303380826444974e-55,4.758435145743738e-43,8.664025630760215e-49,1.4690905479505338e-44,7.409906035975751e-38,1.8450805520626063e-48,3.76,0.0,0.6079978180884129,0.9999999997620254,5.651410544734347e-35,5.5561878295242623e-36,8.511960192556435e-12,8.511960192555168e-12,2.107596025702755e-25,2.0992483885136546e-28,2.3797212151646643e-10,3.420880915226647e-29,2.5153613839143705e-30,2.4620610394326215e-15,3.37305773422536e-24,1.976282592791041e-27,5.320253645762393e-24,4.3789167977339125e-13,1.3504475028307344e-28,3.887787113720537e-25,1.6053815804571076e-16,2.3872789524763134e-29,1.3554254651471966e-25,2.3524805024291215e-25,1.2241579849100173e-32,1.54247853349266e-33,2.3288119834491336e-19,1.2380602234584997e-42,2.875583237800041e-25,2.0652421562602467e-27,4.037224922200299e-36,4.3275127748131546e-38,3.3103936252721473e-46,4.5447444544969294e-38,9.92634300778168e-50,4.632035557377114e-54,3.8538661059001354e-58,3.6535979743851397e-53,3.1115660675821356e-47,5.989923887629055e-44,2.091655049223053e-58,1.81851730296674e-36,4.632491150654813e-43,7.090381743415016e-37,9.615590813929387e-42,5.53201458964886e-50,1.794348296465255e-18,2.0781452651920917e-29,1.0695743130285205e-41,1.2810602746313445e-36,1.3062896405921995e-29,5.104432863423633e-35,5.587533327606347e-45,5.840868448805149e-25,5.391784324741446e-43,1.6173580257018954e-36,1.0518138688120703e-48,1.1512295748421499e-45,1.605381600106166e-16,2.7135590368636968e-55,5.660270764923962e-42,4.0564112706820854e-40,5.504067298665483e-44,1.976727101220673e-63,1.3610532382629756e-52,9.96411483518759e-40,7.190449053306649e-40,1.1081574931607472e-38,4.9144707291337735e-60,1.0387940442824352e-51
1.0485314010040024e-16,0.8030142346566456,1.348007700231149e-19,1.771135129399129e-20,1.5553019803829517e-24,3.5886997311287105e-18,0.0,0.0,4.923991498113256e-15,1.292063368007323e-27,1.6390207186125932e-35,6.089430453043712e-37,8.550343305902178e-37,1.5453139697507525e-48,1.8152672315925143e-33,2.933427245200384e-27,1.1502347356850995e-24,2.2563842862685764e-36,3.448731593760908e-45,9.950630387450753e-43,6.968018338056777e-25,5.829837435171265e-39,4.657627869825818e-19,8.209303126875207e-48,2.5415640833581927e-37,2.1836477433852055e-40,4.530671758463516e-27,7.61391059560721e-27,2.0854765013287244e-54,3.806753716784872e-42,1.3862466564841271e-47,1.1752749189201603e-43,5.927933629917475e-37,2.952133579243375e-47,3.76,0.0,0.6079978180796793,0.9999999995240504,4.521135145577457e-34,4.4449568473193104e-35,1.7023934816334187e-11,1.702393481632913e-11,8.430394557853177e-25,8.397004144025024e-28,4.759446051138892e-10,1.368354131007745e-28,1.0061459165594746e-29,4.9241262361348305e-15,1.3492247877306698e-23,7.905309803827525e-27,2.1281041576733204e-23,8.757841019484596e-13,5.401797075945136e-28,1.5551168225808408e-24,3.210765836210474e-16,9.549128764837132e-29,5.421708601482496e-25,9.409933917296195e-25,4.8966380534845046e-32,6.169922435073788e-33,4.657627931802389e-19,9.904496288365061e-42,1.1502347548863277e-24,8.260978935682619e-27,3.2297847222638174e-35,3.462015354324562e-37,5.2966327526833204e-45,3.6358020164452938e-37,1.5882178814115802e-48,7.411268475266078e-53,6.166195278185916e-57,5.845888483471357e-52,2.489256351037351e-46,4.792042804265204e-43,3.346653069014369e-57,1.454815912995143e-35,3.705998572820576e-42,5.672313710592347e-36,7.692483887423801e-41,8.851237388449945e-49,3.588699539134906e-18,8.312591604906231e-29,8.55660776105752e-41,1.0248497245139019e-35,5.22516519266312e-29,2.0417760737631856e-34,4.470035869279123e-44,2.3363503502949117e-24,4.313256618466355e-42,1.2938883343825577e-35,1.6829048263232564e-47,1.8190888390083936e-44,3.2107659148068054e-16,4.3417119385539904e-54,4.528468326256987e-41,3.245204140369285e-39,4.403273954628736e-43,6.352591725875308e-62,2.1777342699021265e-51,7.971303653385311e-39,5.752371653633588e-39,8.86527262907382e-38,1.5726447828691491e-58,1.6620730653414905e-50
