Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189)
1.147356276388087e-18,0.6032003563697225,1.0782750814608532e-25,2.784176146918998e-28,1.0667679433522394e-37,2.1845331409050288e-37,0.0,0.0,5.17594599673434e-20,6.099015817314048e-35,6.408307009107632e-46,7.441406377474637e-46,4.4446139720716663e-51,1.8539526745007235e-66,2.888418046363378e-44,2.767504309428013e-34,3.610473501119896e-23,4.328943924114818e-34,2.272748070190247e-60,2.4101322989454534e-59,2.529122927855765e-34,1.0363346635705968e-52,3.174890231007549e-24,2.6804042623711977e-52,4.796576207661895e-39,4.991434367343196e-52,2.2196893491002944e-51,2.126836998520322e-57,1.0063295328092836e-56,3.254729231136271e-58,4.5017642522105014e-52,2.274534638862e-71,2.809552699046753e-63,9.62341341590567e-73,3.76,0.0,0.9750288425373785,0.9999999999995987,1.0627597071666455e-46,3.4245627362058335e-36,1.7546889785784246e-15,1.7004933542911759e-15,5.419562428724866e-17,5.802516233023204e-33,4.0135997231367664e-13,1.1283506351434314e-37,1.0767035043967743e-39,8.776873934739251e-50,1.1503420462530168e-58,4.328245155714229e-34,4.247124639681084e-34,6.406661918350776e-34,3.202307427785854e-34,2.2449822035681105e-39,2.7642629747682093e-44,4.0115598368010633e-35,2.6994933596054604e-36,3.3264061451574075e-51,1.2511668673327946e-49,1.773936753789829e-44,2.026699899587071e-60,8.205759562655382e-41,1.476543429218928e-57,3.1748902312847794e-24,5.057963936917297e-37,1.9917466103456e-58,1.001994320371937e-53,3.610473501120249e-23,8.240490401455973e-21,1.6741512956539047e-31,1.461563841922015e-41,4.35190773930337e-20,2.6238582847974524e-32,8.733865850571366e-53,7.497493299742411e-66,7.668012090903849e-48,6.521820697131298e-67,4.146289423017468e-64
2.2957093870736443e-18,0.6032003563697226,2.157488511154182e-25,5.570771216188889e-28,4.269852615338463e-37,8.74383095924782e-37,0.0,0.0,1.035638890573164e-19,2.4411957763224613e-34,5.1305421316254066e-45,5.957649969436996e-45,3.558393701765627e-50,1.484289421754432e-65,1.1561199617085353e-43,1.1077229560472049e-33,7.224083816749078e-23,1.7327057294495618e-33,1.8195907584252123e-59,1.9295713027634077e-58,1.0123082796075416e-33,8.296978666935891e-52,6.352538836987615e-24,2.14595321040717e-51,1.9198805068700914e-38,3.996189394246977e-51,1.7775515808992707e-50,1.7031948145937782e-56,8.058797954109924e-56,2.6064230864625893e-57,3.604148667047e-51,3.642225666013804e-70,4.500153870374651e-62,1.5414186015946901e-71,3.76,0.0,0.9750288425373768,0.999999999999197,8.508539705236231e-46,1.3707175612879685e-35,3.5109024480157315e-15,3.4024641137879516e-15,1.0843833422777952e-16,2.3225186718593688e-32,8.030686483907272e-13,4.5163431106389285e-37,4.309619994769322e-39,7.026836484604268e-49,1.842046233591049e-57,1.7324260399837254e-33,1.6999566856207834e-33,2.5643343909349407e-33,1.2817575161808886e-33,8.985808366746416e-39,1.1064255923977677e-43,1.605669377386341e-34,1.0805008521253014e-35,2.6631475415445873e-50,1.0016942563862193e-48,1.42022803058132e-43,3.2464935629178343e-59,3.284507313411507e-40,1.1821325770303846e-56,6.352538838097257e-24,2.024503718197758e-36,1.5947705692747364e-57,8.022195304902233e-53,7.224083816750488e-23,1.6488140221052652e-20,6.700968146781945e-31,5.850064320668618e-41,8.707596458366649e-20,1.0502271110937707e-31,6.992403244738485e-52,1.2005757796862606e-64,6.139072150846685e-47,1.0443410422199388e-65,6.639676136029202e-63
4.592415608444759e-18,0.603200356369723,4.315919969585315e-25,1.114396136380028e-27,1.7084978319420193e-36,3.4986755921831725e-36,0.0,0.0,2.0717274723773e-19,9.767962910066438e-34,4.1059929807248896e-44,4.76793090519606e-44,2.8477964435644134e-49,1.1878826425535465e-64,4.625985760388814e-43,4.432334698861266e-33,1.4451304448005006e-22,6.933079907205627e-33,1.4562422224612465e-58,1.544243478304572e-57,4.0505517110930274e-33,6.640104554671307e-51,1.2707836047285054e-23,1.7174147672648213e-50,7.682022787405739e-38,3.1981687999377686e-50,1.4227616572824692e-49,1.3632466056099009e-55,6.450304635443461e-55,2.086194865814118e-56,2.884414307817612e-50,5.829938478944182e-69,7.204144056697885e-61,2.467608490013076e-70,3.76,0.0,0.9750288425373732,0.9999999999983935,6.809417705364877e-45,5.48465568745606e-35,7.023329386890332e-15,6.8064056328789085e-15,2.1692375401142426e-16,9.29309990232449e-32,1.606485995484412e-12,1.807125527945104e-36,1.7244093574047295e-38,5.623605016174719e-48,2.9484737265127784e-56,6.931960785019478e-33,6.802041015591323e-33,1.0260677758467816e-32,5.128699628529302e-33,3.5955169779879766e-38,4.427143673854582e-43,6.424768990770007e-34,4.323410826119014e-35,2.1313274630800064e-49,8.016598396443658e-48,1.1366140576510792e-42,5.1974106364180904e-58,1.314282773743121e-39,9.460653861797883e-56,1.2707836051725075e-23,8.100651910898643e-36,1.2763660179088942e-56,6.420431542919716e-52,1.445130444801065e-22,3.298343985992917e-20,2.681260100213417e-30,2.3407877405802665e-40,1.7418973896400236e-19,4.202276428307234e-31,5.596047729789275e-51,1.9217031187669976e-63,4.9131235076280685e-46,1.6716257906866074e-64,1.062797459085191e-61
9.185828051186988e-18,0.6032003563697237,8.632801282625482e-25,2.229034169530954e-27,6.835108729523439e-36,1.399701474909535e-35,0.0,0.0,4.143904636004278e-19,3.9078212155933135e-33,3.285418226765032e-43,3.815069584765001e-43,2.2786698565643483e-48,9.504865938180558e-64,1.8506955283117548e-42,1.7732224948106014e-32,2.8905745710507137e-22,2.7736834464807667e-32,1.1652416050329069e-57,1.2356294071935278e-56,1.6204844405778067e-32,5.313092507661025e-50,2.541843046122918e-23,1.3741927490810082e-49,3.073309338051741e-37,2.559022063417881e-49,1.1384975532791765e-48,1.0908741821785152e-54,5.1615505363279256e-54,1.6693785545118047e-55,2.3079696893526925e-49,9.329804071325282e-68,1.1529749680405e-59,3.9492448726744015e-69,3.76,0.0,0.9750288425373662,0.9999999999967867,5.448568788545641e-44,2.1942194143119904e-34,1.4048183264639483e-14,1.3614288671450435e-14,4.338945931890458e-16,3.7178450866317555e-31,3.2133206694301166e-12,7.22967886331383e-36,6.898760341542397e-38,4.499738496158254e-47,4.7185179614715995e-55,2.7732357247251194e-32,2.7212593101318644e-32,4.104939234199859e-32,2.051813810135464e-32,1.4384594606565226e-37,1.771145842394488e-42,2.5703259521456893e-33,1.7296458541194424e-34,1.7053858655406156e-48,6.414496705962953e-47,9.094639325657267e-42,8.31827448800488e-57,5.258403144181192e-39,7.569961295224347e-55,2.5418430478992146e-23,3.240788247051271e-35,1.021312688437545e-55,5.1377002985627977e-51,2.890574571052972e-22,6.597403913641484e-20,1.0726786332413507e-29,9.364675240948109e-40,3.4841728772095566e-19,1.681184206946924e-30,4.477688418986528e-50,3.075350642873987e-62,3.931245277497533e-45,2.675145497372815e-63,1.7008354486844603e-60
1.8372652936671446e-17,0.6032003563697251,1.7266637493417414e-24,4.458310250347433e-27,2.7342699253517413e-35,5.59928891927898e-35,0.0,0.0,8.288258963333054e-19,1.5632557056223187e-32,2.6285841428947258e-42,3.052346177353934e-42,1.8231090106686237e-47,7.604614733200662e-63,7.403384592784483e-42,7.093467244662686e-32,5.781462823547249e-22,1.1095636988733367e-31,9.323243179084042e-57,9.885973855692227e-56,6.48246531247872e-32,4.250877594668093e-49,5.08396192625144e-23,1.0994585844262457e-48,1.2294237868473423e-36,2.047412489690178e-48,9.109133477575723e-48,8.72810964185081e-54,4.129763224070614e-53,1.3356719289850526e-54,1.846551067108619e-48,1.492920902646736e-66,1.845009522960504e-58,6.319648954027071e-68,3.76,0.0,0.9750288425373521,0.999999999993573,4.35926896750598e-43,8.777591986771308e-34,2.8097891020137583e-14,2.7230054750151965e-14,8.678362699856172e-16,1.4872590656382468e-30,6.42698993635487e-12,2.892106925629935e-35,2.759728761389743e-37,3.6001325774904615e-46,7.550396697293388e-54,1.1093845955888058e-31,1.0885923000892222e-31,1.6421093267197974e-31,8.20792319271457e-32,5.754454493743746e-37,7.08516072388135e-42,1.0282140579878702e-32,6.919146504314661e-34,1.3644383506173187e-47,5.1320845970085655e-46,7.27640222044575e-41,1.3311173247049143e-55,2.1038654641530047e-38,6.056545340632659e-54,5.083961933357205e-23,1.2964208028224562e-34,8.17138108770768e-55,4.111157884159296e-50,5.781462823556284e-22,1.319552376843168e-19,4.2910637440461783e-29,3.7461750033325466e-39,6.968723852199884e-19,6.7252841369081e-30,3.582490865402163e-49,4.9210616128198546e-61,3.145294837840122e-44,4.280668229782912e-62,2.721624363743378e-59
3.674630270764036e-17,0.6032003563697281,3.45346042538476e-24,8.916862470039195e-27,1.0937556083099646e-34,2.2398285837796677e-34,0.0,0.0,1.6576967618289884e-18,6.253277270414933e-32,2.1029671409596905e-41,2.441994006837817e-41,1.4585565043868373e-46,6.083980573334381e-62,2.961474327967557e-41,2.837502350083125e-31,1.1563239328524754e-21,4.438435579533705e-31,7.459628995328658e-56,7.909154543352631e-55,2.593091639036237e-31,3.400863519543877e-48,1.016819967586727e-22,8.79608623680512e-48,4.9178952568379725e-36,1.6380079454699464e-47,7.287768031976604e-47,6.982947748260738e-53,3.3040197100164854e-52,1.0686051814492326e-53,1.4773109831377193e-47,2.388795354705844e-65,2.952214921127855e-57,1.0112124116645189e-66,3.76,0.0,0.975028842537324,0.9999999999871457,3.487580825924486e-42,3.511179665696003e-33,5.6197306531132975e-14,5.446158691378889e-14,1.7357196173440732e-15,5.949278310950809e-30,1.2854328146337765e-11,1.1568898585784535e-34,1.1039364522253728e-36,2.88024270273274e-45,1.2081248685782683e-52,4.437719137190027e-31,4.354546270327569e-31,6.56870456136096e-31,3.283302862002997e-31,2.3019941541331734e-36,2.8341802185907963e-41,4.113023592194974e-32,2.7677712236185175e-33,1.0916026846409494e-46,4.105862556376149e-45,5.821397999632422e-40,2.1299423850681882e-54,8.418468557348018e-38,4.845468343776545e-53,1.016819970429149e-22,5.185894226409755e-34,6.53745669585861e-54,3.2900542984781345e-49,1.1563239328560895e-21,2.6391763475984303e-19,1.7164953422418664e-28,1.498531008508672e-38,1.3937825801585574e-18,2.690223119602347e-29,2.866128751380899e-48,7.874099071424126e-60,2.5163553156037053e-43,6.849417517022897e-61,4.354829104839033e-58
7.349360224957819e-17,0.6032003563697341,6.907171513009262e-24,1.7833967141660348e-26,4.375136510172501e-34,8.959671641659277e-34,0.0,0.0,3.3154384929400656e-18,2.501361798733893e-31,1.6824136392420597e-40,1.9536434006046847e-40,1.166872989769149e-45,4.8672999417198404e-61,1.1846138223114181e-40,1.1350240269064086e-30,2.3126792338417495e-21,1.775410498902952e-30,5.968933457056157e-55,6.327473821393713e-54,1.0372577590026666e-30,2.7207553945172367e-47,2.0336675132534075e-22,7.03703601597905e-47,1.967198124593684e-35,1.3104375610448987e-46,5.830398933140177e-46,5.5865638723687376e-52,2.6432994228569325e-51,8.549112012614513e-53,1.1818768381670976e-46,3.822170424979306e-64,4.72370366191046e-56,1.617994728686757e-65,3.76,0.0,0.9750288425372678,0.999999999974291,2.7901310327311955e-41,1.4045004409812894e-32,1.1239613755312052e-13,1.0892465126599825e-13,3.471486287122238e-15,2.379759717167823e-29,2.5709003270837234e-11,4.627653697358983e-34,4.4158358747642185e-36,2.3042486938805984e-44,1.9330487695594018e-51,1.7751239160922877e-30,1.7418538520271967e-30,2.6275352595007507e-30,1.3133478540409793e-30,9.209113517747948e-36,1.133695636978762e-40,1.6452429095429176e-31,1.1071310144792279e-32,8.733031708939576e-46,3.2847679594331005e-44,4.657228739245491e-39,3.4080313218278246e-53,3.3695873847523425e-37,3.876469965716019e-52,2.0336675246233277e-22,2.074399894021451e-33,5.23010604865621e-53,2.633660916397378e-48,2.312679233856207e-21,5.278424288297851e-19,6.866121060064372e-28,5.994246239468615e-38,2.7876029697977112e-18,1.0761111404924972e-28,2.2929574257133108e-47,1.2598878912447006e-58,2.0131320200753096e-42,1.0959346652931248e-59,6.967910644039362e-57
1.4698820133345387e-16,0.6032003563697459,1.3815064630411632e-23,3.566817741387234e-26,1.7500924588215585e-33,3.584045135223819e-33,0.0,0.0,6.6309219556410655e-18,1.0005548977591973e-30,1.3459468737972439e-39,1.5629361874477037e-39,9.335096139539747e-45,3.8938860916262064e-60,4.738503412120234e-40,4.5401422499306944e-30,4.625389835795392e-21,7.101715407540539e-30,4.7769452325820257e-54,5.062039131292143e-53,4.149073244791009e-30,2.1766301469257397e-46,4.067362587560828e-22,5.6296956203158274e-46,7.868872536854454e-35,1.0483625666274468e-45,4.6643929538008234e-45,4.469368015602133e-51,2.1146730007124296e-50,6.83939783570138e-52,9.455126899502386e-46,6.115552010451525e-63,7.55805380352998e-55,2.5888354782317105e-64,3.76,0.0,0.9750288425371555,0.9999999999485817,2.2321315504636948e-40,5.618058913813218e-32,2.247937995970826e-13,2.1785078007015893e-13,6.943019526923583e-15,9.519135513076338e-29,5.1418348337971954e-11,1.8510803994931215e-33,1.7663524983776614e-35,1.8434205663744117e-43,3.092916769993744e-50,7.100569064295565e-30,6.96748553070134e-30,1.0510247773734208e-29,5.253444769364496e-30,3.684442535346993e-35,4.5348325550761246e-40,6.581038584260147e-31,4.428569110399945e-32,6.986512996484632e-45,2.6278454708837076e-43,3.7258268834463443e-38,5.452947986621933e-52,1.3495538427081387e-36,3.101218025559762e-51,4.0673626330409696e-22,8.29768398121014e-33,4.184141048804755e-52,2.1094417716212065e-47,4.625389835853224e-21,1.055692016645227e-18,2.7464763619844424e-27,2.397723088220595e-37,5.575243748124079e-18,4.304488342014717e-28,1.8343877099552734e-46,2.0158462567903593e-57,1.6105247044463267e-41,1.7535177348768232e-58,1.1148804168514964e-55
2.939773995012052e-16,0.6032003563697695,2.763273463382589e-23,7.133660167432842e-26,7.000565858609866e-33,1.4337373633758198e-32,0.0,0.0,1.3261888882958448e-17,4.0022399481503405e-30,1.0767638706028483e-38,1.2503610386522792e-38,7.468123520271439e-44,3.11512723978434e-59,1.8954109416232877e-39,1.8160661029925192e-29,9.250811039603054e-21,2.8407015471514047e-29,3.8243657518620453e-53,4.049655332769673e-52,1.6596377410126917e-29,1.7413144491970622e-45,8.134752668071905e-22,4.5037832130865837e-45,3.1475650177491593e-34,8.386951176635615e-45,3.731543891203747e-44,3.5755966151788677e-50,1.6917517856088694e-49,5.471561558415435e-51,7.564146375231301e-45,9.784950020186183e-62,1.2092988799625305e-53,4.1421719450542964e-63,3.76,0.0,0.9750288425369307,0.999999999897163,1.7857162103586303e-39,2.2472349955326415e-31,4.4958912368495504e-13,4.3570303807744814e-13,1.3886085607506353e-14,3.807673420572241e-28,1.0283701774479285e-10,7.404359981422013e-33,7.065447371729876e-35,1.4747447749461165e-42,4.948696396694428e-49,2.840243007248278e-29,2.787007784197763e-29,4.2041203486285376e-29,2.1013885258297549e-29,1.4743922379330757e-34,1.813945351351595e-39,2.6324288231115275e-30,1.771436656311405e-31,5.589251105943455e-44,2.1022887176258754e-42,2.980678672725238e-37,8.724792529427873e-51,5.4118843185910476e-36,2.4809975417700196e-50,8.134752849993398e-22,3.3190904715503894e-32,3.3473352148228695e-51,1.6915443079848717e-46,9.250811039834383e-21,2.1113911909783413e-18,1.0985961320028877e-26,9.590942746999825e-37,1.1150525300969058e-17,1.721804088335293e-27,1.46751887457703e-45,3.2253745110108327e-56,1.2884273687128431e-40,2.8056461282838954e-57,1.7838204062516502e-54
5.879557958367078e-16,0.6032003563698168,5.527560971506091e-23,1.42673465060596e-25,2.800361799051766e-32,5.735860180440145e-32,0.0,0.0,2.6523822745254744e-17,1.6009000510852472e-29,8.614136236143669e-38,1.0002992693804463e-37,5.974520211392828e-43,2.492108996141288e-58,7.581662537345497e-39,7.264282614196634e-29,1.850165344681989e-20,1.1362842570417138e-28,3.0639607136737755e-52,3.239733873989674e-51,6.638567860702132e-29,1.393055690534375e-44,1.6269532556679019e-21,3.60303724706648e-44,1.2590292039004124e-33,6.709582114210174e-44,2.9852469323091065e-43,2.8606068699032112e-49,1.353406782468775e-48,4.377266561588366e-50,6.051335006758341e-44,1.5655984158756108e-60,1.934886539491175e-52,6.627503415173912e-62,3.76,0.0,0.975028842536481,0.9999999997943257,1.4285778046248236e-38,8.988962842027127e-31,8.991797718604926e-13,8.71407555687898e-13,2.7772216172592407e-14,1.5230731204054706e-27,2.0567427364870735e-10,2.9617521030213904e-32,2.8261872892431168e-34,1.1797986323560308e-41,7.917933321778853e-48,1.1361008403957048e-28,1.114805465937618e-28,1.6816523008026714e-28,8.405574918704738e-29,5.902445783834563e-34,7.255824714319153e-39,1.0529742072362117e-29,7.085764662506346e-31,4.471426219181121e-43,1.681835749686129e-41,2.3845491790395738e-36,1.3959720293747601e-49,2.1756724521231944e-35,1.9848173686702233e-49,1.6269533284366822e-21,1.3276395628140023e-31,2.677876948878862e-50,1.3596088824575601e-45,1.8501653447745204e-20,4.222789534453495e-18,4.3943956991946713e-26,3.836388144872332e-36,2.2301088391427998e-17,6.887233820290843e-27,1.1740185803997005e-44,5.1606156029101514e-55,1.0307448886432973e-39,4.489047802545143e-56,2.8541219357767774e-53
1.1759125885077131e-15,0.6032003563699114,1.1059150017490428e-22,2.853472513043696e-25,1.1202488114843788e-31,2.2950639042277613e-31,0.0,0.0,5.304769050049345e-17,6.403608351146993e-29,6.891318753420949e-37,8.002525556328339e-37,4.779629129846887e-42,1.9936898509568848e-57,3.032668462920264e-38,2.9057165230440677e-28,3.700333825965959e-20,4.545148795310209e-28,2.4583066720124895e-51,2.591790936943685e-50,2.6554305319518546e-28,1.114446202501492e-43,3.253909124423314e-21,2.882434052023942e-43,5.036123178747454e-33,5.367675625170814e-43,2.388202286452058e-42,2.2886792416578594e-48,1.0827275674848711e-47,3.501820173383467e-49,4.841075110866558e-43,2.504966014246551e-59,3.095825494509514e-51,1.0604028615775301e-60,3.76,0.0,0.9750288425355819,0.9999999995886515,1.1428648955637736e-37,3.595589708660036e-30,1.7983610682107387e-12,1.7428165972922821e-12,5.554447091844802e-14,6.0922992587807225e-27,4.11348453818162e-10,1.1847028102968879e-31,1.13047727572062e-33,9.43839204686589e-41,1.2668693977230941e-46,4.544415126046822e-28,4.459223671227987e-28,6.726616834041016e-28,3.362233793900057e-28,2.3648707868849454e-33,2.902353511612216e-38,4.2119021857671906e-29,2.83430948279291e-30,3.5771655905253234e-42,1.3454702527084315e-40,1.9076408386988192e-35,2.233556751337513e-48,8.790006724543671e-35,1.5878777890797382e-48,3.2539094154987944e-21,5.31056498663575e-31,2.142304792633238e-49,1.0978798062203073e-44,3.700333826336085e-20,8.445586200639502e-18,1.7577605113090044e-25,1.5345582409472892e-35,4.4602214511421786e-17,2.7548969925916763e-26,9.392162535474364e-44,8.25699802527422e-54,8.245970309467087e-39,7.182487026729104e-55,4.566602187275121e-52
1.7638693811787184e-15,0.603200356370006,1.659375309318684e-22,4.280210970292083e-25,2.3806804121515406e-31,4.87806558900579e-31,0.0,0.0,7.95715582863783e-17,1.3607672841482716e-28,1.9704871315483913e-36,2.288242656723987e-36,1.3666767305195159e-41,5.70070859098065e-57,6.444422294228846e-38,6.174649601302432e-28,5.550502307090534e-20,9.658454044456647e-28,7.040953792244756e-51,7.410905022852331e-50,5.6427920070721775e-28,3.1866208191460035e-43,4.8808648842127236e-21,8.2419629720064e-43,1.070176569734389e-32,1.5352202229654613e-42,7.08989514116998e-42,6.794828552785131e-48,3.2143492727731926e-47,1.0396034480015543e-48,1.3842454293972796e-42,9.221698623763157e-59,1.1708722891373075e-50,4.011721617241352e-60,3.76,0.0,0.9750288425346827,0.9999999993829776,3.2678821268324044e-37,7.640630988156756e-30,2.697542364560155e-12,2.6142256452801488e-12,8.331671927998859e-14,1.2946139342532342e-26,6.170223023497769e-10,2.5174951927589564e-31,2.4022666950638557e-33,2.698826415342409e-40,4.662965451892452e-46,9.656894994123815e-28,9.475848180360028e-28,1.4294064763241754e-27,7.144748824803089e-28,5.031065372417159e-33,6.167532885597841e-38,8.950295493715263e-29,6.0229099237477795e-30,1.0228493473011977e-41,3.847204906094946e-40,5.454660409259922e-35,8.51543459359515e-48,1.88070030211458e-34,4.540375662890498e-48,4.880865502748334e-21,1.1284954791367835e-30,6.2196937537106996e-49,3.155991062398878e-44,5.55050230787705e-20,1.2668382846061213e-17,3.7352424783305233e-25,3.2609392225947266e-35,6.690334057049151e-17,5.85415824191575e-26,2.68557249142998e-43,3.0391246561600973e-53,2.3578328640719424e-38,2.643632970813636e-54,1.6862924698720003e-51
2.3518261738497237e-15,0.6032003563701005,2.2131370198570053e-22,5.706950022449387e-25,4.061398362052319e-31,8.32306154819739e-31,0.0,0.0,1.060954261029093e-16,2.321309352484508e-28,4.156328780313464e-36,4.8266050607517245e-36,2.882719610071202e-41,1.2024447024833062e-56,1.0993427479741955e-37,1.0533227353445143e-27,7.400670788055711e-20,1.6476204381733984e-27,1.4873891495294893e-50,1.563174829770721e-49,9.625941218726103e-28,6.721507615890028e-43,6.507820535036138e-21,1.7384690521704363e-42,1.8255956732843067e-32,3.2389808803339525e-42,1.5448359462088875e-41,1.4806185737414567e-47,7.003900041542591e-47,2.2652418927252908e-48,2.919775103966722e-42,2.3392557432012994e-58,3.0469700677058954e-50,1.044249215668711e-59,3.76,0.0,0.9750288425337835,0.999999999177304,6.89291430033695e-37,1.3034020122573842e-29,3.5967236609087425e-12,3.4856346996514967e-12,1.1108896125721563e-13,2.2084592735358095e-26,8.226958192440868e-10,4.294552761135477e-31,4.0979878231155207e-33,5.6926741760014955e-40,1.1826399368825818e-45,1.647354482073356e-27,1.6164676466924508e-27,2.4383995483008724e-27,1.2188102289998504e-27,8.591381212069599e-33,1.0521133800783127e-37,1.5268154131816657e-28,1.0274377798224548e-29,2.1574920315030093e-41,8.114869997346406e-40,1.150545679955949e-34,2.2911393036973164e-47,3.228395712076011e-34,9.577037961446227e-48,6.507821590185303e-21,1.925080896541678e-30,1.3296938682803871e-48,6.688929018680057e-44,7.400670789397419e-20,1.6891179470718625e-17,6.371885468664826e-25,5.562782662191222e-35,8.920446656863716e-17,9.98650710459131e-26,5.6646513544966104e-43,7.707879683906753e-53,4.973353103906494e-38,6.704826607456629e-54,4.301260732204923e-51
3.5277397591917344e-15,0.6032003563702897,3.321367815240063e-22,8.560429523283964e-25,8.409429622339696e-31,1.723756068864672e-30,0.0,0.0,1.59143161807896e-16,4.805977086333208e-28,1.1352224739551926e-35,1.3183129072240438e-35,7.873612236812453e-41,3.28424968429694e-56,2.2760496320359293e-37,2.1807711751415915e-27,1.1101007749611973e-19,3.411194836506238e-27,4.072776011251508e-50,4.269516178347471e-49,1.9929292515711622e-27,1.8358525826986347e-42,9.761731580946471e-21,4.7482991446566e-42,3.779664646368742e-32,8.85071644676809e-42,4.484103885387108e-41,4.2980665889843614e-47,2.0330167656095678e-46,6.575300499226814e-48,7.974812961523344e-42,8.183407191284185e-58,1.1176765713820773e-49,3.8322489272244197e-59,3.76,0.0,0.9750288425319851,0.9999999987659577,1.882670446046253e-36,2.6985288254625054e-29,5.395086253603972e-12,5.228452823375828e-12,1.6663343022808121e-13,4.572334510928744e-26,1.2340420747019154e-09,8.891332666789817e-31,8.484375191793467e-33,1.5548821040510303e-39,4.135822831418618e-45,3.4106442066849505e-27,3.346688511660201e-27,5.0483967716316715e-27,2.5233918917680045e-27,1.7818381197438983e-32,2.1782835566330628e-37,3.1610779838237614e-28,2.1271798368613433e-29,5.892808738413189e-41,2.2164226588063514e-39,3.142495852593163e-34,9.266890637920611e-47,6.753591240175535e-34,2.615818011572081e-47,9.761733765499119e-21,3.985636222527871e-30,3.727125512529814e-48,1.8415241048107938e-43,1.1101007752389807e-19,2.5336772671300925e-17,1.3192182006935412e-24,1.1517048235187103e-34,1.3380671842194346e-16,2.0675798129046311e-25,1.547192296531159e-42,2.69548342697655e-52,1.3583771218425991e-37,2.3447106378364782e-53,1.5275175060059596e-50
4.7036533445337446e-15,0.6032003563704786,4.430706976815437e-22,1.1413911212627791e-24,1.4303563449329038e-30,2.9325828499281014e-30,0.0,0.0,2.1219089762557952e-16,8.17370914068119e-28,2.375265320411739e-35,2.7583836342449436e-35,1.6474250083611201e-40,6.871748968110265e-56,3.870964177336316e-37,3.708920705843643e-27,1.4801344710582078e-19,5.801558411945944e-27,8.5406470897631665e-50,8.933257093268958e-49,3.389451053514677e-27,3.8412181635036455e-42,1.3015642226150038e-20,9.93503129055766e-42,6.428220243086777e-32,1.852515393436993e-41,9.806111047722028e-41,9.399944623788917e-47,4.445979149983438e-46,1.437944310495402e-47,1.6685978157184227e-41,2.045395132047016e-57,2.897214585464412e-49,9.937310913739707e-59,3.76,0.0,0.9750288425301866,0.9999999983546126,3.939179352170856e-36,4.589491234585645e-29,7.193448846296151e-12,6.9712709705744825e-12,2.22177875721561e-13,7.776343015807318e-26,1.6453871106155347e-09,1.5121838113152758e-30,1.4429719100915276e-32,3.253390960935346e-39,1.0334441904047365e-44,5.800621932485447e-27,5.691836252729317e-27,8.586000380247053e-27,4.291628570792861e-27,3.035459358057808e-32,3.7047162013175097e-37,5.376166289708003e-28,3.617776164722534e-29,1.2329779783925352e-40,4.637497259713775e-39,6.575149761868522e-34,2.5101428424585795e-46,1.1598733608436956e-33,5.473225088212713e-47,1.3015645941502178e-20,6.778524014308035e-30,7.951041472475899e-48,3.880125831177311e-43,1.480134471530645e-19,3.3782365795525513e-17,2.2436448702777968e-24,1.958750347853879e-34,1.784089700512103e-16,3.5164120553894532e-25,3.237244210284526e-42,6.735279966246985e-52,2.8421793941145125e-37,5.858793764972473e-53,3.8530597962143543e-50
