Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71)
1.1780908750783917e-11,0.7410961246373486,4.75191279269776e-16,2.614773815271723e-17,1.904455292667593e-21,1.497297069879345e-25,0.0,0.0,1.143634874622307e-18,5.348074042318168e-32,1.2087561995906968e-23,1.5666932664062067e-30,9.127555637114196e-26,8.989492031666011e-48,9.014094066341488e-42,1.4672713181686872e-25,2.820520150898677e-32,5.583379527811139e-17,2.726058637769899e-33,7.8641371573106665e-31,6.588826758798653e-16,5.898176282259638e-26,4.019811664514295e-30,6.862162702429573e-57,4.23489056151049e-37,1.4538071731333297e-27,3.669924221584087e-30,3.5035030978399145e-49,4.131679623012133e-69,9.417861815007072e-64,1.047762029725322e-35,1.2985206169957841e-43,1.6301994825689779e-34,4.159608411050629e-48,3.76,0.0,0.8732351627618603,0.9999766549890712,3.076312423540161e-31,2.0225951469664154e-45,2.6504777260514477e-06,2.537449366055815e-06,1.1302835446539483e-07,3.628475865693551e-15,2.3345010928405805e-05,2.086611267526647e-19,1.2174378950387981e-20,9.482369456902747e-35,2.88507129920863e-33,5.583378371387235e-17,5.160505623354289e-17,3.0225945130989644e-16,1.7407736721266424e-16
1.4492260349698666e-11,0.7410962048876456,7.185948998960074e-16,3.222980875279824e-17,3.54338945036032e-21,2.8257477102950655e-25,0.0,0.0,1.7307601623462246e-18,1.2210500560738338e-31,2.257558498666073e-23,3.583755831309151e-30,1.7047330079072001e-25,2.513601205494938e-47,2.4282786597687933e-41,2.7382450547666336e-25,7.888692638251959e-32,8.486324999511826e-17,6.20617206012295e-33,1.463953410311054e-30,9.97093774420039e-16,1.0979784101261833e-25,7.941284771408035e-30,2.9803124788572765e-56,9.715244079333191e-37,2.710396869782643e-27,8.373860268634158e-30,1.2129124231702987e-48,3.6841595123397803e-68,4.822320909909682e-63,2.4008585980024967e-35,4.3925241887883884e-43,4.556562389168511e-34,1.731980935651594e-47,3.76,0.0,0.8732345527610739,0.9999713832154676,7.476162394664256e-31,8.42792540279124e-45,3.2604785127852948e-06,3.1215802686907654e-06,1.3889823573102182e-07,5.485903716025757e-15,2.8616784531905215e-05,3.1628262262646657e-19,1.8485175803409458e-20,2.2038407877508707e-34,8.061936567454156e-33,8.486322839671721e-17,7.788860656105775e-17,4.570840902904701e-16,2.632451130191371e-16
1.7203611948613415e-11,0.7410962851378862,1.0119341538235018e-15,3.8336459401506547e-17,5.924402626228369e-21,4.791591255207163e-25,0.0,0.0,2.439151118448834e-18,2.421939283100424e-31,3.7889265509266537e-23,7.121747637780792e-30,2.8611136629019045e-25,5.898356092608065e-47,5.553054392951683e-41,4.592102341985622e-25,1.8516277562790055e-31,1.2010959379381878e-16,1.2274633053941188e-32,2.4489627548716513e-30,1.405129193679241e-15,1.8367438364100901e-25,1.405798189219917e-29,1.015148176214272e-55,1.936208522732705e-36,4.5409210220908516e-27,1.6599246279921648e-29,3.398322912980462e-48,2.2586028550280164e-67,1.8574087876733698e-62,4.779164553916654e-35,1.2088214310961003e-42,1.069096731609436e-33,5.627736211862297e-47,3.76,0.0,0.8732339427607135,0.9999661486822525,1.5724712587189503e-30,2.7397487700424307e-44,3.870478873471027e-06,3.7057641526435406e-06,1.6471470904910709e-07,7.723685063195104e-15,3.3851317746972795e-05,4.464332941515642e-19,2.6136048783096146e-20,4.449317136923575e-34,1.8905879124042112e-32,1.2010955754423639e-16,1.0947361446583756e-16,6.436722341226517e-16,3.707069949997954e-16
2.2626315146442914e-11,0.7410964456381997,1.748006961805697e-15,5.0624526468692533e-17,1.3464070844285311e-20,1.119510130633597e-24,0.0,0.0,4.219845901113733e-18,7.242178576759748e-31,8.676240302628409e-23,2.137806638642247e-29,6.551693401864924e-25,2.3232630024513514e-46,2.1148680979286177e-40,1.0499192499734277e-24,7.297402038161416e-31,2.0955529575050334e-16,3.648900278520189e-32,5.5715206506256876e-30,2.4306983465330306e-15,4.178687150876728e-25,3.5534465233867556e-29,8.038345435261829e-55,5.846517338705229e-36,1.0362415999480628e-26,4.9573065388615417e-29,1.822661123885531e-47,5.436799204416382e-66,1.8015086605337166e-61,1.4395238552233658e-34,6.304722253064898e-42,4.2114890848377975e-33,3.952662287842602e-46,3.76,0.0,0.8732327227612714,0.9999557902865617,5.251624819203337e-30,1.9254068130822424e-43,5.090478316699184e-06,4.87429042384808e-06,2.161878725025139e-07,1.33361939196021e-14,4.4209713437673064e-05,7.747453066783187e-19,4.550816805108676e-20,1.37953250661959e-33,7.436228147490411e-32,2.095552127411965e-16,1.8838194682263907e-16,1.1118770698591043e-15,6.40363201454466e-16
2.8049018344272414e-11,0.7410966061382889,2.6825866286730455e-15,6.301397545912678e-17,2.5623404152435772e-20,2.1887075719307275e-24,0.0,0.0,6.4859504560788574e-18,1.7103392580590756e-30,1.6635751987151807e-22,5.067838662945975e-29,1.2562249367325222e-24,6.7873253920063034e-46,6.055815149546254e-40,2.0100356919261703e-24,2.1330600442559056e-30,3.247688557107267e-16,8.567625868218826e-32,1.0614373008283588e-29,3.7356407074938835e-15,7.960862528620458e-25,7.452280297024097e-29,4.0050217448262314e-54,1.3940336583928755e-35,1.9802485368898728e-26,1.16927792370737e-28,6.722491136816941e-47,5.301573230827855e-65,9.94829374057659e-61,3.4238019596216878e-34,2.2718082417778422e-41,1.230703560199422e-32,1.7538145258424575e-45,3.76,0.0,0.8732315027635337,0.9999455777196781,1.3680765209413398e-29,8.545678966032952e-43,6.310476055737997e-06,6.043027300630239e-06,2.674487238755463e-07,2.045779651970962e-14,5.4422280321129666e-05,1.1944325436475985e-18,7.03896693306782e-20,3.3752060442260165e-33,2.169552074229097e-31,3.247686965463286e-16,2.880011793602804e-16,1.7063513747966056e-15,9.827468269311662e-16
3.889442473993141e-11,0.741096927137795,5.143991161936292e-15,8.810504519759563e-17,6.81780334082261e-20,6.132762460802111e-24,0.0,0.0,1.2475309835847703e-17,6.325521932749193e-30,4.491962233285476e-22,1.8887409102541819e-28,3.392085153157525e-24,3.5009551028728066e-45,3.051580667723638e-39,5.411250368071694e-24,1.101548225366014e-29,6.348387542042126e-16,3.1310951623455484e-31,2.830229329300076e-29,7.18384630039772e-15,2.122690220707824e-24,2.3554780835633827e-28,5.632945398034569e-53,5.25842158272988e-35,5.313243357694577e-26,4.313341002910523e-28,5.1402273674033165e-46,2.380125777697809e-63,1.5570891819474898e-59,1.284540110678106e-33,1.6654384486919827e-40,6.352651121370316e-32,1.8393661385093252e-44,3.76,0.0,0.8732290627731716,0.9999255818883652,6.034526561706255e-29,8.967089703913908e-42,8.750466421255925e-06,8.381129372844387e-06,3.693369885062949e-07,3.919564034059086e-14,7.441811163342171e-05,2.3111892695123342e-18,1.3706597855405778e-19,1.3421307050655447e-32,1.1157250011272349e-30,6.34838324414735e-16,5.480821931696055e-16,3.2720288011477e-15,1.884505846928485e-15
4.8203250480904333e-11,0.7410972026572727,7.882347270958638e-15,1.0998304848221725e-16,1.2955031146224378e-19,1.2156747282324162e-23,0.0,0.0,1.9166711787015994e-17,1.4927526768278206e-29,8.641711608123088e-22,4.484938033647246e-28,6.525819077424414e-24,1.0176784774257481e-44,8.77757811844812e-39,1.0384180936414755e-23,3.2049091362025867e-29,9.885246106777365e-16,7.3170701402578e-31,5.387710148465014e-29,1.1035192466932998e-14,4.0408100155513675e-24,5.093196037190732e-28,2.9640434993041786e-52,1.2610291952333876e-34,1.016951960033036e-25,1.0157485347031478e-27,1.8893874053845262e-45,2.1151489864630885e-62,8.283729168704238e-59,3.066462843999381e-33,5.9200537230724454e-40,1.8476989622434372e-31,7.932568839832017e-44,3.76,0.0,0.8732269684868634,0.999908865519065,1.612696990311249e-28,3.8682459860245876e-41,1.084475273318123e-05,1.0388632159421924e-05,4.5612048194310605e-07,6.001742600249858e-14,9.113448093290094e-05,3.568641914970698e-18,2.127483326263608e-19,3.356392546312482e-32,3.236000665074748e-30,9.88523783815854e-16,8.3443046033628445e-16,5.013884822808684e-15,2.887758707638272e-15
5.7512076221877254e-11,0.74109747817609,1.1194369019750893e-14,1.321871676943667e-16,2.196415767710972e-19,2.1462843920382523e-23,0.0,0.0,2.7291725829475436e-17,3.0259351693310814e-29,1.4830072325475878e-21,9.14651232762566e-28,1.119909443983583e-23,2.44725247747981e-44,2.0970226340028416e-38,1.777666968038891e-23,7.713860122238243e-29,1.4260375934782621e-15,1.4689166975238903e-30,9.150989976493948e-29,1.571050430767879e-14,6.86327502469621e-24,9.697214993257545e-28,1.2197021346978321e-51,2.597069888090753e-34,1.7368027554352764e-25,2.054682941778717e-27,5.557172281563592e-45,1.3552833811275645e-61,3.353897740788825e-58,6.285908171427826e-33,1.6825267862509328e-39,4.445856655021461e-31,2.6566522469577934e-43,3.76,0.0,0.8732248742055783,0.9998925510997936,3.648039863686225e-28,1.2958224750600583e-40,1.2939034023143971e-05,1.2396743496133442e-05,5.422903965850566e-07,8.517368125413947e-14,0.00010744890020356449,5.106300720549614e-18,3.0595721886067596e-19,7.199204287961237e-32,7.764439509511388e-30,1.4260361744545239e-15,1.1774411481403776e-15,7.120660745965973e-15,4.101219637912997e-15
6.682090196285017e-11,0.7410977536942468,1.5075995920283733e-14,1.547269969002399e-16,3.4387706044044276e-19,3.493473508454283e-23,0.0,0.0,3.685149725828757e-17,5.515890671891088e-29,2.349633745133209e-21,1.6771953092026683e-27,1.774369104621636e-23,5.156696457697252e-44,4.400425570509628e-38,2.8097306572087987e-23,1.6268591043014038e-28,1.950089712974143e-15,2.651961790791174e-30,1.4353031642622692e-28,2.1210031279873693e-14,1.0764800276874741e-23,1.6869096234913675e-27,4.164786271638359e-51,4.80898331339991e-34,2.7392987581281294e-25,3.737584325881721e-27,1.3961663997768534e-44,6.727611412069886e-61,1.1132862718104471e-57,1.1584104407536143e-32,4.0859381757173086e-39,9.37357200494101e-31,7.448219999079857e-43,3.76,0.0,0.8732227799293157,0.9998766289658665,7.3365923682752135e-28,3.633909643499042e-40,1.5033310291154726e-05,1.4405459046412795e-05,6.278510690516321e-07,1.146239988608742e-13,0.0001233710341297189,6.9278880346994656e-18,4.1713045282127374e-19,1.3866643722488743e-31,1.632484092591661e-29,1.9500874646473647e-15,1.5756017632940217e-15,9.589778501109723e-15,5.523412790158072e-15
7.612972770382308e-11,0.7410980292117428,1.9523196174039983e-14,1.776119428946465e-16,5.076433655673182e-19,5.353475967076731e-23,0.0,0.0,4.7847164480723665e-17,9.29666964740819e-29,3.509355325422141e-21,2.8432983453123644e-27,2.650178274807448e-23,9.859839533287503e-44,8.391919634756019e-38,4.1866926353359213e-23,3.113390517185533e-28,2.5633104217753577e-15,4.426939530286003e-30,2.122683168621018e-28,2.753402106803111e-14,1.5920123041565032e-23,2.742825047426736e-27,1.231835868611727e-50,8.232514031431928e-34,4.0739984476864975e-25,6.286267382954461e-27,3.123799459912359e-44,2.7204400552358116e-60,3.181304546721403e-57,1.9733932781631092e-32,8.847202968048273e-39,1.7933344425514256e-30,1.830493155347649e-42,3.76,0.0,0.873220685658076,0.9998610896847773,1.3520042178015502e-27,8.933045164501559e-40,1.7127581537224094e-05,1.641477450433778e-05,7.128068053180944e-07,1.4832827840617966e-13,0.0001389103152178794,9.036994166778372e-18,5.466894282044613e-19,2.466633485553398e-31,3.114547507350067e-29,2.5633070636324662e-15,2.027439975404622e-15,1.2418678234714561e-14,7.152872744905245e-15
8.5438553444796e-11,0.7410983047285784,2.4531966474317052e-14,2.0085123003782203e-16,7.162887448528006e-19,7.830290270522261e-23,0.0,0.0,6.027985902743959e-17,1.4752658080152481e-28,5.008811608781102e-21,4.537841929452545e-27,3.782563241080645e-23,1.7495448997913106e-43,1.48679875890283e-37,5.961816445286945e-23,5.529357005616476e-28,3.268248932959998e-15,6.95791993596935e-30,3.000542045040099e-28,3.4682719596154145e-14,2.2504002525756202e-23,4.2314402189812604e-27,3.2545752218212715e-50,1.3267867756494348e-33,5.791633609498518e-25,9.954633957560829e-27,6.391418843301033e-44,9.41174244698054e-60,8.098791107620677e-57,3.164480901483206e-32,1.7540811095309706e-38,3.184015792828673e-30,4.064467253845563e-42,3.76,0.0,0.873218591391859,0.9998459240508218,2.3283739570222934e-27,1.9840157318267862e-39,1.922184776136267e-05,1.8424685594418993e-05,7.971618809266446e-07,1.8624672413387313e-13,0.00015407594917212327,1.1437081436092316e-17,6.95039622953233e-19,4.126435682224108e-31,5.514381688005797e-29,3.268244139834494e-15,2.5315225977790892e-15,1.5604818183716934e-14,8.988144438925733e-15
9.474737918576891e-11,0.7410985802447533,3.009833180055889e-14,2.2445390526449734e-16,9.751233892045438e-19,1.1035574281665795e-22,0.0,0.0,7.415070556431625e-17,2.231866010656576e-28,6.895935597588827e-21,6.903813672782754e-27,5.207727684692963e-23,2.9257739577151842e-43,2.4845445211715174e-37,8.189499937727633e-23,9.255006542117906e-28,4.067376619432644e-15,1.0426019032415369e-29,4.0921862088805725e-28,4.2656371040442786e-14,3.069121948797165e-23,6.2590118166520964e-27,7.845744010967117e-50,2.038376038662935e-33,7.944147813784178e-25,1.5028378430193748e-26,1.2179086233827751e-43,2.874144894325652e-59,1.8799146766718493e-56,4.836774056517675e-32,3.242908086701485e-38,5.327828351883212e-30,8.3234419079901e-42,3.76,0.0,0.8732164971306647,0.9998311230795274,3.798738882697895e-27,4.064008503941446e-39,2.1316108963581106e-05,2.0435188071380128e-05,8.809205412060977e-07,2.2833984270161893e-13,0.00016887692046531135,1.413148836419895e-17,8.625711232244004e-19,6.57374869863778e-31,9.201452748962853e-29,4.067370020262953e-15,3.0864545330521666e-15,1.9145674544931635e-14,1.1027783090445318e-14
9.999999999999999e-11,0.7410991312751212,3.3483814599431396e-14,2.3793573611061484e-16,1.1453143808739427e-18,1.3210355549508315e-22,0.0,0.0,8.261262106423674e-17,2.7700067093147127e-28,8.150362370194813e-21,8.59529128712093e-27,6.155083154731671e-23,3.826067205254639e-43,3.2486188891187372e-37,9.667114454735927e-23,1.2108961592744631e-27,4.56076935913616e-15,1.287032396923818e-29,4.811302228166864e-28,4.751976888844044e-14,3.6084494196440703e-23,7.68522867473022e-27,1.2485241976124405e-49,2.5518195778212057e-33,9.370666869198384e-25,1.8629910389679792e-26,1.7069645192023936e-43,5.214818532546051e-59,2.9263888356106167e-56,6.037295025164777e-32,4.470103152016735e-38,6.969612992507839e-30,1.2108129447622157e-41,3.76,0.0,0.87321531541993,0.9998229290664767,4.9077819899960346e-27,5.912783585303685e-39,2.249781970305508e-05,2.1569898527511404e-05,9.279207850185241e-07,2.5391900900538676e-13,0.00017707093351498594,1.5782951188985383e-17,9.65710207310465e-19,8.395934915357323e-31,1.2017869137317345e-28,4.560761559404401e-15,3.421509228240962e-15,2.1299246813990683e-14,1.2268325731163614e-14
1.1336503066771475e-10,0.7410991312751212,4.2888087769359195e-14,2.7278474660248386e-16,1.6644124806106874e-18,2.0115921472691231e-22,0.0,0.0,1.0621131902223221e-16,4.577245803337701e-28,1.2031168481499366e-20,1.4314561875390423e-26,9.085932506282851e-23,7.137960004066535e-43,6.062889859004212e-37,1.4225571502925605e-22,2.2619532633674224e-27,5.957708305408287e-15,2.097856148486208e-29,7.010072965928477e-28,6.107950071188885e-14,5.2574894576690687e-23,1.2418766865263653e-26,3.697613906937183e-49,4.3097362773796604e-33,1.376784853592964e-24,3.0692155329099734e-26,3.75148661218405e-43,2.060311707178058e-58,8.214320884812081e-56,1.0118785680226046e-31,9.430613451011072e-38,1.301377407386365e-29,2.896852465876392e-41,3.76,0.0,0.8732123086233444,0.9998025802639045,8.919021814731519e-27,1.415150430250347e-38,2.5504616302300093e-05,2.4457950354716892e-05,1.0466654472117385e-06,3.248936249329065e-13,0.00019741973608489142,2.041601802599936e-17,1.2566641421247847e-18,1.4897528868943307e-30,2.234974894277515e-28,5.95769679138489e-15,4.3434708749677744e-15,2.7281530385827168e-14,1.571443314251553e-14
1.3012091700146601e-10,0.7410996272001927,5.626653799501798e-14,3.1761257819199626e-16,2.5089221030794043e-18,3.2053119739989967e-22,0.0,0.0,1.39995493495857e-16,7.949411639427191e-28,1.848470532656912e-20,2.5098272643748942e-26,1.3959815055095962e-22,1.4162285237299125e-42,1.2048366143590551e-36,2.1773267053968316e-22,4.495094335534404e-27,8.004410148675743e-15,3.581764538645651e-29,1.0601195905525264e-27,8.048407060440752e-14,7.950744531250311e-23,2.1131247479811847e-26,1.2250988277336477e-48,7.69013190072317e-33,2.1043623646406405e-24,5.31031454647058e-26,8.951574235383658e-43,9.194044907664218e-58,2.5608866035083707e-55,1.7878729499639911e-31,2.143869452395246e-37,2.5848214854018394e-29,7.561505384219719e-41,3.76,0.0,0.8732085389839338,0.9997780530925023,1.7244721221795506e-26,3.6955899518857423e-38,2.927425573228718e-05,2.8080416975494262e-05,1.1938381000677284e-06,4.2567932954328085e-13,0.00022194690748365074,2.710975974208095e-17,1.6805629309291352e-18,2.8196348630419873e-30,4.41675447342521e-28,8.004392457696774e-15,5.6354403334034905e-15,3.579197533418413e-14,2.0617067141595082e-14
1.4687680333521728e-10,0.7411001231231243,7.139104859691849e-14,3.6375086058977064e-16,3.5969185103742766e-18,4.842670762121816e-22,0.0,0.0,1.784564588848471e-16,1.2912703230299066e-27,2.6994818344236334e-20,4.1146473190938666e-26,2.0386962616836516e-22,2.5854053111514554e-42,2.20503222499206e-36,3.16806873376169e-22,8.219175902061406e-27,1.0391394643403643e-14,5.720143789617693e-29,1.5247599026493546e-27,1.0256520677577063e-13,1.1435394585310202e-22,3.3827860040406244e-26,3.5112046749328236e-48,1.282993196310772e-32,3.0595389132891673e-24,8.593401273765297e-26,1.9283458723434104e-42,3.375393863067272e-57,6.957635905886848e-55,2.9528007922167023e-31,4.413179145829171e-37,4.7238176346039e-29,1.7564302751898052e-40,3.76,0.0,0.8732047693607967,0.9997545772675923,3.084915312047251e-26,8.588174540518517e-38,3.304387889141896e-05,3.1704735025892466e-05,1.3391430319320938e-06,5.393903682681405e-13,0.00024542273238991404,3.480376431183401e-17,2.172022858674812e-18,4.97374144333251e-30,8.031017729598427e-28,1.0391368806584974e-14,7.072103084938302e-15,4.5413258916620286e-14,2.615984318519339e-14
1.6363268966896855e-10,0.7411006190439157,8.823943414247193e-14,4.112465328907565e-16,4.958030639569533e-18,7.0151962614107455e-22,0.0,0.0,2.2160052789103292e-16,1.99040378074704e-27,3.788289060620758e-20,6.399353448307568e-26,2.86101283666939e-22,4.421186321570968e-42,3.7829666246148234e-36,4.430072519798953e-22,1.4077671353492994e-26,1.3130544745895881e-14,8.669678862108719e-29,2.108532746868759e-27,1.2732427166372737e-13,1.581344483425852e-22,5.160143855241625e-26,9.023800075842247e-48,2.0305112289790284e-32,4.277452826992568e-24,1.3196350372777529e-25,3.83352913013319e-42,1.0838443350889377e-56,1.7035341537366957e-54,4.625070602549737e-31,8.403185225086348e-37,8.086672520080287e-29,3.726047734408475e-40,3.76,0.0,0.8732009997539331,0.9997321077220288,5.190179777299387e-26,1.8226876049211085e-37,3.681348577975796e-05,3.533088081225983e-05,1.4826039367531125e-06,6.658070679280108e-13,0.00026789227794899096,4.3513520018447455e-17,2.732824143025622e-18,8.29682903682468e-30,1.3678996607743849e-27,1.3130508486518698e-14,8.646574281791526e-15,5.6131295272324456e-14,3.233469765146591e-14
1.803885760027198e-10,0.7411011149625664,1.0678979076938037e-13,4.601450101082895e-16,6.621509266197594e-18,9.821707473721091e-22,0.0,0.0,2.6943394239571545e-16,2.941387079470928e-27,5.1481070202866495e-20,9.538958721058047e-26,3.888019897540773e-22,7.172492043721905e-42,6.160775980465564e-36,5.999513340978961e-22,2.2874580186670827e-26,1.623308885449494e-14,1.2599044964801243e-28,2.825046172341451e-27,1.547626103077178e-13,2.1186920247932273e-22,7.568994499934315e-26,2.1271998968164086e-47,3.0797593820139894e-32,5.794781963732747e-24,1.9428219864746152e-25,7.14399416373346e-42,3.13370448410249e-56,3.8418762798038576e-54,6.941307143349643e-31,1.5026253983723147e-36,1.3133105407613225e-28,7.35082838666117e-40,3.76,0.0,0.8731972301633429,0.9997106013257118,8.30875040400629e-26,3.597457670103689e-37,4.058307639736687e-05,3.895883094169684e-05,1.6242442077241416e-06,8.047127621550589e-13,0.00028939867426104805,5.3253497153410327e-17,3.3646206102496626e-18,1.3224389131524946e-29,2.210346216092643e-27,1.6233039577665798e-14,1.0352296682248321e-14,6.793217731957685e-14,3.9133669261908966e-14
2.0388832494162143e-10,0.7411018104735732,1.3563230193665987e-13,5.311710754427257e-16,9.519006933300363e-18,1.5029602297847979e-21,0.0,0.0,3.4443118149056677e-16,4.804419184039832e-27,7.577378371028359e-20,1.5763493724710798e-25,5.722756325430461e-22,1.316456050761945e-41,1.1378697070555096e-35,8.789389462294191e-22,4.207814713524351e-26,2.1216711815544825e-14,2.0105225983506607e-28,4.079577998656094e-27,1.9776058798463223e-13,3.0595081637504795e-22,1.2279089801694921e-25,6.309072417916344e-47,5.214308597973953e-32,8.500690428172682e-24,3.156741109422801e-25,1.5668247026717176e-41,1.2165830315087484e-55,1.077036582587896e-53,1.1575740013907685e-30,3.118090972220461e-36,2.414113329283922e-28,1.7281539743803422e-39,3.76,0.0,0.8731919434258151,0.9996819831824598,1.5023669845091834e-25,8.462930255060627e-37,4.586981396830325e-05,4.4049944085626974e-05,1.819868296767809e-06,1.0201574043173633e-12,0.00031801681750534235,6.867487011149929e-17,4.3732193438696e-18,2.389091040898908e-29,4.0344108512578196e-27,2.121663928209412e-14,1.2953775790651345e-14,8.628072417415297e-14,4.970552859613223e-14
2.2738807388052306e-10,0.7411025059803698,1.6772124719385087e-13,6.051594088865138e-16,1.314643080100641e-17,2.200912274553367e-21,0.0,0.0,4.286810131697859e-16,7.438661369342555e-27,1.0704736506483215e-19,2.468009336546642e-25,8.084758837674105e-22,2.2600549241768788e-41,1.967354246760162e-35,1.2361377019845573e-21,7.239888873952613e-26,2.6963244489872735e-14,3.0418988557139098e-28,5.6595370824973734e-27,2.4603475893901814e-13,4.2443462844219665e-22,1.8939379261385003e-25,1.6626470836773779e-46,8.362706252339531e-32,1.1982221315523604e-23,4.862019743033173e-25,3.161838652781479e-41,4.042076163711548e-55,2.70550948600358e-53,1.828067742953207e-30,5.972515102241542e-36,4.150712604931054e-28,3.7003624196980596e-39,3.76,0.0,0.8731866567202957,0.9996550705011905,2.549008847934146e-25,1.813256736639764e-36,5.115651953594892e-05,4.9144498141084665e-05,2.0120194326242008e-06,1.259167464514986e-12,0.0003449294987660831,8.61834207686405e-17,5.528335149385478e-18,4.0675600552811265e-29,6.88787517203003e-27,2.6963142014751584e-14,1.57849200635608e-14,1.066948842570527e-13,6.146819144758699e-14
2.485378479255345e-10,0.7411031319328877,1.9932928162520475e-13,6.743741273997415e-16,1.7098907520066427e-17,3.0086915826959544e-21,0.0,0.0,5.124304906401309e-16,1.0624515812997841e-26,1.4199607156164466e-19,3.5590852087288103e-25,1.0724358570441554e-21,3.510007620574433e-41,3.0767382986259165e-35,1.6333383923639718e-21,1.1266321847745539e-25,3.280832840472853e-14,4.256236122050625e-28,7.39079519397168e-27,2.9399558735810776e-13,5.542615639260899e-22,2.700727770647229e-25,3.654912856875633e-46,1.232195945412107e-31,1.587600427163735e-23,6.911752338827736e-25,5.611888461839025e-41,1.0657885517073658e-54,5.732802907713672e-53,2.6558036910760912e-30,1.0141624842171038e-35,6.4550053160374235e-28,6.878996951662889e-39,3.76,0.0,0.8731818987126955,0.9996322231255629,3.9248798745141933e-25,3.372752420887374e-36,5.5914527184160645e-05,5.3732487809366014e-05,2.1820370415542903e-06,1.493954677737002e-12,0.00036777687438497246,1.0375146406959288e-16,6.696091386239251e-18,6.298965706559279e-29,1.0644332454086479e-26,3.2808192467403076e-14,1.8516740244888892e-14,1.2680343118636511e-13,7.305538143061575e-14
2.6968762197054597e-10,0.741103757881995,2.3347881080561124e-13,7.461571043444139e-16,2.1760266452256072e-17,4.014205477095462e-21,0.0,0.0,6.036998168127034e-16,1.4739941411194992e-26,1.841748128267568e-19,4.983568635098345e-25,1.39100533367732e-21,5.256804476061217e-41,4.6423274986163055e-35,2.1105436201380267e-21,1.6906476477143212e-25,3.930890976412016e-14,5.785736207307729e-28,9.443484935363131e-27,3.462355414081368e-13,7.081889416053812e-22,3.7455186709088556e-25,7.547888032295314e-46,1.7626132281267197e-31,2.0584117578585566e-23,9.54415200511233e-25,9.516307759229162e-41,2.612152103503595e-54,1.1458549187863452e-52,3.745136519200378e-30,1.6487091239053233e-35,9.680409984183777e-28,1.2156183060453848e-38,3.76,0.0,0.8731771407310219,0.9996106048870507,5.836343976378015e-25,5.9634852322041155e-36,6.067250890997578e-05,5.83231705095872e-05,2.3493356659991137e-06,1.7469620500489513e-12,0.000389395112887482,1.2305605579879776e-16,7.98762548568665e-18,9.43671394137117e-29,1.5862978641961474e-26,3.930873343996312e-14,2.141190108946936e-14,1.4852917825298609e-13,8.557509492656126e-14
2.9083739601555743e-10,0.7411043838276928,2.7012913603068266e-13,8.205836793816928e-16,2.7184837433817913e-17,5.2456915314505925e-21,0.0,0.0,7.02500679419858e-16,1.9950929209322813e-26,2.343609000952576e-19,6.805649617680676e-25,1.770055848979108e-21,7.63388413122249e-41,6.794746214363495e-35,2.6758700427607535e-21,2.459967928828139e-25,4.648085708819482e-14,7.674514016863441e-28,1.1845015900692417e-26,4.027571189676617e-13,8.882706624096984e-22,5.072585028754138e-25,1.4743466971074474e-45,2.458620752454916e-31,2.620201744317774e-23,1.2857980493256435e-24,1.551905123900976e-40,5.960860821564276e-54,2.1751814641189606e-52,5.149135970272142e-30,2.5828538302469887e-35,1.4076637651442035e-27,2.0569957307830236e-38,3.76,0.0,0.873172382775275,0.9995901496575392,8.4249531885152e-25,1.0096637187000079e-35,6.543046471352224e-05,6.291650277680406e-05,2.513958771460251e-06,2.0177896009817824e-12,0.00040985034238846715,1.4411608201625935e-16,9.404996994358284e-18,1.3741053895597818e-28,2.2922953293326712e-26,4.6480632707632763e-14,2.446064647534484e-14,1.7184628532775416e-13,9.901253941003847e-14
3.119871700605689e-10,0.7411050097699804,3.092402091077046e-13,8.97726462351745e-16,3.3426078627622256e-17,6.7329544353119325e-21,0.0,0.0,8.088445943977256e-16,2.643731041302134e-26,2.9334958372956606e-19,9.09576282446906e-25,2.2155944618856284e-21,1.0795953449208016e-40,9.688685706360719e-35,3.3375609320367635e-21,3.4857239430887324e-25,5.433892596436048e-14,9.968003128466761e-28,1.4622806438483493e-26,4.635627777197629e-13,1.0965610090701719e-21,6.730350343946212e-25,2.7449752572411847e-45,3.3557922334405934e-31,3.283004024762205e-23,1.6959007488329454e-24,2.447008302190463e-40,1.2788713082268166e-53,3.9495419817565985e-52,6.926575797805593e-30,3.9195499699739405e-35,1.9933975190242645e-27,3.353412338728019e-38,3.76,0.0,0.8731676248454543,0.999570794867215,1.1854687779095577e-24,1.6469015076706238e-35,7.018839459492833e-05,6.751244184089925e-05,2.6759491286058145e-06,2.306044281509733e-12,0.0004292051327014892,1.6694877781746058e-16,1.0950061139658179e-17,1.9520372450016398e-28,3.2259487907315904e-26,5.433864509562378e-14,2.7653802611594167e-14,1.9672932531484883e-13,1.1335315879310302e-13
