Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338)
8.451248627112966e-09,0.6018852923052952,2.716135064094895e-13,1.354137140000693e-14,5.831169958638029e-16,6.923208513423966e-20,0.0,0.0,1.6958738871565497e-15,3.3282333281115054e-25,2.951275761663362e-17,2.0586705537603877e-21,7.600553224883442e-20,1.3406570074785958e-34,3.793077204002815e-23,1.0306146420829054e-20,1.9584257553544874e-22,4.513865791510673e-13,6.538377189409087e-25,2.4900090927242647e-27,3.6412272147239157e-13,2.588313355509052e-21,4.003494457456409e-23,1.9236806932569604e-39,1.3530619454110228e-28,3.0210319014204447e-20,5.0341844175300416e-24,6.987741889224247e-33,2.7705311355015906e-46,3.447677087325045e-47,6.178261039310966e-29,4.9114048704429734e-32,4.400281894407077e-25,3.728429089690756e-35,3.76,0.0,0.504564752260949,0.9997386537770968,2.789220630457022e-22,6.308404669383676e-32,5.128466217566519e-05,5.085109655707256e-05,4.3356303001927223e-07,1.1191416037320054e-12,0.0002613462224214406,1.9805105884460127e-16,3.096357560349677e-18,1.6962387308822778e-24,6.48979643018661e-24,4.513714793952565e-13,1.568772421693964e-14,1.6812353394557948e-13,9.30790804085454e-14,1.0379493469899878e-14,1.4239819910495123e-17,8.67664615279757e-19,6.151117374692562e-19,4.9687791922259395e-27,7.675066556286432e-27,4.431234144447705e-22,2.9719922296160585e-21,2.2976069579246095e-15
8.643428095627e-09,0.6018854256248455,2.794968249112739e-13,1.4275466522828236e-14,6.153276246136829e-16,7.439375621259391e-20,0.0,0.0,1.7764258764830564e-15,3.6477499516013073e-25,3.1748613117610433e-17,2.2453995086252034e-21,8.139168913163407e-20,1.4070076101745447e-34,3.893743306343357e-23,1.0927874777540656e-20,2.1659251361557177e-22,4.726129185253407e-13,7.066126218381126e-25,2.661898680663089e-27,3.8095335480890756e-13,2.766732975859223e-21,4.333368452535179e-23,2.2982140217375116e-39,1.5266655345557148e-28,3.2937454952671704e-20,5.428400332589906e-24,7.942617683570592e-33,3.4704419574966143e-46,4.2275069847295277e-47,6.79155104335353e-29,5.520374361102709e-32,4.864276683868193e-25,4.3163403234552334e-35,3.76,0.0,0.5045635861200354,0.9997386537770633,3.0809721952120903e-22,7.30659090053488e-32,5.245080310615142e-05,5.2016691414675986e-05,4.341090181676016e-07,1.1406065292586034e-12,0.0002613462224326304,2.0724364933922846e-16,3.2084297601301576e-18,1.8223285867967766e-24,7.036225240376074e-24,4.725967435440171e-13,1.6062959989238192e-14,1.7275743608653067e-13,9.57499771874894e-14,1.0943158219479386e-14,1.5387982068896345e-17,9.286981612069572e-19,6.626209798285463e-19,5.452692715151559e-27,8.235790180739556e-27,4.715171556012801e-22,3.118336203689944e-21,2.424183183726518e-15
8.835607564141033e-09,0.6018855589440876,2.873884217272137e-13,1.5029600614190234e-14,6.48458487100857e-16,7.980855281795566e-20,0.0,0.0,1.858881777949963e-15,3.989846563778535e-25,3.409668693436787e-17,2.4439019027492324e-21,8.702576514131602e-20,1.474679800473821e-34,3.993995164679879e-23,1.1570925877993626e-20,2.389754234853684e-22,4.943287739892792e-13,7.622282176555502e-25,2.841422186594842e-27,3.981654158183895e-13,2.953052766746659e-21,4.681394568421128e-23,2.7342124697149513e-39,1.7177816067090932e-28,3.5845022381717527e-20,5.84286348653113e-24,8.999699715399501e-33,4.3244193561134504e-46,5.161271093019492e-47,7.44930437749793e-29,6.187285064293726e-32,5.364573759469017e-25,4.980167925887416e-35,3.76,0.0,0.5045624199818171,0.999738653777035,3.395373068321238e-22,8.434179682999475e-32,5.3616941341763974e-05,5.318233475264729e-05,4.3460383027192114e-07,1.1616101544043549e-12,0.0002613462224377877,2.1664610911118025e-16,3.3214440662349626e-18,1.9544413816421985e-24,7.613234067720623e-24,4.943114738129918e-13,1.6438214800128698e-14,1.7738247836813485e-13,9.842191969374403e-14,1.1522105780761955e-14,1.65977978662203e-17,9.924572005381198e-19,7.125045499266822e-19,5.969990036398251e-27,8.821607849817174e-27,5.009505007928746e-22,3.2682259122817317e-21,2.55433656469104e-15
9.027787032655067e-09,0.6018856922630216,2.9528740359973746e-13,1.580374549492067e-14,6.825104905199344e-16,8.548259616960572e-20,0.0,0.0,1.9432420305335922e-15,4.355569545127043e-25,3.6559789750652035e-17,2.6546018321055376e-21,9.291324870540595e-20,1.5436474961862301e-34,4.093820968408689e-23,1.2235488438235194e-20,2.6307651176749423e-22,5.165341665331228e-13,8.207614580633205e-25,3.0287363975543362e-27,4.1575891973607847e-13,3.147433384404413e-21,5.048072293925202e-23,3.239953409327282e-39,1.927710597933095e-28,3.8940796645370075e-20,6.278074351971601e-24,1.0166981440096765e-32,5.361578460562928e-46,6.275141799830323e-47,8.153586350116495e-29,6.916004217601355e-32,5.903052546723057e-25,5.727629354247035e-35,3.76,0.0,0.5045612538462938,0.9997386537770061,3.733587943492096e-22,9.704386038028632e-32,5.478307688250933e-05,5.4348021783061874e-05,4.350522542584196e-07,1.182158190830567e-12,0.00026134622244329656,2.262584809161324e-16,3.435364773021316e-18,2.0927055973572575e-24,8.221676307293502e-24,5.16515690053715e-13,1.6813486771633243e-14,1.819981082523736e-13,1.0109459773856613e-13,1.2116304469194683e-14,1.7870924401715595e-17,1.0589939234961898e-18,7.64816263525171e-19,6.522025028944128e-27,9.432921803815601e-27,5.314332357927625e-22,3.4216615543527426e-21,2.68806804717728e-15
9.2199665011691e-09,0.6018858255816476,3.0319296072881263e-13,1.659787075496125e-14,7.174844435328626e-16,9.142200433502897e-20,0.0,0.0,2.0295070267254986e-15,4.745989184654943e-25,3.9140729337463136e-17,2.8779273292054612e-21,9.905962124464882e-20,1.6138847525214399e-34,4.1932102587467844e-23,1.2921749484835517e-20,2.8898320269539566e-22,5.392291150560442e-13,8.822891923338677e-25,3.2239975184925363e-27,4.3373388030497385e-13,3.350034818045257e-21,5.433899823616513e-23,3.824593430713668e-39,2.1578155121441894e-28,4.2232712235324506e-20,6.734531993956154e-24,1.1452854754803481e-32,6.615665577696096e-46,7.599058324764469e-47,8.906505016479516e-29,7.710546142419092e-32,6.481640708639193e-25,6.567021783509622e-35,3.76,0.0,0.5045600877134659,0.9997386537769771,4.096811372228775e-22,1.1131423225456017e-31,5.5949209728393976e-05,5.551374816594243e-05,4.354586301055745e-07,1.2022567221782366e-12,0.0002613462224482738,2.360808053890636e-16,3.550157515779814e-18,2.2372488221670915e-24,8.862404266485484e-24,5.392094100266421e-13,1.7188774201477553e-14,1.8660382947539714e-13,1.0376773030196862e-13,1.2725720868413535e-14,1.9209015780934675e-17,1.1283600891886702e-18,8.196095456730086e-19,7.110165845156414e-27,1.0070128393881563e-26,5.62975014961589e-22,3.5786433090321e-21,2.8253781810534158e-15
9.412145969683134e-09,0.6018859588999654,3.1110435896728775e-13,1.7411943977385143e-14,7.533810654768691e-16,9.763289229918258e-20,0.0,0.0,2.1176771168794894e-15,5.1621996770556295e-25,4.1842310370564904e-17,3.1143103142042783e-21,1.0547035715532418e-19,1.685365788339236e-34,4.2921538019905336e-23,1.3629894657845396e-20,3.1678513668016774e-22,5.624136365621293e-13,9.468881592231754e-25,3.427361173944587e-27,4.5209030991543846e-13,3.5610163919400326e-21,5.839374019885866e-23,4.498237451605609e-39,2.409523279588214e-28,4.5728862186159516e-20,7.21273408598899e-24,1.2866118498133232e-32,8.12566144979569e-46,9.167174627183544e-47,9.710210914740813e-29,8.575073224598529e-32,7.102314095004152e-25,7.507250700603099e-35,3.76,0.0,0.5045589215833334,0.9997386537769505,4.4862677498329075e-22,1.2730552357319756e-31,5.711533987942437e-05,5.6679509967351846e-05,4.358268917512599e-07,1.2219121473321984e-12,0.000261346222450407,2.4611312116920985e-16,3.665789221532017e-18,2.3881977670895546e-24,9.536269146953517e-24,5.623926495971356e-13,1.7564075546656785e-14,1.9119919676925901e-13,1.0644106280515719e-13,1.3350320007844034e-14,2.0613722937994294e-17,1.200607034198246e-18,8.769374347305066e-19,7.735794454346175e-27,1.0733618552033471e-26,5.955853790342111e-22,3.739171337835666e-21,2.966267157011005e-15
9.604325438197168e-09,0.6018860922179751,3.1902093274593455e-13,1.8245930941424558e-14,7.902009947117467e-16,1.0412137204201199e-19,0.0,0.0,2.2077526131523055e-15,5.605319119855075e-25,4.4667334266513574e-17,3.3641865529697594e-21,1.1215092379381862e-19,1.7580650093761967e-34,4.390643474598695e-23,1.436010849600797e-20,3.465741688558716e-22,5.860877463377752e-13,1.0146349796732945e-24,3.638982409760232e-27,4.708282197317478e-13,3.780536767554799e-21,6.264990386561804e-23,5.2720113946172646e-39,2.6843261042903403e-28,4.9437497471322135e-20,7.713176927210231e-24,1.4415986867769432e-32,9.936446310708253e-46,1.101834974412332e-46,1.0566896806820243e-28,9.513896830680275e-32,7.767096691191293e-25,8.557859185114932e-35,3.76,0.0,0.5045577554558959,0.9997386537769255,4.90321130138336e-22,1.4518133220226193e-31,5.8281467335606946e-05,5.784530362140466e-05,4.361606050813213e-07,1.2411311295209468e-12,0.00026134622245035455,2.5635546501597327e-16,3.782228061516344e-18,2.5456782821557423e-24,1.0244121033192481e-23,5.860654229128677e-13,1.7939389408526892e-14,1.957838110771965e-13,1.0911436463797915e-13,1.3990065523648876e-14,2.2086693475918943e-17,1.2757856808714716e-18,9.36852586519461e-19,8.400306213262749e-27,1.1423778248466026e-26,6.292737718968801e-22,3.9032457863849124e-21,3.1107348403918815e-15
9.796504906711202e-09,0.6018862255356769,3.2694207866017637e-13,1.9099795806464896e-14,8.279447961866963e-16,1.108935526221061e-19,0.0,0.0,2.299733793075832e-15,6.076489510563431e-25,4.7618599035475225e-17,3.6279956217164766e-21,1.19106781463242e-19,1.8319570287343078e-34,4.488672158998423e-23,1.5112574705040666e-20,3.784443676126416e-22,6.102514581121993e-13,1.0856061502594586e-24,3.859015694889975e-27,4.89947619806804e-13,4.008753945740239e-21,6.711243053208069e-23,6.158138521535382e-39,2.9837828005407107e-28,5.336702640043245e-20,8.236355460381561e-24,1.611209775786094e-32,1.2099531404918233e-45,1.319668357336232e-46,1.147879742395547e-28,1.0531478163231892e-31,8.478060566689029e-25,9.729057875543333e-35,3.76,0.0,0.5045565893311537,0.9997386537769002,5.3489260677935705e-22,1.6511676305424558e-31,5.944759209694815e-05,5.901112589583191e-05,4.3646300236488296e-07,1.2599205506953643e-12,0.00026134622245025795,2.668078719165076e-16,3.899443405314787e-18,2.7098153722848326e-24,1.0986808886679936e-23,6.102277425643326e-13,1.8314714519292145e-14,2.0035731521645165e-13,1.1178742691761412e-13,1.4644919804574767e-14,2.3629571523377443e-17,1.3539465453023302e-18,9.994072785566028e-19,9.105109468409548e-27,1.2140988935540168e-26,6.640495564015618e-22,4.070866785745019e-21,3.2587808018526835e-15
9.988684375225236e-09,0.6018863588530704,3.3486724965690487e-13,1.9973501278777474e-14,8.666129682993895e-16,1.179555402646922e-19,0.0,0.0,2.3936209027951368e-15,6.576876743845419e-25,5.0698899149263585e-17,3.9061808778274164e-21,1.263433834018926e-19,1.9070166848903911e-34,4.58623364911685e-23,1.5887476409766648e-20,4.1249201312539843e-22,6.349047842029798e-13,1.1598780373123086e-24,4.0876149232209366e-27,5.094485191861147e-13,4.245825268967397e-21,7.178624769278204e-23,7.170019513810915e-39,3.3095201184825627e-28,5.752601401837282e-20,8.782763290396432e-24,1.7964521017983286e-32,1.467386186401865e-45,1.5752101259838187e-46,1.244818921669588e-28,1.1632429058651963e-31,9.237325823511056e-25,1.1031755620200113e-34,3.76,0.0,0.5045554232091066,0.9997386537768737,5.824725892027729e-22,1.872989604562407e-31,6.0613714163454384e-05,6.01769738607682e-05,4.3673701346717207e-07,1.2782874706824574e-12,0.00026134622245086033,2.7747037518587326e-16,4.017405776584287e-18,2.8807332127667783e-24,1.1765180544686529e-23,6.348796197303916e-13,1.8690049729765812e-14,2.0491938994697057e-13,1.1446006045698045e-13,1.5314844124104297e-14,2.524399760628234e-17,1.4351397450102743e-18,1.0646534143338809e-18,9.851625189044037e-27,1.2885627978001116e-26,6.999220292618184e-22,4.242034453732256e-21,3.4104043451613678e-15
9.999999999999999e-09,0.601886492170156,3.3533400237778786e-13,2.00255631867389e-14,8.689185956451218e-16,1.1838051864113999e-19,0.0,0.0,2.3992084432269886e-15,6.607275930313697e-25,5.0884351022351524e-17,3.9230182730788894e-21,1.2677834659515984e-19,1.9114721007468491e-34,4.5919634360582083e-23,1.5933806325092837e-20,4.145667309083292e-22,6.363716479099156e-13,1.164355730954666e-24,4.101345277273526e-27,5.106086349796736e-13,4.26006352101633e-21,7.2068136326372e-23,7.233826871850079e-39,3.3295548939624816e-28,5.777823620150078e-20,8.815670743212736e-24,1.807868809094034e-32,1.4839654187081885e-45,1.5915492525156625e-46,1.25071090938119e-28,1.1699953686999899e-31,9.28358362430728e-25,1.1112803665680944e-34,3.76,0.0,0.5045553545473319,0.9997386537768719,5.853707686564775e-22,1.8867930759246455e-31,6.0682375939364165e-05,6.024562032420391e-05,4.3675232058819576e-07,1.2793559068008215e-12,0.0002613462224509095,2.7810473896739686e-16,4.0243741362616986e-18,2.8910109665029386e-24,1.181214198064942e-23,6.363463963288196e-13,1.8712149949762357e-14,2.0518764467205408e-13,1.146174093628777e-13,1.5354758552352524e-14,2.5341321289775955e-17,1.4400160368240557e-18,1.0685801466349648e-18,9.896911349119307e-27,1.293033575899965e-26,7.020686045418547e-22,4.2522234581589536e-21,3.4194435240250693e-15
1.018086384373927e-08,0.601886492170156,3.427959497652401e-13,2.0867008762606052e-14,9.062059491134634e-16,1.2531343845242778e-19,0.0,0.0,2.489414160003596e-15,7.107670608721417e-25,5.3911025423169886e-17,4.199189436501049e-21,1.3386617577339995e-19,1.9832190574626077e-34,4.6833225647290524e-23,1.6684996390845832e-20,4.4881559588475425e-22,6.600477356481931e-13,1.2375268716518963e-24,4.324933415456914e-27,5.293309260020399e-13,4.4919074236043686e-21,7.667626907345334e-23,8.32231638830284e-39,3.6632340588747403e-28,6.192318150667367e-20,9.352892703071761e-24,1.998376663529231e-32,1.772669607012934e-45,1.8740989489925807e-46,1.3477390109113467e-28,1.2821512730643812e-31,1.0047060544625074e-24,1.2477590811876121e-34,3.76,0.0,0.5045542570897549,0.9997386537768465,6.331954405542479e-22,2.1192765257593868e-31,6.177983353513209e-05,6.134284486046004e-05,4.369852941413647e-07,1.2962390906551027e-12,0.00026134622245142,2.883430065604584e-16,4.136086810349634e-18,3.0585551643170694e-24,1.2580082722958853e-23,6.600210643104125e-13,1.9065393998279e-14,2.0946975040800787e-13,1.1713209392323585e-13,1.5999798760194164e-14,2.6931608532857375e-17,1.5194150063146052e-18,1.1326425276144977e-18,1.0641286629714363e-26,1.3658069069082294e-26,7.369004350727581e-22,4.416748896271367e-21,3.565604532394014e-15
1.0373043312253303e-08,0.6018866254869333,3.5072772932018724e-13,2.1780278497075264e-14,9.46724121994651e-16,1.3297334801769647e-19,0.0,0.0,2.5871137566035354e-15,7.670084785808489e-25,5.725776491028708e-17,4.507472152878238e-21,1.416805976583915e-19,2.0605394809491665e-34,4.779934273795792e-23,1.75053173068249e-20,4.875158152355277e-22,6.856803223262417e-13,1.3186287438758517e-24,4.571123921037572e-27,5.495948475592237e-13,4.747156442229039e-21,8.178739474666241e-23,9.631040337171979e-39,4.046691177105242e-28,6.65674055876657e-20,9.94723468401832e-24,2.218079284139008e-32,2.1334566876306268e-45,2.2226888147719182e-46,1.4568759257015019e-28,1.4103644462410518e-31,1.0909480742512518e-24,1.4078963405383793e-34,3.76,0.0,0.5045530909730983,0.9997386537768195,6.871985015007091e-22,2.392157078959529e-31,6.294595021198764e-05,6.250873648762081e-05,4.372102516735933e-07,1.3137827205007452e-12,0.0002613462224513758,2.994257962850948e-16,4.2554592118051535e-18,3.2434037876772692e-24,1.3432361021582482e-23,6.85652085044102e-13,1.9440746380622662e-14,2.1400814288810797e-13,1.1980337216853305e-13,1.669974310376488e-14,2.8694037290904687e-17,1.6068216714092718e-18,1.2034257867188821e-18,1.147553902117935e-26,1.4458682632259257e-26,7.74993979495752e-22,4.595010208618331e-21,3.724380206775863e-15
1.0565222780767337e-08,0.6018867588034027,3.5866218063301107e-13,2.2713269680249324e-14,9.881678207200017e-16,1.409413672353434e-19,0.0,0.0,2.6867198611181043e-15,8.265356844608471e-25,6.074190080715377e-17,4.831483609319645e-21,1.4979208104754393e-19,2.138953556634172e-34,4.8760648220431974e-23,1.834862190219176e-20,5.286955779272058e-22,7.118025530643556e-13,1.4032596001496095e-24,4.826338620092263e-27,5.702402904120335e-13,5.011727705973442e-21,8.712451132379826e-23,1.1113643580701326e-38,4.461729876536467e-28,7.146771793170789e-20,1.0566278937424725e-23,2.4567014145331114e-32,2.5584330299977133e-45,2.6281240940481797e-46,1.5724696809954228e-28,1.5483892250471237e-31,1.182685030794926e-24,1.5849067617110115e-34,3.76,0.0,0.5045519248591369,0.9997386537767923,7.446220889342202e-22,2.693897037273087e-31,6.411206419402738e-05,6.367464656018468e-05,4.374140681290936e-07,1.3309257497120933e-12,0.000261346222451026,3.107187731942613e-16,4.3754967165738195e-18,3.435400857743676e-24,1.4322859933428206e-23,7.117726896200091e-13,1.981610602092612e-14,2.1853434189723106e-13,1.2247375471689177e-13,1.7414635756995756e-14,3.0532912956124626e-17,1.6974087051442277e-18,1.2770539987796607e-18,1.235583928855786e-26,1.528783620851628e-26,8.142118416467672e-22,4.776818476341932e-21,3.886730013387279e-15
1.075740224928137e-08,0.6018868921195639,3.6659893406659276e-13,2.366594058154146e-14,1.0305373341094148e-15,1.492235919149784e-19,0.0,0.0,2.7882326208776143e-15,8.894748240848283e-25,6.436621236965574e-17,5.171682107519971e-21,1.5820605083588773e-19,2.2184371628370447e-34,4.9717108691085086e-23,1.9215093202087192e-20,5.724599966797837e-22,7.384144357368627e-13,1.491495238451601e-24,5.0907291254243235e-27,5.912672604347537e-13,5.285775946895762e-21,9.269249221679321e-23,1.2789115321716287e-38,4.910261691265859e-28,7.663330456767164e-20,1.1210513904621251e-23,2.7154309294096945e-32,3.057430755688869e-45,3.0984208756799243e-46,1.6947643676854354e-28,1.696747740285035e-31,1.2801480959078552e-24,1.7801925305737226e-34,3.76,0.0,0.5045507587478707,0.9997386537767643,8.056094947106763e-22,3.0269050675339064e-31,6.527817548125777e-05,6.484057310023511e-05,4.3759872142362354e-07,1.3476756214593918e-12,0.00026134622245084195,3.2222196478786527e-16,4.4961740523801164e-18,3.634667377213859e-24,1.525242285467204e-23,7.383828847737975e-13,2.0191472143390136e-14,2.2304814751279398e-13,1.2514311439260208e-13,1.8144434622377717e-14,3.244986061045119e-17,1.7912247015209502e-18,1.353577613948754e-18,1.328365579555878e-26,1.6145894829074003e-26,8.545631857253547e-22,4.962173776163935e-21,4.052652417934078e-15
1.0949581717795404e-08,0.6018870254354171,3.745376544779375e-13,2.4638248643562555e-14,1.0738329102241083e-15,1.5782611549212779e-19,0.0,0.0,2.891652164001423e-15,9.559544313876209e-25,6.813347483822217e-17,5.5285296651600264e-21,1.669279248182474e-19,2.298966463665657e-34,5.0668696306392047e-23,2.0104914694298485e-20,6.189163887676917e-22,7.655159773543066e-13,1.5834113052307394e-24,5.364446484522112e-27,6.12675762885214e-13,5.5694552503763376e-21,9.849619796334559e-23,1.4678081890171755e-38,5.394272558387797e-28,8.207350529683898e-20,1.1880426782314488e-23,2.995502916176275e-32,3.64155265598834e-45,3.6425549680609186e-46,1.8240081295060923e-28,1.8559775094248593e-31,1.3835732190832678e-24,1.9952420033305947e-34,3.76,0.0,0.5045495926392997,0.9997386537767358,8.70306984425455e-22,3.393738655959755e-31,6.644428407368508e-05,6.600651431490524e-05,4.3776600442331593e-07,1.364039809535974e-12,0.00026134622245085003,3.3393539730210374e-16,4.617466902095962e-18,3.841323589746746e-24,1.6221892096954039e-23,7.654826763773665e-13,2.0566844044796903e-14,2.275493829740386e-13,1.278113360769371e-13,1.8889096983387486e-14,3.444650126946332e-17,1.8883178899106607e-18,1.4330467295429577e-18,1.426046811365379e-26,1.7033221373597107e-26,8.960571719196292e-22,5.151076176782076e-21,4.222145723763012e-15
1.1141761186309438e-08,0.6018871587509621,3.824780379934784e-13,2.5630150574397016e-14,1.1180547601725409e-15,1.6675502911764898e-19,0.0,0.0,2.9969786011944714e-15,1.0261054284116556e-24,7.204645937144305e-17,5.902492016811353e-21,1.7596311368571236e-19,2.380517916418748e-34,5.1615388257891294e-23,2.1018270499134645e-20,6.681742746239154e-22,7.931071841442972e-13,1.6790832924374393e-24,5.6476411815933886e-27,6.344658024624625e-13,5.86291905753441e-21,1.0454047660975171e-22,1.6802911166358385e-38,5.915824079844019e-28,8.779781311038532e-20,1.2576503540405094e-23,3.29820045684857e-32,4.3233069269014503e-45,4.2705569747178915e-46,1.960453140265257e-28,2.0266314880669803e-31,1.4932011224747249e-24,2.2316331805808913e-34,3.76,0.0,0.5045484265334238,0.999738653776707,9.388637962274726e-22,3.797110153952014e-31,6.761038997131575e-05,6.717246857906493e-05,4.379175422574486e-07,1.3800257978974078e-12,0.0002613462224508076,3.4585909577579656e-16,4.7393518681161885e-18,4.055488992636605e-24,1.723210890080272e-23,7.930720695197026e-13,2.0942221087721495e-14,2.3203789250149197e-13,1.304783155811707e-13,1.964857957756703e-14,3.6524451818018475e-17,1.9887361410044897e-18,1.5155110941171064e-18,1.528776681506976e-26,1.795017691396097e-26,9.387029666210458e-22,5.343525739670008e-21,4.3952080872865775e-15
1.1333940654823471e-08,0.601887292066199,3.9041980908601206e-13,2.664160243120247e-14,1.1632030615605403e-15,1.760164217449427e-19,0.0,0.0,3.1042120273758503e-15,1.1000611250584188e-24,7.610793298731462e-17,6.294038618821417e-21,1.8531702102304427e-19,2.463068277769875e-34,5.25571662960687e-23,2.1955345527757237e-20,7.203453764658725e-22,8.211880616247934e-13,1.778586534892999e-24,5.940463139619938e-27,6.566373833590434e-13,6.166320167662626e-21,1.1083016414579172e-22,1.9187821371066925e-38,6.477054773951197e-28,9.381587361057879e-20,1.3299228939320266e-23,3.6248554030366317e-32,5.1167531547082755e-45,4.993614869327249e-46,2.1043555813849436e-28,2.2092781175846597e-31,1.6092772959200785e-24,2.4910372492510782e-34,3.76,0.0,0.5045472604302431,0.9997386537766775,1.0114321396724652e-21,4.239892943955371e-31,6.877649317415606e-05,6.833843441962779e-05,4.3805480801149694e-07,1.3956410625407626e-12,0.00026134622245062273,3.579930841124911e-16,4.8618064380182216e-18,4.2772823490051095e-24,1.828391345000613e-23,8.211510685801657e-13,2.131760269437642e-14,2.365135393204379e-13,1.3314395862500673e-13,2.0422838662719604e-14,3.868532495333431e-17,2.092526972505475e-18,1.6010201114564051e-18,1.6367053288494807e-26,1.8897121043708767e-26,9.825097519813375e-22,5.539522519780878e-21,4.571837531966118e-15
1.1526120123337505e-08,0.6018874253811279,3.983627179250355e-13,2.7672559695945208e-14,1.2092779616189264e-15,1.856163802146022e-19,0.0,0.0,3.213352523155102e-15,1.1779572188459406e-24,8.032065851139536e-17,6.703642657920156e-21,1.94995043306934e-19,2.546594608852842e-34,5.349401629859161e-23,2.2916325629515557e-20,7.755436169441282e-22,8.497586146704899e-13,1.8819962079654998e-24,6.243061722429654e-27,6.791905093083853e-13,6.479810740676623e-21,1.173700849864329e-22,2.1858994310943052e-38,7.080181316695117e-28,1.001374844357565e-19,1.4049086546809437e-23,3.9768491441164235e-32,6.03766024476488e-45,5.824184512320383e-46,2.2559756197370704e-28,2.404501369168268e-31,1.7320519920102422e-24,2.775222192320614e-34,3.76,0.0,0.5045460943297576,0.9997386537766476,1.0881671946157967e-21,4.725127725300592e-31,6.99425936822124e-05,6.950441050132639e-05,4.3817913695206155e-07,1.4108930554946648e-12,0.00026134622245040676,3.7033738513863525e-16,4.98480895146265e-18,4.50682169951904e-24,1.9378144886658423e-23,8.497196772948756e-13,2.16929883410307e-14,2.4097620386930834e-13,1.358081799105562e-13,2.121183007686676e-14,4.0930729134817035e-17,2.199737554572741e-18,1.6896228444817411e-18,1.7499839576412324e-26,1.9874412193376583e-26,1.027486734842561e-21,5.739066566140086e-21,4.7520319609880645e-15
1.1910479060365572e-08,0.6018876920100618,4.1425106439440717e-13,2.979280988974196e-14,1.3042080108615159e-15,2.0585633196734737e-19,0.0,0.0,3.4373549819810278e-15,1.3461253245962775e-24,8.92108953709446e-17,7.578934530288807e-21,2.1534498307745356e-19,2.7164849684815763e-34,5.535289412394354e-23,2.491074992598611e-20,8.954881986679002e-22,9.083687640808179e-13,2.1008347387859396e-24,6.878183434510807e-27,7.254414092468709e-13,7.137665732949563e-21,1.312198696405426e-22,2.8175396906486223e-38,8.421386790999942e-28,1.1373130437834288e-19,1.563212679163271e-23,4.7626308024799425e-32,8.334550130402625e-45,7.86476677553486e-46,2.583428952753396e-28,2.8350915048666088e-31,1.998721747044349e-24,3.425512923531892e-34,3.76,0.0,0.5045437621368721,0.9997386537765864,1.2547730036055827e-21,5.835991512315682e-31,7.227478661399839e-05,7.183638866309365e-05,4.3839370942644075e-07,1.4403368360805614e-12,0.0002613462224499164,3.9565701149492593e-16,5.232375240824921e-18,4.989606999360052e-24,2.1697239873418904e-23,9.083257357562057e-13,2.2443769901039106e-14,2.4986218477438047e-13,1.411320561708557e-13,2.2833831452844376e-14,4.5681543040233854e-17,2.4246049439233962e-18,1.8763040276656352e-18,1.993201225206055e-26,2.1921465218751462e-26,1.1209882918388813e-21,6.148796627126559e-21,5.123106848549644e-15
1.2256402103690833e-08,0.6018879319750482,4.285524070249016e-13,3.1767287465020424e-14,1.392814972313204e-15,2.2529120649397956e-19,0.0,0.0,3.645479933282365e-15,1.5123629722704908e-24,9.775701940866448e-17,8.433277534554336e-21,2.348223938894325e-19,2.872500345434179e-34,5.700896004771011e-23,2.6789375411717288e-20,1.0149790144571123e-21,9.627926267224222e-13,2.3119002368483867e-24,7.484716075787221e-27,7.683721327582222e-13,7.765754653752842e-21,1.445886545739005e-22,3.514630776107401e-38,9.795636751654324e-28,1.2710526707407418e-19,1.715448246065312e-23,5.571392104135226e-32,1.1037200638500663e-44,1.0224307565867136e-45,2.907221961414264e-28,3.271812404769138e-31,2.264241350695604e-24,4.115374988738925e-34,3.76,0.0,0.5045416631724926,0.9997386537765295,1.4205859274385412e-21,7.015113968659688e-31,7.437375103650796e-05,7.393519302966428e-05,4.3855358444695456e-07,1.465667655300844e-12,0.0002613462224497121,4.191641534120896e-16,5.456857915441591e-18,5.4517748495330914e-24,2.3937922808410672e-23,9.627456797066337e-13,2.3119482805866473e-14,2.578142670477046e-13,1.4591798259523558e-13,2.4343567438773004e-14,5.026241959183688e-17,2.6391474160929677e-18,2.0553829535168543e-18,2.231931937067997e-26,2.3871182064341097e-26,1.209234919235578e-21,6.529685721259995e-21,5.469243379325037e-15
