Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166)
9.591342190173175e-11,0.7467084574520818,4.0236543976224444e-14,3.1661147667454513e-16,2.151953952942551e-18,1.747338562045039e-22,0.0,0.0,1.0167634603028065e-16,3.943118574054296e-28,1.019191695417928e-20,4.9384962064205796e-26,7.650261482519689e-23,1.6758295899248339e-34,9.126371567700587e-23,1.3035857856395442e-22,2.629152838076066e-27,5.295115527515348e-15,1.741041124858448e-28,7.861265383505492e-28,6.103643039655052e-14,4.9838203734397154e-23,1.0009585656768754e-26,1.086931110270108e-46,4.031984923934194e-33,2.718793530803041e-24,2.7012046887889596e-26,5.837329300619891e-39,2.4242511898981853e-58,1.0861472617906235e-55,9.306354853739551e-32,1.0637230305003141e-37,1.5101231608242783e-29,3.25781500991968e-41,3.76,0.0,0.8700368563270714,0.999819556598203,9.918764384395082e-27,1.578575217276939e-38,2.5329176712623597e-05,2.428064990030566e-05,1.0485263299758128e-06,3.106106184530901e-13,0.00018044340178741773,2.0052752761180803e-17,1.2953922043366415e-18,1.5047831423889104e-30,2.585726525055753e-28,5.295106155211025e-15,4.0018019637003715e-15,2.554425954770521e-14,1.478392181169141e-14,1.2196593693517798e-17,4.621327589961232e-22,5.473183314400025e-21,5.434726567855249e-22,7.176291267942593e-32,1.3469217685250885e-30,2.5583378522874326e-25
9.999999999999999e-11,0.7467091202109303,4.3692467354851476e-14,3.322458102709443e-16,2.4041531320085887e-18,2.0093446422565465e-22,0.0,0.0,1.1053777126020196e-16,4.659990860025167e-28,1.1612533535467522e-20,5.748838874745667e-26,8.706018741321973e-23,1.8976210253527113e-34,9.909925842817028e-23,1.4818943514967544e-22,3.186727624467781e-27,5.785513048489954e-15,2.0495138913121553e-28,8.90967094265718e-28,6.635140274889647e-14,5.648470951039101e-23,1.1741078412790966e-26,1.403753185846417e-46,4.7970273861647195e-33,3.0952431987149706e-24,3.18930660979654e-26,7.674590320038444e-39,3.71015485122382e-58,1.5140389456880316e-55,1.1046902256947216e-31,1.3420132546914136e-37,1.8321979233010987e-29,4.285852927147634e-41,3.76,0.0,0.8700357771445586,0.9998128257930362,1.1978068356084919e-26,2.0745717164419124e-38,2.6408359230704474e-05,2.531687375979807e-05,1.0914849470782766e-06,3.3717744411592753e-13,0.0001871742069534478,2.1842560465400298e-17,1.4136392391048886e-18,1.8111716122169914e-30,3.1296693617687073e-28,5.7855023826757304e-15,4.333687775136575e-15,2.7737787590748414e-14,1.6053849151850025e-14,1.3778987686511634e-17,5.352462715868603e-22,6.215025876205153e-21,6.326596881853659e-22,8.515697859914985e-32,1.5949048363348197e-30,3.025881720593769e-25
1.1483622577286323e-10,0.7467091202109303,5.740019333129368e-14,3.9096162020480037e-16,3.479893703909481e-18,3.2015625036865395e-22,0.0,0.0,1.4583030807111275e-16,8.108267632154139e-28,1.79211584293589e-20,9.597167048444842e-26,1.3377862841164767e-22,2.86457774766464e-34,1.3017500130533234e-22,2.2684283175508655e-22,6.045989473121278e-27,7.768992221941143e-15,3.521349641429669e-28,1.3493516246751357e-27,8.751437039389538e-14,8.554442354716472e-23,1.9983534432291175e-26,3.28635326496557e-46,8.550270714826238e-33,4.767636092098067e-24,5.530507478213923e-26,1.9072446665234464e-38,1.523327451215367e-57,4.5918619048891094e-55,1.9524947301046412e-31,2.9086052294356364e-37,3.4871170453044844e-29,1.0678545403683894e-40,3.76,0.0,0.8700318592090527,0.9997889839077836,2.245270478460644e-26,5.151783255214572e-38,3.0326294757845374e-05,2.9079992883784132e-05,1.246301185616861e-06,4.424286438120241e-13,0.00021101609220257559,2.901452249587023e-17,1.8901084437683335e-18,3.3631475392831504e-30,5.907495208580657e-28,7.768975832030409e-15,5.637563653246441e-15,3.643776315133138e-14,2.1091094883206417e-14,2.065536183399393e-17,8.774083564237539e-22,9.477739883350646e-21,1.0496186929761133e-21,1.503515005426847e-31,2.7943672815562233e-30,5.279575174968641e-25
1.337590296439947e-10,0.7467097829659735,7.749979428776149e-14,4.706502470687595e-16,5.2525889563403215e-18,5.376063853898825e-22,0.0,0.0,1.9795363128259012e-16,1.4934603519354618e-27,2.898451588167623e-20,1.716671494410844e-25,2.1522546852178757e-22,4.508484296701368e-34,1.7573220424817455e-22,3.6323131648425557e-22,1.2307601289091385e-26,1.0775149271709455e-14,6.3993339789742655e-28,2.132513799233234e-27,1.1875674361740438e-13,1.3519313518387828e-22,3.6095518826789947e-26,8.433136956367172e-46,1.6232749048756146e-32,7.709303707527109e-24,1.0142664215732555e-25,5.22632344974803e-38,7.146692816777815e-57,1.5734507851039866e-54,3.666218965118628e-31,6.859738110011848e-37,7.121510772198271e-29,2.9365013856061226e-40,3.76,0.0,0.8700268621197353,0.9997598832048424,4.511708041445772e-26,1.4118236907504175e-37,3.532338410641511e-05,3.388219997384957e-05,1.4411832025781226e-06,5.964356706726616e-13,0.00024011679513865936,3.9716515791567475e-17,2.6076715547389142e-18,6.710310562775499e-30,1.1948095014480102e-27,1.0775122902161746e-14,7.517708436958504e-15,4.919313867187288e-14,2.8477584151937704e-14,3.2293458390644106e-17,1.5304402044222272e-21,1.510886914394387e-20,1.8417735752322886e-21,2.8200287097665414e-31,5.19076164349139e-30,9.75582412098358e-25
1.5268183351512618e-10,0.7467104457172108,1.0049235183187617e-13,5.562575937961999e-16,7.530296501390483e-18,8.461766563065784e-22,0.0,0.0,2.580582468138748e-16,2.537104265965657e-27,4.40768750158901e-20,2.885020282180302e-25,3.256438290823212e-22,6.678299269443807e-34,2.278348732520905e-22,5.470844332455631e-22,2.2888664421369777e-26,1.4336423574942533e-14,1.0747361165514265e-27,3.1718945899913047e-27,1.5476637990100134e-13,2.0108391900352108e-22,6.052302154716176e-26,1.9178857322829347e-45,2.841006475415651e-32,1.1748568707832341e-23,1.7156115357637705e-25,1.2568972563459522e-37,2.7381325802187437e-56,4.614423270277736e-54,6.344465005069252e-31,1.4499090651288329e-36,1.3277801507911011e-28,7.088545155631746e-40,3.76,0.0,0.8700218650591193,0.9997321836120395,8.299515899997252e-26,3.3986614917735816e-37,4.0320444758482715e-05,3.868722887537006e-05,1.633214676603494e-06,7.721971196708777e-13,0.00026781638793600573,5.219170228010781e-17,3.4520655542933824e-18,1.2309178029787456e-29,2.2077546317657826e-27,1.4336383675163762e-14,9.629146888005206e-15,6.378264815747473e-14,3.692771774233062e-14,4.759821177939281e-17,2.499682690151457e-21,2.266466899524574e-20,3.0092242879888266e-21,4.875948981133392e-31,8.889907512494172e-30,1.662120537506861e-24
1.7160463738625766e-10,0.7467111084646426,1.2633549932926873e-13,6.483530673288757e-16,1.0372254584696806e-17,1.266868799396833e-21,0.0,0.0,3.261559334272544e-16,4.051269045748677e-27,6.392922672760265e-20,4.616148376305723e-25,4.700296714522476e-22,9.443620998993026e-34,2.863840223970479e-22,7.861837562812384e-22,3.969406521207633e-26,1.8474247117235833e-14,1.6988932181390216e-27,4.503786905308695e-27,1.95546067427643e-13,2.8551690325177435e-22,9.580651087163108e-26,3.977917644369245e-45,4.671444765472865e-32,1.7113075270572125e-23,2.7276952048414086e-25,2.7354475714833282e-37,9.09428158000738e-56,1.2060767715667841e-53,1.0312493399828862e-30,2.816253616896952e-36,2.307373048699322e-28,1.5490405728644995e-39,3.76,0.0,0.8700168680272043,0.9997058176622274,1.4259814743213274e-25,7.410194928983342e-37,4.5317476714198424e-05,4.349503791147256e-05,1.8224372851716516e-06,9.692852665302296e-13,0.00029418233774137733,6.647064998253444e-17,4.426960196907309e-18,2.115808182616496e-29,3.8042768618796066e-27,1.847418952406463e-14,1.195948763179185e-14,8.017895926503978e-14,4.6426052822953986e-14,6.704951718772508e-17,3.874619903398738e-21,3.245120792271817e-20,4.6525495653441304e-21,7.920687599321578e-31,1.430591031183861e-29,2.6608997395006037e-24
1.9052744125738914e-10,0.7467117712082688,1.5498748993630645e-13,7.474955194171232e-16,1.3836704680057945e-17,1.8225484608689097e-21,0.0,0.0,4.0225831829633596e-16,6.1601245621762606e-27,8.930710113769506e-20,7.09619833205432e-25,6.535632533244037e-22,1.2872914668468416e-33,3.5128211106789794e-22,1.0885150316674099e-21,6.510731625022064e-26,2.3208722387144198e-14,2.5597666171507602e-27,6.1644950126793265e-27,2.410985532985736e-13,3.907927453972406e-22,1.4485810544942197e-25,7.67230645913285e-45,7.310703948368879e-32,2.4055484127504216e-23,4.129738392950619e-25,5.50034637167648e-37,2.695847675241794e-55,2.879789951683755e-53,1.5950336329024088e-30,5.113917256550954e-36,3.790861066188904e-28,3.12846080115232e-39,3.76,0.0,0.8700118710239905,0.9996807211478336,2.320170603101352e-25,1.4937580748156914e-36,5.0314479973712827e-05,4.830558601509243e-05,2.0088920959465514e-06,1.1872791462299471e-12,0.0003192788521278104,8.258166680442822e-17,5.5357296104281915e-18,3.452598694126994e-29,6.200151879188109e-27,2.3208642302193524e-14,1.4497003531413607e-14,9.835513971338672e-14,5.695737247493201e-14,9.11199486038866e-17,5.755608593279931e-21,4.4782334413933383e-20,6.883391133519246e-21,1.224631022048392e-30,2.191418756997877e-29,4.0551180038105754e-24
2.0945024512852062e-10,0.7467124339480893,1.8640718751151997e-13,8.542335349322153e-16,1.7980914402798438e-17,2.5378972580006827e-21,0.0,0.0,4.863768778716641e-16,9.002542773830042e-27,1.2100891799104116e-19,1.054994167802379e-24,8.815975773169172e-22,1.7033531909557402e-33,4.2243302276037146e-22,1.46225028012424e-21,1.0204172742827707e-25,2.8558701493963034e-14,3.709623001127479e-27,8.190334512869345e-27,2.9142654413571595e-13,5.192126122642771e-22,2.109706728941858e-25,1.394925891011849e-44,1.0990711770232281e-31,3.2855737073123495e-23,6.009412000740416e-25,1.0367115512531907e-36,7.261216701079952e-55,6.379558381378242e-53,2.3695062364088865e-30,8.788852139025257e-36,5.949325207043209e-28,5.92339433746616e-39,3.76,0.0,0.8700068740494772,0.9996568329622358,3.610831308193354e-25,2.8238320750787363e-36,5.5311454537176885e-05,5.3118832720031115e-05,2.192619575719818e-06,1.4257644515947904e-12,0.00034316703771728894,1.005509484911432e-16,6.781471785799854e-18,5.398943902953109e-29,9.655794977046734e-27,2.855859346237827e-14,1.7230596069654714e-14,1.1828465141358102e-13,6.850668237811071e-14,1.2027487720150626e-16,8.253711959633681e-21,5.997947563818654e-20,9.824211973439803e-21,1.8189683257764e-30,3.2252523843767096e-29,5.93779482923301e-24
2.283730489996521e-10,0.7467130966841043,2.2055405687542927e-13,9.691057399806061e-16,2.2861202011927415e-17,3.4393616061815065e-21,0.0,0.0,5.785229388173206e-16,1.2732143567142782e-26,1.5986423693776882e-19,1.5244923920144592e-24,1.159646152542273e-21,2.1991731785648117e-33,4.99742042367734e-22,1.9157288642711057e-21,1.539953294442633e-25,3.454187032584375e-14,5.205519347061724e-27,1.0617632307453127e-26,3.4653270672724993e-13,6.730781584815118e-22,2.978273886134295e-25,2.4148531462609383e-44,1.5982395893064247e-31,4.382348505621116e-23,8.462663181094805e-25,1.8512184255304973e-36,1.8024045947057296e-54,1.3260116408227064e-52,3.404319323730443e-30,1.4428232066947096e-35,8.988204757694803e-28,1.0626053669834341e-38,3.76,0.0,0.8700018771036647,0.9996340949313469,5.415398036041733e-25,5.0590776123202887e-36,6.030840040474181e-05,5.7934738151372746e-05,2.3736595999942557e-06,1.6843334246132298e-12,0.0003659050685971331,1.2040273644626159e-16,8.167029362029548e-18,8.147236918035375e-29,1.4480028002520988e-26,3.4541728216561474e-14,2.0149757591176696e-14,1.3994134417846103e-13,8.105920725964734e-14,1.5497259814199883e-16,1.1490521497320481e-20,7.837142156805136e-20,1.3608037099283958e-20,2.6134787444157677e-30,4.592216298010543e-29,8.411712722181889e-24
2.472958528707836e-10,0.7467137594163141,2.57388154583487e-13,1.092641082233209e-15,2.8532958894616775e-17,4.555105764198874e-21,0.0,0.0,6.787076790109939e-16,1.7517337956167604e-26,2.0673221920937338e-19,2.1495453931999174e-24,1.4933723290810006e-21,2.7812700513028184e-33,5.831158346673611e-22,2.4574412405070726e-21,2.2510291031933804e-25,4.117482295580676e-14,7.109198519405609e-27,1.348272655891004e-26,4.0641966863918855e-13,8.546915060542639e-22,4.0950954096128303e-25,4.0114575773442946e-44,2.259891930837877e-31,5.730037093903248e-23,1.1593550833528287e-24,3.157814935359631e-36,4.1714140986123287e-54,2.6096342570859324e-52,4.7552820734342954e-30,2.2787399493037416e-35,1.3150320774591589e-27,1.8210877380858393e-38,3.76,0.0,0.8699968801865529,0.9996124516635112,7.872046566359228e-25,8.66071573428302e-36,6.530531757655925e-05,6.275326301640553e-05,2.552051462062563e-06,1.9625847534979657e-12,0.0003875483364228892,1.4215945748096417e-16,9.695008018001128e-18,1.1928689071981605e-28,2.1033368696314027e-26,4.1174639943122044e-14,2.32445379845115e-14,1.6329944976397068e-13,9.46003875297666e-14,1.9566444958392562e-16,1.5597988673202237e-20,1.0029412101511181e-19,1.837820839175608e-20,3.6514893366595936e-30,6.358859091609662e-29,1.1589310974190598e-23
2.662186567419151e-10,0.746714422144718,2.9687012142626703e-13,1.2253590330170889e-15,3.5050666223374133e-17,5.914976535292239e-21,0.0,0.0,7.869421286094985e-16,2.3541362582197507e-26,2.6250058884618846e-19,2.966592941566137e-24,1.8885822761255915e-21,3.4560567157332344e-33,6.724624268415924e-22,3.0960187461894317e-21,3.201779630496563e-25,4.847311143937388e-14,9.487012934146197e-27,1.6821966644424865e-26,4.710900187124784e-13,1.0663552281451905e-21,5.5050068904762195e-25,6.433872802881717e-44,3.1198684289461444e-31,7.36618349829764e-23,1.5514112863287218e-24,5.180354365804221e-36,9.110074803888014e-54,4.903263762682354e-52,6.484493847378794e-30,3.4819132040829693e-35,1.8718285335165254e-27,3.0017284289880705e-38,3.76,0.0,0.8699918832981411,0.9995918504442793,1.1140980761990137e-24,1.426243818878862e-35,7.030220605278111e-05,6.757436859724237e-05,2.7278338803866918e-06,2.26012348905428e-12,0.0004081495556438097,1.6584181558020167e-16,1.136778853707766e-17,1.701713187443721e-28,2.973017084348993e-26,4.847287998537041e-14,2.650552186248714e-14,1.8833357702681117e-13,1.0911587654745794e-13,2.4279490697905554e-16,2.071828904254687e-20,1.2609051807353301e-19,2.4288187281562234e-20,4.981428265836385e-30,8.598173306814069e-29,1.55925133943574e-23
2.8514146061304656e-10,0.7467150848693165,3.3896117436191853e-13,1.3677698118106257e-15,4.246791332381869e-17,7.550464130490323e-21,0.0,0.0,9.032371711269464e-16,3.1002316895138453e-26,3.28084417301146e-19,4.017431540286617e-24,2.3512166651003816e-21,4.2298420607581926e-33,7.676911896729194e-22,3.840221207019344e-21,4.447576519944603e-25,5.645130313138131e-14,1.2409839537099783e-26,2.0671713110944312e-26,5.405463075977284e-13,1.3103723315863534e-21,7.256921845221296e-25,1.0010937159926686e-43,4.218841646355587e-31,9.331906272024814e-23,2.034422384090333e-24,8.215750322836133e-36,1.8853275663461347e-53,8.842273192637059e-52,8.66049833313099e-30,5.170244942453419e-35,2.6017096939742805e-27,4.783549770618239e-38,3.76,0.0,0.8699868864384298,0.9995722411157388,1.5405819753142222e-24,2.271096389698964e-35,7.529906583355959e-05,7.239801674288293e-05,2.901045006535768e-06,2.5765609547053727e-12,0.0004277588841730037,1.9146889655109688e-16,1.318754058451727e-17,2.373275724930483e-28,4.104112344691687e-26,5.6451014969382486e-14,2.992380200979376e-14,2.1501870671522007e-13,1.2459153767914403e-13,2.9680168524182793e-16,2.7003675674299215e-20,1.5611037643640718e-19,3.150134284096208e-20,6.657012359580839e-30,1.138963803469463e-28,2.055259044731262e-23
3.0406426448417804e-10,0.7467157475901097,3.836230972847306e-13,1.5203746533980006e-15,5.0837419340718626e-17,9.494656134994186e-21,0.0,0.0,1.027603544569396e-15,4.011320586956485e-26,4.044246343118676e-19,5.34960191337715e-24,2.887340385799165e-21,5.10883291111159e-33,8.687128160228765e-22,4.6989213289758805e-21,6.051543126000507e-25,6.512305073809243e-14,1.595297871077848e-26,2.5068337626540321e-26,6.147910483670793e-13,1.5890462365688921e-21,9.403905298003021e-25,1.5169213706224365e-43,5.602657629934359e-31,1.1672123020382902e-22,2.6211432125433107e-24,1.2649433170155562e-35,3.718104106790055e-53,1.5373610375882088e-51,1.1358476102889113e-29,7.487313807383405e-35,3.5417124601252015e-27,7.400674592413556e-38,3.76,0.0,0.8699818896074186,0.9995535759310957,2.0875194500604504e-24,3.5113418749746594e-35,8.02958969190472e-05,7.72241698601307e-05,3.0717224342691596e-06,2.9115146435214732e-12,0.0004464240688034261,2.190582964011991e-16,1.5156239619667677e-17,3.244603731062161e-28,5.54963205780692e-26,6.512269685737432e-14,3.3490947072443625e-14,2.433301855078093e-13,1.4101344093294266e-13,3.58115856689216e-16,3.46163109245898e-20,1.9071007803700117e-19,4.019070906208277e-20,8.737466325179355e-30,1.4819288858165799e-28,2.661004922653142e-23
3.229870683553095e-10,0.7467164103070971,4.308182317417948e-13,1.683666068735649e-15,6.021105453605351e-17,1.1782192591876228e-20,0.0,0.0,1.1600518426522595e-15,5.110198283112957e-26,4.924866438900285e-19,7.016782107926185e-24,3.503133087191909e-21,6.0991359786152166e-33,9.754392991921231e-22,5.68109058505253e-21,8.085074493897527e-25,7.4501158398274e-14,2.0196055467831083e-26,3.0048222921694775e-26,6.938267171295143e-13,1.904680756005808e-21,1.2003235829159588e-24,2.245598783949635e-43,7.322704576431308e-31,1.4435775577409431e-22,3.3250795689847776e-24,1.8974166294341492e-35,7.038149712848848e-53,2.588794121541576e-51,1.4660427348179435e-29,1.0605881571974187e-34,4.733710328129738e-27,1.115486894034392e-37,3.76,0.0,0.8699768928051071,0.9995358094177176,2.7784349755745982e-24,5.289666796921339e-35,8.529269930939683e-05,8.2052790904459e-05,3.239903208670635e-06,3.2646081146851025e-12,0.00046419058216836745,2.486262438680826e-16,1.727568301756457e-17,4.358191412053764e-28,7.368808938497882e-26,7.450072902993901e-14,3.719897150091961e-14,2.732437200191683e-13,1.5836785957405761e-13,4.271619688987466e-16,4.372809760353829e-20,2.3025242058495135e-19,5.0538740647519176e-20,1.1287744364015701e-29,1.8979764217839654e-28,3.3914476794624373e-23
3.41909872226441e-10,0.7467170730202793,4.805094696255076e-13,1.8581280181528e-15,7.063985503395324e-17,1.4449234845045178e-20,0.0,0.0,1.3005925160736413e-15,6.421158250005217e-26,5.932595626932851e-19,9.079110341703825e-24,4.204884282831738e-21,7.206759354266583e-33,1.0877839158952634e-21,6.795792746575963e-21,1.062824661711163e-24,8.459761898927682e-14,2.5222952624425472e-26,3.56477627214618e-26,7.776557535152239e-13,2.259580079477958e-21,1.5116420406008549e-24,3.2567276852143465e-43,9.436265866540848e-31,1.7676002323247671e-22,4.160475304908456e-24,2.781201986664024e-35,1.2872550195302791e-52,4.239968626582478e-51,1.86552676868297e-29,1.4731811508316737e-34,6.224644541206058e-27,1.6430470967997382e-37,3.76,0.0,0.8699718960314956,0.999518898295355,3.639637644165431e-24,7.787798483915138e-35,9.028947300476155e-05,8.68838433728208e-05,3.4056238333386086e-06,3.6354709120458857e-12,0.00048110170451677836,2.801876696847995e-16,1.9547499143009396e-17,5.7623873316828345e-28,9.627244022881641e-26,8.459710359273013e-14,4.1040318608514694e-14,3.047353720824304e-13,1.766412674607564e-13,5.04358134425659e-16,5.452054737702222e-20,2.7510645987769874e-19,6.273712204734821e-20,1.4378700107357095e-29,2.397027353569146e-28,4.262428236782089e-23
3.6083267609757247e-10,0.7467177357296562,5.326602460046037e-13,2.044236083629526e-15,8.21740374383011e-17,1.7533433977157483e-20,0.0,0.0,1.4492358737422311e-15,7.969995329171399e-26,7.077553791495991e-19,1.1603491667167981e-23,4.99898781984301e-21,8.437613976951137e-33,1.2056612095571491e-21,8.05217621565432e-21,1.3770213498914371e-24,9.542365332235956e-14,3.112174365599996e-26,4.190336168524678e-26,8.662805611507854e-13,2.6560487577531292e-21,1.8809219305106983e-24,4.6374818860035156e-43,1.2006849692922061e-30,2.1450306234353856e-22,5.142299772973935e-24,3.99351694276851e-35,2.2811300652273824e-52,6.773063520862683e-51,2.3438925256645734e-29,2.0107643763542033e-34,8.066749662480774e-27,2.370842679741761e-37,3.76,0.0,0.8699668992865838,0.9995028013885556,4.700341448467475e-24,1.1233153587546307e-34,9.528621800529483e-05,9.171729129659472e-05,3.5689202774400442e-06,4.023738484212983e-12,0.000497198611300977,3.13756276423689e-16,2.1973156529508455e-17,7.511758963574324e-28,1.2397065536170346e-25,9.542304057246573e-14,4.500784190679074e-14,3.3778155412111553e-13,1.95820336430842e-13,5.901161191169033e-16,6.718465139372929e-20,3.2564735623740305e-19,7.698658133480514e-20,1.8087252707080495e-29,2.9896587093132002e-28,5.290649171516214e-23
3.7975547996870395e-10,0.7467183984352275,5.872345310597642e-13,2.2424576785258014e-15,9.48630162823503e-17,2.107389278221046e-20,0.0,0.0,1.605992084004907e-15,9.784009376897526e-26,8.370077954792857e-19,1.466392396567223e-23,5.891934005223811e-21,9.797515305706184e-33,1.3289869715175635e-21,9.459462359513392e-21,1.7609650303310503e-24,1.069897625004042e-13,3.798461096994656e-26,4.885143535052821e-26,9.597035081936853e-13,3.096391685357699e-21,2.31516967297678e-24,6.4956146644987905e-43,1.5104526707614184e-30,2.5820745163041123e-22,6.286233803194645e-24,5.628777936587554e-35,3.924661609932555e-52,1.057422964041622e-50,2.9114474270235054e-29,2.7016009669866233e-34,1.0317808134083481e-26,3.3581198442523947e-37,3.76,0.0,0.8699619025703712,0.9994874795118427,5.992801230412505e-24,1.5905906728543754e-34,0.00010028293431115028,9.655309923365024e-05,3.7298279836453042e-06,4.4290520946410175e-12,0.0005125204879980412,3.493446304195982e-16,2.455397600055777e-17,9.667431686087603e-28,1.575715099630458e-25,1.0698904027561067e-13,4.909477976771654e-14,3.723590239422501e-13,2.1589193336158983e-13,6.848414430644004e-16,8.192073391216801e-20,3.822562022917955e-19,9.349668156443126e-20,2.2496577776312735e-29,3.687107054359076e-28,6.493661568143126e-23
3.9867828383983543e-10,0.7467190611369932,6.441968211293475e-13,2.453252283838092e-15,1.087554236165926e-16,2.511112380251814e-20,0.0,0.0,1.7708711759769032e-15,1.1892009318912053e-25,9.820709710645472e-19,1.8341857611058026e-23,6.890301088078875e-21,1.129218517516585e-32,1.457678220160887e-21,1.1026932898875532e-20,2.2255248905135196e-24,1.193057860491638e-13,4.590775437456933e-26,5.652841006492014e-26,1.057926927925825e-12,3.582914080802127e-21,2.8218273554895492e-24,8.963440942533277e-43,1.8806320075154634e-30,3.085414451512207e-22,7.608654069595747e-24,7.801329503574672e-35,6.574962685501143e-52,1.6167472764241622e-50,3.5792290037346324e-29,3.5783624195972104e-34,1.3041434205913343e-26,4.677194396596382e-37,3.76,0.0,0.8699569058828581,0.9994728953452479,7.552464402187942e-24,2.214808892278126e-34,0.00010527962192248194,0.00010139123225953739,3.888381876938582e-06,4.851058721795739e-12,0.0005271046545759021,3.8696426672436884e-16,2.7291144491525623e-17,1.2297465470852971e-27,1.979336762488018e-25,1.1930494142066912e-13,5.3294728147380024e-14,4.0844487895480616e-13,2.3684311690523175e-13,7.889334930193614e-16,9.893828970032679e-20,4.4531983114861085e-19,1.124855884418621e-19,2.769632453404957e-29,4.50127164670624e-28,7.889849419186635e-23
4.176010877109669e-10,0.7467197238349538,7.035121304908065e-13,2.6770716430720993e-15,1.2389912560411526e-16,2.968701463268688e-20,0.0,0.0,1.9438830409771606e-15,1.4324316841131478e-25,1.144018686160273e-18,2.272654010953928e-23,8.00074990842647e-21,1.2927253463834388e-32,1.5916531817669196e-21,1.2763922785647147e-20,2.7826178535955164e-24,1.3238094311369869e-13,5.49913152646813e-26,6.497072290178324e-26,1.1609531192982733e-12,4.117921468149213e-21,3.408774223269264e-24,1.2202779794478622e-42,2.3196630506677487e-30,3.6622290793703746e-22,9.126618621240777e-24,1.064871266793761e-34,1.0758826296733263e-51,2.4258900519046672e-50,4.3590159716129307e-29,4.6786097921183055e-34,1.6307333157811028e-26,6.41580298438368e-37,3.76,0.0,0.8699519092240443,0.9994590133455779,9.41810925980044e-24,3.0374744611985424e-34,0.000110276280839444,0.00010623165595940036,4.044616372704585e-06,5.289410967566931e-12,0.0005409866542282622,4.2662576693933064e-16,3.018572524236876e-17,1.5477279499568549e-27,2.459872291844322e-25,1.3237996233527932e-13,5.760162227614036e-14,4.460165508639757e-13,2.5866113449279885e-13,9.027856234363686e-16,1.1845583587786773e-19,5.152306401632053e-19,1.3417985652026132e-19,3.3782815185446967e-29,5.444710588863641e-28,9.498401898991096e-23
4.365238915820984e-10,0.7467203865291088,7.651459849534625e-13,2.91435988477909e-15,1.4034123361454881e-16,3.484480443277333e-20,0.0,0.0,2.1250374339369133e-15,1.7112769203746484e-25,1.3239439653860234e-18,2.7915290976214485e-23,9.23002186936742e-21,1.4708259355725072e-32,1.7308312755898167e-21,1.4679818584606944e-20,3.445244393888797e-24,1.4622385172358626e-13,6.533932693986406e-26,7.421482157725453e-26,1.2687843473559687e-12,4.703719662927098e-21,4.08432505471396e-24,1.641006124856509e-42,2.8367623793462337e-30,4.320207776941514e-22,1.0857855634743161e-23,1.4334915925417522e-34,1.723534340496603e-51,3.5785517340450757e-50,5.263332440791556e-29,6.045271854724822e-34,2.019149888993914e-26,8.679455770461065e-37,3.76,0.0,0.8699469125939293,0.9994457996989757,1.1631950109187087e-23,4.10851071192326e-34,0.00011527291106219101,0.00011107433642167281,4.1985653830330625e-06,5.743766985917299e-12,0.0005542003008115691,4.683387949708899e-16,3.3238662436650894e-17,1.929003853011229e-27,3.0273415308544813e-25,1.462227202216749e-13,6.20097279065794e-14,4.850518015357951e-13,2.813334199985112e-13,1.0267852325099885e-15,1.4070079755081303e-19,5.923864553125154e-19,1.5881426390984926e-19,4.085919512645575e-29,6.530632242495655e-28,1.133928121773227e-22
4.5544669545322986e-10,0.7467210492194587,8.290644157457058e-13,3.1655536447960598e-15,1.5812811515337604e-16,4.062905905725343e-20,0.0,0.0,2.314343974696031e-15,2.029072189486495e-25,1.5229584872463137e-18,3.401373842979351e-23,1.0584935202954169e-20,1.6640652556296978e-32,1.8751330996196076e-21,1.6784053693120706e-20,4.227521598026204e-24,1.6084255352199922e-13,7.705966329375302e-26,8.429716438566408e-26,1.3814228436428979e-12,5.342614759282501e-21,4.857231204881485e-24,2.1821235426988336e-42,3.441955967227261e-30,5.067564336386533e-22,1.282075295080732e-23,1.9053292831954751e-34,2.7072594551125915e-51,5.196751797546259e-50,6.305452584872465e-29,7.727035472697422e-34,2.4776399399767194e-26,1.1593541937817046e-36,3.76,0.0,0.8699419159925134,0.9994332222573125,1.423973600328025e-23,5.487261832725817e-34,0.00012026951259087767,0.00011591924023206312,4.350262322733577e-06,6.213790414793678e-12,0.0005667777424553617,5.121121353830201e-16,3.645078625494696e-17,2.382693362076742e-27,3.6924923506127304e-25,1.608412558862236e-13,6.651362785122933e-14,5.255287190514262e-13,3.048475915114771e-13,1.1613138354148641e-15,1.6590939802094814e-19,6.771904045809227e-19,1.8663165756212022e-19,4.9035573703950916e-29,7.772892322595678e-28,1.3433203823645022e-22
