Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47)
5.094855431438492e-10,0.6216439172731822,6.01052308606247e-28,1.4177505895680098e-18,2.509690966280654e-28,1.7429447488085404e-28,0.0,0.0,4.52447617794586e-31,3.1933444924742387e-56,3.014483717852848e-28,3.493484023699572e-28,5.9086693664417125e-28,5.373391817084874e-54,1.2709680861406718e-40,6.977222063165399e-25,1.5117102016486838e-37,1.5189060895291452e-28,3.551452963394213e-32,7.028349969111412e-32,4.80646132121279e-16,1.2837784250547477e-25,1.5005280344038392e-28,9.259442822990228e-61,3.2320506036492197e-45,3.165499186813886e-27,1.0624360934075422e-41,2.195474847973631e-57,8.236482137126254e-78,2.468069722152564e-68,3.8796436982047046e-50,1.5978212363302298e-48,3.080362440485821e-40,5.932745300365753e-69,3.76,0.0,0.8475151084537696,0.9998484811228221,4.936444816080667e-29,1.483759929999926e-60,2.496818844505664e-06,2.4191715957306884e-06,7.764724074476802e-08,7.068777950810185e-15,0.00015151887717807384,1.3348813808943673e-19,4.3814064878819984e-21,1.5184837743603804e-40,1.588209962077277e-38,6.986730388560028e-25
5.290693768545044e-10,0.6216439279127275,7.023570381992365e-28,1.4785548546685947e-18,2.9326915188749647e-28,2.036709746490773e-28,0.0,0.0,5.413083620166282e-31,4.26724469717964e-56,3.52273668310123e-28,4.082294039899326e-28,6.870512556094503e-28,6.663681425031305e-54,1.5160860162175512e-40,7.8520609081646965e-25,1.9055866053144885e-37,1.7749104427499637e-28,4.060694188682197e-32,7.870136764410777e-32,5.183571950943659e-16,1.437539422244923e-25,1.7494864240013672e-28,1.309526311833001e-60,4.229428316790195e-45,3.5564106943792366e-27,1.3386845715880236e-41,2.9833405266099027e-57,1.3583298470602203e-77,3.6349576312528002e-68,5.270375064239242e-50,2.0890245155011842e-48,3.881493795761993e-40,9.027708951789576e-69,3.76,0.0,0.8475150124800744,0.9998458624136428,5.768458969402875e-29,2.0941740907967932e-60,2.592792539790496e-06,2.5125117893323147e-06,8.028074182641784e-08,7.594901334540477e-15,0.00015413758635733892,1.447324810212643e-19,4.747581346919964e-21,1.94498156560377e-40,1.9937958392856258e-38,7.863167867500717e-25
5.486532105651597e-10,0.6216439385522715,8.161098805324732e-28,1.5398575207950036e-18,3.4076703613433094e-28,2.366571733122483e-28,0.0,0.0,6.4378252826632106e-31,5.646530929168781e-56,4.093476651391705e-28,4.743455319197535e-28,7.945234527727882e-28,8.196982134183645e-54,1.7963584099020103e-40,8.798490359237358e-25,2.3820594575973843e-37,2.062371866610929e-28,4.6182574499081807e-32,8.77656809810918e-32,5.574959297694399e-16,1.6031086685145758e-25,2.028511926678101e-28,1.8290201149795654e-60,5.481041551626658e-45,3.979222632312326e-27,1.6727032455445203e-41,4.0091112195530516e-57,2.2000574286823922e-77,5.2790219975435576e-68,7.080806341355257e-50,2.7048156426979527e-48,4.850212372307509e-40,1.3530139165083182e-68,3.76,0.0,0.8475149165063901,0.9998433797201224,6.702708603189709e-29,2.919105611631438e-60,2.688766224208313e-06,2.6058758120282268e-06,8.289040292706567e-08,8.137867438506632e-15,0.00015662027987756736,1.5646017119982764e-19,5.1289280369026346e-21,2.468889819624584e-40,2.4821225426515484e-38,8.811391863761355e-25
5.682370442758149e-10,0.6216439491918143,9.433095117118756e-28,1.6016598355188599e-18,3.938797753556273e-28,2.7354266205238058e-28,0.0,0.0,7.613977401080054e-31,7.403255422250748e-56,4.731721912952424e-28,5.482772303567908e-28,9.141333342748126e-28,1.0007310838687277e-53,2.1151924527016745e-40,9.819406543626217e-25,2.954561505361845e-37,2.383814031502599e-28,5.226443072312355e-32,9.750032225225987e-32,5.980626989703127e-16,1.7809224222458984e-25,2.3399648024746864e-28,2.5250573942639667e-60,7.039088200528559e-45,4.435331695540218e-27,2.0738506678746515e-41,5.332127191516262e-57,3.504051932652473e-77,7.567306415679887e-68,9.415655038242544e-50,3.4705999301567157e-48,6.013677796696396e-40,1.9993515346909784e-68,3.76,0.0,0.8475148205327167,0.9998410259776089,7.74739564631699e-29,4.022089616249136e-60,2.7847398977591063e-06,2.699263448008673e-06,8.547643985665627e-08,8.697477555403685e-15,0.00015897402239112643,1.6867247511174556e-19,5.525420825256846e-21,3.1076858448145248e-40,3.066113282297133e-38,9.834314169820754e-25
5.878208779864702e-10,0.6216439598313559,1.0849941671889198e-27,1.6639628819602488e-18,4.530409177465893e-28,3.1462850272204127e-28,0.0,0.0,8.957933282130631e-31,9.623202503021106e-56,5.442690122263613e-28,6.306279348205105e-28,1.0467614651209302e-27,1.2131894653045138e-53,2.476174015895118e-40,1.0917699460639958e-24,3.638121531952441e-37,2.741860570082929e-28,5.887543551244455e-32,1.0792917025423695e-31,6.40057862235311e-16,1.9714168722356808e-25,2.6862950283506634e-28,3.448329156232631e-60,8.96408176575883e-45,4.926150671582073e-27,2.5525906234069583e-41,7.023639362216705e-57,5.494178276130098e-77,1.0716229265556922e-67,1.2400698557681162e-49,4.4157896947848475e-48,7.402259115081257e-40,2.915755977781978e-68,3.76,0.0,0.8475147245590539,0.9998387944883913,8.911046905037969e-29,5.482232584594783e-60,2.8807135604428706e-06,2.7926744834175053e-06,8.803906647152819e-08,9.273534875671361e-15,0.00016120551160864056,1.8137050132743856e-19,5.937027783139933e-21,3.8811749340667756e-40,3.7601288598958323e-38,1.0934841066947616e-24
6.074047116971254e-10,0.6216439704708965,1.2422415504182453e-27,1.726767592694275e-18,5.187004958822245e-28,3.6022720131206183e-28,0.0,0.0,1.0487243172956082e-30,1.2407920660513687e-55,6.231797885098605e-28,7.220240189722806e-28,1.193319159804249e-27,1.461133322194491e-53,2.8830691069415703e-40,1.2096251849001236e-24,4.449488301727634e-37,3.1392348460589424e-28,6.603842264137449e-32,1.1907609997898753e-31,6.834817758470139e-16,2.175028136713442e-25,3.0700418736718578e-28,4.66159372434843e-60,1.1325819174443992e-44,5.453108441551312e-27,3.12057701975724e-41,9.16865927535679e-57,8.489286796197393e-77,1.5003676711677435e-67,1.6186061907244832e-49,5.574263121728371e-48,9.049781548529436e-40,4.200112434404216e-68,3.76,0.0,0.847514628585402,0.9998366789026433,1.0202513311524065e-28,7.397290221161337e-60,2.9766872122595995e-06,2.8861087063344965e-06,9.057849469209517e-08,9.865844470106378e-15,0.00016332109735673494,1.9455521382514542e-19,6.363711350519117e-21,4.811696802189436e-40,4.58006562439176e-38,1.2115872190905013e-24
6.269885454077807e-10,0.6216439811104355,1.4161687267373028e-27,1.7900747626652206e-18,5.91324982720371e-28,4.1066267713325025e-28,0.0,0.0,1.2220654125534672e-30,1.5876973697412517e-55,7.104660271547324e-28,8.231147328445045e-28,1.3547484728160372e-27,1.7489762125727705e-53,3.339825244005113e-40,1.3357938158129722e-24,5.40725925005581e-37,3.5787596856176464e-28,7.377612390549282e-32,1.3096498256278894e-31,7.283347928617324e-16,2.3921922623687425e-25,3.493833442034083e-28,6.241995058615401e-60,1.4204422257681146e-44,6.0176499773468716e-27,3.7907419348242716e-41,1.1868017632587232e-56,1.2938233144249188e-76,2.0783484247800947e-67,2.0949880789798504e-49,6.984856977051223e-48,1.0993782447503284e-39,5.980751289533493e-68,3.76,0.0,0.8475145326117611,0.9998346732003439,1.1630969051015673e-28,9.88721738242769e-60,3.0726608532092883e-06,2.979565906757814e-06,9.309493452037652e-08,1.0474213272624033e-14,0.0001653267996560292,2.0822744436434762e-19,6.805428860337096e-21,5.924341048689969e-40,5.543455825620417e-38,1.3380299501359273e-24
6.465723791184359e-10,0.6216439917499736,1.6079320037924963e-27,1.85388506115685e-18,6.71397241988515e-28,4.662702280961628e-28,0.0,0.0,1.4178149833750607e-30,2.017042637185954e-55,8.067090261630032e-28,9.34572133248874e-28,1.5320221891178949e-27,2.0815017239986126e-53,3.850572764500543e-40,1.470562361748659e-24,6.532013880551614e-37,4.063357074853116e-28,8.211116029617738e-32,1.4361968523532681e-31,7.746172631387131e-16,2.6233452233882962e-25,3.9603861827278763e-28,8.283725981362153e-60,1.7691455421093373e-44,6.621236335574729e-27,4.577386789485056e-41,1.5240646376747401e-56,1.946599850929343e-76,2.8502672855961816e-67,2.690236737721423e-49,8.691894214187847e-48,1.3275776354603574e-39,8.42445998983382e-68,3.76,0.0,0.8475144366381311,0.999832771674151,1.3205910578460522e-28,1.3098243230761734e-59,3.1686344832919298e-06,3.073045876586654e-06,9.558859405736155e-08,1.1098450063183268e-14,0.00016722832584913146,2.2238790395509597e-19,7.262133023785487e-21,7.247171489126204e-40,6.66957025714792e-38,1.4731006349140605e-24
6.661562128290912e-10,0.6216440023895105,1.8187267998294853e-27,1.918199042891178e-18,7.594164735041186e-28,5.273964924709922e-28,0.0,0.0,1.638099045648337e-30,2.5451580296138237e-55,9.125098130115094e-28,1.057091007129515e-27,1.726143814530184e-27,2.4638800037824586e-53,4.4196260772394826e-40,1.614216339567599e-24,7.84645186920665e-37,4.596047826519203e-28,9.106603487414217e-32,1.5706407126894068e-31,8.22329533369081e-16,2.8689229205023543e-25,4.4725043749297245e-28,1.0901073381814748e-59,2.1891122370836607e-44,7.265344648607724e-27,5.496276639723482e-41,1.942609992910662e-56,2.893389151277944e-76,3.872184490977326e-67,3.4290308134402106e-49,1.0745747671949073e-47,1.5941529160093655e-39,1.1746244894975645e-67,3.76,0.0,0.8475143406645119,0.9998309689131589,1.4937155535460289e-28,1.720752806378529e-59,3.2646081025075184e-06,3.1665484096040296e-06,9.805967952021956e-08,1.1738365450863806e-14,0.00016903108684122682,2.3703719349250306e-19,7.733772379686219e-21,8.8114592608967e-40,7.979523109573393e-38,1.617086663307179e-24
6.857400465397464e-10,0.6216440130290463,2.0497875010824556e-27,1.9830171583107908e-18,8.55898153943567e-28,5.943994074856252e-28,0.0,0.0,1.885175241757339e-30,3.1909976530643724e-55,1.0284890776714411e-27,1.191388788578697e-27,1.938147566069807e-27,2.9016843751402507e-53,5.051484867425622e-40,1.7670401842919296e-24,9.375535846816737e-37,5.17995121922818e-28,1.0066312720795976e-31,1.7132199992805866e-31,8.714719471045156e-16,3.129361180040529e-25,5.033079587628474e-28,1.4231884911252174e-59,2.692154448619115e-44,7.951468113250782e-27,6.564737563374289e-41,2.458733157646191e-56,4.251748071213717e-76,5.213918919260547e-67,4.340202323888595e-49,1.3203440924698774e-47,1.9041341279370598e-39,1.622115217350211e-67,3.76,0.0,0.8475142446909036,0.9998292597875066,1.6834841577666498e-28,2.2428462702381206e-59,3.3605817108560496e-06,3.2600733014597237e-06,1.0050839525935109e-07,1.239377185710026e-14,0.0001707402124937149,2.5217581360917287e-19,8.220291710268166e-21,1.065192454447941e-39,9.496378938271865e-38,1.7702744040000032e-24
7.053238802504017e-10,0.6216440236685805,2.3023873093627373e-27,2.0483397631045053e-18,9.61373973518796e-28,6.676481650809304e-28,0.0,0.0,2.1614368190395605e-30,3.9764681694401506e-55,1.1552871007175904e-27,1.338205470154615e-27,2.169098362208619e-27,3.400908037949482e-53,5.750835261908509e-40,1.9293171810045208e-24,1.114663885014547e-36,5.818284611875771e-28,1.1092468916381631e-31,1.8641732641884566e-31,9.22044844785671e-16,3.40509575299672e-25,5.645090117877782e-28,1.8441499251823665e-59,3.2916123617187325e-44,8.681115977346568e-27,7.801757129731088e-41,3.0913741550997727e-56,6.180669182294401e-76,6.961858946299935e-67,5.4572818768996286e-49,1.612928742722672e-47,2.2630339819479227e-39,2.21984988395042e-67,3.76,0.0,0.8475141487173062,0.9998276394337776,1.8909425121662238e-28,2.9016675029758038e-59,3.4565553083375174e-06,3.35362034965338e-06,1.0293494377528745e-07,1.3064483499065631e-14,0.00017236056622251956,2.678041738028044e-19,8.721632425818018e-21,1.280698677219215e-39,1.1245261664790522e-37,1.9329491361192495e-24
7.249077139610569e-10,0.6216440343081138,2.5778380808452453e-27,2.1141671270244435e-18,1.0763917689781277e-27,7.475231651128009e-28,0.0,0.0,2.469416606089473e-30,4.92678750513267e-55,1.2935636770266416e-27,1.498303509081558e-27,2.4200918130709402e-27,3.9679808487524043e-53,6.522550961529595e-40,2.101329403862452e-24,1.3189696415667525e-36,6.5143630358157105e-28,1.2187284192789483e-31,2.02373901839097e-31,9.740485637703382e-16,3.6965623141032334e-25,6.311600409796686e-28,2.372718462092406e-59,4.002499192419472e-44,9.455813524678531e-27,9.228087929123067e-41,3.862451376802014e-56,8.893342872194472e-76,9.222238071978352e-67,6.8190963335422216e-49,1.9595569013083017e-47,2.6768779669386664e-39,3.011891181032157e-67,3.76,0.0,0.8475140527437197,0.9998261032411627,2.117168001952972e-28,3.727681282398176e-59,3.5525288949519154e-06,3.447189353517772e-06,1.0533952573543601e-07,1.3750316373206875e-14,0.00017389675883734484,2.839226008850551e-19,9.237732920197591e-21,1.5319023157687936e-39,1.3253465521731949e-37,2.1053949879739817e-24
7.444915476717121e-10,0.6216440449476458,2.877490156961487e-27,2.180499442042789e-18,1.2015154533104301e-27,8.344159662644543e-28,0.0,0.0,2.8117909871865145e-30,6.070875445189969e-55,1.4439980355199245e-27,1.6724677288606132e-27,2.6922542105578183e-27,4.609786178352818e-53,7.371694346005413e-40,2.283357661674498e-24,1.5537363299440595e-36,7.2715987670800785e-28,1.3352957410155122e-31,2.1921557312839937e-31,1.0274834383613543e-15,4.004196460913898e-25,7.035760456474568e-28,3.032313284872609e-59,4.841655147417427e-44,1.0277102058440735e-26,1.0866354146284492e-40,4.797225869153735e-56,1.267331558295563e-75,1.2124934860979107e-66,8.470422219411035e-49,2.3683254844445086e-47,3.152235346823359e-39,4.0534623681933385e-67,3.76,0.0,0.8475139567701441,0.9998246468383369,2.363269616856679e-28,4.757017612493371e-59,3.6485024706992386e-06,3.5407801142021983e-06,1.0772233999067525e-07,1.4451088238928702e-14,0.0001753531616632541,3.005313467978599e-19,9.768528899227555e-21,1.8234635392662048e-39,1.5550567859640577e-37,2.2878948823477532e-24
7.640753813823674e-10,0.6216440555871765,3.202732188264606e-27,2.2473368298916772e-18,1.3373249425136528e-27,9.287292349199469e-28,0.0,0.0,3.191383874478326e-30,7.44177796165938e-55,1.6072887553836352e-27,1.8615052167939133e-27,2.9867425184098376e-27,5.3336778434730995e-53,8.303517556805007e-40,2.4756814495604905e-24,1.8225174797815932e-36,8.093500880832485e-28,1.4591674076327553e-31,2.3696618301858367e-31,1.0823497998342542e-15,4.328433712896224e-25,7.820805186867117e-28,3.8506059067717064e-59,5.827910620916849e-44,1.114653888356059e-26,1.2741161155498968e-40,5.924698023278526e-56,1.7894813628199752e-75,1.582786229822368e-66,1.0462698256762283e-48,2.8482761857768524e-47,3.696251038879394e-39,5.413352987727173e-67,3.76,0.0,0.8475138607965793,0.999823266081021,2.630387806325997e-28,6.032327708027468e-59,3.7444760355794827e-06,3.634392434656038e-06,1.1008358359179856e-07,1.5166618602426634e-14,0.00017673391897910556,3.1763059583885297e-19,1.0313953683737188e-20,2.1604924333807162e-39,1.8168543730860833e-37,2.4807304878617494e-24
7.836592150930226e-10,0.6216440662267061,3.554990952066709e-27,2.314679349028897e-18,1.4844160797616014e-27,1.0308766922309442e-27,0.0,0.0,3.611170678097752e-30,9.077127169614007e-55,1.7841536791674927e-27,2.06624521788753e-27,3.304744362201822e-27,6.147497111206193e-53,9.323463562521767e-40,2.678578906205779e-24,2.1291712649104743e-36,8.983674790076165e-28,1.5905606336782553e-31,2.556495699844891e-31,1.138647976464678e-15,4.669709510532434e-25,8.670053839581804e-28,4.860145982876544e-59,6.982258895107725e-44,1.2065697288102847e-26,1.487920811931359e-40,7.278038506375052e-56,2.5048147390344044e-75,2.0522017429496896e-66,1.285480050981065e-48,3.409475776559655e-47,4.316678368443111e-39,7.176757249809476e-67,3.76,0.0,0.8475137648230252,0.9998219570401901,2.9196943296086236e-28,7.603740965607452e-59,3.840449589592643e-06,3.7280261196124613e-06,1.1242345180580948e-07,1.5896728700666385e-14,0.000178042959810245,3.3522047133675043e-19,1.0873938489048926e-20,2.5485772508658553e-39,2.1141882171249877e-37,2.684182175923424e-24
8.032430488036779e-10,0.6216440768662346,3.935731164594868e-27,2.382527001068808e-18,1.6434005572803624e-27,1.141283059593185e-27,0.0,0.0,4.0742822740467085e-30,1.101963886218879e-54,1.9753298231354375e-27,2.2875390255668163e-27,3.6474780192749605e-27,7.059589774229376e-53,1.0437167211091558e-39,2.892326776276467e-24,2.47787754914122e-36,9.945821770503242e-28,1.729691303873014e-31,2.752895681950542e-31,1.1963782935555267e-15,5.028459214429332e-25,9.586909325339913e-28,6.099058526752244e-59,8.328038604454468e-44,1.3036166523982746e-26,1.730940356944257e-40,8.895055316387859e-56,3.477127851458037e-75,2.643726832979479e-66,1.5713883714966658e-48,4.063100763890211e-47,5.021912693859981e-39,9.448608249025988e-67,3.76,0.0,0.8475136688494821,0.9998207159908918,3.2323921013273217e-28,9.529931647933119e-59,3.9364231327387124e-06,3.8216809755722795e-06,1.1474213813206904e-07,1.6641241485509158e-14,0.00017928400910831942,3.5330104181444278e-19,1.1448412682528161e-20,2.993813425514812e-39,2.4507704099689383e-37,2.8985289828274606e-24
8.228268825143331e-10,0.6216440875057617,4.346455288339929e-27,2.4508797367153875e-18,1.8149058362156133e-27,1.2603840027281061e-27,0.0,0.0,4.584008969936686e-30,1.3317649623003932e-54,2.1815732852060794e-27,2.5262598695960038e-27,4.0161924086025195e-27,8.07882329601498e-53,1.165045627228103e-39,3.117200377580182e-24,2.87315538544847e-36,1.0983738473188486e-27,1.8767739859043073e-31,2.959100074647533e-31,1.2555410734638696e-15,5.4051181044368975e-25,1.0574857579713764e-27,7.61181838157951e-59,9.89112622604147e-44,1.4059551787171816e-26,2.00629839504003e-40,1.0818698887478362e-55,4.788882534332478e-75,3.3848961872662016e-66,1.9116292477003463e-48,4.821526509751435e-47,5.8210258961505236e-39,1.2357478341356212e-66,3.76,0.0,0.8475135728759499,0.999819539401649,3.5697150331054474e-28,1.1879304483212176e-58,4.032396665017686e-06,3.915356810787941e-06,1.1703983431829741e-07,1.7399981607980714e-14,0.00018046059835102293,3.7187232667515447e-19,1.2037304020727413e-20,3.502833331154643e-39,2.8305881759203643e-37,3.1240485765949058e-24
8.424107162249884e-10,0.6216440981452878,4.788703335220539e-27,2.519737461231636e-18,1.9995750647505118e-27,1.3886260745501184e-27,0.0,0.0,5.1438044684672066e-30,1.602569557025831e-54,2.403659150794461e-27,2.7833028015637993e-27,4.4121670805925764e-27,9.214604024907456e-53,1.2969352473640313e-39,3.3534735726002386e-24,3.319880966049279e-36,1.2101316426700548e-27,2.0320219488029388e-31,3.175347132053893e-31,1.3161366356276165e-15,5.8001213787755345e-25,1.1637466907624406e-27,9.450108086030548e-59,1.1700138853991273e-43,1.5137474197572e-26,2.317363510456514e-40,1.309760721698962e-55,6.54600024179737e-75,4.308544259216048e-66,2.3148546097488217e-48,5.69842091098441e-47,6.723801727317628e-39,1.6060123791491472e-66,3.76,0.0,0.8475134769024285,0.999818423924409,3.932927871753114e-28,1.4731308889978024e-58,4.12837018642956e-06,4.009053435247679e-06,1.1931673037643045e-07,1.8172775402683416e-14,0.00018157607559117294,3.909343014444583e-19,1.2640538867539751e-20,4.0828367664910575e-39,3.257915962376047e-37,3.361017228179271e-24
8.815783836462989e-10,0.6216441194243361,5.774117779971677e-27,2.6589672994565156e-18,2.4110558937735766e-27,1.674373899731957e-27,0.0,0.0,6.428257419187384e-30,2.2924925299895622e-54,2.8985527905566037e-27,3.356043538966045e-27,5.2911685695812605e-27,1.187623085216699e-52,1.594902918250477e-39,3.861306783013402e-24,4.38907776365454e-36,1.4591493519138148e-27,2.367860452731489e-31,3.6389220344762455e-31,1.4416273700348682e-15,6.646901460024153e-25,1.4001349856995278e-27,1.4352054994329859e-58,1.618542796208563e-43,1.7463494436450655e-26,3.0613896588045368e-40,1.894788013347742e-55,1.197655225973657e-74,6.866598249187152e-66,3.350619629402574e-48,7.869356488937627e-47,8.883255783663475e-39,2.6649043630111655e-66,3.76,0.0,0.8475132849554184,0.999816363775388,4.742235435467955e-28,2.232545335022704e-58,4.32031719665199e-06,4.196508300437436e-06,1.2380887357101989e-07,1.9759837672880215e-14,0.00018363622461230598,4.3053003096586574e-19,1.388973872151766e-20,5.4876200652489024e-39,4.27370934151513e-37,3.870399667170186e-24
9.168292843254784e-10,0.6216441385754754,6.78501364754045e-27,2.785999504167543e-18,2.8331796174212686e-27,1.967510254355782e-27,0.0,0.0,7.793633359208148e-30,3.123365071791133e-54,3.406299075453818e-27,3.9435935291725746e-27,6.188963322079395e-27,1.4776296915958302e-52,1.9056332257479395e-39,4.3600600889823974e-24,5.584196943286122e-36,1.714605866535881e-27,2.700154194963869e-31,4.092874607025549e-31,1.5594722920769194e-15,7.4761055344243e-25,1.6421645546145207e-27,2.057890759956418e-58,2.1414240349509832e-43,1.9760018082693838e-26,3.892386446188745e-40,2.6054287260749745e-55,2.0167756154453373e-74,1.026357135492166e-65,4.6097886272043445e-48,1.039552731251507e-46,1.1295315461207573e-38,4.1249324992003535e-66,3.76,0.0,0.8475131122031465,0.9998146884860983,5.572469117275404e-28,3.1957186956106286e-58,4.493069468686651e-06,4.365286907111583e-06,1.2778253722109234e-07,2.1234548990993714e-14,0.00018531151390188303,4.678433652564569e-19,1.506231288097582e-20,7.079652928392171e-39,5.3996049842281294e-37,4.370741788738256e-24
9.520801850046578e-10,0.6216441577266109,7.923692021155801e-27,2.914664813634359e-18,3.308664822802296e-27,2.2977000251254644e-27,0.0,0.0,9.382830870994595e-30,4.2073331581589583e-54,3.978286415577979e-27,4.6054118041849076e-27,7.196379894763529e-27,1.8226728244853168e-52,2.2608426422230573e-39,4.899938459873669e-24,7.040158041064028e-36,2.0023529392794183e-27,3.0621636905917083e-31,4.583068678846243e-31,1.6819642658712245e-15,8.371509795390972e-25,1.9143031576997e-27,2.9104844779385717e-58,2.8033908642428985e-43,2.225917940817393e-26,4.904004120720295e-40,3.5395129407854095e-55,3.3297137135960294e-74,1.5107697750655862e-65,6.26623481010231e-48,1.3588096515885468e-46,1.4231854323094836e-38,6.280263777160322e-66,3.76,0.0,0.8475129394509098,0.9998131665582992,6.507647114568259e-28,4.512850610673353e-58,4.6658217055118355e-06,4.534129993562336e-06,1.316916858328813e-07,2.2752168693549555e-14,0.0001868334417009336,5.067446194659649e-19,1.6280170666875315e-20,9.0429488395231e-39,6.76034388157572e-37,4.912409322390422e-24
9.873310856838374e-10,0.6216441768777424,9.200464956539761e-27,3.0449616094408357e-18,3.841818325203155e-27,2.6679333291013672e-27,0.0,0.0,1.1222421614183092e-29,5.607958252810048e-54,4.6197087155523114e-27,5.34749162692168e-27,8.321986842354916e-27,2.2304161668969547e-52,2.6647579687604e-39,5.482484003466854e-24,8.800841314057343e-36,2.3249963365701842e-27,3.455089611903874e-31,5.110892093881374e-31,1.809105052254973e-15,9.335649255420687e-25,2.2189208311023285e-27,4.064137805704373e-58,3.634113660943538e-43,2.4971005907259035e-26,6.126451936295444e-40,4.754800441425149e-55,5.397262376812273e-74,2.1923772746151613e-65,8.423227864529656e-48,1.758761274577522e-46,1.7780639393165633e-38,9.416169575649048e-66,3.76,0.0,0.8475127666987082,0.9998117839519534,7.5562381684270785e-28,6.293181501629869e-58,4.83857390712752e-06,4.703036512366106e-06,1.355373668308991e-07,2.4311742835985488e-14,0.00018821604804681227,5.472326175452237e-19,1.754285515369531e-20,1.1444280775775122e-38,8.392881171729035e-37,5.496960483707599e-24
9.999999999999999e-10,0.6216441960288702,9.695103311987903e-27,3.092187515661893e-18,4.048369756443279e-27,2.811366338596768e-27,0.0,0.0,1.1950153450646409e-29,6.202927788432826e-54,4.868221340475777e-27,5.6349826254622376e-27,8.75709089477076e-27,2.393857835323843e-52,2.8226661209961396e-39,5.702562853380416e-24,9.517337470125997e-36,2.449992421343993e-27,3.6040853760290485e-31,5.31004650699451e-31,1.85593445097086e-15,9.69943123719915e-25,2.3368005299767346e-27,4.5688184527359725e-58,3.980369270008427e-43,2.5999518952848784e-26,6.6236773285478324e-40,5.2732467957881485e-55,6.393430289393381e-74,2.4981052018356593e-65,9.343961180530617e-48,1.925274853473614e-46,1.9224157975093414e-38,1.0853170924252879e-65,3.76,0.0,0.8475127046128468,0.9998113185993643,7.962475448970201e-28,7.071541867370094e-58,4.900659768618728e-06,4.763755568995632e-06,1.369041710283396e-07,2.4882310244142243e-14,0.0001886814006357762,5.621710587385101e-19,1.8007516610167545e-20,1.2428509395173352e-38,9.053741079576485e-37,5.717816201961454e-24
1.0225819863630169e-09,0.6216441960288702,1.062602209031483e-26,3.176888103680325e-18,4.437104709252126e-27,3.081309755036805e-27,0.0,0.0,1.3341007913842004e-29,7.40162377601843e-54,5.33595124225145e-27,6.176045680685537e-27,9.574673441014917e-27,2.7092288085439076e-52,3.1218178860907117e-39,6.109222447866074e-24,1.091546233631531e-35,2.685237224996104e-27,3.880121652884205e-31,5.6777321967929885e-31,1.9408963834663557e-15,1.0371058003392459e-24,2.558468695741608e-27,5.608100932669907e-58,4.668144229655106e-43,2.790569065525857e-26,7.593579684625085e-40,6.320999322860084e-55,8.60045307670558e-74,3.1396458406899756e-65,1.120559258512259e-47,2.2557363833869557e-46,2.2040022935136086e-38,1.3917886645577975e-65,3.76,0.0,0.847512593946542,0.9998105279128819,8.727021070475023e-28,8.673766007033044e-58,5.011326073533681e-06,4.872005433104747e-06,1.3932061063420202e-07,2.591233395189152e-14,0.00018947208711820218,5.893060176371071e-19,1.8849906936045385e-20,1.4359040946420178e-38,1.0338194875864207e-36,6.125937692633042e-24
1.0578328870421964e-09,0.6216442151799939,1.2211426608223248e-26,3.310442386886907e-18,5.099144650776297e-27,3.541037193073136e-27,0.0,0.0,1.5769297256054715e-29,9.679526928331092e-54,6.132588688640307e-27,7.097503723453854e-27,1.0963649485393709e-26,3.2682189308725796e-52,3.636674955205405e-39,6.781663093252839e-24,1.3438985418858e-35,3.0858711514335072e-27,4.338439295348558e-31,6.284975824533003e-31,2.077339963609026e-15,1.1480269189477766e-24,2.9354776728979562e-27,7.653381775132723e-58,5.945494928605101e-43,3.107359196502697e-26,9.34315530020772e-40,8.321657020701637e-55,1.3488320517247493e-73,4.441020049926506e-65,1.4763170660230985e-47,2.8686001736071373e-46,2.7119750766851546e-38,2.0299987128357945e-65,3.76,0.0,0.847512421194411,0.9998093868547582,1.0029081348288665e-27,1.1825141452550447e-57,5.184078204730294e-06,5.041035742089375e-06,1.4304243093256886e-07,2.7553020781582044e-14,0.00019061314524180238,6.329633580382344e-19,2.020086598940147e-20,1.7871922874372988e-38,1.2641533341411242e-36,6.800867518563811e-24
