Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133)
7.216528735671194e-16,0.5885581441263172,1.5345533271756277e-27,1.1331185295697206e-24,5.286776012607141e-33,2.4221850885823245e-42,0.0,0.0,2.659433837693662e-30,2.3262410093946382e-54,1.596137073062875e-39,3.709846364572765e-46,6.951571512716763e-42,1.486900683226301e-56,1.0388135743792603e-37,1.2125586502686285e-42,1.1956321051079079e-53,5.223963167184104e-28,9.609118305435797e-51,1.376773977122996e-49,5.342205851377526e-28,2.8857674767671528e-43,1.2118948674279502e-47,7.8058596503341385e-87,1.269761295689198e-60,1.0354325353557773e-44,8.604542304069183e-53,1.635286698405994e-78,5.339910254088558e-115,5.981467932252264e-102,5.9075772110820535e-59,5.6656680570756864e-70,2.319968452065133e-56,1.2368007080126653e-80,3.76,0.0,0.6067854461871095,0.9999999996375691,2.9667642665390833e-52,2.725305120614513e-77,1.9473067347642745e-12,1.88083527230499e-12,6.647146245927158e-14,9.30618223228922e-27,3.624310282739084e-10,2.341341139323147e-31,3.248257149800895e-33,6.771786653510948e-57,1.4158521555981038e-54,5.223963167168281e-28,5.101614469071952e-28,1.0145321166469299e-27,5.226806372992983e-28,5.2938432149610544e-33,1.0388213279309112e-37,1.1695044973068364e-40,9.458368611876755e-44,9.902950005134501e-57,3.1695704206587727e-55,4.751787393599688e-50,3.538225658495631e-48
1.0824796162272988e-15,0.588558144126424,3.260926831009543e-27,1.6996784228367255e-24,1.1234633472739356e-32,6.925942086620182e-42,0.0,0.0,5.6512991612666616e-30,8.868798688949216e-54,4.5639591516740575e-39,1.0607861797626245e-45,1.987716671399684e-41,4.251607996057251e-56,2.2074795215641874e-37,3.467231612835804e-42,4.558409256380278e-53,1.1100932675565231e-27,2.748656031768844e-50,3.936714587517801e-49,1.1352191705426653e-27,8.251494516961734e-43,3.4823477216406246e-47,4.454459058888592e-86,4.840981699465956e-60,3.0739422446802165e-44,3.2804833552952936e-52,8.225182152126225e-78,2.893746540961233e-114,3.3458801141989127e-101,2.2522661626905998e-58,2.659134730626385e-69,8.845005794922387e-56,7.057927831204201e-80,3.76,0.0,0.6067854461861358,0.9999999994563536,1.0939772358694286e-51,1.5552220791036283e-76,2.920960927520694e-12,2.821253714623734e-12,9.970721289693171e-14,1.9775643083558667e-26,5.436463987385114e-10,4.975352760839827e-31,6.902551959705635e-33,2.5817733751936307e-56,5.398008836163522e-54,1.1100932675519986e-27,1.08409306420845e-27,2.155881410973127e-27,1.1106966989902068e-27,1.1254841261124016e-32,2.2075017068737183e-37,3.3448594263068164e-40,2.80813051843847e-43,3.6590430145740817e-56,1.1666472401986549e-54,1.74899952573888e-49,1.3489487578738143e-47
1.8041331015476574e-15,0.5885581441266375,9.015505317033267e-27,2.8327985650851405e-24,3.106210805075439e-32,3.182912519938455e-41,0.0,0.0,1.5624186620980748e-29,7.293139092707285e-53,2.0974310505418725e-38,4.875003201549228e-45,9.134824074520214e-41,1.953881542071221e-55,6.10303272782562e-37,1.5934296250311364e-41,3.748752097242718e-52,3.0690872291856585e-27,1.2646368524632264e-49,1.8091685322734975e-48,3.138548255682258e-27,3.792081924662136e-42,1.6045421715524577e-46,1.2490833673926535e-84,3.9809911300425392e-59,1.4399003812804482e-43,2.697661372110886e-51,2.713055174824288e-76,1.0507295954290683e-111,2.2198723863997135e-99,1.852125760805654e-57,3.7077073762994656e-68,7.273988835826846e-55,1.979207359892863e-78,3.76,0.0,0.6067854461841885,0.9999999990939236,8.447827112286707e-51,4.3611933335742395e-75,4.8682693130272855e-12,4.702090620774029e-12,1.6617869225317895e-13,5.46738451585562e-26,9.060764261711364e-10,1.3755398565731363e-30,1.9083552536986073e-32,2.1231828416272397e-55,4.439221076756923e-53,3.0690872291648653e-27,2.9971965729031105e-27,5.96037912263716e-27,3.0707502881510102e-27,3.115497556353396e-32,6.103134813582152e-37,1.5373676676573492e-39,1.3156692624019171e-42,2.8368464992041696e-55,8.976679370410294e-54,1.3457143978241962e-48,1.1092878323973552e-46
2.4536212383359804e-15,0.5885581441268297,1.6053944141827255e-26,3.852606980454041e-24,5.531435712305609e-32,7.164712347099977e-41,0.0,0.0,2.7822051978890164e-29,2.1270761517670237e-52,4.721302069505732e-38,1.0973612156952582e-44,2.0562416460051265e-40,4.398167865814124e-55,1.0867693206184746e-36,3.5868464056733327e-41,1.0933711829919075e-51,5.465141526451455e-27,2.8485120802660496e-49,4.072420743668357e-48,5.588825287140106e-27,8.535939477134086e-42,3.624173158470094e-46,5.565078063568618e-84,1.1610853962045067e-58,3.3227172890742768e-43,7.867847272674468e-51,1.266353385979656e-75,9.3698495731066e-111,1.2663364212315575e-98,5.401813528333751e-57,1.2709721063367022e-67,2.1215535686647306e-54,8.818166292351368e-78,3.76,0.0,0.6067854461824359,0.9999999987677372,2.3343009788193835e-50,1.943085482367508e-74,6.620846859978168e-12,6.3948438536863914e-12,2.2600300629164114e-13,9.735791875740556e-26,1.232262874530197e-09,2.4494301011718088e-30,3.3982182872240456e-32,6.192497973626394e-55,1.2947549473094595e-52,5.4651415264046484e-27,5.337116267834098e-27,1.0613669422175694e-26,5.468096562589836e-27,5.552340097188205e-32,1.0867923191413552e-36,3.46118006918813e-39,3.0364383512190936e-42,7.867157582517422e-55,2.472306242989077e-53,3.706189960548396e-48,3.2352833654384095e-46
3.1031093751243033e-15,0.5885581441270219,2.5060432562665492e-26,4.872415699989948e-24,8.634955311902622e-32,1.35417878547291e-40,0.0,0.0,4.3430621070188277e-29,4.867166982484046e-52,8.923579279572842e-38,2.0740897254156702e-44,3.886434134253475e-40,8.312823283041449e-55,1.6964621811886377e-36,6.779449574420012e-41,2.5019070069916468e-51,8.531172875254634e-27,5.3874857363040074e-49,7.697140871154304e-48,8.724235862970924e-27,1.613348246010482e-41,6.867814613922043e-46,1.704131612097645e-83,2.6568098556494214e-58,6.397692531459286e-43,1.800317417737156e-50,3.7129731579761575e-75,3.328264584116471e-110,4.0897562302319874e-98,1.2360420380660196e-56,3.433091846582734e-67,4.854652083951812e-54,2.700321565081342e-77,3.76,0.0,0.6067854461806833,0.9999999984415514,5.262566358411415e-50,5.950161527513222e-74,8.37342440692371e-12,8.08759710499205e-12,2.8582730193144847e-13,1.5197707642793376e-25,1.5584487128566515e-09,3.823596611175053e-30,5.304671202235743e-32,1.416993467874283e-54,2.9627226842415187e-52,8.531172875166169e-27,8.331308958095557e-27,1.6568087153727996e-26,8.535775634907325e-27,8.674465959494688e-32,1.6965056851702003e-36,6.54269302651011e-39,5.847169761354093e-42,1.7754350988879928e-54,5.568470277779355e-53,8.347527738882463e-48,7.402955828522485e-46
3.752597511912626e-15,0.5885581441272142,3.592595188887262e-26,5.892224706858525e-24,1.2379255080770461e-31,2.263460829969898e-40,0.0,0.0,6.226096170146535e-29,9.625176861765037e-52,1.4915441109981266e-37,3.466770908317518e-44,6.496032644567543e-40,1.3894567921275007e-54,2.4320018490094264e-36,1.1331712251106804e-40,4.9478309424015967e-51,1.2230070453719781e-26,9.010620773329918e-49,1.2865479485195836e-47,1.2506827695376681e-26,2.69665049839451e-41,1.1507320081303078e-45,4.452883484651244e-83,5.2540825426950815e-58,1.087765245229509e-42,3.5602582871121086e-50,9.999509241913033e-75,1.4178633295841767e-109,1.2569934826336484e-97,2.4443660022889324e-56,7.6730507236395e-67,9.600686403216687e-54,7.056019227547253e-77,3.76,0.0,0.6067854461789307,0.9999999981153661,1.0132216976287774e-49,1.5547931420890344e-73,1.0126001953864206e-11,9.78035037367212e-12,3.456515801917811e-13,2.1787018204133235e-25,1.884633974943652e-09,5.481406191779315e-30,7.604638367649109e-32,2.802266844384525e-54,5.8591496734438625e-52,1.2230070453571916e-26,1.1943530783194793e-26,2.3751557286714232e-26,1.2236654903464625e-26,1.2445295626488302e-31,2.4320746192744183e-36,1.093717497027286e-38,9.942835047345461e-42,3.4247666706387774e-54,1.0702700961195154e-52,1.6043868723379513e-47,1.4639869331508574e-45
5.051573785489272e-15,0.5885581441275985,6.189647486456706e-26,7.931843375895233e-24,2.132931331296356e-31,4.832239180205275e-40,0.0,0.0,1.0726883487626467e-28,2.69233253484425e-51,3.1842823371590214e-37,7.401189972781841e-44,1.3868307303869463e-39,2.966331353538969e-54,4.1900724087783605e-36,2.41924436421424e-40,1.3840662525610749e-50,2.1071111490145528e-26,1.9256290009915544e-48,2.746633189554206e-47,2.1547896356525053e-26,5.757041369061569e-41,2.4692481044223148e-45,2.0600449492706615e-82,1.4696884125115948e-57,2.4050610675385e-42,9.958671122584093e-50,4.912705875955869e-74,1.8749631964468245e-108,8.250072240366552e-97,6.837341867328318e-56,2.5029607354826365e-66,2.685622766845743e-53,3.26444268954323e-76,3.76,0.0,0.6067854461754255,0.9999999974629971,2.6334337353941237e-49,7.193183833047877e-73,1.3631157047733686e-11,1.3165856950654275e-11,4.653000970788876e-13,3.7536641318428383e-25,2.537003185017049e-09,9.443869294504389e-30,1.3101978218538928e-31,7.838750182475315e-54,1.6389906516019655e-51,2.1071111489829852e-26,2.0577375496558482e-26,4.0921327942965253e-26,2.1082414346609734e-26,2.14703023296417e-31,4.190227966796525e-36,2.3355518877046345e-38,2.198876081199651e-41,8.949606344316785e-54,2.7678465081036995e-52,4.148963946843959e-47,4.095022888265626e-45
6.350550059065918e-15,0.5885581441279829,9.47387283351661e-26,9.971463107154668e-24,3.2648454278165703e-31,8.786916963780566e-40,0.0,0.0,1.6418569020203077e-28,6.028580186597757e-51,5.7902816273866986e-37,1.3458310733065101e-43,2.5218042913016055e-39,5.393950668803974e-54,6.413323675189904e-36,4.399218466450054e-40,3.0992831034473493e-50,3.225150053578695e-26,3.5049219635849e-48,4.994454242325219e-47,3.298121044417585e-26,1.0468554669443651e-40,4.51018320670196e-45,6.382078514216097e-82,3.2909305321610633e-57,4.5058511210123533e-42,2.229911636585161e-49,1.5670814648776243e-73,9.154622782543913e-108,3.0300417745900347e-96,1.5309977084600477e-55,6.374118443770091e-66,6.013814835631245e-53,1.0113545406328045e-75,3.76,0.0,0.6067854461719203,0.9999999968106299,5.598328389233557e-49,2.2285125406465114e-72,1.7136312141584514e-11,1.655136359185929e-11,5.849485497244233e-13,5.745357117758171e-25,3.1893702650832962e-09,1.4454795596390585e-29,2.0053916019212664e-31,1.7552849317272644e-53,3.6701237469266813e-51,3.2251500535212926e-26,3.149569859145439e-26,6.263417350834729e-26,3.2268737953328687e-26,3.2904827464502592e-31,6.413606881142023e-36,4.2478912876426046e-38,4.1204459384584827e-41,1.9103092176365824e-53,5.861896126166107e-52,8.786624173901736e-47,9.169421607950265e-45
7.649526332642563e-15,0.5885581441283673,1.3491880246034622e-25,1.2011083972786601e-23,4.649777507284851e-31,1.4535300513262726e-39,0.0,0.0,2.3381928935332133e-28,1.1911364003891891e-50,9.578272684868875e-37,2.2262757197769397e-43,4.171561868183467e-39,8.922645718991405e-54,9.13330753321555e-36,7.277278460979404e-40,6.12387345306146e-50,4.592992304692947e-26,5.803502627584084e-48,8.2618020594670035e-47,4.696903056732369e-26,1.7317032526691162e-40,7.486951346199618e-45,1.6868122278597174e-81,6.502382883231869e-57,7.62572869590056e-42,4.405893828837849e-49,4.254812514925517e-73,3.841288608572691e-107,9.408884380652365e-96,3.0249759919342997e-55,1.4186572308806889e-65,1.1882715957880926e-52,2.6731108857289384e-75,3.76,0.0,0.6067854461684151,0.9999999961582651,1.0624464748060412e-48,5.890173569608145e-72,2.0641467235415424e-11,1.9936870301643218e-11,7.045969337710623e-13,8.182046397063433e-25,3.841735070675789e-09,2.0585302010550168e-29,2.8559120048879028e-31,3.468238521307878e-53,7.25179506423077e-51,4.5929923045979905e-26,4.4853443720406355e-26,8.91982378904415e-26,4.5954379618411426e-26,4.692186630304538e-31,9.133776553495455e-36,7.028067686104986e-38,6.974993431012118e-41,3.637307886133893e-53,1.109045598330701e-51,1.6623485097859155e-46,1.8117056301545178e-44
1.0247478879795855e-14,0.5885581441291361,2.3770586904013895e-25,1.6090329171741024e-23,8.193214508598443e-31,3.3528470122947014e-39,0.0,0.0,4.119533130627675e-28,3.8010179227026953e-50,2.2094134162657342e-36,5.135360721660142e-43,9.622501323912223e-39,2.0581705407048296e-53,1.6091461793299118e-35,1.678674833113094e-39,1.9544124940933886e-49,8.092171225679312e-26,1.3419505846682075e-47,1.9057356757007824e-46,8.275213347178555e-26,3.994490122355158e-40,1.7353941320304806e-44,1.07393380835739e-80,2.0750549469830696e-56,1.8134940587695747e-41,1.405957594413955e-48,2.6503944930345266e-72,7.341315295310701e-106,8.440448230091987e-95,9.653012215417125e-55,6.114718347942977e-65,3.792345878297247e-52,1.7020225274432879e-74,3.76,0.0,0.6067854461614048,0.9999999948535423,3.232627725073239e-48,3.750369763818995e-71,2.7651777423016354e-11,2.6707883930811968e-11,9.438934922023824e-13,1.4415487239996447e-24,5.146457730319327e-09,3.626815548524234e-29,5.031689130341765e-31,1.1068518368687899e-52,2.314382272858675e-50,8.092171225460279e-26,7.902461247446009e-26,1.5715336898273673e-25,8.096444358818029e-26,8.291038871737861e-31,1.6092546532468254e-35,1.6215405314165442e-37,1.659606456613371e-40,1.1111839809512935e-52,3.3615316640944506e-51,5.0384348773987685e-46,5.781280579387125e-44
1.2845431426949147e-14,0.5885581441299049,3.703022521945895e-25,2.0169578980491857e-23,1.2765116285918434e-30,6.440901375766619e-39,0.0,0.0,6.417482341265142e-28,9.167589034215213e-50,4.244338075619485e-36,9.865202820906261e-43,1.848504419767251e-38,3.953778962486788e-53,2.5067552742287697e-35,3.22480572858642e-39,4.7142761357014635e-49,1.2606176990125967e-25,2.5837989425641853e-47,3.660950462256526e-46,1.2891273474985456e-25,7.673483086411809e-40,3.342797303868143e-44,3.915151941277872e-80,5.004963835595261e-56,3.541686601424998e-41,3.3909957840655853e-48,9.71273180147013e-72,4.4936472011510466e-105,3.7151504639594866e-94,2.3281995824694392e-54,1.8068170201117365e-64,9.147630948938143e-52,6.205266646887545e-74,3.76,0.0,0.6067854461543946,0.999999993548829,7.618129683166488e-48,1.3673122036031426e-70,3.4662087610536365e-11,3.347889783857713e-11,1.1831897719561062e-12,2.2456689611888236e-24,6.451171150177854e-09,5.649925237902494e-29,7.8384784813734165e-31,2.6698102523222124e-52,5.582561168340158e-50,1.2606176989705197e-25,1.2310565112084669e-25,2.4481619184490597e-25,1.261277897918815e-25,1.2953038484618898e-30,2.5069641458623756e-35,3.11541991052708e-37,3.242708833057244e-40,2.6239836977401638e-52,7.90658540115127e-51,1.1850592026007402e-45,1.3943683845205375e-43
1.804133652125573e-14,0.5885581441314426,7.249822657454573e-25,2.832809244153502e-23,2.4998353296941254e-30,1.7716127043891468e-38,0.0,0.0,1.256423967547664e-27,3.6554163759070006e-49,1.1674339549172282e-35,2.713521306122479e-42,5.084423886770201e-38,1.0875023142927894e-52,4.907755813486137e-35,8.870108747537079e-39,1.880201480360682e-48,2.4680755841070297e-25,7.144575639038455e-47,1.0069595575799124e-45,2.52387140377206e-25,2.1106232468303453e-39,9.221303852054403e-44,3.415021725455227e-79,1.9958158419590914e-55,9.904110586773105e-41,1.3520990062772607e-47,8.285452145061991e-71,1.3250182631460456e-103,4.725390592854417e-93,9.28339987537728e-54,1.0648089714223233e-63,3.648404373613317e-51,5.4135384605365905e-73,3.76,0.0,0.6067854461403739,0.9999999909394299,2.994910685081438e-47,1.1928434343212148e-69,4.868270798533348e-11,4.702092649045095e-11,1.6617814948764082e-12,4.396597249901062e-24,9.060570252442236e-09,1.1061534894450326e-28,1.534638255819104e-30,1.0647580928055994e-51,2.226495627633291e-49,2.4680755839912945e-25,2.4101675379129414e-25,4.793041115414515e-25,2.4693452648361407e-25,2.551524070496843e-30,4.908333351479383e-35,8.57025242769778e-37,9.077796212563919e-40,1.0328670727130824e-51,3.1045101841198313e-50,4.6530624692167186e-45,5.559747563457016e-43
2.84331467098689e-14,0.5885581441345177,1.7923033448474712e-24,4.4645174771662353e-23,6.18357833474423e-30,7.049725068369672e-38,0.0,0.0,3.106142693298504e-27,2.400990196250465e-48,4.645541213461201e-35,1.0798120318831932e-41,2.023220881623093e-37,4.3273701098038506e-52,1.2132967495686048e-34,3.529654299251652e-38,1.2356425344964138e-47,6.101703072922605e-25,2.876506382355869e-46,4.006883479759635e-45,6.239533793677134e-25,8.398571120606986e-39,3.678174906108911e-43,6.436157751663832e-78,1.3111527651887576e-54,3.9858095015718966e-40,8.880982084230698e-47,1.5023295861701486e-69,9.811534019617745e-102,1.4350777236528225e-91,6.097777431980127e-53,1.2259071165223311e-62,2.3977447759705094e-50,1.0206630607298082e-71,3.76,0.0,0.6067854461123326,0.9999999857207426,1.9888008674666893e-46,2.2489150391582835e-68,7.672394873395596e-11,7.410498713968519e-11,2.6189615942556435e-12,1.0869276638366512e-23,1.427925750523549e-08,2.7346579663097148e-28,3.7939962479611506e-30,6.996812562745446e-51,1.463214315650662e-48,6.101703072462066e-25,5.958371609453388e-25,1.1849369935782924e-24,6.10472288286669e-25,6.389257331980695e-30,1.2135291997875406e-34,3.410588083244773e-36,3.6615806611978754e-39,6.852154170319047e-51,2.0634033418790685e-49,3.0926528654273525e-44,3.651738223266658e-42
4.921676708709523e-14,0.588558144140668,5.35883618679147e-24,7.727956133003662e-23,1.850995961356781e-29,3.764878308001259e-37,0.0,0.0,9.287152263130566e-27,2.3041817836914875e-47,2.4809415929890598e-34,5.767022459491886e-41,1.0804839693624846e-36,2.3109087096619698e-51,3.627654421612586e-34,1.8849731405965963e-37,1.187150396648321e-46,1.8244316586960793e-24,1.5740781817536365e-45,2.1397706727841576e-44,1.865575110491856e-24,4.485035924272941e-38,1.9683401906330446e-42,2.0754666599053932e-76,1.2587475781153284e-53,2.139913167438411e-39,8.522857032616786e-46,4.6937754318901945e-68,1.6001974738699883e-99,8.082069727587942e-90,5.852215591506552e-52,2.2482578443424628e-61,2.30377580268631e-49,3.29397923878843e-70,3.76,0.0,0.6067854460562502,0.9999999752838118,1.961957587018838e-45,7.257503991030837e-67,1.3280643022731383e-10,1.2827312182053463e-10,4.533308406734013e-12,3.2498195560549134e-23,2.471618820414045e-08,8.176532916238444e-28,1.1344093045075039e-29,6.720994372679849e-50,1.4057750371660345e-47,1.8244316584501328e-24,1.781470793247539e-24,3.5428614247578455e-24,1.8252608159429325e-24,1.9608330461824552e-29,3.628925399023617e-34,1.8214188823782152e-35,1.9749158144190076e-38,6.743370124057898e-50,2.0400392939219263e-48,3.0576612275404867e-43,3.504352271646436e-41
9.078400784154789e-14,0.5885581441529688,1.8219414346181937e-23,1.4254922409523806e-22,6.308069386656121e-29,2.4243555402305078e-36,0.0,0.0,3.1575552522254845e-26,2.796051485007322e-46,1.5975889522930994e-33,3.714049653067942e-40,6.957548608976597e-36,1.487947359589139e-50,1.2333594153798242e-33,1.2137694294374666e-36,1.4438334035020993e-45,6.2033625243800265e-24,1.0633233092341437e-44,1.3777664832606679e-43,6.342784906456168e-24,2.887847922655651e-37,1.2709267173956037e-41,9.194585835974449e-75,1.5285653627943552e-52,1.3805049920827939e-38,1.0342113319314857e-44,2.0528544117127078e-66,5.988397151698718e-97,6.638082571427941e-88,7.10221398955951e-51,5.373490052347706e-60,2.8022105898337157e-48,1.4616554489587964e-68,3.76,0.0,0.6067854459440852,0.9999999544117256,2.443060072341698e-44,3.2200502409196567e-65,2.4497139319848137e-10,2.3660944471128856e-10,8.36194848703914e-12,1.1048986593414955e-22,4.5588274507761145e-08,2.7800187690525398e-27,3.8571088860989075e-29,8.171183061182084e-49,1.7096886276834982e-46,6.2033625227963065e-24,6.0565694944106535e-24,1.2045309895396219e-23,6.2056729312198604e-24,7.015289158152455e-29,1.234216611747468e-33,1.1728069464180491e-34,1.2857692304196727e-37,8.378541971713523e-49,2.5451298622936114e-47,3.8146886276302975e-42,4.252062908977239e-40
1.7391848935045323e-13,0.5885581441775705,6.685008024264469e-23,2.730921246463966e-22,2.325527185591702e-28,1.7338954111248813e-35,0.0,0.0,1.1585837914882435e-25,3.871976020485446e-45,1.1426100998948494e-32,2.6569092562350758e-39,4.975858025843352e-35,1.06397815534092e-49,4.5253981947988646e-33,8.680266378600525e-36,2.0084981407642612e-44,2.2764927615296435e-23,8.319317267686287e-44,9.852081856653348e-43,2.3273096281768308e-23,2.0650317430299124e-36,9.134185999574862e-41,4.862437726582324e-73,2.119846141827494e-51,9.877584707049132e-38,1.4321485904154436e-43,1.0916773909845933e-64,2.31739312488219e-94,6.759695044943778e-86,9.837197874231594e-50,1.4839118905610232e-58,3.8989989480788e-47,7.755022129296407e-67,3.76,0.0,0.6067854457197553,0.9999999126746524,3.4431715894773062e-43,1.7080618630941624e-63,4.693013190786228e-10,4.5328230460397337e-10,1.6019014474085685e-11,4.0540443396127173e-22,8.732534784128362e-08,1.020104325247314e-26,1.415422269311973e-28,1.1358516775031633e-47,2.378214509103558e-45,2.2764927603970065e-23,2.2220928113454e-23,4.4196233388435164e-23,2.2769654663230146e-23,2.8312362997943505e-28,4.5320858617627703e-33,8.386557222986117e-34,9.367024777273478e-37,1.1791503590057732e-47,3.59069066210888e-46,5.381626785191704e-41,5.887273216907222e-39
