Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41)
1.5349356254276931e-18,0.5628450794286138,1.868687756785823e-34,4.92869677885386e-29,3.3849305894148206e-40,1.439867191571642e-46,0.0,0.0,2.9470852982210815e-37,7.156205535917247e-68,2.483318517684281e-46,2.886005674649894e-46,9.037671049948756e-52,4.726615547658883e-68,2.1711050527241758e-45,7.619239256405715e-35,1.1447719380140517e-63,1.300792908552068e-34,1.1507127749107746e-61,1.1204537288902651e-60,3.753882713422954e-35,9.20984257336868e-54,6.124130517072972e-25,7.486294721878302e-83,9.98325647636023e-75,3.017433335903852e-55,1.8846478248197192e-66,4.735788968850489e-83,3.537017625223211e-125,2.7049829939803227e-112,6.427759329104471e-73,1.289497833516555e-86,6.66011517669329e-70,8.470783109913119e-101,3.76,0.0,0.8281718244654347,0.9999999999996374,4.07805133814409e-47,3.1581477016441767e-85,6.460749722983762e-16,6.284515011719931e-16,1.762347112638306e-17,1.1519028372873362e-33,3.6251820062498723e-13,1.891536853493848e-38,1.200345122134681e-40,2.2850982299578664e-65,6.828288545350972e-68,1.3007929085508108e-34,1.2823063615869736e-34,1.2615030493294463e-34,6.101317926559821e-35,3.282740641709977e-40,2.1443827586548273e-45,1.1415597686945882e-50,1.5691519185785877e-54,1.309785191626446e-51,5.137233041769175e-50,6.880147369964768e-45,2.654840556795769e-61,1.0221245694454748e-41,1.9668526548653903e-58,6.124130517834896e-25
3.0712048178627083e-18,0.562845079428614,7.479620966065586e-34,9.861675661236707e-29,1.354855405272581e-39,1.1527692539285609e-45,0.0,0.0,1.1796021521294973e-36,1.1463253776654735e-66,1.9881647777438914e-45,2.3105594440524955e-45,7.235632152918096e-51,3.784166421338411e-67,8.690078271220915e-45,3.049681332986835e-34,1.8337666764410224e-62,5.206561615397827e-34,9.212814027848445e-61,8.970442669358029e-60,1.5025313754503345e-34,7.373474037179434e-53,1.2253581736805887e-24,2.398571916578104e-81,1.5991965624558467e-73,2.4163939157335508e-54,3.018945749561677e-65,1.5178286563386885e-81,4.535001124256176e-123,3.470091480546888e-110,1.0296383544764266e-71,4.131358185792695e-85,1.066859338290741e-68,5.430111735528373e-99,3.76,0.0,0.828171824465434,0.9999999999992746,3.2649206996816346e-46,1.0118549544936742e-83,1.2927112608194263e-15,1.2574490071356142e-15,3.526225368381202e-17,4.6106132929563415e-33,7.253513585447547e-13,7.571076908687445e-38,4.804508687739651e-40,3.659135668650948e-64,1.0937991200408777e-66,5.20656161538776e-34,5.1325672222132096e-34,5.049299767570799e-34,2.442117219227627e-34,1.3139599389933973e-39,8.583119653559186e-45,9.139422189446446e-50,1.2565955678962112e-53,1.0486245774254057e-50,4.112910088016762e-49,5.508301310073598e-44,4.2526882113104875e-60,4.0913487357522785e-41,1.574678112588652e-57,1.2253581739855566e-24
6.1437432027327395e-18,0.5628450794286141,2.992822650638403e-33,1.9727633437431384e-28,5.4211946537584155e-39,9.225657528954525e-45,0.0,0.0,4.71994511344997e-36,1.8351872971544184e-65,1.5911360654583808e-44,1.8491499244089785e-44,5.790704813953582e-50,3.028483220270911e-66,3.4771632414125047e-44,1.2202697720788664e-33,2.9357330614445628e-61,2.083302845847988e-33,7.373235258063293e-60,7.1790804359648225e-59,6.012082639650194e-34,5.901020178901196e-52,2.4512484171694194e-24,7.680165780485624e-80,2.56025586672157e-72,1.9340945108677444e-53,4.833122421671174e-64,4.860856769045535e-80,5.809682424026534e-121,4.44666006752401e-108,1.6483795021826053e-70,1.322831044043748e-83,1.7079702197364513e-67,3.4780975158901194e-97,3.76,0.0,0.8281718244654327,0.9999999999985489,2.6129288347868963e-45,3.2399336383222125e-82,2.5859838378615243e-15,2.515444019099341e-15,7.05398187621835e-17,1.8448458760759176e-32,1.451017668245223e-12,3.0294169478379393e-37,1.92242929896185e-39,5.857001032018524e-63,1.751101272175665e-65,2.0833028458399305e-33,2.053695427956844e-33,2.0203776075213655e-33,9.771649875999118e-34,5.257616692617285e-39,3.4343660215365295e-44,7.314316554528516e-49,1.0057879918057437e-52,8.392183902157457e-50,3.29157806292384e-48,4.408315117201116e-43,6.808258349056296e-59,1.6372218453749324e-40,1.2602211598596083e-56,2.4512484183896894e-24
1.2288819972472802e-17,0.5628450794286143,1.1973239399340417e-32,3.9459549035536694e-28,2.1688374709964127e-38,7.381927717389149e-44,0.0,0.0,1.8882853913286998e-35,2.937153311221193e-64,1.273150600605849e-43,1.4796011188690606e-43,4.6334437181696695e-49,2.4232467051390815e-65,1.3910917140860334e-43,4.881873676229962e-33,4.698538451531424e-60,8.334568057814377e-33,5.9000030322554555e-59,5.744355101811733e-58,2.4052245392508303e-33,4.721712714199414e-51,4.9030289023160734e-24,2.458411029897377e-78,4.097770777407214e-71,1.5476674574072335e-52,7.73524398320985e-63,1.5560832416817178e-78,7.439519010616879e-119,5.694890468927243e-106,2.638174019996128e-69,4.234343333898508e-82,2.733554914970137e-66,2.2268921150356825e-95,3.76,0.0,0.8281718244654301,0.9999999999970977,2.090740061458176e-44,1.0370985343970592e-80,5.172528991945713e-15,5.031434043172731e-15,1.410949487729807e-16,7.380584785399151e-32,2.9023502630898927e-12,1.2119640476624415e-36,7.690969067668443e-39,9.373109208272999e-62,2.8025921299739428e-64,8.334568057749904e-33,8.216118927817918e-33,8.082826010901795e-33,3.909296237308059e-33,2.103441380658639e-38,1.3739701667285602e-43,5.852565000779458e-48,8.048377389856724e-52,6.7150226657156436e-49,2.633762548403947e-47,3.527321845230661e-42,1.0896380043800704e-57,6.5511490967302e-40,1.0083685483169332e-55,4.903028907197946e-24
2.4578973511952923e-17,0.5628450794286148,4.7896855394775815e-32,7.892338041461153e-28,8.676108774682655e-38,5.9061029046430795e-43,0.0,0.0,7.553756310473193e-35,4.70012832437321e-63,1.0186171889579453e-42,1.1837936534689803e-42,3.707107026727783e-48,1.938781431064441e-64,5.564819713124593e-43,1.9529083969671132e-32,7.518754152369385e-59,3.3340986427897215e-32,4.720921959416472e-58,4.59592042893648e-57,9.621681180024419e-33,3.7777288378564287e-50,9.806589865285344e-24,7.868128273495494e-77,6.557931815331388e-70,1.2382907272937084e-51,1.2378189136225647e-61,4.980441175210095e-77,9.524585306258556e-117,7.29148644039395e-104,4.22169216916904e-68,1.3552012725356938e-80,4.374349476025518e-65,1.4255084527306036e-93,3.76,0.0,0.8281718244654249,0.999999999994195,1.672750861640617e-43,3.319227082145323e-79,1.0345619300114056e-14,1.0063414091903263e-14,2.8220520821079205e-16,2.952474181251015e-31,5.805015354554169e-12,4.8482507842599185e-36,3.0766380558911e-38,1.4998500686323747e-60,4.4848489778413253e-63,3.3340986427381384e-32,3.2867149912691567e-32,3.233393533217247e-32,1.56384575853603e-32,8.414869118783761e-38,5.496328968966451e-43,4.682496748386583e-47,6.439574286156734e-51,5.3725289781676206e-48,2.107210090045257e-46,2.822125374516784e-41,1.7436741446905964e-56,2.6216294859257478e-39,8.067716735794543e-55,9.806589884814428e-24
4.915928059091317e-17,0.562845079428616,1.9159521686159668e-31,1.5785104390422093e-27,3.470626990184566e-37,4.725106617013466e-42,0.0,0.0,3.0216254851859723e-34,7.520751803882563e-62,8.149324347765907e-42,9.47080467935263e-42,2.9658265582451106e-47,1.551098768719031e-63,2.2260184514215227e-42,7.81195143273179e-32,1.2030880846184576e-57,1.3336937953466389e-31,3.7776710792192436e-57,3.6769108909208254e-56,3.8488290825728355e-32,3.0223265441491203e-49,1.9613711761927756e-23,2.5179951332620154e-75,1.0495199593447135e-68,9.906952946025685e-51,1.9806541687603167e-60,1.5938972111026931e-75,1.2192750305669206e-114,9.33439991074937e-102,6.755199087793609e-67,4.337020308867697e-79,6.999550756153506e-64,9.124287136667074e-92,3.76,0.0,0.8281718244654146,0.9999999999883896,1.3382642145870787e-42,1.0622345866601328e-77,2.0691799916450614e-14,2.0127374191699326e-14,5.644257247512827e-16,1.1810377226390136e-30,1.1610345144582492e-11,1.9393792580023145e-35,1.2307053392076187e-37,2.3998821031672866e-59,7.176439303310579e-62,1.333693795305371e-31,1.3147394487577606e-31,1.293410036095722e-31,6.255637547777298e-32,3.366419683748212e-37,2.1986218544647098e-42,3.746175303125604e-46,5.152077026677181e-50,4.2982284492869015e-47,1.6858480819988143e-45,2.2578074152662043e-40,2.7900811945993433e-55,1.0494597565350031e-38,6.45448360213359e-54,1.9613711840047275e-23
9.831989474883367e-17,0.562845079428618,7.663964535696356e-31,3.15706373809302e-27,1.3883128503538707e-36,3.780174995768453e-41,0.0,0.0,1.2086747927813674e-33,1.2033640152824768e-60,6.519614187262085e-41,7.576832959474062e-41,2.372717796391582e-46,1.240908454354448e-62,8.904254873979098e-42,3.124844127673372e-31,1.9250108830442337e-56,5.334884278706031e-31,3.023415371817556e-56,2.9415985328368273e-55,1.5395629560055443e-31,2.4179186257613384e-48,3.922795543802806e-23,8.057894923204942e-74,1.679851758744905e-67,7.925813285845916e-50,3.1691617815246735e-59,5.100721068307e-74,1.560754119059222e-112,1.1948862215792174e-99,1.080871372925231e-65,1.3879309928165981e-77,1.11999537443768e-62,5.839977946541777e-90,3.76,0.0,0.828171824465394,0.9999999999767789,1.0706367774851899e-41,3.399281943557823e-76,4.1384161149123216e-14,4.025529440063147e-14,1.1288667484917361e-15,4.7242469526184935e-30,2.3221003153038442e-11,7.757675105548294e-35,4.9229218267430865e-37,3.839908673188985e-58,1.1483230501846581e-60,5.334884278375882e-31,5.25906443197147e-31,5.173745353183581e-31,2.5023059046194655e-31,1.3468633309334635e-36,8.794672782747388e-42,2.997011399458964e-45,4.121938469444332e-49,3.438666336497438e-46,1.3487104466941265e-44,1.806288700571684e-39,4.464291572786686e-54,4.204046881513085e-38,5.163715543161353e-53,3.9227955750512475e-23
1.9664112306467464e-16,0.5628450794286222,3.065616949048078e-30,6.314170453230993e-27,5.5535783721931226e-36,3.024175849864365e-40,0.0,0.0,4.834748417536161e-33,1.9254174262684129e-59,5.215753187017609e-40,6.0615533038130194e-40,1.89819713500647e-45,9.927385218656785e-62,3.5617381097524333e-41,1.2499503496796245e-30,3.0800734001615554e-55,2.1339758662800396e-30,2.420691864131244e-55,2.3533067532856706e-54,6.158314472982085e-31,1.9343578560746327e-47,7.845644232149056e-23,2.5785760112518265e-72,2.6896064102418286e-66,6.340751114340064e-49,5.070750882271799e-58,1.89102941146572e-72,1.99781801092859e-110,2.2037536219563221e-97,1.7294265571194262e-64,4.441669850305814e-76,1.7921101603440307e-61,3.737858193437694e-88,3.76,0.0,0.8281718244653525,0.9999999999535576,8.565195764934249e-41,1.0877913409692247e-74,8.276888361446634e-14,8.05111348558558e-14,2.257748758610531e-15,1.8897179616903156e-29,4.644231288354925e-11,3.1031018029141366e-34,1.969189012399769e-36,6.143930798073832e-57,1.837513602074698e-59,2.133975866015917e-30,2.1036468847955658e-30,2.069519152268297e-30,1.000932524540609e-30,5.389652636634124e-36,3.517910051453638e-41,2.3976375719965084e-44,3.297837203621515e-48,2.750968849560444e-45,1.0789811119725842e-43,1.4450479415541936e-38,7.142994242134956e-53,1.6865338673359417e-37,4.13103121908077e-52,7.845644357144091e-23
3.932835796963566e-16,0.5628450794286305,1.2262529763972671e-29,1.2628384351667236e-26,2.221659032447259e-35,2.4193549763389034e-39,0.0,0.0,1.933909255187552e-32,3.0806959463150846e-58,4.1726272090813156e-39,4.849295415931274e-39,1.518567311501163e-44,7.941954928338554e-61,1.4247024329091392e-40,4.999826696699953e-30,4.9281623190626985e-54,8.535950456031378e-30,1.9396543785709657e-54,1.8826565712747937e-53,2.4633383210001558e-30,1.5474954654788059e-46,1.5691341421346314e-22,8.25152241356567e-71,4.30914286535965e-65,5.0726412662146046e-48,8.113274846319516e-57,6.077236189661957e-71,2.5572413818068943e-108,2.8275873725042768e-95,2.767110433172473e-63,1.4214803675498977e-74,2.8676743301378103e-60,2.3924863574183688e-86,3.76,0.0,0.8281718244652697,0.999999999907115,6.852197102933398e-40,3.480966843433932e-73,1.6553832854514433e-13,1.610228159157445e-13,4.515512629399687e-15,7.558909952692819e-29,9.288490719898012e-11,1.2412471898974771e-33,7.87679811351492e-36,9.830347848605779e-56,2.940571177777999e-58,8.535950453918384e-30,8.414628038814781e-30,8.27811838362905e-30,4.0037503076425875e-30,2.1575876352337194e-35,1.407175304652393e-40,1.9181214214702224e-43,2.6386654351135305e-47,2.2007931504389763e-44,8.631899306724324e-43,1.15604494336697e-37,1.1428888611246165e-51,6.7853540451338675e-37,3.304860209283973e-51,1.5691341921328993e-22
7.865684929597205e-16,0.562845079428647,4.9050240575439186e-29,2.52568140213001e-26,8.888389811771455e-35,1.9354896277520314e-38,0.0,0.0,7.735657107917524e-32,4.929136166124378e-57,3.3381115101550294e-38,3.8794862390253247e-38,1.214858401456352e-43,6.353582195411119e-60,5.698823765235236e-40,1.9999356588057785e-29,7.8850958974974645e-53,3.414391725510197e-29,1.5566711541287956e-53,1.5061297209175648e-52,9.853378363347665e-30,1.2380000420374631e-45,3.1382735049759903e-22,2.6404996822371105e-69,6.913006273242717e-64,4.0581294516373734e-47,1.2981297890116269e-55,1.9449860627517098e-69,3.27329251688719e-106,3.6194050859562835e-93,4.427405767341849e-62,4.5496076496708276e-73,4.589170265289365e-59,1.53149126398929e-84,3.76,0.0,0.8281718244651042,0.9999999998142299,5.4817736751049685e-39,1.1139154037403815e-71,3.3107721840646726e-13,3.220461786332824e-13,9.03103977318434e-15,3.0235713978602655e-28,1.8576999524758777e-10,4.965002629598666e-33,3.150728858471032e-35,1.5728593925482677e-54,4.7066079326693774e-57,3.414391723819797e-29,3.365857935815168e-29,3.311255510284547e-29,1.601504072165239e-29,8.644097444406958e-35,5.628748626870774e-40,1.5345016552609998e-42,2.111540378288871e-46,1.7606477623763722e-43,6.905538637237695e-42,9.248382669749448e-37,1.8286285735711582e-50,2.7454960071965598e-36,2.6439210424919603e-50,3.1382737049695666e-22
1.5731383194864485e-15,0.5628450794286805,1.9620118601082205e-28,5.051368085256059e-26,3.556745312749381e-34,1.548393845810277e-37,0.0,0.0,3.094267109226707e-31,7.886636629020876e-56,2.670492911798685e-37,3.1036550290101477e-37,9.718896794194638e-43,5.082872339537144e-59,2.2795320372572e-39,7.999751959631619e-29,1.2616183293785139e-51,1.3657607147390107e-28,1.2532476564419622e-52,1.2049055565750234e-51,3.9413563737553566e-29,9.904014973254171e-45,6.276551930666369e-22,8.449617983641837e-68,1.1119543606507939e-62,3.2465106001084253e-46,2.077012117465649e-54,6.2240072403571636e-68,4.189834134431674e-104,4.6328556754786416e-91,7.083894008637455e-61,1.456421306698777e-71,7.345474703719846e-58,9.805290889821699e-83,3.76,0.0,0.8281718244647731,0.9999999996284602,4.3854250112934727e-38,3.564542020748969e-70,6.621549981289807e-13,6.440929064593992e-13,1.806209166957964e-14,1.2094298789662595e-27,3.7153976901665803e-10,1.9860045718559066e-32,1.260294426211394e-34,2.516574980764701e-53,7.535942374895364e-56,1.365760713386689e-28,1.3463434146627567e-28,1.3245036770047296e-28,6.406023444511496e-29,3.468623350117658e-34,2.251528915101357e-39,1.227603087478459e-41,1.6901951326060804e-45,1.4085331286146544e-42,5.524437030407752e-41,7.398710204514943e-36,2.9258062542242265e-49,1.123277815129901e-35,2.1151801281458375e-49,6.276552730641644e-22
2.3597081460131764e-15,0.5628450794287139,4.1692763834464365e-28,7.577055517677132e-26,7.560121444812252e-34,4.427440087645646e-37,0.0,0.0,6.575320552986902e-31,3.0067819502738745e-55,7.635943155431474e-37,8.874617889086645e-37,2.7790007096592386e-42,1.4533842061078751e-58,4.844006851144534e-39,1.6999478026511611e-28,4.809922626620938e-51,2.902246137825412e-28,3.596506340539428e-52,3.4452781259226646e-51,8.375385451100723e-29,2.831930351268785e-44,9.414830056364435e-22,3.9529211102279535e-67,4.249628287359477e-62,9.638084805790585e-46,7.918612425977299e-54,2.75157275758118e-67,2.772984697512519e-103,2.5914865967485653e-90,2.7007401832335393e-60,6.836503505270485e-71,2.8009462304266904e-57,5.596106421823806e-82,3.76,0.0,0.828171824464442,0.9999999994426909,1.253957870530292e-37,1.667573802750038e-69,9.932327778513616e-13,9.661396366765566e-13,2.709314117480157e-14,2.5700391337144104e-27,5.573091404584547e-10,4.220262969620212e-32,2.6781288760807996e-34,9.26298730589552e-53,2.8739498219128835e-55,2.902246133958616e-28,2.8609786673254957e-28,2.814571055905129e-28,1.361280345682321e-28,7.386955000576385e-34,4.7845399705953096e-39,3.510345145355324e-41,5.019387991046767e-45,4.0275470219921725e-42,1.5796439743938175e-40,2.1155683705394426e-35,1.115463370888905e-48,2.4237997787204335e-35,6.048161589352493e-49,9.414831756312469e-22
3.1462779725399044e-15,0.5628450794287472,7.112295806629016e-28,1.0102743699488777e-25,1.2899877001958512e-33,9.338754895445116e-37,0.0,0.0,1.1216726259508585e-30,8.089971905418971e-55,1.6106418203036104e-36,1.871933638898481e-36,5.861723657349696e-42,3.0656085617328604e-58,8.263306577070788e-39,2.899911330294573e-28,1.2941456754596276e-50,4.950897116497197e-28,7.610974245340437e-52,7.267090888422593e-51,1.4287425079344544e-28,5.973362529412104e-44,1.2553107882070221e-21,1.275241332638149e-66,1.1457650964219902e-61,2.1000888393818153e-45,2.130561703856094e-53,9.402891373893584e-67,1.252088203791246e-102,1.3563334118541696e-89,7.266560422502375e-60,2.1314697581777212e-70,7.537549672830883e-57,2.189649107749865e-81,3.76,0.0,0.828171824464111,0.9999999992569218,2.644960738093823e-37,5.379719044044741e-69,1.3243105575736107e-12,1.2881863692847532e-12,3.6124188288850765e-14,4.3841847609364015e-27,7.43078109573849e-10,7.199276324161532e-32,4.568577414013763e-34,2.3493737264181217e-52,7.734665202121242e-55,4.950897108341004e-28,4.880490588458548e-28,4.801327549061867e-28,2.322184345952171e-28,1.2626611094725413e-33,8.161925748001956e-39,7.404650495360537e-41,1.0940725032591185e-44,8.495305227199329e-42,3.3319266848436566e-40,4.4623451690015624e-35,3.001234100591415e-48,4.192573142331652e-35,1.2757453830406225e-48,1.2553110781982042e-21
4.71941762559336e-15,0.5628450794288139,1.4725105832031604e-27,1.5154121822182962e-25,2.6718613127552818e-33,2.550703925309263e-36,0.0,0.0,2.322281406542187e-30,3.272129244500716e-54,4.399162917094655e-36,5.1129202599098856e-36,1.6010212602525096e-41,8.37312819005012e-58,1.7108127013312036e-38,6.003898537602455e-28,5.234396194428884e-50,1.0250226036431477e-27,2.090142818628544e-51,1.9848683207491053e-50,2.9580304642389897e-28,1.6315109091003039e-43,1.8829662829418364e-21,7.019526649220547e-66,4.649704757198856e-61,6.095913436056693e-45,8.617423665967428e-53,5.781621466486819e-66,1.4476971143866877e-101,2.014042515762747e-88,2.9391023908381103e-59,1.0505518352488235e-69,3.049917278065018e-56,1.834524724231716e-80,3.76,0.0,0.8281718244634488,0.9999999988853849,7.224209021937024e-37,2.961255823947455e-68,1.986466117017798e-12,1.932279840112769e-12,5.4186276905015097e-14,9.076897670159953e-27,1.1146151035719068e-09,1.4905200714368558e-31,9.45867557984366e-34,8.216415514696991e-52,3.1298974661290214e-54,1.025022601415438e-27,1.0104426081833723e-27,9.940539046844341e-28,4.807787857019215e-28,2.622934795551061e-33,1.689844849120302e-38,2.022608733913427e-40,3.178000324867244e-44,2.320350172718001e-41,9.100524138090847e-40,1.2188041364255803e-34,1.2138978487044663e-47,8.880130153425955e-35,3.48451481707777e-48,1.8829668833318237e-21
6.292557278646816e-15,0.5628450794288806,2.5043547631198427e-27,2.0205502701448709e-25,4.545925460600878e-33,5.336926076126981e-36,0.0,0.0,3.949593279476698e-30,8.86330104699054e-54,9.204520799612863e-36,1.0698103783464813e-35,3.3498769648539447e-41,1.751938461754595e-57,2.9096441527403103e-38,1.0211058892736993e-27,1.417854403299552e-49,1.7432985412239276e-27,4.3943461979927504e-51,4.1530089596872626e-50,5.030835623498144e-28,3.4136669707717376e-43,2.5106216673588132e-21,2.252753330594026e-65,1.2631553073000783e-60,1.333108017778236e-44,2.334223415731151e-52,1.9409117825653165e-65,6.513791733127981e-101,9.590104519449908e-88,7.961253498984962e-59,3.297138056678867e-69,8.263704237990142e-56,7.211335233949949e-80,3.76,0.0,0.8281718244627867,0.9999999985138492,1.5115462490940974e-36,9.50347248727041e-68,2.648621676461498e-12,2.576373319733486e-12,7.22483567279897e-14,1.5437424389173013e-26,1.4861506180795283e-09,2.5349863314158814e-31,1.6086756303485458e-33,2.0531660734222122e-51,8.481008487972569e-54,1.7432985365628138e-27,1.7184965169533656e-27,1.690625241344531e-27,8.176787505211735e-28,4.475093537866645e-33,2.87401870174036e-38,4.23224458049802e-40,6.954077564505431e-44,4.854983359737454e-41,1.9041337475299503e-39,2.550144426522481e-34,3.2881100348121724e-47,1.5426331015401953e-34,7.2908788982286e-48,2.510622688464982e-21
7.865696931700272e-15,0.5628450794289473,3.826087948598423e-27,2.5256886534822784e-25,6.947944673376162e-33,9.715670071187414e-36,0.0,0.0,6.0340871823949494e-30,1.9911135975824447e-53,1.6756478573467843e-35,1.947579264042993e-35,6.098332009709255e-41,3.18933682984315e-57,4.445278379897107e-38,1.5600190105703666e-27,3.1851667040568154e-49,2.6633717304430584e-27,8.038753061232619e-51,7.560394731140615e-50,7.685980650400799e-28,6.214450786867316e-43,3.1382769335781264e-21,5.886372085346326e-65,2.8463609790419364e-60,2.501092870309824e-44,5.243760895696619e-52,5.2453007289208875e-65,2.320237235766692e-100,3.64594766284951e-87,1.788478678214908e-58,8.478024710200507e-69,1.8569599506169166e-55,2.2649489319516724e-79,3.76,0.0,0.8281718244621246,0.9999999981423154,2.751712211118596e-36,2.4832304836457968e-67,3.310777235904676e-12,3.2204668087749485e-12,9.031042712969383e-14,2.358489351935493e-26,1.8576845474246502e-09,3.8728894231393968e-31,2.457696930788957e-33,4.3562061164510955e-51,1.90594597031548e-53,2.6633717219576778e-27,2.625471595829068e-27,2.5828931141189325e-27,1.2492282580421703e-27,6.859088904982272e-33,4.3909063223050215e-38,7.704987958030952e-40,1.3054771502258639e-43,8.838375479081827e-41,3.466402006234644e-39,4.64243748930291e-34,7.386623878300278e-47,2.4073941597812815e-34,1.3272966928071793e-47,3.1382784935976457e-21
1.1011976237807184e-14,0.5628450794290807,7.35742971267072e-27,3.535966325378413e-25,1.337313187550331e-32,2.565223194048908e-35,0.0,0.0,1.1603339581297112e-29,7.721284954592527e-53,4.4242041384822364e-35,5.142401854731467e-35,1.6101458019622052e-40,8.420787440773637e-57,8.548110062245338e-38,2.9998607124399175e-27,1.2351670278632309e-48,5.1215931884761124e-27,2.15057440630657e-50,1.996167389992969e-49,1.4779869563002286e-27,1.640798459740349e-42,4.393587103999404e-21,3.2928431100122904e-64,1.1158931784587915e-59,6.843450366511458e-44,2.0334625335380373e-51,2.9411280237681142e-64,3.3286868909193856e-99,4.97963070380719e-86,6.935572151899486e-58,4.787291532237195e-68,7.207713847506207e-55,2.0638457077798062e-78,3.76,0.0,0.8281718244608003,0.9999999973992525,7.26533109457077e-36,1.3891295340042758e-66,4.635088354789438e-12,4.5086538157118425e-12,1.2643453907752988e-13,4.535289786852902e-26,2.6007475510961684e-09,7.447442039747879e-31,4.7260814030911174e-33,1.5960924265888626e-50,7.400549685168223e-53,5.121593166072207e-27,5.048675973162637e-27,4.96681035895261e-27,2.4022209411460625e-27,1.3288640423222975e-32,8.443805375775857e-38,2.034456667230065e-39,3.5775476368123427e-43,2.3336375078078746e-40,9.152317343462133e-39,1.2257381106271225e-33,2.864421850380189e-46,4.855089915168127e-34,3.5045997374573356e-47,4.393590103861461e-21
1.4158255543914096e-14,0.562845079429214,1.2066162671207777e-26,4.546245198058653e-25,2.1951803001967148e-32,5.318349321727766e-35,0.0,0.0,1.9029452717706133e-29,2.0545614405835498e-52,9.172481855368828e-35,1.066189510498633e-34,3.3382470411780552e-40,1.745839565494626e-56,1.401887389918054e-37,4.919762866020536e-27,3.286663391538478e-48,8.399437154500995e-27,4.511337558493489e-50,4.138555043763609e-49,2.4238949445834626e-27,3.401786236177969e-42,5.6488967943576145e-21,1.0884914383145619e-63,2.9950612191529272e-59,1.442683383372565e-43,5.410850465678694e-51,9.830468588551878e-64,1.6623224626652e-98,2.5263963943448203e-85,1.845507884449143e-57,1.593143955464965e-67,1.9193046010855417e-54,8.571665171120742e-78,3.76,0.0,0.828171824459476,0.9999999966561958,1.5062848639615415e-35,4.5919622176932173e-66,5.959399473672081e-12,5.796840860911316e-12,1.6255861276065688e-13,7.437860804189007e-26,3.3438041166705125e-09,1.2213805933201702e-30,7.750788409567483e-33,4.144648614991505e-50,1.971256376486271e-52,8.399437108052095e-27,8.27979493838816e-27,8.145553562561587e-27,3.93963492870819e-27,2.1950978134894028e-32,1.384821875676766e-37,4.218050199753309e-39,7.55227812669889e-43,4.838300344313664e-40,1.8975032988234374e-38,2.5412575998743677e-33,7.621920896206986e-46,8.322344454729367e-34,7.266185640131224e-47,5.648901714123267e-21
2.045081415612792e-14,0.5628450794294808,2.5015300236036288e-26,6.5668065484201e-25,4.559872385390785e-32,1.598009597707851e-34,0.0,0.0,3.945148558877471e-29,9.209032036994048e-52,2.7560645857003928e-34,3.2038802777357574e-34,1.003054824652724e-39,5.245739007639925e-56,2.9063613398600397e-37,1.0199544312522217e-26,1.4731604170475213e-47,1.7413702383562245e-26,1.3928123688060544e-49,1.2435161881860691e-48,5.02516853948433e-27,1.0221384576477732e-41,8.159514735088175e-21,7.288882432442591e-63,1.372859770276808e-58,4.4006369687267636e-43,2.4252688378789147e-50,6.520833329589832e-63,2.707371552546501e-97,3.9854444037415866e-84,8.27219073474991e-57,1.0925169634854019e-66,8.618669963787935e-54,8.987670268725334e-77,3.76,0.0,0.8281718244568274,0.999999995170102,4.525948793241434e-35,3.0749538975121432e-65,8.608021711431014e-12,8.373215066081666e-12,2.348066453491239e-13,1.5420003899422711e-25,4.829897936529471e-09,2.532149378389257e-30,1.606889010696622e-32,1.8371972589151628e-49,8.859609954751246e-52,1.7413702243996782e-26,1.7165404241506318e-26,1.688717819399875e-26,8.16756261252355e-27,4.621101668105825e-32,2.8711656620804653e-37,1.2674330430103063e-38,2.3108292292848596e-42,1.4538297875502372e-39,5.701439451275057e-38,7.635712419790985e-33,3.4162858518607244e-45,1.8858510089217857e-33,2.1834741249283793e-46,8.159524934640858e-21
