Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456)
1.8964464309347108e-05,0.7301499260007568,2.5577262998391564e-05,4.3425641072989654e-06,4.4564942643864376e-06,0.0004763646120747862,0.0,0.0,0.00013549815233738173,1.8059058563179408e-06,0.00021963690618903315,1.0182253131995743e-05,1.0057177244271797e-08,3.0432431268696905e-16,5.6955343083505774e-12,1.7983303279183413e-08,3.0001085360971648e-05,2.3969045642545957e-05,5.167847941875118e-09,1.1849439862379457e-10,5.2562567144713255e-05,2.348945641275333e-11,4.5989808041577015e-10,4.663351415809773e-09,1.4588357301829547e-09,0.00014404707605841687,3.3767441562346288e-09,4.689703729748996e-07,1.3723885180150603e-08,6.501342722324779e-11,9.554521220018687e-11,2.0249665848438962e-11,4.801161395779614e-09,1.7269327211594418e-09,3.76,0.0,0.23438842514357913,0.9989790293311894,0.000292726209884273,2.3526513979091436e-05,0.47935484552244295,0.47861833142052174,9.010919911656913e-07,1.6126717522490636e-11,0.0004564442001987359,2.1300164565320632e-06,1.9762706720518936e-11,1.6023824333670885e-11,3.4264389052555967e-10,9.846838301264842e-05,2.7174742318135566e-10,1.3788910882550642e-06,1.6184243973989984e-06,3.457403529569316e-05,0.000154362713143102,2.5706670260237214e-06,2.842040318080252e-06,1.6749644767023936e-13,3.162054764644608e-14,7.60849893490164e-10,2.7752571822303513e-11,9.166572390915239e-06,1.5222163809028078e-07,7.146356262231534e-07,4.9127230353882e-13,9.467822227850963e-09,2.7976943869570778e-08,6.102939539322161e-09,1.3993175529763822e-07,0.0007173207577379405,7.572477422286087e-06,4.2618044062716355e-06,2.1422005441214623e-11,9.883294647384998e-09,5.624973019339019e-09,5.403333163098147e-07,6.660420107439625e-13,7.823450207428364e-09,6.368455916285993e-10,3.666462047917819e-08,1.96308170591859e-05,9.395073908577983e-08,1.2978397722988596e-10,1.3181768201404214e-15,9.511106988228736e-12,6.719153576841261e-08,3.924132492083174e-15,1.4567638178808493e-07,1.257451504169733e-13,2.612603272905757e-15,9.945734521972426e-10,2.86333415228841e-10,2.0509179358508438e-16,4.006651049473945e-08,2.9435076611732664e-13,2.522073927197195e-08,7.0483730698200735e-15,6.8402966701651845e-15,4.607052431068619e-13,7.130628451477726e-17
1.90258128243863e-05,0.7302538532922103,2.564915293312955e-05,4.359905698476456e-06,4.480735187374819e-06,0.0004790696900882065,0.0,0.0,0.00013626899566006093,1.8204555410719785e-06,0.00022195730827225888,1.0281296604513108e-05,1.014240304535835e-08,3.0785143602645245e-16,5.745083943083325e-12,1.8087552970728976e-08,3.0271148834030446e-05,2.4107949979992143e-05,5.2343087929415784e-09,1.1962994475718353e-10,5.285722258849651e-05,2.362722642357719e-11,4.627856118061438e-10,4.743678205179183e-09,1.4779536707601968e-09,0.00014545181618156634,3.38296884621799e-09,4.7389290461778397e-07,1.4014199978829617e-08,6.617561985371426e-11,9.689001027499318e-11,2.036396848837944e-11,4.82906017452605e-09,1.7356292409576684e-09,3.76,0.0,0.2335427591780283,0.9989744825572675,0.0002948396386414029,2.368963350390609e-05,0.4801983735604757,0.4794552202742809,8.978946590426729e-07,1.610522569205125e-11,0.00045644212258342094,2.1514584967917207e-06,1.988464485492436e-11,1.6115593260462945e-11,3.4504762360142797e-10,9.94826228794986e-05,2.721826202618511e-10,1.3871174584346425e-06,1.627589556223859e-06,3.478779698789442e-05,0.0001558159761950084,2.5820729393604777e-06,2.8546590972150203e-06,1.6844527627331894e-13,3.1799416719921264e-14,7.651587455243815e-10,2.8018012625383252e-11,9.221343966851221e-06,1.5363544773839326e-07,7.285330148515661e-07,4.940307200424482e-13,9.551790779384859e-09,2.8164710800749665e-08,6.138518246103858e-09,1.4008931903691835e-07,0.0007212360040070229,7.657353920609541e-06,4.263908952387823e-06,2.1566563952200182e-11,9.88674217567296e-09,5.66161277921373e-09,5.458868188806325e-07,6.729534752607432e-13,7.907128857375175e-09,6.436969362074218e-10,3.7079077502329626e-08,1.970853022435311e-05,9.518033055159649e-08,1.3123350270918641e-10,1.3328929187147207e-15,9.645140076652909e-12,6.725685721395514e-08,3.9835093820552446e-15,1.4700221138130128e-07,1.2748148316430023e-13,2.6438026762854946e-15,1.0045369616469888e-09,2.8897824945023176e-10,2.0738080321891772e-16,4.056433590952375e-08,2.962826002455267e-13,2.5449641234490934e-08,7.134901593929157e-15,6.9191316924351984e-15,4.642285974692825e-13,7.205476262569764e-17
1.9087161339425495e-05,0.7303574102443988,2.5720904064646456e-05,4.377257182504296e-06,4.505046835082241e-06,0.00048177728130073137,0.0,0.0,0.00013704036828478104,1.8350591335728603e-06,0.00022429263513474207,1.0380900907682213e-05,1.0228162561047123e-08,3.114040372408569e-16,5.7948549902863855e-12,1.819198991656177e-08,3.0542834496220505e-05,2.424724172763623e-05,5.301387655514416e-09,1.2077226514323428e-10,5.315244537643345e-05,2.376531766006628e-11,4.656819740573661e-10,4.825133001901461e-09,1.4972612835524568e-09,0.0001468645845783724,3.3891997086320757e-09,4.788525152197297e-07,1.4309709649495065e-08,6.735505856207944e-11,9.824946595090603e-11,2.0478458152011018e-11,4.8570637841029755e-09,1.7443499919375207e-09,3.76,0.0,0.2327001281977714,0.9989699153417216,0.0002969604989652879,2.385354221995508e-05,0.4810388749909587,0.48028904654368876,8.947088056305708e-07,1.6083810226049433e-11,0.0004564400356289655,2.1730145770446078e-06,2.0006869114556553e-11,1.6207558940353788e-11,3.4746045329500443e-10,0.00010050402209972763,2.7261608339188894e-10,1.3953625641065347e-06,1.6367702143951147e-06,3.500192859311921e-05,0.00015727604048048502,2.5934718594000417e-06,2.8672701242991133e-06,1.693956545877616e-13,3.1978578167188154e-14,7.694747584430375e-10,2.8284941180101858e-11,9.276196754933949e-06,1.5505565604041716e-07,7.426414194532737e-07,4.967934713394099e-13,9.636252550984285e-09,2.8354482784777937e-08,6.174143564487699e-09,1.402455309214098e-07,0.0007251531043334202,7.742792311387285e-06,4.265966198163316e-06,2.1711412902492528e-11,9.890083697826454e-09,5.698380931359936e-09,5.514778564825613e-07,6.799120052453812e-13,7.9913812430087e-09,6.505953926247018e-10,3.7496487761350086e-08,1.9786224469821962e-05,9.642181393989131e-08,1.3269313967581945e-10,1.3477116376138335e-15,9.780551491898547e-12,6.732149981026061e-08,4.043604181123531e-15,1.4833490445170868e-07,1.292348993885078e-13,2.675251045526918e-15,1.014565687784862e-09,2.9163851912986763e-10,2.0968577138470018e-16,4.1067618015382275e-08,2.9823509972215773e-13,2.5679842250679445e-08,7.22236784701108e-15,6.998542414935298e-15,4.67768488885925e-13,7.280887875352782e-17
1.9148509854464688e-05,0.7304605981913113,2.579251838501469e-05,4.394618871039179e-06,4.529429495439145e-06,0.0004844873625957378,0.0,0.0,0.00013781225890615605,1.8497164750843122e-06,0.0002266429215114751,1.0481066990350145e-05,1.0314457970326754e-08,3.149822375055945e-16,5.844848122021092e-12,1.829661472003778e-08,3.0816148932561485e-05,2.43869217160781e-05,5.369088520660841e-09,1.2192138375691214e-10,5.3448233783391416e-05,2.390372964600268e-11,4.68587218104059e-10,4.907728469433255e-09,1.5167598577630847e-09,0.00014828539584330945,3.3954366965054057e-09,4.838494016990133e-07,1.4610491237476246e-08,6.855195481646423e-11,9.962370036818323e-11,2.0593135573679996e-11,4.885172466967901e-09,1.7530949765093502e-09,3.76,0.0,0.23186052133952129,0.9989653276547789,0.0002990887962355802,2.401824140834162e-05,0.481876360744441,0.48111982108919354,8.915343898014312e-07,1.6062470849384374e-11,0.0004564379393217714,2.194684492026342e-06,2.0129379761643292e-11,1.6299722122331536e-11,3.498823997948919e-10,0.00010153260409767034,2.73047819668836e-10,1.4036264618223182e-06,1.6459664267866545e-06,3.521643094326533e-05,0.00015874289924969095,2.6048638477158814e-06,2.879873467294869e-06,1.7034758864053022e-13,3.215803312936426e-14,7.737979625301192e-10,2.855336012501912e-11,9.33113102233033e-06,1.564822552427971e-07,7.569630697060276e-07,4.995605687002054e-13,9.721209514518157e-09,2.8546277683020213e-08,6.209815691843909e-09,1.4040040548467956e-07,0.000729072014768981,7.828793207193606e-06,4.267976711120259e-06,2.1856550428924944e-11,9.893320564757245e-09,5.735278071141227e-09,5.571065817854291e-07,6.869177912214204e-13,8.076209630444002e-09,6.57541145436985e-10,3.791686236239944e-08,1.9863899317861696e-05,9.767525541768947e-08,1.3416292492508159e-10,1.3626333503285288e-15,9.917351455575119e-12,6.738547109873166e-08,4.104423166754517e-15,1.4967446145057454e-07,1.3100550561234055e-13,2.706949496106218e-15,1.024659801549776e-09,2.9431425767600323e-10,2.120067561512089e-16,4.157641312117842e-08,3.002084456063926e-13,2.5911344981472342e-08,7.310781456873387e-15,7.0785305222277016e-15,4.713249903757133e-13,7.356866284112712e-17
1.9209858369503882e-05,0.7305634184753015,2.586399785224359e-05,4.411991071575509e-06,4.553883452694495e-06,0.00048719991133547123,0.0,0.0,0.00013858465635953213,1.8644274066742035e-06,0.00022900820226412624,1.0581795806204403e-05,1.0401291469319325e-08,3.185861589335314e-16,5.895064019203614e-12,1.8401427986575336e-08,3.109109875718363e-05,2.4526990792481908e-05,5.437415407229941e-09,1.2307732460541823e-10,5.3744586092884104e-05,2.4042461910257865e-11,4.715013951989284e-10,4.9914774212742505e-09,1.5364506865554175e-09,0.00014971426464382683,3.401679763868491e-09,4.888837622764765e-07,1.4916623005148616e-08,6.976652270675727e-11,1.0101283550677344e-10,2.0708001492461456e-11,4.913386464666094e-09,1.761864197597073e-09,3.76,0.0,0.23102392778950312,0.9989607194663424,0.0003012245360032356,2.4183732347002074e-05,0.4827108417014257,0.4819475547208557,8.883713706151438e-07,1.6041207288199622e-11,0.00045643583364808485,2.2164680319423733e-06,2.0252177095154878e-11,1.6392083544041608e-11,3.5231348453517533e-10,0.00010256839224956154,2.7347783610220746e-10,1.4119092079623887e-06,1.6551782472282472e-06,3.543130489366091e-05,0.00016021654584337988,2.6162489661090504e-06,2.8924691943911515e-06,1.7130108446553776e-13,3.233778274554248e-14,7.78128385720613e-10,2.8823272115197223e-11,9.386147042779062e-06,1.5791523769722292e-07,7.715002126204024e-07,5.023320283793223e-13,9.80666365102771e-09,2.874011349608498e-08,6.245534829870501e-09,1.4055395770538747e-07,0.0007329926920231237,7.915357212426195e-06,4.269941046950626e-06,2.2001974678179755e-11,9.896454097724288e-09,5.772304044101884e-09,5.62773148592634e-07,6.93971025132852e-13,8.161616292642186e-09,6.645343800992052e-10,3.834021248514026e-08,1.994155430153793e-05,9.894072121801365e-08,1.3564289551855364e-10,1.3776584330636976e-15,1.0055550282174467e-11,6.744877848188591e-08,4.165972651813916e-15,1.5102088267727395e-07,1.3279340899033373e-13,2.73889915092193e-15,1.0348194726103271e-09,2.970054981310196e-10,2.1434381602897454e-16,4.2090778154977573e-08,3.022028203932922e-13,2.6144152055825746e-08,7.400152136081709e-15,7.159097698819901e-15,4.7489817465819e-13,7.433414502940449e-17
1.9271206884543075e-05,0.7306658724107982,2.5935344402249322e-05,4.429374088652004e-06,4.578408988277264e-06,0.0004899149052222981,0.0,0.0,0.0001393575495799733,1.8791917692858838e-06,0.00023138851234630006,1.0683088312380465e-05,1.0488665266174035e-08,3.222159244979969e-16,5.945503364825935e-12,1.8506430316281462e-08,3.1367690604670625e-05,2.466744981593369e-05,5.506372354255472e-09,1.2424011170382673e-10,5.4041500594619203e-05,2.418151398532585e-11,4.744245567434099e-10,5.076392779640785e-09,1.5563350697197196e-09,0.00015115120569926524,3.4079288653570612e-09,4.939557961104935e-07,1.5228184100171117e-08,7.099897850080814e-11,1.0241699413866038e-10,2.082305664497785e-11,4.941706017642615e-09,1.7706576584971858e-09,3.76,0.0,0.23019033676935508,0.9989560907460845,0.0003033677239410076,2.4350016311568984e-05,0.48354232870662345,0.48277225821270514,8.852197072661406e-07,1.6020019269528106e-11,0.0004564337185940369,2.2383649837968473e-06,2.037526146933886e-11,1.6484643924897858e-11,3.5475373060102955e-10,0.00010361140989708513,2.739061396062605e-10,1.4202108584277412e-06,1.6644057285250549e-06,3.5646551314908694e-05,0.0001616969736678501,2.6276272752687407e-06,2.905057372557733e-06,1.7225614806818308e-13,3.251782813715083e-14,7.824660522712707e-10,2.9094679819416718e-11,9.441245094261226e-06,1.5935459583231805e-07,7.862551077114017e-07,5.051078731249484e-13,9.892616947691401e-09,2.8936008326282145e-08,6.281301182823517e-09,1.4070620182422535e-07,0.000736915093271371,8.002484925805224e-06,4.271859754498739e-06,2.2147683810233478e-11,9.89948560306136e-09,5.80945924356447e-09,5.684777115239459e-07,7.010718999474626e-13,8.247603508311514e-09,6.715752826478924e-10,3.8766549360972663e-08,2.001918896155963e-05,1.0021827762248027e-07,1.3713308869490006e-10,1.3927872638283434e-15,1.0195158354178541e-11,6.75114293227738e-08,4.228258981426371e-15,1.5237416832357557e-07,1.3459871713222962e-13,2.7711011354519666e-15,1.0450448697516675e-09,2.99712273276283e-10,2.1669700983457895e-16,4.261077049233555e-08,3.042184074953211e-13,2.6378266079246813e-08,7.490489635699085e-15,7.240245629543975e-15,4.784881138336751e-13,7.510535560180686e-17
1.933255539958227e-05,0.730767961331902,2.6006559941517355e-05,4.4467682229871225e-06,4.603006380335903e-06,0.0004926323223652804,0.0,0.0,0.00014013092762268266,1.8940094037303786e-06,0.00023378388682575868,1.0784945470252467e-05,1.0576581583442248e-08,3.258716579167023e-16,5.996166845659668e-12,1.861162230657281e-08,3.164593113408482e-05,2.480829966014351e-05,5.575963424743321e-09,1.2540976923689592e-10,5.433897558587634e-05,2.4320885408168522e-11,4.773567543601006e-10,5.162487600761915e-09,1.5764143121752622e-09,0.0001525962337928217,3.414183956358674e-09,4.990657035074858e-07,1.5545254763076586e-08,7.224954061424704e-11,1.0383629976690868e-10,2.0938301758863914e-11,4.9701313653932676e-09,1.7794753629623002e-09,3.76,0.0,0.2293597375439214,0.9989514414633998,0.00030551836586687533,2.4517094575128967e-05,0.4843708325610922,0.4835939422948231,8.820793591125045e-07,1.5998906521490804e-11,0.00045643159414564456,2.2603751307189965e-06,2.049863315055831e-11,1.657740399552678e-11,3.57203158330877e-10,0.00010466168034003726,2.7433273715033593e-10,1.4285314687997746e-06,1.6736489242918814e-06,3.586217109513512e-05,0.00016318417621060237,2.638998835246793e-06,2.917638068099833e-06,1.7321278544025963e-13,3.2698170430846604e-14,7.868109909655712e-10,2.936758591344302e-11,9.496425459570363e-06,1.608003221697667e-07,8.012300298288281e-07,5.07888116154874e-13,9.979071399344485e-09,2.913398040136428e-08,6.317114957936676e-09,1.4085715073014925e-07,0.0007408391762453859,8.0901769393213e-06,4.273733371455304e-06,2.2293675989458013e-11,9.902416360258808e-09,5.846745087032163e-09,5.742204262024659e-07,7.082206098938145e-13,8.334173566986186e-09,6.786640397766478e-10,3.9195884283561304e-08,2.009680284778113e-05,1.0150799097152546e-07,1.386335419138602e-10,1.4080202228351897e-15,1.0336186135717843e-11,6.757343082695265e-08,4.2912885354194175e-15,1.537343184503881e-07,1.3642153820950136e-13,2.8035565775146404e-15,1.0553361606258468e-09,3.0243461556526234e-10,2.1906639668774598e-16,4.313644805862058e-08,3.0625539161171834e-13,2.6613689628149366e-08,7.581803844980557e-15,7.321975999542129e-15,4.820948803460905e-13,7.588232501639862e-17
1.9393903914621463e-05,0.7308696865447405,2.6077646353677562e-05,4.464173772353245e-06,4.627675904391636e-06,0.0004953521411754684,0.0,0.0,0.00014090477963163672,1.908880150736572e-06,0.00023619436085705074,1.0887368244324586e-05,1.0665042654500012e-08,3.2955348347926e-16,6.047055150914533e-12,1.8717004554376208e-08,3.1925827022368906e-05,2.4949541209864987e-05,5.646192700415861e-09,1.2658632146340753e-10,5.463700936961653e-05,2.4460575719073933e-11,4.802980398688826e-10,5.249775043090485e-09,1.5966897241741841e-09,0.00015404936375493865,3.4204449927772117e-09,5.042136856408727e-07,1.5867916072980805e-08,7.351842959818424e-11,1.052708766729547e-10,2.105373755834874e-11,4.9986627461611745e-09,1.7883173150919089e-09,3.76,0.0,0.2285321194103671,0.9989467715874768,0.0003076764677067445,2.4684968408750573e-05,0.4851963640332371,0.48441261766441845,8.789502856347883e-07,1.597786877302415e-11,0.0004564294602888408,2.2824982529897997e-06,2.0622292341396355e-11,1.6670364489449026e-11,3.5966178630134573e-10,0.00010571922684663067,2.747576357324848e-10,1.436871094211175e-06,1.682907888603615e-06,3.607816513350243e-05,0.00016467814702050322,2.650363705649299e-06,2.9302113467957034e-06,1.741710025262474e-13,3.2878810756998524e-14,7.911632336054806e-10,2.964199307860315e-11,9.551688424612095e-06,1.622524093039335e-07,8.164272654458383e-07,5.106727648050325e-13,1.0066029006169667e-08,2.933404804594438e-08,6.352976364328097e-09,1.410068177614945e-07,0.0007447648990882233,8.178433840163517e-06,4.2755624294413924e-06,2.2439949381328568e-11,9.905247632896713e-09,5.88416240067109e-09,5.800014490100296e-07,7.154173501529088e-13,8.421328766492699e-09,6.858008387059916e-10,3.962822859263658e-08,2.017439551682925e-05,1.0280992765154464e-07,1.401442927945417e-10,1.423357691915624e-15,1.0478644155105405e-11,6.76347900469536e-08,4.355067725803873e-15,1.5510133302220412e-07,1.382619808180567e-13,2.836266607991134e-15,1.0656935120599936e-09,3.051725571974426e-10,2.214520359383753e-16,4.366786919826206e-08,3.083139584699319e-13,2.6850425256344227e-08,7.674104754624304e-15,7.404290494093757e-15,4.857185468325807e-13,7.666508386310955e-17
1.9455252429660656e-05,0.7309710493716256,2.6148605493534358e-05,4.4815910308145995e-06,4.652417832751092e-06,0.0004980743404378504,0.0,0.0,0.00014167909486174858,1.923803850937305e-06,0.00023861996970492245,1.0990357603106989e-05,1.0754050726186569e-08,3.332615263424702e-16,6.098168976708713e-12,1.8822577656730942e-08,3.2207384968749267e-05,2.5091175363782344e-05,5.717064285541668e-09,1.27769792599864e-10,5.49356002559609e-05,2.4600584462551542e-11,4.832484653375465e-10,5.338268394173049e-09,1.6171626202852025e-09,0.00015551061047627978,3.4267119312365376e-09,5.093999447763736e-07,1.619625016735866e-08,7.480586820927954e-11,1.0672084994599547e-10,2.1169364777049355e-11,5.027300397177194e-09,1.7971835194227276e-09,3.76,0.0,0.22770747170656155,0.9989420810872467,0.0003098420355197878,2.4853639081242584e-05,0.48601893385035005,0.4852282949773073,8.758324464682977e-07,1.5956905754086904e-11,0.0004564273170094175,2.304734127304756e-06,2.074623937556009e-11,1.676352610634432e-11,3.621296373597749e-10,0.00010678407264564984,2.751808421613677e-10,1.445229789479881e-06,1.692182673797861e-06,3.6294534343228635e-05,0.0001661788797242642,2.6617219459914514e-06,2.942777274285059e-06,1.7513080525942617e-13,3.305975022818279e-14,7.95522804017793e-10,2.9917904016343154e-11,9.607034279250623e-06,1.6371084991993354e-07,8.318491156779119e-07,5.134618424800103e-13,1.0153491775268628e-08,2.9536229706455254e-08,6.388885613666001e-09,1.411552175563618e-07,0.0007486922204533162,8.267256209548385e-06,4.277347451423623e-06,2.258650216460666e-11,9.90798066197101e-09,5.921710538090573e-09,5.858209372870616e-07,7.226623171102144e-13,8.50907140686989e-09,6.929858672657514e-10,4.006359368526207e-08,2.0251966533723753e-05,1.0412415410539046e-07,1.416653791609951e-10,1.438800055029368e-15,1.0622543017356106e-11,6.769551392629734e-08,4.4196029986030714e-15,1.5647521188176013e-07,1.4012015409194347e-13,2.869232365502312e-15,1.076117089776788e-09,3.0792613004699897e-10,2.2385398733322756e-16,4.420509277523492e-08,3.103942949915859e-13,2.7088475489080837e-08,7.767402367778181e-15,7.487190798497926e-15,4.893591849227793e-13,7.745366289789804e-17
1.951660094469985e-05,0.731072051113232,2.6219439193139035e-05,4.4990202890844744e-06,4.67723243474945e-06,0.0005007988992652357,0.0,0.0,0.0001424538626649867,1.93878034489208e-06,0.00024106074873207398,1.1093914518606138e-05,1.084360805745395e-08,3.3699591265784776e-16,6.149509022174711e-12,1.892834220398276e-08,3.249061169177608e-05,2.5233203032932416e-05,5.788582305008858e-09,1.2896020687531212e-10,5.523474656135071e-05,2.4740911186838948e-11,4.862080830302438e-10,5.427981056818902e-09,1.6378343208854715e-09,0.0001569799889000987,3.432984728983303e-09,5.146246841483726e-07,1.653034013253903e-08,7.611208150319219e-11,1.0818634546919338e-10,2.128518413898394e-11,5.056044554398472e-09,1.8060739808800438e-09,3.76,0.0,0.2268857838062471,0.998937369931414,0.000312015075482132,2.5023107859323263e-05,0.4868385527034914,0.48604098485283453,8.72725801384545e-07,1.5936017195539012e-11,0.000456425164293058,2.327082527237107e-06,2.087047460653885e-11,1.685688953877298e-11,3.6460673470171534e-10,0.00010785624093092669,2.75602363194704e-10,1.4536076089868995e-06,1.701473330955169e-06,3.6511279648412205e-05,0.0001676863680174715,2.673073614905345e-06,2.9553359152934332e-06,1.7609219955724836e-13,3.3240989942827777e-14,7.998897244846661e-10,3.019532143959677e-11,9.662463316453703e-06,1.65175636783331e-07,8.474978946560485e-07,5.162553742833146e-13,1.0241461719601671e-08,2.974054393900751e-08,6.424842919385366e-09,1.4130236352270477e-07,0.0007526210994421948,8.356644623601012e-06,4.279088952468639e-06,2.2733332531206516e-11,9.910616672027945e-09,5.959389822408037e-09,5.916790492244023e-07,7.299557082193865e-13,8.597403793137399e-09,7.002193138240642e-10,4.050199100860755e-08,2.032951547084163e-05,1.0545073682716434e-07,1.4319683901112713e-10,1.4543476978624237e-15,1.0767893398247829e-11,6.775560939433267e-08,4.4849008337928785e-15,1.578559547656194e-07,1.4199616764248597e-13,2.9024549902846513e-15,1.0866070585399524e-09,3.1069536569909697e-10,2.2627231088979936e-16,4.474817812007472e-08,3.124965890605233e-13,2.7327842825794384e-08,7.861706747648156e-15,7.570678598252057e-15,4.930168657166996e-13,7.824809302401609e-17
1.9577949459739043e-05,0.7311726930766593,2.6290149260643742e-05,4.516461834246522e-06,4.7021199767779615e-06,0.0005035257970904656,0.0,0.0,0.00014322907248826345,1.9538094731009348e-06,0.0002435167333992769,1.1198039966259492e-05,1.0933716919537615e-08,3.407567691427686e-16,6.2010759887449785e-12,1.9034298784546317e-08,3.2775513928709096e-05,2.5375625140669628e-05,5.860750904688501e-09,1.3015758870928085e-10,5.553444660849854e-05,2.488155544389772e-11,4.891769453725146e-10,5.518926549705723e-09,1.6587061516281751e-09,0.00015845751402151698,3.4392633439254038e-09,5.198881079566003e-07,1.6870270012628465e-08,7.743729689030632e-11,1.0966748990315678e-10,2.1401196354744403e-11,5.084895452471268e-09,1.814988704777281e-09,3.76,0.0,0.22606704511867629,0.9989326380884639,0.0003141955938838715,2.5193376007653826e-05,0.4876552312478648,0.4868506978742498,8.696303102891556e-07,1.591520282913869e-11,0.0004564230021253838,2.3495432233083457e-06,2.0994998162248937e-11,1.6950455521195978e-11,3.670930945452816e-10,0.00010893575486163617,2.7602220580460535e-10,1.4620046066713741e-06,1.7107799121285116e-06,3.672840198247261e-05,0.00016920060566425182,2.6844187705529793e-06,2.9678873340271017e-06,1.7705519129131774e-13,3.342253102071192e-14,8.042640298751148e-10,3.0474248057083116e-11,9.71797583155365e-06,1.666467627394972e-07,8.633759295135831e-07,5.19053360075187e-13,1.0329940857814909e-08,2.994700941070207e-08,6.460848496308292e-09,1.4144826715356956e-07,0.0007565514955929271,8.446599653626186e-06,4.280787438459688e-06,2.2880438665104947e-11,9.913156865960416e-09,5.997202173811258e-09,5.975759438597414e-07,7.372977220002587e-13,8.686328241119543e-09,7.075013671960559e-10,4.0943432058106933e-08,2.0407041907743985e-05,1.067897423625002e-07,1.4473871051222312e-10,1.4700010077755685e-15,1.0914706046333511e-11,6.78150832591277e-08,4.550967745250859e-15,1.5924356130630055e-07,1.4389013155821513e-13,2.935935623772481e-15,1.0971635821388918e-09,3.134802954442067e-10,2.287070667866956e-16,4.529718503574988e-08,3.1462102984286437e-13,2.7568529739609045e-08,7.957028165386286e-15,7.654755579052134e-15,4.966916616110439e-13,7.904840529161957e-17
1.9639297974778237e-05,0.7312729765612065,2.6360737475217868e-05,4.533915949843063e-06,4.7270807220669285e-06,0.0005062550136933645,0.0,0.0,0.00014400471388178565,1.9688910760052056e-06,0.00024598795927542106,1.1302734925311032e-05,1.1024379596783292e-08,3.445442232164013e-16,6.252870582546263e-12,1.9140447985649983e-08,3.3062098437091916e-05,2.5518442623881698e-05,5.933574252842014e-09,1.3136196261048941e-10,5.5834698727001315e-05,2.5022516789775973e-11,4.921551049922858e-10,5.611118519002919e-09,1.6797794426865883e-09,0.0001599432008928038,3.4455477346544725e-09,5.251904214607546e-07,1.7216124905758684e-08,7.878174409052452e-11,1.1116441069658922e-10,2.1517402142998942e-11,5.113853324831247e-09,1.8239276968549257e-09,3.76,0.0,0.22525124509204283,0.9989278855266399,0.00031638359713839537,2.5364444788796238e-05,0.4884689800993596,0.4876574445852227,8.66545933235883e-07,1.5894462387622486e-11,0.0004564208304918763,2.372115982699796e-06,2.111981032820081e-11,1.7044224735772336e-11,3.695887385769751e-10,0.00011002263755910082,2.7644037672680523e-10,1.4704208361487338e-06,1.7201024701870561e-06,3.6945902288981086e-05,0.00017072158650417528,2.6957574706968826e-06,2.980431594216568e-06,1.7801978630582507e-13,3.360437455916582e-14,8.086457446795987e-10,3.0754686599545705e-11,9.773572122771702e-06,1.6812422072106057e-07,8.794855616629984e-07,5.218558206915159e-13,1.0418931214813926e-08,3.015564491057691e-08,6.496902561031917e-09,1.41592941218252e-07,0.0007604833689140481,8.5371218657061e-06,4.2824434065339695e-06,2.302781876350552e-11,9.915602422676826e-09,6.035148086280008e-09,6.035117811642733e-07,7.446885581455756e-13,8.77584707527661e-09,7.14832216802951e-10,4.1387928382363474e-08,2.0484545431759866e-05,1.0814123731299012e-07,1.4629103201897115e-10,1.4857603740915368e-15,1.1062991787763818e-11,6.787394208656992e-08,4.617810280682027e-15,1.6063803102217267e-07,1.458021564535549e-13,2.9696754146689776e-15,1.1077868232675738e-09,3.162809502450199e-10,2.3115831559485314e-16,4.585217384023602e-08,3.167678076793517e-13,2.781053867466582e-08,8.053376878331812e-15,7.739423426802431e-15,5.003836436380983e-13,7.985463091195504e-17
