Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456)
3.7359054546108166e-19,0.6712865113730941,9.916743379567767e-25,5.887229964915895e-26,1.0086699148468973e-35,9.198897270656178e-37,0.0,0.0,2.0419619892816262e-19,2.2542517452959524e-34,3.690166204993276e-45,4.2460446289698e-45,1.47565735459957e-42,6.357275925588514e-59,2.1407753282636778e-40,5.100181134420092e-33,9.533379425409609e-22,7.054586896426542e-33,9.746863127482907e-57,1.96055087109687e-55,3.430357132916352e-32,5.928265611836909e-50,1.9707553635857585e-22,6.0464432556829e-51,1.8383683514070534e-37,2.7647352048161255e-49,1.5702576043883728e-30,6.357945931624897e-39,1.1068040120325375e-54,1.2294565230862463e-55,1.218050900759058e-50,7.405853855798806e-55,7.192910762498195e-43,2.251709831819148e-55,3.76,0.0,0.7142757492663968,0.9999999999995448,6.3622162852697265e-46,2.591206912791713e-19,1.5647943859248224e-14,1.5010174719194517e-14,6.377691400537065e-16,2.927964596662586e-31,4.552562204765685e-13,1.220327473955822e-35,4.220036101593082e-37,1.0519258863298769e-38,2.5052537940732603e-48,7.053131408944446e-33,6.790655737632554e-33,2.605362510150193e-32,1.5561344808858243e-32,3.770750720820468e-37,2.522444649853055e-41,4.0541300199329966e-24,2.400721314383783e-34,1.9024694784179708e-50,5.796087532495154e-49,1.015545751302979e-43,3.274001579795249e-58,2.2704051506291287e-38,6.309108090285514e-47,1.9707553636368549e-22,1.0120808183748404e-52,2.30869640328266e-36,9.533379425303615e-22,6.374954399655444e-52,3.868618793194159e-20,1.062505428982324e-30,1.6626369567875018e-39,1.6551100266832401e-19,1.2476512144397562e-38,1.3223626948291854e-32,4.0541315871237956e-24,1.7441553210453377e-46,2.597070414452603e-64,4.181697824636953e-51,6.78394436294482e-64,7.136465903560345e-63,2.5912069127918184e-19,7.791313632718096e-36,3.032182578151951e-76,1.813057670949674e-80,1.4709102093938733e-69,4.826761058726565e-32,1.9217856998895484e-52,7.298625509308619e-40,3.7180690646284765e-64,2.019184799767181e-60,8.820188128678687e-57,1.1165097158024775e-50,1.7377674000852454e-80,6.636433934377142e-52,1.60728892390911e-36,2.513144028863034e-48,7.367786896879695e-68,1.2758111875375393e-70,4.907611554315881e-54,6.480649284801334e-58
7.475056700233458e-19,0.671286511373096,1.9842123134250062e-24,1.1779574815445384e-25,4.03730839990696e-35,3.6819594968618746e-36,0.0,0.0,4.0856980550093744e-19,9.022881730778121e-34,2.954376745167161e-44,3.3994175128369407e-44,1.1814231463725936e-41,5.0896862361121776e-58,8.568680334213048e-40,2.041401599239372e-32,1.907504154384168e-21,2.823673240231361e-32,7.803419523448138e-56,1.5696327957894854e-54,1.3730368300820598e-31,4.7462171289401746e-49,3.9432229385060188e-22,4.840831100886424e-50,7.358264331798268e-37,2.2134762325688977e-48,6.28512262611523e-30,2.544888389144812e-38,8.863408671962672e-54,9.845621617518487e-55,9.751813476951018e-50,5.930923718642361e-54,5.758702206934803e-42,1.9022622891883643e-54,3.76,0.0,0.7142757492663812,0.9999999999990892,5.09364153263803e-45,5.184665091363361e-19,3.1309482804385864e-14,3.00333904244436e-14,1.2760923799422563e-15,1.1719488880589196e-30,9.109079713815594e-13,4.884490162424372e-35,1.6891142145432282e-36,4.2104449430880386e-38,2.0057263360178677e-47,2.823090665336004e-32,2.718031989330442e-32,1.0428239809823439e-31,6.22859332619948e-32,1.5092833193730657e-36,1.0096352306871703e-40,8.111782313559805e-24,9.609141717884651e-34,1.523132367653363e-49,4.640394294703479e-48,8.13054095972248e-43,5.100597608196053e-57,9.087545056004422e-38,2.5252874465804888e-46,3.9432229387105374e-22,8.102803251708836e-52,9.240802249627172e-36,1.9075041543417442e-21,5.103843752182641e-51,7.740598679927288e-20,4.252790684957399e-30,6.654880788607336e-39,3.311658029050324e-19,4.993856333842574e-38,5.292896955793543e-32,8.111788586407217e-24,1.396384777765837e-45,4.158696397241626e-63,3.347900914754486e-50,1.0863149824458244e-62,1.1429174174050884e-61,5.184665091363783e-19,3.1185559280996003e-35,9.712492748896927e-75,5.80747004060937e-79,2.3553727902189363e-68,1.9319623136967514e-31,1.5385970876848107e-51,2.921352289615463e-39,2.9771822633158594e-63,3.233326482873548e-59,7.063357656053715e-56,8.93886658353046e-50,5.566305071333128e-79,5.3131841770059053e-51,6.433344410644498e-36,2.0120433222350343e-47,1.1798062816575483e-66,2.0436734820806558e-69,3.9290759902044088e-53,5.188560957939903e-57
1.4953359191478742e-18,0.6712865113730998,3.9692944506377876e-24,2.356426452530834e-25,1.6154493004393899e-34,1.4732660264625003e-35,0.0,0.0,8.173170186465405e-19,3.610327977082704e-33,2.3643992949613517e-43,2.7205672150698453e-43,9.454975754661775e-41,4.073295847990735e-57,3.4285882556981886e-39,8.168265444944681e-32,3.815836578134062e-21,1.1298370991707696e-31,6.245111257037534e-55,1.2561832801611976e-53,5.49393578399222e-31,3.798416175726037e-48,7.888158088039955e-22,3.8741361080848615e-49,2.9442641910171757e-36,1.7714595025446638e-47,2.5148677248941647e-29,1.0183293269255419e-37,7.094319322872622e-53,7.880487205743765e-54,7.804414556668007e-49,4.747517754246555e-53,4.608711951523593e-41,1.6816889266766927e-53,3.76,0.0,0.7142757492663498,0.9999999999981779,4.0764612950385765e-44,1.0371581448506431e-18,6.263256069465977e-14,6.007982183554051e-14,2.552738859119229e-15,4.689322084740046e-30,1.8222114713731267e-12,1.9544323004138753e-34,6.758657037393245e-36,1.6847264129197114e-37,1.6051906487144667e-46,1.1296039928553508e-31,1.0875668344483388e-31,4.172654263921383e-31,2.492248641658783e-31,6.039101971327343e-36,4.039856055132618e-40,1.6227086919070636e-23,3.844908335858521e-33,1.2189688083925129e-48,3.7137257452846733e-47,6.506903799343825e-42,8.050584227704367e-56,3.6362078174667746e-37,1.01044392011398e-45,7.888158088858297e-22,6.484706335319077e-51,3.6975245701073143e-35,3.815836577964312e-21,4.08463254610575e-50,1.5484558453054993e-19,1.701670225596382e-29,2.6628191574076345e-38,6.624754033746474e-19,1.998193015992898e-37,2.117848213942183e-31,1.622711201863105e-23,1.1175322117743813e-44,6.656622572349334e-62,2.679338228701117e-49,1.738811432194317e-61,1.8295346616030738e-60,1.0371581448508126e-18,1.2478285820245402e-34,3.1095199718591986e-73,1.8593006491437256e-77,3.770130392814924e-67,7.730365752007192e-31,1.231345280883775e-50,1.1689214469579762e-38,2.383396946883681e-62,5.175428061409093e-58,5.6536348487008256e-55,7.153809970946202e-49,1.782090058080191e-77,4.2521628497179225e-50,2.574175745521361e-35,1.6102461588054434e-46,1.8884587374512718e-65,3.2717793080116713e-68,3.1444565562796222e-52,4.152587365982505e-56
2.990996417396931e-18,0.6712865113731075,7.939483470168645e-24,4.713364398025025e-25,6.4628495728789195e-34,5.894044484769125e-35,0.0,0.0,1.6348114449379608e-18,1.4443662812726315e-32,1.891878676364189e-42,2.176867205224512e-42,7.565417141213538e-40,3.259255553727666e-56,1.3716585583093574e-38,3.267838062894726e-31,7.632501425887775e-21,4.520084123273068e-31,4.997044289252903e-54,1.0051374824168685e-52,2.1979320575079326e-30,3.039310053277386e-47,1.5778028385881504e-21,3.099897503164283e-48,1.1778973953642167e-35,1.4174438667853573e-46,1.0061108477606698e-28,4.0743203329017046e-37,5.676892763745131e-52,6.305986422863244e-53,6.244717408633393e-48,3.799576112530518e-52,3.687669783801438e-40,1.6005365908735709e-52,3.76,0.0,0.7142757492662872,0.9999999999963552,3.2617884046811445e-43,2.0745414162791684e-18,1.252787164752021e-13,1.201726846601293e-13,5.1060318150726655e-15,1.876034182920774e-29,3.644818464082599e-12,7.819001860640038e-34,2.703902917129207e-35,6.7400026783029275e-37,1.2843964015064355e-45,4.51915154243401e-31,4.350975508019568e-31,1.6693334115796647e-30,9.970617416108457e-31,2.4160362406121086e-35,1.616205498960007e-39,3.2457696203121167e-23,1.5382136997654432e-32,9.753602558948572e-48,2.9715448393546773e-46,5.206511656361786e-41,1.2792585947523335e-54,1.454724773417398e-36,4.0424337025074397e-45,1.5778028389155397e-21,5.188750770434927e-50,1.4792505964019616e-34,7.63250142520866e-21,3.2683368486007612e-49,3.097247799795616e-19,6.807788963282956e-29,1.0653010582137973e-37,1.3250946042986704e-18,7.994073229490416e-37,8.47277191466241e-31,3.2457796617706616e-23,8.941955611888244e-44,1.0652763321539628e-60,2.1438776686461972e-48,2.782664400735854e-60,2.927949090105275e-59,2.0745414162798463e-18,4.992126865785557e-34,9.952900317606609e-72,5.951218895456527e-76,6.033436075096941e-66,3.0926496718072457e-30,9.852633085808432e-50,4.676447002612419e-38,1.9082740012919804e-61,8.282369856794602e-57,4.524190790934545e-54,5.724134890746584e-48,5.704084495657273e-76,3.4023766301416686e-49,1.0298379179451142e-34,1.2884415796982153e-45,3.0221490853717414e-64,5.236368861569259e-67,2.5160445399127175e-51,3.322959569180979e-55
5.982317413895044e-18,0.6712865113731229,1.5879960489651508e-23,9.427240303099812e-25,2.5853505906289867e-33,2.3578265128284344e-34,0.0,0.0,3.269800297521655e-18,5.77793533945487e-32,1.5136466591708366e-41,1.7416592557959512e-41,6.052908384658157e-39,2.6076520186979032e-55,5.487080775719948e-38,1.3072416093651727e-30,1.5265831122410887e-20,1.8081808176205496e-30,3.9980253063119835e-53,8.041863375573127e-52,8.792443770591687e-30,2.43167891293115e-46,3.155776897665928e-21,2.4801534743257337e-47,4.71197304660043e-35,1.1340732915245907e-45,4.0247709266806122e-28,1.630132738223204e-36,4.54208920393257e-51,5.045428365659841e-52,4.996248282728412e-47,3.0410059607472816e-51,2.9504159437175894e-39,1.6884774882684627e-51,3.76,0.0,0.7142757492661619,0.99999999999271,2.6096785116578474e-42,4.1493079591358595e-18,2.5057102803626484e-13,2.4035841031888683e-13,1.02126177173775e-14,7.504747465474272e-29,7.290032420406904e-12,3.1278552996404516e-33,1.0816491964684548e-34,2.6962204914709357e-36,1.0276146821834568e-44,1.8078077518943168e-30,1.740531840879026e-30,6.67787709153729e-30,3.988571556223653e-30,9.6649491810419e-35,6.46534829081221e-39,6.491891506333766e-23,6.153355565727954e-32,7.803623025432238e-47,2.3774615908561824e-45,4.165604802924436e-40,2.039743785465912e-53,5.819411649796168e-36,1.6171051310816192e-44,3.1557768989755908e-21,4.151394936038428e-49,5.917483956729925e-34,1.5265831119694206e-20,2.614934088278321e-48,6.194831708234154e-19,2.7233372131499524e-28,4.2615510653383184e-37,2.6503330060858875e-18,3.1978895556549824e-36,3.3893845966599086e-30,6.491931675436895e-23,7.154243723787884e-43,1.704615528272122e-59,1.7152649864979585e-47,4.452715984602913e-59,4.6852735226010995e-58,4.149307959138572e-18,1.9970132657321156e-33,3.185317982259301e-70,1.9046231691843234e-74,9.654479792876046e-65,1.2371605499834369e-29,7.882854877771519e-49,1.8707310901555978e-37,1.5286752532972778e-60,1.325313986553121e-55,3.6200308818583917e-53,4.5797427248005905e-47,1.825530473034369e-74,2.722159886261861e-48,4.11968693199875e-34,1.0308511352300709e-44,4.835930690726867e-63,8.379408211884677e-66,2.0130287895906467e-50,2.659034115649173e-54
1.1964959406891272e-17,0.6712865113731536,3.17613104503017e-23,1.885499216959511e-24,1.0341826078614595e-32,9.43182453860102e-34,0.0,0.0,6.5397780026924636e-18,2.3112681820033344e-31,1.2109748281506492e-40,1.3933937659118684e-40,4.842556581166686e-38,2.0862206491496173e-54,2.1949216208626107e-37,5.229179210634924e-30,3.053249051951985e-20,7.233017717697934e-30,3.1985885565831737e-52,6.433796125706594e-51,3.517120622870148e-29,1.945435484310435e-45,6.311725013859353e-21,1.9842169731480526e-46,1.8848659143366481e-34,9.07318203802615e-45,1.609973877497853e-27,6.522972097084499e-36,3.633901375257854e-50,4.0365991768400814e-51,3.997188378373527e-46,2.4344952224366705e-50,2.3604448039814424e-38,2.0035597199543427e-50,3.76,0.0,0.7142757492659113,0.9999999999854197,2.087841952161391e-41,8.298841044847811e-18,5.011556511583022e-13,4.807298616747213e-13,2.042578948357903e-14,3.0020211310963353e-28,1.4580460216676944e-11,1.2511930371141408e-32,4.326772874686604e-34,1.0785320815403736e-35,8.221307682900705e-44,7.231525369825857e-30,6.962410597256995e-30,2.6712595251252416e-29,1.5954935401733305e-29,3.8661511284721e-34,2.586244662018153e-38,1.298413539522324e-22,2.461442383319437e-31,6.24319492733225e-46,1.9020595620712428e-44,3.332642024055042e-39,3.2579332278633957e-52,2.327890558148233e-35,6.468684124228541e-44,6.3117250190982186e-21,3.3212736798290586e-48,2.367089900433793e-33,3.053249050865269e-20,2.0920727327909206e-47,1.2389999522944446e-18,1.089379212305245e-27,1.7046898089291885e-36,5.300809809417008e-18,1.279207886664735e-35,1.355809006286009e-29,1.2984296078173586e-22,5.723666678678827e-42,2.727523567348952e-58,1.3722771331668387e-46,7.124707951390033e-58,7.496881630841036e-57,8.298841044858661e-18,7.988378115793578e-33,1.019364137213219e-68,6.095167140557532e-73,1.5447953353496565e-63,4.94884356874354e-29,6.306583271746413e-48,7.4832292321888615e-37,1.226056161933493e-59,2.1206102199172503e-54,2.8965600617295213e-52,3.663968114266442e-46,5.842054976071263e-73,2.1778313703928698e-47,1.6479418247267134e-33,8.247200587916289e-44,7.737882879956807e-62,1.3408028474117552e-64,1.6105025696479068e-49,2.1279907824815826e-53
2.393024339288373e-17,0.671286511373215,6.352559405833878e-23,3.771049612796946e-24,4.1368169186924766e-32,3.7729143428893844e-33,0.0,0.0,1.3079733413047757e-17,9.245260823804563e-31,9.688028802791947e-40,1.1147418156993272e-39,3.874137204744888e-37,1.6690161318390475e-53,8.77986509896497e-37,2.0917142373933923e-29,6.106580932998873e-20,2.8932660576614385e-29,2.5589579370386777e-51,5.14715907783196e-50,1.4068768737250589e-28,1.556385331476044e-44,1.2623621238397689e-20,1.5874112569019406e-45,7.5396170509663214e-34,7.258980541922387e-44,6.4400265048992825e-27,2.610982608305295e-35,2.907213109295313e-49,3.22938318275299e-50,3.197826605166312e-45,1.950116227192908e-49,1.8884006581484574e-37,2.6472523687323977e-49,3.76,0.0,0.7142757492654102,0.9999999999708388,1.6703132557241633e-40,1.6597907216265978e-17,1.0023248974020255e-12,9.61472764539668e-13,4.085213286234952e-14,1.2008328768940792e-27,2.916131534370278e-11,5.004874019732116e-32,1.7307443869126037e-33,4.314216092503953e-35,6.57720217774355e-43,2.892669086971951e-29,2.7850208453088563e-29,1.0685255446163887e-28,6.382103977702926e-29,1.546503228548342e-33,1.0345190006830575e-37,2.59686236403869e-22,9.845969851931742e-31,4.9946747075832277e-45,1.5216837612797703e-43,2.666176865031239e-38,5.2081672581018034e-51,9.312001101479116e-35,2.587526602907594e-43,1.2623621259353575e-20,2.65708202946046e-47,9.468552241352288e-33,6.106580928651926e-20,1.6737397531287203e-46,2.47803351436979e-18,4.357605504086867e-27,6.818898114394279e-36,1.0601763415105997e-17,5.116935755539189e-35,5.423346358342673e-29,2.596926638526167e-22,4.579042011986202e-41,4.3641486761347433e-57,1.0978477645875959e-45,1.139982262793195e-56,1.1995365754347599e-55,1.659790721630939e-17,3.195416260012521e-32,3.262065037669879e-67,1.950513150721716e-71,2.4717353861924735e-62,1.979577701271487e-28,5.045386352230141e-47,2.9933528942759025e-36,9.857609717733592e-59,3.3930625865455943e-53,2.317884666774935e-51,2.931244067449533e-45,1.8695147500371276e-71,1.7423065187702977e-46,6.591901385117143e-33,6.5979170757930375e-43,1.2380927723814934e-60,2.145362851018281e-63,1.2884375050429514e-48,1.7034930637337943e-52
4.786081136486864e-17,0.6712865113733378,1.2706049602135052e-22,7.542150494626015e-24,1.6547454590990305e-31,1.509267305682179e-32,0.0,0.0,2.6159644233813048e-17,3.698141949014867e-30,7.750515383600769e-39,8.918045862938553e-39,3.099346520979511e-36,1.335228747146489e-52,3.5119817559551324e-36,8.366942038585858e-29,1.2213244701593039e-19,1.1573182813587838e-28,2.0472328115249092e-50,4.117776140072779e-49,5.6275647536897975e-28,1.2451230453172161e-43,2.5247413656080306e-20,1.269944076919958e-44,3.015877498980365e-33,5.807672998337706e-43,2.5760367843138575e-26,1.0457962290469715e-34,2.3258072939316944e-48,2.5835500744389457e-49,2.558291644828282e-44,1.56405118708944e-48,1.5107384434049538e-36,3.7888333157545105e-48,3.76,0.0,0.7142757492644077,0.9999999999416771,1.336266539672782e-39,3.3196039559079386e-17,2.004663389888066e-12,1.922958570882673e-12,8.17048190053602e-14,4.803380317236668e-27,5.832302373569758e-11,2.001970010286766e-31,6.923048171541562e-33,1.7257039863270513e-34,5.261824054927286e-42,1.1570794751372273e-28,1.1140196264249703e-28,4.274145619802901e-28,2.5528675381785136e-28,6.186166352178038e-33,4.138118805772721e-37,5.193760200025306e-22,3.938428005685215e-30,3.9957875285980036e-44,1.2173614457118504e-42,2.1329667449356163e-37,8.329446387338546e-50,3.725037869947313e-34,1.0350214177390966e-42,2.52474137399047e-20,2.1256908445643665e-46,3.7874594253705334e-32,1.2213244684205076e-19,1.3390746390212193e-45,4.9561006350536286e-18,1.7430599321234198e-26,2.7275871102362537e-35,2.1203670622590963e-17,2.046795206754227e-34,2.16936060696544e-28,5.194017300587914e-22,3.6632770558369e-40,6.982726617029049e-56,8.782886346643108e-45,1.8239948119608126e-55,1.9192869125013108e-54,3.319603955925302e-17,1.2781795084315393e-31,1.0438767687028215e-65,6.241737444300425e-70,3.954826875623615e-61,7.918391347712123e-28,4.036356950474344e-46,1.1973535789011746e-35,7.96446651582066e-58,5.428968995591132e-52,1.8552383370740142e-50,2.3450230853986773e-44,5.982538407939527e-70,1.3938618430957375e-45,2.6367873555023513e-32,5.278396301811215e-42,1.9809736730682641e-59,3.432644047546228e-62,1.0307699972342082e-47,1.3645066912946852e-51
9.572194730883847e-17,0.6712865113735837,2.5415563893505095e-22,1.508435261890647e-23,6.619030371973062e-31,6.037789663116692e-32,0.0,0.0,5.231946587556244e-17,1.479264303537993e-29,6.200449674240134e-38,7.13448782405277e-38,2.4794918889838696e-35,1.0681893287591006e-51,1.404799840046274e-35,3.346793818893239e-28,2.4426572264782924e-19,4.629297354712006e-28,1.637863433825469e-49,3.2942404733086194e-48,2.251037360585592e-27,9.961043520725918e-43,5.049499836586931e-20,1.0159612898856153e-43,1.2063571350156722e-32,4.6468371836012254e-42,1.030419936731154e-25,4.194346741382724e-34,1.8606605615330453e-47,2.066860656731286e-48,2.0466454591063668e-43,1.257544528092117e-47,1.2085979065846855e-35,5.704710498681345e-47,3.76,0.0,0.714275749262403,0.9999999998833536,1.0690196974718604e-38,6.639230424461449e-17,4.009340374854521e-12,3.84593018602113e-12,1.6341018883326057e-13,1.9213618571217002e-26,1.1664643307146063e-10,8.007921069776446e-31,2.7692335128082064e-32,6.902851011321174e-34,4.2094840081287437e-41,4.62834200083337e-28,4.456100817758402e-28,1.7096669136815353e-27,1.021152191485406e-27,2.474551535007022e-32,1.6552565077093723e-36,1.0387556619814074e-21,1.5753792159523382e-29,3.1966495369956513e-43,9.738949182369134e-42,1.7063834239927623e-36,1.3324215710862598e-48,1.4901823580733232e-33,4.140108710918773e-42,5.0494998701168597e-20,1.7005627423893626e-45,1.5149914763990353e-31,2.4426572195230723e-19,1.0713731811401561e-44,9.912234862553903e-18,6.972275184490201e-26,1.0910404878117569e-34,4.240748502198884e-17,8.187223136896626e-34,8.67748652965266e-28,1.0388585027273955e-21,2.9306389881651354e-39,1.1172433445184092e-54,7.026350763704375e-44,2.918410248231295e-54,3.070881682225862e-53,6.639230424530903e-17,5.112744055269184e-31,3.340431089690918e-64,1.997371156353484e-68,6.327763134606656e-60,3.1673726431706295e-27,3.229104666571392e-45,4.7894406045133467e-35,6.496868168758793e-57,8.686405057631997e-51,1.4856444412087515e-49,1.8760296020135434e-43,1.9144267103587906e-68,1.1150962199543082e-44,1.054720289695661e-31,4.222742095137186e-41,3.169578155174959e-58,5.4922839805720944e-61,8.246332963887785e-47,1.0943255528577853e-50
1.9144421919677812e-16,0.6712865113740755,5.084472807125726e-22,3.016875831000091e-23,2.6476307776659827e-30,2.41567379589447e-31,0.0,0.0,1.0463910915993646e-16,5.91707226204918e-29,4.960375375292211e-37,5.7076212703482295e-37,1.983599330852605e-34,8.545539863596982e-51,5.619213590414082e-35,1.3387209167211929e-27,4.885322749516891e-19,1.851724197817493e-27,1.3104025805875758e-48,2.6354002191686925e-47,9.004172419019107e-27,7.968858539531842e-42,1.0099016728314241e-19,8.12771442856466e-43,4.8254408083566595e-32,3.718554634967688e-41,4.1216900850508237e-25,1.6866554241409042e-33,1.48853434568749e-46,1.6535018614989897e-47,1.6373212228141234e-42,1.0161095271304252e-46,9.668811621150065e-35,8.841595802626565e-46,3.76,0.0,0.7142757492583935,0.9999999997667067,8.552184909256609e-38,1.3278483361531785e-16,8.018694344764928e-12,7.691873426107829e-12,3.268209186565776e-13,7.685466634996123e-26,2.3329322195008827e-10,3.203176812582756e-30,1.1076963494483585e-31,2.7611473915113153e-33,3.3675968544946514e-40,1.851341955986865e-27,1.782444577809044e-27,6.838684805919238e-27,4.084619012564082e-27,9.898810580193309e-32,6.621047400086841e-36,2.0775152450653718e-21,6.301532896482222e-29,2.5573280896335832e-42,7.791182183900442e-41,1.3651106333253346e-35,2.1316422263354393e-47,5.9620216459776635e-33,1.6560492817485273e-41,1.0099016862434295e-19,1.3604541858553733e-44,6.059981321736911e-31,4.885322721695939e-19,8.572724693182916e-44,1.9824503262084822e-17,2.7889171609002457e-25,4.364173805081032e-34,8.481511375849635e-17,3.2748981172468175e-33,3.4710034117090704e-27,2.0779266090784365e-21,2.344518071762129e-38,1.787594978034952e-53,5.621097276190511e-43,4.669471222922673e-53,4.913428557712725e-52,1.3278483361809602e-16,2.0451028364872353e-30,1.068941965374832e-62,6.391611517264914e-67,1.0124452889177135e-58,1.2669522744836533e-26,2.583291309500119e-44,1.9157826567327938e-34,5.3979225156330145e-56,1.3898290475529313e-49,1.1908275095969857e-48,1.500828136775002e-42,6.12618750599779e-67,8.920798248860804e-44,4.218891751233942e-31,3.3782036928988443e-40,5.071341553522681e-57,8.787705861542077e-60,6.597284386150672e-46,8.798050070097919e-50
3.8288876297265737e-16,0.6712865113750588,1.017435988063402e-21,6.033757546267808e-23,1.0590631742402954e-29,9.667121785303307e-31,0.0,0.0,2.0927839573218555e-16,2.3668319144021644e-28,3.9683076568549836e-36,4.566126312835676e-36,1.586881713777443e-33,6.836441839139255e-50,2.2476882461096084e-34,5.3548903529364864e-27,9.770653837196576e-19,7.406910583679048e-27,1.0484963334197013e-47,2.10832333714286e-46,3.601673609673231e-26,6.375096416176753e-41,2.01980503108469e-19,6.502181180260766e-42,1.9301787749398783e-31,2.9765662615965e-40,1.6486780153212415e-24,6.817930045965526e-33,1.190829844552529e-45,1.3228149791959952e-46,1.309858917610662e-41,8.290011386805117e-46,7.735060261822574e-34,1.3917798814651332e-44,3.76,0.0,0.7142757492503746,0.9999999995334132,6.841761205554889e-37,2.6556989235525715e-16,1.6037402284495734e-11,1.5383759945520362e-11,6.536423389732819e-13,3.074190292114101e-25,4.665866805358101e-10,1.281272545111814e-29,4.430792050293085e-31,1.1044603330143708e-32,2.694080930452869e-39,7.405380819952743e-27,7.129785118929647e-27,2.7354772083171195e-26,1.633849569689518e-26,3.959992681545601e-31,2.648425953215143e-35,4.1550356077381365e-21,2.5206163693555898e-28,2.045866902710357e-41,6.2329545483510635e-40,1.092089876955324e-34,3.4104404057740544e-46,2.38583333581366e-32,6.62421823689371e-41,2.019805084732779e-19,1.0883648898408342e-43,2.4239956148102153e-30,9.770653725912629e-19,6.860932034750905e-43,3.964903983926817e-17,1.1155682784937721e-24,1.74567234590151e-33,1.6963037098235844e-16,1.309961339792944e-32,1.3884031082313428e-26,4.156681065746372e-21,1.8756171200000565e-37,2.8601563323839396e-52,4.49688447203897e-42,7.471165773844205e-52,7.861499216047207e-51,2.6556989236636993e-16,8.180421855194702e-30,3.4206203718673294e-61,2.0453191943976287e-65,1.6199149375522884e-57,5.067815503501197e-26,2.066635972087474e-43,7.663152713876009e-34,4.639006684705777e-55,2.223729435204252e-48,9.563555071042136e-48,1.2006642941629833e-41,1.960382856251351e-65,7.136652406358992e-43,1.6875587369366187e-30,2.7025669534899732e-39,8.114160594069387e-56,1.4060398377087451e-58,5.278152827697912e-45,7.107922037544663e-49
7.65777850524416e-16,0.6712865113770254,2.0370350979106314e-21,1.2067523285281836e-22,4.236331522485973e-29,3.870382626742985e-30,0.0,0.0,4.1855696889068786e-16,9.467333676774613e-28,3.1746508317361586e-35,3.6529397962380217e-35,1.2695061446212724e-32,5.469157218355599e-49,8.990758315489579e-34,2.1419574045587742e-26,1.9541316178965888e-18,2.9627696163786864e-26,8.390740313690648e-47,1.6866599753923528e-45,1.4406704096630275e-25,5.1000811193331175e-40,4.03961166722244e-19,5.201748788937123e-41,7.720719986442184e-31,2.3840037876770334e-39,6.594715333275985e-24,2.784213593883592e-32,9.526648379057334e-45,1.058270428227563e-45,1.0478879052641335e-40,6.889806391055567e-45,6.188051983413978e-33,2.208547202384335e-43,3.76,0.0,0.7142757492343368,0.9999999990668266,5.473418029851042e-36,5.311400098292662e-16,3.207481816359731e-11,3.076753314130193e-11,1.3072850222870097e-12,1.2296766819167947e-24,9.331731210216076e-10,5.125094965745002e-29,1.7723187616912622e-30,4.417843916972609e-32,2.155265463353072e-38,2.96215707493116e-26,2.851914054130588e-26,1.0941914250826922e-25,6.53540153078496e-26,1.5843688115914485e-30,1.0593739563403264e-34,8.310081119102906e-21,1.0082471932747806e-27,1.6366969697440122e-40,4.9863666247974867e-39,8.736721499068788e-34,5.4565506788047725e-45,9.551512574167807e-32,2.649699128992651e-40,4.039611881814929e-19,8.706924393375004e-43,9.695988654546133e-30,1.9541315733829806e-18,5.493137071053499e-42,7.929811210612102e-17,4.462275915934121e-24,6.982698656145161e-33,3.3926088443347106e-16,5.23985210811636e-32,5.553615788631961e-26,8.316662954229804e-21,1.5004946171870671e-36,4.5762531972795996e-51,3.59751021404347e-41,1.1953874552831184e-50,1.2578407100289104e-49,5.311400098737172e-16,3.272170908308225e-29,1.0945992717106535e-59,6.545025102439027e-64,2.5918656415129496e-56,2.027127459417404e-25,1.6533097778420848e-42,3.065272908603715e-33,4.2242735298924917e-54,3.5579680826573468e-47,7.709917522353707e-47,9.605321535071219e-41,6.273225411037358e-64,5.7093313064945097e-42,6.750238364238241e-30,2.1620551503793859e-38,1.2982671130740585e-54,2.2496781577695967e-57,4.2230333695476047e-44,5.797496269839521e-48
