Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46)
8.500788628002436e-16,0.7263827482848302,2.661586960347309e-24,1.823214256129338e-21,4.3361666391734765e-29,8.755527351912854e-38,0.0,0.0,6.495348635434604e-27,2.507804354300215e-48,7.493885713361357e-36,2.2156739745134725e-41,5.736593127503643e-38,1.0416756969836118e-49,5.196498317367708e-33,9.006604993903784e-38,6.587422188053056e-48,3.1256505714092217e-25,8.091850644865247e-45,4.739701420984172e-43,3.657396017042105e-24,3.587339977143581e-38,1.6718245699497757e-42,9.783800771705799e-85,1.9251356262686646e-53,7.106583050002944e-40,1.6897713607717295e-46,2.0615667858983043e-73,5.542977050109841e-104,2.527092493384069e-91,4.797855291563327e-52,4.7009930611716414e-63,3.365507727750914e-50,1.055988162282002e-71,3.76,0.0,0.7653300792890406,0.9999999982977177,3.841050850344596e-47,5.818935004283789e-69,1.652132298966185e-10,1.581381155276997e-10,7.0751143688879215e-12,2.031091816525051e-23,1.7022822710774964e-09,1.173442728557864e-27,6.760422944612744e-29,5.880843227357318e-51,6.771462309913651e-49,3.1256505713377255e-25,2.9799398438720274e-25,1.6932188075054238e-24,9.748634921746387e-25,4.3370968993361057e-29,5.1965249129403464e-33
1.1561073052930364e-15,0.7263827482926491,4.739497687318266e-24,2.479572020921858e-21,7.721487672750597e-29,1.970863551052614e-37,0.0,0.0,1.1566292329754338e-26,7.314120925154013e-48,1.686867204615075e-35,4.987466378704484e-41,1.2913019797088281e-37,2.3448015121175147e-49,9.253423636889022e-33,2.0274817534941215e-37,1.9212624015786485e-47,5.565861042727491e-25,1.8215663449402008e-44,1.0669021021033008e-42,6.512739130919028e-24,8.075066807945287e-38,3.796319472457927e-42,5.581108438696705e-84,5.614745669420908e-53,1.639916584237778e-39,4.928291577915309e-46,9.453893205953206e-73,4.942742372319421e-103,1.441561250605176e-90,1.3993160939693673e-51,1.6115265239112927e-62,9.815717929630265e-50,4.704763658767395e-71,3.76,0.0,0.7653300792295639,0.9999999976848971,1.090495386292772e-46,2.592519356107748e-68,2.2469000273381699e-10,2.1506784796655816e-10,9.622154767203767e-12,3.616772569672036e-23,2.315102994833034e-09,2.089554368894034e-27,1.2038315802595844e-28,1.7151771734029796e-50,1.974938578147867e-48,5.565861042566552e-25,5.306388524589642e-25,3.0151209523078556e-24,1.7359430063999245e-24,7.723581679033161e-29,9.253483778291757e-33
1.4621357477858293e-15,0.7263827483004683,7.39842241295137e-24,3.1359300562150406e-21,1.2053444865293746e-28,3.7250659704343355e-37,0.0,0.0,1.8055146450046056e-26,1.673614026012037e-47,3.188290802075154e-35,9.42664865993063e-41,2.4406459550571884e-37,4.431827276671547e-49,1.444472413764883e-32,3.83222273973591e-37,4.39624730786839e-47,8.688392868440141e-25,3.443072658709294e-44,2.016514486370765e-42,1.0166478131932772e-23,1.5262402392454621e-37,7.22298397044487e-42,1.8024543574255934e-83,1.2847643638884864e-52,3.157560798402444e-39,1.1276894980803724e-45,2.7368245857162686e-72,1.755692664634134e-102,4.655614203453252e-90,3.201910337595439e-51,4.352875248261138e-62,2.246041904294688e-49,1.4406849006915974e-70,3.76,0.0,0.7653300791700871,0.999999997072077,2.4771910228223937e-46,7.938765649607681e-68,2.841667755661373e-10,2.7199758102646834e-10,1.2169194539583124e-11,5.645832593685107e-23,2.927923200882943e-09,3.261824631806801e-27,1.879198918222469e-28,3.924668181414053e-50,4.519068818312849e-48,8.688392868135956e-25,8.283344900061789e-25,4.706646119484639e-24,2.7098314003383602e-24,1.2057402673316785e-28,1.444483820669005e-32
1.768164190278622e-15,0.7263827483082873,1.0606176316637402e-23,3.792288347026601e-21,1.727961831473609e-28,6.226315809880746e-37,0.0,0.0,2.588336728794037e-26,3.3096932794453475e-47,5.329110136991777e-35,1.5756304895927387e-40,4.079448872641841e-37,7.407630703279857e-49,2.0707561977167504e-32,6.405650249601756e-37,8.693947459264648e-47,1.2455450547093374e-24,5.75527036861324e-44,3.370527506264082e-42,1.4574386678077302e-23,2.5510526912161425e-37,1.2147664129481876e-41,5.539789761032242e-83,2.540716301024261e-52,5.368630764157264e-39,2.230087716570011e-45,7.262963535195913e-72,7.479120508469036e-102,1.4308863357223702e-89,6.332012905788401e-51,9.72888459862642e-62,4.4417391623199606e-49,3.7644927891922534e-70,3.76,0.0,0.7653300791106104,0.9999999964592571,4.835687652591158e-46,2.074388959311349e-67,3.4364354839384977e-10,3.2892731467302735e-10,1.4716233720699254e-11,8.093711207888115e-23,3.540742917905401e-09,4.6760640121480585e-27,2.693969543417357e-28,7.7613311759397055e-50,8.936836064553631e-48,1.2455450546584945e-24,1.1874774206812477e-24,6.747319326551819e-24,3.8847402912197065e-24,1.7286233640339465e-28,2.0707753262553254e-32
2.3802210752642073e-15,0.7263827483239255,1.8273278629245842e-23,5.105005511360102e-21,2.9771261891753523e-28,1.3292511738190194e-36,0.0,0.0,4.459421028300015e-26,9.257797609059593e-47,1.1377052569697017e-34,3.3637979538104943e-40,8.709163963741148e-37,1.581444458803296e-48,3.567685816132947e-32,1.367638870718933e-36,2.431877953678323e-46,2.1459398539132e-24,1.228792562084301e-43,7.195691722419613e-42,2.511007359839401e-23,5.446206476348519e-37,2.626972553955742e-41,3.6357872393253375e-82,7.106841278640668e-52,1.187010271949524e-38,6.237948972198765e-45,3.441865733367825e-71,9.889277099253928e-101,9.390924599020118e-89,1.7711775421477845e-50,3.173803756435653e-61,1.242448081178249e-48,1.7415612479496928e-69,3.76,0.0,0.7653300789916568,0.9999999952336188,1.3065089230385345e-45,9.59670200547714e-67,4.6259709403876636e-10,4.427867833039873e-10,1.9810310734566972e-11,1.3944576183411517e-22,4.7663812367332946e-09,8.05634943805977e-27,4.641418066925681e-28,2.1709895708870757e-49,2.499818455120432e-47,2.1459398538046567e-24,2.04589255374112e-24,1.1624891203169763e-23,6.69298149512824e-24,2.978538485572233e-28,3.5677269328955366e-32
2.992277960249793e-15,0.7263827483395637,2.7969075937603867e-23,6.417723620209155e-21,4.556844613977151e-28,2.4171055748448475e-36,0.0,0.0,6.825589818022358e-26,2.0729746523019654e-46,2.068795246529104e-34,6.116712572310349e-40,1.5836679244151383e-36,2.875684659698516e-48,5.460699041009938e-32,2.48707189206585e-36,5.445428257561351e-46,3.2845785468029664e-24,2.2346119667180177e-43,1.308458387609811e-41,3.8433478220798934e-23,9.90333496691781e-37,4.830613175419545e-41,1.3353010754509677e-81,1.5913413672737052e-51,2.2238486364963092e-38,1.3967802216263553e-44,1.0715051782858454e-70,4.828295573338387e-100,3.4489589987755257e-88,3.965963526221636e-50,8.082705467216626e-61,2.782075635720927e-48,5.395383444323392e-69,3.76,0.0,0.7653300788727033,0.9999999940079822,2.8569490295471815e-45,2.9730710484228837e-66,5.815506396666504e-10,5.566462541034394e-10,2.490438556288627e-11,2.1343564102608323e-22,5.9920177479198904e-09,1.233105262025953e-26,7.104159547854013e-28,4.861220993706883e-49,5.597558644759891e-47,3.284578546605592e-24,3.1314414478522867e-24,1.7793055678423182e-23,1.0244275900547989e-23,4.559412721322877e-28,5.460774254961064e-32
3.6043348452353786e-15,0.7263827483552018,3.983116913847573e-23,7.730442737650724e-21,6.4895503119793555e-28,3.9983757220959735e-36,0.0,0.0,9.720423577222567e-26,4.095815804974627e-46,3.4221941026828887e-34,1.0118255286463563e-39,2.6196975677560025e-36,4.756943044185401e-48,7.776661147257246e-32,4.114322545364235e-36,1.0759263162721077e-45,4.6776213599172535e-24,3.6967979813916676e-43,2.1644455095182953e-41,5.473368514664461e-23,1.638204860109693e-36,8.060645315944557e-41,4.14627256521101e-81,3.144200419384685e-51,3.7636545812633085e-38,2.7597799220933124e-44,2.8435078374003936e-70,2.0258525933027237e-99,1.070940477538981e-87,7.836018680845611e-50,1.7989580733428887e-60,5.496925617136703e-48,1.4260174744666947e-68,3.76,0.0,0.7653300787537498,0.9999999927823477,5.544476272221631e-45,7.857917909423205e-66,7.005041852763465e-10,6.705057272184667e-10,2.9998458057417296e-11,3.0395679756676543e-22,7.21765232885965e-09,1.7560840850072043e-26,1.0117146280136867e-27,9.604906622021291e-49,1.1059845373247007e-46,4.6776213595907584e-24,4.459529698649185e-24,2.533935014975499e-23,1.458902279967433e-23,6.493798462232933e-28,7.77678614904284e-32
4.82844861520655e-15,0.7263827483864781,7.017630659007483e-23,1.035588405522567e-20,1.1433894083150648e-27,9.223047413677391e-36,0.0,0.0,1.7125875988947065e-25,1.3070095859259676e-45,7.893933846180113e-34,2.3339715001066692e-39,6.042821551407843e-36,1.0972755377865733e-47,1.370126369453529e-31,9.491139764589745e-36,3.4334618135789165e-45,8.241259177322972e-24,8.529135833957958e-43,4.992689165680138e-41,9.64322465490153e-23,3.778818926093559e-36,1.881479425761655e-40,3.719097564933988e-80,1.0033438261782112e-50,8.950444541972191e-38,8.806689026897526e-44,1.6989447637341309e-69,3.870859969448364e-98,9.60598815749271e-87,2.500545201862997e-49,7.753577576906442e-60,1.7541669309482413e-47,9.078800704918321e-68,3.76,0.0,0.7653300785158427,0.9999999903310844,1.7330861343399517e-44,5.002760048382616e-65,9.384112764401496e-10,8.982246805257213e-10,4.018659591361355e-11,5.355244106920746e-22,9.66891559124794e-09,3.0939496831666134e-26,1.782486860157328e-27,3.065034220194518e-48,3.529380453735765e-46,8.241259176569849e-24,7.85698877885628e-24,4.46439819380318e-23,2.570358243201093e-23,1.1443693215572942e-27,1.3701553898705698e-31
7.276676155148891e-15,0.7263827484490305,1.5726739737953738e-22,1.5606778983004675e-20,2.562527302385239e-27,3.121958536816135e-35,0.0,0.0,3.8379676937808255e-25,7.034322486634247e-45,2.6720339348247125e-33,7.900353637301859e-39,2.0454445870213005e-35,3.7141687888189413e-47,3.0704979239056267e-31,3.21288276438783e-35,1.8479947586541452e-44,1.84690276983591e-23,2.888428527178681e-42,1.689976869563112e-40,2.161079695753462e-22,1.2790935638103464e-35,6.4377121859842055e-40,8.137988158733824e-79,5.400026808080472e-50,3.1130699334945534e-37,4.739754449883933e-43,2.236981507544053e-68,2.1363591061201707e-96,2.1019187047108003e-85,1.3457988864230768e-48,6.873888290943474e-59,9.441540125076437e-47,1.2894782759413888e-66,3.76,0.0,0.7653300780400285,0.9999999854285815,9.247557114863253e-44,7.10545328185689e-64,1.4142254585460975e-09,1.3536626153603238e-09,6.056284318394753e-11,1.2001274649860821e-21,1.4571418592077517e-08,6.933658999822012e-26,3.994628107860395e-27,1.6496331690955106e-47,1.8996181714764924e-45,1.8469027695809844e-23,1.760773533540763e-23,1.000486219601077e-22,5.760256887187027e-23,2.565844211654492e-27,3.0705967540429013e-31
1.2173131235033574e-14,0.7263827485741354,4.371426386634851e-22,2.6108618055007058e-20,7.123742138366716e-27,1.487710417573751e-34,0.0,0.0,1.0668085230435282e-24,5.884205447927453e-44,1.2732825006586985e-32,3.764738575038027e-38,9.74696354311571e-35,1.769859842148383e-46,8.534798231610006e-31,1.5310621608128922e-34,1.5460340607132958e-43,5.133732930941207e-23,1.3778329164359213e-41,8.053017481843867e-40,6.006976042431522e-22,6.095091008999559e-35,3.087707156461094e-39,3.6678695075668005e-77,4.517175273976305e-49,1.5070478662888556e-36,3.9647948468176143e-42,5.633421383116969e-67,2.949315956818097e-94,9.473297217464744e-84,1.1257703504430223e-47,1.0710931067167605e-57,7.898937017739464e-46,3.4480339428474835e-65,3.76,0.0,0.7653300770884002,0.9999999756236697,7.782745563210782e-43,1.8999485291112378e-62,2.3658538218706012e-09,2.264538598005884e-09,1.0131522385964207e-10,3.3358894899128226e-21,2.4376330418533758e-08,1.9272991353963848e-25,1.1103621129192085e-26,1.3799744897686821e-46,1.5892168361144574e-44,5.133732929726433e-23,4.894250897614613e-23,2.780965303722959e-22,1.6011290100850184e-22,7.139547734776154e-27,8.535271123246152e-31
2.196604139480294e-14,0.7263827488243455,1.4196094454977664e-21,4.711249307159217e-20,2.3140199072276843e-26,8.960747905841942e-34,0.0,0.0,3.464444493623436e-24,6.583655382966178e-43,7.668913338687203e-32,2.267541663902045e-37,5.870511793081105e-34,1.0659490808586892e-45,2.7716534634846954e-30,9.221567246415774e-34,1.7302386159267623e-42,1.6672039750353224e-22,8.316411883307666e-41,4.850176631525238e-39,1.9507559403330993e-21,3.6709553899320125e-34,1.8653181964252042e-38,2.637871703629478e-75,5.0542565724156644e-48,9.135669662354042e-36,4.436072159569843e-41,2.1636304712465843e-65,7.358148238585426e-92,6.812667324561117e-82,1.2596137015821508e-46,2.336199763092901e-56,8.84037983287958e-45,1.3700184306963738e-63,3.76,0.0,0.7653300751851434,0.9999999560142228,8.802564161119342e-42,7.548862326261261e-61,4.269110544970495e-09,4.086291015142641e-09,1.828195298113717e-10,1.0833205400501356e-20,4.3985777425211306e-08,6.258918262921658e-25,3.60593680746333e-26,1.544142331681776e-45,1.7785540445986986e-43,1.6672039743036752e-22,1.5893822745879568e-22,9.031112661801288e-22,5.199625286166667e-22,2.323539285613104e-26,2.7719391119727946e-30
4.1551861714341674e-14,0.7263827493247654,5.075458934149531e-21,8.912103088140325e-20,8.277551185836393e-26,6.184341432703951e-33,0.0,0.0,1.2386337565937577e-23,8.722375115653504e-42,5.292363171911709e-31,1.5649271338715986e-36,4.051229557071642e-33,7.355786549099945e-45,9.909352744856485e-30,6.363766364216647e-33,2.2934564176141576e-41,5.9609412326886095e-22,5.763977158118662e-40,3.3469783083192263e-38,6.974483564749815e-21,2.5332289835325902e-33,1.2894347561013591e-37,2.4899121882581464e-73,6.696489657445603e-47,6.317689365769218e-35,5.8771055575281395e-40,1.0598980512853201e-63,1.7755499091622085e-89,6.430370270130023e-80,1.6688670895345637e-45,6.1283316610790035e-55,1.1718882917779934e-43,6.825223423446702e-62,3.76,0.0,0.76533007137863,0.9999999167968353,1.1766614239727696e-40,3.7604641732883653e-59,8.075623976973259e-09,7.729797656852647e-09,3.458263200616774e-10,3.8731349708761754e-20,8.320316484661043e-08,2.2377659700623588e-24,1.2892590331912775e-25,2.0461126044182099e-44,2.3574661125319746e-42,5.960941227639526e-22,5.682344847612764e-22,3.2288484026389375e-21,1.8589962121675694e-21,8.343241522281439e-26,9.911330902110994e-30
8.072350235341915e-14,0.7263827503256056,1.915064842905519e-20,1.7314125962906566e-19,3.126566255902173e-25,4.590003775642831e-32,0.0,0.0,4.673656883971815e-23,1.266426931155936e-40,3.927377127408368e-30,1.1614306855995981e-35,3.0062836539444396e-32,5.458027173801484e-44,3.7389813075115057e-29,4.72226657907402e-32,3.33326731940193e-40,2.2493779205416935e-21,4.314191199308641e-39,2.4835039464764212e-37,2.631634637712528e-20,1.8796907401217279e-32,9.586993832496635e-37,2.7273071484203126e-71,9.723824886440274e-46,4.690770438077974e-34,8.533030415005191e-39,5.917231806264122e-62,1.0891404767702338e-86,7.041305734270007e-78,2.423263206362608e-44,1.7730432009157877e-53,1.7034423202322808e-42,3.8432624286862805e-60,3.76,0.0,0.7653300637656032,0.9999998383680864,1.7186957011119423e-39,2.1172086060124783e-57,1.568865078419095e-08,1.5016818169832766e-08,6.718326141358139e-10,1.4614004086952537e-19,1.6163191378007942e-07,8.443854894005255e-24,4.8649644712005585e-25,2.9718322044558737e-43,3.426201494664219e-41,2.2493779167949345e-21,2.14398270249029e-21,1.2183041791563611e-20,7.014338332031421e-21,3.1753088386168148e-25,3.740458349984217e-29
1.5906678363157408e-13,0.7263827523272854,7.435391988904445e-20,3.4119434595389208e-19,1.2164729975239304e-24,3.537087657138961e-31,0.0,0.0,1.8146326355380714e-22,1.9288307170045937e-39,3.025535935389213e-29,8.949226196428465e-35,2.315847342701645e-31,4.20380527165788e-43,1.4516882448486108e-28,3.6376058016742487e-31,5.086884664483125e-39,8.73497556697864e-21,3.3802929694635924e-38,1.9128570724375404e-36,1.0217784407248536e-19,1.4477849654011174e-31,7.41063808062769e-36,3.231851129948999e-69,1.481290484378689e-44,3.613706409650033e-33,1.2995892587495375e-37,3.5354043189932325e-60,5.0763387899861645e-84,8.340190884352156e-76,3.691318351483195e-43,5.400538105188216e-52,2.600350755737194e-41,2.308841703109871e-58,3.76,0.0,0.7653300485395498,0.9999996815346887,2.6287111764831276e-38,1.271558078902304e-55,3.091470417147455e-08,2.9590888112882424e-08,1.3238160577287474e-09,5.67396252405602e-19,3.184653113972186e-07,3.2786648523296756e-23,1.8891338467773584e-24,4.529363676003676e-42,5.228417033157063e-40,8.734975538116012e-21,8.323628576416161e-21,4.730161260837171e-20,2.723373300199295e-20,1.254014909472308e-24,1.4528398576554594e-28
2.37410064909729e-13,0.7263827543289654,1.656262414367822e-19,5.092642919841911e-19,2.714465004896579e-24,1.1121889960198868e-30,0.0,0.0,4.0422533659865176e-22,8.410373535522122e-39,9.51105529537197e-29,2.81367587414232e-34,7.279860217853411e-31,1.321315613725022e-42,3.233689917883126e-28,1.1434539795218093e-30,2.2206440472862342e-38,1.946042568380644e-20,1.0748178118370084e-37,6.012481312999695e-36,2.276097840789782e-19,4.550669327445567e-31,2.3348400752324138e-35,3.0116371013415857e-68,6.459775973345015e-44,1.1359332597060127e-32,5.666576756943264e-37,2.718900305861745e-59,5.830733914521062e-83,7.7711172274503695e-75,1.609690486601451e-42,2.97582807005834e-51,1.1353330872218384e-40,1.6300432644705192e-57,3.76,0.0,0.7653300333134967,0.9999995247334204,1.1293073182317934e-37,8.976301987043236e-55,4.614075725588918e-08,4.416499661046656e-08,1.9757606434994014e-09,1.263889575324854e-18,4.752665798383901e-07,7.30385317521226e-23,4.208622152502783e-24,1.975744843345525e-41,2.2823615769747314e-39,1.9460425593076832e-20,1.8540180511900063e-20,1.0536614263125828e-19,6.066420614138368e-20,2.832464730382404e-24,3.23733910834316e-28
3.15753346187884e-13,0.7263827563306452,2.929655684750912e-19,6.773511274370009e-19,4.809571584382089e-24,2.5257726814057278e-30,0.0,0.0,7.150233830381566e-22,2.440602555228223e-38,2.1594235217521824e-28,6.389142953801432e-34,1.6527968426087563e-30,2.999549688821284e-42,5.719861990250115e-28,2.596004862285742e-30,6.451999774869484e-38,3.442733037781808e-20,2.4668722620565633e-37,1.3649292872510798e-35,4.0261229627062804e-19,1.0330746155871242e-30,5.312429220638642e-35,1.7537214998914924e-67,1.8748105267639743e-43,2.5788724923794337e-32,1.6443553836498666e-36,1.2660842371244298e-58,6.09041339844377e-82,4.522883676717749e-74,4.6716037325616104e-42,1.0360158828445849e-50,3.2991333250578573e-40,7.229632403024726e-57,3.76,0.0,0.7653300180874439,0.9999993679642749,3.2400471829576415e-37,3.9807765179939504e-54,6.13668100374348e-08,5.873914366038567e-08,2.627666373647283e-09,2.23559963082956e-18,6.320357253644831e-07,1.2920174824614174e-22,7.44522593763971e-24,5.73578561081263e-41,6.631130899591638e-39,3.442733017182835e-20,3.2792764807756844e-20,1.8637530930291897e-19,1.0730501467857705e-19,5.077445912045301e-24,5.728210081958253e-28
4.724399087441938e-13,0.7263827603340048,6.558339056894971e-19,1.0135756311081555e-18,1.0807397492889326e-23,8.45245521344665e-30,0.0,0.0,1.6007306543590803e-21,1.2458384660142292e-37,7.2222238977906635e-28,2.1376133114017087e-33,5.5273868487276696e-30,1.0028484020801614e-41,1.2804489191553797e-27,8.681225062469046e-30,3.305631498264673e-37,7.709436834239764e-20,8.478123965907354e-37,4.5635965720274297e-35,9.01329735918689e-19,3.4540512484174516e-30,1.7865100101069055e-34,3.910616713217397e-66,9.573889999112578e-43,8.623211024043086e-32,8.393435622388168e-36,1.627166916771182e-57,4.35710156452475e-80,1.0074484191375448e-72,2.385364910155049e-41,8.100999731857584e-50,1.6910378681195745e-39,9.692062869077735e-56,3.76,0.0,0.7653299876353392,0.9999990545223177,1.6460328818985833e-36,5.334080590459058e-53,9.181891469191906e-08,8.788755340503684e-08,3.931361279266764e-09,5.004557013811511e-18,9.454776823359422e-07,2.892745915630379e-22,1.6671243756615426e-23,2.931575664193722e-40,3.397103578217453e-38,7.709436765351351e-20,7.340119344674007e-20,4.172202217300514e-19,2.4021351901058493e-19,1.1702992958652927e-23,1.2832951761251679e-27
