Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46)
1.7330877661038189e-09,0.7264270191183377,5.9474830052332815e-12,4.7308297259744885e-14,4.1468405514270826e-15,2.582495975128226e-18,0.0,0.0,2.2385234461646232e-14,1.992609789419882e-23,8.237053731400595e-17,1.056434992117558e-21,4.929042091809622e-19,3.292348773905928e-31,1.143470622548908e-20,6.3558102927870745e-19,1.2838381217318195e-21,2.147101655251561e-12,7.082174559501467e-24,2.1015393625247765e-24,1.230453200791758e-11,1.5864914491816524e-19,6.727221462921003e-22,7.300948795750228e-39,9.74810212328008e-28,3.430539753398359e-20,9.404094624584415e-22,1.2144627927754206e-35,1.0146010686891015e-45,9.673558625011038e-46,7.835866167079622e-27,7.205656202259389e-31,7.033993612183105e-24,3.331120688620707e-33,3.76,0.0,0.7649933271352034,0.9992425277645072,3.9122159448337805e-21,1.706134091325667e-30,0.00033675233135488424,0.00032873985770020457,8.012401264916589e-06,3.9338763775356125e-11,0.00075747223296284,5.23327500726891e-15,3.658467788611552e-16,8.937187453872862e-25,7.933903251154156e-23,2.1470400950843974e-12,3.1515049584881026e-13,3.753176961124353e-12,2.186530057033057e-12,3.429306335853151e-14,1.8209793659207827e-17
1.7708151942338164e-09,0.7264279826298835,6.161856302382086e-12,4.9934505839470376e-14,4.394105740633255e-15,2.788564787833721e-18,0.0,0.0,2.3384501045591305e-14,2.1735607970992563e-23,8.846639176987882e-17,1.1520550556449085e-21,5.279240165615362e-19,3.489346346221692e-31,1.1842476167165124e-20,6.793734241466757e-19,1.4224029677572113e-21,2.2491176019382197e-12,7.67581342386659e-24,2.2420248607677508e-24,1.2848954351623105e-11,1.692393903612746e-19,7.346347888322101e-22,8.76430000298031e-39,1.0888377495707516e-27,3.778095320029432e-20,1.0187330878454698e-21,1.3927010747281715e-35,1.2732388651613231e-45,1.1749644790353847e-45,8.583920883459605e-27,8.137639731065488e-31,7.78904774892829e-24,3.853780075139686e-33,3.76,0.0,0.7649859980531265,0.9992417540605746,4.3301574088783435e-21,1.9747723539675585e-30,0.00034408141397613016,0.00033598616394181296,8.09517494418399e-06,4.0623878265450595e-11,0.0007582459367813057,5.470149699382156e-15,3.822408717477727e-16,9.894851448491389e-25,8.709108169383317e-23,2.2490516667382107e-12,3.236673603809869e-13,3.887721089566406e-12,2.2655400218981495e-12,3.635753525086845e-14,1.9746515756825698e-17
1.808542622363814e-09,0.7264289461322001,6.378396095308373e-12,5.2647461786826923e-14,4.650027780473225e-15,3.0060214185333397e-18,0.0,0.0,2.4406013838204747e-14,2.3666202032393166e-23,9.486775156714222e-17,1.2540460557902686e-21,5.645884842279661e-19,3.69319817018049e-31,1.2254087896361882e-20,7.251289110536484e-19,1.5724143404024434e-21,2.353555150916347e-12,8.304451686112526e-24,2.3886435250587017e-24,1.3405249015914147e-11,1.8029048486397906e-19,8.007212004447683e-22,1.0479071718414575e-38,1.2135403751777656e-27,4.152728845369063e-20,1.101602431803153e-21,1.592295222678251e-35,1.5899823274208057e-45,1.4216180941526957e-45,9.384898271808632e-27,9.165611841873886e-31,8.605985596755614e-24,4.4444854067007055e-33,3.76,0.0,0.7649786690412684,0.999241053049537,4.782193792734078e-21,2.278545256765872e-30,0.0003514104263906093,0.0003432347441258743,8.175604440614263e-06,4.19142336718888e-11,0.0007589469477021062,5.712270914709579e-15,3.989743396447206e-16,1.0928780151066447e-24,9.539355836105027e-23,2.3534846351263996e-12,3.321915347237474e-13,4.023578724110869e-12,2.345360921118561e-12,3.8494890406994645e-14,2.1374594872722382e-17
1.8462700504938114e-09,0.7264299096252873,6.5970407321280055e-12,5.544794229335956e-14,4.9146899776310596e-15,3.2352189148820573e-18,0.0,0.0,2.544979107419051e-14,2.5723213041723842e-23,1.0158282441272843e-16,1.362685014165988e-21,6.029361893593203e-19,3.903963573210804e-31,1.2669416955394148e-20,7.728895952678674e-19,1.7345357299279386e-21,2.4604145471711948e-12,8.969296643206198e-24,2.5415268983487275e-24,1.3973419702473375e-11,1.9181220474983901e-19,8.71162931044755e-22,1.2481523214190684e-38,1.349678345430652e-27,4.5559251956954226e-20,1.189167277365118e-21,1.8152475791802357e-35,1.976197871882095e-45,1.713677447455518e-45,1.0241275215347027e-26,1.0296996130415134e-30,9.488349548729112e-24,5.110345152930644e-33,3.76,0.0,0.7649713400996282,0.9992404179015748,5.270268825860252e-21,2.621145787888881e-30,0.0003587393685989908,0.00035048553194897076,8.253756058861937e-06,4.320931629051321e-11,0.0007595820955451708,5.959637821893141e-15,4.1604587735602853e-16,1.20429206287656e-24,1.0427078641657895e-22,2.460339240408865e-12,3.407224599570039e-13,4.1607100326318555e-12,2.425970341302458e-12,4.070582137303121e-14,2.3097214124696713e-17
1.883997478623809e-09,0.726430873109145,6.8177303042154994e-12,5.833670121473762e-14,5.188173273953711e-15,3.4765122994843114e-18,0.0,0.0,2.651585046221048e-14,2.7912091810765754e-23,1.0861984814122336e-16,1.4782547521679766e-21,6.430057124259241e-19,4.121699782765459e-31,1.3088342397689646e-20,8.226975365833605e-19,1.9094528795313908e-21,2.569696021978654e-12,9.67156674209484e-24,2.7008065405458536e-24,1.455347000593296e-11,2.0381432243608496e-19,9.461451568973375e-22,1.4812173722783804e-38,1.4980495763041604e-27,4.989216141421246e-20,1.2815783590406504e-21,2.0636975018981708e-35,2.445157576760157e-45,2.058387826658576e-45,1.115558648416351e-26,1.1539601921018215e-30,1.0439797910815045e-23,5.859033325362152e-33,3.76,0.0,0.7649640112282052,0.999239842428559,5.796389751443437e-21,3.0065633199285537e-30,0.00036606824060194374,0.0003577384629830766,8.329694228171226e-06,4.4508630154814045e-11,0.0007601575684392927,6.212249735057773e-15,4.3345420392100873e-16,1.3241305255952213e-24,1.1374746640755121e-22,2.569615709035677e-12,3.4925963255311664e-13,4.299076311016903e-12,2.5073465025325566e-12,4.29909995493183e-14,2.4917586256294602e-17
1.9217249067538062e-09,0.7264318365837739,7.040406596901473e-12,6.131446972846909e-14,5.47055631312645e-15,3.730258481725221e-18,0.0,0.0,2.7604209199788497e-14,3.0238407093406344e-23,1.1598708978494064e-16,1.6010438861479435e-21,6.848356369944863e-19,4.34646198581013e-31,1.3510746688741724e-20,8.745947528888227e-19,2.0978739602980822e-21,2.6813997967951523e-12,1.0412491249266897e-23,2.8666140275330466e-24,1.514540341690234e-11,2.163066063466371e-19,1.0258566659346432e-21,1.7516191774420958e-38,1.659490698709872e-27,5.45418066685563e-20,1.378987317074397e-21,2.3399273339229275e-35,3.0123072020856466e-45,2.4639820767305087e-45,1.2130424716514968e-26,1.2901634226498552e-30,1.1464105697108413e-23,6.698820704709621e-33,3.76,0.0,0.7649566824269991,0.9992393210237637,6.362627780254255e-21,3.4391002002413644e-30,0.00037339704240013806,0.00036499347462251217,8.403481555421485e-06,4.5811696506071733e-11,0.000760678973110246,6.470106107118285e-15,4.51198061657473e-16,1.4528049788993423e-24,1.2384866462258326e-22,2.681314257636995e-12,3.57802598461887e-13,4.438639951263773e-12,2.5894682404505056e-12,4.5351075788992196e-14,2.6838952730992626e-17
1.9594523348838035e-09,0.7264328000491738,7.26501304156452e-12,6.438195697256047e-14,5.761915505436808e-15,3.9968161729851695e-18,0.0,0.0,2.871488398779852e-14,3.2707845674792907e-23,1.2369284467693582e-16,1.7313468230355455e-21,7.284645495896391e-19,4.578303386530622e-31,1.393651560986071e-20,9.286232235891216e-19,2.300529739599278e-21,2.7955260864343826e-12,1.1193309929531543e-23,3.0390809502045585e-24,1.5749223324910326e-11,2.2929882082772783e-19,1.1104898433412183e-21,2.0643810069159506e-38,1.8348781186245012e-27,5.952445266792925e-20,1.4815466534266108e-21,2.646368486066061e-35,3.695564873440471e-45,2.939793388401373e-45,1.316844039722475e-26,1.4391703648268087e-30,1.2565165391434887e-23,7.638607033367928e-33,3.76,0.0,0.7649493536960088,0.999238848607241,6.971118526874414e-21,3.923388868046703e-30,0.00038072577399424386,0.0003722505060324,8.475178876672336e-06,4.711805327873287e-11,0.0007611513895062212,6.733206522845896e-15,4.692762151806701e-16,1.590735143248367e-24,1.3459980235891787e-22,2.795435096199823e-12,3.663509478295259e-13,4.5793644104795376e-12,2.6723149888479914e-12,4.7786680979632434e-14,2.886458285202255e-17
1.997179763013801e-09,0.7264337635053447,7.491494669078061e-12,6.753985066577309e-14,6.0623250906876415e-15,4.27654580510979e-18,0.0,0.0,2.984789104454737e-14,3.532621245617167e-23,1.3174543558486966e-16,1.8694637563909186e-21,7.739310396013567e-19,4.8172752623183805e-31,1.436553816464494e-20,9.848248928786911e-19,2.518173743151104e-21,2.9120751016329873e-12,1.2015272733778359e-23,3.2183389135204288e-24,1.6364933021264015e-11,2.428007260660525e-19,1.2002406573971445e-21,2.4250766887494056e-38,2.0251290818012018e-27,6.485684230382996e-20,1.5894096894154463e-21,2.985607630310335e-35,4.515653149821645e-45,3.4963785920114285e-45,1.427234183328794e-26,1.6018836212994187e-30,1.3746987676502917e-23,8.687954177812937e-33,3.76,0.0,0.7649420250352338,0.999238420576326,7.624062428902956e-21,4.464409501373588e-30,0.0003880544353849315,0.0003795094980985777,8.544845307250847e-06,4.842725460058691e-11,0.000761579420291768,7.001550691803298e-15,4.876874504112205e-16,1.738348690158505e-24,1.4602664536719394e-22,2.9119784306337016e-12,3.749043102845461e-13,4.7212141807564474e-12,2.755866762750214e-12,5.029842660846155e-14,3.0997772907111927e-17
2.034907191143798e-09,0.7264347269522864,7.719798064573929e-12,7.078881771009058e-14,6.371857199317248e-15,4.569809452013207e-18,0.0,0.0,3.100324611946248e-14,3.809943053558585e-23,1.4015321187384936e-16,2.0157006628679977e-21,8.212736992292664e-19,5.063427018091328e-31,1.4797706488094595e-20,1.0432416728674454e-18,2.751582410940448e-21,3.031047051094387e-12,1.2879639495485304e-23,3.404519535578963e-24,1.6992535701826823e-11,2.568220780093773e-19,1.2953086455677208e-21,2.8398775053630176e-38,2.2312027427717964e-27,7.055619912722842e-20,1.702730524964672e-21,3.3603930036268464e-35,5.496467367933736e-45,4.145652721716742e-45,1.5444895126785734e-26,1.7792483142362773e-30,1.5013702131742963e-23,9.857120265313498e-33,3.76,0.0,0.7649346964446734,0.9992380327607945,8.323725149731331e-21,5.06750819679499e-30,0.0003953830265728719,0.0003867703933789286,8.612538290422037e-06,4.973887030732299e-11,0.0007619672356911967,7.27513844123895e-15,5.064305735830564e-16,1.896081048479955e-24,1.5815529348088142e-22,3.0309444648145513e-12,3.834623507305944e-13,4.864154759899811e-12,2.840104141977839e-12,5.2886905311565655e-14,3.324184533743685e-17
2.0726346192737954e-09,0.7264356903899996,7.949871323485382e-12,7.412950477598097e-14,6.6905819117819315e-15,4.876970754297753e-18,0.0,0.0,3.218096450639475e-14,4.1033541284599624e-23,1.489245486965656e-16,2.1703692990692482e-21,8.705311234561525e-19,5.316806239005058e-31,1.5232915758293648e-20,1.1039154465609404e-18,3.0015552472188604e-21,3.1524421430887354e-12,1.378767963574874e-23,3.597754446707025e-24,1.763203446971801e-11,2.713726282895347e-19,1.3958969008287108e-21,3.315601947530418e-38,2.4541012378569577e-27,7.664022994595975e-20,1.8216639994018855e-21,3.7736408213965384e-35,6.665483333459449e-45,4.901035655364379e-45,1.6688924145206e-26,1.972253055271826e-30,1.636955790093514e-23,1.1157094799100258e-32,3.76,0.0,0.7649273679243271,0.9992376813822332,9.0724379654583e-21,5.738415684740221e-30,0.00040271154755873624,0.0003940331360560876,8.678313644682719e-06,5.105248547105823e-11,0.0007623186141180958,7.553969709015544e-15,5.255044102604403e-16,2.064375211112777e-24,1.710121704363518e-22,3.152333402184628e-12,3.920247655923647e-13,5.008152622983796e-12,2.9250082551738835e-12,5.55526914075898e-14,3.5600147930102527e-17
2.1103620474037927e-09,0.7264366538184838,8.181664008833438e-12,7.756253887100735e-14,7.0185673162541465e-15,5.198394846778235e-18,0.0,0.0,3.338106105654673e-14,4.413470442120899e-23,1.5806784620920856e-16,2.3337871987726743e-21,9.21741910044086e-19,5.577458741607268e-31,1.5671064110587308e-20,1.1668880706973563e-18,3.268914964759976e-21,3.276260586677013e-12,1.4740671876614383e-23,3.79817528856793e-24,1.8283432337935745e-11,2.8646212414773876e-19,1.5022120582163062e-21,3.8597684293284596e-38,2.694870761910326e-27,8.312712730772885e-20,1.946365653754014e-21,4.2284417997011353e-35,8.054207614516351e-45,5.777611676916641e-45,1.80073104892625e-26,2.1819309081560798e-30,1.7818924330691982e-23,1.2599634755882354e-32,3.76,0.0,0.7649200394741941,0.999237363017227,9.872598136498083e-21,6.483266583032427e-30,0.0004100399983431961,0.00040129767189148576,8.742225609717642e-06,5.23676999424401e-11,0.000762636978987336,7.838044536633856e-15,5.4490780437142e-16,2.24368154252285e-24,1.84624013888573e-22,3.2761454469766223e-12,4.0059127946626907e-13,5.153175194711721e-12,3.0105607642823913e-12,5.82963414163497e-14,3.80760530334867e-17
2.14808947553379e-09,0.7264376172377395,8.415127109721264e-12,8.108852789231449e-14,7.355879564687134e-15,5.534448288803611e-18,0.0,0.0,3.4603550191036114e-14,4.7409198079094554e-23,1.6759152881179682e-16,2.506277670512415e-21,9.749446595476315e-19,5.8454286234863715e-31,1.611205255418443e-20,1.2322013784446272e-18,3.554507623570537e-21,3.4025025926183056e-12,1.5739903962493005e-23,4.005913713286792e-24,1.8946732231906043e-11,3.0210030836215387e-19,1.6144642815911804e-21,4.480651068249339e-38,2.9546026485313644e-27,9.003557187272904e-20,2.07699169448854e-21,4.7280677857761296e-35,9.698673883620562e-45,6.792302851148978e-45,1.940299345830153e-26,2.4093603438082913e-30,1.9366291580829076e-23,1.4197301669362846e-32,3.76,0.0,0.7649127110942736,0.9992370745640061,1.0726669264417446e-20,7.308619191162274e-30,0.00041736837892692314,0.0004085639481806951,8.804326891055768e-06,5.368412790593674e-11,0.0007629254320686391,8.127363062401091e-15,5.646396172636018e-16,2.4344575873871697e-24,1.9901786562651057e-22,3.4023808051209394e-12,4.0916164213262566e-13,5.299190822558079e-12,3.0967438494660987e-12,6.111839456278743e-14,4.067295679479931e-17
2.1858169036637873e-09,0.7264385806477662,8.650213001002508e-12,8.47080611634937e-14,7.702582927294979e-15,5.8854989972734214e-18,0.0,0.0,3.5848445913104133e-14,5.0863418873365155e-23,1.7750404441168863e-16,2.6881697954946028e-21,1.0301779753394738e-18,6.120758311463278e-31,1.6555784891116265e-20,1.2998971819616135e-18,3.859202764239709e-21,3.5311683740114005e-12,1.6786672389449974e-23,4.22110138259306e-24,1.9621936991959665e-11,3.182969191776539e-19,1.732867250606259e-21,5.187338635504449e-38,3.234434453490567e-27,9.738473467975162e-20,2.213698958650526e-21,5.275978495946059e-35,1.1639988952084998e-44,7.964057144475882e-45,2.0878970013381672e-26,2.6556661875121086e-30,2.10162712076228e-23,1.5963499703175998e-32,3.76,0.0,0.7649053827845651,0.999236813212226,1.1637181634520353e-20,8.22147582767952e-30,0.0004246966893105895,0.00041583191371003496,8.864668703463483e-06,5.5001397447940005e-11,0.0007631867837066652,8.421925514782634e-15,5.846987267868499e-16,2.6371678806672777e-24,2.142210619914824e-22,3.5310396848872895e-12,4.1773562589074366e-13,5.446168750670207e-12,3.1835401944506946e-12,6.401937326668722e-14,4.339427841923076e-17
2.2235443317937846e-09,0.726439544048565,8.88687540409037e-12,8.84217099563056e-14,8.058739845495053e-15,6.25191618225046e-18,0.0,0.0,3.7115761819978593e-14,5.450388196293587e-23,1.8781386370916265e-16,2.8797984258307782e-21,1.0874804636445768e-18,6.40348860837352e-31,1.700216763748503e-20,1.3700172748276736e-18,4.183893536106142e-21,3.662258146714931e-12,1.788228214216252e-23,4.4438699669801115e-24,2.0309049375738824e-11,3.3506169023771036e-19,1.857638147868155e-21,5.989796782341508e-38,3.535551041119171e-27,1.0519427930953994e-19,2.3566448803470755e-21,5.875828360389584e-35,1.3924932344917304e-44,9.314052271177273e-45,2.2438294738110144e-26,2.9220205580083746e-30,2.2773596720922297e-23,1.791251471645193e-32,3.76,0.0,0.7648980545450679,0.9992365764155864,1.2606732544682103e-20,9.229303712960278e-30,0.0004320249294948676,0.00042310151871440726,8.92330081311045e-06,5.631915013731704e-11,0.0007634235802018131,8.721732205967512e-15,6.050840264064632e-16,2.8522837593810387e-24,2.30261224500953e-22,3.662122297304838e-12,4.2631302318238703e-13,5.594079094508083e-12,3.27093297228359e-12,6.699978361855425e-14,4.624345945007879e-17
2.261271759923782e-09,0.7264405074401352,9.125069348875117e-12,9.223002799772004e-14,8.424410983358203e-15,6.634070285075156e-18,0.0,0.0,3.8405511114400934e-14,5.833722110967852e-23,1.9852947950405652e-16,3.0815041830716923e-21,1.1468907335796462e-18,6.693658738485102e-31,1.7451109946937447e-20,1.4426034343453078e-18,4.529496820417046e-21,3.795772129584345e-12,1.9028046438343435e-23,4.6743511448816745e-24,2.1008072060535968e-11,3.524043505183465e-19,1.988997646282592e-21,6.898933648945404e-38,3.859185673423892e-27,1.1348436394902205e-19,2.505987458532434e-21,6.531473474108278e-35,1.660661347498672e-44,1.0865916291010678e-44,2.408407979731705e-26,3.2096437982594105e-30,2.4643124116051204e-23,2.005955432500453e-32,3.76,0.0,0.7648907263757815,0.9992363618670226,1.3637986620918907e-20,1.0340056399488212e-29,0.00043935309948043,0.00043037271483632316,8.980271578542768e-06,5.7637040618055955e-11,0.0007636381286183713,9.026783525670415e-15,6.257944243494765e-16,3.0802831763162905e-24,2.471662506795652e-22,3.795628856399154e-12,4.3489364447272933e-13,5.742892816201402e-12,3.3589058314954817e-12,7.006011584204841e-14,4.922396306926119e-17
2.336726616183777e-09,0.7264424341955905,9.605878307119025e-12,1.0013280191793123e-13,9.184529982661756e-15,7.447076817577401e-18,0.0,0.0,4.105236077051781e-14,6.660965596257531e-23,2.2121217831113592e-16,3.516538405509518e-21,1.2721890695165438e-18,7.296467762654432e-31,1.8356322618583217e-20,1.595340993825056e-18,5.287227803975215e-21,4.070073616133386e-12,2.1475331231773114e-23,5.1589780298805234e-24,2.244185865401499e-11,3.8886223093084256e-19,2.2723825153783722e-21,9.086015626469106e-38,4.579190665922687e-27,1.3158927051383749e-19,2.8244972230497096e-21,8.026624863888746e-35,2.3408816691003154e-44,1.4683510368292425e-44,2.7647767216820384e-26,3.853824883495582e-30,2.8738823921588025e-23,2.501339644591994e-32,3.76,0.0,0.7648760702478375,0.9992359913545305,1.5896601188377762e-20,1.2904715860462166e-29,0.00045400922885809893,0.00044491969380594455,9.089415707767494e-06,6.027191657157566e-11,0.0007640086408084942,9.652621961751713e-15,6.681862170613229e-16,3.5768764182726954e-24,2.836838111048439e-22,4.069914685609162e-12,4.520638803954665e-13,6.043118333720615e-12,3.5365286862467654e-12,7.642243011601513e-14,5.559289498282874e-17
2.4046359868177723e-09,0.7264441682439401,1.0043418607025734e-11,1.0757428016305158e-13,9.901749641854788e-15,8.236342382160167e-18,0.0,0.0,4.3511372408462245e-14,7.478346358500377e-23,2.431000601210495e-16,3.9460681849679945e-21,1.392553572366085e-18,7.86480282253972e-31,1.917890777748993e-20,1.7416575964369592e-18,6.050394609996331e-21,4.325238009868071e-12,2.3862750227514638e-23,5.622840428652482e-24,2.3773025110041524e-11,4.237482077398126e-19,2.5522467281922625e-21,1.155048338473836e-37,5.317608517279785e-27,1.497395544932069e-19,3.134628119186855e-21,9.606146069410849e-35,3.1576996467977824e-44,1.9105809882228085e-44,3.118317883674318e-26,4.5195896476255854e-30,3.2859924768020695e-23,3.032200817767348e-32,3.76,0.0,0.7648628799728018,0.999235714985785,1.816849958775005e-20,1.5655449264227704e-29,0.0004671995052251452,0.0004580169588154377,9.182421322357698e-06,6.264056553496765e-11,0.0007642850092735282,1.023381847500127e-14,7.074399880318526e-16,4.072795857190305e-24,3.197926560372955e-22,4.325064038144358e-12,4.675265239305848e-13,6.3161360472104484e-12,3.698218364096252e-12,8.242645443077766e-14,6.180921903017419e-17
2.4725453574517677e-09,0.726445902262391,1.0485277729442562e-11,1.1533034708458714e-13,1.065066272389772e-14,9.082406897404641e-18,0.0,0.0,4.604325667154515e-14,8.369078433160304e-23,2.6643574351418287e-16,4.413808800314693e-21,1.5203478731883902e-18,8.457785336370439e-31,2.0008485987950446e-20,1.8966134499358285e-18,6.896673991065547e-21,4.5882603824052014e-12,2.643344389487322e-23,6.113739772757828e-24,2.514281913968098e-11,4.60657630765549e-19,2.8570481375612023e-21,1.458101384551788e-37,6.150492218098488e-27,1.6978309291115103e-19,3.46796405330249e-21,1.1436388536590357e-34,4.222943668298892e-44,2.468896914065419e-44,3.5049749310357947e-26,5.275544994467768e-30,3.7425729620813075e-23,3.655530774777542e-32,3.76,0.0,0.7648496899252378,0.9992354835912258,2.0684864492211022e-20,1.8887964574832775e-29,0.00048038955415882274,0.00047111868723502,9.270736008293577e-06,6.500484694880071e-11,0.0007645164035438223,1.0832016587140434e-14,7.477306901360921e-16,4.618174257929008e-24,3.591492115378416e-22,4.588070440644449e-12,4.829973099461512e-13,6.591665345179006e-12,3.8615535581770554e-12,8.86963705368147e-14,6.850580684343551e-17
2.540454728085763e-09,0.7264476362509433,1.09312360808004e-11,1.2340365945140654e-13,1.1431565027544065e-14,9.987467981055116e-18,0.0,0.0,4.864807769834249e-14,9.337460152096284e-23,2.9126947316885967e-16,4.921955273052792e-21,1.6557972501509367e-18,9.075592505296562e-31,2.0844613477926835e-20,2.060451872371457e-18,7.832285849474981e-21,4.859142107265939e-12,2.9195337491641265e-23,6.632444195354772e-24,2.6551253736553853e-11,4.996470626309069e-19,3.188198303189047e-21,1.8285281095804075e-37,7.086928486490855e-27,1.918555712422383e-19,3.82544309104675e-21,1.3548087405518667e-34,5.601638500608737e-44,3.1695575137061034e-44,3.926770465757375e-26,6.130671138957423e-30,4.2469049165892543e-23,4.384096190153373e-32,3.76,0.0,0.7648365001051423,0.999235289848464,2.346370761305862e-20,2.266925843995733e-29,0.0004935793756630613,0.0004842246429482375,9.35459588774257e-06,6.73631699159149e-11,0.0007647101460086373,1.1447220653864527e-14,7.890523905980734e-16,5.216014581569864e-24,4.019250237461176e-22,4.858935238447837e-12,4.984755783080725e-13,6.869564490261795e-12,4.026454413230447e-12,9.523452005111019e-14,7.570355289477255e-17
2.6083640987197584e-09,0.7264493702095983,1.1381085117241862e-11,1.3179672566123299e-13,1.2244737325461769e-14,1.0953732013443116e-17,0.0,0.0,5.132589629893456e-14,1.0387914725450783e-22,3.176516768643775e-16,5.4727631602342285e-21,1.7991270145665418e-18,9.718388154317932e-31,2.1686868764723987e-20,2.2334161561258575e-18,8.863707480288711e-21,5.137884574220336e-12,3.215642469840045e-23,7.179721852868484e-24,2.799834121576256e-11,5.407730123493527e-19,3.5471444692968455e-21,2.2787387246040654e-37,8.136599693949003e-27,2.1609800109216303e-19,4.2080070616200244e-21,1.597468570977476e-34,7.373229745224219e-44,4.0438679921667093e-44,4.3857871400732347e-26,7.094525687879544e-30,4.8024014521727693e-23,5.231985912686131e-32,3.76,0.0,0.7648233105125105,0.9992351276295803,2.6523768508298714e-20,2.707333523221845e-29,0.0005067689697417925,0.0004973346017251484,9.43422519624286e-06,6.971405213699218e-11,0.0007648723645870132,1.2079435443471966e-14,8.313992561741256e-16,5.869375257294429e-24,4.4829387719990365e-22,5.137659793137363e-12,5.139607524936102e-13,7.1496988948977956e-12,4.192845089333442e-12,1.0204311064936601e-13,8.342352948035125e-17
2.676273469353754e-09,0.7264511041383556,1.1834626787851756e-11,1.4051191317444577e-13,1.3090446117754392e-14,1.1983413321459808e-17,0.0,0.0,5.4076770123231884e-14,1.1524990309049036e-22,3.4563295530783065e-16,6.068548565069498e-21,1.9505625111383763e-18,1.0386323393468097e-30,2.2534851535833665e-20,2.415749594239573e-18,9.99767518431355e-21,5.424489182144269e-12,3.532476389458211e-23,7.756340912099254e-24,2.948409324808369e-11,5.840919343806679e-19,3.935369349656289e-21,2.8229768729209685e-37,9.309804725597865e-27,2.4265674518047683e-19,4.616601133700659e-21,1.8752483253225424e-34,9.634223988286888e-44,5.128985038260172e-44,4.8841675482758366e-26,8.177259671978416e-30,5.412608373078253e-23,6.214703728126414e-32,3.76,0.0,0.7648101211473392,0.999234991805393,2.9884518668322335e-20,3.2181706236453235e-29,0.000519958336398949,0.0005104483506233044,9.509836881728853e-06,7.205611398830274e-11,0.0007650081884607707,1.2728666063977314e-14,8.747655430029598e-16,6.581367131010697e-24,4.98431656546668e-22,5.424245475397222e-12,5.294523250798462e-13,7.431940761046942e-12,4.360653559579433e-12,1.0912422282882518e-13,9.168697649808453e-17
2.7441828399877492e-09,0.7264528380372163,1.2291673006286671e-11,1.4955145557471031e-13,1.396894434741436e-14,1.3078733421640483e-17,0.0,0.0,5.690075382065144e-14,1.2753360064608925e-22,3.752640724556253e-16,6.711688153121127e-21,2.110329117990719e-18,1.1079537245169887e-30,2.3388181586792813e-20,2.607695504102389e-18,1.1241185760712702e-20,5.718957331984074e-12,3.870847462982165e-23,8.363069537830033e-24,3.1008520892416234e-11,6.296602277396063e-19,4.3543909163234645e-21,3.477525846794446e-37,1.0617479863671009e-26,2.7168353997981646e-19,5.052173422355899e-21,2.1920788979335473e-34,1.2501220694336629e-43,6.468826734031724e-44,5.424114113660513e-26,9.389633239858907e-30,6.081204765775325e-23,7.349264630427554e-32,3.76,0.0,0.7647969320096242,0.9992348780817345,3.35661652876451e-20,3.808390829641512e-29,0.0005331474756384656,0.000523565687419287,9.581633173000796e-06,7.438807290869895e-11,0.0007651219117975687,1.3394917899266383e-14,9.191455876511568e-16,7.355150526153098e-24,5.525162150524745e-22,5.718693657977593e-12,5.449498459692009e-13,7.71616873828453e-12,4.5298114180784496e-12,1.1647981632651918e-13,1.0051529174784509e-16
2.8120922106217446e-09,0.7264545719061807,1.2752045148810564e-11,1.589174592817323e-13,1.4880472080327023e-14,1.4241920317007373e-17,0.0,0.0,5.979789919176088e-14,1.407782221352532e-22,4.065959462954291e-16,7.404619173424852e-21,2.2786522465052833e-18,1.1798157240278317e-30,2.4246497812055524e-20,2.8094972488332756e-18,1.2601497890018594e-20,6.0212904198639935e-12,4.231573427590451e-23,9.000675880916205e-24,3.257163462660822e-11,6.775342351537758e-19,4.805762191723336e-21,4.260930798401173e-37,1.2071219684909812e-26,3.0333551622897243e-19,5.515674624130911e-21,2.552207673178458e-34,1.6114373960787589e-43,8.115096215372924e-44,6.007888971185293e-26,1.074303101784124e-29,6.81200353493665e-23,8.654294530363242e-32,3.76,0.0,0.7647837430993614,0.9992347828625141,3.7589654751738836e-20,4.487804155532336e-29,0.0005463363874642772,0.000536686420068654,9.649806119783125e-06,7.670873807404624e-11,0.0007652171306879339,1.4078196552835781e-14,9.64533799166295e-16,8.193932416284519e-24,6.10727249659416e-22,6.021005708802129e-12,5.604529128484415e-13,8.002267598982773e-12,4.7002536975527886e-12,1.2411173621709243e-13,1.0993002171750904e-16
