Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143)
4.572469443169801e-10,0.5757329503499853,1.5586749674030484e-33,1.653294689904235e-19,6.344941946805115e-34,4.523973992733605e-43,0.0,0.0,1.083788477440388e-32,1.5650284152750277e-68,1.1379458275309338e-32,9.22836025597598e-43,1.6178122083382468e-29,6.305435449831227e-57,6.162166348922189e-43,2.3014893397241036e-39,7.408064227451327e-51,3.942461000861395e-43,6.342107319777345e-34,1.0173872316456706e-33,3.2616562927621834e-17,3.626635977331133e-27,3.233446899210578e-43,2.0552331341482115e-83,8.801844713883465e-59,3.6527985519259193e-51,2.7782104526203363e-48,1.82752810267094e-73,2.1077298780930995e-104,7.2934098009659515e-106,6.929192630177773e-64,4.620584122899785e-55,1.5120442646316372e-46,9.213956132845496e-84,3.76,0.0,0.6660515459483107,0.9999014665529412,1.2812998232398261e-43,2.804678821579705e-75,5.967066101816401e-07,5.794890470687342e-07,1.7217562393208416e-08,6.544642018967347e-16,9.853344705893085e-05
4.799666789156898e-10,0.5757329534959235,1.9755431504985827e-33,1.7354404491489248e-19,7.54970869674935e-34,5.765377725771972e-43,0.0,0.0,1.3701347569553276e-32,2.615744113800747e-68,1.4500624669450242e-32,1.1770746391685848e-42,1.963961406095236e-29,8.306095134453162e-57,7.718520591197864e-43,2.7942080797864354e-39,1.0241341095681903e-50,5.024294322427642e-43,7.546117240390423e-34,1.176627991662685e-33,3.594165022388277e-17,4.1942987849500146e-27,4.118877610377292e-43,3.4562515964731375e-83,1.2790474967936294e-58,5.049840386971314e-51,3.8720574450198534e-48,2.82686152899611e-73,4.227642495359635e-104,1.4628796698889182e-105,1.0579966615974792e-63,6.383356167889705e-55,1.9876021788757727e-46,1.6230855643527579e-83,3.76,0.0,0.6660515162991034,0.9998990879376174,1.6328956516306762e-43,4.489029728306487e-75,6.263558174892093e-07,6.083626394031032e-07,1.7993177295715604e-08,7.185068030805726e-16,0.00010091206238306307
5.026864135143995e-10,0.5757329566418612,2.4776838719523225e-33,1.8175860189388282e-19,8.90485920041612e-34,7.265480429489247e-43,0.0,0.0,1.7145324530113682e-32,4.275899658395226e-68,1.8271795949959165e-32,1.4846079468701303e-42,2.362875848337963e-29,1.079658099675016e-56,9.561620630957852e-43,3.362107213804873e-39,1.393949982087842e-50,6.331573371436831e-43,8.900358345243963e-34,1.351665901263551e-33,3.942840598690243e-17,4.8182797218732646e-27,5.188251040561136e-43,5.672114575911112e-83,1.825816790268603e-58,6.873340377093341e-51,5.31753210995155e-48,4.2854010763854475e-73,8.204437959071633e-104,2.8389285520067004e-105,1.5833266891535359e-63,8.682382881786862e-55,2.5782195890952594e-46,2.7840952329339964e-83,3.76,0.0,0.6660514866498974,0.999896852868191,2.0577613409611503e-43,7.026841350895164e-75,6.560050234770844e-07,6.3724329357915e-07,1.8761729033789133e-08,7.852882219033132e-16,0.00010314713180929401
5.254061481131093e-10,0.5757329597877989,3.077625910604583e-33,1.899731410706967e-19,1.041986611977988e-33,9.062763830770903e-43,0.0,0.0,2.12546187679688e-32,6.848566675034153e-68,2.2789560634290478e-32,1.85344091500009e-42,2.819659139772629e-29,1.3864357189593744e-56,1.1726163091095687e-42,4.012472354224555e-39,1.8705960428471582e-50,7.897833422335614e-43,1.0414281406646226e-33,1.5432465299780914e-33,4.3076869573811756e-17,5.501237329571281e-27,6.468787135896618e-43,9.102923807926868e-83,2.5643667140200994e-58,9.223601148562003e-51,7.204583901425998e-48,6.378244214490248e-73,1.5448597316757257e-103,5.345526130199429e-105,2.3266546450831384e-63,1.1643152557285406e-54,3.30409317139411e-46,4.661005693477362e-83,3.76,0.0,0.6660514570006928,0.9998947526821026,2.566795855265378e-43,1.0778415203378322e-74,6.856542281452645e-07,6.66130945276308e-07,1.9523281928025525e-08,8.547769721893644e-16,0.00010524731789773097
5.48125882711819e-10,0.5757329629337364,3.789074000018654e-33,1.9818766351970255e-19,1.2104181902433349e-33,1.1199348190281918e-42,0.0,0.0,2.6121971490143284e-32,1.0764580728311398e-67,2.815962170286219e-32,2.2923498501433988e-42,3.3396497451479656e-29,1.7607107246812368e-56,1.4248948284223824e-42,4.752926290283059e-39,2.4778748274745853e-50,9.759780585232545e-43,1.2097314948059583e-33,1.752115238020762e-33,4.688707998326454e-17,6.245829440485371e-27,7.990253088445912e-43,1.431406062776263e-82,3.5485368966324655e-58,1.2217988516240027e-50,9.640727666894303e-48,9.334792080709977e-73,2.8297677955400244e-103,9.791481348853011e-105,3.362218313235773e-63,1.5412326523142842e-54,4.18771522992568e-46,7.631815721714954e-83,3.76,0.0,0.6660514273514895,0.9998927792390888,3.1719286801261524e-43,1.6228930643563957e-74,7.153034314937491e-07,6.95025530759781e-07,2.0277899713251646e-08,9.269418674051484e-16,0.00010722076091140163
5.749125368323105e-10,0.5757329666428087,4.791512628886178e-33,2.0787259683606843e-19,1.4320306174030258e-33,1.4216984597571718e-42,0.0,0.0,3.297240614278704e-32,1.794215688615867e-67,3.5743197932762723e-32,2.9129379964552725e-42,4.041512566369198e-29,2.3035230694158965e-56,1.773656526898511e-42,5.75250125263425e-39,3.3995736552946517e-50,1.238952910265063e-42,1.4311636998646451e-33,2.0215935119392174e-33,5.1587153379718544e-17,7.206494321128604e-27,1.0137856034780948e-42,2.3829239544409103e-82,5.114428814369189e-58,1.6762725181138184e-50,1.3393337423319118e-47,1.4339466321412098e-72,5.591641746005183e-103,1.9347859402026097e-104,5.088791837685899e-63,2.1127922783882876e-54,5.466208957124116e-46,1.329716981058392e-82,3.76,0.0,0.6660513923949668,0.9998906049643498,4.0265969432251885e-43,2.5725804873818934e-74,7.502599541185729e-07,7.291011784326679e-07,2.1158774567310377e-08,1.0154201073095737e-15,0.00010939503565036221
6.01699190952802e-10,0.575732970351881,5.996541669945694e-33,2.1755750984665994e-19,1.6800259083847448e-33,1.7852667297998868e-42,0.0,0.0,4.1198534223645515e-32,2.92517296228863e-67,4.487880613439024e-32,3.6615223892703424e-42,4.8485471556771634e-29,2.975122664096581e-56,2.184378895764734e-42,6.902031689613857e-39,4.594521586460458e-50,1.55578800601437e-42,1.678942879936556e-33,2.317359693430013e-33,5.651217935642157e-17,8.26088113405984e-27,1.2723676801946813e-42,3.874121354877028e-82,7.245419313251186e-58,2.26548030409285e-50,1.833792488812588e-47,2.1601404680597998e-72,1.0703370518283339e-102,3.7034844909922463e-104,7.554074981289865e-63,2.85308928180395e-54,7.044126972222052e-46,2.257946357922299e-82,3.76,0.0,0.6660513574384462,0.9998885845421818,5.056310997303064e-43,3.9911554556039144e-74,7.85216474908951e-07,7.631862741775464e-07,2.2030199510854964e-08,1.1075252981386793e-15,0.00011141545781847552
6.284858450732934e-10,0.5757329740609528,7.43353317818766e-33,2.2724240398829634e-19,1.95593359890089e-33,2.2196824038595133e-42,0.0,0.0,5.099900422407918e-32,4.672957404516995e-67,5.579325159660615e-32,4.557047025068831e-42,5.770759459709832e-29,3.797674038260462e-56,2.664209661387021e-42,8.215816730278702e-39,6.124939067825843e-50,1.9343637596519185e-42,1.9545934289193768e-33,2.6406341961150102e-33,6.166221994447906e-17,9.413341870325873e-27,1.581143549728945e-42,6.163541363794212e-82,1.0104272903233952e-57,3.020101890071856e-50,2.4775540749798285e-47,3.1965810448313253e-72,1.9896533047584485e-102,6.884368611348705e-104,1.1016966271263855e-62,3.800308032380947e-54,8.972065350258927e-46,3.7448493087035916e-82,3.76,0.0,0.6660513224819272,0.9998867070861095,6.286682186813882e-43,6.071395058555399e-74,8.201729938648819e-07,7.972807166176605e-07,2.289227592068889e-08,1.2032079025659007e-15,0.00011329291389075008
6.552724991937849e-10,0.5757329777700245,9.134577373291151e-33,2.369272805961676e-19,2.2612733758317833e-33,2.7348302389000897e-42,0.0,0.0,6.259081384135641e-32,7.326190926928259e-67,6.873440788761186e-32,5.620259833357552e-42,6.81860835198935e-29,4.795808907391135e-56,3.2206944262833184e-42,9.708807132518854e-39,8.063268266765384e-50,2.3832943387125715e-42,2.2596294004114184e-33,2.9926370169932565e-33,6.703733650943219e-17,1.0668227104722319e-26,1.947071213531184e-42,9.613179377774095e-82,1.3889743193990502e-57,3.975857067583979e-50,3.306535916357505e-47,4.653577137868917e-72,3.600297544304925e-102,1.245724889784647e-103,1.5808734989957396e-62,4.99884179215468e-54,1.1306094608930213e-45,6.078059200616808e-82,3.76,0.0,0.6660512875254102,0.9998849624796784,7.745706555422495e-43,9.070942817145516e-74,8.551295109863643e-07,8.313844054638203e-07,2.37451040860504e-08,1.3024189393827169e-15,0.0001150375203217609
6.820591533142764e-10,0.5757329814790964,1.1134603206809727e-32,2.466121409109913e-19,2.5975543321450995e-33,3.3414745889713435e-42,0.0,0.0,7.621012407303602e-32,1.1288155123355187e-66,8.397215154922379e-32,6.873798621571095e-42,8.003005392293891e-29,5.996756651106281e-56,3.861773511636584e-42,1.1396605309738178e-38,1.0493255712942457e-49,2.911960444198645e-42,2.5955537332274495e-33,3.3745877331379815e-33,7.263758975840923e-17,1.2029885983622297e-26,2.3777198697882308e-42,1.4722239398839376e-81,1.884236126292565e-57,5.174039563111102e-50,4.3632760113900615e-47,6.673482197611251e-72,6.355307055256003e-102,2.1989613024218813e-103,2.2348679172585564e-62,6.499936783585411e-54,1.4108032511529098e-45,9.670621018372452e-82,3.76,0.0,0.6660512525688949,0.9998833413222341,9.463871380366489e-43,1.3329661180557002e-73,8.900860262733969e-07,8.654972415027136e-07,2.4588783220298006e-08,1.4051099774659375e-15,0.00011665867776617837
7.088458074347679e-10,0.5757329851881675,1.3471498495675514e-32,2.5629698608568266e-19,2.966274362960127e-33,4.051296906177933e-42,0.0,0.0,9.211307040133944e-32,1.7115075480327449e-66,1.0179929344850895e-31,8.342277194336578e-42,9.335314584363565e-29,7.43047281923248e-56,4.595778593339464e-42,1.3295465352951506e-38,1.3511081371628814e-49,3.53054199117399e-42,2.9638576169642716e-33,3.787705498435972e-33,7.846303974718364e-17,1.3502666213016335e-26,2.881294965629225e-42,2.2170026252839123e-81,2.525079010470572e-57,6.662073756237645e-50,5.697813004707844e-47,9.438130661901633e-72,1.0965298512384941e-101,3.794014916763112e-103,3.1162182678566334e-62,8.362361741683394e-54,1.7445714321761362e-45,1.5106869161327408e-81,3.76,0.0,0.6660512176123815,0.999881834878381,1.1474261384351347e-42,1.9290679807711926e-73,9.250425397259784e-07,8.996191265853748e-07,2.5423411472444224e-08,1.5112331298234781e-15,0.00011816512161929662
7.356324615552594e-10,0.5757329888972386,1.6186230179297145e-32,2.659818171915603e-19,3.368919836614554e-33,4.876933302250031e-42,0.0,0.0,1.1057657482998226e-31,2.556473153910125e-66,1.2253251110679968e-31,1.0052372058855413e-41,1.0827352132600502e-28,9.129766446026378e-56,5.431429252934266e-42,1.5422293050980137e-38,1.7226540827282308e-49,4.250050842171085e-42,3.366020131245847e-33,4.233209040324416e-33,8.451374588716716e-17,1.509091404666081e-26,3.466663210191839e-42,3.2869235018161353e-81,3.345880005208407e-57,8.49409758462384e-50,7.368639391838033e-47,1.3177564980166519e-71,1.8524218523266604e-101,6.409382538506804e-103,4.2901436326882455e-62,1.0653106800191249e-53,2.1393259345293112e-45,2.3201806734308072e-81,3.76,0.0,0.6660511826558698,0.9998804350309636,1.3812665119083403e-42,2.7525437443372294e-73,9.599990513441073e-07,9.337499636157565e-07,2.6249085938582064e-08,1.6207410476956276e-15,0.00011956496903671098
7.624191156757509e-10,0.5757329926063095,1.9322964310687626e-32,2.756666352241321e-19,3.8069653807480525e-33,5.832012048464988e-42,0.0,0.0,1.3189915614282071e-31,3.7657822358220633e-66,1.4651327898570202e-31,1.2032909423897238e-41,1.2491386197326758e-28,1.1130425588140064e-55,6.377829444529432e-42,1.7794645906939202e-38,2.1764274619453946e-49,5.082363486875086e-42,3.8035079987997585e-33,4.7123166565636126e-33,9.078976695231952e-17,1.679897427440305e-26,4.143377469248303e-42,4.803206506018555e-81,4.3872867163571463e-57,1.0731568698475212e-49,9.443731721405762e-47,1.8180245965264503e-71,3.0687504373135376e-101,1.0617829859947846e-102,5.836903562968714e-62,1.3448107949960858e-53,2.6031335268573203e-45,3.5077483717235017e-81,3.76,0.0,0.6660511476993601,0.999879134237227,1.6517681174197982e-42,3.876345282095113e-73,9.949555611277824e-07,9.678896565394393e-07,2.7065902673176395e-08,1.7335869147262138e-15,0.00012086576277323745
7.892057697962423e-10,0.5757329963153803,2.2929186053452833e-32,2.8535144110846727e-19,4.281873855349987e-33,6.931191099567219e-42,0.0,0.0,1.564017402199743e-31,5.475470176038439e-66,1.7410879883775772e-31,1.4314952706093845e-41,1.4340136648899094e-28,1.3471341460392108e-55,7.444463934749518e-42,2.0430733152273432e-38,2.726504908138726e-49,6.040253742723e-42,4.277775524167758e-33,5.226246212023644e-33,9.729116108598771e-17,1.8631190210635729e-26,4.9217015957117465e-42,6.925124554945678e-81,5.697044641694806e-57,1.3443896009276136e-49,1.2001661373672927e-46,2.4804920127213925e-71,4.9920665289018374e-101,1.7272396484658563e-102,7.854476480891995e-62,1.6832999473631557e-53,3.1447419328066474e-45,5.226011079079282e-81,3.76,0.0,0.6660511127428521,0.999877925488119,1.963082445415635e-42,5.3927367270273645e-73,1.0299120690770028e-06,1.0020381103324567e-06,2.787395670023926e-08,1.8497244411937962e-15,0.00012207451188121971
8.159924239167338e-10,0.5757330000244507,2.7055819586058187e-32,2.9503623570418115e-19,4.795096455976517e-33,8.190195610803449e-42,0.0,0.0,1.8442846974568244e-31,7.865064280205134e-66,2.0571292935739727e-31,1.6931890471570196e-41,1.63867748205779e-28,1.6194631007098076e-55,8.641194726072702e-42,2.33494157578949e-38,3.3887087252337745e-49,7.137425449504954e-42,4.790264661280856e-33,5.7762151354965315e-33,1.040179858076698e-16,2.0591903682897412e-26,5.812635175798206e-42,9.859874805761803e-81,7.330894210075942e-57,1.670909592833778e-49,1.5132789714729857e-46,3.3494350288512618e-71,7.984186045305015e-101,2.7624921885805542e-102,1.0461583811041698e-61,2.090389331598265e-53,3.773605735537887e-45,7.680253252286144e-81,3.76,0.0,0.6660510777863461,0.9998768022705148,2.319663243564369e-42,7.417400461200322e-73,1.064868575191767e-06,1.0361952309902404e-06,2.867334202438256e-08,1.9691078583063237e-15,0.00012319772948552086
8.427790780372253e-10,0.5757330037335212,3.175734798698414e-32,3.0472101981006293e-19,5.348072948757055e-33,9.625855471069112e-42,0.0,0.0,2.1634751380471392e-31,1.1169318031354983e-65,2.4174711570266572e-31,1.9919524867260637e-41,1.864492326024737e-28,1.9345758025572144e-55,9.978257521426148e-42,2.6570206442806897e-38,4.180745019966105e-49,8.388545178007576e-42,5.342405211472239e-33,6.36344041652953e-33,1.109702980197082e-16,2.2685455020604182e-26,6.827938206140548e-42,1.3874501290799734e-80,9.353540690017743e-57,2.061447346074579e-49,1.894055028849382e-46,4.479111309868378e-71,1.2568817571364352e-100,4.3487368437668384e-102,1.380108920558771e-61,2.5768185401522795e-53,4.49991201562784e-45,1.1143727522732671e-80,3.76,0.0,0.6660510428298417,0.9998757585321569,2.7262771470597784e-42,1.0094213779749335e-72,1.0998250794720738e-06,1.0703609255166858e-06,2.9464151641754943e-08,2.0916919125556407e-15,0.0001242414678434991
8.695657321577168e-10,0.5757330074425913,3.7091933036007033e-32,3.144057941683774e-19,5.942231990615202e-33,1.1256142831623243e-41,0.0,0.0,2.5255187692972716e-31,1.5692565682319944e-65,2.826613183853213e-31,2.331616048933459e-41,2.112865548093688e-28,2.2973652769196147e-55,1.1466258253446359e-41,3.0113269679960955e-38,5.122346710426138e-49,9.809274934797534e-42,5.9356151053772235e-33,6.989138602287669e-33,1.1814815401391028e-16,2.491618304392133e-26,7.980155689325879e-42,1.93102061798414e-80,1.183969885842911e-56,2.525732734299108e-49,2.3542820884555973e-46,5.9355689045307345e-71,1.949432512117932e-100,6.744896821817999e-102,1.80438007444534e-61,3.1545387747022115e-53,5.334605790822163e-45,1.5976632191387228e-80,3.76,0.0,0.6660510078733394,0.9998747886490621,3.188014307668653e-42,1.3600777589479947e-72,1.134781581917922e-06,1.1045351019133333e-06,3.024647755086054e-08,2.217431860133185e-15,0.0001252113509382291
8.963523862782083e-10,0.5757330111516613,4.312153494677152e-32,3.240905594688645e-19,6.578991521876688e-33,1.310020963503255e-41,0.0,0.0,2.9346020770179103e-31,2.1826166736169866e-65,3.2893494164670083e-31,2.716269369906683e-41,2.385249571017684e-28,2.713083009196956e-55,1.311616970868498e-41,3.399942169945585e-38,6.235421373102605e-49,1.1416304867206971e-41,6.57130075587802e-33,7.654525794445896e-33,1.2555160947809854e-16,2.728842505277083e-26,9.282642151248352e-42,2.659941383927102e-80,1.487521503573737e-56,3.0745679037683863e-49,2.90733882834117e-46,7.798708288203869e-71,2.9817321434839355e-100,1.0316543857352539e-101,2.3392706435865686e-61,3.8367985968867e-53,6.289415245720807e-45,2.2649465355441107e-80,3.76,0.0,0.6660509729168387,0.9998738873952151,3.7102990228434573e-42,1.8154780510350616e-72,1.169738082529311e-06,1.1387176691686619e-06,3.1020410763261886e-08,2.346283461405538e-15,0.00012611260478524185
9.231390403986998e-10,0.575733014860731,4.991203201774272e-32,3.3377531635245815e-19,7.259759211936171e-33,1.5178425140253986e-41,0.0,0.0,3.395176068167648e-31,3.0069577599387075e-65,3.8107776121913118e-31,3.1502702376615245e-41,2.6831418638190582e-28,3.1873506152682025e-55,1.4939328254113138e-41,3.82501304890473e-38,7.544203889818438e-49,1.322738596495611e-41,7.250857462766288e-33,8.360817646113358e-33,1.3318071950258962e-16,2.980651681597526e-26,1.0749586077779856e-41,3.628600094291014e-80,1.8558268949570152e-56,3.719902539502849e-49,3.568350887548749e-46,1.016462330959284e-70,4.501292390252025e-100,1.557404439015907e-101,3.008767417123693e-61,4.638232179133314e-53,7.376876797538197e-45,3.177156842512684e-80,3.76,0.0,0.66605093796034,0.9998730499143946,4.2989003637413224e-42,2.402129076016461e-72,1.2046945813062386e-06,1.1729085372475068e-06,3.1786041314167327e-08,2.4782029754497416e-15,0.0001269500856058005
9.499256945191911e-10,0.5757330185698007,5.753334021776062e-32,3.4346006541474074e-19,7.985932952243409e-33,1.7512413448938667e-41,0.0,0.0,3.9119643472698155e-31,4.10556588343031e-65,4.396308515985705e-31,3.638253612581816e-41,3.008084916495411e-28,3.726171374437695e-55,1.6947430679439792e-41,4.2887515792071524e-38,9.07541389533866e-49,1.5261362762842675e-41,7.975669863370186e-33,9.109229358789428e-33,1.4103553858660429e-16,3.2474792560534335e-26,1.239603427410365e-41,4.904914382819005e-80,2.30006581635215e-56,4.474911498488312e-49,4.354356827408934e-46,1.3148248429011835e-70,6.711884527618722e-100,2.3222411733294954e-101,3.841064898015369e-61,5.5749500392537e-53,8.610360000747667e-45,4.41257847788808e-80,3.76,0.0,0.666050903003843,0.9998722716940006,4.959942803588953e-42,3.152107264750036e-72,1.2396510782487047e-06,1.207107617080581e-06,3.254345827290513e-08,2.6131471546472668e-15,0.00012772830599971688
9.767123486396826e-10,0.57573302227887,6.605953270392519e-32,3.5314480720915103e-19,8.758901384773376e-33,2.0125091032192114e-41,0.0,0.0,4.48997118842787e-31,5.5580905963600065e-65,5.0516751281075885e-31,4.185140692817907e-41,3.3616662146137845e-28,4.335941628709824e-55,1.9152531163298676e-41,4.79343491028045e-38,1.0858418001883196e-48,1.7538206043831603e-41,8.747112417308363e-33,9.90097567935259e-33,1.4911612064460862e-16,3.5297584961032913e-26,1.4237916146424698e-41,6.573128429362217e-80,2.832916759436038e-56,5.354074798222946e-49,5.284484302343846e-46,1.6886341415134792e-70,9.892208798586293e-100,3.422589799214941e-101,4.8691381007825185e-61,6.664632228547569e-53,1.0004092319187128e-44,6.0710287885557944e-80,3.76,0.0,0.6660508680473479,0.9998715485407424,5.6999168461767695e-42,4.104003186510741e-72,1.274607573356708e-06,1.2413148205541172e-06,3.32927497532851e-08,2.751073239336111e-15,0.00012845145925788944
9.999999999999999e-10,0.5757330259879392,7.426807977219279e-32,3.615644755239297e-19,9.469998744154635e-33,2.2641759352004444e-41,0.0,0.0,5.0463281236943085e-31,7.185307886349165e-65,5.682887483722717e-31,4.712502224417187e-41,3.6935999022190187e-28,4.92898896354917e-55,2.1239305421300454e-41,5.267284389926893e-38,1.2638060305708992e-48,1.9731381124384135e-41,9.456737758841919e-33,1.0625457474246826e-32,1.5632467299722821e-16,3.78805760829168e-26,1.6011072553910545e-41,8.42202751287948e-80,3.379257103118842e-56,6.2315802036721965e-49,6.226799909824653e-46,2.0874372121018824e-70,1.3735613906407096e-99,4.752352028106274e-101,5.951689105372555e-61,7.751263945142195e-53,1.1357706865819357e-44,7.954038291909291e-80,3.76,0.0,0.6660508376570412,0.9998709615609533,6.412698722655393e-42,5.131307907250784e-72,1.304997879934821e-06,1.2710602465485868e-06,3.393763020021207e-08,2.87337295806243e-15,0.00012903843904698097
1.003499002760174e-09,0.5757330259879392,7.556895927291988e-32,3.628295422499664e-19,9.580044456535773e-33,2.304070425806567e-41,0.0,0.0,5.134489603012854e-31,7.464137777270042e-65,5.782941966793436e-31,4.79614802462807e-41,3.7455182137949e-28,5.02346205339107e-55,2.156703837418266e-41,5.341405365929736e-38,1.2925396771004624e-48,2.0079045542784737e-41,9.56654991592292e-33,1.0737270897082825e-32,1.5742251901258701e-16,3.827922512917876e-26,1.6292067906522485e-41,8.737076265311928e-80,3.4687026619753807e-56,6.3732599460397364e-49,6.380136737409085e-46,2.154083233279168e-70,1.4419888584427755e-99,4.98910081752599e-101,6.131371861375756e-61,7.926623939741704e-53,1.1573183776290523e-44,8.27887719532853e-80,3.76,0.0,0.6660508330908546,0.9998708765580486,6.525689654560137e-42,5.303989971448199e-72,1.3095640666302467e-06,1.2755300604996132e-06,3.403400292384934e-08,2.8919389525202946e-15,0.00012912344195171438
1.0302856568806656e-09,0.5757330296970081,8.614436574084815e-32,3.725142710150736e-19,1.0450733989510939e-32,2.628486691815626e-41,0.0,0.0,5.851109402689257e-31,9.947519079713695e-65,6.596514325576779e-31,5.476796657219628e-41,4.16131831408869e-28,5.795948803359583e-55,2.420371271128605e-41,5.935070443370047e-38,1.5311516402235614e-48,2.2906202649416398e-41,1.0435338005779968e-32,1.1619328840718581e-32,1.659547864542482e-16,4.1424042603469205e-26,1.8576256698400216e-41,1.152397216907468e-79,4.223545619722168e-56,7.549806594120162e-49,7.665190812639604e-46,2.7302571530430195e-70,2.0802073804429844e-99,7.19723804553815e-101,7.672250178284442e-61,9.382033501073325e-53,1.3333651507200524e-44,1.1195035204844343e-79,3.76,0.0,0.6660507981343632,0.9998702521250732,7.444515679508059e-42,6.807027372251624e-72,1.3445205580693208e-06,1.3097532506836955e-06,3.4767304018012864e-08,3.035702494636271e-15,0.00012974787492727127
1.057072311001157e-09,0.5757330334060771,9.787301325142338e-32,3.8219899394854345e-19,1.1372334258873424e-32,2.9884597753205397e-41,0.0,0.0,6.6457252577675675e-31,1.3161255151680193e-64,7.499147525229712e-31,6.232921342043642e-41,4.610788834242847e-28,6.661044540326781e-55,2.707566368834533e-41,6.576902812010931e-38,1.8055105119141868e-48,2.604322311037995e-41,1.135482371909851e-32,1.2548362875548783e-32,1.7471297516716437e-16,4.473636533898546e-26,2.110920464720484e-41,1.5088794052215632e-79,5.115530845852059e-56,8.902613510651734e-49,9.166205055914654e-46,3.4395511225660944e-70,2.971419436538833e-99,1.0280686335925972e-100,9.543109213483466e-61,1.1053832729704176e-52,1.53024442281716e-44,1.5018068770123945e-79,3.76,0.0,0.6660507631778735,0.9998696718771832,8.464047287668425e-42,8.678213896884256e-72,1.3794770476739288e-06,1.3439843057980843e-06,3.54927383440956e-08,3.182322538375623e-15,0.00013032812281708927
1.0838589651216486e-09,0.5757330371151456,1.108467975124547e-31,3.9188371146302475e-19,1.234620257370385e-32,3.38683579776287e-41,0.0,0.0,7.524544750878998e-31,1.7293440970090016e-64,8.497956160322713e-31,7.070679776521858e-41,5.095696985866047e-28,7.626829346310905e-55,3.0196347460244606e-41,7.269440311996401e-38,2.1197834242043267e-48,2.9514909730425643e-41,1.2326346005308706e-32,1.352558590054021e-32,1.8369713678884476e-16,4.822051969731312e-26,2.39106128305897e-41,1.961933174891994e-79,6.164880124674088e-56,1.0452227861836103e-48,1.0912639849820727e-45,4.308135726146825e-70,4.204870201765661e-99,1.4548215004454248e-100,1.1802957680616041e-60,1.296695962316334e-52,1.74974666425084e-44,1.9994602655236898e-79,3.76,0.0,0.6660507282213858,0.9998691326878284,9.592345389430365e-42,1.099430018289014e-71,1.4144335354440697e-06,1.3782231414496703e-06,3.6210390295246446e-08,3.3317582235634554e-15,0.00013086731217177056
1.11064561924214e-09,0.575733040824214,1.2516236796174704e-31,4.015684239419667e-19,1.337368985591286e-32,3.826608880327769e-41,0.0,0.0,8.494096426047206e-31,2.2574093740353983e-64,9.600423340488885e-31,7.996561892273886e-41,5.617854847487629e-28,8.701831528682507e-55,3.3579564491842344e-41,8.015285952504014e-38,2.4784903939662468e-48,3.3347355072892847e-41,1.3351236259463425e-32,1.4552210345500267e-32,1.9290732240274349e-16,5.188083043658713e-26,2.7001185172931246e-41,2.5341978361108668e-79,7.394135006984534e-56,1.2220936800931475e-48,1.2937089156617808e-45,5.366472958766979e-70,5.897598253723011e-99,2.0404751843843115e-100,1.451936844878034e-60,1.5148423369446404e-52,1.9937603797299228e-44,2.6429206249163596e-79,3.76,0.0,0.6660506932648997,0.999868631651693,1.083789006656914e-41,1.3845377514248744e-71,1.4493900213797424e-06,1.4124696741506972e-06,3.692034335926119e-08,3.4839691520918586e-15,0.00013136834830718396
1.1374322733626315e-09,0.5757330445332821,1.4092124686215803e-31,4.1125313174168594e-19,1.445614121325343e-32,4.3109248962297817e-41,0.0,0.0,9.561237833139137e-31,2.9283116910370144e-64,1.0814409926372066e-30,9.017399187794909e-41,6.179119338515385e-28,9.895038321839777e-55,3.723945736752457e-41,8.817107909806295e-38,2.8865233652354013e-48,3.756797415941838e-41,1.443081884338061e-32,1.5629448168275305e-32,2.0234358254420406e-16,5.572162070166021e-26,3.0402652262549184e-41,3.2528349480495045e-79,8.82834999208392e-56,1.4232861360707614e-48,1.5275524264227976e-45,6.649887206378064e-70,8.202001540470907e-99,2.837755934549402e-100,1.776944528225724e-60,1.7627411656890482e-52,2.26427454064884e-44,3.4695971753276646e-79,3.76,0.0,0.6660506583084157,0.9998681660690419,1.2209591199635089e-41,1.7336756147447876e-71,1.4843465054809465e-06,1.4467238213090482e-06,3.762268012829479e-08,3.638915382907835e-15,0.0001318339309584307
