Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603)
2.6717223977056964e-20,0.9100692619073253,1.0005728124978359e-23,7.078281734810382e-23,3.7693643384671044e-34,2.9749757280885807e-36,0.0,0.0,9.874563176146833e-19,7.683447187953851e-34,3.24747635035306e-45,2.944879522323523e-45,1.9636514355963053e-41,1.531636988407013e-55,2.6875481124023194e-37,6.1530206603728e-32,5.374304327954767e-20,1.245764537572041e-31,1.324995958016262e-52,9.604939045205418e-50,1.545906075148714e-29,8.518796407148854e-47,4.4066622526700245e-20,7.859423763309186e-50,6.229723938016501e-36,2.412288723635849e-46,4.978502447619097e-28,2.756243042020972e-35,4.394444430944292e-53,5.832419420283726e-53,9.268240696160885e-50,2.3971421038795825e-51,1.6036113886371452e-41,9.497483401027229e-54,3.76,0.0,0.7911755925339876,0.9999999999997988,6.070809188828956e-46,1.6615954924781457e-17,2.9844330626179563e-13,2.8691628730132537e-13,1.1527018960469648e-14,2.3342404633589152e-29,2.0111172095501011e-13,4.035230774797314e-33,9.093383390714677e-34,2.0715012929951226e-36,6.242663145989618e-48,1.2455345197555302e-31,1.1470378799713554e-31,7.672966732760139e-31,6.206275185551257e-31,2.4418251169676532e-34,1.3986541744496787e-37,2.097867727068602e-21,9.089184912307251e-32,1.612296862800694e-50,2.660229233982717e-49,7.15113880244998e-44,3.7168724980657536e-54,2.941622965918447e-35,1.1023990627404983e-42,4.406662252676206e-20,2.8452016750410264e-49,2.6394774546832876e-36,5.374304327941053e-20,2.6356799456716223e-50,2.407109662498754e-19,7.163358276057572e-30,6.242325637564282e-37,7.467553570777459e-19,5.308004773457089e-35,7.727355192331708e-34,2.097868224021142e-21,3.6821103952483107e-45,1.2925131536495048e-61,1.6395852311214332e-49,5.247030743473002e-62,1.1118286841755931e-61,1.661595492478159e-17,4.0151302950518065e-35,1.5422322102241475e-76,1.2315550408827414e-80,5.6550037186036615e-67,3.25096940232106e-31,4.3394215119653276e-51,1.7942601417043158e-37,1.470458154922931e-57,9.220776291425612e-61,4.213289825965157e-52,2.1577367546638432e-48,6.733565565747936e-81,1.326248220737959e-49,3.889461902024758e-35,1.3324303921356304e-46,3.9411982643593105e-67,1.4023899449410638e-68,1.6727297748381762e-50,8.796174429865989e-53,6.900347730711796e-43,4.5641229443359184e-63
5.3457660138281654e-20,0.9100692619073741,2.002016649467424e-23,1.416271315067287e-22,1.508728061286982e-33,1.1907662070660794e-35,0.0,0.0,1.9757705468859206e-18,3.0753812393054777e-33,2.599955702014976e-44,2.3576942322434525e-44,1.57211513258494e-40,1.226240891574423e-54,1.0757196402036592e-36,2.4628117876039434e-31,1.075327790382991e-19,4.9863047075008505e-31,1.0608024275607523e-51,7.689791450396834e-49,6.187653048179271e-29,6.82021691880864e-46,8.817153056370405e-20,6.292317876755321e-49,2.4935130881171367e-35,1.9313050121473447e-45,1.9926984141891212e-27,1.103215998599116e-34,3.5191195960262535e-52,4.670552800463621e-52,7.420228044407499e-49,1.9196582044180867e-50,1.2838641752602723e-40,7.735625330645544e-53,3.76,0.0,0.7911755925336889,0.9999999999995975,4.860338664074721e-45,3.324634595287754e-17,5.971459029719742e-13,5.740818502653293e-13,2.3064052706642752e-14,9.343045059385839e-29,4.02398169713071e-13,1.6151439214516573e-32,3.6397231605338085e-33,8.29140366286931e-36,4.997926324624367e-47,4.9853840360049e-31,4.591140786668241e-31,3.071186325883091e-30,2.48412747616326e-30,9.773664053632841e-34,5.598261698972678e-37,4.197558103822702e-21,3.638042674855339e-31,1.2908178357674792e-49,2.1298009204178446e-48,5.7252592403282026e-43,2.990418350423102e-53,1.1774157965799759e-34,4.4124691876620106e-42,8.817153056395147e-20,2.2778938440167542e-48,1.0564788495498568e-35,1.0753277903775019e-19,2.1101465646621775e-49,4.816310645224411e-19,2.867210135442852e-29,2.4985570521762166e-36,1.4941595024691873e-18,2.1245852155175818e-34,3.092955883772246e-33,4.197560092927958e-21,2.9479271969207517e-44,2.069705066968029e-60,1.3126651251393821e-48,8.40208557481436e-61,1.7809619300604595e-60,3.3246345952878094e-17,1.6070984912056528e-34,4.940979680136096e-75,3.94563697448537e-79,9.055373879328132e-66,1.301234987992116e-30,3.474175763540064e-50,7.181716550417629e-37,1.177260633882569e-56,1.4765255856229126e-59,3.3740491909688156e-51,1.7275014000440006e-47,2.1572893117969185e-79,1.061805672283822e-48,1.5567983838019588e-34,1.0667544884205596e-45,6.311056557593492e-66,2.2464351757974218e-67,1.3392042156288067e-49,7.042290878608189e-52,5.524473891345028e-42,7.311095147551982e-62
1.0693853246073105e-19,0.9100692619074723,4.004909476871685e-23,2.8331575985412605e-22,6.036877464085451e-33,4.764620792922687e-35,0.0,0.0,3.952399005425994e-18,1.2305530826779131e-32,2.080754755974004e-43,1.886871939704338e-43,1.2581699039022634e-39,9.813653928826131e-54,4.304279750462483e-36,9.854455111268525e-31,2.1511225055654246e-19,1.9951713801715544e-30,8.489643525762789e-51,6.1541702450806e-48,2.47586719847108e-28,5.458246338485266e-45,1.7638134663727542e-19,5.035766665249339e-48,9.977300303654403e-35,1.5456339344331997e-44,7.973389266316243e-27,4.414304874032422e-34,2.8167219940711403e-51,3.738290260015706e-51,5.938437594878029e-48,1.5365051767757929e-49,1.027481532699752e-39,6.401913408538834e-52,3.76,0.0,0.7911755925330914,0.999999999999195,3.889748089207781e-44,6.650712800904463e-17,1.1945510963918802e-12,1.1484129761944882e-12,4.613812019738324e-14,3.7384350115229033e-28,8.049710671779711e-13,6.462679508535263e-32,1.4563633602247893e-32,3.3176414726638026e-35,3.999860033759898e-46,1.9948029910210124e-30,1.837054338286037e-30,1.2288745708486046e-29,9.939745630140864e-30,3.9107387048352934e-33,2.240033889505079e-36,8.396938862704932e-21,1.4556909469316035e-30,1.0330465745229156e-48,1.7044880262665765e-47,4.5819474151535326e-42,2.4167089751560452e-52,4.711196850565537e-34,1.7655624272563669e-41,1.763813466382654e-19,1.8230083734335957e-47,4.227291525626942e-35,2.1511225055434603e-19,1.688758571361614e-48,9.634712610463645e-19,1.1472575255732945e-28,9.99748273109681e-36,2.988967793231171e-18,8.501108263816037e-34,1.237585229635618e-32,8.396946821716886e-21,2.3592376927410526e-43,3.312875996208102e-59,1.0505310467210529e-47,1.3448808756608762e-59,2.85116897396486e-59,6.650712800904681e-17,6.4304873078002105e-34,1.5820480044574472e-73,1.2633500855616583e-77,1.4494495491631904e-64,5.20663488892165e-30,2.780396483633816e-49,2.873622087447012e-36,9.42166314146491e-56,2.36340251960296e-58,2.70060719524986e-50,1.3825261429637135e-46,6.907405963006772e-78,8.497675143052867e-48,6.229221358745445e-34,8.537277991888924e-45,1.0101804012621403e-64,3.596386665734559e-66,1.0717717057826765e-48,5.635977615149112e-51,4.4212581133854254e-41,1.1704555442316189e-60
2.139002771056298e-19,0.910069261907668,8.010715745540545e-23,5.666930166695116e-22,2.4151440911934482e-32,1.9061625071609638e-34,0.0,0.0,7.905655922496534e-18,4.9230136187466965e-32,1.6649199627390005e-42,1.5097842375848343e-42,1.0067270830422862e-38,7.852414179937269e-53,1.721992177993552e-35,3.94242372804212e-30,4.3027119359599115e-19,7.98198470551365e-30,6.793004870546888e-50,4.924271229946833e-47,9.905080982311754e-28,4.3674263697011865e-44,3.5280097878267307e-19,4.0293784412026265e-47,3.99156980422484e-34,1.2367432617491765e-43,3.1898749021958186e-26,1.766012491790081e-33,2.2539482615346217e-50,2.9913719461913414e-50,4.75165233311018e-47,1.2295163421824753e-48,8.221413364633484e-39,5.46026694564368e-51,3.76,0.0,0.7911755925318965,0.9999999999983898,3.112389462989633e-43,1.3302869212127836e-16,2.3893614832298884e-12,2.297075228057412e-12,9.228625517244134e-14,1.4956174367116683e-27,1.610116861902884e-12,2.585492628107576e-31,5.826401768686245e-32,1.3272726226449428e-34,3.200495749147673e-45,7.98051090399689e-30,7.34941356979049e-30,4.9162984780675163e-29,3.976545489108038e-29,1.5645501376936452e-32,8.961594200983183e-36,1.6795700401965506e-20,5.823711676636874e-30,8.265942155391453e-48,1.3638493922647134e-46,3.6662540897016163e-41,1.9712862059570194e-51,1.8847855222621037e-33,7.063399385947897e-41,3.5280097878663374e-19,1.4586840774193682e-46,1.6911918749432893e-34,4.302711935872041e-19,1.351263443382751e-47,1.9271516540093783e-18,4.589777151377891e-28,3.999644090313626e-35,5.9785843746715485e-18,3.400996865530855e-33,4.951146785376944e-32,1.6795732243195922e-20,1.887748604802861e-42,5.301680173884921e-58,8.405844501068975e-47,2.1522472571049145e-58,4.563174689713586e-58,1.3302869212128709e-16,2.572613651509048e-33,5.064049344440669e-72,4.0439146942922036e-76,2.3195911790778163e-63,2.0829929911845452e-29,2.2247396261261218e-48,1.1496359583157606e-35,7.538762209264837e-55,3.7822134888069205e-57,2.1610334146242643e-49,1.106230968408675e-45,2.2110229611311783e-76,6.799432297916432e-47,2.4920941658227364e-33,6.831119504306561e-44,1.6166178058569596e-63,5.755891533379727e-65,8.57580733097936e-48,4.509645781652809e-50,3.5376782342599163e-40,1.8732733056809444e-59
4.2782376639542737e-19,0.9100692619080598,1.602241073831964e-22,1.1334475307826454e-21,9.661362678128388e-32,7.625302075771909e-34,0.0,0.0,1.58121697565992e-17,1.9693657165121778e-31,1.3320624671487958e-41,1.2079420814508507e-41,8.054581384774765e-38,6.2825278220880155e-52,6.888529307172317e-35,1.5770978370360832e-29,8.605890796867362e-19,3.1930537420245086e-29,5.434920183082626e-49,3.939791037769067e-46,3.9623548538900184e-27,3.494272851311129e-43,7.056402430664882e-19,3.2238088292338745e-46,1.5967578674866843e-33,9.894892151962126e-43,1.276053807251681e-25,7.064649694920222e-33,1.803386903652316e-49,2.3933940503275642e-49,3.801682809018626e-46,9.837390563744651e-48,6.577755198845448e-38,4.909101310074215e-50,3.76,0.0,0.7911755925295068,0.9999999999967796,2.490147995764224e-42,2.6607182034534405e-16,4.778982256898689e-12,4.5943997318016805e-12,1.8458252509686604e-13,5.9829566447280014e-27,3.2204084505331627e-12,1.0342812223416392e-30,2.3307503870906715e-31,5.309522598953814e-34,2.560639718406868e-44,3.192464169410587e-29,2.940004687503693e-29,1.9666794413241022e-28,1.5907476520840845e-28,6.258709921057736e-32,3.584929442058642e-35,3.359322356647111e-20,2.3296742618728309e-29,6.613381615396492e-47,1.0911831132896656e-45,2.933281764020877e-40,1.6372673600089693e-50,7.539755740744704e-33,2.8255897131677678e-40,7.056402430823322e-19,1.1670582253765782e-45,6.765318068361707e-34,8.605890796515854e-19,1.0811134059752864e-46,3.8545124395960745e-18,1.8360602809175138e-27,1.599987845510015e-34,1.1957817537217935e-17,1.3605094667449002e-32,1.9806198988335533e-31,3.3593350941758693e-20,1.5103422793050218e-41,8.483551249163587e-57,6.725314119691121e-46,3.4439459396784115e-57,7.302123136159894e-57,2.660718203453791e-16,1.0291292123668926e-32,1.6207351481959396e-70,1.294243842223542e-74,3.7117234539113873e-62,8.332650083736532e-29,1.7799606943779425e-47,4.59891813241772e-35,6.031582766327896e-54,6.052157223292077e-56,1.7290464423159226e-48,8.850688052928109e-45,7.076318538783452e-75,5.440062769093406e-46,9.969187964450581e-33,5.465414502924398e-43,2.586851853607836e-62,9.210765007814535e-64,6.861299411629068e-47,3.608071004388618e-49,2.8304113133685628e-39,2.997672908626106e-58
8.556707449750225e-19,0.9100692619088433,3.204613054564346e-22,2.266956560938364e-21,3.864702376517319e-31,3.050270142516055e-33,0.0,0.0,3.1625197424650845e-17,7.877783415435241e-31,1.0657006076259763e-40,9.66399551849524e-41,6.443971010835492e-37,5.026260861140944e-51,2.755523845628251e-34,6.308648048702122e-29,1.7212248519156176e-18,1.277273474103018e-28,4.348143010626993e-48,3.1519824602130387e-45,1.5850064362986227e-26,2.7955509912301184e-42,1.411318771606198e-18,2.579169500394078e-45,6.387291370716708e-33,7.916294565029779e-42,5.104422927902938e-25,2.825994709585232e-32,1.4428008463343293e-48,1.914834744493493e-48,3.0414906336831773e-45,7.870433805843301e-47,5.262453974014072e-37,4.792265320424146e-49,3.76,0.0,0.7911755925247272,0.9999999999935589,1.9922129773600657e-41,5.321580767918684e-16,9.558223804207423e-12,9.189048739363908e-12,3.691750648429495e-13,2.3932800401371135e-26,6.4409916245155255e-12,4.1372932388848165e-30,9.32338092551219e-31,2.1238954726890486e-33,2.048609034375238e-43,1.2770376322389574e-28,1.1760497279986745e-28,7.867037875007002e-28,6.363249528929542e-28,2.5035858641009385e-31,1.4340301410715767e-34,6.71882702394202e-20,9.319076242906159e-29,5.2909564626878934e-46,8.729879324929911e-45,2.3467368132360635e-39,1.4060224803168508e-49,3.0160250661497864e-32,1.1302818842853964e-39,1.411318771669576e-18,9.336909682245062e-45,2.706237344979962e-33,1.7212248517750087e-18,8.649317967399612e-46,7.70923400941214e-18,7.34453997431358e-27,6.400211814378241e-34,2.3916283860973238e-17,5.442259321105511e-32,7.922801974877865e-31,6.718877976130286e-20,1.2083311845338683e-40,1.357437241663012e-55,5.380506716460015e-45,5.510593782994145e-56,1.1684231985920996e-55,5.321580767920087e-16,4.1166843599286825e-32,5.186735477325146e-69,4.1418861428657257e-73,5.939059598981791e-61,3.3331956617040107e-28,1.4240361560827509e-46,1.8396421361259392e-34,4.82549583975307e-53,9.683944096182461e-55,1.3833260362836346e-47,7.080886582148554e-44,2.2645891549707866e-73,4.352257002026638e-45,3.9878374507779955e-32,4.372539172785863e-42,4.139173671346754e-61,1.4738295073735205e-62,5.489300966855149e-46,2.886612749111849e-48,2.2644365465543674e-38,4.796625178816881e-57
1.7113647021342128e-18,0.9100692619104104,6.409488944735469e-22,4.5339746289676064e-21,1.5459124418167757e-30,1.2201530385798626e-32,0.0,0.0,6.32512527601394e-17,3.1511774771497904e-30,8.525807920790096e-40,7.731380089419129e-40,5.155299170747222e-36,4.021104132004405e-50,1.1022319629844173e-33,2.523510560329956e-28,3.4424963965629447e-18,5.109197880680294e-28,3.478597697936588e-47,2.521645822538461e-44,6.340154739001825e-26,2.2364938798714656e-41,2.822675828573935e-18,2.063384576360397e-44,2.554968529304197e-32,6.333191833527925e-41,2.0418107106833817e-24,1.1304367561437022e-31,1.1542772076567669e-47,1.5319170382812725e-47,2.433250265867666e-44,6.296583422977689e-46,4.210063105838606e-36,5.217612626774291e-48,3.76,0.0,0.7911755925151682,0.9999999999871177,1.5938082240755554e-40,1.0643305896784893e-15,1.911670689870943e-11,1.8378346754783103e-11,7.383601439240521e-13,9.57331492212606e-26,1.288215795936748e-11,1.6549509671185813e-29,3.7294282505132124e-30,8.495754826893516e-33,1.6389261433112527e-42,5.108254468253077e-28,4.704294614699789e-28,3.146879171579695e-27,2.545351595406355e-27,1.001454739533908e-30,5.736237373559732e-34,1.343783649610697e-19,3.727706337177449e-28,4.232865641817867e-45,6.984069229523439e-44,1.8774340112515812e-38,1.278682591277913e-48,1.2064346089817188e-31,4.521219581799973e-39,2.8226758288274528e-18,7.469705305020991e-44,1.082516961908571e-32,3.442496396000498e-18,6.919618814291016e-45,1.541867714361497e-17,2.937875760334334e-26,2.5601368165834105e-33,4.7833216503133964e-17,2.1769480241967634e-31,3.1691852659674634e-30,1.3438040309006489e-19,9.666878924216156e-40,2.1719548212397725e-54,4.304507543428802e-44,8.817174281449787e-55,1.869543916057438e-54,1.0643305896790503e-15,1.646707247436422e-31,1.6598166340142648e-67,1.3254525016194945e-71,9.502737024052061e-60,1.3333053904709125e-27,1.1392559651469984e-45,7.358718478788099e-34,3.860489188749389e-52,1.5494704582143453e-53,1.106697971611944e-46,5.664843724575437e-43,7.246952850314549e-72,3.4818883239695725e-44,1.5951674330791628e-31,3.4981143679341795e-41,6.622846447226438e-60,2.3582129418082466e-61,4.391545359022828e-45,2.3093752776428043e-47,1.8115922363099975e-37,7.674879120242056e-56
3.422752616452593e-18,0.9100692619135446,1.2819768439904003e-21,9.068010795897326e-21,6.183712987020664e-30,4.880823067428991e-32,0.0,0.0,1.2650336342865763e-16,1.2604838131348409e-29,6.820728391626679e-39,6.185177739112029e-39,4.124288278250769e-35,3.216921481997495e-49,4.4089727000594116e-33,1.0094144922520547e-27,6.88503948661586e-18,2.0436999715758523e-27,2.7829123410696063e-46,2.0173406013306248e-43,2.536087696212449e-25,1.7892163411713477e-40,5.645389942062679e-18,1.6507272516631442e-43,1.0219978079682318e-31,5.066622084352876e-40,8.167325914545018e-24,4.521920014217331e-31,9.234363787592471e-47,1.2255556312864872e-46,1.9466233210375008e-43,5.037405819371659e-45,3.368090452629579e-35,6.388100902136039e-47,3.76,0.0,0.7911755924960501,0.9999999999742354,1.275061730542001e-39,2.1286756154260193e-15,3.8233673087251593e-11,3.675694278680049e-11,1.476730300442002e-12,3.829364916407426e-25,2.5764490576620297e-11,6.619871220695842e-29,1.4917864792241734e-29,3.3983365717687453e-32,1.311156498640963e-41,2.043322582143817e-27,1.8817369825968017e-27,1.2587644718572451e-26,1.01815099405684e-26,4.005859861447398e-30,2.2945183744460077e-33,2.6875855990737423e-19,1.4910977026744981e-27,3.3863327039960627e-44,5.5873216886682896e-43,1.5019650313683656e-37,1.2691017860722174e-47,4.825787826323165e-31,1.8085062778028395e-38,5.64538994307676e-18,5.975835273114529e-43,4.330111895839173e-32,6.885039484366049e-18,5.535761065492937e-44,3.083756339030342e-17,1.1751622578948256e-25,1.0240651476422938e-32,9.566708176605592e-17,8.70788072221194e-31,1.2676870008728297e-29,2.687667125062756e-19,7.733594915710253e-39,3.4751719004812465e-53,3.4436469021923815e-43,1.4107658229853823e-53,2.991323699520897e-53,2.1286756154282636e-15,6.586896003482468e-31,5.311511268920521e-66,4.241526292395764e-70,1.5204572573954846e-58,5.3332758112613356e-27,9.114155872968045e-45,2.9435175108797483e-33,3.0884294203856776e-51,2.4791842510439068e-52,8.853757762074043e-46,4.53192876287087e-42,2.3190677132137694e-70,2.785543757257161e-43,6.380734631955622e-31,2.798524705568554e-40,1.0596689186867143e-58,3.773209425438228e-60,3.513278134345685e-44,1.8475705715868605e-46,1.449290988223368e-36,1.2280029672922609e-54
6.845528445089354e-18,0.9100692619198133,2.564243828955303e-21,1.813608325324178e-20,2.4734980282341316e-29,1.9524681692545815e-31,0.0,0.0,2.530075847558583e-16,5.0419608969285773e-29,5.456616863516753e-38,4.948171973312273e-38,3.299450193261217e-34,2.5735524540936467e-48,1.76359804829307e-32,4.0376785042105735e-27,1.377012566975473e-17,8.174841703216258e-27,2.2263449324409388e-45,1.6138820604211518e-42,1.014440239926782e-24,1.4313815714805941e-39,1.1290818167253251e-17,1.3205896374450874e-42,4.08801202406267e-31,4.053334945248058e-39,3.2669469738763027e-23,1.8088787993471603e-30,7.387549483857522e-46,9.804569906320955e-46,1.5573079073753822e-42,4.0300515336591194e-44,2.694488344232376e-34,8.65287007389869e-46,3.76,0.0,0.7911755924578139,0.9999999999484706,1.0200554677138535e-38,4.257365666818232e-15,7.646760546248852e-11,7.351413485555125e-11,2.9534706069008777e-12,1.5317537520248428e-24,5.1529155601321595e-11,2.6479619655768205e-28,5.967176297646711e-29,1.3593415997214694e-31,1.0489314604867468e-40,8.173331972830423e-27,7.526986172035243e-27,5.0350834843617806e-26,4.0726246803897495e-26,1.6023522174071714e-29,9.17812085171339e-33,5.375189718120052e-19,5.964421143764107e-27,2.709082241661926e-43,4.46988386726334e-42,1.2015791506715522e-36,1.4091195029003191e-46,1.9303251885848013e-30,7.234062289440176e-38,1.1290818171309594e-17,4.780696637454457e-42,1.7320535679995658e-31,1.3770125660755434e-17,4.428635637448908e-43,6.167533579681151e-17,4.700672935471138e-25,4.096281454678009e-32,1.9133481220630163e-16,3.48317004055044e-30,5.070773785920161e-29,5.375515823733807e-19,6.186912636842302e-38,5.560310384310985e-52,2.7549338669217433e-42,2.2572396652711275e-52,4.786160647840896e-52,4.25736566682721e-15,2.6347718091683548e-30,1.6996992849005866e-64,1.3573009320204103e-68,2.4327470787638583e-57,2.1333211722812932e-26,7.291367942139565e-44,1.1774131340443466e-32,2.470760463549858e-50,3.9667200006667327e-51,7.083116472478995e-45,3.625564522044157e-41,7.421085110265595e-69,2.228448259047088e-42,2.552306827588047e-30,2.23883304726493e-39,1.6954810631258745e-57,6.037190482125278e-59,2.810639266203267e-43,1.4781427056580676e-45,1.1594396692053638e-35,1.9648225970644975e-53
1.3691080102362875e-17,0.9100692619323502,5.129622142615341e-21,3.627222866187153e-20,9.894019295197579e-29,7.810924638568146e-31,0.0,0.0,5.060160273709171e-16,2.0167894874408743e-28,4.365309275745047e-37,3.958549995171589e-37,2.639567973089277e-33,2.0588480672313505e-47,7.054410118591093e-32,1.6150755078304908e-26,2.7540298048164623e-17,3.269945187183841e-26,1.7810841880598484e-44,1.2911094832488252e-41,4.057771292985658e-24,1.145108662336652e-38,2.2581674610486717e-17,1.0564748441440851e-41,1.635208967755547e-30,3.242698596283761e-38,1.3067821060672113e-22,7.236346350271049e-30,5.910062973172258e-45,7.843764832079588e-45,1.245850037564945e-41,3.2242059710755395e-43,2.1555970600003277e-33,1.2590107813416667e-44,3.76,0.0,0.7911755923813415,0.999999999896941,8.16046843854822e-38,8.514745769191268e-15,1.5293547020557276e-10,1.4702851901191664e-10,5.906951193510537e-12,6.127030546384178e-24,1.030584848115068e-10,1.0591874871318116e-27,2.386876613283924e-28,5.437380683192053e-31,8.391477177243203e-40,3.26934116150968e-26,3.0108020915958455e-26,2.014038505437144e-25,1.6290540068228813e-25,6.409426152358083e-29,3.671258214433929e-32,1.0750398836693543e-18,2.385774521991622e-26,2.1672722281627222e-42,3.575917690988489e-41,9.612661653093777e-36,1.7574320831733007e-45,7.7213223099546e-30,2.8936325817577102e-37,2.2581674626712137e-17,3.824568689000943e-41,6.928231891234963e-31,2.7540298012167347e-17,3.542919830824143e-42,1.2335088026235244e-16,1.880273951988059e-24,1.6385167723008447e-31,3.8267027274440076e-16,1.3932715877626655e-29,2.028314665539208e-28,1.0751703262458206e-18,4.94954478082304e-37,8.896524870856743e-51,2.2039536285527137e-41,3.611594936938162e-51,7.657891159159151e-51,8.514745769227179e-15,1.0539114092030767e-29,5.439062748458809e-63,4.343382963226674e-67,3.8924076995290855e-56,8.533306367550428e-26,5.8331116236906296e-43,4.7096656419320794e-32,1.9766178607788354e-49,6.346772110676283e-50,5.666602349949622e-44,2.9004602196744493e-40,2.3747581489136202e-67,1.7827639308244773e-41,1.0209253218583405e-29,1.7910717481263822e-38,2.7127783466205045e-56,9.659550456050393e-58,2.2485181480978264e-42,1.1826416375569726e-44,9.275544850810915e-35,3.143730443762199e-52
2.738218341690992e-17,0.9100692619574242,1.0263756144899945e-20,7.254452145490017e-20,3.9576143668195333e-28,3.1251995093006905e-30,0.0,0.0,1.0120329124436647e-15,8.067168205355293e-28,3.492257134260874e-36,3.166845768631412e-36,2.111657490172648e-32,1.647080889832186e-46,2.8217676235964166e-31,6.460310236396834e-26,5.508064285351301e-17,1.3079798900518607e-25,1.4248741965062503e-43,1.0328891256167581e-40,1.6231105921498343e-23,9.160883010899476e-38,4.516338746836296e-17,8.451811285633243e-41,6.540844184758618e-30,2.5941962993818134e-37,5.22713501649071e-22,2.8951924230974226e-29,4.728059740163951e-44,6.275149771688765e-44,9.966815330149166e-41,2.579613063060479e-42,1.724480188636854e-32,1.9140580453793407e-43,3.76,0.0,0.7911755922283967,0.9999999997938819,6.528385211406607e-37,1.7029505972291786e-14,3.058711996621828e-10,2.940572874001029e-10,1.1813912261497485e-11,2.45081530007521e-23,2.061171398750078e-10,4.236755393818542e-27,9.547518786093513e-28,2.174955403939089e-30,6.713192654303177e-39,1.3077381738876035e-25,1.204322340744474e-25,8.056164183500629e-25,6.516224247236983e-25,2.5637745071220885e-28,1.4685055828789433e-31,2.1500820595763958e-18,9.543110199825976e-26,1.7338203619488406e-41,2.86073837664647e-40,7.690140614092564e-35,2.414162214792537e-44,3.0885343866777766e-29,1.1574547501566636e-36,4.516338753326473e-17,3.05965952108615e-40,2.7712962802410018e-30,5.508064270952375e-17,2.8343413639052787e-41,2.467019678035339e-16,7.521105339646859e-24,6.554075610860738e-31,7.653411924510297e-16,5.573093663755293e-29,8.113268921901776e-28,2.1506038305395792e-18,3.9596416765527806e-36,1.4234462337434153e-49,1.7631655119348608e-40,5.778561056847375e-50,1.2252652893091725e-49,1.7029505972435435e-14,4.2156510396873113e-29,1.7405040445903875e-61,1.3898857065985556e-65,6.2278622178032356e-55,3.413326868968814e-25,4.666496162819894e-42,1.8838695550009514e-31,1.581302435040686e-48,1.0154851305869111e-48,4.533429655567255e-43,2.320371612259216e-39,7.599243275132777e-66,1.4262133097339748e-40,4.083706435934856e-29,1.4328595181066921e-37,4.340452306313607e-55,1.5455321639163443e-56,1.7988172631322493e-41,9.46313057114534e-44,7.4204468516454585e-34,5.029980170714638e-51
