Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43)
3.4576536210787005e-18,0.5432193110322975,5.778780101287792e-26,1.0891525483563393e-28,1.2022257642086974e-37,2.042693991099019e-37,0.0,0.0,4.520861640428096e-20,7.456725869846974e-35,2.2973774579119247e-45,2.6700296100820797e-45,8.312380683765268e-51,4.054714560734784e-67,8.379100855848527e-45,3.0216175964028696e-34,1.541998001980808e-23,5.164204939983213e-34,1.0085054359483305e-60,9.801189077697775e-60,1.4294566374292365e-34,7.837466127206546e-53,1.0408310333854397e-24,3.778209269805015e-52,4.144990414852976e-39,3.98602558025752e-52,8.635905500600184e-52,1.0050441620612506e-57,7.133696931147427e-57,1.6378970804478477e-58,8.958325891921549e-52,1.4449764815974417e-71,3.510560726842442e-63,1.3259157185345382e-72,3.76,0.0,0.6354857073388048,0.9999999999991864,3.7971221908264466e-46,4.207057050442907e-21,1.104891123327326e-15,1.074789896977987e-15,3.010122634933917e-17,4.398350648224213e-33,8.135803450993578e-13,7.467042413659456e-38,4.7201246340926165e-40,8.757683554851127e-50,3.987474581662522e-58,5.163464227150116e-34,5.0902912366430446e-34,4.8160134744190374e-34,2.328896048513968e-34,1.2942296144025931e-39,8.114616246292483e-45,1.7559824631035113e-35,1.1196020398182415e-36,1.2119786344059436e-50,4.755282358404484e-49,6.365284348782672e-44,5.274281375229846e-60,4.023791817976708e-41,1.7494767090617155e-57,1.0408310336879117e-24,8.388755095945609e-37,1.2937092626595374e-58,1.7500992577357865e-53,1.5419980019223445e-23,6.807770865915409e-21,3.956151229677106e-31,5.3765825279365976e-42,3.8400903325276974e-20,9.721800406609432e-32,2.4432925227347217e-52,3.510088414627052e-65,1.6316746686926562e-47,1.1698379685552218e-66,3.8968357697234983e-63,2.345673997042111e-75,4.2070570504434916e-21
6.9168086115108875e-18,0.5432193110322976,1.1560088339911495e-25,2.1787780268899716e-28,4.810471440110573e-37,8.173448202185413e-37,0.0,0.0,9.043686312453314e-20,2.9836616314779533e-34,1.8386001854284742e-44,2.1368353505416823e-44,6.652430894820911e-50,3.2450039564508903e-66,3.3527317684340083e-44,1.2090406218956424e-33,3.084665564652555e-23,2.0663546600504025e-33,8.07133645233873e-60,7.843930043391986e-59,5.719688503318453e-34,6.272354867557222e-52,2.0821140119037574e-24,3.023715690764151e-51,1.6585360759406742e-38,3.190034601658163e-51,6.912224286832911e-51,8.0444286125668e-57,5.709848869288513e-56,1.3109815125386634e-57,7.169383331266098e-51,2.3129055298436843e-70,5.61993522664704e-62,2.122616712001778e-71,3.76,0.0,0.6354857073388037,0.9999999999983725,3.038851783331688e-45,8.415940873378402e-21,2.210262008323485e-15,2.1500464852301685e-15,6.021552309331665e-17,1.7599131695992828e-32,1.627513949662461e-12,2.9877895993735257e-37,1.8886646867735617e-39,7.008808732635694e-49,6.382556396497267e-57,2.0660582784301837e-33,2.0367795260104726e-33,1.9270327032198372e-33,9.318617715305167e-34,5.178677061768312e-39,3.246903649686463e-44,7.026217125521034e-35,4.479866508554209e-36,9.699512914926636e-50,3.805671107759163e-48,5.0941619978917445e-43,8.443758015770093e-59,1.6102071533686288e-40,1.4001131888850585e-56,2.082114013114039e-24,3.3565947243961066e-36,1.0354081650902636e-57,1.4007463239996344e-52,3.0846655644186235e-23,1.3618497776314987e-20,1.5829758044159448e-30,2.1513333504619393e-41,7.681848094554204e-20,3.8899864855648515e-31,1.955376584613998e-51,5.618427397630995e-64,1.305835633363426e-46,1.8725026019504243e-65,6.237531186939665e-62,7.509383684604552e-74,8.415940873380745e-21
1.383511859237526e-17,0.5432193110322978,2.3122761520976294e-25,4.358028991318757e-28,1.924503744806698e-36,3.269920709877514e-36,0.0,0.0,1.8089335656670193e-19,1.1936589369814255e-33,1.4711594946973903e-43,1.7097932380423825e-43,5.322955525714665e-49,2.5964961904493425e-65,1.3413110222873902e-43,4.836949762884146e-33,6.170000690346862e-23,8.266764291276099e-33,6.4586602066950895e-59,6.2763358015942084e-58,2.2882478451608283e-33,5.018836883792075e-51,4.1646799671262345e-24,2.419431960731801e-50,6.635224277560632e-38,2.5525134480938573e-50,5.531179726169659e-50,6.437175600196815e-56,4.569035908145167e-55,1.0490508142690852e-56,5.736595944381812e-50,3.7014036312719706e-69,8.994327522824932e-61,3.397108252634463e-70,3.76,0.0,0.6354857073388015,0.9999999999967446,2.4315431468539796e-44,1.683370851924938e-20,4.421003778315795e-15,4.300559661874585e-15,1.2044411644120991e-16,7.04079865388384e-32,3.2553811277787772e-12,1.195310398200452e-36,7.5558886391414e-39,5.608111909275036e-48,1.0214168266697447e-55,8.265578571765779e-33,8.148444296927845e-33,7.709385610392496e-33,3.7280538729997455e-33,2.0718662830002142e-38,1.2989730243364053e-43,2.8109443700137028e-34,1.7922383148820388e-35,7.761084649900357e-49,3.045115090545103e-47,4.076103546035049e-42,1.3513940194331248e-57,6.443207758170743e-40,1.120303469046781e-55,4.164679971968148e-24,1.3428564581333352e-35,8.2850287142411e-57,1.1210259656427234e-51,6.170000689410985e-23,2.7239951596568396e-20,6.332933989476218e-30,8.606734321857922e-41,1.5365363618350847e-19,1.5562478947548933e-30,1.5645983576804328e-50,8.991313039161622e-63,1.0448669074475669e-45,2.9966137941255683e-64,9.982125588114755e-61,2.4035192220954737e-72,1.6833708519258744e-20
2.7671738554104005e-17,0.5432193110322983,4.6248334698375425e-25,8.716530949622539e-28,7.698656941295646e-36,1.3080821018429398e-35,0.0,0.0,3.6180634345769733e-19,4.775024344454332e-33,1.1770393446801345e-42,1.3679649445489776e-42,4.2587688753395775e-48,2.0773941784201775e-64,5.365680738863429e-43,1.9349373686243276e-32,1.2340670943138736e-22,3.306974938937601e-32,5.1680023907425614e-58,5.0215453985433545e-57,9.153736321870502e-33,4.015450743343238e-50,8.329811870314556e-24,1.935729351450784e-49,2.6543057211442723e-37,2.0422050985476176e-49,4.4255039683794485e-49,5.150397140985199e-55,3.655691508874339e-54,8.39346906255436e-56,4.5897125130511005e-49,5.922849928889356e-68,1.4392869297424317e-59,5.436110523245317e-69,3.76,0.0,0.6354857073387971,0.9999999999934889,1.945419240116642e-43,3.3669243810991263e-20,8.842487318300382e-15,8.601586015723635e-15,2.409013025767499e-16,2.816548666284344e-31,6.511115359971852e-12,4.7816307690774826e-36,3.022601492065683e-38,4.48691544634586e-47,1.6344331416653533e-54,3.306500612502432e-32,3.25964292925608e-32,3.0840052150359854e-32,1.4913429121775265e-32,8.288605612064632e-38,5.196316089373107e-43,1.1244692584966628e-33,7.16953672443102e-35,6.209458257604609e-48,2.436323366682551e-46,3.261192408669623e-41,2.1625446177840925e-56,2.5785574615568146e-39,8.963281816461699e-55,8.329811889683783e-24,5.371863000730238e-35,6.628728366649752e-56,8.972516943488255e-51,1.234067093939492e-22,5.44828592348922e-20,2.533379764757693e-29,3.442973966220563e-40,3.0732394664918645e-19,6.225498215082021e-30,1.2517975347389108e-49,1.4387564406026705e-61,8.359728931400192e-45,4.795069827293545e-63,1.597306168957323e-59,7.69208792537931e-71,3.3669243811028747e-20
5.5344978477561494e-17,0.543219311032299,9.250038831425161e-25,1.7433534984016055e-27,3.079600437335698e-35,5.232600246820615e-35,0.0,0.0,7.236323172663189e-19,1.910087459914857e-32,9.41676175208935e-42,1.0944246715759242e-41,3.4071770310284284e-47,1.6619942291761082e-63,2.1463596196299154e-42,7.740064390225771e-32,2.46820114543355e-22,1.3228438804146847e-31,4.135532021310024e-57,4.0174270312666293e-56,3.661643522707388e-32,3.2125130968411233e-49,1.6660075647664656e-23,1.5486569982089725e-48,1.061765492002183e-36,1.6338418391536373e-48,3.540627263959264e-48,4.120585988515396e-54,2.9247383325822277e-53,6.71520029811714e-55,3.6719443215671783e-48,9.477043904841582e-67,2.3030147374671137e-58,8.698366744882574e-68,3.76,0.0,0.6354857073387882,0.9999999999869774,1.556409308816691e-42,6.734031439447479e-20,1.7685454398269437e-14,1.7203638725662595e-14,4.818156726068433e-16,1.1266653037406178e-30,1.3022583328199808e-11,1.912730170987083e-35,1.2090898382458874e-37,3.589702580381268e-46,2.6152258683416735e-53,1.3226541420962137e-31,1.303910178102042e-31,1.2336522767802169e-31,5.965614358981944e-32,3.315949957997347e-37,2.0786119036892772e-42,4.498060061593018e-33,2.867931387253634e-34,4.967804029791053e-47,1.949151196469689e-45,2.6090776977716624e-40,3.4603225846205895e-55,1.032316669302217e-38,7.170970779675418e-54,1.6660075725144718e-23,2.14883263729682e-34,5.303264799976522e-55,7.183886862907296e-50,2.4682011439359636e-22,1.0896867450280778e-19,1.013393141102986e-28,1.3772456627966812e-39,6.146645675395229e-19,2.490300615993597e-29,1.0014855696129975e-48,2.3021273952834396e-60,6.688100605216812e-44,7.672501924854369e-62,2.555822734112902e-58,2.4616003670070413e-69,6.73403143946247e-20
1.1069145832447649e-16,0.5432193110323009,1.850081245903137e-24,3.486754352395572e-27,1.2318751186975474e-34,2.093129824243475e-34,0.0,0.0,1.447284264990086e-18,7.640505287173741e-32,7.533588164440542e-41,8.755617386157662e-41,2.725806623190879e-46,1.3296269256426378e-62,8.58561305805564e-42,3.0960887224161276e-31,4.936469249918115e-22,5.2914838007560645e-31,3.3099983155401916e-56,3.214017910965623e-55,1.4646872087323422e-31,2.57007147916486e-48,3.332060308625871e-23,1.2389550061330147e-47,4.247148376493573e-36,1.3071046084879161e-47,2.832591450566303e-47,3.2965850570494844e-53,2.3398647205025694e-52,5.372330267342428e-54,2.937625181643378e-47,1.5163659693562015e-65,3.684948161682616e-57,1.3917858768234843e-66,3.76,0.0,0.6354857073387705,0.9999999999739545,1.2451570524901436e-41,1.3468245556144088e-19,3.537138855820705e-14,3.4407744154503966e-14,9.636444037030847e-16,4.5067528482359286e-30,2.6045517280023256e-11,7.651076616070204e-35,4.8364580966630795e-37,2.8718299100576064e-45,4.184467212219766e-52,5.290724831849732e-31,5.215746426404821e-31,4.93470944886165e-31,2.3862942670503935e-31,1.326705216193999e-36,8.314623887939588e-42,1.7992606308959837e-32,1.147195895089713e-33,3.974340109496066e-46,1.5593579281866976e-44,2.0873115646496013e-39,5.536716544479052e-54,4.136164540199234e-38,5.736920651587666e-53,3.3320603396185263e-23,8.595505428327147e-34,4.242724577929612e-54,5.756098181231619e-49,4.936469243927649e-22,2.179403050037108e-19,4.053655035786195e-28,5.5090950203401434e-39,1.2293458091561174e-18,9.961405120627007e-29,8.012074726787906e-48,3.683497506199048e-59,5.350607430662437e-43,1.2276315159287498e-60,4.089422654359186e-57,7.877332722322444e-68,1.3468245556204054e-19
2.2138441801830647e-16,0.5432193110323045,3.700381133196613e-24,6.973556248851623e-27,4.927629651991674e-34,8.372981603701196e-34,0.0,0.0,2.8945881608637162e-18,3.056233205033701e-31,6.026941973830618e-40,7.004596546258814e-40,2.180671657185763e-45,1.0637141366161722e-61,3.4342800820462465e-41,1.2384480679907597e-30,9.873005467868087e-22,2.116615550314658e-30,2.650420776839378e-55,2.5712448418686874e-54,5.858808437375098e-31,2.056081583048638e-47,6.66416574990222e-23,9.91175768027738e-47,1.698876632334323e-35,1.045696193354511e-46,2.266109018297441e-46,2.6373288771909763e-52,1.8719214018027558e-51,4.297932233539893e-53,2.350128032366395e-46,2.4262174171541917e-64,5.896016909546356e-56,2.2268951724131627e-65,3.76,0.0,0.6354857073387351,0.9999999999479087,9.961375450578244e-41,2.69366737895369e-19,7.074325687808032e-14,6.88159550480405e-14,1.927301830039787e-15,1.8027194318622144e-29,5.2091377245142714e-11,3.060461995240367e-34,1.9346031948470896e-36,2.297490674087678e-44,6.695230747066648e-51,2.116311959510916e-30,2.0863194729969065e-30,1.973903814809023e-30,9.545273960292781e-31,5.3092608502241474e-36,3.325889080916322e-41,7.197115737439813e-32,4.5888302633629795e-33,3.1795139042236035e-45,1.2475010811883996e-43,1.6698688493970322e-38,8.858904547628787e-53,1.6599337823921274e-37,4.589603567085813e-52,6.6641658738741e-23,3.438237149083932e-33,3.3942245855013256e-53,4.6190970041083005e-48,9.873005443905975e-22,4.358835658658042e-19,1.6214785083411427e-27,2.203660653799214e-38,2.458708291732992e-18,3.984602574440631e-28,6.409735846428579e-47,5.893670945512057e-58,4.2805366582981225e-42,1.9642353630675228e-59,6.543161207231983e-56,2.5207802942384267e-66,2.6936673789776774e-19
4.4277033740596643e-16,0.5432193110323116,7.40156155487126e-24,1.3947160795692657e-26,1.9711251276643742e-33,3.349511386852254e-33,0.0,0.0,5.78919595431536e-18,1.2224995003816847e-30,4.8215820541116556e-39,5.6037417014358616e-39,1.7445484435750555e-44,8.509763141879727e-61,1.3737189586990608e-40,4.9538173152998574e-30,1.97460779396914e-21,8.466509253482009e-30,2.1241743424609686e-54,2.0570080761074409e-53,2.343535297585402e-30,1.6448750243334356e-46,1.332837644668508e-22,7.929453196028263e-46,6.795541092053697e-35,8.36562039793728e-46,1.8129015603455142e-45,2.1099103535723232e-51,1.497548976771275e-50,3.4383730062477636e-52,1.8801135758657823e-45,3.881975632705627e-63,9.433707524488987e-55,3.563062525997252e-64,3.76,0.0,0.6354857073386644,0.9999999998958169,7.96914894477151e-40,5.387353025632094e-19,1.4148699351781897e-13,1.3763237697852878e-13,3.854616539290077e-15,7.210914038747173e-29,1.0418306542129122e-10,1.224191197574868e-33,7.738454350091996e-36,1.838002609562406e-43,1.0712431115101655e-49,8.465294882867054e-30,8.345317772621378e-30,7.895655063843375e-30,3.818128838071141e-30,2.125623952303985e-35,1.3303669595791502e-40,2.8788609383615925e-31,1.8355414437572542e-32,2.543632749101655e-44,9.980066805050648e-43,1.3359026543853382e-37,1.4174367617240577e-51,6.6833782085341994e-37,3.6717247798215804e-51,1.332837694257512e-22,1.3753018565063433e-32,2.71539736153779e-52,3.717961757048675e-47,1.974607784384247e-21,8.717700870311405e-19,6.485947018404694e-27,8.814689279786177e-38,4.917433254261486e-18,1.5938491306491077e-27,5.127819096991735e-46,9.429933447136401e-57,3.4244495074723097e-41,3.1427964377875246e-58,1.0469125734190705e-54,8.066550928428215e-65,5.387353025728043e-19
8.855421761812863e-16,0.5432193110323259,1.4806244986561403e-23,2.7894372905542263e-26,7.885026495496059e-33,1.3400493309824414e-32,0.0,0.0,1.157841154803618e-17,4.8900104407523385e-30,3.85727687005822e-38,4.483056601769002e-38,1.3956441208900313e-43,6.80782999587952e-60,5.4948893192658625e-40,1.9815318429393813e-29,3.949222302703151e-21,3.386615505459789e-29,1.7054647555577106e-53,1.6456113376152943e-52,9.374165052410722e-30,1.3159039193458543e-45,2.665679709717151e-22,6.343581376019082e-45,2.7182233486511766e-34,6.692517978080806e-45,1.4503269905179253e-44,1.6879838541259563e-50,1.1980439316921578e-49,2.7507093109531265e-51,1.5040953128206087e-44,6.211190495398433e-62,1.50939982958685e-53,5.700924351478968e-63,3.76,0.0,0.6354857073385229,0.9999999997916338,6.37534014437254e-39,1.0774724318988267e-18,2.8297446679726483e-13,2.7526522141316606e-13,7.709245384098296e-15,2.884372658574407e-28,2.083663147573815e-10,4.8967786267917e-33,3.0953913807244594e-35,1.4704051106674712e-42,1.713992445064346e-48,3.386129754999777e-29,3.338133545655648e-29,3.158269773596573e-29,1.5272552863874068e-29,8.51778795261762e-35,5.321517955321348e-40,1.1515473044677464e-30,7.342184466052187e-32,2.0349226879417105e-43,7.984075427284447e-42,1.0687247306564432e-36,2.267906437395031e-50,2.708245612448785e-36,2.9374208093958744e-50,2.665679908073665e-22,5.501221430130242e-32,2.1723245245178568e-51,3.0106378950058573e-46,3.949222264363483e-21,1.7435431271264103e-18,2.594385401856562e-26,3.5258861433030054e-37,9.834883168817453e-18,6.375412689168708e-27,4.1022674354078623e-45,1.508794141625968e-55,2.7395675106439467e-40,5.02848988733359e-57,1.6750654866409096e-53,2.5813048489485435e-63,1.0774724319372063e-18
1.771085853731926e-15,0.5432193110323544,2.9624902203225624e-23,5.578880919352591e-26,3.1544193560113596e-32,5.362135093684389e-32,0.0,0.0,2.3156842762747952e-17,1.956006666118038e-29,3.0858257255007303e-37,3.5865305052516517e-37,1.1165189133405423e-42,5.44627093003306e-59,2.19795813074538e-39,7.926136470534606e-29,7.898451377648568e-21,1.3546504778774862e-28,1.3741662240812706e-52,1.3164910138561099e-51,3.749670806779687e-29,1.052724690164155e-44,5.331363542582746e-22,5.074872625964187e-44,1.0872907212447758e-33,5.354025157144451e-44,1.16026389561389e-43,1.3504679846374335e-49,9.584370584680842e-49,2.200571840188076e-50,1.2032780185090911e-43,9.937951645672147e-61,2.415045629812929e-52,9.121498761250533e-62,3.76,0.0,0.63548570733824,0.9999999995832678,5.100282998562602e-38,2.1549466905698077e-18,5.659494133560304e-13,5.505309125770827e-13,1.5418500778945953e-14,1.1537502966861944e-27,4.1673230536597386e-10,1.9587150480213897e-32,1.2381595416487823e-34,1.176323689566723e-41,2.742385927184138e-47,1.3544561766634494e-28,1.335253473957208e-28,1.2633092887482236e-28,6.1090278507524e-29,3.419335942170875e-34,2.1286393136105423e-39,4.6061950796393875e-30,2.9368775359556544e-31,1.627957287173842e-42,6.3872670886581e-41,8.54980150892433e-36,3.6286499619611366e-49,1.1112096754077819e-35,2.3499919226421984e-49,5.33136433600976e-22,2.2004913811387417e-31,1.737861566591847e-50,2.4665294231228913e-45,7.898451224289698e-21,3.487089198375343e-18,1.0377554776206132e-25,1.4103574223613725e-36,1.9669782955925313e-17,2.550168280817938e-26,3.281818795195089e-44,2.4140744437006495e-54,2.191656902075805e-39,8.045595333442415e-56,2.68010889758616e-52,8.260188647871069e-62,2.154946690723326e-18
2.6566295312825656e-15,0.5432193110323829,4.445284977309435e-23,8.368325755341079e-26,6.703738120473535e-32,1.1397377424585719e-31,0.0,0.0,3.4735274004729866e-17,4.156515723852484e-29,8.82353572369914e-37,1.0255370817906181e-36,3.1925508436107866e-42,1.5572934991430546e-58,4.6706621991440416e-39,1.6843044859750726e-28,1.1847680510071374e-20,2.878637285421654e-28,3.945353920922405e-52,3.7643429121819165e-51,7.968053470613624e-29,3.0101357962847464e-44,7.997047078216686e-22,1.4510969437900203e-43,2.310493645562585e-33,1.5313084884255225e-43,3.4444932739063063e-43,4.009331534355536e-49,2.845361646144376e-48,6.532951388568602e-50,3.44062436745694e-43,3.6585136401975983e-60,9.133083656874652e-52,3.4508501318972057e-61,3.76,0.0,0.635485707337957,0.9999999993749024,1.45836327034016e-37,3.2324209492405343e-18,8.489243599146701e-13,8.25796606035641e-13,2.3127753879025522e-14,2.4517199539635476e-27,6.250977879122167e-10,4.162272898503182e-32,2.6310924624340012e-34,3.3635917692060157e-41,1.009388875273136e-46,2.8782243940374363e-28,2.837412284332962e-28,2.6845329090669275e-28,1.2981687476837807e-28,7.284035344860947e-34,4.523403652604121e-39,9.788168211811987e-30,6.240867120240649e-31,4.6549696082907264e-42,1.8263594307750812e-40,2.4447083187614956e-35,1.3834223288444144e-48,2.4023145463360792e-35,6.719596190790523e-49,7.99704876424965e-22,4.676045949809143e-31,5.038151528999173e-50,7.148030714910326e-45,1.1847680184183654e-20,5.23063526068267e-18,2.205231210686745e-25,2.9970126180132834e-36,2.95046827010291e-17,5.419109568169841e-26,9.38395415700835e-44,8.885400164973016e-54,6.266770754312978e-39,2.9613141851920774e-55,9.882820907865837e-52,3.7767537280261864e-61,3.2324209495667607e-18
3.5421732088332052e-15,0.5432193110324112,5.929008769608814e-23,1.1157771798881366e-25,1.1436724568035232e-31,1.9447043513766236e-31,0.0,0.0,4.631370527398193e-17,7.090528219001545e-29,1.861139512131342e-36,2.16318028654908e-36,6.73402233136792e-42,3.2847833415947885e-58,7.967600879997083e-39,2.87322563674323e-28,1.5796909699971577e-20,4.910623842075852e-28,8.3527245725046e-52,7.940091068324051e-51,1.3592564508464645e-28,6.349249499019917e-44,1.0662730316619004e-21,3.060784361764558e-43,3.941431107266202e-33,3.2307137483284246e-43,7.505295200691393e-43,8.73637638372123e-49,6.199895244455842e-48,1.4234961763712146e-49,7.257274733310011e-43,9.280474923415562e-60,2.3765083236208236e-51,8.982546282711654e-61,3.76,0.0,0.635485707337674,0.9999999991665373,3.076112195538119e-37,4.309895207911007e-18,1.1318993064731837e-12,1.10106230178884e-12,3.0837004684337675e-14,4.1823460842493304e-27,8.334627623973489e-10,7.100352379760623e-32,4.48833920319587e-34,7.094866123044703e-41,2.5600501222088467e-46,4.909919496005492e-28,4.840288710966278e-28,4.5794976892998315e-28,2.214523346715984e-28,1.2453894909720794e-33,7.716464443922308e-39,1.6697466704078027e-29,1.0646187209503311e-30,9.818733686641801e-42,3.852320939676003e-40,5.156596126852555e-35,3.722196313245268e-48,4.162455369351151e-35,1.417374131361727e-48,1.0662733192793328e-21,7.976785856167974e-31,1.0757291312219186e-49,1.525959962283221e-44,1.5796909144045356e-20,6.974181314048392e-18,3.7618657375834893e-25,5.1125552239404535e-36,3.9339582404128825e-17,9.244365106226271e-26,1.9793481178771395e-43,2.2535303136913455e-53,1.3218436149534978e-38,7.510534950829635e-55,2.514638392547242e-51,1.1284763063678065e-60,4.309895208467511e-18
5.3132605639344846e-15,0.5432193110324682,8.898636743181663e-23,1.67366667211348e-25,2.368151705643345e-31,4.027803579604257e-31,0.0,0.0,6.947056787648742e-17,1.4680040873882453e-28,5.0833498213997044e-36,5.90843175820223e-36,1.839273832137065e-41,8.971762348636468e-58,1.6495905616176837e-38,5.948649082853501e-28,2.3695368214667896e-20,1.0166847693361743e-27,2.2954405525136313e-51,2.16868558176977e-50,2.8141683824854003e-28,1.7341773183411537e-43,1.5994096095839326e-21,8.359953164151971e-43,8.160234024728137e-33,8.828049632389427e-43,2.17851658070363e-42,2.5360199332136657e-48,1.7996389423553383e-47,4.131971672725157e-49,1.9821872108691653e-42,3.246565781124703e-59,8.716119867145216e-51,3.29646906649667e-60,3.76,0.0,0.635485707337108,0.9999999987498085,8.401822986833106e-37,6.464843725251357e-18,1.6978491995899151e-12,1.651593698680617e-12,4.6255500909285476e-14,8.65901612182238e-27,1.2501915189831354e-09,1.470039241609195e-31,9.292554055941941e-34,1.9378693818853438e-40,8.952764030295457e-46,1.0165389427767389e-27,1.0021191829182997e-27,9.481268285270105e-28,4.584889332269303e-28,2.5881619738975996e-33,1.597620036455042e-38,3.4569990563781697e-29,2.2041582686400937e-30,2.681825172732478e-41,1.0521881615036638e-39,1.4084253433832218e-34,1.5055022172176995e-47,8.840353938161002e-35,3.871363924010523e-48,1.599410205059367e-21,1.651492515676851e-30,3.008040990080175e-49,4.250812273589462e-44,2.3695367063693056e-20,1.0461273399794435e-17,7.788466648762345e-25,1.0584910807700108e-35,5.900938171174732e-17,1.9139287101801115e-25,5.4062147208024175e-43,7.880706315074643e-53,3.6103651368557605e-38,2.6264707129425135e-54,8.871519464294894e-51,4.973863464334746e-60,6.464843726403526e-18
7.084347919035764e-15,0.5432193110325252,1.1871681110879506e-22,2.231556608699292e-25,4.0281284412628e-31,6.8527309363010565e-31,0.0,0.0,9.262743057927505e-17,2.4966907291546854e-28,1.0636068601683393e-35,1.2362629148377978e-35,3.848382429086486e-41,1.8771927175851413e-57,2.8055212855389133e-38,1.0117093860512043e-27,3.1593826940729084e-20,1.7291184588725255e-27,4.82891475986668e-51,4.53761620404382e-50,4.786163877533324e-28,3.628479463569004e-43,2.132546078203324e-21,1.7491820582855745e-42,1.387842225265113e-32,1.8477589079364643e-42,4.764110956952905e-42,5.546220824427244e-48,3.935608158308986e-47,9.036157774318807e-49,4.147399156352378e-42,8.11456669043458e-59,2.259120851149829e-50,8.547993110756144e-60,3.76,0.0,0.635485707336542,0.9999999983330816,1.7579435076319407e-36,8.619792242590772e-18,2.2637990927061835e-12,2.202125104010601e-12,6.167398869556072e-14,1.4726717045943566e-26,1.6669184072573057e-09,2.50015400422279e-31,1.580422968560313e-33,4.0547363214771185e-40,2.2370807520749153e-45,1.728870445052584e-27,1.7043403298150222e-27,1.612515285143256e-27,7.797695360599763e-28,4.4175495120340546e-33,2.717172208453654e-38,5.879450586093653e-29,3.74869633115733e-30,5.611320395044934e-41,2.2015291394381715e-39,2.9468949082987506e-34,4.0779837809308736e-47,1.5395220656764674e-34,8.100328302694847e-48,2.1325470909511167e-21,2.8087565310917455e-30,6.405754420872988e-49,9.048058359810426e-44,3.159382498322213e-20,1.394836545265901e-17,1.3246143225885173e-24,1.8002184178822799e-35,7.867918086490194e-17,3.2550917467119806e-25,1.1311610918067768e-42,1.9691741679148253e-52,7.554091519855087e-38,6.562835364730466e-54,2.22880355638969e-50,1.4560358372931769e-59,8.619792244550309e-18
8.855435274137043e-15,0.5432193110325823,1.4848385900801023e-22,2.7894470216273752e-25,6.154887175688566e-31,1.0473321154947606e-30,0.0,0.0,1.157842933895078e-16,3.8143795609424384e-28,1.9362556426088076e-35,2.2506088463501683e-35,7.005844717576174e-41,3.4173573435137285e-57,4.286202105775608e-38,1.5456632492067396e-27,3.9492285893252633e-20,2.6417083799860748e-27,8.839158971217492e-51,8.260557583058638e-50,7.312177484068747e-28,6.605508748184514e-43,2.665682429712767e-21,3.184319370659201e-42,2.1203094738061348e-32,3.364593580770131e-42,8.938047723249369e-42,1.0405922374979026e-47,7.383737497724873e-47,1.695306399601662e-48,7.550182253328767e-42,1.72200163218779e-58,4.937728766860299e-50,1.8689991832709691e-59,3.76,0.0,0.635485707335976,0.9999999979163567,3.200270886704056e-36,1.0774740759929187e-17,2.8297489858219554e-12,2.7526565183815164e-12,7.709246744040568e-14,2.2499092894320258e-26,2.0836432937773104e-09,3.8196738134592604e-31,2.4145336542914367e-33,7.381573473864097e-40,4.746260755499418e-45,2.6413294693034995e-27,2.6038437961365784e-27,2.4635587103898498e-27,1.1913115254268284e-27,6.773669674588345e-33,4.1512862717277407e-38,8.9824726290328e-29,5.7271613805690224e-30,1.021527739335445e-40,4.007798678550028e-39,5.3647056050023215e-34,9.161045195301753e-47,2.408355306948952e-34,1.4746597234133537e-47,2.6656839769625604e-21,4.2911456427273034e-30,1.1805556673011732e-48,1.6756677000483825e-43,3.949228290262411e-20,1.7435457470293453e-17,2.0237115147319895e-24,2.75033050475571e-35,9.834897985255954e-17,4.973044949168689e-25,2.0592357106363533e-42,4.1778180028678064e-52,1.3751934383540623e-37,1.3923770509783849e-53,4.748060447235054e-50,3.548942715373796e-59,1.077474076292292e-17
