Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68)
2.280494814124736e-19,0.7471216792488387,3.241112521295397e-24,4.8946150902983945e-25,6.580898736251814e-34,2.973439003156253e-36,0.0,0.0,4.708166885124586e-19,6.919587621753258e-34,8.131770524164713e-45,9.22571609880962e-45,7.441878586570537e-42,1.05244165996446e-57,2.585755735087026e-39,1.974631394318243e-32,4.68933492714619e-21,2.809387134235283e-32,3.015979505517568e-55,1.310937487020505e-53,3.3812084432464964e-31,9.953595427563556e-49,1.3828982460054486e-21,3.4853841145149136e-50,9.493619055854683e-37,4.119548012366159e-48,1.5231173578250177e-29,1.2441498902844587e-37,1.0644721327416139e-53,2.099498163813406e-54,5.084309083327517e-50,1.4719646998612331e-53,4.1018110034793585e-42,1.6033365196785747e-54,3.76,0.0,0.9229709546536681,0.9999999999995434,3.371988568046069e-45,1.298911463720759e-18,5.347230388722321e-14,5.1182379483182054e-14,2.289924404041133e-15,1.8774880049077934e-30,4.567315124052446e-13,1.0547116976662282e-34,6.077234230760056e-36,8.399047745787465e-38,8.480854964336063e-48,2.808787572565501e-32,2.677849346998581e-32,1.403622356033095e-31,9.009642749008543e-32,3.897507796840972e-36,4.9598145232108175e-40,3.5202294712644254e-23,2.735257464519136e-33,4.2478918686572554e-50,1.1425494617021502e-48,2.2128596397921826e-43,3.8059465760320407e-57,2.8479954454971972e-37,1.6937457302898237e-45,1.3828982460252518e-21,4.9173590065303207e-36,5.945101324824655e-54,3.9015172907540187e-51,4.689334927104603e-21,9.555679614287142e-20,3.456377638662754e-30,2.0010745420542542e-38,3.7526313347480833e-19,1.157588298914673e-32,2.7024018107405597e-50,1.0348160843426843e-62,7.327492919654011e-46,3.2350369520768456e-63,5.789365967432293e-52,1.252735113680952e-65,1.2989114637208007e-18,2.3963967761272855e-35,8.161876226773174e-70,6.901241441509471e-70,1.6690798312764076e-68,3.5202309910823075e-23,1.4052379617388682e-31,1.076862090943067e-51,7.814952676176294e-39,4.879201483293587e-60,4.219965800559827e-53,2.6803367801868166e-43,7.521501083285942e-36,1.4913409553671908e-69,1.2859344190717005e-54,6.21737504424917e-34,5.933729450236122e-51,6.124305491094141e-63,3.092639434376049e-67,6.036035122341815e-67,2.7435462156204452e-68,9.502275469573612e-98,4.864385204631599e-55,1.3530523138377232e-49
4.562970944334723e-19,0.7471216792488458,6.485048169529535e-24,9.793482672226185e-25,2.6340745281192768e-33,1.1901516385278324e-35,0.0,0.0,9.420424271450925e-19,2.7696383452783102e-33,6.510360892001467e-44,7.386182552741919e-44,5.95802784946132e-41,8.425932575235337e-57,1.03497616139388e-38,7.903671615002124e-32,9.382743994190158e-21,1.1244870020748241e-31,2.4146176356635253e-54,1.0495470957678418e-52,1.3533645456977568e-30,7.96892855459054e-48,2.766997967423918e-21,2.79042655435785e-49,3.799921730859631e-36,3.298152510248835e-47,6.096438789076726e-29,4.979895677694935e-37,8.524410310943811e-53,1.68130014417339e-53,4.0705387442576395e-49,1.178780804468666e-52,3.2839428791611816e-41,1.3555716027086268e-53,3.76,0.0,0.9229709546536146,0.9999999999990863,2.6996411689407017e-44,2.5989514343603767e-18,1.0699106503238078e-13,1.0240922671622419e-13,4.581838316156528e-15,7.514844893603279e-30,9.138598372291046e-13,4.2215954494635655e-34,2.4324774661705283e-35,3.361807954661023e-37,6.789840695309488e-47,1.124247020858527e-31,1.0718376060696782e-31,5.618147368994545e-31,3.6062050799084027e-31,1.5600189407818774e-35,1.9852183773390346e-39,7.043517358670154e-23,1.094815814475945e-32,3.4008963966246226e-49,9.14734287974534e-48,1.771633224751648e-42,5.20964833382859e-56,1.1399406070636666e-36,6.779396961689119e-45,2.766997967503183e-21,1.968225103356578e-35,4.760420306173137e-53,3.1235866842393465e-50,9.382743994023702e-21,1.911966129563487e-19,1.3834518134593065e-29,8.009513122592619e-38,7.50852299207693e-19,4.633369957687883e-32,2.1635646285045665e-49,1.657054002961647e-61,5.866449764595167e-45,5.180274066944808e-62,4.635012956562833e-51,2.0060083761395595e-64,2.598951434360543e-18,9.591832295029808e-35,1.3069636107260678e-68,1.1050977961109565e-68,2.6727023813773666e-67,7.043523441902444e-23,5.624614002659642e-31,8.621444509179951e-51,3.128017715038669e-38,7.813079504170458e-59,3.378545354666191e-52,2.1458991836184114e-42,3.010560592776637e-35,2.388922428123344e-68,1.029529438442935e-53,2.4885703123871074e-33,4.750593626174557e-50,9.81029229462516e-62,4.9522548569811e-66,9.668895343380154e-66,4.3947824519661956e-67,6.091339865019649e-96,3.895469554274433e-54,1.0832645647910165e-48
9.1279232047547e-19,0.7471216792488597,1.2972941125926232e-23,1.9591217843318118e-24,1.0539729168737023e-32,4.762165894950977e-35,0.0,0.0,1.8844939044098623e-18,1.10821610021177e-32,5.210267358000747e-43,5.911190923237636e-43,4.768233044953794e-40,6.743306872579853e-56,4.141252764188222e-38,3.1624981467437618e-31,1.8769562128526323e-20,4.499412728160306e-31,1.9324282587871766e-53,8.399566554621486e-52,5.415221022132553e-30,6.377564764380954e-47,5.535197410141903e-21,2.2331893110693674e-48,1.5204636550613778e-35,2.639530144262531e-46,2.439369613065277e-28,1.9926499612321804e-36,6.822983236212798e-52,1.345721150569024e-52,3.257668115244664e-48,9.435267877182423e-52,2.6281523601076208e-40,1.1999969742756303e-52,3.76,0.0,0.9229709546535075,0.999999999998172,2.1605334129718037e-43,5.199031375639312e-18,2.1402858732268347e-13,2.0486292118388802e-13,9.165666138795229e-15,3.0069168105358154e-29,1.828116485785354e-12,1.6891880686879017e-33,9.73307832065577e-35,1.3451610786955428e-36,5.4339361289681594e-46,4.498452488319502e-31,4.288746554131688e-31,2.247990744727978e-30,1.4429517616407965e-30,6.242108599763041e-35,7.943459400739897e-39,1.4090093153057557e-22,4.380689321547063e-32,2.721750721683067e-48,7.320654362061558e-47,1.417845014541552e-41,7.630739439090602e-55,4.56124902888083e-36,2.7126418514400727e-44,5.535197410459066e-21,7.875464145371281e-35,3.8100727581036684e-52,2.499819568847583e-49,1.8769562127860276e-20,3.824762465721547e-19,5.535609283158604e-29,3.2048485393274497e-37,1.5020306306619148e-18,1.8539515073470366e-31,1.7315092558027108e-48,2.652365557262996e-60,4.694942744690565e-44,8.291812143410341e-61,3.7094190407285166e-50,3.210919808948446e-63,5.199031375639977e-18,3.8379823122543895e-34,2.091992933076731e-67,1.7688761642194404e-67,4.278064398799375e-66,1.4090117493910487e-22,2.250578240873795e-30,6.8997758389085665e-50,1.2516145364919623e-37,1.2506015443038812e-57,2.703866036976217e-51,1.7173715293992477e-41,1.204616380555072e-34,3.8244988842699825e-67,8.239364457792517e-53,9.95752276240271e-33,3.801919548178205e-49,1.5705596456077307e-60,7.926834792702237e-65,1.5479229756379058e-64,7.035741407988457e-66,3.901627840365648e-94,3.1179804312729414e-53,8.669408780305887e-48
1.825782772559465e-18,0.747121679248888,2.594881367843331e-23,3.918668821444737e-24,4.216577985684013e-32,1.9051837300179845e-34,0.0,0.0,3.7693968589374114e-18,4.433586027830466e-32,4.169005528657924e-42,4.7298509661959706e-42,3.8153108958204765e-39,5.395670041298059e-55,1.6567707676469191e-37,1.2652051880818264e-30,3.754319839819158e-20,1.8000580815962694e-30,1.5462366883986338e-52,6.720929432484098e-51,2.1664410271782608e-29,5.103020787594884e-46,1.1071596295102062e-20,1.7868907483720343e-47,6.082844686647017e-35,2.1120307606509443e-45,9.759066870428792e-28,7.97224166632771e-36,5.459768921771933e-51,1.0768494929563519e-51,2.606629445906592e-47,7.550516032109756e-51,2.1029211955141292e-39,1.1444192155148238e-51,3.76,0.0,0.9229709546532935,0.9999999999963435,1.728754993752274e-42,1.0399191258195984e-17,4.281036319032393e-13,4.0977031012553393e-13,1.8333321777704274e-14,1.2029625222523248e-28,3.656629778531974e-12,6.757852213010599e-33,3.893865114139494e-34,5.3815202396079034e-36,4.347974510495733e-45,1.7996739212240894e-30,1.7157778854308157e-30,8.993426778949274e-30,5.7727466380280316e-30,2.4972505560056153e-34,3.177901027071296e-38,2.818324482013614e-22,1.7525609819811122e-31,2.1778141105081316e-47,5.8576357434391956e-46,1.134491430640989e-40,1.1645102631788748e-53,1.8247980298606764e-35,1.0852333847402106e-43,1.1071596296370916e-20,3.1506984775959814e-34,3.048752977050742e-51,2.000236904859592e-48,3.7543198395526946e-20,7.650355137591723e-19,2.2146041704003742e-28,1.2821481052498029e-36,3.0043872935241683e-18,7.417013249201396e-31,1.3854704820095869e-47,4.244648428672021e-59,3.756667520377579e-43,1.3269599008024227e-59,2.968098823699002e-49,5.138517081268676e-62,1.0399191258198645e-17,1.535442839483876e-33,3.347869787054233e-66,2.8307777559381044e-66,6.8462958544808275e-65,2.8183342199397627e-22,9.00377845130321e-30,5.520868986035422e-49,5.007273206825947e-37,2.0013696293985339e-56,2.1635051820314683e-50,1.3741581521956417e-40,4.8192499194401e-34,6.120977271855406e-66,6.592743413948934e-52,3.9836574998335776e-32,3.04211362601263e-48,2.513625974215268e-59,1.2685517936073715e-63,2.477396771791519e-63,1.1260458913574524e-64,2.4980625505686618e-92,2.495057551046112e-52,6.936844210263816e-47
3.651763676727456e-18,0.7471216792489441,5.190090534230214e-23,7.837762907248751e-24,1.6867684750331193e-31,7.621413385926915e-34,0.0,0.0,7.539202767984552e-18,1.773578746805075e-31,3.3355211382205893e-41,3.784240235638901e-41,3.0525385298106523e-38,4.316945893095453e-54,6.627622431657097e-37,5.061232639659933e-30,7.509047094149376e-20,7.200818385809212e-30,1.2371075694645334e-51,5.377254077177584e-50,8.666469397441365e-29,4.082804263144801e-45,2.2144394063119128e-20,1.4296483329799269e-46,2.4333359019977407e-34,1.6897925713912394e-44,3.9039444520703094e-27,3.189431654317915e-35,4.368368138477152e-50,8.615887837035289e-51,2.0855015593905454e-46,6.041801910429203e-50,1.6824966954804917e-38,1.2104331972893355e-50,3.76,0.0,0.9229709546528653,0.9999999999926864,1.3831353177517434e-41,2.0799511023304535e-17,8.562537210641525e-13,8.195850880340989e-13,3.666863303004896e-14,4.81224170921711e-28,7.31365634656169e-12,2.7033608915504795e-32,1.5576728153861935e-33,2.152783298405886e-35,3.4787098895275004e-44,7.199281603985233e-30,6.863670093297463e-30,3.5976634902603366e-29,2.3092865855100088e-29,9.989820441147246e-34,1.2712638834103766e-37,5.636954846750842e-22,7.0108144753063375e-31,1.7424167242219678e-46,4.686553532320511e-45,9.076793198540195e-40,1.818077088899708e-52,7.299797445390135e-35,4.3412868976641165e-43,2.2144394068194964e-20,1.2603819622440289e-33,2.4392803267195014e-50,1.6003437681030487e-47,7.509047093083436e-20,1.5301540479548295e-18,8.859137646662893e-28,5.129009843651315e-36,6.009100619063913e-18,2.9670467602929072e-30,1.1084816277263746e-46,6.792128400852713e-58,3.005619375039717e-42,2.1233518333827162e-58,2.3747045202938132e-48,8.222463745895804e-61,2.0799511023315176e-17,6.142271223791724e-33,5.357136601253822e-65,4.529705172731302e-65,1.0955187753759362e-63,5.636993801625583e-22,3.601804498516944e-29,4.4171145568519365e-48,2.0030723415663047e-36,3.202517168371484e-55,1.7309696850641604e-49,1.0994309042522241e-39,1.9278568572763097e-33,9.794987353416714e-65,5.2746955239536217e-51,1.5935926881010512e-31,2.433922128563727e-47,4.0223860848475764e-58,2.029889479053322e-62,3.964410932630924e-62,1.8019352822290116e-63,1.599094081417698e-90,1.996365172713458e-51,5.550002298562162e-46
7.303725485063436e-18,0.7471216792490568,1.0380647490545794e-22,1.5675951125169488e-23,6.747348530196783e-31,3.0487359940478266e-33,0.0,0.0,1.5078814586046988e-17,7.094603668825972e-31,2.6685436427595396e-40,3.0275361944755608e-40,2.442146752505605e-37,3.4537206656246093e-53,2.6511568476909953e-36,2.0245754356494935e-29,1.5018501604398488e-19,2.8804446000044085e-29,9.897342634212831e-51,4.3020074869479504e-49,3.466728823226717e-28,3.266398473984608e-44,4.4289989591540257e-20,1.1437729629585166e-45,9.733739676423354e-34,1.3519097057936936e-43,1.561641321982732e-26,1.276044945153208e-34,3.494915725391537e-49,6.893149406152868e-50,1.6684804528561954e-45,4.83474645969366e-49,1.3460612538792227e-37,1.4401123507531893e-49,3.76,0.0,0.922970954652009,0.9999999999853724,1.1065607915023478e-40,4.160015055350248e-17,1.7125538993851845e-12,1.6392146439523213e-12,7.333925543284463e-14,1.924975007511758e-27,1.4627709412767033e-11,1.0813883618781139e-31,6.230944838254222e-33,8.611483652196425e-35,2.7831000358043944e-43,2.879829850043166e-29,2.745579739003917e-29,1.4391239521839353e-28,9.237522205002087e-29,3.996094967296805e-33,5.08526258104762e-37,1.1274215701511332e-21,2.80443990368359e-30,1.3939995650446198e-45,3.749420792025234e-44,7.261779255126628e-39,2.872806701650793e-51,2.9200468051966963e-34,1.736585469494687e-42,4.4289989611844403e-20,5.041732998785893e-33,1.9515354528431595e-49,1.2803394803299423e-46,1.5018501600134554e-19,3.060391115632631e-18,3.543799256368092e-27,2.0516874360753645e-35,1.2018527269404347e-17,1.1868669975228026e-29,8.868274011640803e-46,1.0867958205318622e-56,2.404609647070504e-41,3.3975357343205487e-57,1.8998538068717131e-47,1.3156611174424495e-59,4.160015055354504e-17,2.4570084671238112e-32,8.571854538732415e-64,7.247896881939164e-64,1.752919195350392e-62,1.12743715273506e-21,1.4407804247415041e-28,3.5338593972690815e-47,8.012615775991735e-36,5.12428807525655e-54,1.3848428966838036e-48,8.795864784296932e-39,7.711741210347754e-33,1.5673119600554762e-63,4.2199567473194054e-50,6.374630137636223e-31,1.9472302117867554e-46,6.436285386540669e-57,3.247988470945344e-61,6.343518391511177e-61,2.883305954553295e-62,1.0235365092394021e-88,1.597299506874563e-50,4.4402126216957796e-45
1.46076491017354e-17,0.7471216792492821,2.0762315897343767e-22,3.135232774626221e-23,2.698994386084988e-30,1.2195564796675993e-32,0.0,0.0,3.015803822204448e-17,2.8378992048644606e-30,2.1348856713133206e-39,2.4220869006463767e-39,1.9537637702313954e-36,2.763042112100543e-52,1.0604843136447815e-35,8.098466500188772e-29,3.0037410631251395e-19,1.1522013132534292e-28,7.918081629261707e-50,3.44168768473815e-48,1.3867197438285505e-27,2.6131808093668866e-43,8.85811806179305e-20,9.150400895154139e-45,3.893575085387986e-33,1.0815715609379775e-42,6.246692357401584e-26,5.106046621470843e-34,2.7960210699512327e-48,5.514698948957651e-49,1.334816045344347e-44,3.8695179900716066e-48,1.0768745603108447e-36,1.906886853823951e-48,3.76,0.0,0.9229709546502963,0.9999999999707443,8.852696573160405e-40,8.320142961382168e-17,3.425154256024071e-12,3.278473756193136e-12,1.4668049983086125e-13,7.700056656441584e-27,2.925581526576138e-11,4.325641478970816e-31,2.4924286741234073e-32,3.4446635866177725e-34,2.2265328872057688e-42,1.1519553984915467e-28,1.0982542262502017e-28,5.756612909049899e-28,3.6950840471165946e-28,1.598473858964025e-32,2.0341465185372458e-36,2.254873791217648e-21,1.1217987846092712e-29,1.11522613949982e-44,2.999607792604822e-43,5.80956124873034e-38,4.56759528767094e-50,1.1680496940063629e-33,6.946483590732465e-42,8.858118069914878e-20,2.016734230282051e-32,1.5612728512537196e-48,1.0243017951164873e-45,3.0037410614195316e-19,6.1208652481341844e-18,1.41754854224641e-26,8.206916833399329e-35,2.4037380567129018e-17,4.747564575131263e-29,7.094787607934047e-45,1.7389175345543063e-55,1.923733373606483e-40,5.436195408623213e-56,1.5199191247729211e-46,2.1051113261676648e-58,8.320142961399191e-17,9.828233834278818e-32,1.3715316041375546e-62,1.1596929815192137e-62,2.804742033033904e-61,2.254936122821254e-21,5.763238948908582e-28,2.8271546133116202e-46,3.2051118178597534e-35,8.199069349372092e-53,1.1079026644355794e-47,7.036858848801916e-38,3.08475923436034e-32,2.50779057208994e-62,3.376045531801137e-49,2.5499039327535007e-30,1.5578211946205248e-45,1.0298430727550746e-55,5.196913822743237e-60,1.0149998107664625e-59,4.613457139690791e-61,6.551126005536447e-87,1.2780500898677041e-49,3.552254411863256e-44
2.921549633507932e-17,0.7471216792497323,4.152787068760354e-22,6.270508172945607e-23,1.0796087869457003e-29,4.878573712579686e-32,0.0,0.0,6.031648549352997e-17,1.1351712295034512e-29,1.7079289407704478e-38,1.9376932446824273e-38,1.563029556564704e-35,2.2104599176954415e-51,4.241980397529246e-35,3.2394195479562615e-28,6.007522871037595e-19,4.608852389520009e-28,6.33457180993254e-49,2.7533828309643226e-47,5.5469354143767936e-27,2.0905694649130547e-42,1.7716356254890286e-19,7.3204075928982895e-44,1.5574458770375113e-32,8.652964252363154e-42,2.498702345000183e-25,2.0438498346598873e-33,2.236852254105997e-47,4.4118369524113997e-48,1.0678655097897823e-43,3.098220875367114e-47,8.615098673113372e-36,2.733173312279539e-47,3.76,0.0,0.9229709546468711,0.999999999941488,7.082241494229903e-39,1.664039877341534e-16,6.850354969289135e-12,6.5569919822922416e-12,2.9336298699659575e-13,3.0800539688991117e-26,5.851202585408473e-11,1.730274213537322e-30,9.969816355656572e-32,1.377879486141317e-33,1.7812474654366374e-41,4.607868642269889e-28,4.393061486006847e-28,2.30266857274695e-27,1.47804864495165e-27,6.393987286915636e-32,8.136669654328255e-36,4.509778433808341e-21,4.487240785253631e-29,8.92191526711583e-44,2.3997146510433377e-42,4.647704077458694e-37,7.285035095480222e-49,4.67230396907547e-33,2.7786220105992233e-41,1.771635628737793e-19,8.067018983996439e-32,1.2490360946010682e-47,8.194605987468357e-45,6.007522864215094e-19,1.22418135017211e-17,5.67025184605875e-26,3.2828002225931483e-34,4.807508715075352e-17,1.899045144439875e-28,5.675897443803289e-44,2.782303430670254e-54,1.539004954973505e-39,8.698023206253738e-55,1.2159497350132497e-45,3.368220959903482e-57,1.6640398773483435e-16,3.9313335328319303e-31,2.1944784652969962e-61,1.855532326468163e-61,4.487644292368123e-60,4.510027762757119e-21,2.305319027509273e-27,2.2617505179892655e-45,1.28205800823812e-34,1.31186775056457e-51,8.86335849613545e-47,5.629553883347362e-37,1.2339162381844876e-31,4.0125388511214705e-61,2.7008684803161814e-48,1.0199719485168061e-29,1.2462717989761428e-44,1.6477788371522105e-54,8.315168002354773e-59,1.6240291752762903e-58,7.381665526265699e-60,4.1930320218879944e-85,1.0227283229317263e-48,2.8418372543302576e-43
5.843119080176717e-17,0.7471216792506329,8.306785217475075e-22,1.2541059265990448e-22,4.318457513805528e-29,1.951677947353912e-31,0.0,0.0,1.2063338003446297e-16,4.540708013136462e-29,1.3663514751294122e-37,1.5501649588044919e-37,1.2504310499989763e-34,1.7683784187514523e-50,1.696800782383537e-34,1.2957744056434068e-27,1.2015086497030009e-18,1.8435505348195026e-27,5.067737645590288e-48,2.2027193455932962e-46,2.2187854612011476e-26,1.6724655069910755e-41,3.5432832592361535e-19,5.856360823693597e-43,6.229815192276237e-32,6.922874633334208e-41,9.99486008765943e-25,8.186724252510308e-33,1.789495965450353e-46,3.529510315546921e-47,8.542974774655324e-43,2.4826883394846493e-46,6.892119751704982e-35,4.118796215252405e-46,3.76,0.0,0.9229709546400204,0.9999999998829755,5.665827110885318e-38,3.328091039735899e-16,1.3700756395768424e-11,1.3114028440960368e-11,5.867279548068695e-13,1.2320278334637745e-25,1.1702444256007041e-10,6.921132222209167e-30,3.987947018678901e-31,5.511546257451275e-33,1.4250064538183582e-40,1.8431569713607438e-27,1.7572334460925253e-27,9.210721020295578e-27,5.9122245757346795e-27,2.5576293701476984e-31,3.254685063612571e-35,9.019588520820383e-21,1.7949054436162531e-28,7.137574994177543e-43,1.9197830124711183e-41,3.7181851973221734e-36,1.1637561163733898e-47,1.868977225299047e-32,1.1114547043294423e-40,3.543283272231276e-19,3.226824006727193e-31,9.992360295662709e-47,6.555874691770342e-44,1.2015086469739862e-18,2.448370996323015e-17,2.268112271618534e-25,1.313126843806944e-33,9.615050027070316e-17,7.596219184365452e-28,4.540744893577885e-43,4.4517137815022785e-53,1.2312112560059798e-38,1.3916925456710013e-53,9.727655673943276e-45,5.389187828173477e-56,3.328091039763139e-16,1.5725414174786275e-30,3.511187850438428e-60,2.9688704756227694e-60,7.180276442944445e-59,9.02058584167248e-21,9.221322988126222e-27,1.8094111274519406e-44,5.128260031141175e-34,2.0990016610217214e-50,7.090779734865238e-46,4.503669820367499e-36,4.935689996005399e-31,6.420123824528125e-60,2.160707607679139e-47,4.0799085432563795e-29,9.970234293413151e-44,2.636470047512614e-53,1.3304353733783582e-57,2.598470207295474e-57,1.1810772157607068e-58,2.6840685126236163e-83,8.186244500780617e-48,2.2734832912288304e-42
1.1686257973514285e-16,0.7471216792524341,1.6618330277533465e-21,2.508216263772605e-22,1.7273877194577824e-28,7.808639942063624e-31,0.0,0.0,2.4126716910817696e-16,1.8162878242130246e-28,1.093084766673181e-36,1.2401375096087502e-36,1.000347783581322e-33,1.4147069181636839e-49,6.787220334263481e-34,5.183110770368118e-27,2.403021378968483e-18,7.374222510690658e-27,4.054282347348781e-47,1.7621807207651646e-45,8.87516449645717e-26,1.3379763924728613e-40,7.086578507241107e-19,4.685102556244027e-42,2.491932412326264e-31,5.539055439636158e-40,3.997954099300826e-24,3.2837247167457964e-32,1.4316024417273547e-45,2.823639971697531e-46,6.834400101433047e-42,1.9927058001208406e-45,5.5137120254092865e-34,6.38664715608907e-45,3.76,0.0,0.9229709546263192,0.9999999997659506,4.532675608547812e-37,6.656193364475557e-16,2.740155924852365e-11,2.622810138417626e-11,1.1734578643426382e-12,4.928123702585219e-25,2.340492580894005e-10,2.7684600617154684e-29,1.5951830183585522e-30,2.2046243333884196e-32,1.1400085862836417e-39,7.372647752392743e-27,7.028950971379938e-27,3.6842976826768794e-26,2.364895784360254e-26,1.0230715072299173e-30,1.3018778544569827e-34,1.803921190216705e-20,7.179640034422123e-28,5.710077619200774e-42,1.5358308062892727e-40,2.9745567781383525e-35,1.860529963691328e-46,7.476296968696958e-32,4.445832099152833e-40,7.08657855922173e-19,1.2907328857094465e-30,7.993917306486516e-46,5.24495691565046e-43,2.403021368052397e-18,4.8967502703589146e-17,9.072472134748123e-25,5.252521339943082e-33,1.923013263214052e-16,3.0384953772119787e-27,3.6326066829091303e-42,7.122764658524509e-52,9.849719048943302e-38,2.226715102133372e-52,7.782147741042243e-44,8.622728028271832e-55,6.656193364584517e-16,6.2901817145312406e-30,5.617918363454721e-59,4.750207470223893e-59,1.1488478587183185e-57,1.804320119559557e-20,3.6885385564801584e-26,1.4475331584846805e-43,2.0513107608131545e-33,3.3584130618749e-49,5.672721867781949e-45,3.602946528667716e-35,1.9742809704868378e-30,1.0272255493023673e-58,1.7285712177556949e-46,1.6319675657624114e-28,7.976212240394748e-43,4.218371113416132e-52,2.1287034624198886e-56,4.157570977491331e-56,1.8897321408393254e-57,1.7183012297993658e-81,6.555986627903335e-47,1.8187920244888538e-41
2.337253576018942e-16,0.7471216792560366,3.3255615447989176e-21,5.016437412395422e-22,6.909562231482043e-28,3.1249865897138637e-30,0.0,0.0,4.825347472229969e-16,7.265160534168288e-28,8.74469660054303e-36,9.921144604421232e-36,8.002793749772568e-33,1.131767190695515e-48,2.7148915410128996e-33,2.073246917583765e-26,4.8060468537674464e-18,2.949694049241063e-26,3.2435590132240113e-46,1.409746693443631e-44,3.5500703774795946e-25,1.0703827292809332e-39,1.4173168925293841e-18,3.748087599908587e-41,9.96774230876213e-31,4.4324337493721274e-39,1.5991835907161587e-23,1.3207129157513484e-31,1.145284228299827e-44,2.258949333500967e-45,5.46752819881353e-41,1.6046434470104497e-44,4.4109759478844595e-33,1.0055892942751521e-43,3.76,0.0,0.9229709545989166,0.9999999995319008,3.62614662053363e-36,1.3312398013758582e-15,5.480316495322069e-11,5.245624737412663e-11,2.346917579075068e-12,1.971251856298085e-24,4.680988176175174e-10,1.1073855386174174e-28,6.380741419974578e-30,8.818510336927346e-32,9.120082873287719e-39,2.9490637447529816e-26,2.811583412830447e-26,1.4737208709255644e-25,9.459594684526252e-26,4.092428491968355e-30,5.207522185060915e-34,3.607847149415051e-20,2.8718596664738362e-27,4.5680699634882546e-41,1.2286662109876193e-39,2.3796486244033825e-34,2.975663389916979e-45,2.990817834661104e-31,1.7783366813407784e-39,1.4173169133216598e-18,5.162938111966564e-30,6.395146200103175e-45,4.196358319734066e-42,4.806046810103046e-18,9.793508745367083e-17,3.628993449025243e-24,2.1010116930402307e-32,3.8460297766602e-16,1.2153996772815995e-26,2.90608964170804e-41,1.1396441457255345e-50,7.879786571835098e-37,3.562749667939068e-51,6.225727608445245e-43,1.3796387069353588e-53,1.3312398014194418e-15,2.5160759234509373e-29,8.988683489079845e-58,7.600342780722991e-58,1.8381594180595307e-56,3.6094428687153877e-20,1.475417283312862e-25,1.1580281834551964e-42,8.205265729636292e-33,5.373468569941038e-48,4.53831417359326e-44,2.8823614708703047e-34,7.897133533488038e-30,1.6435680426758953e-57,1.3828590304125947e-45,6.527878548880935e-28,6.380981066506615e-42,6.749408724789417e-51,3.405931257771684e-55,6.652127916926252e-55,3.023578334918119e-56,1.1003375294042975e-79,5.255943889514468e-46,1.455035770408085e-40
