Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735)
0.0002756406963442366,0.8415423027689446,0.0002028507189347794,8.099421236989171e-05,0.00012653563693057,0.04304401098950659,0.0,0.0,0.0008357429404071943,3.074973236920937e-05,0.3368699677179532,0.014067208882252127,2.101990125526042e-05,4.109437663251012e-12,6.741269614356531e-09,8.31831002963166e-07,0.0029044629365980053,0.006311482645790796,6.172298244920152e-05,8.608861770273239e-07,0.008922395688936288,4.9581206956678145e-08,1.1352199429897539e-07,0.00020215075127185135,4.274565092747821e-07,0.062200781997433105,8.124571139211855e-07,0.0032341426228874866,0.0014829573046909127,1.487132051160344e-06,7.152889399525591e-07,1.7692200940820966e-09,3.086663842117565e-07,1.8512762551722448e-05,3.76,0.0,1.4404925135758256e-06,0.7234634566376399,0.10522760914826318,0.0254870658164611,0.87573032132539,0.3505116299171771,2.8180823083341126e-08,3.3194431095708606e-11,0.0005632352808872825,1.0646452228859411e-05,3.0536537980799173e-10,1.1702917977175174e-10,5.190184638757804e-09,0.006767363281107824,2.652316811821462e-10,3.941622665261591e-05,3.7860679439752195e-05,0.0003409060245014395,0.007771335361659379,5.605920218651664e-06,6.733670254436751e-06,7.947345358702832e-14,8.631047731753181e-14,2.348016050702359e-08,3.8939504377779306e-08,6.083339156154397e-05,2.2194606412300486e-06,0.01182673193697015,1.3968524361173479e-11,2.936984157303387e-07,0.0005219662759566718,1.3744570896662936e-08,8.975651472748405e-07,0.010365899794499572,0.017520785756804682,1.0004288452185691e-06,2.701454054885064e-10,6.527377339151546e-10,1.0194178254248593e-06,0.004092759600133673,1.5418670925006715e-08,6.479346583560837e-06,6.631947186466932e-07,9.340074725799882e-06,0.0014860324776404376,0.003716883949019342,9.980347470929684e-09,1.5578877694524598e-13,5.634442809411149e-07,3.043938454219265e-07,9.06151505607743e-10,0.0001273518651065214,8.044308679205147e-09,2.3364493422297154e-11,4.7662187294921403e-07,9.759743798093956e-08,2.7302786523771125e-14,4.580290532469631e-05,4.847188660119991e-09,5.128245480575401e-06,4.0883013250533005e-12,2.220080868201496e-11,1.2846248350615649e-11,2.8670906261032893e-12,0.0004370635283456015,0.00024080705584949956,9.807931915409757e-10,0.0001161766837898266,4.984996670904617e-10
0.0002774071791362004,0.8418489818017767,0.00020331778166104446,8.103836959770759e-05,0.0001266984794485886,0.04336911469460247,0.0,0.0,0.0008352416322943937,3.074044322404458e-05,0.3396426968841798,0.014207654736624723,2.1110435124684096e-05,4.152229310637858e-12,6.778403638623378e-09,8.333239007936036e-07,0.0029111606310356667,0.006320725273011187,6.201781781874763e-05,8.65070492644315e-07,0.008955301020192484,5.012933919113059e-08,1.1396595621253546e-07,0.00020362342929954903,4.279874144232931e-07,0.062227321143658865,8.21770422728699e-07,0.0032685490436527094,0.0014914378281183902,1.4960562001792808e-06,7.18490457580319e-07,1.7825354697091685e-09,3.1034384058674546e-07,1.879365102213288e-05,3.76,0.0,1.4361643177589955e-06,0.7214820898502764,0.10608943692039181,0.025743289670281968,0.8772142532898178,0.3486032889499075,2.8027545111759143e-08,3.3013897899762996e-11,0.0005616927348481109,1.058001159498158e-05,3.0371367009596214e-10,1.164586991633999e-10,5.1666773403788395e-09,0.006739933756159767,2.6296936815543734e-10,3.935923536664416e-05,3.7764778678206014e-05,0.0003393677919865176,0.007757988163888918,5.586225130083128e-06,6.710017137603569e-06,7.93691751631374e-14,8.619720597160019e-14,2.3453253449844428e-08,3.895622142734384e-08,6.0492011126436127e-05,2.208775707245751e-06,0.011811712123808405,1.3914327150324911e-11,2.934625947909076e-07,0.0005218419728404249,1.3625043542374023e-08,9.005027754962714e-07,0.010487742043874053,0.01761379743395054,1.01380231397948e-06,2.6852876569893663e-10,6.594237031441827e-10,1.0163577629641446e-06,0.004130051963237271,1.5559229017319922e-08,6.572677693569579e-06,6.725690723049385e-07,9.446730651079093e-06,0.0015009610093479771,0.003759633751201225,1.0063011918565122e-08,1.570790744665331e-13,5.657135415732499e-07,3.0597977723972046e-07,9.163295055013747e-10,0.00012736825042156252,8.104938876633513e-09,2.3643129394677958e-11,4.806866151929521e-07,9.846281067245224e-08,2.7528911027444475e-14,4.560205190996948e-05,4.8310574947118845e-09,5.174711725118834e-06,4.05774709298519e-12,2.244780693299198e-11,1.2780746727739439e-11,2.897716416094038e-12,0.0004410288924353427,0.0002431285515515238,9.902481315158956e-10,0.00011608005487161505,5.025547463180646e-10
0.0002791736619281642,0.8421548452474851,0.00020378652625203258,8.108225016615211e-05,0.00012686050903851359,0.04369342400937677,0.0,0.0,0.000834708627688636,3.072897975223507e-05,0.3424100998677139,0.014348281102211135,2.1200046906520338e-05,4.1952904372970716e-12,6.8154385326215435e-09,8.348054806204272e-07,0.002917818103162369,0.006329636032305271,6.230924771505027e-05,8.692273493326653e-07,0.008987882993540561,5.067934175126462e-08,1.1440753240139528e-07,0.0002050892332311351,4.284963055741276e-07,0.062249076422137554,8.311142534242838e-07,0.003302964600665462,0.0014998638306336475,1.504935607481524e-06,7.216511757595254e-07,1.7958496390598832e-09,3.1201468534915836e-07,1.907572956124805e-05,3.76,0.0,1.4318595015852156e-06,0.7195061901765579,0.10695035469071434,0.02599909249473324,0.8786922003610914,0.34670444949843454,2.787502987467164e-08,3.283426351138527e-11,0.0005601544451029839,1.0513586156336726e-05,3.020679490697251e-10,1.158901637914796e-10,5.143227620476836e-09,0.006712585974323555,2.6072598545480343e-10,3.9302014295162084e-05,3.766895556657674e-05,0.0003378343776145072,0.0077446685174217215,5.566606573880466e-06,6.686455940174723e-06,7.926379611911608e-14,8.608273994206165e-14,2.342597222265722e-08,3.8969953883228285e-08,6.0152343973943095e-05,2.1981460721898582e-06,0.01179593254830124,1.3860159885617245e-11,2.9322170750991195e-07,0.000521703607514791,1.350652581949095e-08,9.033772883259328e-07,0.010609192971240635,0.01770553015295098,1.0271878590787954e-06,2.6691465642021996e-10,6.660697943935836e-10,1.0133006645538835e-06,0.004167366242694446,1.569986977179995e-08,6.6661300944038455e-06,6.819533748881586e-07,9.552850205096888e-06,0.0015158585836995415,0.0038024222340998877,1.0144509695959913e-08,1.5835116089939808e-13,5.679724498315145e-07,3.0754914614416924e-07,9.265452335945824e-10,0.00012738418656791758,8.165015947863315e-09,2.3923129555437564e-11,4.847289066573948e-07,9.932410943090379e-08,2.7751843957302103e-14,4.540173885553811e-05,4.8148559519549024e-09,5.220979774997427e-06,4.027395675604493e-12,2.2695514219923474e-11,1.2715312148472009e-11,2.928354204849224e-12,0.00044496729102034763,0.00024544148695068284,9.996682071941874e-10,0.00011597909837146322,5.065911265982342e-10
0.0002807634964409316,0.8424294232574799,0.00020420987171721177,8.112151475492405e-05,0.00012700565384827524,0.04398462292831079,0.0,0.0,0.0008342023565012058,3.071683873046854e-05,0.3448961659101498,0.014474996149063809,2.1279915729633273e-05,4.234278206900311e-12,6.848686992135678e-09,8.36129391983052e-07,0.002923775703451013,0.006337375919086699,6.256864173719648e-05,8.729452664110325e-07,0.00901693288394843,5.117593095849464e-08,1.1480293420673068e-07,0.00020640256845806378,4.289357265218035e-07,0.062264623685941406,8.395496367778399e-07,0.003333944944581321,0.0015074008303191412,1.5128890739601392e-06,7.244612182669521e-07,1.8078310388490907e-09,3.1351280664152213e-07,1.933059831738646e-05,3.76,0.0,1.4280051863244078e-06,0.71773255271801,0.10772439348417777,0.026228941289140682,0.8800172500202011,0.34500358758168514,2.7738415883886904e-08,3.267335819371548e-11,0.0005587736218020897,1.0453826478369576e-05,3.005919835327414e-10,1.1538015929677275e-10,5.122172877059271e-09,0.006688043264306675,2.5872300544061503e-10,3.925032509978258e-05,3.7582787379195305e-05,0.00033645846890346243,0.007732704177015416,5.54901595579142e-06,6.665330230809844e-06,7.91680386011441e-14,8.597872581797397e-14,2.340110641698316e-08,3.897979729980331e-08,5.984811256638883e-05,2.188626414090595e-06,0.011781099487206641,1.3811438435002277e-11,2.9300064783454266e-07,0.0005215675122908085,1.340071870041771e-08,9.059114967828577e-07,0.010718153044633544,0.017786999979944495,1.0392443854682077e-06,2.654642984687362e-10,6.720167834092261e-10,1.0105521504997376e-06,0.004200967591636662,1.5826516220230235e-08,6.750332128607204e-06,6.904068844231703e-07,9.6478882189082e-06,0.0015292395667231935,0.0038409638709041836,1.0216855658318898e-08,1.5948039736033156e-13,5.699968364636754e-07,3.089476578144264e-07,9.35771884707216e-10,0.00012739825616452113,8.218609840952052e-09,2.4176301617019404e-11,4.883477201627049e-07,1.000957793452951e-07,2.7949742373576728e-14,4.522192810883904e-05,4.800219440338274e-09,5.2624505806304296e-06,4.000252635085009e-12,2.2919050298987758e-11,1.2656485823561245e-11,2.9559372112411988e-12,0.0004484885628420902,0.0002475156038521308,1.0081156278448037e-09,0.00011588463076757357,5.102078154244104e-10
0.000282353330953699,0.8427033374376567,0.0002046346483153479,8.116057129316337e-05,0.00012715016407828178,0.04427517802382797,0.0,0.0,0.0008336713957717948,3.0703001524221925e-05,0.347377839089083,0.014601851825248386,2.1359049856144786e-05,4.2734902003461245e-12,6.881858501349859e-09,8.37444419644566e-07,0.0029297012160369837,0.006344854279504539,6.28253123617755e-05,8.766413504749854e-07,0.009045725653797729,5.167401205229227e-08,1.1519644436336136e-07,0.00020771031573964556,4.293577590656975e-07,0.062276402935792695,8.480094304194591e-07,0.003364929969562264,0.0015148940619473228,1.5208067601756082e-06,7.272386516707055e-07,1.8198108551799539e-09,3.150056010523429e-07,1.958639490118489e-05,3.76,0.0,1.4241698597900997e-06,0.7159633393658316,0.10849767832261686,0.026458423620941522,0.8813374788362404,0.34331036546961213,2.7602415195764453e-08,3.251317558945433e-11,0.0005573962427861236,1.0394097856590558e-05,2.991209810824545e-10,1.1487176011023352e-10,5.101166459166645e-09,0.006663567495282889,2.567351345829268e-10,3.9198461590805495e-05,3.7496693545211e-05,0.00033508654470738327,0.007720761757699085,5.531488610205117e-06,6.644280513533412e-06,7.907143520287614e-14,8.587379353897151e-14,2.3375950923045294e-08,3.8987289942401816e-08,5.95452763118408e-05,2.179151061791677e-06,0.011765684506850725,1.3762747528809952e-11,2.9277561473804737e-07,0.0005214208668229366,1.3295721277946264e-08,9.083966294412488e-07,0.01082677560989439,0.01786744118816775,1.0513092174619301e-06,2.6401631710710903e-10,6.779307839606491e-10,1.0078066604991287e-06,0.004234586237033482,1.5953227910409994e-08,6.834616072424627e-06,6.98866846234986e-07,9.742471674911872e-06,0.0015425947966412226,0.0038795348661022017,1.0288248928042416e-08,1.6059476293383775e-13,5.720132425049977e-07,3.10333197648811e-07,9.450294961525969e-10,0.00012741216423650174,8.271751043067252e-09,2.4430587980652446e-11,4.919482503123353e-07,1.0086412000113872e-07,2.8145034616367106e-14,4.504257146914642e-05,4.785535280947443e-09,5.303759028340529e-06,3.973273638300645e-12,2.3143148289113908e-11,1.2597727570353413e-11,2.983527595860833e-12,0.00045198757073757883,0.0002495824060957101,1.0165332576185454e-09,0.00011578683015094068,5.138092393399523e-10
0.0002839431654664664,0.8429765863848342,0.00020506088771430473,8.119942757387756e-05,0.00012729405076631207,0.04456508928899466,0.0,0.0,0.0008331161994666333,3.0687498309437685e-05,0.3498550835098418,0.014728845538403682,2.143745489946155e-05,4.312929248151409e-12,6.914954604235535e-09,8.387506749084385e-07,0.002935594871030033,0.006352074466758061,6.30792761767361e-05,8.80315808647632e-07,0.009074263555162596,5.217357406597596e-08,1.1558808194870858e-07,0.00020901246631442567,4.297626118356199e-07,0.06228446401898005,8.564934761240664e-07,0.003395918410086175,0.0015223437087361882,1.5286888874737111e-06,7.299836214896982e-07,1.8317888096168446e-09,3.16493084919875e-07,1.9843102294714467e-05,3.76,0.0,1.4203535401287018e-06,0.7141985477066038,0.1092702014796381,0.026687527739723042,0.8826528997664433,0.34162475618975063,2.74670256531878e-08,3.235371315562624e-11,0.0005560223061761498,1.0334408758036946e-05,2.976549891864631e-10,1.143649778087191e-10,5.080209040886552e-09,0.006639158981838496,2.547622669906688e-10,3.914642988625566e-05,3.7410679523957986e-05,0.00033371864076799784,0.007708841078958553,5.514025070919148e-06,6.6233074298614185e-06,7.897400682438961e-14,8.576796578953563e-14,2.3350511887267235e-08,3.8992462929309596e-08,5.924383803185884e-05,2.1697197869606346e-06,0.011749703022200297,1.3714089947244806e-11,2.92546668740441e-07,0.0005212640543625633,1.319152955240018e-08,9.108336480042104e-07,0.010935051339698965,0.017946857387812883,1.0633816818328146e-06,2.625708565417951e-10,6.838115098583758e-10,1.005064475579062e-06,0.004268221953142643,1.6080003992978603e-08,6.918974339904061e-06,7.073325153175027e-07,9.836591540740235e-06,0.0015559239562854324,0.003918134312112272,1.035868647027471e-08,1.616942102045159e-13,5.740218546017439e-07,3.1170597340136797e-07,9.543182637334116e-10,0.00012742600014685812,8.324437469290772e-09,2.468599331390239e-11,4.955304515336671e-07,1.0162911777530627e-07,2.833771237058113e-14,4.4863676233237274e-05,4.770807649259135e-09,5.344904269931313e-06,3.946458491753494e-12,2.3367802367450123e-11,1.2539043610860348e-11,3.011124268795337e-12,0.00045546412765255393,0.0002516417169865905,1.024920376960593e-09,0.00011568577606863077,5.173953474817726e-10
0.0002855329999792338,0.843249168766066,0.00020548862181797738,8.123809108397661e-05,0.00012743732533871416,0.0448543568207367,0.0,0.0,0.0008325372136248469,3.06703588674233e-05,0.35232786413411604,0.014855974729777132,2.151513646180396e-05,4.352596915434353e-12,6.94797687243102e-09,8.40048301512678e-07,0.0029414568962117327,0.006359039772720046,6.333054980174869e-05,8.839688450677712e-07,0.009102548826428912,5.2674606297246195e-08,1.1597786752280547e-07,0.00021030901184443293,4.3015049175403826e-07,0.06228885627677783,8.650016381063647e-07,0.0034269090148854164,0.0015297499517812156,1.5365356845719595e-06,7.326963708915362e-07,1.8437646345843233e-09,3.1797527226202635e-07,2.0100703542105332e-05,3.76,0.0,1.4165562419957216e-06,0.7124381750777657,0.11004195539038719,0.026916242081162618,0.8839635258945425,0.33994673261986064,2.733224508698523e-08,3.219496833414476e-11,0.000554651809899278,1.0274767394095352e-05,2.9619405667364566e-10,1.1385982251979485e-10,5.059301189844314e-09,0.006614818020141231,2.528042970629172e-10,3.909423540071184e-05,3.732475046169858e-05,0.0003323547918998946,0.007696941964882431,5.496625812832128e-06,6.602411550352806e-06,7.887577414824458e-14,8.566126501521273e-14,2.3324795392599254e-08,3.899534706316096e-08,5.894380028591437e-05,2.160332358536056e-06,0.011733170166293548,1.3665468552906001e-11,2.92313869694221e-07,0.0005210974490187804,1.3088139410132929e-08,9.132235024370907e-07,0.011042971158494442,0.01802525227171599,1.0754611430271911e-06,2.611280572832051e-10,6.89658662068294e-10,1.002325868642185e-06,0.004301874508125698,1.6206843595567328e-08,7.003399526748563e-06,7.158031638270383e-07,9.93023905893886e-06,0.0015692267308791334,0.003956761318098267,1.0428165492245776e-08,1.6277869546571763e-13,5.7602285274234e-07,3.1306619275854346e-07,9.63638414134445e-10,0.0001274398492834824,8.376667110752277e-09,2.494252298514447e-11,4.990942793174382e-07,1.0239075931717836e-07,2.852776796278055e-14,4.468524940441485e-05,4.75604057288513e-09,5.385885465794459e-06,3.919806932472603e-12,2.359300674534568e-11,1.248043996296226e-11,3.03872615631793e-12,0.0004589180545294842,0.0002536933621779441,1.0332762758793364e-09,0.00011558154674973874,5.209660923459864e-10
0.0002871228344920012,0.843521083318076,0.00020591788242876465,8.12765690578405e-05,0.00012757999886110224,0.045142980817164176,0.0,0.0,0.0008319348767208707,3.065161259408007e-05,0.35479614676491367,0.014983236874026556,2.1592100115453863e-05,4.392496347337557e-12,6.980926871621085e-09,8.413374375188039e-07,0.002947287517360428,0.006365753429836721,6.357914990655148e-05,8.876006490357648e-07,0.009130583692240802,5.31770978498884e-08,1.1636582045467215e-07,0.00021159994440847344,4.3052160048011474e-07,0.0622896285474423,8.735337813640726e-07,0.0034579005468113847,0.001537112970063375,1.5443473714070203e-06,7.35377119343123e-07,1.8557380567824853e-09,3.194521780247312e-07,2.0359181751553057e-05,3.76,0.0,1.4127779767696342e-06,0.7106822185730778,0.11081293264992932,0.027144555264560204,0.8852693704250092,0.3382762674956265,2.7198071316177152e-08,3.2036938553142374e-11,0.0005532847516928738,1.0215181729839777e-05,2.947382294919163e-10,1.1335630757922092e-10,5.038443708622259e-09,0.006590544889482335,2.5086112006755907e-10,3.9041883228101016e-05,3.723891121010904e-05,0.0003309950321682844,0.007685064244205139,5.479291372295893e-06,6.581593517983305e-06,7.87767578330328e-14,8.555371365651981e-14,2.3298807546269845e-08,3.8995972831698546e-08,5.8645165403954346e-05,2.150988553797019e-06,0.011716100794498623,1.3616886100993983e-11,2.920772764533268e-07,0.0005209214160907034,1.298554681369688e-08,9.155671236962174e-07,0.011150526238009852,0.018102629611571868,1.087546971000873e-06,2.59688058908805e-10,6.954719863269648e-10,9.99591104050819e-07,0.0043355436642188785,1.6333745823471482e-08,7.0878843703102396e-06,7.242780792219748e-07,1.0023405774565845e-05,0.001582502808024669,0.003995415009440019,1.0496683801691209e-08,1.6384818465325587e-13,5.780164104292973e-07,3.1441406045407735e-07,9.729901441620217e-10,0.00012745379322228847,8.428438032340423e-09,2.5200181673172613e-11,5.026396904239749e-07,1.0314903128771213e-07,2.871519544195237e-14,4.4507297713311393e-05,4.741238050792671e-09,5.426701785494021e-06,3.893318769044501e-12,2.381875570369345e-11,1.2421922522667097e-11,3.0663321951550973e-12,0.00046234918013080754,0.00025573716965633154,1.0416002538778003e-09,0.00011547421913391095,5.245214296956994e-10
0.0002887126690047686,0.8437923288448818,0.00020634870068839183,8.131486877747787e-05,0.00012772208210209155,0.045430961574886755,0.0,0.0,0.0008313096199821768,3.063128850483923e-05,0.3572598980313044,0.015110629478882507,2.166835132655078e-05,4.432631420765527e-12,7.013806092837647e-09,8.426181828677425e-07,0.002953086958269646,0.006372218612820383,6.382509315661469e-05,8.912114195663532e-07,0.009158370363436641,5.3681037705826544e-08,1.1675195948264834e-07,0.0002128852564933372,4.308761395646745e-07,0.062286829168534015,8.820897581160106e-07,0.003488891782666094,0.0015444329404752243,1.55212416857515e-06,7.380259967065898e-07,1.867708807347114e-09,3.2092381993776016e-07,2.0618520096861664e-05,3.76,0.0,1.4090187524789355e-06,0.7089306750497911,0.11158312601083732,0.027372456090452198,0.8865704466765575,0.3366133334209895,2.7064502149221508e-08,3.1879621229118895e-11,0.0005519211291101894,1.0155659489988138e-05,2.9328754836763405e-10,1.1285444441502205e-10,5.0176372987130915e-09,0.00656633985342468,2.489326314891518e-10,3.898937909389567e-05,3.715316671521508e-05,0.0003296393935906595,0.007673207750146745,5.4620222394878735e-06,6.560853921478362e-06,7.86769779942527e-14,8.54453335511573e-14,2.32725543008732e-08,3.899437041003658e-08,5.8347935302165777e-05,2.141688150874706e-06,0.01169850948871646,1.3568345150656071e-11,2.9183694713366184e-07,0.0005207363123250821,1.2883747624580311e-08,9.178654380485843e-07,0.011257707992775753,0.018178993254307226,1.099638548478429e-06,2.582509931957274e-10,7.012512568344198e-10,9.968604379367817e-07,0.004369229177863346,1.6460709760085277e-08,7.1724216898957555e-06,7.32756558171026e-07,1.0116083549342476e-05,0.0015957518777225206,0.004034094527227819,1.056423954817274e-08,1.64902648913417e-13,5.800026978289501e-07,3.1574977896070005e-07,9.823736522498375e-10,0.00012746790987623952,8.479748370471132e-09,2.5458974208152738e-11,5.061666422657128e-07,1.0390392055490172e-07,2.889998975490107e-14,4.432982762644677e-05,4.726403913879189e-09,5.467352407811418e-06,3.866993748631083e-12,2.4045043556445705e-11,1.2363497000250006e-11,3.0939413328859466e-12,0.0004657573408623734,0.0002577729697276084,1.0498916199088887e-09,0.00011536386888673967,5.280613184713028e-10
0.00029030250351753603,0.8440629042162877,0.00020678110756882915,8.13529975043739e-05,0.00012786358611125635,0.04571829948650109,0.0,0.0,0.0008306618673955362,3.0609415238073145e-05,0.35971908537533626,0.015238150084846594,2.1743895502700837e-05,4.473003877992441e-12,7.046616045157713e-09,8.438906604040918e-07,0.0029588554404347805,0.006378438439899066,6.406839621218621e-05,8.948013637493538e-07,0.00918591103700224,5.418641512369747e-08,1.1713630470953111e-07,0.00021416494098515653,4.312143101908284e-07,0.06228050598053423,8.906694337966784e-07,0.003519881513046688,0.0015517100378415892,1.5598663050405874e-06,7.406432040758222e-07,1.879676630062763e-09,3.223902142461121e-07,2.0878701818483193e-05,3.76,0.0,1.4052785740516803e-06,0.7071835411332952,0.11235252838079052,0.027599933538529672,0.8878667680778262,0.3349579028751834,2.693153538461848e-08,3.1723013766372435e-11,0.0005505609395239866,1.0096208164892741e-05,2.918420548348506e-10,1.1235424176488879e-10,4.996882471195871e-09,0.006542203160665482,2.4701872699120266e-10,3.893672850493822e-05,3.706752183571582e-05,0.00032828790682163273,0.0076613723204487566,5.44481882669342e-06,6.540193256465358e-06,7.857645428144174e-14,8.533614602116176e-14,2.324604146835117e-08,3.899056966332371e-08,5.805211158469308e-05,2.1324309244289816e-06,0.011680410561197351,1.3519848319403615e-11,2.9159293924428266e-07,0.0005205424861130554,1.278273757307041e-08,9.201193634511366e-07,0.011364508076181537,0.018254347119150173,1.1117352908181548e-06,2.5681698690326076e-10,7.06996228402468e-10,9.94134119056762e-07,0.004402930799875746,1.6587734467544105e-08,7.25700444434554e-06,7.412379100328982e-07,1.0208264518732232e-05,0.0016089736323703743,0.00407279902784108,1.0630831072357123e-08,1.6594206221159309e-13,5.819818810866297e-07,3.1707355021992134e-07,9.917891712601203e-10,0.0001274822736204274,8.53059633149326e-09,2.5718906208419178e-11,5.096750930723126e-07,1.0465541428632363e-07,2.908214632276769e-14,4.4152845353369316e-05,4.71154182529724e-09,5.507836520405274e-06,3.840831528966576e-12,2.4271864644349067e-11,1.2305168897416699e-11,3.1215525323532394e-12,0.00046914238062300883,0.00025980059500646665,1.0581496923336525e-09,0.00011525057040973401,5.315857207138624e-10
0.00029189233803030343,0.8443328083896453,0.00020721513420693887,8.139096236772658e-05,0.00012800452194246798,0.04600499504744173,0.0,0.0,0.000829992035182592,3.058602102575044e-05,0.3621736771172932,0.015365796268162505,2.1818738045304332e-05,4.51361602731699e-12,7.079358310375295e-09,8.451550234770403e-07,0.0029645931829139867,0.006384415968921648,6.430907575008456e-05,8.983706750447846e-07,0.009213207894703524,5.469321938429568e-08,1.175188762746361e-07,0.00021543899120108625,4.3153630851559574e-07,0.06227070628328781,8.992726869549685e-07,0.0035508685435352762,0.001558944434719011,1.5675740063029595e-06,7.43228998708382e-07,1.8916412676141104e-09,3.2385137654942913e-07,2.113971023133914e-05,3.76,0.0,1.4015574432801442e-06,0.7054408131984268,0.11312113283591253,0.027826976782569842,0.8891583481741078,0.33330994820592147,2.6799168809983132e-08,3.1567113555782526e-11,0.0005492041801119376,1.0036834997634431e-05,2.9040179007074215e-10,1.1185571073974079e-10,4.976179915804768e-09,0.006518135044617585,2.451193030028727e-10,3.8883936195767895e-05,3.6981981046137547e-05,0.00032694060210066805,0.00764955779798964,5.427681575054051e-06,6.519612051754403e-06,7.847520642836374e-14,8.522617250175468e-14,2.321927491066818e-08,3.898460011876029e-08,5.775769567136953e-05,2.1232166549300912e-06,0.011661818032682453,1.3471398223739498e-11,2.9134530936361123e-07,0.0005203402769322521,1.2682512425036941e-08,9.223298003378657e-07,0.011470918399268316,0.018328695201538875,1.123836632720365e-06,2.5538616650276716e-10,7.127066889941303e-10,9.914123882404252e-07,0.004436648275098068,1.671481898545829e-08,7.341625772602764e-06,7.497214623640295e-07,1.029994110318395e-05,0.0016221677670070144,0.004111527684009342,1.069645722870166e-08,1.6696640678310086e-13,5.83954121250741e-07,3.1838557450920695e-07,1.0012369205761537e-09,0.00012749695509637642,8.580980196744174e-09,2.5979982981135432e-11,5.131650024109816e-07,1.0540349974862436e-07,2.926166204642411e-14,4.397635684072743e-05,4.6966554067686295e-09,5.548153321757412e-06,3.814831817061085e-12,2.4499213375829018e-11,1.2246943593012645e-11,3.149164769790744e-12,0.00047250415136846605,0.0002618198806256475,1.0663737997601644e-09,0.00011513439674203666,5.350946017850786e-10
0.00029348217254307083,0.8446020403255006,0.00020765081134726266,8.142877030647798e-05,0.00012814490035752542,0.04629104883306088,0.0,0.0,0.0008293005337316832,3.0561133780577505e-05,0.36462364226651633,0.015493565633411773,2.1892884293241236e-05,4.5544717256912e-12,7.1120343690121306e-09,8.464113801838324e-07,0.002970300403136757,0.006390154211052947,6.454714846171181e-05,9.019195504612669e-07,0.009240263106083857,5.520143957427376e-08,1.1789969349350616e-07,0.0002167074007956491,4.318423306486155e-07,0.06225747694722349,9.078993860653199e-07,0.0035818516915395336,0.0015661363018658018,1.575247497317323e-06,7.457835408261097e-07,1.903602465759222e-09,3.2530732514070856e-07,2.140152871122187e-05,3.76,0.0,1.3978553594988704e-06,0.7037024874255761,0.11388893258517029,0.028053575149145065,0.8904452005988682,0.3316694416636405,2.6667400205130077e-08,3.1411917979760836e-11,0.0005478508479003435,9.97754704094032e-06,2.889667899958665e-10,1.1135886125711942e-10,4.9555302628241605e-09,0.006494135727413458,2.4323425635134385e-10,3.883100738061978e-05,3.689654881518705e-05,0.0003255975080475153,0.0076377640297778555,5.41061089864862e-06,6.499110804636722e-06,7.837325379104091e-14,8.511543400544745e-14,2.319226038285884e-08,3.897649103508692e-08,5.7464688647972316e-05,2.114045124473331e-06,0.011642745694888624,1.3422997275813138e-11,2.9109411334742987e-07,0.0005201300173517852,1.2583067883942672e-08,9.244976432638128e-07,0.011576931074915737,0.018402041554821325,1.135942018398581e-06,2.539586515544554e-10,7.183824544097029e-10,9.8869547920711e-07,0.004470381343721656,1.6841962335877158e-08,7.426278894398434e-06,7.582065521270295e-07,1.0391105989824403e-05,0.0016353339788130771,0.0041502796810727665,1.0761117161270372e-08,1.6797566928329537e-13,5.859195748051256e-07,3.196860498366137e-07,1.0107171184963517e-09,0.00012751202207510396,8.630898305564812e-09,2.6242209918234425e-11,5.166363305744333e-07,1.0614816438082791e-07,2.943853458896357e-14,4.3800367832331116e-05,4.681748142654329e-09,5.588302018535507e-06,3.788994278232193e-12,2.4727084190915184e-11,1.2188826309022422e-11,3.1767770304177984e-12,0.00047584251133544575,0.00026383066371396535,1.0745632789282556e-09,0.00011501541985294872,5.385879296215944e-10
