Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024)
7.381344599723367e-05,0.7797829319976299,7.159507453195496e-05,2.437166078733971e-05,4.4459621732168206e-05,0.003769344471013456,0.0,0.0,0.0005351525689322389,1.823843254133187e-05,0.013542648065091535,0.00045790775344868606,8.171242623102099e-07,3.0045439554269345e-14,1.8785948605794603e-10,1.7589595848300707e-07,0.0011824530168583433,0.0006865417897114122,1.2217049361460365e-06,6.964552842651151e-09,0.0005478859678574899,3.8173548426161667e-10,1.2757735326907437e-08,7.2945326336193965e-06,1.6944991892767966e-07,0.0066658056194455135,1.571696337067137e-08,7.468540169315046e-05,9.572380070753012e-05,1.1994043403566846e-07,3.247678949356216e-08,2.0092772710266504e-10,6.553031398228995e-08,6.274670475099845e-08,3.76,0.0,0.007863962931585465,0.9820346590528231,0.0063797803997881425,0.0006983131873400562,0.7883835979035372,0.757373441921027,4.809499892795327e-08,1.1885844866641187e-11,0.0004566685201623397,2.9212711098367612e-05,9.90940355281923e-10,1.4996545198895604e-10,4.985132428480484e-09,0.005170447258998959,4.0561108148429957e-10,1.4677941870614713e-05,1.5573564187306714e-05,0.0003025094927053084,0.003262978800783646,1.0389589923693957e-05,1.1514456938698569e-05,2.5535330889230186e-14,1.968346202546322e-14,7.003870949736696e-09,1.2864943247873853e-09,8.618276933465136e-05,2.8979552066290147e-06,0.0007290450887700512,3.3730297427416595e-07,4.21334912801782e-12,5.17657279081025e-08,1.6642167226944407e-05,9.878295332063345e-08,0.003136463492342105,0.0005408316627766319,1.2113479875597203e-06,2.5584270425393062e-09,3.884501318578251e-07,3.233876521204031e-08,6.76592220726054e-05,8.823690507534868e-11,1.7909466828712196e-06,5.710702319302908e-09,9.89227224015834e-05,2.2178634980005706e-05,5.881360245808373e-14,9.184935779845882e-15,4.6702278059859666e-09,2.0195340088561252e-07,3.1632641548022857e-08,3.938310767377586e-12,5.959360968972061e-06,1.7894795964456097e-12,7.993762160175139e-12,1.9448388230402112e-05,1.6288775958330075e-10,5.605240476287043e-13,4.4379629861884064e-08,8.460368622858751e-07,2.0703327921630874e-05,8.965399092907401e-07,3.328277338092973e-12,1.287260119588261e-12,1.2673441062538646e-12,3.422246300345533e-08,3.2746496897415645e-08,6.217554283901485e-09,4.7354051765577213e-07,1.2266263885770235e-14,4.4513533095627704e-07,1.0298367830302935e-10,1.8511300128730905e-07,1.103105784229543e-13,1.056247175334307e-05,3.519739624581567e-06,4.400364609941258e-09
7.404383901634987e-05,0.7798105394709389,7.173768834039093e-05,2.4446548097402967e-05,4.461321390670821e-05,0.0037857492057831598,0.0,0.0,0.0005356226620768301,1.8276180831796588e-05,0.013655365257214686,0.0004615131463279752,8.250524064875802e-07,3.032304179283575e-14,1.8916170363651228e-10,1.7654464554372546e-07,0.0011880346027578295,0.0006926620167332718,1.2349710846138075e-06,7.020385608768322e-09,0.0005505400813744382,3.8444802111905007e-10,1.284188483634318e-08,7.3952638057715505e-06,1.7037917640227283e-07,0.006716952472822327,1.581686595342366e-08,7.555484302371087e-05,9.720700419453658e-05,1.2138419419235429e-07,3.280292443380114e-08,2.0182605673237345e-10,6.582051194713333e-08,6.368711046177147e-08,3.76,0.0,0.007749671426611436,0.9819061950983711,0.006423650922471861,0.0007043219439802262,0.7885785174528611,0.7573293707607875,4.76393628042055e-08,1.1880417021512853e-11,0.00045660878179944994,2.925925200093026e-05,9.938350995885958e-10,1.504207228111993e-10,5.001863112477049e-09,0.00520337026872816,4.0552006737847993e-10,1.472590279909288e-05,1.5628616490059296e-05,0.00030329336910705996,0.0032749922705107644,1.0409196707366516e-05,1.1536162506403238e-05,2.5625264214437273e-14,1.975277407566183e-14,7.028711309408438e-09,1.2963156069099045e-09,8.648322330278594e-05,2.9081534241701033e-06,0.0007375093423237376,3.3884133065374394e-07,4.2261589392825605e-12,5.19375948166278e-08,1.691095364179618e-05,9.871611448662381e-08,0.003139460843347301,0.0005460603401119355,1.2014148427819856e-06,2.5370657147771078e-09,3.903185662164748e-07,3.2494361672165284e-08,6.839516318053706e-05,8.919982382014487e-11,1.7996479069773814e-06,5.737514516974231e-09,9.930610643450407e-05,2.2483594492517634e-05,5.908965971978146e-14,9.228039926129678e-15,4.731109951468692e-09,2.0364393198257178e-07,3.161494249541895e-08,4.007100963792707e-12,6.0268403115525194e-06,1.7995019095606469e-12,8.017087890177425e-12,1.952603372133358e-05,1.6549070907359424e-10,5.6533898281292e-13,4.4763929459082206e-08,8.462467943489295e-07,2.0917606487990552e-05,9.091384142483816e-07,3.362166349965371e-12,1.305562950228995e-12,1.2852689379489256e-12,3.494386486791041e-08,3.293265955878006e-08,6.24541206124845e-09,4.7540802331227153e-07,1.240781900357904e-14,4.484884292460344e-07,1.0348096637503171e-10,1.8886344446088835e-07,1.1254560368305227e-13,1.064192114854453e-05,3.5689053999373762e-06,4.466637015900241e-09
7.427423203546606e-05,0.7798379990107219,7.187974731156675e-05,2.4521100020736923e-05,4.4766044519092675e-05,0.0038021829449485746,0.0,0.0,0.0005360908511063186,1.8313772509786208e-05,0.013768568363878889,0.0004651327874727588,8.330199408290006e-07,3.0601694883470415e-14,1.9046584694818125e-10,1.77191035403159e-07,0.0011935851367781394,0.0006988089921291513,1.2483116372547695e-06,7.076409001640056e-09,0.0005531993869377418,3.8717434803082186e-10,1.2925895260127668e-08,7.4967844659856895e-06,1.7130465710897088e-07,0.006768265952274728,1.59174864122548e-08,7.643077100074918e-05,9.870337901584907e-05,1.2283473055086478e-07,3.313028967262672e-08,2.0272412758950123e-10,6.611033215128981e-08,6.46396715508915e-08,3.76,0.0,0.007637030413268433,0.9817773157632484,0.006467654802444177,0.0007103680014195553,0.7887722091002676,0.7572832175640507,4.719024634541847e-08,1.187502812620627e-11,0.0004565488502740124,2.9305335314169302e-05,9.967131603607882e-10,1.5087321223072901e-10,5.018492603626994e-09,0.005236290992843199,4.054278565657807e-10,1.4773620608302285e-05,1.5683456192039225e-05,0.00030407178990575804,0.0032869446619568465,1.0428693053525182e-05,1.1557745944885967e-05,2.5714827481445216e-14,1.9821800766535014e-14,7.053449951366757e-09,1.306168673974874e-09,8.678239958592729e-05,2.9182932192055213e-06,0.0007460251473589412,3.403702306653059e-07,4.238899887533174e-12,5.210862305975071e-08,1.7182485015042315e-05,9.865331884351047e-08,0.003142419591444769,0.0005513207461205284,1.1915699173656626e-06,2.515896670402327e-09,3.9217772261943213e-07,3.264921219889088e-08,6.91357265335184e-05,9.016882656107683e-11,1.8083042248188079e-06,5.76417309866684e-09,9.969034195205549e-05,2.279199085163853e-05,5.936413481993503e-14,9.270896976420363e-15,4.792447449680787e-09,2.053369609250195e-07,3.1598545144822485e-08,4.076784605156066e-12,6.095168798190694e-06,1.8095404100708917e-12,8.040269888141992e-12,1.960390816266085e-05,1.681195959939636e-10,5.701739750892135e-13,4.5149587514929806e-08,8.46451413951168e-07,2.1132403369717812e-05,9.218503037759157e-07,3.3961264547234836e-12,1.324035234099513e-12,1.303402521560507e-12,3.5677133370740724e-08,3.311918953380767e-08,6.273319621918535e-09,4.772785354018139e-07,1.2550430520130177e-14,4.5185130611254827e-07,1.0397568523003008e-10,1.9267120617398882e-07,1.1481478914629347e-13,1.0721302676825363e-05,3.6184698813405586e-06,4.533494509950501e-09
7.450462505458226e-05,0.7798653133730846,7.202124803237435e-05,2.4595315117586468e-05,4.4918111473678344e-05,0.0038186456457645224,0.0,0.0,0.0005365572231612653,1.835121199111402e-05,0.0138822564438536,0.00046876663964471655,8.410266308388969e-07,3.0881396342296684e-14,1.917718609933251e-10,1.7783511316508004e-07,0.0011991043896387907,0.0007049825273052477,1.2617262503243997e-06,7.1326217485915946e-09,0.0005558638717909069,3.8991447535142353e-10,1.300976007445783e-08,7.599092838663774e-06,1.7222633580451925e-07,0.006819745003557536,1.6018826114351754e-08,7.731318962524359e-05,0.00010021289302596365,1.2429195298220124e-07,3.345887159891864e-08,2.0362192218990444e-10,6.639977155757098e-08,6.560448193000577e-08,3.76,0.0,0.007526016285774788,0.9816480230877889,0.006511791431771701,0.0007164514329665761,0.788964695388819,0.7572350082560342,4.674755621762182e-08,1.1869677569283165e-11,0.00045648872653476444,2.9350967197828855e-05,9.99574500631082e-10,1.5132291490227498e-10,5.035020707800315e-09,0.005269208030647766,4.053344629086652e-10,1.4821094608958423e-05,1.5738081733339136e-05,0.00030484475981059847,0.0032988357435952353,1.0448078674173954e-05,1.1579206939059386e-05,2.580401807662464e-14,1.989054018530127e-14,7.078086182912287e-09,1.3160533240134647e-09,8.708028886073348e-05,2.928374400621164e-06,0.0007545923217757861,3.418896113831838e-07,4.2515717605938516e-12,5.227880722161261e-08,1.7456759935906734e-05,9.859457239233505e-08,0.003145340104245218,0.0005566128472667693,1.18181295974932e-06,2.4949193174301068e-09,3.9402753562098986e-07,3.280331176907822e-08,6.988090283435116e-05,9.114390138935684e-11,1.8169152874229034e-06,5.79067699327201e-09,0.00010007542818776994,2.310384867261254e-05,5.963701672907054e-14,9.313505207999903e-15,4.854238952053273e-09,2.070323604594085e-07,3.158345163118317e-08,4.147366529207944e-12,6.164355197514524e-06,1.8195949284490987e-12,8.063309147022153e-12,1.9682013320247963e-05,1.7077439169400418e-10,5.750289203167326e-13,4.553659408647304e-08,8.466508618882883e-07,2.1347700638262798e-05,9.346757944929516e-07,3.4301547100976976e-12,1.3426773815433084e-12,1.3217464714226875e-12,3.642239386738493e-08,3.3306084337666224e-08,6.301276979364651e-09,4.791520718703839e-07,1.269409912878037e-14,4.552238871715747e-07,1.0446781518803956e-10,1.9653679362394125e-07,1.171184371189355e-13,1.0800610611604597e-05,3.668432064620907e-06,4.600935867070822e-09
7.473501807369846e-05,0.7798924852730496,7.21621871579686e-05,2.4669191996685396e-05,4.5069412786436277e-05,0.0038351372638324886,0.0,0.0,0.0005370218639702825,1.838850367490948e-05,0.01399642854260155,0.0004724146651819816,8.490722387600428e-07,3.1162137351474026e-14,1.9307968765774032e-10,1.784768600937667e-07,0.0012045921401527358,0.0007111824321040634,1.2752145744636718e-06,7.189022570065407e-09,0.0005585335228327657,3.9266841260130715e-10,1.3093472907529258e-08,7.702187070766147e-06,1.7314418847796526e-07,0.006871388566769398,1.6120886371401212e-08,7.820210246572866e-05,0.00010173551232282205,1.257557710078783e-07,3.378865661074642e-08,2.0451942295424075e-10,6.668882721931295e-08,6.658163522578062e-08,3.76,0.0,0.00741660577144019,0.981518319121469,0.006556060200151575,0.000722572309548524,0.7891559985154439,0.7571847684370464,4.631120040535211e-08,1.1864364748417388e-11,0.00045642841153473895,2.939615379057019e-05,1.002419085617329e-09,1.5176982603335324e-10,5.0514472533499015e-09,0.005302119989022225,4.0523990008093296e-10,1.4868324145621913e-05,1.5792491591263658e-05,0.000305612284071445,0.003310665292774153,1.0467353290750697e-05,1.1600545184077752e-05,2.5892833613335336e-14,1.995899046656504e-14,7.102619331032838e-09,1.325969353985144e-09,8.737688199849313e-05,2.938396785524989e-06,0.000763210679758681,3.433994122580455e-07,4.264174362873182e-12,5.244814201106351e-08,1.77337765122587e-05,9.853988781959314e-08,0.003148222748817095,0.0005619366077270439,1.172143707601252e-06,2.4741330109541764e-09,3.9586794234882904e-07,3.295665556699094e-08,7.063068246351485e-05,9.212503596902595e-11,1.825480758103941e-06,5.817025169745588e-09,0.00010046136434729613,2.3419192475112973e-05,5.990829484207085e-14,9.35586296614845e-15,4.916483055754045e-09,2.0873000054772262e-07,3.1569663180319305e-08,4.218851450202681e-12,6.234408256097971e-06,1.829665222682699e-12,8.086206659813392e-12,1.9760350945300056e-05,1.7345506218501918e-10,5.799037132433268e-13,4.592493919980899e-08,8.468452786058377e-07,2.1563480368615216e-05,9.476150964920062e-07,3.464248168515336e-12,1.3614897932438087e-12,1.3403023979603471e-12,3.7179771837315596e-08,3.349334147106998e-08,6.32928413998856e-09,4.810286499743841e-07,1.283882545282825e-14,4.5860609774862676e-07,1.0495733726747145e-10,2.0046071275443342e-07,1.1945684916071581e-13,1.0879839288623809e-05,3.7187908926808665e-06,4.668959785783177e-09
7.496541109281465e-05,0.779919517385796,7.230256141070663e-05,2.474272931484701e-05,4.5219946583333535e-05,0.003851657753117122,0.0,0.0,0.0005374848578487236,1.8425651942760408e-05,0.0141110836923837,0.0004760768260024232,8.571565235404884e-07,3.144388979941945e-14,1.9438925554251217e-10,1.791162542974643e-07,0.0012100481752031038,0.0007174085148359596,1.2887762546773016e-06,7.24561016548608e-09,0.0005612083266195984,3.9543616844497286e-10,1.3177027394375757e-08,7.806065232465957e-06,1.7405819231374039e-07,0.006923195576461957,1.6223668420507912e-08,7.909751265932736e-05,0.00010327120126131097,1.272260938316214e-07,3.4119631127662234e-08,2.0541661222627397e-10,6.697749627856099e-08,6.757122477322933e-08,3.76,0.0,0.007308775927610969,0.9813882059227136,0.006600460494969586,0.0007287306997076322,0.7893461403341008,0.7571325233853251,4.588108819923292e-08,1.1859089070365333e-11,0.0004563679062311986,2.94409012089916e-05,1.0052468829788368e-09,1.5221394134324545e-10,5.06777208953806e-09,0.005335025482519207,4.0514418157249146e-10,1.491530859649018e-05,1.5846684276191408e-05,0.00030637436847323575,0.0033224330956785394,1.0486516635594466e-05,1.1621760386737017e-05,2.598127145040978e-14,2.0027149473755367e-14,7.127048628911537e-09,1.335916559797899e-09,8.767217006488002e-05,2.948360199207183e-06,0.0007718800318127154,3.448995751073237e-07,4.276707513868354e-12,5.261662225717289e-08,1.8013532370644813e-05,9.848928379503552e-08,0.003151067891668229,0.0005672919894045388,1.1625618920965716e-06,2.453537089859136e-09,3.9769888235150273e-07,3.310923898058334e-08,7.138505548167697e-05,9.311221754016203e-11,1.8340003124001934e-06,5.8432166370976395e-09,0.00010084814960949204,2.3738046680527945e-05,6.017795897627453e-14,9.397968663404919e-15,4.979178301820011e-09,2.1042974905536673e-07,3.155718074561966e-08,4.2912439843651116e-12,6.305336696900538e-06,1.8397510324193726e-12,8.108963404882111e-12,1.9838922774340235e-05,1.761615680247314e-10,5.847982475150815e-13,4.63146128512461e-08,8.470348041753262e-07,2.177972463907962e-05,9.606684133577313e-07,3.498403874681485e-12,1.3804728597505432e-12,1.3590719074944335e-12,3.794939287330291e-08,3.368095842123418e-08,6.357341103115657e-09,4.829082862913906e-07,1.2984610048215357e-14,4.619978628842045e-07,1.054442331798402e-10,2.0444346820857316e-07,1.2183032605655398e-13,1.095898310649778e-05,3.7695452557642546e-06,4.737564888900926e-09
7.519580411193085e-05,0.7799464123427546,7.244236758072071e-05,2.481592577712502e-05,4.5369711099009854e-05,0.0038682070659664183,0.0,0.0,0.0005379462876961467,1.8462661157181453e-05,0.014226220912449593,0.0004797530836037154,8.652792408072637e-07,3.17266393944535e-14,1.9570050158370435e-10,1.7975328038722195e-07,0.001215472289697904,0.0007236605823362502,1.3024109305290352e-06,7.302383232361677e-09,0.0005638882693679077,3.9821775070706975e-10,1.3260417199165371e-08,7.910725318315609e-06,1.7496832562172972e-07,0.006975164961838367,1.6327173433923934e-08,7.999942291457942e-05,0.00010481992247766821,1.2870283037525476e-07,3.445178155215114e-08,2.0631347296492472e-10,6.726577596449298e-08,6.857334360331268e-08,3.76,0.0,0.007202504136224087,0.9812576855585448,0.006644991701403509,0.0007349266695935682,0.7895351423614622,0.75707829806213,4.545713017348022e-08,1.1853849950755567e-11,0.0004563072115853127,2.94852155458773e-05,1.0080578620985919e-09,1.5265525661341162e-10,5.083995065599199e-09,0.005367923133525842,4.0504732077808503e-10,1.4962047372790878e-05,1.5900658328132385e-05,0.00030713101932690025,0.00333413894726605,1.0505568449783683e-05,1.1642852263773992e-05,2.606932889184825e-14,2.0095015216413282e-14,7.15137335798528e-09,1.3458947363413607e-09,8.796614432186088e-05,2.958264475087574e-06,0.0007806001848252155,3.4639004410833665e-07,4.2891710301745925e-12,5.2784242915157864e-08,1.829602465676028e-05,9.844276910739328e-08,0.003153875898704652,0.0005726789519535373,1.1530672340922664e-06,2.433130903608181e-09,3.9952029767238665e-07,3.326105760009017e-08,7.214401163415332e-05,9.410543292472903e-11,1.8424736380423146e-06,5.86925044458453e-09,0.0001012357831283743,2.4060435606955394e-05,6.044599934455517e-14,9.439820771331281e-15,5.042323177786435e-09,2.1213147817880026e-07,3.15460060831761e-08,4.364548679138335e-12,6.377149216419631e-06,1.849852179148504e-12,8.131580394295956e-12,1.9917730528993386e-05,1.7889386614335106e-10,5.897124157987781e-13,4.670560500942155e-08,8.472195782503953e-07,2.1996415540528755e-05,9.73835942200939e-07,3.5326188921100005e-12,1.3996269633926673e-12,1.378056601941794e-12,3.873138266186431e-08,3.3868932663288825e-08,6.385447860898832e-09,4.847909967434867e-07,1.3131453396707088e-14,4.653991073367077e-07,1.059284853347664e-10,2.0848556324598904e-07,1.2423916776689663e-13,1.1038036527892846e-05,3.82069399194866e-06,4.806749724557674e-09
7.542619713104705e-05,0.7799731727370713,7.258160252954851e-05,2.4888780136185696e-05,4.5518704676528663e-05,0.0038847851531304393,0.0,0.0,0.0005384062349949668,1.8499535660373164e-05,0.014341839209194967,0.00048344339907474744,8.734401430583103e-07,3.201038940699944e-14,1.970133747375426e-10,1.8038792473936593e-07,0.0012208642865298945,0.0007299384400120786,1.3161182363073049e-06,7.359340475436086e-09,0.0005665733369572931,4.010131664002198e-10,1.3343636169754156e-08,8.01616524823115e-06,1.7587456786024364e-07,0.007027295646915464,1.643140253526259e-08,8.090783551373058e-05,0.00010638163691018678,1.3018588931120882e-07,3.4785094277792674e-08,2.072099883523484e-10,6.755366359186184e-08,6.958808443302789e-08,3.76,0.0,0.0070977680993668055,0.9811267601042879,0.006689653202507239,0.0007411602829582244,0.7897230257815523,0.7570221171158815,4.503923816919033e-08,1.1848646813937874e-11,0.00045624632856208444,2.9529102868783168e-05,1.0108519941447893e-09,1.5309376797438564e-10,5.100116043788926e-09,0.00540081157239544,4.049493309467387e-10,1.50085399185084e-05,1.59544123218865e-05,0.00030788224346069295,0.003345782651211531,1.0524508483194515e-05,1.1663820541814807e-05,2.6157003710918045e-14,2.0162586061738186e-14,7.175592926435766e-09,1.3559036775212428e-09,8.825879622716049e-05,2.96810945465863e-06,0.0007893709421176741,3.478707657845348e-07,4.301564737012942e-12,5.2950999067593956e-08,1.858125003606408e-05,9.840034965484639e-08,0.003156647135183639,0.0005780974528001924,1.143659441595863e-06,2.412913764234744e-09,4.0133213291035725e-07,3.341210721562324e-08,7.290754035468164e-05,9.510466853149942e-11,1.8509004348597507e-06,5.8951256810556056e-09,0.00010162426403470893,2.4386383465166206e-05,6.071240656616398e-14,9.481417824957181e-15,5.10591611903223e-09,2.1383506121380445e-07,3.1536140643874825e-08,4.438769974014923e-12,6.449854482345324e-06,1.859968468037294e-12,8.154058660458826e-12,1.999677591604952e-05,1.8165190897153963e-10,5.946461098358895e-13,4.709790561702516e-08,8.473997400323102e-07,2.2213535182514474e-05,9.871178736884946e-07,3.566890292384105e-12,1.4189524777553466e-12,1.3972580785504502e-12,3.952586696724891e-08,3.4057261661461064e-08,6.413604398854422e-09,4.866767966136246e-07,1.3279355908584184e-14,4.6880975559736616e-07,1.064100768326202e-10,2.1258749967673595e-07,1.2668367338875824e-13,1.1116994080412321e-05,3.872235887570722e-06,4.87651276719518e-09
7.565659015016324e-05,0.7799998011206003,7.272026319141427e-05,2.4961291191822835e-05,4.5666925765907564e-05,0.003901391963786115,0.0,0.0,0.0005388647798088621,1.8536279772863673e-05,0.014457937576340419,0.0004871477331115155,8.816389797880179e-07,3.229512009968931e-14,1.983278094137054e-10,1.8102016648445976e-07,0.0012262239765303356,0.0007362418918952509,1.3298978010461099e-06,7.416480582081595e-09,0.0005692635149338649,4.038224217036217e-10,1.3426678255600469e-08,8.122382868622992e-06,1.7677689965303143e-07,0.0070795865507072035,1.653635678066959e-08,8.182275231500474e-05,0.00010795630382300825,1.316751790925168e-07,3.511955572747886e-08,2.0810614121246075e-10,6.784115656025818e-08,7.061553965438472e-08,3.76,0.0,0.0069945458343287316,0.9809954316432341,0.006734444379306841,0.0007474316011511884,0.7899098114509019,0.7569640048867489,4.462732527538862e-08,1.1843479092920959e-11,0.0004561852581303489,2.9572569218481826e-05,1.013629252771414e-09,1.535294722665417e-10,5.116134916485479e-09,0.005433689437597121,4.0485022511054796e-10,1.5054785710330275e-05,1.6007944868415976e-05,0.0003086280482109027,0.003357364019841441,1.0543336497169485e-05,1.1684664959632613e-05,2.624429378136228e-14,2.02298602279815e-14,7.1997066947891e-09,1.3659431762982506e-09,8.855011743454288e-05,2.977894987415446e-06,0.0007981921035062387,3.4934168898493294e-07,4.313888483005238e-12,5.3116885918455955e-08,1.8869204694354374e-05,9.83620423041758e-08,0.0031593819656621012,0.0005835474471673496,1.1343382159796225e-06,2.3928849405053484e-09,4.031343350775533e-07,3.356238381691136e-08,7.367563076971291e-05,9.610991036160299e-11,1.8592804147290788e-06,5.920841474599257e-09,0.00010201359143775301,2.471591435405389e-05,6.09771716873192e-14,9.522758429285215e-15,5.169955507067857e-09,2.1554036728985975e-07,3.1527584922415e-08,4.5139121846397195e-12,6.523461130937379e-06,1.8700996205582514e-12,8.17639920487431e-12,2.0076060627403646e-05,1.844356428153097e-10,5.995992203767379e-13,4.7491504592730145e-08,8.47575428230293e-07,2.243106569593664e-05,1.0005143920783782e-06,3.6012151325372006e-12,1.438449765792936e-12,1.4166779295903586e-12,4.0332971613420356e-08,3.424594287025794e-08,6.4418106963698094e-09,4.885657005660784e-07,1.3428317930145375e-14,4.722297319104469e-07,1.0688899145455927e-10,2.1674977778539668e-07,1.291641411105385e-13,1.1195850357523409e-05,3.924169677714904e-06,4.946852418560576e-09
7.588698316927944e-05,0.780026300007351,7.285834656908743e-05,2.5033457791502557e-05,4.581437292264423e-05,0.003918027445553476,0.0,0.0,0.0005393220007828493,1.8572897792548832e-05,0.014574514995060251,0.000490866046013991,8.898754974073387e-07,3.2580797060044476e-14,1.9964373241742869e-10,1.816499872790141e-07,0.0012315511784321113,0.0007425707406799628,1.3437492486077083e-06,7.473802223361775e-09,0.0005719587885125348,4.066455219481122e-10,1.3509537340637641e-08,8.22937595322167e-06,1.7767530271397124e-07,0.007132036587356605,1.6642037149702025e-08,8.274417475460387e-05,0.00010954388082386092,1.3317060798090166e-07,3.5455152340113035e-08,2.0900191483218625e-10,6.8128252353756e-08,7.165580132654227e-08,3.76,0.0,0.0068928156700913895,0.9808637022664137,0.00677936461086887,0.0007537406831170622,0.7900955199022093,0.7569039854099241,4.422130581367188e-08,1.1838346229263283e-11,0.00045612400126249393,2.961562060787121e-05,1.0163896136551717e-09,1.5396236645691607e-10,5.132051579140792e-09,0.005466555375818873,4.0475001619631155e-10,1.5100784257508362e-05,1.606125460918472e-05,0.00030936844141530364,0.003368882874085277,1.0562052263314017e-05,1.1705385267297845e-05,2.6331196393827096e-14,2.029683561705063e-14,7.223713909656401e-09,1.3760130247066878e-09,8.884009979467661e-05,2.987620930811594e-06,0.0008070634653450196,3.50802764874676e-07,4.3261421166032294e-12,5.328189879469025e-08,1.9159884338561883e-05,9.832786120769295e-08,0.0031620807539771423,0.0005890288880927209,1.1251032521071998e-06,2.3730437166502746e-09,4.0492685356638127e-07,3.3711883592741974e-08,7.444827170155633e-05,9.712114401263296e-11,1.8676133015217606e-06,5.946396992741225e-09,0.00010240376442650574,2.504905225738439e-05,6.124028614742503e-14,9.56384124851384e-15,5.234439670340501e-09,2.1724726732012467e-07,3.152033994346747e-08,4.5899795495295135e-12,6.5979777651166965e-06,1.880245424117264e-12,8.198603043402037e-12,2.0155586339862008e-05,1.87245009914335e-10,6.045716372197559e-13,4.788639183257798e-08,8.477467810328646e-07,2.2648989237022207e-05,1.0140256752465982e-06,3.635590484214828e-12,1.4581191816454804e-12,1.436317742151058e-12,4.1152822471081226e-08,3.443497373545403e-08,6.470066726483001e-09,4.904577226600413e-07,1.357833973572524e-14,4.7565896027146506e-07,1.073652136657841e-10,2.2097289627651472e-07,1.316808681789281e-13,1.127460001918714e-05,3.976494046584924e-06,5.017767008552445e-09
