Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340),S(8723),CHO3(1596)
7.704704225114533e-05,0.8131304776671224,9.104776613629558e-05,3.5850064981492596e-05,5.696012204531429e-05,0.004563105515481879,0.0,0.0,0.0003675327656736474,8.505922135759013e-06,0.025162469543530602,0.0008214111314457859,1.6158470160351323e-06,9.611266640346075e-14,4.6197672312685295e-10,2.974665179446211e-07,0.001522984772938746,0.0011021234723076463,3.3258084203168158e-06,4.3133849962837554e-08,0.001556135308866029,1.8234874468803711e-09,2.2855849111126145e-08,1.2007005432250072e-05,1.292667402049849e-07,0.011017504167950198,3.607099057483527e-08,0.00011984756255821177,0.0001678317691960261,1.8127385050055102e-07,5.7804674699483245e-08,3.0227856920627316e-10,7.394481534698294e-08,1.2474391849630732e-07,3.76,0.0,1.9670788417440827e-05,0.9714969144596509,0.009362656961300852,0.000990551648061206,0.8093106590587704,0.7549575017255441,3.434309784669715e-08,3.1692596476304906e-11,0.0006011267643662838,1.3226239351147846e-05,1.719495880571602e-09,1.4770450584730372e-10,5.5893764345414466e-09,0.006115578025229868,5.724413147424391e-10,2.3980996134090837e-05,2.5751482385106748e-05,0.00036549427039762975,0.005334657057172577,8.043010385937863e-06,9.3251156430215e-06,3.303731262684851e-14,3.198070834599507e-14,1.1313723082297803e-08,4.096994338323266e-09,8.36834918663194e-05,2.957896566176564e-06,0.001534653593768081,2.862768992631558e-07,8.410669851201324e-12,3.422970388092638e-08,4.976579636745063e-05,3.553082653586657e-08,0.0012244373585340955,0.001041023686388098,7.882510501633261e-08,1.0134009412045223e-10,2.59906798541685e-07,2.3936266037140924e-08,0.0001701006232258323,3.9885744912899714e-10,7.021760405553462e-07,1.430715810667562e-09,7.393556693224578e-05,3.724750144481494e-05,1.863660064444408e-14,3.0999314750417524e-15,2.2607800832604825e-08,3.959933094709802e-07,1.2951393494240253e-08,1.0530984045371767e-11,8.431822240847857e-06,2.8659479082952357e-12,8.691922122200641e-12,1.596550916301001e-05,5.540525956975203e-10,1.133730401672372e-12,3.52231791230778e-08,1.2588424882777956e-07,2.9626117999000017e-05,4.839130640353641e-06,4.0232181586983115e-12,1.2412718004788677e-11,2.051261604946827e-12,9.904443047116382e-07,2.5099489109480205e-08,5.0559740989665775e-09,3.162789820514069e-07,5.0029376164297286e-14,8.842075643867892e-07,5.2364968159024716e-11,1.1033982008015184e-06,1.0765843096728151e-12,2.0285170846602836e-05,8.943531052686848e-06,1.1470355382477095e-09,3.7597449018544344e-07,9.645826147968725e-12,5.8390067754364475e-15
7.755366138896795e-05,0.8131816073890547,9.165317235089355e-05,3.6091892501202294e-05,5.735346485410089e-05,0.004619448076417201,0.0,0.0,0.00037047230980941895,8.611723034154605e-06,0.025565998920006706,0.0008344427562884218,1.648226850984192e-06,9.853015456015295e-14,4.701538633981967e-10,2.997676768456682e-07,0.0015328817691739826,0.0011194045877665375,3.3977705467364697e-06,4.380803118514222e-08,0.00156963465967276,1.8472437655869132e-09,2.3125931726503778e-08,1.2296409369457248e-05,1.3096648682501287e-07,0.011183934467025404,3.658109167709101e-08,0.0001227439549056506,0.00017187756548547222,1.8483962545374551e-07,5.895746252805018e-08,3.0516594397390615e-10,7.464716677243163e-08,1.2881733825727415e-07,3.76,0.0,1.8532266878584178e-05,0.9710846648776782,0.009500216012272097,0.001011286435083348,0.8096142239266338,0.7544528743900778,3.4310801759352757e-08,3.16716492974059e-11,0.0006008716805966511,1.3330753836032032e-05,1.7298583692232692e-09,1.485953519992069e-10,5.623863598196057e-09,0.0061782607566940265,5.717799838630196e-10,2.4140195116179492e-05,2.593173580647184e-05,0.00036735587460765635,0.005370303806402121,8.090566830110927e-06,9.380276132532231e-06,3.3276729856595765e-14,3.221242443595982e-14,1.1396088112645014e-08,4.158497610988243e-09,8.424290045719063e-05,2.9762288181360052e-06,0.00156837099528576,2.879991217802643e-07,8.463398877715885e-12,3.444177404545738e-08,5.1242938474421976e-05,3.636757639292202e-08,0.0012247442377387868,0.0010621803494470887,7.927856473250287e-08,1.0187549267100068e-10,2.6170327109877757e-07,2.4110216017910156e-08,0.00017373826933519244,4.074065607441575e-10,7.068093784485967e-07,1.4394585572709239e-09,7.460799325018604e-05,3.8518270870061596e-05,1.875046618493772e-14,3.118869399975866e-15,2.317945243235443e-08,4.0125515645900793e-07,1.3219389154949632e-08,1.0934027420593401e-11,8.715531219588568e-06,2.906028929362944e-12,8.75610580115933e-12,1.6196890497444784e-05,5.702174549890164e-10,1.15263036662737e-12,3.573449978442637e-08,1.269363676442344e-07,3.0094119449486283e-05,4.9520833425549424e-06,4.084782298631814e-12,1.2706179776829895e-11,2.1227009779700098e-12,1.0235906507645542e-06,2.5411057416067103e-08,5.108730780482119e-09,3.19269875145499e-07,5.123518577398114e-14,8.9656526905624e-07,5.2711833208580625e-11,1.145002112875922e-06,1.117178580037106e-12,2.0550388476782397e-05,9.19469342025013e-06,1.170200407429094e-09,3.8301007630295165e-07,9.871168723687396e-12,5.972228697343888e-15
7.806028052679057e-05,0.8132331061808561,9.225132651186377e-05,3.6330898294003356e-05,5.7742475459876017e-05,0.004676176877938252,0.0,0.0,0.0003734052223849699,8.718163032722739e-06,0.02597282134586873,0.0008475820386969413,1.6809130821270167e-06,1.0097172033291578e-13,4.783589813509247e-10,3.0204824786491294e-07,0.0015426291773786046,0.0011368039477223865,3.470469887129196e-06,4.448516453816197e-08,0.0015831726157944615,1.8712256560551443e-09,2.3394453586606195e-08,1.2589357880771305e-05,1.3266229758117198e-07,0.011351369062791718,3.7097889112674956e-08,0.00012568319186493098,0.00017596619884748728,1.884258326550892e-07,6.011908785933694e-08,3.080478009140073e-10,7.534884067973017e-08,1.3299642425192566e-07,3.76,0.0,1.747293939391187e-05,0.9706697644288693,0.009638712326874152,0.001032310165468909,0.8099202044598867,0.7539451763461931,3.427902473890726e-08,3.1650587203787245e-11,0.000600614956552239,1.3434939452903415e-05,1.740063705822562e-09,1.4947252156961332e-10,5.657844691272487e-09,0.006240703529400641,5.711149158330568e-10,2.4297456189211218e-05,2.610989547896271e-05,0.0003691847521329327,0.0054054945526007085,8.137371942375367e-06,9.434567272037098e-06,3.3513509941851415e-14,3.244158724347538e-14,1.1477558733660013e-08,4.220369326833137e-09,8.479469505555353e-05,2.994279875836218e-06,0.0016024474368129436,2.8969052259352275e-07,8.51539044038568e-12,3.465040166732076e-08,5.2742837209352684e-05,3.722633141709658e-08,0.0012250806434232107,0.0010835883967624583,7.973689434355027e-08,1.0241623263105475e-10,2.634869314858925e-07,2.4283294691973707e-08,0.00017741928468169752,4.160580807160195e-10,7.114003031568126e-07,1.4481011910388474e-09,7.529089338658854e-05,3.9822311087866925e-05,1.886302792048787e-14,3.1375904853027546e-15,2.375791914884966e-08,4.065009282339872e-07,1.3493419431031504e-08,1.1347229181643256e-11,9.007556280297786e-06,2.9462998037213248e-12,8.81976884376737e-12,1.6431897933561282e-05,5.866174639709807e-10,1.1716894679178445e-12,3.6248588155356024e-08,1.2799332652151847e-07,3.056132711167559e-05,5.0665210736636726e-06,4.14616388272603e-12,1.3003658273739528e-11,2.1960776555699825e-12,1.0575145273186147e-06,2.5726348959595046e-08,5.162172679905124e-09,3.2230141043501135e-07,5.245881562332644e-14,9.089771143300577e-07,5.3055560310844934e-11,1.1877808520294919e-06,1.158919218203714e-12,2.0814540926920204e-05,9.44968900300983e-06,1.19361504179949e-09,3.9011278812468854e-07,1.0099448540373774e-11,6.107028273692172e-15
7.856689966461319e-05,0.8132849717367409,9.284218361337719e-05,3.6567061871570805e-05,5.812711724726037e-05,0.004733287485040102,0.0,0.0,0.0003763310374684346,8.825223251664787e-06,0.026382915125740654,0.0008608282194731864,1.7138999074217585e-06,1.0343659656303819e-13,4.865898210778457e-10,3.0430795188595547e-07,0.0015522271740686434,0.0011543189759657339,3.5438947168413286e-06,4.5165149443502744e-08,0.0015967487633413836,1.8954329181287046e-09,2.3661348184852855e-08,1.2885814486798504e-05,1.3435375576034386e-07,0.011519787408888498,3.762136681543979e-08,0.0001286651903677432,0.00018009688930223716,1.9203166793705563e-07,6.128933350862975e-08,3.1092386813087784e-10,7.604976356632706e-08,1.3728266287622135e-07,3.76,0.0,1.648734284307656e-05,0.970252248451959,0.009778135261547678,0.0010536227228207017,0.810228587044038,0.7534344582391694,3.424772369461699e-08,3.1629411491409953e-11,0.0006003566140992359,1.3538772159145393e-05,1.7501111406558446e-09,1.5033594952001043e-10,5.691316965278038e-09,0.006302893474184429,5.704461791402117e-10,2.4452766128904714e-05,2.6285941731045796e-05,0.0003709809455305733,0.005440225391117561,8.183423066706743e-06,9.487985993923184e-06,3.374762426257542e-14,3.26681690835126e-14,1.1558125107615041e-08,4.282601923402787e-09,8.533881075217274e-05,3.0120478783192378e-06,0.0016368777623069464,2.913511697145664e-07,8.566640713439467e-12,3.4855564091630494e-08,5.426511915156601e-05,3.8107379788498587e-08,0.0012254477109095196,0.0011052464788074774,8.019973387998972e-08,1.0296184434106419e-10,2.6525809959499514e-07,2.445553331607342e-08,0.00018114334597458284,4.248112552130988e-10,7.159496363524452e-07,1.4566454797854207e-09,7.598443454475738e-05,4.116004059337557e-05,1.897430889077653e-14,3.156098564657043e-15,2.4343066511975783e-08,4.11729062168617e-07,1.3773551167211132e-08,1.1770626217728164e-11,9.307988530244841e-06,2.9867544701121935e-12,8.882903394222822e-12,1.66705495667465e-05,6.032479677232865e-10,1.1909060717889923e-12,3.676540495478044e-08,1.290549099612739e-07,3.102758321897408e-05,5.182442003230635e-06,4.207341252451166e-12,1.3305153792214763e-11,2.271418658779381e-12,1.0922232525883973e-06,2.6045417736283942e-08,5.216311128609958e-09,3.253743133437068e-07,5.3700230905511405e-14,9.214414020215903e-07,5.33962100391484e-11,1.2317531093238055e-06,1.201824463949688e-12,2.1077560506626584e-05,9.708477847403828e-06,1.2172769283945547e-09,3.9728190850525627e-07,1.0330639775979106e-11,6.243389986710945e-15
7.90735188024358e-05,0.8133372016586822,9.34257054813849e-05,3.680036515210611e-05,5.850735727871645e-05,0.004790775424345751,0.0,0.0,0.0003792493068989582,8.93288486297817e-06,0.026796258133939273,0.0008741805255110017,1.7471814115763777e-06,1.0592400817636401e-13,4.948441508262063e-10,3.065465305361662e-07,0.0015616760421026813,0.0011719470613815225,3.618033087065532e-06,4.584788606682019e-08,0.0016103626724205142,1.9198652892205727e-09,2.3926551939331288e-08,1.3185741575684987e-05,1.360404576030612e-07,0.011689168806511739,3.815150657530772e-08,0.00013168985496915284,0.00018426884448254665,1.956563312167577e-07,6.2467981512462e-08,3.137938874685075e-10,7.674986433408628e-08,1.4167752456972008e-07,3.76,0.0,1.5570389424630623e-05,0.9698321525133019,0.00991847408224598,0.0010752239159556088,0.8105393572602632,0.7529207705568971,3.4216858646236034e-08,3.160812349975759e-11,0.0006000966752446873,1.3642228656362962e-05,1.7600000476828292e-09,1.511855815492116e-10,5.724278063843079e-09,0.006364817940335747,5.697738422513899e-10,2.460611331773096e-05,2.6459856700625796e-05,0.00037274451834359135,0.005474492783933847,8.228718189426163e-06,9.540529973434734e-06,3.3979046654073574e-14,3.289214464783369e-14,1.163777823301017e-08,4.345187782484032e-09,8.58751890751439e-05,3.0295311808424285e-06,0.0016716566843120633,2.9298115199541074e-07,8.617146459781449e-12,3.50572414504534e-08,5.580939080062162e-05,3.901099814938423e-08,0.0012258465812197501,0.0011271531759942442,8.066675412178175e-08,1.0351189832657877e-10,2.670171145631825e-07,2.462696475579043e-08,0.00018491011613668148,4.336652976123551e-10,7.204582544764513e-07,1.465093303090052e-09,7.668878511825911e-05,4.253186820734558e-05,1.9084333590802234e-14,3.1743977136847055e-15,2.4934756411827998e-08,4.169380297759808e-07,1.4059848468802539e-08,1.2204248368530677e-11,9.61691348409582e-06,3.0273868732531907e-12,8.945502066163621e-12,1.691286298596391e-05,6.201040948991551e-10,1.210278524438674e-12,3.728491156266e-08,1.3012091659639467e-07,3.149273268842244e-05,5.299844111057412e-06,4.268293169237911e-12,1.3610666116105377e-11,2.348750517561238e-12,1.1277239296451112e-06,2.6368318508587745e-08,5.271157563469291e-09,3.2848931445880365e-07,5.4959391639593954e-14,9.339564301588837e-07,5.373384705310125e-11,1.2769374583137966e-06,1.2459124424172344e-12,2.133938184710222e-05,9.971017749626401e-06,1.2411834724801882e-09,4.0451670214151536e-07,1.0564715436243594e-11,6.381297883097766e-15
7.958013794025843e-05,0.8133897934620236,9.400186060298958e-05,3.703079241231856e-05,5.888316623691121e-05,0.0048486361883348554,0.0,0.0,0.0003821596000700113,9.04112910548673e-06,0.027212827832884128,0.0008876381706249035,1.7807515743492487e-06,1.0843317362168389e-13,5.031197654409964e-10,3.0876374593932767e-07,0.0015709761675175835,0.0011896855607769216,3.6928728418356928e-06,4.6533275387532935e-08,0.001624013897718503,1.944522445872765e-09,2.4190004211485355e-08,1.3489100460230679e-05,1.3772201254590637e-07,0.011859492421922599,3.868828808851679e-08,0.0001347570781841884,0.00018848126071294592,1.992990273879151e-07,6.365481338723926e-08,3.16657614413732e-10,7.744907429577014e-08,1.4618246308481528e-07,3.76,0.0,1.4717340937779968e-05,0.9694095123787547,0.010059717973365275,0.0010971134801783069,0.8108524999280524,0.752404163620103,3.41863925099342e-08,3.158672460802875e-11,0.0005998351621190957,1.3745286395480708e-05,1.7697299217836989e-09,1.520213738680155e-10,5.756726015435898e-09,0.00642646450400531,5.690979735820763e-10,2.4757487713870565e-05,2.6631624306203352e-05,0.00037447555435882,0.005508293555440305,8.273255921440764e-06,9.592197608096967e-06,3.420775337305288e-14,3.311349097210439e-14,1.1716509933107706e-08,4.408119236542181e-09,8.640377788877445e-05,3.0467283519311882e-06,0.0017067787905478125,2.945805784656976e-07,8.66690501798069e-12,3.5255416613614755e-08,5.737523924889063e-05,3.993745102855187e-08,0.0012262784007305212,0.0011493070008697574,8.113765513061742e-08,1.040660033430725e-10,2.687643341482229e-07,2.479762342932424e-08,0.0001887192448191492,4.4261938970769204e-10,7.249270869445539e-07,1.4734466482515165e-09,7.74041145532013e-05,4.3938192742636825e-05,1.9193127918167075e-14,3.1924922412739105e-15,2.553284732353951e-08,4.2212633787664695e-07,1.4352372561607197e-08,1.2648118438084718e-11,9.934410889437092e-06,3.0681909694598127e-12,9.007557938170182e-12,1.7158855276095498e-05,6.371807659839885e-10,1.2298051543244185e-12,3.780707006654396e-08,1.3119115911981087e-07,3.1956623258630554e-05,5.418725195724175e-06,4.3289988328013374e-12,1.3920194535012413e-11,2.4280992494223728e-12,1.1640234431633336e-06,2.6695106755879284e-08,5.326723517498118e-09,3.316471489546921e-07,5.6236252810861095e-14,9.465204942568644e-07,5.4068539966077024e-11,1.3233523463361933e-06,1.2912011556116953e-12,2.1599941933139e-05,1.0237264332678867e-05,1.2653320022046671e-09,4.1181641677138286e-07,1.0801647410878986e-11,6.520735600896023e-15
8.008675707808104e-05,0.813442744580834,9.457062394904008e-05,3.725833023677466e-05,5.925451836243829e-05,0.0049068652394796694,0.0,0.0,0.0003850615036876891,9.149937299147956e-06,0.02763260129140866,0.0009012003563715547,1.8146042788541057e-06,1.1096330628232845e-13,5.114144886723634e-10,3.1095938043841795e-07,0.0015801280362811195,0.0012075318017000184,3.768401634939666e-06,4.722121926507372e-08,0.0016377019790951926,1.9694040053640817e-09,2.4451647317716708e-08,1.3795851435258192e-05,1.3939804342518106e-07,0.012030737303701286,3.9231689010407454e-08,0.000137866740832933,0.00019273332407952046,2.0295896717683102e-07,6.484961038064515e-08,3.1951481797878534e-10,7.814732717723499e-08,1.507989147879916e-07,3.76,0.0,1.3923784822187641e-05,0.9689843639860812,0.01020185604653089,0.001119291078619704,0.8111679991461446,0.7518846875716091,3.415629089877578e-08,3.1565216231528576e-11,0.000599572096959347,1.3847923580153184e-05,1.7793003758784254e-09,1.5284329296196863e-10,5.788659225612793e-09,0.006487820976149987,5.684186414655778e-10,2.4906880818352194e-05,2.680123021582692e-05,0.0003761741568554706,0.0055416248877070305,8.31703547990467e-06,9.642987996472175e-06,3.443372306028977e-14,3.3332187399728763e-14,1.1794312843310998e-08,4.471388575063576e-09,8.692453128433992e-05,3.063638170143669e-06,0.001742238550529726,2.9614957765492033e-07,8.715914288653271e-12,3.545007513614306e-08,5.8962232890912896e-05,4.088699029776766e-08,0.0012267443207942684,0.001171706400345262,8.16121648331116e-08,1.046238044890217e-10,2.705001340858582e-07,2.496754524984048e-08,0.000192570368923445,4.516726829363407e-10,7.293571142986128e-07,1.481707606136526e-09,7.813059320636542e-05,4.537940268750926e-05,1.930071911899125e-14,3.2103866805577384e-15,2.6137194533657435e-08,4.27292529670623e-07,1.4651181659496327e-08,1.3102252225290228e-11,1.0260554563576667e-05,3.1091607321066286e-12,9.069064548578927e-12,1.7408543020063597e-05,6.544727019438595e-10,1.2494842744317478e-12,3.833184330646577e-08,1.3226546419972168e-07,3.2419105619123726e-05,5.539082883086942e-06,4.389437898201165e-12,1.4233737862920115e-11,2.5094903389198344e-12,1.2011284565262386e-06,2.7025838622177554e-08,5.3830206100494645e-09,3.34848555993482e-07,5.75307645148131e-14,9.591318885623497e-07,5.440036120856479e-11,1.3710160860746952e-06,1.3377084741695455e-12,2.1859180129134433e-05,1.0507171125980685e-05,1.2897197732981157e-09,4.191802843787596e-07,1.1041406530698662e-11,6.661686396338646e-15
8.059337621590366e-05,0.813496052373032,9.513197679070478e-05,3.7482967464850357e-05,5.962139138723019e-05,0.004965458014283781,0.0,0.0,0.00038795462150597443,9.25929085863176e-06,0.028055555202950194,0.0009148662728627919,1.8487333198475268e-06,1.1351361585695516e-13,5.197261753455063e-10,3.1313323629036246e-07,0.0015891322309718198,0.0012254830852434296,3.844606946709593e-06,4.7911620501669064e-08,0.0016514264421861541,1.994509527360895e-09,2.471142653412289e-08,1.4105953835099408e-05,1.4106818664274945e-07,0.012202882399721785,3.97816850105486e-08,0.0001410187123930987,0.0001970242114883824,2.0663536796125598e-07,6.605215371544222e-08,3.223652805643329e-10,7.884455911549187e-08,1.555282979937469e-07,3.76,0.0,1.3185611835955902e-05,0.9685567434179164,0.010344877349228671,0.001141756303636177,0.8114858383318405,0.7513623923647734,3.4126521936770173e-08,3.15435998182492e-11,0.0005993075020919808,1.3950119168555141e-05,1.7887111379308131e-09,1.536513153432994e-10,5.820076468840471e-09,0.006548875410015333,5.677359141222873e-10,2.505428564052781e-05,2.696866181400215e-05,0.0003778404478466766,0.005574484315273992,8.360056669374044e-06,9.692900916333263e-06,3.465693670013331e-14,3.354821554262122e-14,1.1871180397462923e-08,4.534988050795159e-09,8.743740946329698e-05,3.0802596205650112e-06,0.0017780303222075262,2.976882969017241e-07,8.76417272029665e-12,3.564120520261267e-08,6.056992216691583e-05,4.185985466157807e-08,0.0012272454973290823,0.0011943497579535558,8.209003765339012e-08,1.0518498138524995e-10,2.7222490743080265e-07,2.513676756655258e-08,0.00019646311312924197,4.608242996199842e-10,7.337493663087968e-07,1.4898783669353072e-09,7.886839219954467e-05,4.685587590622604e-05,1.940713573261786e-14,3.228085779715846e-15,2.6747650367394512e-08,4.3243518571443966e-07,1.495633083999609e-08,1.356665857067423e-11,1.0595412242053176e-05,3.1502901569194947e-12,9.130015889643606e-12,1.766194230073163e-05,6.719744332322646e-10,1.2693141844993098e-12,3.8859194918145386e-08,1.3334367238144057e-07,3.28800335310384e-05,5.660914634730847e-06,4.449590491633776e-12,1.4551294456830641e-11,2.5929487180957147e-12,1.2390454092891347e-06,2.7360570861089768e-08,5.440060536592161e-09,3.380942781041704e-07,5.884287210435262e-14,9.71788907270408e-07,5.472938688781258e-11,1.4199468474105727e-06,1.385452129404881e-12,2.211703819926356e-05,1.0780689647262227e-05,1.3143439738044544e-09,4.2660752240094595e-07,1.1283962625503053e-11,6.804133170591923e-15
8.109999535372628e-05,0.8135497141252817,9.568590651076896e-05,3.7704695135517626e-05,5.998376646399095e-05,0.0050244099272195855,0.0,0.0,0.0003908385740409238,9.369171306168116e-06,0.028481665903597176,0.0009286350995690229,1.883132411977999e-06,1.1608330970594297e-13,5.280527133918988e-10,3.1528513533460337e-07,0.0015979894273962835,0.00124353668882717,3.9214761006514215e-06,4.860438290164887e-08,0.001665186799012645,2.01983851560602e-09,2.4969290094612657e-08,1.4419366091067328e-05,1.4273209229507568e-07,0.012375906573824546,4.033824983000167e-08,0.00014421285135907922,0.0002013530917106905,2.1032745455119934e-07,6.726222482532348e-08,3.252087978040824e-10,7.954070865279143e-08,1.6037201233170995e-07,3.76,0.0,1.2498995260069916e-05,0.9681266868753138,0.010488770873271656,0.0011645086782656323,0.8118060002587799,0.7508373277512629,3.409705608557305e-08,3.152187684562972e-11,0.0005990413999168219,1.4051852873621115e-05,1.797962047849667e-09,1.5444542729308736e-10,5.850976879927816e-09,0.006609616108151904,5.670498596290991e-10,2.519969666203898e-05,2.7133908166722017e-05,0.00037947456731629185,0.005606869719491202,8.402319862528757e-06,9.741936802338643e-06,3.4877377577067925e-14,3.3761559239133423e-14,1.194710681314049e-08,4.59890988587273e-09,8.794237861353624e-05,3.0965918910488306e-06,0.0018141483586059982,2.9919690165234837e-07,8.811679294635003e-12,3.582879756864335e-08,6.219784033779059e-05,4.285626918171943e-08,0.001227783090379237,0.001217235396129079,8.257105319362824e-08,1.0574924641864911e-10,2.7393906388336846e-07,2.5305329104701315e-08,0.0002003970904269715,4.700733342175543e-10,7.381049200322333e-07,1.4979612158366208e-09,7.961768327044388e-05,4.8367979357399356e-05,1.9512407535269806e-14,3.2455944926019874e-15,2.736406441610599e-08,4.375529248039379e-07,1.5267871928161733e-08,1.4041339418943462e-11,1.0939045439235573e-05,3.1915732670922452e-12,9.19040640108227e-12,1.7919068702585344e-05,6.896803091229391e-10,1.2892931731966421e-12,3.9389089374457015e-08,1.344256379760565e-07,3.333926393913666e-05,5.784217756366607e-06,4.50943722495595e-12,1.4872862235372027e-11,2.6784987478723465e-12,1.2777805150000415e-06,2.7699360778147908e-08,5.497855058102047e-09,3.41385060542259e-07,6.01725163397556e-14,9.844898457107148e-07,5.5055696644182585e-11,1.4701626495663854e-06,1.4344497056419203e-12,2.237346032196848e-05,1.1057769486461635e-05,1.3392017288313505e-09,4.3409733493501587e-07,1.1529284582531623e-11,6.948058496336172e-15
8.16066144915489e-05,0.8136037270576747,9.623240641038966e-05,3.7923506430195166e-05,6.034162809197832e-05,0.005083716374560948,0.0,0.0,0.000393712998265709,9.479560283663398e-06,0.02891090938997355,0.0009425060061118749,1.9177951979764934e-06,1.1867159415995667e-13,5.363920257414615e-10,3.174149186373468e-07,0.0016067003911539235,0.001261689868955335,3.998996279877329e-06,4.9299411327298896e-08,0.0016789825485974605,2.045390419640828e-09,2.5225189182654833e-08,1.4736045788785492e-05,1.4438942426657552e-07,0.012549788622165759,4.090135534051954e-08,0.0001474490056064952,0.0002057191264122678,2.1403445993091594e-07,6.847960558251285e-08,3.280451783920795e-10,8.023571672689777e-08,1.6533143814737602e-07,3.76,0.0,1.1860371525180974e-05,0.9676942306519029,0.010633525563092933,0.0011875476577363664,0.8121284670932561,0.7503095432682854,3.406786598297878e-08,3.150004881748657e-11,0.0005987738128909901,1.415310516180546e-05,1.8070530542992708e-09,1.552256245947148e-10,5.881359945103618e-09,0.006670031628963724,5.663605458890821e-10,2.5343109799426703e-05,2.7296959984779818e-05,0.00038107667245311055,0.0056387793224377866,8.443825980531574e-06,9.790096723290384e-06,3.509503122956029e-14,3.397220450935337e-14,1.2022087076021736e-08,4.663146277829983e-09,8.843941077925651e-05,3.1126343682237728e-06,0.001850586814454437,3.006755747502246e-07,8.858433511533324e-12,3.601284549981441e-08,6.384550428875414e-05,4.387644483718563e-08,0.0012283582636485155,0.0012403615785057344,8.305501496116468e-08,1.0631634304846701e-10,2.756430291036235e-07,2.5473269904594523e-08,0.00020437190265373752,4.794188545866983e-10,7.424248978337546e-07,1.5059585286344562e-09,8.037863862050486e-05,4.991606883045854e-05,1.9616565482818236e-14,3.2629179692239117e-15,2.7986283764366228e-08,4.426444047636362e-07,1.5585853388992527e-08,1.45262898968172e-11,1.1291509321349092e-05,3.2330041182213223e-12,9.250230963048255e-12,1.817993731319883e-05,7.075845073359056e-10,1.3094195202507258e-12,3.992149202512682e-08,1.3551122893615088e-07,3.379665707513754e-05,5.908989406157915e-06,4.568959208944325e-12,1.5198438697350938e-11,2.766164200436522e-12,1.317339759375046e-06,2.8042266170726445e-08,5.556415990098637e-09,3.447216506316683e-07,6.151963354100854e-14,9.972330015026947e-07,5.537937350463577e-11,1.5216813535495247e-06,1.484718632840061e-12,2.2628393098940207e-05,1.1338358391350507e-05,1.3642901053040941e-09,4.416489139397445e-07,1.177734040529703e-11,7.093444644123453e-15
