Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56)
7.441862579203375e-08,0.9350153130650474,8.148116930346938e-12,1.482741964051787e-10,2.2570727332713777e-13,1.8069653017191074e-17,0.0,0.0,8.933908523129438e-12,4.177782991656407e-24,1.7045257833665758e-11,3.0709897410318943e-17,1.13666407678343e-10,7.130978100163435e-27,8.042291933655764e-19,5.984004443639098e-16,1.6371113293695775e-20,1.2566337127012118e-17,2.506925538026268e-15,2.6060839109149434e-13,4.139365379027027e-05,2.644432046833811e-10,1.5162071095413017e-17,3.6164223692791523e-34,3.3605645202761077e-25,8.027680710907136e-20,5.996214397726224e-19,4.475751537280837e-30,1.1153346035031821e-42,1.2239508044877447e-42,1.5821388851931695e-27,1.6289735902544676e-25,8.959999521053121e-21,1.8941691088163262e-32,3.76,0.0,0.2690743532368122,0.999999999851459,4.111948849763374e-18,3.1174870806959424e-29,0.3656960837264349,0.36561329575872953
7.740234329207587e-08,0.9364930555482962,9.711985958592538e-12,1.5426367858314466e-10,2.7977882748283155e-13,2.2194007952501175e-17,0.0,0.0,1.0670304255674293e-11,6.201890586298935e-24,2.0371009580909694e-11,3.699872982140692e-17,1.3031345114694566e-10,9.34713490340643e-27,9.580912137193833e-19,6.914737947179665e-16,2.2545798079534638e-20,1.5110129826247942e-17,2.9069842556564275e-15,2.8889500345048184e-13,4.438940444297873e-05,2.9254643233156185e-10,1.783499262722957e-17,5.709466414580203e-34,4.695113737211063e-25,1.1089165257200594e-19,7.627841966263933e-19,6.31410110904108e-30,2.1951450091635087e-42,2.388898183211373e-42,2.2845566645410477e-27,2.182889522676876e-25,1.161990333555642e-20,3.108565595043395e-32,3.76,0.0,0.2599733003292,0.9999999998367144,4.949576830268967e-18,4.7842762845950773e-29,0.3748001324228182,0.3747113528775706
8.038606079211798e-08,0.93792084432447,1.1494194045914891e-11,1.6026314154104534e-10,3.438909559725712e-13,2.7082338964616236e-17,0.0,0.0,1.2651521224951792e-11,9.060135361769472e-24,2.416826796341912e-11,4.424964455769474e-17,1.4852758700986404e-10,1.211464288760523e-26,1.133167528231728e-18,7.943701007393574e-16,3.067200743605155e-20,1.8036718200604332e-17,3.3511500958174445e-15,3.1884313967779745e-13,4.746170397736437e-05,3.222186152803611e-10,2.0834698808142444e-17,8.868662536869732e-34,6.474450795575985e-25,1.5125896264506017e-19,9.631971701208848e-19,8.798265666626683e-30,4.211180604260317e-42,4.5475333368236786e-42,3.251730352826499e-27,2.898167791997817e-25,1.494743436623506e-20,5.003715089798301e-32,3.76,0.0,0.2511800778516918,0.9999999998206954,5.9151470253285815e-18,7.22243918444874e-29,0.38359642724056914,0.3835015030148361
8.33697782921601e-08,0.9393003690354345,1.3514149768679352e-11,1.6627393294350879e-10,4.19395295813311e-13,3.284831872389047e-17,0.0,0.0,1.4899542316403737e-11,1.304037716198636e-23,2.8479765110260066e-11,5.256320563583335e-17,1.6837331403331612e-10,1.553820736741255e-26,1.3312992301654185e-18,9.076565537352598e-16,4.1254693028376876e-20,2.1385099496457172e-17,3.842233744209352e-15,3.5046174997138003e-13,5.060813641406208e-05,3.5346050986840666e-10,2.4184091753139364e-17,1.3570727225760445e-33,8.820207487450142e-25,2.0391342537968786e-19,1.2077558003330392e-18,1.2120781612591937e-29,7.888349718260427e-42,8.456961490854087e-42,4.566843399978321e-27,3.8145632470752006e-25,1.908082745169057e-20,7.910545893467165e-32,3.76,0.0,0.2426842738737702,0.9999999998033252,7.022264117877666e-18,1.073753806799308e-28,0.39209537769428005,0.3919941605169684
8.635349579220222e-08,0.9406332621715358,1.579196788131611e-11,1.722975152927281e-10,5.077584131508249e-13,3.9618992613707046e-17,0.0,0.0,1.743717900709735e-11,1.8511813256794868e-23,3.3349885116760755e-11,6.204585626284503e-17,1.89913264059587e-10,1.9736414524724708e-26,1.5543930839737485e-18,1.031905849923736e-15,5.490205340412651e-20,2.5196446610515243e-17,4.38309917299726e-15,3.837574957143721e-13,5.382635514091896e-05,3.862706898609464e-10,2.790644746738079e-17,2.0479134632243484e-33,1.188038808732304e-24,2.719083592490858e-19,1.5043218189846032e-18,1.6522461538866568e-29,1.4450911446724657e-41,1.5387310303798652e-41,6.334284700692543e-27,4.979902960934134e-25,2.4180752773480715e-20,1.2297944480257367e-31,3.76,0.0,0.23447582863363395,0.9999999997845265,8.285432147622592e-18,1.573715986603145e-28,0.4003070411991923,0.40019938749232864
8.933721329224433e-08,0.9419211010045204,1.834844144707437e-11,1.7833546979383364e-10,6.105656676849215e-13,4.753594354938084e-17,0.0,0.0,2.0288043972740703e-11,2.5943157173393078e-23,3.882461251538148e-11,7.280999603940323e-17,2.1320812325360142e-10,2.4842751878620227e-26,1.8044198554081336e-18,1.1676959174040467e-15,7.234125364083845e-20,2.951413346614763e-17,4.976662677662642e-15,4.187348839390514e-13,5.711408146374236e-05,4.2064570215682285e-10,3.202539001081227e-17,3.0508184012669445e-33,1.5833652095679216e-24,3.5889439697388015e-19,1.8618108735995545e-18,2.230245751519849e-29,2.592696378751929e-41,2.742915437580751e-41,8.683850809601066e-27,6.451367818057806e-25,3.04328637518742e-20,1.8821318615386164e-31,3.76,0.0,0.22654502262646029,0.9999999997642199,9.720092161681141e-18,2.2759006858481503e-28,0.40824113498148423,0.40812690572438404
9.530464829232855e-08,0.944367659671384,2.4383744991212428e-11,1.9046143520898363e-10,8.664696147373958e-13,6.745520987525271e-17,0.0,0.0,2.702774461336191e-11,4.91968357207563e-23,5.177950613669019e-11,9.86625655582731e-17,2.6529522438084087e-10,3.8394387059935507e-26,2.3934661081853456e-18,1.4762353397232543e-15,1.2220833373231739e-19,3.985318143072954e-17,6.333807766422001e-15,4.937425944037064e-13,6.388927283989465e-05,4.940671325437711e-10,4.1549147955624197e-17,6.542063885133501e-33,2.731761475010088e-24,6.079770511941599e-19,2.801040738784667e-18,3.956302057513112e-29,7.930476513561056e-41,8.282999951717505e-41,1.580677556230845e-26,1.0597249261295072e-24,4.7277798794882584e-20,4.226456176300561e-31,3.76,0.0,0.21147908392516312,0.9999999997187677,1.3170592588386464e-17,4.590133447995904e-28,0.42331384898017654,0.4231860691282861
9.999999999999998e-08,0.9464302340763616,3.009321147092908e-11,2.0005761585292855e-10,1.1231773247263548e-12,8.775600170321569e-17,0.0,0.0,3.3413305046525063e-11,7.899928920714763e-23,6.406657075164571e-11,1.2360813539879144e-16,3.1166830991345084e-10,5.294966965711997e-26,2.9494977036048086e-18,1.7561782012179253e-15,1.8035381910272195e-19,4.979650776482957e-17,7.574089006236084e-15,5.574944778335347e-13,6.939837277181774e-05,5.561809801910472e-10,5.0352724559807076e-17,1.1574453443082392e-32,4.0928757521163205e-24,8.987533282108409e-19,3.802372385409527e-18,6.071193817034903e-29,1.817062199397079e-40,1.8800418533862227e-40,2.4639975627680943e-26,1.5370658213302024e-24,6.573887162942349e-20,7.699091221072489e-31,3.76,0.0,0.2003324863458253,0.9999999996781249,1.6508008413547413e-17,7.726133488115967e-28,0.4344659557509553,0.4343271575161829
1.0067533979240436e-07,0.9464302340763616,3.0989980372017193e-11,2.0144237704914133e-10,1.1646458446337945e-12,9.106515356553053e-17,0.0,0.0,3.441699598818858e-11,8.439641648717438e-23,6.599884559770436e-11,1.2756472656890063e-16,3.1874224971879087e-10,5.537685946587117e-26,3.036746001296601e-18,1.799289960372336e-15,1.9043722946262194e-19,5.137111046588058e-17,7.765776401381947e-15,5.67006272803076e-13,7.0203139601722e-05,5.654270419185891e-10,5.172025244665737e-17,1.253727297107871e-32,4.330678505132486e-24,9.492015704670287e-19,3.968967803619195e-18,6.446918075450956e-29,2.0378695292808084e-40,2.105900673442504e-40,2.6215852450572326e-26,1.6194453063343518e-24,6.885080581001347e-20,8.37044939315444e-31,3.76,0.0,0.198778327465825,0.999999999671905,1.7038146637690724e-17,8.308875908752265e-28,0.4360209194115444,0.4358805116155944
1.0604603129248016e-07,0.9483690316609101,3.8850356928580896e-11,2.125002745793925e-10,1.540079727253596e-12,1.2138999913648755e-16,0.0,0.0,4.3221922618858166e-11,1.4041612717664697e-22,8.295966765062643e-11,1.6264694693667016e-16,3.787241035458726e-10,7.816587604173126e-26,3.800708123593751e-18,2.168951269525023e-15,2.8971090980897097e-19,6.530748552797663e-17,9.416193839118882e-15,6.457030866116836e-13,7.670972072335507e-05,6.417254235390404e-10,6.355756129756097e-17,2.3307274458155196e-32,6.692608713687708e-24,1.446091372474652e-18,5.530890703730309e-18,1.0263356980630925e-28,4.971111920413933e-40,5.085615956274854e-40,4.2273403422178757e-26,2.4267523393947258e-24,9.848452926315316e-20,1.595961493778159e-30,3.76,0.0,0.18684034012581557,0.9999999996189113,2.1748961597685657e-17,1.4562842653113252e-27,0.4479654134475257,0.4478119922596318
1.1141672279255597e-07,0.9501914805230268,4.810678943985623e-11,2.2364909069048618e-10,2.0067616664573298e-12,1.5995389995306273e-16,0.0,0.0,5.360538869497459e-11,2.272669483469983e-22,1.0298076533182778e-10,2.0478969761861182e-16,4.455179091224855e-10,1.082111490688153e-25,4.6989793504439e-18,2.5887708272649986e-15,4.312563154503515e-19,8.199836456630195e-17,1.13039411241586e-14,7.297970819310988e-13,8.339798756251839e-05,7.228865220935346e-10,7.720920075314202e-17,4.216061934705312e-32,1.0107223652493491e-23,2.1549426530673996e-18,7.589286243049499e-18,1.5998719808386585e-28,1.1568978119193143e-39,1.1724925278568661e-39,6.645426222109682e-26,3.5712482369766926e-24,1.3854936732347863e-19,2.9401424673062466e-30,3.76,0.0,0.17561931161120495,0.9999999995593114,2.7433136714339126e-17,2.478940187004024e-27,0.45919313035363035,0.4590263323827487
1.1678741429263177e-07,0.9519045738326438,5.890593208606677e-11,2.349042849547599e-10,2.5801797499524645e-12,2.0854434850288191e-16,0.0,0.0,6.573632300612699e-11,3.587868552119778e-22,1.2639324717051536e-10,2.5494175392890383e-16,5.193775845387737e-10,1.4719708069173208e-25,5.745766534873841e-18,3.0623596199294892e-15,6.294059608342345e-19,1.018051820801226e-16,1.3448475001843953e-14,8.192385208899551e-13,9.025750634827743e-05,8.088231237481666e-10,9.282600216982157e-17,7.4413191882767e-32,1.4948534067381573e-23,3.1475858657952742e-18,1.0265379245205996e-17,2.4467469506211516e-28,2.5812954984994537e-39,2.5929668921691484e-39,1.0208433013972769e-25,5.168050327271984e-24,1.9192524046688363e-19,5.2507813406234536e-30,3.76,0.0,0.1650721833416668,0.9999999994926291,3.423482227434797e-17,4.109531272362927e-27,0.4697471182766189,0.46956660099883646
1.2215810579270757e-07,0.9535148757112333,7.13986090234887e-11,2.4628285829038603e-10,3.2773644581874876e-12,2.692422547380462e-16,0.0,0.0,7.978915505809805e-11,5.537503027623871e-22,1.5353944694412746e-10,3.1412165466126294e-16,6.005338283265076e-10,1.9705941682112884e-25,6.955848811550143e-18,3.59339541216439e-15,9.022068794403444e-19,1.2511543337279949e-16,1.5869860179618497e-14,9.139655665708269e-13,9.727841083773236e-05,8.99438338907356e-10,1.1056155173927009e-16,1.2845007945569732e-31,2.1692390847813944e-23,4.514417424515333e-18,1.3701042231371513e-17,3.6772778921910205e-28,5.5443433058902057e-39,5.5222097295382446e-39,1.535574896129783e-25,7.363063973068711e-24,2.6206866871465257e-19,9.116459904247849e-30,3.76,0.0,0.1551584829338512,0.9999999994183858,4.2313584262873067e-17,6.650563359193652e-27,0.4796678397337878,0.47947328035729864
1.2752879729278338e-07,0.9550285615808507,8.57392527105412e-11,2.578033918801522e-10,4.116927641082072e-12,3.444532933541645e-16,0.0,0.0,9.594325720337792e-11,8.372066903548627e-22,1.847718416011116e-10,3.8341927076095447e-16,6.891942888250591e-10,2.6000084980124757e-25,8.344576602316046e-18,4.185632485423456e-15,1.2721029288132977e-18,1.5234344889336023e-16,1.8588811977352907e-14,1.0139058291098665e-12,0.00010445137554670543,9.946272055315866e-10,1.305723465983608e-16,2.1727596589444e-31,3.093625765266789e-23,6.3677945925841006e-18,1.8060691250625822e-17,5.439016879524438e-28,1.15026388260008e-38,1.1362530404802996e-38,2.265902307216231e-25,1.033893078702872e-23,3.53082074553847e-19,1.5425540238200512e-29,3.76,0.0,0.1458401687529527,0.9999999993361041,5.184593735957716e-17,1.05284027574862e-26,0.4889933270346335,0.48878442141824985
1.3289948879285918e-07,0.9564514330939227,1.0208535292815783e-10,2.6948608060264407e-10,5.119096020298066e-12,4.369403300580824e-16,0.0,0.0,1.1438239529543257e-10,1.2420721045558773e-21,2.2045198304858237e-10,4.639975145282252e-16,7.855438880386197e-10,3.3850545271310015e-25,9.927877559247685e-18,4.842913652611171e-15,1.7666913283426914e-18,1.8393127040614598e-16,2.1626749126546167e-14,1.1189777853190667e-12,0.000111767589666546,1.0942781312161203e-09,1.5301805330035313e-16,3.607475388353429e-31,4.342128359841216e-23,8.845798316623871e-18,2.3533159748427763e-17,7.927018006150159e-28,2.311756499384243e-38,2.2652302506598232e-38,3.285161801229252e-25,1.4321652954022954e-23,4.697846106022442e-19,2.5491441313628643e-29,3.76,0.0,0.13708148374306922,0.9999999992453057,6.302705247578283e-17,1.6333923001838387e-26,0.4977593284244112,0.4975357900482392
1.38270180292935e-07,0.9577889446465684,1.205969193316079e-10,2.8135276096057425e-10,6.305739202191893e-12,5.498568319389054e-16,0.0,0.0,1.3529419058027824e-10,1.8110028908542745e-21,2.609494493355501e-10,5.570942232460889e-16,8.897452821670645e-10,4.353518654580277e-25,1.1722269919200092e-17,5.5691845439443024e-15,2.419556643905171e-18,2.2034964387312335e-16,2.5005856925878573e-14,1.2290920765974705e-12,0.00011921873172673705,1.1982741823178538e-09,1.7806186963467724e-16,5.887405268464227e-31,6.005680698058345e-23,1.2116380225201722e-17,3.033353708463993e-17,1.1396325279089858e-27,4.5120782033206477e-38,4.386274116831109e-38,4.686240187953243e-25,1.958791837406226e-23,6.177840144601856e-19,4.1219516546460794e-29,3.76,0.0,0.128848818262335,0.9999999991455161,7.607265033645066e-17,2.4873397785709716e-26,0.5059994452236651,0.5057610042104539
1.436408717930108e-07,0.9590462225835051,1.4143596059431691e-10,2.9342693373623603e-10,7.700392431326663e-12,6.867810857982921e-16,0.0,0.0,1.5886959567708098e-10,2.598576978632746e-21,3.0664082136191687e-10,6.640242523859348e-16,1.0019394298076405e-09,5.536251629234507e-25,1.374488354918816e-17,6.3685100532884825e-15,3.2711829876795837e-18,2.6209914262933366e-16,2.8749160540083626e-14,1.3441526968027743e-12,0.0001267969450758773,1.3064942376367191e-09,2.0587098618113654e-16,9.455851379144881e-31,8.194733192109739e-23,1.6381898074844576e-17,3.8704955214070146e-17,1.617701942917476e-27,8.571566442908329e-38,8.267430579520673e-38,6.585413149995753e-25,2.6473125875633956e-23,8.035487943584857e-19,6.532602161555013e-29,3.76,0.0,0.12111058117216647,0.9999999990362615,9.122108775179004e-17,3.723148280741946e-26,0.5137452607144647,0.513491662899991
1.490115632930866e-07,0.9602280856284093,1.6476598249001315e-10,3.057337815446179e-10,9.328274255130816e-12,8.517510801378683e-16,0.0,0.0,1.853023868937732e-10,3.6738100199321556e-21,3.579086898673805e-10,7.861818130055727e-16,1.1222462461725906e-09,6.967273663453076e-25,1.6013488955305097e-17,7.245092869087495e-15,4.369945696051856e-18,3.097114345460812e-16,3.288060836227819e-14,1.4640580785452252e-12,0.0001344948142272824,1.418814019528907e-09,2.3661714519343915e-16,1.4962000353585105e-30,1.1042203349840777e-22,2.1884046494030407e-17,4.8920309664230127e-17,2.2692196171687412e-27,1.5879750730128847e-37,1.5197722539061695e-37,9.126670343410442e-25,3.5380112189002776e-23,1.0344801275985523e-18,1.016213801475394e-28,3.76,0.0,0.11383707864245203,0.9999999989170717,1.0873564425706379e-16,5.484830913645665e-26,0.5210264613115623,0.5207574673623224
1.543822547931624e-07,0.9613390629678771,1.9075150640966184e-10,3.183001814950664e-10,1.1216299310583621e-11,1.0492999048024524e-15,0.0,0.0,2.147886742719485e-10,5.1230325938021975e-21,4.15140695793985e-10,9.250430851213067e-16,1.2507653262818036e-09,8.683865837786064e-25,1.854653441891958e-17,8.203294006995302e-15,5.7731831164066225e-18,3.6375070523223633e-16,3.7425165308572546e-14,1.5887020855017213e-12,0.00014230534209870176,1.5351070136622793e-09,2.7047729389336596e-16,2.334475525153501e-30,1.4706682235296818e-22,2.890918693527908e-17,6.128390245520549e-17,3.1479278105800725e-27,2.8740109451284534e-37,2.7294481825382845e-37,1.2486550837743231e-24,4.6788573180907104e-23,1.3189828719116488e-18,1.5537195613006084e-28,3.76,0.0,0.1070004001794948,0.99999999878748,1.289070151932672e-16,7.961293059104476e-26,0.5278709505116894,0.5275863350881099
1.597529462932382e-07,0.962383411814112,2.1955760930091215e-10,3.3115471314779775e-10,1.3393086419262104e-11,1.284491540620129e-15,0.0,0.0,2.4752643031760876e-10,7.053154295182228e-21,4.787286061468635e-10,1.0821691374081702e-15,1.387576724599707e-09,1.0726647882729864e-24,2.1363191396237727e-17,9.247655274131094e-15,7.548349083092275e-18,4.2481524876877177e-16,4.240891595403618e-14,1.7179749165839193e-12,0.0001502219281571766,1.6552452859929687e-09,3.076343297909053e-16,3.59460048849755e-30,1.9375900280017344e-22,3.779408061766584e-17,7.613299676091033e-17,4.321509132030373e-27,5.089550266848287e-37,4.796674969153359e-37,1.687951130917708e-24,6.126516921540105e-23,1.6665351565435375e-18,2.337565549772205e-28,3.76,0.0,0.10057431149733703,0.9999999986470244,1.520560170847516e-16,1.1397555629780628e-25,0.5343049560003785,0.5340045069637364
1.65123637793314e-07,0.9633651336731014,2.513494858384645e-10,3.443276619692448e-10,1.588896219470953e-11,1.5629569123698821e-15,0.0,0.0,2.8371503823205877e-10,9.595339307873753e-21,5.490674271737175e-10,1.259209182713666e-15,1.5327417791243632e-09,1.313964258437074e-24,2.4483408275662515e-17,1.0382923583632919e-14,9.774246159105238e-18,4.935392368589483e-16,4.785917736715795e-14,1.8517639278678073e-12,0.000158238347471391,1.779100205518757e-09,3.482779352229051e-16,5.466201654567719e-30,2.5270454352018105e-22,4.8932025842289505e-17,9.383927424441778e-17,5.874516499045507e-27,8.831521558538278e-37,8.260200560317257e-37,2.2563846595982517e-24,7.94742982155599e-23,2.08775604507347e-18,3.4643608684733935e-28,3.76,0.0,0.09453415384370215,0.9999999984952465,1.785365100701084e-16,1.6108120814120366e-25,0.5403531303050745,0.5400366479663101
1.704943292933898e-07,0.9642879897505892,2.862920335308363e-10,3.5785101849889467e-10,1.8735960374714535e-11,1.8909300826469022e-15,0.0,0.0,3.235548603979411e-10,1.2909116824038378e-20,6.265545565299899e-10,1.4579041984558084e-15,1.686303968202763e-09,1.5970327199437965e-24,2.7927972557499313e-17,1.1614077031018356e-14,1.2542339371314086e-17,5.705946769510686e-16,5.380462146716533e-14,1.9899543782056182e-12,0.00016634873066773994,1.9065430813070798e-09,3.926054979603653e-16,8.214370160253048e-30,3.2647796738127176e-22,6.277939941515676e-17,1.1481018712123246e-16,7.911773860454334e-27,1.5035499343208183e-36,1.3956756603639534e-36,2.984818019810354e-24,1.0218951541832355e-22,2.5944707932682033e-18,5.0625711736976585e-28,3.76,0.0,0.08885674938965953,0.9999999983316937,2.087385414159343e-16,2.2492764128374726e-25,0.546038645385426,0.545705941794044
1.7586502079346562e-07,0.9651555153630311,3.2454946124841273e-10,3.7175847345305567e-10,2.196781710383004e-11,2.2752844682810115e-15,0.0,0.0,3.672468276781907e-10,1.7186948216018643e-20,7.115889756918087e-10,1.6800909398943923e-15,1.8482897893397727e-09,1.926967239812411e-24,3.1718581475669566e-17,1.29463526374606e-14,1.5958149792504913e-17,6.566935692537049e-16,6.027540669370963e-14,2.1324301042935017e-12,0.00017454754478134714,2.0374457219460857e-09,4.408231143442527e-16,1.2205894169706049e-29,4.1806485212231697e-22,7.986260014148485e-17,1.394901981833489e-16,1.0562298725425176e-26,2.5144129850076003e-36,2.3164904269319273e-36,3.9098539701035245e-24,1.303055738872741e-22,3.1997732588718407e-18,7.301124584642972e-28,3.76,0.0,0.08352031229950758,0.9999999981559184,2.4309171326790305e-16,3.1055057411894794e-25,0.5513832815442539,0.5510341798155197
1.8123571229354142e-07,0.965971033506648,3.6628492137469663e-10,3.8608540899297924e-10,2.5619962393428117e-11,2.7235689694270282e-15,0.0,0.0,4.149920498258629e-10,2.2659271312709202e-20,8.045704833385314e-10,1.9277063728190593e-15,2.018709651110129e-09,2.3092169381399584e-24,3.587792103980009e-17,1.4385275664502794e-14,2.0142727060421116e-17,7.525902718530254e-16,6.730331876445361e-14,2.279074130416646e-12,0.00018282957498771344,2.1716809246448396e-09,4.931466712650679e-16,1.79433009245478e-29,5.309069244089743e-22,1.0078539113464084e-16,1.683619034179435e-16,1.3983799967573013e-26,4.134825142291428e-36,3.7808775519121056e-36,5.074602958204488e-24,1.6485105597187974e-22,3.91808506709506e-18,1.0399844452971398e-27,3.76,0.0,0.07850436513229851,0.9999999979674792,2.8206877709792676e-16,4.242394758307884e-25,0.5564075110077599,0.5560418446864318
1.8660640379361723e-07,0.9667376676021576,4.116601655442374e-10,4.0086888638394004e-10,2.97295079857435e-11,3.244043910293581e-15,0.0,0.0,4.669914470843868e-10,2.9600040387036864e-20,9.058989699695799e-10,2.2027925506244993e-15,2.1975587709209458e-09,2.749584593216142e-24,4.042975343984713e-17,1.5936690404102562e-14,2.523419966471093e-17,8.590840823998013e-16,7.492192028153156e-14,2.4297692175795094e-12,0.00019118990719581595,2.309122900361962e-09,5.498030032053439e-16,2.610864173807042e-29,6.689497216065815e-22,1.2623663646545933e-16,2.0194703322656828e-16,1.836780661701601e-26,6.692756475419895e-36,6.074287240981522e-36,6.529511122797957e-24,2.0700156233905738e-22,4.765211185071052e-18,1.4641991130878138e-27,3.76,0.0,0.07378966025893842,0.9999999977659404,3.261894565941212e-16,5.737873610413129e-25,0.5611305764910183,0.5607481889498939
1.9197709529369303e-07,0.9674583534845979,4.6083522378329876e-10,4.161476302695425e-10,3.4335231846000814e-11,3.845716698864906e-15,0.0,0.0,5.23445402929963e-10,3.8332778560167675e-20,1.0159737337430308e-09,2.5075019593414083e-15,2.3848180724032934e-09,3.2542272248661604e-24,4.539901272706955e-17,1.7606792346451907e-14,3.138940158902928e-17,9.770220441870046e-16,8.316670893154108e-14,2.584398356386948e-12,0.00019962391147991765,2.4496476407782053e-09,6.110311204582253e-16,3.7619333329391796e-29,8.366927873852205e-22,1.569984265167212e-16,2.4080732947712603e-16,2.394548538069313e-26,1.067260339119194e-35,9.6145280436818e-36,8.333249752269745e-24,2.5809342215378023e-22,5.758391606676532e-18,2.0389220977945215e-27,3.76,0.0,0.06935810600058398,0.9999999975508727,3.760245000737518e-16,7.687782366424534e-25,0.5655705650430128,0.5651713089146082
1.9734778679376883e-07,0.9681358506707428,5.139681067711515e-10,4.319620097844784e-10,3.947755950565038e-11,4.538377120308746e-15,0.0,0.0,5.845534378243297e-10,4.9237157297225054e-20,1.1351928373408984e-09,2.8441033528495498e-15,2.5804550768445173e-09,3.8296557477709614e-24,5.081190865890331e-17,1.9402161625612238e-14,3.87855736534873e-17,1.1073019838209434e-15,9.207528400403461e-14,2.7428452078421284e-12,0.0002081272263250983,2.5931332325819684e-09,6.770835044765023e-16,5.369880328844391e-29,1.039242358054167e-21,1.9395458523716819e-16,2.8554529669012816e-16,3.099420645873172e-26,1.6780762873199732e-35,1.5005429103909063e-35,1.0553666693935854e-23,3.1963788526236823e-22,6.916348893745989e-18,2.8099297342481796e-27,3.76,0.0,0.06519269720657135,0.9999999973218533,4.321999628335369e-16,1.0209160388768403e-24,0.5697444774529529,0.5693282140926936
2.0271847829384464e-07,0.9687727529494183,5.712145308437261e-10,4.4835401672764985e-10,4.519854247840109e-11,5.332632186008933e-15,0.0,0.0,6.505139037597681e-10,6.275611555690927e-20,1.2639525054824703e-09,3.21498809909679e-15,2.7844247837047848e-09,4.482733792155541e-24,5.669603856920027e-17,2.1329797641295497e-14,4.7622137686739734e-17,1.25087578705875e-15,1.0168752093610055e-13,2.904994496024232e-12,0.00021669574366002658,2.739460124187905e-09,7.482274661570945e-16,7.59651808473951e-29,1.2823664881045087e-21,2.380995514370735e-16,3.3680482664944484e-16,3.9844918843188617e-26,2.603509641723955e-35,2.3109276348256553e-35,1.3268799968724647e-23,3.933357549507476e-22,8.259331363081374e-18,3.8346914911891916e-27,3.76,0.0,0.0612774500028996,0.9999999970784662,4.95401719223335e-16,1.3443990870209881e-24,0.5736682934868241,0.5732348924661657
2.0808916979392044e-07,0.9693714983336738,6.327276652566439e-10,4.653672410149545e-10,5.154183396810276e-11,6.239940467697606e-15,0.0,0.0,7.215236992793757e-10,7.940352898862921e-20,1.4026465625011097e-09,3.622677056625166e-15,2.9966705360098367e-09,5.220675794137909e-24,6.308050709981048e-17,2.3397154754511596e-14,5.812254146920487e-17,1.4087529187211781e-15,1.1204575357686163e-13,3.0707323563558534e-12,0.00022532559464936283,2.88851134958882e-09,8.247465627619578e-16,1.0654183112819773e-28,1.5725525564345008e-21,2.9054762534427284e-16,3.9527169667634737e-16,5.0890397685304857e-26,3.988573218866892e-35,3.5143586583286755e-35,1.656795361001418e-23,4.810924180009116e-22,9.80915175186926e-18,5.184802549267056e-27,3.76,0.0,0.057597340458391814,0.9999999968203026,5.663802036357508e-16,1.7563442636382207e-24,0.57735703320702,0.5769063718349855
2.1345986129399625e-07,0.969934378415614,6.986579011298898e-10,4.830468436266606e-10,5.855266208314157e-11,7.272645853901315e-15,0.0,0.0,7.977780045646274e-10,9.977243736327565e-20,1.5516659092101013e-09,4.0698279991253675e-15,3.217124867157515e-09,6.051044462163712e-24,6.999605360674779e-17,2.561217895502615e-14,7.053617222827013e-17,1.5820041919213724e-15,1.2319496385506365e-13,3.2399466428991345e-12,0.0002340131362173237,3.040172713604645e-09,9.06942069120804e-16,1.4819415612186106e-28,1.9170670888530824e-21,3.525425708396677e-16,4.616739427011834e-16,6.459442747924776e-26,6.037659830244595e-35,5.280914244614053e-35,2.055283551873079e-23,5.850332273674547e-22,1.1589221236804536e-17,6.948807974369674e-27,3.76,0.0,0.05413824693303921,0.9999999965469599,6.459553790525731e-16,2.2772653088081415e-24,0.5808248146105206,0.5803567774821898
2.1883055279407205e-07,0.9704635471600214,7.69152641425885e-10,5.014395272588685e-10,6.627780076656652e-11,8.44401067343609e-15,0.0,0.0,8.794700361138404e-10,1.2454383619177647e-19,1.7113980381390397e-09,4.559243604165879e-15,3.4457103262904106e-09,6.981747729109123e-24,7.747518703473639e-17,2.798334539907842e-14,8.514033632543941e-17,1.7717657911991707e-15,1.3518297852360855e-13,3.4125271978791632e-12,0.00024275493827342258,3.1943329424122145e-09,9.95134498728675e-16,2.0449778334898066e-28,2.324017827000893e-21,4.254675630763327e-16,5.367821090761717e-16,8.150198572648554e-26,9.035943538822708e-35,7.845783163929455e-35,2.53387569137993e-23,7.0751919180238015e-22,1.3624578723055821e-17,9.235462549150526e-27,3.76,0.0,0.050886895888485176,0.9999999962580435,7.350219312717545e-16,2.931609786823026e-24,0.584084907805636,0.5835993863761825
