Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49)
1.1365980838291654e-17,0.4654321856566846,3.429940617238308e-28,2.3403957554333242e-32,7.39805402213723e-39,2.1959067302248063e-39,0.0,0.0,2.92649791040976e-21,3.177161870853483e-36,2.203495299066048e-47,2.5633745475583437e-47,5.1310605621108303e-54,1.3374958543101176e-74,5.842542614443763e-50,8.217223200092914e-37,3.8432190855841267e-26,2.7611995319192266e-36,7.20612218947237e-67,7.003184717018307e-66,3.0271783426934585e-38,1.1602864380157232e-57,7.533743885373611e-28,4.7489487765135035e-55,3.729822748168349e-42,4.770887629022035e-57,3.902403567684189e-57,7.25313891868613e-63,2.7596194166355947e-61,1.5816336497257932e-63,6.513340168619569e-55,7.184871794538062e-78,5.3419605882212575e-68,1.952828818903061e-77,3.76,0.0,0.7920356336465848,0.9999999999995908,4.034775978690128e-48,1.1611382168932937e-23,2.162374617711036e-17,2.1350930216443418e-17,2.7281596066693905e-19,3.433428884365616e-36,4.092124612564228e-13,2.571629345004013e-41,2.251966792663665e-44,2.493429807747658e-53,5.375658288543011e-61,2.7610139755664696e-36,2.7638328385929394e-36,2.818755534203315e-37,1.1562193172803582e-37,2.3341698037233264e-43,5.799503871958997e-50,7.578345546078986e-39,3.783241635526367e-40,1.348885858754563e-52,5.761953457593556e-51,6.1520473438367964e-46,3.35636063801075e-64,3.318251553548565e-45,1.0947270212139815e-61,7.533743893598376e-28,1.4657488523860127e-38,7.615490169109463e-64,6.920259935152821e-57,3.84321908541901e-26,3.37380349385287e-22,1.352546006785397e-31,8.67805987629792e-46,2.5891179036840326e-21,6.399803159996204e-32,2.2210426835732529e-54,6.14673407034043e-68,1.7038703791908754e-50,8.974000550431874e-72,1.5265888682564626e-64,4.1282456929806866e-76,1.1611382168934596e-23,6.945619295255472e-39
2.2741836551334213e-17,0.4654321856566846,6.862872121569316e-28,4.682824928635718e-32,2.961149748732559e-38,8.789361659101675e-39,0.0,0.0,5.855538390948914e-21,1.2716927406708038e-35,1.764136055832332e-46,2.0522588261303736e-46,4.1079684222577176e-53,1.0708099363314021e-73,2.3385396535529767e-49,3.2890307444149975e-36,7.689777197635881e-26,1.1051994218160628e-35,5.773213362678228e-66,5.60680600879243e-65,1.2116602425377012e-37,9.289346541026246e-57,1.5074033144294478e-27,3.802046585405086e-54,1.49290111914155e-41,3.819617929612725e-56,3.1250875499651517e-56,5.808395056709501e-62,2.2099336833135933e-60,1.2665896812146252e-62,5.2146325238349947e-54,1.1505179366607293e-76,8.556332413640606e-67,3.1279199355093296e-76,3.76,0.0,0.7920356336465848,0.9999999999991812,3.230274110472003e-47,2.323285241968077e-23,4.326627927531291e-17,4.272041032948792e-17,5.458689458249939e-19,1.3742663295286376e-35,8.18780433089433e-13,1.0293219303921904e-40,9.01373603217479e-44,1.996260044767625e-52,8.60805762267812e-60,1.1051251509131132e-35,1.1062533993244324e-35,1.1282368012230405e-36,4.627890458398371e-37,9.344398199421328e-43,2.3213143903692763e-49,3.0333131922062154e-38,1.5142825954118373e-39,1.0799291841992106e-51,4.613066240156274e-50,4.925378520133153e-45,5.37642646112028e-63,1.331970869781199e-44,8.764478036659815e-61,1.5074033177214971e-27,5.866815261473488e-38,6.097372470118923e-63,5.555234801700279e-56,7.689777196974984e-26,6.750538180710923e-22,5.413708863443931e-31,3.473485528360801e-45,5.180485257826152e-21,2.5615891006321616e-31,1.7781846356736064e-53,9.842783118579842e-67,1.364132328043153e-49,1.4370093131296806e-70,2.44453566638671e-63,1.3221527052073588e-74,2.3232852419687406e-23,2.7800577987282535e-38
4.5493547977419325e-17,0.4654321856566846,1.372876790838636e-27,9.367683452607997e-32,1.1848457282348748e-37,3.516899166235619e-38,0.0,0.0,1.1713619352831717e-20,5.088427419585749e-35,1.4118449969925787e-45,1.6424316591798894e-45,3.2876233422459327e-52,8.569733870952851e-73,9.35720468098335e-49,1.316040709225398e-35,1.5382893422726758e-25,4.422237433691324e-35,4.626622047372341e-65,4.4871488283332514e-64,4.848219230834444e-37,7.434300452680143e-56,3.0154611612768625e-27,3.0427927879499664e-53,5.973549070433008e-41,3.0568579992813737e-55,2.5013365368598782e-55,4.649072406404263e-61,1.7688426443936398e-59,1.0137851004292227e-61,4.17329085118746e-53,1.8415800800276902e-75,1.3697492717383798e-65,5.007388506044805e-75,3.76,0.0,0.7920356336465848,0.9999999999983621,2.5852010522200735e-46,4.647579292117648e-23,8.6551345471718e-17,8.545937055758836e-17,1.09197491412965e-18,5.498855370034143e-35,1.6379163251580701e-12,4.118628527021529e-40,3.606668559723702e-43,1.5976147135948003e-51,1.37784978934702e-58,4.421940253301457e-35,4.426454465147112e-35,4.5144167905708045e-36,1.8517589898255504e-36,3.740285640196659e-42,9.288292801116748e-49,1.213720384164536e-37,6.059102825882733e-39,8.642720670319379e-51,3.691854932633806e-49,3.9417996381978457e-44,8.607284849468368e-62,5.360072262594885e-44,7.014254873120679e-60,3.0154611744493468e-27,2.34749029280882e-37,4.879890862578389e-62,4.469595661469391e-55,1.5382893420082307e-25,1.3504007553527711e-21,2.1661887133575618e-30,1.3898466619240783e-44,1.0363219964998458e-20,1.0249693025216238e-30,1.4230881347966561e-52,1.5754863068481576e-65,1.0917204477858301e-48,2.300150744238365e-69,3.912852644303548e-62,4.232672144085419e-73,4.6475792921203036e-23,1.1123852387877323e-37
9.099697082958955e-17,0.4654321856566846,2.746069059464053e-27,1.8737401210829625e-31,4.740155407305047e-37,1.4069963826470064e-37,0.0,0.0,2.3429781279815285e-20,2.0357023066488765e-34,1.1296904987948533e-44,1.3141962702792566e-44,2.6305983531197397e-51,6.857089091440446e-72,3.7434911592171726e-48,5.265019754065202e-35,3.076912587685798e-25,1.7691830583170172e-34,3.71207731265861e-64,3.590400815046921e-63,1.93960338951528e-36,5.948569888801417e-55,6.031576835224653e-27,2.4346965370528008e-52,2.38980860241477e-40,2.44595200445008e-54,2.0015759518563136e-54,3.720203327333313e-60,1.415432482460509e-58,8.11233472874656e-61,3.3392667478874206e-52,2.9471301725270378e-74,2.1921879618815223e-64,8.01399551890296e-74,3.76,0.0,0.7920356336465847,0.9999999999967238,2.0685536523613646e-45,9.296167392416806e-23,1.7312147786452818e-16,1.7093729102183504e-16,2.184186842693148e-18,2.199900201673915e-34,3.2761879029058362e-12,1.6477196410387386e-39,1.4429023187408084e-42,1.278334396243205e-50,2.2050080424800657e-57,1.7690641667812514e-34,1.770869944305621e-34,1.8060606687463703e-35,7.408241718885712e-36,1.497405336311954e-41,3.715931218630864e-48,4.85567186344382e-37,2.4240356752854164e-38,6.915497783599075e-50,2.954044764738491e-48,3.154038446126189e-43,1.377565806254647e-60,2.168744946951045e-43,5.612483608315191e-59,6.031576887923168e-27,9.391489766258598e-37,3.904709808257633e-61,3.614313977959936e-54,3.076912586627844e-25,2.701094629556402e-21,8.66616538877073e-30,5.560291726603693e-44,2.0728689374895345e-20,4.10054462870946e-30,1.1386867241145026e-51,2.521291024208275e-64,8.735422250359299e-48,3.6809900407297167e-68,6.261841008356097e-61,1.3547405196439656e-71,9.296167392427431e-23,4.450265296908901e-37
1.8200381653393002e-16,0.46543218565668465,5.492506041762871e-27,3.74768395684379e-31,1.8962172543757318e-36,5.628505259633858e-37,0.0,0.0,4.68621051466543e-20,8.143471953336333e-34,9.038381997805478e-44,1.0514590845496084e-43,2.104678784879071e-50,5.486192069624491e-71,1.497518319076585e-47,2.1061792750120687e-34,6.15415908009183e-25,7.0773092002803075e-34,2.986068121134504e-63,2.8725933792274088e-62,7.7590449980167e-36,4.7593077657597536e-54,1.2063808104132081e-26,1.9479421721735442e-51,9.56001241406134e-40,1.9569479345799094e-53,1.6014634749891067e-53,2.976545073221036e-59,1.1324893507913374e-57,6.490689456530751e-60,2.6716670499538993e-51,4.715892497595003e-73,3.507972398685883e-63,1.2824132213418901e-72,3.76,0.0,0.7920356336465845,0.9999999999934474,1.6550000967041175e-44,1.859334359301518e-22,3.4626174265014854e-16,3.4189313198251163e-16,4.36861066763689e-18,8.800316903219382e-34,6.552730232843544e-12,6.591415310334034e-39,5.772079354351049e-42,1.0227644213283883e-49,3.528371014419902e-56,7.076833595203257e-34,7.084055683748304e-34,7.224830569986291e-35,2.9635378365683284e-35,5.998489728133001e-41,1.486500899971696e-47,1.9424268217123815e-36,9.696931846307294e-38,5.532936522852878e-49,2.3634600393346625e-47,2.5234700827450525e-42,2.204425201195781e-59,8.870637807177786e-43,4.4904356588758304e-58,1.2063808314943294e-26,3.75690164796729e-36,3.124086387549727e-60,2.952464873414087e-53,6.154159075859669e-25,5.402482376524753e-21,3.466748281443228e-29,2.2242977583868842e-43,4.145962817689821e-20,1.6403513439316607e-29,9.11035874362168e-51,4.034476033539633e-63,6.989001294001591e-47,5.890183183568523e-67,1.0019967150043483e-59,4.3356264120828217e-70,1.8593343593057686e-22,1.7802509974267803e-36
3.640175079426109e-16,0.4654321856566848,1.0985589786552098e-26,7.495572764876866e-31,7.585183864130296e-36,2.2515430642219167e-36,0.0,0.0,9.372675293181977e-20,3.2575213329359464e-33,7.231048677117514e-43,8.412107858830314e-43,1.6838234080188536e-49,4.389161894151936e-70,5.990316910534684e-47,8.425059681003786e-34,1.2308652071223038e-24,2.831039682668429e-33,2.4147680045495025e-62,2.298183795450592e-61,3.1037442921952907e-35,3.8076269574074217e-53,2.4128270325994338e-26,1.5584277188593927e-50,3.824160572457643e-39,1.5656329945976404e-52,1.2812518700379042e-52,2.381395759469401e-58,9.060488309306126e-57,5.192880259655447e-59,2.1374351024763366e-50,7.54582348045966e-72,5.6131341233435e-62,2.0520003172862232e-71,3.76,0.0,0.7920356336465841,0.9999999999868943,1.324063004719566e-43,3.7187695994212175e-22,6.92542272221389e-16,6.838048140325976e-16,8.737458188791354e-18,3.520269936254311e-33,1.3105811590489324e-11,2.6366736752046133e-38,2.308925965949888e-41,8.182500509712225e-49,5.6456782320302816e-55,2.8308494327132626e-33,2.8337370980920975e-33,2.8900497696570667e-34,1.1854633500856612e-34,2.4061985213410687e-40,5.946305315373087e-47,7.770023448541435e-36,3.878930572458727e-37,4.4265801333646253e-48,1.89085752907284e-46,2.018871491290362e-41,3.5273349176247076e-58,3.7043674373200345e-42,3.592555106811782e-57,2.412827116927348e-26,1.5028218102061984e-35,2.4993959866658807e-59,2.4592712712688177e-52,1.2308652054293711e-24,1.0805257864705824e-20,1.386755738793992e-28,8.897553494515435e-43,8.292150570974026e-20,6.56167236386359e-29,7.288632982777634e-50,6.455489980551746e-62,5.591466375826925e-46,9.424772302358615e-66,1.603276467166056e-58,1.3874735324416501e-68,3.718769599438221e-22,7.121293757306106e-36
7.280448907599728e-16,0.4654321856566848,2.1972596396894102e-26,1.4991354927352004e-30,3.034140238261022e-35,9.006750271264062e-36,0.0,0.0,1.8745604870810062e-19,1.3030350451936518e-32,5.784975949007481e-42,6.729903384754491e-42,1.3470914151437645e-48,3.5114126669045443e-69,2.3961754237436083e-46,3.370092247395204e-33,2.4617638078762048e-24,1.1324395580302552e-32,1.973141395234199e-61,1.83859066693877e-60,1.2415229763261789e-34,3.046173854989903e-52,4.8257193505908523e-26,1.24677176857688e-49,1.5296953512335376e-38,1.2525364321156558e-51,1.0250339325517468e-51,1.90519125321331e-57,7.248620069522185e-56,4.1544356974371084e-58,1.7099886623684372e-49,1.2073659831608391e-70,8.981320215183197e-61,3.283311850374804e-70,3.76,0.0,0.7920356336465835,0.9999999999737881,1.0592756619067562e-42,7.437640079660715e-22,1.3851033313638695e-15,1.367628178647701e-15,1.7475152716168235e-17,1.408136570454415e-32,2.6211961096875655e-11,1.0546911390900433e-37,9.235893955453093e-41,6.54615046916095e-48,9.033306702068007e-54,1.1323634563534727e-32,1.133517515911815e-32,1.1560433833943093e-33,4.741949704481124e-34,9.678630946838187e-40,2.378618707879187e-46,3.108072611092766e-35,1.5516037957589908e-36,3.5413814117089897e-47,1.512721506128851e-45,1.615134867514925e-40,5.643935938330089e-57,1.60655399730163e-41,2.8741703804770052e-56,4.825719687909362e-26,6.011409549434625e-35,1.9995666664679947e-58,2.1229669849467575e-51,2.4617638011043365e-24,2.1610808818045426e-20,5.547135801783332e-28,3.559094141357973e-42,1.6584526049076986e-19,2.6247223391112767e-28,5.8310447676597064e-49,1.0329046608446325e-60,4.4732791260886105e-45,1.5080018691628603e-64,2.565307714135838e-57,4.4400322126355775e-67,7.437640079728726e-22,2.8485754574382275e-35
1.4560996563946964e-15,0.465432185656685,4.394996610060988e-26,2.9982937440844595e-30,1.2136724116836257e-34,3.6030525840076634e-35,0.0,0.0,3.7491464108446196e-19,5.212193215101467e-32,4.628035198220772e-41,5.384078380358767e-41,1.0776870651017444e-47,2.8091631609643036e-68,9.584798469431419e-46,1.3480504601444768e-32,4.923561019494643e-24,4.529809474782708e-32,1.6445824468557877e-60,1.4708899741521623e-59,4.966142427855906e-34,2.4369679827450243e-51,9.651503481049608e-26,9.974292528167353e-49,6.118843652627714e-38,1.0020414434171839e-50,8.200401200685561e-51,1.5242000826987557e-56,5.798987848066616e-55,3.323601167321903e-57,1.3680071531436398e-48,1.9318212315517045e-69,1.4370366374804556e-59,5.253388062731662e-69,3.76,0.0,0.7920356336465821,0.9999999999475758,8.474307713396366e-42,1.48753810401401e-21,2.7702254496488284e-15,2.7352749099376337e-15,3.495053971119406e-17,5.632603157828034e-32,5.2424207274133933e-11,4.218809162051819e-37,3.694396912750459e-40,5.236974003305328e-47,1.4453448227667413e-52,4.5295050638075654e-32,4.5341131081773e-32,4.624220219301077e-33,1.8967990399953768e-33,3.914405025606637e-39,9.514963214885964e-46,1.2432416894545966e-34,6.206478312559859e-36,2.8331919505681325e-46,1.210190890835037e-44,1.292122169484603e-39,9.030445665251864e-56,7.424506417822415e-41,2.2994578411277855e-55,9.651504830337291e-26,2.4045882852287427e-34,1.5996718844545984e-57,1.9472019019185078e-50,4.9235609924068944e-24,4.3221910632634484e-20,2.218876883967598e-27,1.4236524054377584e-41,3.316927689142109e-19,1.0498996104429887e-27,4.6648911395853107e-48,1.652668459201995e-59,3.578665529755196e-44,2.4128335130429987e-63,4.104544591510561e-56,1.420828998166762e-65,1.487538104041215e-21,1.1394417739530347e-34
2.9122091876641436e-15,0.4654321856566851,8.791813143998895e-26,5.996617524525004e-30,4.8547461015822465e-34,1.4414810265739004e-34,0.0,0.0,7.498318291323831e-19,2.084887900806249e-31,3.7024493508990565e-40,4.307435105373726e-40,8.621565970253147e-47,2.2473433660167425e-67,3.8339383063745694e-45,5.392228051597793e-32,9.847155483174064e-24,1.8119371363374955e-31,1.4213553248200385e-59,1.1767189366276121e-58,1.986467078261888e-33,1.9495859181606744e-50,1.9303069719871221e-25,7.979481381093892e-48,2.447549912756056e-37,8.01638526648727e-50,6.560372844582792e-50,1.219406452691475e-55,4.639227031261278e-54,2.6589019980622895e-56,1.0944121972613012e-47,3.0909689841941304e-68,2.2992819927878375e-58,8.405492267103795e-68,3.76,0.0,0.7920356336465794,0.9999999998951515,6.779489353082887e-41,2.9750862961100436e-21,5.540469686218735e-15,5.470568380756399e-15,6.99013054623359e-17,2.2530523852603293e-31,1.0484848828744487e-10,1.6875335998274447e-36,1.4777676807585593e-39,4.18959041820391e-46,2.3125580055149137e-51,1.811815370390992e-31,1.8136520048377028e-31,1.8496972123008526e-32,7.58723365418716e-33,1.6001007525790232e-38,3.806327644955376e-45,4.972992036523387e-34,2.482603947313657e-35,2.2666521268936238e-45,9.681573752276138e-44,1.0337021745806019e-38,1.4448793498522715e-54,3.768401617904561e-40,1.839732229886636e-54,1.9303075117048763e-25,9.618402100164091e-34,1.27974268847295e-56,1.9558660996738774e-49,9.847155374822517e-24,8.644411389345212e-20,8.875552612434894e-27,5.694640720111145e-41,6.633877812066204e-19,4.19961975938594e-27,3.731934997428426e-47,2.6442863054806998e-58,2.862949024505626e-43,3.8605576590495854e-62,6.567313000949321e-55,4.546682598657989e-64,2.9750862962188635e-21,4.557790277642114e-34
4.368318718933591e-15,0.46543218565668537,1.3189972271113598e-25,8.994948585032966e-30,1.0316397549918643e-33,3.063522862149179e-34,0.0,0.0,1.1247490204755029e-18,4.430393432288349e-31,1.0586705969392669e-39,1.2316832223953397e-39,2.465235931211176e-46,6.426006412070275e-67,8.147130234271005e-45,1.1458499966129407e-31,1.4770749987296028e-23,3.850378602417697e-31,4.237823899550969e-59,3.3646857965479405e-58,4.221248861152315e-33,5.574605670110334e-50,2.895463393659737e-25,2.2816364360806927e-47,5.201051349287069e-37,2.2928147881626064e-49,1.9475885672626074e-49,3.620180930509895e-55,1.377273629932981e-53,7.893633102587722e-56,3.12933961376559e-47,1.1379163206847373e-67,8.68970915454622e-58,3.179975064287239e-67,3.76,0.0,0.7920356336465766,0.9999999998427275,1.9385136763034234e-40,4.462634488206232e-21,8.310713922788633e-15,8.205861859814062e-15,1.048520629745699e-16,4.787742985257253e-31,1.5727255796040217e-10,3.586016544272853e-36,3.140263750053389e-39,1.197973031461693e-45,8.51181091292939e-51,3.8501198480179022e-31,3.854012660021203e-31,3.9306120398306024e-32,1.6122894023900586e-32,3.450643131427134e-38,8.088944529429559e-45,1.0567623864023174e-33,5.275541273257376e-35,6.481358113586025e-45,2.768327435753003e-43,2.95574387593562e-38,5.508607266411619e-54,9.180786755377193e-40,5.260752402963976e-54,2.895464540561584e-25,2.0439135093976084e-33,3.6909601982380637e-56,6.2464663715450195e-49,1.477074975704865e-23,1.296663167859092e-19,1.886057741782724e-26,1.2101133228189067e-40,9.950827889445572e-19,8.92420527609856e-27,1.0671017798502837e-46,9.732743310150705e-58,8.186256705739618e-43,1.4209435098625727e-61,2.417665288390398e-54,2.0761606111147047e-63,4.462634488437476e-21,9.68531882835698e-34
7.280537781472486e-15,0.4654321856566858,2.199166089790654e-25,1.4991639844919372e-29,2.8522178234176482e-33,8.472397287710653e-34,0.0,0.0,1.8745834163425363e-18,1.224875235896821e-30,4.865263451418013e-39,5.6607032870718104e-39,1.132937148070162e-45,2.953157818417453e-66,2.252444490929293e-44,3.167941470718698e-31,2.461793915731013e-23,1.0645224328160123e-30,2.1886692915993427e-58,1.54628722606201e-57,1.167052823453992e-32,2.5618860392844478e-49,4.825775428167116e-25,1.0485571681089266e-46,1.4379397793275995e-36,1.053846117478715e-48,9.122874644689156e-49,1.6958622634595434e-54,6.451454734872743e-53,3.697552581140199e-55,1.4381306873358523e-46,8.757079159427508e-67,6.857575952576028e-57,2.5096752801820513e-66,3.76,0.0,0.792035633646571,0.9999999997378802,8.908710921899513e-40,7.437730872399233e-21,1.3851202395928388e-14,1.3676448850884962e-14,1.747535450434219e-16,1.323671653546229e-30,2.621198519517183e-10,9.914310573135514e-36,8.681935554104929e-39,5.505447352102976e-45,6.549077718632961e-50,1.0644508937516652e-30,1.0655200883476173e-30,1.0866998755283714e-31,4.457511202881463e-32,9.899493743135833e-38,2.236723323416462e-44,2.921641336064883e-33,1.4585340738990143e-34,2.97879072516571e-44,1.27222018889908e-42,1.3583485749687298e-37,4.529906788257784e-53,3.374387710045818e-39,2.418028356844418e-53,4.825778599017244e-25,5.650827799395794e-33,1.703845616787927e-55,3.778657100394971e-48,2.4617938520742948e-23,2.1611072109738143e-19,5.214402298529765e-26,3.345614622104678e-40,1.6584727862025426e-18,2.4672837556056276e-26,4.904011741937559e-46,7.488468482190652e-57,3.762105118063092e-42,1.0932877028650503e-60,1.8608711970818667e-53,2.703733638060514e-62,7.437730873038557e-21,2.6777096116289085e-33
9.886770221926839e-15,0.46543218565668626,2.98728447171486e-25,2.0358282516328498e-29,5.062979992136193e-33,1.5042346612948538e-33,0.0,0.0,2.5456327832200894e-18,2.1742628810319205e-30,1.0896786638820683e-38,1.2678756451144275e-38,2.5374583631433627e-45,6.614221537189938e-66,3.998289299720073e-44,5.623377376712339e-31,3.343048508438727e-23,1.889627751027583e-30,5.198347440960972e-58,3.463237951886749e-57,2.0716229294764737e-32,5.737886740357341e-49,6.553269087046415e-25,2.3484660494024938e-46,2.5524714530262044e-36,2.360762530265779e-48,2.0947649460616683e-48,3.894125619019134e-54,1.4813748867590386e-52,8.49027352942766e-55,3.2209984690378725e-46,2.394987010503297e-66,1.911262902894158e-56,6.993155143630405e-66,3.76,0.0,0.792035633646566,0.99999999964405,1.9952954818561455e-39,1.0100234119391887e-20,1.8809552191932893e-14,1.8572241734218316e-14,2.3731045771456807e-16,2.3496349153965968e-30,3.559501742593412e-10,1.7598805735725265e-35,1.5411234635825226e-38,1.2330667424763207e-44,1.790848006961531e-49,1.889500761658946e-30,1.8913902527439437e-30,1.9289889247969937e-31,7.912478895142293e-32,1.799170026610773e-37,3.970824648224969e-44,5.18617411997238e-33,2.589028155034544e-34,6.671871791163638e-44,2.8494037597336677e-42,3.0423048210070693e-37,1.312174961392164e-52,6.964981601358396e-39,5.416164943812855e-53,6.553274715587608e-25,1.0030723746361129e-32,3.838874441785002e-55,9.578727198256866e-48,3.343048395442372e-23,2.934724176415329e-19,9.256029402356416e-26,5.938767648988747e-40,2.252160435392878e-18,4.379648827897795e-26,1.0983573662459611e-45,2.0477192986871988e-56,8.426030800814783e-42,2.9895914408042584e-60,5.090299718214753e-53,8.758200142725504e-62,1.010023412052674e-20,4.753173555455797e-33
1.2493002662381192e-14,0.46543218565668665,3.775858211238038e-25,2.572494992478491e-29,7.891255402420623e-33,2.3449975978954203e-33,0.0,0.0,3.2166821612737304e-18,3.388820533938826e-30,2.0555656212360753e-38,2.391798394185454e-38,4.786663656153638e-45,1.2477041805780453e-65,6.231759037088482e-44,8.764630845013297e-31,4.224303114863046e-23,2.945194925090578e-30,1.0397763070557253e-57,6.533039938051847e-57,3.228845212657689e-32,1.0823929463037894e-48,8.280762060107029e-25,4.430138224485801e-46,3.978298902086408e-36,4.4539760569562446e-48,4.02475275594635e-48,7.482202698586133e-54,2.846240417617907e-52,1.63127915097235e-54,6.0760802444445405e-46,5.383959061422146e-66,4.363588240127065e-56,1.5977197955552088e-65,3.76,0.0,0.792035633646561,0.9999999995502203,3.763920137065376e-39,1.2762737366385065e-20,2.376790198793736e-14,2.3468034645494906e-14,2.9986734244244344e-16,3.6621558757699486e-30,4.497797797959148e-10,2.74296463695501e-35,2.402009123309942e-38,2.326057885592735e-44,4.02529998421197e-49,2.944996996812194e-30,2.9479286145967452e-30,3.006534355591806e-31,1.233243984816736e-31,2.870438988725625e-37,6.189677626193981e-44,8.08320527160653e-33,4.0352764056131256e-34,1.2586272130286746e-43,5.375099323717503e-42,5.738983789954895e-37,2.9953326927596605e-52,1.2396498015664501e-38,1.0218019719609055e-52,8.280770832787324e-25,1.5633952477765114e-32,7.27396770975241e-55,2.0296962421163787e-47,4.224302938746181e-23,3.7083411293634286e-19,1.4426508545618945e-25,9.256207488290788e-40,2.8458480691361418e-18,6.826149561229046e-26,2.071937497319282e-45,4.6026635910273925e-56,1.589483314094407e-41,6.719711189688833e-60,1.1442575629479647e-52,2.3152435364656293e-61,1.2762737368153859e-20,7.408327755188388e-33
1.5099235102835547e-14,0.4654321856566871,4.564860664028578e-25,3.109164063585135e-29,1.1300923178812261e-32,3.358868424649652e-33,0.0,0.0,3.887731549849513e-18,4.853032316053703e-30,3.4308796164400455e-38,3.9922034933466105e-38,7.989287866042015e-45,2.0825035941022e-65,8.924321110994405e-44,1.2551572213251149e-30,5.1055577342013694e-23,4.217740735858785e-30,1.8273480833248898e-57,1.090409243806369e-56,4.623936247185048e-32,1.8065881838015533e-48,1.000825438747848e-24,7.394205169218092e-46,5.697207289863271e-36,7.435001783273852e-48,6.832726077308048e-48,1.2702776410674996e-53,4.832021268751173e-52,2.7693990654865967e-54,1.0141395342794958e-45,1.0331363196481892e-65,8.492280080020109e-56,3.110108392648619e-65,3.76,0.0,0.792035633646556,0.9999999994563914,6.282243953443467e-39,1.5425240613378742e-20,2.8726251783941797e-14,2.836382758307968e-14,3.624242008621025e-16,5.24446707131976e-30,5.436087105065988e-10,3.928125061736165e-35,3.439853707563898e-38,3.8823585760307765e-44,7.723263884165842e-49,4.217457286005564e-30,4.2216371924729184e-30,4.305570516362796e-31,1.7660929046348073e-31,4.201018638997063e-37,8.86507749849669e-44,1.1575725432899472e-32,5.778803112639909e-34,2.100809279467075e-43,8.971400773629876e-42,9.578743633791347e-37,5.912484346360519e-52,1.985420133080442e-38,1.7056144915082134e-52,1.0008266950579569e-24,2.2388933183407846e-32,1.2191606351967731e-54,3.733623879359361e-47,5.1055574819894815e-23,4.481958070549141e-19,2.0659787228014634e-25,1.3255555102853929e-39,3.4395356883361863e-18,9.775532080608196e-26,3.4582060270420564e-45,8.831027270888584e-56,2.652956552708803e-41,1.2892957767974568e-59,2.1958560315463226e-52,5.048535499460332e-61,1.5425240615911783e-20,1.060925281716562e-32
2.0311699983744253e-14,0.46543218565668787,6.143842026152599e-25,4.1825075170521927e-29,1.9444497647689895e-32,5.781155487171413e-33,0.0,0.0,5.229830350966781e-18,8.350079336711545e-30,7.309745684171339e-38,8.506130543551466e-38,1.7021841737517151e-44,4.4369296206701254e-65,1.5355093946471097e-43,2.1596101394372736e-30,6.868067002291533e-23,7.257038414018762e-30,4.2100706886783586e-57,2.323199138600592e-56,7.955898859846562e-32,3.8490723912665626e-48,1.3463237571571463e-24,1.575391231289243e-45,9.802558363328871e-36,1.5845370613320886e-47,1.507577840427051e-47,2.8029027801850435e-53,1.066152886349404e-51,6.110492158481572e-54,2.1607007749525165e-45,2.6648849890775406e-65,2.2490818259429035e-55,8.233550974725095e-65,3.76,0.0,0.7920356336465462,0.9999999992687351,1.3384803818295638e-38,2.0750247107367234e-20,3.86429513759506e-14,3.8155413518169903e-14,4.87537857780678e-16,9.023575449336397e-30,7.31265034927969e-10,6.758706679842104e-35,5.918596583017816e-38,8.271706996877333e-44,1.9917018686776674e-48,7.25655070589291e-30,7.263688379590722e-30,7.408119761944348e-31,3.0387210975588605e-31,7.48909189718701e-37,1.5256214037998637e-43,1.9917078224485572e-32,9.942951272822065e-34,4.476187592665492e-43,1.911421417224457e-41,2.0408185644713953e-36,1.648834390199393e-51,4.022879572823732e-38,3.634496946584357e-52,1.346325918751363e-24,3.85221766035738e-32,2.6204024233589695e-54,9.146667019972747e-47,6.868066568338269e-23,6.029191926130022e-19,3.554702443436684e-25,2.28073981336332e-39,4.626910893611994e-18,1.681968319156564e-25,7.367968815632887e-45,2.277367745032301e-55,5.652323040333653e-41,3.3248682146017266e-59,5.6656911076016166e-52,1.5497487302969982e-60,2.0750247111725553e-20,1.825417514235384e-32
