Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40)
9.412886018538663e-20,0.7863567759815948,6.369129929587019e-24,1.526969001860735e-23,1.646475779234084e-34,2.356715719142613e-36,0.0,0.0,7.164538823090916e-19,6.776903317378318e-34,1.0860881699093699e-44,1.1513879173926654e-44,3.188683531379767e-41,4.555343931181763e-56,5.927337889275122e-38,6.048519004916869e-32,1.9711782067592238e-20,1.0119723737846463e-31,2.8133268326721075e-53,5.832902809135321e-51,4.731524801306802e-30,3.112748068394835e-47,1.069398629903673e-20,8.300000711134231e-50,4.613322967067571e-36,1.1263596764279515e-46,1.8400722292402926e-28,4.7983557866196894e-36,3.895124544419639e-53,1.2122142344254494e-52,1.5707538196315899e-49,7.168085196917742e-52,2.2057406175414594e-41,1.1306659928916214e-53,3.76,0.0,0.5033853060505045,0.9999999999995759,1.790090217223853e-45,5.7733824483101154e-18,1.3765446727462922e-13,1.3185365849319745e-13,5.800808781431592e-15,1.2228457990027788e-29,4.2407515144740943e-13,1.3955867648018722e-33,1.850949453795311e-34,8.878952150122256e-37,1.7322827386534237e-47,1.0117654434528675e-31,9.459374549822644e-32,5.9321743279795914e-31,4.350672845466762e-31,6.95147502024804e-35,3.070574608138999e-36,3.947738570154013e-22,2.034944980579343e-32,8.319815451883961e-46,1.1886879152682354e-48,2.7802456863014273e-43,3.7136509457355436e-55,6.9203843334427e-36,2.009604005788323e-43,1.0693986299097347e-20,9.0152619963175e-50,5.3061144342462274e-36,1.971178206746032e-20,2.9780213555400677e-50,1.6266781992180208e-19,8.331483240989614e-30,3.560658846282703e-24,5.537924314993349e-19,8.961779254021692e-36,3.593667922201693e-33,3.947740408151999e-22,3.3486269174226845e-45,8.0497664490442e-62,2.073212710633053e-49,9.28812165143034e-62,2.470767060201986e-61,5.773382448310248e-18,5.035076380042145e-35,1.642635331737825e-75,1.2182578952442132e-79,4.031604079319052e-67,2.8688156207295473e-31,5.809999926031648e-51,4.754112353098097e-38,5.829494323745119e-59,6.746728961618523e-60,4.1132100661155566e-53,1.0951439253257385e-48,8.041043262885212e-80,9.068700287488043e-50,3.144879230340933e-35,9.829149492986311e-47,1.3746855057455506e-66,1.3237146656614953e-68,4.559497631612447e-51,9.589242688473065e-54,9.345950057413543e-43,1.3338039893171614e-63,2.3055959646984103e-65,3.560658846289416e-24
1.883395004404391e-19,0.7863567759816154,1.2743812102644579e-23,3.05526464957269e-23,6.590193992056175e-34,9.433016069789814e-36,0.0,0.0,1.4335302267220985e-18,2.712527438924586e-33,8.695309267995021e-44,9.21810429255917e-44,2.55288568106184e-40,3.647044988985273e-55,2.3724798644930067e-37,2.4209838914859566e-31,3.944068992351007e-20,4.050526773537013e-31,2.252372141569063e-52,4.669868902068927e-50,1.893842991533248e-29,2.492091138911978e-46,2.1397263637304723e-20,6.6450473246562365e-49,1.8465314534863802e-35,9.01775417811631e-46,7.365084283162411e-28,1.9205956074529714e-35,3.1192587205823687e-52,9.70753457959898e-52,1.2575581412991277e-48,5.740290924978011e-51,1.7659336786602666e-40,9.282880259920558e-53,3.76,0.0,0.5033853060503667,0.9999999999991515,1.4331606259080961e-44,1.155178086746809e-17,2.7542853008984645e-13,2.638218727286312e-13,1.1606657361214402e-14,4.8945700237596177e-29,8.485187433802774e-13,5.585984063771588e-33,7.4086215296956125e-34,3.5538947828395933e-36,1.3868794932424813e-46,4.049698511657093e-31,3.7862150034927e-31,2.374415700303558e-30,1.7414029561545575e-30,2.7824016320735514e-34,1.2290300580797098e-35,7.898906978141442e-22,8.145083141935091e-32,3.330325715179181e-45,9.516731052282564e-48,2.2258870572012984e-42,3.211375346563567e-54,2.769957272779395e-35,8.043653290771422e-43,2.1397263637547348e-20,7.217696772780683e-49,2.123828587029852e-35,3.9440689922982045e-20,2.384227877107008e-49,3.2547696721959395e-19,3.334764543540789e-29,7.124411227617642e-24,1.1080660032430237e-18,3.5870472095461713e-35,1.438403705727685e-32,7.898914334923349e-22,2.680937642356851e-44,1.289011439457463e-60,1.6598307722912768e-48,1.4873096185090503e-60,3.957626762945063e-60,1.1551780867468617e-17,2.015342730862233e-34,5.262477728669275e-74,3.902908282438105e-78,6.455819321639253e-66,1.1482738831897135e-30,4.651532669210148e-50,1.902883903016684e-37,4.667140740212831e-58,1.0803556680345787e-58,3.2939057795470225e-52,8.767810346462273e-48,2.576092834687722e-78,7.260478358167774e-49,1.2587712712441302e-34,7.869296137960459e-46,2.2012891822869404e-65,2.120408238152145e-67,3.6503767722030943e-50,7.677235285572502e-53,7.482442783492869e-42,2.1365699375846436e-62,3.693246582894682e-64,7.124411227644514e-24
3.7676078095054406e-19,0.7863567759816569,2.5493232517333783e-23,6.11185594596894e-23,2.6369360376751587e-33,3.774444269975136e-35,0.0,0.0,2.8676829155462786e-18,1.0853642986295333e-32,6.9588901367332166e-43,7.377285039278643e-43,2.043084418701588e-39,2.9187444024724496e-54,9.49300975569142e-37,9.687089043292947e-31,7.889850563611535e-20,1.620738316784587e-30,1.8025823388044635e-51,3.737314390374842e-49,7.577838811351931e-29,1.9944303086800906e-45,4.2803818313465614e-20,5.318057425242386e-48,7.388531032518887e-35,7.216956642435575e-45,2.94699305958045e-27,7.684906570332427e-35,2.4966712280883177e-51,7.76995793447697e-51,1.0064287106731776e-47,4.594574028072033e-50,1.4132836460674596e-39,7.79834950060826e-52,3.76,0.0,0.5033853060500911,0.9999999999983026,1.146964068525275e-43,2.3108577705777715e-17,5.509766557201302e-13,5.277583012016394e-13,2.3218354518487518e-14,1.9584655564726e-28,1.697405926847878e-12,2.2351212340202005e-32,2.9644136303413592e-33,1.4220208302328957e-35,1.1099250959916145e-45,1.6204069031247435e-30,1.5149791782679075e-30,9.50075561980802e-30,6.967880106227237e-30,1.113323091270628e-33,4.917721117999908e-35,1.5801243806570306e-21,3.2590942029417534e-31,1.3327492037097896e-44,7.616277168633198e-47,1.781386137891708e-41,2.9513355068857613e-53,1.1083437409206052e-34,3.218509121438722e-42,4.280381831443644e-20,5.776353227930206e-48,8.498080762976277e-35,7.889850563400257e-20,1.908106962346758e-48,6.51095261788691e-19,1.3343401905732793e-28,1.42519159902845e-23,2.216613146703679e-18,1.4352861190434816e-34,5.755488430165053e-32,1.5801273243280576e-21,2.1455649053982493e-43,2.0632577677530895e-59,1.328369074941141e-47,2.3806639960210357e-59,6.335724641252753e-59,2.3108577705779826e-17,8.063996029490159e-34,1.6849606815375428e-72,1.2496484238309618e-76,1.0333515246673778e-64,4.594591228517805e-30,3.722639830624176e-49,7.614014267877661e-37,3.735132150508532e-57,1.7292726467212766e-57,2.636462488388925e-51,7.016912993646967e-47,8.248234693165039e-77,5.810590884068672e-48,5.0367247099035156e-34,6.297828549931298e-45,3.523497306268689e-64,3.394626303860138e-66,2.921413366111091e-49,6.144138246896924e-52,5.988228293618719e-41,3.420500046477908e-61,5.912631214721304e-63,1.425191599039202e-23
7.536033419707539e-19,0.786356775981739,5.0992297621008524e-23,1.2225038542650812e-22,1.0549461447032328e-32,1.510030794083458e-34,0.0,0.0,5.735988293187311e-18,4.342163941296351e-32,5.568169471071204e-42,5.902948955210197e-42,1.6347779505614566e-38,2.335438981076282e-53,3.797822049619375e-36,3.875466402511311e-30,1.5781413706440446e-19,6.484008643151074e-30,1.4423398802291411e-50,2.990419341387793e-48,3.031628964159501e-28,1.595847270925312e-44,8.561692766428698e-20,4.255253939020962e-47,2.9558935252332127e-34,5.774669133008949e-44,1.1789891202249854e-26,3.074481001233642e-34,1.997842806707525e-50,6.217538951889951e-50,8.052958803153132e-47,3.67661363641724e-49,1.1308416438024275e-38,6.830735098551108e-51,3.76,0.0,0.50338530604954,0.9999999999966048,9.177455204076777e-43,4.622217138237168e-17,1.1020729069800944e-12,1.0556311581562172e-12,4.644174882386368e-14,7.8351374996667685e-28,3.3951802921905396e-12,8.941940362764508e-32,1.1859584838158662e-32,5.689009292204726e-35,8.881087138734519e-45,6.482682764532594e-30,6.0609032044934885e-30,3.800920899111493e-29,2.787605762968915e-29,4.454017428322143e-33,1.96740866988449e-34,3.1605917513244027e-21,1.3038499006122576e-30,5.33334587110652e-44,6.0941789104344924e-46,1.4253795645322276e-40,2.9716474291374555e-52,4.43409689914649e-34,1.2876132819283694e-41,8.561692766817093e-20,4.621961094542972e-47,3.3997856669880883e-34,1.5781413705595204e-19,1.526775550270475e-47,1.3023318508209397e-18,5.33822963212426e-28,2.8506925515606136e-23,4.433707433518099e-18,5.742079083879373e-34,2.3025701466959793e-31,3.160603527925313e-21,1.716777910376567e-42,3.3018841671765125e-58,1.0628970858743559e-46,3.809837471737865e-58,1.0139977778281874e-57,4.622217138238012e-17,3.226123508138079e-33,5.3934232018593364e-71,4.0000237846061707e-75,1.6536988697437078e-63,1.8381356730303513e-29,2.978677462875309e-48,3.04610152978607e-36,2.9886750082964354e-56,2.76739923624996e-56,2.109708662170026e-50,5.614596509210417e-46,2.640193378626233e-75,4.64935617834193e-47,2.0150178553118403e-33,5.039219700003748e-44,5.638743669227466e-63,5.432981139350022e-65,2.3375755765052886e-48,4.9162709118794346e-51,4.7914924556793115e-40,5.474391113204207e-60,9.462960187717749e-62,2.850692551603629e-23
1.5072884640111737e-18,0.7863567759819037,1.0199132492554326e-22,2.445140375157204e-22,4.220128198579973e-32,6.0406732449224165e-34,0.0,0.0,1.1472599048440052e-17,1.7370069359350817e-31,4.4549586416512616e-41,4.722807649099882e-41,1.3079465395267722e-37,1.8685285871799375e-52,1.519252457923068e-35,1.5503127269303727e-29,3.156453999332968e-19,2.593814556256741e-29,1.1539816802762872e-49,2.3925626294459455e-47,1.2127502808491648e-27,1.2767990396243068e-43,1.712431463599282e-19,3.4045263852360466e-46,1.1824536393779281e-33,4.620180502539093e-43,4.716340299392739e-26,1.2299068612176636e-33,1.598476599877932e-49,4.97466045947337e-49,6.442978755783097e-46,2.94170099445005e-48,9.047592146965383e-38,6.410589766253688e-50,3.76,0.0,0.5033853060484378,0.9999999999932093,7.342661319807465e-42,9.244935873545844e-17,2.2042654094976095e-12,2.1113768720996205e-12,9.288853739793582e-14,3.13431007134172e-27,6.7907290165057024e-12,3.5770672530580664e-31,4.7442200300542107e-32,2.2757889284765045e-34,7.105544339189243e-44,2.5932841551043617e-29,2.42455859186747e-29,1.5204920981751996e-28,1.1151330553699035e-28,1.7817520607812075e-32,7.870275170015556e-34,6.3215265125855505e-21,5.215824071342918e-30,2.134697049986354e-43,4.8758060440899834e-45,1.1404119241365538e-39,3.3538453420306797e-51,1.773783292270442e-33,5.150872764075667e-41,1.712431463754652e-19,3.697920318872997e-46,1.3600249470428007e-33,3.1564539989948445e-19,1.2215365314566482e-46,2.604805028461654e-18,2.135465638999045e-27,5.70169445662011e-23,8.867896006719384e-18,2.297018571712705e-33,9.211030187807448e-31,6.321573622823045e-21,1.3735527363339077e-41,5.28355212425242e-57,8.50398407619173e-46,6.0963600937777e-57,1.6226219474788931e-56,9.244935873549221e-17,1.2905544302759878e-32,1.7261433089169774e-69,1.2801914537167297e-73,2.6461873688539506e-62,7.353141096840277e-29,2.3831682328957415e-47,1.2185398001864842e-35,2.3911698953196874e-55,4.4282892316605075e-55,1.6879878566077e-49,4.4921036984926115e-45,8.449832248776506e-74,3.719838374037946e-46,8.060727407864358e-33,4.031758544566219e-43,9.022908372515778e-62,8.69403339311768e-64,1.8702384482437007e-47,3.933433067179123e-50,3.8335579311817886e-39,8.760298822683829e-59,1.5142936848560866e-60,5.701694456792185e-23
3.0146587080920136e-18,0.7863567759822331,2.0399296792335336e-22,4.890413423164443e-22,1.6881201146659263e-31,2.4164144043030274e-33,0.0,0.0,2.2945820558828245e-17,6.948310472594432e-31,3.5641362681758712e-40,3.778425630860812e-40,1.046406905221107e-36,1.4948938340277915e-51,6.077257115064574e-35,6.201503247776933e-29,6.313079257203378e-19,1.0375680508144956e-28,9.232295141429621e-49,1.9141409716401474e-46,4.851198522661996e-27,1.0214877239904177e-42,3.424955837272043e-19,2.7237504086375412e-45,4.730007022827818e-33,3.696328284091502e-42,1.8866128848883552e-25,4.9199426052583434e-33,1.2788622268290923e-48,3.979980389272777e-48,5.154627704293097e-45,2.3535700776117393e-47,7.238417329728209e-37,6.641559603180252e-49,3.76,0.0,0.5033853060462333,0.9999999999864182,5.874407964920592e-41,1.849037334412274e-16,4.40865041452299e-12,4.222868300123418e-12,1.8578211439935926e-13,1.2537750434923453e-26,1.358182643965539e-11,1.4308851263948045e-30,1.897765236879366e-31,9.103526183491898e-34,5.684705349550702e-43,1.0373558764873654e-28,9.698628983537195e-29,6.082215874422897e-28,4.460713725299909e-28,7.12729896418357e-32,3.148238170260776e-33,1.2643396114813453e-20,2.086414525174832e-29,8.548616638862987e-43,3.9008300051877877e-44,9.123728494381159e-39,4.2453604693571764e-50,7.095423326499643e-33,2.060433307732009e-40,3.42495583789355e-19,2.9584768411791396e-45,5.4403211565978177e-33,6.31307925585083e-19,9.772758028498156e-46,5.209751382047949e-18,8.54221013912909e-27,1.1403698266719778e-22,1.7736273151411715e-17,9.188448202947194e-33,3.684561999371661e-30,1.2643584563431269e-20,1.0988943545523925e-40,8.454113387075381e-56,6.803510232702418e-45,9.75467228967981e-56,2.5963755288217462e-55,1.8490373344136244e-16,5.162427784809626e-32,5.524055228289285e-68,4.096906816756234e-72,4.2341151437828515e-61,2.94137612302791e-28,1.906625094708587e-46,4.874357717817284e-35,1.9130313154197245e-54,7.085623144276025e-54,1.350487352773946e-48,3.5938535641122784e-44,2.7041404776875026e-72,2.9760120875861906e-45,3.224422162901627e-32,3.225559957095296e-42,1.4437388255633638e-60,1.3911464754135679e-62,1.4962619805094467e-46,3.1469644720533603e-49,3.0669919384878175e-38,1.4017496639319106e-57,2.4230459516383973e-59,1.1403698267408103e-22
6.029399196253693e-18,0.7863567759828917,4.0801060747393255e-22,9.780959544070925e-22,6.752619002255773e-31,9.666228546305855e-33,0.0,0.0,4.5892263579135487e-17,2.779380735778797e-30,2.8513769501309808e-39,3.022812484082449e-39,8.371453930523228e-36,1.1959434529996144e-50,2.4309523023143855e-34,2.480651767395617e-28,1.2626329774914462e-18,4.1503567174593985e-28,7.386016911817366e-48,1.5313491266297075e-45,1.9405188911137194e-26,8.172095775026627e-42,6.850004583657312e-19,2.1790520483670151e-44,1.8920413027948771e-32,2.957145452668229e-41,7.546605062144494e-25,1.9681090603427714e-32,1.0231221615119695e-47,3.1840855826165575e-47,4.123800047984333e-44,1.8830121588605865e-46,5.79087130461184e-36,7.733982164637923e-48,3.76,0.0,0.5033853060418243,0.999999999972836,4.699637989044746e-40,3.6981248285114668e-16,8.817420424535139e-12,8.445851156718965e-12,3.7156926781532285e-13,5.015202196450803e-26,2.716402118403221e-11,5.7236569700600734e-30,7.591215425182924e-31,3.641484595198932e-33,4.547872253811987e-42,4.149507961019223e-28,3.879530503534226e-28,2.4329358436740252e-27,1.784321789124698e-27,2.850978156380269e-31,1.2593208886896686e-32,2.528713563809167e-20,8.345827895686415e-29,3.42710116336038e-42,3.1207380640605195e-43,7.29915602162833e-38,5.8958792063811635e-49,2.8382282286429677e-32,8.241903812870122e-40,6.850004586143391e-19,2.366837710914246e-44,2.1761727371523488e-32,1.2626329769504148e-18,7.81839495786186e-45,1.0419644082440003e-17,3.41695357228254e-26,2.2807705886841807e-22,3.547302743395544e-17,3.675454086899273e-32,1.4738547840968924e-29,2.5287889447897755e-20,8.791363495709688e-40,1.3526925408054372e-54,5.442937376424549e-44,1.5607872579634827e-54,4.154345169661095e-54,3.6981248285168695e-16,2.065013129160849e-31,1.767761132318609e-66,1.311057244300429e-70,6.77475651314965e-60,1.1765743857649514e-27,1.525336277722081e-45,1.9497828980196516e-34,1.5304687151170181e-53,1.1337285301070229e-52,1.0804426166923783e-47,2.8751510948501035e-43,8.653560140596618e-71,2.380866240131966e-44,1.2897951037877735e-31,2.580509214991132e-41,2.310040915470181e-59,2.2259153935838396e-61,1.1970381112012896e-45,2.5177411469797998e-48,2.4536517883400497e-37,2.2428809495093e-56,3.8770143653857625e-58,2.2807705889595163e-22
1.2058880172577051e-17,0.786356775984209,8.161033007948995e-22,1.9562051885452048e-21,2.7010760064080753e-30,3.866830175030976e-32,0.0,0.0,9.178514961787338e-17,1.1117636037312245e-29,2.2811290416480232e-38,2.4182790559594356e-38,6.697242603460774e-35,9.567661157515551e-50,9.723908112584169e-34,9.922708002052947e-28,2.5252830818217676e-18,1.660159634834049e-27,5.908892432748425e-47,1.225093843006712e-44,7.762154541199714e-26,6.537754228314015e-41,1.3700102072586842e-18,1.7432623273867918e-43,7.568242198514309e-32,2.3657643257658125e-40,3.0186727213255496e-24,7.873252162152481e-32,8.185106818904056e-47,2.5473097103067748e-46,3.299079196041225e-43,1.5065879775707746e-45,4.6327520084296137e-35,1.0060278490075162e-46,3.76,0.0,0.5033853060330064,0.9999999999456716,3.759755119474287e-39,7.396299816645115e-16,1.763496044440501e-11,1.6891816872101894e-11,7.431435722997168e-13,2.0061012758611773e-25,5.432841026509563e-11,2.2894860907792318e-29,3.0365170860417287e-30,1.4566086838247716e-32,3.638341025309256e-41,1.659820095312425e-27,1.551827971978684e-27,9.731842336821142e-27,7.137359735909831e-27,1.1404033171667354e-30,5.037334793812201e-32,5.05746159599378e-20,3.338365116525461e-28,1.3769224220962068e-41,2.496620059553642e-42,5.83939407824766e-37,8.71602307232092e-48,1.1353037635938533e-31,3.2967973816377683e-39,1.370010208253125e-18,1.893492667478029e-43,8.704779498741731e-32,2.5252830796576198e-18,6.254794932297577e-44,2.083942945610199e-17,1.3667953313763473e-25,4.561572112677664e-22,7.094653597167914e-17,1.4701966129728419e-31,5.895479097335255e-29,5.0577631229822907e-20,7.033174248241991e-39,2.1643355807838615e-53,4.354401574915606e-43,2.497291363991258e-53,6.647067692606511e-53,7.396299816666725e-16,8.260136561848845e-31,5.656937123244239e-65,4.195458449180445e-69,1.083974823314035e-58,4.706345410747813e-27,1.22028349936368e-44,7.799212068748513e-34,1.224401240834624e-52,1.8139886981010695e-51,8.643974376472109e-47,2.3001481730456964e-42,2.769188909277249e-69,1.90471564156878e-43,5.15923287854287e-31,2.0644318706097594e-40,3.696112513837309e-58,3.561529852913999e-60,9.576419594572295e-45,2.0143925223030123e-47,1.96294472372722e-36,3.588674716851766e-55,6.20333563650284e-57,4.561572113779019e-22
2.411784212522377e-17,0.7863567759868441,1.6325183443158498e-21,3.912423696648825e-21,1.0804366409230654e-29,1.5469794776208074e-31,0.0,0.0,1.8357092168784273e-16,4.447077033631651e-29,1.8249147171210658e-37,1.93463531480599e-37,5.357825838564498e-34,7.654174321951998e-49,3.889583017682284e-33,3.969103383406983e-27,5.050583293634827e-18,6.640672794064565e-27,4.727156040331149e-46,9.800808939762403e-44,3.104877621454464e-25,5.230234448600203e-40,2.7400297035081865e-18,1.3946181371766003e-42,3.027312276398831e-31,1.892654379093973e-39,1.2074752211920709e-23,3.1499055559550455e-31,6.5481372736612986e-46,2.0378654422457377e-45,2.639279025296725e-42,1.2055269805749844e-44,3.7062235730655188e-34,1.4245138183601382e-45,3.76,0.0,0.5033853060153705,0.9999999998913427,3.0078221162730517e-38,1.4792649792653445e-15,3.5270040483527027e-11,3.3783748311635065e-11,1.4862921718783728e-12,8.024445839011479e-25,1.0865718679646165e-10,9.157991046048451e-29,1.214613033766313e-29,5.82646459694436e-32,2.9106901604898975e-40,6.639314361133399e-27,6.207343336390133e-27,3.892756705988886e-26,2.8549583949150136e-26,4.5616401009594234e-30,2.014944163322553e-31,1.0114958170478877e-19,1.3353528374515503e-27,5.556262042995465e-41,1.997307865356934e-41,4.6715429184737355e-36,1.3371719521124025e-46,4.541245538153445e-31,1.3187275158251432e-38,2.74002970748597e-18,1.514803138753573e-42,3.481929509856142e-31,5.0505832849781935e-18,5.003873214026041e-43,4.167900009493744e-17,5.467209122662949e-25,9.123175160540942e-22,1.4189355293767152e-16,5.8808165439382e-31,2.358203624550956e-28,1.0116164284557798e-19,5.626572758435896e-38,3.46295892891865e-52,3.4835419247503646e-42,3.995691575466096e-52,1.0635400518036268e-51,1.4792649792739888e-15,3.304071445042238e-30,1.8102360957938931e-63,1.3425587243224988e-67,1.7343707370688743e-57,1.8825477332027746e-26,9.762325843409342e-44,3.119701606246596e-33,9.795455857030619e-52,2.9024003184964864e-50,6.9157088834917186e-46,1.840129456378941e-41,8.861483751342737e-68,1.5237816069180907e-42,2.0637036326785218e-30,1.6515552937020092e-39,5.913817702331466e-57,5.698501209393269e-59,7.661182511969859e-44,1.611804702449742e-46,1.5703650926248102e-35,5.741931726494908e-54,9.92542706201103e-56,9.123175164946385e-22
4.82357660305172e-17,0.7863567759921137,3.2662670588720614e-21,7.824860872166685e-21,4.3217634983102067e-29,6.189849975905855e-31,0.0,0.0,3.6714246579775584e-16,1.7788353370174208e-28,1.4599371530132476e-36,1.5477137878505255e-36,4.2862733283592084e-33,6.123357587564301e-48,1.5558371551276374e-32,1.5876453866904308e-26,1.0101183729870611e-17,2.6562762556885005e-26,3.781758522176e-45,7.840670475785383e-43,1.241954217227992e-24,4.1842000211807434e-39,5.4800686898615765e-18,1.1156978194346343e-41,1.2109279895311018e-30,1.5141786434073198e-38,4.8299130968470557e-23,1.2604363660926463e-30,5.2385305582944544e-45,1.6303013053285647e-44,2.1114294961200907e-41,9.64820701075017e-44,2.9649876134568356e-33,2.1311161784875343e-44,3.76,0.0,0.5033853059800987,0.999999999782685,2.4062651081662463e-37,2.958534974363427e-15,7.054020055930018e-11,6.756761122577065e-11,2.972589333475156e-12,3.2097864353948434e-24,2.1731473333615083e-10,3.663205816797463e-28,4.858464662819309e-29,2.3305919471383663e-31,2.32855914646928e-39,2.6557326667842713e-26,2.4829435500291067e-26,1.5571066196542946e-25,1.1419862457660836e-25,1.8246635852205132e-29,8.059797128462049e-31,2.0229953359912526e-19,5.341424924806841e-27,2.2613460416541e-40,1.59785097828748e-40,3.737245319266336e-35,2.0935612217057492e-45,1.816508743548678e-30,5.274938324408558e-38,5.4800687057727515e-18,1.211846121263171e-41,1.3927753462255611e-30,1.0101183695243992e-17,4.0031225690737647e-42,8.335814093865427e-17,2.1868892021947778e-24,1.8246381255772736e-21,2.837875864318363e-16,2.352332744387911e-30,9.432838416482398e-28,2.0234777828419548e-19,4.50127151704976e-37,5.540751844779975e-51,2.786841798026255e-41,6.393126809312913e-51,1.701671403415638e-50,2.9585349743980043e-15,1.32163195103437e-29,5.792781249990781e-62,4.296206970422339e-66,2.7750019782385726e-56,7.530210033248477e-26,7.809883717195373e-43,1.247884544929212e-32,7.836688426004498e-51,4.643855107510712e-49,5.5333484673545015e-45,1.472107930699875e-40,2.835687312277832e-66,1.21902897711955e-41,8.254835401573993e-30,1.3212481501836295e-38,9.462138598018905e-56,9.1176487408705e-58,6.1289662705977485e-43,1.2898973840379618e-45,1.256295793743509e-34,9.187132576814533e-53,1.5880755075971523e-54,1.8246381273394566e-21
9.647161384110406e-17,0.7863567760026527,6.537438998027719e-21,1.5649735860453214e-20,1.7287123525491955e-28,2.4774762035827095e-30,0.0,0.0,7.342855538974799e-16,7.115350393716013e-28,1.1679531313893916e-35,1.2381743774457183e-35,3.4290236539338054e-32,4.898693276570636e-47,6.223356464758375e-32,6.350589587837914e-26,2.0202384652780853e-17,1.0625121595709922e-25,3.0254472573200584e-44,6.27254578321799e-42,4.967823267365509e-24,3.3473650592803925e-38,1.09601466379859e-17,8.925595787479611e-41,4.843718112603168e-30,1.2114257271380682e-37,1.9319676385395034e-22,5.045519395540369e-30,4.19083276139137e-44,1.30424763593206e-43,1.6891461208154224e-40,7.724905709821478e-43,2.3719935422872354e-32,3.2913005478459188e-43,3.76,0.0,0.503385305909555,0.9999999995653694,1.9250153835513286e-36,5.9170749641452554e-15,1.4108052070096291e-10,1.351353371943188e-10,5.945183506426615e-12,1.2839161562447924e-23,4.346298003233607e-10,1.465284255813508e-27,1.943388473903119e-28,9.322381093434748e-31,1.8628502555426242e-38,1.062294552252695e-25,9.931786037188047e-26,6.2284342171262145e-25,4.567950660138147e-25,7.298686857508381e-29,3.223922933248489e-30,4.0459951900633433e-19,2.1365726795560306e-26,9.35608065547307e-40,1.2782825912747288e-39,2.989800524575568e-34,3.312966394243432e-44,7.266091482949179e-30,2.1099898897786687e-37,1.0960146701630678e-17,9.69478354460788e-41,5.571108471102994e-30,2.0202384514274196e-17,3.2025221992679807e-41,1.66716420890272e-16,8.747567864536387e-24,3.649279344425728e-21,5.675756516688862e-16,9.409344098309689e-30,3.773140107847203e-27,4.047924979857665e-19,3.601022483880417e-36,8.865216866355411e-50,2.229476729350876e-40,1.022901904266276e-49,2.722679957047632e-49,5.917074964283566e-15,5.286534621775547e-29,1.8536940119024338e-60,1.3747891803591617e-64,4.440010150200653e-55,3.0120878034611045e-25,6.247916035543884e-42,4.991550357977644e-32,6.269840826535638e-50,7.430179455592522e-48,4.427902690190674e-44,1.1776880882498112e-39,9.074218461708089e-65,9.75224744904502e-41,3.301938261438605e-29,1.0570000803555432e-37,1.5139446392365026e-54,1.4588288390280666e-56,4.903183563196477e-42,1.032639113133521e-44,1.005038113533171e-33,1.4699445791793107e-51,2.5409264730304556e-53,3.649279351474468e-21
