Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81)
2.715144806947987e-19,0.6591175151656118,3.116162830176292e-32,8.091015007125291e-26,1.3479889419735937e-36,1.9961361295902082e-42,0.0,0.0,6.892489301623452e-35,4.772907474081636e-64,1.8702074820265587e-45,2.1479863262246923e-45,1.5963138351171769e-49,5.150106608645809e-62,2.734530832630028e-41,3.4662707204994146e-33,8.020818575319881e-22,4.8060494387576195e-33,7.404071056910369e-57,2.080061501078795e-55,2.790575897094407e-32,4.503815390709117e-50,1.8069120108882519e-22,1.0193163506099677e-68,1.3410643480691147e-37,1.7557032291040724e-51,2.6962542393414562e-62,5.646339429129688e-55,5.367790981794656e-55,6.840604855685554e-56,6.894173259900681e-51,9.5149367977764e-82,2.420236856541125e-65,8.916689050721745e-71,3.76,0.0,0.5269698564594357,0.9999999999996263,3.0351979894907087e-46,1.498220337793271e-50,1.1994148056434823e-14,1.1497529792738666e-14,4.966182636961565e-16,2.1488582127684935e-31,3.736611915318743e-13,1.0036742557648415e-35,3.933105178103431e-37,8.264592673483159e-63,6.736814867290744e-64,4.8050458451812246e-33,4.6157486597475726e-33,2.0032078388945092e-32,1.1198474567660787e-32,3.239400788873248e-37,2.3987218248035943e-41,4.742790465943642e-48,4.670751417129315e-50,9.673382295946713e-51,2.8655628845678214e-49,5.14059196847836e-44,1.6911515965889247e-58,2.0455340684423972e-38,1.2885104722602733e-55,1.8069120109229144e-22,1.3589594637118646e-36,2.1644747880448046e-55,4.1361002808397855e-52,8.020818575319907e-22
5.432648558124426e-19,0.6591175151656135,1.2472772274157427e-31,1.618905956893039e-25,5.395468752156543e-36,7.994037601922351e-42,0.0,0.0,2.7587919552476527e-34,7.645539153800605e-63,1.4973031518074756e-44,1.7196951406349466e-44,1.2780216960695191e-48,4.123216771801354e-61,1.0945249722500399e-40,1.3874116243738383e-32,1.6048605715865638e-21,1.923672269464205e-32,5.927759961018378e-56,1.6653139673068047e-54,1.116957603909858e-31,3.605790825140889e-49,3.615393884444586e-22,1.632804137869111e-67,5.367752306779163e-37,1.4059865214352799e-50,4.319027231317256e-61,4.521650926480996e-54,4.2985862554807907e-54,5.47803185919659e-55,5.51953056033019e-50,3.0484560627949836e-80,3.8768854903205335e-64,1.4282198812075598e-69,3.76,0.0,0.5269698564594237,0.9999999999992523,2.4300039218332167e-45,1.1997913804009066e-49,2.3998716745411797e-14,2.3005048751358104e-14,9.93667994053691e-16,8.601032936064295e-31,7.476470231830711e-13,4.017312674505738e-35,1.5742670687245893e-36,1.3234342692173412e-61,1.07914478576005e-62,1.923270570489229e-32,1.8475023618807346e-32,8.018051865031906e-32,4.482308233302708e-32,1.2966047241476324e-36,9.60113856734778e-41,3.7971764730058115e-47,3.740389352529759e-49,7.744587674014094e-50,2.294192692330725e-48,4.11559927343672e-43,2.708991491570549e-57,8.187471052510623e-38,1.0315918584775683e-54,3.6153938845833263e-22,5.439379405391281e-36,1.7331438759523585e-54,3.3113966466229566e-51,1.604860571586574e-21
1.0867656060477305e-18,0.6591175151656163,4.990733562483086e-31,3.238514869887523e-25,2.1588903121751198e-35,3.202090232498534e-41,0.0,0.0,1.1038761314296345e-33,1.223997706322897e-61,1.198297582396097e-43,1.3762787821944715e-43,1.022805775059251e-47,3.299826546530301e-60,4.379525572967417e-40,5.55145368445589e-32,3.210417999695627e-21,7.697194787669655e-32,4.744011334064285e-55,1.3327572967601963e-53,4.469285320332786e-31,2.8857285335621277e-48,7.232357631348841e-22,2.614005999848182e-66,2.1478001047862337e-36,1.1253590709838431e-49,6.914462560609765e-60,3.619153390146139e-53,3.440611243448562e-53,4.3846457617620597e-54,4.417301946156955e-49,9.760945678144822e-79,6.206624406519834e-63,2.2863922233283808e-68,3.76,0.0,0.5269698564593998,0.9999999999985043,1.9447416651441974e-44,9.603193859321698e-49,4.800785412336465e-14,4.602008666895168e-14,1.9877674544129593e-15,3.441533509941657e-30,1.4956186854054346e-12,1.6074483496890547e-34,6.29911885825502e-36,2.1183748268214015e-60,1.727635855585006e-61,7.695587468529535e-32,7.392415924109669e-32,3.2082651449617126e-31,1.793507140637992e-31,5.18810937407599e-36,3.841706048073289e-40,3.038919328377683e-46,2.993827597467199e-48,6.198023888225696e-49,1.8360514054838398e-47,3.293730231249378e-42,4.336907182944691e-56,3.2760580600166962e-37,8.255870264383258e-54,7.232357631903986e-22,2.1764602741118018e-35,1.3871410111158814e-53,2.650126112706705e-50,3.210417999695667e-21
2.1737671065183063e-18,0.6591175151656224,1.9966184012427638e-30,6.477732698410348e-25,8.636967185368815e-35,1.2837921839121726e-40,0.0,0.0,4.416223326986852e-33,1.9589656700964783e-60,9.588201291448122e-43,1.1012321613899523e-42,8.184000221175732e-47,2.640362595190923e-59,1.7520954061012028e-39,2.2209429624419737e-31,6.421532855913401e-21,3.079379134810419e-31,3.795932725761235e-54,1.0664083298445706e-52,1.7880051505473817e-30,2.3090212699196605e-47,1.4466285124323704e-21,4.183625509178512e-65,8.592598982249247e-36,9.00515254337795e-49,1.1066356339723613e-58,2.8960559515210646e-52,2.7531860606005545e-52,3.5086049360751774e-53,3.5345126993371816e-48,3.1244447899995337e-77,9.933486230818912e-62,3.6592201708125345e-67,3.76,0.0,0.5269698564593517,0.9999999999970084,1.5560888061740675e-43,7.684500689109535e-48,9.602612887926599e-14,9.205016250555767e-14,3.975966373708293e-15,1.3768375024561402e-29,2.9915620055300402e-12,6.4308401116903735e-34,2.520057721721733e-35,3.3901038937294816e-59,2.765021038695083e-60,3.078736102489579e-31,2.9574477295148986e-31,1.2835149671277138e-30,7.175196421323633e-31,2.0755828365260804e-35,1.5369325880433608e-39,2.4316068252345113e-45,2.395668812072233e-47,4.959360824264237e-48,1.4691200841899884e-46,2.6354846143607654e-41,6.941068776118279e-55,1.310639085726282e-36,6.605950852201887e-53,1.4466285126544646e-21,8.707258322085618e-35,1.109963232039743e-52,2.1205073686932755e-49,6.4215328559135605e-21
4.347770107459458e-18,0.6591175151656344,7.987123598935938e-30,1.2956168365591427e-24,3.455068172552132e-34,5.157569130555196e-40,0.0,0.0,1.7666331014661203e-32,3.134800619133925e-59,7.671289363014741e-42,8.810694292299976e-42,6.54782187697944e-46,2.1124906394931388e-58,7.008952014863378e-39,8.884494876804823e-31,1.2843762568347538e-20,1.2318519101234297e-30,3.03703912825552e-53,8.532076695097284e-52,7.152602688659097e-30,1.8473924119127517e-46,2.8934140106938836e-21,6.694773726352896e-64,3.437319325241e-35,7.205034141726984e-48,1.7708743549196817e-57,2.3171380940214986e-51,2.2028277088606512e-51,2.8072393228844935e-52,2.8278786448768907e-47,9.999731299012482e-76,1.589588853081322e-60,5.855546477147312e-66,3.76,0.0,0.5269698564592556,0.9999999999940165,1.2449892469552246e-42,6.148378887146038e-47,1.9206267839105115e-13,1.8411031418444494e-13,7.952364206606143e-15,5.50779823435582e-29,5.983448628498769e-12,2.572545405429566e-33,1.0081051328749744e-34,5.4247296259454706e-58,4.424676856125128e-59,1.23159467625917e-30,1.183075367428616e-30,5.13447771332952e-30,2.8703121551524637e-30,8.303017114251983e-35,6.148230797080573e-39,1.9454740266194474e-44,1.916777996613648e-46,3.967865405711693e-47,1.1754076624736604e-45,2.1085878805123515e-40,1.1107324086452876e-53,5.243003324986957e-36,5.285262934125901e-52,2.8934140115823327e-21,3.48318679403976e-34,8.880707676110029e-52,1.6965731025020926e-48,1.2843762568348178e-20
8.69577610934176e-18,0.6591175151656583,3.19497943913819e-29,2.5913039740495317e-24,1.3820836035421536e-33,2.0806982809119964e-39,0.0,0.0,7.066819958880957e-32,5.016045459285365e-58,6.137322836541619e-41,7.048890843038518e-41,5.2385062354402705e-45,1.6900727391815868e-57,2.8036948849075237e-38,3.5539425598612305e-30,2.568822199321017e-20,4.927608200925005e-30,2.4297540133287064e-52,6.825985396020099e-51,2.8611574970540074e-29,1.477984091688529e-45,5.786985005883072e-21,1.0712416434584474e-62,1.3749836783966395e-34,5.764392187214372e-47,2.8336048539750177e-56,1.8538278174730157e-50,1.7623737180487075e-50,2.2459336165514554e-51,2.262410315419597e-46,3.20015545811232e-74,2.5435271654241926e-59,9.3695097715642e-65,3.76,0.0,0.5269698564590636,0.9999999999880327,9.960386805210663e-42,4.9190144633466975e-46,3.8413577741455147e-13,3.6823061756492053e-13,1.5905159849630577e-14,2.203208938362623e-28,1.1967221805314295e-11,1.0290600384195844e-32,4.032584646994767e-34,8.680018109205804e-57,7.079998057214646e-58,4.9265792235828374e-30,4.7324940021528815e-30,2.0538746546922963e-29,1.1481715796363698e-29,3.321350041132096e-34,2.4593924686952704e-38,1.5564546536085398e-43,1.533519939907211e-45,3.1744430640730746e-46,9.403707692589026e-45,1.686950377726518e-39,1.7773009731281164e-52,2.097302912055785e-35,4.228411806940009e-51,5.7869850094370136e-21,1.393331412588827e-33,7.104966908952304e-51,1.3573327267494286e-47,2.5688221993212726e-20
1.7391788113106365e-17,0.6591175151657062,1.2780177729445279e-28,5.1826782652470044e-24,5.528447667917877e-33,8.463658757767824e-39,0.0,0.0,2.8267854963278487e-31,8.025964325705978e-57,4.90997480860021e-40,5.639247787052053e-40,4.1909045494464475e-44,1.3520902799825684e-56,1.12150076760845e-37,1.4216059451536596e-29,5.137714084291287e-20,1.9710834258851433e-29,1.9438611369932714e-51,5.460917936413387e-50,1.1444862836752032e-28,1.1824153389960074e-44,1.1574126990926099e-20,1.714048935267756e-61,5.500046610898503e-34,4.611659717762756e-46,4.533932471722717e-55,1.483109195467995e-49,1.4099435961835898e-49,1.7968037582053802e-50,1.809971212680735e-45,1.0240884723664805e-72,4.069791920535127e-58,1.4991723978472205e-63,3.76,0.0,0.5269698564586794,0.9999999999760651,7.968498575049158e-41,3.9353361163814964e-45,7.682819754612721e-13,7.364712244166765e-13,3.18107510445944e-14,8.813015018059631e-28,2.3934767882457626e-11,4.116323928514261e-32,1.6130666995050892e-33,1.3888389432223886e-55,1.1328410546063235e-56,1.9706718265616681e-29,1.8930360875038717e-29,8.215665739834879e-29,4.592779744058347e-29,1.328573485612165e-33,9.837770636622384e-38,1.245193899290428e-42,1.2268555428120274e-44,2.53961480136586e-45,7.523144697513091e-44,1.349592321851379e-38,2.843784809143905e-51,8.389512276232282e-35,3.382810908309684e-50,1.1574127005142157e-20,5.5734390416252745e-33,5.684133865947484e-50,1.085907653246738e-46,5.1377140842923106e-20
3.4783812120635576e-17,0.6591175151658019,5.112123062128344e-28,1.0365426912508782e-23,2.2114021842806909e-32,3.498056128953787e-38,0.0,0.0,1.1307257021072883e-30,1.2841776211300718e-55,3.9280264597339746e-39,4.51145378799294e-39,3.3527635683584505e-43,1.081685054405126e-55,4.486048677705368e-37,5.686481614479216e-29,1.02754978542228e-19,7.884414257004589e-29,1.5551262256667437e-50,4.368786197916442e-49,4.577991705790589e-28,9.4594349765661e-44,2.3148410939670762e-20,2.742528223286809e-60,2.2000410229965264e-33,3.689386184704543e-45,7.254423688898061e-54,1.1865061383044107e-48,1.127972725915105e-48,1.437465752787068e-49,1.4479941535370229e-44,3.277145671137693e-71,6.51178727806619e-57,2.398716504594584e-62,3.76,0.0,0.5269698564579112,0.9999999999521301,6.3748745038055435e-40,3.1483187128690834e-44,1.5365743715535935e-12,1.4729524384834066e-12,6.362193307018188e-14,3.5252418382061394e-27,4.786985893079346e-11,1.6465463432015945e-31,6.452332616210741e-33,2.222171107801317e-54,1.812579282081591e-55,7.882767842861858e-29,7.572221159741767e-29,3.2862997039399312e-28,1.8371305738511782e-28,5.3143995179830884e-33,3.935148774221886e-37,9.961671944180273e-42,9.815011870887751e-44,2.0317160657715436e-44,6.0185871468266036e-43,1.079686648701206e-37,4.550138145944575e-50,3.355943005076664e-34,2.706282714996227e-49,2.314841099653557e-20,2.229398294550355e-32,4.547371272232939e-49,8.687615486893904e-46,1.0275497854226897e-19
6.956786013569399e-17,0.6591175151659935,2.0448595992147483e-27,2.0730924466500016e-23,8.845658700857635e-32,1.4892765752897947e-37,0.0,0.0,4.5229258230332194e-30,2.054702861638218e-54,3.142439807428576e-38,3.609187674018364e-38,2.682226992445249e-42,8.653531673944117e-55,1.794428576236673e-36,2.27460420536117e-28,2.0551065394049718e-19,3.153782022941875e-28,1.2441385394811012e-49,3.495049698393176e-48,1.831205997350087e-27,7.567592888221304e-43,4.629697875179449e-20,4.388085359808827e-59,8.800208841263802e-33,2.9515323479926295e-44,1.1607183187535693e-52,9.492124315491389e-48,9.02385320370692e-48,1.1499817006121624e-48,1.1584021946724302e-43,1.0486970066124476e-69,1.0418960413783269e-55,3.837978941424118e-61,3.76,0.0,0.5269698564563746,0.9999999999042599,5.0999298453990695e-39,2.518674899508135e-43,3.073159163733756e-12,2.94591486806974e-12,1.2724429566399613e-13,1.4101038837038416e-26,9.57400366036622e-11,6.586219049984172e-31,2.580946319134214e-32,3.5554966886725013e-53,2.9001553332346894e-54,3.153123453854628e-28,3.028903694514702e-28,1.3145265500031475e-27,7.34855957569809e-28,2.1258118317352228e-32,1.5740679071283515e-36,7.969385923792507e-41,7.852091168503017e-43,1.6253826774554915e-43,4.814898225955587e-42,8.63754408572749e-37,7.280286390290311e-49,1.3424671959189122e-33,2.1650420119416448e-48,4.629697897925489e-20,8.917638529758888e-32,3.637922758606498e-48,6.950535489597674e-45,2.0551065394066108e-19
1.3913595616581083e-16,0.6591175151663768,8.179458987608724e-27,4.1461920612356123e-23,3.5382764565559795e-31,6.6774993291317715e-37,0.0,0.0,1.8091749380238462e-29,3.287539526303477e-53,2.513959292824936e-37,2.8873638689171744e-37,2.1457883148915482e-41,6.922845701399555e-54,7.177732384573114e-36,9.098439882595774e-28,4.110220047355914e-19,1.2615162407125412e-27,9.953620671246577e-49,2.796048055417883e-47,7.32484262570506e-27,6.054092274751463e-42,9.259411403457959e-20,7.020969570495129e-58,3.5200924798243744e-32,2.3612352958923113e-43,1.8571576994195296e-51,7.593729665351043e-47,7.219111121578403e-47,9.199889995749934e-48,9.267245019881655e-43,3.355849493667217e-68,1.6670432005348387e-54,6.140792331578936e-60,3.76,0.0,0.5269698564533014,0.9999999998085196,4.079955948735305e-38,2.0149478931705054e-42,6.146328748076163e-12,5.8918397330539005e-12,2.544890150221821e-13,5.640429689234139e-26,1.9148037425419127e-10,2.6344944621936548e-30,1.0323812693522265e-31,5.688812641595483e-52,4.640276456418252e-53,1.261252812343312e-27,1.2115644188196969e-27,5.258119431266485e-27,2.939431228491631e-27,8.503598651157879e-32,6.296290771514355e-36,6.375528195565717e-40,6.281729059552798e-42,1.3003102877562846e-42,3.8519299086437246e-41,6.910055196530039e-36,1.1648508846330183e-47,5.370547770989829e-33,1.7320435368210673e-47,9.259411494442351e-20,3.5670644786793225e-31,2.9103486134004555e-47,5.561087864442556e-44,4.1102200473624674e-19
2.782721482260445e-16,0.659117515167143,3.271787586779371e-26,8.292391705558633e-23,1.4153155646235403e-30,3.2473061495943393e-36,0.0,0.0,7.236709016762796e-29,5.260075243329933e-52,2.0111703986187518e-36,2.309902782577557e-36,1.7166337655885933e-40,5.5382844927422e-53,2.87109646518e-35,3.63938051884219e-27,8.220447063200027e-19,5.0460731659335276e-27,7.963680870373655e-48,2.236841764063811e-46,2.929940782503552e-26,4.84328100760627e-41,1.8518838323430036e-19,1.1233580373695566e-56,1.4080387753502279e-31,1.8889920955331114e-42,2.9714589237806704e-50,6.074996024240353e-46,5.775300320648845e-46,7.359926548462794e-47,7.41380696098727e-42,1.0738764547336948e-66,2.6672814614224637e-53,9.825288544177026e-59,3.76,0.0,0.5269698564471551,0.999999999617039,3.263969548656814e-37,1.6119615069255916e-41,1.22926679166893e-11,1.1783689486268187e-11,5.08978430420786e-13,2.2561745926158774e-25,3.829609787744419e-10,1.053799238718532e-29,4.129531258113256e-31,9.102113319780264e-51,7.424481109785472e-52,5.0450194506015626e-27,4.846262716380481e-27,2.103250334256187e-26,1.1757739247504682e-26,3.401707545361727e-31,2.518522015952129e-35,5.100430513617776e-39,5.025443227059401e-41,1.0402502338742658e-41,3.0815483371837417e-40,5.528051439509087e-35,1.863764920330327e-46,2.1487541054331205e-32,1.3856445465366361e-46,1.8518838687368073e-19,1.4268276019841719e-30,2.328283229574778e-46,4.449905652868329e-43,8.220447063226244e-19
5.565445323465119e-16,0.6591175151686753,1.3087157319244507e-25,1.6584792654830588e-22,5.66129131654801e-30,1.7599659739785284e-35,0.0,0.0,2.8946854972684672e-28,8.416130128190433e-51,1.6089374816011024e-35,1.8479368139264852e-35,1.3733089384165053e-39,4.430630425583414e-52,1.1484392046796985e-34,1.4557530835529793e-26,1.6440901094657173e-18,2.0184319789936898e-26,6.372185455518924e-47,1.7894747408121653e-45,1.1719770634112957e-25,3.874627684606805e-40,3.7037691617034456e-19,1.797376037472011e-55,5.632158626281585e-31,1.511195366917905e-41,4.754339219960253e-49,4.860002066986139e-45,4.620244825748583e-45,5.887947052311371e-46,5.931049882926595e-41,3.4364220589583925e-65,4.267675292632701e-52,1.5720478300387526e-57,3.76,0.0,0.5269698564348624,0.9999999992340781,2.6111774919050126e-36,1.2895704872293766e-40,2.4585346253628863e-11,2.356738908568062e-11,1.0179571679469385e-12,9.02470289259351e-25,7.659219046919227e-10,4.2152005457538816e-29,1.6518142972274226e-30,1.4563387758798145e-49,1.187925341011322e-50,2.0180104921807842e-26,1.9385054220274943e-26,8.41300578449373e-26,4.703098195388614e-26,1.3608948911370987e-30,1.0074114512825734e-34,4.0803478730260184e-38,4.020438620603888e-40,8.322015411273657e-41,2.4652402404311414e-39,4.422442962272036e-34,2.982024931730492e-45,8.599280011827958e-32,1.1085287183579138e-45,3.703769307278748e-19,5.707314006205765e-30,1.8626286011918738e-45,3.561573182067746e-42,1.6440901094762038e-18
8.348169164669792e-16,0.6591175151702079,2.7810212523207283e-25,2.4877195264747378e-22,1.203028381731885e-29,4.417084879794052e-35,0.0,0.0,6.151207905421164e-28,3.208650488944915e-50,4.600556438192996e-35,5.283967043935296e-35,3.926807548557766e-39,1.2668835539208096e-51,2.440433602453571e-34,3.093475808224446e-26,2.466135512588324e-18,4.2891709651518004e-26,1.8222511624209676e-46,5.1167803153666145e-45,2.490451733216586e-25,1.1079015653703146e-39,5.555654436429913e-19,6.852499924073363e-55,1.1968339236284857e-30,4.486362837276609e-41,1.8125922264677742e-48,1.4428135936116968e-44,1.3716355681577576e-44,1.7479847709165668e-45,1.6959098849435142e-40,1.6120568050464843e-64,1.6270551295824765e-51,5.947377797037305e-57,3.76,0.0,0.5269698564225697,0.9999999988511176,7.466336925220891e-36,3.828413470709199e-40,3.6878024590281717e-11,3.535108877807689e-11,1.526935812202053e-12,1.917749544741109e-24,1.1488825474865923e-09,8.957304367154326e-29,3.5101072979406e-30,5.36970472459698e-49,4.528978261548436e-50,4.288275304901584e-26,4.1193234791690855e-26,1.787763931118057e-25,9.994084808828327e-26,2.892212221498234e-30,2.1407527042379255e-34,1.1695204255176608e-37,1.193581552453106e-39,2.379577945038017e-40,7.049047231424859e-39,1.2645422839651089e-33,1.1368969722542672e-44,1.8279728428387897e-31,3.1697200704816715e-45,5.555654745777487e-19,1.2128044486091064e-29,5.440949475281858e-45,1.0186579285484439e-41,2.4661355126106075e-18
1.1130893005874466e-15,0.6591175151717403,4.744095231373737e-25,3.3169599535327923e-22,2.0522309901790664e-29,8.598646745177408e-35,0.0,0.0,1.049323815885048e-27,8.633112448202509e-50,9.703906858193662e-35,1.1145459537167254e-34,8.282778302566994e-39,2.6722244655733563e-51,4.163092766634645e-34,5.277106193349088e-26,3.2881809156878226e-18,7.316825321468192e-26,3.844049148019105e-46,1.0792772738704056e-44,4.2484180911362455e-25,2.336885516826822e-39,7.407539656522409e-19,1.8437165505994973e-54,2.0416580568236185e-30,9.775550765046458e-41,4.8769137276387147e-48,3.143815538106611e-44,2.9887221709469663e-44,3.80876739891802e-45,3.5771654627484424e-40,5.051724258556305e-64,4.377722583535876e-51,1.5480992969971713e-56,3.76,0.0,0.5269698564102769,0.9999999984681571,1.574866835240098e-35,8.341912763932439e-40,4.917070292664787e-11,4.713478856345698e-11,2.0359143631861464e-12,3.271455145931602e-24,1.53184290715866e-09,1.5280111495246806e-28,5.987832783583045e-30,1.3642038179762531e-48,1.2185582837362387e-49,7.315297429352624e-26,7.02707985893814e-26,3.0497150322787668e-25,1.7048733441035697e-25,4.9342613388012124e-30,3.651877302212954e-34,2.47214353361198e-37,2.600782973285448e-39,5.019221897580858e-40,1.4868482894091183e-38,2.6672857295221917e-33,3.0589044259347676e-44,3.1192894615028264e-31,6.68589694293181e-45,7.407540184233021e-19,2.068901902131467e-29,1.1693961785949725e-44,2.1491622118726252e-41,3.2881809157258354e-18
1.6696340688283814e-15,0.6591175151748055,9.822046440389677e-25,4.975441197402457e-22,4.248904454897196e-29,2.147809634379848e-34,0.0,0.0,2.17249192197132e-27,3.491810796331809e-49,2.6504381637436624e-34,3.044189888671749e-34,2.2622853093731559e-38,7.298673917763783e-51,8.619154707439133e-34,1.092557871863895e-25,4.9322717218325865e-18,1.514857166603584e-25,1.050110560385064e-45,2.947841283587374e-44,8.795810902091414e-25,6.382759804674071e-39,1.111130996848482e-18,7.45723352706785e-54,4.2269940320222524e-30,2.837541732600642e-40,1.9725513819556265e-47,9.125529158598793e-44,8.6753398537528e-44,1.105567854002742e-44,9.770349234606833e-40,2.534335292260422e-63,1.7706537812396443e-50,5.681306916412401e-56,3.76,0.0,0.5269698563856916,0.9999999977022371,4.3014501000710916e-35,2.4214003364418946e-39,7.375605959870727e-11,7.070218835244445e-11,3.05387124625301e-12,6.773132014244588e-24,2.2977629620320313e-09,3.163554272751529e-28,1.239705645336555e-29,4.786459291648629e-48,4.92869260389749e-49,1.514540835589719e-25,1.4548670558059586e-25,6.314047481239762e-25,3.529723647901879e-25,1.0217446118980896e-29,7.5607651259589135e-34,6.780529612660194e-37,7.549459022456303e-39,1.3709063674365282e-39,4.0610438785958407e-38,7.285183243606904e-33,1.2372253270281422e-43,6.46148915043644e-31,1.8261435884991908e-44,1.1111311061042697e-18,4.2833989789894057e-29,3.3105430844579016e-44,5.872383008726949e-41,4.9322717219112885e-18
2.226178837069316e-15,0.6591175151778705,1.6704727572747577e-24,6.633923051973273e-22,7.226307155788915e-29,4.24768557040366e-34,0.0,0.0,3.694840005198705e-27,9.458356588110578e-49,5.545603468460053e-34,6.369498983108261e-34,4.733460599278005e-38,1.5271266962801099e-50,1.4658923985783886e-33,1.8581548142474074e-25,6.576362527892374e-18,2.576377518456521e-25,2.1975198284573355e-45,6.16787039820631e-44,1.4959371426836575e-24,1.3354869367857866e-38,1.4815080079538645e-18,2.0199607058078574e-53,7.189010031690181e-30,6.205385126421983e-40,5.343099563118803e-47,1.9956506693614677e-43,1.8971991463442618e-43,2.417752412958286e-44,2.0442839794677085e-39,7.983012193396471e-63,4.796231323690487e-50,1.4732055509969923e-55,3.76,0.0,0.5269698563611063,0.9999999969363179,9.000072766005109e-35,5.29532992664254e-39,9.834141626971234e-11,9.426958848336644e-11,4.071827786329204e-12,1.1519322595135963e-23,3.0636819757643576e-09,5.380379163661375e-28,2.108416083293942e-29,1.1991545531511477e-47,1.3350521555440745e-48,2.5758395216944555e-25,2.4743467914206446e-25,1.0738540410914823e-24,6.003135109053321e-25,1.7379925918796495e-29,1.285890836571589e-33,1.4232519335816041e-36,1.6510162769113295e-38,2.8683968170882286e-39,8.497062042585165e-38,1.5243037261409865e-32,3.3513013292582275e-43,1.099479707178996e-30,3.8209361158745097e-44,1.4815081937693499e-18,7.284940111133501e-29,7.113427028128228e-44,1.2291359210195288e-40,6.5763625280262255e-18
3.3392683735511854e-15,0.6591175151840005,3.639618841381736e-24,9.950888766522362e-22,1.574482416846128e-28,1.23659632955549e-33,0.0,0.0,8.05030382185505e-27,4.743207505229699e-48,1.7511306471836807e-33,2.0113233017680707e-33,1.4946834973338475e-37,4.822194512359314e-50,3.193880083655636e-33,4.048540375321733e-25,9.864544139732918e-18,5.6134126045636085e-25,6.942127880371504e-45,1.9476234473601512e-43,3.2593422473669686e-24,4.21705629969729e-38,2.22226196419328e-18,1.0129780339433245e-52,1.5663387595443727e-29,2.0642060055942342e-39,2.6794742105705475e-46,6.638481842332044e-43,6.3109837318553296e-43,8.042590637611021e-44,6.455218765900211e-39,6.171037340278914e-62,2.4052577538655875e-49,7.28098415550763e-55,3.76,0.0,0.5269698563119356,0.9999999954044835,2.841945487744779e-34,1.7614777839191817e-38,1.4751212960826044e-10,1.4140438986800323e-10,6.10773974022084e-12,2.5098248477048422e-23,4.595516584494399e-09,1.1722758383181928e-27,4.593816089853818e-29,5.579945904640715e-47,6.695146748807031e-48,5.612240416464121e-25,5.3910914714456e-25,2.339708531559427e-24,1.3079604831464449e-24,3.7881570549753565e-29,2.801707967386421e-33,4.511908295206453e-36,5.49236606737893e-38,9.057531108464415e-39,2.6831097806364723e-37,4.8132780004253164e-32,1.6806179020376087e-42,2.3984166895107388e-30,1.2065634910684766e-43,2.2222623690473425e-18,1.5872399863914522e-28,2.319070255289303e-43,3.885189980702134e-40,9.86454414002455e-18
4.452357910033055e-15,0.6591175151901305,6.389944619814385e-24,1.3267857124684826e-21,2.764290397607753e-28,2.6917759777734375e-33,0.0,0.0,1.4133625564815181e-26,1.4230424557889098e-47,3.983011050394831e-33,4.574891396315406e-33,3.3997175533932413e-37,1.0968256975449718e-49,5.6073775922971925e-33,7.107874215281252e-25,1.3152725751205642e-17,9.855282184978979e-25,1.5796093890460532e-44,4.429941314051402e-43,5.722308446796091e-24,9.591849980935506e-38,2.9630158334690742e-18,3.0391088517260763e-52,2.749963806165807e-29,4.802152158552118e-39,8.038873966287651e-46,1.5443709025223013e-42,1.4681816956438375e-42,1.8710211950441926e-43,1.4682632563334943e-38,2.3326569580249097e-61,7.216242485092233e-49,2.170570730126972e-54,3.76,0.0,0.5269698562627649,0.9999999938726533,6.464109342546337e-34,4.097886446847019e-38,1.9668284294224486e-10,1.8853919273270806e-10,8.143650209472931e-12,4.406406633929673e-23,6.1273466866471515e-09,2.05812337315603e-27,8.065207164799131e-29,1.6215009323146471e-46,2.008676014805695e-47,9.853224212402249e-25,9.464932759503346e-25,4.107739973005927e-24,2.2963379899788718e-24,6.653114858420802e-29,4.918879745374281e-33,1.0280610470206051e-35,1.277799897339499e-37,2.060172307820495e-38,6.102830851498651e-37,1.094797124136132e-31,5.0421293682172754e-42,4.215623837162899e-30,2.7444312721536675e-43,2.9630165442565674e-18,2.78665935724269e-28,5.34928374351885e-43,8.844785196966436e-40,1.3152725751717652e-17
