Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73)
7.098155622830115e-19,0.6165160904763203,4.869175716536427e-25,1.854854185511169e-27,1.3640358483228276e-37,7.74065520536503e-37,0.0,0.0,1.2138190850625188e-19,1.1109739927260062e-34,8.674708076164218e-48,1.2616579859278173e-67,1.147795280308978e-50,4.625904614214618e-99,2.5734860442327443e-77,5.517335991340465e-78,1.3956922781509512e-78,7.576946658156852e-34,3.22432945957883e-110,1.0345200774975984e-68,2.8709511906176585e-104,1.6480008848213027e-122,8.251931477899276e-81,1.411335744799159e-85,1.780089505027786e-55,3.99682655368015e-110,6.037370796357659e-110,1.0933497305851353e-125,7.289237248427753e-167,9.424512807657345e-136,4.770329421382992e-54,2.2172480457155318e-141,3.4516637813639644e-117,5.949297035428296e-140,3.76,0.0,0.7962030378338981,0.9999999999996065,2.007451854797065e-49,3.613267132158329e-109,3.995075094304044e-16,2.5627374825772564e-16,9.009907201931169e-17,5.313468915336664e-17,3.9336563166777137e-13,1.5710627073399506e-33,3.861292558840281e-52,2.945620700449301e-31,1.3259576210018937e-38,2.5006477498547012e-33,1.2982118117913157e-83,4.3569844720816606e-82,6.234972836618694e-37,4.822770017360579e-84,3.0135542360887614e-39,2.843962192147142e-98,2.968758091240256e-82,2.8026621742295373e-85,6.09834777868621e-84,1.917590651386718e-82,2.242666558143181e-99,2.4696918962300865e-98,2.8816660272403878e-95,4.5209576286181366e-38,7.576946658156852e-34,9.829079766346432e-51,9.31885391618533e-20,2.819385626151871e-20,3.597295364146483e-31,3.266893255975752e-44,4.6831867033630884e-32,1.0374075115622136e-33,2.460793810584506e-33,1.0885821402034662e-34,1.758622052060901e-33
1.4202478192335147e-18,0.6165160904763203,9.742582535420107e-25,3.7113198878903336e-27,5.459698461696244e-37,3.098279550037054e-36,0.0,0.0,2.4286927479570305e-19,4.446791252686642e-34,6.945041057327217e-47,2.020296598007779e-66,9.189341335695755e-50,1.4820696560245003e-97,4.122369778762606e-76,8.83567349386237e-77,2.2355266505655266e-77,3.0327532748721807e-33,2.066923711795121e-108,1.6571584094221755e-67,1.8403935994521125e-102,2.112895382039441e-120,1.3218456365270586e-79,4.521850142700161e-84,1.4251539756497445e-54,2.5624709249384992e-108,3.87071761792246e-108,1.4021986995293053e-123,3.741746100164537e-164,1.2089183009684611e-133,3.8191641043045324e-53,5.690276706287817e-139,4.427101727887591e-115,1.5268094665153529e-137,3.76,0.0,0.7962030378338977,0.9999999999992129,1.6071821798699834e-48,2.3160581852486652e-107,7.993621148724768e-16,5.127701496593295e-16,1.8027642298935243e-16,1.0631554222379388e-16,7.870730222089215e-13,6.288345137120191e-33,3.0913818783339543e-51,1.179015929163466e-30,5.307286025197263e-38,1.0009107879413304e-32,4.160791580430811e-82,1.3964211481699424e-80,2.4956140174308626e-36,1.545706234792689e-82,1.2062070500108112e-38,1.8230357364623918e-96,9.514921636638558e-81,8.982581326506197e-84,1.9545311396682003e-82,6.145911596784217e-81,1.4375934001938124e-97,1.5831211101790663e-96,1.847204638799631e-93,1.809561329316241e-37,3.0327532748721807e-33,7.8692452778603365e-50,1.8645804143311755e-19,5.641220761903175e-20,1.4398556278734534e-30,2.6155010157527383e-43,1.874495155013145e-31,4.152333608340093e-33,9.849588256257825e-33,4.357165487127401e-34,7.039071308567485e-33
2.841112333134521e-18,0.6165160904763204,1.948939831943231e-24,7.424251297158568e-27,2.1845907741253893e-36,1.2397155456064236e-35,0.0,0.0,4.8584400737449105e-19,1.7792957224578414e-33,5.558143589644396e-46,3.2337902710936763e-65,7.354265907452906e-49,4.745473619540185e-96,6.599628457203464e-75,1.4143430122644319e-75,3.5787793180487534e-76,1.213496346215361e-32,1.323905845386402e-106,2.6529954937502446e-66,1.1788080804158058e-100,2.706719222566553e-118,2.1161833043304706e-78,1.4478848250581432e-82,1.1405563155099184e-53,1.641423470589075e-106,2.479437539476893e-106,1.796551418840348e-121,1.918250207003038e-161,1.5490692468391405e-131,3.0564920096849003e-52,1.458521329169967e-136,5.672439461518327e-113,3.9134905186693753e-135,3.76,0.0,0.7962030378338969,0.9999999999984255,1.2862343262464512e-47,1.4834199323861132e-105,1.599071325756621e-15,1.0257629525155895e-15,3.6063112493013744e-16,2.126772483108894e-16,1.5744878002445234e-12,2.516157149879758e-32,2.4740450368591156e-50,4.717599440612416e-30,2.123605712817647e-37,4.0049469015469213e-32,1.332496376986808e-80,4.472048360725039e-79,9.985706773264768e-36,4.950134907564295e-81,4.826399362893513e-38,1.1676716448401089e-94,3.0471602183164897e-79,2.8766778735452277e-82,6.2593994862829305e-81,1.9682324292413025e-79,9.207921789350946e-96,1.0140040549606574e-94,1.1831520581194776e-91,7.240603038728205e-37,1.213496346215361e-32,6.297789836741069e-49,3.729970459750468e-19,1.1284891033204462e-19,5.76129801019797e-30,2.093195716734911e-42,7.5004222629813265e-31,1.6614743099081752e-32,3.9411182709214406e-32,1.743433741443576e-33,2.816545404114175e-32
5.6828413609365344e-18,0.6165160904763206,3.8983038472436044e-24,1.485011413373467e-26,8.739787463199864e-36,4.959670684843729e-35,0.0,0.0,9.717934725316102e-19,7.118341497621648e-33,4.447359354499362e-45,5.175117273072139e-64,5.884530112834772e-48,1.5190081105674955e-94,1.056247794401558e-73,2.2634572660224445e-74,5.727597558665001e-75,4.8547755811012614e-32,8.476447007506588e-105,4.246026825680073e-65,7.547434128258516e-99,3.466018240887749e-116,3.386878478277002e-77,4.634660422154735e-81,9.12618345355163e-53,1.0509727541782549e-104,1.5875374214716597e-104,2.300698286457161e-119,9.82778659749619e-159,1.9838680246094542e-129,2.4456580026358914e-51,3.7361343124269745e-134,7.264404330259876e-111,1.0024760453377908e-132,3.76,0.0,0.7962030378338953,0.9999999999968506,1.0291830879406708e-46,9.497547264360233e-104,3.1984897475249064e-15,2.0517485584403215e-15,7.213405288145216e-16,4.2540066027004425e-16,3.149317344128936e-12,1.006626702383019e-31,1.9796119236369857e-49,1.8873469555442512e-29,8.495805634025424e-37,1.6022395495842055e-31,4.2656580254837705e-79,1.4316158172880378e-77,3.9949329520821057e-35,1.5846634332085967e-79,1.9308740257381875e-37,7.476071874095869e-93,9.754730750655175e-78,9.20897367877546e-81,2.003792147826468e-79,6.300809945787261e-78,5.895414625775014e-94,6.4922079901019405e-93,7.5751859711038475e-90,2.896713222275544e-36,4.8547755811012614e-32,5.039189527800368e-48,7.460750550565081e-19,2.257223157500177e-19,2.3048943571932412e-29,1.6748746029524855e-41,3.0006573032954485e-30,6.646979127313056e-32,1.5767039386866843e-31,6.97487021769244e-33,1.1268015634197275e-31
1.136629941654056e-17,0.6165160904763209,7.797035311836088e-24,2.9701839879045405e-26,3.496200987030962e-35,1.984030734921732e-34,0.0,0.0,1.943692402844019e-18,2.8475683371069073e-32,3.558225320530786e-44,8.281030030748725e-63,4.708071112870494e-47,4.861558338307748e-93,1.6902429308395517e-72,3.621938773186971e-73,9.165399437231006e-74,1.9420682918689427e-31,5.426041700744796e-103,6.794630313047827e-64,4.831339519462544e-97,4.437412200788206e-114,5.4197958960144655e-76,1.483320020405973e-79,7.301640039470565e-52,6.727704035995347e-103,1.0162471793261195e-102,2.945606258382113e-117,5.033453245332166e-156,2.540029993636145e-127,1.9567121881738384e-50,9.567476643253713e-132,9.300794699167463e-109,2.5671364024330647e-130,3.76,0.0,0.7962030378338921,0.9999999999937009,8.234249730764003e-46,6.079603358541063e-102,6.3973265910614644e-15,4.10371977113863e-15,1.4427593365945468e-15,8.508474833282094e-16,6.298976383150597e-12,4.026834518433635e-31,1.5838399128817187e-48,7.550002150550895e-29,3.398598814110108e-36,6.409479828323593e-31,1.3652777713029443e-77,4.5820673476332395e-76,1.59810324621126e-34,5.071915694995753e-78,7.724124734851151e-37,4.785637673517109e-91,3.12212485474442e-76,2.94744843461354e-79,6.413390116441316e-78,2.0166538529907098e-76,3.773815803795484e-92,4.155839531493681e-91,4.8490833544926573e-88,1.1587800132514914e-35,1.9420682918689431e-31,4.031734739200483e-47,1.4922310732098424e-18,4.514691265537529e-19,9.220327787940534e-29,1.3400269077112086e-40,1.2003606078567803e-29,2.659008044220652e-31,6.3073290525854875e-31,2.7901751512562925e-32,4.507573079458697e-31
2.2733215527748613e-17,0.6165160904763217,1.5594511976987988e-23,5.940529165830111e-26,1.3985384837084422e-34,7.936453865173246e-34,0.0,0.0,3.887490263461519e-18,1.1390736841026724e-31,2.846715410782669e-43,1.3250322061909732e-61,3.7666357410539356e-46,1.5558169945480008e-91,2.704587878298773e-71,5.795428848616643e-72,1.466564226457924e-72,7.7685893689914416e-31,3.473038416288353e-101,1.0872198484590648e-62,3.092373342069144e-95,5.6804727827452785e-112,8.672312305689612e-75,4.746990034923868e-78,5.841589406297439e-51,4.3062043690030994e-101,6.504696466144783e-101,3.7708327315854436e-115,2.577545962319805e-153,3.2516747600427015e-125,1.565444082157854e-49,2.4496558514786832e-129,1.1906526191439177e-106,6.572893811586668e-128,3.76,0.0,0.7962030378338857,0.9999999999874016,6.58771770973277e-45,3.891323803275063e-100,1.2795000278134528e-14,8.207662199930634e-15,2.885596952199623e-15,1.7017411260039617e-15,1.2598294266205264e-11,1.6107993520493395e-30,1.2671320835050434e-47,3.0201236710868657e-28,1.3594948271159183e-35,2.5638962729698042e-30,4.369316493533251e-76,1.466405043045801e-74,6.392673185356133e-34,1.623171925184202e-76,3.0897756455747085e-36,3.0631126785565513e-89,9.991777257633526e-75,9.43275819007917e-78,2.0524857507238683e-76,6.453923874272685e-75,2.415482262690914e-90,2.6600017677182617e-89,3.1037220060346003e-86,4.635312038554844e-35,7.768589368991446e-31,3.2255410665791765e-46,2.984543109478157e-18,9.029627480323795e-19,3.6882811919566623e-28,1.0720724189191793e-39,4.8016378111527475e-29,1.0636464981678848e-30,2.5230342847766693e-30,1.116115473055869e-31,1.8031025964386418e-30
4.546704775016472e-17,0.616516090476323,3.118952025115948e-23,1.1881219637135009e-25,5.594277206809489e-34,3.1746525259321035e-33,0.0,0.0,7.775085984667256e-18,4.556387436564694e-31,2.277426411601627e-42,2.1201054704107214e-60,3.0133801865226565e-45,4.978810973757254e-90,4.327506378961429e-70,9.272951043762163e-71,2.346585710632797e-71,3.1074990461482434e-30,2.222882346221184e-99,1.7396149605653975e-61,1.9792224801117883e-93,7.271388466055872e-110,1.387623178611613e-73,1.5190953942799578e-76,4.673382556702185e-50,2.756123231592965e-99,4.163234520269147e-99,4.826959977218307e-113,1.3198119916639025e-150,4.1624275713116346e-123,1.252385020325548e-48,6.271614108613748e-127,1.524131976274867e-104,1.6827936864214737e-125,3.76,0.0,0.7962030378338729,0.999999999974803,5.270307577213222e-44,2.4905709251169653e-98,2.5590347652280455e-14,1.641554707109617e-14,5.771272183589883e-15,3.4035283975931552e-15,2.5196929252360034e-11,6.443328504377822e-30,1.013729729363461e-46,1.2080739836985837e-27,5.438089812595232e-35,1.0255793874302351e-29,1.3982497374078605e-74,4.692725735085593e-73,2.557121363564957e-33,5.194404757042455e-75,1.2359354256268953e-35,1.9604895800795938e-87,3.197525164829976e-73,3.0186304247763363e-76,6.568276224327734e-75,2.0653566964847044e-73,1.545985474985964e-88,1.7024857470038366e-87,1.9864809107460937e-84,1.8541652373236065e-34,3.107499046148248e-30,2.580494197382264e-45,5.969167181861372e-18,1.8059499904742577e-18,1.475342492355839e-27,8.576782926068931e-39,1.9206942008553915e-28,4.254672557408134e-30,1.0092342474402115e-29,4.464552703751021e-31,7.212557092772411e-30
9.093471219499693e-17,0.6165160904763259,6.237975657497288e-23,2.376260104156037e-25,2.2377412110474936e-33,1.269879041352957e-32,0.0,0.0,1.555027742696166e-17,1.8225735148088365e-30,1.8219627944222243e-41,3.3922119627203032e-59,2.410732869418332e-44,1.593257525648041e-88,6.924171935842107e-69,1.4836948980206996e-69,3.7546156903183493e-70,1.243012323980601e-29,1.4227411344980393e-97,2.783434507166152e-60,1.266742199761871e-91,9.310415707438577e-108,2.2202491176661366e-72,4.861199158663263e-75,3.738750584721767e-49,2.3307879052907615e-97,3.5207443212436734e-97,8.902431002868827e-111,9.905914615882395e-148,7.676870319151378e-121,1.0019199521116184e-47,3.4695898759075183e-124,3.415199155438734e-102,9.312105127071304e-123,3.76,0.0,0.7962030378338473,0.9999999999496058,4.216309403870098e-43,1.5940100985702578e-96,5.11810424005715e-14,3.2831316867753376e-14,1.1542622647090823e-14,6.807102885722298e-15,5.039419610485169e-11,2.5773576248165856e-29,8.109934096622834e-46,4.832344586983502e-27,2.1752579454359282e-34,4.1023593829193015e-29,5.183837641346647e-73,1.7397697977862811e-71,1.022859002118394e-32,1.925761401043345e-73,4.943792170729368e-35,1.4505470128826344e-85,1.185442751602826e-71,1.1191198323468082e-74,2.4351071938229152e-73,7.657053550488064e-72,1.1438594437146476e-86,1.2596524724921909e-85,1.4697778453251417e-82,7.416757986727416e-34,1.2430123239806042e-29,2.064419947710791e-44,1.193841532601414e-17,3.6119244732965164e-18,5.9014299985659206e-27,6.861507769074035e-38,7.682854954933916e-28,1.7018863378537564e-29,4.036978060509591e-29,1.785839231810685e-30,2.885052158849936e-29
1.8187004108466134e-16,0.6165160904763315,1.247611083244786e-22,4.7525365697677575e-25,8.951070890847349e-33,5.079582906627538e-32,0.0,0.0,3.11006603110822e-17,7.290331139663342e-30,1.4575789523111179e-40,5.427573891030513e-58,1.928597915445368e-43,5.098518278303339e-87,1.1078877901543198e-67,2.3739339304966865e-68,6.007478734745761e-69,4.972075072664822e-29,9.106253216689934e-96,4.453535687061585e-59,8.107328692685846e-90,1.1917622905619199e-105,3.55246417142617e-71,1.555598857997623e-73,2.9910184854028896e-48,1.4973922795619805e-95,2.2618640664046752e-95,1.1422514005552839e-108,5.086800548622127e-145,9.850083134439642e-119,8.015407902258465e-47,8.900990880611406e-122,4.386150623099811e-100,2.3889530026790445e-120,3.76,0.0,0.7962030378337961,0.9999999998992112,3.37308882432646e-42,1.0201859672153418e-94,1.0236243189715032e-13,6.56628566783723e-14,2.3085323576974402e-14,1.3614251641783613e-14,1.0078871733056653e-10,1.0309482974398585e-28,6.487985798549136e-45,1.9329472622542375e-26,8.701075177732927e-34,1.6409521809183503e-28,1.6659390762861356e-71,5.5911282109822687e-70,4.091457231673299e-32,6.188854802084329e-72,1.9775270683649027e-34,9.342341422871897e-84,3.809677818174946e-70,3.5965352538303216e-73,7.825748197261672e-72,2.4607605398963e-70,7.367099781273378e-85,8.112872397857256e-84,9.466200152313786e-81,2.966735556603846e-33,4.9720750726648493e-29,1.6515458770838695e-43,2.3876911611865033e-17,7.223873430695035e-18,2.3605840032778057e-26,5.489238782356945e-37,3.0731576107680934e-27,6.807579995662808e-29,1.61479944104944e-28,7.143393130769532e-30,1.1540267119752288e-28
3.6374069886399015e-16,0.6165160904763428,2.4952732823098346e-22,9.505090239901187e-25,3.580485877536371e-32,2.031871054217908e-31,0.0,0.0,6.220142607745025e-17,2.9161398718850804e-29,1.1660667296245052e-39,8.684146609846465e-57,1.542883191142497e-42,1.6315629962936915e-85,1.7726610834260613e-66,3.798324936660751e-67,9.612143156739997e-68,1.9888354768953211e-28,5.828798248818409e-94,7.125689541927716e-58,5.188820117307096e-88,1.5254938493958276e-103,5.684074692038315e-70,4.977941211980129e-72,2.3928223182168005e-47,9.583970864508828e-94,1.4476872698028898e-93,1.4621245775336343e-106,2.604562251580181e-142,1.2608599223895672e-116,6.4123465026452676e-46,2.278718611623358e-119,5.6144548318638356e-98,6.115894084971098e-118,3.76,0.0,0.7962030378336937,0.9999999997984221,2.6985131227910366e-41,6.529321513244785e-93,2.0472521089029496e-13,1.3132593716882815e-13,4.617072544826835e-14,2.7228548273118413e-14,2.0157770986494715e-10,4.123803707823583e-28,5.190404073483534e-44,7.731805479817888e-26,3.480438234308112e-33,6.5638260678020604e-28,5.3317438645060206e-70,1.7894084905367015e-68,1.6365873850962255e-31,1.9807088397258742e-70,7.91012952472191e-34,5.980501045315793e-82,1.219265516608954e-68,1.151050810782284e-71,2.5045871970162244e-70,7.875523060824567e-69,4.716049080767715e-83,5.1934557203771993e-82,6.059790908778976e-79,1.1867110585063617e-32,1.9888354768953431e-28,1.3212408019305119e-42,4.775390417374828e-17,1.4447771312508093e-17,9.442360004623455e-26,4.3914040457164665e-36,1.2292661688110916e-26,2.723038938580231e-28,6.45921421919993e-28,2.8573644152249745e-29,4.616118417285057e-28
7.274820144226479e-16,0.6165160904763657,4.990738336737906e-22,1.901020053583513e-24,1.4322349047323001e-31,8.127756346512633e-31,0.0,0.0,1.2440295760269423e-16,1.166457431893744e-28,9.328549404995996e-39,1.3894659150506436e-55,1.2343088337218105e-41,5.221202541227182e-84,2.8363683823119756e-65,6.077385976709168e-66,1.5379898457455143e-66,7.955355143006045e-28,3.731414571996811e-92,1.140112941973971e-56,3.320979391283655e-86,1.9527109282384364e-101,9.09487997415347e-69,1.5929455905878943e-70,1.9142613830483863e-46,6.1338151380597684e-92,9.265239967454662e-92,1.8715424029918544e-104,1.333579169588843e-139,1.6139504416879517e-114,5.129886661068891e-45,5.8336933372587794e-117,7.1865303277800974e-96,1.5657156401069215e-115,3.76,0.0,0.7962030378334889,0.9999999995968443,2.158868192067279e-40,4.1788961204883103e-91,4.0945076887653226e-13,2.626521016266114e-13,9.234152923696337e-14,5.445713801263715e-14,4.0315549526571e-10,1.649523605156087e-27,4.1523294744027554e-43,3.09272353876256e-25,1.3921765135663414e-32,2.625534286822091e-27,1.7061705536012553e-68,5.7261460068429345e-67,6.546360507467578e-31,6.338320137502637e-69,3.164056741001009e-33,3.82756023154229e-80,3.901676107413496e-67,3.683389798085546e-70,8.014742391967185e-69,2.5201846016280772e-67,3.0183016144517505e-81,3.3238452838847943e-80,3.878308421709171e-77,4.746960813377783e-32,7.955355143006219e-28,1.0569944939466463e-41,9.550788925824055e-17,2.8895566944198277e-17,3.7769487871619093e-25,3.5131284332315715e-35,4.9170709141629753e-26,1.089216972656766e-27,2.5836889957035834e-27,1.1429471364315525e-28,1.846449578783481e-27
1.0912233299813056e-15,0.6165160904763882,7.48634404746218e-22,2.851531378746386e-24,3.0435571992452757e-31,1.7271873207172715e-30,0.0,0.0,1.8660448912044604e-16,2.4787229696627967e-28,2.667383428570381e-38,5.114159559780114e-55,3.5293539972705436e-41,2.4505241388580818e-83,1.0813787747187695e-64,2.256308305940085e-65,5.816927319708465e-66,1.690514126461463e-27,2.1293269971583028e-91,4.3466829270071935e-56,1.8951294039008573e-85,1.300685298039496e-100,3.4674666791171645e-68,7.452158789357853e-70,5.4735945023016455e-46,3.0439049061556154e-91,4.597871406581645e-91,1.0353128274038589e-103,9.983710479752239e-139,8.99763331429282e-114,1.4668278681670648e-44,3.1660041770362473e-116,3.707989806337363e-95,8.49628792855774e-115,3.76,0.0,0.796203037833284,0.9999999993952666,6.173105669466145e-40,2.3722270349232636e-90,6.141763268627174e-13,3.9397826956126573e-13,1.3851233307176555e-13,8.168572422900548e-14,6.047330809986719e-10,3.5052390079368564e-27,1.1873071706020395e-42,6.572036179900945e-25,2.958375430370643e-32,5.579263316854692e-27,7.542811956387323e-68,2.531472155491546e-66,1.391102571738852e-30,2.802109895326742e-68,6.723624800529336e-33,2.0484431015141404e-79,1.7248921708869828e-66,1.6283903813665973e-69,3.543239514307255e-68,1.1141485522469751e-66,1.615341893132488e-80,1.7788635560497545e-79,2.075603055370934e-76,1.0087482780100014e-31,1.6905141264615126e-27,3.02263286291657e-41,1.4326187430345862e-16,4.334336244395255e-17,8.026019148921053e-25,1.0045355437319194e-34,1.0448779580512179e-25,2.3145869504665234e-27,5.4903412025326144e-27,2.4287634513565887e-28,3.923706622572741e-27
1.818705961098621e-15,0.6165160904764339,1.2478118094081382e-21,4.7525552113717534e-24,8.414949044734692e-31,4.775440762737017e-30,0.0,0.0,3.1100755212598117e-16,6.852942416994959e-28,1.225831274798822e-37,3.934880245156738e-54,1.6219617860586397e-40,3.416906425981848e-82,8.893302180324532e-64,1.7657845960220083e-64,4.714747521844397e-65,4.673779570803116e-27,5.974937545313924e-90,3.574437018287485e-55,5.314598648006782e-84,6.3314693374590654e-99,2.8516615616958947e-67,1.088432270318805e-68,2.515463467798779e-45,9.627374644751034e-90,1.454205844572757e-89,6.443689083871069e-102,2.428319524445351e-136,5.8580132700053365e-112,6.741003409473642e-44,4.713226093546398e-114,2.4995795950093424e-93,1.265004559262335e-112,3.76,0.0,0.7962030378328745,0.9999999989921121,2.8370555343148498e-39,6.542403793926307e-89,1.0236274428348796e-12,6.566306193380554e-13,2.308539409257983e-13,1.361428825691442e-13,1.0078874537949753e-09,9.690958616006943e-27,5.456425094532681e-42,1.8169726488361286e-24,8.179035281045167e-32,1.5425033512974074e-26,1.2164163253529442e-66,4.082457885275543e-65,3.845993836290612e-30,4.5189208440443476e-67,1.8588862769521742e-32,5.577289177410168e-78,2.781701391945332e-65,2.626077406882771e-68,5.714126911922248e-67,1.7967667237663593e-65,4.3980835056563907e-79,4.843304037818519e-78,5.651242817746295e-75,2.789019590899514e-31,4.673779570803344e-27,1.3891602448098516e-40,2.387698442367979e-16,7.223895291571738e-17,2.2189590081710814e-24,4.616474087393317e-34,2.888781252652746e-25,6.399154566250846e-27,1.517918426750903e-26,6.714818125566346e-28,1.0847897223018798e-26
2.4734403291042044e-15,0.6165160904764746,1.6971169200016774e-21,6.4634776157604714e-24,1.4985011698005836e-30,8.5039697843364e-30,0.0,0.0,4.2297030880675577e-16,1.2203061606839202e-27,2.759334830364031e-37,1.083681757549471e-53,3.651021678303474e-40,1.1713018400828902e-81,2.593888269730872e-63,4.938153377108136e-64,1.3588190174714602e-64,8.322622297914106e-27,2.6629111615466017e-89,1.0425002932824973e-54,2.3679246007416114e-83,3.121954562334865e-98,8.317377723356878e-67,3.896965568219322e-68,5.662286060655295e-45,4.414779324492757e-89,6.668427189026687e-89,3.594957220692954e-101,1.87230554481068e-135,3.3205106687982526e-111,1.5173939178613674e-43,3.346709077724725e-113,1.4294392991976807e-92,8.982735716668672e-112,3.76,0.0,0.7962030378325059,0.9999999986292737,6.386339692530899e-39,2.890153591602547e-88,1.3921334472096575e-12,8.930177453710178e-13,3.1396138814340106e-13,1.8515431369188776e-13,1.3707257441824205e-09,1.725672855750077e-26,1.2282359914689112e-41,3.2354871707636028e-24,1.456443403224029e-31,2.7467425599444714e-26,4.5110878175877596e-66,1.5139816690712735e-64,6.848580251334579e-30,1.6758455314275547e-66,3.310127648211629e-32,2.3583730559627898e-77,1.0315954332661393e-64,9.73882533907644e-68,2.1190883561120684e-66,6.663319107676424e-65,1.8597422004382465e-78,2.048005080879856e-77,2.3896451862380473e-74,4.966580959106646e-31,8.322622297914618e-27,3.127194180034827e-40,3.247270170499075e-16,9.824498391401757e-17,3.951309041829907e-24,1.0391638190195569e-33,5.144064160837774e-25,1.1394999942130038e-26,2.702963361214924e-26,1.1957102111301504e-27,1.93168917165099e-26
3.1281746971097884e-15,0.6165160904765156,2.1464701346758778e-21,8.174401031043625e-24,2.339257054786572e-30,1.3275327503197977e-29,0.0,0.0,5.349330654619077e-16,1.9049152874594536e-27,5.215323986942496e-37,2.4407760685024683e-53,6.900672169366474e-40,3.163886745500438e-81,5.93550530742446e-63,1.117064950252281e-63,3.09939939688055e-64,1.2991739172446377e-26,8.154976879338313e-89,2.3854448910344967e-54,7.251076751488676e-83,1.1193365076532073e-97,1.9032378733940357e-66,1.029792468439591e-67,1.0702094673115072e-44,1.2780120436104883e-88,1.930403786759763e-88,1.1368614576442036e-100,7.743476448908799e-135,1.066052402579185e-110,2.867974737162501e-43,1.1126802717080412e-112,4.413929291169434e-92,2.9863317599486816e-111,3.76,0.0,0.7962030378321373,0.9999999982664359,1.2070906621472893e-38,8.808253688913326e-88,1.7606394515842576e-12,1.1294048832947794e-12,3.970688355186888e-13,2.341657327655585e-13,1.7335633517151582e-09,2.693799940204985e-26,2.321446183078003e-41,5.050636496540394e-24,2.2735278867692814e-31,4.287705438728805e-26,1.180046942602622e-65,3.960394191259942e-64,1.0690737399763777e-29,4.383815820412636e-66,5.167158822789047e-32,7.293965851745683e-77,2.6985297361922007e-64,2.5475610342652504e-67,5.543285891589164e-66,1.74304431667724e-64,5.751801142346183e-78,6.3340601183632564e-77,7.390687155178045e-74,7.753163443758346e-31,1.2991739172447347e-26,5.910901563964823e-40,4.106841897287005e-16,1.2425101446110043e-16,6.1680496266248244e-24,1.9640874046627693e-33,8.029957353447426e-25,1.7787757352855316e-26,4.219364327148388e-26,1.866520498705112e-27,3.01539402937148e-26
3.7829090651153724e-15,0.6165160904765565,2.5958687887518122e-21,9.885325401239617e-24,3.353598423377831e-30,1.9031845409669318e-29,0.0,0.0,6.468958220928562e-16,2.7308348327858254e-27,8.717218382061501e-37,4.6911092784098165e-53,1.1534217036204115e-39,7.0714334707393295e-81,1.1738365373274113e-62,2.1641323973044676e-63,6.094877823755402e-64,1.862461479775354e-26,2.131487721411987e-88,4.7173907903253844e-54,1.8947668218650834e-82,3.2134268696684437e-97,3.7639445030848416e-66,2.3329325345895204e-67,1.7888153378225167e-44,3.3914972326157497e-88,5.122731076360017e-88,3.450530688689882e-100,2.8258407715911233e-134,3.265084119314671e-110,4.793713154711552e-43,3.9954592235951673e-112,1.3603565045591505e-91,1.0723877609877282e-110,3.76,0.0,0.7962030378317687,0.9999999979035988,2.0176543041195417e-38,2.2929535089609114e-87,2.12914545595869e-12,1.3657920324506583e-12,4.801762830429268e-13,2.831771404576055e-13,2.0964003142203763e-09,3.861758516356662e-26,3.8802094391692816e-41,7.240448466437976e-24,3.2592665018570454e-31,6.146739787519383e-26,2.7201513560016993e-65,9.129186084558155e-64,1.5325959497955266e-29,1.010523228035744e-65,7.407502100179463e-32,1.8604300793564735e-76,6.220436374523057e-64,5.872437402043044e-67,1.2777950714521585e-65,4.017927416053788e-64,1.467078691264829e-77,1.6155922236917936e-76,1.8851008153385215e-73,1.1115091019501718e-30,1.862461479775516e-26,9.880319138107025e-40,4.966413622806173e-16,1.5025704458196068e-16,8.84234842109414e-24,3.2828977141122775e-33,1.151152879307591e-24,2.5500046285055438e-26,6.048766193758695e-26,2.6757928856206016e-27,4.3227866434400435e-26
