Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73)
3.546541757347552e-08,0.6165183053383274,5.388230038573942e-11,3.131958961871253e-13,3.388664215733685e-13,2.2353722301805955e-12,0.0,0.0,6.085279155811109e-09,2.0830952529234632e-13,6.687111163560309e-16,2.2561499531078764e-25,8.620882988097114e-19,4.485526588291606e-42,1.287956523636094e-31,7.681355082611245e-33,2.183295017282055e-32,2.087952338746507e-12,1.2868674554964598e-39,2.602012374568349e-26,1.275163081173892e-37,8.456418063528136e-46,5.844092197445673e-34,9.221651699113153e-33,1.1025940735537524e-23,2.9178297753810742e-43,2.636362073538834e-46,7.769063086237811e-49,7.370735744169131e-66,6.832152114753972e-58,3.0399348096865378e-22,4.142946722877326e-53,4.243738097525063e-43,1.6059373058836552e-51,3.76,0.0,0.7961830709075861,0.9997964876678114,1.1150687084096221e-14,3.81857401442188e-42,1.9960854875697306e-05,1.5216648620369183e-05,4.533754547416826e-06,2.1043161535950254e-07,0.00020350624093785398,3.445667953085248e-12,2.3897399561865367e-20,6.721472791248429e-13,7.265828113390423e-19,6.6842742688941326e-12,1.2818294354697956e-29,2.2547055829141037e-29,2.0062993103842987e-15,1.1777871307642348e-29,4.604249973881515e-19,2.4486787587711416e-35,1.9706347223793708e-29,1.140360374456558e-31,5.797741873582833e-30,2.767969885189115e-29,1.2396530724934044e-36,1.542840689401641e-35,4.299083934890951e-31,4.0794935561028445e-17,2.0879536303913575e-12,2.3335721683105125e-19,4.514911121795747e-09,9.469048326448208e-10,5.344771150138466e-10,1.4939356439460421e-12,7.709691365247312e-11,2.121885965665152e-12,4.4645329511254215e-12,3.187551338294493e-14,4.776324273270117e-13
3.641571815451582e-08,0.6165183646852482,5.656352829151574e-11,3.372901270334647e-13,3.6578297676921855e-13,2.4115755982189044e-12,0.0,0.0,6.2488816009335665e-09,2.196336303886326e-13,7.244943060341434e-16,2.5102170767963738e-25,9.316971027628572e-19,5.424941684842779e-42,1.4585495867012168e-31,8.735166879349786e-33,2.5209498501138546e-32,2.2014125511300457e-12,1.582299977141168e-39,2.885034094110935e-26,1.5293057238458748e-37,1.0396422169411755e-45,6.710788495456231e-34,1.0480852420832025e-32,1.186234633410406e-23,3.5636419858270993e-43,3.0821761854222568e-46,9.570145506412591e-49,1.0091495151475811e-65,8.540040451573717e-58,3.2725410362308184e-22,5.265524979445152e-53,5.073548561098111e-43,2.0583814821005498e-51,3.76,0.0,0.7961825358976194,0.9997964875039084,1.23643421114711e-14,4.651936270580969e-42,2.0495701847682066e-05,1.5629939407179923e-05,4.655309605246913e-06,2.1043171235157791e-07,0.00020350624090378902,3.6349728200527e-12,2.5875382436544347e-20,6.721513368928425e-13,7.465344264085207e-19,7.0515600710670154e-12,1.4813259380614465e-29,2.541339106331313e-29,2.1165618039040595e-15,1.3626350490828474e-29,4.732104467652315e-19,2.833620816887181e-35,2.2374740165323427e-29,1.3040841941155037e-31,6.638495208983451e-30,3.1769583733640345e-29,1.4338366408086519e-36,1.78470815016667e-35,5.106917774334361e-31,4.189779091534356e-17,2.2014139494738415e-12,2.601624079210597e-19,4.632051980455456e-09,9.629872832605324e-10,5.603761959356425e-10,1.6103238083265052e-12,8.104217148933777e-11,2.2356603061434643e-12,4.690395592166557e-12,3.2863259665602933e-14,4.914474876541054e-13
3.7366018735556117e-08,0.6165184240321369,5.929915532915881e-11,3.6250820181114437e-13,3.940396689595272e-13,2.5964216967693534e-12,0.0,0.0,6.412510382865594e-09,2.31257997440692e-13,7.833011660793757e-16,2.785188343763514e-25,1.0048703024051934e-18,6.527409148865011e-42,1.64617821097913e-31,9.900105594016741e-33,2.899890651392312e-32,2.317874533276093e-12,1.9349267332591862e-39,3.190000252491402e-26,1.825329048464345e-37,1.2711643185238129e-45,7.67602514600095e-34,1.1871639342480418e-32,1.2736534377813163e-23,4.329755841798767e-43,3.5886720962770524e-46,1.1725023048761183e-48,1.3704068639156655e-65,1.0613222289369183e-57,3.515835661762948e-22,6.649415419012976e-53,6.036864949366313e-43,2.6212683437394702e-51,3.76,0.0,0.7961820008879866,0.9997964873399695,1.3673046532648043e-14,5.638281927659066e-42,2.1030548465334798e-05,1.604322994856477e-05,4.77686458627342e-06,2.1043175167566753e-07,0.00020350624086971648,3.829349483903078e-12,2.7958939963045145e-20,6.721551907105042e-13,7.664860262132687e-19,7.428686292969044e-12,1.7051761210811493e-29,2.8550686572364484e-29,2.2297792764445142e-15,1.5702642207431166e-29,4.859961952023881e-19,3.2660270411246866e-35,2.531978872685463e-29,1.4858976796555173e-31,7.573094624580909e-30,3.6333764545608587e-29,1.6518778902993795e-36,2.056315319049491e-35,6.038593069162925e-31,4.300064536074581e-17,2.3178760440388587e-12,2.895262812703957e-19,4.748994724408058e-09,9.78727586907314e-10,5.867478394851647e-10,1.732269031259802e-12,8.507510254904672e-11,2.3522651585444256e-12,4.9209216307353365e-12,3.385429943344339e-14,5.052579208516016e-13
3.8316319316596414e-08,0.6165184833789933,6.208855419777182e-11,3.8886842701927893e-13,4.236645686074338e-13,2.790083100691814e-12,0.0,0.0,6.5761653674129355e-09,2.431826657968064e-13,8.452116480293194e-16,3.0821819073337827e-25,1.0816884858507297e-18,7.815566875129644e-42,1.852005072447496e-31,1.118451882002132e-32,3.323880891629564e-32,2.4373382825577493e-12,2.35386248316289e-39,3.517949594617351e-26,2.168760390465076e-37,1.546179991344998e-45,8.747666073243765e-34,1.3403720483354147e-32,1.3649044405265717e-23,5.234565803866592e-43,4.162203695121519e-46,1.429132391042256e-48,1.8465806707762464e-65,1.3117299263770673e-57,3.7699818979479477e-22,8.345929015900497e-53,7.150750861918613e-43,3.317609672914141e-51,3.76,0.0,0.7961814658786873,0.9997964871759949,1.5081466596032495e-14,6.800647132374055e-42,2.1565394728655914e-05,1.64565202281749e-05,4.89841949034515e-06,2.1043174990179053e-07,0.0002035062408356368,4.028797942045617e-12,3.0150736914292624e-20,6.721588991790924e-13,7.864376098402105e-19,7.815652846770443e-12,1.9555700548201042e-29,3.197611339844035e-29,2.3459517259967426e-15,1.8027475617133274e-29,4.987822541789143e-19,3.7502087949675216e-35,2.8561848607581693e-29,1.6872289299932542e-31,8.609027371285722e-30,4.141289629438157e-29,1.8959360931031947e-36,2.3603559709507686e-35,7.10900531072835e-31,4.410349889563492e-17,2.437339911608874e-12,3.2163653693961153e-19,4.86573958357145e-09,9.941340939323767e-10,6.135842829194144e-10,1.859870952327048e-12,8.919507377471225e-11,2.47168913004038e-12,5.156052735262045e-12,3.484862272838365e-14,5.190637401513729e-13
3.926661989763671e-08,0.6165185427258174,6.493110927043984e-11,4.1638870088237383e-13,4.546854718843691e-13,2.992730401511496e-12,0.0,0.0,6.739846423121102e-09,2.554076745600517e-13,9.103057032837412e-16,3.4023451212541468e-25,1.1622316658264737e-18,9.314424650599988e-42,2.077235524142069e-31,1.259713610646886e-32,3.796913015429429e-32,2.5598037963451895e-12,2.8493763356447884e-39,3.8699386933614e-26,2.5656834042558862e-37,1.8714160835599455e-45,9.933933190869649e-34,1.5087230336150242e-32,1.4600402020444057e-23,6.298691337281108e-43,4.809599044181002e-46,1.7334224837147073e-48,2.4698723284747503e-65,1.6127507353463532e-57,4.035139075298081e-22,1.0414660071271156e-52,8.433908297307047e-43,4.174427771493281e-51,3.76,0.0,0.7961809308697215,0.9997964870119846,1.6594364799754268e-14,8.164809849388831e-42,2.210024063764584e-05,1.686981023434705e-05,5.019974317372412e-06,2.1043171885208311e-07,0.00020350624080155006,4.233318191721844e-12,3.2453431742805304e-20,6.721625041085843e-13,8.063891766379451e-19,8.212459644312117e-12,2.2348268064077934e-29,3.570741791001188e-29,2.4650791504973357e-15,2.062282210929103e-29,5.115686355464943e-19,4.2907339908352116e-35,3.212219203911267e-29,1.9095757508507672e-31,9.754150278569935e-30,4.7049941489812276e-29,2.1682985344477965e-36,2.69968371173208e-35,8.334370006695214e-31,4.520635151903468e-17,2.5598055497034255e-12,3.5668981592547114e-19,4.982286793204502e-09,1.0092149517973892e-09,6.408779462876072e-10,1.9932275797923438e-12,9.340146508920535e-11,2.593920813631226e-12,5.395731431795659e-12,3.5846219774528924e-14,5.328649596804753e-13
4.021692047867701e-08,0.6165186020726093,6.782621632082531e-11,4.450865213638358e-13,4.871299044789481e-13,3.2045322442357616e-12,0.0,0.0,6.903553421208903e-09,2.6793306259327825e-13,9.786632830982948e-16,3.7468545407515513e-25,1.2465792838161747e-18,1.1051531457922777e-41,2.3231176732175565e-31,1.4147075123014464e-32,4.3232153830568674e-32,2.6852710720068948e-12,3.43300158093088e-39,4.2470415962207727e-26,3.0227773096691514e-37,2.254426069132165e-45,1.1243408966888443e-33,1.6932735749157947e-32,1.559111934998902e-23,7.545177494244298e-43,5.538181933507067e-46,2.0927209968174138e-48,3.2803440978848938e-65,1.9729829430886008e-57,4.311462752459899e-22,1.2924543938388215e-52,9.906784253820101e-43,5.223323501389048e-51,3.76,0.0,0.7961803958610886,0.9997964868479391,1.8216598953091526e-14,9.759532831561989e-42,2.2635086192304968e-05,1.7283099958817164e-05,5.141529067309896e-06,2.104316669042665e-07,0.000203506240767456,4.44291023005166e-12,3.486967659560437e-20,6.721660351274948e-13,8.263407261449137e-19,8.619106597196282e-12,2.545398118601113e-29,3.976292477147987e-29,2.5871615478562635e-15,2.3511932130364438e-29,5.243553514695207e-19,4.892434486711014e-35,3.60230244322081e-29,2.1545070570045977e-31,1.1016697286680128e-29,5.329023628839452e-29,2.4713841887460776e-36,3.07731657200581e-35,9.732299298309793e-31,4.630920323042197e-17,2.6852729558403568e-12,3.9489187328209753e-19,5.098636593750465e-09,1.0239781100043912e-09,6.686214280047433e-10,2.132435329000558e-12,9.769366908566478e-11,2.718948789585853e-12,5.639901090485397e-12,3.6847080961117744e-14,5.466615942050303e-13
4.2117521640757604e-08,0.6165187207660959,7.377172487582137e-11,5.06082839121281e-13,5.563981299609325e-13,3.656264615552227e-12,0.0,0.0,7.2310447423818284e-09,2.938851307486855e-13,1.1254888206766556e-15,4.513764231183506e-25,1.427002768132143e-18,1.5364441190968888e-41,2.882043509222796e-31,1.7697365211125602e-32,5.553765204955224e-32,2.9452108984234796e-12,4.917767744974173e-39,5.0809703240794893e-26,4.147423581228884e-37,3.2285895747638966e-45,1.4268131836877175e-33,2.1154196275329732e-32,1.769261687902937e-23,1.0690859616640794e-42,7.27081677351764e-46,3.010398344973082e-48,5.673258583543175e-65,2.911607731554972e-57,4.898213608141998e-22,1.9597508771421826e-52,1.351287914400442e-42,8.050663892919454e-51,3.76,0.0,0.796179325844821,0.9997964865197415,2.180897739330914e-14,1.3772230739444666e-41,2.3704776238632486e-05,1.810967854137701e-05,5.38463833588701e-06,2.104315218864799e-07,0.00020350624069924607,4.877309660730146e-12,4.0053393523926387e-20,6.72172951725378e-13,8.662437720983352e-19,9.461920614574875e-12,3.2709767525350463e-29,4.892275330133797e-29,2.8401912527699197e-15,3.0271060480046676e-29,5.499298369519365e-19,6.300052729359138e-35,4.493974275868231e-29,2.7187626714772274e-31,1.3928929724607097e-29,6.77741844118171e-29,3.180081442458184e-36,3.960419342676721e-35,1.3123763757497188e-30,4.851490391661246e-17,2.9452130623092043e-12,4.81611932461066e-19,5.330744954372956e-09,1.0525821640731893e-09,7.254291064372914e-10,2.4287821109784114e-12,1.0653314706271007e-10,2.9773478843200766e-12,6.1414909163144e-12,3.8858558066674415e-14,5.742411694630793e-13
4.40181228028382e-08,0.6165188394594527,7.992046410041841e-11,5.719896520321597e-13,6.31684179957726e-13,4.1465917888454034e-12,0.0,0.0,7.558638351725424e-09,3.210391765429339e-13,1.2863278677194737e-15,5.392907490589628e-25,1.6235832013493068e-18,2.1032188508733386e-41,3.539624024892569e-31,2.191631774395465e-32,7.05433717824624e-32,3.217157740751453e-12,6.93034944923695e-39,6.028664668780655e-26,5.609640677862332e-37,4.548657205671354e-45,1.7897785081504675e-33,2.6161497940650293e-32,1.9957380926552433e-23,1.491289521424854e-42,9.429454210732104e-46,4.260807427810581e-48,9.573896737417528e-65,4.2227430571811755e-57,5.531407456384204e-22,2.9149944122963515e-52,1.8171795647930017e-42,1.2169826081527806e-50,3.76,0.0,0.7961782558298822,0.999796486191403,2.5899335769509777e-14,1.913870983948359e-41,2.4774464867641743e-05,1.8936255946034345e-05,5.627747296180889e-06,2.1043134509489535e-07,0.00020350624063100733,5.3319962097423456e-12,4.572297933079435e-20,6.72179755941906e-13,9.061467460349178e-19,1.034409418918312e-11,4.154712573226403e-29,5.961387377352972e-29,3.1050408241788265e-15,3.851784269154385e-29,5.755058126629218e-19,8.017277103626329e-35,5.550893799078807e-29,3.394022085757459e-31,1.7419422080616013e-29,8.527741616790318e-29,4.044152494635918e-36,5.037270799577187e-35,1.7455278280545644e-30,5.0720600954759023e-17,3.217160211154297e-12,5.836314823321815e-19,5.562066686965153e-09,1.080006072575229e-09,7.83951511450526e-10,2.7496521628801656e-12,1.1570889057048912e-10,3.246794854300559e-12,6.660385555532648e-12,4.088298002461519e-14,6.018025905320737e-13
4.5918723964918794e-08,0.6165189581526792,8.626798422544189e-11,6.429333119261381e-13,7.131988909862531e-13,4.676796411818656e-12,0.0,0.0,7.886333308813542e-09,3.493955027116509e-13,1.461820028548992e-15,6.3947481232295e-25,1.8369359664198036e-18,2.838492001798897e-41,4.30738609937377e-31,2.689144193447884e-32,8.867951321211305e-32,3.5011115779459027e-12,9.621407508865948e-39,7.09931163386569e-26,7.488682406543664e-37,6.313219239457837e-45,2.2214207125441515e-33,3.205530672369822e-32,2.238906675508449e-23,2.0506272752369494e-42,1.2092807371945382e-45,5.941679170918281e-48,1.5795750087732524e-64,6.027514283379104e-57,6.212163442846274e-22,4.2601903175954716e-52,2.412163525838153e-42,1.8071975121687922e-50,3.76,0.0,0.79617718581627,0.9997964858629245,3.0529874931174695e-14,2.6224694546277746e-41,2.5844152079335953e-05,1.976283215667614e-05,5.870855948465927e-06,2.1043115288640143e-07,0.00020350624056274044,5.806969852260042e-12,5.189942571065619e-20,6.721865056245917e-13,9.460496470545994e-19,1.1265626610345111e-11,5.221368822514967e-29,7.200400059324399e-29,3.3817102459965158e-15,4.848807709823291e-29,6.010833836063585e-19,1.0093014441865408e-34,6.794352820108492e-29,4.195537922426739e-31,2.156838118330347e-29,1.0625481772440451e-28,5.088062659641136e-36,6.338400230176556e-35,2.292632701642367e-30,5.2926294347139534e-17,3.5011143825256673e-12,7.029418584941554e-19,5.7926038865994834e-09,1.1063067806210212e-09,8.441354241139776e-10,3.0957631705641635e-12,1.2521646659642457e-10,3.5271980224541907e-12,7.1961610253143275e-12,4.292027487667063e-14,6.293459841589373e-13
4.781932512699939e-08,0.6165190768457753,9.280999385124141e-11,7.190344773403507e-13,8.011491080464167e-13,5.248133239539233e-12,0.0,0.0,8.214128710145266e-09,3.789544085853269e-13,1.6526049047185604e-15,7.530217260547576e-25,2.0676676940896268e-18,3.7811355438350777e-41,5.197540911665666e-31,3.271699954154906e-32,1.1042056493637792e-31,3.797072388978017e-12,1.3174937620893284e-38,8.302346215295102e-26,9.87766483966592e-37,8.642638640019364e-45,2.7305160959827243e-33,3.8943722128356853e-32,2.499115320999511e-23,2.7828376120829735e-42,1.5349704752047672e-45,8.173312686334393e-48,2.5524673258024595e-64,8.478491313186035e-57,6.941549855832198e-22,6.126262709049528e-52,3.163989151168748e-42,2.6400664653213103e-50,3.76,0.0,0.7961761158039826,0.9997964855343066,3.5744234866778775e-14,3.5472140860807705e-41,2.6913837873718352e-05,2.0589407165169062e-05,6.113964293110704e-06,2.10430953531807e-07,0.00020350624049444508,6.302230563170613e-12,5.860362489387827e-20,6.721932300238471e-13,9.859524747029725e-19,1.2226517166835704e-11,6.498181339857167e-29,8.627037976978844e-29,3.670199502746771e-15,6.044155066869503e-29,6.266626573643283e-19,1.2581098012794723e-34,8.247293520342307e-29,5.139832807233256e-31,2.6462757923113423e-29,1.3120560036152251e-28,6.33873381585294e-36,7.897404513958546e-35,2.97668289776084e-30,5.513198409700319e-17,3.7970755565894695e-12,8.416961498612628e-19,6.022358717528473e-09,1.131538499585675e-09,9.059300896886241e-10,3.4678107140592495e-12,1.3505161760362547e-10,3.818465634892415e-12,7.74840562071438e-12,4.497037261707322e-14,6.568714781031089e-13
4.9719926289079984e-08,0.616519195538741,9.954235269915828e-11,8.004083301194482e-13,8.957377864848348e-13,5.861830119956818e-12,0.0,0.0,8.542023687381144e-09,4.097161902216738e-13,1.8593220948827646e-15,8.81071339648924e-25,2.3163763884251565e-18,4.976543324718091e-41,6.222981724434326e-31,3.949416791534765e-32,1.3628743267677205e-31,4.1050401528375766e-12,1.7813684372214302e-38,9.647441685890786e-26,1.2885228584565504e-36,1.1682579607683544e-44,3.326435726341907e-33,4.6942432548208593e-32,2.776695419799949e-23,3.730859239365069e-42,1.9299858312537375e-45,1.1102499557450804e-47,4.046241186802486e-64,1.1765979732300517e-56,7.720586946479301e-22,8.67938277289183e-52,4.1047734135566906e-42,3.798950749580644e-50,3.76,0.0,0.796175045793018,0.9997964852055499,4.1587467578773966e-14,4.741080320993731e-41,2.798352225079211e-05,2.1415980968197485e-05,6.3570723305362674e-06,2.104307504198715e-07,0.00020350624042612129,6.817778317190245e-12,6.585637011762576e-20,6.721999411243071e-13,1.025855228794708e-18,1.3226765147103253e-11,8.014973884250702e-29,1.0259988015678991e-28,3.9705085796460675e-15,7.466320885005232e-29,6.522437438233961e-19,1.5540519399439345e-34,9.934360094743334e-29,6.2447427218004994e-31,3.2196480035544e-29,1.606754127366932e-28,7.825659645996475e-36,9.751092131728626e-35,3.8240106272949124e-30,5.733767020814457e-17,4.105043713530469e-12,1.002214260875431e-18,6.2513334090356086e-09,1.1557528379779333e-09,9.692871000203916e-10,3.866469288235987e-12,1.452102533053048e-10,4.120505899409493e-12,8.316719531083289e-12,4.703320511566323e-14,6.843792005201557e-13
5.162052745116058e-08,0.6165193142315752,1.0646106470020905e-10,8.871647829805869e-13,9.971640893658663e-13,6.519088935899878e-12,0.0,0.0,8.870017405661535e-09,4.4168114053187796e-13,2.0826111946698967e-15,1.0248102423247777e-24,2.5836515505875866e-18,6.477324990852534e-41,7.397280766365845e-31,4.733119474098392e-32,1.6684953969363321e-31,4.425014848535116e-12,2.380511558718536e-38,1.1144500248714712e-25,1.6637310748213878e-36,1.5607901687546822e-44,4.0191466422010006e-33,5.617486350798728e-32,3.0719629479095234e-23,4.94588447599991e-42,2.4054649598625795e-45,1.4906907945963234e-47,6.301497453906906e-64,1.6125195283057842e-56,8.5502495988875e-22,1.2128261392486981e-51,5.2714514545224275e-42,5.390676415766207e-50,3.76,0.0,0.7961739757833742,0.9997964848766552,4.810601062013035e-14,6.267090103062882e-41,2.9053205210560416e-05,2.2242553564460253e-05,6.600180061179196e-06,2.104305448978228e-07,0.00020350624035776936,7.353613088964292e-12,7.367835609459574e-20,6.722066436905574e-13,1.0657579092569842e-18,1.4266369839467135e-11,9.804272835278338e-29,1.2118908411792858e-28,4.282637462677465e-15,9.146432295197054e-29,6.778267549222674e-19,1.9035659128879482e-34,1.1881950084661532e-28,7.529460074818478e-31,3.88706833583572e-29,1.9525845042305715e-28,9.581020257035087e-36,1.1939626399622865e-34,4.8645983255079524e-30,5.954335268452368e-17,4.425018833554194e-12,1.1869878597722977e-18,6.479530251481766e-09,1.1789989262556424e-09,1.034160281371757e-09,4.292393276409758e-12,1.5568844281882645e-10,4.433227022355503e-12,8.900714468442449e-12,4.9108706046740486e-14,7.118692794167101e-13
5.5421729775321776e-08,0.6165195516168497,1.2084224653491445e-10,1.0772399572022034e-12,1.2213078027933396e-12,7.968975336068618e-12,0.0,0.0,9.526297883973415e-09,5.092217037879426e-13,2.5814634897635288e-15,1.3643359928019055e-24,3.176217494484969e-18,1.0645951081992773e-40,1.0250110951197235e-30,6.665401658279384e-32,2.4459206929146023e-31,5.100984951593063e-12,4.118110833087805e-38,1.4635207431704597e-25,2.6976978070687914e-36,2.6987254179398057e-44,5.7377883699517574e-33,7.887409987792221e-32,3.716752983981576e-23,8.430244856912002e-42,3.648690218339146e-45,2.603755726671652e-47,1.4580665855497363e-63,2.927671065396886e-56,1.0365138958269772e-21,2.2814483561457664e-51,8.457236194493721e-42,1.045175960303042e-49,3.76,0.0,0.7961718357680408,0.999796484218454,6.336155291611481e-14,1.0626580334539238e-40,3.1192566878193254e-05,2.3895695135084356e-05,7.0863946038568895e-06,2.1043012836299007e-07,0.00020350624022098167,8.486143584234535e-12,9.11123393287695e-20,6.722200293726972e-13,1.1455630492029131e-18,1.6463646513572404e-11,1.4344690810023723e-28,1.6598203885206545e-28,4.942354595117038e-15,1.3418861341576375e-28,7.289990080255113e-19,2.791893220880707e-34,1.6673362559155698e-28,1.0722124882595953e-30,5.548249198259533e-29,2.823963447583752e-28,1.4039880118914716e-35,1.7499514269126168e-34,7.665720067848681e-30,6.39547067488251e-17,5.100989883778865e-12,1.640155629737054e-18,6.933599834079107e-09,1.2227711778431557e-09,1.168281010748496e-09,5.228559883469154e-12,1.7758851315099788e-10,5.090344867780617e-12,1.0114249766601276e-11,5.32974566375095e-14,7.667970167215995e-13
5.8842811867066854e-08,0.6165197652631462,1.3438527613670716e-10,1.267717711023331e-12,1.4483453770661963e-12,9.434411504598685e-12,0.0,0.0,1.0117280264035473e-08,5.74125925774045e-13,3.0935228433382997e-15,1.7364274988447462e-24,3.778768223355654e-18,1.614373550166634e-40,1.3476655732592461e-30,8.890497515591428e-32,3.3739641631253623e-31,5.750421541104966e-12,6.529120042472418e-38,1.8400273800026124e-25,4.0515741551825705e-36,4.27694715143946e-44,7.727771084748966e-33,1.0492421396274114e-31,4.3604437548671e-23,1.3204901437876582e-41,5.1812893608759613e-45,4.1647701647883056e-47,2.952680274694166e-63,4.837002289436005e-56,1.2180616242043233e-21,3.878188559723666e-51,1.2583401330515942e-41,1.8245415845924553e-49,3.76,0.0,0.7961699097587386,0.9997964836256069,7.989443286273096e-14,1.6575654990496804e-40,3.311798753190966e-05,2.5383518414271933e-05,7.523986647307808e-06,2.1042975285403618e-07,0.00020350624009777803,9.574802376157747e-12,1.0895533619536068e-19,6.722320742306779e-13,1.2173874229358185e-18,1.8575788335911323e-11,1.974869766577518e-28,2.161980533010756e-28,5.5765236275723976e-15,1.8516502471488812e-28,7.750617771804403e-19,3.85103177548317e-34,2.217914194216295e-28,1.44322834410922e-30,7.481984061005022e-29,3.853370216322119e-28,1.9352751445210797e-35,2.412521501973482e-34,1.1234922422446965e-29,6.792491301432068e-17,5.750427444586529e-12,2.159642075717458e-18,7.3396263129833134e-09,1.259301010190616e-09,1.2937538377320452e-09,6.170542389792373e-12,1.983550229836422e-10,5.717359773152221e-12,1.1256388790898914e-11,5.711002810893791e-14,8.161729139877651e-13
6.226389395881193e-08,0.6165199789090138,1.4847587110724023e-10,1.4771237542583795e-12,1.7004703090309644e-12,1.1058584152940201e-11,0.0,0.0,1.0708570950205596e-08,6.429328379299694e-13,3.669222024232587e-15,2.17994279659203e-24,4.450266314856572e-18,2.385809478632102e-40,1.742711681904515e-30,1.1661113436948837e-31,4.567021565977757e-31,6.43876026431483e-12,1.0075206096576531e-37,2.282124987369288e-25,5.942780813067244e-36,6.597253564925861e-44,1.0213533889137597e-32,1.372590167091608e-31,5.0657519751840075e-23,2.0151067192985297e-41,7.209825086492057e-45,6.484363892962919e-47,5.736811153672352e-63,7.762822977243663e-56,1.417346082048056e-21,6.385788184824038e-51,1.8288484457078928e-41,3.0833607087383162e-49,3.76,0.0,0.7961679837536868,0.9997964830323213,9.939817764881519e-14,2.5199880549550884e-40,3.504340359360497e-05,2.6871337773933342e-05,7.961577703232158e-06,2.10429379704749e-07,0.00020350623997448503,1.0729190710966744e-11,1.2896006326080008e-19,6.722441273993736e-13,1.289211557570428e-18,2.0815434837226743e-11,2.667699470834167e-28,2.7724619791547366e-28,6.2489886520082025e-15,2.506658891033972e-28,8.211326005157534e-19,5.210909849111554e-34,2.9025059594733554e-28,1.9089996526359952e-30,9.913083198708073e-29,5.16526676356212e-28,2.61705868801651e-35,3.2628751503522718e-34,1.6099004305633406e-29,7.189510756182146e-17,6.438767258910757e-12,2.8048168119013658e-18,7.743170593367155e-09,1.2933565117431005e-09,1.4235123205379226e-09,7.2102161015502985e-12,2.2010228627589581e-10,6.377556582067264e-12,1.2443785500568753e-11,6.096269164558755e-14,8.654936153965105e-13
6.5684976050557e-08,0.6165201925544517,1.6309514339038298e-10,1.7059328793076455e-12,1.978718324028166e-12,1.2847673304039623e-11,0.0,0.0,1.1300166090162991e-08,7.156440493247062e-13,4.312291029063373e-15,2.703492599905388e-24,5.193857967475613e-18,3.4457945823457408e-40,2.2204521974988623e-30,1.5067692445044525e-31,6.0785014519980745e-31,7.166000999555141e-12,1.517608801874249e-37,2.7963057819090425e-25,8.534910780429608e-36,9.933690569177502e-44,1.3274591185884067e-32,1.7689532925510736e-31,5.834082815643347e-23,3.004247366485763e-41,9.852425156107859e-45,9.85545140923031e-47,1.0740369211615706e-62,1.213920471828047e-55,1.6348019958043847e-21,1.0220380607176298e-50,2.6029602653838203e-41,5.061645584910742e-49,3.76,0.0,0.7961660577528751,0.9997964824386004,1.221904466424589e-13,3.74421435168315e-40,3.69688150632971e-05,2.835915321588861e-05,8.399167773934189e-06,2.104290072290296e-07,0.00020350623985110317,1.1949308440500989e-11,1.5124371059884305e-19,6.722561829157655e-13,1.3610354532075305e-18,2.3182581866800885e-11,3.5431887307593775e-28,3.5063593985127987e-28,6.9597496173297835e-15,3.3361135815057883e-28,8.67212186903415e-19,6.931553465159623e-34,3.743513443792728e-28,2.4861830743038304e-30,1.2929593494882958e-28,6.814627937930608e-28,3.4793076100682023e-35,4.338425446734565e-34,2.2610494128293226e-29,7.586529041235088e-17,7.16600921205409e-12,3.597034022895074e-18,8.144247785857885e-09,1.3251490201337662e-09,1.5573550152440618e-09,8.350782642954446e-12,2.428122357284609e-10,7.070404195603188e-12,1.36745472173869e-11,6.485512048720997e-14,9.14759851220231e-13
