Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289)
1.765103695328472e-07,0.7274300618554682,3.365721252713375e-07,1.812519145613117e-08,4.729916915644171e-08,1.3630419358759386e-07,0.0,0.0,6.412816783828397e-07,4.1546713636018625e-10,3.4729182804398925e-10,3.911034565188776e-10,6.12008581431733e-11,7.043615713743758e-23,1.1764252107834257e-16,2.7114520986767553e-11,2.5333939732608483e-09,1.2355263650144774e-08,8.288777103203745e-15,8.026536746786541e-16,2.0129356732093213e-21,2.0201359473652157e-21,2.791720352519616e-11,2.1540657780154308e-17,4.5540002320035146e-14,1.2971820980793226e-16,1.2707436801856257e-24,6.508752891247056e-19,6.495285914895065e-19,1.0630805522488233e-19,6.836443963841973e-14,2.276509665611333e-22,5.770689434152154e-23,1.9127324875511393e-21,3.76,0.0,0.5764634006642008,0.999024611345892,1.0648819902178336e-08,8.368963231356656e-11,0.00527871965792338,0.004253300166389788,0.0010143944820586303,8.73445862622522e-06,0.0009746594940758922,1.104834620368512e-06,3.0431955027695873e-12,5.14199448115505e-10,4.573959618536175e-16,6.235434735672048e-08,1.5794267939275835e-17,1.7364042375819513e-17,1.679197938267405e-10,1.868398418380002e-17,8.666741811246668e-14,1.7971529741907317e-23,3.2359852856098024e-17,9.011232208817852e-20,3.0525875330676573e-18,1.2686344692105226e-17,1.0621903724388528e-24,1.0453527389592548e-23,1.497673729955916e-15,1.4886996892132866e-13,2.08290657044533e-08,4.628145871054114e-11,2.7257041921413554e-07,2.838169775711511e-08,3.916584855713027e-07,1.422562463433223e-08,2.963591416754181e-07,2.373828739024778e-08,1.157476463670576e-08,3.783274397868273e-10,1.6037468406895284e-09,5.280694991618108e-10,7.409219123786987e-08,1.1290767031106575e-12,3.2856864723580347e-06,1.8317496058907835e-11,2.1374736609692605e-08,1.7772532162553588e-14,6.16437168965361e-13,1.2492176683995961e-17,2.278743883816195e-11,1.376428232266403e-09,3.6545364011338376e-11,3.754419230723452e-10,1.9663593968631908e-18,1.2305852774988656e-12,1.8450363164938483e-10,3.195554550443115e-06,5.4864613484505906e-14,1.6015566784133015e-11,3.4141003635474944e-10,4.3173979461083845e-11,4.7444349312322345e-18,4.959806959924125e-10,5.1504824412466284e-14,1.1543267902779011e-14,3.3700345275983256e-16,2.4596024084764266e-12,5.1489351790409944e-14,3.5887194160253732e-12,3.943449881279579e-13,2.3464045607285916e-13,3.473931274757362e-18,2.4699920059192107e-19,9.773708692796985e-17,3.2610948872776755e-17,3.245245183024213e-15
1.807681161872867e-07,0.7274473217533513,3.494542308804005e-07,1.909977921329504e-08,5.002343129286542e-08,1.450836484133684e-07,0.0,0.0,6.568352044768416e-07,4.3548139566432213e-10,3.7316288428116853e-10,4.0201987714616144e-10,6.512777108852099e-11,7.586792146624648e-23,1.2197019234818934e-16,2.7117465033348878e-11,2.6704022717407406e-09,1.2958111419986121e-08,9.405277205598092e-15,8.740705018421939e-16,2.115231849830713e-21,2.031218726707862e-21,2.7913172109962304e-11,2.4621077348824332e-17,4.817675894180293e-14,1.5076337622127845e-16,1.4432270138628333e-24,7.091168710633253e-19,7.404807975746901e-19,1.1993724045508843e-19,7.471009149780886e-14,2.55814081504054e-22,6.594468667059243e-23,2.2007532862365108e-21,3.76,0.0,0.576336571741969,0.9990245910986634,1.153756325562118e-08,9.047753770653941e-11,0.005405485556105511,0.004355569444907757,0.0010387816366446586,8.732831532234728e-06,0.0009746594732653167,1.1588007490976516e-06,3.2374811835165707e-12,5.143460047410924e-10,4.684056478066397e-16,6.539366619906988e-08,1.7890011986097192e-17,1.9441358595489026e-17,1.767888254815001e-10,2.1136787251511507e-17,8.992170835455695e-14,2.036005301178217e-23,3.6230389129729003e-17,1.0093490420741668e-19,3.419613210382194e-18,1.4184202366395107e-17,1.2033292489039542e-24,1.1842734429942573e-23,1.6968364277533179e-15,1.5245114075504212e-13,2.185344080816301e-08,5.093330498380344e-11,2.7820921670428573e-07,2.916367617372031e-08,4.076605716953863e-07,1.514243769282635e-08,3.0934993325610636e-07,2.441524841427352e-08,1.187127027182809e-08,3.983945503187193e-10,1.6455536954799041e-09,5.510967654381942e-10,7.746027623296086e-08,1.231885429694903e-12,3.365794183557365e-06,1.907560978037494e-11,2.2411207792625537e-08,1.9934181517072576e-14,6.443416277745127e-13,1.3049174051508912e-17,2.3261876730686898e-11,1.4206093231931876e-09,4.023935646303409e-11,3.772007678919579e-10,2.053210362200334e-18,1.2320283615877165e-12,1.9742803436421926e-10,3.271538740633647e-06,5.874110656733458e-14,1.6460162347138145e-11,3.5055779197983783e-10,4.5264401720001555e-11,5.224783496579598e-18,5.080460126250399e-10,5.275774587068984e-14,1.2101685986714168e-14,3.6085538004043795e-16,2.6198473337828725e-12,5.437462790908293e-14,3.602295733121118e-12,4.35912818406623e-13,2.5275049680563637e-13,3.7202271430260176e-18,2.7308743005010097e-19,9.778072577333582e-17,3.261634743895319e-17,3.704751168803598e-15
1.8502586284172621e-07,0.727464578116558,3.62488257400999e-07,2.0097811243117873e-08,5.283261820584915e-08,1.5419327208280276e-07,0.0,0.0,6.723945355575343e-07,4.559542020551131e-10,4.0034101140051515e-10,4.129489082879547e-10,6.920269751248293e-11,8.159586931133585e-23,1.2637788070781882e-16,2.7120784873037405e-11,2.811066735909047e-09,1.3575304071693487e-08,1.0640072963938969e-14,9.498044955873187e-16,2.2239695519479813e-21,2.0415326441946806e-21,2.7909160587272095e-11,2.8050245317057336e-17,5.088956948298582e-14,1.7460158644153102e-16,1.6342924189010198e-24,7.712496842555978e-19,8.413952685690895e-19,1.3488004234429226e-19,8.146081802550942e-14,2.866303779867426e-22,7.510073753290816e-23,2.5233519790633348e-21,3.76,0.0,0.5762097699576321,0.9990245707086578,1.2476918987419399e-08,9.762611399715944e-11,0.005532224861393561,0.004457813846042845,0.0010631644543239404,8.731204778037905e-06,0.0009746594523158074,1.2140497449478843e-06,3.4386632769264177e-12,5.144925238878072e-10,4.794121324098974e-16,6.850482263676393e-08,2.0202252679695123e-17,2.170994700529669e-17,1.8591644732286425e-10,2.3839612896190082e-17,9.323141551726335e-14,2.2995691467415706e-23,4.0454148606151696e-17,1.12749087635334e-19,3.8203033076624164e-18,1.581670292117285e-17,1.359066917046746e-24,1.3375654711819475e-23,1.916704899024057e-15,1.560315057584778e-13,2.2902286800854856e-08,5.5943445275451546e-11,2.838825752851853e-07,2.995738345231347e-08,4.2397106443077946e-07,1.609603307675912e-08,3.226301391493002e-07,2.5093858512154995e-08,1.216791375796116e-08,4.1929504872565714e-10,1.688291186324899e-09,5.74619474753888e-10,8.090744561229012e-08,1.342004340269705e-12,3.4459463859718648e-06,1.9848440080325246e-11,2.3471882061521755e-08,2.2295782358023568e-14,6.728465211147435e-13,1.3618145058180773e-17,2.3739154622802184e-11,1.4650676712654854e-09,4.4206857406956676e-11,3.7898205172387547e-10,2.1419277651828862e-18,1.2335195174451263e-12,2.1105619663945336e-10,3.3474717866503698e-06,6.283024449824512e-14,1.6911493283528067e-11,3.5977535920131734e-10,4.740336934039311e-11,5.740753412098434e-18,5.201026285777009e-10,5.4009763942593323e-14,1.2674485049372797e-14,3.8582419656987334e-16,2.7863784161798866e-12,5.735592841012244e-14,3.616204414082574e-12,4.806688188983876e-13,2.71802752652898e-13,3.978083662334739e-18,3.011808311603021e-19,9.781885199414984e-17,3.262165448711924e-17,4.217598638068268e-15
1.8928360949616572e-07,0.7274818309462752,3.7567194013077736e-07,2.1119038542593382e-08,5.572697621858817e-08,1.636368160020298e-07,0.0,0.0,6.879597897446792e-07,4.768847768915378e-10,4.2886337638400163e-10,4.238909729965683e-10,7.342806842131414e-11,8.762921050846705e-23,1.3086529754859916e-16,2.7124490097088902e-11,2.955387541299369e-09,1.4206841448661621e-08,1.2002399642764697e-14,1.0299947696086545e-15,2.339898453981671e-21,2.0511461897704948e-21,2.7905169669653755e-11,3.185761698656651e-17,5.367845683898707e-14,2.0152421025655975e-16,1.845439702321851e-24,8.374697873000934e-19,9.530723510286912e-19,1.5122227298198748e-19,8.863063709783998e-14,3.2027799498771153e-22,8.525005790407628e-23,2.8836836569442095e-21,3.76,0.0,0.5760829952984885,0.9990245501749426,1.3468449171125252e-08,1.0514473780116457e-10,0.0056589375795306224,0.004560033374848908,0.0010875429361084923,8.729578363456605e-06,0.0009746594312264532,1.2705813367110118e-06,3.646781980365247e-12,5.146390055570774e-10,4.904154165904769e-16,7.168778442290086e-08,2.2747202504980293e-17,2.4182366897609562e-17,1.9530484045019058e-10,2.6810861176677256e-17,9.659660282908949e-14,2.589697490556609e-23,4.5053781120049486e-17,1.2561870053515715e-19,4.256827027154969e-18,1.7592318665287686e-17,1.5304978054474134e-24,1.5063063487529273e-23,2.158844663306626e-15,1.5961106418808077e-13,2.3975595149850166e-08,6.133102341221032e-11,2.89591685762822e-07,3.0762788703054956e-08,4.4059152120149634e-07,1.7087098008086198e-08,3.3620234189156785e-07,2.5774137242115673e-08,1.2464698088617799e-08,4.410507652303394e-10,1.7320205195279109e-09,5.986494904375282e-10,8.443443047253911e-08,1.459819878708115e-12,3.5261438022506966e-06,2.0636060211695642e-11,2.455673721558944e-08,2.4870045893596422e-14,7.019646096973388e-13,1.419935695601847e-17,2.4219378885707067e-11,1.5098057884693017e-09,4.846053385135767e-11,3.807863170778557e-10,2.2325544947950686e-18,1.235059863508391e-12,2.254166670730402e-10,3.423353731485548e-06,6.714074952759506e-14,1.7369541171558255e-11,3.6906506187867965e-10,4.9590823732740035e-11,6.29399653886256e-18,5.321505514322135e-10,5.5260879419076085e-14,1.3261838209944727e-14,4.1193929980260646e-16,2.9592941504175e-12,6.043459194120261e-14,3.6304483977444675e-12,5.28766672044205e-13,2.9182447311037033e-13,4.247805818752447e-18,3.313762793129369e-19,9.785254532731031e-17,3.2626963899845415e-17,4.788571488298404e-15
1.9354135615060523e-07,0.7274990802436955,3.890031210744803e-07,2.2163213862750345e-08,5.87067230365063e-08,1.7341797320753454e-07,0.0,0.0,7.035310844074987e-07,4.982723467427594e-10,4.5876756326094636e-10,4.3484650417769954e-10,7.780640334902192e-11,9.397723602171659e-23,1.3543219874926452e-16,2.712858976085994e-11,3.1033649844049388e-09,1.4852723452923304e-08,1.3501958646508918e-14,1.1147807908310164e-15,2.4638400566259322e-21,2.060122818770461e-21,2.7901199987947125e-11,3.60743080555905e-17,5.654344594106536e-14,2.318449740743983e-16,2.078251557036557e-24,9.07981623590645e-19,1.0763543299047415e-18,1.690527118140868e-19,9.62335901228315e-14,3.5694307136001956e-22,9.647173263513199e-23,3.285107899931179e-21,3.76,0.0,0.5759562477519045,0.9990245294965944,1.4513720499424006e-08,1.1304278012506824e-10,0.005785623716257173,0.004662228036371913,0.0011119170830113884,8.727952288313683e-06,0.0009746594099963553,1.3283952532173714e-06,3.861875308416636e-12,5.147854497503724e-10,5.014155012743274e-16,7.494251946295802e-08,2.5541836099444818e-17,2.6871680877153942e-17,2.049561861971355e-10,3.006977597561748e-17,1.0001733349257243e-13,2.9083304941133364e-23,5.005279714491375e-17,1.3961000511686948e-19,4.731436375437274e-18,1.951983526384548e-17,1.7187678224945393e-24,1.691624293016462e-23,2.42489551171737e-15,1.6318981630038005e-13,2.5073357353986547e-08,6.711572717941673e-11,2.9533761375890554e-07,3.1579861500009565e-08,4.5752350890077227e-07,1.8116322688009845e-08,3.5006916012691866e-07,2.6456104765688425e-08,1.2761626373446593e-08,4.63683469038674e-10,1.7768032490428562e-09,6.231996452902088e-10,8.80419735713304e-08,1.585732732974379e-12,3.606387166514864e-06,2.143854401058796e-11,2.5665751133210913e-08,2.767011337989236e-14,7.317098822133325e-13,1.4793101084204603e-17,2.470264476101958e-11,1.5548263235285207e-09,5.301326245350761e-11,3.8261407692205816e-10,2.3251371540082935e-18,1.236650547495094e-12,2.4053857308070445e-10,3.4991846183781386e-06,7.16815245348117e-14,1.783428786124411e-11,3.7842926895570036e-10,5.1826706427550745e-11,6.8861920497685786e-18,5.441897888077047e-10,5.651109309496091e-14,1.3863921779734213e-14,4.392304531489337e-16,3.1386931753129934e-12,6.361196256705098e-14,3.645030658209305e-12,5.803629512557914e-13,3.1284318039980134e-13,4.529702371670771e-18,3.637724763262644e-19,9.788272137627187e-17,3.263235610610372e-17,5.422751423971705e-15
1.9779910280504474e-07,0.7275163260100169,4.0247974178716503e-07,2.323009215687706e-08,6.17720488986834e-08,1.8354038103975924e-07,0.0,0.0,7.191085361756854e-07,5.20116143353062e-10,4.900915836782429e-10,4.4581594484472894e-10,8.234031599818476e-11,1.0064932374782565e-22,1.400783873224755e-16,2.71330925167479e-11,3.2549994856708196e-09,1.551295004428099e-08,1.5148927586130454e-14,1.2043023478925885e-15,2.5966922711020317e-21,2.068521346762146e-21,2.7897252116957282e-11,4.073314129717362e-17,5.948456392761019e-14,2.6590106415449444e-16,2.3343964117082765e-24,9.829983117530892e-19,1.21212651515016e-18,1.8846311564199949e-19,1.0428373494110917e-13,3.9682003562713725e-22,1.0884905859271418e-22,3.731197625567008e-21,3.76,0.0,0.5758295273053113,0.9990245086726999,1.56143037729951e-08,1.2132960668829438e-10,0.005912283277311088,0.00476439783565009,0.0011362868960468695,8.72632655243287e-06,0.0009746593886246189,1.3874912233356473e-06,4.083979206828812e-12,5.149318564691947e-10,5.12412387386264e-16,7.826899581665565e-08,2.8603904436576724e-17,2.979146214496778e-17,2.1487266615857523e-10,3.363645996293997e-17,1.0349367070213585e-13,3.257497120054486e-23,5.547557842360952e-17,1.547917278023677e-19,5.2464671906656475e-18,2.1608355374979295e-17,1.9250753122797358e-24,1.8946991548077983e-23,2.716572870039159e-15,1.667677623519684e-13,2.6195564944236154e-08,7.331778738670453e-11,3.0112131114985514e-07,3.2408571872541465e-08,4.7476859997522483e-07,1.9184400310507833e-08,3.642332444618757e-07,2.7139781690866224e-08,1.3058701810358615e-08,4.872148673316186e-10,1.8227012601374695e-09,6.482837359204549e-10,9.17308282432027e-08,1.7201581613924667e-12,3.68667722325475e-06,2.225596569449427e-11,2.679890177219458e-08,3.0709555900622055e-14,7.620975485809944e-13,1.539969273225656e-17,2.5189037377072375e-11,1.600132033703835e-09,5.787812436135308e-11,3.8446581748772334e-10,2.4197260382513206e-18,1.238292752547878e-12,2.5645161064652614e-10,3.5749644908192463e-06,7.646164979912037e-14,1.8305715469843894e-11,3.8787039463648253e-10,5.41109590743397e-11,7.519045750185572e-18,5.562203483614897e-10,5.776040576908471e-14,1.4480915028771125e-14,4.67727786522823e-16,3.3246743015767e-12,6.688938972542153e-14,3.659954206673411e-12,6.356170714114878e-13,3.3488667317819145e-13,4.8240858623736566e-18,3.984699190045303e-19,9.791015705101996e-17,3.263790022272613e-17,6.125527844663078e-15
2.0205684945948425e-07,0.727533568246443,4.1609983677444716e-07,2.431943097333198e-08,6.492311769211877e-08,1.9400762363879695e-07,0.0,0.0,7.346922609510932e-07,5.424154036072329e-10,5.228738875549851e-10,4.5679974842770113e-10,8.70325196484405e-11,1.0765494461808487e-22,1.448037154945981e-16,2.7138006703551654e-11,3.4102915916182007e-09,1.6187521239468157e-08,1.6953970163719477e-14,1.2986995219181323e-15,2.7394341916340677e-21,2.0763963156422914e-21,2.7893326590531727e-11,4.5868693061759106e-17,6.250184027779519e-14,3.040542524616697e-16,2.615631371277354e-24,1.0627419371715708e-18,1.3613183311427255e-18,2.095482284489917e-19,1.1279513908769708e-13,4.401119107794039e-22,1.2246968871524718e-22,4.225748255779555e-21,3.76,0.0,0.5757028339462028,0.9990244877023547,1.67717734098585e-08,1.300145782516098e-10,0.006038916268427643,0.004866542777714043,0.0011606523762304282,8.724701155638825e-06,0.00097465936711036,1.4478689759726843e-06,4.3131276605144706e-12,5.150782257150886e-10,5.234060758499898e-16,8.166718169963687e-08,3.195194877304389e-17,3.295580165706439e-17,2.2505646221741389e-10,3.7531889305669494e-17,1.0702567766248987e-13,3.63931672422837e-23,6.134738841058038e-17,1.7123508885585442e-19,5.804340151610491e-18,2.386730222165074e-17,2.1506719943985646e-24,2.116763344077069e-23,3.0356691381283384e-15,1.703449025995398e-13,2.734220948430525e-08,7.995797675055582e-11,3.0694362648278516e-07,3.3248890295540383e-08,4.923283689140606e-07,2.0292027067319812e-08,3.7869727370353496e-07,2.782518894532079e-08,1.335592766291758e-08,5.116666042269265e-10,1.869776753380154e-09,6.739165168608974e-10,9.550175741287948e-08,1.863526320979848e-12,3.767014726326143e-06,2.3088399681265256e-11,2.7956167170026713e-08,3.40023739580009e-14,7.93144032900756e-13,1.6019470997576053e-17,2.567863267432615e-11,1.6457257612560738e-09,6.306840021555155e-11,3.863420007667616e-10,2.5163751130278748e-18,1.2399877012422962e-12,2.73186034231574e-10,3.650693392557531e-06,8.149037982009981e-14,1.878380637637581e-11,3.973908985526672e-10,5.6443523440637134e-11,8.194289419689983e-18,5.682422377899134e-10,5.900881824438577e-14,1.5112999973338048e-14,4.974617966210482e-16,3.517336536250509e-12,7.026822817705973e-14,3.675222091109102e-12,6.946912409341714e-13,3.5798303025153145e-13,5.131272618664865e-18,4.35570868695662e-19,9.793551211746394e-17,3.264365584358896e-17,6.9026077246876395e-15
2.1057234276836326e-07,0.7275680421344415,4.4376301747183196e-07,2.6564535239511474e-08,7.148301420590635e-08,2.1599069715746875e-07,0.0,0.0,7.658789895673753e-07,5.883772880856301e-10,5.929694013603723e-10,4.788123123294046e-10,9.690318127269136e-11,1.227051734302847e-22,1.54491454100795e-16,2.7149101417330067e-11,3.7318514405549545e-09,1.7579697788161678e-08,2.1083419048159756e-14,1.5026823520768593e-15,3.058939888729262e-21,2.0907743219866676e-21,2.7885544541992296e-11,5.771730266010769e-17,6.876499821891294e-14,3.942289044144552e-16,3.260861954525418e-24,1.2373449350764283e-18,1.7039056901833349e-18,2.571365508054878e-19,1.3125800669773526e-13,5.377974061885273e-22,1.5381417779122894e-22,5.376584664045024e-21,3.76,0.0,0.5754495284407204,0.9990244453187407,1.9263684774492124e-08,1.4861637663355423e-10,0.0062921025637768845,0.005070758110284172,0.0012093703421103676,8.721451378614482e-06,0.0009746593236507933,1.5724687446201953e-06,4.792684964672962e-12,5.153708517944593e-10,5.453838635221554e-16,8.867855570418162e-08,3.958416336233849e-17,4.007714979858248e-17,2.462347317588694e-10,4.639734210547133e-17,1.1425695381273956e-13,4.5098535538972613e-23,7.454361779156614e-17,2.0820424915927804e-19,7.058725314152202e-18,2.893579266642723e-17,2.6650121796874732e-24,2.6230575456171182e-23,3.763680694623889e-15,1.7749676671003695e-13,2.9708775835837692e-08,9.463853501590229e-11,3.1870704245910005e-07,3.496423535890104e-08,5.28398230855852e-07,2.2628727699953262e-08,4.085360037625191e-07,2.920127920930586e-08,1.3950843900169332e-08,5.634173485567898e-10,1.967710471981056e-09,7.268919201560391e-10,1.0329293378897152e-07,2.1788879442435344e-12,3.927835128512834e-06,2.4798602322691143e-11,3.034295479208162e-08,4.14062817104772e-14,8.572851778030666e-13,1.730006190378991e-17,2.6667693927734594e-11,1.7377889566040232e-09,7.447928528951551e-11,3.9016943500127755e-10,2.7160879045948858e-18,1.2435409281781017e-12,3.09242790594725e-10,3.801998460239809e-06,9.233152461649978e-14,1.9759908873122644e-11,4.1668010767794895e-10,6.125335498629762e-11,9.678999902151882e-18,5.922600372562693e-10,6.150294583131124e-14,1.6423185646790302e-14,5.607636717114227e-16,3.923101459224458e-12,7.733558427037835e-14,3.706803230420439e-12,8.249622566825563e-13,4.074480755648312e-13,5.7853402135799625e-18,5.17400983939959e-19,9.798213342027203e-17,3.265600046611103e-17,8.70415277588607e-15
2.1823628674635437e-07,0.727599056573547,4.6913254233104634e-07,2.8659576067335937e-08,7.768130380596234e-08,2.3698974425237572e-07,0.0,0.0,7.939696472777784e-07,6.312931182585699e-10,6.614377771504022e-10,4.986775158037566e-10,1.0635756869569273e-10,1.3748820917814536e-22,1.634806515571664e-16,2.7160572655875053e-11,4.033772415317064e-09,1.8881716532604512e-08,2.545780436946974e-14,1.704351876022172e-15,3.391982070900198e-21,2.1023950574663433e-21,2.787862190541554e-11,7.039583526960865e-17,7.466264875491588e-14,4.935719189207792e-16,3.946930135361278e-24,1.413075682728722e-18,2.0683953522961477e-18,3.067055204460762e-19,1.4959319960372606e-13,6.396176659730836e-22,1.8725030868578262e-22,6.621049137918854e-21,3.76,0.0,0.5752216460007457,0.9990244066637307,2.1716808766256514e-08,1.6681346851138942e-10,0.006519879417888993,0.00525446694823913,0.0012532017032638957,8.718527737229303e-06,0.000974659284041077,1.6889895137858374e-06,5.2486832096398866e-12,5.156340871247468e-10,5.6515294571448955e-16,9.523372328039633e-08,4.7633860643184204e-17,4.747495956658063e-17,2.6623129088769123e-10,5.572938176657807e-17,1.209561278244712e-13,5.428176753928652e-23,8.82277565489536e-17,2.4655785592270374e-19,8.360248064140284e-18,3.41815132954397e-17,3.2075697816175236e-24,3.1571373064798557e-23,4.532267180445022e-15,1.8393069113738619e-13,3.192217597817084e-08,1.095688770748615e-10,3.294329043434536e-07,3.654745801794904e-08,5.619530379821794e-07,2.4874061642871393e-08,4.36444009677927e-07,3.044589146331145e-08,1.4486816444709758e-08,6.133563808670749e-10,2.0605077111551026e-09,7.766137144573905e-10,1.105935073041207e-07,2.497929647250659e-12,4.072743480791543e-06,2.63898720669522e-11,3.2573317439528204e-08,4.908556410912328e-14,9.174547268036578e-13,1.8501575885387215e-17,2.7569404119738416e-11,1.8216604815558884e-09,8.599914583444312e-11,3.9370193367349665e-10,2.903490955326281e-18,1.2469323603726827e-12,3.448176107861457e-10,3.9379991456971894e-06,1.030350817803273e-13,2.0661017981664588e-11,4.343374800145174e-10,6.574684765299407e-11,1.1178095976682122e-17,6.138464829859526e-10,6.374459012174065e-14,1.7655842104261138e-14,6.222782589110562e-16,4.3121372355209775e-12,8.405672927206669e-14,3.736435143826582e-12,9.569536066967288e-13,4.558549661364388e-13,6.421039305499962e-18,6.003290764453207e-19,9.802178352472356e-17,3.26682846845079e-17,1.0643764151215508e-14
2.2590023072434548e-07,0.7276300595946666,4.949400091785964e-07,3.0823768657591664e-08,8.415885511680994e-08,2.591595961170546e-07,0.0,0.0,8.220824001222895e-07,6.756730140618038e-10,7.352501377997691e-10,5.18596821426856e-10,1.1637209173459977e-10,1.535041310071391e-22,1.7272634973297696e-16,2.7173496875917697e-11,4.347558388179099e-09,2.023021457327463e-08,3.053341276415571e-14,1.9240076449287315e-15,3.776549848813648e-21,2.113005610306159e-21,2.7871778855969424e-11,8.524169109989409e-17,8.080762634839167e-14,6.130632055299253e-16,4.7460019460626995e-24,1.6080164777465228e-18,2.4929511635403295e-18,3.633115605058269e-19,1.69641453125908e-13,7.560879570022987e-22,2.262936656543874e-22,8.092767242609509e-21,3.76,0.0,0.5749938511324075,0.9990243675205356,2.4378847494545795e-08,1.8644593746110825e-10,0.006747570274481638,0.005438095326717782,0.0012970190418331183,8.715605191799308e-06,0.0009746592439562263,1.8096590439977658e-06,5.727954994927956e-12,5.158972010684354e-10,5.849116818424341e-16,1.0202074269226581e-07,5.693601961849208e-17,5.590867582303992e-17,2.87127902792482e-10,6.649420407342453e-17,1.2783665720612625e-13,6.489549933636328e-23,1.0380100994506498e-16,2.902237937045943e-19,9.842206385142651e-18,4.014098238580364e-17,3.834626671327047e-24,3.7744057247238906e-23,5.421221352101871e-15,1.903620087573976e-13,3.421462219280755e-08,1.2626642991846526e-10,3.402932793253319e-07,3.81678508860895e-08,5.965516823734117e-07,2.7258498010516273e-08,4.653664578649841e-07,3.1696441148649206e-08,1.5023328488914736e-08,6.666109215402289e-10,2.1581001195937815e-09,8.283858449082949e-10,1.1817221872619382e-07,2.8533516897448045e-12,4.217817622774183e-06,2.803093274065767e-11,3.488147401305875e-08,5.782306837120158e-14,9.80068965482982e-13,1.9752160127245282e-17,2.848233356796689e-11,1.906511516936218e-09,9.878851126864676e-11,3.973199219256471e-10,3.0985735020262448e-18,1.2505156958807473e-12,3.835487302040957e-10,4.073835378785408e-06,1.1469568132139758e-13,2.1583453491451174e-11,4.522923822605238e-10,7.039596995521276e-11,1.2842590190655774e-17,6.354049590759273e-10,6.598333045202507e-14,1.8940333202619074e-14,6.882907521337427e-16,4.724370515476725e-12,9.112775310616943e-14,3.767231564735871e-12,1.1039675301749639e-12,5.081230159402881e-13,7.103313945911985e-18,6.92712542940934e-19,9.806125475185561e-17,3.268188070970778e-17,1.2928429781384959e-14
