Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367)
1.3117980255940459e-05,0.835855494704353,0.0010336455970987558,0.0004155821397528954,0.0005379611187842676,0.026091941969501577,0.0,0.0,0.0028455212794045014,0.00013612621971177124,0.027163907401413202,0.0005560524895709442,0.0002709325641372294,3.03180269638714e-11,1.4323554986869486e-08,5.022031378671994e-07,0.0004972757408372767,0.001516762646690659,2.2968265595757482e-05,5.512457155487273e-09,4.477500873262328e-08,1.99520641078677e-11,1.1327125429989301e-07,3.5242694047258965e-06,1.826782322742498e-07,2.333920999892336e-05,5.076469483598784e-10,6.753873055002838e-07,1.3376523898665644e-06,9.30425555955486e-09,2.4604901683672973e-07,1.912288831216732e-10,3.5817711664336936e-10,1.1165142278384825e-07,3.76,0.0,0.1720270653980999,0.9650967473453442,0.019611824677232093,0.0007119859646755161,0.4731623030067295,0.28572501756034446,0.11433397106105943,5.699287465851685e-06,0.0011665021704707751,0.019100261255954903,1.7523335649101757e-07,1.998810330554357e-09,2.931019485992937e-14,0.0020631968994539998,4.291387754746563e-08,3.438933904068101e-08,0.00040759726263589675,4.934136020920502e-08,1.753948288687805e-08,3.883907860143211e-14,5.44265438781833e-08,1.3211620092693447e-10,4.237881805858559e-09,1.3752564702655605e-08,2.3333625788031075e-15,2.209372361297652e-14,1.3438995824110944e-05,2.1657476813925127e-11,0.0031854012694089765,0.003157978244174326,0.00013398921540123704,3.357445277192924e-05,0.0009206950975284526,0.0019517788339294868,0.02409837273624405,0.00012709384161598372,2.056695796678484e-05,0.00016731407614496442,0.000663928018344803,0.00059335166439723,0.020327204653817404,0.0008874597678937931,0.00715678091619421,2.930441759419242e-08,0.0068433670651871096,1.5996321558968672e-05,4.6780191567042484e-07,1.0834481201099979e-11,7.20110954450572e-09,2.6500394372853473e-05,0.0006524085433312122,1.6540389262474157e-05,1.7726918324700626e-12,5.7193001451316834e-08,0.0006326175164560517,0.005489953500689059,1.282698457592919e-07,1.2023387362056486e-08,0.0023496687605351367,9.061521903892381e-07,6.623017772141774e-11,5.257707961562258e-07,1.2069115756393412e-10,2.649410426805373e-07,9.871482911360253e-09,2.572833423745147e-06,4.4264199420405334e-08,4.6196152295483646e-08,5.1648508168024524e-05,4.796507546526532e-05,1.2343621956754114e-10,3.0070405307621885e-11,1.141598976563478e-12,4.521998264214904e-13,5.014517539585983e-05,2.952524540694921e-08,1.0008846043904087e-09
1.3174326795740982e-05,0.8360755049816065,0.0010362008282353372,0.00041712462973755475,0.0005391858144632224,0.0262776841179229,0.0,0.0,0.0028536637200511977,0.00013742849214921522,0.027508330109195865,0.0005632437185387371,0.0002720665343996145,3.0805802446573314e-11,1.4512210962905506e-08,5.067434434926016e-07,0.0005006058794389328,0.0015353634262637995,2.322598344006518e-05,5.562448022638662e-09,4.594365531842661e-08,2.0441799976901002e-11,1.1446394000964963e-07,3.584036570911479e-06,1.8435362471525196e-07,2.3677503013309046e-05,5.206596145342021e-10,6.913031706948528e-07,1.365409692461053e-06,9.451339154208102e-09,2.4800627140383596e-07,1.9340658680227246e-10,3.6460169825284057e-10,1.1379934966463498e-07,3.76,0.0,0.17087259768053,0.9647414133634851,0.019805004020144925,0.0007199462844655929,0.47426720481546497,0.2857196273834223,0.11473724291074287,5.669835288696729e-06,0.0011660726836703994,0.019248056365426907,1.7659728831490413e-07,1.9969721269527383e-09,2.929116352586024e-14,0.002085969188207793,4.358825174935957e-08,3.4927276285259734e-08,0.0004118507053906793,5.011461233007276e-08,1.758769020246536e-08,3.942453380068131e-14,5.527651957850349e-08,1.3417951648836064e-10,4.3040673567750575e-09,1.3967126707826968e-08,2.3685352832772107e-15,2.2426786513559462e-14,1.3655762746424219e-05,2.1720149361648442e-11,0.003237833666087175,0.003187584999971403,0.00013357219362162718,3.3463935600486436e-05,0.0009166340323053766,0.001953182074873067,0.024234968492963194,0.00012738051210424225,2.063194370728155e-05,0.00016777988018822648,0.0006662097999109888,0.0005952974353158019,0.020520987540043514,0.0008934415071352115,0.007190913227036638,2.915677786625367e-08,0.0069300125606421535,1.613772121950754e-05,4.6904310341103714e-07,1.0863197199753973e-11,7.174210769863672e-09,2.66424719622299e-05,0.0006549113515598856,1.6615507554037227e-05,1.7773869281822604e-12,5.7464442521986025e-08,0.0006350318332115048,0.005535157113444338,1.2867851223685713e-07,1.1977311349204867e-08,0.0023788957176143293,9.145612248286422e-07,6.644231731784538e-11,5.29771100587812e-07,1.2182979481357008e-10,2.671393766634862e-07,9.977765832145931e-09,2.5963586994609257e-06,4.466708938362543e-08,4.645859437570191e-08,5.2204873515575116e-05,4.874580870686437e-05,1.249776336896103e-10,3.0374554306492175e-11,1.151245982961415e-12,4.560059031421617e-13,5.0644866751944236e-05,2.9800915117931265e-08,1.0111172315744731e-09
1.3230673335541505e-05,0.8362948242723774,0.0010387191417692775,0.0004186476751956633,0.0005403860707560136,0.02646304555281643,0.0,0.0,0.0028615562577788928,0.00013871739316687523,0.027854411840330405,0.0005704735521696511,0.00027318710646839176,3.1295807874244353e-11,1.4701314969746367e-08,5.112716949871873e-07,0.0005039173611674667,0.0015540347520077871,2.348438529639799e-05,5.612547804563161e-09,4.713523212983379e-08,2.093951120857286e-11,1.1565541414960607e-07,3.6442553883083847e-06,1.8601273587754027e-07,2.4018121696126876e-05,5.338840130952725e-10,7.074620616971037e-07,1.3934815810296829e-06,9.599194249018921e-09,2.4995659979245146e-07,1.9558092853554227e-10,3.7108756521545275e-10,1.1596853729218468e-07,3.76,0.0,0.16972513183604984,0.9643850574541082,0.01999861410404576,0.0007279289826568356,0.4753672326884273,0.2857081008835121,0.11513912756167692,5.6405339802773004e-06,0.0011656419616190444,0.019396229047344175,1.7796476404115774e-07,1.9951165492118393e-09,2.9271506990379145e-14,0.002108804197964308,4.4269691341994955e-08,3.5470804809600084e-08,0.00041609073692691276,5.089592336544556e-08,1.7634025301222957e-08,4.001560926923195e-14,5.6135305603059024e-08,1.3626422000543616e-10,4.370938985533298e-09,1.4183909240967955e-08,2.4040456379869055e-15,2.2763047237912166e-14,1.3874308500109296e-05,2.1782465194454594e-11,0.0032907388400825704,0.0032171741911459144,0.00013315113493574907,3.335256757461915e-05,0.000912565751237112,0.0019544762595501636,0.024370744639784923,0.00012765995393833622,2.069591435696338e-05,0.00016823574823805773,0.0006684554437563899,0.0005972075182014246,0.020715105522849393,0.0008993799882548024,0.007224783253791081,2.9009073431861305e-08,0.007016953604347417,1.6279071134755887e-05,4.7025426971875716e-07,1.089121815514917e-11,7.147123855177792e-09,2.678359022022779e-05,0.0006573710035275279,1.668946240607892e-05,1.781968333379714e-12,5.7732875239115047e-08,0.0006374054388368952,0.00558028016493811,1.290783263759264e-07,1.1930975340902994e-08,0.002408131083675287,9.229721528763888e-07,6.664976693107078e-11,5.337582939035023e-07,1.2296545712257826e-10,2.6931287473879994e-07,1.0084277375664433e-08,2.6199002681370447e-06,4.507024618235021e-08,4.671946487111794e-08,5.276175522520671e-05,4.953369801151352e-05,1.265266964741499e-10,3.067859024154987e-11,1.1608530135572402e-12,4.597960661421078e-13,5.114483607317459e-05,3.0076381459878794e-08,1.021357962656408e-09
1.3287019875342029e-05,0.8365134537147529,0.0010412009137502555,0.0004201513720150424,0.0005415620906584447,0.02664801894532325,0.0,0.0,0.002869200939883331,0.0001399926189781611,0.02820213454129462,0.0005777416541374039,0.00027429433512277514,3.1787973609321376e-11,1.4890844380338478e-08,5.157874527833453e-07,0.0005072100566378355,0.0015727751135972382,2.3743452408819137e-05,5.6627542332623934e-09,4.8350006347711414e-08,2.1445240600264223e-11,1.1684555470352165e-07,3.704921026777313e-06,1.8765530415294955e-07,2.4361052386771613e-05,5.473208115139976e-10,7.238649807867638e-07,1.4218668383948104e-06,9.747803737781755e-09,2.518998149178171e-07,1.977516304425175e-10,3.7763449464976e-10,1.181588705464304e-07,3.76,0.0,0.16858464255156289,0.964027695985758,0.020192645010277697,0.0007359335629573306,0.47646241670287015,0.2856905041199323,0.11553961628353507,5.6113831895971956e-06,0.001165210024103327,0.019544774653619364,1.7933574085054998e-07,1.9932438512108274e-09,2.925123361942533e-14,0.002131699883078356,4.495821695402515e-08,3.6019940223899265e-08,0.0004203166616014995,5.168531610842659e-08,1.7678501848997526e-08,4.061231229527174e-14,5.700292617214394e-08,1.3837037028437219e-10,4.438498578621486e-09,1.4402918354862078e-08,2.4398940813158377e-15,2.31025099409812e-14,1.4094623138290397e-05,2.1844423482871668e-11,0.003344115220840695,0.003246743281774749,0.00013272619369222003,3.324038583130834e-05,0.0009084912645596435,0.00195566273564032,0.024505697641773138,0.00012793222731190688,2.075887616146284e-05,0.00016868174663088142,0.0006706651436560883,0.0005990821156270214,0.020909549442357813,0.0009052750936148165,0.007258390739452899,2.8861337216855027e-08,0.007104183344493066,1.642036371693714e-05,4.714356339689562e-07,1.0918549162870664e-11,7.119857550531288e-09,2.6923747327806185e-05,0.0006597876943009976,1.676225679667456e-05,1.7864368818136513e-12,5.799830211907023e-08,0.0006397384654384322,0.005625320076364543,1.2946933243736463e-07,1.1884393161650481e-08,0.0024373705281336435,9.313841588566336e-07,6.685255571008653e-11,5.377321513756906e-07,1.2409804782075048e-10,2.71461245731313e-07,1.0191010198158825e-08,2.643456846742076e-06,4.547364800888119e-08,4.697875690892201e-08,5.3319101116685516e-05,5.032873044085432e-05,1.280833318490962e-10,3.098248287062261e-11,1.1704191280025338e-12,4.63569948129282e-13,5.164505236085793e-05,3.035162640593008e-08,1.0316061046328766e-09
1.3343366415142552e-05,0.8367313944688394,0.0010436465190269831,0.000421635818703981,0.0005427140797744958,0.026832597157470526,0.0,0.0,0.0028765998748739112,0.00014125387707235022,0.028551480171220188,0.0005850476873754917,0.00027538827710296373,3.228223013417459e-11,1.5080776733659883e-08,5.202902871292532e-07,0.000510483842789337,0.0015915830011475538,2.4003166104309022e-05,5.7130650445029014e-09,4.958824486642045e-08,2.1959029928339444e-11,1.1803424190385361e-07,3.7660286065202187e-06,1.8928108044617954e-07,2.470628127560798e-05,5.609706356077513e-10,7.405128973177162e-07,1.4505641890323437e-06,9.897150484019667e-09,2.5383573417797574e-07,1.9991842168331881e-10,3.8424225524790626e-10,1.2037023128763447e-07,3.76,0.0,0.16745110426556975,0.9636693451987954,0.020387086894741304,0.0007439595333811672,0.4775527867519553,0.2856669027743192,0.11593870059672998,5.582382557653701e-06,0.001164776890751877,0.01969368851894175,1.8071017575135124e-07,1.9913542849293738e-09,2.9230351702223163e-14,0.002154654200748763,4.5653848566485475e-08,3.6574697621299746e-08,0.00042452779544074285,5.248281260708886e-08,1.7721134967755024e-08,4.121464955302125e-14,5.7879404689204955e-08,1.4049802415097357e-10,4.506747959023574e-09,1.4624159896252718e-08,2.476081013597099e-15,2.34451784251368e-14,1.4316696486198533e-05,2.1906023457821082e-11,0.003397961188758799,0.003276289767191396,0.00013229752164810055,3.312742679859597e-05,0.0009044115548606512,0.0019567428497294322,0.024639824183305178,0.0001281973928599483,2.0820835460451963e-05,0.0001691179430329995,0.0006728390988553727,0.0006009214356031195,0.02110431023102577,0.0009111267207213864,0.007291735464868346,2.8713601178254884e-08,0.007191694968411074,1.656159146716248e-05,4.725874194108355e-07,1.0945195383960464e-11,7.092420504430421e-09,2.706294167429142e-05,0.0006621616266658594,1.6833893998378344e-05,1.7907934184469345e-12,5.826072246670378e-08,0.0006420310533206692,0.005670274323369403,1.2985157626526162e-07,1.1837578346902545e-08,0.0024666097636389358,9.39796433349211e-07,6.705071335666111e-11,5.416924542762756e-07,1.2522740163424157e-10,2.7358421546107977e-07,1.0297957197696299e-08,2.6670271684869697e-06,4.587727332055601e-08,4.723646403897436e-08,5.387685943970955e-05,5.1130892290507724e-05,1.29647465426033e-10,3.1286202281163286e-11,1.179943411600173e-12,4.673271898708269e-13,5.214548493215392e-05,3.0626632040359593e-08,1.0418609724384473e-09
1.3399712954943075e-05,0.83694864771656,0.001046056331229053,0.00042310111632393155,0.0005438422462322102,0.027016773239661496,0.0,0.0,0.0028837552293239383,0.0001425008862447009,0.028902430705954208,0.000592391314161448,0.00027646899105759334,3.277850809352959e-11,1.527108974433132e-08,5.247797781180481e-07,0.0005137386027413689,0.0016104569056636742,2.4263507799746823e-05,5.763477978299171e-09,5.085021424550763e-08,2.2480919947280323e-11,1.1922135824911414e-07,3.8275732006779065e-06,1.908898280472588e-07,2.5053794409407948e-05,5.74834069779123e-10,7.574067477484853e-07,1.4795723001795353e-06,1.0047217327480234e-08,2.557641794852789e-07,2.0208103523541777e-10,3.9091060743995947e-10,1.2260249843932775e-07,3.76,0.0,0.16632449117491266,0.9633100212047445,0.02058192998926183,0.000752006406303491,0.478638372544925,0.2856373621457034,0.11633637227082998,5.553531717555042e-06,0.0011643425810410042,0.019842965961996254,1.8208802559069629e-07,1.9894481003404984e-09,2.920886948384236e-14,0.002177665111609636,4.635660551053665e-08,3.713509157628478e-08,0.00042872346628092234,5.328843416207125e-08,1.7761939333546005e-08,4.182262713278111e-14,5.8764763738667586e-08,1.4264723643992443e-10,4.5756888858282545e-09,1.4847639505251413e-08,2.5126068013962138e-15,2.379105616414672e-14,1.4540518145586385e-05,2.1967264391936308e-11,0.0034522750764884955,0.0033058111742423706,0.000131865267987564,3.301372620399028e-05,0.0009003275776354998,0.0019577179467635637,0.024773121163898165,0.00012845551163399928,2.08817986847577e-05,0.00016954440639476435,0.0006749775139146057,0.0006027256914060857,0.021299378913434808,0.000916934781795485,0.007324817247782179,2.85658963189198e-08,0.007279481703794802,1.67027469763474e-05,4.737098530136443e-07,1.0971162091032414e-11,7.064821145248385e-09,2.720117185552254e-05,0.000664493010861583,1.6904377569560557e-05,1.7950388061336629e-12,5.852014061862044e-08,0.0006442833507804625,0.005715140435396462,1.302251052549004e-07,1.1790544156933817e-08,0.0024958445471453764,9.482081733702441e-07,6.724427047353501e-11,5.456389897930768e-07,1.2635343844865616e-10,2.7568152653013894e-07,1.040511111163541e-08,2.6906099827310527e-06,4.628110086414072e-08,4.749258022578185e-08,5.443497888205671e-05,5.1940169099083485e-05,1.312190206122715e-10,3.158971891636619e-11,1.1894249744160204e-12,4.710674439601184e-13,5.264610341958728e-05,3.090138083738272e-08,1.052121885843286e-09
1.3456059494743599e-05,0.837165214661396,0.0010484307227697253,0.000424547368423538,0.0005449468005994986,0.0272005404281733,0.0,0.0,0.002890669224777656,0.0001437333766130617,0.02925496814204071,0.0005997721962173697,0.0002775365374926421,3.327673833502606e-11,1.5461761311941383e-08,5.292555157115772e-07,0.0005169742256518939,0.0016293953194808468,2.4524459008826666e-05,5.813990779383982e-09,5.2136180662039544e-08,2.3010950389299536e-11,1.2040678851627166e-07,3.8895498379010305e-06,1.9248132249516987e-07,2.5403577696781986e-05,5.889116572786037e-10,7.745474356850901e-07,1.5088897829474225e-06,1.0197987090503904e-08,2.576849772939692e-07,2.0423921109778332e-10,3.976393035604981e-10,1.2485554807098074e-07,3.76,0.0,0.16520477724147764,0.9629497399856874,0.020777164602914806,0.0007600736985111257,0.4797192036073102,0.2856019471457705,0.11673262332288903,5.52483029470507e-06,0.0011639071142867802,0.01999260228667395,1.834692470658763e-07,1.987525545504355e-09,2.9186795127961244e-14,0.0022007305803108702,4.706650646546695e-08,3.7701136143305704e-08,0.00043290301389550465,5.410220132447139e-08,1.7800931147357643e-08,4.243625050786727e-14,5.965902508362168e-08,1.4481805999497595e-10,4.645323054284539e-09,1.5073362614835834e-08,2.54947177273296e-15,2.4140146276622758e-14,1.4766077499151262e-05,2.2028145619527995e-11,0.003507055170238389,0.0033353050615263636,0.00013142957934146008,3.289931908345025e-05,0.00089624026183832,0.001958589369524735,0.02490558569406992,0.00012870664507797804,2.0941772353046578e-05,0.00016996120690533197,0.0006770805985559359,0.0006044951014095423,0.021494746606063785,0.0009226992033510604,0.00735763594191052,2.841825271340083e-08,0.007367536819869831,1.6843822926152983e-05,4.7480316531606694e-07,1.0996454612126677e-11,7.037067799995082e-09,2.733843667157356e-05,0.0006667820643213693,1.6973711345887378e-05,1.7991739169239117e-12,5.877655683553408e-08,0.0006464955139036738,0.005759915995037135,1.305899682896135e-07,1.1743303571298992e-08,0.0025250706809349,9.566185825484383e-07,6.74332581115658e-11,5.49571550946827e-07,1.2747598647598984e-10,2.777529380986599e-07,1.0512464961775259e-08,2.7142040549318886e-06,4.668510964621791e-08,4.774709984053979e-08,5.4993408577431775e-05,5.275654565691794e-05,1.3279792288564013e-10,3.189300355363008e-11,1.1988629521178656e-12,4.747903710846563e-13,5.314687777080205e-05,3.117585535133701e-08,1.0623881729778622e-09
1.3512406034544122e-05,0.8373810965281885,0.0010507700648318984,0.00042597468097378373,0.0005460279557992628,0.02738389214266215,0.0,0.0,0.002897344134715499,0.0001449510896213741,0.029609074500621876,0.0006071899947902548,0.0002785909787217827,3.3776851950912114e-11,1.565276953030981e-08,5.337170997597679e-07,0.0005201906065786613,0.0016483967366971864,2.4786001348894357e-05,5.864601197692203e-09,5.344640986361094e-08,2.3549159964508444e-11,1.215904197767376e-07,3.951953504893307e-06,1.940553514332961e-07,2.5755616913600858e-05,6.032039004998575e-10,7.919358319360038e-07,1.5385151934369006e-06,1.0349442584336059e-08,2.595979586243827e-07,2.0639269314633724e-10,4.044280880229143e-10,1.2712925348037527e-07,3.76,0.0,0.16409193619885334,0.9625885173936783,0.020972781123309737,0.0007681609312489066,0.48079530928117253,0.28556072229430735,0.11712744601569436,5.496277906918756e-06,0.001163470509652328,0.020142592783273523,1.8485379673555203e-07,1.9855868664396044e-09,2.916413675749855e-14,0.0022238485760878073,4.778356945695379e-08,3.8272844855585854e-08,0.0004370657901118864,5.4924133894035985e-08,1.783812598770971e-08,4.305552457281852e-14,6.056220966432729e-08,1.4701054565909717e-10,4.715652095433742e-09,1.530133445041973e-08,2.586676222522199e-15,2.449245155646178e-14,1.4993363714964151e-05,2.208866651275593e-11,0.0035622997110750145,0.003364769019616249,0.00013099059980736907,3.2784239789845054e-05,0.0008921505104276534,0.001959358458128129,0.02503721509123492,0.0001289508550049879,2.1000763069195066e-05,0.00017036841594800687,0.0006791485675118423,0.0006062298889187529,0.02169040451704618,0.0009284199257804159,0.007390191436042812,2.8270699522858723e-08,0.007455853628516994,1.6984812089962082e-05,4.758675902786048e-07,1.1021078383121152e-11,7.0091685811824005e-09,2.7474735125020222e-05,0.0006690290114198778,1.704189943193009e-05,1.8031996405973128e-12,5.902997731364011e-08,0.0006486677063650689,0.005804598637383951,1.3094621570854155e-07,1.169586930133808e-08,0.002554284013593404,9.650268712970365e-07,6.7617708215096e-11,5.534899365084074e-07,1.2859498563391298e-10,2.797982256512206e-07,1.0620011565250303e-08,2.7378081665401907e-06,4.7089278963059264e-08,4.800001765324111e-08,5.555209811301911e-05,5.358000601526836e-05,1.3438409515817722e-10,3.219602733539218e-11,1.208256505085324e-12,4.78495643677818e-13,5.364777824856167e-05,3.1450038556647884e-08,1.07265916648456e-09
1.3568752574344646e-05,0.8375962945628738,0.001053074727377945,0.0004273831623042268,0.0005470859270244885,0.027566821983678866,0.0,0.0,0.0029037822815791473,0.00014615377803048958,0.02996473183126159,0.0006146443707523156,0.0002796323788179411,3.4278780317412896e-11,1.5844092696417485e-08,5.381641400144833e-07,0.0005233876463431942,0.0016674596535981132,2.504811654770085e-05,5.91530698882714e-09,5.4781167122056875e-08,2.409558636153464e-11,1.2277214140625195e-07,4.014779148925954e-06,1.9561171445714007e-07,2.6109897708407183e-05,6.17711261296143e-10,8.095727745789982e-07,1.568447033857657e-06,1.0501566615303873e-08,2.6150295908320806e-07,2.0854123225073473e-10,4.112766974948987e-10,1.294234852756338e-07,3.76,0.0,0.16298594155894236,0.9622263691502071,0.021168770017831764,0.0007762676302618593,0.48186671872537956,0.2855137517148273,0.11752083285593729,5.46787416460755e-06,0.001163032786138273,0.020292932729693156,1.8624163103088467e-07,1.9836323072439614e-09,2.9140902408481565e-14,0.0022470170733199786,4.850781185558132e-08,3.885023072415949e-08,0.00044121115891512314,5.575425091764458e-08,1.7873541044053268e-08,4.368045360214817e-14,6.147433759651054e-08,1.4922474227698656e-10,4.786677576244498e-09,1.55315600295147e-08,2.6242204065519306e-15,2.4847974439584278e-14,1.5222365750903228e-05,2.2148826507368354e-11,0.0036180068962219946,0.0033942006712641957,0.00013054847097051302,3.266852200208424e-05,0.0008880592009060912,0.0019600265495401392,0.025168006875636806,0.00012918820357461655,2.1058777519076338e-05,0.0001707661060561,0.0006811816403752155,0.000607930282007799,0.021886343945911997,0.0009340969029468789,0.00742248365316699,2.8123265019779094e-08,0.00754442548534889,1.7125707333866466e-05,4.769033651387945e-07,1.1045038885196539e-11,6.981131500434276e-09,2.761006641864175e-05,0.0006712340832249397,1.7108946192912283e-05,1.8071168739412596e-12,5.928040312893113e-08,0.0006508000992305448,0.0058491860493880546,1.3129389924668777e-07,1.1648253785932292e-08,0.0025834804409410506,9.734322569814458e-07,6.779765306346186e-11,5.573939509171834e-07,1.2971025363926864e-10,2.818171807538881e-07,1.072774407493748e-08,2.7614211149492936e-06,4.749358836475914e-08,4.825132882485462e-08,5.6110997536742326e-05,5.441053349515227e-05,1.3597746286618223e-10,3.2498761741542494e-11,1.2176048192048113e-12,4.821829422838863e-13,5.4148775430968375e-05,3.17239134710892e-08,1.0829342078858778e-09
1.3625099114145169e-05,0.8378108100322922,0.0010553450790170321,0.0004287729233065872,0.0005481209319564157,0.02774932375194242,0.0,0.0,0.0029099860393413707,0.00014734120726703676,0.030321922219979175,0.0006221349846492952,0.0002806608037772491,3.4782455169988495e-11,1.6035709339277646e-08,5.425962569270198e-07,0.0005265652520743585,0.0016865825694215456,2.531078646426488e-05,5.966105914900805e-09,5.614071712074495e-08,2.465026612658229e-11,1.2395184526425476e-07,4.07802167595277e-06,1.9715022366878966e-07,2.6466405593251886e-05,6.324341570469585e-10,8.274590650341607e-07,1.598683747251216e-06,1.0654341992299131e-08,2.633998192749464e-07,2.1068458369296059e-10,4.181848602266196e-10,1.3173811114214763e-07,3.76,0.0,0.16188676659247023,0.9618633108294795,0.021365121844891845,0.0007843933263987433,0.4829334608934813,0.28546109908094625,0.11791277662187755,5.439618670009799e-06,0.0011625939625719741,0.020443617391306724,1.8763270625327658e-07,1.9816621096981283e-09,2.911710007284839e-14,0.002270234052816632,4.923925029934013e-08,3.94333061799865e-08,0.0004453384980516209,5.6592570600895606e-08,1.790719282613092e-08,4.431104122689885e-14,6.239542808181546e-08,1.5146069647014878e-10,4.858400992336396e-09,1.576404413973325e-08,2.662104543876141e-15,2.5206717001087162e-14,1.545307233424481e-05,2.2208625078811563e-11,0.0036741748752131486,0.003423597675577876,0.00013010333172512985,3.255219868701172e-05,0.0008839671829433204,0.0019605949766291196,0.025297958790399273,0.00012941875326493902,2.1115822469312017e-05,0.00017115435097347012,0.0006831800419982687,0.0006095965139128782,0.02208255629452311,0.0009397301033534552,0.007454512553652931,2.7975976509367763e-08,0.007633245796295828,1.7266501627183358e-05,4.77910730694639e-07,1.106834171147667e-11,6.952964353606548e-09,2.774442996471386e-05,0.0006733975180269895,1.71748562670624e-05,1.8109265326868503e-12,5.952784189363373e-08,0.0006528928716051793,0.005893675975506909,1.316330721715527e-07,1.1600469185063031e-08,0.0026126559128596956,9.818339649637035e-07,6.797312588695862e-11,5.612834047984844e-07,1.308217418363218e-10,2.8380961178037444e-07,1.0835655415247089e-08,2.7850417152745215e-06,4.789801772097876e-08,4.850102894592907e-08,5.6670057422083565e-05,5.524811060916221e-05,1.3757794866787163e-10,3.280117865656423e-11,1.2269071073941368e-12,4.858519597212518e-13,5.4649840250604444e-05,3.1997463572437866e-08,1.0932126438650175e-09
1.3681445653945692e-05,0.8380246442132704,0.0010575814873630637,0.000430144076542391,0.00054913318979756,0.027931391380345474,0.0,0.0,0.0029159578140264225,0.00014851315124250771,0.030680627780419717,0.0006296614968912164,0.0002816763208388575,3.528780850145993e-11,1.6227598153600864e-08,5.470130786825114e-07,0.0005297233350227996,0.001705763985743084,2.5573993052079465e-05,6.0169957439338376e-09,5.7525324107710455e-08,2.5213235040009255e-11,1.2512942517647554e-07,4.141675966368173e-06,1.9867070106799112e-07,2.682512599339294e-05,6.473729747662149e-10,8.45595480194537e-07,1.629223737903886e-06,1.0807751520905493e-08,2.65288383446915e-07,2.128225082022786e-10,4.251522988899188e-10,1.3407299687469887e-07,3.76,0.0,0.16079438441415517,0.9614993579064858,0.021561827225016605,0.0007925375539601645,0.48399556460148846,0.28540282776063347,0.11830327027238992,5.411511020025026e-06,0.0011621540576570075,0.02059464202611498,1.8902697862629824e-07,1.97967651412562e-09,2.909273766683099e-14,0.0022934975001781405,4.9977900932232504e-08,4.0022083252143685e-08,0.0004494471945774574,5.743911058125009e-08,1.7939099088984614e-08,4.494729060345009e-14,6.332549968672351e-08,1.5371845332325737e-10,4.93082379007356e-09,1.5998791406856854e-08,2.7003288234501586e-15,2.556868104160243e-14,1.5685472041334253e-05,2.226806175476782e-11,0.003730801766717731,0.0034529577162238563,0.0001296553189672751,3.243530224399202e-05,0.000879875287836988,0.0019610650691232914,0.025427068724829718,0.00012964256687782101,2.1171904763229304e-05,0.000171533225287839,0.0006851440006416441,0.0006112288211944137,0.022279033033160443,0.0009453195049870844,0.007486278122213033,2.782886061839897e-08,0.007722308001993989,1.740718801296381e-05,4.788899299055594e-07,1.1090992481821861e-11,6.924674840777975e-09,2.7877825349960516e-05,0.0006755195587670072,1.72396344946149e-05,1.8146295361880417e-12,5.977229705237117e-08,0.000654946207848306,0.005938066198122696,1.3196378872677656e-07,1.1552527422536244e-08,0.0026418064163588714,9.902312261146123e-07,6.814416009327782e-11,5.651581132382346e-07,1.319292947927221e-10,2.857753403328855e-07,1.0943738792749403e-08,2.808668794561063e-06,4.830254709562185e-08,4.8749113888907326e-08,5.7229228701264954e-05,5.609271933475373e-05,1.3918547728823998e-10,3.310325026584989e-11,1.236162602009568e-12,4.89502395664045e-13,5.515094387830962e-05,3.2270672387159265e-08,1.1034938278164206e-09
