Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66)
1.7738761109458439e-19,0.7216899956425202,5.7157337975950454e-24,5.836570785444442e-25,2.4499965345191638e-36,4.202058153835561e-36,0.0,0.0,5.201969913732301e-19,4.41937138125488e-34,1.6769067059447144e-46,1.0302699478045354e-65,3.267126283370261e-49,1.0273573602035774e-94,1.819889224121981e-74,8.472489528289807e-74,5.977231412192376e-75,6.394257631199693e-33,8.37323807777334e-104,4.849322128868331e-64,1.8001064051395974e-99,4.2987270080067344e-117,3.345006171153823e-77,1.81777655676538e-83,4.213849428376758e-53,9.791019625580097e-106,6.548574650047107e-106,7.468039425449481e-121,1.1112186145820512e-160,1.149368940603221e-129,6.078920571894625e-52,7.29316403977367e-137,4.150135213213484e-114,6.926453776261286e-136,3.76,0.0,0.6646388805292947,0.9999999999996148,1.1388453262763758e-48,1.7557452458895303e-105,4.022172891990868e-15,2.5235946151680384e-15,7.499999509808429e-16,7.485783258419734e-16,3.8516755137747616e-13,5.129209867497066e-31,2.43999352833181e-48,1.1863368873630213e-29,6.874743453763255e-38,2.703924552534617e-32,2.6937406231952332e-79,2.1593478553713897e-77,5.012668624194799e-35,2.149933642468886e-79,1.1178721862133716e-36,1.001433568833424e-94,1.7167977564253058e-77,1.2040644879463713e-80,2.2501348194273127e-79,1.0529499877560254e-77,6.842424034799759e-96,6.331082214266295e-95,8.374511002671424e-92,1.7270869538514877e-37,6.394257631199693e-33,6.235240130922298e-49,3.9852092923919206e-19,1.216817778653789e-19,1.3501271847069569e-30,7.425436351136505e-44,5.8526163714296394e-31,6.309577227281826e-32
3.549293382717879e-19,0.7216899956425208,1.143643463645469e-23,1.1678212441421764e-24,9.80637127296834e-36,1.68191849523133e-35,0.0,0.0,1.0408459349541722e-18,1.768900273922299e-33,1.342544995973709e-45,1.6497742599756903e-64,2.6156875799245522e-48,3.291497188715173e-93,2.915211653869105e-73,1.3567243579866616e-72,9.572266648567772e-74,2.559369444721772e-32,5.367577621665487e-102,7.767944886282111e-63,1.1539396352165317e-97,5.511380138677795e-115,5.358238759612348e-76,5.824066462554852e-82,3.373641744277845e-52,6.27728086580608e-104,4.1984638850130524e-104,9.576887311488622e-119,5.703043335782027e-158,1.474058337559108e-127,4.8668327025348526e-51,1.8712925805761875e-134,5.322960705665555e-112,1.7772015123212483e-133,3.76,0.0,0.6646388805292907,0.9999999999992293,9.11768750405283e-48,1.125211662120095e-103,8.047840286928698e-15,5.049381753998856e-15,1.500651509221838e-15,1.4978070237079525e-15,7.706697398339069e-13,2.0530206577037665e-30,1.9534784432185531e-47,4.7484392308085033e-29,2.751688990837289e-37,1.082274484218933e-31,8.633485842711143e-78,6.920747665961338e-76,2.0063737892470148e-34,6.89057495363123e-78,4.474402004872921e-36,6.419386266874679e-93,5.5023668540982986e-76,3.85904775691788e-79,7.211721478843496e-78,3.374723137861458e-76,4.38612847080423e-94,4.058348300343577e-93,5.368226371857045e-90,6.912849270721908e-37,2.5593694447217725e-32,4.9919854666446676e-48,7.97388097338266e-19,2.4346927404070955e-19,5.404027271774564e-30,5.944864069963859e-43,2.3425717844039606e-30,2.525475214227623e-31
7.100127926261949e-19,0.721689995642522,2.287783978405023e-23,2.3361495756500008e-24,3.9238260559888055e-35,6.729865947501014e-35,0.0,0.0,2.082143822115283e-18,7.077905194992482e-33,1.0744440238525788e-44,2.6407132270054966e-63,2.0933450257215948e-47,1.0539122576258386e-91,4.66705212995583e-72,2.171660269057798e-71,1.532258812996937e-72,1.0240811516858914e-31,3.4380382245182175e-100,1.2435940137848447e-61,7.391209242798843e-96,7.06033919861291e-113,8.578169484162166e-75,1.864851150991746e-80,2.6999387151817927e-51,4.02099232630801e-102,2.6893795866075097e-102,1.2269818133012967e-116,2.9234460672819274e-155,1.8886311355705092e-125,3.8949452935504673e-50,4.795947457609254e-132,6.820302333284177e-110,4.554800976234126e-131,3.76,0.0,0.6646388805292825,0.9999999999984582,7.296921415820064e-47,7.206270078726838e-102,1.6099175076804267e-14,1.01009560319752e-14,3.0019546257180513e-15,2.9962644191108065e-15,1.5416741160335986e-12,8.214756814346565e-30,1.5633764566010895e-46,1.8999942037365741e-28,1.1010340200094908e-36,4.330507665714753e-31,2.764879799817854e-76,2.216374214671281e-74,8.028108583270159e-34,2.2067113857897692e-76,1.790343620620252e-35,4.111677666905092e-91,1.7621367811726175e-74,1.235862707429073e-77,2.3095587817273795e-76,1.0807574131557934e-74,2.809356802335967e-92,2.59941050072292e-91,3.4383998064463736e-88,2.7660405781980908e-36,1.024081151685892e-31,3.99510636840062e-47,1.5951224335324628e-18,4.870442663832591e-19,2.162314815825495e-29,4.757698023818188e-42,9.373338478566496e-30,1.0105190440986335e-30
1.4201797013350088e-18,0.721689995642524,4.576066395874629e-23,4.6728062399150894e-24,1.5697860928639966e-34,2.6923855347312848e-34,0.0,0.0,4.1647395964344106e-18,2.8316229635020374e-32,8.597184650824137e-44,4.22600090774688e-62,1.6749940743624117e-46,3.373533471337117e-90,7.469456795598792e-71,3.475377685555125e-70,2.4521713440797328e-71,4.096991452254248e-31,2.20123739883386e-98,1.9903288772891884e-60,4.73229443170353e-94,9.040932377968451e-111,1.3729065957140294e-73,5.969364176387298e-79,2.160361189094506e-50,2.5745660859299934e-100,1.7219593766602506e-100,1.5712668834467416e-114,1.49769804348027e-152,2.418624023070589e-123,3.11654801594702e-49,1.2284592449239648e-129,8.734413814153177e-108,1.1666907286661746e-128,3.76,0.0,0.6646388805292665,0.9999999999969162,5.838646367527235e-46,4.613586771093504e-100,3.220184465655502e-14,2.0204104589186725e-14,6.00456085876737e-15,5.993179208600096e-15,3.083682865580303e-12,3.2864376388076217e-29,1.2509386969020979e-45,7.601214005356134e-28,4.4048530270175684e-36,1.7324850528430443e-30,8.851079734383401e-75,7.095174575856247e-73,3.211766195062954e-33,7.064241435614625e-75,7.162540290798642e-35,2.6325207019495753e-89,5.641045635186995e-73,3.9563091899430724e-76,7.393481967043969e-75,3.4597778976379896e-73,1.7987037260408006e-90,1.6642846326440463e-89,2.2014514308732743e-86,1.106596688755737e-35,4.096991452254251e-31,3.196692424604722e-46,3.1905911059050526e-18,9.741942510359112e-19,8.650667277883333e-29,3.806881280564741e-41,3.749945746491562e-29,4.0427341870974915e-30
2.8405135187526366e-18,0.7216899956425283,9.152636782615836e-23,9.346119573443023e-24,6.2796567465080434e-34,1.0770426112783377e-33,0.0,0.0,8.329931145060294e-18,1.1327413690647656e-31,6.878400779064488e-43,6.762289338157793e-61,1.3401224963780143e-45,1.0796935562680029e-88,1.1952875914261702e-69,5.561181484895915e-69,3.923920550376434e-70,1.638929961849477e-30,1.4090779515273343e-96,3.1849890442188053e-59,3.0292844177865484e-92,1.1574765700440916e-108,2.1969713081871558e-72,1.910491071977601e-77,1.728453057816469e-49,1.6480843204989066e-98,1.1022961248191231e-98,2.0116890811794773e-112,7.670503614597765e-150,3.0965921233408227e-121,2.493475153772668e-48,3.145748139947318e-127,1.1182883751115323e-105,2.9875758821293875e-126,3.76,0.0,0.6646388805292343,0.9999999999938323,4.6713615280719776e-45,2.953199700066859e-98,6.440718381605502e-14,4.041040170864511e-14,1.2009773325093574e-14,1.1987008782313008e-14,6.167700353262997e-12,1.314682045893543e-28,1.0008459804124664e-44,3.0407330509360528e-27,1.7620846084238137e-35,6.930504229647437e-30,2.832899937489403e-73,2.2709002907304126e-71,1.2848110394532682e-32,2.2609997608026142e-73,2.865249298527145e-34,1.6851483608480006e-87,1.805487946400053e-71,1.2662667591831557e-74,2.3663773524594802e-73,1.1073456403746252e-71,1.1513993535002727e-88,1.065354022900533e-87,1.4092091570377653e-84,4.426749758350736e-35,1.6389299618494802e-30,2.557596900866348e-45,6.381528450587018e-18,1.948494220211427e-18,3.460548533963556e-28,3.0457941998140135e-40,1.5001003782540515e-28,1.6172252864829146e-29
5.681181153587892e-18,0.721689995642537,1.830579976330622e-22,1.8692746260489922e-23,2.5119659754306834e-33,4.308351726109235e-33,0.0,0.0,1.6660314242262555e-17,4.531149850137927e-31,5.502981867993958e-42,1.0820213298041243e-59,1.0721488974278267e-44,3.455283395405868e-87,1.912601695907756e-68,8.898352509394637e-68,6.278631764668173e-69,6.555986637571185e-30,9.019016901569867e-95,5.0963527753336636e-58,1.9389407852669342e-90,1.481723085783273e-106,3.5154143025603014e-71,6.11404274639297e-76,1.3828280959453613e-48,1.0548898489637036e-96,7.055470123134648e-97,2.5752613478886127e-110,3.927885154272122e-147,3.964121195511655e-119,1.9948748297353752e-47,8.054259767651881e-125,1.4315905346943218e-103,7.64928126746055e-124,3.76,0.0,0.6646388805291699,0.9999999999876642,3.7372681139122055e-44,1.890209677900995e-96,1.28817862135049e-13,8.082299596770327e-14,2.402019825865625e-14,2.3974667908676154e-14,1.2335735282985517e-11,5.258942173035264e-28,8.007147956630505e-44,1.21634270636693e-26,7.04862522321226e-35,2.7723145035274314e-29,9.066167016995753e-72,7.26759208758837e-70,5.139453301164452e-32,7.235907371590874e-72,1.1461463606641036e-33,1.0786021999892071e-85,5.778126837979226e-70,4.0524501984322477e-73,7.57314865659897e-72,3.5438528271890243e-70,7.369688649082105e-87,6.818943774689638e-86,9.019835521675212e-83,1.7707741567474263e-34,6.555986637571212e-30,2.046174715586152e-44,1.2763403139698088e-17,3.897094158043306e-18,1.3842757400240235e-27,2.4367510359621075e-39,6.000645680631098e-28,6.469164379639194e-29
1.1362516423258403e-17,0.7216899956425541,3.661221455351883e-22,3.7385999714547844e-23,1.0048076844439069e-32,1.7233805312529644e-32,0.0,0.0,3.332108043646909e-17,1.8124968154764583e-30,4.402490006967484e-41,1.7312781621250756e-58,8.577394831790707e-44,1.105735132331485e-85,3.060282149518444e-67,1.4237734865772208e-66,1.0046103507108703e-67,2.622448029036565e-29,5.7724679874041545e-93,8.154460702139349e-57,1.2409877821146809e-88,1.8967066805383577e-104,5.624882530459009e-70,1.956569103056431e-74,1.1062887430460918e-47,6.751666157508651e-95,4.5157489111471714e-95,3.296526367977688e-108,2.0112286373822624e-144,5.0743871366479875e-117,1.5959377558922409e-46,2.062038016591462e-122,1.8325520143453845e-101,1.958356109190034e-121,3.76,0.0,0.6646388805290411,0.9999999999753281,2.989887822981279e-43,1.2097866600053795e-94,2.5763921877301273e-13,1.6164818456638514e-13,4.804104812942267e-14,4.7949986077151735e-14,2.4671804959859098e-11,2.1036196687490595e-27,6.4058704170431345e-43,4.8654697549875336e-26,2.8195074354667002e-34,1.1089483673438506e-28,2.901315438997349e-70,2.3257432599036724e-68,2.0558231603200554e-31,2.3156037060331086e-70,4.5846787520329506e-33,6.90339731904823e-84,1.849091059593709e-68,1.2968475296998842e-71,2.4235261921693262e-70,1.1340883927403386e-68,4.7168352499490757e-85,4.364341009155774e-84,5.77298182473924e-81,7.083258337777875e-34,2.622448029036587e-29,1.636978659829008e-43,2.5527152516908784e-17,7.79429403163045e-18,5.5372156139471415e-27,1.9494471001102729e-38,2.4003071063299045e-27,2.587718400372259e-28
2.2725186962599428e-17,0.7216899956425883,7.322539944927116e-22,7.477250694252029e-23,4.0192784350205075e-32,6.893630479141833e-32,0.0,0.0,6.664261282409016e-17,7.250061013317262e-30,3.5220338301768884e-40,2.7700803019242003e-57,6.8619974004748184e-43,3.5384376279596747e-84,4.896566803705695e-66,2.2780676093400436e-65,1.607401757511935e-66,1.0489898985301182e-28,3.694478946822466e-91,1.3047374156147296e-55,7.942558522662767e-87,2.4278573559668173e-102,9.00002447453816e-69,6.261141876411271e-73,8.850415102317961e-47,4.3211854534575695e-93,2.8901587286693042e-93,4.219677206186502e-106,1.029788932962973e-141,6.4954221038808785e-115,1.2767653752064603e-45,5.2790112878863715e-120,2.345740944472072e-99,5.013575871652904e-119,3.76,0.0,0.6646388805287834,0.9999999999506559,2.391942428903969e-42,7.742811033075846e-93,5.152819320488435e-13,3.2329856208601087e-13,9.608274788551981e-14,9.590062207710006e-14,4.934394358332044e-11,8.41456428187468e-27,5.124757158895924e-42,1.9462076526932636e-25,1.1278144333309207e-33,4.435838627223114e-28,9.284436801869168e-69,7.442560508680393e-67,8.223376405248588e-31,7.410113471141512e-69,1.8338901830221594e-32,4.4182841541208015e-82,5.9172361566673163e-67,4.1500137195538e-70,7.755473841208552e-69,3.629171644339459e-67,3.018849619751413e-83,2.7932477019060593e-82,3.694800318971258e-79,2.833346238651352e-33,1.0489898985301362e-28,1.3095984963979688e-42,5.105465126728441e-17,1.5588693770498285e-17,2.2149087757242825e-26,1.5595761883285408e-37,9.601326091824902e-27,1.0350978906162081e-27
4.545052804128148e-17,0.7216899956426569,1.4645319050208243e-21,1.4954552267789183e-22,1.6077250001637155e-31,2.7574968000549185e-31,0.0,0.0,1.3328567759616432e-16,2.9000391556047486e-29,2.8176438245197034e-39,4.432156723476252e-56,5.489630651426512e-42,1.1323264337502106e-82,7.834689312616001e-65,3.64493381783777e-64,2.571871055811379e-65,4.195981064197571e-28,2.3645104175369754e-89,2.087598834960417e-54,5.0833870854287455e-85,3.1078331367653456e-100,1.4400375689331701e-67,2.00358476193072e-71,7.08037429153472e-46,3.654261034191582e-91,2.4440958550711817e-91,7.782259980323656e-104,7.730948664818661e-139,1.1979413758165486e-112,1.0214183899207436e-44,2.9204105248128548e-117,5.256093360029708e-97,2.7742977624086614e-116,3.76,0.0,0.664638880528268,0.9999999999013116,1.9135713512454686e-41,4.955470935861375e-91,1.030567358600118e-12,6.465993184143103e-13,1.9216614745597127e-13,1.9180189272898534e-13,9.868821790910007e-11,3.365842839839055e-26,4.099830063389918e-41,7.784869829290316e-25,4.511280570160378e-33,1.7743445029631966e-27,3.4420419993285425e-67,2.7591985353606973e-65,3.289367381779741e-30,2.7471696089596413e-67,7.335598258013591e-32,3.268999062807326e-80,2.1937113369901075e-65,1.538544738513302e-68,2.8752058723139677e-67,1.3454516207705023e-65,2.2335857465310745e-81,2.0666674608373313e-80,2.7337081159907495e-77,1.1333555250938776e-32,4.195981064197716e-28,1.047685045986674e-41,1.0210964875185258e-16,3.1177493215008127e-17,8.859680156785844e-26,1.2476683531395268e-36,3.8405499681027465e-26,4.140412628855281e-27
9.090121019864557e-17,0.7216899956427939,2.92914457652916e-21,2.9909155926634527e-22,6.430959946363353e-31,1.1030259917156168e-30,0.0,0.0,2.665718071276408e-16,1.160018612247962e-28,2.2541218124700235e-38,7.091473497675972e-55,4.3917178005030087e-41,3.623551639031379e-81,1.2535875792385344e-63,5.831918745614342e-63,4.115036672567018e-64,1.6783967966248406e-27,1.513309970978012e-87,3.340173332124798e-53,3.253472265850523e-83,3.978154980078783e-98,2.3041290408388565e-66,6.411502483661521e-70,5.664316551108266e-45,2.3476281346923886e-89,1.570173988957191e-89,9.98517073960256e-102,3.969889721975367e-136,1.5370496051097478e-110,8.171371822757871e-44,7.492048337908021e-115,6.750376035089071e-95,7.117201667049314e-114,3.76,0.0,0.6646388805272373,0.9999999998026229,1.5308713080026975e-40,3.171540021488002e-89,2.0611382117011192e-12,1.2932008362271012e-12,3.843329468299027e-13,3.8360442864071064e-13,1.973767548760884e-10,1.3463405658709203e-25,3.2798737948636102e-40,3.113955548992864e-24,1.8045167301985845e-32,7.097396279754788e-27,1.1061692409173111e-65,8.867236970345314e-64,1.3157503701051368e-29,8.82858117606708e-66,2.934246937479769e-31,2.1054085867932983e-78,7.049930654033392e-64,4.944422046388439e-67,9.240051180123079e-66,4.323878196101982e-64,1.4385475357221095e-79,1.3310433285416666e-78,1.7606529951970515e-75,4.533523750846166e-32,1.6783967966249557e-27,8.381505706055308e-41,2.0421964365625649e-16,6.235509197112454e-17,3.5438810682299887e-25,9.9813764212201e-36,1.5362238919121829e-25,1.656169269119267e-26
1.8180257451337374e-16,0.7216899956430682,5.858597321353049e-21,5.9818365291411945e-22,2.5724221223794154e-30,4.412305310317435e-30,0.0,0.0,5.331440661399066e-16,4.640080348561974e-28,1.8033002290112255e-37,1.1346376261073824e-53,3.513379851195183e-40,1.1595965424856818e-79,2.005845389034925e-62,9.331103376931936e-62,6.584160810642958e-63,6.71359654376749e-27,9.685389629530257e-86,5.3442895540716174e-52,2.0823360060365363e-81,5.092315654019884e-96,3.686801194461732e-65,2.0516859649594445e-68,4.531460462373536e-44,1.5025767751902326e-87,1.0049738376403801e-87,1.2781319287700786e-99,2.0326669954614346e-133,1.9674919840358467e-108,6.537107890441022e-43,1.9180105283381012e-112,8.640734473334277e-93,1.8220474678027202e-111,3.76,0.0,0.6646388805251758,0.9999999996052455,1.2247143591952566e-39,2.029818689070087e-87,4.122279917896931e-12,2.5864038924774505e-12,7.686665465098798e-13,7.672094788959813e-13,3.947537820717925e-10,5.3853691594406385e-25,2.62390294893393e-39,1.2455835618988349e-23,7.218075403128548e-32,2.83896229645745e-26,3.540222687349273e-64,2.837900865873082e-62,5.263008742812243e-29,2.82553033580426e-64,1.1737004051065905e-30,1.34777407997552e-76,2.2562839482666418e-62,1.5824300497864198e-65,2.9572184985987246e-64,1.383828782732801e-62,9.208839751529997e-78,8.520653371383655e-77,1.1270794925051796e-73,1.8134839033477326e-31,6.713596543768409e-27,6.705215248294488e-40,4.0843963320613494e-16,1.2471028895174423e-16,1.4175542241714122e-24,7.985112953194604e-35,6.144903364102263e-25,6.624685545958282e-26
3.636053031428301e-16,0.7216899956436167,1.1718412418219875e-20,1.196367922093352e-21,1.0289974014697412e-29,1.7650798328665492e-29,0.0,0.0,1.0662885839616885e-15,1.856033318980618e-27,1.4426414194463683e-36,1.8154218462096535e-52,2.8107066037377355e-39,3.71107991444461e-78,3.209678491797695e-61,1.4929835916076305e-60,1.0534956048603672e-61,2.6854409812549263e-26,6.198883350371148e-84,8.550873275001508e-51,1.3328343152681786e-79,6.518842606640865e-94,5.899484881487235e-64,6.565404453922972e-67,3.625171857413149e-43,9.616535423891459e-86,6.431850510705187e-86,1.6360179869465674e-97,1.0407557920454513e-130,2.518460004866148e-106,5.229691366628348e-42,4.9102386810984794e-110,1.1060163890111925e-90,4.664566902556111e-109,3.76,0.0,0.664638880521053,0.9999999992104912,9.797970076539457e-39,1.2991210993233772e-85,8.244563330263792e-12,5.172810087477208e-12,1.5373337495982901e-12,1.5344194931338132e-12,7.895076495101987e-10,2.1541490718313982e-24,2.0991239489670582e-38,4.9823354829579133e-23,2.8872314401634984e-31,1.135585780271341e-25,1.1328779877638515e-62,9.081332634723322e-61,2.105205291682045e-28,9.041753137386352e-63,4.694805706722108e-30,8.625833124021235e-75,7.220148375842058e-61,5.0638058645150234e-64,9.463156897320482e-63,4.4282764673945036e-61,5.893711106494469e-76,5.453267986454814e-75,7.213377080146079e-72,7.254517002231107e-31,2.6854409812556633e-26,5.364177349088648e-39,8.168796112701745e-16,2.494206807865313e-16,5.670220456640743e-24,6.38809505345858e-34,2.4579628946146193e-24,2.649875939734517e-25
5.454080317722864e-16,0.721689995644165,1.7579137122295936e-20,1.794552273156491e-21,2.1866608626428503e-29,3.7510253328541985e-29,0.0,0.0,1.5994331015807211e-15,3.944071539650377e-27,4.1250538965591936e-36,6.6819595236262e-52,8.036866903731778e-39,1.7417919197072568e-77,1.2237295109977958e-60,5.504388257409232e-60,3.915377506557505e-61,5.706564258290802e-26,3.53741535698203e-83,3.2600213386689713e-50,7.605847480492955e-79,4.342754197076649e-93,2.2492519893002153e-63,3.0714433995940376e-66,1.0365729233851943e-42,4.7722014234962796e-85,3.191802557789505e-85,9.023952581483918e-97,7.748779858343682e-130,1.3937737342005742e-105,1.495365377247826e-41,2.6537995447660396e-109,5.706655224667178e-90,2.520728553312618e-108,3.76,0.0,0.6646388805169302,0.9999999988157369,2.801648392023225e-38,7.290801965639184e-85,1.236684674260589e-11,7.759216364976017e-12,2.306000956415157e-12,2.3016294210989454e-12,1.1842613299956914e-09,4.5775676901474505e-24,6.002183738892982e-38,1.0587462042990563e-22,6.135367187297632e-31,2.41312046553922e-25,5.0083409060082834e-62,4.014766076122543e-60,4.473562842109071e-28,3.9972695719170875e-62,9.976465885885231e-30,4.616394093502298e-74,3.191955200151214e-60,2.2386581388982769e-63,4.183567822044704e-62,1.9576966215095815e-60,3.1542104072413474e-75,2.918493038049269e-74,3.860472906664272e-71,1.5416825401753065e-30,5.706564258292909e-26,1.5339158768478962e-38,1.2253195882984965e-15,3.74131070494866e-16,1.2049220657302492e-23,1.8265965434978708e-33,5.223172107554336e-24,5.63098747866293e-25
9.090134890311992e-16,0.7216899956452619,2.93042249592065e-20,2.990921302820103e-21,6.045767339005259e-29,1.0372123205748744e-28,0.0,0.0,2.66572213600779e-15,1.0904199724659287e-26,1.8957223157322744e-35,5.141157663095243e-51,3.6934477922815524e-38,2.4290101610728673e-76,1.0065424335680262e-59,4.249258926232875e-59,3.0705513106281836e-60,1.5776982059039458e-25,9.920099385178832e-82,2.6808343193154044e-49,2.1333159667344087e-77,2.113930170556113e-91,1.8500573896769912e-62,4.486023233609251e-65,4.7637070232821584e-42,1.5093469452091791e-83,1.0094957605251894e-83,5.518823410623882e-95,1.8002811082323418e-127,8.696961073079199e-104,6.872148060471949e-41,3.773140724656515e-107,3.8468753847979563e-88,3.5843222164638085e-106,3.76,0.0,0.6646388805086846,0.9999999980262292,1.2875903452172527e-37,1.936557167645199e-83,2.061141356719103e-11,1.2932029249969762e-11,3.843335384962712e-12,3.836048931938487e-12,1.973767943155732e-09,1.2655630978535288e-23,2.7583812950391945e-37,2.927120357427077e-22,1.6962483147811335e-30,6.671571108080749e-25,8.076859746006481e-61,6.474534963947445e-59,1.2368092869609856e-27,6.446326316035916e-61,2.7582011536839293e-29,1.256903698887526e-72,5.147604023997041e-59,3.6102425856304865e-62,6.746765069427082e-61,3.1571392236630227e-59,8.587954757831064e-74,7.946168546510453e-73,1.0510899093566138e-69,4.262957146969215e-30,1.577698205904914e-25,7.04954247998639e-38,2.0421995382122716e-15,6.235518414057268e-16,3.331255669475546e-23,8.394361372625589e-33,1.444053708015004e-23,1.5568027363856747e-24
1.2362584005642207e-15,0.7216899956462491,3.985974297587646e-20,4.0676536940889716e-21,1.0766065887787479e-28,1.8471614912819017e-28,0.0,0.0,3.625382266337067e-15,1.9417150237418985e-26,4.2672527171440276e-35,1.4158951997998328e-50,8.313916551958649e-38,8.327091710456549e-76,2.9359887513122003e-59,1.1738285590515424e-58,8.602774376563608e-60,2.80941420244274e-25,4.419902608924332e-81,7.818770564090959e-49,9.505818873397602e-77,1.0423160607233833e-90,5.39644375819535e-62,1.6061517533452097e-64,1.0723060037093099e-41,6.921293526014712e-83,4.629156164483744e-83,3.059184366254968e-94,1.3711400894958313e-126,4.856591023782061e-103,1.5469141194756833e-40,2.6480702483165985e-106,2.1999161081073375e-87,2.515641018618949e-105,3.76,0.0,0.6646388805012635,0.9999999973156729,2.898423816574609e-37,8.384947224374541e-83,2.8031523709237656e-11,1.7587561113020506e-11,5.226936382702241e-12,5.217026212944951e-12,2.6843232909513256e-09,2.2535931065678567e-23,6.209089098781212e-37,5.212332051256716e-22,3.020515237102641e-30,1.1880094242743354e-24,2.995308160755954e-60,2.4010844617734178e-58,2.2023916967667297e-27,2.3906242432565927e-60,4.911541016679769e-29,5.314853887799403e-72,1.908991487615078e-58,1.338860518774011e-61,2.502041999793044e-60,1.1708266342992781e-58,3.6314415828931855e-73,3.3600604714062317e-72,4.44456493202948e-69,7.591909963616534e-30,2.80941420244492e-25,1.5869144627673098e-37,2.7773914897882406e-15,8.480305283548818e-16,5.931979682973198e-23,1.8895626237607192e-32,2.57143195563006e-23,2.7722046448406387e-24
1.5635033120972422e-15,0.7216899956472362,5.041837182513624e-20,5.144386365403001e-21,1.6806524520317586e-28,2.8837500846272835e-28,0.0,0.0,4.585042395972948e-15,3.031044672150351e-26,8.065386741238387e-35,3.1890199169770565e-50,1.5713848214448685e-37,2.249401961710661e-75,6.718675449022301e-59,2.6461166353374455e-58,1.947061464227718e-59,4.385536921720505e-25,1.3534653409794237e-80,1.7890877713396504e-48,2.910940829145247e-76,3.737584569024459e-90,1.2349151974078267e-61,4.244334925110055e-64,2.0267287462176899e-41,2.003605492902067e-82,1.3400669573275445e-82,9.613836523163596e-94,5.606780213848365e-126,1.5372131559917817e-102,2.9237692572313327e-40,8.665344960479535e-106,6.793072215795517e-87,8.231487078777702e-105,3.76,0.0,0.6646388804938425,0.9999999966051173,5.478350008687321e-37,2.526344959050467e-82,3.545163385119958e-11,2.2243093258215654e-11,6.6105373931929865e-12,6.598003198901236e-12,3.394877999374621e-09,3.51789085571585e-23,1.1735583115059148e-36,8.136520447837368e-22,4.715066097782832e-30,1.854499868252228e-24,7.835369033309788e-60,6.2809482926294106e-58,3.437965705166861e-27,6.253589389385994e-60,7.666987779770141e-29,1.643775769140581e-71,4.9936922887900844e-58,3.502299275845751e-61,6.545044449174424e-60,3.062741746153977e-58,1.1231306767669771e-72,1.0391980685572962e-71,1.3746134815416624e-68,1.1852429105915082e-29,4.385536921724624e-25,2.999472060609847e-37,3.5125834378220853e-15,1.0725092080316273e-15,9.25990427467976e-23,3.57139672474811e-32,4.01404170231207e-23,4.3274508138706726e-24
1.8907482236302635e-15,0.7216899956482236,6.097993918543864e-20,6.221119301250653e-21,2.409411866028268e-28,4.134482222787224e-28,0.0,0.0,5.544702524953846e-15,4.345223226683635e-26,1.3480989844979648e-34,6.129214243473396e-50,2.626510826110459e-37,5.027797093575781e-75,1.3288128428412592e-58,5.0939222260206604e-58,3.7756820847986055e-59,6.286988646661818e-25,3.536713022099543e-80,3.5380510728310226e-48,7.607080798152002e-76,1.0730040631380565e-89,2.4424037404889506e-61,9.615282350415821e-64,3.387601107085687e-41,5.316994309786954e-82,3.556147288198525e-82,2.906784607995523e-93,2.025234574950161e-125,4.668222727348471e-102,4.88697070727688e-40,3.0848524952268782e-105,2.093597088225927e-86,2.930512243618004e-104,3.76,0.0,0.6646388804864214,0.9999999958945622,9.157072627159386e-37,6.516233118559861e-82,4.2871743993081515e-11,2.689862566992604e-11,7.994138415728601e-12,7.978979906151413e-12,4.105432103843519e-09,5.04315278175192e-23,1.9615582476210018e-36,1.1664289342383822e-21,6.759389211994643e-30,2.6585610345459765e-24,1.8061474269934877e-59,1.4478342458980844e-57,4.9285756338448055e-27,1.4415282895178032e-59,1.0991188946892266e-28,4.192684832435269e-71,1.1511062389436619e-57,8.07322351955842e-61,1.5087121287083774e-59,7.059988727688373e-58,2.864705088123688e-72,2.6506230391262324e-71,3.506148596019957e-68,1.6993222487674047e-29,6.286988646668703e-25,5.013661040221425e-37,4.247775382510019e-15,1.2969878808388108e-15,1.327474687171131e-22,5.969454609068783e-32,5.754421006135571e-23,6.2037159208392704e-24
