Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964)
9.656052254521374e-10,0.49080702647373714,0.0,4.733393320660039e-22,0.0,0.0,0.0,0.0,0.0,0.0,6.995096698910276e-25,2.102451323368263e-37,0.0,2.453170734579146e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692662856154,0.9999661279729287,0.0,0.0,2.6124245515904724e-09,1.6784352661668937e-09,7.369357030274719e-10,1.9705355703474113e-10,3.387202707133297e-05,2.6919092200128545e-20,2.1594099657717267e-32,2.3655079331210295e-17,1.8096223540089643e-23,3.3046875825454516e-18,3.4890082305312215e-48,3.5491536566255215e-47,8.522930835546847e-23,9.019489606672367e-49,3.5891077058755636e-26,4.0878148622404556e-54,2.2508426793016453e-47,3.001755943238351e-50,1.137028624088725e-48,1.9091908724247752e-47,3.150900359151279e-55
9.915714457860524e-10,0.49080702648021923,0.0,4.886494141255099e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.585582221611049e-25,2.341295368723663e-37,0.0,2.816914994570464e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692662153643,0.9999659533634481,0.0,0.0,2.682675612336921e-09,1.7240043494662937e-09,7.567541695451125e-10,2.0191706708858472e-10,3.4046636551948046e-05,2.839118739633117e-20,2.3386439470325973e-32,2.443533758436314e-17,1.8855581736735543e-23,3.48940003231914e-18,4.000891743687769e-48,4.05101758049331e-47,9.010223351777541e-23,1.043026335669585e-48,3.740115338043472e-26,4.8110358724986155e-54,2.5688503955912816e-47,3.444569290167439e-50,1.3124781593054454e-48,2.1814068431274672e-47,3.7098384267896095e-55
9.999999999999999e-10,0.4908070264867014,0.0,4.936486186104221e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.784207486888748e-25,2.4230461872319456e-37,0.0,2.943982889955257e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692661925611,0.9999658993282284,0.0,0.0,2.7054788877626616e-09,1.738800545179737e-09,7.631871972169794e-10,2.0349111884463174e-10,3.410067177155035e-05,2.8877502124582916e-20,2.3988890254370783e-32,2.4688221261280868e-17,1.9103447838237166e-23,3.5504497036362664e-18,4.179551573437962e-48,4.2255646471687183e-47,9.171356758843548e-23,1.0925516390034502e-48,3.789350940293182e-26,5.0677207183199276e-54,2.6794437897775585e-47,3.599186225853176e-50,1.3739937983729637e-48,2.276159188082113e-47,3.90827551348545e-55
1.0175376661199674e-09,0.4908070264867014,0.0,5.040971654129096e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.208620846030686e-25,2.6000228246850064e-37,0.0,3.223339113677852e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692661451133,0.9999657908512849,0.0,0.0,2.7529266730745838e-09,1.769594870401339e-09,7.765727066561516e-10,2.0675906890380925e-10,3.420914871506682e-05,2.9902719289792533e-20,2.5275469950154847e-32,2.521376468324712e-17,1.962128385771764e-23,3.679194711436012e-18,4.572069884483693e-48,4.608013830083361e-47,9.511281966083169e-23,1.2018392355557393e-48,3.892123517646095e-26,5.638861130106304e-54,2.921749420839142e-47,3.9389872712673025e-50,1.5096131202456136e-48,2.4838990568450515e-47,4.349912902729314e-55
1.0435038864538824e-09,0.49080702649318353,0.0,5.196825138509979e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.86509607666289e-25,2.8797150525559068e-37,0.0,3.6762083708779105e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692660748623,0.9999656395983115,0.0,0.0,2.8231777338034594e-09,1.815206734166845e-09,7.963913140485522e-10,2.1157965759779238e-10,3.436040168827465e-05,3.145370617794843e-20,2.7263747301847744e-32,2.5990204335274707e-17,2.039298693628051e-23,3.874071427149785e-18,5.2076925382306436e-48,5.224549164259181e-47,1.0026099536883236e-22,1.3801052034429427e-48,4.045053922510262e-26,6.583241388598062e-54,3.3123230254776933e-47,4.48951921096404e-50,1.7304876625815625e-48,2.8191374102508956e-47,5.080442240452755e-55
1.0694701067877974e-09,0.49080702649966573,0.0,5.354053846641996e-22,0.0,0.0,0.0,0.0,0.0,0.0,9.55589137934039e-25,3.181482368756504e-37,0.0,4.1795173644604775e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692660046113,0.9999654988244677,0.0,0.0,2.8934287945235482e-09,1.860839846376892e-09,8.162099914116394e-10,2.163789278672675e-10,3.4501175532121045e-05,3.304416627731658e-20,2.935382889030753e-32,2.676451762622557e-17,2.1170366291191303e-23,4.0740299308178786e-18,5.913217476566623e-48,5.905257104200032e-47,1.0554668648465621e-22,1.579661499800982e-48,4.198833369029122e-26,7.657151521236029e-54,3.743497147694794e-47,5.100945043328596e-50,1.9772947871045087e-48,3.1897241156349243e-47,5.9115500698857504e-55
1.0954363271217124e-09,0.4908070265061478,0.0,5.512657013556178e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0281890173156734e-24,3.5064640434192447e-37,0.0,4.73749815327466e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692659343602,0.9999653678037367,0.0,0.0,2.9636798552348508e-09,1.9064941130629683e-09,8.360287384360992e-10,2.2115697399018438e-10,3.463219626320905e-05,3.467411772385451e-20,3.154827323545141e-32,2.7536581249468803e-17,2.195311466530508e-23,4.279069936329392e-18,6.694421086381502e-48,6.655003417826162e-47,1.1096981708885034e-22,1.802470396140942e-48,4.3533935601504615e-26,8.874650950337343e-54,4.2183438057024476e-47,5.778324646867429e-50,2.2523721869402206e-48,3.598397301430894e-47,6.854213415430773e-55
1.1214025474556274e-09,0.49080702651263003,0.0,5.672633865609315e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1043975825389868e-24,3.855828298766569e-37,0.0,5.354628501404211e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692658641092,0.9999652458604019,0.0,0.0,3.0339309159373666e-09,1.9521694406721263e-09,8.558475548139698e-10,2.2591388982756046e-10,3.4754139598190287e-05,3.6343578573315856e-20,3.3849640006989873e-32,2.8306285915280785e-17,2.2740941394006166e-23,4.4891911362126346e-18,7.557409235677242e-48,7.478891589009777e-47,1.1653031035545966e-22,2.0506245757806494e-48,4.508670837768813e-26,1.0250946152319901e-53,4.74008449898652e-47,6.5270072835965e-50,2.5582082003144903e-48,4.0480346231711267e-47,7.920312626174487e-55
1.1473687677895425e-09,0.4908070265191122,0.0,5.83398362791384e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1843031649039774e-24,4.230772307367152e-37,0.0,6.035640226561878e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692657938582,0.9999651323655614,0.0,0.0,3.1041819766310957e-09,1.997865736065145e-09,8.756664402386412e-10,2.3064976882532537e-10,3.4867634438515494e-05,3.805256680160496e-20,3.626049001922842e-32,2.907353492152702e-17,2.3533571603522263e-23,4.704393215652888e-18,8.508628276668061e-48,8.38226827198384e-47,1.2222808929693012e-22,2.3263526417164042e-48,4.664605940495989e-26,1.180245526799033e-53,5.312093598825017e-47,7.352641142218804e-50,2.897447868615972e-48,4.541656885084184e-47,9.122683045424408e-55
1.1733349881234575e-09,0.49080702652559444,0.0,5.996705530773975e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.267994090263259e-24,4.632522190349638e-37,0.0,6.785527651867733e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692657236071,0.9999650267338861,0.0,0.0,3.174433037316039e-09,2.043582906514697e-09,8.954853944048478e-10,2.3536470401615616e-10,3.497326611388152e-05,3.980110030513006e-20,3.878338522589246e-32,2.983824286923595e-17,2.4330745439123127e-23,4.924675864637827e-18,9.554876185316355e-48,9.37072873075572e-47,1.2806307740961322e-22,2.6320247311007974e-48,4.8211437676745323e-26,1.354687484192229e-53,5.937901727985293e-47,8.261182984268632e-50,3.27289909891458e-48,5.082431672162845e-47,1.0475168442294421e-54
1.1993012084573725e-09,0.4908070265320765,0.0,6.160798815227589e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.3555586791985617e-24,5.062333015643516e-37,0.0,7.609556161093776e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692656533561,0.9999649284205989,0.0,0.0,3.244684097992195e-09,2.089320859703532e-09,9.153044170086641e-10,2.400587880213052e-10,3.5071579401091216e-05,4.158919690115485e-20,4.1420888714974933e-32,3.060033450848427e-17,2.5132217322935016e-23,5.1500387884178584e-18,1.0703313837214092e-47,1.0450122263691124e-46,1.340351992298028e-22,2.970158236181669e-48,4.978233150239385e-26,1.5503248718588029e-53,6.621199129732957e-47,9.258907892725819e-50,3.6875389304897745e-48,5.673676992766584e-47,1.1992676231145714e-54
1.2252674287912875e-09,0.49080702653855873,0.0,6.326262737787337e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.4470852473658333e-24,5.521488796305017e-37,0.0,8.513270857140858e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692655831051,0.9999648369186663,0.0,0.0,3.314935158659565e-09,2.135079503722659e-09,9.351235077475006e-10,2.447321130524192e-10,3.516308133369444e-05,4.3416874328148485e-20,4.41755647036068e-32,3.1359743701537676e-17,2.593775524109077e-23,5.380481716457837e-18,1.1961476419136065e-47,1.1626557613126294e-46,1.4014438080965985e-22,3.3434236312738204e-48,5.135826628949781e-26,1.7692039119767795e-53,7.36583902609353e-47,1.0352419122105962e-49,4.1445199046099665e-48,6.3188649316231e-47,1.3691234502261067e-54
1.2512336491252025e-09,0.49080702654504094,0.0,6.493096574464045e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.5426621059841489e-24,6.011302488979682e-37,0.0,9.502505323778647e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692655128541,0.9999647517561832,0.0,0.0,3.3851862193181485e-09,2.180858747069541e-09,9.549426663200973e-10,2.49384770913351e-10,3.524824381691697e-05,4.528415024613398e-20,4.704997853295014e-32,3.211641249136635e-17,2.674714005976291e-23,5.6160044100363396e-18,1.3337284976023305e-47,1.2906408360097569e-46,1.4639055012130957e-22,3.754650405543316e-48,5.293880240356069e-26,2.0135199929917336e-53,8.175840965451793e-47,1.154865804942341e-49,4.6471765370384677e-48,7.021625313242774e-47,1.5588050888900154e-54
1.2771998694591175e-09,0.4908070265515231,0.0,6.6612996241499555e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.6423775624461106e-24,6.533115992544907e-37,0.0,1.0583390490537608e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169265442603,0.9999646724939388,0.0,0.0,3.4554372799679456e-09,2.2266584986463034e-09,9.7476189242652e-10,2.5401685300196293e-10,3.5327506061379334e-05,4.719104223703522e-20,5.0046696663114e-32,3.28702902647768e-17,2.7560164869595905e-23,5.856606668638864e-18,1.483905809287899e-47,1.4296318304142513e-46,1.5277363739687385e-22,4.206833101245285e-48,5.452353310793857e-26,2.285625221453031e-53,9.055394159489582e-47,1.2854914225194986e-49,5.199031892590337e-48,7.78574937566979e-47,1.7701573294637026e-54
1.3031660897930325e-09,0.4908070265580052,0.0,6.830871211430654e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.7463199210297793e-24,7.088300146969718e-37,0.0,1.1762363600779558e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169265372352,0.9999645987231518,0.0,0.0,3.525688340608956e-09,2.2724786677579357e-09,9.945811857681546e-10,2.5862845031192225e-10,3.540127684823145e-05,4.9137567805022294e-20,5.316828666809257e-32,3.36213330004906e-17,2.837663435793864e-23,6.102288335274543e-18,1.6475523711284058e-47,1.580320682824194e-46,1.5929357541131185e-22,4.703137457166901e-48,5.611208258577729e-26,2.588036199766675e-53,1.0008860809534295e-46,1.4278835523860222e-49,5.803804261189515e-48,8.615193454569333e-47,2.005155250584129e-54
1.3291323101269475e-09,0.4908070265644873,0.0,7.001810688888982e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.8545774836945055e-24,7.678254732421896e-37,0.0,1.3046177282883386e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169265302101,0.9999645300633627,0.0,0.0,3.5959394012411797e-09,2.3183191641105168e-09,1.0144005460477016e-09,2.632196534344883e-10,3.5469936637376195e-05,5.11237443768553e-20,5.64173172307258e-32,3.436950259354412e-17,2.919636420824675e-23,6.353049300835676e-18,1.825583108007272e-47,1.7434274248884517e-46,1.659502997143998e-22,5.246906656946029e-48,5.770410404498368e-26,2.923442032384214e-53,1.1040779422335482e-46,1.5828438392858751e-49,6.46541393478786e-48,9.514082677593139e-47,2.2659106713447943e-54
1.3550985304608625e-09,0.4908070265709695,0.0,7.174117438957185e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.9672385509449716e-24,8.304408468647394e-37,0.0,1.4441908724549108e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.55916926523185,0.9999644661604704,0.0,0.0,3.6661904618646174e-09,2.364179897809437e-09,1.034219972969171e-09,2.6779055256029293e-10,3.553383952964432e-05,5.3149589302226825e-20,5.979635813768238e-32,3.5114766248289507e-17,3.0019180525955747e-23,6.608889507606107e-18,2.0189562839815775e-47,1.919700715128698e-46,1.7274374881747283e-22,5.841667681990723e-48,5.929927790643018e-26,3.294712563001351e-53,1.2155868115318539e-46,1.7512118199709084e-49,7.187990084570271e-48,1.048671466900038e-46,2.5546787968651106e-54
1.3810647507947775e-09,0.4908070265774516,0.0,7.347790875368996e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.0843914227495762e-24,8.96821901464187e-37,0.0,1.5956968950178249e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692651615989,0.9999644066849069,0.0,0.0,3.736441522479269e-09,2.410060779357635e-09,1.0540394662378783e-09,2.723412374811112e-10,3.559331509301318e-05,5.52151198541026e-20,6.330798027446467e-32,3.5857095933056806e-17,3.0844919290104905e-23,6.869808952015784e-18,2.2286747240674004e-47,2.109918370976024e-46,1.7967386434009648e-22,6.491137768682175e-48,6.089731007510791e-26,3.7049068452833034e-53,1.3359027911337699e-46,1.933865967636778e-49,7.975877737825196e-48,1.1537563264482472e-46,2.873865059676585e-54
1.4070309711286925e-09,0.4908070265839338,0.0,7.52283044425785e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.2061243995008062e-24,9.671172968630146e-37,0.0,1.7599112201330831e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692650913479,0.9999643513299379,0.0,0.0,3.806692583085134e-09,2.455961719653837e-09,1.0738590255604363e-09,2.7687179759162606e-10,3.564867006229212e-05,5.732035322906096e-20,6.695475562043608e-32,3.659646789021645e-17,3.167342582995144e-23,7.135807686728614e-18,2.455787049324934e-47,2.3148878993245513e-46,1.867405911212882e-22,7.199230969575762e-48,6.249793029338748e-26,4.1572818496614085e-53,1.4655346022971321e-46,2.1317247460213473e-49,8.833644853897775e-48,1.267128223616259e-46,3.2260321593779245e-54
1.4589634117965227e-09,0.4908070265968981,0.0,7.877005929518007e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.463683877546401e-24,1.1200602192564929e-36,0.0,2.1297438089238534e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692649508457,0.999964251859893,0.0,0.0,3.947194704270504e-09,2.547823422053632e-09,1.1134983412000252e-09,2.858728989855244e-10,3.574814010705988e-05,6.164999685462285e-20,7.466405929707533e-32,3.8066262473522866e-17,3.333816738691846e-23,7.683043525631343e-18,2.966624355628705e-47,2.772464217729071e-46,2.0128367427243332e-22,8.807967352211531e-48,6.570596388621912e-26,5.20264599822715e-53,1.754875659935165e-46,2.576936417727679e-49,1.077824735736109e-47,1.5206868524554454e-46,4.040390149592818e-54
1.50570260839757e-09,0.490807026608566,0.0,8.200431167721624e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.7120372403292295e-24,1.2726465034231064e-36,0.0,2.514571070898934e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692648243938,0.9999641737660503,0.0,0.0,4.073646613307288e-09,2.6305666693094773e-09,1.1491739482629853e-09,2.9390595212794557e-10,3.5826233949794045e-05,6.568263073656833e-20,8.209048090002824e-32,3.937879672652423e-17,3.484452322191775e-23,8.192928674184524e-18,3.497366870423942e-47,3.243461766035604e-46,2.148391743423047e-22,1.049985461200564e-47,6.859976840864833e-26,6.32477972968094e-53,2.0526390127848942e-46,3.0396973959741666e-49,1.281802342757399e-47,1.78228159048397e-46,4.915296382240603e-54
1.552441804998617e-09,0.4908070266202339,0.0,8.528275597568637e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.9766035166329618e-24,1.4403594845709096e-36,0.0,2.9543027126577808e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692646979418,0.9999641051401481,0.0,0.0,4.200098522315605e-09,2.713373539111395e-09,1.1848497648364918e-09,3.0187517318659067e-10,3.589485985206809e-05,6.984416575071022e-20,8.999484779826104e-32,4.0681531733233453e-17,3.63578182369543e-23,8.719274218726328e-18,4.103000284371094e-47,3.776226485373019e-46,2.2883658983815905e-22,1.2452263580198857e-47,7.14986874042355e-26,7.644249435880633e-53,2.389382788962082e-46,3.567946612902407e-49,1.5166208232846275e-47,2.0788258898579936e-46,5.9448913517791e-54
1.5991810015996643e-09,0.49080702663190184,0.0,8.86053720851337e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.257897823290341e-24,1.6241707981343204e-36,0.0,3.4548294337757026e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692645714899,0.9999640448341295,0.0,0.0,4.326550431295455e-09,2.796243525902965e-09,1.220525789255783e-09,3.097810693826734e-10,3.5955165870500566e-05,7.413469946962153e-20,9.839219868024814e-32,4.1974434802057195e-17,3.787742795466164e-23,9.26208259277714e-18,4.79146368686051e-47,4.376610666468937e-46,2.4327572044114234e-22,1.4696040148118943e-47,7.440181828908039e-26,9.188442273124453e-53,2.768789991540074e-46,4.168628954317548e-49,1.785847134840742e-47,2.4137339175011775e-46,7.150809769295554e-54
1.6459201982007115e-09,0.4908070266435697,0.0,9.197214335051319e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.5564353627946265e-24,1.8250824701310802e-36,0.0,4.022480654282632e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692644450379,0.9999639918392625,0.0,0.0,4.453002340246835e-09,2.8791761281450143e-09,1.2562020198693081e-09,3.176241439069286e-10,3.600816073761031e-05,7.855432869054426e-20,1.0729758332821742e-31,4.3257492937846923e-17,3.940279210360895e-23,9.82135683094253e-18,5.571280036906633e-47,5.050820081887401e-46,2.5815640021124316e-22,1.7264655626338088e-47,7.730840400497802e-26,1.098760267838668e-52,3.19476492077947e-46,4.849196497272403e-49,2.093342094987242e-47,2.7906387989903975e-46,8.556970661194142e-54
1.6926593948017586e-09,0.49080702665523757,0.0,9.538305645161019e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.872731441777771e-24,2.0441269227432694e-36,0.0,4.6640439847638114e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692643185859,0.9999639452691811,0.0,0.0,4.579454249169749e-09,2.962170848283696e-09,1.291878455038623e-09,3.254048959516439e-10,3.6054730818915046e-05,8.310314944155112e-20,1.1672606252784543e-31,4.453070925121466e-17,4.0933408277801506e-23,1.039710054748898e-17,6.451581720227684e-47,5.805423761032334e-46,2.734784964478917e-22,2.0194348087559066e-47,8.021781414187738e-26,1.3075039030869559e-52,3.671439205857888e-46,5.61763000932951e-49,2.443275380075928e-47,3.2133998264082347e-46,1.0189746071571891e-53
1.7393985914028058e-09,0.49080702666690534,0.0,9.883810126265625e-22,0.0,0.0,0.0,0.0,0.0,0.0,4.207301488704654e-24,2.282366980983611e-36,0.0,5.386785051694412e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169264192134,0.9999639043450046,0.0,0.0,4.705906158064195e-09,3.0452271927188136e-09,1.327555093138289e-09,3.33123820742433e-10,3.609565499538411e-05,8.778125698765777e-20,1.2669270797868058e-31,4.5794100000359494e-17,4.2468826179091973e-23,1.0989317910246389e-17,7.442136551322656e-47,6.647363714459033e-46,2.892419083007748e-22,2.352426719333473e-47,8.312952811873941e-26,1.548733935490014e-52,4.203177801770677e-46,6.482460758605559e-49,2.8401408451554303e-47,3.6861097000246045e-46,1.2078137484192748e-53
1.786137788003853e-09,0.4908070266785734,0.0,1.0233727069441402e-21,0.0,0.0,0.0,0.0,0.0,0.0,4.560661070718846e-24,2.5408958803681187e-36,0.0,6.1984676697164915e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.559169264065682,0.9999638683822534,0.0,0.0,4.832358066930174e-09,3.128344671772409e-09,1.3632319325557747e-09,3.407814095697589e-10,3.613161774666002e-05,9.258874583688683e-20,1.3721260220527254e-31,4.704769215611713e-17,4.400864238543949e-23,1.159801361120732e-17,8.553374208108395e-47,7.58396460869503e-46,3.0544656520375767e-22,2.729662240811157e-47,8.604312020735481e-26,1.8264596006978222e-52,4.794584952376215e-46,7.452792623957168e-49,3.288772154356482e-47,4.2131018028125195e-46,1.4253959936882325e-53
1.8328769846049002e-09,0.49080702669024123,0.0,1.0588056052375275e-21,0.0,0.0,0.0,0.0,0.0,0.0,4.933325909559509e-24,2.8208372755681693e-36,0.0,7.107374368209704e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.55916926393923,0.9999638367794161,0.0,0.0,4.9588099757676875e-09,3.2115227996575883e-09,1.398908971691351e-09,3.483781498202031e-10,3.6163220583919985e-05,9.752570974628298e-20,1.4830083846901856e-31,4.8291521423577276e-17,4.5552495619619985e-23,1.2223192834769002e-17,9.796413106462709e-47,8.622943390593522e-46,3.2209242518221153e-22,3.155683465863022e-47,8.895824629943653e-26,2.1450639674387535e-52,5.450510119046365e-46,8.538324508677083e-49,3.794358725491722e-47,4.79895750833512e-46,1.675203412835637e-53
1.8796161812059476e-09,0.4908070267019091,0.0,1.0946796921590423e-21,0.0,0.0,0.0,0.0,0.0,0.0,5.325811896470958e-24,3.12334524997258e-36,0.0,8.122327266963694e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692638127781,0.9999638090079107,0.0,0.0,5.085261884576732e-09,3.294761094447613e-09,1.4345862089579948e-09,3.559145250074853e-10,3.6190992089264795e-05,1.0259224172788024e-19,1.5997252068070973e-31,4.952563061475341e-17,4.71000624640286e-23,1.286486122459572e-17,1.1183087706052607e-46,9.772418862009023e-46,3.391794730858135e-22,3.63536913719323e-47,9.187463220639505e-26,2.5093282721973526e-52,6.176053875621759e-46,9.749373049591181e-49,4.3624619808042776e-47,5.448513521312376e-46,1.9610386573224727e-53
1.926355377806995e-09,0.49080702671357707,0.0,1.1309949774464304e-21,0.0,0.0,0.0,0.0,0.0,0.0,5.738635106056327e-24,3.4496043261001196e-36,0.0,9.252709300523138e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5591692636863261,0.9999637846032513,0.0,0.0,5.21171379335731e-09,3.3780590780452137e-09,1.4702636427812874e-09,3.63391014803238e-10,3.621539674889567e-05,1.077884340546218e-19,1.722427633137726e-31,5.0750068300298925e-17,4.865105348267613e-23,1.3523024850089412e-17,1.2725976244926415e-46,1.1040921204912835e-45,3.5670771879937794e-22,4.1739504872877244e-47,9.479206334659537e-26,2.9244572038396117e-52,6.976573769900288e-46,1.109689561784053e-48,4.999031900292777e-47,6.166869250647366e-46,2.2870457958756106e-53
