Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66)
2.1402054282515325e-08,0.23053372326139226,3.76,0.0,0.5837976019704867,0.9997337730811896,7.932270245888819e-11,0.0,4.4036436380294405e-10,1.0346352187145965e-06,9.900891845249612e-07,5.0168512438849246e-08,1.6612838053222113e-12,8.44758672593206e-14,4.0064956880663875e-08,3.869736639282818e-08,2.735201406151751e-09,3.915400259933138e-09,4.7332932478856725e-08,2.071507537458061e-09,5.476564730560513e-10,2.4023162036515013e-10,4.852061118588757e-11,1.6708859890222355e-15,1.4188266906130748e-16,1.127623463336848e-18,1.1014355337193167e-09,4.626030397486081e-17,4.84297584211996e-13,3.728748544547792e-21,8.698990316012062e-11,5.6713267480860866e-12,2.0810435029459132e-14,1.1811502339306425e-17,1.3354255864815575e-14,5.989331908354134e-13,0.00026613612376939354,2.1002443704416345e-16,5.754291991930924e-25,2.1031927552565632e-16
2.2432257678001456e-08,0.23053372542924,3.76,0.0,0.5837975493591764,0.9997337665157113,9.456299089639845e-11,0.0,5.004571827246042e-10,1.0846774411104685e-06,1.0356563767301196e-06,5.298522060858583e-08,1.822776916071387e-12,8.847209830292143e-14,4.382624592681696e-08,4.226241096786477e-08,3.029642034091552e-09,4.488562937155995e-09,4.965646766200444e-08,2.3165463003505404e-09,6.234347593713995e-10,2.626866527690241e-10,5.353049440823286e-11,2.0169958232342136e-15,1.6423454182150422e-16,1.3037241348662606e-18,1.154447370371719e-09,5.354022906701148e-17,5.123661652907433e-13,4.381719432820594e-21,9.543655385883585e-11,6.233098037250768e-12,2.393819058274033e-14,1.3545848401029937e-17,1.466924185821023e-14,6.798663643019368e-13,0.0002661361220220825,2.2204115911643673e-16,6.897573770033292e-25,2.4281346925369125e-16
2.3462461073487586e-08,0.23053372759899976,3.76,0.0,0.5837974966857549,0.9997337597503859,1.1182924831885406e-10,0.0,5.653477763884564e-10,1.1347573545234128e-06,1.0810373820533239e-06,5.5862793824205746e-08,1.9913491103307737e-12,9.245662311229097e-14,4.7738792520077774e-08,4.5961795503175716e-08,3.3461756922172028e-09,5.113172460583437e-09,5.1986148533128004e-08,2.5753353408477462e-09,7.056410052548407e-10,2.861150115890488e-10,5.881875741312072e-11,2.414977531931157e-15,1.890577660768785e-16,1.4981863685548802e-18,1.2074586045500675e-09,6.159259645768249e-17,5.410246388124489e-13,5.111125561242311e-21,1.0426226601516504e-10,6.8217856640880164e-12,2.7362194373483724e-14,1.5449835104178092e-17,1.604505149229228e-14,7.686497649659941e-13,0.00026613612022697826,2.3422568974460273e-16,8.199908882493825e-25,2.7862636779876176e-16
2.4492664468973716e-08,0.2305337297707421,3.76,0.0,0.5837974439471312,0.9997337527854666,1.3127896774013447e-10,0.0,6.351538488278418e-10,1.184877004543824e-06,1.1262329606740466e-06,5.880430946975632e-08,2.166947884833194e-12,9.642947538756211e-14,5.1800484374276995e-08,4.979287695986564e-08,3.685667468801685e-09,5.79111276296079e-09,5.4322217282493384e-08,2.8477129990971493e-09,7.944975833633794e-10,3.1052411055805485e-10,6.439152486699002e-11,2.8700170351690468e-15,2.1654016067567355e-16,1.712140559112779e-18,1.260469236296307e-09,7.046696448088649e-17,5.703044924300571e-13,5.922116882166855e-21,1.1346547682579353e-10,7.437459020938333e-12,3.1095422655248996e-14,1.7533994908157895e-17,1.7481565023995414e-14,8.658021189642597e-13,0.0002661361183890662,2.4657769840441185e-16,9.674875705347636e-25,3.1795263703264635e-16
2.5522867864459846e-08,0.2305337319445359,3.76,0.0,0.5837973911402474,0.9997337456212347,1.530733590168407e-10,0.0,7.099869860700415e-10,1.2350384116486334e-06,1.171243869649129e-06,6.181281039401787e-08,2.3495210225795593e-12,1.0039068872482672e-13,5.6009231255495894e-08,5.3753052544571407e-08,4.048970373040381e-09,6.5242306306263375e-09,5.666491270509549e-08,3.133505581620114e-09,8.902226760039209e-10,3.3592289362691015e-10,7.025521960268132e-11,3.387609528328098e-15,2.468812697796679e-16,1.9467578731600596e-18,1.3134792656562878e-09,8.021491910550209e-17,6.002368854793923e-13,6.820019248724174e-21,1.2304462988828654e-10,8.080190281813135e-12,3.5150798228081424e-14,1.9809453584054845e-17,1.8978662944815367e-14,9.718586958593175e-13,0.0002661361164878711,2.590968552203938e-16,1.1336576423433376e-24,3.60993228633306e-16
2.6553071259945977e-08,0.23053373412044895,3.76,0.0,0.5837973382620798,0.9997337382579454,1.7737715383141923e-10,0.0,7.899528694762016e-10,1.2852435695566207e-06,1.2160708629260699e-06,6.489130324996958e-08,2.5390165914417207e-12,1.0434029662897841e-13,6.036296477165195e-08,5.783975913068857e-08,4.436925460875606e-09,7.314336269555382e-09,5.90144702361415e-08,3.432529572041748e-09,9.930303255423525e-10,3.623217705144608e-10,7.641655936651306e-11,3.9735707025975204e-15,2.802931125702673e-16,2.2032520322736767e-18,1.3664886926798725e-09,9.089019884039753e-17,6.308526275220787e-13,7.810343659848506e-21,1.3299817517598952e-10,8.750054362904242e-12,3.954119066078799e-14,2.2287972009995378e-17,2.053622598036029e-14,1.087370784432211e-12,0.00026613611453011834,2.717828309643867e-16,1.3199643931569272e-24,4.079556525433388e-16
2.7583274655432107e-08,0.23053373629854718,3.76,0.0,0.5837972853096398,0.9997337306958483,2.043584176169735e-10,0.0,8.751514818280166e-10,1.335494443906786e-06,1.2607146913562437e-06,6.80427571624012e-08,2.7353829427782384e-12,1.0827833251360809e-13,6.485963816402844e-08,6.205047268793579e-08,4.850361959605156e-09,8.163203863121051e-09,6.13711219861898e-08,3.744593510472232e-09,1.1031304842634503e-09,3.897325532381426e-10,8.28825533989725e-11,4.634048299628973e-15,3.1700095566417537e-16,2.482881058284165e-18,1.4194975174210527e-09,1.0254882455013638e-16,6.621821612257309e-13,8.898795418235122e-21,1.4332456901308222e-10,9.44712888351449e-12,4.427941651238191e-14,2.4981988185413705e-17,2.2154135089901343e-14,1.2129051784047794e-12,0.0002661361125301242,2.846352970542514e-16,1.5279250073294474e-24,4.590542395629705e-16
2.8613478050918237e-08,0.23053373847889505,3.76,0.0,0.583797232279977,0.999733722935223,2.34188368059091e-10,0.0,9.656773065636313e-10,1.3857929711991666e-06,1.305176102708059e-06,7.12701026625012e-08,2.938568710060534e-12,1.1220482969281527e-13,6.949722610070304e-08,6.638270772000026e-08,5.290097391305689e-09,9.072572121828526e-09,6.37350967759531e-08,4.069499602420918e-09,1.2207290636999265e-09,4.1816839379310197e-10,8.966049888755081e-11,5.375533955696919e-15,3.572441087902475e-16,2.7869489813478254e-18,1.4725057399380667e-09,1.1524923421103318e-16,6.942555494144996e-13,1.0091283161703042e-20,1.5402227404978455e-10,1.0171494127398646e-11,4.9378239552708207e-14,2.790465953189409e-17,2.383227146592363e-14,1.3490436717914425e-12,0.0002661361104748395,2.9765392555276977e-16,1.7591115128745484e-24,5.145103943241702e-16
2.9643681446404367e-08,0.23053374066155596,3.76,0.0,0.5837971791701779,0.9997337149763427,2.670411999382123e-10,0.0,1.0616195204249134e-09,1.436141057955201e-06,1.3494558416800516e-06,7.45762308461518e-08,3.148522807500217e-12,1.1611982138359755e-13,7.427372447186072e-08,7.083401671013742e-08,5.756937695083045e-09,1.0044144825148149e-08,6.610662017076943e-08,4.407045100256937e-09,1.3460279834394452e-09,4.476437231072658e-10,9.67579773207486e-11,6.204875300144926e-15,4.0127674438219e-16,3.116807510707304e-18,1.5255133602935225e-09,1.290524226842679e-16,7.271024648128161e-13,1.1393927745049238e-20,1.6508975923771224e-10,1.0923233004510154e-11,5.4850370982250665e-14,3.106990552895572e-17,2.557051653367791e-14,1.496382563742439e-12,0.0002661361083588124,3.108383891662484e-16,2.0151518493180404e-24,5.745528387329386e-16
3.0673884841890494e-08,0.2305337428465915,3.76,0.0,0.5837971259773679,0.999733706819463,3.03093916081579e-10,0.0,1.1630621797670582e-09,1.4865405800650946e-06,1.393554649913916e-06,7.796399272305699e-08,3.365194428681099e-12,1.2002334071154222e-13,7.918715018697108e-08,7.540198957458947e-08,6.251677348163556e-09,1.1079591355582829e-08,6.848591451474473e-08,4.7570234899075545e-09,1.479225219418443e-09,4.781741913505481e-10,1.0418285076504437e-10,7.129288274441179e-15,4.493687417178165e-16,3.473857668427029e-18,1.5785203785545255e-09,1.4402208657927739e-16,7.607521814380581e-13,1.2813070964244428e-20,1.7652549980538143e-10,1.1702431013148726e-11,6.070846965112249e-14,3.4492450731479216e-17,2.7368751950732612e-14,1.6555321727128965e-12,0.0002661361061962444,3.241883612431268e-16,2.2977310490010404e-24,6.394178460406339e-16
3.170408823737662e-08,0.23053374503406215,3.76,0.0,0.583797072698712,0.9997336984648587,3.425261642553398e-10,0.0,1.270084400713415e-09,1.5369933822996498e-06,1.437473266007475e-06,8.143619873394262e-08,3.5885330452014724e-12,1.239154207085179e-13,8.423554097382358e-08,8.008425312374502e-08,6.775099485832347e-09,1.2180547225047427e-08,7.087319896456897e-08,5.119225505402409e-09,1.6205148517073423e-09,5.097766096493803e-10,1.1194325807927642e-10,8.156369643498157e-15,5.018065562462257e-16,3.859551386208842e-18,1.6315267947928096e-09,1.602247742976015e-16,7.952335677235854e-13,1.4355284119954505e-20,1.8832797723386316e-10,1.2509176202506427e-11,6.69651422772383e-14,3.818786820354615e-17,2.922685960652631e-14,1.8271163598603628e-12,0.000266136103984687,3.3770351577290856e-16,2.6085925277165554e-24,7.0934946564959025e-16
3.273429163286275e-08,0.230533747224027,3.76,0.0,0.5837970193314141,0.999733689912814,3.855200798126425e-10,0.0,1.3827605333531025e-09,1.587501277964645e-06,1.481212425527587e-06,8.499561841368301e-08,3.818488405322974e-12,1.2779609430979954e-13,8.941695517940619e-08,8.487847053094201e-08,7.32797602022775e-09,1.3348614593658513e-08,7.326868952300837e-08,5.493439993275052e-09,1.770087111793004e-09,5.424688932490907e-10,1.2004761108019528e-10,9.294109670978994e-15,5.588941146752136e-16,4.27539306559557e-18,1.6845326090848765e-09,1.7773004133539158e-16,8.305750816203955e-13,1.602737641525965e-20,2.004956792325862e-10,1.3343559135609098e-11,7.363294366366673e-14,4.217262340006902e-17,3.114472162192093e-14,2.0117720615453694e-12,0.00026613610171335984,3.5138352738489983e-16,2.9495394804073957e-24,7.84599738801734e-16
3.3764495028348875e-08,0.23053374941654378,3.76,0.0,0.583796965872718,0.9997336811635972,4.322601339067575e-10,0.0,1.5011603301857116e-09,1.6380660486761937e-06,1.5247728610229888e-06,8.864498017853921e-08,4.0550105326229245e-12,1.3166539435683614e-13,9.472947157261312e-08,8.978234080880372e-08,7.911067758002279e-09,1.4585362781042487e-08,7.567259907207666e-08,5.8794546485098096e-09,1.9281284293648104e-09,5.762700061623902e-10,1.285045906732022e-10,1.055090493064001e-14,6.209537363187228e-16,4.722941101913562e-18,1.737537821512134e-09,1.9661061091278634e-16,8.668047673917534e-13,1.7836403180984776e-20,2.1302709971528577e-10,1.4205672852649143e-11,8.072437691516486e-14,4.6464118521902236e-17,3.3122220348755665e-14,2.210148830799306e-12,0.0002661360993900951,3.6522807134673956e-16,3.322436377665367e-24,8.654289053095612e-16
3.4794698423835e-08,0.23053375161166903,3.76,0.0,0.5837969123199074,0.9997336722174806,4.829329870747574e-10,0.0,1.625349109019937e-09,1.6886894442374952e-06,1.568155302037083e-06,9.238697121771087e-08,4.298049724653302e-12,1.3552335359921133e-13,1.0017118914876449e-07,9.479359829299302e-08,8.525124516862024e-09,1.5892328770278656e-08,7.808513740588864e-08,6.2770566417256945e-09,2.0948214786112423e-09,6.111999073308818e-10,1.373231429611821e-10,1.1935571226376061e-14,6.883270811490639e-16,5.20380937240311e-18,1.7905424321610422e-09,2.1694253999054436e-16,9.039502535610861e-13,1.9789673924404494e-20,2.2592073877609914e-10,1.509561283470556e-11,8.825189365389586e-14,5.108073736605945e-17,3.51592383694012e-14,2.4229083876113573e-12,0.00026613609702030584,3.792368235632754e-16,3.729210558801881e-24,9.521056015094076e-16
3.582490181932113e-08,0.23053375380945768,3.76,0.0,0.5837968586703066,0.9997336630747533,5.377273480106967e-10,0.0,1.7553879105172086e-09,1.7393731826013307e-06,1.6113604751206586e-06,9.622423747335117e-08,4.547556551607759e-12,1.393700046928759e-13,1.057402269359221e-07,9.991001213327518e-08,9.170885240995251e-09,1.7271017704585744e-08,8.05065112631994e-08,6.6860331533610574e-09,2.2703452240330377e-09,6.472794983119332e-10,1.4651247534155746e-10,1.3457356595389534e-14,7.613761249591817e-16,5.719668688991883e-18,1.8435464411232672e-09,2.388053907322884e-16,9.420387517407985e-13,2.1894760200592627e-20,2.391751026658054e-10,1.6013476967847243e-11,9.622789423433152e-14,5.604189068691715e-17,3.725565849631469e-14,2.650724177894582e-12,0.00026613609459464135,3.9340946057546034e-16,4.17185391769111e-24,1.0449070496142403e-15
3.6855105214807256e-08,0.23053375600996384,3.76,0.0,0.5837968049212798,0.9997336537356969,5.968338373596874e-10,0.0,1.891333650556936e-09,1.790118949905921e-06,1.6543891038445543e-06,1.0015938369649483e-07,4.8034818549941424e-12,1.4320538019971674e-13,1.1143472380298626e-07,1.0512938579178794e-07,9.849078115400104e-09,1.8722903376852747e-08,8.293692435963173e-08,7.106171827342523e-09,2.454874965778337e-09,6.845305724914808e-10,1.5608205259930677e-10,1.5125954370622864e-14,8.4048416200089e-16,6.272248216180197e-18,1.896549848495833e-09,2.622824074682846e-16,9.810970563468686e-13,2.4159503307545462e-20,2.527887037682082e-10,1.6959365507615966e-11,1.0466472795733995e-13,6.136806207895044e-17,3.941136377159576e-14,2.8942809409983752e-12,0.00026613609211343855,4.077456595588871e-16,4.652424678001344e-24,1.1441192386417875e-15
3.788530861029338e-08,0.2305337582132399,3.76,0.0,0.5837967510702304,0.9997336442005871,6.604448563716948e-10,0.0,2.033239267591515e-09,1.8409284005735852e-06,1.6972419088122612e-06,1.041949735681894e-07,5.065776746312025e-12,1.4702951258942164e-13,1.1725283826955878e-07,1.1044955654842101e-07,1.056042067912105e-08,2.0249428712111884e-08,8.537657741959471e-08,7.537261154891172e-09,2.648582384504954e-09,7.229757658168908e-10,1.6604159300254232e-10,1.6951516279918963e-14,9.260568354172706e-16,6.863336854512832e-18,1.949552654381282e-09,2.874606992120112e-16,1.021151545177154e-12,2.659202180614513e-20,2.667600605766595e-10,1.793338104388572e-11,1.1357469328346017e-13,6.708085438646748e-17,4.162623746654281e-14,3.1542742856381644e-12,0.00026613608958474553,4.222450983225354e-16,5.1730492546866305e-24,1.2500370970922702e-15
3.891551200577951e-08,0.2305337604193376,3.76,0.0,0.5837966971146024,0.9997336344697134,7.287544602563913e-10,0.0,2.1811538651562083e-09,1.8918031574625858e-06,1.7399196076724653e-06,1.083335298760625e-07,5.334392605737061e-12,1.5084243423993783e-13,1.231927483175579e-07,1.1586839501320614e-07,1.1305619937403809e-08,2.1852006243052684e-08,8.782566820789605e-08,7.979090798185782e-09,2.851635585774995e-09,7.626385090401725e-10,1.7640106440675883e-10,1.8944665560340717e-14,1.018523195737499e-15,7.494784590134722e-18,2.002554858887841e-09,3.144314277745317e-16,1.0622281806853038e-12,2.9200718865632255e-20,2.810876976707248e-10,1.8935628466094576e-11,1.2297003804536444e-13,7.320303664162107e-17,4.390016308121001e-14,3.4314102741115175e-12,0.0002661360870043062,4.3690745530778e-16,5.735924198762697e-24,1.3629646575531814e-15
3.994571540126564e-08,0.2305337626283071,3.76,0.0,0.5837966430518795,0.9997336245433687,8.019582360833449e-10,0.0,2.335122849695539e-09,1.94274481206353e-06,1.7824229151315305e-06,1.1257753473755867e-07,5.6092810808120706e-12,1.546441774366282e-13,1.29252651204569e-07,1.2138380464561757e-07,1.2085372472778945e-08,2.3532018578676797e-08,9.028439156105119e-08,8.431451862610773e-09,3.064199143986967e-09,8.035429814578426e-10,1.8717068037322044e-10,2.1116510067045392e-14,1.11833678765573e-15,8.168503810946374e-18,2.0555564621295867e-09,3.4329000151577577e-16,1.1043525117686371e-12,3.1994289435536764e-20,2.9577014569298625e-10,1.996621492884574e-11,1.3286295965950984e-13,7.975859152817395e-17,4.623302434396545e-14,3.726405014668694e-12,0.0002661360843675704,4.517324095870324e-16,6.343318222581917e-24,1.4832152134108564e-15
4.0975918796751764e-08,0.23053376484019733,3.76,0.0,0.5837965888795839,0.9997336144218358,8.802531850768338e-10,0.0,2.4951880638620037e-09,1.99375492473298e-06,1.8247525429659232e-06,1.1692942986236982e-07,5.890394085143561e-12,1.5843477437267066e-13,1.3543076327891644e-07,1.269937212806836e-07,1.2900364555084032e-08,2.5290818866192154e-08,9.275293941829207e-08,8.894137125034433e-09,3.286434145850434e-09,8.457140661291288e-10,1.9836089630601632e-10,2.347865535719244e-14,1.2259767652736068e-15,8.886470589885077e-18,2.1085574642266186e-09,3.74136274766804e-16,1.147549675987336e-12,3.4981727245771136e-20,3.1080594132598215e-10,2.1025249817874057e-11,1.4326560533698091e-13,8.677276336487275e-17,4.8624705211049824e-14,4.0399842619067345e-12,0.00026613608168072456,4.667196408623507e-16,6.997574303011299e-24,1.6111114678487027e-15
4.3036325587724025e-08,0.23053376927293068,3.76,0.0,0.5837964801965638,0.9997335935943819,1.0529110119068734e-09,0.0,2.8337574914055616e-09,2.095986611711433e-06,1.908893592291053e-06,1.259664575702288e-07,6.471102658555488e-12,1.6598265777986985e-13,1.4813457474321708e-07,1.3848897799688622e-07,1.4638761526529718e-08,2.9050051285054352e-08,9.772026209877037e-08,9.849660739010623e-09,3.760545645483723e-09,9.339588683483485e-10,2.2204613594783025e-10,2.8822837086240134e-14,1.4667875051560171e-15,1.046337693236852e-17,2.2145576654981465e-09,4.4221481787239526e-16,1.2372610143433856e-12,4.157571380361641e-20,3.419317522170383e-10,2.3229113372590326e-11,1.656484079567603e-13,1.0228453603587212e-16,5.3584062719890656e-14,4.7258452038308424e-12,0.0002661360761499424,4.971796563515948e-16,8.456429197795557e-24,1.8911797568662044e-15
4.5096732378696285e-08,0.23053377371790762,3.76,0.0,0.5837963710465051,0.9997335719897005,1.2483280286268598e-09,0.0,3.1971304026035438e-09,2.1985100892379966e-06,1.992348391729979e-06,1.354633504014001e-07,7.076138906951375e-12,1.7348634018404378e-13,1.6129028839381192e-07,1.5033828177402288e-07,1.6526098870067277e-08,3.313995656800975e-08,1.0272911497678169e-07,1.0844043742617338e-08,4.275190647646296e-09,1.027584446379805e-09,2.4754511819597374e-10,3.508050297158532e-14,1.7453450629607308e-15,1.2242632602843758e-17,2.320555463790537e-09,5.195627576570883e-16,1.3315551775969736e-12,4.906085916081944e-20,3.744535437357024e-10,2.5548137568657024e-11,1.9021462744601114e-13,1.199673974911542e-16,5.877731179839137e-14,5.494977382583796e-12,0.00026613607041987375,5.282849519424573e-16,1.013280269328065e-23,2.205944529211419e-15
4.7157139169668546e-08,0.23053377817548037,3.76,0.0,0.5837962614109827,0.9997335496101921,1.4681200938858444e-09,0.0,3.585525864683734e-09,2.301336749211679e-06,2.075122531271961e-06,1.4543822057080535e-07,7.705127585900954e-12,1.8094607585671926e-13,1.7488430381005285e-07,1.625262379984522e-07,1.8567506470015372e-08,3.7570344870171196e-08,1.077809323590223e-07,1.1875704253478758e-08,4.831536620600582e-09,1.1268109610110102e-09,2.749498044029046e-10,4.236373540217725e-14,2.066524963932684e-15,1.424246241863426e-17,2.4265508603000095e-09,6.071606415799936e-16,1.4306187646493336e-12,5.752054479157818e-20,4.083598244593282e-10,2.7983274423734426e-11,2.1705965542064134e-13,1.4007372911868043e-16,6.420353225506413e-14,6.353495131353432e-12,0.00026613606447749343,5.600329878014688e-16,1.204834353916373e-23,2.558339667277655e-15
4.9217545960640806e-08,0.23053378264598426,3.76,0.0,0.5837961512721741,0.9997335264582706,1.7139157689591692e-09,0.0,3.999117303016874e-09,2.4044775158316956e-06,2.1572215552007216e-06,1.5590856755998194e-07,8.357697584912914e-12,1.8836211762625043e-13,1.8890330884544438e-07,1.7503792681747674e-07,2.0767959415087723e-08,4.235059707165974e-08,1.1287710507212091e-07,1.2943098801166466e-08,5.430699250834815e-09,1.231866016776655e-09,3.0435566376923124e-10,5.079381135209919e-14,2.4357293813846615e-15,1.648222258094218e-17,2.5325438563370956e-09,7.060812616930243e-16,1.5346321124239805e-12,6.704354795430434e-20,4.4363919743613594e-10,3.053550850834247e-11,2.4627810017596753e-13,1.6288086989273586e-16,6.986180750230242e-14,7.307631393316524e-12,0.0002661360583282747,5.924212340559701e-16,1.4226115275278144e-23,2.9514614355856434e-15
5.1277952751613067e-08,0.23053378712973804,3.76,0.0,0.5837960406128465,0.9997335025363806,1.9873534762151606e-09,0.0,4.438035813039306e-09,2.5079428574043084e-06,2.238650962478093e-06,1.6689129122091525e-07,9.033481887164012e-12,1.9573471688763003e-13,2.033342741111693e-07,1.8785888952812344e-07,2.3132281271931056e-08,4.7489678017090405e-08,1.1801898138497349e-07,1.4044723759670772e-08,6.073743728260039e-09,1.3429835592814855e-09,3.3586155699792973e-10,6.05015981062317e-14,2.8589297728976117e-15,1.8982434317381863e-17,2.638534453333072e-09,8.174974284735244e-16,1.643769424917929e-12,7.772422650536432e-20,4.802803594786672e-10,3.3205855941741346e-11,2.779637932396707e-13,1.8869276090425865e-16,7.575122454246675e-14,8.363726748477883e-12,0.00026613605197687006,6.254471707562933e-16,1.6690680293900644e-23,3.3885715594194247e-15
5.333835954258533e-08,0.23053379162704501,3.76,0.0,0.5837959294163448,0.9997334778470058,2.2900788574764638e-09,0.0,4.902373265693273e-09,2.61174279838966e-06,2.319416207124194e-06,1.7840270518986469e-07,9.732117529590378e-12,2.0306412361130282e-13,2.1816444755823148e-07,2.009751153375142e-07,2.566514729798659e-08,5.299614938650424e-08,1.2320786791391313e-07,1.517911617132928e-08,6.761686005509707e-09,1.46040284782822e-09,3.6956962229151783e-10,7.162793892516427e-14,3.3427112849105542e-15,2.1764815773429298e-17,2.7445226528465874e-09,9.426901036532083e-16,1.7581989065321888e-12,8.966269440409252e-20,5.182721004647514e-10,3.599536340862028e-11,3.1220979587549463e-13,2.1784161043171358e-16,8.187087395402935e-14,9.528218870430806e-12,0.0002661360454204803,6.591082878381696e-16,1.946818773154942e-23,3.873099919948126e-15
5.539876633355759e-08,0.2305337961381929,3.76,0.0,0.5837958176665786,0.9997334523926555,2.6237423207393413e-09,0.0,5.392185218069601e-09,2.715886931576733e-06,2.3995226985941576e-06,1.9045855049225852e-07,1.0453245563338348e-11,2.1035058635116984e-13,2.3338134915672252e-07,2.1437302848576265e-07,2.8371087594610986e-08,5.887818220678661e-08,1.2844503051098174e-07,1.634485408313385e-08,7.495494031770392e-09,1.5843674996103506e-09,4.055851637299132e-10,8.43240274280525e-14,3.894318903705536e-15,2.4852312206148437e-17,2.850508456570453e-09,1.0830568902482426e-15,1.8780828982632124e-12,1.0296498818516689e-19,5.576033026457848e-10,3.890510719625673e-11,3.4910840553787353e-13,2.5068957585337963e-16,8.821984987777928e-14,1.0807632400330035e-11,0.0002661360386595977,6.934020850850767e-16,2.258646506854613e-23,4.408646883165905e-15
5.745917312452985e-08,0.23053380066345489,3.76,0.0,0.5837957053480104,0.9997334261758678,2.9899967708798225e-09,0.0,5.907493633560222e-09,2.8203844303285647e-06,2.4789758021513644e-06,2.0307400927700073e-07,1.1196511014581418e-11,2.1759435225323817e-13,2.4897276567348745e-07,2.2803947573327001e-07,3.1254490199683855e-08,6.514356900176117e-08,1.3373169513508632e-07,1.7540556451451695e-08,8.276088960836528e-09,1.7151246041614716e-09,4.440165421001661e-10,9.875176951127383e-14,4.521705372667129e-15,2.826912448207562e-17,2.956491866338603e-09,1.2401208865109561e-15,2.003578015914778e-12,1.1774322439955812e-19,5.982629399623262e-10,4.19361922523962e-11,3.887511622763645e-13,2.876304593181875e-16,9.479725000309039e-14,1.220856923826821e-11,0.00026613603169627705,7.283260720910872e-16,2.6075113448692596e-23,4.998985267757526e-15
5.951957991550211e-08,0.23053380520308958,3.76,0.0,0.5837955924456415,0.9997333991992122,3.390495515090939e-09,0.0,6.4482894208607296e-09,2.9252440607896237e-06,2.5577808392371683e-06,2.162637185659679e-07,1.1961562845704571e-11,2.2479566706434936e-13,2.6492674554761514e-07,2.4196171420683454e-07,3.431960412007347e-08,7.17997355865518e-08,1.3906904870614744e-07,1.8764882728878622e-08,9.104346333576837e-09,1.8529239051473026e-09,4.849750682353987e-10,1.1508413174005687e-13,5.233580861299555e-15,3.2040735915971224e-17,3.062472884133194e-09,1.4155399038892834e-15,2.134835288999509e-12,1.3411574821449627e-19,6.402400773668856e-10,4.50897512637079e-11,4.3122885508962536e-13,3.290914132497937e-16,1.0160217555425412e-13,1.3737699243953535e-11,0.00026613602453068964,7.638777682240059e-16,2.9965606661382795e-23,5.648061965021537e-15
6.157998670647437e-08,0.23053380975734244,3.76,0.0,0.5837954789450005,0.9997333714652863,3.826890328713592e-09,0.0,7.014534806395346e-09,3.030474193937276e-06,2.6359430878372054e-06,2.300417838926041e-07,1.2748053916849145e-11,2.31954775140419e-13,2.812315938609358e-07,2.561273995902685e-07,3.757054230571272e-08,7.88537525204605e-08,1.4445823994273605e-07,2.001653226552417e-08,9.981097235591504e-09,1.998017044690672e-09,5.285748988695785e-10,1.3350547534699388e-13,6.039464328143685e-15,3.619393752723766e-17,3.168451512091827e-09,1.6111160406020574e-15,2.2720002989173746e-12,1.5220727358250837e-19,6.835238701535877e-10,4.8366943754196997e-11,4.766315282297552e-13,3.7553465088867667e-16,1.0863373127687829e-13,1.5401751328620284e-11,0.0002661360171632029,8.000547025886498e-16,3.4291393645392223e-23,6.35999923309234e-15
6.364039349744662e-08,0.23053381432644507,3.76,0.0,0.5837953648321301,0.9997333429767161,4.3008296683070184e-09,0.0,7.606165553520212e-09,3.1360828174140125e-06,2.713467782844348e-06,2.444217927592948e-07,1.3555640947810988e-11,2.3907191945464757e-13,2.97875867400728e-07,2.7052457464562126e-07,4.1011284567020697e-08,8.631234623220164e-08,1.4990038018369274e-07,2.1294243601903002e-08,1.09071294308261e-08,2.1506568655660832e-09,5.74932934978086e-10,1.5421187515107378e-13,6.949736513531015e-15,4.0756851788737526e-17,3.274427752514877e-09,1.8288056011974935e-15,2.4152133155708847e-12,1.721490153762674e-19,7.28103563294411e-10,5.176895520296066e-11,5.250484874578379e-13,4.274591570867135e-16,1.158910254243517e-13,1.7207504920472454e-11,0.0002661360095948486,8.36854413990442e-16,3.9088004388433414e-23,7.13909568681913e-15
6.570080028841888e-08,0.23053381891061653,3.76,0.0,0.5837952500935741,0.9997333137361549,4.813957022686952e-09,0.0,8.223093037873254e-09,3.2420775471271844e-06,2.7903601164183586e-06,2.5941682789534136e-07,1.4383984480288726e-11,2.461473416058467e-13,3.1484836981302855e-07,2.8514165805604653e-07,4.464568043667226e-08,9.41819098264305e-08,1.5539654419401336e-07,2.259679367562649e-08,1.1883188471589713e-08,2.3110967677991374e-09,6.241687225698603e-10,1.7741142282857106e-13,7.975694512753285e-15,4.5758954919710643e-17,3.3804016078729038e-09,2.0707293552998485e-15,2.5646094321462253e-12,1.9407881375900552e-19,7.73968490781794e-10,5.5296996180928146e-11,5.765683062510084e-13,4.854023950074548e-16,1.2337316974437626e-13,1.91617817915897e-11,0.0002661360018263206,8.742744508992742e-16,4.4393159156882394e-23,7.989826998932544e-15
