Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155)
1.359478649974231e-17,0.23636183228331334,3.76,0.0,0.7412931617763032,0.9999999996406311,4.269590559285847e-35,0.0,3.8576578522535136e-26,2.1632797886337875e-12,2.163279788400377e-12,2.5026199644494725e-14,1.1833755023263243e-27,1.2974111410810645e-26,2.485174209700498e-22,2.3325745279227663e-22,3.004226218381839e-14,6.961152000319958e-32,2.5026199629163204e-14,2.294356705855126e-27,2.292862041495303e-19,3.8023503339834056e-26,4.250310751025993e-26,8.564468012748205e-33,1.640596659679174e-29,6.415135789902889e-34,3.004226218380371e-14,9.581758032108765e-30,3.956342107477532e-26,2.4403793552670052e-45,8.610555975184165e-26,1.192296350582431e-25,9.904127254432323e-37,1.7433705093289974e-29,5.029726686080492e-28,5.456584808345399e-26,3.593439041013073e-10,7.052959939236318e-27,1.0642788097760441e-44,1.9654806343192812e-32,5.738789357643095e-39,8.18688904010798e-39,2.47843552331931e-28,6.094620657057963e-51,3.779712838852464e-44,4.5008844481103575e-42,8.4190433718026e-44,1.1270271596779093e-45,4.47061957089956e-53,9.840099317499359e-29,1.2731140648953407e-41,3.6560163802297596e-37,2.5670067973978724e-38,1.825969760275324e-48,7.64927566173227e-40,6.629293279475675e-40,3.5520909051834735e-38,1.2066819878889625e-59,4.922729284703244e-43,3.670600091079655e-37
2.7189584523937696e-17,0.2363618322834076,3.76,0.0,0.7412931617740849,0.9999999992812619,3.4156763213817056e-34,0.0,1.5430647707324427e-25,4.326561411092247e-12,4.326561410158604e-12,5.005242049188336e-14,4.733505164029429e-27,5.189647360123698e-26,9.641091840636101e-22,9.33030403724146e-22,6.008454983467946e-14,5.568925721432075e-31,5.005242046051838e-14,9.177707774171318e-27,4.585728646632119e-19,1.5209410943151737e-25,1.7001254432469716e-25,3.425800579634638e-32,6.562390813122542e-29,2.5660797237695247e-33,6.008454983462073e-14,3.8327057991067167e-29,1.5825377866770385e-25,1.952321762113754e-44,3.444224578427757e-25,4.769188433023652e-25,7.923307678054744e-36,6.973486471158918e-29,2.011893163925486e-27,2.1826353105476586e-25,7.186880635427358e-10,2.82118563519511e-26,8.514237269071323e-44,7.862083430829956e-32,4.5910360419356367e-38,6.54951783794165e-38,9.913748401246175e-28,9.751403376068964e-50,3.023772922484006e-43,3.600710213633739e-41,6.735239599446535e-43,9.016225317918133e-45,7.152997016832434e-52,3.9360419285114893e-28,1.0184920067175846e-40,2.9248152712087167e-36,2.0536074675297336e-37,2.9215547079840575e-47,6.119426587902929e-39,5.3034399001664484e-39,2.84167470790464e-37,3.861386548690047e-58,3.938186204001294e-42,2.9364821094508175e-36
5.437918057232847e-17,0.23636183228359606,3.76,0.0,0.7412931617696482,0.9999999985625236,2.732544215153361e-33,0.0,6.172266235258109e-25,8.653124655973522e-12,8.653124652238951e-12,1.001048621503715e-13,1.8934027837022526e-26,2.0758592009954247e-25,3.796515693700338e-21,3.7321227961084145e-21,1.2016912513604135e-13,4.455142214149898e-30,1.001048620848338e-13,3.6713043694595525e-26,9.171469716782862e-19,6.083766261105385e-25,6.800504430217108e-25,1.3703296246566822e-31,2.6249571614202987e-28,1.026451236890862e-32,1.2016912513580644e-13,1.533082926592157e-28,6.330152659293451e-25,1.56188491660551e-43,1.3776902681869834e-24,1.9076759784636197e-24,6.338648489154944e-35,2.7893954753639696e-28,8.04758489689288e-27,8.730544013773794e-25,1.437376234586349e-09,1.1284745054815244e-25,6.811393102151606e-43,3.144959088145669e-31,3.672830675107288e-37,5.239617068650316e-37,3.96550062507878e-27,1.5602253647834405e-48,2.419019888783416e-42,2.8805692141625717e-40,5.3881935277555773e-42,7.212985093823773e-44,1.1444799832821464e-50,1.5744170311329959e-27,8.147939065006862e-40,2.3398530808409708e-35,1.6428867848635946e-36,4.67448999786046e-46,4.895543701685805e-38,4.242754069632645e-38,2.273340410973305e-36,1.2356443466348609e-56,3.150549899811957e-41,2.3491863323493242e-35
1.0875837266911002e-16,0.236361832283973,3.76,0.0,0.7412931617607749,0.9999999971250478,2.1860392088881176e-32,0.0,2.468911038701499e-24,1.7306251145593495e-11,1.7306251130655204e-11,2.002097453221914e-13,7.573613268153493e-26,8.303434900162285e-25,1.5066220613006283e-20,1.492849351566902e-20,2.403382757373239e-13,3.564114407774728e-29,2.0020974517988498e-13,1.468698055451831e-25,1.8342983296619976e-18,2.433506851131572e-24,2.7202026007770486e-24,5.481391027470285e-31,1.0499830328343037e-27,4.105957768899019e-32,2.4033827573638424e-13,6.132333637841242e-28,2.5320610664047232e-24,1.2495512492506876e-42,5.5107619395393416e-24,7.6307051172846e-24,5.0709197250591955e-34,1.1157583676309478e-27,3.2190422167564217e-26,3.492218157556942e-24,2.874751985316841e-09,4.51389788075948e-25,5.449116709356494e-42,1.2580836081022676e-30,2.9382653074766293e-36,4.1916950237651445e-36,1.5862005053365467e-26,2.4963612389591325e-47,1.9352173157209646e-41,2.3044557585475048e-39,4.310555381317191e-41,5.770392608118057e-43,1.831168355539017e-49,6.297667199396936e-27,6.518352443807702e-39,1.8718828055243226e-34,1.314309750618629e-35,7.479185942565261e-45,3.916435946622994e-37,3.394204177688696e-37,1.8186723484723683e-35,3.9540628297175986e-55,2.520440016278028e-40,1.8793490520406366e-34
1.6313756476589157e-16,0.23636183228434995,3.76,0.0,0.7412931617519015,0.9999999956875727,6.250711796453225e-32,0.0,5.246442300367135e-24,2.5959377635070884e-11,2.5959377603327023e-11,3.003146283488549e-13,1.6093930310431165e-25,1.7644795250793493e-24,3.1940817394550714e-20,3.1723050138703564e-20,3.605074263371654e-13,1.019114007906913e-28,3.003146281213566e-13,3.121242122503241e-25,2.7514528316019914e-18,5.171202240839347e-24,5.7804313782547254e-24,1.1648077400782099e-30,2.2312140514084937e-27,8.72541745454226e-32,3.605074263351686e-13,1.3031211158311262e-27,5.380629429798015e-24,3.57301540704525e-42,1.1710369654083285e-23,1.6215249118399525e-23,1.4499661767362341e-33,2.370986646946602e-27,6.840476406967492e-26,7.420963926921799e-24,4.312127144690843e-09,9.592032182696652e-25,1.558107109975396e-41,2.6735961609192803e-30,8.722772563903829e-36,1.2443657095961015e-35,3.370676236921798e-26,9.443997177760173e-47,5.533514269236604e-41,6.589303433738448e-39,1.232549448871094e-40,1.6499723755375833e-42,6.73998606107189e-49,1.3382540593644633e-26,1.8638414877320356e-38,5.352415141228097e-34,3.90169887361933e-35,2.8294438014593553e-44,1.1626863854725415e-36,1.0076295456682957e-36,5.200265972044461e-35,1.8445185040836003e-54,7.206884716414086e-40,5.373763355988743e-34
2.175167568626731e-16,0.23636183228472687,3.76,0.0,0.7412931617430282,0.999999994250098,1.3184572624278573e-31,0.0,8.949823132742067e-24,3.4612504124405704e-11,3.46125040702544e-11,4.0041951123036207e-13,2.745435451850857e-25,3.0099938135154083e-24,5.442030600053966e-20,5.411579263389392e-20,4.806765769355658e-13,2.1496066446383577e-28,4.004195109092487e-13,5.324878186545754e-25,3.668610477500985e-18,8.821462768257617e-24,9.860737034815698e-24,1.9870451445819002e-30,3.806188773075852e-27,1.488496344447401e-31,4.806765769321595e-13,2.2229716279337047e-27,9.178720093075108e-24,7.536685526203252e-42,1.9976513404346464e-23,2.7661307975603865e-23,3.0583986804853288e-33,4.044624390259527e-27,1.1669066142990992e-25,1.2659291707122926e-23,5.749501712708598e-09,1.6362876846598528e-24,3.2864997245975663e-41,4.5611208705182994e-30,1.900609305887037e-35,2.7113276688507727e-35,5.749977260182378e-26,2.458208450502541e-46,1.1671789137309016e-40,1.3898749563321402e-38,2.5998037495584882e-40,3.4802712290983664e-42,1.7094377637616754e-48,2.2829035948160275e-26,3.93138159656382e-38,1.1289793962467463e-33,8.501308231767592e-35,7.364826078341584e-44,2.5334223072123204e-36,2.1955265064571133e-36,1.0968866312878158e-34,5.616446859743114e-54,1.520140976527838e-39,1.1334822412311995e-33
3.262751410562362e-16,0.23636183228548077,3.76,0.0,0.7412931617252814,0.99999999137515,3.601120692635393e-31,0.0,1.8529505503807346e-23,5.1918757102740724e-11,5.1918756990627326e-11,6.006292766527038e-13,5.684076244796638e-25,6.231807429418067e-24,1.125336210374553e-19,1.120398770098476e-19,7.210148781289845e-13,5.871242548539716e-28,6.006292761245912e-13,1.1025887926263291e-24,5.502933147986683e-18,1.8263718244140263e-23,2.0415407131631674e-23,4.114001833147015e-30,7.880230585577053e-27,3.0819065429998945e-31,7.210148781219319e-13,4.602381469485969e-27,1.900337130526507e-23,2.0585823147698333e-41,4.135883443005659e-23,5.726922584318481e-23,8.353435543533799e-33,8.373881302091794e-27,2.4159381537379306e-25,2.6209456059994054e-23,8.624249460867956e-09,3.387725200292348e-24,8.976452940691795e-41,9.444296013991629e-30,5.516690698738263e-35,7.869733818561947e-35,1.1904597860149665e-25,9.020892959858934e-46,3.1879305041910315e-40,3.7961796103862937e-38,7.100870201064648e-40,9.505709701062611e-42,5.97828583573016e-48,4.7264604876992747e-26,1.0737822683654423e-37,3.083592946846679e-33,2.4675178577472617e-34,2.7026570134892217e-43,7.353690625953353e-36,6.372701177495306e-36,2.995937205114256e-34,2.558766474034397e-53,4.151977881368702e-39,3.095891104258959e-33
4.350335252497993e-16,0.23636183228623467,3.76,0.0,0.7412931617075346,0.9999999885002043,7.534758266536736e-31,0.0,3.1513889583187396e-23,6.922501008055143e-11,6.92250098898759e-11,8.008390415412548e-13,9.667126240719536e-25,1.0598668177510698e-23,1.9125812199626725e-19,1.9055048718320274e-19,9.613531793171038e-13,1.2284603436865101e-27,8.008390407751676e-13,1.8754419359576423e-24,7.337267379953503e-18,3.106180097570963e-23,3.4721265880138064e-23,6.99697049566715e-30,1.3402208437850264e-26,5.241793701973344e-31,9.61353179305109e-13,7.827447161442072e-27,3.231975247835455e-23,4.307398923812271e-41,7.034054543178175e-23,9.739995436415019e-23,1.7478181590815408e-32,1.424177911187775e-26,4.1088880630654774e-25,4.457542051635283e-23,1.1498995034401505e-08,5.7616322178202235e-24,1.8781747565168693e-40,1.606409564682974e-29,1.2064091288663637e-34,1.7209596547345056e-34,2.024660323582409e-25,2.3391115166910535e-45,6.670222410822323e-40,7.94287757274776e-38,1.485739527943368e-39,1.9889142360148498e-41,1.4938572598370903e-47,8.038468951713076e-26,2.2467117102834354e-37,6.451907973843188e-33,5.395957690467075e-34,7.0079414924823954e-43,1.6081612360819152e-35,1.3936024615565666e-35,6.268502012972714e-34,7.685448682613902e-53,8.687328634294679e-39,6.477638888378317e-33
5.437919094433624e-16,0.23636183228698854,3.76,0.0,0.7412931616897878,0.9999999856252607,1.3716756484757596e-30,0.0,4.814618655871539e-23,8.653126305780037e-11,8.653126276649124e-11,1.0010488058578875e-12,1.4769186503211573e-24,1.6192363722984412e-23,2.920660361874173e-19,2.9111808907022304e-19,1.2016914804995454e-12,2.23636512131953e-27,1.0010488048206377e-12,2.8656067808562367e-24,9.171613999239694e-18,4.74554127290327e-23,5.304625705998912e-23,1.0689994982905448e-29,2.0475546341045877e-26,8.008711764855133e-31,1.2016914804812192e-12,1.195857323336761e-26,4.937727113663195e-23,7.841751046288389e-41,1.074644599282622e-22,1.48805122829405e-22,3.1818361956000636e-32,2.1758220776065515e-26,6.277468194546305e-25,6.81011707819245e-23,1.4373738277980453e-08,8.802470466987078e-24,3.419146373656423e-40,2.454516302727393e-29,2.2633521046725897e-34,3.2286777520872676e-34,3.09322351769816e-25,5.114286615243443e-45,1.214289513278461e-39,1.4459705055426169e-37,2.7047319475625836e-39,3.620745720721354e-41,3.1694557624531455e-47,1.2280960395797517e-25,4.090052844717674e-37,1.1745451998151077e-32,1.0123273076079336e-33,1.5322269920065158e-42,3.017119528694577e-35,2.6145442683042597e-35,1.1411566922450498e-33,1.917591821462175e-52,1.5814951922484317e-38,1.1792292395759462e-32
7.613086778304886e-16,0.2363618322884963,3.76,0.0,0.7412931616542942,0.9999999798753809,3.621640431614521e-30,0.0,9.25837832893926e-23,1.211437690105777e-10,1.211437684504006e-10,1.4014683327394772e-12,2.8400630303533087e-24,3.113731224504295e-23,5.613192542320261e-19,5.598097585976497e-19,1.6823680828470393e-12,5.904663431666339e-27,1.4014683310582526e-12,5.512045252819176e-24,1.2840345177992733e-17,9.125507231599917e-23,1.0200610700380615e-22,2.0557379195833063e-29,3.937374977772468e-26,1.5402375468248849e-30,1.6823680828117965e-12,2.2995923556822538e-26,9.49507055081593e-23,2.0706667159299655e-40,2.0665034497058128e-22,2.8614697410643664e-22,8.400985990181586e-32,4.184028783044053e-26,1.2071418474080242e-24,1.3095613639203235e-22,2.0123217628931364e-08,1.6926830846225212e-23,9.027561506788917e-40,4.721197998770889e-29,6.192832183394048e-34,8.83401074728817e-34,5.948159188896194e-25,1.9671069956781975e-44,3.2060889948067544e-39,3.817788482512307e-37,7.141289258967739e-39,9.55985829768767e-41,1.1612189664589563e-46,2.3615834023800577e-25,1.0798945778485097e-36,3.101145728050804e-32,2.769824805781276e-33,5.8933677103574e-42,8.255357994133666e-35,7.153732944157184e-35,3.012989117762247e-33,1.0520334114536402e-51,4.175613667332701e-38,3.113511713194665e-32
1.196342214604741e-15,0.23636183229151186,3.76,0.0,0.7412931615833069,0.9999999683756496,1.4004417269822107e-29,0.0,2.258783499431549e-22,1.9036878090929215e-10,1.9036877954262977e-10,2.202307379538825e-12,6.928897900504045e-24,7.596545757929999e-23,1.3687205251063187e-18,1.365766218237057e-18,2.6437212874729004e-12,2.2832396932132353e-26,2.2023073761655365e-12,1.3456046775661152e-23,2.017795836873666e-17,2.22634715232332e-22,2.4886418963332283e-22,5.0158405909379733e-29,9.606002379579417e-26,3.758695766563716e-30,2.643721287386907e-12,5.610314603196495e-26,2.3165077069459805e-22,8.008798419651742e-40,5.041642405521783e-22,6.981119366319288e-22,3.2485281201116864e-31,1.0207763238910264e-25,2.9450970799631502e-24,3.194933036421017e-22,3.1622147960651764e-08,4.129629932316173e-23,3.490820519692299e-39,1.1524736331709127e-28,2.4594406990279816e-33,3.5083441172062914e-33,1.4511706902220946e-24,1.2984224688891722e-43,1.2397490562823494e-38,1.4762781849761494e-36,2.7614226482574114e-38,3.696663122507164e-40,7.364159295649521e-46,5.761539041923029e-25,4.1757811341539376e-36,1.199163885405106e-31,1.1000060739798443e-32,3.889998698763289e-41,3.278592517971939e-34,2.841053715476753e-34,1.165074144422903e-32,1.1970833223761583e-50,1.6146428304788815e-37,1.203944498358178e-31
2.066409288153246e-15,0.23636183229754293,3.76,0.0,0.7412931614413325,0.999999945376301,7.370462915936869e-29,0.0,6.702937609022078e-22,3.2881880467933843e-10,3.2881880062384317e-10,3.8039854452599506e-12,2.056114982248806e-23,2.2542235885224973e-22,4.05996763435808e-18,4.052835826821853e-18,4.566427696447922e-12,1.2016390271326227e-25,3.803985436884742e-12,3.998186008866056e-23,3.4853788574390014e-17,6.606561242135301e-22,7.384919268613701e-22,1.4887068718475083e-28,2.8505283100999718e-25,1.1159749579097024e-29,4.5664276961926745e-12,1.6648335087272487e-25,6.87409713915293e-22,4.2169926455970424e-39,1.4960795591901906e-21,2.071608662333806e-21,1.7096577332238893e-30,3.0290976956778156e-25,8.739641020081428e-24,9.480787566328303e-22,5.461989505259273e-08,1.2254423878960334e-22,1.8371791085706086e-38,3.4238537714259877e-28,1.3116100058421274e-32,1.8709812284536765e-32,4.306269163084335e-24,1.2815238259631201e-42,6.524692320607067e-38,7.76945721034547e-36,1.453299705230809e-37,1.9455237686124288e-39,7.124032931287161e-45,1.7096992789682802e-24,2.1976588001926552e-35,6.311042078666956e-31,5.866260211428126e-32,3.839361009578594e-40,1.748469077986868e-33,1.5151223030419331e-33,6.131621199134343e-32,2.249053172175508e-49,8.497641332981406e-37,6.336189186256854e-31
3.806543435250256e-15,0.2363618323096051,3.76,0.0,0.7412931611573836,0.9999998993780577,4.714290925475221e-28,0.0,2.2702650448995997e-21,6.057188521099327e-10,6.057188383746009e-10,7.0073414652262976e-12,6.9637607540837e-23,7.634639546531165e-22,1.3746960910981467e-17,1.3726324229720592e-17,8.41184051329176e-12,7.685655221552858e-25,7.0073414403777435e-12,1.3576961073181446e-22,6.420786361162097e-17,2.2375388029904676e-21,2.5011654252580714e-21,5.043964238172032e-28,9.654296835721241e-25,3.7837647256832084e-29,8.411840512426802e-12,5.63855694196131e-25,2.3281417556357035e-21,2.699861032115941e-38,5.066988768537877e-21,7.016216452712452e-21,1.0934932339321564e-29,1.0259084718584447e-24,2.9601377619847644e-23,3.2109953597029506e-21,1.0061493508953069e-07,4.15036549363938e-22,1.175063418085996e-37,1.1623146204883519e-27,8.429773835051166e-32,1.2024879396326884e-31,1.4584665436128514e-23,1.5958151032310018e-41,4.173249358679333e-37,4.969325737629961e-35,9.29526157458052e-37,1.2443761112497106e-38,8.808087778700073e-44,5.790446663400293e-24,1.4056175775401532e-34,4.03652811561658e-30,3.770262896253393e-31,4.780951386315254e-39,1.1237504116056573e-32,9.737756955558243e-33,3.9217564693608507e-31,5.505570655193139e-48,5.43505541613025e-36,4.052595616766908e-30
7.286811729444275e-15,0.2363618323337294,3.76,0.0,0.741293160589486,0.9999998073833872,3.361553214355755e-27,0.0,8.315222199601788e-21,1.159518946533116e-09,1.159518896228946e-09,1.3414053059253014e-11,2.550416277793041e-22,2.7960563009126922e-21,5.033942356560234e-17,5.027117795277177e-17,1.610266614255657e-11,5.4799278829974255e-24,1.3414052975576966e-11,4.998748401074711e-22,1.2292567283364776e-16,8.194738885942643e-21,9.160308268014038e-21,1.8487281141445203e-27,3.5357825808407916e-24,1.3888005532613418e-28,1.610266613938527e-11,2.065078839718561e-24,8.52650865352871e-21,1.9288567291671813e-37,1.855729928816457e-20,2.5696136171567018e-20,7.796687899622786e-29,3.7572804498839044e-24,1.0842344218248884e-22,1.1759924362096784e-20,1.9260319855773178e-07,1.5200138218943828e-21,8.378400622492786e-37,4.276767905012816e-27,6.019333565145646e-31,8.586462802363524e-31,5.341477403577548e-23,2.247883863076184e-40,2.975658484687601e-36,3.543163844151645e-34,6.627575268609179e-36,8.872827974247651e-38,1.2380939682738349e-42,2.1206599226967095e-23,1.002215706726461e-33,2.878074244110125e-29,2.6921769661711165e-30,6.734500569822112e-38,8.024212336056196e-32,6.953310101439577e-32,2.796220465490784e-30,1.5402964862976895e-46,3.875210407272304e-35,2.8895067693375376e-29
1.4247348317832315e-14,0.23636183238197814,3.76,0.0,0.7412931594536908,0.9999996234013129,2.5372977903049433e-26,0.0,3.178800565305883e-20,2.2671191336274885e-09,2.2671189413500313e-09,2.6227474463790704e-11,9.748555259941734e-22,1.0686988775242922e-20,1.9239718321236415e-16,1.9215133131634984e-16,3.148431738341173e-11,4.135679509628777e-23,2.622747415892156e-11,1.9308369107903847e-21,2.4039993026507243e-16,3.132268094620402e-20,3.5013873882433924e-20,7.077337052604737e-27,1.3514814201887264e-23,5.331653758416643e-28,3.148431737126341e-11,7.893483344041804e-24,3.2590391645097686e-20,1.4614938054163356e-36,7.093150126558315e-20,9.821826017333071e-20,5.884131806787227e-28,1.4361451131063936e-23,4.1451533031073576e-22,4.494992262377677e-20,3.7657245944615366e-07,5.809846121732478e-21,6.323316168438423e-36,1.6499490588033422e-26,4.544611740829266e-30,6.482836845325385e-30,2.0416719564798258e-22,3.3728764338089825e-39,2.2458704243150498e-35,2.674009328408639e-33,5.001783791182146e-35,6.696794291263876e-37,1.8566535158709588e-41,8.105571731623198e-23,7.563684386761531e-33,2.172071707150748e-28,2.0325972437884963e-29,1.0104894755132694e-36,6.0582960824601694e-31,5.2497710738647535e-31,2.1102656024909263e-29,4.607928304628823e-45,2.9245701001188846e-34,2.1806639309709367e-28
2.8168421494608393e-14,0.23636183247847542,3.76,0.0,0.7412931571821003,0.9999992554662257,1.9717285233932973e-25,0.0,1.2428892848596138e-19,4.482319500808251e-09,4.4823187492417474e-09,5.185431013945007e-11,3.810560982252386e-21,4.177000281662609e-20,7.520039115994189e-16,7.510733498999441e-16,6.224761979455787e-11,3.2129480111810878e-22,5.185430897791037e-11,7.704912231800228e-21,4.755030249843322e-16,1.2243252949710314e-19,1.3686443174732422e-19,2.7749259137254636e-26,5.28262055810195e-23,2.1021936774233522e-27,6.224761974686443e-11,3.085482620049364e-23,1.273844865217085e-19,1.1444150735893503e-35,2.772542382519291e-19,3.839116955331279e-19,4.571299057545301e-27,5.613555632051916e-23,1.620935427552095e-21,1.7569850696225624e-19,7.444819191390213e-07,2.270853362122826e-20,4.912756049368042e-35,6.56844080309534e-26,3.531025758616493e-29,5.0370250919892085e-29,7.980413269605907e-22,5.225345992938622e-38,1.745020941370291e-34,2.077394791279007e-32,3.885779581202917e-34,5.203427115604335e-36,2.8759526779870487e-40,3.168102135157215e-22,5.876118458935822e-32,1.6874512923624976e-27,1.5792622154584902e-28,1.5654752814730345e-35,4.707105064861484e-30,4.078920660056748e-30,1.6393862615581344e-28,1.4256252602857417e-43,2.271999757191364e-33,1.6940707314059885e-27
