Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155)
1.5484824396491134e-07,0.23779796753989532,3.76,0.0,0.6975053978300024,0.9820521585178181,0.0023118756599704803,0.0,0.00023073383874633888,0.03301860501691089,0.009847531662827933,0.018863538351214227,1.2527293410479773e-09,5.131506191939186e-10,0.0018005742793935722,0.002641331960317214,0.009258396484529002,0.009674095532243118,0.0003533848379714713,0.00032026334069422814,0.0006724579609257812,6.5023312660953e-06,0.0003597362570032847,0.00019262634251368134,1.3201353518606737e-05,9.369503214137146e-08,0.0004674247472839717,2.4283630371702094e-05,6.389930642396828e-07,1.1821287090695314e-11,4.1810909896737e-05,8.165770649407616e-06,1.3911251873962962e-05,5.284123081082911e-07,2.2676761803015265e-07,0.0015798339708184795,0.0034431359905909746,1.3092101134967917e-08,6.5772222568511725e-12,7.74261190541965e-07,4.783801958949259e-08,1.2374185233987943e-06,3.484464819743515e-06,4.4506588269549176e-11,1.2557504270042015e-11,6.716806576154756e-10,2.2424608043855543e-10,1.864419709243089e-12,2.1163945984579693e-09,3.260380857552461e-11,1.1550447043269394e-08,1.0660296410821213e-05,1.4074105453700612e-07,1.497537316764954e-08,4.857776324700766e-08,2.0320153709635778e-08,2.3743408829972444e-08,1.062923439878915e-11,8.87757949578355e-08,1.5351485460446047e-10
1.583123769284542e-07,0.23783579802623803,3.76,0.0,0.6962356852835367,0.9815722577480752,0.002419919141285068,0.0,0.00023502313435992485,0.033901678244768564,0.009879741532655533,0.01955890065656467,1.2563754681569283e-09,5.145106166170399e-10,0.0018165238281003494,0.002652941629718858,0.00958941306129074,0.010057753274464466,0.00036109825827063916,0.00032153715827876395,0.0006871603027114008,6.7427508345167166e-06,0.0003837626189943433,0.00020509937155085666,1.4596285179037139e-05,1.0348419564580404e-07,0.0004876553952674361,2.6705230666144604e-05,6.621392299839043e-07,1.3049772357286163e-11,4.5164284868827024e-05,8.453283597190557e-06,1.5116425324492664e-05,5.687217336697105e-07,2.3667811283755513e-07,0.001656129319752259,0.003441453755252581,1.3662047254154885e-08,7.252825330783449e-12,8.08834005521903e-07,5.046311298661893e-08,1.3064616894027273e-06,3.752904607697669e-06,4.697099169340146e-11,1.4081583909055154e-11,7.302443314682152e-10,2.4377161923264497e-10,2.065104513389721e-12,2.3979177583019346e-09,3.438284830920055e-11,1.3013280094451863e-08,1.1130917157848463e-05,1.556683559216569e-07,1.6730405702606903e-08,5.446641493124433e-08,2.255920527916505e-08,2.5101373906440967e-08,1.187623075542736e-11,9.760292668006342e-08,1.5990513628075992e-10
1.614300965956428e-07,0.23786989008912227,3.76,0.0,0.6950901502742833,0.981138535998912,0.002518661574495084,0.0,0.00023881237586787752,0.03469783947964752,0.009905738842436866,0.020186318018710254,1.2592537735235588e-09,5.155754338099502e-10,0.0018303838825954005,0.0026619945683385047,0.009888572249330518,0.010405239535288179,0.00036797855006148473,0.00032250000633453514,0.0007001578732250394,6.959485248254045e-06,0.0004061521351217797,0.00021656567580886555,1.5937436982671494e-05,1.1298630582670249e-07,0.0005065372464604399,2.9025637712202903e-05,6.829964083143858e-07,1.4241497028747175e-11,4.83253504235533e-05,8.712733135539546e-06,1.6254887376330718e-05,6.063775782958208e-07,2.459270968749942e-07,0.001725830357397517,0.003439933375440253,1.4193885315959751e-08,7.901740450414695e-12,8.401090580943399e-07,5.286230960247996e-08,1.3691943298334682e-06,4.005206803415381e-06,4.920795539932134e-11,1.5570840690377287e-11,7.856523584670334e-10,2.6224803228693195e-10,2.258026014468363e-12,2.675172534400503e-09,3.6039280328768625e-11,1.4442113185179106e-08,1.1551980915676752e-05,1.7002280224848763e-07,1.8433091212659688e-08,6.027059486095843e-08,2.4719100102646447e-08,2.6347416551886422e-08,1.3085809441766094e-11,1.0604822733240002e-07,1.658548718767856e-10
1.6454781626283138e-07,0.2379040179953098,3.76,0.0,0.6939422603191648,0.9807032169797086,0.0026187933494720857,0.0,0.00024253564768887483,0.035495164831284474,0.009929039507035687,0.020814935562892004,1.2617688721368747e-09,5.164969537313228e-10,0.001843795308646802,0.0026697902348227736,0.010188808778479759,0.010754634953532053,0.0003747990894733191,0.0003232977196851021,0.0007129369549506683,7.176444426301634e-06,0.00042926945304346394,0.0002282456991495067,1.736245038138579e-05,1.231778489657692e-07,0.0005260701296193822,3.148382294953373e-05,7.038673173905902e-07,1.5518931830533236e-11,5.162355903269201e-05,8.972683005181722e-06,1.7444980937226332e-05,6.453287396604068e-07,2.5549808037802763e-07,0.0017964788314190586,0.003438407378951299,1.474414416836422e-08,8.590687419137323e-12,8.715124850881567e-07,5.529431248740691e-08,1.4323974722974057e-06,4.26777428087509e-06,5.145954070067127e-11,1.7177525086476875e-11,8.436594944781381e-10,2.815944163349325e-10,2.462963543514339e-12,2.976425183439551e-09,3.7748179719834846e-11,1.5981976605115837e-08,1.1970181281411322e-05,1.8527589622472117e-07,2.0257042075628254e-08,6.658747649371563e-08,2.7020780633293683e-08,2.761522997448102e-08,1.4381268261888975e-11,1.1498195925720703e-07,1.7199793257485144e-10
1.6766553593001996e-07,0.23793817583530438,3.76,0.0,0.6927922832629491,0.9802664095646666,0.0027202816459751134,0.0,0.00024619431222353255,0.03629350954482676,0.009949770737067452,0.021444471579671515,1.2639381501898004e-09,5.172821177959798e-10,0.0018567762998652215,0.0026763894958971297,0.010490029803071956,0.011105782836364684,0.0003815587888162095,0.0003239385286557617,0.0007255012830781268,7.393524779172465e-06,0.00045311643528247385,0.00024012564320050907,1.887384616033202e-05,1.3409197341880058e-07,0.0005462650986451293,3.408381599070768e-05,7.247423159727965e-07,1.6886120003673944e-11,5.50603784678748e-05,9.232991284018833e-06,1.8687308653691482e-05,6.855645864606161e-07,2.6540018172053594e-07,0.0018680432637749737,0.0034368761482610004,1.5313313375771907e-08,9.320917366601364e-12,9.030238359243948e-07,5.775741031434197e-08,1.4959856831563348e-06,4.540718445372612e-06,5.3722616001970713e-11,1.8907564430996256e-11,9.043027682370453e-10,3.01823698093443e-10,2.6802555098172513e-12,3.3030298359323303e-09,3.950956588365972e-11,1.763727296512476e-08,1.2385081046152354e-05,2.0145316451686624e-07,2.2206611102251395e-08,7.345218780765278e-08,2.9468633623899686e-08,2.8904007306204512e-08,1.5765624905803294e-11,1.2441734769115822e-07,1.7833915145151624e-10
1.7078325559720855e-07,0.2379723579796999,3.76,0.0,0.6916404743067767,0.9798282176283203,0.0028230943914498317,0.0,0.00024978972959862483,0.03709273582683577,0.00996805470233677,0.02207465811981212,1.2657783110618582e-09,5.179375889420139e-10,0.001869344164565736,0.00268185138201968,0.010792147082848272,0.011458533040308564,0.0003882566406506901,0.0003244304165430421,0.000737854717588163,7.610627991309554e-06,0.0004776946000415281,0.00025219166156984787,2.047409953250505e-05,1.4576213053583484e-07,0.0005671324684472913,3.682959447347678e-05,7.456122607588025e-07,1.834713379575166e-11,5.863716623337697e-05,9.493519963577422e-06,1.9982445142879022e-05,7.270732030247156e-07,2.756421729016851e-07,0.001940492808074611,0.0034353400482846535,1.590186227321719e-08,1.009366784386821e-11,9.346240897987969e-07,6.024999606965994e-08,1.5598770812221918e-06,4.824144359566456e-06,5.59941846264297e-11,2.0766989290300228e-11,9.676172314876052e-10,3.2294816677668924e-10,2.9102329773143442e-12,3.6563706403802928e-09,4.1323403050852995e-11,1.9412306729405446e-08,1.2796285386168616e-05,2.1857942922610026e-07,2.4286070235550147e-08,8.090132840613844e-08,3.206693933034648e-08,3.021295266418789e-08,1.724183223455217e-11,1.3436742746976703e-07,1.8488309150085405e-10
1.7390097526439713e-07,0.23800655906631085,3.76,0.0,0.6904870764567046,0.979388740251335,0.0029272002555584095,0.0,0.00025332325455416373,0.0378927126230326,0.00998400869565181,0.02270524049895369,1.2673053961063445e-09,5.184697606161656e-10,0.0018815153865071128,0.0026862330552998187,0.011095076766046106,0.011812741810033172,0.0003948917140272224,0.00032478111414924735,0.0007500012135206309,7.827660828407948e-06,0.0005030051370210476,0.00026442991243804504,2.2165637411646138e-05,1.5822201174791025e-07,0.0005886818180323052,3.97250810808878e-05,7.66468487787122e-07,1.990606638983669e-11,6.235517251202704e-05,9.754134942624795e-06,2.133093935158989e-05,7.698414822122128e-07,2.8623246302881186e-07,0.0020137972612850425,0.003433799427100205,1.651023917292262e-08,1.0910161749174675e-11,9.662956350118933e-07,6.277057207734558e-08,1.623993613195587e-06,5.118150845956041e-06,5.827139457079819e-11,2.2761928277466258e-11,1.0336359866148253e-09,3.44979481967205e-10,3.153219441201032e-12,4.037860547129965e-09,4.31896026527566e-11,2.1311272567226855e-08,1.3203440585751453e-05,2.366787783040075e-07,2.6499602700187624e-08,8.89729612271409e-08,3.481986558863679e-08,3.154128250490231e-08,1.8812772671848012e-11,1.448450377270331e-07,1.9163403754321203e-10
1.7701869493158572e-07,0.23804077399344872,3.76,0.0,0.6893323209675783,0.9789480719184215,0.003032568643302546,0.0,0.0002567962337466581,0.03869331539323198,0.009997745293270658,0.023335976807320757,1.268534805201748e-09,5.188847655963766e-10,0.0018933056805665207,0.002689589789688698,0.011398739182921221,0.012168271611513497,0.0004014631509349671,0.00032499809617715116,0.0007619447949773408,8.044534946548351e-06,0.0005290489227483427,0.00027682660725476257,2.395083592048959e-05,1.7150548653857276e-07,0.0006109219960759042,4.2774140851501e-05,7.873027940696162e-07,2.1567023979252905e-11,6.62155432063487e-05,1.0014706013842013e-05,2.273331686653044e-05,8.138552155964297e-07,2.971790841558157e-07,0.0020879270728491523,0.003432254616642956,1.7138870697614797e-08,1.177160634425411e-11,9.98022243242195e-07,6.531775394701075e-08,1.6882612825659639e-06,5.422830603569988e-06,6.05515465241328e-11,2.4898602858170356e-11,1.1023902207545067e-09,3.6792868372523384e-10,3.409530637937135e-12,4.448940067754356e-09,4.5108025727275163e-11,2.3338244671334705e-08,1.3606232592757617e-05,2.5577453969284195e-07,2.8851295788283714e-08,9.770660043804962e-08,3.773146253386387e-08,3.2888226774489005e-08,2.0481253084156547e-11,1.558628174165987e-07,1.9859598980478092e-10
1.801364145987743e-07,0.23807499790927283,3.76,0.0,0.6881764277811003,0.9785063027088178,0.0031391696869554155,0.0,0.0002602100034131276,0.039494425884865854,0.010009372511939417,0.023966637425828097,1.2694813170229953e-09,5.191884846852359e-10,0.0019047300437397762,0.002691974961831593,0.011703058649076597,0.012524990960873558,0.00040797016294113374,0.0003250885792390771,0.0007736895324034063,8.261166703732742e-06,0.0005558265354229881,0.0002893680556549986,2.583201812066682e-05,1.856465415707481e-07,0.0006338611287104951,4.598057875926078e-05,8.081074194866497e-07,2.3334118010180048e-11,7.021932304841481e-05,1.0275106844338377e-05,2.4190082165299633e-05,8.590991806521427e-07,3.0848967933408576e-07,0.0021628533515285118,0.003430705933374848,1.778816123237091e-08,1.2679192358452607e-11,1.0297890392944217e-06,6.789027350274147e-08,1.752610334646229e-06,5.738270338211372e-06,6.283210026777363e-11,2.718332216703185e-11,1.1739092451573504e-09,3.9180620439708714e-10,3.679474389913106e-12,4.891076016628873e-09,4.707848526910068e-11,2.54971670432148e-08,1.400438544285229e-05,2.758892589876301e-07,3.1345134263167634e-08,1.0714319573533876e-07,4.080565792908423e-08,3.4253029912478526e-08,2.2250000128045505e-11,1.67433201583544e-07,2.0577265903118822e-10
1.8325413426596288e-07,0.23810922620326788,3.76,0.0,0.6870196059569957,0.9780635184794084,0.0032469742369243006,0.0,0.00026356588736482,0.04029593190615185,0.010018993962431591,0.02459700454982712,1.2701591089906768e-09,5.193865551933887e-10,0.0019158028017319405,0.002693440051685308,0.012007963278364767,0.012882774249824532,0.000414412028013502,0.00032505952133411086,0.0007852395229146461,8.477476974327653e-06,0.0005833382692662755,0.0003020407065897955,2.7811451962028595e-05,2.0067922119329652e-07,0.0006575066293980756,4.9348137557264417e-05,8.288750289981942e-07,2.5211457626184345e-11,7.436745876425085e-05,1.0535214950385882e-05,2.5701720798084095e-05,9.055572248026287e-07,3.201714928416326e-07,0.0022385478700594555,0.003429153678927604,1.8458492492429867e-08,1.3634093177632658e-11,1.0615824669930121e-06,7.048698072790827e-08,1.8169753986540789e-06,6.064550906188906e-06,6.511067949386036e-11,2.962247784701514e-11,1.2482205395595377e-09,4.16621882035388e-10,3.963350483198173e-12,5.365760238112339e-09,4.910074861400039e-11,2.779184476878077e-08,1.4397659574391407e-05,2.9704468055960963e-07,3.398499438758215e-08,1.1732511309754471e-07,4.404625309924247e-08,3.56349517226423e-08,2.412165606898432e-11,1.7956841836195326e-07,2.1316746308602825e-10
1.8637185393315147e-07,0.23814345449688326,3.76,0.0,0.6858620540961755,0.977619801040887,0.003355953851745605,0.0,0.0002668651952579056,0.04109772710026322,0.010026708999577756,0.025226871721780432,1.270581776888436e-09,5.194843792283689e-10,0.0019265376515883227,0.0026940346513484904,0.012313384804722766,0.013241501568998683,0.0004207880875090196,0.00032491762255769917,0.0007965988732465666,8.693390966953165e-06,0.0006115841483796518,0.0003148311858097422,2.9891348439039495e-05,2.166375695805891e-07,0.0006818652106360985,5.2880495866675956e-05,8.495986952262081e-07,2.7203142353530045e-11,7.866080227052526e-05,1.0794911667103067e-05,2.7268701490047704e-05,9.532123462101216e-07,3.3223136245447767e-07,0.0023149830678686955,0.0034275981407209297,1.9150223199340526e-08,1.463746411319068e-11,1.0933902519482115e-06,7.31068448094173e-08,1.8812955897351842e-06,6.401747470756791e-06,6.738507514375828e-11,3.2222538929657897e-11,1.325349801407961e-09,4.4238497558887625e-10,4.261450577570751e-12,5.874508325341958e-09,5.117453984548165e-11,3.022593627681435e-08,1.4785850067368532e-05,3.1926173193219623e-07,3.6774638558860534e-08,1.2829611220483815e-07,4.7456919438893586e-08,3.7033268098842264e-08,2.609877506060859e-11,1.922804866351453e-07,2.207835249236057e-10
1.8948957360034005e-07,0.2381776786346339,3.76,0.0,0.6847039607549903,0.9771752283272196,0.0034660807873616046,0.0,0.00027010922110487295,0.04189971072154469,0.010032612868761082,0.02585604337390635,1.2707623541355296e-09,5.194871318518669e-10,0.0019369477007191113,0.002693806480942083,0.012619258412475215,0.013601058530186855,0.00042709774331617004,0.0003246693268743418,0.0008077716850095929,8.908838046244671e-06,0.0006405639401132287,0.00032772632980612433,3.2073859945402217e-05,2.335555746803315e-07,0.000706942897295336,5.6581266496995864e-05,8.702718814281681e-07,2.9313255037577534e-11,8.310011388634529e-05,1.1054082113638915e-05,2.8891478156589784e-05,1.0020467712167346e-06,3.4467571365528814e-07,0.002392132052020094,0.0034260395925579273,1.9863688859572428e-08,1.5690441746929074e-11,1.1252013617048176e-06,7.574895434335377e-08,1.945514573376272e-06,6.749929670633948e-06,6.965324736588681e-11,3.499004677074983e-11,1.405320999829994e-09,4.69104181694405e-10,4.5740581472243164e-12,6.418858335349809e-09,5.3299542104162415e-11,3.280294657383356e-08,1.5168784831739458e-05,3.4256051124909113e-07,3.971771053825812e-08,1.4010132069326747e-07,5.104119546929488e-08,3.8447271616561136e-08,2.8183819872342432e-11,2.0558121431055444e-07,2.2862367185434392e-10
1.9260729326752864e-07,0.23821189467519963,3.76,0.0,0.6835455048499555,0.9767298745586803,0.00357732798580089,0.0,0.0002732992419978319,0.042701787414577745,0.010036796848865503,0.026484334381531773,1.2707133306964288e-09,5.193997690219396e-10,0.0019470455026273574,0.002692801410553607,0.012925522574667237,0.01396133608829739,0.000433340455139923,0.0003243208248085871,0.0008187620419785302,9.123751558794659e-06,0.0006702771679494083,0.00034071321633892955,3.4361078817358597e-05,2.5146711411154495e-07,0.000732745041397397,6.04539949834287e-05,8.908884248901445e-07,3.1545855047991683e-11,8.768606554499039e-05,1.1312615154347889e-05,3.057049182627281e-05,1.0520420283695995e-06,3.575105556662293e-07,0.0024699685965616303,0.003424478295197893,2.0599201638805083e-08,1.679414334811388e-11,1.157005963661378e-06,7.841251676277259e-08,2.0095805948906495e-06,7.109161799775989e-06,7.191332620189816e-11,3.793161005583923e-11,1.4881564337594984e-09,4.967876527131561e-10,4.901448451543045e-12,7.000369505354956e-09,5.547539988640491e-11,3.552622143775762e-08,1.5546322766628047e-05,3.6696027766914496e-07,4.2817731256762696e-08,1.5278720542854013e-07,5.480248441827555e-08,3.987627201776291e-08,3.0379159048561016e-11,2.194821971623444e-07,2.366904360081382e-10
1.9572501293471722e-07,0.23824609888276704,3.76,0.0,0.6823868560524804,0.9762838103986579,0.0036896690633538795,0.0,0.000276436517022411,0.04350386699669592,0.010039348391664406,0.027111569627696726,1.2704466716073388e-09,5.192270353129561e-10,0.001956843089598519,0.0026910634874875105,0.013232118899074056,0.014322230363667327,0.00043951573792068937,0.0003238780569391158,0.0008295739992086867,9.3380686635e-06,0.0007007231239060411,0.0003537791916728836,3.675503605764698e-05,2.704059031204769e-07,0.0007592763381695996,6.450215832935417e-05,9.114425207734879e-07,3.3904971775779436e-11,9.241924399379377e-05,1.1570403356342441e-05,3.230617246798904e-05,1.103179019006773e-06,3.70741479206224e-07,0.002548467140401021,0.0034229144969064582,2.1357050326362307e-08,1.794966635892813e-11,1.1887953811474081e-06,8.109685705043201e-08,2.073446476448621e-06,7.4795029975782235e-06,7.416361108622053e-11,4.105389988803518e-11,1.5738767937778347e-09,5.254430160898169e-10,5.243888535022477e-12,7.620620974369808e-09,5.770172136809921e-11,3.8398942549174255e-08,1.5918351906795752e-05,3.9247944454318976e-07,4.607809518093367e-08,1.6640154096366632e-07,5.874405229988872e-08,4.1319596595879717e-08,3.268706448737077e-11,2.3399481820298795e-07,2.449860559101327e-10
1.988427326019058e-07,0.23828028771853835,3.76,0.0,0.6812281751732264,0.975837103104442,0.0038030782983308597,0.0,0.0002795222863408595,0.044305864244494356,0.010040351257652003,0.02773758357945348,1.2699738351075229e-09,5.18973471508152e-10,0.001966352002614097,0.0026886349680826844,0.01353899198151593,0.014683642465321759,0.00044562315937872406,0.00032334671808201227,0.000840211573777919,9.551730166500203e-06,0.0007319008804659188,0.0003669118946614355,3.925770023151404e-05,2.9040544469643505e-07,0.0007865408432161905,6.872916394135115e-05,9.319287064152742e-07,3.639459842581686e-11,9.730015397138925e-05,1.1827342943802109e-05,3.409894071984911e-05,1.1554380844093658e-06,3.843736558662695e-07,0.002627602783837172,0.0034213484339853132,2.213750038415619e-08,1.91580879444451e-11,1.2205620480836227e-06,8.38014158041704e-08,2.1370695842942923e-06,7.861007448552442e-06,7.640256925911528e-11,4.43636449704128e-11,1.662501227383661e-09,5.55077395001746e-10,5.601637255380164e-12,8.281210514265341e-09,5.997808060457292e-11,4.1424123531774236e-08,1.6284787571667013e-05,4.191355752171379e-07,4.9502067219703797e-08,1.8099337535673324e-07,6.286902646920189e-08,4.277659047958858e-08,3.510970942462435e-11,2.491302475446771e-07,2.5351247908286114e-10
2.019604522690944e-07,0.23831445783244995,3.76,0.0,0.680069614535763,0.975389816672214,0.003917530618486882,0.0,0.00028255777042374147,0.04510769868483363,0.010039885648329932,0.028362219876239773,1.2693057903732544e-09,5.18643421983266e-10,0.0019755833187492904,0.002685556353379,0.013846089266103558,0.015045478315749485,0.0004516623376756272,0.00032273226205510125,0.0008506787369613367,9.764680360865463e-06,0.0007638093020406035,0.0003800992778280726,4.187097652599646e-05,3.11498981931248e-07,0.0008145419906482277,7.313834874420897e-05,9.523418460901653e-07,3.90186861094946e-11,0.00010232922135243184,1.2083333749409795e-05,3.594920951793054e-05,1.208799069537215e-06,3.984118389943286e-07,0.0027073512838698965,0.0034197803312818204,2.2940794073732038e-08,2.0420464603339796e-11,1.2522994626250157e-06,8.652574671962313e-08,2.200411768875997e-06,8.25372459045652e-06,7.862883320466012e-11,4.786762689465022e-11,1.7540474073514864e-09,5.856974299514293e-10,5.974945338557845e-12,8.983753274236332e-09,6.230401967826654e-11,4.4604606868822785e-08,1.6645570531020215e-05,4.469453813002113e-07,5.3092780151462296e-08,1.9661299353131191e-07,6.718039462642274e-08,4.42466168272635e-08,3.764916680505742e-11,2.648994427116867e-07,2.6227136559199083e-10
2.0507817193628297e-07,0.2383486060550989,3.76,0.0,0.6789113183392766,0.974942011976452,0.004033001588190892,0.0,0.0002855441694118047,0.045909294390765736,0.010038028334969062,0.028985330930611522,1.26845303484768e-09,5.182410418423494e-10,0.0019845476762996245,0.002681866427962338,0.014153360912046367,0.01540764847770854,0.0004576329391849545,0.00032203990692429883,0.0008609794076585785,9.976866871154118e-06,0.0007964470559780474,0.0003933296256028374,4.459670596350468e-05,3.3371945268424933e-07,0.0008432826120196007,7.773297846337873e-05,9.726771162615845e-07,4.1781138255532455e-11,0.00010750679625084267,1.2338279163268702e-05,3.785738562392334e-05,1.263241383382042e-06,4.1286036597861587e-07,0.002787689048408087,0.0034182104026780295,2.376715065522684e-08,2.1737831835696442e-11,1.2840021401196517e-06,8.926951355528333e-08,2.2634392806809188e-06,8.657699329785131e-06,8.084119721334211e-11,5.157267554695015e-11,1.848531602677611e-09,6.173093011825346e-10,6.364055459345468e-12,9.729880542484555e-09,6.467905088462502e-11,4.7943061657918e-08,1.7000665199923535e-05,4.759247232343282e-07,5.685323254886202e-08,2.133118783684988e-07,7.168100424343328e-08,4.57290569469887e-08,4.0307408022247686e-11,2.8131314936537715e-07,2.7126409245088386e-10
2.0819589160347156e-07,0.23838272938989494,3.76,0.0,0.6777534230101768,0.9744937469039622,0.00414946739540438,0.0,0.0002884826625929465,0.04671057978271055,0.010034852783870429,0.029606777541512794,1.2674256111541404e-09,5.177703039327801e-10,0.001993255297852814,0.0026776023014103145,0.014460759666687556,0.015770067983488224,0.0004635346763648584,0.0003212746406464372,0.000871117446918585,1.0188240502914387e-05,0.0008298126231241663,0.000406591569872204,4.7436664761054415e-05,3.5709944658931337e-07,0.0008727649559285029,8.251624706296998e-05,9.92929991317716e-07,4.4685805338997884e-11,0.00011283315607398306,1.2592086079615548e-05,3.98238710517337e-05,1.3187440559943328e-06,4.277231618204666e-07,0.002868593129486616,0.0034166388515613757,2.461676665270869e-08,2.311120386425232e-11,1.3156655656649085e-06,9.203248664527022e-08,2.3261226644988013e-06,9.072972263507931e-06,8.303861316653471e-11,5.548566464127185e-11,1.945968751645348e-09,6.499187519500543e-10,6.769202346339187e-12,1.0521238528636675e-08,6.710265878380498e-11,5.1441982163162374e-08,1.735005787314672e-05,5.060886130058487e-07,6.078628717801186e-08,2.3114266971723953e-07,7.63735623862052e-08,4.722331034662369e-08,4.308630201017743e-11,2.98381902405944e-07,2.8049175879937336e-10
2.1131361127066014e-07,0.23841682500544595,3.76,0.0,0.6765960575425279,0.9740450764827167,0.004266904838524398,0.0,0.00029137440798161047,0.047511487435123775,0.01003042927815285,0.03022642852016519,1.2662331235918268e-09,5.17235005671277e-10,0.002001716011497642,0.002672799451843754,0.014768240744456894,0.016132656166976858,0.00046936730572648557,0.0003204412270341556,0.0008810966534293086,1.039875509716622e-05,0.0008639043079491298,0.0004198741029999882,5.03925638268201e-05,3.816711644223926e-07,0.0009029907081555277,8.749127632804471e-05,1.0130962297814909e-06,4.7736479920411446e-11,0.00011830850852144626,1.2844664841610494e-05,4.1849064393994747e-05,1.3752857922577067e-06,4.4300374389182453e-07,0.0029500412155926575,0.0034150658712777636,2.5489816179844397e-08,2.4541573405482576e-11,1.3472861465254841e-06,9.481453902190528e-08,2.388436634750662e-06,9.499579905925556e-06,8.52201856489949e-11,5.961350738893314e-11,2.04637253663671e-09,6.83531112406275e-10,7.190612909916673e-12,1.1359487170121837e-08,6.957430215479655e-11,5.51036871212284e-08,1.7693755007180586e-05,5.374512188461597e-07,6.489466984825085e-08,2.5015912150584654e-07,8.126063590729381e-08,4.872879471683175e-08,4.5987614667588515e-11,3.1611602741744207e-07,2.899551917772431e-10
2.1443133093784873e-07,0.23845089022818403,3.76,0.0,0.6754393438272923,0.9735960530056881,0.0043852913131389466,0.0,0.000294220541989289,0.048311953888838154,0.010024825036099628,0.030844160328591313,1.2648847542156134e-09,5.166387755976112e-10,0.0020099392703453512,0.0026674917711452103,0.015075761711450246,0.016495336498831333,0.00047513062589242674,0.0003195442119766459,0.0008909207598554754,1.0608367389871627e-05,0.0008987202482495359,0.0004331665884761691,5.346604838595019e-05,4.0746637983452966e-07,0.0009339610122193019,9.266111558050213e-05,1.0331718610131174e-06,5.093689200384544e-11,0.00012393299452318507,1.3095929184459053e-05,4.393336205005485e-05,1.4328450224922072e-06,4.587052277752465e-07,0.003032011623194164,0.0034134916455659556,2.6386451320124443e-08,2.6029911487108377e-11,1.3788611646672477e-06,9.761564220635569e-08,2.450359934427804e-06,9.93755491951199e-06,8.738516648368479e-11,6.396315231268921e-11,2.1497554603151313e-09,7.181513238798891e-10,7.628506391785049e-12,1.2246298965439147e-08,7.20934160056566e-11,5.8930319755862124e-08,1.8031781556429083e-05,5.700258717714196e-07,6.918096868843837e-08,2.7041605713401056e-07,8.634465198320153e-08,5.024494585608392e-08,4.901300859542721e-11,3.345256424245176e-07,2.996549530186124e-10
2.175490506050373e-07,0.2384849225352322,3.76,0.0,0.6742833969704142,0.9731467261498502,0.004504604798738309,0.0,0.0002970221791757287,0.049111919469216905,0.010018104326101443,0.03145985673073543,1.2633892784930006e-09,5.159850798110238e-10,0.002017934170527527,0.0026617116114427387,0.015383282375355228,0.016858036425007154,0.0004808244757398745,0.00031858792985620354,0.0009005934299178759,1.081703687638103e-05,0.0009342584244381436,0.0004464587693501493,5.665869772775162e-05,4.345164034438174e-07,0.0009656764902382805,9.802874151825177e-05,1.0531531724004131e-06,5.4290704714160224e-11,0.0001297066911124859,1.3345796177104597e-05,4.60771593574672e-05,1.4913999499742422e-06,4.74830334085976e-07,0.0031144832875580255,0.003411916348975246,2.7306802556749648e-08,2.7577167308805622e-11,1.410388729636659e-06,1.0043586172440076e-07,2.5118751801063295e-06,1.0386926348614334e-05,8.953294877333989e-11,6.85415792125361e-11,2.256128922747181e-09,7.537839635446327e-10,8.083094534565424e-12,1.31833578369914e-08,7.465941345835562e-11,6.292384845392008e-08,1.8364179369005636e-05,6.038250738143099e-07,7.364763382538905e-08,2.91969323322319e-07,9.162789897166451e-08,5.177121754612007e-08,5.216404312870886e-11,3.5362065993066154e-07,3.095913456939911e-10
