Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702)
1e-11,0.6097052609176485,7.62202476010621e-16,1.970156068887162e-18,8.432783635880844e-19,1.255258375903569e-13,0.0,0.0,4.503093736813687e-12,1.0441270321103282e-19,7.583308477585808e-26,3.035843566331893e-20,1.4227637184045681e-34,1.058803441343228e-43,3.543685619843698e-30,1.45801040223952e-46,5.616806527127449e-48,6.38162687423876e-51,3.1270804105518453e-49,4.4886240395641535e-72,3.4259228312875504e-72,1.803295262774682e-83,2.4798565732591136e-49,1.1018993685577727e-71,6.666522006190856e-57,4.301339627667456e-68,2.455058479162261e-81,4.474471344675341e-93,2.323755797765188e-100,1.9055593175647068e-101,3.848634303305497e-69,2.721497402946377e-82,6.1000253925342045e-86,3.368700456628373e-86,3.76,0.0,0.7954598686069804,0.9999999999954963,6.117028124547774e-23,5.268489309115521e-64,9.12593615545021e-11,9.126012570063311e-11,4.5030897084193744e-12,1.8669348624041135e-21,2.1855673559032036e-20,7.621356499640609e-16,3.034861169202025e-20,3.4478106548383474e-18,8.414498754187925e-19,4.317619780916664e-21,1.3387779168977158e-25,5.0695743694171704e-30,1.2552582862509776e-13,2.5167794691567147e-26,1.5725193392164138e-26,1.9520723415780246e-18,8.643931108313165e-36,3.049464335174361e-29
1.02473646997328e-11,0.6097052609176485,7.9258934493194965e-16,2.0484731817278487e-18,8.769150838649626e-19,1.2863090392397962e-13,0.0,0.0,4.614484377595325e-12,1.085753662446306e-19,7.95806499277161e-26,3.185870038714366e-20,1.493073602379974e-34,1.1111413533783578e-43,3.684958205957429e-30,1.540296813513673e-46,5.933805908278212e-48,6.766984143076463e-51,3.3158802825775374e-49,4.764121218053452e-72,3.6471139436711754e-72,1.9230530378084297e-83,2.6198505482122637e-49,1.1715739818029334e-71,7.069389977067766e-57,4.583089202926989e-68,2.610296553404046e-81,4.755513194446381e-93,2.4695962428026135e-100,2.0251534392066972e-101,4.100614075999555e-69,2.89243065010144e-82,6.488598357643113e-86,3.580288102202436e-86,3.76,0.0,0.7954598686046084,0.9999999999953848,6.419397482100612e-23,5.6031502561645086e-64,9.351678444903531e-11,9.35175790596373e-11,4.614480188676969e-12,1.941964628491674e-21,2.2725900329987185e-20,7.925196787975402e-16,3.184832940077551e-20,3.585264326079596e-18,8.749962945863857e-19,4.4897517989277464e-21,1.3921780346711056e-25,5.294102560585795e-30,1.2863089451564617e-13,2.617241412571192e-26,1.6352489824402035e-26,2.029896266474312e-18,9.094139626982082e-36,3.171038555113637e-29
1.3663160654593357e-11,0.6097052609210742,1.352057997725631e-15,3.489042834853857e-18,1.496686471421963e-18,1.7150797612358457e-13,0.0,0.0,6.152649257114857e-12,1.8521693943750974e-19,1.6785857087418488e-25,6.719871129910787e-20,3.1492440655995573e-34,2.3457548814210603e-43,6.285894021439543e-30,4.144150250334795e-46,1.5964954119464755e-47,2.170025710759735e-50,1.0697243305982743e-48,2.016237980283259e-71,2.218803947375497e-71,1.198333377729804e-82,7.052885839239868e-49,6.134924345260401e-71,2.2036884274633157e-56,2.069403199589865e-67,1.3661046547695831e-80,3.3285224454303095e-92,2.302525071788673e-99,1.8881501178101806e-100,1.8509143999159307e-68,2.0245428377775692e-81,4.194680023653973e-85,2.5059178091556624e-85,3.76,0.0,0.7954598685718547,0.9999999999938461,1.3545716599627733e-22,2.192314058932281e-63,1.2468882036559315e-10,1.2469017587665053e-10,6.152642114752762e-12,3.339304256692509e-21,3.871898742056623e-20,1.3519313533352041e-15,6.717240777633816e-20,6.115973845405983e-18,1.4926418590003418e-18,7.658982716847704e-21,2.376139466210214e-25,1.0084059677382251e-29,1.7150795627767258e-13,4.470553040551553e-26,2.791303827526668e-26,3.4627612831637678e-18,2.0934442640696633e-35,5.409422953053171e-29
2.049475256431447e-11,0.6097052609279261,2.799241498808997e-15,7.213675823736324e-18,3.1013671043222836e-18,2.5726213400669407e-13,0.0,0.0,9.228978953657331e-12,3.834684184906417e-19,4.584732601845477e-25,1.8353808107776118e-19,8.601197543073959e-34,6.426005742556577e-43,1.3013430984570146e-29,1.6760639018103823e-45,6.456957886826029e-47,1.1729024169429088e-49,5.888221633048365e-48,1.8197067724936142e-70,4.7891493941799706e-70,2.7916604484014454e-81,2.8551882867745357e-48,9.121157506739513e-70,1.0857263790694662e-55,2.392680196737158e-66,2.0282564563459385e-79,7.997103721959259e-91,9.927903881539149e-98,8.141218656622803e-99,2.1129326580756592e-67,4.863855725648804e-80,9.159681691386868e-84,6.020335991380436e-84,3.76,0.0,0.7954598685063474,0.9999999999907683,3.702186079301415e-22,1.8365849216821298e-62,1.8703256309850293e-10,1.870353695065097e-10,9.2289641782171e-12,7.005089094662026e-21,7.999474605371623e-20,2.7989523254452743e-15,1.8344609972589768e-19,1.266211453956074e-17,3.0903275889840163e-18,1.5856923361015562e-20,4.924274208631199e-25,2.4914395725698362e-29,2.5726207979866754e-13,9.278100160795263e-26,5.785810526789082e-26,7.169193398068446e-18,6.58482584947318e-35,1.119953175992629e-28
2.7326344474035583e-11,0.6097052609347777,4.7607382424243104e-15,1.2260720924471211e-17,5.278928724583139e-18,3.4301631673925785e-13,0.0,0.0,1.2305308552721276e-11,6.52179588763645e-19,9.592781350958811e-25,3.84018428997082e-19,1.7995910375224476e-33,1.3488999207292096e-42,2.2131303449286864e-29,4.539782860147059e-45,1.748948655766913e-46,3.750962984707173e-49,1.889677662787757e-47,7.186871163509252e-70,2.5868759255924323e-69,1.7101884153747403e-80,7.74005343038915e-48,4.345347407959307e-69,3.4066018051556395e-55,1.0765617096998268e-65,9.657177341937146e-79,4.4008975083784966e-90,6.495238726742708e-97,5.326311196264969e-98,9.471190300407188e-67,2.676400311170096e-79,5.019581972891477e-83,3.312956825190763e-83,3.76,0.0,0.7954598684408402,0.99999999998769,7.750720887286778e-22,7.218981557411555e-62,2.493757901751273e-10,2.4938056312985843e-10,1.230528344287589e-11,1.2061482257581411e-20,1.3577890158544383e-19,4.760202777880454e-15,3.8378860492820844e-19,2.1534557847142846e-17,5.255839843852227e-18,2.6968421419323253e-20,8.38300081725368e-25,4.9216682322894645e-29,3.430162033148708e-13,1.5817555265928664e-25,9.851638956311584e-26,1.2192893958005134e-17,1.5474937109290346e-34,1.9047478496980151e-28
3.41579363837567e-11,0.6097052609416294,7.273271138182393e-15,1.8726117861434787e-17,8.071757630573737e-18,4.2877053331419873e-13,0.0,0.0,1.5381638048208375e-11,9.963832720637664e-19,1.7463265298599825e-24,6.990821904485444e-19,3.275963614321909e-33,2.4659184443489015e-42,3.3809899422706707e-29,1.019798448578795e-44,3.928811387052664e-46,9.77667960907505e-49,4.937638679313459e-47,2.2699361842265668e-69,1.1180344257134118e-68,7.968537978082899e-80,1.740234746259256e-47,1.653107369713667e-68,8.757114036633798e-55,3.834730880045199e-65,3.671172115165522e-78,1.9679060513220513e-89,3.533363032829353e-96,2.8974735105468494e-97,3.3739928301009967e-66,1.1967135558554122e-78,2.208960997006894e-82,1.4813675072722457e-82,3.76,0.0,0.7954598683753329,0.9999999999846111,1.4118238013916125e-21,2.2672537313611065e-61,3.1171846476709093e-10,3.1172575674627436e-10,1.538159971626975e-11,1.865748598975603e-20,2.0701650758876807e-19,7.272384791463118e-15,6.985946261944242e-19,3.2899334995448216e-17,8.029737570892647e-18,4.1201566786124167e-20,1.2820022447265318e-24,8.591666381070165e-29,4.287703268259403e-13,2.422509592063451e-25,1.5069082643108745e-25,1.8627942819812532e-17,3.1387911676237006e-34,2.910025158763049e-28
4.7821120203198924e-11,0.609705260955333,1.3985965087270868e-14,3.6011100837480176e-17,1.5551799629578576e-17,6.002791190309508e-13,0.0,0.0,2.153429672780388e-11,1.916010088865903e-18,4.610795749028114e-24,1.8457196794556734e-18,8.64865032208593e-33,6.604885158855231e-42,6.500790439014595e-29,3.954042701106131e-44,1.5233710122944508e-45,5.475874950607037e-48,2.7620643675351484e-46,1.890881983389173e-68,2.448129873295701e-67,3.0639973116921357e-78,6.768897444047019e-47,2.262739534633804e-67,4.939754099331744e-54,5.501240951040162e-64,5.0125773185011195e-77,4.027444634407575e-88,1.208672152857434e-94,9.911419356101453e-96,4.831867434875717e-65,2.4474783425777986e-77,4.639232836831785e-81,3.0310897061343857e-81,3.76,0.0,0.7954598682443184,0.9999999999784517,3.733646838494989e-21,2.064715299591329e-60,4.364021218217331e-10,4.364161439582883e-10,2.1534223152019728e-11,3.689790976719389e-20,3.9621118512251453e-19,1.3983956036604123e-14,1.8439338507272835e-18,6.326154189501271e-17,1.5440904086025815e-17,7.922873996532772e-20,2.470802482458507e-24,2.1218485516825256e-28,6.002785738323548e-13,4.684438630963594e-25,2.905610443694275e-25,3.582066531334089e-17,1.060326200564365e-33,5.59587712065407e-28
7.514748784208338e-11,0.6097052609827398,3.412004714260248e-14,8.794856409413688e-17,3.809971996305121e-17,9.432971759664931e-13,0.0,0.0,3.3839612882507226e-11,4.674484348265489e-18,1.7829015939635104e-23,7.1365384886553e-18,3.3435844527752305e-32,2.6715045287179355e-41,1.5856508754655218e-28,2.542319006697158e-43,9.7957080605574e-45,5.864489790208765e-47,2.934069548491964e-45,3.349108611734433e-67,1.2228735616766503e-65,2.99297141895923e-76,4.384923233757186e-46,6.72823403321383e-66,5.529263208317911e-53,1.7374417324494147e-62,1.4837260292981916e-75,1.924074066645547e-86,9.75801137633472e-93,8.00167019400722e-94,1.5355097220724667e-63,1.1675874682865921e-75,2.3141716359943647e-79,1.447567737134539e-79,3.76,0.0,0.7954598679822893,0.9999999999661261,1.4490697544603614e-20,3.838765487150108e-59,6.857627089739252e-10,6.857969183033796e-10,3.383943409261044e-11,9.530532672622201e-20,9.569245229486918e-19,3.411354559580176e-14,7.12522068540518e-18,1.5432468936138828e-16,3.767113173374952e-17,1.9329192109197737e-19,6.0566505525034334e-24,7.59743099780757e-28,9.432950677826664e-13,1.1562836994297805e-24,7.129383451299502e-25,8.739044309178353e-17,6.11650887489501e-33,1.3652249615203003e-27
9.999999999999999e-11,0.6097052610101467,6.020434658926821e-14,1.5537595807881726e-16,6.746545095163392e-17,1.2552631706194167e-12,0.0,0.0,4.503092767125485e-11,8.248364267862033e-18,4.131178052625915e-23,1.6535294934466113e-17,7.746366659037482e-32,6.4894010353409e-41,2.7975104839341726e-28,7.706769673445441e-43,2.969642041994572e-44,2.2487086496512736e-46,1.1248064499100388e-44,1.670359146695354e-66,8.556314591191673e-65,2.4139414514624705e-75,1.3354466898519356e-45,4.012483912612117e-65,2.122499379043583e-52,9.94033782765109e-62,8.828656617386722e-75,1.3616392856771488e-85,7.921728380776047e-92,6.495866421446606e-93,8.799508969953254e-63,8.259195569722808e-75,1.6328193703711644e-78,1.0243035389160027e-78,3.76,0.0,0.7954598677439817,0.9999999999549084,3.366935329350735e-20,1.8309516644978934e-58,9.125408929244692e-10,9.126012563670903e-10,4.5030613258075165e-11,1.7598362252547302e-19,1.6741880158015033e-18,6.019047894927511e-14,1.6501411504733243e-17,2.7229229992012686e-16,6.647262247727321e-17,3.4107013651182283e-19,1.07297314525732e-23,1.6995226347507508e-27,1.2552582857610368e-12,2.0602251899272188e-24,1.2640285456620815e-24,1.5420316584581971e-16,1.7637219778604633e-32,2.4090091781483215e-27
1.0247385548096783e-10,0.6097052610101467,6.320602337689628e-14,1.6314038808035383e-16,7.085038602592933e-17,1.2863167935486064e-12,0.0,0.0,4.6144927475230955e-11,8.65963919629021e-18,4.4246765901322954e-23,1.7709978727557887e-17,8.29662622704108e-32,6.973124198827022e-41,2.9369590672349483e-28,8.388284137959423e-43,3.232259870931294e-44,2.475618708388409e-46,1.2383051670190776e-44,1.8579271114308764e-66,9.611774350172513e-65,2.720628806919436e-75,1.453909269579534e-45,4.488190028204568e-65,2.336686648839312e-52,1.1104720766543888e-61,9.874707561393814e-75,1.5300475921865834e-85,8.929539518036625e-92,7.322277015083751e-93,9.830744109663465e-63,9.280596936477364e-75,1.8346208991675042e-78,1.150986687650673e-78,3.76,0.0,0.7954598677202602,0.9999999999537914,3.606821301507343e-20,2.033211182078008e-58,9.35114319359737e-10,9.351776925498832e-10,4.6144597480124417e-11,1.8545109443031678e-19,1.756392710757411e-18,6.31912515016527e-14,1.7673124647733365e-17,2.8586726985945797e-16,6.978704031613342e-17,3.580760812149052e-19,1.1268497600076585e-23,1.816100453130895e-27,1.2863115616495453e-12,2.164716487129425e-24,1.327588081589272e-24,1.6189179986026609e-16,1.9144868741072434e-32,2.5291257856071686e-27
1.5712659075873673e-10,0.6097052610649605,1.4822015084634416e-13,3.838492355300696e-16,1.6752722691857671e-16,1.972363550313297e-12,0.0,0.0,7.07555523164005e-11,2.030887649864801e-17,1.607011367852101e-22,6.431289170193391e-17,3.012372684559696e-31,2.9679131042337113e-40,6.885991016772159e-28,4.7934158806354784e-42,1.8473745130678204e-43,2.274550961542816e-45,1.1367025314418317e-43,3.0959626743270033e-65,4.1417238330423056e-63,2.0371852651239798e-73,8.422110550317842e-45,1.1287083614857547e-63,2.1568254239252382e-51,2.851250338515116e-60,2.4585002654354007e-73,6.577361037825717e-84,6.953793546924704e-90,5.701968665540764e-91,2.5255367742590738e-61,3.979121861673176e-73,7.915166696429284e-77,4.944203559866454e-77,3.76,0.0,0.795459867196202,0.999999999929095,1.3193053146373676e-19,3.1005549323705923e-57,1.4337906196080716e-09,1.4339392408220544e-09,7.075478463218453e-11,4.788408247202747e-19,4.038462725600962e-18,1.4817166867955683e-13,6.41021517083641e-17,6.703017390979038e-16,1.6366693467630968e-16,8.397540522391045e-19,2.667084423613503e-23,6.31795129014249e-27,1.9723445491330443e-12,5.190959963599954e-24,3.1479701568748903e-24,3.796642842205533e-16,1.0394936375610913e-31,5.931394252791551e-27
2.6643206131427455e-10,0.6097052611745879,4.2558040227314374e-13,1.1103209543837195e-15,4.892925682315333e-16,3.3445054608239023e-12,0.0,0.0,1.199767868148653e-10,5.832278271043281e-17,8.030107487180181e-22,3.212736576992094e-16,1.5046826558262607e-30,2.2367496293128722e-39,1.977264117688172e-27,4.209252984157612e-41,1.622883510149093e-42,3.6072727516773585e-44,1.792379955870847e-42,1.1905739981662116e-63,3.6855048072490564e-61,3.583297386753213e-71,7.619494388668416e-44,5.62660970547706e-62,3.5183690332624356e-50,1.4811199777493009e-58,1.204216677916334e-71,5.682421662182097e-82,1.0634684394215617e-87,8.719578501135263e-89,1.3181974985530424e-59,3.4166247877379886e-71,7.158391727217856e-75,4.265527996435654e-75,3.76,0.0,0.7954598661480855,0.9999999998795941,6.694194521988913e-19,8.854855023537853e-56,2.431035550516607e-09,2.4314623373218033e-09,1.1997462010667446e-10,1.6243004094758115e-18,1.1139719653903159e-17,4.25358209621324e-13,3.193853065514307e-16,1.924222430715374e-15,4.700169129250564e-16,2.4114964110217985e-18,7.804824934956794e-23,3.044306308267898e-26,3.344410523098793e-12,1.5589756809032985e-23,9.245987113783053e-24,1.0902564191623147e-15,8.905226018562012e-31,1.7033726480237412e-26
3.7573753186981235e-10,0.6097052612842153,8.460020488236539e-13,2.2218251920575217e-15,9.871715545590068e-16,4.7167360965176194e-12,0.0,0.0,1.691980039662256e-10,1.1595697594178292e-16,2.195953943419956e-21,8.783826100351174e-16,4.114415654927387e-30,8.577589118051885e-39,3.932415177918915e-27,1.5518064084636938e-40,5.984442429180337e-42,1.7151230528874437e-43,8.533753507743092e-42,8.809504472798405e-63,3.310080002639073e-60,3.6721631516361184e-70,2.858520020448657e-43,4.326607510592173e-61,1.6580068655760522e-49,1.0648549637314374e-57,9.192043002414167e-71,5.14435495634962e-81,1.082835284725771e-86,8.878203289541e-88,9.489565664904431e-59,3.087554834843727e-70,6.4939392679136065e-74,3.860021962148117e-74,3.76,0.0,0.7954598650999687,0.9999999998299488,1.8513165537905315e-18,5.284159307857799e-55,3.4281369379219835e-09,3.4289854352811887e-09,1.6919376353639172e-10,3.64535287166188e-18,2.1383486605689832e-17,8.454147535936076e-13,8.715246448673836e-16,3.824425277064528e-15,9.344850378928332e-16,4.794364836848223e-18,1.5772592008886316e-22,8.208543493796905e-26,4.716476495729255e-12,3.21919429235564e-23,1.8743025526374872e-23,2.167537389574247e-15,3.18547742261835e-30,3.386638044745102e-26
4.850430024253502e-10,0.6097052613938428,1.409420108335954e-12,3.725265073089539e-15,1.6679727578643234e-15,6.0890891113419025e-12,0.0,0.0,2.1841920780104793e-10,1.9321128926662526e-16,4.6243993721325e-21,1.8493887444375908e-15,8.665246849465131e-30,2.46678570521977e-38,6.557021371951316e-27,4.0946127499309006e-40,1.5794078290674683e-41,5.525881245913918e-43,2.7573237107190945e-41,4.382167473624234e-62,1.941556580095627e-59,2.35146313068598e-69,7.661963826907965e-43,2.1665945003240788e-60,5.2496188447469995e-49,4.9406875841925706e-57,4.548366133422132e-70,3.2261879472688308e-80,8.646771955973984e-86,7.089461543381989e-87,4.4066438395536466e-58,1.9333834182839796e-69,3.9773664594833523e-73,2.419275344270018e-73,3.76,0.0,0.7954598640518519,0.999999999780159,3.939550300783691e-18,2.0770739675558767e-54,4.425094802302845e-09,4.4265085373643705e-09,2.184122521825546e-10,6.71149330056799e-18,3.445807073696825e-17,1.4082072672220362e-12,1.8316052761951774e-15,6.3702877180346896e-15,1.5570703369637872e-15,7.98830270966298e-18,2.669145557652507e-22,1.7147813393559914e-25,6.088542467024013e-12,5.556581825997144e-23,3.180960467748736e-23,3.611454887918123e-15,8.185081405765462e-30,5.642932415607228e-26
5.94348472980888e-10,0.6097052615034702,2.1157680006562915e-12,5.627771197429447e-15,2.5387208008408167e-15,7.461599266470988e-12,0.0,0.0,2.676404024823923e-10,2.900856283553161e-16,8.382674091049644e-21,3.351729891869718e-15,1.5711678180119744e-29,5.944673420908454e-38,9.855688169067971e-27,8.930116036814086e-40,3.445343064816464e-41,1.4295373125984348e-42,7.153683546346834e-41,1.7241852434289002e-61,8.67314942276042e-59,1.1381909577328357e-68,1.6966272561507437e-42,8.29292430696987e-60,1.3330862340980078e-48,1.7852532433860218e-56,1.7189204019880201e-69,1.5054415701786893e-79,5.003897990991785e-85,4.102631777967865e-86,1.5923411115904965e-57,9.004272865204068e-69,1.8328264707673335e-72,1.1280638129228895e-72,3.76,0.0,0.795459863003735,0.9999999997302249,7.214371509688255e-18,6.427958645613305e-54,5.421909164256715e-09,5.424031647100442e-09,2.676301253163569e-10,1.0981544253518232e-17,5.007132625634773e-17,2.113597900836848e-12,3.313536209551412e-15,9.561170000137839e-15,2.33777253353259e-15,1.199327069834711e-17,4.068652757181127e-22,3.0919443012474212e-25,7.460608436982634e-12,8.629886331556684e-23,4.862164340832268e-23,5.421956275125892e-15,1.7466122458920983e-29,8.472254693450384e-26
8.129594140919636e-10,0.609705261722725,3.9570073464233554e-12,1.0656395777084205e-14,4.87603392815436e-15,1.0207219781790133e-11,0.0,0.0,3.660827798078765e-10,5.426941570479743e-16,2.0979639803619137e-20,8.385195072560251e-15,3.9364037454309446e-29,2.4525026519009396e-37,1.8501482128748218e-26,3.0000346932588785e-39,1.1579576199991314e-40,6.403279301797436e-42,3.218945052788142e-40,1.7712564866113987e-60,1.058116175936906e-57,1.6778044705509778e-67,5.873789945720539e-42,7.428824047021433e-59,5.765875865167789e-48,1.4999044646554059e-55,1.4994504331863433e-68,1.8752702909105037e-78,9.010103644919144e-84,7.386942552335688e-85,1.335614776231734e-56,1.1145594783244834e-67,2.3362455963517135e-71,1.4022204923762956e-71,3.76,0.0,0.7954598609075002,0.9999999996299238,1.8418032008410128e-17,3.9817502326231995e-53,7.415107456391836e-09,7.419077907055323e-09,3.6606417504138386e-10,2.3638596998502418e-17,8.798401261520185e-17,3.951663858426697e-12,8.260203774180141e-15,1.787563212820152e-14,4.3735281696526395e-15,2.2436252202394323e-17,7.836911283350631e-22,7.687903332214958e-25,1.0204740372889841e-11,1.7202166877356076e-22,9.413258500310205e-23,1.014251760238554e-14,5.666034413528233e-29,1.5849982353389717e-25
9.999999999999999e-10,0.6097052619419797,5.985585237869623e-12,1.6290033798171742e-14,7.541926347818388e-15,1.2557147277535008e-11,0.0,0.0,4.5030876441359817e-10,8.211201687445952e-16,3.862744214011636e-20,1.5433614314318917e-14,7.257448435523201e-29,6.373022431875498e-37,2.810948609600784e-26,6.722294453372439e-39,2.5955877019844574e-40,1.7174952194377276e-41,8.644613983136863e-40,7.565154985900276e-60,4.7821337014055695e-57,8.401674244262441e-67,1.347013566569101e-41,2.9228419025221508e-58,1.5215174242216107e-47,5.650130541707435e-55,5.80912692460459e-68,8.631971181024146e-78,4.901274890198673e-83,4.018246967361612e-84,5.034020836184617e-56,5.111295246340638e-67,1.1003126438894897e-70,6.446906126483934e-71,3.76,0.0,0.7954598591139889,0.9999999995436492,3.4469274512907564e-17,1.2848913998059807e-52,9.120005682375034e-09,9.12601276960568e-09,4.5028143926992757e-10,3.946255119342528e-17,1.2632492568487104e-16,5.975833672135073e-12,1.515836739249024e-14,2.7031732708621003e-14,6.6173526919322285e-15,3.394629566942247e-17,1.2150315328151338e-21,1.410568390694176e-24,1.2552582807326488e-11,2.740218487543075e-22,1.4654124686271472e-22,1.5344885826495268e-14,1.2414758033499997e-28,2.398176085863279e-25
1.0315703552030391e-09,0.6097052619419797,6.369188147566977e-12,1.7364809793662626e-14,8.055232650844454e-15,1.29538761274475e-11,0.0,0.0,4.6452516929410416e-10,8.737820768538453e-16,4.234640081818744e-20,1.691863381689947e-14,7.958073341167115e-29,7.331767921462049e-37,2.9935602770947753e-26,7.580241433830489e-39,2.927002899644642e-40,1.9825877658852141e-41,9.979919851240261e-40,9.177848988903223e-60,5.828878132389655e-57,1.0329356528947089e-66,1.5239520101269815e-41,3.5185496479585116e-58,1.7531294832910722e-47,6.771628500376794e-55,6.9825195139702656e-68,1.0539020299936364e-77,6.064042484753531e-83,4.971520811855232e-84,6.033701006790399e-56,6.238506598477347e-67,1.3461366894615711e-70,7.870412268755893e-71,3.76,0.0,0.7954598588112641,0.9999999995290453,3.788557780745223e-17,1.515470002883091e-52,9.407731977667777e-09,9.414124257528803e-09,4.644962416085595e-10,4.263701396327679e-17,1.3324280147572644e-16,6.358510703830185e-12,1.6609002204945433e-14,2.8762708628250106e-14,7.041753799484147e-15,3.612330652881004e-17,1.2982360279580727e-21,1.5456446263790574e-24,1.2948872303447386e-11,2.940754473703573e-22,1.5668117044682212e-22,1.6328803501505528e-14,1.395628649103575e-28,2.551981959166612e-25
