Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231)
0.00127583448034481,0.4766384549939974,5.643422119057539e-09,1.862811045642043e-09,4.8459310825130095e-08,4.6911462704323e-06,0.0,0.0,5.430019964837522e-06,9.061955291941698e-07,2.234940850364796e-08,1.012579940612765e-05,5.834973623763866e-19,6.667211404111908e-28,2.4635639413838086e-24,4.5483995026365594e-18,1.5399654649932963e-15,1.5115976144768883e-14,7.870756054567416e-27,-2.0718227826888062e-31,4.643921314746056e-25,-6.43105849326457e-32,2.8191004379623203e-20,1.5006668441560182e-18,3.951154472019934e-20,9.6607969687362e-24,8.335252319059526e-34,2.172813470437978e-27,2.5751540622290055e-26,1.6258740982568113e-30,1.374292275909348e-22,2.6568580119598737e-28,3.8429285066201296e-30,1.8191300585400797e-30,3.76,0.0,0.6846391446076746,0.9997412389623779,0.00021513966779817485,8.607803901453023e-14,8.863559273946381e-09,2.0440358423121855e-05,1.2585849645802833e-05,1.7963290549648918e-14,2.170237143383558e-17,3.519237391707284e-09,1.5409035894214163e-10,7.308306791746865e-06,0.00021282282201950725,5.36373464057533e-11,6.290156910575041e-07,1.5030406147478546e-11,4.523621939120535e-09,7.035294571815438e-08,2.7629977262330294e-11,6.332279796626555e-08,1.6134361319431921e-12,6.342902352376522e-13,1.0984715806305245e-16,2.9402136491322102e-09,1.2528765123666494e-14,4.317365287342293e-12,1.325286010528391e-13,1.3381573858459609e-11,6.859066353240575e-17,2.0937391934184475e-05,3.910972985763392e-23,4.1948236076395466e-19,4.735987488785628e-19,2.916062995286292e-12,2.6127194214680682e-11,1.7986576910357705e-18,1.3776642896078584e-18,3.2773101649260708e-19,2.536467580681224e-15,7.305574698238231e-15,7.896884079019868e-10,1.385762589807442e-15,1.4685083307988134e-13,1.0570217099653141e-13,1.0075698525445344e-14,5.255919305429285e-17,6.097355285914983e-16,5.424122469351885e-12,1.6531889226576195e-10,1.1776713964943266e-13,2.176539718400723e-11,3.36399452981052e-16,1.3047795551825209e-14,1.6834637348199283e-18,3.799862056431313e-27,8.367260612659318e-28,1.4622110816580603e-19
0.0013280846760381707,0.4766384829656168,5.646566398337042e-09,1.864201740840624e-09,5.029652927483334e-08,4.88506601540688e-06,0.0,0.0,5.601135524159401e-06,9.693974400474605e-07,2.3934597327910508e-08,1.0540962076894658e-05,6.558869474170097e-19,7.033100419149118e-28,2.4956267688129792e-24,4.721404506773241e-18,1.6041215487673658e-15,1.6706933665648978e-14,8.429328440375126e-27,3.731965583687251e-30,4.644230399612886e-25,1.623966822236434e-30,2.9265392901816866e-20,1.6922236738968527e-18,4.2265809106021087e-20,1.1108266848877708e-23,8.375290968756862e-34,2.2784002771050638e-27,2.909424107024121e-26,1.7696415003699817e-30,1.5029555107854765e-22,2.963840395230801e-28,4.2900842383606416e-30,2.200897361141891e-30,3.76,0.0,0.6846202183656472,0.999722673969725,0.00023283449857910244,9.336453993918772e-14,8.863546177502171e-09,2.1287844472610754e-05,1.306418223126447e-05,1.7962929429340233e-14,2.1701935077235612e-17,3.5191445899337713e-09,1.540880185720868e-10,7.586294107418494e-06,0.000230394972989028,5.660170014689109e-11,7.076818888339688e-07,1.740613699123561e-11,4.915959466651831e-09,7.915436799789452e-08,2.977132245598605e-11,6.874551097459094e-08,1.8684427645452174e-12,6.898787811717961e-13,1.1946559201736612e-16,3.184320499470761e-09,1.4311156503546543e-14,4.891910142701556e-12,1.4905099276878201e-13,1.4963101538053154e-11,7.716356931853139e-17,2.0937003131143615e-05,4.4033239679291386e-23,4.80721595367958e-19,5.37078262704286e-19,3.0266120962646258e-12,2.8294666604790803e-11,2.065713280726236e-18,1.5135407323589172e-18,3.5979951281271826e-19,2.8578275013015726e-15,7.923260873443347e-15,7.889546596816737e-10,1.561486197799429e-15,1.5451626425547095e-13,1.1122240456365871e-13,1.1482155445814205e-14,5.905619562421026e-17,6.982413699900147e-16,6.218800123067308e-12,1.6531144863151223e-10,1.3501902644378076e-13,2.62187418058876e-11,3.639506204539762e-16,1.3047615398902141e-14,1.969841156532784e-18,4.448708547126774e-27,9.797233502949754e-28,1.6802736877809086e-19
0.0013803348717315316,0.476638510856658,5.649648983145236e-09,1.86559546132957e-09,5.2112601642609156e-08,5.079082297920233e-06,0.0,0.0,5.768517959697629e-06,1.0337716727441922e-06,2.5604060852922263e-08,1.0956121668501418e-05,7.340201234932592e-19,7.422115518179675e-28,2.5273864653252443e-24,4.892409135920447e-18,1.6683077165036082e-15,1.839634993595665e-14,9.017626278846183e-27,4.201892819581923e-31,4.6444074023180025e-25,-1.008832897953281e-31,3.0327547499078686e-20,1.8990757598329275e-18,4.5084378079847995e-20,1.271500265979872e-23,8.437722554290442e-34,2.3925796298589517e-27,3.271528566110253e-26,1.9201654672687498e-30,1.63976721821193e-22,3.297436797121208e-28,4.7763928720769466e-30,2.6445660704957237e-30,3.76,0.0,0.6846006360630054,0.9997034619455957,0.000251183423120584,1.0094819231805917e-13,8.863535446263404e-09,2.2136453380195023e-05,1.3536936409067414e-05,1.7962561479542738e-14,2.170149047090882e-17,3.5190537571054832e-09,1.5408587735204644e-10,7.861027065232483e-06,0.00024861838929928496,5.961722556079425e-11,7.922882521119176e-07,2.0036738302690108e-11,5.328098152795195e-09,8.862091796200269e-08,3.196623159203795e-11,7.447244173209196e-08,2.150800865769024e-12,7.483163957629625e-13,1.295763490718915e-16,3.437888064657734e-09,1.62626188528001e-14,5.516816795982836e-12,1.6712786919191044e-13,1.670651953838813e-11,8.638368214090016e-17,2.0936600777444856e-05,4.933406749166159e-23,5.490166370752647e-19,6.078550099251928e-19,3.1360243010208045e-12,3.054664365299067e-11,2.3659006727385838e-18,1.6573295694329604e-18,3.9359359860628423e-19,3.2048765299370532e-15,8.563949802182858e-15,7.882344189138348e-10,1.7512649756568049e-15,1.6232338815041382e-13,1.1684442961893256e-13,1.3019752048116263e-14,6.602851843295047e-17,7.950146587979143e-16,7.084218100735318e-12,1.6530393879338452e-10,1.5380612299887464e-13,3.136094370276722e-11,3.9251551312546813e-16,1.3047432131473051e-14,2.293369874460543e-18,5.182012720014333e-27,1.1413961612826501e-27,1.9241016677141283e-19
0.0014325850674248924,0.47663853866854006,5.652670616110697e-09,1.8669923976833557e-09,5.390668085219381e-08,5.273192628380307e-06,0.0,0.0,5.932213459026562e-06,1.0992354758013877e-06,2.7362410519750834e-08,1.137127830016748e-05,8.181160882631449e-19,7.814461019322122e-28,2.5588293033395306e-24,5.0613347519231625e-18,1.7325234715066762e-15,2.018598429050261e-14,9.637279062853152e-27,-2.443014629732831e-30,4.644470186174599e-25,-1.2079767648329908e-30,3.1376980415690494e-20,2.1217297030178147e-18,4.796471866861587e-20,1.4493647840796508e-23,8.497505556104167e-34,2.5156537369875336e-27,3.6625933022003115e-26,2.0775404299583473e-30,1.785205601799515e-22,3.659527349800433e-28,5.304640818701576e-30,3.157468385823851e-30,3.76,0.0,0.6845804055542494,0.9996836108577967,0.0002701786567519994,1.088290976388697e-13,8.86352707828078e-09,2.298621510962266e-05,1.4003892861045843e-05,1.7962186839176995e-14,2.1701037782702676e-17,3.518964946399106e-09,1.5408393743102773e-10,8.13237768262024e-06,0.00026748524020150374,6.268261735931487e-11,8.82975955312426e-07,2.293552896831478e-11,5.759991785735215e-09,9.876848565344713e-08,3.421087075897024e-11,8.05081490831135e-08,2.4619383739224096e-12,8.095989251943721e-13,1.4017867262784357e-16,3.7008906109223135e-09,1.8389867264995127e-14,6.1934188670765785e-12,1.868347470358178e-13,1.8627515315702248e-11,9.626642869989397e-17,2.093618503995513e-05,5.502190420560986e-23,6.25081991750096e-19,6.866914403068243e-19,3.244252761299002e-12,3.288278230626236e-11,2.7028304510516073e-18,1.8092502711766206e-18,4.2912590895699065e-19,3.5785736860584425e-15,9.227163411082592e-15,7.875281678982282e-10,1.9556230965855685e-15,1.702747807422053e-13,1.225700899383928e-13,1.4694836331281694e-14,7.348504771581092e-17,9.004124137141647e-16,8.021832383603634e-12,1.6529636709146213e-10,1.7415992217857588e-13,3.726417236104792e-11,4.2208219627522594e-16,1.3047245826831801e-14,2.657576636136006e-18,6.0078156205147814e-27,1.3235357185283687e-27,2.1963503074816723e-19
0.0014848352631182532,0.47663856640270313,5.6556320550595425e-09,1.868392680826369e-09,5.5677975129588536e-08,5.467394550104136e-06,0.0,0.0,6.09226927301866e-06,1.165708485002352e-06,2.9214320744620214e-08,1.1786432093409637e-05,9.0839643268272e-19,8.196607726014013e-28,2.5899423983186754e-24,5.22810791559377e-18,1.796768329020117e-15,2.2077475448713526e-14,1.0289938982332863e-26,2.6266170815009128e-30,4.644674728871488e-25,1.832071692922971e-30,3.241323609608822e-20,2.360679129337471e-18,5.0904349799779984e-20,1.6457593755672367e-23,8.53781200042388e-34,2.647935690233581e-27,4.0837453586183403e-26,2.241861194382522e-30,1.939787989267828e-22,4.052093315877445e-28,5.87776922974305e-30,3.747515328166909e-30,3.76,0.0,0.6845595349865637,0.9996631289555441,0.00028981212016161544,1.1700735374599465e-13,8.86352106935495e-09,2.383715783207665e-05,1.4464846671715025e-05,1.7961805647641367e-14,2.170057718104069e-17,3.518878201819877e-09,1.5408220023067126e-10,8.400226378883903e-06,0.00028698740367625523,6.57965452001259e-11,9.798756045422683e-07,2.6115422689655418e-11,6.211535362955026e-09,1.0961178595338769e-07,3.6501369839114915e-11,8.685644524420336e-08,2.803239523995312e-12,8.737136478166916e-13,1.512703268698e-16,3.973305401375527e-09,2.069925672184203e-14,6.922876420998998e-12,2.0824481723702775e-13,2.0742761233853454e-11,1.0682609089402431e-16,2.0935756091434757e-05,6.110581636269346e-23,7.097002787119135e-19,7.744068769206459e-19,3.3512536691366926e-12,3.5302724710421974e-11,3.080404971274463e-18,1.9695327821197074e-18,4.664066582382073e-19,3.979887931298405e-15,9.912401519884117e-15,7.868363560465049e-10,2.1750900509680144e-15,1.7837285795549747e-13,1.2840111347009754e-13,1.6513731526650988e-14,8.14336263675506e-17,1.0147868398028676e-15,9.032818376793453e-12,1.6528873750385868e-10,1.9610581702379967e-13,4.400423514966348e-11,4.526382862124277e-16,1.304705656185669e-14,3.0662187442532434e-18,6.934685463509613e-27,1.5280523356945538e-27,2.499930717868406e-19
0.001537085458811614,0.4766385940606134,5.658534072052106e-09,1.86979638195611e-09,5.74257486738965e-08,5.661685640023617e-06,0.0,0.0,6.248733642200855e-06,1.2331126975345617e-06,3.116451773533124e-08,1.2201583171247706e-05,1.0050857423417932e-18,8.603772116785637e-28,2.620713722279065e-24,5.392660450185298e-18,1.8610418164119766e-15,2.4072342017252924e-14,1.0977276253635528e-26,2.0095276250332406e-31,4.644977875463036e-25,2.866975255886951e-31,3.343589158197517e-20,2.6164043606646284e-18,5.390084597313954e-20,1.862100545483694e-23,8.60552950327843e-34,2.78972477585067e-27,4.536112929575221e-26,2.4132224910612767e-30,2.104071553238093e-22,4.477216838893798e-28,6.498865969611861e-30,4.423223057740443e-30,3.76,0.0,0.6845380327797727,0.999642024749471,0.0003100754594484611,1.2548305494193418e-13,8.863517413093827e-09,2.4689307899705e-05,1.491960750665095e-05,1.796141804458923e-14,2.1700108834638143e-17,3.518793558396402e-09,1.54080666466271e-10,8.664462079829797e-06,0.00030711648636376823,6.895765660718733e-11,1.0831071623036937e-06,2.958886940193582e-11,6.682567299042091e-09,1.2116435012521552e-07,3.883383935172938e-11,9.352040202547736e-08,3.176038555747881e-12,9.406395844734724e-13,1.6284765051350758e-16,4.25511294299038e-09,2.3196774043116946e-14,7.706185147976131e-12,2.314286820378908e-13,2.306988348013134e-11,1.18075797521891e-16,2.093531411012313e-05,6.759423526428833e-23,8.037260464084197e-19,8.71877142956997e-19,3.456986296188227e-12,3.7806099180367443e-11,3.5028194121006745e-18,2.1384182208052606e-18,5.054437020555338e-19,4.4098012208486895e-15,1.0619144452957301e-14,7.861593993735968e-10,2.4102023153049894e-15,1.8661988420970696e-13,1.3433911848706603e-13,1.848272385145036e-14,8.988105837347593e-17,1.1384850528216734e-15,1.0118082930809568e-11,1.6528105368038576e-10,2.1966336232943842e-13,5.166045815770033e-11,4.84170985184112e-16,1.3046864412897466e-14,3.5232925524639666e-18,7.971737170488981e-27,1.7569799329697715e-27,2.838025579151173e-19
0.0015893356545049748,0.4766386216437612,5.661377452390213e-09,1.8712035175881323e-09,5.914932206032431e-08,5.8560635093353135e-06,0.0,0.0,6.40165572249783e-06,1.3013724453237845e-06,3.321776842088167e-08,1.26167316574355e-05,1.1084122101530637e-18,9.017873582720957e-28,2.6511321133213147e-24,5.5549294801571845e-18,1.9253434732288093e-15,2.6171983511747625e-14,1.1700976299792665e-26,-3.377191531423303e-30,4.6448742894868505e-25,-2.513367415232831e-30,3.4444556753253745e-20,2.8893721320654914e-18,5.695183328574623e-20,2.0998845673812464e-23,8.676656820568867e-34,2.941306744540626e-27,5.0208253317532895e-26,2.5917221221303518e-30,2.278653828010179e-22,4.937081231805384e-28,7.171170427661e-30,5.1937399173833535e-30,3.76,0.0,0.6845159076061129,0.9996203069914827,0.0003309600663639841,1.3425629208987634e-13,8.86351610094624e-09,2.5542689827285684e-05,1.536799972065539e-05,1.796102416960286e-14,2.1699632912132043e-17,3.518711042398763e-09,1.5407933616811017e-10,8.924982281442866e-06,0.0003278638436879931,7.216457987471032e-11,1.192779917382824e-06,3.336780192960139e-11,7.17287180789148e-09,1.3343852237580707e-07,4.120438706437131e-11,1.0050235986412568e-07,3.5816139857758608e-12,1.0103478348230571e-12,1.7490561503464634e-16,4.546297197189865e-09,2.5888032171244024e-14,8.544186714378375e-12,2.564541111729905e-13,2.562742646360611e-11,1.3002752091597585e-16,2.0934859279308738e-05,7.449495800429765e-23,9.080893908556423e-19,9.800340337461753e-19,3.561413018248828e-12,4.0392521180092635e-11,3.974562259997866e-18,2.3161595687038e-18,5.462426054940895e-19,4.86931156561412e-15,1.1346855685772647e-14,7.85497680483237e-10,2.6615050272251307e-15,1.950179815984159e-13,1.4038562021556585e-13,2.0608050670128902e-14,9.883311721992003e-17,1.2718488259556314e-15,1.1278278862610833e-11,1.6527331889986648e-10,2.4484659052973823e-13,6.031555150913777e-11,5.166671033045785e-16,1.3046669455604515e-14,4.033041827426285e-18,9.128651597061251e-27,2.0124805571136443e-27,3.214104433306784e-19
0.0016415858501983357,0.4766386491536638,5.664162993619656e-09,1.872614052190618e-09,6.084807237846028e-08,6.050525804092901e-06,0.0,0.0,6.551085510566743e-06,1.3704143675412248e-06,3.5378869533820456e-08,1.3031877675719732e-05,1.2186082364176674e-18,9.41400050620194e-28,2.6811872806857714e-24,5.714857444370689e-18,1.9896728512499076e-15,2.8377681886049508e-14,1.2462735892721796e-26,3.8584466565787906e-30,4.644494694525446e-25,1.5706638279226997e-30,3.5438874412951106e-20,3.1800353555825974e-18,6.005499154003065e-20,2.360689691953433e-23,8.718367598571516e-34,3.102995463968733e-27,5.539012977221871e-26,2.777458628483779e-30,2.464172836475216e-22,5.433970180714725e-28,7.898077118388445e-30,6.068874300399633e-30,3.76,0.0,0.6844931683698998,0.999597984654544,0.0003524570986636778,1.4332715271690262e-13,8.863517122257347e-09,2.639732628198873e-05,1.5809862396487143e-05,1.7960624161950608e-14,2.1699149581784487e-17,3.518630671591753e-09,1.5407820870672218e-10,9.181693073001175e-06,0.0003492206000946368,7.541592694332216e-11,1.3089924994411548e-06,3.746358798804066e-11,7.682181446549212e-09,1.4644546138199867e-07,4.360913356536656e-11,1.0780393960057593e-07,4.021183454607734e-12,1.082801937855984e-12,1.874378870652817e-16,4.8468457538196835e-09,2.877826752849788e-14,9.437579913944146e-12,2.833858267706989e-13,2.843481320206287e-11,1.426920783803736e-16,2.093439178690819e-05,8.18151441005909e-23,1.0237993577275467e-18,1.0998642640539423e-18,3.664499324812119e-12,4.3061594308589745e-11,4.500412470183443e-18,2.503022125716412e-18,5.888067185859951e-19,5.3594360722679405e-15,1.2094984354949e-14,7.848515480133571e-10,2.929553649016637e-15,2.0356913951221043e-13,1.4654203778184772e-13,2.2895889108220954e-14,1.0829455829293018e-16,1.4152143582687374e-15,1.2513821458900379e-11,1.652655360865099e-10,2.7166437060778553e-13,7.005546008295262e-11,5.501130928445788e-16,1.304647176480944e-14,4.599965944532136e-18,1.0415694389527736e-26,2.296848792589377e-27,3.6319384570027143e-19
0.0016938360458916965,0.47663867659186476,5.6668915045446135e-09,1.874027897651534e-09,6.25214331212155e-08,6.24507020574299e-06,0.0,0.0,6.697073769022113e-06,1.440167382287412e-06,3.765263688749939e-08,1.3447021349129162e-05,1.3359110112875543e-18,9.838880349883009e-28,2.710869805698811e-24,5.872392085504805e-18,2.0540295145627065e-15,3.069060353164643e-14,1.3264258008648114e-26,1.2859647415381972e-30,4.64414648376074e-25,8.955264081295136e-31,3.641852022575879e-20,3.488832929197714e-18,6.320805939582431e-20,2.646178150848316e-23,8.792708223731322e-34,3.275083772969051e-27,6.091807347675893e-26,2.970529388749902e-30,2.6613069267788747e-22,5.970266369398722e-28,8.683129977956236e-30,7.059123293762688e-30,3.76,0.0,0.6844698241871902,0.9995750669124915,0.00037455750046402756,1.5269572111745056e-13,8.863520464352905e-09,2.725323808082681e-05,1.6245049318206763e-05,1.7960218160427422e-14,2.1698659011266354e-17,3.518552455525018e-09,1.5407728282097388e-10,9.434509121956465e-06,0.0003711776692983913,7.871029623516425e-11,1.431832935720275e-06,4.188698769128407e-11,8.210179796953072e-09,1.6019514649425785e-07,4.604422712124075e-11,1.1542605678730389e-07,4.495899166472858e-12,1.1579582531787948e-12,2.0043689436628863e-16,5.156749969925369e-09,3.187233966104029e-14,1.0386931978043003e-11,3.1228531671141176e-13,3.151230267586313e-11,1.5607913814322397e-16,2.093391182505107e-05,8.956130893837211e-23,1.1519471128374663e-18,1.232408032826525e-18,3.766213814676498e-12,4.581291128653599e-11,5.085434222940629e-18,2.699283827976629e-18,6.331372616044589e-19,5.881213915797105e-15,1.2862967702116904e-14,7.84221315851985e-10,3.214915594533488e-15,2.1227522454075802e-13,1.5280970134640453e-13,2.535234515930281e-14,1.1826913738954686e-16,1.5689120634113936e-15,1.3824906094938772e-11,1.6525770786644572e-10,3.001207912718068e-13,8.096920148226256e-11,5.844950868690941e-16,1.3046271414455087e-14,5.228827871510714e-18,1.1843734375828646e-26,2.6125160131394846e-27,4.0956146508373385e-19
0.0017460862415850573,0.4766387039599346,5.6695638042211825e-09,1.875444918403934e-09,6.416889383634665e-08,6.439694431604656e-06,0.0,0.0,6.839671951808616e-06,1.510562657454e-06,4.004389488672795e-08,1.3862162799296319e-05,1.4605630893277213e-18,1.027559166962054e-27,2.7401711392980782e-24,6.0274864178798665e-18,2.1184130395345167e-15,3.3111801717272455e-14,1.4107249506714727e-26,-5.3904802437154834e-30,4.643767801521102e-25,-3.6123532479599116e-30,3.7383202518451046e-20,3.816189590035509e-18,6.640882884074265e-20,2.958097945072384e-23,8.880555433574443e-34,3.4578237074817e-27,6.680340969954996e-26,3.171034108068242e-30,2.8707744907357713e-22,6.5484510505759e-28,9.530021450355993e-30,8.175702105356852e-30,3.76,0.0,0.6844458843655349,0.9995515631199731,0.000397252022512558,1.6236207845677648e-13,8.863526112591042e-09,2.811044419547206e-05,1.667342888227822e-05,1.7959806303062655e-14,2.169816136732909e-17,3.5184763958369387e-09,1.5407655664494334e-10,9.683353622506764e-06,0.00039372577444706175,8.204627543612307e-11,1.5613787477808573e-06,4.664811664836782e-11,8.756504265329397e-09,1.746963883863055e-07,4.850585820691689e-11,1.233689383567385e-07,5.0068439308559496e-12,1.2357663601512037e-12,2.1389389487313497e-16,5.476005074318598e-09,3.5174731586269217e-14,1.1392689696177323e-11,3.432106659552049e-13,3.488094478883822e-11,1.7019722970934099e-16,2.0933419589649335e-05,9.773933414910944e-23,1.2937088689324477e-18,1.3787576229172988e-18,3.8665281784482505e-12,4.8646054939255125e-11,5.734972234070131e-18,2.9052356159748514e-18,6.792334153022899e-19,6.43570920938025e-15,1.3650233548428767e-14,7.836072628310541e-10,3.518171799725442e-15,2.2113799054192422e-13,1.5918985937899787e-13,2.7983443321839917e-14,1.2875963238725175e-16,1.7332663776495094e-15,1.52115263931461e-11,1.6524983652215518e-10,3.302155558725322e-13,9.314869279867649e-11,6.197989186219455e-16,1.3046068477448085e-14,5.9246619340195e-18,1.342426144102711e-26,2.962054627832413e-27,4.609549394333556e-19
0.001798336437278418,0.47663873125946976,5.67218072094914e-09,1.8768649357159234e-09,6.578999955551752e-08,6.634396235293285e-06,0.0,0.0,6.978932129976539e-06,1.5815335807731645e-06,4.2557466306095993e-08,1.4277302145813373e-05,1.5928129276261775e-18,1.068300589215136e-27,2.7690835956661545e-24,6.180098673639972e-18,2.1828230147079587e-15,3.5642219435401696e-14,1.4993418058549028e-26,4.140153323787951e-30,4.6435572764048305e-25,1.7848276180870218e-30,3.83326619488944e-20,4.162515810453529e-18,6.96551459761519e-20,3.2982844094896355e-23,8.925797808788111e-34,3.6515264692022814e-27,7.305747392764405e-26,3.379073720663198e-30,3.0933332957338207e-22,7.1711024854847125e-28,1.0442593708718143e-29,9.430574434160445e-30,3.76,0.0,0.6844213583839079,0.9995274827925843,0.00042053124228647276,1.7232630287402305e-13,8.863534050428237e-09,2.8968961764044447e-05,1.7094883950258303e-05,1.7959388726896064e-14,2.1697656815539375e-17,3.518402486584083e-09,1.5407602773843464e-10,9.928158210042097e-06,0.0004168554681179782,8.542244421466942e-11,1.6976970858181442e-06,5.175641469328005e-11,9.320748978338928e-09,1.8995684387879946e-07,5.099027269231135e-11,1.3163214145500533e-07,5.555027809713408e-12,1.3161694718842238e-12,2.2779904829557164e-16,5.804610239384895e-09,3.868955181693631e-14,1.2455190021475548e-11,3.762164150470645e-13,3.856253359083661e-11,1.850537582639788e-16,2.093291527998242e-05,1.0635447425257915e-22,1.4503485626654046e-18,1.5400555549246899e-18,3.96541716839211e-12,5.1560599171813986e-11,6.454644033747365e-18,3.121181554447077e-18,7.270924147351394e-19,7.024013738178007e-15,1.4456202575140918e-14,7.830096329312338e-10,3.839918219069163e-15,2.3015908879404246e-13,1.6568368599661132e-13,3.079511679619622e-14,1.3976786737054476e-16,1.9085955867758662e-15,1.6673492355141038e-11,1.6524192399840555e-10,3.619443766737475e-13,1.0668856779071405e-10,6.560101540116718e-16,1.3045863025556744e-14,6.692781346032921e-18,1.5169403863334873e-26,3.3481822108634424e-27,5.178501334644629e-19
0.001850586632971779,0.4766387584920926,5.6747430912884104e-09,1.8782877268136454e-09,6.73843500145109e-08,6.82917340708923e-06,0.0,0.0,7.114906918088114e-06,1.6530157290667075e-06,4.519816236651247e-08,1.4692439505623792e-05,1.7329153827657332e-18,1.1122662712250146e-27,2.797600342256868e-24,6.330192228842975e-18,2.2472590407492005e-15,3.8282692624140655e-14,1.592446628627563e-26,2.9546722559024912e-30,4.6435903390485115e-25,2.454572414844805e-30,3.926667105277838e-20,4.5282077357838906e-18,7.294491824771024e-20,3.668661545016384e-23,9.007153142309672e-34,3.856487916183937e-27,7.969161164618055e-26,3.59474718558884e-30,3.3297795348420213e-22,7.840893474363677e-28,1.1424829527907605e-29,1.0836483681746694e-29,3.76,0.0,0.6843962558728822,0.9995028355872855,0.00044438558384551224,1.8258846958455456e-13,8.863544259526183e-09,2.982880610949739e-05,1.750931164667988e-05,1.7958965567888852e-14,2.1697145520139206e-17,3.5183307146045028e-09,1.5407569312071457e-10,1.0168862843504557e-05,0.0004405571520722134,8.88373768682072e-11,1.8408448982348308e-06,5.7220620188601903e-11,9.902467756873321e-09,2.0598303467935244e-07,5.3493783978388395e-11,1.4021457426133855e-07,6.141385364376005e-12,1.3991048613254184e-12,2.4214148979279124e-16,6.1425686214514334e-09,4.2420538060649666e-14,1.3574670022810823e-11,4.1135344886230943e-13,4.257955920942931e-11,2.006550228067523e-16,2.0932399098298767e-05,1.154113515461862e-22,1.6232202761465631e-18,1.7174923560562784e-18,4.062858556556934e-12,5.455610993263521e-11,7.25032961131935e-18,3.3474387808683383e-18,7.767096506445849e-19,7.647249530963845e-15,1.5280290476323066e-14,7.824286355861698e-10,4.180767233467992e-15,2.393400781379313e-13,1.7229228827266038e-13,3.3793198266763916e-14,1.5129474249487267e-16,2.0952116717265385e-15,1.8210448101867274e-11,1.6523397198401802e-10,3.9529936064087005e-13,1.2168598595353175e-10,6.931141339564532e-16,1.3045655129387639e-14,7.53878544386095e-18,1.7091945014714295e-26,3.7737653418322144e-27,5.807583576832553e-19
0.0019028368286651397,0.47663878565944984,5.677251759066028e-09,1.8797130294585474e-09,6.895159867905561e-08,7.0240237742521304e-06,0.0,0.0,7.2476494014787505e-06,1.7249468367133068e-06,4.797077313780188e-08,1.510757499245134e-05,1.8811321876415442e-18,1.1584417459876243e-27,2.8257153872004067e-24,6.477735512303911e-18,2.3117207303577057e-15,4.103395373111674e-14,1.6902090015107203e-26,-7.692114717441779e-30,4.64330248333375e-25,-5.134417299668932e-30,4.018503367759052e-20,4.91364716217695e-18,7.62761073726581e-20,4.071243114616743e-23,9.116329421545333e-34,4.072915129102314e-27,8.671717813009475e-26,3.81815472609174e-30,3.5809468698934117e-22,8.560590348015671e-28,1.248085435219651e-29,1.2406984873015324e-29,3.76,0.0,0.6843705865951235,0.9994776312831571,0.00046880533736833507,1.9314865098135768e-13,8.863556719819132e-09,3.0689990764177586e-05,1.7916623105996846e-05,1.795853696067531e-14,2.1696627643768794e-17,3.518261059884252e-09,1.5407554930111148e-10,1.0405415658038641e-05,0.0004648210966958135,9.228964488860337e-11,1.990869133892324e-06,6.304874979873519e-11,1.0501177147905294e-08,2.2278036975187944e-07,5.60127848344021e-11,1.49114518598625e-07,6.766773491439102e-12,1.4845042965825823e-12,2.5690940523379907e-16,6.489887371297897e-09,4.6371060665932395e-14,1.47512760677244e-11,4.486689014810301e-13,4.695515893087088e-11,2.1700623791433315e-16,2.093187124940004e-05,1.2491397391056033e-22,1.8137704013209596e-18,1.912304558503666e-18,4.158833082212267e-12,5.763214616215844e-11,8.128162841941902e-18,3.584337583094844e-18,8.280787742684454e-19,8.306571245602153e-15,1.6121910160624035e-14,7.818644459259043e-10,4.541348955777199e-15,2.4868243495556144e-13,1.7901671344989324e-13,3.698341128883325e-14,1.6334026610712552e-16,2.293420172515625e-15,1.9821888899498267e-11,1.6522598186570382e-10,4.302693797402134e-13,1.382404349949004e-10,7.310959898388233e-16,1.3045444858264784e-14,8.468566641077653e-18,1.9205339392561764e-26,4.241823441373836e-27,6.502275157470499e-19
