Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069)
1.614312879827053e-07,0.3709495751747727,3.76,0.0,0.8455704798643617,0.9998045890123762,1.1305807182211408e-08,0.0,9.346464323462598e-09,3.27354443591655e-06,2.616343770394132e-06,4.063407447357295e-07,1.6676243440661322e-12,3.6612678930670535e-14,3.6904584484382433e-07,3.0448988686727683e-07,9.268243243640448e-08,1.8707585719792424e-07,1.5932889707223537e-07,2.269422597226232e-08,1.6968628667438102e-08,3.869206422721118e-09,1.2164521768572136e-09,4.484081382934315e-13,2.5726930833795323e-14,7.712781755304813e-17,3.0011930592396813e-09,5.981942666193358e-15,3.1058583282611847e-12,3.2981204473949155e-19,1.2197548418148658e-09,8.316215677907716e-11,9.036870800237064e-13,1.497279422788774e-15,7.21676583275552e-14,3.040488290071661e-11,0.00019473610826745884,3.326964746220979e-16,6.7841617575972e-23,1.2016828384018355e-14,1.687353524796005e-16,1.2837026817766321e-15,1.1872469658910745e-14,6.62622307032251e-19,6.021130313590123e-24,3.718491825550449e-21,2.8072546607112956e-21,7.412213351265046e-27,7.801647503693843e-23,1.1699098208327225e-18,1.6300839457819803e-20,2.259729264116198e-14,4.0817282262560195e-18,1.947950592858848e-18,1.0635677074320813e-19,9.688630682646267e-20,4.1120370024081536e-17,2.3512301948755872e-20,6.421710581909672e-20
1.6608053759943466e-07,0.37094958194879213,3.76,0.0,0.845570364363646,0.9998045547192947,1.2420345970861196e-08,0.0,9.944385023908312e-09,3.3763145727397784e-06,2.678765275805804e-06,4.318126547337637e-07,1.719897706371774e-12,3.748853434549526e-14,3.8630538002865506e-07,3.1729631160452877e-07,9.993738622451749e-08,2.0132176165234307e-07,1.646997077476385e-07,2.3714163972977266e-08,1.8240397873886874e-08,4.1622185762921886e-09,1.3214234695515148e-09,5.102125985896949e-13,2.967092557428635e-14,8.632476247524396e-17,3.0875886029623415e-09,6.847147954053361e-15,3.3020811341584297e-12,3.7034281321011595e-19,1.2868555277207135e-09,8.825679758535602e-11,9.81664373442797e-13,1.7096926007989107e-15,7.625216130054934e-14,3.3484151429171354e-11,0.00019473610175576862,3.4608309783939535e-16,7.685087158460157e-23,1.3376658947735743e-14,1.8777596649363291e-16,1.4496131679183806e-15,1.305863674210586e-14,7.505857619653115e-19,6.790795733836869e-24,4.357082743409002e-21,3.2875222966790754e-21,8.760346546000617e-27,9.445352766359107e-23,1.205597464970536e-18,1.8409384425444372e-20,2.6113811992213e-14,4.382414347721075e-18,2.15612478680059e-18,1.2039665155839214e-19,1.0573499031893343e-19,4.5525165678452265e-17,2.6491715079071097e-20,7.748852623856657e-20
1.7072978721616401e-07,0.3709495887570465,3.76,0.0,0.8455702478651659,0.9998045196478417,1.3604915645090123e-08,0.0,1.055836104406519e-08,3.4796675271504766e-06,2.740550434048671e-06,4.582610832564514e-07,1.7717093366129354e-12,3.835546933839449e-14,4.037495721943501e-07,3.3014935342843123e-07,1.0752178824209519e-07,2.1615559361888372e-07,1.7012673065601675e-07,2.4739193094845223e-08,1.956338588426506e-08,4.469961665709514e-09,1.4329126380819377e-09,5.785536638111888e-13,3.411816518383812e-14,9.636387354272017e-17,3.1739819833013973e-09,7.818513106515945e-15,3.5059028168361695e-12,4.1470204942187367e-19,1.3555281006189428e-09,9.352073603196469e-11,1.0638708363062375e-12,1.946661663807518e-15,8.044146135318702e-14,3.677298798924018e-11,0.00019473609525569397,3.5966813267961927e-16,8.682488551601762e-23,1.4851198569878514e-14,2.0842029416085667e-16,1.6323395988071278e-15,1.4337270161821064e-14,8.477097761548295e-19,7.642241850168169e-24,5.086641589934669e-21,3.834999757718189e-21,1.0312759768244558e-26,1.1382586437470627e-22,1.2414793993081889e-18,2.071293497264087e-20,3.0041917365103096e-14,4.694713739908511e-18,2.3792567253659363e-18,1.3594545515219572e-19,1.1509135368237137e-19,5.031470164174513e-17,2.9736449672365106e-20,9.298829431984833e-20
1.7537903683289337e-07,0.37094959559960605,3.76,0.0,0.8455701303603844,0.9998044838036048,1.4861352583249869e-08,0.0,1.1188062054156205e-08,3.5836059870596524e-06,2.801705722971766e-06,4.856939985954992e-07,1.8230548048813753e-12,3.921357362943921e-14,4.213673212996793e-07,3.430406006878236e-07,1.154390429557762e-07,2.3157929580035913e-07,1.756105456032125e-07,2.576856764619554e-08,2.0937651366161626e-08,4.792756908582808e-09,1.551166826450003e-09,6.539132595981441e-13,3.911961488277098e-14,1.0729940012132498e-16,3.2603732058203573e-09,8.906695040766562e-15,3.717387406835419e-12,4.631450885835379e-19,1.4257564418130125e-09,9.895572048396522e-11,1.1504045752057778e-12,2.21033698724674e-15,8.473497626898217e-14,4.0278354064701514e-11,0.00019473608784733218,3.73450477759734e-16,9.784586537264316e-23,1.6446787316610668e-14,2.3075724343979103e-16,1.833132840362667e-15,1.571351633405269e-14,9.54695940389814e-19,8.582686420422435e-24,5.917548332187355e-21,4.45708584186368e-21,1.2094294660250005e-26,1.3656842271860698e-22,1.2775651026233652e-18,2.3222284894449877e-20,3.441392651886805e-14,5.018645783237941e-18,2.617902520524207e-18,1.531310114886859e-19,1.249668793416299e-19,5.551269883169131e-17,3.32600880794711e-20,1.1100589776700692e-19
1.8002828644962272e-07,0.3709496024765193,3.76,0.0,0.8455700118414233,0.9998044471900761,1.619145496846453e-08,0.0,1.1833157504860753e-08,3.68813222649848e-06,2.86223755448995e-06,5.141187188928943e-07,1.8739308985547555e-12,4.0062936158031473e-14,4.3914787691295676e-07,3.5596208278063885e-07,1.2369234746604127e-07,2.475944356985397e-07,1.8115169682220074e-07,2.6801580597120888e-08,2.236321220133264e-08,5.130914777099358e-09,1.6764351539153115e-09,7.367922124687908e-13,4.472996586714167e-14,1.1918752781920282e-16,3.3467622763967297e-09,1.0123152135190991e-14,3.936593784572814e-12,5.159368131167205e-19,1.4975245996997502e-09,1.045635167097213e-10,1.241362764181041e-12,2.50298856599176e-15,8.913212708845588e-14,4.4007130087619335e-11,0.00019473608072583966,3.874290379017113e-16,1.10001418554905e-22,1.8169904438020983e-14,2.5487775392916103e-16,2.053302192762478e-15,1.7192664091548962e-14,1.0722798239104797e-18,9.619865040668488e-24,6.861067958724744e-21,5.161768930384118e-21,1.4132050092412893e-26,1.6316771771742703e-22,1.3138643639945785e-18,2.5948385129659645e-20,3.92633609192609e-14,5.354227897355972e-18,2.8726184814473526e-18,1.7208902983108283e-19,1.3537281363382652e-19,6.114352251759961e-17,3.7076341380863215e-20,1.318573985800164e-19
1.8467753606635208e-07,0.3709496093878141,3.76,0.0,0.8455698923010352,0.9998044098119319,1.7596982801249373e-08,0.0,1.249331727354331e-08,3.7932481271397453e-06,2.9221522752613757e-06,5.435419400305246e-07,1.9243354593512595e-12,4.090364508491017e-14,4.5708082858639773e-07,3.6890624974789323e-07,1.3228469804357856e-07,2.642022253501359e-07,1.8675069409647727e-07,2.7837561794350972e-08,2.384004723136438e-08,5.484734866109687e-09,1.80896855417812e-09,8.277101045762284e-13,5.100778923201053e-14,1.3208637825711365e-16,3.4331492012293716e-09,1.1480180208340635e-14,4.163575900856323e-12,5.733516610468801e-19,1.5708167881529416e-09,1.1034590677328344e-10,1.3368416572767589e-12,2.827007738886113e-15,9.363233809236954e-14,4.7966109933189546e-11,0.00019473607391987593,4.016027241305137e-16,1.2338479276162183e-22,2.002716283098823e-14,2.808747287659546e-16,2.294216229452184e-15,1.8780141911825413e-14,1.2012315058893419e-18,1.0762059058710043e-23,7.929397302864675e-21,5.9576532971020644e-21,1.6455510251792112e-26,1.9416639821665192e-22,1.3503872879816747e-18,2.890233337595295e-20,4.462491890053916e-14,5.7014763008686375e-18,3.1439610466590847e-18,1.9296337538380435e-19,1.4632017836014906e-19,6.723215882534933e-17,4.119903767431055e-20,1.5588680090562224e-19
1.8932678568308143e-07,0.3709496163334991,3.76,0.0,0.8455697717325781,0.9998043716752034,1.907965798237768e-08,0.0,1.3168212231632707e-08,3.898955198824509e-06,2.9814561673574865e-06,5.739697623850528e-07,1.97426724146131e-12,4.17357877843647e-14,4.7515609648421597e-07,3.818659527888804e-07,1.4121889648580654e-07,2.8140354014860467e-07,1.9240801385249849e-07,2.887587625676126e-08,2.5368097948026727e-08,5.854505805009358e-09,1.949019621347976e-09,9.272051016252296e-13,5.801568971086894e-14,1.4605600753187775e-16,3.5195339868455582e-09,1.299094863214057e-14,4.398382988567275e-12,6.356736273935863e-19,1.645617384921522e-09,1.1630468796195828e-10,1.4369366009430543e-12,3.1849087158880374e-15,9.823503678513124e-14,5.216199584390289e-11,0.00019473606611893616,4.159704536541033e-16,1.3809511783112336e-22,2.2025303424721098e-14,3.088429655929064e-16,2.5573035866980137e-15,2.0481515051306652e-14,1.3423560775387174e-18,1.2018124397291153e-23,9.135712220050819e-21,6.853985128884745e-21,1.909667409803225e-26,2.3016805243873386e-22,1.3871442990058372e-18,3.2095364250840244e-20,5.053444673131243e-14,6.060406743092105e-18,3.4324867528968016e-18,2.159063458397547e-19,1.5781978339456838e-19,7.380419041985441e-17,4.5642111340343955e-20,1.834674191666575e-19
1.939760352998108e-07,0.37094962331356474,3.76,0.0,0.8455696501299891,0.9998043327835944,2.064116445724623e-08,0.0,1.3857514741898715e-08,4.005254599139133e-06,3.0401554489259945e-06,6.054077164931431e-07,2.023725787979981e-12,4.255945082469245e-14,4.933639222575063e-07,3.948344256555569e-07,1.504975562983154e-07,2.991989367933186e-07,1.9812410022196223e-07,2.991592254789677e-08,2.694727012984976e-08,6.240505209117057e-09,2.096842462425778e-09,1.0358337557028121e-12,6.58204590230781e-14,1.6115840345032028e-16,3.6059166401077806e-09,1.4669536527340938e-14,4.641059765531736e-12,7.031962589544481e-19,1.721910930041165e-09,1.2244167174808406e-10,1.5417420462761506e-12,3.579329909273907e-15,1.0293965387832781e-13,5.660139376193937e-11,0.00019473605835494288,4.3053114979051834e-16,1.542376505214769e-22,2.4171189506311985e-14,3.3887908680157397e-16,2.8440537039542235e-15,2.230248259689267e-14,1.496494114907625e-18,1.3397521370167657e-23,1.049421500529419e-20,7.860678177323072e-21,2.2090186004892724e-26,2.7184226502740064e-22,1.4241461449865304e-18,3.553884001958722e-20,5.702890776203448e-14,6.431035208726095e-18,3.73875223924178e-18,2.41078947651379e-19,1.698822402711445e-19,8.088577150239986e-17,5.0419593284685345e-20,2.1500324359067536e-19
1.9862528491654014e-07,0.37094963032798417,3.76,0.0,0.8455695274877602,0.9998042931412713,2.2283148413967348e-08,0.0,1.4560899093463248e-08,4.11214715208596e-06,3.0982562748467103e-06,6.378607876707883e-07,2.072711323233335e-12,4.337471997698545e-14,5.116948601596613e-07,4.0780526688659365e-07,1.6012310870587232e-07,3.1758867040580223e-07,2.0389936607474938e-07,3.095713122190933e-08,2.8577435426477974e-08,6.642999666608764e-09,2.2526925560411324e-09,1.154170784744958e-12,7.449322863071482e-14,1.7745748160728702e-16,3.6922971682202462e-09,1.653096899083129e-14,4.891646629164555e-12,7.762226428813672e-19,1.7996821242596957e-09,1.2875868278405814e-10,1.6513515610971913e-12,4.013035071080992e-15,1.0774562327431915e-13,6.129080904956045e-11,0.00019473605121019194,4.4528374196211295e-16,1.719240217760751e-22,2.647180100239583e-14,3.710814692414633e-16,3.1560175153970657e-15,2.4248874445523517e-14,1.6645221225421706e-18,1.491034544588908e-23,1.2020181937040299e-20,8.98833896471484e-21,2.5473467247146394e-26,3.199299272931849e-22,1.461403901389835e-18,3.9244241907416176e-20,6.414634982693892e-14,6.813378596270533e-18,4.063314285132695e-18,2.6865117185499675e-19,1.8251797667457664e-19,8.85036022486581e-17,5.554560215355485e-20,2.509303003578029e-19
2.032745345332695e-07,0.3709496373767146,3.76,0.0,0.8455694038009145,0.9998042527545772,2.4007218528394725e-08,0.0,1.5278041881407354e-08,4.219633365888701e-06,3.1557647373800516e-06,6.713334396286834e-07,2.1212246589674723e-12,4.41816802187377e-14,5.301397683962916e-07,4.2077242284363976e-07,1.700978084974801e-07,3.3657271085068126e-07,2.097341940233239e-07,3.1998963339539866e-08,3.0258432892305837e-08,7.0622447574127196e-09,2.4168266171987058e-09,1.282808830319658e-12,8.410962171649069e-14,1.950190803771913e-16,3.7786755787350785e-09,1.8591253306293786e-14,5.150179843418303e-12,8.550653894285358e-19,1.8789158274767974e-09,1.3525755792969516e-10,1.765857841867162e-12,4.488914239652102e-15,1.1265238204999633e-13,6.623664257822804e-11,0.0001947360431024846,4.602271656978592e-16,1.9127248595661469e-22,2.893422873171783e-14,4.0555017356954355e-16,3.4948080930475776e-15,2.6326648221558783e-14,1.847352948236042e-18,1.656735890153979e-23,1.3730010834942242e-20,1.0248291471026584e-20,2.9286847958861834e-26,3.752488018076237e-22,1.4989289745856983e-18,4.3223162009496496e-20,7.192587106750304e-14,7.207455370930496e-18,4.4067298809331135e-18,2.9880226928910837e-19,1.957372517619635e-19,9.66849028039313e-17,6.103433651442152e-20,2.9171800370073807e-19
2.0792378414999885e-07,0.3709496444596978,3.76,0.0,0.8455692790649836,0.9998042116276284,2.5814946250101843e-08,0.0,1.6008622336947976e-08,4.3277134499713715e-06,3.2126868668088277e-06,7.058296371238872e-07,2.1692671126471473e-12,4.49804157132353e-14,5.486898007031679e-07,4.3373017151342637e-07,1.804237397098433e-07,3.5615075829712525e-07,2.1562893739929955e-07,3.3040909051047326e-08,3.199007047077689e-08,7.49848510073912e-09,2.5895024677917796e-09,1.4223581953591682e-12,9.474990420453069e-14,2.1391095488480475e-16,3.865051879558242e-09,2.0867415091558363e-14,5.416691717894451e-12,9.400466091976367e-19,1.9595970571965483e-09,1.4194014531102345e-10,1.885352725436203e-12,5.009984498751109e-15,1.1765937044068794e-13,7.144518716806346e-11,0.00019473603468601698,4.753603625475028e-16,2.1240817220916375e-22,3.156566864223154e-14,4.4238687339995037e-16,3.86210124196826e-15,2.85418861410896e-14,2.045936169055896e-18,1.83800234822695e-23,1.5641268520558913e-20,1.1652601232236151e-20,3.357369938019085e-26,4.386993419305122e-22,1.5367331040378816e-18,4.7487295808978784e-20,8.040758433849181e-14,7.613286192706912e-18,4.7695563297551724e-18,3.317210250571168e-19,2.0955017224672852e-19,1.0545738694435883e-16,6.690006799146963e-20,3.378704974049815e-19
2.125730337667282e-07,0.3709496515768616,3.76,0.0,0.8455691532759875,0.999804169764025,2.7707866123962576e-08,0.0,1.6752322613596752e-08,4.436387331147925e-06,3.2690286320732697e-06,7.41352867686496e-07,2.216840436318464e-12,4.577100982034829e-14,5.673363981463902e-07,4.4667310704157233e-07,1.9110282115348263e-07,3.763222580549888e-07,2.215839212029153e-07,3.4082486243145165e-08,3.377212643075463e-08,7.951954428206372e-09,2.7709789126553124e-09,1.5734465634254915e-12,1.0649913465545524e-13,2.342027700176817e-16,3.9514260789551515e-09,2.3377534337871444e-14,5.691210779568699e-12,1.0314978852174188e-18,2.0417109869929624e-09,1.4880830340964823e-10,2.0099272006258717e-12,5.5793905532489915e-15,1.2276603182409777e-13,7.692262436003627e-11,0.00019473602714194108,4.906822800611196e-16,2.3546333758295517e-22,3.4373416045302616e-14,4.816947844009413e-16,4.259636048074494e-15,3.0900791831685244e-14,2.261258448934716e-18,2.0360534037005465e-23,1.777273807180433e-20,1.3214098784246423e-20,3.8380566081257015e-26,5.112707662912897e-22,1.5748283649913281e-18,5.204843531032247e-20,8.963258035167597e-14,8.030894520307306e-18,5.152351379290096e-18,3.6760603209425495e-19,2.239667091781804e-19,1.1484923550391345e-16,7.315713534337726e-20,3.8992798327069433e-19
2.1722228338345756e-07,0.3709496587281199,3.76,0.0,0.8455690264304111,0.9998041271702139,2.9687476142522825e-08,0.0,1.7508828034214152e-08,4.545654669058238e-06,3.324795941398885e-06,7.779061624587672e-07,2.2639467546808907e-12,4.6553545112260044e-14,5.860712811394301e-07,4.5959612496573766e-07,2.0213681178564546e-07,3.97086414718432e-07,2.2759944302617535e-07,3.5123239247082836e-08,3.5604350756375777e-08,8.422875679774462e-09,2.961515620942083e-09,1.7367187010433217e-12,1.1944731287652162e-13,2.559660925395999e-16,4.03779818555599e-09,2.6140781298123907e-14,5.973761937855051e-12,1.129760240197894e-18,2.125242944989616e-09,1.5586390018183417e-10,2.139671419643202e-12,6.2004051258384844e-15,1.2797181270438108e-13,8.267502150399001e-11,0.00019473601881129108,5.061918718205732e-16,2.6057762108137334e-22,3.7364859858638404e-14,5.235785934746809e-16,4.689215379152434e-15,3.3409687115513956e-14,2.4943438682078327e-18,2.2521852999080015e-23,2.0144465764113962e-20,1.4946402390463643e-20,4.375729776276136e-26,5.94047387688322e-22,1.6132271707900016e-18,5.691846279250305e-20,9.964288970649525e-14,8.460307191460858e-18,5.555673382434025e-18,4.0666596370703937e-19,2.3899671535246477e-19,1.248890696586775e-16,7.981993946949333e-20,4.484680342111112e-19
2.2187153300018692e-07,0.3709496659133749,3.76,0.0,0.845568898525186,0.9998040838509199,3.175523812486752e-08,0.0,1.8277827303248917e-08,4.655514870884568e-06,3.3799946429178132e-06,8.154921161828726e-07,2.3105885111738733e-12,4.732810335086921e-14,6.048864416709375e-07,4.724944081161183e-07,2.1352731593405757e-07,4.1844220564838264e-07,2.3367577395030533e-07,3.616273760509798e-08,3.7486466491656554e-08,8.91146111986495e-09,3.1613730126048035e-09,1.9128361445807763e-12,1.3368952709681148e-13,2.792743823615375e-16,4.12416820836073e-09,2.9177452182952905e-14,6.264366642740366e-12,1.2351840992276957e-18,2.2101784123517804e-09,1.6310881220647625e-10,2.2746747093256386e-12,6.876429179631113e-15,1.3327616269640296e-13,8.870832914629909e-11,0.00019473600976401865,5.218880973479436e-16,2.878982989807243e-22,4.05474768686584e-14,5.681443881446351e-16,5.152706339722186e-15,3.607500876324159e-14,2.746254225358535e-18,2.4877745852564573e-23,2.2777807593830797e-20,1.686393999518675e-20,4.9757180492901245e-26,6.882151953236325e-22,1.6519422735826792e-18,6.210934518438845e-20,1.1048144395077728e-13,8.901554980206935e-18,5.980081485504892e-18,4.49119844960868e-19,2.5464994329297455e-19,1.3560592415260724e-16,8.690293932795481e-20,5.141068897767418e-19
2.2652078261691627e-07,0.37094967313251614,3.76,0.0,0.8455687695576714,0.9998040398092065,3.39125781181779e-08,0.0,1.9059012688014396e-08,4.765967105381067e-06,3.434630525283833e-06,8.541129063720496e-07,2.3567684210343275e-12,4.8094765495363925e-14,6.237741357377663e-07,4.853634131531992e-07,2.2527578837545462e-07,4.403883938237648e-07,2.398131594181947e-07,3.7200574892597185e-08,3.941817104113417e-08,9.417912471286714e-09,3.3708121497794382e-09,2.1024768731008135e-12,1.493260995666382e-13,3.042029830238055e-16,4.2105361567438594e-09,3.250900462555096e-14,6.563043036218964e-12,1.3481292481929708e-18,2.2965030217907144e-09,1.7054492386115503e-10,2.4150255822162125e-12,7.610991971829547e-15,1.386785345100065e-13,9.502837870164917e-11,0.00019473600173680323,5.377699220560269e-16,3.175805412993049e-22,4.392882602214411e-14,6.154995862648755e-16,5.652040680427697e-15,3.8903305225591205e-14,3.0180893113307137e-18,2.744281760770626e-23,2.5695475282186242e-20,1.8981970349107535e-20,5.643706711756308e-26,7.950686887580282e-22,1.690986765482412e-18,6.763312906217539e-20,1.2219203580817573e-13,9.354673131679198e-18,6.426135842887245e-18,4.951973227996062e-19,2.7093606374065235e-19,1.4702922054050105e-16,9.44206487481309e-20,5.87500732010621e-19
2.3117003223364563e-07,0.3709496803854224,3.76,0.0,0.8455686395256347,0.9998039950513553,3.616088681861409e-08,0.0,1.9852080172504987e-08,4.877010316247375e-06,3.4887093182803877e-06,8.937703116984651e-07,2.4024894304414734e-12,4.8853611731138925e-14,6.427268759784907e-07,4.981988577149028e-07,2.3738353927272452e-07,4.629235400900358e-07,2.460118200825476e-07,3.823636759356929e-08,4.139913742787351e-08,9.942421064832525e-09,3.590094632880721e-09,2.30633496854899e-12,1.6646273044937362e-13,3.308291114401239e-16,4.296902040458802e-09,3.6158092877946725e-14,6.86980609800332e-12,1.4689647882326267e-18,2.38420255608181e-09,1.781741265254912e-10,2.5608117474685176e-12,8.407750943953075e-15,1.4417838393437267e-13,1.0164088039412882e-10,0.0001947359932518584,5.538363173121577e-16,3.4978766815029923e-22,4.751654275616862e-14,6.657528661555892e-16,6.189215162672353e-15,4.190123334894958e-14,3.310987156920418e-18,3.0232550058435193e-23,2.892158166143306e-20,2.1316603257452687e-20,6.385750637759214e-26,9.160179614542584e-22,1.7303740799033587e-18,7.350193626652635e-20,1.3481927870272115e-13,9.819701874854483e-18,6.89439785699015e-18,5.451389347892625e-19,2.8786468459690937e-19,1.5918874051689954e-16,1.0238763411925496e-19,6.693469396591053e-19
2.3581928185037498e-07,0.37094968767196246,3.76,0.0,0.8455685084272342,0.9998039495828495,3.850152000853425e-08,0.0,2.0656729586745937e-08,4.9886432348759006e-06,3.542236693422209e-06,9.344657296298762e-07,2.447754680976251e-12,4.9604721446515045e-14,6.617374245017991e-07,5.109967081452966e-07,2.498517389743897e-07,4.860460148322786e-07,2.522719526303447e-07,3.92697540268585e-08,4.3429015510006974e-08,1.0485168002527538e-08,3.819482501217457e-09,2.5251202645847086e-12,1.8521063988265171e-13,3.5923184695192413e-16,4.383265869642061e-09,4.014860270343033e-14,7.184667785199868e-12,1.5980690864532776e-18,2.4732629465952108e-09,1.8599831781103713e-10,2.7121201215812937e-12,9.27049145432815e-15,1.4977516982260166e-13,1.0855142145345879e-10,0.0001947359836329712,5.700862603552078e-16,3.8469140638338035e-22,5.1318333374540915e-14,7.190140972601424e-16,6.76629187925287e-15,4.507555508094508e-14,3.626124253584478e-18,3.3263339959968836e-23,3.248168534813578e-20,2.3884818905551704e-20,7.208287064071538e-26,1.0525960312715705e-21,1.7701179908859726e-18,7.972796013537657e-20,1.484085657045291e-13,1.029668691373726e-17,7.385430442401309e-18,5.991963763839033e-19,3.0544537026406226e-19,1.7211459939508574e-16,1.1081851293490252e-19,7.603853188801946e-19
2.4046853146710437e-07,0.37094969499199487,3.76,0.0,0.8455683762610025,0.9998039034063522,4.093579900738641e-08,0.0,2.1472664714357867e-08,5.1008643925011404e-06,3.5952182645510492e-06,9.762001933459308e-07,2.492567478698993e-12,5.0348173231309084e-14,6.807987859043662e-07,5.237531677783381e-07,2.6268142268006755e-07,5.097540090988907e-07,2.585937305842042e-07,4.0300393321019194e-08,4.550743315695239e-08,1.1046324332681071e-08,4.0592381379430815e-09,2.7595579853030782e-12,2.0568670809437684e-13,3.894921197387342e-16,4.469627654817047e-09,4.4505685931682624e-14,7.507637165811051e-12,1.7358297231175114e-18,2.563670271837711e-09,1.9401940081696323e-10,2.869036838962643e-12,1.0203126358743121e-14,1.5546835407630484e-13,1.1576546455278394e-10,0.0001947359750249273,5.865187342012001e-16,4.224721469618295e-22,5.534196947828921e-14,7.753942714107476e-16,7.385398531773799e-15,4.843313417149652e-14,3.964715748031869e-18,3.655253825456049e-23,3.640283461222199e-20,2.6704486220810043e-20,8.118148210485072e-26,1.2064664147842994e-21,1.8102326126022322e-18,8.632346234664142e-20,1.6300602801424204e-13,1.0785679897426253e-17,7.899798313146311e-18,6.576327666185798e-19,3.2368766133025274e-19,1.8583721979335876e-16,1.1972795317214357e-19,8.613993087052059e-19
2.451177810838337e-07,0.3709497023453698,3.76,0.0,0.8455682430258294,0.9998038565276754,4.346501113390004e-08,0.0,2.2299593380877994e-08,5.21367213177807e-06,3.6476595884246424e-06,1.0189743879636605e-06,2.5369312672557696e-12,5.108404491938932e-14,6.999042004740428e-07,5.364646657526592e-07,2.758734949754486e-07,5.340455452007485e-07,2.649773050813326e-07,4.132796443556364e-08,4.763399738656517e-08,1.1626051235124652e-08,4.30962417917704e-09,3.0103883750372517e-12,2.2801361346714627e-13,4.2169269862810813e-16,4.555987406897646e-09,4.925579464503384e-14,7.838720547308485e-12,1.8826434356040173e-18,2.655410756008212e-09,2.0223928341081436e-10,3.0316472623240787e-12,1.1209695445307633e-14,1.6125740163021703e-13,1.2328834647505255e-10,0.0001947359664251438,6.031327277355568e-16,4.633192012573954e-22,5.959528245703304e-14,8.350054347818187e-16,8.048728665650653e-15,5.198093287442826e-14,4.328015611230858e-18,4.0118490014374284e-23,4.071361035417369e-20,2.979438023424484e-20,9.122573691502903e-26,1.3794309418251353e-21,1.8507323997900848e-18,9.330077036323788e-20,1.7865849309772768e-13,1.128673886945479e-17,8.438068292017541e-18,7.207229121416378e-19,3.426010945478171e-19,2.0038730557885716e-16,1.291306734848605e-19,9.732171596251357e-19
2.497670307005631e-07,0.3709497097319282,3.76,0.0,0.8455681087209472,0.9998038089531277,4.6090410177471994e-08,0.0,2.3137227524975258e-08,5.327064617815485e-06,3.699566165299292e-06,1.0627886661006379e-06,2.580849604505456e-12,5.181241356853068e-14,7.190471375733046e-07,5.491278463332445e-07,2.8942873424024605e-07,5.589184868096195e-07,2.7142280563063936e-07,4.235216522651487e-08,4.980829546431776e-08,1.2224500215092752e-08,4.5709034271275344e-09,3.2783663203737604e-12,2.5231996845262934e-13,4.559181783464435e-16,4.642345137191481e-09,5.442671496610967e-14,8.177921600096701e-12,2.0389160593364135e-18,2.7484707675658325e-09,2.1065987753363347e-10,3.200035992904816e-12,1.2294364729659381e-14,1.6714178043706432e-13,1.3112527699557135e-10,0.0001947359563324859,6.1992723566058e-16,5.074310564563111e-22,6.408615804746473e-14,8.979606206028723e-16,8.758541863532877e-15,5.5726008654365086e-14,4.717316782249384e-18,4.3980575180819387e-23,4.544416810674972e-20,3.3174198408919064e-20,1.0229222709668204e-25,1.57343780619964e-21,1.8916321459317276e-18,1.0067227547169716e-19,1.9541344257654953e-13,1.1799928696810151e-17,9.000809640929161e-18,7.887535695036157e-19,3.6219522305604117e-19,2.1579581611623462e-16,1.3904144418881684e-19,1.0967130837871043e-18
2.5441628031729243e-07,0.3709497171515037,3.76,0.0,0.8455679733459148,0.9998037606852161,4.881321687688212e-08,0.0,2.3985283254400265e-08,5.441039848688971e-06,3.750943439506985e-06,1.1076430628031409e-06,2.624326142198399e-12,5.2533355443948154e-14,7.382212891976169e-07,5.617395587164201e-07,3.0334779693247795e-07,5.843705485785158e-07,2.7793034084851686e-07,4.337271155427737e-08,5.202989596551504e-08,1.2841813304305515e-08,4.843338767047488e-09,3.5642609654537135e-12,2.78740453245148e-13,4.922549662499832e-16,4.7287008574028995e-09,6.004760041893397e-14,8.525241475210129e-12,2.2050624658220348e-18,2.8428368178085384e-09,2.1928309852876573e-10,3.374286880526894e-12,1.3461425616729772e-14,1.731209614524773e-13,1.3928133796885096e-10,0.00019473594704620494,6.369012583425513e-16,5.550156314876199e-22,6.882253096458037e-14,9.643737826961608e-16,9.517163897998052e-15,5.967551090326561e-14,5.13395128724381e-18,4.815925039141393e-23,5.062627898172402e-20,3.6864575906676014e-20,1.144618603626621e-25,1.7905898480805143e-21,1.9329469810182946e-18,1.0845043140446e-19,2.1331896997340838e-13,1.2325321479036804e-17,9.58859441126271e-18,8.62023705625036e-19,3.824796368011702e-19,2.3209394086310487e-16,1.494750890149094e-19,1.2328083753946298e-18
