Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54)
7.000360774618779e-14,0.7853199263519878,2.6939761354148538e-17,4.866604263986709e-18,7.4737011344058e-21,3.0203014014623915e-12,0.0,0.0,4.123280007183249e-12,7.566882357334078e-21,3.8305744878725816e-33,2.135750301082369e-23,1.5226299003986746e-33,1.5585026496754506e-40,5.285282845723299e-27,4.70910132907266e-44,6.638003978334095e-46,3.1758416654257993e-51,1.389692855907082e-61,6.606810641875377e-75,4.472069328734503e-76,1.79034256146989e-83,1.882916576478044e-46,5.120044527891638e-74,7.239323718724568e-56,3.647332286718424e-79,4.825619124685568e-78,2.097215331850179e-90,1.52199826406051e-98,1.5014155539134866e-98,1.347071774243874e-70,3.331508214310361e-86,3.691226284878808e-85,1.6111564713277158e-85,3.76,0.0,0.6373541772588195,0.9999999999958767,6.906792722143118e-27,6.449708586559545e-64,2.405474015715197e-10,2.405474284974842e-10,4.123280024018222e-12,4.1310487857674355e-23,4.811946564737072e-22,2.692321376764616e-17,2.1557628308237556e-23,5.196241375089151e-21,7.45550298254116e-21,2.2068805137899913e-21,3.0163497473873888e-25,1.9219914165359082e-29,3.0203014014540506e-12,2.4605508808415096e-25
1.4000727483521947e-13,0.785319926387427,1.0775752070142461e-16,9.733252819305692e-18,2.990141323570999e-20,6.040605361741388e-12,0.0,0.0,8.246563465046775e-12,3.026754747297216e-20,3.0644578559636394e-32,1.708600090409384e-22,1.218102669473681e-32,1.2467986510374878e-39,2.114111217781982e-26,7.53455649865534e-43,1.0620802541960755e-44,1.0162687756759836e-49,8.894551335686571e-60,4.228600588076869e-73,5.724346069823912e-74,2.2918689493046463e-81,3.0127379307966444e-45,6.555094885922926e-72,2.3165804383975173e-54,5.902821787145326e-77,6.176897696798936e-76,5.369275401592451e-88,7.792645518912709e-96,7.687257202595282e-96,1.7242545908479525e-68,8.528620372951975e-84,9.449828434981513e-83,4.12458862824389e-83,3.76,0.0,0.6373541770111283,0.9999999999917534,5.526575068800046e-26,4.127830964545118e-62,4.810949530386183e-10,4.810950607425346e-10,8.246563530866236e-12,1.6525149698376122e-22,1.9247182633007166e-21,1.0769282779264096e-16,1.7165986980338605e-22,2.078491943029141e-20,2.9822031122814977e-20,8.827527304253153e-21,1.2065416036803838e-24,7.72507178409558e-29,6.040605361680158e-12,9.842234628274212e-25
2.8001460901328283e-13,0.7853199264583057,4.310267618771033e-16,1.9466710117196316e-17,1.1965840833398267e-19,1.2081213277886208e-11,0.0,0.0,1.6493130246765112e-11,1.2107021877945392e-19,2.4515607835520173e-31,1.3668783107815975e-21,9.744790505494837e-32,9.974323772612878e-39,8.456421447649828e-26,1.2055251866016031e-41,1.6993242903242338e-43,3.2520507670979325e-48,5.692494657755887e-58,2.7062905556865633e-71,7.327120595189542e-72,2.9340232728317157e-79,4.820600986958588e-44,8.393895120403657e-70,7.41302419196995e-53,1.0714930747291293e-74,7.906383822780757e-74,1.3747150968182274e-85,3.989815223903229e-93,3.935851909731854e-93,2.2070467144767304e-66,2.1832641737624634e-81,2.4191413923877546e-80,1.055888827707211e-80,3.76,0.0,0.6373541765157459,0.9999999999835065,4.42308055764185e-25,2.641827900671408e-60,9.621898939153501e-10,9.621903247310702e-10,1.6493130507167074e-11,6.61081715180057e-22,7.698382853782685e-21,4.3077068213243995e-16,1.3700675167789614e-21,8.313922987647975e-20,1.1928816427139886e-19,3.531011754221449e-20,4.8261754499413625e-24,3.1197106522589084e-28,1.2081213277418373e-11,3.936914980736245e-24
4.200219431913462e-13,0.7853199265291845,9.159294879669518e-16,2.920036233069794e-17,2.543515699239661e-19,1.812182118976414e-11,0.0,0.0,2.4739696894477105e-11,2.572742248717444e-19,7.0099217556828235e-31,3.908414315993591e-21,2.786395640390949e-31,2.852022229125464e-38,1.7969858913062891e-25,4.596057497856664e-41,6.478665917267211e-43,1.525410623491287e-47,2.824895362466373e-57,1.3429934757539345e-70,4.098577986538768e-71,1.5139735918938081e-78,1.8378927410206818e-43,4.768702451752619e-69,3.479192181846735e-52,5.872006333066841e-74,4.422600572855037e-73,7.474101771946472e-85,2.1621151114642694e-92,2.1328709820267037e-92,1.461253928044874e-65,1.1869920067431585e-80,1.5892886700193373e-79,5.740680753527949e-80,3.76,0.0,0.6373541760203635,0.9999999999752596,1.2650234794097236e-24,1.5075687286723578e-59,1.4432846727346716e-09,1.4432855882180394e-09,2.4739697446219486e-11,1.4049096835462426e-21,1.6358341571916822e-20,9.153866600836702e-16,3.915170153759079e-21,1.7667018341957248e-19,2.5348737552621855e-19,7.503400340423507e-20,1.0255636451699028e-23,6.679472911755925e-28,1.812182118844258e-11,8.365978658713057e-24
5.600292773694096e-13,0.7853199266000632,1.5624654614042574e-15,3.893424418810253e-17,4.340154934549293e-19,2.416242909752147e-11,0.0,0.0,3.2986263408185116e-11,4.388795594604602e-19,1.4785935820091144e-30,8.243971042804411e-21,5.877304876373768e-31,6.015720546887705e-38,3.06544064959425e-25,1.2366011039485666e-40,1.743130465669504e-42,4.785135785972929e-47,1.1950328626510327e-56,5.6813446660145986e-70,2.145107368120884e-70,8.259211018388509e-78,4.945072131615619e-43,2.4593951745475983e-68,1.0845670348165825e-51,3.627115228505081e-73,2.314694262300764e-72,5.231960334971961e-84,2.0159280313443718e-91,1.98866146197357e-91,6.520314718752008e-65,8.308375166998632e-80,8.645598719627757e-79,4.0181980469683757e-79,3.76,0.0,0.6373541755249811,0.9999999999670123,2.6688726534118253e-24,5.898049105249334e-59,1.924379289496637e-09,1.9243808512034433e-09,3.298626434817021e-11,2.3967849466762942e-21,2.790427120462868e-20,1.561540258969337e-15,8.255454018943543e-21,3.013774688243505e-19,4.3241966612625594e-19,1.279991838700927e-19,1.749493117607248e-23,1.147776530144334e-27,2.4162429094752783e-11,1.4271431888395238e-23
8.400439457255363e-13,0.7853199267418207,3.234880006923566e-15,5.840265459141129e-17,8.989942814561501e-19,3.624364490381911e-11,0.0,0.0,4.947939612110941e-11,9.086443474697228e-19,4.038488705272711e-30,2.251681049170197e-20,1.605269403326787e-30,1.6430713372708957e-37,6.34658499175713e-25,5.0016269016398765e-40,7.050367658172081e-42,2.409016127412615e-46,1.0764042371914124e-55,5.117361433004914e-69,3.1852755701104585e-69,1.1471315325728568e-76,2.0001727581582234e-42,3.560813185674179e-67,5.343762535232823e-51,7.285763691525237e-72,3.4370968809351675e-71,1.2574501776629226e-82,8.693242545781714e-90,8.575659476819064e-90,6.924838765742057e-64,1.996263308645564e-78,1.4208900892933647e-77,9.654625610249143e-78,3.76,0.0,0.6373541745342162,0.9999999999505175,7.29211962636937e-24,4.9396429718899106e-58,2.8865681426820424e-09,2.886571375997107e-09,4.947939806545155e-11,4.9628409544265545e-21,5.776832503529502e-20,3.2329648036702545e-15,2.254040290463068e-20,6.23960016303246e-19,8.95270049691018e-19,2.6500605226695186e-19,3.622111530715313e-23,2.408287106535489e-27,3.624364489630972e-11,2.954740237744222e-23
1e-12,0.785319926883578,4.456978926033236e-15,6.952433083859048e-17,1.2389547577162303e-18,4.314493911389398e-11,0.0,0.0,5.890096101608304e-11,1.251920363727382e-18,6.331708514728192e-30,3.5302796932188906e-20,2.5168061962747243e-30,2.5760707686259486e-37,8.744240314859819e-25,9.298135470142742e-40,1.310679378160998e-41,4.9722787696449784e-46,2.615968930571686e-55,1.2436638235546652e-68,8.926238416027108e-69,3.129374275310227e-76,3.718432838771493e-42,9.940157566057002e-67,1.099199486630359e-50,2.2055798266772334e-71,9.631928345823482e-71,3.946635261774402e-82,3.1357140977754096e-89,3.0933001739449884e-89,1.8214509272748423e-63,6.264838787154694e-78,4.387885941555109e-77,3.0299122176245018e-77,3.76,0.0,0.6373541739682499,0.9999999999410948,1.1435181662100985e-23,1.1967876428472507e-57,3.43621026834989e-09,3.4362147231761428e-09,5.890096369461407e-11,6.838221684437974e-21,7.958949399726122e-20,4.454339390334722e-15,3.533513214267619e-20,8.596824399138333e-19,1.233493471726702e-18,3.6512248504178575e-19,4.9905129958540756e-23,3.344321393124853e-27,4.314493910215183e-11,4.0710269182981663e-23
1.120058614081663e-12,0.785319926883578,5.5016756770228735e-15,7.787219796748862e-17,1.5296339858896418e-18,4.832486069617904e-11,0.0,0.0,6.5972528341273e-11,1.5453659608806865e-18,8.44985250277076e-30,4.7112640602950284e-20,3.358751515558214e-30,3.4378396517665566e-37,1.0793845420139644e-24,1.3547997182092142e-39,1.9097466430021043e-41,7.59385507108864e-46,4.245846584820248e-55,2.018527266537803e-68,1.5167011548348127e-68,5.2736062360155904e-76,5.4180498837327804e-42,1.6871133295741642e-66,1.6767285015730126e-50,3.830818145917551e-71,1.636608403107199e-70,6.920816380385144e-82,5.687725464298301e-89,5.6107924643132054e-89,3.0369516375940826e-63,1.0985720515552704e-77,7.668008503704851e-77,5.313116927261732e-77,3.76,0.0,0.6373541735434513,0.9999999999340221,1.526237993283048e-23,1.9413441087570246e-57,3.848756399925202e-09,3.8487618989463345e-09,6.597253164751592e-11,8.44146682272552e-21,9.824243878126067e-20,5.498416618245082e-15,4.715240989069036e-20,1.0611864698756978e-18,1.5226199307851067e-18,4.507058808598217e-19,6.160276879423056e-23,4.15005438196945e-27,4.8324860680531567e-11,5.0252756605966245e-23
1.4000732824377897e-12,0.7853199270253354,8.405306678381273e-15,9.734318737091224e-17,2.3379987675763495e-18,6.04060764745835e-11,0.0,0.0,8.246566003349457e-11,2.3609698451902698e-18,1.538260245899705e-29,8.576665222735814e-20,6.114461999520211e-30,6.258429311412588e-37,1.6490504519793865e-24,3.043507351496757e-39,4.2901769780577545e-41,1.9588014522554723e-45,1.3386843445416744e-54,6.364262907646311e-68,5.76613771686653e-68,1.9471432582897518e-75,1.2171793977665659e-41,6.390226230261512e-66,4.310393237887198e-50,1.6372165623311177e-70,6.221997628420889e-70,3.0952797623525026e-81,3.0942553858126094e-88,3.0524015356045237e-88,1.0737844634989676e-62,4.912449329082964e-77,3.174093935097368e-76,2.3758600128595202e-76,3.76,0.0,0.6373541725526863,0.9999999999175262,2.779351593655203e-23,6.096143850021435e-57,4.810944018659177e-09,4.810952419919382e-09,8.246566508568598e-11,1.2898177150806585e-20,1.5008231426614802e-19,8.400322862022877e-15,8.582675024737235e-20,1.6212435997121257e-18,2.3262192818284978e-18,6.885767322806941e-19,9.411532733919888e-23,6.425262685041544e-27,6.040607644618011e-11,7.677542695418716e-23
1.960102619150043e-12,0.7853199273088504,1.6163066207958153e-14,1.362911682173577e-16,4.500634304093534e-18,8.456850799527597e-11,0.0,0.0,1.1545192180105687e-10,4.5400604862782624e-18,4.0614381608888426e-29,2.2644845829044244e-19,1.6143861493509367e-29,1.652392423461363e-36,3.1710421370833387e-24,1.1802223905343102e-38,1.6636631864301264e-40,1.1031185021781811e-44,1.103199536742005e-53,5.244717293576749e-67,7.875230275343592e-67,2.3882821929515684e-74,4.720506128158315e-41,8.758987710962715e-65,2.4317311934030006e-49,3.1776270138517245e-69,8.497833022655554e-69,6.338922536362258e-80,1.0587395076198104e-86,1.0444154320202016e-86,1.5346283541974082e-61,1.005341654932819e-75,7.33187127216307e-75,4.862513212964911e-75,3.76,0.0,0.6373541705711566,0.9999999998845321,7.344750731841615e-23,5.549187635352171e-56,6.735317300494602e-09,6.735333455812804e-09,1.1545193152795353e-10,2.4809531391743242e-20,2.885586512004036e-19,1.6153454235405635e-14,2.265599177862302e-19,3.117551299959626e-18,4.473237417539074e-18,1.32410854105961e-18,1.8098137986784624e-22,1.2727459291796093e-26,8.456850792059066e-11,1.476389158504766e-22
3.08016129257455e-12,0.7853199278758801,3.9432796071574294e-14,2.142199638645755e-16,1.1005111997008489e-17,1.3289337093087438e-10,0.0,0.0,1.8142443890882719e-10,1.1076367959529788e-17,1.5704737584410739e-28,8.75633196099231e-19,6.242467651296225e-29,6.389411890647056e-36,7.736259391339927e-24,7.590650915556234e-38,1.0699962235386851e-39,1.2219287858073422e-43,1.891437935353572e-52,8.991992365026858e-66,2.332181847739718e-65,6.684698960860693e-73,3.0367505147049847e-40,2.6166274387037026e-63,2.7226299915538142e-48,1.4662862474969867e-67,2.5165607042507233e-67,3.0318124614633534e-78,8.55100351744754e-85,8.435259820220918e-85,5.037373868397498e-60,4.802582783154182e-74,4.183789363670074e-73,2.323137526425541e-73,3.76,0.0,0.6373541666080972,0.9999999998185362,2.845806769737539e-22,1.0309232254848877e-54,1.0584056089492967e-08,1.058409550353705e-08,1.8142446272474865e-10,6.056341323911221e-20,7.037630008528842e-19,3.9409173563819996e-14,8.758714014055977e-19,7.605656680491272e-18,1.0913345340295078e-17,3.2304231663633094e-18,4.415445981025346e-22,3.2967902898863176e-26,1.3289337064325722e-10,3.6020707324904864e-22
4.200219965999057e-12,0.7853199284429095,7.305027956646347e-14,2.922047654089675e-16,2.0429839223813018e-17,1.8121823377665006e-10,0.0,0.0,2.4739694744025636e-10,2.051933844229922e-17,3.897484561497689e-28,2.173089140915175e-18,1.5492034252585857e-28,1.585676122819807e-35,1.4331472793056527e-23,2.5049731564141236e-37,3.531078745682172e-39,5.163153365644817e-43,1.026800426301275e-51,4.881438843302353e-65,1.5524672267041788e-64,4.4667443807182324e-72,1.0023114167044548e-39,1.739977155146889e-62,1.1507501948464008e-47,1.1479549529187204e-66,1.6752034523756636e-66,2.411943331741276e-77,7.82583124243184e-84,7.719889447188776e-84,3.231056145004937e-59,3.8189997441631124e-73,3.2799640401519296e-72,1.8474230907989114e-72,3.76,0.0,0.6373541626450377,0.99999999975253,7.073933097062126e-22,5.457144632901802e-54,1.4432784503367729e-08,1.4432857519150284e-08,2.473969917208276e-10,1.1225655867410845e-19,1.3033481862898316e-18,7.300620905976566e-14,2.1734534154410162e-18,1.4089353878146322e-17,2.0217342787008825e-17,5.984467078058431e-18,8.179844799867013e-22,6.430986615869025e-26,1.8121823306412509e-10,6.673174508376879e-22
6.44033731284807e-12,0.7853199295769691,1.713185268551187e-13,4.484337336555742e-16,4.8128444433468036e-17,2.7786795958381737e-10,0.0,0.0,3.7934193878808906e-10,4.812262398525086e-17,1.4155359782848763e-27,7.892560105313535e-18,5.626536682761728e-28,5.759155841730137e-35,3.360960737179827e-23,1.4320394973100668e-36,2.018656441933823e-38,4.761929286183526e-42,1.5082282942565409e-50,7.170029882988544e-64,3.8678313025453837e-63,1.0994074106944807e-70,5.7325726686392185e-39,4.365664322933953e-61,1.0625392790453815e-46,4.821039135564085e-65,4.1736226123840275e-65,1.0393241771925705e-75,6.098143306331235e-82,6.015522361139486e-82,8.327930805948868e-58,1.6412251677964127e-71,1.4013186338141785e-70,7.941040446026041e-71,3.76,0.0,0.637354154718919,0.9999999996204867,2.5792350618785872e-21,8.30675509142023e-53,2.213021021526984e-08,2.213038145407309e-08,3.7934204349938613e-10,2.6357620043608655e-19,3.0546464307351605e-18,1.7121355610859838e-13,7.892811029196538e-18,3.304090064373867e-17,4.741442034531338e-17,1.403497431761802e-17,1.918406755133305e-21,1.6712336007833828e-25,2.778679570007373e-10,1.5651251638190105e-21
1e-11,0.7853199318450875,4.1258447429309334e-13,6.978050819000558e-16,1.1681609452309065e-16,4.314493903451331e-10,0.0,0.0,5.890093051815913e-10,1.158947742841021e-16,5.518286916834347e-27,3.076865926362039e-17,2.1933965958693118e-27,2.2453669017409457e-34,8.09384449789038e-23,9.334092171045504e-36,1.3157880743443368e-37,5.534987371159907e-41,2.9072064994142726e-49,1.382016391136341e-62,1.3198820444106312e-61,3.7287320553737e-69,3.740013093120606e-38,1.5113591077292705e-59,1.24292989513971e-45,2.86132882362715e-63,1.4242334585389488e-63,6.23225053705333e-74,6.428371094398164e-80,6.3411138045760925e-80,3.0885557941001548e-56,9.795219610735243e-70,9.313530339576757e-69,4.741706516982743e-69,3.76,0.0,0.6373541421239053,0.9999999994105778,1.013050254523638e-20,1.6635893026833147e-51,3.436173369239365e-08,3.4362146089734936e-08,5.890095610897843e-10,6.360713610487653e-19,7.348139836510768e-18,4.1232477997168565e-13,3.076492361944955e-17,7.956508250715185e-17,1.141893875976927e-16,3.380076710042457e-17,4.620320472019136e-21,4.707795949923441e-25,4.3144938028802493e-10,3.769788073175489e-21
1.0920572006546097e-11,0.7853199318450875,4.919820325655704e-13,7.625183713518095e-16,1.395085957192753e-16,4.711674141428144e-10,0.0,0.0,6.432318186656309e-10,1.381978826898953e-16,7.07329265988242e-27,3.9439087874845555e-17,2.8114707433437353e-27,2.878132248793573e-34,9.651345432671456e-23,1.2581199367152733e-35,1.773521321941877e-37,7.71908948963356e-41,4.1260743436859645e-49,1.961434958122906e-62,1.895381986274859e-61,5.354051728862366e-69,5.041446462160053e-38,2.170826566964271e-59,1.7338886743941132e-45,4.1358822966488585e-63,2.045233126600837e-63,9.009156649902987e-74,9.327981778517661e-80,9.201364628486547e-80,4.440720416668748e-56,1.4159089065045322e-69,1.3475041989531216e-68,6.854214317116997e-69,3.76,0.0,0.6373541388666818,0.9999999993562758,1.2997678743904616e-20,2.3634405169543715e-51,3.752493717869278e-08,3.7525428938714607e-08,6.432321246965565e-10,7.5878132368043e-19,8.760265354035304e-18,4.916707479797405e-13,3.943356082782174e-17,9.48749246253322e-17,1.3616435247300908e-16,4.0305486501707847e-17,5.509509506852225e-21,5.773330820303821e-25,4.71167401253527e-10,4.495364537851391e-21
1.988104139394215e-11,0.7853199363813248,1.6297757238815923e-12,1.4019576519665967e-15,4.709421429351937e-16,8.577663551047973e-10,0.0,0.0,1.171011167480911e-09,4.578198222788621e-16,4.3843434741004445e-26,2.444703810149542e-16,1.742606473929211e-26,1.785021361178759e-33,3.1968709990963125e-22,1.4552939076788393e-34,2.051537372208802e-36,1.7349859948229562e-39,1.6678699874405212e-47,7.928023998262389e-61,1.438972446003119e-59,4.112022715694041e-67,5.843690919854044e-37,1.6856019106242545e-57,3.9164294639852286e-44,5.870543434676058e-61,1.5527428828161171e-61,1.2953931418296174e-71,2.4877149679256566e-77,2.45382047818121e-77,3.60213647111201e-54,2.0167325766168518e-67,2.0360339713568503e-66,9.772343816598143e-67,3.76,0.0,0.637354107162209,0.999999998827358,8.19705009522939e-20,9.81295993826889e-50,6.831389328028345e-08,6.831552236726605e-08,1.1710122178392893e-09,2.5261639590471943e-18,2.893957235396885e-17,1.6286774100718945e-12,2.4437328524523286e-16,3.1422235389933406e-16,4.510850757253779e-16,1.33523751892727e-16,1.8253550414204497e-20,2.572300848619391e-24,8.577662752776117e-10,1.489664463328852e-20
2.8841510781338205e-11,0.7853199409175617,3.4294821188979137e-12,2.0626221194023475e-15,1.0067793307717261e-15,1.2443653646373837e-09,0.0,0.0,1.6987899688003128e-09,9.63402405813068e-16,1.2890495561285314e-25,7.187906289440483e-16,5.123329533832781e-26,5.252381511874557e-33,6.726531658142378e-22,5.84887569074049e-34,8.245350564390981e-36,8.901011620999938e-39,1.1626608407409164e-46,5.52640678554823e-60,1.2177104764989192e-58,3.5152341539544004e-66,2.3513233468832704e-36,1.4272746320275053e-56,2.0027823623734908e-43,5.771605030444271e-60,1.3139890783413582e-60,1.2822488361289065e-70,2.713532000293256e-76,2.676527676778819e-76,2.8004707273902538e-53,1.9919395070014691e-66,1.9800360072677792e-65,9.654700636574729e-66,3.76,0.0,0.6373540754577378,0.9999999982977786,2.4390499716803584e-19,6.383840813468789e-49,9.910218562505034e-08,9.910561374161807e-08,1.6987922449499924e-09,5.338214293007379e-18,6.075282399591179e-17,3.427050271391683e-12,7.183870599001411e-16,6.610867283376463e-16,9.492337240166823e-16,2.8097835212921288e-16,3.841453914180256e-20,6.596905685164035e-24,1.2443651299930353e-09,3.135542714285163e-20
3.780198016873426e-11,0.7853199454537985,5.8910408227240505e-12,2.753174043498294e-15,1.7556453180843606e-15,1.6309644792321624e-09,0.0,0.0,2.226568223216582e-09,1.6549437473921256e-15,2.8231212000122657e-25,1.5742453861159366e-15,1.1220204878697742e-25,1.1515697120930533e-32,1.1553720286987946e-21,1.6206691967003913e-33,2.2847494913577198e-35,2.9745251081298065e-38,5.063448284174815e-46,2.406703141983964e-59,6.535712458897642e-58,1.936976646199814e-65,6.522342119990413e-36,7.716078854837334e-56,6.658304601512365e-43,3.9223741833380116e-59,7.052500144181674e-60,8.976939327622151e-70,2.4713811760108086e-75,2.4376693843979074e-75,1.3703850838033283e-52,1.386096124263612e-65,1.1749227526780686e-64,6.7192389600452725e-65,3.76,0.0,0.6373540437532685,0.9999999977675377,5.401762108950428e-19,2.6644892919643862e-48,1.2988981422770995e-07,1.2989570306196805e-07,2.226572242832236e-09,9.207040039090157e-18,1.041209733006651e-16,5.8866628398489885e-12,1.573126101704009e-15,1.1353903379135259e-15,1.6306103295813703e-15,4.82669368813261e-16,6.59941016549086e-20,1.3298988904062873e-23,1.630963965399809e-09,5.387604096775789e-20
4.6762449556130315e-11,0.7853199499900348,9.01439019750158e-12,3.4825669683942455e-15,2.7264543185670645e-15,2.017563736608842e-09,0.0,0.0,2.7543459313417527e-09,2.5324421198770207e-15,5.247905959536333e-25,2.9264331301901324e-15,2.08567187200122e-25,2.14363653686114e-32,1.7678040051863936e-21,3.6491709691559084e-33,5.144532126776622e-35,7.851968688552096e-38,1.6718127136446604e-45,7.9460160736742245e-59,2.619093777251302e-57,7.878348210986807e-65,1.4701817119920427e-35,3.12410653383111e-55,1.748321852073991e-42,1.942428113361289e-58,2.826208202815264e-59,4.538932913438559e-69,1.564246569630153e-74,1.5428966268752053e-74,5.131374890758167e-52,6.961372050269013e-65,5.179584019824341e-64,3.375233111868661e-64,3.76,0.0,0.637354012048801,0.9999999972366351,1.0152057561105272e-18,8.60990187130894e-48,1.606767791026818e-07,1.6068579032857945e-07,2.7543522495914634e-09,1.414507751100887e-17,1.5896284042393464e-16,9.007385166648234e-12,2.923926270039311e-15,1.7370530573219588e-15,2.4952151562803e-15,7.38597096492483e-16,1.0099392763848614e-19,2.334819047808549e-23,2.017562781497922e-09,8.246296819549926e-20
6.468338833092243e-11,0.7853199590625074,1.7246233616652447e-11,5.091068513115801e-15,5.366941689294534e-15,2.7907628195491983e-09,0.0,0.0,3.809899710986846e-09,4.845303885997986e-15,1.35378021091597e-24,7.549509761968612e-15,5.380040217052809e-25,5.550770341404642e-32,3.3816671408686286e-21,1.273475495953481e-32,1.7953852729721465e-34,3.5804179548429257e-37,1.1070329680512289e-44,5.2612632713946854e-58,2.4644503429532027e-56,7.455534561520827e-64,5.141979152215838e-35,3.019755590990044e-54,7.89490719012364e-42,2.634783356786995e-57,2.6593748770859656e-58,6.2891246107376985e-68,3.139882968800587e-73,3.0969309428323016e-73,4.4805462258963676e-51,9.49667331499375e-64,6.04134407228635e-63,4.6073389118167567e-63,3.76,0.0,0.6373539486398709,0.999999996172845,2.6757907571001895e-18,5.641671341328098e-47,2.2224871772184285e-07,2.2226595870191595e-07,3.809912431378381e-09,2.727443604811951e-17,3.027697297285467e-16,1.7231678561853226e-11,7.540881799505183e-15,3.322159272870952e-15,4.774110845136222e-15,1.4131647492966374e-15,1.9326064833727319e-19,5.597052714465579e-23,2.79076035576809e-09,1.5785239196235338e-19
8.260432710571454e-11,0.7853199681349794,2.8124520600783503e-11,6.959919520391168e-15,8.99969762466652e-15,3.5639629159288697e-09,0.0,0.0,4.865451312641275e-09,7.901974562268091e-15,2.7820113092465664e-24,1.551478473053589e-14,1.1055395931365202e-24,1.1460432666043285e-31,5.5139460106798324e-21,3.2846377898679177e-32,4.630933741931012e-34,1.1200615964276603e-36,4.371496255309028e-44,2.077480246825241e-57,1.1823607404777273e-55,3.602531733042355e-63,1.328929432937721e-34,1.4757125031030778e-53,2.4575882249367484e-41,1.520374965358914e-56,1.275889419829162e-57,3.688994868520889e-67,2.1930661008872272e-72,2.1630398229764096e-72,2.0544729812972547e-50,5.517258242349868e-63,3.282940365259512e-62,2.67758931989669e-62,3.76,0.0,0.6373538852309476,0.9999999951064085,5.612325131255757e-18,2.1988397692429504e-46,2.8381800159565327e-07,2.838461188648673e-07,4.86547309704031e-09,4.482456077511522e-17,4.91531911353664e-16,2.809889110904729e-11,1.5492776214008047e-14,5.415764218583783e-15,7.7859238177954e-15,2.304686631970986e-15,3.152282814024365e-19,1.0983358731982885e-22,3.5639578528033758e-09,2.57559667706876e-19
