Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164),C2H2O(930)
1.2527667210066142e-19,0.8303319424865178,1.9556764000313515e-27,7.166041567968008e-24,4.564250689332518e-31,7.162590168412754e-18,0.0,0.0,9.735855649673681e-18,4.4017110372754065e-32,8.124282946289714e-44,5.001089980989494e-30,1.108456432162905e-50,1.4992883844841565e-56,2.2222463688487527e-38,1.8394581680005052e-42,1.6483594821033472e-47,1.901247305674875e-55,4.2389438277549243e-78,2.4143133305222072e-73,1.0946036464064969e-91,1.1445292696368827e-95,4.76583708731874e-50,1.3488698521851492e-90,2.9963979265842753e-63,1.1446372327803417e-90,6.480899762281622e-97,1.7211394443862326e-100,1.969857609109061e-107,4.181734246352914e-105,2.1138319293107883e-66,2.4721219809300773e-101,2.742613552177637e-108,1.67614830436313e-111,3.76,0.0,0.9809684074355316,0.999999999999535,1.0771830664481156e-42,4.2558249882182494e-60,6.922348829022612e-16,6.922348829024068e-16,9.735855651494384e-18,1.350335217420962e-34,1.609959918903385e-33,1.3499328728007217e-28,1.1929293069658957e-21,2.131693302591936e-32,3.222357327700793e-32,1.0061700452635441e-32,1.7678568513837276e-36,1.0990285145073e-40,7.162590168412748e-18,1.3969691500298936e-36,1.6616368200123292e-36,5.091330563495154e-32,5.747397696325075e-55,3.793897595059994e-35,6.055893194031968e-34,5.296688436654844e-35,5.009183993344436e-49,9.534243641789929e-49,5.891489322410253e-40,4.250495521375963e-35,5.8968318442773e-55,4.649801763928792e-13,3.9410792736609215e-57,1.6751333744322328e-54,4.404418986692369e-54,1.1935681888748744e-21,4.2337797908632183e-35,2.604025712995842e-52,4.939283365781057e-48,8.982504748906236e-50,1.1301204900396118e-60,2.9728376038634007e-48,4.268851454793188e-31,1.0020737320934964e-74,2.1489151643302152e-48,5.488589631969083e-61,1.941114698239054e-53,1.3947409751849176e-57,5.874394161140739e-67,1.9902072135585244e-49,1.0414410062390473e-35,5.624947940198833e-63,5.968796522683334e-50,2.398405600052556e-53,2.6576166493427e-32,5.316250476432464e-51,9.176371964382225e-68,4.331482990447752e-73,1.4194236100185915e-70,6.0207422184019455e-71,1.1491209599264621e-86,1.057593802518761e-84,1.8897739781795166e-67,7.996813559028117e-79,6.388819522949878e-25,4.6253801590524476e-79,2.487517792552777e-32,8.186963665110657e-64,1.560857016903972e-32,3.476811352222953e-95
2.506621857930698e-19,0.830331942486518,4.1833945688758795e-27,1.4338309201350227e-23,1.8268897538406463e-30,1.433140326486061e-17,0.0,0.0,1.9480169905465936e-17,1.7618315339118973e-31,6.50436626886536e-43,2.0017393141381192e-29,8.87439134692119e-50,1.200342339102224e-55,8.894776816548128e-38,7.362635013361795e-42,1.3200244640255793e-46,1.5221556678631352e-54,1.3581367020594269e-76,3.8660469485552795e-72,3.508227370560741e-90,3.6682437158069005e-94,1.9668620183591602e-49,8.650497876856289e-89,4.799444128097142e-62,4.257620372891445e-89,4.1562965466961236e-95,1.1037930598307393e-98,2.52824999775577e-105,2.6874623989721407e-103,3.3860670605218687e-65,1.5854099213072357e-99,1.8461504044238505e-106,2.1505548871278525e-109,3.76,0.0,0.9809684074355309,0.9999999999990696,8.624014265997681e-42,6.816716187411832e-59,1.385071186206414e-15,1.3850711862069969e-15,1.94801699091091e-17,5.404859945389667e-34,6.444035350642625e-33,5.403249517788868e-28,2.386895042608437e-21,8.53232856339472e-32,1.2897827016792621e-31,4.027302335866156e-32,7.076034573462315e-36,4.398978245252217e-40,1.4331403264860592e-17,5.591517207122013e-36,6.650877630572491e-36,2.0378590644348486e-31,4.601412856118259e-54,1.5185477591726008e-34,2.423935488590344e-33,2.1200557315052185e-34,4.011409497546306e-48,7.635123246344792e-48,2.358131229876711e-39,1.7013059196535588e-34,4.7210510021862e-54,9.303643318912647e-13,3.1552597641224586e-56,1.3411252528517378e-53,3.5262132645877175e-53,2.3881733614064702e-21,1.6946152712052684e-34,2.0848039295000118e-51,3.95543247197274e-47,7.19328878350614e-49,1.8101567463667398e-59,2.3800776954378313e-47,1.708653076711805e-30,3.210234882142695e-73,1.7208749614925247e-47,4.4332592692849074e-60,1.554072042139553e-52,1.1166420189127483e-56,9.40996883100498e-66,1.593779706462783e-48,4.168481390742157e-35,4.86012429805916e-62,4.779877854025328e-49,1.920182813837503e-52,1.0637392545761008e-31,4.256232889036052e-50,1.4694151078973067e-66,6.936016293436365e-72,2.2729348785123875e-69,9.64365042073274e-70,3.68029415225166e-85,3.3871597713189285e-83,3.02715714088452e-66,2.5618523876805796e-77,1.2783189714099428e-24,1.481782852178917e-77,9.95655382724606e-32,1.3113362129566393e-62,6.247495777954052e-32,2.227950712335045e-93
5.014332131778864e-19,0.8303319424865181,9.45021109028564e-27,2.8682844884604196e-23,7.309938649861087e-30,2.86690294577563e-17,0.0,0.0,3.8968798417031705e-17,7.0496210274894705e-31,5.205469824778292e-42,8.009564643388146e-29,7.102210186189308e-49,9.606386798094747e-55,3.5590693249344967e-37,2.946019895220394e-41,1.0565545838990949e-45,1.2181900032641552e-53,4.3487189015424566e-75,6.188192869378407e-71,1.123514495322764e-88,1.1747623056263728e-92,8.344445854578255e-49,5.541998942676724e-87,7.683278936899507e-61,1.7407856672194587e-87,2.66275950769796e-93,7.071537286475206e-97,3.24053937684015e-103,1.7289862699011972e-101,5.420858140411724e-64,1.015705715717493e-97,1.2950439656818845e-104,2.7559691794799886e-107,3.76,0.0,0.9809684074355295,0.9999999999981388,6.901832427139155e-41,1.0912666238945209e-57,2.7707437928138726e-15,2.770743792816204e-15,3.896879842432027e-17,2.1626479942206028e-33,2.5784535134455723e-32,2.1620036129486277e-27,4.774826514153894e-21,3.4140428125820033e-31,5.160810826833421e-31,1.6114455147670194e-31,2.831335525578126e-35,1.760164320564951e-39,2.8669029457756225e-17,2.237335211956396e-35,2.6612173691550454e-35,8.154090692087962e-31,3.682528804552402e-53,6.0761690599593786e-34,9.698899273856567e-33,8.482984426488135e-34,3.2107533133022675e-47,6.111191441002982e-47,9.435597603900984e-39,6.80743973221024e-34,3.778275626415556e-53,1.861132642298846e-12,2.5251667595934146e-55,1.0733077984254817e-52,2.8220422997609162e-52,4.777383706469691e-21,6.780668423459104e-34,1.668476758057856e-50,3.1659490723796353e-46,5.757546444754446e-48,2.8978228599519007e-58,1.9047855102533835e-46,6.836837930534862e-30,1.0278513444034838e-71,1.3773974419033464e-46,3.6091336827499617e-59,1.243729948898099e-51,8.936548686178848e-56,1.5064706404990536e-64,1.2756696549045899e-47,1.6679381607561723e-34,4.460586508730988e-61,3.8258394838422123e-48,1.5367298346481108e-51,4.256342602462672e-31,3.406279867305438e-49,2.3520211247599727e-65,1.1102143129713638e-70,3.6381822338461604e-68,1.5438215738215302e-68,1.1781915288447623e-83,1.0843489097112746e-81,4.8462682919661056e-65,8.202525725568015e-76,2.557193009528998e-24,4.744364671622425e-76,3.983918430953708e-31,2.0992762105392906e-61,2.4998120848374197e-31,1.426782397840095e-91
1.0029752679475198e-18,0.8303319424865186,2.3229364867958618e-26,5.737191791707028e-23,2.9244514548804936e-29,5.73442818435476e-17,0.0,0.0,7.794605544008822e-17,2.820307454745525e-30,4.165166752678191e-41,3.2043474093904994e-28,5.682847222923491e-48,7.686568984283066e-54,1.4238594826356446e-36,1.178605282079859e-40,8.454577244603326e-45,9.747416567993808e-53,1.392019239054518e-73,9.90312329548938e-70,3.59666860137439e-87,3.7607415916553974e-91,3.7179321498636857e-48,3.5486980506862617e-85,1.2296581914585062e-59,7.988231761107938e-86,1.7050400899716467e-91,4.5281207984710956e-95,4.150695362145156e-101,1.1163974605115414e-99,8.675894527370589e-63,6.503877627956702e-96,9.732159065190917e-103,3.529727697946302e-105,3.76,0.0,0.9809684074355266,0.9999999999962772,5.522514571927843e-40,1.746500360327938e-56,5.542089006025402e-15,5.542089006034727e-15,7.794605545466961e-17,8.652000212323586e-33,1.0315493031586667e-31,8.649422263929226e-27,9.550689458286307e-21,1.365839434119396e-30,2.0646603828311163e-30,6.44683136936012e-31,1.1327185757345303e-34,7.041803664575144e-39,5.734428184354731e-17,8.950797715130803e-35,1.0646602357275694e-34,3.262167239328972e-30,2.9465826387056587e-52,2.4308632989259647e-33,3.880191261782706e-32,3.3937461493642634e-33,2.569253095597487e-46,4.890190592941565e-46,3.7748543118980675e-38,2.7234191667490268e-33,3.0231945547233544e-52,3.722669260757246e-12,2.0205170694975292e-54,8.58809313003575e-52,2.2580626065314926e-51,9.555804396596246e-21,2.7127089000178073e-33,1.3350349063745167e-49,2.533400652438549e-45,4.607203607959924e-47,4.6377745869085277e-57,1.5241178112443082e-45,2.7351803603556984e-29,3.2900464748093744e-70,1.1021970107473392e-45,2.9852302325923085e-58,9.95172925381802e-51,7.150626859779961e-55,2.411053756586018e-63,1.0207941429162443e-46,6.672859819472026e-34,4.482936387783792e-60,3.061446656598299e-47,1.2296173520237762e-50,1.702814197062255e-30,2.725541426870834e-48,3.763999552216941e-64,1.7767043558448905e-69,5.8222810200358926e-67,2.470784712662417e-67,3.7710089479897697e-82,3.470649164631521e-80,7.75628350075587e-64,2.6255441499122884e-74,5.114941085323692e-24,1.5186223511037122e-74,1.593826788659385e-30,3.359752812146911e-60,1.0000876116389416e-30,9.134269044786508e-90
2.0060593774867862e-18,0.8303319424865192,6.37697553624835e-26,1.1475007064583501e-22,1.1698757879094746e-28,1.146947866151299e-16,0.0,0.0,1.5590056948590127e-16,1.1282147971843107e-29,3.332449793067999e-40,1.2818432818964621e-27,4.546709453952618e-47,6.149839067857112e-53,5.695901468787743e-36,4.7148487531689595e-40,6.764518129573826e-44,7.798746783064695e-52,4.455148396085047e-72,1.5846609240093174e-68,1.1511685006209338e-85,1.2036922388164809e-89,1.7910069758358938e-47,2.271748910427951e-83,1.9677199934925346e-58,4.102980498375574e-84,1.0915054184555065e-89,2.8987605401071373e-93,5.314685928237388e-99,7.265573809187236e-98,1.3883448782578993e-61,4.163583614008619e-94,8.073856859013929e-101,4.519387688122955e-103,3.76,0.0,0.9809684074355209,0.9999999999925541,4.418431155111407e-39,2.7947796401859085e-55,1.1084779432434907e-14,1.1084779432472209e-14,1.5590056951507633e-16,3.461081754259344e-32,4.126533025933972e-31,3.460050488007622e-26,1.9102415350717135e-20,5.463802386131744e-30,8.259313685055428e-30,2.5789424247417617e-30,4.531243060240265e-34,2.816950897926048e-38,1.1469478661512866e-16,3.5806104815287186e-34,4.258987543707323e-34,1.3049730957900147e-29,2.357490081141484e-51,9.724244713406631e-33,1.5522028228648295e-31,1.3576089433650522e-32,2.055662686262004e-45,3.912647511568885e-45,1.510065304334209e-37,1.089456327792582e-32,2.4187852914526935e-51,7.445742488247e-12,1.6165671375666637e-53,6.871126886155899e-51,1.8066216100318897e-50,1.911264577684982e-20,1.085171872436415e-32,1.0681293358714224e-48,2.026977111080561e-44,3.686229524427113e-46,7.421445891137312e-56,1.219410022008876e-44,1.0941611881065452e-28,1.0529624419937039e-68,8.818692451137243e-45,2.5440137062569132e-57,7.962139345854902e-50,5.721092881015497e-54,3.858246688538678e-62,8.167386945477508e-46,2.669378028812429e-33,5.048891595321983e-59,2.4494673909662116e-46,9.837872868958194e-50,6.811811138029008e-30,2.180640176846486e-47,6.023011962003757e-63,2.8430161699974827e-68,9.316601325463957e-66,3.9537917671967877e-66,1.2068502505884985e-80,1.1107249757829707e-78,1.2411857289891218e-62,8.402918924594682e-73,1.0230437235139426e-23,4.8602726716910444e-73,6.375826018676309e-30,5.376333303407366e-59,4.000676023448511e-30,5.846848102789032e-88
4.012227596565319e-18,0.830331942486521,1.9677886810636926e-25,2.2950640275869502e-22,4.679693571853947e-28,2.293957961582931e-16,0.0,0.0,3.1180959757632723e-16,4.513042825829729e-29,2.6660863975606024e-39,5.1275817737308085e-27,3.63754024248935e-46,4.920104818509384e-52,2.2784532983944164e-35,1.886051388603744e-39,5.411957058097947e-43,6.239410586255922e-51,1.4257573898076643e-70,2.5355864447394723e-67,3.684158976660205e-84,3.852316061306646e-88,9.594122935077425e-47,1.4541056199748574e-81,3.1485655142076926e-57,2.3027765194856513e-82,6.98653003949905e-88,1.8554704677691383e-91,6.803947562479938e-97,4.802644534327054e-96,2.2215132235154508e-60,2.665079580652642e-92,7.528295914080827e-99,5.785671578053068e-101,3.76,0.0,0.9809684074355096,0.9999999999851078,3.53491273315194e-38,4.471950696801752e-54,2.2170160285199686e-14,2.2170160285348914e-14,3.118095976347218e-16,1.3844890393222878e-31,1.6506803704838497e-30,1.3840765136608395e-25,3.820586715224279e-20,2.1856098874029853e-29,3.303859910890707e-29,1.0316189467855472e-29,1.812570978210847e-33,1.126826358668269e-37,2.2939579615828807e-16,1.4323024747933802e-33,1.70366434009741e-33,5.220104790814656e-29,1.88608183095254e-50,3.8898562837089776e-32,6.2090639264235485e-31,5.43065674854836e-32,1.6446342393334682e-44,3.1303160374055085e-44,6.0405125192867336e-37,4.358002639719546e-32,1.93512009986789e-50,1.4891888905518317e-11,1.293315107470539e-52,5.497162500332434e-50,1.4453659012842902e-49,3.822632853735883e-20,4.34086412100112e-32,8.545440351204223e-48,1.6216843307671886e-43,2.9491702865249736e-45,1.1875118724617991e-54,9.755743283730512e-44,4.376822846654566e-28,3.369715943844022e-67,7.055400534185673e-44,2.284199053747448e-56,6.3700138651455664e-49,4.577168747027914e-53,6.1736432831817834e-61,6.534323102439834e-45,1.067808153488131e-32,6.378939218370118e-58,1.959697946658519e-45,7.870671961461689e-49,2.7248353276342234e-29,1.7445949600771793e-46,9.637309312571794e-62,4.549057248626222e-67,1.4907323579366495e-64,6.326495823370859e-65,3.8621246430424906e-79,3.5545075420201686e-77,1.9860414753402398e-61,2.689122491375412e-71,2.046142952767635e-23,1.5553962433255349e-71,2.5504341795994686e-29,8.6027163700225e-58,1.6003355257160177e-29,3.742275901806026e-86
8.024564034722386e-18,0.8303319424865242,6.70510420598449e-25,4.590191736057382e-22,1.8719155146800855e-27,4.587978152446143e-16,0.0,0.0,6.23627653752379e-16,1.805253858389725e-28,2.1329197446052008e-38,2.0510744414127402e-26,2.9101012673415174e-45,3.9361772823151266e-51,9.113998618071716e-35,7.544640208890675e-39,4.329702672393323e-42,4.991834108118214e-50,4.562599500250728e-69,4.0570414907494413e-66,1.1790264940302813e-82,1.2328807890971323e-86,5.781609637453553e-46,9.306872229887945e-80,5.037875647508764e-56,1.3703598676934622e-80,4.471665760863827e-86,1.187610398364409e-89,8.709788678134298e-95,3.268566011412491e-94,3.554550303896359e-59,1.705817234321906e-90,7.839928717135004e-97,7.406207082343722e-99,3.76,0.0,0.9809684074354869,0.9999999999702152,2.8279973136555924e-37,7.155363741457102e-53,4.434092199051237e-14,4.4340921991109287e-14,6.236276538693408e-16,5.53806884850604e-31,6.602855765018783e-30,5.536418693287198e-25,7.641277082195005e-20,8.74261741750284e-29,1.3215708532772607e-28,4.1265597423721325e-29,7.250431423925221e-33,4.5073983268703116e-37,4.587978152445941e-16,5.7293264737045485e-33,6.814796007981513e-33,2.0880843985930234e-28,1.5089016492327462e-49,1.5559742650525844e-31,2.483676090193951e-30,2.1723068952090494e-31,1.3157490289581325e-43,2.5043320454886546e-43,2.416258576218663e-36,1.7432365222686245e-31,1.5481328319256151e-49,2.9784181589228186e-11,1.0346766477602335e-51,4.397834439007458e-49,1.156320166538307e-48,7.645369405838425e-20,1.7363809753667632e-31,6.836514550157022e-47,1.2973885226052314e-42,2.359410898877502e-44,1.9000834220679723e-53,7.804779860388964e-43,1.7507647581086417e-27,1.0783468837764119e-65,5.644499062037741e-43,2.2256045178053647e-55,5.096132043036667e-48,3.661945374164263e-52,9.878188140634937e-60,5.227623905355729e-44,4.2714274611174223e-32,8.846776055389376e-57,1.5678079724589786e-44,6.296687080050762e-48,1.0899563047481268e-28,1.395709096445315e-45,1.542008705120834e-60,7.278676710302129e-66,2.3852327092944965e-63,1.0122736474317909e-63,1.235912506521964e-77,1.1374724450787615e-75,3.1777818189849925e-60,8.605493467577014e-70,4.0923414084372576e-23,4.977442343433061e-70,1.0201944231360132e-28,1.376481267591125e-56,6.401472326972041e-29,2.3951503731878526e-84
1.604923691103652e-17,0.8303319424865307,2.448826833479551e-24,9.180451417851262e-22,7.487738241013818e-27,9.176018534172352e-16,0.0,0.0,1.2472637660852819e-15,7.221088890212357e-28,1.706356046516945e-37,8.204381245823051e-26,2.3281086432215196e-44,3.1489791962713424e-50,3.6456365320051345e-34,3.0181117163814224e-38,3.463816949049174e-41,3.99381413801757e-49,1.4600599771142686e-67,6.491348939073143e-65,3.773219886901191e-81,3.9458228034413586e-85,3.867789147910341e-45,5.956589043434817e-78,8.060737695063327e-55,8.439344120235195e-79,2.8619577811287637e-84,7.601375067301618e-88,1.1149000441113048e-92,2.3411432270895438e-92,5.6873838256606824e-58,1.0918309722951622e-88,8.88538842824905e-95,9.480295455099837e-97,3.76,0.0,0.9809684074354414,0.99999999994043,2.2624247048828853e-36,1.144877609082927e-51,8.868244540027018e-14,8.868244540265788e-14,1.247263766319892e-15,2.2152500890255434e-30,2.6411691312404427e-29,2.2145900050225917e-24,1.5282657842798866e-19,3.497082539955043e-28,5.286337199978565e-28,1.6506406881104329e-28,2.900202072230119e-32,1.8029786226060325e-36,9.17601853417155e-16,2.2917539110692524e-32,2.7259461328735377e-32,8.352422559502371e-28,1.2071362367234924e-48,6.22396113460125e-31,9.934805334781423e-30,8.689315973084726e-31,1.0526158785630153e-42,2.0034973261194337e-42,9.665167900668529e-36,6.973017022784141e-31,1.2385209735376665e-48,5.956876635331692e-11,8.277511465106406e-51,3.5183093902855595e-48,9.250671107406983e-48,1.5290842510046478e-19,6.9455945567191896e-31,5.469276547337398e-46,1.0379272414951862e-41,1.8875585883574914e-43,3.0401850169099794e-52,6.243897959292509e-42,7.003130271698548e-27,3.450770477412514e-64,4.515670704479769e-42,2.4176217848162967e-54,4.076954003132158e-47,2.929788606147476e-51,1.580538816535826e-58,4.1821652945477866e-43,1.7086747233878662e-31,1.3067181579018796e-55,1.2542662244249616e-43,5.037409533787086e-47,4.359869557297297e-28,1.1165805287808962e-44,2.467245300828259e-59,1.1646030846163501e-64,3.816421142510141e-62,1.6196652722998693e-62,3.9549722473871066e-76,3.6399599492921855e-74,5.084543299971263e-59,2.7538061413668603e-68,8.184738308425921e-23,1.5928094339004785e-68,4.080819167513474e-28,2.2024073473962153e-55,2.560614967135228e-28,1.5329262471808158e-82
3.209858266366479e-17,0.8303319424865439,9.328872889867206e-24,1.8360987840851843e-21,2.995110540722804e-26,1.835209929762392e-15,0.0,0.0,2.4945359906742844e-15,2.8884502473881774e-27,1.3650929375042912e-36,3.2817692069086356e-25,1.8624979658133393e-43,2.5191983035521173e-49,1.458262029428385e-33,1.2074307744702973e-37,2.771075483751885e-40,3.195549403541456e-48,4.672236946082847e-66,1.03862243757474e-63,1.2076005308593708e-79,1.2630037411187166e-83,2.791227333999672e-44,3.8122780573841175e-76,1.2897289630058693e-53,5.295269458208845e-77,1.8316823219905217e-82,4.8655019731706904e-86,1.4271021968146404e-90,1.817329041032091e-90,9.09989685838566e-57,6.988764110195905e-87,1.0637445870049036e-92,1.2135002433339766e-94,3.76,0.0,0.9809684074353506,0.9999999998808595,1.8099505099554522e-35,1.8318197029612885e-50,1.7736549221631567e-13,1.7736549222586649e-13,2.4945359911462445e-15,8.861045544982358e-30,1.0564729922683645e-28,8.858405073933702e-24,3.056541947065631e-19,1.398840129851726e-27,2.1145456442523203e-27,6.602596334643418e-28,1.1600867295951638e-31,7.21195878034485e-36,1.8352099297620714e-15,9.167062339449124e-32,1.090383999042872e-31,3.340986016774379e-27,9.657156657243306e-48,2.489597725326521e-30,3.9739422758892534e-29,3.475744067668138e-30,8.420993652931745e-42,1.6028105417147016e-41,3.866115045842327e-35,2.7892209961720473e-30,9.908226732496964e-48,1.191379334681704e-10,6.622048540881598e-50,2.81466434881257e-47,7.400580782804887e-47,3.058178871847444e-19,2.7782519543534796e-30,4.375447198796255e-45,8.303483625527613e-41,1.510058819978106e-42,4.8643372600012613e-51,4.995147958632629e-41,2.801266356384624e-26,1.1042562230804607e-62,3.6125651455554214e-41,2.9534967917231455e-53,3.2615825304180108e-46,2.3441608569115015e-50,2.5288850857372175e-57,3.345758703772657e-42,6.835424526412872e-31,2.003734686467869e-54,1.0034209183469846e-42,4.029951678441026e-46,1.743956683036272e-27,8.932697238608196e-44,3.94761757981666e-58,1.8633767898122746e-63,6.106313058751947e-61,2.5914863317744573e-61,1.2655994962411665e-74,1.1647949309633126e-72,8.135343259432812e-58,8.812256770098891e-67,1.636953206300464e-22,5.0970347079699416e-67,1.6323359396421998e-27,3.5238816111037024e-54,1.02425118718093e-27,9.810823918878023e-81
6.419727416892132e-17,0.8303319424865696,3.63826179174458e-23,3.672212892451032e-21,1.1980472713919845e-25,3.670426082452364e-15,0.0,0.0,4.989080439545077e-15,1.1553830371481833e-26,1.0920775899762158e-35,1.312711034463334e-24,1.490002792236711e-42,2.0153646187037556e-48,5.833062948103467e-33,4.831174964346242e-37,2.2168691566663295e-39,2.5572137239356847e-47,1.4951230358168288e-64,1.661801195475978e-62,4.478411642770182e-78,4.685419718773189e-82,2.111779451325571e-43,3.223283955443476e-74,2.063575083003234e-52,3.3605557070047465e-75,1.548972455611047e-80,4.1160564137930214e-84,3.1977056325027716e-88,2.4267929940842455e-88,1.4559901371510359e-55,5.912670009866063e-85,1.9378822836651268e-90,2.7190836019981357e-92,3.76,0.0,0.9809684074351689,0.9999999997617187,1.4479647134288885e-34,2.9309239473140096e-49,3.5473158583452606e-13,3.5473158587272924e-13,4.989080440499954e-15,3.5444273273357077e-29,4.225902446255265e-28,3.543371038944114e-23,6.113094315297091e-19,5.595374741156097e-27,8.458204160291945e-27,2.6410452500959013e-27,4.640358720971945e-31,2.884796934971733e-35,3.6704260824510814e-15,3.6668343162666156e-31,4.361547087443786e-31,1.336397805209398e-26,7.725763381210917e-47,9.958421096746125e-30,1.589580896428518e-28,1.390301162686665e-29,6.73682157595142e-41,1.2822535134484751e-40,1.5464725285235446e-34,1.1156912360894704e-29,7.926605142657412e-47,2.382762580445822e-10,5.297654668795263e-49,2.2517383750512446e-46,5.920482163527749e-46,6.116368113537781e-19,1.1113036085228313e-29,3.5003681400314783e-44,6.642813177022241e-40,1.2080518381155868e-41,7.782972600256342e-50,3.99613014359827e-40,1.1205093919324306e-25,3.5336353756966625e-61,2.8900635489785328e-40,3.993827728641014e-52,2.6092737240082876e-45,1.8758399530178528e-49,4.046234545714973e-56,2.676617550035828e-41,2.7347294610114652e-30,3.1363633593798515e-53,8.02739910473847e-42,3.2239711287142965e-45,6.97584439175462e-27,7.146178996715489e-43,6.3162082071797e-57,2.981412365067672e-62,9.770132930736024e-60,4.146395477463295e-60,4.0499319492223334e-73,3.7273565671801055e-71,1.3016608683215749e-56,2.819934470895319e-65,3.2739119390597394e-22,1.6310582175562884e-65,6.529360124727195e-27,5.638234460819965e-53,4.097015093675558e-27,6.278957934009188e-79
1.283946571794344e-16,0.8303319424866215,1.4366471957022782e-22,7.344468404250458e-21,4.792195245641456e-25,7.340858387830948e-15,0.0,0.0,9.978169336057818e-15,4.621538024390916e-26,8.73663367725325e-35,5.250850921073063e-24,1.1920040001496694e-41,1.6122940808767602e-47,2.333228143006077e-32,1.933624111514895e-36,1.7734988329278397e-38,2.047000601715342e-46,4.7844052382356743e-63,2.6588861793825636e-61,1.4400672569450972e-76,1.5075155215262827e-80,1.6409425739035143e-42,2.0707426432277713e-72,3.301727116074463e-51,2.1382447341760282e-73,9.951125105979726e-79,2.645858873790256e-82,4.1067894759738804e-86,2.4765518961993562e-86,2.3295895978097673e-54,3.801171286878007e-83,2.4518480489148194e-88,3.49209703072254e-90,3.76,0.0,0.9809684074348055,0.9999999995234371,1.1583735041806353e-33,4.689488253074166e-48,7.094637730154243e-13,7.094637731682378e-13,9.97816933801139e-15,1.417772810042162e-28,1.690362912031704e-27,1.4173502163193053e-22,1.222619922240057e-18,2.23815273599793e-26,3.3832860245484966e-26,1.0564194431141622e-26,1.8561458498367006e-30,1.153925110423738e-34,7.340858387825814e-15,1.466735635751549e-30,1.7446210528030033e-30,5.345598017023618e-26,6.180644087082059e-46,3.983377399721063e-29,6.358331219216614e-28,5.561211721390886e-29,5.389467928197176e-40,1.0258048551608777e-39,6.186078598978827e-34,4.462770621226771e-29,6.341293903050483e-46,4.765528685842313e-10,4.238130211112973e-48,1.8013937165982695e-45,4.736392711305038e-45,1.2232746596937436e-18,4.44522009119641e-29,2.800298658972743e-43,5.314261050795441e-39,9.66443387186198e-41,1.245278254067659e-48,3.19690872984043e-39,4.482043265142815e-25,1.1307657872571109e-59,2.3120554117283284e-39,5.804707170195543e-51,2.0874220086543498e-44,1.50148331527007e-48,6.4739900800616736e-55,2.141298274401495e-40,1.0943353335800621e-29,4.9624913316248925e-52,6.421931991181483e-41,2.5791810819464114e-44,2.7903412400959825e-26,5.7169516835801147e-42,1.010594919702267e-55,4.770267442146334e-61,1.563224026202497e-58,6.634246096216694e-59,1.2959804833532852e-71,1.1927563565232336e-69,2.082662221703901e-55,9.023809773694305e-64,6.547829331976201e-22,5.219397209995201e-64,2.611747179804523e-26,9.021194239739933e-52,1.63880806188289e-26,4.018542716782456e-77
