Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097)
8.207203106559396e-11,0.08374388897150994,3.76,0.0,0.5055564941076022,0.9989645154244711,4.467964139863167e-15,0.0,1.1173556065483491e-12,1.7744365400460823e-06,1.772817836026143e-06,3.3838905304974625e-08,4.0072439041845085e-14,2.0112684774766554e-13,1.6150717069305803e-09,1.6156475489620514e-09,5.737959281683111e-09,1.607057658370107e-12,3.383859002188898e-08,1.5947394832147162e-12,2.0165080872985403e-12,2.1799371178352984e-12,5.460994346121547e-13,5.262490171384507e-19,1.1932704278755217e-17,4.412339971121257e-20,5.735847564296485e-09,3.021215593400166e-18,2.220687019148484e-13,3.772217448041754e-24,1.0698809388927555e-12,3.9241810670033267e-13,3.510710367860531e-17,2.7938076712666494e-18,5.139796295776963e-15,1.2592964701825608e-13,0.0010354491143680403,9.118772164147542e-15,5.630427534990259e-27,9.374631221121887e-18,1.3784736177897938e-19,2.5543995511917713e-19
8.580502125392946e-11,0.08374389025925964,3.76,0.0,0.5055564115990424,0.9989405575388354,5.217940314201156e-15,0.0,1.2520551071520918e-12,1.855145379110718e-06,1.8533761618103957e-06,3.5377465229801606e-08,4.4484387965037693e-14,2.1729348313908735e-13,1.7650983604887857e-09,1.7657969693740815e-09,5.999148637632264e-09,1.8363351129007147e-12,3.537703011797278e-08,1.8212324766407896e-12,2.2327996322914276e-12,2.381392430937698e-12,5.988330076940879e-13,6.24030227148184e-19,1.3059744036792245e-17,5.040828278851887e-20,5.996736967934927e-09,3.365525393175511e-18,2.407833841946988e-13,4.4931274249115634e-24,1.1693604667778601e-12,4.289173854208513e-13,4.011710392248481e-17,3.064297297742719e-18,5.770653879623353e-15,1.3765765911330568e-13,0.0010594053106638094,9.809812674041319e-15,6.575178910247937e-27,1.0711597359829336e-17,1.5756731486300051e-19,2.9220776448446377e-19
8.953801144226495e-11,0.08374389154700926,3.76,0.0,0.5055563290905066,0.9989178546901808,6.056419922207956e-15,0.0,1.3968285618368253e-12,1.9358542016008493e-06,1.933927787165174e-06,3.691600620331185e-08,4.916988257944044e-14,2.338904692799664e-13,1.921767291789608e-09,1.9226033582738416e-09,6.260364962479903e-09,2.0864324349486396e-12,3.69154338004281e-08,2.068124999711934e-12,2.4627262802044857e-12,2.5916302551595016e-12,6.541430017726823e-13,7.348136817428154e-19,1.4239152772810423e-17,5.726302013155383e-20,6.2576262237730844e-09,3.733618682241595e-18,2.6009754896979064e-13,5.3115631353270065e-24,1.2732572445676238e-12,4.670386942904835e-13,4.5582281017453144e-17,3.3482132744361334e-18,6.44552591686693e-15,1.4990974149365795e-13,0.0010821064633100032,1.0515135235993846e-14,7.631219141249252e-27,1.2169882935988471e-17,1.7908760193347084e-19,3.3237326072172973e-19
9.327100163060045e-11,0.08374389283475876,3.76,0.0,0.5055562465819918,0.9988963411278787,6.989894073248784e-15,0.0,1.5520211870656716e-12,2.0165630075547965e-06,2.0144727127581585e-06,3.845453133738182e-08,5.4133494875217964e-14,2.5090061805925236e-13,2.085076155872647e-09,2.086065157598544e-09,6.521609426218931e-09,2.3582525620265383e-12,3.845380313619164e-08,2.3362815598389203e-12,2.7066368229910595e-12,2.8106361892137066e-12,7.120451691206354e-13,8.59700849279829e-19,1.5471121754400362e-17,6.471229575536114e-20,6.518515331812303e-09,4.126223944378425e-18,2.7999545163481597e-13,6.235700878409006e-24,1.3815708159473287e-12,5.067819557510433e-13,5.1522406440498015e-17,3.645672688401197e-18,7.165181228096265e-15,1.6268625608192e-13,0.0011036183229338702,1.1233946759714272e-14,8.806652580942052e-27,1.3754738853951368e-17,2.0248754635728838e-19,3.760914896568291e-19
9.700399181893595e-11,0.08374389412250821,3.76,0.0,0.505556164073495,0.9988759545459323,8.025072471007601e-15,0.0,1.7179778958995564e-12,2.097271797012471e-06,2.095010939243312e-06,3.999304364665895e-08,5.93796096999656e-14,2.683074272232502e-13,2.2550226211444354e-09,2.2561808226866623e-09,6.782883198446239e-09,2.652698221284813e-12,3.999214009354109e-08,2.6265648607846573e-12,2.9648799115740163e-12,3.038395891705922e-12,7.725548562548957e-13,9.998377688778483e-19,1.6755842252782582e-17,7.278078876970979e-20,6.7794042920536924e-09,4.544070517077294e-18,3.0046176481780377e-13,7.274007423494705e-24,1.494300733457318e-12,5.481470943742517e-13,5.795724964620488e-17,3.9567923997065605e-18,7.930342053945365e-15,1.759875822382116e-13,0.0011240031955307526,1.1965502107834669e-14,1.0109846754641606e-26,1.5471413964019362e-17,2.2784655517557036e-19,4.2351810423032333e-19
9.999999999999999e-11,0.08374389541025759,3.76,0.0,0.5055560978541701,0.9988603679671525,8.934124129619017e-15,0.0,1.85918986341415e-12,2.162046719222207e-06,2.1596441382367113e-06,4.122780934004317e-08,6.379721156786139e-14,2.825539111486194e-13,2.396217323382969e-09,2.397523617429778e-09,6.992597237260974e-09,2.9059893376553713e-12,4.122675020152848e-08,2.8761264994160147e-12,3.182742593114716e-12,3.2275127558072823e-12,8.230147475158099e-13,1.1241422912999986e-18,1.782521521220704e-17,7.972095326945785e-20,6.988787392653208e-09,4.898175882793165e-18,3.172886003312722e-13,8.195817019133633e-24,1.5879693310889827e-12,5.825188987113592e-13,6.349291316113164e-17,4.216449627456164e-18,8.577818114401067e-15,1.8704279786264388e-13,0.001139588397600328,1.2561374602677819e-14,1.1253997864830538e-26,1.694807342214962e-17,2.4966989229273005e-19,4.6436960598883815e-19
1.0073698200727144e-10,0.08374389541025759,3.76,0.0,0.5055560815650133,0.9988566359025157,9.168883221521324e-15,0.0,1.8950432990400947e-12,2.177980570015376e-06,2.175542467262007e-06,4.153154605372794e-08,6.491243221893636e-14,2.860950529148854e-13,2.4316043682818834e-09,2.432948821173194e-09,7.044187448364946e-09,2.9706719312548322e-12,4.153044654726092e-08,2.939835807733002e-12,3.2378040562698325e-12,3.274895078950181e-12,8.356870144702088e-13,1.1564150380727078e-18,1.8093505544019452e-17,8.149317346272019e-20,7.040293104498131e-09,4.987888591071033e-18,3.214815671896639e-13,8.435235912223403e-24,1.6114465577581815e-12,5.911340367603607e-13,6.490657810473345e-17,4.281689042078685e-18,8.741686871320597e-15,1.8981411666352e-13,0.0011433201229241994,1.270910119403937e-14,1.1549431373855098e-26,1.732515507986728e-17,2.5524411907035197e-19,4.748093648708457e-19
1.0446997219560694e-10,0.08374389669800691,3.76,0.0,0.5055559990565439,0.9988383292489513,1.0428472641823517e-14,0.0,2.08356170575752e-12,2.2586893266065964e-06,2.256067297444065e-06,4.3070041394006935e-08,7.073599507767116e-14,3.0424828331603005e-13,2.614819089215138e-09,2.6163676319643634e-09,7.305523344786474e-09,3.3130760034480927e-12,4.3068724283538156e-08,3.2769535122042996e-12,3.525757627132598e-12,3.5201195229269794e-12,9.014562101073086e-13,1.3306678007493762e-18,1.9484302910185666e-17,9.087411938172166e-20,7.301181769146295e-09,5.458409209861763e-18,3.4304033258318155e-13,9.72842181889783e-24,1.7330078569486102e-12,6.357427114420669e-13,7.239015733663232e-17,4.6204790235363766e-18,9.599853039585783e-15,2.041662733092796e-13,0.0011616250537909722,1.34640862565159e-14,1.3134297387459166e-26,1.9321206995383358e-17,2.84759812323824e-19,5.301221398545605e-19
1.0820296238394244e-10,0.08374389798575621,3.76,0.0,0.5055559165480839,0.9988209815676522,1.1811205069179321e-14,0.0,2.2838771247140755e-12,2.339398066830804e-06,2.336585430408726e-06,4.46085324203865e-08,7.685416527808735e-14,3.227525133514612e-13,2.8046644861847825e-09,2.8064357442866937e-09,7.566892056132423e-09,3.6808125438212e-12,4.460697500460131e-08,3.638775296827359e-12,3.8290888542260726e-12,3.774055049374917e-12,9.69876634561205e-13,1.5238757353426456e-18,2.0928425640499704e-17,1.009482914115147e-19,7.56207028599867e-09,5.956364269246604e-18,3.6512391941332807e-13,1.1162878968464185e-23,1.8589842059325578e-12,6.819730487934667e-13,8.042775094470785e-17,4.9732785270168074e-18,1.0505439286444272e-14,2.1904448329278337e-13,0.001178971005716247,1.4229839296681733e-14,1.4873596071025837e-26,2.146481250096176e-17,3.164732927706643e-19,5.896139056517525e-19
1.1193595257227793e-10,0.08374389927350546,3.76,0.0,0.5055558340396308,0.9988045426185722,1.332466267083428e-14,0.0,2.4963332646927516e-12,2.4201067907342473e-06,2.417096866765553e-06,4.614702180762484e-08,8.327065077942742e-14,3.415937204117774e-13,3.0011382708684124e-09,3.003151656805497e-09,7.8282947504363e-09,4.074783454116349e-12,4.614520033311583e-08,4.026156699977908e-12,4.148145827831419e-12,4.036687536007501e-12,1.0409621140357596e-12,1.7373630432886586e-18,2.2426065032419085e-17,1.117403498502098e-19,7.822958655055562e-09,6.482486516841571e-18,3.8771856039006624e-13,1.2748195611175039e-23,1.9893751858324404e-12,7.298249809437843e-13,8.903912064315922e-17,5.340203510993578e-18,1.1459008043141442e-14,2.3444919481803675e-13,0.0011954082187450232,1.5005779673260998e-14,1.677673815466322e-26,2.3761212399284548e-17,3.50464301743981e-19,6.534427472614185e-19
1.1566894276061343e-10,0.08374390056125472,3.76,0.0,0.505555751531182,0.9987889647936988,1.4976645254188377e-14,0.0,2.721273535240744e-12,2.5008154983647514e-06,2.497601607115254e-06,4.7685512156512654e-08,8.998900683551744e-14,3.6075844105246777e-13,3.2042381635718235e-09,3.2065138768080434e-09,8.08973259534511e-09,4.495890433086656e-12,4.768340181634925e-08,4.439951480293385e-12,4.483276498597803e-12,4.308002910846944e-12,1.1147261190511e-12,1.972498437707717e-18,2.3977412392701883e-17,1.2327495048281016e-19,8.083846876317128e-09,7.037509551603854e-18,4.108108525145556e-13,1.4494230552873932e-23,2.12418038344523e-12,7.792984416956147e-13,9.824402628418406e-17,5.7213697100873344e-18,1.2461087638360594e-14,2.5038087310168036e-13,0.0012109843008884195,1.5791361842043805e-14,1.8853392989404016e-26,2.621564552062901e-17,3.8681266401535687e-19,7.217673585346705e-19
1.1940193294894894e-10,0.08374390184900396,3.76,0.0,0.5055556690227349,0.9987742029791634,1.6775170077337734e-14,0.0,2.9590410472361986e-12,2.581524189771715e-06,2.5780996520504657e-06,4.922400599781958e-08,9.701264207913177e-14,3.8023374862878494e-13,3.4139618924803743e-09,3.416520919446968e-09,8.35120675812079e-09,4.945034977614932e-12,4.9221580930118324e-08,4.8810116210729925e-12,4.83482867764243e-12,4.587987150667359e-12,1.1911817737100641e-12,2.2306951323049605e-18,2.5582659038436907e-17,1.3557674465269257e-19,8.344734949783363e-09,7.622167823352667e-18,4.3438774735021096e-13,1.641110933996007e-23,2.263399390738503e-12,8.303933664474464e-13,1.0806222588224231e-16,6.1168926356694186e-18,1.3512174359513205e-14,2.668400003036335e-13,0.0012257443660138089,1.6586073232354094e-14,2.1113487751884292e-26,2.883334873773336e-17,4.255982877294568e-19,7.947470424877574e-19
1.2313492313728445e-10,0.08374390313675324,3.76,0.0,0.5055555865142871,0.9987602144245721,1.872847165995139e-14,0.0,3.2099786133859375e-12,2.662232865006107e-06,2.6585910021564614e-06,5.0762505796033736e-08,1.043448243634873e-13,4.000072318289782e-13,3.6303071929664795e-09,3.6331713070398904e-09,8.612718405641526e-09,5.4231183837337666e-12,5.0759739082529364e-08,5.350187334570888e-12,5.203150036605885e-12,4.8766262795404124e-12,1.2703418647293855e-12,2.513410830480207e-18,2.7241996298044564e-17,1.4867037933112555e-19,8.605622875454147e-09,8.237196632289016e-18,4.5843654156074e-13,1.850922049823331e-23,2.407031804383782e-12,8.831096921202332e-13,1.1851347563615103e-16,6.526887576458932e-18,1.461273438938438e-14,2.83827075462146e-13,0.0012397311645141922,1.7389432252015365e-14,2.356720668679321e-26,3.161955698025048e-17,4.669011643336292e-19,8.725417116054828e-19
1.2686791332561996e-10,0.08374390442450252,3.76,0.0,0.5055555040058362,0.9987469586191832,2.0845001594450248e-14,0.0,3.474428748661152e-12,2.7429415241204603e-06,2.739075658011816e-06,5.230101395290518e-08,1.1198868637044087e-13,4.2006697407013506e-13,3.853271806949467e-09,3.85646356842148e-09,8.87426870440295e-09,5.9310417475541315e-12,5.2297877617522594e-08,5.848327066189953e-12,5.588588107668059e-12,5.173906367476942e-12,1.3522188502411823e-12,2.8221477146383015e-18,2.895561551225067e-17,1.62580497184956e-19,8.866510653329218e-09,8.883332128514587e-18,4.829448677075736e-13,2.0799211824845678e-23,2.5550772253246798e-12,9.374473570878151e-13,1.2961752994916748e-16,6.951469599113628e-18,1.5763205625576544e-14,3.013426144329606e-13,0.0012529852071297884,1.820098641313755e-14,2.622499038635446e-26,3.457950324881768e-17,5.108013685029037e-19,9.553118881357316e-19
1.3060090351395547e-10,0.08374390571225185,3.76,0.0,0.5055554214973799,0.9987343971745762,2.3133428357448066e-14,0.0,3.7527336706775536e-12,2.8236501671688725e-06,2.8195536201890205e-06,5.383953281080315e-08,1.1994723099473287e-13,4.404015337217725e-13,4.082853482304195e-09,4.086396238344382e-09,9.13585882051924e-09,6.469705966109407e-12,5.383599781823073e-08,6.3762774985831605e-12,5.991490283529569e-12,5.479813529158366e-12,1.4368248683703464e-12,3.158452435690074e-18,3.0723708035034797e-17,1.7733173664258837e-19,9.12739828340822e-09,9.561311311549947e-18,5.079006852991722e-13,2.329198673255028e-23,2.707535258377457e-12,9.934063011109793e-13,1.4139414144721287e-16,7.390753548814948e-18,1.6963999389838125e-14,3.19387149832309e-13,0.0012655448822802113,1.902031057141605e-14,2.9097535105923734e-26,3.771841862876913e-17,5.573790580607607e-19,1.043218704375761e-18
1.3433389370229098e-10,0.0837439070000012,3.76,0.0,0.5055553389889159,0.998722493713466,2.5602637121415435e-14,0.0,4.045235300025917e-12,2.904358794207002e-06,2.9000248892550473e-06,5.53780646558975e-08,1.2822333651332799e-13,4.609999251234243e-13,4.319049972315082e-09,4.322967856925666e-09,9.397489919724094e-09,7.040011738121262e-12,5.5374100910161514e-08,6.934883555669246e-12,6.412203817363059e-12,5.794333922752039e-12,1.5241717455934008e-12,3.523916102734452e-18,3.2546465234555244e-17,1.9294873195837428e-19,9.388285765690677e-09,1.0271872029852279e-17,5.332922720848314e-13,2.599870064543339e-23,2.864405511861799e-12,1.0509864652749744e-12,1.538630609953756e-16,7.844854049847624e-18,1.8215502033992006e-14,3.3796123098347584e-13,0.0012774465672497634,1.9847005272017777e-14,3.2195792114639236e-26,4.1041532303515905e-17,6.067144738960218e-19,1.1364239029508567e-18
1.380668838906265e-10,0.08374390828775065,3.76,0.0,0.5055552564804422,0.9987112137643408,2.8261729566536254e-14,0.0,4.352275260558493e-12,2.985067405292062e-06,2.9804894657718748e-06,5.691661172117303e-08,1.368197615484987e-13,4.818516003640009e-13,4.561859035172406e-09,4.566176969135622e-09,9.659163167371654e-09,7.64285956469338e-12,5.6912188064213615e-08,7.524988406568792e-12,6.8510758227384696e-12,6.117453748805156e-12,1.6142710048842114e-12,3.9201742729140196e-18,3.442407849405202e-17,2.0945611327552007e-19,9.649173100176035e-09,1.1015752980332806e-17,5.591082155859062e-13,2.8930757445353976e-23,3.025687597259706e-12,1.1101877919302912e-12,1.6704403771282712e-16,8.313885506174091e-18,1.9518076448747654e-14,3.5706542386668713e-13,0.0012887247335491288,2.0680695195573482e-14,3.5530967079938356e-26,4.455407156761691e-17,6.58887939876193e-19,1.2350898370859463e-18
1.41799874078962e-10,0.08374390957550014,3.76,0.0,0.5055551739719559,0.9987005246616201,3.112002369273287e-14,0.0,4.674194879636226e-12,3.06577600048282e-06,3.06094735029697e-06,5.8455176189285764e-08,1.4573914983288723e-13,5.029464317922434e-13,4.8112784335079545e-09,4.816022124326052e-09,9.920879728437283e-09,8.27914974993855e-12,5.845026039953452e-08,8.147433469466425e-12,7.308453273525914e-12,6.449159249212097e-12,1.7071338736517651e-12,4.348906941437637e-18,3.635673921272969e-17,2.2687850668761635e-19,9.910060286863654e-09,1.1793693707874044e-17,5.853374048576638e-13,3.2099805968353447e-23,3.191381128900603e-12,1.1710102246365454e-12,1.8095681898627017e-16,8.797962102004107e-18,2.087206348126066e-14,3.767003110720948e-13,0.0012994120467577834,2.1521027698229175e-14,3.911451948465508e-26,4.8261261839562447e-17,7.139798627575689e-19,1.3393794708707019e-18
1.455328642672975e-10,0.0837439108632497,3.76,0.0,0.5055550914634556,0.9986903954510439,3.418705363183791e-14,0.0,5.0113351883412794e-12,3.146484579839594e-06,3.1413985433837407e-06,5.999376019526933e-08,1.5498403478444574e-13,5.242746952288567e-13,5.067305933967296e-09,5.072501875795289e-09,1.0182640767518335e-08,8.949782401544274e-12,5.998831898622858e-08,8.803058415404366e-12,7.784683003779435e-12,6.789436706250467e-12,1.802771291475112e-12,4.811838531764269e-18,3.834463880662123e-17,2.452405342988815e-19,1.0170947325752808e-08,1.2606434604847144e-17,6.119690224751912e-13,3.551773655031514e-23,3.36148572367083e-12,1.2334537081092945e-12,1.956211504820329e-16,9.297197802359756e-18,2.2277783266944512e-14,3.968664917556434e-13,0.0013095394611353037,2.2367671440079457e-14,4.295816207534173e-26,5.216832667429052e-17,7.720707320923815e-19,1.4494563795186463e-18
1.4926585445563302e-10,0.08374391215099938,3.76,0.0,0.5055550089549393,0.9986807968000169,3.747256945989164e-14,0.0,5.364036921658995e-12,3.227193143424247e-06,3.22184304558194e-06,6.15323658290994e-08,1.6455684389886512e-13,5.458270538519994e-13,5.3299393068161114e-09,5.335614780387399e-09,1.0444447448834794e-08,9.655657431281737e-12,6.152636484792335e-08,9.492701172012277e-12,8.280111707604634e-12,7.1382724416813615e-12,1.9011939176404753e-12,5.310737885942284e-18,4.038796870943452e-17,2.6456681428320996e-19,1.0431834216842711e-08,1.3454716910629371e-17,6.389925367369652e-13,3.919667762115829e-23,3.5360010007458443e-12,1.2975181881696401e-12,2.1105677615691413e-16,9.81170635363617e-18,2.3735536480724437e-14,4.1756458159762135e-13,0.001319136309275627,2.3220315096630833e-14,4.707386034040724e-26,5.628048777545482e-17,8.332411201332663e-19,1.565484749620734e-18
1.5299884464396853e-10,0.08374391343874915,3.76,0.0,0.5055549264464044,0.9986717009126527,4.098653700954547e-14,0.0,5.732640518633041e-12,3.3079016913001906e-06,3.3022808574380546e-06,6.307099513812336e-08,1.7445990296681328e-13,5.675945427289038e-13,5.599176325578216e-09,5.6053593981231685e-09,1.0706300936229877e-08,1.0397674555462547e-11,6.306439896420114e-08,1.021719792717804e-11,8.795085939012891e-12,7.495652815909676e-12,2.0024121384854384e-12,5.8474182550991385e-18,4.24869203733826e-17,2.8488196094210895e-19,1.0692720960132509e-08,1.433928271112191e-17,6.663976940798625e-13,4.314899234686271e-23,3.714926581343542e-12,1.3632036116964626e-12,2.272834382678777e-16,1.0341601284158195e-17,2.524560551261867e-14,4.387952127637066e-13,0.0013282303870644405,2.4078666148256834e-14,5.1473832016626565e-26,6.060296500746226e-17,8.975716817352936e-19,1.6876293793938436e-18
1.5673183483230404e-10,0.08374391472649903,3.76,0.0,0.5055548439378494,0.9986630814492669,4.473913768255587e-14,0.0,6.117486122497154e-12,3.3886102235323703e-06,3.3827119794956474e-06,6.46096501293627e-08,1.8469544012299755e-13,5.89568553967548e-13,5.875014766702993e-09,5.881734291860681e-09,1.0968202393170575e-08,1.1176733295347466e-11,6.46024222729035e-08,1.0977383132663708e-11,9.329952111764524e-12,7.861564227200506e-12,2.106436074554997e-12,6.42373729007694e-18,4.464168526999881e-17,3.0621058476159986e-19,1.09536075556213e-08,1.526087493826812e-17,6.941745116996078e-13,4.73872753186384e-23,3.8982620884972215e-12,1.4305099265811597e-12,2.443208773806877e-16,1.0886995904733226e-17,2.6808255572231336e-14,4.605590338683348e-13,0.0013368480341859814,2.4942449742917955e-14,5.61705466225525e-26,6.514097640729684e-17,9.651431542558e-19,1.8160556789246034e-18
1.6046482502063955e-10,0.08374391601424908,3.76,0.0,0.505554761429272,0.9986549134500863,4.874076826235517e-14,0.0,6.518913580786594e-12,3.469318740187277e-06,3.4631364122956855e-06,6.61483327716945e-08,1.9526558973377462e-13,6.117408224633935e-13,6.157452409260193e-09,6.164738026983348e-09,1.123015298274811e-08,1.1993732977511014e-11,6.614043567231494e-08,1.1774089507670618e-11,9.885056499203183e-12,8.235993110947951e-12,2.213275587574154e-12,7.041597032210028e-18,4.685245489093822e-17,3.285772924681591e-19,1.1214494003308123e-08,1.622023736957236e-17,7.223132703708459e-13,5.192434928857176e-23,4.086007146846808e-12,1.4994370816847487e-12,2.6218883237756927e-16,1.1448003309200425e-17,2.842373572645605e-14,4.828567099402253e-13,0.0013450142104122372,2.581140762771278e-14,6.117672501735104e-26,6.989973819614455e-17,1.0360363574522428e-18,1.9509296704089316e-18
1.6419781520897506e-10,0.08374391730199922,3.76,0.0,0.5055546789206706,0.9986471732629583,5.3002040726687584e-14,0.0,6.9372624454321056e-12,3.5500272413329262e-06,3.5435541563768322e-06,6.768704499791834e-08,2.061723961297607e-13,6.341034122172252e-13,6.4464870346601415e-09,6.4543691711134845e-09,1.1492153867678395e-08,1.2849572734165446e-11,6.767844002323186e-08,1.2608148042357298e-11,1.046074523408331e-11,8.618925938992952e-12,2.322940287241598e-12,7.702943904241082e-18,4.9119420748766085e-17,3.520066870837646e-19,1.1475380303191972e-08,1.7218114627619513e-17,7.508045074612086e-13,5.67732619510924e-23,4.27816138244705e-12,1.569985026797216e-12,2.809070404639724e-16,1.2024736374976555e-17,3.009227987442909e-14,5.056889223899137e-13,0.0013527525678953326,2.66852971450959e-14,6.6505338983585e-26,7.488446479083489e-17,1.1103321933782738e-18,2.0924179883876553e-18
1.6793080539731057e-10,0.08374391858974953,3.76,0.0,0.505554596412043,0.9986398384748449,5.75337820603e-14,0.0,7.37287197283894e-12,3.630735727038874e-06,3.623965212275724e-06,6.92257887067147e-08,2.1741781718964058e-13,6.566487032010878e-13,6.742116426397523e-09,6.7506262938496155e-09,1.1754206210302376e-08,1.3745151503447558e-11,6.92164361509236e-08,1.3480388001313701e-11,1.105736430839252e-11,9.010349218986809e-12,2.435439537848946e-12,8.40976870137264e-18,5.144277437773431e-17,3.7652336798011293e-19,1.173626645527181e-08,1.8255252179595257e-17,7.796390101339071e-13,6.194728276961559e-23,4.474724422591487e-12,1.642153712598989e-12,3.004952371745147e-16,1.261730776359857e-17,3.181410766352981e-14,5.290563689791489e-13,0.0013600855196725062,2.756389028984652e-14,7.216961083248419e-26,8.010036881511145e-17,1.188111646278231e-18,2.240687879978543e-18
1.7539678577398156e-10,0.08374392116525067,3.76,0.0,0.5055544313947024,0.9986263012617915,6.74530531859253e-14,0.0,8.297228564294375e-12,3.792152652417502e-06,3.784767261664549e-06,7.230337800693657e-08,2.4093192270899043e-13,7.022584147709246e-13,7.353150651958453e-09,7.363012762050535e-09,1.2278469916122402e-08,1.565912086346986e-11,7.229240687087182e-08,1.534272064302054e-11,1.2314776738326508e-11,9.81861334106775e-12,2.668977960113845e-12,9.968037061629946e-18,5.625941119908684e-17,4.289169681683076e-19,1.2258038316015089e-08,2.045029425420955e-17,8.383021708146585e-13,7.332481695901809e-23,4.88107543096574e-12,1.79135311323215e-12,3.4236053028099483e-16,1.3850415079355275e-17,3.5418426473096995e-14,5.773998372123561e-13,0.0013736190399776113,2.933434357860374e-14,8.45592678900215e-26,9.124655074807417e-17,1.3544457502840854e-18,2.5582444367132948e-18
1.8211616811298545e-10,0.08374392348320232,3.76,0.0,0.5055542828789882,0.9986153025365728,7.741841256144906e-14,0.0,9.19157833493907e-12,3.9374278331834625e-06,3.929466237881506e-06,7.507333446000467e-08,2.632706698481769e-13,7.438615839584e-13,7.925613354704563e-09,7.936807112888144e-09,1.2750494889611557e-08,1.7526614892750128e-11,7.50607600106589e-08,1.7157684464543956e-11,1.3521497789193833e-11,1.0574953754458801e-11,2.8889458467172256e-12,1.1546892937887869e-17,6.078915245808406e-17,4.80036435451093e-19,1.272763248518317e-08,2.256759812919124e-17,8.921854450558929e-13,8.481401782086193e-23,5.261865731015974e-12,1.9311750291676645e-12,3.8321260801395845e-16,1.5015504547211692e-17,3.884648445349478e-14,6.227467931219896e-13,0.0013846144188333015,3.094182043905508e-14,9.699567205350268e-26,1.021209980156199e-16,1.5168745268758288e-18,2.868928692781021e-18
1.8883555045198934e-10,0.08374392580115467,3.76,0.0,0.5055541343631619,0.9986053188599283,8.843827956748913e-14,0.0,1.0147115267415009e-11,4.082702965076095e-06,4.074143552665196e-06,7.784342107156093e-08,2.8673337555730164e-13,7.859513598655546e-13,8.519408701884876e-09,8.532047455794524e-09,1.3222704645649213e-08,1.9536834762078208e-11,7.782909790435783e-08,1.9109174314685685e-11,1.480140755409692e-11,1.1358594977245547e-11,3.1182327596906593e-12,1.330608529014692e-17,6.550456990736908e-17,5.350611184510102e-19,1.3197226175448606e-08,2.4823737414643984e-17,9.47048358287164e-13,9.757274575635745e-23,5.656934802420503e-12,2.07624741495418e-12,4.271903000358686e-16,1.6233652483143274e-17,4.245003163685689e-14,6.698395036900723e-13,0.0013945947274268081,3.256157265692533e-14,1.1073665419338076e-25,1.138254460853564e-16,1.6918534345762407e-18,3.2042142966091442e-18
1.9555493279099323e-10,0.08374392811910776,3.76,0.0,0.5055539858472132,0.9985962565166684,1.0058354681407126e-13,0.0,1.116580722610379e-11,4.227978048555974e-06,4.21879920910033e-06,8.061364790413669e-08,3.113287551061128e-13,8.284931784940479e-13,9.134523815693326e-09,9.148725492802038e-09,1.36951059494863e-08,2.1695016087887483e-11,8.059742430377993e-08,2.1201964515206683e-11,1.615651874431903e-11,1.2169459547291655e-11,3.3568852503875874e-12,1.5258827741144427e-17,7.040678145759073e-17,5.941343556058435e-19,1.3666819386804364e-08,2.7223090151752405e-17,1.0028453820290536e-12,1.1168600481104297e-22,6.066280498004313e-12,2.226570010765244e-12,4.744086441070186e-16,1.7505508193844324e-17,4.6229935756655067e-14,7.186826260377534e-13,0.0014036536809457322,3.4192695244297094e-14,1.2586834050873986e-25,1.263902315771855e-16,1.8798577310392938e-18,3.565098812717925e-18
2.0227431512999713e-10,0.08374393043706167,3.76,0.0,0.505553837331132,0.9985880304476336,1.1392734903648674e-13,0.0,1.2249618976379444e-11,4.373253084099485e-06,4.3634332102653725e-06,8.338402478644223e-08,3.3706485661268463e-13,8.714549124996494e-13,9.770945826256317e-09,9.786832932267437e-09,1.4167705562455556e-08,2.400639246230166e-11,8.336574271234068e-08,2.3440811538666818e-11,1.758884257891838e-11,1.3007470340459164e-11,3.6049477660596177e-12,1.7418799048599928e-17,7.549690530578775e-17,6.573994511309259e-19,1.4136412119243266e-08,2.977004321008775e-17,1.0595331277072951e-12,1.2724088893020753e-22,6.489900673902666e-12,2.3821425636734418e-12,5.249826607036158e-16,1.8831718762134777e-17,5.018697112654749e-14,7.692809870076423e-13,0.001411876338546592,3.583437919441336e-14,1.424794619375429e-25,1.39845673140515e-16,2.081363527934202e-18,3.952586253799872e-18
