Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47)
6.907820830729302e-20,0.8789597992489878,7.676182547373403e-27,6.224301850170791e-23,6.102473088342035e-31,2.6452276409080584e-17,0.0,0.0,1.6704718839613727e-17,7.26821523789979e-32,1.0015033675415626e-43,6.777872833321339e-30,1.2578977496180302e-49,5.651504322542559e-56,4.18830346780897e-37,7.862493339324819e-41,9.232943019037874e-47,4.3379719031871967e-54,1.9685693621855654e-77,5.90445726579609e-101,4.5934773227685575e-89,1.458869004920511e-92,1.958720542428277e-50,3.414704111094769e-90,1.7469201624159523e-62,1.0388997786698714e-88,3.563879855835241e-95,2.1464875007463445e-98,2.0023895885109853e-106,5.022218847899926e-103,1.2048960195605643e-65,1.7195639344060867e-99,6.200041309410641e-106,3.353132736525558e-110,3.76,0.0,0.8032740437059422,0.999999999999573,8.313824955459245e-43,1.9258294522194506e-59,1.3433636997547263e-15,1.3433636997549158e-15,1.6704718847114694e-17,1.7412733051029453e-34,1.995979451647268e-33,1.7532354764239006e-28,6.639394962987407e-21,1.3093745780745e-32,3.755814679065132e-32,2.7196941628499913e-32,5.8470134143208096e-36,4.822846068223377e-40,2.6452276409080575e-17,7.38992330117854e-36,1.0839419103681478e-35,5.165427977489431e-32,9.132046415661914e-55,1.4400241222184586e-34,2.087208483533393e-33,1.4116307036468815e-34,8.675336581409087e-49,1.401675154091659e-48,7.568485465738707e-39,1.1742429503162414e-34,5.536083744511012e-54,4.269531664593636e-13,7.83913961037681e-56,1.0500351112814744e-53,2.439783101050305e-53,6.639394963009645e-21,2.052859837753172e-34,1.3519419909651197e-51,2.1271643015378238e-47,4.7382616858557615e-49,2.239284514937868e-60,1.0842809482972562e-51,5.788059040336584e-31,8.560243193485687e-75,5.615487547820174e-48,1.2022565638833396e-62,2.2787442701055635e-64,8.623081214243545e-57,1.4493290281257358e-66,4.941612364667283e-49,1.410752176026421e-35,3.286221025999463e-62,3.290728772196844e-49,1.1895491100726719e-52
1.382164324341406e-19,0.878959799248988,1.5710292414375723e-26,1.2454011446022785e-22,2.442579585770824e-30,5.2927534813303665e-17,0.0,0.0,3.342395090149343e-17,2.909180246715416e-31,8.018116509553677e-43,2.712915498030884e-29,1.00708305537564e-48,4.524639814591402e-55,1.6764128905055718e-36,3.1470465834086693e-40,7.39384266090529e-46,3.4730154846182026e-53,6.307199175962893e-76,3.785495595514422e-99,1.4722176106833758e-87,4.675701263043853e-91,1.5681674199387866e-49,2.1898956645833362e-88,2.7981082354920658e-61,3.3297002775889514e-87,2.2855686833394822e-93,1.376574147105489e-96,2.5700037649216365e-104,3.222030972997533e-101,1.930077158155603e-64,1.1027817595759913e-97,3.9938862900419546e-104,4.302182554088757e-108,3.76,0.0,0.8032740437059409,0.9999999999991457,6.656115125987579e-42,3.0846740259661677e-58,2.687894526963257e-15,2.6878945269640155e-15,3.342395091650239e-17,6.969631109818635e-34,7.98911947816214e-33,7.017510969200696e-28,1.3284558296879738e-20,5.240910640902943e-32,1.5033046651793277e-31,1.0885864378937675e-31,2.3403291414012474e-35,1.9303953055621383e-39,5.2927534813303616e-17,2.957895190155007e-35,4.338592475601379e-35,2.067517340376177e-31,7.311189836846326e-54,5.763849304726597e-34,8.354273355882473e-33,5.65020163037076e-34,6.94730118210839e-48,1.122474165711981e-47,3.029366613820755e-38,4.700031966713119e-34,4.432233171794044e-53,8.542772738888256e-13,6.276078221107661e-55,8.406665555034967e-53,1.9533099733709104e-52,1.3284558296968745e-20,8.216789258159908e-34,1.08237563137278e-50,1.7034563891689602e-46,3.7944519308799903e-48,3.5867462988548865e-59,8.680840481782966e-51,2.3167320278519442e-30,2.7423518857692106e-73,4.496944249631808e-47,1.3148822878694543e-61,3.650233873511177e-63,6.903713001106336e-56,2.32162510822016e-65,3.957296237668266e-48,5.646688193369975e-35,2.6633572611381846e-61,2.6352517192907955e-48,9.523625849546709e-52
2.7649288068783575e-19,0.8789597992489884,3.2832744309145525e-26,2.4913430672743436e-22,9.773499950725975e-30,1.0587805162174964e-16,0.0,0.0,6.686241502522293e-17,1.164051036960702e-30,6.416930076929392e-42,1.0855195728718647e-28,8.05972517396866e-48,3.6210869820559893e-54,6.707835190912083e-36,1.2592287334454723e-39,5.918070890844761e-45,2.779468371279573e-52,2.0195490065754865e-74,2.42484503306197e-97,4.714787631271217e-86,1.497396921287782e-89,1.2550105341267858e-48,1.4029700637698462e-86,4.479403342230371e-60,1.0663441309250797e-85,1.4642650430409772e-91,8.81911636602533e-95,3.2940565234924635e-102,2.06576376976917e-99,3.089919451317129e-63,7.0650467611513085e-96,2.582519281257778e-102,5.513313142591865e-106,3.76,0.0,0.8032740437059381,0.999999999998291,5.326915030260652e-41,4.9381574903022504e-57,5.3769561813792085e-15,5.376956181382243e-15,6.686241505524939e-17,2.7887602805881e-33,3.196688421467877e-32,2.8079184608054293e-27,2.6574884964530308e-20,2.097046916564692e-31,6.015176805721402e-31,4.3557637010711965e-31,9.364364985486543e-35,7.724095745108914e-39,1.0587805162174946e-16,1.1835433598249253e-34,1.7360021180691012e-34,8.272762427548528e-31,5.851173935975208e-53,2.3062905017782377e-33,3.342797536417107e-32,2.2608166249914e-33,5.560655086855281e-47,8.984331710788292e-47,1.2121412574401945e-37,1.8806249942017774e-33,3.547133584001988e-52,1.708925488461241e-12,5.022770005699112e-54,6.727887404155709e-52,1.563241629403676e-51,2.6574884964886454e-20,3.2877859896373055e-33,8.662294611368877e-50,1.3634554276953086e-45,3.037099328773483e-47,5.74190871309417e-58,6.947310674947148e-50,9.269945794606784e-30,8.780447541515223e-72,3.599377974530659e-46,1.6162731979114794e-60,5.843770855979734e-62,5.525076306613021e-55,3.716760518935725e-64,3.1674403115831453e-47,2.2594131637087878e-34,2.1833265804560226e-60,2.109269377731177e-47,7.62179510574851e-51
5.530457771952262e-19,0.8789597992489893,7.129457674171615e-26,4.983226926625139e-22,3.9100363927042567e-29,2.1177908523864086e-16,0.0,0.0,1.337393432725622e-16,4.6569621323512426e-30,5.134519017567575e-41,4.342785139796436e-28,6.449004693169779e-47,2.897419755321845e-53,2.683570864344179e-35,5.037736320774922e-39,4.735655710302493e-44,2.2239977368359283e-51,6.464549986152777e-73,1.552582071450894e-95,1.509323167843103e-84,4.793548710977248e-88,1.0041991074142672e-47,8.983608897354411e-85,7.1689900338149295e-59,3.413671395100529e-84,9.37610247366864e-90,5.6471304040967365e-93,4.219243633275602e-100,1.3247490947818816e-97,4.9453083922934755e-62,4.5239499257330827e-94,1.6845089616158121e-100,7.061216159963159e-104,3.76,0.0,0.8032740437059326,0.9999999999965816,4.262341369171406e-40,7.9031958342506725e-56,1.0755079490206666e-14,1.0755079490218808e-14,1.337393433326299e-16,1.1156857055334084e-32,1.2788835237967844e-31,1.1233502249853015e-26,5.3155538299295087e-20,8.389553181039948e-31,2.40646240707827e-30,1.742589110725109e-30,3.746355765027767e-34,3.0901413141885316e-38,2.1177908523864012e-16,4.734944117031867e-34,6.945138888874389e-34,3.309643660954025e-30,4.681828221334522e-52,9.226663803289215e-33,1.3373366841234572e-31,9.044738655331538e-33,4.4496500008782216e-46,7.189281166396704e-46,4.849354477869097e-37,7.523724566278997e-33,2.838245801490479e-51,3.4182219164600386e-12,4.018979139764851e-53,5.38333212920647e-51,1.2508308144705687e-50,5.3155538300719914e-20,1.3153284836285977e-32,6.931151794317638e-49,1.0910405361386154e-44,2.4302947269476646e-46,9.189546358889482e-57,5.558904087163849e-49,3.7085819404523606e-29,2.8105308947191596e-70,2.880231587613648e-45,2.1957838790006555e-59,9.352751587200868e-61,4.420912862160945e-54,5.948545673193689e-63,2.5345937344605968e-46,9.039142868722672e-34,1.8299388530174104e-59,1.6878428074508713e-46,6.098594104630436e-50
1.106151570210007e-18,0.8789597992489909,1.650859561787446e-25,9.966994701353394e-22,1.564141848819302e-28,4.235811524724204e-16,0.0,0.0,2.6749319976676193e-16,1.8629364606348636e-29,4.1080052381118196e-40,1.737255435896096e-27,5.1596936283974054e-46,2.3181558955895205e-52,1.0735157095447237e-34,2.0152596734176938e-38,3.789004225843135e-43,1.7793683132731376e-50,2.068974960603145e-71,9.938705798520337e-94,4.83078190604219e-83,1.5342373451637987e-86,8.034355662848541e-47,5.7509822684253215e-83,1.1471940024280705e-57,1.0926104743847275e-82,6.002244002459796e-88,3.615091577580683e-91,5.402457373676723e-98,8.50594689601732e-96,7.91364343470671e-61,2.8960715406862095e-92,1.1179733642788734e-98,9.041029820790596e-102,3.76,0.0,0.8032740437059215,0.9999999999931629,3.410196868295452e-39,1.2646828658906355e-54,2.151132610784381e-14,2.151132610789239e-14,2.674931998869367e-16,4.4631060354008996e-32,5.1159504314169425e-31,4.493766607271056e-26,1.0631684496667923e-19,3.356094394722927e-30,9.626633053674484e-30,6.97092374387948e-30,1.4986642688660349e-33,1.2361571680148288e-37,4.2358115247241734e-16,1.8941317936839076e-33,2.7782816549139147e-33,1.323965210039156e-29,3.745818333683889e-51,3.690965919938266e-32,5.3497821045297045e-31,3.6181899141684133e-32,3.560170428310199e-45,5.752151342000098e-45,1.939899781499912e-36,3.0097347618594025e-32,2.270812238751567e-50,6.836814767873496e-12,3.2154885994997076e-52,4.307074634867306e-50,1.000759665970525e-49,1.06316844972379e-19,5.261742140597687e-32,5.545447933553735e-48,8.729429199894258e-44,1.9444819172808523e-45,1.4705268392478386e-55,4.447545543097419e-48,1.4835535092945849e-28,8.994959344987962e-69,2.304476988893531e-44,3.200962606989323e-58,1.4966577471731682e-59,3.5370858926919993e-53,9.519056377943082e-62,2.0279316129586427e-45,3.6159665965095516e-33,1.5968160713614003e-58,1.3504451889448949e-45,4.8793385446487824e-49
2.2123631562395686e-18,0.8789597992489944,4.201395733384549e-25,1.9934530474916544e-21,6.25682198933757e-28,8.471852869399677e-16,0.0,0.0,5.350009127532463e-16,7.452049068694812e-29,3.2865602084204115e-39,6.949304515588997e-27,4.127950862622401e-45,1.8546127576271214e-51,4.294237571932532e-34,8.061375843805059e-38,3.0313952554148294e-42,1.4235641274824033e-49,6.621230264828331e-70,6.361469570559902e-92,1.5460030026028198e-81,4.910049569193942e-85,6.427789670546443e-46,3.6810999429021955e-81,1.8356348902234942e-56,3.4968352333367787e-81,3.8419285254104404e-86,2.3139571330385977e-89,6.916313997672879e-96,5.476993113085263e-94,1.2662749584648793e-59,1.8537250201686687e-90,7.663401597371344e-97,1.1574229271909492e-99,3.76,0.0,0.8032740437058993,0.9999999999863255,2.7282870113557156e-38,2.0236298211185615e-53,4.3023819343046984e-14,4.302381934324134e-14,5.350009129937339e-16,1.7853150600448187e-31,2.046463439706999e-30,1.7975797869471422e-25,2.126394582928658e-19,1.3424923842162703e-29,3.850809912114749e-29,2.7884829617768785e-29,5.994901009883207e-33,4.944830219473631e-37,8.471852869399554e-16,7.576835482235437e-33,1.1113578834032336e-32,5.296076339126644e-29,2.996797120558359e-50,1.4764464642363312e-31,2.1399999168544067e-30,1.4473348581664955e-31,2.848316524803001e-44,4.602011656754425e-44,7.759915833852054e-36,1.2039428935662985e-31,1.8167360359316903e-49,1.367400045236387e-11,2.5725130027874498e-51,3.445823297977955e-49,8.006457403483897e-49,2.1263945831566576e-19,2.10478250053888e-31,4.436568956960542e-47,6.983985351163197e-43,1.555683994288574e-44,2.3530024915800412e-54,3.558205367848423e-47,5.934455511955141e-28,2.8785886824033155e-67,1.8436982857483837e-43,4.8716712832474783e-57,2.3948264049118803e-58,2.829834707060759e-52,1.5231596935889828e-60,1.622447946767851e-44,1.4464576387333224e-32,1.4898851591885543e-57,1.0804245325381317e-44,3.903656155506397e-48
4.424786328298692e-18,0.8789597992490014,1.200130240785327e-24,3.986960291846941e-21,2.5027797166698874e-27,1.6943935558750152e-15,0.0,0.0,1.0700163387185545e-15,2.980880273764816e-28,2.629310575535465e-38,2.779778363228553e-26,3.3024390759830935e-44,1.4837254233771593e-50,1.7177299760803738e-33,3.2246232473085412e-37,2.425192956551414e-41,1.1388813714258973e-48,2.1188753510020046e-68,4.071563853821934e-90,4.947461346569389e-80,1.5712988861920336e-83,5.142353799894599e-45,2.3560547881279924e-79,2.9371154165249955e-55,1.1191313440505616e-79,2.4589918237137528e-84,1.4810299979774354e-87,8.853629866794213e-94,3.5470892601321194e-92,2.0261135462933943e-58,1.186462176080682e-88,5.5545924986869234e-95,1.4816108666417085e-97,3.76,0.0,0.8032740437058549,0.9999999999726505,2.182681418145759e-37,3.2379175062291855e-52,8.604880581316893e-14,8.604880581394637e-14,1.0700163392000614e-15,7.141405539690499e-31,8.186020271508356e-30,7.190465438217893e-25,4.252846849109122e-19,5.370078790830093e-29,1.540355303527737e-28,1.1154158779512573e-28,2.3980091917247486e-32,1.977972602445915e-36,1.6943935558749663e-15,3.030795857716092e-32,4.44552197773614e-32,2.1184736361976e-28,2.3974949087974894e-49,5.905906166786087e-31,8.560173807282703e-30,5.789457219721882e-31,2.278725295089381e-43,3.68172556521883e-43,3.104030248959888e-35,4.815869553724324e-31,1.453423329719752e-48,2.734837174799843e-11,2.058059255353857e-50,2.756724090158098e-48,6.405317953685145e-48,4.2528468500211376e-19,8.419301294074682e-31,3.5493394112719604e-46,5.5873650827559565e-42,1.2445865810825925e-43,3.7649316299776886e-53,2.846631893435231e-46,2.3738305005586165e-27,9.211806500123545e-66,1.475005307860311e-42,7.594764697792054e-56,3.831861463054637e-57,2.263972155521998e-51,2.4371440518256068e-59,1.2979994211953108e-43,5.786045423126535e-32,1.5317391343503002e-56,8.643669794417887e-44,3.1229990631192017e-47
8.849632672416937e-18,0.8789597992490152,3.83964530806758e-24,7.973975139128157e-21,1.0011220719186229e-26,3.3888100937449226e-15,0.0,0.0,2.1400471906185275e-15,1.1923642388522113e-27,2.1034734242176743e-37,1.1119226580588762e-25,2.641982615287488e-43,1.1869944255965221e-49,6.870989799034299e-33,1.2898682638709062e-36,1.940185066567137e-40,9.111207698171775e-48,6.780531791967859e-67,2.6058723335554536e-88,1.5832325547834387e-78,5.028318779792193e-82,4.113931872496149e-44,1.5079233310758325e-77,4.6994643401540984e-54,3.581879563680343e-78,1.5738051903683734e-82,9.478928085283008e-86,1.1333124940068839e-91,2.3234455412623233e-90,3.2418405738147193e-57,7.5936285743596905e-87,4.386734746628894e-93,1.8965320048318816e-95,3.76,0.0,0.803274043705766,0.9999999999453008,1.7461658600017604e-36,5.1807558454035776e-51,1.7209877875227525e-13,1.7209877875538503e-13,2.1400471915836496e-15,2.856591280161717e-30,3.2744413917839324e-29,2.8762154334315162e-24,8.505751380096979e-19,2.148053366812204e-28,6.161483891992105e-28,4.461708898622015e-28,9.592134343463426e-32,7.911973075470593e-36,3.388810093744727e-15,1.2123306779399823e-31,1.7782268797903126e-31,8.473980746536789e-28,1.9180191793009447e-48,2.3623866210402236e-30,3.4241043405398444e-29,2.3158064454782335e-30,1.823009066907588e-42,2.945426953625145e-42,1.241625340959666e-34,1.9263674176118226e-30,1.162752467679406e-47,5.469711404588284e-11,1.6464669498645119e-49,2.205405475577896e-47,5.124315170599707e-47,8.505751383745077e-19,3.367754776534786e-30,2.839505226799828e-45,4.4699627879034187e-41,9.956850197899405e-43,6.0239927241525224e-52,2.2773325931780513e-45,9.495418594338774e-27,2.9478297136766878e-64,1.1800229182516011e-41,1.199169033136805e-54,6.13108972155698e-56,1.8112802666947896e-50,3.899501317920807e-58,1.038415962667475e-42,2.3145194357697205e-31,1.7690966458042254e-55,6.9150452512271995e-43,2.4984289204883694e-46
1.7699325360653427e-17,0.878959799249043,1.343681037121574e-23,1.594800626797323e-20,4.004508666050858e-26,6.7776431694839876e-15,0.0,0.0,4.280108894295901e-15,4.769481214056921e-27,1.6827887248546643e-36,4.447713268016562e-25,2.113598633679411e-42,9.4960117494719e-49,2.7484098981992434e-32,5.1595460484825436e-36,1.5521603338293478e-39,7.28908716562957e-47,2.1697910805105805e-65,1.667781162950124e-86,5.066445780784472e-77,1.6091068664175421e-80,3.291165041632467e-43,9.650863788679933e-76,7.519206679182915e-53,1.1465813422359769e-76,1.0072514573137798e-80,6.066652634813089e-84,1.4506706304677415e-89,1.5551717288906215e-88,5.186992065070145e-56,4.860035157491323e-85,3.872136771371509e-91,2.427605827824725e-93,3.76,0.0,0.8032740437055884,0.9999999998906012,1.3969409807851876e-35,8.289279621369905e-50,3.441987246259374e-13,3.441987246383766e-13,4.280108896234561e-15,1.1426423282473502e-29,1.3097831976577646e-28,1.1504920248659722e-23,1.7011560436580423e-18,8.592257164344988e-28,2.4646060923965315e-27,1.7846926367981885e-27,3.836873252907486e-31,3.16480707192335e-35,6.7776431694832035e-15,4.849347395811909e-31,7.112943694395602e-31,3.389609538948893e-27,1.5344252316366532e-47,9.449595530176212e-30,1.3696486912472602e-28,9.263272897050492e-30,1.4584187864244098e-41,2.3563601713261497e-41,4.966531512138294e-34,7.705508863312631e-30,9.302075010691733e-47,1.0939459746811284e-10,1.3171813846899179e-48,1.7643348977394376e-46,4.099476450871438e-46,1.701156045117287e-18,1.3471087625983068e-29,2.2716176591242087e-44,3.575998519041072e-40,7.965543185260315e-42,9.638470051076043e-51,1.8218769674368227e-44,3.7981867559954784e-26,9.433137685720165e-63,9.440258034016822e-41,1.9058755693519456e-53,9.80983267988449e-55,1.4491624879890578e-49,6.239258776879138e-57,8.307393403857233e-42,9.258746617693212e-31,2.2851961436200354e-54,5.532079968198e-42,1.9987550270454515e-45
3.539871073712641e-17,0.8789597992490984,4.9903680204083586e-23,3.1896074262794546e-20,1.6018075483321883e-25,1.3555309320959114e-14,0.0,0.0,8.560232301160367e-15,1.9077973372412153e-26,1.3462349739263022e-35,1.7790898424892784e-24,1.6908839228445033e-41,7.596831932323657e-48,1.0993667546676242e-31,2.063861068394189e-35,1.2417331792349385e-38,5.831411441154348e-46,6.9433654534426e-64,1.4089946571670863e-84,1.8783203328716058e-75,5.965678606382234e-79,2.6329398675430435e-42,8.153433015296098e-74,1.2030781660141352e-51,4.254194423604975e-75,8.517878592316233e-79,5.1304144292450695e-82,3.2505153846251667e-87,1.5052628846090278e-86,8.299225107303827e-55,4.110013675314486e-83,5.1991324386539166e-89,5.43952359066279e-91,3.76,0.0,0.8032740437052331,0.9999999997812019,1.117556105807737e-34,1.3262903608618849e-48,6.883986163550599e-13,6.883986164048169e-13,8.560232305071321e-15,4.5705809717781474e-29,5.2391459467764925e-28,4.6019798011842723e-23,3.4023178527578294e-18,3.436911601929749e-27,9.858449440582637e-27,7.138788701496604e-27,1.5347532043740035e-30,1.265927443944395e-34,1.3555309320955978e-14,1.9397439065342332e-30,2.8451847109665172e-30,1.3558472635806025e-26,1.2275450801677145e-46,3.7798486110147873e-29,5.4786086068824185e-28,3.7053185816678055e-29,1.1667396430779615e-40,1.8850955927864616e-40,1.986621566875109e-33,3.0822113842729504e-29,7.441682201567402e-46,2.1878955961841769e-10,1.0537482481033881e-47,1.4114721824390315e-45,3.279590872356127e-45,3.4023178585948127e-18,5.388448755775831e-29,1.817299515961434e-43,2.8608101304802485e-39,6.372459769904006e-41,1.5421617431971628e-49,1.4575060294420667e-43,1.519278565861287e-25,3.0186172677085554e-61,7.552236301858267e-40,3.0391649098471405e-52,1.5695803654338326e-53,1.1595409125186316e-48,9.982859376608583e-56,6.645941002867108e-41,3.704005495113334e-30,3.2200231361623667e-53,4.425681482479968e-41,1.5990088140394978e-44
7.079748149007238e-17,0.8789597992492093,1.9192757863400091e-22,6.379223320096655e-20,6.4072384069815655e-25,2.711064162389735e-14,0.0,0.0,1.7120479112928145e-14,7.631199051236825e-26,1.0769895764999811e-34,7.116368505463479e-24,1.3527091435264782e-40,6.077474550638072e-47,4.397472606769371e-31,8.255753974708228e-35,9.933885081362284e-38,4.665335125604941e-45,2.221882301951268e-62,9.05175180574084e-83,6.036557681753316e-74,1.917321891771191e-77,2.106355054545316e-41,5.237982735888309e-72,1.9249291387948403e-50,1.3691536261518632e-73,5.472174489332928e-77,3.2960716351057945e-80,4.174612646793367e-85,1.1630384029412565e-84,1.3278790687624038e-53,2.6405131002588276e-81,5.740899359842601e-87,6.985936061996218e-89,3.76,0.0,0.8032740437045226,0.9999999995624034,8.940462196082499e-34,2.1220690742863742e-47,1.3767983997404976e-12,1.3767983999395262e-12,1.7120479120884593e-14,1.8282347415896353e-28,2.0956609093245804e-27,1.840794259786476e-22,6.804641462169856e-18,1.3747663854146511e-26,3.943384790231009e-26,2.855519111115202e-26,6.139020624709925e-30,5.063727380701787e-34,2.711064162388481e-14,7.758985613671606e-30,1.1380753295461147e-29,5.423395949744469e-26,9.820395253885168e-46,1.51194199597277e-28,2.1914461565745297e-27,1.4821293170780428e-28,9.333935612596688e-40,1.5080794762479e-39,7.946527650340172e-33,1.2328861217864125e-28,5.953354774854615e-45,4.375794651424085e-10,8.429998713000893e-47,1.1291795433692533e-44,2.62367655994671e-44,6.80464148551773e-18,2.1553822444965614e-28,1.453841764350102e-42,2.2886526300388168e-38,5.097977921937986e-40,2.4674640158714782e-48,1.1660067630662586e-42,6.07712198879997e-25,9.659596338137793e-60,6.041800990294118e-39,4.854475008747606e-51,2.5113343146365095e-52,9.279660784841444e-48,1.5972611265719552e-54,5.316763312104839e-40,1.4820020261267856e-29,4.803002850577465e-52,3.5405521907152224e-40,1.2792090259966572e-43
1.4159502299596433e-16,0.8789597992494311,7.523360100537261e-22,1.27584642871466e-19,2.5628970453801396e-24,5.422130622972578e-14,0.0,0.0,3.424097272861913e-14,3.052481560169623e-25,8.615922997268867e-34,2.8465492812324635e-23,1.0821681151416213e-39,4.86198322909026e-46,1.758990158181586e-30,3.3025430526043922e-34,7.947115922105572e-37,3.732589352293974e-44,7.110031924628918e-61,5.79347085308341e-81,1.9320958281834145e-72,6.137129877932451e-76,1.6850853507389926e-40,3.352512234680707e-70,3.079889865532363e-49,4.394601042648599e-72,3.502404586897012e-75,2.109766695116765e-78,5.343654201001402e-83,9.953893136846637e-83,2.124609038758818e-52,1.6901601154630264e-79,6.743119405773065e-85,8.942246951393285e-87,3.76,0.0,0.8032740437031015,0.9999999991248066,7.152375200526863e-33,3.395314115566299e-46,2.7535979662201438e-12,2.753597967016259e-12,3.4240972745070135e-14,7.312943841062162e-28,8.382647893584878e-27,7.363181709502739e-22,1.3609288645844183e-17,5.499069010165705e-26,1.577354918727011e-25,1.1422083702711973e-25,2.4556098119541852e-29,2.0255011729198048e-33,5.422130622967561e-14,3.1035963158604837e-29,4.552304196635026e-29,2.169359758512805e-25,7.856354101065842e-45,6.047776861233336e-28,8.76578961746268e-27,5.928521035850526e-28,7.467155896768115e-39,1.2064648133634941e-38,3.178638103736152e-32,4.931547625589129e-28,4.762687643535457e-44,8.751592010839274e-10,6.744004328469738e-46,9.033445004091282e-44,2.098942756610151e-43,1.3609288739235036e-17,8.62153447121503e-28,1.1630742658932295e-41,1.8309239135698744e-37,4.078386407667749e-39,3.947946602721844e-47,9.328064379589114e-42,2.4308503393278383e-24,3.091074168075393e-58,4.833445570045714e-38,7.76060889092968e-50,4.0181395535289815e-51,7.429045695476321e-47,2.5556207023456126e-53,4.253414850218058e-39,5.931195428423152e-29,7.405576416980662e-51,2.8324445569461728e-39,1.0233681031850022e-42
2.8319010600774817e-16,0.8789597992498749,2.978595407158048e-21,2.551698293893902e-19,1.0251591865544848e-23,1.0844263544119043e-13,0.0,0.0,6.848195992862278e-14,1.2209930113784722e-24,6.892740945248441e-33,1.1386201298583343e-22,8.657348093926778e-39,3.8895879973692816e-45,7.035962846502173e-30,1.3212091315804835e-33,6.357695877316468e-36,2.9865821629348964e-43,2.2752115823220466e-59,3.7078273359466606e-79,6.1836184454260475e-71,1.964451375729659e-74,1.3480688720682464e-39,2.145611664265319e-68,4.927826331363191e-48,1.4144209559353703e-70,2.241542844634779e-73,1.3504483788054437e-76,6.839885580063885e-81,9.583403316971294e-81,3.399376764881488e-51,1.0818694768539789e-77,8.243449247267186e-83,1.1446088356010804e-84,3.76,0.0,0.8032740437002595,0.9999999982496133,5.721902503979834e-32,5.4325054596444335e-45,5.50719709801452e-12,5.507197101198981e-12,6.848195996367729e-14,2.925178646521203e-27,3.3530593647363266e-26,2.9452736112556763e-21,2.7218582872597637e-17,2.199628281143617e-25,6.309421678853489e-25,4.568834930506634e-25,9.822442376970563e-29,8.102078730186111e-33,1.084426354409898e-13,1.2414389987297185e-28,1.8209222448482388e-28,8.67744178752072e-25,6.285136924728847e-44,2.419115539326448e-27,3.5063164960330455e-26,2.3714091668196274e-27,5.973727711283445e-38,9.651723941275693e-38,1.2714756638392138e-31,1.972619679754337e-27,3.81015199342325e-43,1.7503183725412177e-09,5.395206032876692e-45,7.226761814063421e-43,1.679154750872316e-42,2.721858324615552e-17,3.4486148942146964e-27,9.304597445280607e-41,1.4647398535121674e-36,3.26271079851407e-38,6.316717893156422e-46,7.462459640900775e-41,9.723404434816122e-24,9.891442469363358e-57,3.866758364414226e-37,1.2411733222404794e-48,6.429027217441001e-50,5.951737260948323e-46,4.088995439699222e-52,3.402733554958073e-38,2.375025770311614e-28,1.1625538899439994e-49,2.2659567712731897e-38,8.186949834728272e-42
