Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47)
2.8519559553786504e-05,0.9546149932407699,0.0020569838932175516,0.0008257298475660883,0.0005432422575319123,0.12330413610929007,0.0,0.0,0.0002022349472169344,2.7567083735871798e-06,0.05720487191064212,0.17570131911051196,3.247792228828944e-05,3.5430047430589543e-09,9.203260133762447e-08,5.7820969184811e-06,9.830331947895185e-05,0.0009601881217361575,7.969841293134684e-09,8.088859218399807e-12,7.776592801878587e-08,3.638036443737296e-10,6.185134446147723e-07,8.108396552419352e-07,3.7089516749422734e-09,1.560852512460359e-07,5.395231218444111e-10,5.093179249489473e-07,2.838728050801455e-08,2.2924240678993624e-10,6.78088264116763e-08,7.238269377480637e-12,5.105017513433522e-11,3.739291564266034e-09,3.76,0.0,0.14603638883608103,0.6786925129352102,0.1336891482393852,0.0005617993956713258,0.0012608935285087798,0.5936673750878734,0.04559915375159806,1.9345113057692496e-11,8.074484260289413e-12,9.061306902252357e-05,3.076227853584065e-05,4.444399095307961e-06,0.08514940587735394,0.019899584327433287,0.001211147567198388,2.450158253818757e-05,0.11975776718559714,0.043194243217738154,3.884791669692536e-06,0.008504360828015728,8.233153119365254e-10,1.173883095142464e-05,4.6867636427259043e-07,0.0005472685966431195,4.560184540842722e-06,7.941783115271466e-05,2.1153098362921804e-05,0.010920744633663031,4.062167240564323e-09,0.0017346859909604577,2.825282399341344e-10,9.634003181885663e-08,3.381178648568544e-07,0.01373790830229094,0.016045475024170204,1.0425435650381115e-06,0.00011889650659433885,1.7456336893509455e-05,1.9212490667330844e-05,1.5311789091344817e-07,8.175532435619652e-05,3.6942826784394242e-09,7.624697624627184e-05,8.355059944061058e-09,0.00010619349900838685,1.8657731203031416e-11,2.816312702295925e-09,7.829663958998896e-06,2.495436033132982e-07,1.171386874039058e-10,0.00027347955304828954,2.8663761463702163e-08
2.871286397267053e-05,0.9548858412104652,0.002064354429556381,0.0008302569875059157,0.0005467414271771608,0.1234493123946625,0.0,0.0,0.0002024723241192807,2.7422861903992118e-06,0.057839038420784694,0.1761834843016613,3.2846829725400186e-05,3.5660108833838838e-09,9.271480367055418e-08,5.799902247266176e-06,9.918949127713395e-05,0.0009688156199160184,8.090218676886873e-09,8.351539544988057e-12,7.997121145783468e-08,3.689812468524694e-10,6.177563772420402e-07,8.240242300478153e-07,3.741191351229163e-09,1.5948641963573601e-07,5.524178791383367e-10,5.192745067400162e-07,2.8952316365103283e-08,2.3375131766278244e-10,6.873663595096885e-08,7.384827958280393e-12,5.225691465029516e-11,3.8423229924557515e-09,3.76,0.0,0.14425593807996273,0.6772828876876611,0.13435713424925305,0.0005648476982779177,0.0012499555256447604,0.5959793490459039,0.04528406264681241,1.913267273902805e-11,7.985582906068267e-12,8.975507344127407e-05,3.0620731953094355e-05,4.40327314151422e-06,0.08568023259698612,0.01989360814624793,0.001196532981816231,2.4370253079806534e-05,0.12024202895003966,0.04312464385452286,3.836508026599767e-06,0.008516079543784236,8.169698914758501e-10,1.1758771474670995e-05,4.6947048565362107e-07,0.0005451161278511239,4.56983802639658e-06,7.968370054432332e-05,2.1140265028533097e-05,0.01101589218333029,4.050663642334062e-09,0.0017310830813837123,2.8323299872037035e-10,9.743650589427404e-08,3.421111396098504e-07,0.013731721724646052,0.015983114608936193,1.055120338923558e-06,0.00012022296245376222,1.7650040602670598e-05,1.9390101520084584e-05,1.537109785753787e-07,8.194825683112738e-05,3.7196384295430154e-09,7.648471921992905e-05,8.361345065606965e-09,0.00010752702369496061,1.8886720008516945e-11,2.8434235392823126e-09,7.799318833160512e-06,2.4577975848794507e-07,1.1640935331686975e-10,0.00027384695904947336,2.869834730243977e-08
2.8906168391554553e-05,0.9551548735225971,0.002071773088472104,0.0008348308661424107,0.0005502714371466568,0.12358995032021923,0.0,0.0,0.00020271900079872125,2.728167871503612e-06,0.05847484607323569,0.1766607910144638,3.321782005365915e-05,3.5891195138821768e-09,9.339891238517307e-08,5.817468217405273e-06,0.00010007324124259344,0.0009774386996235422,8.211608702126731e-09,8.621148448930524e-12,8.22212787311907e-08,3.7419133694637126e-10,6.169666051142455e-07,8.373084671790782e-07,3.773428714587841e-09,1.6292768363830931e-07,5.655087778153818e-10,5.29312347214441e-07,2.952123582235997e-08,2.383003013513443e-10,6.967116827538885e-08,7.533008128248149e-12,5.348234304823962e-11,3.947314843849355e-09,3.76,0.0,0.14249440567677643,0.6758790508416607,0.13502248193146404,0.000567845587598254,0.0012390871312995338,0.5982767974006619,0.04497062254598371,1.892230285279176e-11,7.897548640481208e-12,8.890465809146948e-05,3.048087351332555e-05,4.362503827418975e-06,0.08621035445416164,0.019887124459927834,0.001182059886821985,2.4238895662394634e-05,0.12072106244598514,0.0430514039892139,3.788773729168415e-06,0.008527493658024412,8.106539371358985e-10,1.1778115307471728e-05,4.7024081565087266e-07,0.000542966613659998,4.579161760842615e-06,7.9944190141185e-05,2.1126142176173274e-05,0.011110276784171065,4.0389027007876995e-09,0.0017274949668208413,2.839238859989648e-10,9.853323339548529e-08,3.461069933642728e-07,0.01372461715030458,0.015919576172936184,1.0677090430702311e-06,0.00012155662227481903,1.7844794669663993e-05,1.9568187339156083e-05,1.5430844823851547e-07,8.214076358333629e-05,3.744968107675841e-09,7.671992065243875e-05,8.367328718705057e-09,0.00010886835481001624,1.9117992224905748e-11,2.8705747324146892e-09,7.768628480035039e-06,2.420766312637463e-07,1.1567838687532921e-10,0.00027420412444278583,2.8731966213209685e-08
2.9099472810438578e-05,0.9554221087307062,0.00207924150370803,0.0008394524144680243,0.0005538328925978831,0.12372610160505314,0.0,0.0,0.00020297487849474513,2.714347969419092e-06,0.05911228074206833,0.17713328555759136,3.359090610658044e-05,3.6123358972951693e-09,9.408505398530783e-08,5.834798908798088e-06,0.00010095447231665314,0.0009860568112368742,8.334026633107716e-09,8.897832597342528e-12,8.451661255331002e-08,3.7943369006901116e-10,6.161448889611872e-07,8.506919522126505e-07,3.805662580085277e-09,1.6640893868180075e-07,5.787969711858214e-10,5.39430004852635e-07,3.009390158232808e-08,2.4288883217540285e-10,7.061245445876833e-08,7.682807140516065e-12,5.472660295083939e-11,4.054284248313151e-09,3.76,0.0,0.14075158560683407,0.6744809358677814,0.13568521901432695,0.0005707927557569714,0.0012282878635483782,0.6005598551673645,0.04465882746731122,1.871398016249332e-11,7.810371707723463e-12,8.806174085313217e-05,3.034268765914104e-05,4.322087751823885e-06,0.0867397928556422,0.01988014488719223,0.0011677273666833737,2.4107525469013528e-05,0.1211949059647255,0.04297457325285908,3.7415828159948566e-06,0.008538608199663887,8.043676909235925e-10,1.179686977344636e-05,4.7098764625346656e-07,0.0005408202938766569,4.588159330724347e-06,8.019933086263729e-05,2.1110755265986853e-05,0.011203882949550553,4.026890092086283e-09,0.001723921477226872,2.846011191627974e-10,9.963016091473805e-08,3.501051931910455e-07,0.013716605313356313,0.0158548868268126,1.0803089034698823e-06,0.00012289749421651001,1.804060036779714e-05,1.974674610603321e-05,1.5491043385401436e-07,8.233292243761724e-05,3.7702713622323805e-09,7.695259231640503e-05,8.373013868860666e-09,0.00011021752750587562,1.9351589147288283e-11,2.8977663620044993e-09,7.737603550611103e-06,2.384331167738816e-07,1.149459501974599e-10,0.0002745511161557585,2.8764627844391134e-08
2.9292777229322602e-05,0.9556875652356004,0.002086761342894108,0.0008441225854250259,0.0005574264143808499,0.12385781728869784,0.0,0.0,0.00020323986216903687,2.700821201823854e-06,0.05975132868049199,0.17760101372866074,3.3966101463303464e-05,3.635665424376726e-09,9.477335850972071e-08,5.851898422760486e-06,0.00010183308786266323,0.000994669406927102,8.457488301592658e-09,9.181741464235395e-12,8.685769285293688e-08,3.8470807449984143e-10,6.152919812005776e-07,8.641742665451197e-07,3.837891789007619e-09,1.6993007312142528e-07,5.922836152318598e-10,5.496260034097673e-07,3.067017319365463e-08,2.475163714357309e-10,7.156052747592679e-08,7.83422209846336e-12,5.598983826631125e-11,4.16324814165629e-09,3.76,0.0,0.13902727386440594,0.6730884765094374,0.13634537324604482,0.0005736889039240449,0.0012175572414091457,0.6028286562135653,0.04434867126249404,1.8507681698497047e-11,7.7240424648496e-12,8.722624054434728e-05,3.0206159389596355e-05,4.2820215357965165e-06,0.08726856927893477,0.01987268083202277,0.0011535344880689539,2.3976157229914837e-05,0.12166359762588005,0.04289420060453154,3.6949293614289126e-06,0.00854942815065315,7.981113820647002e-10,1.1815042093569781e-05,4.7171126536506047e-07,0.0005386774030614897,4.596834323496266e-06,8.044915404544738e-05,2.1094129434414316e-05,0.011296695389914277,4.014631389255213e-09,0.0017203624432543389,2.852649139061504e-10,1.0072723752452188e-07,3.5410551657941154e-07,0.013707696931166568,0.01578907331605469,1.0929191763426715e-06,0.00012424558848530632,1.8237459266744493e-05,1.992577611562186e-05,1.555170731009972e-07,8.252481189500274e-05,3.795547886300797e-09,7.718274659742651e-05,8.378403510991125e-09,0.00011157457847706695,1.9587553007237048e-11,2.92499853946148e-09,7.70625447818166e-06,2.3484813163421606e-07,1.142122008244743e-10,0.00027488800047332444,2.879634198860602e-08
2.9486081648206627e-05,0.9559512612869075,0.002094334308694217,0.0008488423546766165,0.0005610526393572693,0.1239851477340812,0.0,0.0,0.00020351386048067253,2.687582447365441e-06,0.06039197652117174,0.17806402082017106,3.434342047494549e-05,3.6591136182557654e-09,9.546395962379292e-08,5.868770882121629e-06,0.00010270899165902096,0.0010032759406452393,8.582010114831053e-09,9.47302740548574e-12,8.924499663262689e-08,3.900142513499099e-10,6.144086260376866e-07,8.777549874636509e-07,3.870115209622241e-09,1.7349096829785156e-07,6.059698694673203e-10,5.598988320756069e-07,3.124990707659097e-08,2.5218236758209597e-10,7.251542223330041e-08,7.98724991869405e-12,5.727219428487369e-11,4.274223261243357e-09,3.76,0.0,0.13732126843926834,0.6717016067719054,0.13700297239718504,0.0005765337421053962,0.0012068947848158861,0.6050833332765402,0.04404014762247646,1.830338475619998e-11,7.638551379584411e-12,8.639807690351946e-05,3.0071274255697156e-05,4.242301822581919e-06,0.08779670527694229,0.019864743488262483,0.0011394803013782765,2.38448052353843e-05,0.12212717536621424,0.04281033433595612,3.6488074678992777e-06,0.00855995844756891,7.918852195838451e-10,1.1832639386397924e-05,4.7241195678899603e-07,0.000536538170605776,4.605190331371764e-06,8.06936914377505e-05,2.107628950004263e-05,0.011388699010899053,4.002132064308678e-09,0.0017168176962250369,2.8591548430294046e-10,1.018244147942348e-07,3.58107752327436e-07,0.013697902701928565,0.015722162021501226,1.1055391538106839e-06,0.00012560091742029987,1.8435373245245206e-05,2.0105275986946914e-05,1.561285056907205e-07,8.271651117835652e-05,3.820797439886233e-09,7.74103965052067e-05,8.383500670281997e-09,0.0001129395459894664,1.9825927327524453e-11,2.9522714069871485e-09,7.67459148204651e-06,2.3132061359187418e-07,1.1347729159242877e-10,0.00027521484304680784,2.8827118586035486e-08
2.967938606709065e-05,0.9562132149845857,0.0021019621399764195,0.0008536127213881439,0.0005647122210010062,0.12410814263039359,0.0,0.0,0.00020379678576404827,2.674626741632858e-06,0.061034211276740385,0.1785223516253475,3.4722878290218396e-05,3.682686138835007e-09,9.615699471120723e-08,5.885420431359232e-06,0.0001035820878915934,0.0010118758680972236,8.707609063787927e-09,9.771845737596591e-12,9.167899782796576e-08,3.9535197452736693e-10,6.134955595663934e-07,8.914336882119433e-07,3.902331737844031e-09,1.7709149859556627e-07,6.198568980575257e-10,5.702469456315601e-07,3.1832956548950754e-08,2.5688625637752377e-10,7.347717566472245e-08,8.141887385345758e-12,5.857381778270679e-11,4.387226141675342e-09,3.76,0.0,0.1356333692984815,0.6703202609111942,0.13765804426310788,0.0005793269889334958,0.001196300014594228,0.6073240179806627,0.04373325008276458,1.8101066889660882e-11,7.55388902908712e-12,8.557717057211169e-05,2.9938018354500506e-05,4.202925277992751e-06,0.08832422248275736,0.019856343844100934,0.0011255638421785558,2.3713483347717673e-05,0.12258567692878115,0.04272302207616415,3.6032112758961494e-06,0.008570203983127947,7.856894018800375e-10,1.1849668668270955e-05,4.7309000026368227e-07,0.0005344028208053291,4.61323094589629e-06,8.093297519293934e-05,2.1057259966929635e-05,0.011479878911383374,3.989397489484076e-09,0.0017132870681017861,2.8655304281177824e-10,1.0292164680770054e-07,3.62111699778483e-07,0.01368723330223327,0.01565417895995526,1.118168158620122e-06,0.00012696349557714736,1.863434450316819e-05,2.0285244672427768e-05,1.5674487528549813e-07,8.290810027802595e-05,3.846019827400457e-09,7.763555568421206e-05,8.388308403015829e-09,0.00011431246991030626,2.006675662645348e-11,2.9795851380962193e-09,7.642624571129306e-06,2.2784952097620134e-07,1.1274137101088437e-10,0.0002755317088990964,2.8856967728835847e-08
2.9872690485974676e-05,0.9564734442805177,0.002109646613084641,0.0008584347090308282,0.0005684058301164661,0.12422685099580727,0.0,0.0,0.00020408855400808632,2.6619492732819855e-06,0.06167802034049668,0.1789760504438959,3.5104490881966526e-05,3.7063887876645356e-09,9.685260497737395e-08,5.9018512368042475e-06,0.00010445228114538609,0.0010204686467200337,8.834302731734523e-09,1.0078354821577891e-11,9.416016716712836e-08,4.0072099071485337e-10,6.125535098785942e-07,9.052099380623216e-07,3.934540298137579e-09,1.8073153150111004e-07,6.339458710896269e-10,5.806687646038902e-07,3.2419171852394426e-08,2.6162746108049766e-10,7.4445826839278e-08,8.298131103214304e-12,5.989485713564677e-11,4.502273110591985e-09,3.76,0.0,0.13396337836844424,0.6689443734227595,0.13831061666640865,0.0005820683714577772,0.0011857724524424382,0.6095508408548022,0.043427972028243764,1.7900705909896277e-11,7.470046097739283e-12,8.47634430781092e-05,2.9806378325977773e-05,4.163888590279373e-06,0.08885114261465886,0.0198474926864475,0.0011117841325542252,2.3582205012718664e-05,0.1230391398523167,0.042632310796187185,3.5581349562800444e-06,0.008580169607638995,7.795241072208771e-10,1.1866136853578564e-05,4.737456714424373e-07,0.000532271572930253,4.620959762748074e-06,8.116703786109716e-05,2.1037065030085922e-05,0.01157022038143509,3.9764329393116e-09,0.0017097703914593476,2.8717780035073203e-10,1.040188901814685e-07,3.66117170062193e-07,0.013675699384647813,0.015585149784897287,1.1308055510019073e-06,0.00012833333982396742,1.883437557532525e-05,2.0465681467436732e-05,1.573663277285652e-07,8.309965999979409e-05,3.871214923807195e-09,7.78582384239272e-05,8.392829797308655e-09,0.00011569339173951598,2.0310086816309437e-11,3.006939937402646e-09,7.610363547531015e-06,2.2443383235835066e-07,1.1200458306796915e-10,0.00027583866242610256,2.888589966427762e-08
3.00659949048587e-05,0.9567319669800546,0.0021173895432145063,0.0008633093662272985,0.0005721341553881073,0.12434132118005928,0.0,0.0,0.00020438908483810776,2.6495453803062296e-06,0.06232339148729283,0.17942516108767234,3.548827507565328e-05,3.7302275131598065e-09,9.755093555969609e-08,5.918067486900807e-06,0.0001053194763958007,0.0010290537356597927,8.962109303167129e-09,1.0392716149574357e-11,9.668897203082507e-08,4.0612103935443906e-10,6.115831971690755e-07,9.19083302389619e-07,3.966739844173733e-09,1.8441092766135117e-07,6.482379656889724e-10,5.911626754129738e-07,3.300840017901228e-08,2.664053926085877e-10,7.542141702275929e-08,8.455977563776605e-12,6.123546243390235e-11,4.619380284565204e-09,3.76,0.0,0.13231109951697712,0.6675738790300391,0.13896071745962094,0.000584757624934852,0.0011753116209138321,0.6117639313498142,0.04312430669769063,1.770227987886587e-11,7.38701337615095e-12,8.395681681997087e-05,2.9676341348374722e-05,4.125188470395933e-06,0.08937748748129834,0.019838200605199068,0.0010981401823734885,2.3450983270893174e-05,0.12348760146089774,0.04253824681376193,3.5135727198640083e-06,0.00858986013045449,7.733895055323893e-10,1.1882050754977512e-05,4.743792419371579e-07,0.0005301446412902232,4.628380375534273e-06,8.139591238561766e-05,2.1015728579623e-05,0.011659708900190436,3.963243591804291e-09,0.0017062674994553953,2.87789966303552e-10,1.0511610408400905e-07,3.701239849639926e-07,0.013663311575311112,0.015515099787285429,1.1434507222264508e-06,0.00012971046944250234,1.9035469346387377e-05,2.0646586021320756e-05,1.5799301312879403e-07,8.329127201482031e-05,3.896382648860912e-09,7.8078459668981e-05,8.397067973836202e-09,0.00011708235464248641,2.0555964874789656e-11,3.0343360413037163e-09,7.577818010000956e-06,2.210725460346584e-07,1.1126706767186414e-10,0.0002761357673948689,2.891392479877225e-08
3.0259299323742725e-05,0.956988800743671,0.0021251927857529906,0.0008682377676354155,0.0005758979038584508,0.12445160086694726,0.0,0.0,0.00020469830150011013,2.6374105464470507e-06,0.06297031287461707,0.17986972688626682,3.5874248578691196e-05,3.7542084158186475e-09,9.825213563868639e-08,5.934073392466469e-06,0.0001061835789991421,0.001037630595741647,9.0910475729631e-09,1.0715094434140418e-11,9.926587631208615e-08,4.1155185263298533e-10,6.105853338428936e-07,9.330533427377468e-07,3.998929359696825e-09,1.881295409417333e-07,6.627343670934152e-10,6.017270305184819e-07,3.360048569822414e-08,2.7121944971055617e-10,7.64039897302746e-08,8.615423086419159e-12,6.259578559671543e-11,4.738563565038262e-09,3.76,0.0,0.1306763385353684,0.6662087126727972,0.139608374528165,0.000587394492618677,0.0011649170433979616,0.6139634178560889,0.04282224718807755,1.750576710779971e-11,7.304781758842334e-12,8.315721505089828e-05,2.9547895135176916e-05,4.086821651851914e-06,0.08990327898704781,0.01982847799740614,0.0010846309904764262,2.3319830768043075e-05,0.12393109885388996,0.04244087579804895,3.469518809723953e-06,0.008599280321409674,7.672857463205883e-10,1.1897417083680052e-05,4.7499097929032605e-07,0.0005280222352974095,4.635496381799891e-06,8.161963209721943e-05,2.0993274206002905e-05,0.011748330133645717,3.9498345304938735e-09,0.0017027782258004138,2.8838974860352975e-10,1.0621325025599475e-07,3.741319786415549e-07,0.013650080471553088,0.015444053896444805,1.156103102869145e-06,0.0001310949062235915,1.9237629065022867e-05,2.0827958348544533e-05,1.5862508395044084e-07,8.348301890943389e-05,3.9215229972214685e-09,7.82962350291725e-05,8.401026086508354e-09,0.00011847940348397419,2.0804439258957055e-11,3.0617737176616997e-09,7.544997357338738e-06,2.1776467969610218e-07,1.1052896037389343e-10,0.00027642308693869705,2.894105370101376e-08
3.045260374262675e-05,0.9572439630885393,0.00213305823765011,0.0008732210148567582,0.0005796978015730431,0.12455773707673752,0.0,0.0,0.00020501613084793872,2.6255403977438643e-06,0.0636187730438711,0.18030979069250433,3.626243000952215e-05,3.778337753527652e-09,9.895635855012448e-08,5.949873186992968e-06,0.00010704449468251735,0.001046198689430346,9.221136955848635e-09,1.104565770131605e-11,1.0189134027576486e-07,4.1701315546982916e-10,6.095606246243603e-07,9.471196168819348e-07,4.031107859238022e-09,1.9188721848435213e-07,6.774362698831438e-10,6.123601485597897e-07,3.4195269583940675e-08,2.7606901913196983e-10,7.739359081832829e-08,8.776463898175676e-12,6.397598049101068e-11,4.859838634331754e-09,3.76,0.0,0.12905890312055177,0.6648488094952816,0.14025361579334733,0.0005899787255507162,0.0011545882441005466,0.6161494277211088,0.04252178645857162,1.7311146151382365e-11,7.223342243475718e-12,8.236456186328841e-05,2.942102793154276e-05,4.048784890896828e-06,0.09042853913751,0.0198183350713405,0.0010712555457899984,2.3188759765204667e-05,0.12436966889615529,0.04234024277434911,3.4259675104535815e-06,0.008608434912203766,7.612129732351587e-10,1.19122424496819e-05,4.7558114702904455e-07,0.0005259045595268275,4.64231137544468e-06,8.183823070904651e-05,2.096972520378731e-05,0.011836069932394054,3.93621074557268e-09,0.0016993024047277858,2.889773537400003e-10,1.0731029303166563e-07,3.7814099587758207e-07,0.01363601663953444,0.015372036681048383,1.1687621546590338e-06,0.00013248667456176028,1.944085835761809e-05,2.10097988391231e-05,1.5926269719405588e-07,8.367498423534044e-05,3.94663600867977e-09,7.851158078923426e-05,8.404707323128381e-09,0.00011988458486312937,2.105555956050168e-11,3.0892532665693207e-09,7.511910791704633e-06,2.1450926994003433e-07,1.0979039289011631e-10,0.00027670068354947126,2.896729710576612e-08
3.064590816151078e-05,0.9574974713902366,0.0021409878388623602,0.0008782602373692564,0.0005835345943374416,0.12465977616842422,0.0,0.0,0.00020534250333185708,2.613930699219035e-06,0.06426876092183871,0.18074539488786479,3.665283892775466e-05,3.8026219472879135e-09,9.966376190746605e-08,5.965471126998585e-06,0.00010790212953290022,0.001054757480788913,9.352397496256896e-09,1.1384577389458888e-11,1.0456582041816577e-07,4.2250466551322554e-10,6.085097666723995e-07,9.612816788941003e-07,4.06327438910293e-09,1.956838007656111e-07,6.923448793735189e-10,6.230603144906845e-07,3.479259004187944e-08,2.809534757967512e-10,7.839026859322374e-08,8.93909606005274e-12,6.537620305897262e-11,4.983220951754003e-09,3.76,0.0,0.12745860285749896,0.6634941048341926,0.14089646921540724,0.0005925100823499644,0.0011443247480278785,0.6183220872670275,0.04222291733414252,1.711839580612366e-11,7.14268592839024e-12,8.157878217376752e-05,2.9295728512458807e-05,4.011074966342007e-06,0.09095329004523788,0.019807781850463287,0.0010580128283749104,2.3057782148116564e-05,0.12480334820846681,0.04223639212882096,3.3829131405030525e-06,0.00861732859773162,7.551713087748325e-10,1.1926533362076819e-05,4.7615000462678077e-07,0.0005237918137742954,4.648828954139954e-06,8.205174230865936e-05,2.0945104576417184e-05,0.01192291432925468,3.9223771358769835e-09,0.0016958398709626392,2.895529868409959e-10,1.0840719936118841e-07,3.8215089454482756e-07,0.013621130611898787,0.015299072350181887,1.1814273806633556e-06,0.00013388580155813853,1.9645161243163054e-05,2.1192108269093953e-05,1.5990601238986244e-07,8.386725256176884e-05,3.9717218023232176e-09,7.872451391833097e-05,8.408114905985565e-09,0.00012129794714995002,2.1309376962875175e-11,3.1167750200714033e-09,7.478567321871783e-06,2.1130537194918186e-07,1.0905149272324159e-10,0.00027696861906723844,2.899266591690757e-08
3.08392125803948e-05,0.9577493428843391,0.002148983573920781,0.000883356593500065,0.000587409048391351,0.12475776384184246,0.0,0.0,0.00020567735298974535,2.6025773516949147e-06,0.06492026582234933,0.18117658138782491,3.704549586606135e-05,3.827067587322781e-09,1.0037450773160722e-07,5.980871492427734e-06,0.00010875638998570123,0.00106330643543706,9.484849878572014e-09,1.1732028451797724e-11,1.0728976932690825e-07,4.2802609314318285e-10,6.074334496935258e-07,9.755390792095477e-07,4.0954280281022085e-09,1.995191216535714e-07,7.074614129259949e-10,6.338257797080054e-07,3.5392282336991443e-08,2.858721829722062e-10,7.93940738918039e-08,9.103315564141985e-12,6.679661144855972e-11,5.10872574980176e-09,3.76,0.0,0.12587524920167145,0.6621445342064455,0.14153696279677205,0.0005949883290028192,0.001134126080972844,0.6204815218083196,0.04192563250889968,1.6927495104850886e-11,7.062804012162516e-12,8.079980170866079e-05,2.9171986180390966e-05,3.973688679654463e-06,0.09147755393565694,0.0197968281772988,0.0010449018104076065,2.292690943644766e-05,0.12523217315812876,0.0421293676131853,3.340350061098248e-06,0.00862596603740664,7.491608723501718e-10,1.194029622928224e-05,4.766978075700613e-07,0.0005216841931100534,4.655052710345657e-06,8.226020135511315e-05,2.0919435040548806e-05,0.01200884953684221,3.9083385099781644e-09,0.0016923904596910298,2.9011685167717125e-10,1.0950393883403647e-07,3.861615429892379e-07,0.013605432885442336,0.015225184754483466,1.1940983150967333e-06,0.00013529231712884268,1.98505421491457e-05,2.1374887812020493e-05,1.6055519393778568e-07,8.405990952971978e-05,3.996780542314463e-09,7.893505207947009e-05,8.411252092439178e-09,0.0001227195405232809,2.156594386628088e-11,3.144339343096757e-09,7.444975766399335e-06,2.0815205903099998e-07,1.083123837865554e-10,0.0002772269546672458,2.9017171210973877e-08
3.103251699927883e-05,0.9579995946681915,0.0021570474734869394,0.0008885112714425015,0.0005913219510220666,0.12485174513966008,0.0,0.0,0.0002060206174404535,2.5914763887373824e-06,0.0655732774481413,0.18160339164712297,3.744042236319348e-05,3.8516814393136385e-09,1.0108876258471168e-07,5.996078587072871e-06,0.00010960718281252722,0.0010718450205026478,9.618515437692863e-09,1.2088189462805989e-11,1.1006363554063382e-07,4.335771414765777e-10,6.063323560571011e-07,9.898913646881523e-07,4.127567888534231e-09,2.033930084648769e-07,7.227871012335234e-10,6.44654762173947e-07,3.5994178820992383e-08,2.9082449244284114e-10,8.040506015094956e-08,9.269118241761159e-12,6.823736614678286e-11,5.236368030414204e-09,3.76,0.0,0.12430865546146638,0.6608000332967127,0.14217512458554632,0.0005974132386528667,0.0011239917695008044,0.622627855669487,0.04162992454923418,1.6738423315143518e-11,6.983687790929545e-12,8.002754698984786e-05,2.904979076390239e-05,3.936622854758081e-06,0.09200135315317741,0.01978548371721647,0.0010319214571009258,2.2796152792586556e-05,0.12565617984981742,0.04201921234941194,3.298272668607743e-06,0.008634351856474744,7.43181760995136e-10,1.1953537359369331e-05,4.772248073063503e-07,0.0005195818879309756,4.660986240589011e-06,8.246364267310352e-05,2.0892739030718437e-05,0.012093861945032838,3.894099588126779e-09,0.0016889540065275757,2.9066915075071457e-10,1.1060048370358506e-07,3.9017282360294984e-07,0.013588933918805352,0.015150397387357914,1.2067745359423948e-06,0.0001367062541110356,2.0057005927183977e-05,2.1558139050794827e-05,1.6121040897778976e-07,8.425304190702682e-05,4.021812477103812e-09,7.914321363887978e-05,8.414122175463113e-09,0.00012414941701020067,2.1825314367881026e-11,3.1719466331057233e-09,7.411144756748998e-06,2.0504842230710566e-07,1.0757318590076905e-10,0.0002774757508447189,2.9040824240218073e-08
