Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145)
1.3803723176241123e-09,0.20609610202595455,3.76,0.0,0.7413781739005226,0.9993685274560586,3.0920899734973713e-13,0.0,1.2541386317970458e-11,1.552585278632124e-06,1.5459253268544562e-06,3.843872196254938e-08,1.6056605543873293e-13,1.5186811487143077e-13,6.588995836914516e-09,6.580431636000069e-09,3.298231266655738e-09,6.598634418567973e-11,3.8406328994596925e-08,6.073592704272148e-11,1.8324826725437593e-11,1.2393454753435324e-11,3.5037977793116462e-12,1.4939217471406558e-17,1.4831723387385318e-17,1.5487653551915485e-19,3.2538670246145354e-09,8.031328270164243e-18,3.9133970321022147e-13,5.794563832199167e-23,7.790170799961035e-12,1.334160549275152e-12,5.128587353439998e-16,2.8566053494177344e-18,8.448035996218292e-15,1.7900725363972037e-13,0.0006314274557141892,1.7563916212367586e-15,2.0828453055506608e-26,2.6119719588272103e-17,3.9241576874067173e-19,9.940000373615166e-19,3.594713767623398e-16,5.933892150805204e-23,8.301343217657768e-26,4.382291263611977e-24,1.1253333119364886e-25,4.818183725969011e-29
1.424220758854862e-09,0.20609610387763042,3.76,0.0,0.7413781232534965,0.9993685200493255,3.4701395523508313e-13,0.0,1.3662555239337514e-11,1.6019046236998606e-06,1.5948151371928179e-06,3.966269396715223e-08,1.7221485079329143e-13,1.5774077626949097e-13,7.01163056248079e-09,7.0022802290495305e-09,3.405939096142833e-09,7.245429435116313e-11,3.962651325969351e-08,6.651717733177502e-11,1.9830091777973126e-11,1.3177507180000074e-11,3.737742207786619e-12,1.6920867708107932e-17,1.5914304404040023e-17,1.7009393849191828e-19,3.3572265493830247e-09,8.761390303164875e-18,4.089853686768121e-13,6.525086651306142e-23,8.292176102176119e-12,1.4202538051073927e-12,5.632615610446854e-16,3.072647375935965e-18,9.039296091098259e-15,1.9081728810827205e-13,0.0006314332113491423,1.8200095016400653e-15,2.3462633173571507e-26,2.868231028576871e-17,4.311093359262761e-19,1.0944569858205854e-18,3.8298045952545676e-16,6.69909896204949e-23,9.125877907021517e-26,4.818053077424089e-24,1.2694377883564167e-25,5.152006130893718e-29
1.4680692000856118e-09,0.20609610572931947,3.76,0.0,0.74137807260613,0.9993685142370167,3.8814680009403943e-13,0.0,1.484741751979001e-11,1.6512240284823045e-06,1.6436915935406481e-06,4.0886980072504135e-08,1.8428459473913335e-13,1.6361613960667958e-13,7.447236177714652e-09,7.437053760869284e-09,3.5139211719210052e-09,7.933022545960849e-11,4.08467241146964e-08,7.264208187259811e-11,2.1412429234936022e-11,1.3984648163401193e-11,3.979483287576547e-12,1.9093137127659928e-17,1.704252920331481e-17,1.8627672129380262e-19,3.4605859684043595e-09,9.534300226337312e-18,4.2672706135911807e-13,7.32013423018748e-23,8.809806483767519e-12,1.509038247198404e-12,6.168604927308305e-16,3.2983330875934964e-18,9.650704809764638e-15,2.0302947376492298e-13,0.0006314373590904811,1.883776433594748e-15,2.63374659478888e-26,3.1406899029887583e-17,4.722730926776575e-19,1.2016371868185706e-18,4.0725357759950643e-16,7.534539433169777e-23,1.0003500316264713e-25,5.2822105877755376e-24,1.428065383253213e-25,5.497374879004052e-29
1.5119176413163615e-09,0.20609610758102212,3.76,0.0,0.7413780219584107,0.9993685095705958,4.327937934102458e-13,0.0,1.6097638232271574e-11,1.7005434967411154e-06,1.6925546995407062e-06,4.2111592617551554e-08,1.967751951343542e-13,1.6949359801997296e-13,7.895797982654876e-09,7.884736286607039e-09,3.6221857806030503e-09,8.662644133824291e-11,4.2066962520458266e-08,7.911918274142165e-11,2.3073628254067835e-11,1.481479760377645e-11,4.2290311540090836e-12,2.146783595935006e-17,1.8217119324881566e-17,2.0345459465605994e-19,3.5639452816772435e-09,1.035129217033014e-17,4.445570491563491e-13,8.183061212540056e-23,9.343057578827701e-12,1.6005138570900064e-12,6.737534720889628e-16,3.53382820780087e-18,1.0282258019783647e-14,2.1564685538990526e-13,0.0006314403474750275,1.9476923049053334e-15,2.9466978701666305e-26,3.429841355487981e-17,5.159843318467199e-19,1.3157795643257179e-18,4.322924857289314e-16,8.444180301214427e-23,1.0935909819010049e-25,5.775722871690057e-24,1.6023307499540425e-25,5.854326918084932e-29
1.5557660825471112e-09,0.20609610943273893,3.76,0.0,0.7413779713103268,0.9993685057267367,4.811459941580662e-13,0.0,1.741487629446568e-11,1.749863032329727e-06,1.7414044588347904e-06,4.3336544027958936e-08,2.0968652731422265e-13,1.7537264053593288e-13,8.35730128994306e-09,8.345311877395293e-09,3.730741199501872e-09,9.435523063502097e-11,4.328722943627266e-08,8.595691506010373e-11,2.4815475302090198e-11,1.5667875965946704e-11,4.486395347364081e-12,2.4057125589908515e-17,1.943879712372331e-17,2.2165727669464542e-19,3.667304489200384e-09,1.121360203342937e-17,4.62468272937423e-13,9.117274054459775e-23,9.891925022446547e-12,1.6946806184441388e-12,7.340384134437104e-16,3.779297703501258e-18,1.0933951567325358e-14,2.286725690287449e-13,0.0006314424998300636,2.0117570268626216e-15,3.286557418467277e-26,3.736177921066694e-17,5.623204291253124e-19,1.4371249822127179e-18,4.580989390275978e-16,9.432076985202728e-23,1.1924809842826605e-25,6.2995562756084246e-24,1.793408588305949e-25,6.222899172555939e-29
1.599614523777861e-09,0.20609611128447014,3.76,0.0,0.741377920661865,0.9993685024714939,5.333992410610937e-13,0.0,1.8800784487843007e-11,1.7991826391921965e-06,1.7902408750637055e-06,4.4561846815080736e-08,2.23018439284321e-13,1.8125283683562206e-13,8.831731424911254e-09,8.818764620377152e-09,3.839595696638379e-09,1.0252886683388176e-10,4.4507525820008336e-08,9.316360816159952e-11,2.6639754157658975e-11,1.6543804279184724e-11,4.7515848706152935e-12,2.6873518346705605e-17,2.0708285801046288e-17,2.409144935690676e-19,3.7706635909724906e-09,1.2122467482448305e-17,4.804542893777386e-13,1.0126229220715798e-22,1.0456404450755908e-11,1.7915385170394903e-12,7.978132037645022e-16,4.0349057939681555e-18,1.1605781283793125e-14,2.4210984181133924e-13,0.0006314440501024059,2.0759705272447203e-15,3.6548028732755716e-26,4.0601919072275875e-17,6.11358843960832e-19,1.56591624759738e-18,4.846746930204697e-16,1.0502372408819131e-22,1.2971907839708957e-25,6.854684608332726e-24,2.0025353527824695e-25,6.603128632892454e-29
1.6434629650086106e-09,0.20609611313621626,3.76,0.0,0.7413778700130134,0.9993684996360968,5.897541349063585e-13,0.0,2.0257009476648477e-11,1.8485023213620666e-06,1.8390639518672399e-06,4.578751357490316e-08,2.3677075604959287e-13,1.871338245541645e-13,9.319073725654427e-09,9.305078618722045e-09,3.948757530749427e-09,1.1115960827002899e-10,4.572785262820032e-08,1.0074748674272639e-10,2.8548245914306822e-11,1.744250413694648e-11,5.02460824216778e-12,2.992987729480975e-17,2.2026309435445687e-17,2.612559801452142e-19,3.874022586992274e-09,1.3079127953731291e-17,4.985092187885606e-13,1.121343145043223e-22,1.1036491500962989e-11,1.891087540768429e-12,8.651757026725462e-16,4.300815959597963e-18,1.2297742990183485e-14,2.559619917709883e-13,0.0006314451670631028,2.140332745717798e-15,4.052949043543744e-26,4.4023754049950265e-17,6.631771204898285e-19,1.7023981142557935e-18,5.12021503685573e-16,1.1659295866432292e-22,1.4078915262706355e-25,7.442089334128465e-24,2.231010955362818e-25,6.99505242931225e-29
1.6873114062393604e-09,0.20609611498797772,3.76,0.0,0.7413778193637593,0.9993684970994271,6.504160209135416e-13,0.0,2.1785191826828608e-11,1.897822082961242e-06,1.8878736928841508e-06,4.701355698697354e-08,2.509432832527832e-13,1.9301529860617303e-13,9.819313543091531e-09,9.804237991634527e-09,4.058234951295809e-09,1.2025969814522257e-10,4.694821081611607e-08,1.0871667200447623e-10,3.054272898337726e-11,1.8363897696569863e-11,5.3054735441198364e-12,3.3239416047853197e-17,2.3393593014319253e-17,2.8271148066205026e-19,3.977381477258448e-09,1.408482465426987e-17,5.166276974117163e-13,1.2382432088839833e-22,1.1632181811376118e-11,1.993327679634097e-12,9.362237424480014e-16,4.577190950697e-18,1.30098325002079e-14,2.702324276634556e-13,0.0006314459718316446,2.2048436305444354e-15,4.4825477313016484e-26,4.763220299991499e-17,7.178528884891582e-19,1.8468172860971577e-18,5.4014112749623815e-16,1.2907161930510136e-22,1.524754754781777e-25,8.062759765982573e-24,2.4802004632552013e-25,7.398707894152216e-29
1.73115984747011e-09,0.20609611683975498,3.76,0.0,0.7413777687140899,0.9993684947745198,7.155949711584769e-13,0.0,2.3386966024899486e-11,1.947141928198873e-06,1.936670101752149e-06,4.823998981332723e-08,2.6553581025749074e-13,1.988970021404283e-13,1.0332436241017456e-08,1.0316226874357977e-08,4.168036198470287e-09,1.2984136454307437e-10,4.816860133780669e-08,1.1707918278013534e-10,3.262497909695111e-11,1.9307907678943875e-11,5.594188466518728e-12,3.681569859264083e-17,2.4810862465523055e-17,3.053107494020824e-19,4.080740261769729e-09,1.514080056292992e-17,5.34804833711206e-13,1.3636827481897467e-22,1.2243471021425013e-11,2.0982589257476063e-12,1.0110551280372876e-15,4.8641927962625e-18,1.3742045622699644e-14,2.8492464878609813e-13,0.0006314465513740154,2.2695031360456356e-15,4.945187550424567e-26,5.1432182835771433e-17,7.754638643442454e-19,1.99942242070144e-18,5.690353214636171e-16,1.4250369398573834e-22,1.64795241006662e-25,8.717693259015452e-24,2.7515357915388353e-25,7.81413261768909e-29
1.7750082887008598e-09,0.2060961186915484,3.76,0.0,0.7413777180639927,0.9993684925985636,7.855057670507856e-13,0.0,2.506396049675706e-11,1.9964618613702604e-06,1.985453182107891e-06,4.946682489741347e-08,2.8054811275525517e-13,2.047787188908424e-13,1.0858427196147169e-08,1.0841029418174237e-08,4.278169503205635e-09,1.3991682044434407e-10,4.938902514614522e-08,1.2584293665133263e-10,3.479676931076789e-11,2.027445736815011e-11,5.8907603479356105e-12,4.067263912756765e-17,2.6278844689266784e-17,3.290835513655355e-19,4.184098940524833e-09,1.6248300431789463e-17,5.530361683368908e-13,1.4980257431636814e-22,1.2870354771676526e-11,2.2058812733253335e-12,1.0897676370605124e-15,5.161982812757172e-18,1.449437816337756e-14,3.0004224479708816e-13,0.0006314469685021808,2.3343112207415885e-15,5.442493746390123e-26,5.542860864050912e-17,8.360878520342121e-19,2.1604641329196818e-18,5.987058431794639e-16,1.5693400278468406e-22,1.7776568286358756e-25,9.407895404046618e-24,3.046517390745269e-25,8.241364495135669e-29
1.8188567299316095e-09,0.20609612054335838,3.76,0.0,0.7413776674134545,0.9993684905260741,8.603678818657639e-13,0.0,2.68177976264308e-11,2.0457818868557626e-06,2.0342229375869706e-06,5.0694075163021825e-08,2.9597995495498846e-13,2.1066026675267463e-13,1.139727179815303e-08,1.1378629790399808e-08,4.388643087182726e-09,1.504982637422349e-10,5.0609483192852883e-08,1.3501575105207668e-10,3.705987000714379e-11,2.1263470611077822e-11,6.1951962126207214e-12,4.482450191497059e-17,2.779826759024718e-17,3.5405966294820385e-19,4.287457513522478e-09,1.7408570787587318e-17,5.713176374995358e-13,1.6416403710549874e-22,1.3512828703846779e-11,2.316194718686285e-12,1.1724590198189952e-15,5.470721612876945e-18,1.5266825926013595e-14,3.1558889553474505e-13,0.0006314472687019936,2.399267846122227e-15,5.976128016982359e-26,5.962639377912375e-17,8.998027441337335e-19,2.330194998537075e-18,6.291544508591795e-16,1.7240818811006985e-22,1.9140407421327052e-25,1.0134380221314527e-23,3.366715929375344e-25,8.680441763837078e-29
1.862705171162359e-09,0.20609612239518538,3.76,0.0,0.7413776167624624,0.9993684885242695,9.404054633304593e-13,0.0,2.8650093774779966e-11,2.095102009119717e-06,2.0829793718239145e-06,5.192175361321224e-08,3.1183109141834413e-13,2.1654149239744838e-13,1.1948955449696241e-08,1.1929012174379372e-08,4.499465162838645e-09,1.615978772576835e-10,5.182997642851744e-08,1.4460534436088164e-10,3.9416048897885986e-11,2.2274871817013744e-11,6.507502804515594e-12,4.928590114749906e-17,2.936986011001737e-17,3.802688726229275e-19,4.390815980761388e-09,1.8622859933282583e-17,5.896455394807809e-13,1.794898863308696e-22,1.4170888460810338e-11,2.429199260249527e-12,1.2592269993028764e-15,5.790569114311461e-18,1.6059384713199044e-14,3.315683708369925e-13,0.0006314474847554978,2.46437297584125e-15,6.547788334059017e-26,6.403045001182892e-17,9.66686522831419e-19,2.508869557998759e-18,6.603829033851137e-16,1.8897270528887983e-22,2.057277276738823e-25,1.0898170354350545e-23,3.7137739713651016e-25,9.13140303568049e-29
1.9065536123931087e-09,0.20609612424702994,3.76,0.0,0.7413775661110038,0.9993684865696516,1.02584731626368e-12,0.0,3.0562459298131506e-11,2.144422232709382e-06,2.131722488452179e-06,5.3149873329252584e-08,3.281012686049085e-13,2.2242226673917346e-13,1.2513463566453333e-08,1.249216076947724e-08,4.610643933374788e-09,1.7322782875464338e-10,5.305050580260684e-08,1.5461933698113214e-10,4.1867071027202735e-11,2.3308585957207743e-11,6.827686618409809e-12,5.407180082853911e-17,3.099435225958916e-17,4.077409816246318e-19,4.494174342240285e-09,1.9892417949724444e-17,6.080165039908289e-13,1.958177368207723e-22,1.4844529686607165e-11,2.544894898531646e-12,1.35016927119878e-15,6.121684548496969e-18,1.687205032691129e-14,3.4798453036095536e-13,0.0006314476401626693,2.529626575119783e-15,7.159208766503325e-26,6.864568760784668e-17,1.0368172609644484e-18,2.696744320198013e-18,6.923929603501207e-16,2.0667481350622958e-22,2.2075399528369647e-25,1.1700297264006545e-23,4.0894076485334894e-25,9.594287328553526e-29
1.994250494854608e-09,0.20609612795077303,3.76,0.0,0.7413774648066331,0.9993684827406325,1.2138822376253915e-12,0.0,3.4633809983770235e-11,2.243063002463171e-06,2.2291687834111232e-06,5.560748926870617e-08,3.6189769758798626e-13,2.341820455129825e-13,1.368089492351428e-08,1.3656693470519476e-08,4.8341043257638825e-09,1.9812734155560034e-10,5.5491676758390063e-08,1.7595051826483973e-10,4.706069185783563e-11,2.5442655732363567e-11,7.491710808451041e-12,6.467870602155997e-17,3.440496103729955e-17,4.665931705029391e-19,4.700890747912933e-09,2.260234981876963e-17,6.448756367417134e-13,2.316317819162659e-22,1.623853912671607e-11,2.7843594777914088e-12,1.5449673385019445e-15,6.818352762039268e-18,1.8557685241061345e-14,3.8214278871763194e-13,0.0006314478303835467,2.660579048650537e-15,8.508445686522259e-26,7.852934119989348e-17,1.187132366489274e-18,3.1011303539502063e-18,7.587649297849762e-16,2.456848079304745e-22,2.5298397812446846e-25,1.342373250882766e-23,4.933644261928108e-25,1.0555983228580703e-28
2.0819473773161076e-09,0.20609613165459104,3.76,0.0,0.7413773635002378,0.9993684789523518,1.4263955701102116e-12,0.0,3.9044613147907205e-11,2.3417042341137835e-06,2.3265618515099516e-06,5.806702915588899e-08,3.973670962794852e-13,2.4593892395986354e-13,1.4899449455822491e-08,1.487210180842831e-08,5.059089705557341e-09,2.2529384369719156e-10,5.79330036339018e-08,1.9906833893818251e-10,5.265479961116226e-11,2.766509092786623e-11,8.18731678385084e-12,7.677192210242431e-17,3.8035956654265673e-17,5.30854920959253e-19,4.907606730530245e-09,2.5548402669838004e-17,6.818736952602702e-13,2.719144359816585e-22,1.769482219998094e-11,3.0345885024534365e-12,1.7576342414449634e-15,7.561986712009444e-18,2.0323697085975873e-14,4.180963374007338e-13,0.00063144792603749,2.7921250051302516e-15,1.0038426613203285e-25,8.931661124909886e-17,1.3513744967154258e-18,3.545444687854556e-18,8.282844517874446e-16,2.898319990434445e-22,2.8823362692662405e-25,1.5313121371923573e-23,5.914689414407038e-25,1.1565850665903568e-28
2.169644259777607e-09,0.2060961353584872,3.76,0.0,0.74137726219171,0.99936847515744,1.6653836491646084e-12,0.0,4.380753736603819e-11,2.44034596691827e-06,2.423901721777577e-06,6.052860035014172e-08,4.345072547683235e-13,2.5769241910145156e-13,1.6169010959222535e-08,1.613825995368218e-08,5.2856653667137494e-09,2.5482413679619046e-10,6.037449398539466e-08,2.2403034267745576e-10,5.866341890357974e-11,2.997531149500401e-11,8.914550162554976e-12,9.048374534200924e-17,4.189322107688409e-17,6.007651729744387e-19,5.1143222900820644e-09,2.874064134928186e-17,7.18993070382328e-13,3.1697943446390187e-22,1.921334410110019e-11,3.2955820519064832e-12,1.9889505633847438e-15,8.353836435659142e-18,2.2170052287220152e-14,4.558792687943572e-13,0.0006314479745016337,2.92426418924648e-15,1.1764305793178498e-25,1.0104673796691341e-16,1.5301716068493962e-18,4.0318106578420706e-18,9.00965633176705e-16,3.395225503189373e-22,3.2664317628519823e-25,1.7377052789680796e-23,7.049090052496097e-25,1.2624218771113771e-28
2.2573411422391065e-09,0.20609613906246513,3.76,0.0,0.7413771608809423,0.9993684713314496,1.932915675447483e-12,0.0,4.893515691103156e-11,2.538988241362009e-06,2.521188423225666e-06,6.299231136331743e-08,4.733159178022556e-13,2.694421885011043e-13,1.748946343922049e-08,1.7455042331902925e-08,5.513896456204855e-09,2.8681478302115043e-10,6.281615535176757e-08,2.508926053629045e-10,6.510053194852506e-11,3.2372746327353124e-11,9.673454794364216e-12,1.0595206236419248e-16,4.5982656590121323e-17,6.765631376529369e-19,5.321037426558266e-09,3.218915934746045e-17,7.562192844835548e-13,3.671456316363684e-22,2.0794070043718115e-11,3.5673402388616525e-12,2.2396964515694927e-15,9.195141827532078e-18,2.4096717280867094e-14,4.955270951274528e-13,0.0006314480002311689,3.0569963493856206e-15,1.3701798420352917e-25,1.1375894881837377e-16,1.7241532071483869e-18,4.562383479868427e-18,9.768225964029137e-16,3.9517472689350198e-22,3.683534915250957e-25,1.9624275454703912e-23,8.354729069119151e-25,1.37314250637641e-28
2.345038024700606e-09,0.20609614276652793,3.76,0.0,0.7413770595678257,0.9993684674637452,2.23113317219252e-12,0.0,5.4439952335886937e-11,2.6376310991273326e-06,2.6184219848486346e-06,6.545827182814753e-08,5.137907982111007e-13,2.8118799087115024e-13,1.8860691111164614e-08,1.8822323623399793e-08,5.743847974277786e-09,3.213621055786242e-10,6.52579952546312e-08,2.797097669311358e-10,7.198007864908066e-11,3.4856833241825164e-11,1.0464073276508553e-11,1.2332034977404357e-16,5.0310186894687714e-17,7.584883199488304e-19,5.52775213994876e-09,3.5904078878561266e-17,7.935404907084598e-13,4.2273667535099544e-22,2.2436965260455702e-11,3.849863209274187e-12,2.5106516173906177e-15,1.0087132917367148e-17,2.610365851484617e-14,5.370767427423042e-13,0.0006314480138693222,3.190321236214589e-15,1.586717525331159e-25,1.2749246228992661e-16,1.9339503997291886e-18,5.139350386051005e-18,1.0558694809969455e-15,4.5721867959419505e-22,4.1350606941935575e-25,2.2063704061755505e-23,9.850877632892784e-25,1.488781593994369e-28
2.4327349071621053e-09,0.206096146470679,3.76,0.0,0.7413769582522495,0.9993684635497759,2.5622494458304794e-12,0.0,6.033431105301008e-11,2.7362745830628238e-06,2.715602435623664e-06,6.792659246726803e-08,5.559295870382994e-13,2.9292965633833147e-13,2.0282578400340552e-08,2.0239978762704767e-08,5.975584774717422e-09,3.5856218919850943e-10,6.77000211983685e-08,3.105350625661874e-10,7.931595669044253e-11,3.742701895855939e-11,1.1286447393162215e-11,1.4273767468807392e-16,5.4881758217396574e-17,8.467805415823061e-19,5.734466430243483e-09,3.989555096711976e-17,8.309470478682263e-13,4.840807061290517e-22,2.4141995002932538e-11,4.143151142265423e-12,2.8025953366353377e-15,1.1031030147347202e-17,2.819084245016131e-14,5.805665463745973e-13,0.0006314480199744714,3.3242386013966723e-15,1.8277257308406386e-25,1.4228649168594177e-16,2.160195916261145e-18,5.764930764585751e-18,1.1381204450330832e-15,5.260962450450346e-22,4.622430390484268e-25,2.4704425563223242e-23,1.1558247219891437e-24,1.6093747125561527e-28
2.608128672085104e-09,0.20609615387925953,3.76,0.0,0.7413767556132735,0.9993684555768455,3.3323872605983818e-12,0.0,7.334080575270168e-11,2.9335636064918984e-06,2.9098041204524623e-06,7.287076242877492e-08,6.451895823274626e-13,3.1640014513114275e-13,2.3277870581110864e-08,2.322591159111999e-08,6.444672907099721e-09,4.413037890653376e-10,7.258466114011551e-08,3.784161539204782e-10,9.541208700024171e-11,4.282351806412035e-11,1.3026627638409517e-11,1.883436700370839e-16,6.478092824259515e-17,1.0434271128528583e-18,6.147893741505512e-09,4.874890155028986e-17,9.059867243706253e-13,6.253611642678336e-22,2.773831916662559e-11,4.762022777833694e-12,3.4525633620453976e-15,1.3079378515526555e-17,3.260580433695431e-14,6.735269683950276e-13,0.0006314480158152553,3.593849775520865e-15,2.390154133028549e-25,1.7521294860035546e-16,2.6645712300710715e-18,7.17097114788389e-18,1.312291345341811e-15,6.861769340841298e-22,5.710418376641451e-25,3.062699397259459e-23,1.5697006251876041e-24,1.86557023411948e-28
2.764534578311502e-09,0.20609616048612925,3.76,0.0,0.7413765749022736,0.999368448288353,4.153437547960977e-12,0.0,8.637409097010051e-11,3.109496982617958e-06,3.082802925947231e-06,7.728876176933462e-08,7.303772375100192e-13,3.3731492923089986e-13,2.61186795317504e-08,2.605731738829433e-08,6.869639323615004e-09,5.249823904039128e-10,7.694119895488436e-08,4.4622240386361746e-10,1.1144172351612319e-10,4.7921001332294457e-11,1.4685966775235842e-11,2.3751075082080977e-16,7.449102714128603e-17,1.2426428932632222e-18,6.516562621593532e-09,5.767771641011613e-17,9.73128569313626e-13,7.740794301655818e-22,3.1154602945962505e-11,5.3502185472527875e-12,4.110668958145133e-15,1.5092973755724563e-17,3.6813208197958207e-14,7.633763338423991e-13,0.0006314480093753946,3.8362697668474944e-15,2.9919612793182695e-25,2.085402855996503e-16,3.1761228512049327e-18,8.611387956647265e-18,1.4785572613611257e-15,8.565770200205059e-22,6.8157232342264345e-25,3.668098105921407e-23,2.0335713721480987e-24,2.111116334504869e-28
2.9209404845379e-09,0.2060961670933303,3.76,0.0,0.7413763941817283,0.9993684408231426,5.115954003167496e-12,0.0,1.0083088959496525e-10,3.285433051395062e-06,3.2556332359554334e-06,8.171599859810264e-08,8.20821936247379e-13,3.5821549004834226e-13,2.91188780392808e-08,2.904706128734266e-08,7.301264659356822e-09,6.185503086180096e-10,8.129844194871421e-08,5.211665961799048e-10,1.291324500056318e-10,5.3284324923409284e-11,1.6446946964075036e-11,2.957129990879588e-16,8.506896962601027e-17,1.465776516917415e-18,6.885230155741792e-09,6.764193900823875e-17,1.040462095780444e-12,9.462635384258052e-22,3.476799710280761e-11,5.97265983364933e-12,4.847372764617538e-15,1.728984310840518e-17,4.127533930698552e-14,8.600424436231587e-13,0.0006314480086531686,4.080570550578912e-15,3.699598266322315e-25,2.4583773376742533e-16,3.749697431328318e-18,1.024165246623381e-17,1.655231151171635e-15,1.0559396668043571e-21,8.056949315509883e-25,4.352182823721468e-23,2.6030901485271357e-24,2.3730072203808526e-28
3.077346390764298e-09,0.20609617370088135,3.76,0.0,0.7413762134509778,0.9993684331850917,6.234939758583977e-12,0.0,1.1677828407186664e-10,3.461372093075709e-06,3.4282952142600117e-06,8.615313550203423e-08,9.165103818711839e-13,3.7910170669542555e-13,3.227781780166596e-08,3.2194442645921715e-08,7.739911727501836e-09,7.225443323138066e-10,8.565643209457806e-08,6.03505260628741e-10,1.485616397298508e-10,5.891065907151255e-11,1.8309812987036055e-11,3.6399230101833996e-16,9.654942314430582e-17,1.7142025500034902e-18,7.253896343894349e-09,7.870017800196305e-17,1.1079753514924356e-12,1.1439016544342597e-21,3.857830517813784e-11,6.629348805167676e-12,5.667080326396937e-15,1.9676609197080734e-17,4.599200788325069e-14,9.637913825561582e-13,0.000631448009815419,4.326750725519866e-15,4.5244704132109175e-25,2.873280578829207e-16,4.38894658867395e-18,1.2075500718580423e-17,1.8423941723874433e-15,1.2871603893523978e-21,9.442382509974618e-25,5.1207918867978183e-23,3.2957035917764595e-24,2.6514823488796942e-28
3.233752296990696e-09,0.2060961803088008,3.76,0.0,0.7413760327093531,0.9993684253801445,7.526084015068163e-12,0.0,1.342824576623935e-10,3.637314397572464e-06,3.6007890244705034e-06,9.060084393480308e-08,1.0174292790742398e-12,3.9997352950315684e-13,3.559485263011838e-08,3.549876335675614e-08,8.185941879448714e-09,8.374988741475373e-10,9.001521119377264e-08,6.93482890681023e-10,1.6980624582885522e-10,6.479726219315879e-11,2.0274818574808215e-11,4.4344745770300497e-16,1.089673723304582e-16,1.9893005764043457e-18,7.62256118599561e-09,9.091134241714052e-17,1.1756625041788792e-12,1.3690111301787032e-21,4.2585330905072176e-11,7.3202879595986e-12,6.574192800690346e-15,2.225981861609505e-17,5.0963024286258226e-14,1.0749030511162345e-12,0.0006314480069635979,4.5748088917245455e-15,5.478501756975787e-25,3.3323426929442364e-16,5.097541590245892e-18,1.4127006075114533e-17,2.040127786091549e-15,1.553242206732772e-21,1.0980373699371722e-24,5.979986134515559e-23,4.1307041377287074e-24,2.946793603481829e-28
3.390158203217094e-09,0.20609618691710738,3.76,0.0,0.7413758519561768,0.9993684174078131,9.005752831602664e-12,0.0,1.5340870433367545e-10,3.8132602640022703e-06,3.773114830023303e-06,9.505980375650939e-08,1.1235653482473123e-12,4.2083093782406943e-13,3.906933844435562e-08,3.8959327838902205e-08,8.639715009526212e-09,9.639459794348827e-10,9.437482087651196e-08,7.913324078230722e-10,1.9294280296014497e-10,7.094148036198454e-11,2.2342228285998063e-11,5.352343465701447e-16,1.2235814105133642e-16,2.2924556376528095e-18,7.991224681990351e-09,1.0433464429212266e-16,1.243522164348923e-12,1.6236359727630245e-21,4.678887820877561e-11,8.045480122997336e-12,7.57310696161523e-15,2.5045946804709135e-17,5.6188199017035824e-14,1.1936710642125806e-12,0.0006314480006306212,4.824743649097538e-15,6.574126734928263e-25,3.837796980795128e-16,5.879174158584281e-18,1.6410582347964407e-17,2.24851378495881e-15,1.8572940237901956e-21,1.2679339062124397e-24,6.936060358264805e-23,5.129319279140678e-24,3.259206008851555e-28
3.5993047419440794e-09,0.2060961957543952,3.76,0.0,0.7413756102331369,0.9993684064810311,1.1308677437468332e-11,0.0,1.816309804460737e-10,4.048541810103644e-06,4.0032872650916804e-06,1.010411196629216e-07,1.2736204970800507e-12,4.4869899531753576e-13,4.396035981518403e-08,4.3829758347380327e-08,9.259224565657801e-09,1.151910865429311e-09,1.0020587654221834e-07,9.348621742536677e-10,2.2696981845561732e-10,7.955566604872553e-11,2.5267281652339974e-11,6.793596318221345e-16,1.4184659795020048e-16,2.744098041105037e-18,8.484200727378315e-09,1.242819940370245e-16,1.3345375373076186e-12,2.0138428343544858e-21,5.271663237683418e-11,9.068740969076485e-12,9.059947921171439e-15,2.909979205167402e-17,6.357215493785722e-14,1.3649883678085292e-12,0.0006314479913895252,5.161887341818387e-15,8.283023575248688e-25,4.590077017664552e-16,7.044966369268925e-18,1.985254016843042e-17,2.5439571929672184e-15,2.328808554208748e-21,1.5217502920300462e-24,8.377322890175911e-23,6.761069438505562e-24,3.704175052196967e-28
