Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907)
9.129106106612925e-20,0.2969415100549426,3.76,0.0,0.5272683725436816,0.9999999999996148,1.9686243562329487e-44,0.0,1.057331867479585e-32,7.93196409180558e-17,7.931964091803313e-17,2.0569544084831484e-18,9.344682393611172e-35,1.1222906536707586e-33,1.1925628013500064e-28,2.262954274274807e-29,2.997278597234899e-19,2.7490539184064566e-41,2.056954408386556e-18,1.121996778808329e-32,4.641350005625431e-25,2.810945943058598e-32,1.0729798791746173e-32,5.958019075416277e-43,5.054277718150321e-38,1.3657191245186328e-42,2.9972785972348964e-19,1.2742071926263868e-38,3.330091237691088e-33,4.455416455704711e-56,2.333570676528502e-32,4.06781755873973e-33,1.5557690631522636e-46,1.3209220381897414e-38,2.9980983743286294e-36,7.626206562138597e-34,3.8519825974272184e-13,5.245243070964258e-35,2.612545302285644e-57,2.3928544541712156e-42,5.813933225021204e-50,1.3121835420465488e-49,1.2271060487281792e-36,6.430023977685207e-64,1.7576614667297888e-56,1.4270406513067015e-54,2.228995007877282e-56,7.5594210040391455e-59,1.4550195649024022e-68,5.192758748526591e-37,1.114189339658527e-53,1.2802169892473862e-49,3.451100256833542e-50,1.8297873916023552e-62,3.587718072867405e-52,5.067409812812912e-52,1.017038772932823e-48,6.344412381723179e-76,9.928705376412706e-55,3.0439724161376854e-48,5.7804232909651534e-49,1.5492647312368193e-72,2.3853134519309557e-61,1.264854819332917e-53,6.355051612924987e-67,4.214505130630706e-71,2.922303330895341e-76,5.091377704549811e-80,1.6797135457954035e-73,1.1129059716428627e-32,5.488111766146645e-89,2.4889809894355915e-87
1.8266143669443584e-19,0.2969415100549426,3.76,0.0,0.5272683725436815,0.9999999999992292,1.576096493288502e-43,0.0,4.2320829574831444e-32,1.5870819551197435e-16,1.5870819551188363e-16,4.1156959189707955e-18,3.7403082535460922e-34,4.492087386345583e-33,2.8392736179414948e-28,9.057714526123585e-29,5.997161259280602e-19,2.2009146771363206e-40,4.115695918777583e-18,4.490911133029531e-32,9.286732998349512e-25,1.1251109308726081e-31,4.2947157830730594e-32,2.3847604451506592e-42,2.0230282700715985e-37,5.466435837137695e-42,5.99716125928059e-19,5.100149450999396e-38,1.3329043417879248e-32,3.567042353320222e-55,9.340364166803418e-32,1.62818712734602e-32,1.24556122471524e-45,5.287130575033802e-38,1.2000206820302964e-35,3.0524700716419165e-33,7.707311832236645e-13,2.099464177588795e-34,2.091624781796312e-56,9.577669442984996e-42,4.655861880430139e-49,1.0508110592887987e-48,4.911622125576226e-36,1.0299213093619474e-62,1.4071979075736338e-55,1.1425002228534989e-53,1.7845513306817982e-55,6.0521332587637856e-58,2.3299270901291803e-67,2.0784567706849508e-36,8.920289465430167e-53,1.0249520181327901e-48,2.7636791433083894e-49,2.930839786258265e-61,2.8730841429228493e-51,4.058037679538046e-51,8.142494213889812e-48,2.0324906186135003e-74,7.94900138096368e-54,2.437028797783224e-47,4.6278533763970655e-48,2.481515962610848e-71,1.9513992190698863e-60,1.0126529413482702e-52,5.087905611660101e-66,6.748699306547466e-70,4.679492811485345e-75,1.6310694824602296e-78,2.6897519125709684e-72,4.4545242022239077e-32,1.7576881808016945e-87,7.971507605848229e-86
3.6540218795104903e-19,0.2969415100549426,3.76,0.0,0.5272683725436814,0.9999999999984581,1.2613562031951504e-42,0.0,1.6933844382822589e-31,3.174853046998114e-16,3.1748530469944845e-16,8.233178939942686e-18,1.4966105003999484e-33,1.7974200742637737e-32,7.492621292148723e-28,3.624265632390589e-28,1.1996926583372006e-18,1.7614006445136896e-39,8.233178939556403e-18,1.7969494293213172e-31,1.857750059564832e-24,4.5019092483030515e-31,1.7184457259527927e-31,9.542148958433423e-42,8.094748196829652e-37,2.1872865089865927e-41,1.1996926583371956e-18,2.0407241062017147e-37,5.333353554567536e-32,2.854718147409403e-54,3.737362305490843e-31,6.514869321326329e-32,9.968275312550269e-45,2.115540910738549e-37,4.801645869964953e-35,1.2213856312948173e-32,1.5417970294109722e-12,8.400591384352156e-34,1.673935513834615e-55,3.832327864590056e-41,3.726576546294428e-48,8.410747457508325e-48,1.9652886186455013e-35,1.6487685830610735e-61,1.1261860034648109e-54,9.143474074233336e-53,1.4281834261100786e-54,4.8435459801626066e-57,3.7294007300965225e-66,8.316534392364958e-36,7.138942630391106e-52,8.202731183459037e-48,2.212063436933546e-48,4.6918890764217365e-60,2.2996317570003464e-50,3.248074878797984e-50,6.516470040186053e-47,6.50761805743897e-73,6.361616968588348e-53,1.950363699955666e-46,3.7036891983133676e-47,3.972580680331244e-70,1.628454725781531e-59,8.104301189842215e-52,4.071871097161321e-65,1.080231396041236e-68,7.49023600387953e-74,5.222349918412449e-77,4.305372152214018e-71,1.7823899087257877e-31,5.626991343110751e-86,2.5519659746210957e-84
7.308836904642754e-19,0.2969415100549426,3.76,0.0,0.5272683725436811,0.999999999996916,1.0092766077282638e-41,0.0,6.774640426502991e-31,6.350395230754852e-16,6.35039523074033e-16,1.6468144981872846e-17,5.987416545993392e-33,7.190850692694003e-32,2.223902080462003e-27,1.449942250951788e-27,2.3996457231554805e-18,1.4093881337988036e-38,1.6468144981101103e-17,7.188967883255515e-31,3.715904223764853e-24,1.8010568460133587e-30,6.874901889164363e-31,3.817481637715501e-41,3.2384263772336e-36,8.750571414687447e-41,2.3996457231554612e-18,8.164225269117207e-37,2.133688708241995e-31,2.284208517895251e-53,1.4951882846111184e-30,2.60637195134141e-31,7.976134779568515e-44,8.463541201071638e-37,1.9209710464097008e-34,4.886337843729398e-32,3.0839287186872773e-12,3.3607835636131716e-33,1.339402741881609e-54,1.533190724215758e-40,2.982016238189435e-47,6.730301975662826e-47,7.862434193727149e-35,2.638745527145735e-60,9.011199117764268e-54,7.31616847277089e-52,1.1427637318594938e-53,3.875572698196693e-56,5.968255379902025e-65,3.3271552925898245e-35,5.712238759258556e-51,6.563431228386853e-47,1.7700989078916696e-47,7.509059437269431e-59,1.8401712964481376e-49,2.5991179578537663e-49,5.214166109956084e-46,2.083021649003264e-71,5.090260125733708e-52,1.5605872866838107e-45,2.963514075458834e-46,6.357853684987691e-69,1.4098191303140638e-58,6.484672278639133e-51,3.2581160157018556e-64,1.728721926942221e-67,1.1986816218620806e-72,1.6716205286267925e-75,6.890011103635133e-70,7.130720251023214e-31,1.801019605554157e-84,8.168025286934494e-83
1.461846695490728e-18,0.2969415100549426,3.76,0.0,0.5272683725436804,0.9999999999938317,8.074979537175549e-41,0.0,2.7100767255715167e-30,1.270147959826832e-15,1.2701479598210226e-15,3.29380770656787e-17,2.395161547254647e-32,2.876574364459999e-31,7.349063648546894e-27,5.800241033355126e-27,4.7995518527920375e-18,1.1276175655647895e-37,3.293807706413873e-17,2.8758212408321593e-30,7.432215131125936e-24,7.20481371899282e-30,2.750184569092914e-30,1.527117499024057e-40,1.2954759781939398e-35,3.500514323998337e-40,4.79955185279196e-18,3.265955898182196e-36,8.535449450989974e-31,1.8275407550637578e-52,5.981239897916736e-30,1.0426336311395662e-30,6.381513700166941e-43,3.385692012036745e-36,7.684509831184086e-34,1.9546942125238064e-31,6.168192084846645e-12,1.344422832938089e-32,1.0716239384789454e-53,6.133342292018388e-40,2.385915027902948e-46,5.384923268055509e-46,3.1452296395776544e-34,4.222565559947372e-59,7.20964382705793e-53,5.85349052291832e-51,9.142977911186927e-53,3.1007525677362357e-55,9.550180099397967e-64,1.330970429145507e-34,4.570224915685889e-50,5.251243548563817e-46,1.4162584115304228e-46,1.2016124863644849e-57,1.4723234162805274e-48,2.079557620441211e-48,4.1717289592007704e-45,6.666603612000393e-70,4.072594760336621e-51,1.2485883706356986e-44,2.371036367446819e-45,1.01739457473156e-67,1.2988713151379077e-57,5.188230406308744e-50,2.606741116936756e-63,2.7662364728205624e-66,1.9180857083164534e-71,5.34993549222441e-74,1.102515053212416e-68,2.852520236271566e-30,5.763874661532371e-83,2.614045618556427e-81
2.9237727055436335e-18,0.29694151005494274,3.76,0.0,0.5272683725436791,0.9999999999876632,6.4602903366817525e-40,0.0,1.0840748064649701e-29,2.5403648333295212e-15,2.5403648333062825e-15,6.587794123307255e-17,9.581036109395838e-32,1.1506765581946084e-30,2.6302913446822264e-26,2.3201908225669692e-26,9.59936411206514e-18,9.021368778521696e-37,6.587794123000696e-17,1.15037534564107e-29,1.48648472616923e-23,2.882042758600909e-29,1.1001185922509921e-29,6.108723086576883e-40,5.182114775623661e-35,1.4002634129233874e-39,9.599364112064826e-18,1.3064355214693433e-35,3.4143187055277676e-30,1.46210269961771e-51,2.3925933145108673e-29,4.170704231793768e-30,5.105453323649211e-42,1.354331913389066e-35,3.07392922936677e-33,7.819095011438293e-31,1.2336718767592416e-11,5.37791013634489e-32,8.573398537936819e-53,2.4535009616743014e-39,1.9088528446638576e-45,4.308211306804237e-45,1.2581430500951993e-33,6.756563100294661e-58,5.76798892734105e-52,4.683014728058825e-50,7.314729569534082e-52,2.4807198435168386e-54,1.5281065404160911e-62,5.3240983266534055e-34,3.656353505049394e-49,4.2011942757612704e-45,1.1330784476753201e-45,1.9227103685542687e-56,1.1779332892711032e-47,1.6637514045934332e-47,3.337541600801818e-44,2.1334626606273606e-68,3.2582304773898547e-50,9.989181122569368e-44,1.8969191356936387e-44,1.6279417083815027e-66,1.3126136486249606e-56,4.15078136904486e-49,2.0854933530098343e-62,4.42620348238307e-65,3.069093233789564e-70,1.7120993338812688e-72,1.7641147427478084e-67,1.1410545202197141e-29,1.8445378316952881e-81,8.365390195454676e-80
5.847624725649444e-18,0.29694151005494285,3.76,0.0,0.5272683725436764,0.9999999999753261,5.168354988073267e-39,0.0,4.336387489276877e-29,5.0807985803348836e-15,5.080798580241924e-15,1.3175766956698875e-16,3.83249246824733e-31,4.6027998054031185e-30,9.902471968973998e-26,9.280952111710138e-26,1.9198988630611294e-17,7.217266324237532e-36,1.317576695609152e-16,4.601595323931906e-29,2.9730152786202065e-23,1.152840557931025e-28,4.4005639025019324e-29,2.4435425686171463e-39,2.0728880841611334e-34,5.601173257735982e-39,1.919898863061004e-17,5.22584842973634e-35,1.3657552649967406e-29,1.1697110235593364e-50,9.570567972065141e-29,1.6683156347584927e-29,4.0844596068608605e-41,5.417437874992068e-35,1.2295968822351782e-32,3.127701637937387e-30,2.4673771934792092e-11,2.1512078016879803e-31,6.858881692296854e-52,9.814717238237244e-39,1.5271306061845093e-44,3.446678126844474e-44,5.0326745909238686e-33,1.0810867532347817e-56,4.614500751766715e-51,3.746500708663775e-49,5.851922554793335e-51,1.9846230227892502e-53,2.4450326473166103e-61,2.1296826359579916e-33,2.925152234763885e-48,3.361035197370324e-44,9.064914463747156e-45,3.0764409055849272e-55,9.42376454901139e-47,1.3310432484955073e-46,2.6700966500861074e-43,6.827319729192077e-67,2.6066462463479595e-49,7.991534513318594e-43,1.5175713167630267e-43,2.604795024700253e-65,1.4876739010639701e-55,3.320703915123859e-48,1.6684371144070577e-61,7.082105678350554e-64,4.910674058618359e-69,5.478909832279551e-71,2.822656214680819e-66,4.5643109090381005e-29,5.902677934554715e-80,2.676996031254284e-78
1.1695328765861066e-17,0.2969415100549432,3.76,0.0,0.5272683725436712,0.9999999999506518,4.134733130885684e-38,0.0,1.7345726720501544e-28,1.016166607434554e-14,1.0161666073973705e-14,2.635171262313352e-16,1.5330126235559077e-30,1.8411385937620053e-29,3.837247587446004e-25,3.712418609013428e-25,3.839823766770342e-17,5.773881573263862e-35,2.63517126219419e-16,1.8406571108806077e-28,5.946092888873181e-23,4.611409140101848e-28,1.7602434700009321e-28,9.774298663391541e-39,8.29163668994915e-34,2.2404966143982645e-38,3.839823766769838e-17,2.090360654914238e-34,5.463076604169834e-29,9.357816843771503e-50,3.8282661318706083e-28,6.67333042363732e-29,3.267606465097245e-40,2.1669971963401498e-34,4.9184389556789467e-32,1.2510933819291618e-29,4.934787747602403e-11,8.60491858545012e-31,5.48717057237858e-51,3.926337812559691e-38,1.2217238174909472e-43,2.7573861365069546e-43,2.0130903148140554e-32,1.729768129950664e-55,3.69164454306176e-50,2.997236137816469e-48,4.681593602999905e-50,1.5877173272520464e-52,3.912101986133938e-60,8.51881701528465e-33,2.3401495602637324e-47,2.6888600688138727e-43,7.252046325343429e-44,4.922388902778692e-54,7.539130936173374e-46,1.0648514493642375e-45,2.1361026591864735e-42,2.184780587476594e-65,2.0853417354003157e-48,6.393303373300047e-42,1.2140714417688548e-42,4.167742600518609e-64,1.8902545870902554e-54,2.6565946607697137e-47,1.3347716528883916e-60,1.133151317357274e-62,7.85717840387857e-68,1.7532818575136752e-69,4.5163083587612266e-65,1.825742909479547e-28,1.888882144037861e-78,8.56650175900698e-77
2.339073684628431e-17,0.29694151005494374,3.76,0.0,0.5272683725436608,0.9999999999013033,3.307806244659615e-37,0.0,6.938326229028051e-28,2.0323401062366597e-14,2.0323401060879238e-14,5.270360395460845e-16,6.132082016639304e-30,7.364591373689182e-29,1.5101505429988773e-24,1.484974996268682e-24,7.679673574188688e-17,4.619132652168986e-34,5.270360395231757e-16,7.362667949246031e-28,1.1892314130784872e-22,1.844573036941147e-27,7.041009715292893e-28,3.909762519318958e-38,3.316671550500064e-33,8.962068199543825e-38,7.679673574186677e-17,8.361485298354714e-34,2.1852417330475277e-28,7.486326054797682e-49,1.5313142413066834e-27,2.669345746369729e-28,2.6141006838874708e-39,8.668032893123048e-34,1.9673867039164707e-31,5.004398981086436e-29,9.869608538581842e-11,3.441984816892813e-30,4.389762662121455e-50,1.5708718993933792e-37,9.773867871762557e-43,2.2059263662395134e-42,8.052402217556447e-32,2.767652463158945e-54,2.9533333665951435e-49,2.397803138580473e-47,3.745297104225556e-49,1.2701815047862077e-51,6.259402990290211e-59,3.4075439885519987e-32,1.8721307569335006e-46,2.1511008191625944e-42,5.801682961814164e-43,7.875889006958128e-53,6.031352470019559e-45,8.518879003818066e-45,1.7088922486659066e-41,6.991359112568872e-64,1.66828327126245e-47,5.114672868743728e-41,9.712628846094309e-42,6.668444375598578e-63,2.632381890959274e-53,2.125288340639389e-46,1.0678395097364771e-59,1.8130536351543e-61,1.257156537774401e-66,5.610551059244523e-68,7.226141435809096e-64,7.3030085703492775e-28,6.044464124923841e-77,2.741299372253286e-75
4.67815530071308e-17,0.29694151005494485,3.76,0.0,0.5272683725436399,0.9999999998026063,2.6462530255730492e-36,0.0,2.7753377501856643e-27,4.0646871038407666e-14,4.064687103245821e-14,1.0540738661198086e-15,2.4528393109630282e-29,2.945843673438984e-28,5.991104935033309e-24,5.939915088545533e-24,1.535937318902508e-16,3.6953170597155505e-33,1.0540738660776854e-15,2.9450763152127893e-27,2.378502070024434e-22,7.378310903071989e-27,2.8164110668944997e-27,1.5639275194597049e-37,1.3266719981391377e-32,3.584865323540085e-37,1.5359373189017028e-16,3.34460274507563e-33,8.740988974947203e-28,5.989123663593413e-48,6.1252725416972035e-27,1.0677410138838592e-27,2.0912867516348745e-38,3.467221990725002e-33,7.869575749021089e-31,2.001764682918335e-28,1.973924885147309e-10,1.3767973288236477e-29,3.5118207980245885e-49,6.286133873394836e-37,7.819125231976652e-42,1.76474808045301e-41,3.2209690796839966e-31,4.428262689997083e-53,2.3626740347487924e-48,1.9182482020193064e-46,2.996246568958246e-48,1.0161483879544312e-50,1.001507667120452e-57,1.3630209423725285e-31,1.4977090485183242e-45,1.7208857604464968e-41,4.641364729258628e-42,1.2601475817680419e-51,4.825101067610546e-44,6.815130176508742e-44,1.3671178244361514e-40,2.237244709095627e-62,1.3346305502757872e-46,4.0917501468258215e-40,7.770125614729797e-41,1.0669555222468854e-61,3.898189328973481e-52,1.700235718091679e-45,8.543166727087299e-59,2.9008950389439185e-60,2.0114568558972305e-65,1.795384182603751e-66,1.156186824928278e-62,2.9212106870722027e-27,1.9342356020133032e-75,8.772190719276887e-74
9.356318532882378e-17,0.2969415100549472,3.76,0.0,0.527268372543598,0.9999999996052125,2.1170058465437804e-35,0.0,1.1101366721053258e-26,8.129381099048561e-14,8.129381096668774e-14,2.108149519044158e-15,9.811371850962259e-29,1.1783386735447375e-27,2.3865425004786884e-23,2.37596905460419e-23,3.0718772418696636e-16,2.956257991804883e-32,2.1081495189746913e-15,1.1780333406720433e-26,4.757149018181288e-22,2.9513281070663127e-26,1.1265658738777173e-26,6.2558663097088004e-37,5.306694772662464e-32,1.4339710944122545e-36,3.071877241866443e-16,1.337842895159106e-32,3.496399886494004e-27,4.791378119240994e-47,2.450112131431584e-26,4.270969485789133e-27,1.6730318827705086e-37,1.3868905725100556e-32,3.1478414382993633e-30,8.007068911039977e-28,3.9478524400986383e-10,5.507195523564991e-29,2.809461204325906e-48,2.516560986161206e-36,6.255312562174941e-41,1.411801266746193e-40,1.2883892711942205e-30,7.085235254123532e-52,1.8901425621382456e-47,1.5346008377692334e-45,2.397000804312254e-47,8.129201870901986e-50,1.602414830115096e-56,5.4520897470525895e-31,1.198169015154532e-44,1.3767106495348228e-40,3.7130991259382103e-41,2.0162404021781426e-50,3.8600884956845475e-43,5.452114946272915e-43,1.0936958328941153e-39,7.159198711205815e-61,1.0677059816507753e-45,3.273404512199319e-39,6.216108887741098e-40,1.7071321331623772e-60,5.986209104484137e-51,1.3601905939149892e-44,6.835783528288943e-58,4.641439442898255e-59,3.218336088724842e-64,5.7452418393204725e-65,1.8499034311085677e-61,1.1684856245608445e-26,6.189568427482391e-74,2.807107996759966e-72
1.8712644997220973e-16,0.2969415100549517,3.76,0.0,0.5272683725435143,0.9999999992104252,1.6936063902973414e-34,0.0,4.440550795001802e-26,1.625876908946247e-13,1.6258769079943325e-13,4.216300824000466e-15,3.9245529405925685e-28,4.713355337518868e-27,9.526371021968264e-23,9.503882244699725e-23,6.143757087803486e-16,2.365008081191136e-31,4.2163008239206475e-15,4.7121468917226744e-26,9.514865451639008e-22,1.1805319878119386e-25,4.506266477455134e-26,2.5024667384966678e-36,2.122679284463067e-31,5.7360731576407756e-36,6.143757087790606e-16,5.351375750737727e-32,1.398560724268141e-26,3.833220667459822e-46,9.800454750876348e-26,1.7083888800275728e-26,1.3384264982398915e-36,5.547565918665793e-32,1.259143084668688e-29,3.2028295990006886e-27,7.895705519494656e-10,2.202878974384737e-28,2.2475712675338465e-47,1.008308427130711e-35,5.004255004771537e-40,1.1294421461817738e-39,5.153560369712075e-30,1.1336388209723438e-50,1.5121160198395897e-46,1.2276815801784906e-44,1.9176020549630255e-46,6.503370652821511e-49,2.563865816059738e-55,2.1808365212556752e-30,9.58535921297443e-44,1.101369334703828e-39,2.9704822355169057e-40,3.2259880567793773e-49,3.088073861098744e-42,4.3616963041106397e-42,8.74957236679705e-39,2.2909460731374333e-59,8.541653508870883e-45,2.6187248140539566e-38,4.9728894778594517e-39,2.7314132826003674e-59,9.377233949497747e-50,1.0881532848392616e-43,5.47240637904369e-57,7.426309020844513e-58,5.149341846716289e-63,1.8384793206635469e-63,2.959852798370546e-60,4.673944381259769e-26,1.9806662488216955e-72,8.982767823349304e-71
2.8068971461559566e-16,0.29694151005495634,3.76,0.0,0.5272683725434306,0.999999998815638,4.84265744507755e-34,0.0,9.436174088494877e-26,2.4388157079874706e-13,2.4388157059646505e-13,6.324452128064381e-15,8.339679062229964e-28,1.0015878508343028e-26,2.023116404355814e-22,2.0195753522107165e-22,9.21563693373682e-16,6.7624461610564435e-31,6.324452128018549e-15,1.0013329487550287e-25,1.4273004422324834e-21,2.5086309349236455e-25,9.575818226639856e-26,5.3179429931240096e-36,4.510694366558197e-31,1.2189470152178104e-35,9.215636933709447e-16,1.1371676885231227e-31,2.971941919173391e-26,1.096083055123684e-45,2.0825970230702667e-25,3.630327048247038e-26,3.8270639961544606e-36,1.178857996018121e-31,2.6756879399803877e-29,6.806014167841231e-27,1.1843556568385082e-09,4.681117762221007e-28,6.426651514944261e-47,2.1454965341258646e-35,1.4856383023901892e-39,3.3530313926339854e-39,1.0951317847919965e-29,4.2887861117239945e-50,4.323709185328638e-46,3.5104026864266495e-44,5.483144403481811e-46,1.8595587286855867e-48,9.436744996721679e-55,4.6342773518156056e-30,2.740814169047445e-43,3.149228538225916e-39,8.81860880635005e-40,1.22045582427476e-48,9.167683501144479e-42,1.2948779890240577e-41,2.5018311960221876e-38,1.0687206573295452e-58,2.442379520932648e-44,7.487916479042179e-38,1.4219356389489396e-38,1.0333460319055865e-58,3.555942572650595e-49,3.1114388963832616e-43,1.5656144635702533e-56,2.73337535991649e-57,1.8953000866553763e-62,8.576460286543406e-63,1.0903268289846348e-59,9.932132068211659e-26,9.048878384942059e-72,4.103870746762358e-70
4.678162439023676e-16,0.29694151005496544,3.76,0.0,0.5272683725432632,0.9999999980260643,2.2255069466502703e-33,0.0,2.6088264095484955e-25,4.0646933060692463e-13,4.064693300476743e-13,1.0540754732622642e-14,2.305678172153344e-27,2.7690938522425015e-26,5.590060803325885e-22,5.583532834152323e-22,1.535939662560154e-15,3.1077695041784996e-30,1.0540754732822132e-14,2.768402615732373e-25,2.379097251328231e-21,6.935627879895105e-25,2.64743269213581e-25,1.470390291396672e-35,1.2470745765974736e-30,3.370241581646447e-35,1.5359396625525854e-15,3.1439356300769688e-31,8.216545518699365e-26,5.037479228420133e-45,5.757769260136951e-25,1.0036788329393224e-25,1.7587767892491516e-35,3.259196335793521e-31,7.397551279719872e-29,1.881663074026941e-26,1.9739250544151908e-09,1.2941909464258157e-27,2.9534525643621793e-46,5.950853679088574e-35,6.959043863957534e-39,1.570630768888573e-38,3.0277178367140774e-29,3.3847537867325747e-49,1.9870188621029424e-45,1.613250986752438e-43,2.5198499522388325e-45,8.545854839110821e-48,7.260734456315605e-54,1.2812408137430838e-29,1.2595766200507364e-42,1.447268729176973e-38,4.130820245445609e-39,9.631954928756786e-48,4.294328341890753e-41,6.065480698943252e-41,1.1497487265698799e-37,1.4321539788941143e-57,1.1224269922975655e-43,3.441167246220062e-37,6.534686248945613e-38,8.15524630439488e-58,2.903370605487038e-48,1.4299020209743716e-42,7.218064500298004e-56,2.103082302767656e-56,1.458260046043981e-61,1.1493004202186961e-61,8.402931728365527e-59,2.745941744799029e-25,1.1799543315773941e-70,5.35136197710733e-69
6.362301202604623e-16,0.2969415100549737,3.76,0.0,0.5272683725431125,0.9999999973154488,5.009595420416088e-33,0.0,4.645548772447668e-25,5.527983144342303e-13,5.527983134383709e-13,1.4335427073841743e-14,4.105732065441302e-27,4.9309331270713164e-26,9.952159671368413e-22,9.942618297694045e-22,2.0888780348278213e-15,6.995558217660576e-30,1.4335427074405274e-14,4.929718166870904e-25,3.235850902448905e-21,1.2350299078785887e-24,4.714293686156686e-25,2.6185034742954456e-35,2.220670516199013e-30,6.001673403162151e-35,2.0888780348143433e-15,5.598419344182502e-31,1.46312326193513e-25,1.1339698422160214e-44,1.025288178198034e-24,1.7872547441597389e-25,3.9589891499568477e-35,5.803663563413653e-31,1.3172918475341987e-28,3.3506846456295326e-26,2.68453685617406e-09,2.3045699929336748e-27,6.64819491507598e-46,1.0621376982485984e-34,1.605869929661931e-38,3.624389637374806e-38,5.391468769075699e-29,9.498723290625128e-49,4.4727633393842524e-45,3.631412009788899e-43,5.672157284027161e-45,1.9236652896582304e-47,1.9996404879185288e-53,2.2815094831978422e-29,2.8352945049020873e-42,3.2577875854672895e-38,9.532279109388274e-39,2.703039321400806e-47,9.909573324815234e-41,1.399670707895405e-40,2.588072784400825e-37,4.753216856975414e-57,2.526571945634066e-43,7.746031322859178e-37,1.4709510331601461e-37,2.2886232470749342e-57,8.450268949567836e-48,3.218695311251247e-42,1.629144700959647e-55,5.7919714653648005e-56,4.016105585940224e-61,3.81444599926691e-61,2.3176983699459043e-58,4.889707643781292e-25,3.8623537407221565e-70,1.7516658106068042e-68
8.046439966185571e-16,0.296941510054982,3.76,0.0,0.5272683725429619,0.9999999966048339,9.468464309204277e-33,0.0,7.251769975404993e-25,6.991272982614785e-13,6.991272967069282e-13,1.8130099412008888e-14,6.409109265569685e-27,7.697251918590365e-26,1.5533467028755221e-21,1.5520568052403117e-21,2.641816407095322e-15,1.322206042777267e-29,1.8130099413088094e-14,7.695380433642105e-25,4.0927490603599545e-21,1.9278991799631486e-24,7.359079489474793e-25,4.087798507206218e-35,3.46649821103131e-30,9.369130254464054e-35,2.6418164070742812e-15,8.739213728735393e-31,2.2839559167257853e-25,2.1433541060103655e-44,1.6004893768946734e-24,2.789929986524611e-25,7.482747423811682e-35,9.05960133158086e-31,2.0563223574613974e-28,5.230466219269278e-26,3.3951479635074197e-09,3.597465185387175e-27,1.2565526001185045e-45,1.6619492704549451e-34,3.092005248510672e-38,6.978542516486516e-38,8.416159184991595e-29,2.174789521393897e-48,8.45382029669438e-45,6.863605289912968e-43,1.0720746760955419e-44,3.635855897421002e-47,4.503792281279119e-53,3.561467152682968e-29,5.358891328082168e-42,6.157430776198995e-38,1.8353815388682407e-38,6.188767342349202e-47,1.9080248238157956e-40,2.694980496915712e-40,4.891625735406018e-37,1.2771945331988094e-56,4.7753853251001906e-43,1.464049969614224e-36,2.780192541160966e-37,5.239929824212427e-57,1.9312264498493336e-47,6.083543859390729e-42,3.088238151365076e-55,1.3045252454396394e-55,9.045471238066227e-61,1.0249457573111471e-60,5.222408922349277e-58,7.632900816820818e-25,1.0233211183293209e-69,4.640996453363262e-68
9.730578729766517e-16,0.2969415100549902,3.76,0.0,0.5272683725428112,0.9999999958942196,1.582618308769827e-32,0.0,1.0395943673978113e-24,8.454562820886724e-13,8.454562798601114e-13,2.1924771747293154e-14,9.187929314040739e-27,1.1034564801695503e-25,2.22664460240048e-21,2.2249864311122573e-21,3.194754779362666e-15,2.2100172064945277e-29,2.1924771749031267e-14,1.1031916168931743e-24,4.9497837202987334e-21,2.7637838297753418e-24,1.0549776572992644e-24,5.860547748327923e-35,4.969477666469895e-30,1.343194047871725e-34,3.194754779332501e-15,1.2528301691839087e-30,3.2742167833205124e-25,3.582658422467459e-44,2.2944180516918603e-24,3.9995677693491933e-25,1.2507128581027636e-34,1.2987598494264713e-30,2.9479030050674527e-28,7.498254150538529e-26,4.1057584148828805e-09,5.157226583668541e-27,2.100280780376401e-45,2.3880727640693696e-34,5.257168918007072e-38,1.1865237370202986e-37,1.2065177000907061e-28,4.2409721657490397e-48,1.413025093896118e-44,1.1472255986612291e-42,1.7919321615436792e-44,6.07720085513393e-47,8.656184965843524e-53,5.105620440947781e-29,8.957183640131313e-42,1.0291912048156655e-37,3.1205981315273936e-38,1.2068468824432721e-46,3.244105834141412e-40,4.582128264570863e-40,8.176166243722208e-37,2.825458151818381e-56,7.981875090023052e-43,2.44710336063266e-36,4.646985250450792e-37,1.0218165533117157e-56,3.8157125448884005e-47,1.0168412913420516e-41,5.180630314019563e-55,2.507263706721289e-55,1.7385161265320905e-60,2.2674237970503696e-60,1.0045331720443617e-57,1.0942316176002572e-24,2.236738920884441e-69,1.0144127011405826e-67
