Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72)
7.0590463962636185e-12,0.07995426632056209,3.76,0.0,0.526902744796442,0.9999989048001767,7.145140940800161e-25,0.0,1.0872693714187801e-20,7.0018051003028e-14,7.001694976873811e-14,2.5115108044095793e-14,3.28574917697726e-23,2.5685408394807085e-22,1.0885818986593313e-18,1.0886194340850098e-18,1.9499358887896776e-18,9.016784393535591e-24,2.5115836216776698e-14,9.020532545809835e-24,1.2463246686198275e-20,7.172784729049519e-19,1.0871910389000216e-20,2.6463025280147116e-35,3.1644402687125625e-31,4.170347563700978e-36,1.9499295667469716e-18,5.031453760439781e-33,1.4545246035525018e-22,1.6898581217465354e-40,1.2315869593156989e-20,7.75591109700818e-23,2.678284848620893e-29,2.368969777198934e-33,1.2356271253122749e-28,2.61502393977143e-25,1.0951997982609505e-06,1.0448344133390922e-27,7.462224332983081e-45,2.207372137373728e-32,3.108140868907726e-34,1.296999614109098e-33,1.8526471766860416e-29,6.503481850166636e-39,1.638022770313999e-45,8.080333512010394e-44,7.44506558650716e-46,4.211699133687299e-50,8.50106698889645e-52,4.127282553232244e-30,8.271264580497718e-43,1.1836401960901126e-35,4.595782787424938e-39
8.12882048411143e-12,0.07995426632056224,3.76,0.0,0.5269027447964275,0.9999987461550431,1.0910853095468357e-24,0.0,1.4417989571375378e-20,8.062904467552977e-14,8.062758437588438e-14,2.8921086442363634e-14,4.526977275657749e-23,3.38728511361991e-22,1.4435116791626953e-18,1.4435699867498712e-18,2.245444300658641e-18,1.3768773667326487e-23,2.892205204656019e-14,1.3772316014255098e-23,1.6527272452456475e-20,9.511505091151482e-19,1.4416790957885412e-20,4.650364386169475e-35,4.495726105938847e-31,6.252798836692565e-36,2.2454346508533167e-18,7.200871224754162e-33,1.9284306702067746e-22,2.9017556144733235e-40,1.6331548233531675e-20,1.0284798529128133e-22,4.0897873333762834e-29,3.395713330921223e-33,1.7527971148165033e-28,3.467671298874053e-25,1.2538449280369356e-06,1.3739150169773286e-27,1.311169085442033e-44,3.3706793308717404e-32,4.746159096342981e-34,1.98053227577325e-33,2.456773417320964e-29,1.143035645039833e-38,2.5165433763248434e-45,1.2338924781300573e-43,1.1369009055241843e-45,6.466915284129796e-50,1.4989186502847933e-51,5.420305753565299e-30,1.2630214743640463e-42,1.8074389925304778e-35,7.017835400945517e-39
1e-11,0.07995426632056256,3.76,0.0,0.5269027447964023,0.9999984731324829,2.0313375497329863e-24,0.0,2.1820144403827666e-20,9.918910724271693e-14,9.91868972765521e-14,3.5578175386038265e-14,7.295546932337914e-23,5.077138961980272e-22,2.1845329152092123e-18,2.18464374425574e-18,2.762330949740515e-18,2.5633685981450475e-23,3.557963671226383e-14,2.5634533669777522e-23,2.50125931072928e-20,1.4394330821666918e-18,2.181790723668723e-20,1.0644932205200163e-34,7.596456250695421e-31,1.1375712755523039e-35,2.76231299380734e-18,1.2297532398149767e-32,2.9174874264567967e-22,6.450016315030689e-40,2.4715593347985015e-20,1.5564697295571837e-22,7.614075857596592e-29,5.812158551268466e-33,2.9498968284619933e-28,5.247851900546172e-25,1.5268674817114903e-06,2.0490736853011433e-27,3.000855212598118e-44,6.275238974720893e-32,8.835977929962037e-34,3.687186405667744e-33,3.718146252265037e-29,2.616950780523933e-38,4.73419964403613e-45,2.29721116899482e-43,2.1166888198004015e-45,1.2152424773453838e-49,3.4512433842950944e-51,8.066167822642837e-30,2.3513552570433536e-42,3.3649614179156874e-35,1.306529320604129e-38
1.0268368659807054e-11,0.07995426632056256,3.76,0.0,0.5269027447963986,0.9999984344358243,2.1993143758209154e-24,0.0,2.300708886503681e-20,1.0185103202053623e-13,1.0184870184657504e-13,3.653294110761544e-14,7.759050352134913e-23,5.345944942363468e-22,2.3033532348024045e-18,2.303473508083258e-18,2.8364642558688255e-18,2.775333559357215e-23,3.653448192272349e-14,2.7753466329116136e-23,2.637323806431202e-20,1.5177281801518944e-18,2.300466600709689e-20,1.1833865803148025e-34,8.129540153977473e-31,1.2283755176964103e-35,2.8364448163147603e-18,1.3178150212281956e-32,3.0760389125267004e-22,7.146126450150951e-40,2.6059961320881553e-20,1.6411322417288088e-22,8.243685664416927e-29,6.230105475397719e-33,3.1547388964899756e-28,5.533300939939809e-25,1.5655641393359927e-06,2.1560265732375314e-27,3.3359611784477954e-44,6.794131855059886e-32,9.566614017467193e-34,3.9920763965757325e-33,3.9204121827335466e-29,2.9092976452713197e-38,5.133223980440053e-45,2.4871739842910986e-43,2.2917320195555677e-45,1.3174483390579565e-49,3.8398998602526e-51,8.484538942857016e-30,2.5457818930893732e-42,3.643210868586561e-35,1.4145663210257625e-38
1.2407916835502678e-11,0.07995426632056289,3.76,0.0,0.5269027447963698,0.9999981299998971,3.880488668324836e-24,0.0,3.359430328467423e-20,1.2307301936554892e-13,1.2306961699417e-13,4.414465964778444e-14,1.2098183878765931e-22,7.720958092207486e-22,3.3631620408371235e-18,3.363377419053546e-18,3.4274892635775063e-18,4.896723806734515e-23,4.4146909473714824e-14,4.8957491031945844e-23,3.8509958278645994e-20,2.216081650928204e-18,3.359002050950625e-20,2.522294124486148e-34,1.3265792247822407e-30,2.1303321760467733e-35,3.427454978107874e-18,2.1706410714233696e-32,4.489796479182303e-22,1.4898470514533318e-39,3.80510969352654e-20,2.3962844635065194e-22,1.4544962913119974e-28,1.0281861341019509e-32,5.115743375573212e-28,8.079373101158336e-25,1.8700000590107734e-06,3.0964103649628825e-27,7.109528715877615e-44,1.198728963589788e-31,1.6878921818240126e-33,7.043463264815062e-33,5.724602807197759e-29,6.201727674158157e-38,9.162114557793131e-45,4.388393061771085e-43,4.0436715754330584e-45,2.348111155407083e-49,8.237970228157327e-51,1.2155250255364714e-29,4.491611764598373e-42,6.427994098734863e-35,2.4958239150617343e-38
1.4547465011198301e-11,0.07995426632056318,3.76,0.0,0.5269027447963409,0.9999978326770895,6.254010465365886e-24,0.0,4.617975888630337e-20,1.4429500671057145e-13,1.4429032982071356e-13,5.17562421216778e-14,1.7669703870183497e-22,1.0498489367587023e-21,4.622927606515273e-18,4.623278321457053e-18,4.0185203763792506e-18,7.891673437692597e-23,5.175933476162861e-14,7.888709957643012e-23,5.293767610147973e-20,3.0462081266702054e-18,4.617284757289776e-20,4.765142189903007e-34,2.0153408638458577e-30,3.39121032701202e-35,4.0184651362326576e-18,3.3225323441515173e-32,6.169409071845408e-22,2.7701995666588426e-39,5.230493284128279e-20,3.293936474998457e-22,2.3441040680712944e-28,1.5762358633579502e-32,7.714845229285494e-28,1.1105882939679451e-24,2.167322858917593e-06,4.1870457047131284e-27,1.3430354227675588e-43,1.9318842523725588e-31,2.720221221566223e-33,1.1351329683745512e-32,7.869389465282101e-29,1.1717358407406458e-37,1.4932353536693805e-44,7.072581363948161e-43,6.517203877246703e-45,3.8208955043718524e-49,1.566300021692378e-50,1.6397028660013684e-29,7.238629862286359e-42,1.0359521780171763e-34,4.0223294905986695e-38
1.6687013186893925e-11,0.0799542663205635,3.76,0.0,0.526902744796312,0.9999975423012076,9.439289598955794e-24,0.0,6.076358176064859e-20,1.6551699405560804e-13,1.655108403282462e-13,5.936768858681889e-14,2.459476955287994e-22,1.366516338350706e-21,6.082639441315358e-18,6.083172816919807e-18,4.609558646813538e-18,1.1910805242742095e-22,5.937175784727818e-14,1.1904430806720545e-22,6.965663454949727e-20,4.0081048163054314e-18,6.075314032900785e-20,8.24879282602595e-34,2.904130226888325e-30,5.071065680016875e-35,4.609475290689113e-18,4.8174562911175824e-32,8.114582719733192e-22,4.7381794461674265e-39,6.882144682880842e-20,4.334088234107645e-22,3.537933623781853e-28,2.2882962792403726e-32,1.1027071309110984e-27,1.46128256232741e-24,2.4576987332480673e-06,5.4203185969949005e-27,2.3247607138690783e-43,2.9157462656447517e-31,4.1055587179976854e-33,1.713230279635427e-32,1.0354816329644192e-28,2.0284752666014744e-37,2.2783908576374897e-44,1.0674779413113592e-42,9.836839248283041e-45,5.819923667108485e-49,2.728508026015691e-50,2.1176533217976613e-29,1.0924941474488071e-41,1.563552507078664e-34,6.070855065576596e-38
1.882656136258955e-11,0.07995426632056384,3.76,0.0,0.5269027447962832,0.9999972587099389,1.355574343814462e-23,0.0,7.734589803147614e-20,1.8673898140066348e-13,1.8673114851880418e-13,6.697899909947808e-14,3.299051611187292e-22,1.720804881328326e-21,7.74228705496237e-18,7.74305750691324e-18,5.200605127364617e-18,1.710473945228494e-22,6.698417879022652e-14,1.7093043946789226e-22,8.866707664923147e-20,5.101768932353645e-18,7.733089193190763e-20,1.336357496339699e-33,4.017837274749969e-30,7.229949179046496e-35,5.200485441477241e-18,6.69938073934882e-32,1.0325023779011485e-21,7.604476220414906e-39,8.760061671222537e-20,5.516739699863359e-22,5.080726246462497e-28,3.1855026967973334e-32,1.5123650048817331e-27,1.8600196330018208e-24,2.7412899944851507e-06,6.789000490689944e-27,3.766111767048706e-43,4.187180441431099e-31,5.895812087164199e-33,2.4603000058758078e-32,1.318092757102587e-28,3.2863962065474177e-37,3.306703748732239e-44,1.533003658726268e-42,1.4127114936789607e-44,8.430980440488477e-49,4.448003670758257e-50,2.6462368360676825e-29,1.5688638615380147e-41,2.2453733172234586e-34,8.718171496428785e-38
2.0966109538285172e-11,0.07995426632056415,3.76,0.0,0.5269027447962543,0.9999969817447613,1.8722796883424265e-23,0.0,9.592683385403383e-20,2.079609687457434e-13,2.0795125439441983e-13,7.459017371470239e-14,4.29701883623157e-22,2.111464363772287e-21,9.601859957441337e-18,9.602928992767741e-18,5.791660870461461e-18,2.362409372975193e-22,7.45965976488158e-14,2.360461239896125e-22,1.0996924543631492e-19,6.327197690823552e-18,9.590609555647853e-20,2.0553269224903785e-33,5.381350634626836e-30,9.9279070021748e-35,5.791495588597038e-18,9.012273890113224e-32,1.280043893217343e-21,1.1607949897404606e-38,1.0864242032969598e-19,6.841890832398014e-22,7.017222783484649e-28,4.2889892020627046e-32,2.0072203312206906e-27,2.306799024799414e-24,3.018255164398021e-06,8.28622881310295e-27,5.792134145901169e-43,5.783050441155353e-31,8.142885963038137e-33,3.3980029235215356e-32,1.6347767358252366e-28,5.054647827528378e-37,4.614178715330297e-44,2.117341111934289e-42,1.9512596005679064e-44,1.1741290964779195e-48,6.883475447846721e-50,3.2224970739246894e-29,2.1667800243546584e-41,3.1011873331768354e-34,1.2041048474622854e-37
2.5245205889676416e-11,0.07995426632056479,3.76,0.0,0.5269027447961967,0.9999964470770454,3.268643989287295e-23,0.0,1.3908506892422207e-19,2.504049434360023e-13,2.5039085920893516e-13,8.981211546707875e-14,6.811556430372901e-22,2.9971019710938826e-21,1.3920739670199737e-17,1.392261875674367e-17,6.97380435373227e-18,4.1241520344484296e-22,8.982142934034221e-14,4.119652115269385e-22,1.594497352565368e-19,9.173338015940359e-18,1.3904883166582012e-19,4.3199764506890944e-33,8.957344141111709e-30,1.7181206525681556e-34,6.973515871831651e-18,1.5106840992970137e-31,1.8545019878537948e-21,2.4122704460876494e-38,1.5751384023431387e-19,9.919691943721302e-22,1.2250288800659939e-27,7.199332683397011e-32,3.27787044994063e-27,3.3444828518367496e-24,3.5529228650550476e-06,1.1640601206372942e-26,1.2173688986142499e-42,1.00955436872744e-30,1.4215099877626777e-32,5.931946600013708e-32,2.3703809235971362e-28,1.062445062972741e-36,8.215258466163658e-44,3.696478954438421e-42,3.4067578859711864e-44,2.081460995260186e-48,1.4645722605295812e-49,4.5070792651452006e-29,3.782476883563976e-41,5.41388491523297e-34,2.1020557033404194e-37
2.9524302241067663e-11,0.07995426632056545,3.76,0.0,0.5269027447961391,0.9999959371024156,5.2285768602573824e-23,0.0,1.9023929678696628e-19,2.9284891812644233e-13,2.928296547879781e-13,1.0503351426091544e-13,1.0086380631543754e-21,4.014233656894502e-21,1.9039194665100696e-17,1.9042214917112877e-17,8.155997514953169e-18,6.596797515375501e-22,1.0504625336523301e-13,6.587927702816638e-22,2.18100048450664e-19,1.254650358579031e-17,1.901812944173975e-19,8.08074092403878e-33,1.383119313474347e-29,2.73112384502233e-34,8.155536140392952e-18,2.3452910765051288e-31,2.5345985524048923e-21,4.4756586815212966e-38,2.1543552969717903e-19,1.356749127036113e-21,1.9595049688638665e-27,1.1188374868614884e-31,4.962206277081786e-27,4.57433021284763e-24,4.062897479550436e-06,1.5435180580813011e-26,2.2771025775528646e-42,1.614809980933953e-30,2.273738195763589e-32,9.488328164104445e-32,3.242329527512336e-28,1.98738775579415e-36,1.338748035818463e-43,5.912955803242135e-42,5.44988988443626e-44,3.375887222464864e-48,2.7727099657666365e-49,5.951026671810865e-29,6.050022632362434e-41,8.659823195211877e-34,3.362351502701286e-37
3.380339859245891e-11,0.0799542663205661,3.76,0.0,0.5269027447960815,0.9999954506804347,7.847645370954671e-23,0.0,2.493905276694266e-19,3.352928928171319e-13,3.352676411476803e-13,1.2025437049536363e-13,1.4199339825679753e-21,5.154264505841762e-21,2.495714103249715e-17,2.4961690280586873e-17,9.338248771568054e-18,9.900830728190611e-22,1.202710701490817e-13,9.885089364853694e-22,2.859221295607724e-19,1.6446672244198714e-17,2.4930342981390686e-19,1.3885038189240895e-32,2.020195873102645e-29,4.079820085700611e-34,9.33755639428094e-18,3.440224246726076e-31,3.3201001019993464e-21,7.643425911864093e-38,2.8240731220964717e-19,1.778528853086162e-21,2.9409416478690307e-27,1.6425144294719567e-31,7.103081906281967e-27,5.9963372914846904e-24,4.549319445299379e-06,1.9626475797814944e-26,3.912674002380661e-42,2.4235564253155106e-30,3.4124869279850774e-32,1.424039900323841e-31,4.250657875743949e-28,3.414910957189628e-36,2.0449471496409733e-43,8.87485022334808e-42,8.180417003084381e-44,5.1303865508426476e-48,4.821135177189409e-49,7.536275250380084e-29,9.079835726052705e-41,1.2997177071097202e-33,5.046403817074277e-37
3.808249494385016e-11,0.07995426632056672,3.76,0.0,0.5269027447960238,0.9999949867233364,1.1221428668959422e-22,0.0,3.165397721677624e-19,3.7773686750814994e-13,3.7770481830412153e-13,1.3547468455257734e-13,1.9223193354068645e-21,6.4091611855873015e-21,3.167449486785996e-17,3.168101765260509e-17,1.0520566540137594e-17,1.4156732491469728e-21,1.3549588010051642e-13,1.41308279241691e-21,3.6291792321009027e-19,2.0873821881869117e-17,3.1641518405886346e-19,2.2365784258228575e-32,2.8268680793083025e-29,5.812221574827736e-34,1.0519576633495613e-17,4.830660148957678e-31,4.21077366869707e-21,1.2253080993982304e-37,3.584290115797809e-19,2.257308345938063e-21,4.20512932348549e-27,2.3078649907880675e-31,9.739117194181501e-27,7.610500284838106e-24,5.0132765282724425e-06,2.4175292554301947e-26,6.30244244893118e-42,3.465275412128677e-30,4.879265452530984e-32,2.036139504721742e-31,5.395401293407818e-28,5.500646204954006e-36,2.9731360058133275e-43,1.269025503664407e-41,1.1698153847377832e-43,7.41850808890731e-48,7.857108633746153e-49,9.246810255240769e-29,1.2982315878992783e-40,1.8584118427588443e-33,7.215622361370495e-37
4.2361591295241405e-11,0.07995426632056737,3.76,0.0,0.5269027447959662,0.9999945441936019,1.5445517981753317e-22,0.0,3.916880412070026e-19,4.201808421995863e-13,4.201411862733339e-13,1.5069445679849684e-13,2.522594254396394e-21,7.771415417125128e-21,3.919117227201508e-17,3.920016983757684e-17,1.1702959236339136e-17,1.9484979527411537e-21,1.5072068361198006e-13,1.9444723761328994e-21,4.49089374083571e-19,2.5827930433723135e-17,3.915165035174175e-19,3.4241381899557365e-32,3.8230377947091554e-29,7.976332907696138e-34,1.1701596858036968e-17,6.551775937319366e-31,5.2063867998242885e-21,1.8687163697028189e-37,4.435004519132466e-19,2.7930875805071663e-21,5.7878577058969814e-27,3.1317881076744667e-31,1.290511331893272e-26,9.416815402674541e-24,5.4558062475063875e-06,2.9046311716587034e-26,9.648865714138359e-42,4.7694458182412774e-30,6.715578599311925e-32,2.8024536773959586e-31,6.6765951025636145e-28,8.421232035029963e-36,4.157360091425119e-43,1.7467277344608945e-41,1.6102971115587342e-43,1.0313923669286076e-47,1.2168467572887113e-48,1.1068435555032957e-28,1.7867844774486952e-40,2.5578816161075764e-33,9.931414992729192e-37
4.664068764663265e-11,0.07995426632056801,3.76,0.0,0.5269027447959086,0.9999941221016341,2.0615516619108382e-22,0.0,4.748363460029585e-19,4.626248168915412e-13,4.625767450713042e-13,1.6591368758359975e-13,3.2271142126357866e-21,9.234009609446221e-21,4.750708935134699e-17,4.751911963908959e-17,1.2885435274966686e-17,2.600604446054795e-21,1.6594548106047934e-13,2.5946246914462864e-21,5.444384269094135e-19,3.1308975876374765e-17,4.746073346792158e-19,5.031570836697611e-32,5.028604759896149e-29,1.0620151078039647e-33,1.2883617067905006e-17,8.638749383442017e-31,6.3067075563288916e-21,2.73732325087209e-37,5.376214575951239e-19,3.385866533149107e-21,7.724915809853746e-27,4.13118076068117e-31,1.6632430753981915e-26,1.1415278866716539e-23,5.87789820000544e-06,3.4207705787663596e-26,1.417849860155416e-41,6.365543688313431e-30,8.962926761777512e-32,3.740302921669237e-31,8.094274622216211e-28,1.2374307318267688e-35,5.632588890935943e-43,2.3314038551993116e-41,2.149479850258484e-43,1.3890032274346265e-47,1.808531489085215e-48,1.2988566911338931e-28,2.3846786777532295e-40,3.413943620469431e-33,1.325518770997282e-36
5.09197839980239e-11,0.07995426632056865,3.76,0.0,0.526902744795851,0.9999937195035381,2.6827039976922177e-22,0.0,5.659856980262105e-19,5.050687915841255e-13,5.05011494713977e-13,1.811323772436184e-13,4.041819191031556e-21,1.0790384672901249e-20,5.662216221796836e-17,5.663783986008406e-17,1.4068003069931024e-17,3.384039581837705e-21,1.8117027280829942e-13,3.375475717832544e-21,6.489670264415501e-19,3.731693622574154e-17,5.656876241233253e-19,7.147810521186168e-32,6.463466595289352e-29,1.379166548188708e-33,1.4065637263099717e-17,1.1126758879298102e-30,7.511504511175185e-21,3.878385354410184e-37,6.407918532726458e-19,4.035645181603178e-21,1.0052091955967225e-26,5.322937975637576e-31,2.0949331255144093e-26,1.3605886909962835e-23,6.280496280787363e-06,3.963079188705282e-26,2.0141991927629214e-41,8.283042236331565e-30,1.1662805899134696e-31,4.8670061973248755e-31,9.648475168317441e-28,1.757850511143705e-35,7.434615808702746e-43,3.033867439264513e-41,2.7973627607902935e-43,1.8219613802184173e-47,2.5981704829838162e-48,1.4996047796944837e-28,3.1029489648692174e-40,4.442414155446535e-33,1.724834465403336e-36
5.5198880349415147e-11,0.0799542663205693,3.76,0.0,0.5269027447957934,0.9999933354990089,3.4175715540978685e-22,0.0,6.651371089681974e-19,5.47512766277461e-13,5.474454352172575e-13,1.963505261002218e-13,4.9722608573010566e-21,1.2434410026815829e-20,6.653630698985841e-17,6.655630330299735e-17,1.5250671034259843e-17,4.310849803217995e-21,1.963950592036838e-13,4.298950420171762e-21,7.626771174430979e-19,4.3851789534795275e-17,6.647573184852595e-19,9.870336939607513e-32,8.147518802907216e-29,1.7538857921254624e-33,1.52476574436211e-17,1.405098343994593e-30,8.820546747779281e-21,5.343659015475267e-37,7.530114638388881e-19,4.742423504938453e-21,1.2805173771990687e-26,6.7239528251704665e-31,2.5881284746100355e-26,1.5988635776050224e-23,6.66450079487094e-06,4.52897203454583e-26,2.78140918277604e-41,1.055141184708609e-29,1.48567075384799e-31,6.199880921504977e-31,1.1339232053767766e-27,2.4273446836675547e-35,9.599966646340649e-43,3.8649334955716435e-41,3.563951484097421e-43,2.3374530842787567e-47,3.627732232741821e-48,1.7080986933022828e-28,3.952628525637648e-40,5.659109229421289e-33,2.1972288108462928e-36
5.94779767008064e-11,0.07995426632056993,3.76,0.0,0.5269027447957357,0.9999929692293208,4.275718288949794e-22,0.0,7.722915907092771e-19,5.899567409716793e-13,5.898785665970137e-13,2.1156813446166563e-13,6.023627898444548e-21,1.4160355644772664e-20,7.724943979097526e-17,7.72744827698792e-17,1.6433447580097764e-17,5.393081143696188e-21,2.116198405814822e-13,5.3769627584515654e-21,8.855706446707178e-19,5.09135138914443e-17,7.718163644259932e-19,1.3305174389267978e-31,1.0100654767910328e-28,2.1909702607390385e-33,1.6429677609469155e-17,1.7446602705850642e-30,1.0233603858474231e-20,7.189399227973257e-37,8.74280114417372e-19,5.506201483502506e-21,1.6019948193765152e-26,8.351116430031462e-31,3.1451244537811614e-26,1.8563521718654612e-23,7.030770467830221e-06,5.116119542883265e-26,3.7493638858015e-41,1.3200120077376838e-29,1.8586118776550546e-31,7.756242969448021e-31,1.3166580588417644e-27,3.2719736341511566e-35,1.2165816037544716e-42,4.835418471093493e-41,4.459258432320105e-43,2.9425474247702304e-47,4.9439156972546977e-48,1.9234615139048528e-28,4.944749028730608e-40,7.079844561792422e-33,2.74884184994859e-36
6.375707305219763e-11,0.0799542663205706,3.76,0.0,0.5269027447956781,0.9999926198754088,5.266709369479401e-22,0.0,8.874501552885762e-19,6.324007156669237e-13,6.323108888690791e-13,2.267852026234116e-13,7.200769707594265e-21,1.596286591585642e-20,8.876147675134605e-17,8.879235106248568e-17,1.7616341118706403e-17,6.642779227094991e-21,2.2684461726376771e-13,6.62141569752934e-21,1.0176495528598088e-18,5.850208741653454e-17,8.868647086027789e-19,1.7566890741287262e-31,1.2342765760006362e-28,2.6952166163783578e-33,1.7611697760643856e-17,2.1348796944916335e-30,1.1750445942997972e-20,9.476358533988176e-37,1.0045976303474988e-18,6.32697909887248e-21,1.9732201465964512e-26,1.0221317960308187e-30,3.7679895414339336e-26,2.1330541000927378e-23,7.38012436449749e-06,5.722422359343435e-26,4.950356680036316e-41,1.6258631657067294e-29,2.2892522281268154e-31,9.553406675136309e-31,1.5130556079068757e-27,4.3198953745792836e-35,1.5169910974497396e-42,5.956140253329516e-41,5.4933030790371e-43,3.644174670532415e-47,6.59831743069031e-48,2.144915840220105e-28,6.090340695647542e-40,8.720435585027556e-33,3.385813439581449e-36
6.803616940358888e-11,0.07995426632057123,3.76,0.0,0.5269027447956205,0.9999922866560367,6.400111172477333e-22,0.0,1.0106138148755016e-18,6.748446903633468e-13,6.74742402049255e-13,2.4200173086871974e-13,8.508218561706033e-21,1.7836935171270556e-20,1.0107233400713851e-16,1.0110988098235402e-16,1.8799360060464432e-17,8.071989267535974e-21,2.420693895604273e-13,8.044201216931678e-21,1.1589157867104959e-18,6.661748826196066e-17,1.0099022976416294e-18,2.277859640229168e-31,1.4893740934827611e-28,3.271420762917957e-33,1.8793717897145218e-17,2.5792747054464987e-30,1.3370843607005181e-20,1.226978590758855e-36,1.1439638371707628e-18,7.204756333808341e-21,2.3977719142861721e-26,1.2351444636612364e-30,4.458587789465778e-26,2.4289689894964426e-23,7.713343721363386e-06,6.345988591415376e-26,6.419090139359534e-41,1.9756408490150866e-29,2.781739629329909e-31,1.1608684831950409e-30,1.7231193829475212e-27,5.601364926212178e-35,1.86505007694229e-42,7.237918172797321e-41,6.676112249713279e-43,4.449107973213849e-47,8.647598593998193e-48,2.3717724903300257e-28,7.400432371730523e-40,1.0596697446640086e-32,4.114283250859518e-36
7.231526575498012e-11,0.07995426632057186,3.76,0.0,0.5269027447955629,0.999991968826048,7.685491284444388e-22,0.0,1.1417835817428537e-18,7.17288665061113e-13,7.171731061533119e-13,2.5721771946921273e-13,9.95021036060913e-21,1.9777884798511277e-20,1.1418192770071504e-16,1.142270453308595e-16,1.998251281486761e-17,9.692756069451184e-21,2.572941577697241e-13,9.657200320631819e-21,1.309371290874382e-18,7.52596946088832e-17,1.1409290781114036e-18,2.907194331564587e-31,1.7773467335289075e-28,3.924377846060219e-33,1.9975738018973227e-17,3.0813634563201925e-30,1.5094567960605378e-20,1.5639425659897877e-36,1.292378560617715e-18,8.139533172208299e-21,2.8792286089145485e-26,1.4758381731250694e-30,5.218599057646993e-26,2.744096468130667e-23,8.031173694765027e-06,6.985113275237155e-26,8.192675913598892e-41,2.3722909655840832e-29,3.3402214627646453e-31,1.3939388693337977e-30,1.946852914034479e-27,7.148733711572416e-35,2.2646273059847134e-42,8.691573005563271e-41,8.017720412251896e-43,5.363948116034224e-47,1.115365184134038e-47,2.6034204698058886e-28,8.886051597163261e-40,1.2724445011108867e-32,4.940390769152892e-36
7.659436210637136e-11,0.07995426632057251,3.76,0.0,0.5269027447955053,0.9999916656747001,9.132418501715966e-22,0.0,1.2809604682414764e-18,7.597326397603964e-13,7.596030011969923e-13,2.7243316868541463e-13,1.1530703995369488e-20,2.1781341868109992e-20,1.2809017398067118e-16,1.281438169092569e-16,2.1165807790528924e-17,1.1517124027596806e-20,2.7251892217883506e-13,1.1472283046790698e-20,1.4690180099420368e-18,8.442868466604798e-17,1.2799449964994328e-18,3.658712398520984e-31,2.1001829892878894e-28,4.658882253626909e-33,2.115775812612787e-17,3.644664163307402e-30,1.692139061692651e-20,1.965951635663572e-36,1.4498416265956546e-18,9.131309599066288e-21,3.42116864806917e-26,1.7459012569337893e-30,6.049537222625945e-26,3.078436164847064e-23,8.334325027320232e-06,7.638259897487588e-26,1.0310634611492186e-40,2.8187591409609754e-29,3.968844667516975e-31,1.6562827973453264e-30,2.1842597309340144e-27,8.996448952302988e-35,2.719629551167978e-42,1.0327926975778607e-40,9.528169967523958e-43,6.395111062890152e-47,1.4183768066813518e-47,2.8393180947620117e-28,1.055822467790571e-39,1.5119492861703207e-32,5.870275294099868e-36
8.08734584577626e-11,0.07995426632057316,3.76,0.0,0.5269027447954476,0.9999913765240755,1.075046283054197e-21,0.0,1.4281454867763567e-18,8.021766144613819e-13,8.020320871960121e-13,2.8764807876726343e-13,1.3253399439260285e-20,2.384321916999316e-20,1.4279698900186127e-16,1.4286016851870848e-16,2.2349253395178572e-17,1.3557137127050987e-20,2.8774368306436145e-13,1.3501308477485239e-20,1.6378578884311823e-18,9.412443666820118e-17,1.4269499991885993e-18,4.547287048912135e-31,2.4598711428861035e-28,5.4797276158357605e-33,2.2339778218609147e-17,4.272695106096855e-30,1.8851083690700993e-20,2.4408789730908182e-36,1.6163528611770103e-18,1.0180085600431448e-20,4.0271703805237663e-26,2.0470218529835406e-30,6.952766564483231e-26,3.4319877092507453e-23,8.623475636760731e-06,8.304043766499513e-26,1.2814895677596256e-40,3.31799071841447e-29,4.671755740398639e-31,1.9496310847746914e-30,2.4353433631079875e-27,1.1181053064851137e-34,3.233996279602362e-42,1.2157803758198678e-40,1.1217511539872526e-42,7.548818022081444e-47,1.7810803064002433e-47,3.0789851374680075e-28,1.242797675656275e-39,1.7797655302196282e-32,6.910075939611292e-36
